Orthogroup	Dufourea_novaeangliae	Ceratina_calcarata
OG0006743	XP_015439619.1	XP_017884249.1
OG0006744	XP_015436814.1	XP_026674466.1
OG0006745	XP_015431822.1	XP_017876901.1
OG0006746	XP_015430589.1	XP_017888152.1
OG0006748	XP_015433697.1	XP_026669647.1
OG0006749	XP_015429663.1	XP_017875903.1
OG0006750	XP_015434287.1	XP_017887115.1
OG0006751	XP_015429790.1	XP_017882472.1
OG0006752	XP_015431567.1	XP_017885686.1
OG0006753	XP_015435869.1	XP_017880588.1
OG0006754	XP_015431594.1	XP_017884028.1
OG0006755	XP_015429776.1	XP_017882449.1
OG0006756	XP_015429779.1	XP_017882421.2
OG0006757	XP_015434359.1	XP_017875273.1
OG0006758	XP_015430872.1	XP_026666774.1
OG0006759	XP_015435821.1	XP_017886153.1
OG0006760	XP_015431528.1	XP_026669695.1
OG0006761	XP_015435327.1	XP_017880329.1
OG0006762	XP_015435770.1	XP_026669602.1
OG0006763	XP_015434284.1	XP_017880627.1
OG0006764	XP_015431476.1	XP_026667203.1
OG0006765	XP_015431165.1	XP_017885774.1
OG0006766	XP_015433403.1	XP_017892135.1
OG0006767	XP_015435857.1	XP_017882347.1
OG0006768	XP_015432576.1	XP_026670550.1
OG0006769	XP_015431447.1	XP_026667205.1
OG0006770	XP_015429766.1	XP_017877472.1
OG0006771	XP_015436877.1	XP_017877700.1
OG0006772	XP_015436942.1	XP_017877793.1
OG0006773	XP_015430688.1	XP_026668229.1
OG0006776	XP_015430708.1	XP_017879125.1
OG0006777	XP_015436945.1	XP_017891719.1
OG0006778	XP_015437604.1	XP_017888714.1
OG0006779	XP_015431642.1	XP_017877872.1
OG0006781	XP_015430825.1	XP_026672059.1
OG0006782	XP_015430762.1	XP_026672061.1
OG0006783	XP_015432826.1	XP_017881622.1
OG0006784	XP_015430855.1	XP_017893650.1
OG0006785	XP_015437590.1	XP_017893412.1
OG0006786	XP_015431646.1	XP_026673632.1
OG0006787	XP_015431703.1	XP_017878412.1
OG0006788	XP_015431608.1	XP_026668228.1
OG0006789	XP_015430635.1	XP_017882526.1
OG0006790	XP_015436914.1	XP_017881747.1
OG0006791	XP_015436953.1	XP_017881784.1
OG0006792	XP_015431697.1	XP_017878496.1
OG0006793	XP_015440336.1	XP_017876660.1
OG0006794	XP_015438022.1	XP_017893473.1
OG0006795	XP_015431704.1	XP_017877747.1
OG0006796	XP_015430779.1	XP_017891694.1
OG0006797	XP_015440231.1	XP_026674351.1
OG0006798	XP_015439965.1	XP_017890041.1
OG0006799	XP_015439966.1	XP_017890042.1
OG0006800	XP_015440151.1	XP_026674914.1
OG0006801	XP_015430883.1	XP_017893347.1
OG0006802	XP_015439930.1	XP_017883096.1
OG0006803	XP_015439855.1	XP_026674920.1
OG0006804	XP_015439707.1	XP_017883575.1
OG0006805	XP_015440216.1	XP_017883568.1
OG0006806	XP_015439857.1	XP_017890206.1
OG0006807	XP_015440027.1	XP_026670877.1
OG0006808	XP_015440082.1	XP_017883487.2
OG0006809	XP_015433209.1	XP_017888615.1, XP_017892985.1
OG0006810	XP_015440061.1	XP_017883501.1
OG0006811	XP_015439727.1	XP_026669189.1
OG0006812	XP_015439689.1	XP_017890105.1
OG0006813	XP_015440023.1	XP_017883527.1
OG0006814	XP_015437865.1	XP_026674186.1
OG0006815	XP_015438774.1	XP_017877035.1
OG0006816	XP_015431441.1	XP_026673257.1
OG0006817	XP_015436762.1	XP_017889663.1
OG0006818	XP_015431957.1	XP_017883740.1, XP_026674818.1
OG0006819	XP_015431949.1	XP_017875210.1
OG0006820	XP_015434572.1	XP_017890956.1
OG0006822	XP_015429763.1	XP_017892747.1
OG0006823	XP_015438687.1	XP_017890940.1
OG0006824	XP_015438713.1	XP_026673747.1, XP_017889162.1
OG0006825	XP_015437026.1	XP_017884304.1, XP_017888941.1
OG0006826	XP_015429508.1	XP_017885728.1
OG0006827	XP_015430016.1	XP_017881455.1
OG0006828	XP_015434416.1	XP_017881491.1
OG0006829	XP_015429592.1	XP_026675362.1
OG0006830	XP_015429873.1	XP_026669985.1
OG0006831	XP_015435983.1	XP_017875913.1
OG0006832	XP_015429989.1	XP_026672290.1
OG0006833	XP_015438212.1	XP_017892544.1
OG0006834	XP_015429528.1	XP_026666657.1
OG0006835	XP_015439755.1	XP_026674110.1
OG0006836	XP_015433812.1	XP_017879414.1
OG0006837	XP_015429609.1	XP_017885600.2
OG0006838	XP_015429575.1	XP_017893235.1
OG0006839	XP_015433742.1	XP_026675477.1
OG0006840	XP_015433691.1	XP_017881894.1
OG0006841	XP_015429516.1	XP_017879403.1
OG0006842	XP_015437464.1	XP_026673733.1
OG0006844	XP_015433474.1	XP_026673703.1
OG0006845	XP_015430458.1	XP_017877280.1
OG0006846	XP_015437457.1	XP_017876012.1
OG0006847	XP_015433760.1	XP_026670490.1, XP_017882360.1
OG0006848	XP_015437505.1	XP_017877227.1
OG0006849	XP_015429523.1	XP_017885531.1
OG0006850	XP_015437476.1	XP_026666500.1
OG0006851	XP_015438119.1	XP_017892074.1
OG0006852	XP_015429004.1	XP_017880037.1
OG0006853	XP_015430474.1	XP_026668199.1
OG0006854	XP_015430427.1	XP_017877642.1
OG0006855	XP_015430911.1	XP_017880054.1
OG0006856	XP_015429187.1	XP_026672149.1
OG0006857	XP_015435152.1	XP_026670292.1
OG0006858	XP_015436008.1	XP_017892183.1
OG0006859	XP_015429519.1	XP_017877361.1
OG0006860	XP_015433485.1	XP_017893097.1
OG0006861	XP_015435136.1	XP_017891080.1
OG0006862	XP_015435098.1	XP_017891086.1
OG0006863	XP_015433598.1	XP_017877259.1
OG0006864	XP_015430508.1	XP_017885093.2
OG0006865	XP_015439499.1	XP_017885771.1
OG0006866	XP_015439465.1	XP_026669772.1
OG0006867	XP_015436129.1	XP_017881799.1
OG0006868	XP_015431146.1	XP_017889255.1
OG0006870	XP_015436138.1	XP_017890275.1
OG0006871	XP_015439540.1	XP_026672989.1
OG0006872	XP_015433786.1	XP_017876198.1
OG0006873	XP_015437669.1	XP_017875651.1
OG0006874	XP_015438503.1	XP_017882061.1
OG0006875	XP_015438374.1	XP_017882067.1
OG0006876	XP_015431923.1	XP_017882582.1
OG0006877	XP_015428893.1	XP_017891947.1
OG0006878	XP_015431365.1	XP_026672219.1
OG0006879	XP_015438476.1	XP_017892122.1
OG0006880	XP_015431309.1	XP_017876689.1
OG0006881	XP_015431291.1	XP_017876643.1
OG0006882	XP_015429180.1	XP_026674490.1
OG0006883	XP_015439169.1	XP_017884977.1
OG0006884	XP_015438469.1	XP_017876661.1
OG0006885	XP_015438482.1	XP_026671269.1
OG0006886	XP_015438344.1	XP_026667700.1
OG0006887	XP_015437632.1	XP_017876673.1
OG0006888	XP_015428857.1	XP_017876695.1
OG0006889	XP_015439587.1	XP_017883806.2
OG0006890	XP_015428862.1	XP_017892077.1
OG0006891	XP_015428904.1	XP_017891903.1
OG0006892	XP_015433414.1	XP_026668867.1
OG0006893	XP_015429996.1	XP_017887856.2
OG0006894	XP_015437730.1	XP_017890447.1
OG0006895	XP_015440512.1	XP_017879008.1
OG0006896	XP_015440433.1	XP_017878382.2
OG0006897	XP_015437408.1, XP_015437406.1, XP_015437407.1	XP_026668651.1
OG0006898	XP_015435513.1	XP_017878534.1
OG0006899	XP_015435485.1	XP_017876310.1
OG0006900	XP_015436729.1	XP_017881426.1
OG0006901	XP_015438849.1	XP_017876944.1
OG0006902	XP_015438821.1	XP_017882081.1
OG0006903	XP_015437786.1	XP_017878537.1
OG0006904	XP_015433782.1	XP_026669816.1
OG0006905	XP_015435517.1	XP_017876654.1
OG0006906	XP_015437289.1	XP_026668542.1
OG0006907	XP_015438914.1	XP_017882166.1
OG0006908	XP_015437293.1	XP_017878423.1
OG0006909	XP_015440498.1	XP_017888335.1
OG0006910	XP_015437806.1	XP_017892889.1
OG0006911	XP_015437023.1	XP_017880377.1
OG0006912	XP_015436529.1	XP_026669103.1
OG0006913	XP_015437739.1	XP_017878651.1
OG0006914	XP_015436353.1	XP_026669225.1
OG0006915	XP_015437556.1	XP_017879918.1
OG0006916	XP_015434642.1	XP_017884116.1
OG0006917	XP_015438226.1	XP_017885866.1
OG0006919	XP_015432159.1	XP_017882794.1
OG0006920	XP_015432803.1	XP_017892356.1
OG0006922	XP_015432765.1	XP_017877184.1
OG0006923	XP_015432157.1	XP_017890659.1
OG0006924	XP_015428844.1	XP_017882551.1
OG0006925	XP_015432195.1	XP_017892679.1
OG0006926	XP_015428621.1	XP_017888565.1
OG0006927	XP_015432327.1	XP_026671184.1
OG0006928	XP_015435304.1	XP_026667878.1
OG0006929	XP_015436857.1	XP_026669873.1
OG0006930	XP_015432340.1	XP_026666788.1
OG0006931	XP_015434781.1	XP_026674505.1
OG0006932	XP_015438963.1	XP_026671710.1
OG0006933	XP_015439187.1	XP_017875471.1
OG0006934	XP_015439207.1	XP_017875447.1
OG0006935	XP_015435349.1	XP_017888222.1
OG0006936	XP_015439053.1	XP_017884871.1
OG0006937	XP_015439014.1	XP_017884662.1
OG0006938	XP_015434031.1	XP_026671503.1
OG0006939	XP_015439234.1	XP_017884902.1
OG0006940	XP_015439197.1	XP_017884789.1
OG0006941	XP_015434165.1	XP_017884592.1
OG0006942	XP_015434088.1	XP_017885039.1
OG0006943	XP_015434143.1	XP_026673322.1
OG0006944	XP_015439033.1	XP_017875520.1
OG0006945	XP_015432969.1	XP_017875492.1
OG0006946	XP_015434135.1	XP_017888058.1
OG0006948	XP_015438729.1	XP_017876357.1
OG0006949	XP_015429719.1	XP_017889224.1
OG0006950	XP_015432481.1	XP_017889578.1
OG0006951	XP_015432499.1	XP_017889581.1
OG0006952	XP_015437971.1	XP_017892598.1
OG0006953	XP_015433229.1	XP_017889388.1
OG0006954	XP_015433108.1	XP_017889401.1
OG0006955	XP_015434832.1	XP_017889891.1
OG0006956	XP_015434841.1	XP_017889644.1
OG0006957	XP_015439376.1	XP_017886509.1
OG0006958	XP_015429591.1	XP_017892268.1
OG0006959	XP_015433198.1	XP_017891509.1
OG0006960	XP_015432442.1	XP_017889675.1
OG0006961	XP_015439367.1	XP_017878136.1
OG0006962	XP_015432475.1	XP_026672566.1
OG0006963	XP_015439364.1	XP_017886449.1
OG0006964	XP_015439447.1	XP_017886445.1
OG0006965	XP_015428738.1	XP_017887166.1
OG0006966	XP_015433220.1	XP_026674070.1
OG0006967	XP_015434897.1	XP_017878313.1
OG0006968	XP_015428444.1	XP_017892680.1
OG0006969	XP_015438688.1	XP_026672441.1
OG0006971	XP_015438623.1	XP_017886893.1
OG0006972	XP_015428417.1	XP_017888691.1
OG0006973	XP_015432752.1	XP_017875326.1
OG0006974	XP_015438683.1	XP_026672440.1
OG0006975	XP_015430363.1	XP_017886727.1
OG0006976	XP_015436545.1	XP_017886742.1
OG0006977	XP_015428451.1	XP_017883646.1
OG0006978	XP_015433894.1	XP_017884295.1
OG0006979	XP_015429875.1	XP_017887956.1
OG0006980	XP_015440106.1	XP_017883534.1
OG0006981	XP_015434523.1	XP_017885917.1
OG0006983	XP_015432815.1	XP_026674768.1
OG0006984	XP_015429392.1	XP_017892997.1
OG0006985	XP_015439629.1	XP_026673778.1
OG0006986	XP_015439628.1	XP_017888999.1
OG0006987	XP_015438754.1	XP_026667858.1
OG0006988	XP_015429647.1	XP_017893264.1
OG0006989	XP_015430033.1	XP_017880437.2
OG0006990	XP_015430034.1	XP_017880441.1
OG0006991	XP_015428390.1	XP_017884531.1
OG0006992	XP_015429695.1	XP_017888957.1
OG0006993	XP_015432816.1	XP_026674849.1
OG0006994	XP_015432926.1	XP_017890635.1
OG0006995	XP_015435298.1, XP_015435299.1	XP_017888952.1
OG0006996	XP_015429064.1	XP_026671001.1
OG0006997	XP_015437893.1	XP_017885852.1
OG0006998	XP_015432904.1	XP_026673833.1
OG0006999	XP_015434950.1	XP_017879220.1
OG0007000	XP_015429062.1	XP_017891353.1
OG0007001	XP_015429009.1	XP_017880507.2
OG0007002	XP_015434980.1	XP_026671449.1
OG0007003	XP_015434962.1	XP_017884313.1
OG0007004	XP_015430021.1	XP_026670204.1
OG0007005	XP_015433959.1	XP_026668905.1
OG0007006	XP_015429984.1	XP_017885964.1
OG0007007	XP_015428999.1	XP_026672622.1
OG0007008	XP_015429704.1	XP_026675646.1
OG0007009	XP_015431858.1	XP_017876910.1
OG0007010	XP_015429026.1	XP_017891636.1
OG0007011	XP_015429070.1	XP_026674995.1
OG0007012	XP_015429028.1	XP_017886248.1
OG0007013	XP_015440442.1	XP_017886250.2
OG0007014	XP_015429081.1	XP_017879341.1
OG0007015	XP_015433961.1	XP_017879394.1
OG0007017	XP_015429142.1	XP_017889783.1
OG0007018	XP_015431802.1	XP_017876911.1
OG0007019	XP_015432131.1	XP_017878206.1
OG0007020	XP_015433965.1	XP_017879177.1
OG0007021	XP_015431801.1	XP_026671484.1
OG0007022	XP_015439488.1	XP_026669998.1
OG0007023	XP_015429113.1	XP_017889975.1
OG0007024	XP_015435009.1	XP_017885654.1
OG0007025	XP_015429115.1	XP_017884344.1
OG0007026	XP_015429163.1	XP_017892785.1
OG0007027	XP_015431431.1	XP_017878214.1
OG0007028	XP_015435037.1	XP_026668952.1
OG0007029	XP_015433042.1	XP_017876080.1
OG0007030	XP_015434274.1	XP_026670098.1
OG0007031	XP_015434304.1	XP_017881641.1
OG0007032	XP_015431489.1	XP_017880765.1
OG0007033	XP_015432562.1	XP_026672391.1
OG0007034	XP_015431584.1	XP_017886191.1
OG0007036	XP_015433633.1	XP_017887186.1
OG0007037	XP_015435768.1	XP_026669601.1
OG0007038	XP_015430871.1	XP_017893424.1
OG0007039	XP_015435862.1	XP_017880658.1
OG0007040	XP_015435796.1	XP_017887268.1
OG0007041	XP_015435793.1	XP_017886069.1
OG0007042	XP_015431493.1	XP_026672060.1
OG0007043	XP_015435912.1	XP_017887290.1
OG0007044	XP_015434256.1	XP_017880850.1
OG0007045	XP_015431575.1	XP_017880804.1
OG0007046	XP_015433454.1	XP_017881139.1, XP_026669859.1
OG0007047	XP_015435903.1	XP_017880675.1
OG0007048	XP_015434296.1	XP_017875643.1
OG0007049	XP_015434378.1	XP_017882492.1
OG0007050	XP_015434238.1	XP_017882418.1
OG0007052	XP_015431468.1	XP_026670584.1
OG0007053	XP_015433675.1	XP_017887302.1
OG0007054	XP_015433636.1	XP_026668092.1
OG0007055	XP_015431452.1	XP_017880696.1
OG0007056	XP_015434226.1	XP_017875629.2
OG0007057	XP_015434998.1	XP_017880936.1
OG0007058	XP_015435789.1	XP_026675403.1
OG0007059	XP_015429667.1	XP_017878845.1
OG0007060	XP_015431469.1	XP_026672745.1
OG0007061	XP_015431562.1	XP_017884628.1
OG0007062	XP_015429363.1	XP_017887095.1
OG0007063	XP_015429669.1	XP_017879127.1
OG0007064	XP_015437877.1	XP_017878876.1
OG0007065	XP_015434372.1	XP_026667012.1
OG0007066	XP_015432890.1	XP_017875940.1
OG0007067	XP_015434336.1	XP_017886999.1
OG0007068	XP_015432831.1	XP_026667187.1
OG0007069	XP_015432828.1	XP_026667377.1
OG0007070	XP_015432830.1	XP_017875105.1
OG0007072	XP_015434776.1	XP_017877535.1
OG0007073	XP_015429772.1	XP_026670522.1
OG0007074	XP_015438041.1	XP_017893540.1
OG0007075	XP_015429664.1	XP_017875893.1
OG0007076	XP_015438581.1	XP_017875709.1
OG0007077	XP_015435876.1	XP_017882330.1
OG0007078	XP_015430863.1	XP_017878027.2
OG0007079	XP_015430866.1	XP_017885348.1
OG0007080	XP_015431727.1	XP_017878140.1
OG0007081	XP_015431666.1	XP_017877896.1
OG0007082	XP_015430626.1	XP_017877371.1, XP_026668014.1
OG0007083	XP_015430747.1	XP_026666845.1
OG0007084	XP_015430737.1	XP_017893627.1
OG0007085	XP_015430680.1	XP_017877989.1
OG0007086	XP_015431753.1	XP_017888697.1
OG0007087	XP_015434204.1	XP_017877099.1
OG0007088	XP_015431663.1	XP_017877968.1
OG0007089	XP_015431741.1	XP_017893115.2
OG0007090	XP_015439253.1	XP_017881780.1
OG0007091	XP_015430760.1	XP_017885613.1
OG0007092	XP_015438171.1	XP_017884459.1
OG0007093	XP_015436989.1	XP_017893330.2
OG0007094	XP_015433564.1	XP_026670308.1
OG0007095	XP_015439621.1	XP_017891555.1
OG0007096	XP_015430639.1	XP_017878792.1
OG0007097	XP_015430765.1	XP_017882537.1
OG0007098	XP_015431774.1	XP_017885797.1
OG0007099	XP_015431687.1	XP_017888715.1
OG0007100	XP_015440324.1	XP_017876463.1
OG0007101	XP_015440343.1	XP_017876479.1
OG0007102	XP_015438306.1	XP_017881278.1
OG0007103	XP_015428734.1	XP_017877239.2
OG0007104	XP_015436902.1	XP_026670137.1
OG0007105	XP_015436670.1	XP_017888154.1
OG0007108	XP_015437062.1	XP_017884717.1
OG0007109	XP_015430713.1	XP_017891720.1
OG0007110	XP_015438007.1	XP_026670211.1
OG0007111	XP_015436671.1	XP_017888910.1
OG0007112	XP_015437608.1	XP_017878799.1
OG0007113	XP_015437593.1	XP_026668704.1
OG0007114	XP_015431793.1	XP_017879117.1
OG0007115	XP_015440344.1	XP_017882033.1
OG0007116	XP_015432976.1	XP_017888961.1
OG0007117	XP_015428498.1	XP_017880204.1
OG0007118	XP_015439691.1	XP_026671086.1
OG0007119	XP_015434690.1	XP_017881823.1
OG0007120	XP_015433286.1	XP_017879617.1
OG0007121	XP_015432078.1	XP_017883730.1
OG0007122	XP_015440145.1	XP_017876230.1
OG0007123	XP_015435428.1	XP_017883235.1
OG0007125	XP_015433775.1	XP_026669099.1
OG0007126	XP_015439940.1	XP_017891373.1
OG0007127	XP_015439685.1	XP_017890062.1
OG0007128	XP_015440188.1	XP_026667286.1
OG0007129	XP_015434585.1	XP_026669376.1
OG0007131	XP_015440100.1	XP_017879927.1
OG0007132	XP_015439875.1	XP_017879555.1
OG0007134	XP_015440195.1	XP_017883087.1
OG0007135	XP_015429820.1	XP_017887654.1
OG0007136	XP_015439659.1	XP_017878367.1
OG0007137	XP_015439724.1	XP_026669050.1
OG0007138	XP_015435266.1	XP_017875765.1
OG0007139	XP_015439746.1	XP_026674889.1
OG0007140	XP_015439754.1	XP_017879810.1
OG0007141	XP_015439734.1	XP_017890104.2
OG0007142	XP_015436499.1	XP_026671378.1
OG0007143	XP_015433317.1	XP_017883484.1
OG0007144	XP_015439720.1	XP_026671078.1
OG0007145	XP_015440148.1	XP_026668296.1
OG0007146	XP_015431895.1	XP_017882599.1
OG0007148	XP_015433238.1, XP_015433237.1	XP_026667107.1
OG0007149	XP_015439761.1	XP_017878279.1
OG0007150	XP_015432758.1	XP_017886645.2
OG0007151	XP_015439835.1	XP_017879866.1
OG0007152	XP_015439811.1	XP_017879835.1
OG0007153	XP_015439870.1	XP_017890147.1
OG0007154	XP_015439899.1	XP_026669081.1
OG0007155	XP_015439903.1	XP_017890046.1
OG0007156	XP_015440201.1	XP_017879659.1
OG0007157	XP_015440277.1	XP_026674295.1
OG0007158	XP_015439642.1	XP_017883542.1
OG0007159	XP_015433281.1	XP_017891358.1
OG0007160	XP_015440389.1	XP_026672327.1
OG0007161	XP_015431943.1	XP_017889132.1
OG0007162	XP_015431982.1	XP_017891094.1
OG0007163	XP_015433450.1	XP_026669866.1
OG0007164	XP_015436763.1	XP_026666531.1
OG0007165	XP_015435723.1	XP_017890928.1
OG0007167	XP_015431938.1	XP_026670049.1
OG0007168	XP_015440153.1	XP_017884511.1
OG0007169	XP_015428724.1	XP_026674641.1
OG0007170	XP_015434307.1	XP_017881794.2
OG0007171	XP_015431989.1	XP_017883338.1
OG0007172	XP_015430995.1	XP_017882400.1, XP_017875037.2
OG0007173	XP_015431015.1	XP_026666908.1
OG0007174	XP_015431944.1	XP_026673748.1
OG0007175	XP_015437336.1	XP_026674744.1
OG0007176	XP_015434564.1	XP_017890993.1
OG0007177	XP_015429687.1	XP_017885044.1
OG0007178	XP_015431958.1	XP_026674850.1
OG0007180	XP_015431003.1	XP_026666912.1
OG0007181	XP_015439070.1	XP_026675582.1
OG0007183	XP_015435205.1	XP_017876955.1
OG0007184	XP_015440351.1	XP_017892511.1
OG0007185	XP_015435182.1	XP_017876950.1
OG0007186	XP_015434420.1, XP_015432771.1	XP_026667575.1
OG0007187	XP_015432840.1	XP_026667378.1
OG0007188	XP_015440358.1	XP_026667170.1
OG0007189	XP_015439012.1	XP_017892732.1
OG0007190	XP_015433569.1	XP_026674723.1
OG0007191	XP_015436932.1	XP_026673806.1
OG0007192	XP_015431242.1	XP_017892718.1
OG0007194	XP_015436721.1, XP_015436718.1	XP_017893044.1, XP_017893046.1
OG0007195	XP_015435769.1	XP_017875936.1
OG0007196	XP_015437213.1	XP_017878440.1
OG0007197	XP_015436354.1	XP_017893138.1
OG0007198	XP_015437221.1	XP_026671185.1
OG0007199	XP_015430069.1	XP_017888541.1
OG0007200	XP_015438816.1	XP_017889055.1
OG0007201	XP_015429589.1	XP_026675244.1
OG0007202	XP_015435126.1	XP_017893280.2
OG0007203	XP_015433936.1	XP_017892479.1
OG0007204	XP_015436823.1	XP_026673167.1
OG0007205	XP_015436319.1	XP_017885246.1
OG0007206	XP_015433946.1	XP_026675488.1
OG0007207	XP_015433770.1	XP_017892528.1
OG0007208	XP_015433795.1	XP_017879408.1
OG0007209	XP_015434485.1	XP_017887866.1
OG0007210	XP_015439756.1	XP_017882404.1
OG0007212	XP_015436461.1	XP_017881353.2
OG0007213	XP_015429837.1	XP_017887888.1
OG0007214	XP_015438238.1	XP_017893416.1
OG0007215	XP_015429626.1	XP_017883186.1
OG0007216	XP_015438199.1	XP_017881404.1
OG0007217	XP_015433103.1	XP_017887693.1
OG0007218	XP_015429253.1	XP_026670818.1
OG0007220	XP_015430104.1	XP_017875836.1
OG0007221	XP_015435955.1	XP_017881447.1
OG0007222	XP_015435956.1	XP_017891760.1
OG0007223	XP_015434443.1	XP_017883254.1
OG0007224	XP_015430015.1	XP_017887947.1
OG0007225	XP_015438902.1	XP_017887774.1
OG0007226	XP_015438898.1	XP_017887773.2
OG0007227	XP_015434521.1	XP_017887557.1
OG0007228	XP_015429213.1	XP_026675339.1
OG0007230	XP_015429997.1	XP_026670686.1
OG0007231	XP_015433777.1	XP_017892453.1
OG0007232	XP_015432537.1	XP_026674681.1
OG0007233	XP_015432927.1	XP_017889056.1
OG0007234	XP_015430922.1	XP_026669305.1
OG0007235	XP_015430919.1	XP_017877278.1
OG0007236	XP_015430163.1	XP_017891206.1
OG0007237	XP_015436999.1	XP_017885856.1
OG0007238	XP_015436006.1	XP_026674782.1
OG0007239	XP_015429566.1	XP_017877350.1
OG0007240	XP_015437466.1	XP_017888807.1
OG0007242	XP_015429574.1	XP_026666586.1
OG0007243	XP_015429303.1	XP_017885546.1
OG0007244	XP_015440408.1	XP_017887989.1
OG0007245	XP_015430467.1	XP_017883429.1
OG0007246	XP_015433555.1	XP_017883470.1
OG0007247	XP_015437480.1	XP_017883373.1
OG0007248	XP_015429512.1	XP_026675338.1
OG0007249	XP_015429242.1	XP_017893240.1
OG0007250	XP_015437470.1	XP_017876046.1
OG0007251	XP_015433484.1	XP_017893081.1
OG0007252	XP_015433487.1	XP_017877652.1
OG0007253	XP_015429260.1	XP_026666691.1
OG0007254	XP_015433482.1	XP_026671017.1
OG0007255	XP_015433813.1	XP_017893658.1
OG0007256	XP_015435092.1	XP_017892002.1
OG0007257	XP_015428743.1	XP_017888908.1
OG0007258	XP_015438048.1	XP_017891042.1
OG0007259	XP_015433749.1	XP_017888352.1
OG0007260	XP_015430568.1	XP_017876175.1
OG0007261	XP_015430400.1	XP_026668473.1
OG0007262	XP_015437267.1	XP_017890410.1
OG0007263	XP_015437506.1	XP_017883457.1
OG0007264	XP_015435083.1	XP_017891231.1
OG0007265	XP_015429204.1	XP_026675353.1
OG0007266	XP_015433506.1	XP_017881416.1
OG0007267	XP_015433481.1	XP_017881362.2
OG0007268	XP_015435425.1	XP_017888286.1
OG0007269	XP_015435360.1	XP_017888266.1
OG0007270	XP_015431209.1	XP_017884076.1
OG0007271	XP_015431057.1	XP_017877411.1
OG0007272	XP_015431040.1	XP_017878258.1
OG0007273	XP_015431147.1	XP_017889608.1
OG0007274	XP_015436181.1	XP_017886728.1
OG0007275	XP_015436282.1	XP_026675284.1
OG0007276	XP_015428596.1	XP_017884895.1
OG0007277	XP_015436099.1	XP_017889890.1
OG0007278	XP_015436078.1	XP_017876242.1
OG0007279	XP_015436135.1	XP_017881468.1
OG0007280	XP_015431024.1	XP_026673872.1
OG0007281	XP_015428914.1, XP_015428906.1	XP_017893153.1
OG0007282	XP_015439503.1	XP_026666896.1
