Orthogroup	Dufourea_novaeangliae	Nomia_melanderi
OG0007603	XP_015436467.1	XP_031845949.1
OG0007604	XP_015437925.1	XP_031847420.1
OG0007605	XP_015439379.1	XP_031842883.1
OG0007606	XP_015439450.1	XP_031842560.1
OG0007607	XP_015433206.1	XP_031847363.1
OG0007608	XP_015433226.1	XP_031847356.1
OG0007609	XP_015433204.1	XP_031847513.1
OG0007610	XP_015432260.1	XP_031827533.1
OG0007611	XP_015428453.1	XP_031850512.1
OG0007612	XP_015438708.1	XP_031841741.1
OG0007613	XP_015432964.1	XP_031832487.1
OG0007614	XP_015435374.1	XP_031847135.1
OG0007615	XP_015435376.1	XP_031847167.1
OG0007616	XP_015436645.1	XP_031828289.1
OG0007617	XP_015437331.1	XP_031828287.1
OG0007618	XP_015431155.1	XP_031837895.1
OG0007619	XP_015434591.1	XP_031843444.1
OG0007620	XP_015429971.1	XP_031844093.1
OG0007621	XP_015429841.1	XP_031837618.1
OG0007622	XP_015434979.1	XP_031839670.1
OG0007623	XP_015431809.1	XP_031839791.1
OG0007624	XP_015429099.1	XP_031839591.1
OG0007625	XP_015429079.1	XP_031834612.1
OG0007626	XP_015430881.1	XP_031834298.1
OG0007627	XP_015432619.1	XP_031850439.1
OG0007628	XP_015432568.1	XP_031850370.1
OG0007629	XP_015431461.1	XP_031849729.1
OG0007630	XP_015429789.1	XP_031840810.1
OG0007631	XP_015433683.1	XP_031840688.1
OG0007632	XP_015436903.1	XP_031842321.1
OG0007633	XP_015440419.1	XP_031834491.1
OG0007634	XP_015439440.1	XP_031845385.1
OG0007635	XP_015439892.1	XP_031833803.1
OG0007636	XP_015439833.1	XP_031845659.1
OG0007637	XP_015439976.1	XP_031833862.1
OG0007638	XP_015439887.1	XP_031843331.1
OG0007639	XP_015432057.1	XP_031849132.1
OG0007640	XP_015438245.1	XP_031838713.1
OG0007641	XP_015429938.1	XP_031826629.1
OG0007642	XP_015436924.1	XP_031842279.1
OG0007643	XP_015434501.1	XP_031826056.1
OG0007644	XP_015440306.1	XP_031849763.1
OG0007645	XP_015435101.1	XP_031832122.1
OG0007646	XP_015435151.1	XP_031832134.1
OG0007647	XP_015437880.1	XP_031837163.1
OG0007648	XP_015436218.1	XP_031842025.1
OG0007649	XP_015436426.1	XP_031843054.1
OG0007650	XP_015436257.1	XP_031842449.1
OG0007651	XP_015436263.1	XP_031837663.1
OG0007652	XP_015430438.1	XP_031829994.1
OG0007653	XP_015432240.1	XP_031841710.1
OG0007654	XP_015436860.1	XP_031844392.1
OG0007655	XP_015430162.1	XP_031831632.1
OG0007656	XP_015433536.1	XP_031846384.1
OG0007657	XP_015435689.1	XP_031844213.1
OG0007658	XP_015438181.1	XP_031826106.1
OG0007659	XP_015435991.1	XP_031832212.1
OG0007660	XP_015434207.1	XP_031848538.1
OG0007661	XP_015438158.1	XP_031826200.1
OG0007662	XP_015429881.1	XP_031828232.1
OG0007663	XP_015439585.1	XP_031835884.1
OG0007664	XP_015440296.1	XP_031848942.1
OG0007665	XP_015436843.1	XP_031837563.1
OG0007666	XP_015431726.1	XP_031846034.1
OG0007667	XP_015430840.1	XP_031829297.1
OG0007668	XP_015432735.1	XP_031841555.1
OG0007669	XP_015437047.1	XP_031850255.1
OG0007670	XP_015430910.1	XP_031830838.1
OG0007671	XP_015436309.1	XP_031848815.1
OG0007672	XP_015431698.1	XP_031846091.1
OG0007673	XP_015433737.1	XP_031842415.1
OG0007674	XP_015439413.1	XP_031842616.1
OG0007675	XP_015430507.1	XP_031829998.1
OG0007676	XP_015439106.1	XP_031837278.1
OG0007677	XP_015432943.1	XP_031839427.1
OG0007678	XP_015430290.1	XP_031848911.1
OG0007679	XP_015436858.1	XP_031844365.1
OG0007680	XP_015431995.1	XP_031840013.1
OG0007681	XP_015433501.1	XP_031830274.1
OG0007682	XP_015437383.1	XP_031849334.1
OG0007683	XP_015430930.1	XP_031837507.1
OG0007684	XP_015433847.1	XP_031843465.1
OG0007685	XP_015436157.1	XP_031840352.1
OG0007686	XP_015431974.1	XP_031836406.1
OG0007687	XP_015438937.1	XP_031836202.1
OG0007688	XP_015434320.1	XP_031840883.1
OG0007689	XP_015435356.1	XP_031839113.1
OG0007690	XP_015436121.1	XP_031835277.1
OG0007691	XP_015436303.1	XP_031839416.1
OG0007692	XP_015433384.1	XP_031848741.1
OG0007693	XP_015433493.1	XP_031846546.1
OG0007694	XP_015434249.1	XP_031840667.1
OG0007695	XP_015434285.1	XP_031840673.1
OG0007696	XP_015429858.1	XP_031840499.1
OG0007697	XP_015428549.1	XP_031829188.1
OG0007698	XP_015434612.1	XP_031837840.1
OG0007699	XP_015438474.1	XP_031835924.1
OG0007700	XP_015436249.1	XP_031835183.1
OG0007701	XP_015437524.1	XP_031829964.1
OG0007702	XP_015428866.1	XP_031825868.1
OG0007703	XP_015429304.1	XP_031838338.1
OG0007704	XP_015431573.1	XP_031848253.1
OG0007705	XP_015436483.1	XP_031834714.1, XP_031834715.1
OG0007706	XP_015435960.1	XP_031832034.1
OG0007707	XP_015434726.1	XP_031844702.1
OG0007708	XP_015430304.1	XP_031848749.1
OG0007709	XP_015435054.1	XP_031839882.1
OG0007710	XP_015438764.1	XP_031836525.1
OG0007711	XP_015430595.1	XP_031828997.1
OG0007712	XP_015429765.1	XP_031848653.1
OG0007713	XP_015434791.1	XP_031843106.1
OG0007714	XP_015429063.1	XP_031844989.1
OG0007715	XP_015433306.1	XP_031825399.1
OG0007716	XP_015431080.1	XP_031839066.1
OG0007717	XP_015435521.1	XP_031838479.1
OG0007718	XP_015433513.1	XP_031846554.1
OG0007719	XP_015437819.1	XP_031827898.1
OG0007720	XP_015439822.1	XP_031833382.1
OG0007721	XP_015433335.1	XP_031831473.1
OG0007722	XP_015431195.1	XP_031838079.1
OG0007723	XP_015436203.1	XP_031840628.1
OG0007724	XP_015429762.1	XP_031828606.1
OG0007725	XP_015439423.1	XP_031842479.1
OG0007726	XP_015434089.1	XP_031833143.1
OG0007727	XP_015428754.1	XP_031829800.1
OG0007728	XP_015431535.1	XP_031844575.1
OG0007729	XP_015435851.1	XP_031844227.1
OG0007730	XP_015438539.1	XP_031830623.1
OG0007731	XP_015429338.1	XP_031844191.1
OG0007732	XP_015433113.1	XP_031843038.1
OG0007733	XP_015437948.1	XP_031842501.1
OG0007734	XP_015434478.1	XP_031826026.1
OG0007735	XP_015430095.1	XP_031841957.1
OG0007736	XP_015439324.1	XP_031842991.1
OG0007737	XP_015439839.1	XP_031825420.1
OG0007738	XP_015439702.1	XP_031825316.1
OG0007739	XP_015436807.1	XP_031836218.1
OG0007740	XP_015436538.1	XP_031828053.1
OG0007741	XP_015429288.1	XP_031848990.1
OG0007742	XP_015429603.1	XP_031838310.1
OG0007743	XP_015430677.1	XP_031845106.1
OG0007744	XP_015437843.1	XP_031844984.1
OG0007745	XP_015439902.1	XP_031825660.1
OG0007746	XP_015429596.1	XP_031832023.1
OG0007747	XP_015431969.1	XP_031838922.1
OG0007748	XP_015439853.1	XP_031833681.1
OG0007749	XP_015428618.1	XP_031836011.1
OG0007750	XP_015428494.1	XP_031828522.1
OG0007751	XP_015435740.1	XP_031846296.1
OG0007752	XP_015434316.1	XP_031836855.1
OG0007753	XP_015437414.1	XP_031826077.1
OG0007754	XP_015439346.1	XP_031834525.1
OG0007755	XP_015436840.1	XP_031837411.1
OG0007756	XP_015434798.1	XP_031840827.1
OG0007757	XP_015432460.1	XP_031842595.1
OG0007758	XP_015431385.1	XP_031830781.1
OG0007759	XP_015433095.1	XP_031849936.1
OG0007760	XP_015429967.1	XP_031828114.1
OG0007761	XP_015434480.1	XP_031848909.1
OG0007762	XP_015438465.1	XP_031838758.1
OG0007763	XP_015437373.1	XP_031835359.1
OG0007764	XP_015430229.1	XP_031829608.1
OG0007765	XP_015430932.1	XP_031829686.1
OG0007766	XP_015430958.1	XP_031829257.1
OG0007767	XP_015431004.1	XP_031836696.1
OG0007768	XP_015432936.1	XP_031827376.1
OG0007769	XP_015438489.1	XP_031830978.1
OG0007770	XP_015440327.1	XP_031833209.1
OG0007771	XP_015428544.1	XP_031827751.1
OG0007772	XP_015432286.1	XP_031827415.1
OG0007773	XP_015439524.1	XP_031846401.1
OG0007774	XP_015437831.1	XP_031840909.1
OG0007775	XP_015430493.1	XP_031830112.1
OG0007776	XP_015437748.1	XP_031840469.1
OG0007777	XP_015438992.1	XP_031833113.1
OG0007778	XP_015439124.1	XP_031832989.1
OG0007779	XP_015430604.1	XP_031830986.1
OG0007780	XP_015434008.1	XP_031832709.1
OG0007781	XP_015434968.1	XP_031832879.1
OG0007782	XP_015438600.1	XP_031830881.1
OG0007783	XP_015438422.1	XP_031830518.1
OG0007784	XP_015428892.1	XP_031845500.1
OG0007785	XP_015438461.1	XP_031835826.1
OG0007786	XP_015431329.1	XP_031843823.1
OG0007787	XP_015431308.1	XP_031843794.1
OG0007788	XP_015431297.1	XP_031830397.1
OG0007789	XP_015437029.1	XP_031849774.1
OG0007791	XP_015438855.1	XP_031835724.1
OG0007792	XP_015438114.1	XP_031828140.1
OG0007793	XP_015429944.1	XP_031828209.1
OG0007794	XP_015436602.1	XP_031849926.1
OG0007795	XP_015435531.1	XP_031849902.1
OG0007796	XP_015440476.1	XP_031850286.1
OG0007797	XP_015435523.1	XP_031850235.1
OG0007798	XP_015435548.1	XP_031850149.1
OG0007799	XP_015440463.1	XP_031849439.1
OG0007800	XP_015440443.1	XP_031849432.1
OG0007801	XP_015440454.1	XP_031849406.1
OG0007802	XP_015440455.1	XP_031849387.1
OG0007803	XP_015440434.1	XP_031849392.1
OG0007804	XP_015437966.1	XP_031829430.1
OG0007805	XP_015428835.1	XP_031827062.1
OG0007806	XP_015428836.1	XP_031827138.1
OG0007807	XP_015432174.1	XP_031837655.1
OG0007808	XP_015438681.1	XP_031843491.1
OG0007809	XP_015432367.1	XP_031848875.1
OG0007810	XP_015432339.1	XP_031847617.1
OG0007811	XP_015432396.1	XP_031832406.1
OG0007812	XP_015428653.1	XP_031832351.1
OG0007813	XP_015432356.1	XP_031827711.1
OG0007814	XP_015433596.1	XP_031848772.1
OG0007815	XP_015439246.1	XP_031837557.1
OG0007816	XP_015438912.1	XP_031837771.1
OG0007817	XP_015434195.1	XP_031833040.1
OG0007818	XP_015430234.1	XP_031832994.1
OG0007819	XP_015436473.1	XP_031837234.1
OG0007820	XP_015436468.1	XP_031832899.1
OG0007821	XP_015436494.1	XP_031832707.1
OG0007822	XP_015439200.1	XP_031832814.1
OG0007823	XP_015438972.1	XP_031832818.1
OG0007824	XP_015439144.1	XP_031833151.1
OG0007825	XP_015439139.1	XP_031832785.1
OG0007826	XP_015438934.1	XP_031837398.1
OG0007827	XP_015430242.1	XP_031848192.1
OG0007828	XP_015430223.1	XP_031848244.1
OG0007829	XP_015439039.1	XP_031837165.1
OG0007830	XP_015432420.1	XP_031842726.1
OG0007831	XP_015439401.1	XP_031842534.1
OG0007832	XP_015433183.1	XP_031847481.1
OG0007833	XP_015430636.1	XP_031846816.1
OG0007834	XP_015432871.1	XP_031847558.1
OG0007835	XP_015433005.1	XP_031848820.1
OG0007836	XP_015431224.1	XP_031837687.1
OG0007837	XP_015437626.1	XP_031843633.1
OG0007838	XP_015436146.1	XP_031846209.1
OG0007839	XP_015434535.1	XP_031826670.1
OG0007840	XP_015430014.1	XP_031844040.1
OG0007841	XP_015429147.1	XP_031839595.1
OG0007842	XP_015429088.1	XP_031839590.1
OG0007843	XP_015429045.1	XP_031834461.1
OG0007844	XP_015439611.1	XP_031834740.1, XP_031834739.1
OG0007845	XP_015429072.1	XP_031834503.1
OG0007846	XP_015429005.1	XP_031834606.1
OG0007847	XP_015429003.1	XP_031834908.1
OG0007848	XP_015431856.1	XP_031847713.1
OG0007849	XP_015435873.1	XP_031841027.1
OG0007850	XP_015435824.1	XP_031849685.1
OG0007851	XP_015435895.1	XP_031849669.1
OG0007852	XP_015433685.1	XP_031840689.1
OG0007853	XP_015437596.1	XP_031847550.1
OG0007854	XP_015430758.1	XP_031845617.1
OG0007855	XP_015430848.1	XP_031845350.1
OG0007856	XP_015430661.1	XP_031845368.1
OG0007857	XP_015431677.1	XP_031845999.1
OG0007858	XP_015430759.1	XP_031845389.1
OG0007859	XP_015439643.1	XP_031845159.1
OG0007860	XP_015436885.1	XP_031845185.1
OG0007861	XP_015440016.1	XP_031825679.1
OG0007862	XP_015440049.1	XP_031825469.1
OG0007863	XP_015439953.1	XP_031831358.1
OG0007864	XP_015440013.1	XP_031825636.1
OG0007865	XP_015440064.1	XP_031833607.1
OG0007866	XP_015440108.1	XP_031843328.1
OG0007867	XP_015439995.1	XP_031825535.1
OG0007868	XP_015436657.1	XP_031827848.1
OG0007869	XP_015438205.1	XP_031827850.1
OG0007870	XP_015438028.1	XP_031826225.1
OG0007871	XP_015429986.1	XP_031826100.1
OG0007872	XP_015436917.1	XP_031842277.1
OG0007873	XP_015434511.1	XP_031826060.1
OG0007874	XP_015434558.1	XP_031846688.1
OG0007875	XP_015435999.1	XP_031832288.1
OG0007876	XP_015429214.1	XP_031834205.1
OG0007877	XP_015435089.1	XP_031832132.1
OG0007878	XP_015429189.1	XP_031848489.1
OG0007879	XP_015437502.1	XP_031829944.1
OG0007880	XP_015429568.1	XP_031838348.1
OG0007881	XP_015429203.1	XP_031849029.1
OG0007882	XP_015430923.1	XP_031836057.1
OG0007883	XP_015430900.1	XP_031829693.1
OG0007884	XP_015436306.1	XP_031839884.1
OG0007885	XP_015436214.1	XP_031842095.1
OG0007886	XP_015436328.1	XP_031841780.1
OG0007887	XP_015436063.1	XP_031841793.1
OG0007888	XP_015436230.1	XP_031840080.1
OG0007889	XP_015436433.1	XP_031839529.1
OG0007890	XP_015436213.1	XP_031837677.1
OG0007891	XP_015436124.1	XP_031841717.1
OG0007892	XP_015431818.1	XP_031836295.1
OG0007893	XP_015430887.1	XP_031830114.1
OG0007894	XP_015436595.1	XP_031849917.1
OG0007895	XP_015434144.1	XP_031843583.1
OG0007896	XP_015431349.1	XP_031830969.1
OG0007898	XP_015437152.1	XP_031838827.1
OG0007899	XP_015436390.1	XP_031835315.1
OG0007900	XP_015436392.1	XP_031835128.1
OG0007901	XP_015428443.1	XP_031826986.1
OG0007902	XP_015431167.1	XP_031840705.1
OG0007903	XP_015436051.1	XP_031840547.1
OG0007904	XP_015434054.1	XP_031833078.1
OG0007905	XP_015436189.1	XP_031835205.1
OG0007906	XP_015430728.1	XP_031829295.1
OG0007907	XP_015439148.1	XP_031832692.1
OG0007908	XP_015430774.1	XP_031845180.1
OG0007909	XP_015432711.1	XP_031826897.1
OG0007910	XP_015436154.1	XP_031843660.1
OG0007911	XP_015432697.1	XP_031826711.1
OG0007912	XP_015437345.1	XP_031849280.1
OG0007913	XP_015437824.1	XP_031828409.1
OG0007914	XP_015432208.1	XP_031841597.1
OG0007915	XP_015432706.1	XP_031826851.1
OG0007916	XP_015431382.1	XP_031830652.1
OG0007917	XP_015439155.1	XP_031837285.1
OG0007918	XP_015434495.1	XP_031834264.1
OG0007919	XP_015434476.1	XP_031834069.1
OG0007920	XP_015432459.1	XP_031847286.1
OG0007921	XP_015438241.1	XP_031840621.1
OG0007922	XP_015435291.1	XP_031839500.1
OG0007923	XP_015435338.1	XP_031839389.1
OG0007924	XP_015428910.1	XP_031847784.1
OG0007925	XP_015429444.1	XP_031839517.1
OG0007926	XP_015432144.1	XP_031826828.1
OG0007927	XP_015433194.1	XP_031842694.1
OG0007928	XP_015435678.1	XP_031849691.1
OG0007929	XP_015439849.1	XP_031833621.1, XP_031833622.1
OG0007930	XP_015435578.1	XP_031838581.1
OG0007931	XP_015439142.1	XP_031837287.1
OG0007932	XP_015431907.1	XP_031836698.1
OG0007933	XP_015436997.1	XP_031847479.1
OG0007934	XP_015434880.1	XP_031843037.1
OG0007935	XP_015430201.1	XP_031829524.1
OG0007936	XP_015436690.1	XP_031833568.1
OG0007937	XP_015433793.1	XP_031840682.1
OG0007938	XP_015436432.1	XP_031839479.1
OG0007939	XP_015433522.1	XP_031830279.1
OG0007940	XP_015437098.1	XP_031849660.1
OG0007941	XP_015437747.1	XP_031849226.1
OG0007942	XP_015440253.1	XP_031829242.1
OG0007943	XP_015439869.1	XP_031833381.1
OG0007944	XP_015435772.1	XP_031844272.1
OG0007945	XP_015434348.1	XP_031844677.1
OG0007946	XP_015435909.1	XP_031844550.1
OG0007947	XP_015437723.1	XP_031849345.1
OG0007948	XP_015436101.1	XP_031844425.1
OG0007949	XP_015430551.1	XP_031832488.1
OG0007950	XP_015429956.1	XP_031840537.1
OG0007951	XP_015437361.1	XP_031835389.1
OG0007952	XP_015435138.1	XP_031832064.1
OG0007953	XP_015430419.1	XP_031830308.1
OG0007954	XP_015438088.1	XP_031846143.1
OG0007955	XP_015430640.1	XP_031845579.1
OG0007956	XP_015429107.1	XP_031848874.1, XP_031834768.1
OG0007957	XP_015433518.1	XP_031829884.1
OG0007958	XP_015433503.1	XP_031846547.1
OG0007959	XP_015435739.1	XP_031845866.1
OG0007960	XP_015429727.1	XP_031828504.1
OG0007961	XP_015437523.1	XP_031829963.1
OG0007962	XP_015434253.1	XP_031848345.1
OG0007963	XP_015438161.1	XP_031840387.1
OG0007964	XP_015435000.1	XP_031839890.1
OG0007965	XP_015437551.1	XP_031845676.1
OG0007966	XP_015435708.1	XP_031835066.1
OG0007967	XP_015434763.1	XP_031835064.1
OG0007968	XP_015435450.1	XP_031839512.1
OG0007969	XP_015437454.1	XP_031840481.1
OG0007970	XP_015429584.1	XP_031834033.1
OG0007971	XP_015432990.1	XP_031827308.1
OG0007972	XP_015431547.1	XP_031836863.1
OG0007973	XP_015429688.1	XP_031828654.1
OG0007974	XP_015433659.1	XP_031849472.1
OG0007975	XP_015434168.1	XP_031833087.1
OG0007976	XP_015438544.1	XP_031825843.1
OG0007977	XP_015432193.1	XP_031838011.1
OG0007978	XP_015439239.1	XP_031845953.1
OG0007979	XP_015432207.1	XP_031841327.1
OG0007980	XP_015432617.1	XP_031830796.1
OG0007981	XP_015428843.1	XP_031834588.1
OG0007982	XP_015433527.1	XP_031830866.1
OG0007983	XP_015431931.1	XP_031836806.1
OG0007984	XP_015435197.1	XP_031828998.1
OG0007985	XP_015432963.1	XP_031839215.1
OG0007986	XP_015439916.1	XP_031831786.1
OG0007987	XP_015437368.1	XP_031849246.1
OG0007988	XP_015436521.1	XP_031828820.1
OG0007989	XP_015436923.1	XP_031845319.1
OG0007990	XP_015430374.1	XP_031826993.1
OG0007991	XP_015440241.1	XP_031847703.1
OG0007992	XP_015437069.1	XP_031843387.1
OG0007993	XP_015431927.1	XP_031825537.1
OG0007994	XP_015429726.1	XP_031848650.1
OG0007995	XP_015429313.1	XP_031844160.1
OG0007996	XP_015437846.1	XP_031834552.1
OG0007997	XP_015431249.1	XP_031830578.1
OG0007998	XP_015439288.1	XP_031838406.1
OG0007999	XP_015439883.1	XP_031825422.1
OG0008000	XP_015434548.1	XP_031846726.1
OG0008001	XP_015437560.1	XP_031838693.1
OG0008002	XP_015435020.1	XP_031833793.1, XP_031833794.1
OG0008003	XP_015430792.1	XP_031833265.1
OG0008004	XP_015431742.1	XP_031842237.1
OG0008005	XP_015433057.1	XP_031848680.1
OG0008006	XP_015434624.1	XP_031841357.1
OG0008007	XP_015431499.1	XP_031834312.1
OG0008008	XP_015429001.1	XP_031834919.1
OG0008009	XP_015433258.1	XP_031831312.1
OG0008010	XP_015433388.1	XP_031841097.1, XP_031841098.1
OG0008011	XP_015429022.1	XP_031835490.1
OG0008012	XP_015437772.1	XP_031849295.1
OG0008013	XP_015433301.1	XP_031833479.1
OG0008014	XP_015429482.1	XP_031836181.1
OG0008015	XP_015436201.1	XP_031842585.1
OG0008016	XP_015429937.1	XP_031832558.1
OG0008017	XP_015432152.1	XP_031841344.1
OG0008018	XP_015431813.1	XP_031836336.1
OG0008019	XP_015436347.1	XP_031841596.1
OG0008020	XP_015434799.1	XP_031825686.1
OG0008021	XP_015438490.1	XP_031830684.1
OG0008022	XP_015437006.1	XP_031846773.1
OG0008023	XP_015437164.1	XP_031848733.1
OG0008024	XP_015436547.1	XP_031850031.1
OG0008025	XP_015429981.1	XP_031827966.1
OG0008026	XP_015431470.1	XP_031844676.1
OG0008027	XP_015431532.1	XP_031844578.1
OG0008028	XP_015440009.1	XP_031831167.1
OG0008029	XP_015431503.1	XP_031834319.1
OG0008030	XP_015435227.1	XP_031837155.1
OG0008031	XP_015438777.1	XP_031838251.1
OG0008032	XP_015438383.1	XP_031830939.1
OG0008033	XP_015430357.1	XP_031827259.1
OG0008034	XP_015439159.1	XP_031836769.1
OG0008035	XP_015440375.1	XP_031847628.1
OG0008036	XP_015430171.1	XP_031843273.1
OG0008037	XP_015430172.1	XP_031843052.1
OG0008038	XP_015438916.1	XP_031839038.1
OG0008039	XP_015439884.1	XP_031825415.1
OG0008040	XP_015440095.1	XP_031825410.1
OG0008041	XP_015437262.1	XP_031825953.1
OG0008042	XP_015430071.1	XP_031828744.1
OG0008043	XP_015431869.1	XP_031836200.1
OG0008044	XP_015431159.1	XP_031836699.1
OG0008045	XP_015431534.1	XP_031844592.1
OG0008046	XP_015437297.1	XP_031835503.1
OG0008047	XP_015432909.1	XP_031827295.1, XP_031827294.1
OG0008048	XP_015433419.1	XP_031831118.1
OG0008049	XP_015429292.1	XP_031849000.1
OG0008050	XP_015434124.1	XP_031837178.1
OG0008051	XP_015431553.1	XP_031831342.1
OG0008052	XP_015435959.1	XP_031831899.1
OG0008053	XP_015429226.1	XP_031834096.1
OG0008054	XP_015429274.1	XP_031833994.1
OG0008055	XP_015429510.1	XP_031831920.1
OG0008056	XP_015437908.1	XP_031843534.1
OG0008057	XP_015433960.1	XP_031833474.1
OG0008058	XP_015438047.1	XP_031827905.1
OG0008059	XP_015428585.1	XP_031843379.1
OG0008060	XP_015437410.1	XP_031835785.1
OG0008061	XP_015437326.1	XP_031835774.1
OG0008062	XP_015431268.1	XP_031830625.1
OG0008063	XP_015431849.1	XP_031840312.1
OG0008064	XP_015430526.1	XP_031830322.1
OG0008065	XP_015439145.1	XP_031833000.1
OG0008066	XP_015429799.1	XP_031827930.1
OG0008067	XP_015433731.1	XP_031836956.1
OG0008068	XP_015433895.1	XP_031836957.1
OG0008069	XP_015433637.1	XP_031849477.1
OG0008070	XP_015431521.1	XP_031844303.1
OG0008071	XP_015440536.1	XP_031850082.1
OG0008072	XP_015440488.1	XP_031850266.1
OG0008073	XP_015434126.1	XP_031832967.1
OG0008074	XP_015433647.1	XP_031849471.1
OG0008075	XP_015432212.1	XP_031841539.1
OG0008076	XP_015430990.1	XP_031846484.1
OG0008077	XP_015434481.1	XP_031846749.1
OG0008078	XP_015434510.1	XP_031826289.1
OG0008079	XP_015432921.1	XP_031847592.1
OG0008080	XP_015430744.1	XP_031845420.1
OG0008081	XP_015430750.1	XP_031845401.1
OG0008082	XP_015430191.1	XP_031844044.1
OG0008083	XP_015430379.1	XP_031827048.1
OG0008084	XP_015430111.1	XP_031837426.1, XP_031837425.1
OG0008085	XP_015432844.1	XP_031839331.1
OG0008086	XP_015431926.1	XP_031825525.1
OG0008088	XP_015429231.1	XP_031838325.1
OG0008089	XP_015435366.1	XP_031839377.1
OG0008090	XP_015437493.1	XP_031829951.1
OG0008091	XP_015435726.1	XP_031840829.1
OG0008092	XP_015432970.1	XP_031846822.1
OG0008093	XP_015432951.1	XP_031827375.1
OG0008094	XP_015430482.1	XP_031830029.1
OG0008095	XP_015432160.1	XP_031841492.1
OG0008096	XP_015431507.1	XP_031840961.1
OG0008097	XP_015436790.1	XP_031847349.1, XP_031847357.1
OG0008098	XP_015433352.1	XP_031833609.1
OG0008099	XP_015433345.1	XP_031833610.1
OG0008100	XP_015439174.1	XP_031832664.1
OG0008101	XP_015430262.1	XP_031827222.1
OG0008102	XP_015433640.1	XP_031849514.1
OG0008103	XP_015435118.1	XP_031833297.1
OG0008104	XP_015435996.1	XP_031832037.1
OG0008105	XP_015429707.1	XP_031828786.1
OG0008106	XP_015432199.1	XP_031848905.1
OG0008107	XP_015432599.1	XP_031846231.1
OG0008108	XP_015428438.1	XP_031836285.1
OG0008109	XP_015439178.1	XP_031848083.1
OG0008110	XP_015435105.1	XP_031832120.1
OG0008111	XP_015431853.1	XP_031849874.1
OG0008112	XP_015428655.1	XP_031849956.1
OG0008113	XP_015437032.1	XP_031850177.1
OG0008114	XP_015429171.1	XP_031834915.1
OG0008115	XP_015430905.1	XP_031829671.1
OG0008116	XP_015431900.1	XP_031837131.1
OG0008117	XP_015438254.1	XP_031827877.1
