Orthogroup	Dufourea_novaeangliae	Megalopta_genalis
OG0008519	XP_015429622.1	XP_033332826.1
OG0008521	XP_015439511.1	XP_033338159.1
OG0008522	XP_015434665.1	XP_033335306.1
OG0008523	XP_015434605.1	XP_033335312.1
OG0008524	XP_015438828.1	XP_033339343.1
OG0008527	XP_015429149.1	XP_033342184.1
OG0008531	XP_015440270.1	XP_033327943.1
OG0008534	XP_015434955.1	XP_033341984.1
OG0008539	XP_015430072.1	XP_033329732.1
OG0008540	XP_015430148.1	XP_033340133.1
OG0008541	XP_015437696.1	XP_033341528.1
OG0008546	XP_015430377.1	XP_033338788.1, XP_033338808.1
OG0008547	XP_015431661.1	XP_033329730.1
OG0008548	XP_015437774.1	XP_033343121.1
OG0008550	XP_015440065.1	XP_033324038.1
OG0008552	XP_015430004.1	XP_033340390.1
OG0008553	XP_015437424.1	XP_033330559.1
OG0008554	XP_015430994.1	XP_033323722.1
OG0008555	XP_015430997.1	XP_033322757.1
OG0008556	XP_015432511.1	XP_033341569.1
OG0008557	XP_015428506.1	XP_033340000.1
OG0008558	XP_015430511.1	XP_033330368.1
OG0008559	XP_015430545.1	XP_033332604.1
OG0008561	XP_015435865.1	XP_033331178.1
OG0008562	XP_015433582.1	XP_033338207.1
OG0008563	XP_015437135.1	XP_033322391.1
OG0008566	XP_015433621.1	XP_033334797.1
OG0008569	XP_015439205.1	XP_033337087.1
OG0008570	XP_015430722.1	XP_033336865.1
OG0008571	XP_015430769.1	XP_033336871.1
OG0008578	XP_015433131.1	XP_033340499.1
OG0008579	XP_015433160.1	XP_033341238.1
OG0008580	XP_015433184.1	XP_033341597.1
OG0008581	XP_015433185.1	XP_033324928.1
OG0008585	XP_015439473.1	XP_033339226.1
OG0008588	XP_015438604.1	XP_033339582.1
OG0008589	XP_015434702.1	XP_033324549.1
OG0008590	XP_015434457.1	XP_033333044.1
OG0008591	XP_015440295.1	XP_033342218.1
OG0008592	XP_015440303.1	XP_033342520.1
OG0008593	XP_015440305.1	XP_033342797.1
OG0008595	XP_015438311.1	XP_033326463.1
OG0008596	XP_015438080.1	XP_033332340.1
OG0008597	XP_015438389.1	XP_033325649.1
OG0008598	XP_015436457.1	XP_033336073.1
OG0008599	XP_015434152.1	XP_033336401.1
OG0008603	XP_015434593.1	XP_033330065.1
OG0008607	XP_015439425.1	XP_033322371.1
OG0008608	XP_015440291.1	XP_033321366.1
OG0008609	XP_015439313.1	XP_033321438.1
OG0008611	XP_015436199.1	XP_033331115.1
OG0008613	XP_015429201.1	XP_033329570.1
OG0008615	XP_015436576.1	XP_033342496.1
OG0008617	XP_015428855.1	XP_033341075.1
OG0008619	XP_015430952.1	XP_033337570.1
OG0008620	XP_015429169.1	XP_033342192.1
OG0008624	XP_015439710.1	XP_033324121.1
OG0008625	XP_015432000.1	XP_033321040.1
OG0008629	XP_015439564.1	XP_033325912.1
OG0008630	XP_015434095.1	XP_033336113.1
OG0008631	XP_015434047.1	XP_033330922.1
OG0008638	XP_015438439.1	XP_033340989.1
OG0008640	XP_015438813.1	XP_033342869.1
OG0008641	XP_015430475.1	XP_033332571.1
OG0008643	XP_015430646.1	XP_033337044.1
OG0008645	XP_015436265.1	XP_033321168.1
OG0008646	XP_015436295.1	XP_033333763.1
OG0008648	XP_015433728.1	XP_033321328.1
OG0008651	XP_015432567.1	XP_033321828.1
OG0008657	XP_015431406.1	XP_033340967.1
OG0008659	XP_015430785.1	XP_033326447.1
OG0008660	XP_015434587.1	XP_033322523.1
OG0008663	XP_015437000.1	XP_033330447.1
OG0008664	XP_015438281.1	XP_033340486.1
OG0008665	XP_015436561.1	XP_033328435.1
OG0008666	XP_015437764.1	XP_033334537.1
OG0008667	XP_015432881.1	XP_033322946.1
OG0008668	XP_015430938.1	XP_033330519.1
OG0008669	XP_015438429.1	XP_033329695.1
OG0008673	XP_015435397.1	XP_033341363.1
OG0008674	XP_015430695.1	XP_033340130.1
OG0008676	XP_015432812.1	XP_033328868.1
OG0008679	XP_015437906.1	XP_033341534.1
OG0008681	XP_015437888.1	XP_033339627.1
OG0008685	XP_015432565.1	XP_033321926.1
OG0008687	XP_015435806.1	XP_033331245.1
OG0008689	XP_015436929.1	XP_033326581.1
OG0008690	XP_015430622.1	XP_033337047.1
OG0008691	XP_015430667.1	XP_033327105.1
OG0008693	XP_015431674.1	XP_033333803.1
OG0008694	XP_015431746.1	XP_033333898.1
OG0008703	XP_015438734.1	XP_033327880.1
OG0008704	XP_015435711.1	XP_033339704.1
OG0008707	XP_015435094.1	XP_033332960.1
OG0008708	XP_015433533.1	XP_033337877.1
OG0008709	XP_015433875.1	XP_033337530.1
OG0008710	XP_015434942.1	XP_033325651.1
OG0008711	XP_015435097.1	XP_033333091.1
OG0008712	XP_015439490.1	XP_033339141.1
OG0008713	XP_015436056.1	XP_033333742.1
OG0008714	XP_015428957.1	XP_033331494.1
OG0008717	XP_015429814.1	XP_033340381.1
OG0008718	XP_015437339.1	XP_033342489.1
OG0008719	XP_015437852.1	XP_033330473.1
OG0008720	XP_015435204.1	XP_033340247.1
OG0008722	XP_015432090.1	XP_033330071.1
OG0008723	XP_015432214.1	XP_033338466.1
OG0008724	XP_015439361.1	XP_033341623.1
OG0008725	XP_015432321.1	XP_033331413.1
OG0008726	XP_015433605.1	XP_033334269.1
OG0008727	XP_015428600.1	XP_033330293.1
OG0008728	XP_015432387.1	XP_033332225.1
OG0008729	XP_015429613.1	XP_033326098.1
OG0008730	XP_015434873.1	XP_033324619.1
OG0008731	XP_015439322.1	XP_033322258.1
OG0008736	XP_015430384.1	XP_033324369.1
OG0008737	XP_015437660.1	XP_033330251.1
OG0008738	XP_015431828.1	XP_033341777.1
OG0008739	XP_015438525.1	XP_033330373.1
OG0008740	XP_015435422.1	XP_033341286.1
OG0008741	XP_015436346.1	XP_033321199.1
OG0008742	XP_015431717.1	XP_033334232.1
OG0008744	XP_015431799.1	XP_033337803.1
OG0008748	XP_015434020.1	XP_033342127.1
OG0008749	XP_015431873.1	XP_033341919.1
OG0008750	XP_015429389.1	XP_033332620.1, XP_033340206.1
OG0008752	XP_015428973.1	XP_033321558.1
OG0008759	XP_015438336.1	XP_033330506.1
OG0008760	XP_015433627.1	XP_033323257.1
OG0008761	XP_015435782.1	XP_033327325.1
OG0008762	XP_015434232.1	XP_033323224.1
OG0008764	XP_015430619.1	XP_033327032.1
OG0008766	XP_015431756.1	XP_033333833.1
OG0008767	XP_015436954.1	XP_033326951.1
OG0008769	XP_015431598.1	XP_033336857.1
OG0008770	XP_015436907.1	XP_033327160.1
OG0008771	XP_015436958.1	XP_033327161.1
OG0008772	XP_015440412.1	XP_033326494.1
OG0008773	XP_015439668.1	XP_033328015.1
OG0008777	XP_015439733.1	XP_033339689.1
OG0008784	XP_015440196.1	XP_033337274.1
OG0008785	XP_015433263.1	XP_033328164.1
OG0008787	XP_015431197.1	XP_033326892.1
OG0008794	XP_015437537.1	XP_033324832.1
OG0008795	XP_015436377.1	XP_033328488.1
OG0008796	XP_015438901.1	XP_033340060.1
OG0008798	XP_015429223.1	XP_033329497.1
OG0008803	XP_015430404.1	XP_033330333.1
OG0008804	XP_015429398.1	XP_033327440.1
OG0008805	XP_015433571.1	XP_033329966.1
OG0008806	XP_015433401.1	XP_033329974.1
OG0008808	XP_015438390.1	XP_033325630.1
OG0008809	XP_015438387.1	XP_033340762.1
OG0008810	XP_015431279.1	XP_033325679.1
OG0008812	XP_015433415.1	XP_033320958.1, XP_033320959.1
OG0008815	XP_015439598.1	XP_033325917.1
OG0008817	XP_015437016.1	XP_033334648.1
OG0008820	XP_015429987.1	XP_033340414.1
OG0008825	XP_015430001.1	XP_033339982.1
OG0008826	XP_015433722.1	XP_033327243.1
OG0008827	XP_015437717.1	XP_033342602.1
OG0008828	XP_015435547.1	XP_033335129.1
OG0008832	XP_015438628.1	XP_033325060.1
OG0008833	XP_015432094.1	XP_033335489.1
OG0008834	XP_015432234.1	XP_033322683.1
OG0008837	XP_015432318.1	XP_033331392.1
OG0008839	XP_015432794.1	XP_033323411.1
OG0008848	XP_015433110.1	XP_033342623.1
OG0008849	XP_015439452.1	XP_033341692.1
OG0008852	XP_015430245.1	XP_033338634.1, XP_033338633.1, XP_033338632.1
OG0008854	XP_015430252.1	XP_033338588.1
OG0008857	XP_015432725.1	XP_033338421.1
OG0008858	XP_015436343.1	XP_033340574.1
OG0008859	XP_015433998.1	XP_033325590.1
OG0008860	XP_015428976.1	XP_033321517.1
OG0008861	XP_015429445.1	XP_033339480.1
OG0008862	XP_015437771.1	XP_033342292.1
OG0008863	XP_015437988.1	XP_033340946.1
OG0008864	XP_015428423.1	XP_033332502.1
OG0008865	XP_015433980.1	XP_033334182.1
OG0008867	XP_015429139.1	XP_033334104.1
OG0008868	XP_015431588.1	XP_033341725.1
OG0008869	XP_015432618.1	XP_033341711.1
OG0008870	XP_015439534.1	XP_033339312.1
OG0008872	XP_015436941.1	XP_033326586.1
OG0008875	XP_015434878.1	XP_033327646.1
OG0008876	XP_015438773.1	XP_033329690.1, XP_033329689.1
OG0008877	XP_015430615.1	XP_033336755.1
OG0008878	XP_015437983.1	XP_033340985.1
OG0008879	XP_015439081.1	XP_033336065.1
OG0008880	XP_015432373.1	XP_033332034.1
OG0008881	XP_015432410.1	XP_033333436.1
OG0008883	XP_015431397.1	XP_033340724.1
OG0008885	XP_015436475.1	XP_033336487.1
OG0008891	XP_015430756.1	XP_033338180.1
OG0008892	XP_015436992.1	XP_033326628.1, XP_033326629.1
OG0008893	XP_015439595.1	XP_033332370.1
OG0008894	XP_015435247.1	XP_033332275.1
OG0008895	XP_015433486.1	XP_033337799.1
OG0008896	XP_015436327.1	XP_033332394.1
OG0008897	XP_015434373.1	XP_033331264.1
OG0008898	XP_015433706.1	XP_033321741.1
OG0008899	XP_015439419.1	XP_033322200.1
OG0008900	XP_015432435.1	XP_033320918.1
OG0008901	XP_015438087.1	XP_033326585.1
OG0008904	XP_015429811.1	XP_033326822.1
OG0008905	XP_015432632.1	XP_033322958.1
OG0008906	XP_015433648.1	XP_033326444.1
OG0008907	XP_015431618.1	XP_033327184.1
OG0008911	XP_015433325.1	XP_033329993.1
OG0008913	XP_015435962.1	XP_033329521.1
OG0008914	XP_015433996.1	XP_033342032.1
OG0008915	XP_015429621.1	XP_033333172.1
OG0008916	XP_015430352.1	XP_033338431.1
OG0008917	XP_015432583.1	XP_033341705.1
OG0008924	XP_015436144.1	XP_033333404.1
OG0008925	XP_015431551.1	XP_033326811.1
OG0008927	XP_015429928.1	XP_033330196.1
OG0008929	XP_015433679.1	XP_033329916.1
OG0008930	XP_015432018.1	XP_033321061.1
OG0008932	XP_015438685.1	XP_033330091.1
OG0008933	XP_015429345.1	XP_033339043.1
OG0008934	XP_015432586.1	XP_033322708.1
OG0008935	XP_015430421.1	XP_033337893.1
OG0008937	XP_015439411.1	XP_033322262.1
OG0008940	XP_015432849.1	XP_033323065.1
OG0008941	XP_015435823.1	XP_033323096.1
OG0008944	XP_015438353.1	XP_033325726.1
OG0008945	XP_015439741.1	XP_033338989.1
OG0008946	XP_015433200.1	XP_033341668.1
OG0008947	XP_015439622.1	XP_033320854.1
OG0008949	XP_015433081.1	XP_033328880.1
OG0008950	XP_015433007.1	XP_033325238.1
OG0008952	XP_015429141.1	XP_033342181.1
OG0008953	XP_015434334.1	XP_033322101.1
OG0008954	XP_015440331.1	XP_033326598.1
OG0008955	XP_015439706.1	XP_033324043.1
OG0008956	XP_015439714.1	XP_033324106.1, XP_033324105.1
OG0008957	XP_015431950.1	XP_033334286.1
OG0008958	XP_015431111.1	XP_033331101.1
OG0008959	XP_015438283.1	XP_033340491.1
OG0008961	XP_015435132.1	XP_033333138.1
OG0008962	XP_015436408.1	XP_033327934.1
OG0008963	XP_015431336.1	XP_033320869.1
OG0008964	XP_015431381.1	XP_033320875.1
OG0008965	XP_015431318.1	XP_033320998.1
OG0008966	XP_015437405.1	XP_033342462.1
OG0008967	XP_015428763.1	XP_033333209.1
OG0008968	XP_015438627.1	XP_033325059.1
OG0008969	XP_015432372.1	XP_033330250.1
OG0008970	XP_015434146.1	XP_033330896.1
OG0008971	XP_015434167.1	XP_033335682.1
OG0008973	XP_015433526.1	XP_033337879.1
OG0008975	XP_015431212.1	XP_033338014.1
OG0008976	XP_015428499.1	XP_033332451.1
OG0008978	XP_015431607.1	XP_033338033.1
OG0008979	XP_015430791.1	XP_033336890.1
OG0008980	XP_015431009.1	XP_033333469.1
OG0008981	XP_015433512.1	XP_033337931.1
OG0008982	XP_015436904.1	XP_033335771.1
OG0008983	XP_015437618.1	XP_033326422.1
OG0008984	XP_015432648.1	XP_033320842.1
OG0008985	XP_015431942.1	XP_033343113.1
OG0008986	XP_015432041.1	XP_033329177.1
OG0008989	XP_015430082.1	XP_033328810.1
OG0008991	XP_015437364.1	XP_033343022.1, XP_033343021.1, XP_033343020.1
OG0008993	XP_015437751.1	XP_033342823.1
OG0008994	XP_015428845.1	XP_033322484.1
OG0008995	XP_015432254.1	XP_033326302.1
OG0008996	XP_015438635.1	XP_033332508.1
OG0008997	XP_015434028.1	XP_033336367.1
OG0008998	XP_015434042.1	XP_033336010.1
OG0008999	XP_015439020.1	XP_033335770.1
OG0009000	XP_015437968.1	XP_033340803.1
OG0009006	XP_015433035.1	XP_033328764.1
OG0009007	XP_015439657.1	XP_033335591.1
OG0009008	XP_015440314.1	XP_033339761.1
OG0009009	XP_015438350.1	XP_033330415.1
OG0009010	XP_015429300.1	XP_033326099.1
OG0009013	XP_015440438.1	XP_033335148.1
OG0009014	XP_015430422.1	XP_033327588.1, XP_033327575.1
OG0009015	XP_015432117.1	XP_033338542.1, XP_033338541.1
OG0009016	XP_015432291.1	XP_033337743.1
OG0009017	XP_015438761.1	XP_033321348.1
OG0009018	XP_015434109.1	XP_033341723.1
OG0009019	XP_015430396.1	XP_033330301.1
OG0009020	XP_015435868.1	XP_033321684.1
OG0009021	XP_015429315.1	XP_033339035.1
OG0009024	XP_015434699.1	XP_033324485.1
OG0009027	XP_015432544.1	XP_033322687.1
OG0009028	XP_015434328.1	XP_033321701.1
OG0009032	XP_015436570.1	XP_033339906.1, XP_033332888.1
OG0009035	XP_015433205.1	XP_033341083.1, XP_033341091.1
OG0009036	XP_015434762.1, XP_015437064.1, XP_015437899.1	XP_033333383.1
OG0009037	XP_015436083.1	XP_033333398.1
OG0009038	XP_015436881.1	XP_033335534.1, XP_033335548.1, XP_033335557.1, XP_033335536.1, XP_033335541.1, XP_033335563.1, XP_033335572.1
OG0009049	XP_015429136.1	XP_033342183.1
OG0009050	XP_015428822.1	XP_033335087.1
OG0009052	XP_015438555.1	XP_033331410.1
OG0009053	XP_015436842.1	XP_033326223.1
OG0009054	XP_015430362.1	XP_033338819.1
OG0009055	XP_015439057.1	XP_033336564.1
OG0009056	XP_015437950.1	XP_033324722.1
OG0009057	XP_015432454.1, XP_015432452.1	XP_033324644.1
OG0009058	XP_015434894.1	XP_033342299.1
OG0009060	XP_015433853.1	XP_033338026.1
OG0009062	XP_015432668.1	XP_033338833.1
OG0009063	XP_015429499.1	XP_033329230.1
OG0009067	XP_015438899.1	XP_033340078.1
OG0009069	XP_015430399.1	XP_033332649.1
OG0009073	XP_015439670.1	XP_033327974.1
OG0009080	XP_015436905.1	XP_033326416.1
OG0009081	XP_015431883.1	XP_033323980.1
OG0009082	XP_015437445.1	XP_033323874.1
OG0009083	XP_015433411.1	XP_033320889.1
OG0009086	XP_015433846.1	XP_033321368.1
OG0009089	XP_015439479.1	XP_033339219.1
OG0009090	XP_015435214.1	XP_033332110.1
OG0009093	XP_015431561.1	XP_033321877.1
OG0009095	XP_015432040.1	XP_033327737.1
OG0009096	XP_015430985.1	XP_033337396.1
OG0009097	XP_015430543.1	XP_033327518.1
OG0009099	XP_015439182.1	XP_033335787.1
OG0009100	XP_015429836.1	XP_033331877.1
OG0009101	XP_015434056.1	XP_033335674.1
OG0009107	XP_015436627.1	XP_033334656.1
OG0009108	XP_015432081.1	XP_033325126.1
OG0009110	XP_015429390.1	XP_033327391.1
OG0009117	XP_015434589.1	XP_033322462.1
OG0009118	XP_015435385.1	XP_033328541.1
OG0009120	XP_015429342.1	XP_033340177.1
OG0009122	XP_015428728.1	XP_033335185.1
OG0009123	XP_015438950.1	XP_033336515.1
OG0009124	XP_015430022.1	XP_033323859.1
OG0009126	XP_015439335.1	XP_033325357.1
OG0009128	XP_015439850.1	XP_033328144.1
OG0009133	XP_015437179.1	XP_033343108.1
OG0009140	XP_015436115.1	XP_033325838.1
OG0009142	XP_015437709.1	XP_033342728.1, XP_033342723.1
OG0009143	XP_015436623.1	XP_033342898.1
OG0009145	XP_015430029.1	XP_033331663.1
OG0009148	XP_015436803.1	XP_033326440.1
OG0009151	XP_015432317.1	XP_033339091.1
OG0009152	XP_015438971.1	XP_033335966.1
OG0009159	XP_015435800.1	XP_033330467.1
OG0009162	XP_015437118.1	XP_033321655.1
OG0009164	XP_015431464.1	XP_033326081.1
OG0009165	XP_015433632.1	XP_033327309.1
OG0009166	XP_015435822.1	XP_033321761.1
OG0009169	XP_015437867.1	XP_033326398.1
OG0009171	XP_015439646.1	XP_033339151.1
OG0009173	XP_015439750.1	XP_033324564.1
OG0009175	XP_015436709.1	XP_033331093.1, XP_033331092.1
OG0009178	XP_015438731.1	XP_033327790.1
OG0009180	XP_015437449.1	XP_033320795.1
OG0009182	XP_015434743.1, XP_015434744.1	XP_033324559.1
OG0009184	XP_015429254.1	XP_033329482.1
OG0009185	XP_015430967.1	XP_033337306.1
OG0009187	XP_015436108.1	XP_033334382.1
OG0009188	XP_015436089.1	XP_033333401.1
OG0009191	XP_015431380.1	XP_033340577.1
OG0009194	XP_015439607.1	XP_033325775.1
OG0009198	XP_015432082.1	XP_033325031.1
OG0009199	XP_015438660.1	XP_033338620.1
OG0009203	XP_015438962.1	XP_033335988.1
OG0009204	XP_015430214.1	XP_033335670.1
OG0009206	XP_015435604.1	XP_033324889.1
OG0009207	XP_015434797.1	XP_033332789.1
OG0009209	XP_015433825.1	XP_033336086.1
OG0009211	XP_015430265.1	XP_033335433.1
OG0009213	XP_015429289.1	XP_033338836.1
OG0009216	XP_015433105.1	XP_033327704.1
OG0009217	XP_015432561.1	XP_033341724.1
OG0009218	XP_015434241.1	XP_033339013.1
OG0009219	XP_015433736.1	XP_033326389.1
OG0009221	XP_015436304.1	XP_033333713.1
OG0009223	XP_015432584.1	XP_033341712.1
OG0009224	XP_015436137.1	XP_033339522.1
OG0009225	XP_015436079.1	XP_033327907.1
OG0009228	XP_015428572.1	XP_033323947.1
OG0009229	XP_015429036.1	XP_033342068.1
OG0009230	XP_015429317.1	XP_033339016.1
OG0009233	XP_015437246.1	XP_033343112.1
OG0009235	XP_015436417.1	XP_033332714.1
OG0009236	XP_015433758.1	XP_033323335.1
OG0009237	XP_015434708.1	XP_033324548.1
OG0009239	XP_015428707.1	XP_033329632.1
OG0009240	XP_015432085.1	XP_033326354.1
OG0009241	XP_015434192.1	XP_033336370.1
OG0009242	XP_015429649.1	XP_033322900.1
OG0009243	XP_015435692.1	XP_033339708.1, XP_033339709.1
OG0009245	XP_015430631.1	XP_033327234.1
OG0009247	XP_015429210.1	XP_033334013.1
OG0009248	XP_015434461.1	XP_033333019.1, XP_033333018.1
OG0009249	XP_015431100.1	XP_033324916.1, XP_033324906.1
OG0009250	XP_015435569.1	XP_033334812.1
OG0009251	XP_015438689.1	XP_033330038.1
OG0009253	XP_015437704.1	XP_033328668.1
OG0009254	XP_015429002.1	XP_033321503.1
OG0009255	XP_015434527.1	XP_033323163.1
OG0009256	XP_015439937.1	XP_033334052.1
OG0009257	XP_015434824.1	XP_033330588.1
OG0009260	XP_015433933.1	XP_033323967.1
OG0009261	XP_015437623.1, XP_015435713.1	XP_033327710.1
OG0009264	XP_015428988.1	XP_033342185.1
OG0009265	XP_015429106.1	XP_033337990.1
OG0009266	XP_015432555.1	XP_033321833.1
OG0009267	XP_015437659.1	XP_033320763.1
OG0009269	XP_015440426.1	XP_033343017.1
OG0009270	XP_015429366.1	XP_033326114.1
OG0009271	XP_015438982.1	XP_033336181.1
OG0009272	XP_015434807.1	XP_033324692.1
OG0009273	XP_015432808.1	XP_033328641.1
OG0009274	XP_015432532.1	XP_033325817.1, XP_033325818.1
OG0009276	XP_015440170.1	XP_033324175.1, XP_033324177.1
OG0009279	XP_015431273.1	XP_033320981.1
OG0009280	XP_015434819.1	XP_033334392.1
OG0009281	XP_015430630.1	XP_033327169.1
OG0009282	XP_015434313.1	XP_033331207.1
OG0009283	XP_015432596.1	XP_033341741.1
OG0009284	XP_015439590.1	XP_033325429.1
OG0009286	XP_015431725.1	XP_033326805.1
OG0009288	XP_015429186.1	XP_033329644.1
OG0009290	XP_015439693.1	XP_033328223.1
OG0009291	XP_015429198.1	XP_033329643.1
OG0009292	XP_015435952.1	XP_033329329.1
OG0009293	XP_015430534.1	XP_033332557.1
OG0009295	XP_015436216.1	XP_033330460.1
OG0009296	XP_015436288.1	XP_033339622.1
OG0009297	XP_015436736.1	XP_033340641.1, XP_033340642.1, XP_033340643.1
OG0009302	XP_015436405.1	XP_033327806.1
OG0009306	XP_015439226.1	XP_033336305.1, XP_033336308.1
OG0009307	XP_015436070.1	XP_033321165.1
OG0009310	XP_015435175.1	XP_033341277.1
OG0009311	XP_015435496.1	XP_033334830.1
OG0009312	XP_015430106.1	XP_033328647.1
OG0009320	XP_015439546.1	XP_033339258.1
OG0009323	XP_015428881.1	XP_033331585.1
OG0009324	XP_015438398.1	XP_033340932.1
OG0009336	XP_015436961.1	XP_033336252.1
OG0009337	XP_015432484.1	XP_033324915.1
OG0009342	XP_015438659.1	XP_033325130.1
OG0009345	XP_015433199.1	XP_033342874.1
OG0009350	XP_015431993.1	XP_033321072.1
OG0009354	XP_015428405.1	XP_033342297.1
OG0009361	XP_015431622.1	XP_033327185.1
OG0009362	XP_015431038.1	XP_033339356.1
OG0009363	XP_015440320.1	XP_033327159.1
OG0009380	XP_015436706.1	XP_033322662.1
OG0009383	XP_015434470.1	XP_033328762.1
OG0009385	XP_015429497.1	XP_033329212.1
OG0009387	XP_015437912.1	XP_033340856.1
OG0009389	XP_015438052.1	XP_033339317.1
OG0009392	XP_015436064.1	XP_033333751.1
OG0009395	XP_015439501.1	XP_033323505.1
OG0009398	XP_015431409.1	XP_033339652.1
OG0009402	XP_015428676.1	XP_033327467.1
OG0009408	XP_015434138.1	XP_033336667.1
OG0009409	XP_015438961.1	XP_033335990.1
OG0009414	XP_015438931.1	XP_033336056.1
OG0009415	XP_015439305.1	XP_033331019.1
OG0009416	XP_015431030.1	XP_033329057.1
OG0009418	XP_015434803.1	XP_033324873.1
OG0009424	XP_015437974.1	XP_033324942.1
OG0009427	XP_015434265.1	XP_033331208.1
OG0009430	XP_015438170.1	XP_033328971.1
OG0009432	XP_015435630.1	XP_033341594.1
OG0009434	XP_015435421.1	XP_033341250.1
OG0009435	XP_015433071.1	XP_033341400.1
OG0009437	XP_015439789.1	XP_033324257.1
OG0009438	XP_015437124.1	XP_033339354.1
OG0009439	XP_015432030.1	XP_033331096.1
OG0009441	XP_015428455.1	XP_033338286.1
OG0009442	XP_015431252.1	XP_033325090.1
OG0009443	XP_015434041.1	XP_033336012.1
OG0009444	XP_015434150.1	XP_033335697.1
OG0009445	XP_015430525.1	XP_033332561.1, XP_033332559.1
OG0009448	XP_015434565.1	XP_033330969.1
OG0009449	XP_015440423.1	XP_033340707.1
OG0009450	XP_015439748.1	XP_033342116.1
OG0009452	XP_015431113.1	XP_033322442.1
OG0009453	XP_015436350.1	XP_033334368.1
OG0009454	XP_015431107.1	XP_033333974.1
OG0009457	XP_015438636.1	XP_033330020.1
OG0009460	XP_015439135.1	XP_033336219.1
OG0009463	XP_015434813.1	XP_033324882.1
OG0009464	XP_015431075.1	XP_033337387.1, XP_033337386.1
OG0009465	XP_015433955.1	XP_033341861.1
OG0009467	XP_015435261.1	XP_033323074.1, XP_033323075.1, XP_033323073.1
OG0009470	XP_015429521.1	XP_033329528.1
OG0009472	XP_015440446.1	XP_033342855.1
OG0009473	XP_015432330.1	XP_033331998.1
OG0009480	XP_015432204.1	XP_033338652.1
OG0009482	XP_015433715.1	XP_033337736.1
OG0009485	XP_015437681.1	XP_033330285.1
OG0009486	XP_015439721.1	XP_033337181.1
OG0009488	XP_015429016.1, XP_015429155.1	XP_033325132.1
OG0009490	XP_015431887.1	XP_033333936.1
OG0009491	XP_015439483.1	XP_033339238.1
OG0009493	XP_015429409.1, XP_015437539.1, XP_015438099.1, XP_015435177.1, XP_015438111.1	XP_033339838.1
