Orthogroup	Dufourea_novaeangliae	Bombus_terrestris
OG0008766	XP_015431756.1	XP_003394918.1
OG0008767	XP_015436954.1	XP_003402418.1
OG0008768	XP_015439043.1	XP_003395016.1
OG0008769	XP_015431598.1	XP_003394753.1
OG0008770	XP_015436907.1	XP_003394750.1
OG0008771	XP_015436958.1	XP_012163068.1
OG0008772	XP_015440412.1	XP_003395032.1
OG0008773	XP_015439668.1	XP_020718932.1
OG0008777	XP_015439733.1	XP_012164485.1
OG0008781	XP_015439680.1	XP_003402990.1
OG0008784	XP_015440196.1	XP_012163868.1
OG0008785	XP_015433263.1	XP_012164352.2
OG0008786	XP_015437975.1	XP_020723255.1
OG0008787	XP_015431197.1	XP_012174791.1
OG0008788	XP_015432060.1	XP_012164873.1
OG0008789	XP_015440350.1	XP_003396010.2
OG0008795	XP_015436377.1	XP_012165314.2
OG0008796	XP_015438901.1	XP_012166060.1
OG0008798	XP_015429223.1	XP_012166664.1
OG0008799	XP_015436655.1	XP_020719686.1
OG0008801	XP_015433508.1	XP_020722908.1
OG0008803	XP_015430404.1	XP_003403134.1
OG0008804	XP_015429398.1	XP_003401628.1
OG0008805	XP_015433571.1	XP_003401829.1
OG0008806	XP_015433401.1	XP_003401760.1
OG0008808	XP_015438390.1	XP_020720712.1
OG0008809	XP_015438387.1	XP_003398122.1
OG0008810	XP_015431279.1	XP_020720548.1
OG0008811	XP_015432925.1	XP_003393489.1
OG0008812	XP_015433415.1	XP_012168439.1
OG0008813	XP_015438343.1	XP_012167757.1
OG0008815	XP_015439598.1	XP_003398274.1
OG0008816	XP_015435241.1	XP_020719417.1
OG0008817	XP_015437016.1	XP_020721260.1
OG0008820	XP_015429987.1	XP_003396606.1
OG0008822	XP_015436695.1	XP_003402994.2
OG0008823	XP_015437431.1	XP_012165493.2
OG0008825	XP_015430001.1	XP_020719227.1
OG0008826	XP_015433722.1	XP_012168892.2
OG0008827	XP_015437717.1	XP_003399384.1
OG0008828	XP_015435547.1	XP_003399008.3
OG0008829	XP_015436680.1	XP_012165497.1
OG0008830	XP_015432691.1	XP_020721440.1
OG0008832	XP_015438628.1	XP_012170254.1
OG0008833	XP_015432094.1	XP_012170654.1
OG0008834	XP_015432234.1	XP_003399857.1
OG0008837	XP_015432318.1	XP_003400200.2
OG0008839	XP_015432794.1	XP_003400150.1
OG0008840	XP_015436738.1	XP_003402748.1
OG0008842	XP_015435217.1	XP_003400944.1
OG0008843	XP_015430684.1	XP_003393517.1
OG0008845	XP_015438012.1	XP_020719115.1
OG0008846	XP_015434827.1	XP_012172523.2
OG0008847	XP_015439318.1	XP_012172290.2
OG0008848	XP_015433110.1	XP_020722594.1, XP_020722760.1
OG0008849	XP_015439452.1	XP_020722429.1
OG0008850	XP_015430178.1	XP_020722483.1
OG0008854	XP_015430252.1	XP_020721420.1
OG0008855	XP_015429817.1	XP_020719655.1
OG0008857	XP_015432725.1	XP_020721497.1
OG0008858	XP_015436343.1	XP_020719326.1
OG0008859	XP_015433998.1	XP_012167078.1
OG0008860	XP_015428976.1	XP_020722224.1
OG0008861	XP_015429445.1	XP_003393651.1
OG0008862	XP_015437771.1	XP_003398783.1
OG0008863	XP_015437988.1	XP_003401145.1
OG0008864	XP_015428423.1	XP_003402172.1
OG0008865	XP_015433980.1	XP_003393677.1
OG0008866	XP_015431685.1	XP_012175638.2
OG0008867	XP_015429139.1	XP_003394057.1
OG0008868	XP_015431588.1	XP_003402859.1
OG0008869	XP_015432618.1	XP_003394163.1
OG0008871	XP_015431154.1	XP_003397603.1
OG0008872	XP_015436941.1	XP_003394983.1
OG0008873	XP_015439063.1	XP_003393370.1
OG0008874	XP_015435634.1	XP_012172382.1
OG0008875	XP_015434878.1	XP_012172080.1
OG0008878	XP_015437983.1	XP_003401146.1
OG0008879	XP_015439081.1	XP_003400761.1
OG0008880	XP_015432373.1	XP_003400093.1
OG0008882	XP_015433469.1	XP_003396203.1
OG0008883	XP_015431397.1	XP_003398245.1
OG0008884	XP_015435300.1	XP_012165454.1
OG0008885	XP_015436475.1	XP_012171593.1
OG0008886	XP_015430186.1	XP_003401087.1
OG0008888	XP_015435011.1	XP_012175559.1
OG0008889	XP_015439614.1	XP_012175653.1
OG0008890	XP_015429126.1	XP_003393545.1
OG0008892	XP_015436992.1	XP_020718418.1
OG0008893	XP_015439595.1	XP_012175481.1
OG0008894	XP_015435247.1	XP_012167226.1
OG0008895	XP_015433486.1	XP_003401713.1
OG0008896	XP_015436327.1	XP_012167469.1
OG0008897	XP_015434373.1	XP_003394465.1
OG0008898	XP_015433706.1	XP_003394315.1
OG0008899	XP_015439419.1	XP_003401272.1
OG0008900	XP_015432435.1	XP_003401509.1
OG0008901	XP_015438087.1	XP_003395178.1
OG0008902	XP_015438676.1	XP_003402288.1
OG0008903	XP_015429050.1	XP_003394048.1
OG0008904	XP_015429811.1	XP_003396717.1
OG0008905	XP_015432632.1	XP_012164668.1
OG0008906	XP_015433648.1	XP_003394288.1
OG0008907	XP_015431618.1	XP_003395152.1
OG0008908	XP_015431894.1	XP_003402053.1
OG0008910	XP_015433447.1	XP_012165001.1
OG0008911	XP_015433325.1	XP_012173206.2
OG0008912	XP_015436684.1	XP_003402993.1
OG0008914	XP_015433996.1	XP_003402666.1
OG0008916	XP_015430352.1	XP_003399914.1
OG0008917	XP_015432583.1	XP_003394166.1
OG0008919	XP_015432924.1	XP_003393496.1
OG0008920	XP_015429206.1	XP_012169702.1
OG0008921	XP_015437085.1	XP_003396416.1
OG0008922	XP_015437084.1	XP_003396412.1
OG0008923	XP_015435004.1	XP_003393876.2
OG0008924	XP_015436144.1	XP_012167656.1
OG0008925	XP_015431551.1	XP_003394248.1
OG0008927	XP_015429928.1	XP_003396251.1
OG0008929	XP_015433679.1	XP_012173307.1
OG0008930	XP_015432018.1	XP_003396059.1
OG0008931	XP_015437576.1	XP_003396409.1
OG0008932	XP_015438685.1	XP_020721731.1, XP_003399467.1
OG0008933	XP_015429345.1	XP_003394102.1
OG0008934	XP_015432586.1	XP_003402777.1
OG0008935	XP_015430421.1	XP_003403047.1
OG0008936	XP_015438776.1	XP_003402760.1
OG0008937	XP_015439411.1	XP_003401149.1
OG0008938	XP_015431841.1	XP_003393614.1
OG0008939	XP_015438762.1	XP_012173862.1
OG0008940	XP_015432849.1	XP_012166069.1
OG0008941	XP_015435823.1	XP_003394540.1
OG0008942	XP_015436773.1	XP_003396162.1
OG0008943	XP_015438327.1	XP_003402287.1
OG0008944	XP_015438353.1	XP_012168267.1
OG0008945	XP_015439741.1	XP_003395358.1
OG0008947	XP_015439622.1	XP_012164667.1
OG0008948	XP_015429998.1	XP_003396724.1
OG0008949	XP_015433081.1	XP_003393482.1
OG0008950	XP_015433007.1	XP_003393513.1
OG0008951	XP_015431384.1	XP_003393964.1
OG0008952	XP_015429141.1	XP_003394056.1
OG0008953	XP_015434334.1	XP_003394206.1
OG0008954	XP_015440331.1	XP_003394811.1
OG0008955	XP_015439706.1	XP_003395386.1
OG0008956	XP_015439714.1	XP_003395670.1
OG0008957	XP_015431950.1	XP_003396039.1
OG0008958	XP_015431111.1	XP_003396185.1
OG0008959	XP_015438283.1	XP_003396379.1
OG0008961	XP_015435132.1	XP_003397223.1
OG0008962	XP_015436408.1	XP_003397906.1
OG0008963	XP_015431336.1	XP_003398362.1
OG0008964	XP_015431381.1	XP_003398363.1
OG0008965	XP_015431318.1	XP_003398590.1
OG0008966	XP_015437405.1	XP_003398801.1
OG0008967	XP_015428763.1	XP_003399175.1
OG0008968	XP_015438627.1	XP_003399718.1
OG0008969	XP_015432372.1	XP_003400232.1
OG0008970	XP_015434146.1	XP_003400374.1
OG0008971	XP_015434167.1	XP_003400397.2
OG0008972	XP_015439326.1	XP_003401192.1, XP_012172101.1
OG0008973	XP_015433526.1	XP_003401728.1
OG0008974	XP_015437467.1	XP_003401867.1
OG0008975	XP_015431212.1	XP_003401938.2
OG0008976	XP_015428499.1	XP_012173714.1, XP_003402158.1, XP_020723230.1
OG0008977	XP_015436694.1	XP_003402244.1, XP_020723236.1
OG0008978	XP_015431607.1	XP_012174042.1
OG0008979	XP_015430791.1	XP_003402499.1
OG0008980	XP_015431009.1	XP_003402950.2
OG0008981	XP_015433512.1	XP_003403080.1
OG0008982	XP_015436904.1	XP_012163315.1
OG0008983	XP_015437618.1	XP_012163427.1
OG0008984	XP_015432648.1	XP_012164677.2
OG0008985	XP_015431942.1	XP_012164909.1
OG0008986	XP_015432041.1	XP_012164914.1
OG0008987	XP_015429812.1	XP_012165805.1
OG0008989	XP_015430082.1	XP_012168420.1
OG0008991	XP_015437364.1	XP_012168616.1
OG0008992	XP_015433351.1	XP_012169542.2
OG0008993	XP_015437751.1	XP_012169754.1
OG0008994	XP_015428845.1	XP_012170218.1
OG0008995	XP_015432254.1	XP_012170350.1
OG0008996	XP_015438635.1	XP_012170404.1
OG0008997	XP_015434028.1	XP_012171680.1
OG0008998	XP_015434042.1	XP_012171770.1
OG0008999	XP_015439020.1	XP_012171898.1
OG0009000	XP_015437968.1	XP_012172282.1
OG0009001	XP_015434999.1	XP_012172927.1, XP_012172935.1
OG0009002	XP_015429383.1	XP_012172987.1, XP_020722934.1
OG0009003	XP_015433463.1	XP_020723962.1, XP_012174242.1
OG0009005	XP_015429182.1, XP_015437446.1, XP_015432548.1, XP_015433589.1	XP_020718358.1
OG0009006	XP_015433035.1	XP_020718694.1
OG0009007	XP_015439657.1	XP_020718837.1
OG0009008	XP_015440314.1	XP_020719975.1
OG0009009	XP_015438350.1	XP_020720519.1
OG0009010	XP_015429300.1	XP_020720650.1
OG0009012	XP_015437255.1	XP_020720765.1
OG0009013	XP_015440438.1	XP_020721179.1
OG0009014	XP_015430422.1	XP_020722864.1
OG0009015	XP_015432117.1	XP_020723192.1
OG0009016	XP_015432291.1	XP_020723208.1
OG0009017	XP_015438761.1	XP_020723274.1
OG0009018	XP_015434109.1	XP_020723629.1
OG0009019	XP_015430396.1	XP_020723747.1
OG0009020	XP_015435868.1	XP_020724126.1
OG0009021	XP_015429315.1	XP_020724225.1
OG0009045	XP_015428429.1	XP_012175465.1
OG0009046	XP_015435622.1	XP_003401520.1
OG0009049	XP_015429136.1	XP_003394055.1
OG0009050	XP_015428822.1	XP_012169445.1
OG0009051	XP_015440499.1	XP_003398900.1
OG0009052	XP_015438555.1	XP_003398541.1
OG0009053	XP_015436842.1	XP_003393306.1
OG0009054	XP_015430362.1	XP_020723213.1
OG0009056	XP_015437950.1	XP_003401118.1
OG0009057	XP_015432454.1, XP_015432452.1	XP_003401024.2
OG0009058	XP_015434894.1	XP_012172692.2
OG0009059	XP_015431219.1	XP_003393940.1
OG0009060	XP_015433853.1	XP_003394734.1
OG0009062	XP_015432668.1	XP_003399617.1
OG0009063	XP_015429499.1	XP_003397336.2
OG0009067	XP_015438899.1	XP_003396908.1
OG0009069	XP_015430399.1	XP_003401650.1
OG0009073	XP_015439670.1	XP_003395852.1
OG0009074	XP_015428969.1	XP_020722565.1
OG0009075	XP_015431658.1	XP_012173763.1
OG0009080	XP_015436905.1	XP_012163313.1
OG0009081	XP_015431883.1	XP_012171446.2
OG0009083	XP_015433411.1	XP_003398326.1
OG0009084	XP_015430116.1	XP_012163064.1
OG0009085	XP_015431058.1	XP_003397600.1
OG0009086	XP_015433846.1	XP_003402263.1
OG0009088	XP_015439470.1	XP_003397796.3
OG0009089	XP_015439479.1	XP_012167425.1
OG0009090	XP_015435214.1	XP_003398956.1
OG0009091	XP_015439278.1	XP_003401150.1
OG0009093	XP_015431561.1	XP_003394604.1
OG0009095	XP_015432040.1	XP_003395960.1
OG0009096	XP_015430985.1	XP_012173120.1
OG0009097	XP_015430543.1	XP_003403214.2
OG0009099	XP_015439182.1	XP_003400597.1
OG0009100	XP_015429836.1	XP_012165670.1
OG0009101	XP_015434056.1	XP_003400395.1
OG0009102	XP_015431092.1	XP_020722331.1
OG0009103	XP_015438351.1	XP_012168333.1
OG0009107	XP_015436627.1	XP_012169078.1
OG0009109	XP_015436169.1	XP_003397414.1
OG0009110	XP_015429390.1	XP_003401620.1
OG0009112	XP_015428797.1	XP_012173201.1
OG0009114	XP_015437862.1	XP_003396302.1
OG0009118	XP_015435385.1	XP_012176406.1
OG0009120	XP_015429342.1	XP_012167546.1
OG0009122	XP_015428728.1	XP_003399161.1
OG0009123	XP_015438950.1	XP_012171936.1
OG0009124	XP_015430022.1	XP_012165659.1
OG0009125	XP_015429058.1	XP_012175743.1
OG0009126	XP_015439335.1	XP_003395001.1
OG0009127	XP_015434178.1	XP_012165042.1
OG0009128	XP_015439850.1	XP_012164362.1
OG0009130	XP_015436797.1	XP_003401967.1
OG0009133	XP_015437179.1	XP_012164770.1
OG0009134	XP_015440121.1	XP_003394819.1
OG0009137	XP_015437538.1	XP_020720282.1
OG0009139	XP_015435157.1, XP_015435158.1	XP_020719788.1, XP_020719919.1
OG0009140	XP_015436115.1	XP_012166817.2
OG0009142	XP_015437709.1	XP_020721278.1
OG0009143	XP_015436623.1	XP_003398839.1
OG0009145	XP_015430029.1	XP_012165870.1
OG0009147	XP_015433733.1	XP_020721224.1
OG0009148	XP_015436803.1	XP_012172039.1
OG0009152	XP_015438971.1	XP_003400574.1
OG0009154	XP_015433190.1	XP_003401213.2
OG0009159	XP_015435800.1	XP_003397979.1
OG0009160	XP_015428994.1	XP_003394094.1
OG0009162	XP_015437118.1	XP_003402882.1
OG0009163	XP_015435592.1	XP_020724221.1
OG0009164	XP_015431464.1	XP_020724205.1
OG0009165	XP_015433632.1	XP_003394118.1
OG0009166	XP_015435822.1	XP_003394236.1
OG0009167	XP_015429775.1	XP_012176171.1
OG0009168	XP_015429326.1	XP_020724228.1
OG0009169	XP_015437867.1	XP_012176718.2
OG0009171	XP_015439646.1	XP_012164365.1
OG0009172	XP_015439686.1	XP_020718602.1
OG0009173	XP_015439750.1	XP_020723054.1
OG0009175	XP_015436709.1	XP_012164964.1
OG0009177	XP_015440353.1	XP_012174830.1
OG0009178	XP_015438731.1	XP_012175300.1
OG0009180	XP_015437449.1	XP_012174744.1
OG0009181	XP_015438216.1	XP_012165527.1
OG0009182	XP_015434743.1, XP_015434744.1	XP_020720621.1
OG0009184	XP_015429254.1	XP_003397354.1
OG0009185	XP_015430967.1	XP_003403182.1
OG0009187	XP_015436108.1	XP_012166924.1
OG0009188	XP_015436089.1	XP_012166850.1
OG0009190	XP_015431059.1	XP_003397601.1
OG0009194	XP_015439607.1	XP_003398304.3
OG0009196	XP_015436205.1	XP_020719242.1
OG0009197	XP_015430906.1	XP_012176327.1
OG0009198	XP_015432082.1	XP_012170633.2
OG0009199	XP_015438660.1	XP_020721566.1
OG0009202	XP_015438913.1	XP_012171984.1
OG0009203	XP_015438962.1	XP_012171608.2
OG0009204	XP_015430214.1	XP_003400639.2
OG0009207	XP_015434797.1	XP_012172526.2
OG0009208	XP_015434876.1	XP_012172679.1
OG0009211	XP_015430265.1	XP_020723182.1
OG0009212	XP_015435317.1	XP_020719854.1
OG0009214	XP_015432176.1	XP_003393801.1
OG0009216	XP_015433105.1	XP_003401070.1
OG0009217	XP_015432561.1	XP_020724263.1
OG0009218	XP_015434241.1	XP_020723597.1
OG0009219	XP_015433736.1	XP_003398819.1
OG0009220	XP_015439162.1	XP_012163700.1
OG0009221	XP_015436304.1	XP_003397849.1
OG0009222	XP_015432007.1	XP_003393832.2
OG0009223	XP_015432584.1	XP_003394165.1
OG0009224	XP_015436137.1	XP_003397399.1
OG0009225	XP_015436079.1	XP_003397417.1
OG0009226	XP_015439105.1	XP_003400536.1
OG0009227	XP_015430625.1	XP_003393511.1
OG0009228	XP_015428572.1	XP_003393574.1
OG0009229	XP_015429036.1	XP_003394041.1
OG0009230	XP_015429317.1	XP_003394112.1
OG0009232	XP_015432026.1	XP_003396032.1
OG0009233	XP_015437246.1	XP_003396080.1
OG0009234	XP_015429257.1	XP_003397146.1
OG0009235	XP_015436417.1	XP_003397522.2
OG0009236	XP_015433758.1	XP_003398002.1
OG0009237	XP_015434708.1	XP_003398616.1
OG0009239	XP_015428707.1	XP_003399449.1
OG0009240	XP_015432085.1	XP_003399880.1, XP_012170533.1
OG0009241	XP_015434192.1	XP_003400869.1
OG0009242	XP_015429649.1	XP_003401292.1
OG0009243	XP_015435692.1	XP_003403245.2
OG0009244	XP_015430481.1	XP_020722863.1, XP_003403430.2
OG0009245	XP_015430631.1	XP_012163242.1
OG0009247	XP_015429210.1	XP_012166306.2
OG0009248	XP_015434461.1	XP_012166359.1
OG0009249	XP_015431100.1	XP_012166751.1
OG0009250	XP_015435569.1	XP_012169163.1
OG0009251	XP_015438689.1	XP_012169874.2
OG0009252	XP_015438637.1	XP_012170639.2
OG0009253	XP_015437704.1	XP_012170831.1
OG0009254	XP_015429002.1	XP_012170936.1
OG0009255	XP_015434527.1	XP_012171342.1
OG0009256	XP_015439937.1	XP_020722372.1, XP_012171933.1
OG0009257	XP_015434824.1	XP_012172013.1
OG0009258	XP_015434796.1	XP_012172524.1
OG0009260	XP_015433933.1	XP_012173575.1
OG0009261	XP_015435713.1	XP_012173748.1
OG0009264	XP_015428988.1	XP_012175771.1
OG0009265	XP_015429106.1	XP_012175799.1, XP_012175798.1, XP_012175800.1
OG0009266	XP_015432555.1	XP_012176618.1
OG0009267	XP_015437659.1	XP_020718982.1
OG0009269	XP_015440426.1	XP_020721195.1
OG0009270	XP_015429366.1	XP_020721572.1
OG0009271	XP_015438982.1	XP_020722242.1
OG0009272	XP_015434807.1	XP_020722765.1
OG0009273	XP_015432808.1	XP_020723565.1
OG0009274	XP_015432532.1	XP_020723900.1
OG0009302	XP_015436405.1	XP_003397921.1
OG0009303	XP_015436891.1	XP_020718321.1
OG0009304	XP_015430972.1, XP_015430973.1	XP_003401743.1
OG0009308	XP_015432074.1	NP_001267830.1
OG0009310	XP_015435175.1	XP_012166492.1
OG0009311	XP_015435496.1	XP_012168991.1
OG0009312	XP_015430106.1	XP_003393419.1
OG0009315	XP_015439183.1	XP_020718476.1
OG0009316	XP_015433107.1	XP_012172150.1
OG0009317	XP_015430741.1	XP_012165025.1
OG0009318	XP_015437577.1	XP_003396406.1
OG0009320	XP_015439546.1	XP_012167390.1
OG0009323	XP_015428881.1	XP_012167811.1
OG0009325	XP_015438480.1	XP_003398285.1
OG0009334	XP_015430556.1, XP_015430555.1	XP_003403201.1
OG0009335	XP_015428588.1	XP_020721815.1
OG0009336	XP_015436961.1	XP_020718581.1
OG0009337	XP_015432484.1	XP_003401237.1
OG0009338	XP_015435589.1	XP_020722550.1
OG0009340	XP_015436044.1	XP_012167649.1
OG0009342	XP_015438659.1	XP_003399672.2
OG0009344	XP_015432497.1	XP_012172163.2
OG0009345	XP_015433199.1	XP_003401210.1
OG0009351	XP_015434081.1	XP_003400405.1
OG0009354	XP_015428405.1	XP_020721292.1
OG0009356	XP_015437015.1	XP_012169823.2
OG0009359	XP_015436142.1	XP_020719555.1
OG0009361	XP_015431622.1	XP_012163295.1
OG0009362	XP_015431038.1	XP_003403289.1, XP_012175292.1
OG0009367	XP_015433729.1	XP_020719266.1, XP_003396978.1
OG0009372	XP_015434865.1	XP_020722411.1
OG0009380	XP_015436706.1	XP_012164971.1
OG0009383	XP_015434470.1	XP_003396931.1
OG0009385	XP_015429497.1	XP_020719908.1
OG0009387	XP_015437912.1	XP_003397478.2
OG0009389	XP_015438052.1	XP_020719911.1
OG0009392	XP_015436064.1	XP_020720121.1
OG0009395	XP_015439501.1	XP_003397589.1
OG0009397	XP_015431271.1	XP_012168045.1
OG0009398	XP_015431409.1	XP_003398372.1
OG0009408	XP_015434138.1	XP_012171721.1
OG0009409	XP_015438961.1	XP_020722262.1
OG0009413	XP_015436463.1	XP_012171992.1
OG0009415	XP_015439305.1	XP_012172261.1
OG0009416	XP_015431030.1	XP_012168743.1
OG0009418	XP_015434803.1	XP_020723498.1
OG0009424	XP_015437974.1	XP_003401435.1
OG0009427	XP_015434265.1	XP_003394455.1
OG0009430	XP_015438170.1	XP_012165216.1
OG0009431	XP_015436820.1	XP_012166125.1
OG0009432	XP_015435630.1	XP_003401218.1
OG0009434	XP_015435421.1	XP_003393031.1
OG0009435	XP_015433071.1	XP_003393055.1
OG0009436	XP_015434614.1	XP_003394487.1
OG0009437	XP_015439789.1	XP_003395637.1
OG0009438	XP_015437124.1	XP_003396175.1
OG0009439	XP_015432030.1	XP_003396183.1
OG0009440	XP_015439506.1	XP_003397556.2
OG0009441	XP_015428455.1	XP_003398804.1
OG0009442	XP_015431252.1	XP_003399969.1
OG0009443	XP_015434041.1	XP_003400712.1
OG0009444	XP_015434150.1	XP_003400788.1
OG0009445	XP_015430525.1	XP_012172902.1, XP_003401630.1
OG0009446	XP_015434283.1	XP_020718765.1
OG0009448	XP_015434565.1	XP_003402713.2
OG0009449	XP_015440423.1	XP_003403319.2
OG0009450	XP_015439748.1	XP_012164479.1
OG0009452	XP_015431113.1	XP_012165036.1
OG0009453	XP_015436350.1	XP_012167051.1
OG0009454	XP_015431107.1	XP_012167183.1
OG0009456	XP_015437784.1	XP_012169379.1
OG0009457	XP_015438636.1	XP_012170245.1
OG0009458	XP_015438625.1	XP_012170260.2
OG0009459	XP_015439115.1	XP_012171521.1
OG0009460	XP_015439135.1	XP_012171892.1
OG0009461	XP_015433156.1	XP_012172196.1
OG0009463	XP_015434813.1	XP_012172559.1
OG0009464	XP_015431075.1	XP_012173367.1
OG0009465	XP_015433955.1	XP_012173392.1
OG0009466	XP_015432570.1	XP_012174666.1
OG0009467	XP_015435261.1	XP_012175607.1
OG0009468	XP_015433254.1	XP_020718835.1
OG0009470	XP_015429521.1	XP_020719774.1
OG0009471	XP_015439481.1	XP_020720140.1
OG0009472	XP_015440446.1	XP_020721169.1
OG0009473	XP_015432330.1	XP_020721946.1
OG0009475	XP_015433242.1	XP_020722945.1
OG0009476	XP_015434936.1	XP_020723107.1
OG0009478	XP_015435199.1	XP_020724242.1
OG0009520	XP_015430998.1	XP_020719024.1
OG0009522	XP_015436155.1	XP_012165629.1, XP_020719570.1
OG0009523	XP_015433201.1	XP_003401586.1
OG0009524	XP_015429515.1	XP_012173986.1
OG0009525	XP_015434825.1	XP_003400987.1
OG0009528	XP_015436699.1	XP_003396815.1
OG0009531	XP_015439141.1	XP_020722355.1
OG0009532	XP_015428646.1	XP_020721921.1
OG0009536	XP_015431670.1	XP_020718525.1, XP_012163651.1
OG0009537	XP_015439393.1	XP_020718451.1, XP_012175532.1
OG0009538	XP_015434812.1	XP_012172269.2
OG0009544	XP_015436798.1	XP_003401964.1
OG0009545	XP_015431006.1	XP_003402916.2
OG0009555	XP_015438956.1	XP_020722210.1
OG0009557	XP_015433159.1	XP_012172366.1
OG0009560	XP_015440204.1	XP_012168558.1, XP_020720864.1
OG0009568	XP_015431892.1	XP_012173478.1
OG0009573	XP_015433896.1	XP_003396984.1
OG0009579	XP_015438050.1	XP_020719910.1
OG0009585	XP_015432533.1	XP_020723902.1
OG0009587	XP_015437907.1	XP_020719448.1
OG0009595	XP_015433479.1	XP_003403071.1
OG0009599	XP_015433630.1	XP_003394307.2
OG0009600	XP_015439829.1	XP_012163149.1, XP_003394864.2
OG0009601	XP_015438453.1	XP_003396140.1
OG0009602	XP_015429951.1	XP_003396647.1
OG0009603	XP_015438394.1	XP_003398154.1
OG0009604	XP_015432388.1	XP_003400194.1
OG0009605	XP_015430181.1	XP_003401088.1
OG0009606	XP_015435610.1	XP_003401249.1
OG0009608	XP_015433799.1	XP_003401929.1
OG0009609	XP_015433935.1	XP_003402024.1
OG0009612	XP_015431347.1	XP_012168044.1, XP_003403408.2
OG0009613	XP_015431749.1	XP_012163277.1
OG0009614	XP_015436882.1	XP_012163326.1
OG0009615	XP_015440091.1	XP_012164162.1
OG0009616	XP_015435292.1	XP_012164798.2
OG0009617	XP_015436613.1	XP_012165090.1
OG0009619	XP_015431096.1	XP_012166752.1
OG0009621	XP_015439463.1	XP_012167185.1
OG0009622	XP_015438436.1	XP_012168138.1, XP_012168139.1
OG0009623	XP_015437386.1	XP_012168629.1
OG0009625	XP_015431800.1	XP_012170523.1, XP_012174530.1
OG0009626	XP_015428591.1	XP_012170741.1
OG0009628	XP_015432298.1	XP_012171129.1
OG0009631	XP_015435599.1	XP_012172381.1
OG0009632	XP_015432425.1	XP_012172764.1
OG0009634	XP_015429677.1	XP_012174419.1
OG0009635	XP_015429298.1	XP_012174889.2
OG0009636	XP_015434959.1	XP_012175466.1
OG0009638	XP_015435877.1	XP_012176245.1
OG0009640	XP_015435650.1	XP_020720104.1
OG0009644	XP_015436520.1	XP_020721176.1
