Orthogroup	Megachile_rotundata	Drosophila_melanogaster
OG0006912	XP_003707582.2	NP_723735.2
OG0006913	XP_012147776.1	NP_001262769.1
OG0006914	XP_003706669.1	NP_610670.2
OG0006915	XP_003705052.1	NP_730192.2
OG0006916	XP_012136911.1	NP_609981.1
OG0006917	XP_012135253.1	NP_573099.1
OG0006918	XP_003705184.1	NP_476886.1
OG0006919	XP_012154359.1	NP_001033932.2
OG0006921	XP_003705652.1	NP_573128.2
OG0006922	XP_012153345.1	NP_648439.1
OG0006923	XP_003706930.1	NP_001368991.1
OG0006924	XP_003701127.1	NP_611871.2
OG0006925	XP_003703027.1	NP_524450.2
OG0006927	XP_003704272.1	NP_524776.1
OG0006928	XP_012141267.1	NP_001368954.1
OG0006929	XP_012135938.1	NP_001262456.1
OG0006930	XP_003704845.2	NP_651857.2
OG0006931	XP_003707739.1	NP_001285095.1
OG0006932	XP_003705994.1	NP_609209.2
OG0006933	XP_012136863.1	NP_610169.1
OG0006934	XP_012144425.1	NP_651044.1
OG0006935	XP_003705645.1	NP_726243.1
OG0006936	XP_012139722.1	NP_001188848.1, NP_649978.2
OG0006937	XP_003708543.1	NP_001287400.1
OG0006938	XP_012147453.1	NP_001259806.1
OG0006939	XP_012151364.1	NP_001247033.1
OG0006940	XP_003708287.1	NP_525099.3
OG0006941	XP_003702920.1	NP_647798.1
OG0006943	XP_003707032.1	NP_649512.1
OG0006944	XP_012152318.1	NP_727785.1
OG0006945	XP_012140251.1	NP_542443.4
OG0006946	XP_003700032.1	NP_001287052.1
OG0006948	XP_003702844.1	NP_001286684.1
OG0006949	XP_003707682.1	NP_001260196.1
OG0006950	XP_003708577.1	NP_651079.2
OG0006951	XP_003701309.1	NP_001188706.1
OG0006952	XP_003703521.1	NP_524834.2
OG0006953	XP_012142574.1	NP_650554.3
OG0006954	XP_012151626.1	NP_001097646.1
OG0006955	XP_012138499.1	NP_996147.1
OG0006956	XP_003699211.1	NP_611693.1
OG0006957	XP_003706434.1	NP_726006.3
OG0006958	XP_003699945.1	NP_611961.1
OG0006959	XP_012153028.1	NP_652607.1
OG0006960	XP_003702048.1	NP_001036597.1
OG0006961	XP_012141821.1	NP_001284813.1
OG0006962	XP_003708410.1	NP_524212.2
OG0006963	XP_003700404.1	NP_609478.1
OG0006964	XP_012138133.1	NP_001261957.1, NP_730182.1
OG0006965	XP_003700561.1	NP_001259286.1
OG0006966	XP_012137746.1	NP_001261722.1
OG0006967	XP_012138315.1	NP_651754.1
OG0006968	XP_012153235.1	NP_001036460.1
OG0006969	XP_003705523.1	NP_524894.1
OG0006970	XP_003707146.1	NP_733329.1
OG0006971	XP_012135761.1	NP_001163786.1
OG0006972	XP_012148197.1	NP_001285589.1
OG0006973	XP_003703693.1	NP_569954.1
OG0006974	XP_012152648.1	NP_650486.1
OG0006975	XP_012152659.1	NP_650542.1
OG0006976	XP_003703122.1	NP_476710.2
OG0006979	XP_003703140.1	NP_609738.1
OG0006980	XP_012136098.1	NP_729983.1
OG0006981	XP_003702117.1	NP_001259941.1
OG0006982	XP_012154501.1, XP_012154492.1	NP_001261577.1
OG0006983	XP_012137811.1	NP_001261373.1
OG0006984	XP_012141898.1	NP_001286565.1
OG0006985	XP_012136882.1	NP_001286577.1
OG0006986	XP_012147967.1	NP_001284797.1
OG0006987	XP_003699409.1	NP_001286807.1
OG0006988	XP_003707468.1	NP_001286070.1
OG0006990	XP_012152853.1	NP_723971.1
OG0006991	XP_012152384.1	NP_609305.1
OG0006992	XP_003707938.1	NP_477502.1
OG0006993	XP_012151907.1	NP_610642.2
OG0006994	XP_003707362.1	NP_523910.1
OG0006995	XP_012147271.1	NP_001036711.1
OG0006998	XP_003703259.1	NP_609370.2
OG0006999	XP_012144419.1	NP_476593.2
OG0007000	XP_012145381.1	NP_001246950.1
OG0007001	XP_012148551.1	NP_649318.1
OG0007002	XP_012140233.1	NP_001303402.1
OG0007003	XP_003701886.1	NP_001163721.1
OG0007004	XP_003706163.1	NP_608841.1
OG0007005	XP_003708180.1	NP_573239.1
OG0007006	XP_003707307.1	NP_001137996.2
OG0007007	XP_003703903.1	NP_524596.1
OG0007008	XP_012142658.1	NP_573026.1
OG0007009	XP_003708446.1	NP_524939.1
OG0007010	XP_012146606.1	NP_001259381.1
OG0007012	XP_012143101.1	NP_611862.1
OG0007013	XP_003699480.1	NP_723549.1
OG0007014	XP_003704027.1	NP_001259837.1
OG0007015	XP_012141575.1	NP_001096864.1
OG0007016	XP_003699487.1	NP_648755.1
OG0007017	XP_003702205.1	NP_610048.2
OG0007018	XP_003700250.1	NP_001015187.2
OG0007020	XP_012142370.1	NP_647737.1
OG0007021	XP_012151031.1	NP_001261795.1
OG0007022	XP_003706667.1	NP_650431.1
OG0007023	XP_003706506.2	NP_609607.1
OG0007024	XP_012141105.1	NP_477271.1
OG0007025	XP_012143191.1	NP_650520.1
OG0007026	XP_003699181.1	NP_001162645.1
OG0007027	XP_003701268.1	NP_649129.1
OG0007028	XP_003705032.1	NP_647901.1
OG0007029	XP_012154534.1	NP_001163639.1
OG0007030	XP_003702771.1	NP_652724.1
OG0007031	XP_012142520.1	NP_001246473.1
OG0007032	XP_003703365.1	NP_001246256.1
OG0007033	XP_012147075.1	NP_001260200.1
OG0007034	XP_012146790.1	NP_649965.2
OG0007035	XP_003705135.1, XP_012144880.1	NP_608521.1
OG0007036	XP_003706620.1	NP_477432.3
OG0007037	XP_012135393.1	NP_001137648.1, NP_611151.1
OG0007038	XP_003704746.1	NP_611363.2
OG0007039	XP_012144892.1	NP_610292.2
OG0007040	XP_003706815.1	NP_476946.1
OG0007041	XP_003707671.1	NP_001104452.1
OG0007043	XP_012150978.1	NP_477242.1
OG0007044	XP_003699244.1	NP_648247.1
OG0007045	XP_003700525.1	NP_651182.2
OG0007046	XP_012147090.1	NP_001261051.1
OG0007047	XP_003702851.1	NP_001033884.2
OG0007048	XP_003704776.1	NP_650457.2
OG0007049	XP_012138318.1	NP_001369036.1
OG0007050	XP_003703822.1	NP_611080.1
OG0007051	XP_012154254.1	NP_001260871.1
OG0007052	XP_003706080.2	NP_609452.1
OG0007053	XP_012144592.1	NP_001262893.1
OG0007054	XP_012147020.1	NP_001263142.1
OG0007055	XP_003707488.1	NP_001259133.1
OG0007056	XP_003701407.1	NP_001285218.1
OG0007057	XP_012146976.1	NP_610997.1
OG0007058	XP_012139030.1	NP_648787.2
OG0007059	XP_003704220.2	NP_523403.2
OG0007060	XP_003700263.1	NP_001262717.1
OG0007061	XP_003706138.1	NP_001163511.1
OG0007062	XP_003703722.1	NP_650401.1
OG0007063	XP_012140379.1	NP_611008.2
OG0007064	XP_012141840.1	NP_477039.1
OG0007066	XP_012149900.1	NP_609058.2
OG0007067	XP_003700423.1	NP_001262000.1
OG0007068	XP_012150460.1	NP_001259972.1
OG0007070	XP_003707579.1	NP_001303376.1
OG0007071	XP_003705018.2	NP_477416.1
OG0007072	XP_003703118.1	NP_649072.1
OG0007073	XP_012139547.1	NP_001286637.1
OG0007074	XP_012139665.1	NP_573119.1
OG0007075	XP_003705568.1	NP_001097002.1
OG0007076	XP_003706797.1	NP_524757.1
OG0007077	XP_003706005.1	NP_650955.1
OG0007078	XP_003705093.1	NP_001286617.1
OG0007079	XP_012152032.1	NP_524199.1
OG0007080	XP_012137474.1	NP_610761.2
OG0007081	XP_012137662.1	NP_001261138.1
OG0007082	XP_003706885.1	NP_648944.1
OG0007083	XP_003701720.1	NP_476708.1
OG0007084	XP_012147500.1	NP_524764.1
OG0007085	XP_012140496.1	NP_524107.2
OG0007086	XP_003702560.1	NP_610928.1
OG0007087	XP_012150620.1, XP_003707630.1	NP_524071.2
OG0007088	XP_003701264.1	NP_651601.1
OG0007089	XP_012141863.1	NP_001246428.1
OG0007090	XP_012141963.1	NP_001163531.1
OG0007091	XP_003704038.1	NP_650459.1
OG0007092	XP_012134837.1	NP_652063.1
OG0007093	XP_003707279.1	NP_611113.1
OG0007094	XP_003707551.2	NP_001262001.1
OG0007095	XP_012138132.1	NP_524549.1
OG0007096	XP_012147005.1	NP_001027032.1
OG0007097	XP_003699646.1	NP_001262804.1
OG0007098	XP_003707967.1	NP_001259946.1
OG0007099	XP_003701116.1	NP_610000.1
OG0007100	XP_012141159.1	NP_001162899.1
OG0007101	XP_012150281.1	NP_648819.2
OG0007102	XP_012139217.1	NP_573075.1, NP_611459.1
OG0007103	XP_003699936.1	NP_001285190.1
OG0007104	XP_003706351.1	NP_001097249.1
OG0007105	XP_012149951.1	NP_001287545.1
OG0007106	XP_003702430.1	NP_612112.1
OG0007107	XP_003705889.1	NP_650111.3
OG0007108	XP_012136631.1, XP_003701478.1	NP_649777.1
OG0007109	XP_012154355.1	NP_001246599.1
OG0007110	XP_003703946.1	NP_650128.1
OG0007111	XP_012146864.1	NP_001259457.1
OG0007112	XP_003705013.1	NP_612045.1
OG0007113	XP_012151548.1	NP_001097853.1
OG0007115	XP_003702505.1	NP_725369.1
OG0007116	XP_012147455.1	NP_001027109.2
OG0007117	XP_003699996.1	NP_001262220.1
OG0007118	XP_012150975.1	NP_648205.1
OG0007119	XP_003704485.1	NP_524737.2
OG0007120	XP_012143977.1	NP_001246323.1
OG0007121	XP_012134652.1	NP_001259175.1
OG0007122	XP_012154365.1	NP_609999.2
OG0007123	XP_012146743.1	NP_001097549.1
OG0007124	XP_003699747.1	NP_001259172.1
OG0007125	XP_003701547.1	NP_001246856.1
OG0007126	XP_003700198.1	NP_001014589.1
OG0007127	XP_003703536.1	NP_609237.1
OG0007128	XP_003703748.1	NP_001259621.1
OG0007129	XP_003706867.1	NP_648489.1
OG0007130	XP_012152804.1	NP_477354.1
OG0007131	XP_012146124.1	NP_001036375.2
OG0007132	XP_003708261.1	NP_609151.2
OG0007133	XP_012149367.1	NP_996213.1
OG0007134	XP_012139044.1	NP_608525.1
OG0007135	XP_012147164.1	NP_610760.1
OG0007136	XP_012152878.1	NP_726175.3
OG0007137	XP_012145354.1	NP_524316.1
OG0007138	XP_003703787.1	NP_524364.2
OG0007139	XP_003704389.1	NP_001246108.1
OG0007140	XP_003700558.1	NP_001303371.1
OG0007141	XP_003704196.1	NP_001259148.1
OG0007142	XP_012138021.1	NP_647880.1
OG0007143	XP_003708361.1	NP_572836.1
OG0007144	XP_003706101.1	NP_652555.1
OG0007145	XP_003701917.1	NP_723789.2
OG0007146	XP_003705096.1	NP_651978.2
OG0007147	XP_012139456.1	NP_001036609.1
OG0007148	XP_003699561.1	NP_650083.1
OG0007150	XP_003701351.1	NP_001189165.1
OG0007151	XP_003704141.1	NP_609490.1
OG0007152	XP_003699280.1	NP_001262729.1
OG0007153	XP_003707707.1	NP_648553.1
OG0007154	XP_012153917.1	NP_001027089.1
OG0007155	XP_003700532.1	NP_651986.2
OG0007156	XP_003701146.1	NP_650553.1
OG0007158	XP_012137962.1	NP_725476.1
OG0007159	XP_003704256.1	NP_001259934.1
OG0007160	XP_003702846.1	NP_730600.1
OG0007161	XP_003705506.1	NP_649626.1
OG0007162	XP_012150025.1	NP_572673.1
OG0007163	XP_003703278.2	NP_728468.1
OG0007164	XP_003704087.2	NP_001303440.1
OG0007165	XP_003705142.1	NP_001285679.1
OG0007166	XP_012137894.1	NP_728573.1
OG0007168	XP_003704030.1	NP_001138001.1
OG0007169	XP_003708474.1	NP_611959.2
OG0007170	XP_003707672.1	NP_001137876.1
OG0007171	XP_003707974.1	NP_612003.1
OG0007172	XP_003702008.1	NP_649713.1
OG0007173	XP_003705014.1	NP_652037.1
OG0007174	XP_003705268.1	NP_525105.2
OG0007175	XP_012153636.1	NP_647995.1
OG0007176	XP_003702796.1	NP_650307.2
OG0007177	XP_012135468.1, XP_012135467.1, XP_003701038.1	NP_723226.1
OG0007178	XP_003706225.1	NP_001036342.1
OG0007179	XP_012154406.1	NP_001262895.1
OG0007180	XP_012142202.1	NP_001261188.1
OG0007182	XP_012145558.1	NP_523665.2
OG0007184	XP_003703482.1	NP_572576.1
OG0007185	XP_012145247.1	NP_001287558.1
OG0007187	XP_003705539.1	NP_647623.1
OG0007188	XP_012146398.1	NP_573000.1
OG0007189	XP_012138079.1	NP_001259576.1
OG0007190	XP_003702176.1	NP_611676.1
OG0007192	XP_003701193.1	NP_001259914.1
OG0007193	XP_003702543.1	NP_001097981.1
OG0007195	XP_012146975.1	NP_511069.3
OG0007196	XP_003705295.1, XP_012145307.1	NP_572710.1
OG0007197	XP_012139137.1	NP_001260166.1
OG0007198	XP_003704123.1	NP_001284938.1
OG0007199	XP_012134916.1	NP_524942.1
OG0007200	XP_003705469.2	NP_648178.1
OG0007201	XP_003700569.1	NP_001259184.1
OG0007202	XP_012136398.1	NP_524626.1
OG0007205	XP_012140464.1	NP_728621.1
OG0007206	XP_012144213.1	NP_524831.2
OG0007208	XP_003703653.1	NP_001284796.1
OG0007209	XP_003704326.1	NP_610267.2
OG0007210	XP_012140838.1	NP_001027138.2
OG0007212	XP_003702687.1	NP_477064.1
OG0007213	XP_003707718.2	NP_001260649.1
OG0007214	XP_012144956.1, XP_012144961.1	NP_476762.1
OG0007217	XP_003707810.1	NP_649573.2
OG0007219	XP_012151362.1, XP_012139793.1	NP_001260144.1
OG0007220	XP_003700457.1	NP_001287225.1
OG0007222	XP_003705324.1	NP_477448.1
OG0007223	XP_003699697.1	NP_001284786.1
OG0007225	XP_012140262.1	NP_650752.2
OG0007226	XP_003706783.1	NP_524756.2
OG0007227	XP_012142392.1	NP_524535.2
OG0007228	XP_012141689.1	NP_477324.1
OG0007229	XP_003702111.1	NP_609325.2, NP_001015502.3
OG0007230	XP_003701131.2	NP_511096.2
OG0007231	XP_003700969.1	NP_477401.2
OG0007232	XP_003699225.1	NP_511094.1
OG0007233	XP_003701510.1	NP_996087.2
OG0007234	XP_012153375.1	NP_001188596.1
OG0007235	XP_012153393.1	NP_611100.1
OG0007236	XP_003702518.1	NP_001260712.1
OG0007237	XP_003701256.1	NP_650000.1
OG0007238	XP_003702793.1	NP_477330.1
OG0007239	XP_003706594.1	NP_001286990.1
OG0007241	XP_003708094.1	NP_649546.1
OG0007242	XP_012144750.1	NP_001162756.1
OG0007243	XP_012136466.1	NP_001286836.1
OG0007244	XP_012138689.1	NP_611422.2
OG0007245	XP_003706668.1	NP_610610.1
OG0007247	XP_012151020.1	NP_730812.3
OG0007248	XP_003705237.1	NP_651581.2
OG0007249	XP_012142167.1	NP_001259560.1
OG0007250	XP_003706584.1	NP_609790.1
OG0007251	XP_012147237.1	NP_524333.1
OG0007253	XP_003707241.1	NP_651885.1
OG0007254	XP_012136700.1	NP_001287029.1
OG0007255	XP_003703773.1	NP_477449.1
OG0007257	XP_012141051.1	NP_001368973.1
OG0007259	XP_012143870.1	NP_001286252.1
OG0007260	XP_003702856.1	NP_650775.2
OG0007262	XP_003708109.1	NP_001259535.1
OG0007263	XP_003702729.1	NP_001015384.1
OG0007264	XP_012150344.1	NP_001286339.1
OG0007265	XP_012151697.1	NP_659573.1
OG0007268	XP_012147180.1	NP_001287177.1
OG0007269	XP_012145479.1	NP_001245511.1
OG0007270	XP_012141424.1	NP_001262397.1
OG0007271	XP_012146471.1	NP_524729.2
OG0007272	XP_012149921.1	NP_649658.1
OG0007273	XP_012147264.1	NP_001287617.1
OG0007274	XP_012141709.1	NP_001247269.1
OG0007275	XP_003705338.1	NP_651778.1
OG0007276	XP_003706781.1	NP_609491.1
OG0007278	XP_003703525.1	NP_573066.1
OG0007279	XP_012142455.1	NP_648804.1
OG0007280	XP_012150600.1	NP_649910.3
OG0007281	XP_012137953.1	NP_608491.3
OG0007282	XP_003700023.1	NP_001260335.1
OG0007283	XP_003705313.2	NP_001287287.1
OG0007284	XP_012137904.1	NP_610687.1
OG0007285	XP_012135829.1	NP_651727.1
OG0007286	XP_003707378.1	NP_001286797.1
OG0007287	XP_003699904.2	NP_001259489.1
OG0007288	XP_012143103.1	NP_001262822.1
OG0007289	XP_012140562.1	NP_001261910.1
OG0007290	XP_003705498.2	NP_649635.1
OG0007291	XP_003706137.1	NP_723700.1
OG0007293	XP_012135205.1, XP_012135197.1	NP_524621.2
OG0007294	XP_012147251.1	NP_001096987.2
OG0007295	XP_012141580.1	NP_001247303.1
OG0007296	XP_003703378.1	NP_611229.2
OG0007297	XP_003704472.1	NP_001261699.1
OG0007298	XP_003707300.1	NP_001262832.1
OG0007299	XP_003705002.1	NP_001287215.1
OG0007300	XP_003702093.1	NP_524981.2
OG0007301	XP_012141962.1	NP_001036558.1, NP_649386.1
OG0007302	XP_012153798.1	NP_001097115.1
OG0007303	XP_012150539.1	NP_001262259.1
OG0007304	XP_012153469.1	NP_001163238.2
OG0007305	XP_012153686.1	NP_610203.2
OG0007306	XP_012149570.1	NP_001259418.1
OG0007307	XP_003705749.1	NP_001285000.1
OG0007308	XP_012136115.1	NP_001287272.1
OG0007309	XP_012146292.1	NP_001097088.3
OG0007310	XP_012137531.1, XP_012137532.1, XP_012137533.1	NP_001285953.1
OG0007311	XP_003699489.1	NP_001260017.1
OG0007312	XP_003702215.1	NP_648660.1
OG0007313	XP_003699366.1	NP_476602.1
OG0007314	XP_012139946.1	NP_001262857.1
OG0007315	XP_003708039.1	NP_476759.1
OG0007316	XP_012147432.1	NP_001246080.1
OG0007318	XP_003705193.1	NP_649946.1
OG0007319	XP_003706450.1	NP_649254.2
OG0007320	XP_003703739.1	NP_001260276.1
OG0007321	XP_003707627.1	NP_733239.1
OG0007322	XP_003703670.1	NP_001097354.1
OG0007323	XP_003706261.1	NP_001260513.1
OG0007324	XP_012147411.1	NP_608548.1
OG0007325	XP_012147458.1	NP_001162844.1
OG0007326	XP_012152750.1	NP_608742.2
OG0007327	XP_012140547.1	NP_732958.1
OG0007329	XP_003708674.1	NP_001285417.1
OG0007330	XP_012146436.1	NP_511075.3
OG0007331	XP_012138450.1	NP_001015316.1
OG0007332	XP_003705761.2	NP_001287279.1
OG0007334	XP_012145854.1	NP_573368.2
OG0007335	XP_003702051.1	NP_648241.1
OG0007336	XP_003705884.1	NP_001285296.1
OG0007337	XP_012138144.1	NP_610094.1
OG0007338	XP_012151376.1	NP_610746.1
OG0007339	XP_012137244.1	NP_651288.1
OG0007340	XP_012136944.1	NP_611843.2
OG0007341	XP_012152924.1	NP_001262288.1
OG0007342	XP_012142695.1	NP_001096945.1
OG0007343	XP_003699303.2	NP_573154.1
OG0007344	XP_003706909.1	NP_648968.2
OG0007345	XP_003701603.1	NP_511113.1
OG0007346	XP_003699959.1	NP_523363.2
OG0007347	XP_003701528.1	NP_001034073.1
OG0007348	XP_003702480.1	NP_610945.1
OG0007349	XP_003699850.1	NP_610826.1
OG0007350	XP_012140111.1	NP_001163309.2
OG0007351	XP_003701169.1	NP_001259308.1
OG0007352	XP_012153905.1	NP_001284819.1
OG0007353	XP_003700870.2	NP_608490.1
OG0007354	XP_012140524.1	NP_572185.1
OG0007355	XP_012151384.1	NP_001262705.1
OG0007356	XP_003700984.1	NP_610543.1
OG0007358	XP_012145337.1, XP_012145333.1	NP_649469.2
OG0007359	XP_012136757.1	NP_001285078.1
OG0007360	XP_012147467.1	NP_001303307.1
OG0007361	XP_012142208.1	NP_001284756.1
OG0007362	XP_003699706.2	NP_001284854.1
OG0007363	XP_003704309.1	NP_001285587.1
OG0007364	XP_012134986.1	NP_523473.2
OG0007365	XP_003706889.1	NP_730465.1
OG0007366	XP_012144621.1	NP_648537.2
OG0007367	XP_003705752.1	NP_001260415.1
OG0007368	XP_012145240.1	NP_001286405.1
OG0007369	XP_012142231.1	NP_001188958.1
OG0007370	XP_003708659.1	NP_650867.1
OG0007371	XP_003700618.1	NP_477451.1
OG0007372	XP_012147390.1	NP_001261833.1
OG0007374	XP_012140484.1	NP_572302.2
OG0007375	XP_012154475.1	NP_001036275.1
OG0007377	XP_012140735.1	NP_001162732.2
OG0007378	XP_012149271.1	NP_001247075.1
OG0007379	XP_012144369.1	NP_726048.1
OG0007380	XP_012139749.1	NP_001096888.2
OG0007382	XP_012151423.1	NP_001285006.1
OG0007383	XP_003704128.2	NP_001259995.1
OG0007385	XP_012152468.1	NP_610731.2
OG0007386	XP_012139951.1	NP_001163065.1
OG0007387	XP_003701878.1	NP_651209.1
OG0007388	XP_003700633.1	NP_569898.1
OG0007389	XP_012138433.1, XP_012138432.1	NP_649830.2
OG0007390	XP_012135274.1	NP_611155.3
OG0007391	XP_003706189.1	NP_001260541.1
OG0007392	XP_012139249.1	NP_001163754.3, NP_001097953.2
OG0007393	XP_003706190.1	NP_001260518.1
OG0007394	XP_012146752.1	NP_001162763.1
OG0007395	XP_012139632.1	NP_569950.1
OG0007396	XP_003701671.1	NP_647784.1
OG0007397	XP_003700994.1	NP_001246957.1
OG0007398	XP_012148486.1	NP_610600.1
OG0007399	XP_003707463.2	NP_609413.1
OG0007400	XP_003705955.2	NP_001247048.1
OG0007401	XP_012150134.1	NP_609148.1
OG0007402	XP_003702880.1	NP_730776.1
OG0007403	XP_012145639.1	NP_001027577.2
OG0007404	XP_012137327.1	NP_788752.2
OG0007407	XP_012151620.1	NP_001259658.1
OG0007408	XP_003706658.2	NP_001015349.2
OG0007409	XP_003703945.1	NP_649950.1
OG0007410	XP_003703783.1	NP_647679.1
OG0007411	XP_012143898.1, XP_012143899.1	NP_650995.1
OG0007412	XP_003707764.1	NP_995901.1
OG0007413	XP_003700444.1	NP_727328.1
OG0007414	XP_003700556.1	NP_001261101.1
OG0007415	XP_012140680.1, XP_012140683.1	NP_001303588.1
OG0007416	XP_003700485.1	NP_001286054.1
OG0007417	XP_012141888.1	NP_651136.1
OG0007418	XP_012152425.1	NP_001286829.1
OG0007419	XP_012145373.1	NP_001015100.2
OG0007421	XP_012149505.1	NP_610228.1, NP_536791.1
OG0007423	XP_003705478.1	NP_726389.4
OG0007424	XP_003706286.2	NP_729679.2
OG0007425	XP_012143108.1	NP_648164.1
OG0007426	XP_012148862.1	NP_001246649.1
OG0007427	XP_012145348.1	NP_001036262.2
OG0007428	XP_012141630.1	NP_001286171.1
OG0007429	XP_003706366.1	NP_477146.1
OG0007430	XP_003700338.1	NP_524785.2
OG0007431	XP_012148035.1	NP_722765.2
OG0007432	XP_012140793.1	NP_001284879.1
OG0007434	XP_012138157.1	NP_001261971.1
OG0007436	XP_003707750.1	NP_730984.1
OG0007437	XP_012154458.1	NP_572422.1
OG0007439	XP_003703055.1	NP_524786.1
OG0007440	XP_012153062.1	NP_476617.1
OG0007441	XP_012153691.1	NP_732790.3
OG0007442	XP_003707518.1	NP_649438.1
OG0007443	XP_012146587.1	NP_001097317.1
OG0007444	XP_012147408.1	NP_001188786.1
OG0007445	XP_012145218.1	NP_001262923.1
OG0007446	XP_012149858.1	NP_001163111.1
OG0007447	XP_012142908.1	NP_610324.2
OG0007448	XP_012149475.1	NP_001261648.1
OG0007449	XP_003702552.1	NP_001260996.1
OG0007450	XP_003703136.1	NP_476610.2
OG0007451	XP_003702159.2	NP_001303362.1
OG0007452	XP_012139958.1	NP_001097631.1
OG0007453	XP_012137196.1	NP_611939.1
OG0007454	XP_012138168.1	NP_001261504.1
OG0007455	XP_012137837.1	NP_001014714.1
OG0007457	XP_012136937.1	NP_648279.1
OG0007458	XP_003704567.1	NP_001188523.1
OG0007459	XP_012151087.1	NP_610064.2
OG0007460	XP_003706956.1	NP_001033999.2
OG0007461	XP_003701283.1	NP_001262364.1
OG0007462	XP_003704609.1	NP_525049.1
OG0007463	XP_003703867.2	NP_001246825.1
OG0007464	XP_003708142.1	NP_572826.1
OG0007465	XP_003704222.1	NP_477009.1
OG0007466	XP_012139335.1	NP_650521.1
OG0007467	XP_003699845.1	NP_569870.1
OG0007468	XP_012153866.1	NP_001262211.1
OG0007469	XP_012143514.1	NP_001245927.1
OG0007470	XP_003701849.2	NP_001162871.1
OG0007472	XP_012154219.1	NP_648814.3
OG0007473	XP_003707522.1, XP_012150455.1	NP_730506.1
OG0007474	XP_003700942.1	NP_652012.1
OG0007475	XP_012152860.1	NP_650895.1
OG0007477	XP_003703169.1	NP_476923.1
OG0007478	XP_003702227.1	NP_573257.1
OG0007479	XP_012142155.1, XP_012142154.1	NP_730536.1
OG0007480	XP_012137111.1	NP_001245976.1
OG0007481	XP_003706670.1	NP_572738.1
OG0007482	XP_012137243.1	NP_650440.2
OG0007484	XP_003700621.1	NP_610189.2, NP_523658.1, NP_524731.1, NP_524732.1
OG0007485	XP_003704655.1	NP_001284741.1
OG0007486	XP_012150186.1, XP_003707322.1	NP_660194.1
OG0007488	XP_003706413.2	NP_572549.2
OG0007489	XP_003700664.1, XP_012134781.1	NP_523463.2
OG0007490	XP_003701554.1	NP_649866.1
OG0007491	XP_003700581.1	NP_524517.1
OG0007492	XP_012138579.1, XP_012138580.1	NP_001286683.1
OG0007493	XP_012143286.1	NP_001285779.1
OG0007494	XP_012149958.1	NP_650454.2
OG0007495	XP_012146236.1	NP_001261224.1
OG0007496	XP_003707351.1	NP_608523.1
OG0007498	XP_003703513.2	NP_725094.1
OG0007499	XP_012147959.1	NP_611029.3
OG0007500	XP_003700767.1, XP_003704580.1	NP_001097303.2
OG0007501	XP_003705481.1	NP_729346.1
OG0007503	XP_012150309.1	NP_001262675.1
OG0007505	XP_012142099.1	NP_648021.1, NP_569999.1
OG0007507	XP_003700076.1	NP_569901.1
OG0007508	XP_012142233.1	NP_609397.2, NP_610129.3
OG0007509	XP_003704939.2	NP_611182.1, NP_001261039.1
OG0007510	XP_003706707.1	NP_001189191.1, NP_649733.2, NP_649735.1, NP_608588.2
OG0007511	XP_003702280.1	NP_001259513.1
OG0007512	XP_003706994.1	NP_524875.1
