Orthogroup	Megachile_rotundata	Nasonia_vitripennis
OG0007139	XP_003704389.1	XP_008202009.1
OG0007140	XP_003700558.1	XP_001604212.1
OG0007141	XP_003704196.1	XP_001607733.1
OG0007142	XP_012138021.1	XP_001605662.1
OG0007143	XP_003708361.1	XP_031788678.1
OG0007144	XP_003706101.1	NP_001180193.1
OG0007145	XP_003701917.1	XP_001602017.1
OG0007146	XP_003705096.1	XP_001602930.1
OG0007147	XP_012139456.1	XP_016840120.1
OG0007148	XP_003699561.1	XP_031787519.1
OG0007150	XP_003701351.1	XP_001607904.1
OG0007151	XP_003704141.1	NP_001135438.1
OG0007152	XP_003699280.1	XP_001603909.2
OG0007153	XP_003707707.1	XP_001601481.1
OG0007154	XP_012153917.1	XP_001602625.1
OG0007155	XP_003700532.1	XP_003423815.1
OG0007156	XP_003701146.1	XP_032454558.1
OG0007157	XP_012151692.1, XP_012151689.1	XP_008210333.1, XP_031782808.1
OG0007158	XP_012137962.1	XP_016845595.1
OG0007159	XP_003704256.1	XP_001599568.2
OG0007160	XP_003702846.1	XP_031787973.1
OG0007161	XP_003705506.1	NP_001161268.1
OG0007162	XP_012150025.1	XP_001599076.1
OG0007163	XP_003703278.2	XP_001607989.1
OG0007164	XP_003704087.2	XP_003425640.1
OG0007165	XP_003705142.1	XP_008215083.1
OG0007166	XP_012137894.1	XP_016837889.1
OG0007168	XP_003704030.1	XP_008209390.1
OG0007169	XP_003708474.1	XP_001606702.2
OG0007170	XP_003707672.1	XP_001605048.2
OG0007171	XP_003707974.1	XP_001600441.2
OG0007172	XP_003702008.1	XP_001604504.2
OG0007173	XP_003705014.1	XP_001599008.1
OG0007174	XP_003705268.1	XP_001602460.2
OG0007175	XP_012153636.1	XP_008205450.1
OG0007176	XP_003702796.1	XP_008211130.1
OG0007177	XP_012135468.1, XP_012135467.1, XP_003701038.1	XP_031785363.1
OG0007178	XP_003706225.1	XP_031785377.1
OG0007179	XP_012154406.1	XP_031779409.1
OG0007180	XP_012142202.1	XP_031787984.1
OG0007181	XP_003699674.2	XP_031787839.1, XP_032456258.1
OG0007182	XP_012145558.1	XP_001600575.1
OG0007183	XP_012147202.1	XP_008208058.1, XP_008208059.1, XP_032452410.1
OG0007184	XP_003703482.1	XP_031789577.1
OG0007185	XP_012145247.1	XP_031784574.1
OG0007186	XP_012152305.1	XP_008212497.1
OG0007187	XP_003705539.1	XP_031778817.1
OG0007188	XP_012146398.1	XP_008211515.1
OG0007190	XP_003702176.1	XP_001605633.1
OG0007193	XP_003702543.1	XP_031787003.1
OG0007194	XP_003704304.1, XP_012142652.1	XP_008203415.1
OG0007195	XP_012146975.1	XP_031779555.1
OG0007196	XP_003705295.1, XP_012145307.1	XP_001601126.1
OG0007197	XP_012139137.1	XP_031786380.1
OG0007198	XP_003704123.1	XP_001606777.1
OG0007199	XP_012134916.1	XP_001605374.1
OG0007200	XP_003705469.2	XP_003427318.1
OG0007202	XP_012136398.1	XP_001606148.4
OG0007203	XP_012150364.1	XP_016841108.1
OG0007205	XP_012140464.1	XP_008217019.1
OG0007206	XP_012144213.1	XP_008208776.1
OG0007208	XP_003703653.1	XP_001606403.1
OG0007209	XP_003704326.1	XP_031784910.1
OG0007210	XP_012140838.1	XP_008214207.1
OG0007211	XP_012146757.1	XP_031779665.1
OG0007212	XP_003702687.1	XP_031785715.1
OG0007213	XP_003707718.2	XP_008210525.1
OG0007214	XP_012144956.1, XP_012144961.1	XP_008211645.2
OG0007216	XP_003701167.1	XP_031789425.1, XP_031788627.1
OG0007217	XP_003707810.1	XP_031785295.1
OG0007218	XP_012150272.1	XP_003428052.1
OG0007219	XP_012139793.1	XP_008201923.1
OG0007220	XP_003700457.1	XP_001599316.1
OG0007221	XP_012152862.1	XP_003427394.1
OG0007222	XP_003705324.1	XP_001603212.2
OG0007223	XP_003699697.1	XP_008210417.1
OG0007225	XP_012140262.1	XP_008202942.1
OG0007226	XP_003706783.1	XP_031777196.1
OG0007227	XP_012142392.1	XP_001607130.2
OG0007228	XP_012141689.1	XP_001601013.2
OG0007229	XP_003702111.1	XP_001606627.1
OG0007230	XP_003701131.2	XP_001608116.1
OG0007231	XP_003700969.1	XP_001606187.2
OG0007233	XP_003701510.1	XP_008203149.1
OG0007234	XP_012153375.1	XP_008207137.1
OG0007235	XP_012153393.1	XP_001600638.2
OG0007236	XP_003702518.1	XP_008202121.2
OG0007237	XP_003701256.1	XP_031784900.1
OG0007238	XP_003702793.1	XP_008214546.1
OG0007239	XP_003706594.1	XP_003424236.1
OG0007240	XP_012148126.1	XP_031782304.1
OG0007241	XP_003708094.1	XP_008202980.1
OG0007242	XP_012144750.1	XP_001603556.2
OG0007243	XP_012136466.1	XP_016838564.1
OG0007244	XP_012138689.1	XP_003425290.1
OG0007245	XP_003706668.1	XP_001606498.1
OG0007246	XP_012149877.1, XP_012149878.1, XP_012149799.1	XP_031778417.1
OG0007247	XP_012151020.1	XP_016840433.1
OG0007248	XP_003705237.1	XP_008205858.2
OG0007249	XP_012142167.1	XP_016843679.1
OG0007250	XP_003706584.1	XP_001603116.2
OG0007251	XP_012147237.1	XP_031783752.1
OG0007252	XP_003702083.1	XP_001608028.2
OG0007253	XP_003707241.1	NP_001180239.1
OG0007255	XP_003703773.1	XP_031779773.1, XP_031779906.1, XP_031786430.1, XP_031780274.1
OG0007256	XP_003703798.1	XP_031782544.1
OG0007259	XP_012143870.1	XP_008217460.1
OG0007260	XP_003702856.1	XP_001604590.2
OG0007262	XP_003708109.1	XP_016838326.1
OG0007263	XP_003702729.1	XP_031776706.1
OG0007264	XP_012150344.1	XP_016840677.1, XP_008211685.1
OG0007265	XP_012151697.1	NP_001162022.1
OG0007266	XP_012144557.1, XP_012146848.1	XP_016840593.1
OG0007267	XP_012153498.1	XP_016836559.1, XP_016836556.1
OG0007268	XP_012147180.1	XP_003425378.1
OG0007269	XP_012145479.1	XP_001605115.1
OG0007270	XP_012141424.1	XP_031782533.1
OG0007271	XP_012146471.1	XP_008206998.1
OG0007272	XP_012149921.1	XP_016840454.1
OG0007273	XP_012147264.1	XP_003424124.1
OG0007275	XP_003705338.1	XP_001608308.1
OG0007277	XP_012138269.1	XP_016842606.1, XP_001603939.2
OG0007278	XP_003703525.1	XP_001606486.2
OG0007279	XP_012142455.1	XP_031776991.1
OG0007280	XP_012150600.1	XP_031776762.1
OG0007281	XP_012137953.1	XP_001604457.2
OG0007282	XP_003700023.1	XP_016845577.1
OG0007284	XP_012137904.1	XP_031783689.1
OG0007285	XP_012135829.1	XP_001608218.1
OG0007286	XP_003707378.1	XP_001603443.2
OG0007287	XP_003699904.2	XP_008212439.1
OG0007288	XP_012143103.1	XP_031783100.1
OG0007289	XP_012140562.1	XP_031787044.1
OG0007290	XP_003705498.2	XP_001602919.1
OG0007291	XP_003706137.1	XP_001606055.1
OG0007293	XP_012135205.1, XP_012135197.1	XP_031782694.1
OG0007294	XP_012147251.1	XP_008205349.2
OG0007295	XP_012141580.1	XP_001607438.2
OG0007296	XP_003703378.1	XP_008205140.3
OG0007297	XP_003704472.1	XP_016841229.1
OG0007298	XP_003707300.1	XP_001601114.2
OG0007299	XP_003705002.1	XP_031780751.1
OG0007300	XP_003702093.1	XP_032457783.1
OG0007301	XP_012141962.1	XP_031783470.1
OG0007302	XP_012153798.1	XP_008204568.1
OG0007303	XP_012150539.1	XP_001607590.1
OG0007304	XP_012153469.1	XP_001605751.1
OG0007305	XP_012153686.1	XP_001602726.2
OG0007306	XP_012149570.1	XP_001603418.2
OG0007307	XP_003705749.1	XP_016837235.1
OG0007308	XP_012136115.1	XP_008208165.1
OG0007311	XP_003699489.1	XP_001602053.1
OG0007312	XP_003702215.1	XP_001601562.1
OG0007313	XP_003699366.1	XP_001604190.2
OG0007314	XP_012139946.1	XP_031781558.1
OG0007315	XP_003708039.1	XP_008214041.1
OG0007316	XP_012147432.1	XP_032457749.1
OG0007318	XP_003705193.1	XP_001601386.4
OG0007319	XP_003706450.1	XP_001601122.1
OG0007320	XP_003703739.1	XP_003425288.1
OG0007321	XP_003707627.1	XP_008209383.1
OG0007322	XP_003703670.1	XP_003424223.1
OG0007323	XP_003706261.1	XP_031778812.1
OG0007324	XP_012147411.1	XP_016839643.1
OG0007326	XP_012152750.1	XP_003424168.1
OG0007327	XP_012140547.1	XP_003423897.1
OG0007328	XP_012149466.1	XP_016838367.1
OG0007329	XP_003708674.1	XP_001604976.1
OG0007330	XP_012146436.1	XP_031779333.1
OG0007331	XP_012138450.1	XP_016837247.1
OG0007332	XP_003705761.2	XP_003427350.4
OG0007333	XP_003701421.1, XP_012136329.1	XP_031784115.1
OG0007334	XP_012145854.1	XP_031788230.1
OG0007335	XP_003702051.1	XP_031789450.1
OG0007336	XP_003705884.1	XP_031788114.1
OG0007337	XP_012138144.1	XP_031776933.1
OG0007338	XP_012151376.1	XP_008217430.1
OG0007339	XP_012137244.1	XP_032453379.1
OG0007340	XP_012136944.1	XP_001606591.1
OG0007341	XP_012152924.1	XP_031788846.1, XP_031776884.1, XP_008215328.1
OG0007342	XP_012142695.1	XP_016844839.2
OG0007343	XP_003699303.2	XP_003424337.1
OG0007344	XP_003706909.1	XP_003425289.1
OG0007345	XP_003701603.1	XP_001599735.2
OG0007346	XP_003699959.1	XP_003427661.1
OG0007347	XP_003701528.1	XP_003424434.1
OG0007348	XP_003702480.1	XP_016840287.1
OG0007349	XP_003699850.1	XP_001605160.1
OG0007350	XP_012140111.1	XP_031778838.1
OG0007351	XP_003701169.1	XP_008210955.1
OG0007352	XP_012153905.1	XP_001607621.1
OG0007353	XP_003700870.2	XP_031782410.1
OG0007355	XP_012151384.1	XP_003424145.1
OG0007356	XP_003700984.1	XP_001605386.1
OG0007357	XP_003708678.1	XP_008207191.1
OG0007358	XP_012145337.1, XP_012145333.1	XP_031784312.1
OG0007359	XP_012136757.1	XP_031783482.1
OG0007360	XP_012147467.1	XP_032453401.1
OG0007361	XP_012142208.1	XP_016844895.1
OG0007362	XP_003699706.2	XP_031789594.1
OG0007363	XP_003704309.1	XP_032457604.1
OG0007364	XP_012134986.1	XP_001603481.1
OG0007365	XP_003706889.1	XP_008215266.1
OG0007366	XP_012144621.1	XP_008202699.1
OG0007367	XP_003705752.1	XP_001605609.2
OG0007368	XP_012145240.1	XP_001601176.1
OG0007369	XP_012142231.1	XP_001601889.1
OG0007370	XP_003708659.1	XP_008201977.1
OG0007372	XP_012147390.1	XP_001606102.2
OG0007374	XP_012140484.1	XP_031780868.1
OG0007375	XP_012154475.1	XP_031786197.1
OG0007376	XP_012140458.1	XP_008205344.1
OG0007377	XP_012140735.1	XP_016839723.1
OG0007378	XP_012149271.1	XP_008203228.1
OG0007379	XP_012144369.1	XP_001600896.2
OG0007380	XP_012139749.1	XP_003424823.1
OG0007382	XP_012151423.1	XP_016841343.1
OG0007383	XP_003704128.2	XP_001602630.2
OG0007385	XP_012152468.1	XP_032454766.1
OG0007386	XP_012139951.1	XP_008203454.2
OG0007387	XP_003701878.1	XP_001601439.1
OG0007388	XP_003700633.1	XP_001602139.2
OG0007389	XP_012138433.1, XP_012138432.1	XP_031777965.1
OG0007390	XP_012135274.1	XP_016844969.1
OG0007392	XP_012139249.1	XP_008214639.1
OG0007394	XP_012146752.1	XP_001605117.2
OG0007395	XP_012139632.1	XP_008209456.1
OG0007396	XP_003701671.1	XP_001604898.2
OG0007397	XP_003700994.1	XP_001607207.1
OG0007398	XP_012148486.1	XP_016842848.2
OG0007399	XP_003707463.2	XP_016837464.1
OG0007400	XP_003705955.2	NP_001123262.1
OG0007401	XP_012150134.1	XP_008208464.3
OG0007402	XP_003702880.1	XP_008204135.1
OG0007403	XP_012145639.1	XP_008206634.2
OG0007404	XP_012137327.1	XP_031784531.1
OG0007405	XP_003706932.1	XP_001606394.2
OG0007406	XP_003701670.1, XP_012136847.1	XP_031779648.1
OG0007407	XP_012151620.1	XP_031777926.1
OG0007408	XP_003706658.2	XP_016845737.1
OG0007409	XP_003703945.1	XP_016840697.1
OG0007410	XP_003703783.1	XP_001602553.1
OG0007411	XP_012143898.1, XP_012143899.1	XP_001607954.2
OG0007412	XP_003707764.1	XP_001599577.1
OG0007413	XP_003700444.1	XP_008206325.2
OG0007414	XP_003700556.1	XP_016844959.1
OG0007416	XP_003700485.1	XP_008212293.3
OG0007417	XP_012141888.1	XP_008202927.2
OG0007418	XP_012152425.1	XP_031778309.1
OG0007419	XP_012145373.1	XP_031779975.1, XP_031779976.1
OG0007420	XP_012141276.1	XP_016838747.2
OG0007422	XP_012141494.1	XP_001604585.1
OG0007423	XP_003705478.1	XP_008204051.1
OG0007425	XP_012143108.1	XP_031785979.1
OG0007426	XP_012148862.1	XP_003425833.1
OG0007428	XP_012141630.1	XP_003428026.1
OG0007429	XP_003706366.1	XP_016841851.1
OG0007430	XP_003700338.1	XP_008209671.2
OG0007431	XP_012148035.1	XP_003424312.1
OG0007432	XP_012140793.1	XP_016843681.1
OG0007433	XP_012138516.1	XP_008211689.1
OG0007434	XP_012138157.1	XP_016841929.1
OG0007435	XP_012152494.1	XP_031788892.1, XP_031788893.1, XP_031788891.1
OG0007436	XP_003707750.1	XP_001605629.3
OG0007437	XP_012154458.1	XP_008206600.1
OG0007438	XP_012139937.1, XP_003703012.1	XP_032456208.1, XP_008201926.1
OG0007439	XP_003703055.1	XP_031780254.1
OG0007440	XP_012153062.1	XP_031783644.1
OG0007442	XP_003707518.1	XP_001607688.1
OG0007443	XP_012146587.1	XP_008215608.1
OG0007444	XP_012147408.1	XP_008204928.1
OG0007445	XP_012145218.1	XP_003427586.2
OG0007446	XP_012149858.1	XP_031786748.1
OG0007447	XP_012142908.1	XP_001606013.2
OG0007448	XP_012149475.1	XP_016837692.1
OG0007449	XP_003702552.1	XP_031785201.1
OG0007450	XP_003703136.1	XP_008209890.1
OG0007451	XP_003702159.2	XP_008216797.2
OG0007452	XP_012139958.1	XP_016837200.1
OG0007453	XP_012137196.1	XP_001607627.1
OG0007455	XP_012137837.1	XP_031783800.1
OG0007456	XP_012140687.1, XP_012140685.1	XP_008204289.1
OG0007457	XP_012136937.1	XP_031779886.1
OG0007458	XP_003704567.1	XP_001606006.1
OG0007459	XP_012151087.1	XP_016838578.1
OG0007461	XP_003701283.1	XP_016845546.1
OG0007462	XP_003704609.1	NP_001128393.1
OG0007463	XP_003703867.2	XP_008210504.2
OG0007464	XP_003708142.1	XP_001607772.1
OG0007465	XP_003704222.1	XP_016839773.1
OG0007466	XP_012139335.1	XP_031778559.1
OG0007467	XP_003699845.1	XP_001605267.1
OG0007468	XP_012153866.1	XP_032454270.1
OG0007469	XP_012143514.1	XP_031778829.1
OG0007470	XP_003701849.2	XP_001600063.1
OG0007471	XP_012142921.1, XP_012142924.1, XP_012142923.1	XP_001603222.1
OG0007472	XP_012154219.1	XP_001602539.2
OG0007473	XP_003707522.1, XP_012150455.1	XP_008216163.1
OG0007474	XP_003700942.1	XP_001608145.2
OG0007475	XP_012152860.1	NP_001123268.1
OG0007477	XP_003703169.1	XP_016840180.1
OG0007478	XP_003702227.1	XP_001601181.1
OG0007479	XP_012142155.1, XP_012142154.1	XP_008207966.1
OG0007480	XP_012137111.1	XP_016837016.1, NP_001123218.1
OG0007481	XP_003706670.1	XP_031782840.1
OG0007485	XP_003704655.1	XP_003427705.1
OG0007486	XP_012150186.1, XP_003707322.1	XP_001602821.1
OG0007487	XP_003700014.2	XP_008215394.1
OG0007488	XP_003706413.2	XP_001606539.1
OG0007489	XP_003700664.1, XP_012134781.1	XP_008202097.1
OG0007490	XP_003701554.1	XP_008214456.1
OG0007491	XP_003700581.1	NP_001155850.1, XP_016844688.1
OG0007492	XP_012138579.1, XP_012138580.1	XP_031776625.1, XP_001602825.1
OG0007494	XP_012149958.1	XP_003425818.1
OG0007495	XP_012146236.1	XP_032458057.1
OG0007496	XP_003707351.1	XP_001606840.1
OG0007497	XP_003699779.1	XP_008202169.1
OG0007498	XP_003703513.2	XP_003424208.1
OG0007499	XP_012147959.1	XP_003426724.1
OG0007501	XP_003705481.1	XP_031788164.1
OG0007503	XP_012150309.1	XP_016840381.2, XP_016840382.2, XP_032455578.1, XP_032455579.1
OG0007505	XP_012142099.1	XP_008204888.1
OG0007506	XP_012148087.1, XP_003706510.1	NP_001127785.1, XP_031778367.1
OG0007507	XP_003700076.1	NP_001122408.2, XP_031778055.1
OG0007508	XP_012142233.1	XP_001603578.2
OG0007511	XP_003702280.1	XP_008202965.1
OG0007512	XP_003706994.1	XP_003423857.1
OG0007513	XP_003706653.1	XP_001607368.1
OG0007514	XP_012149220.1	XP_031784227.1
OG0007515	XP_012153353.1	NP_001155068.1
OG0007516	XP_012142553.1	XP_031778490.1
OG0007517	XP_003702758.1	XP_032454610.1
OG0007518	XP_012144806.1	XP_016845761.1
OG0007519	XP_003702270.1	XP_008201964.1
OG0007521	XP_012136181.1	XP_008213989.2
OG0007522	XP_012145163.1, XP_012145164.1	XP_031785211.1
OG0007523	XP_003708520.1	XP_001608036.2
OG0007525	XP_003705551.2	XP_001604646.2
OG0007526	XP_003703845.1	XP_001603138.1
OG0007527	XP_003701011.1	XP_031786933.1, XP_003426889.1
OG0007529	XP_003699217.2	XP_031785557.1
OG0007530	XP_003704949.1	XP_008215383.1
OG0007531	XP_012151303.1	XP_031784786.1
OG0007532	XP_003705657.2	XP_001604649.2
OG0007534	XP_012139897.1	XP_001602343.2
OG0007535	XP_012151702.1	XP_031785355.1, XP_031785302.1
OG0007536	XP_012152609.1	XP_003425314.1
OG0007538	XP_012147206.1, XP_003706070.1	XP_003424560.1
OG0007539	XP_012143771.1	XP_031779254.1
OG0007540	XP_012149364.1	XP_031787306.1
OG0007541	XP_003703599.1	XP_003425003.1
OG0007543	XP_003707457.1	XP_001600720.1
OG0007544	XP_012149841.1	XP_031787751.1
OG0007546	XP_012134703.1	XP_032452245.1
OG0007547	XP_012134646.1	NP_001155050.1
OG0007549	XP_012149539.1	XP_031783045.1, NP_001234887.1
OG0007550	XP_003705892.1	XP_001604519.1
OG0007552	XP_012150082.1	XP_031784351.1
OG0007553	XP_012153879.1	NP_001166278.1
OG0007554	XP_003701754.2	XP_003425038.1
OG0007555	XP_003707346.1	XP_031785493.1
OG0007557	XP_012145072.1	XP_031780462.1, XP_031780463.1
OG0007558	XP_012150076.1	XP_008203648.1
OG0007559	XP_012143888.1, XP_012152462.1, XP_012147983.1	XP_008211795.2
OG0007560	XP_003706327.1	XP_001607036.2
OG0007561	XP_003699730.1	XP_001606656.2
OG0007562	XP_012151935.1	XP_031777917.1
OG0007563	XP_012134801.1	XP_008212595.1
OG0007564	XP_012154393.1	XP_001599110.3, NP_001164356.2, XP_031778331.1
OG0007565	XP_003706599.1	XP_032453950.1
OG0007566	XP_003700171.1	XP_016836856.1, XP_001600382.1, XP_008215107.1
OG0007567	XP_012151912.1, XP_012151920.1, XP_003700050.1	XP_032456848.1
OG0007568	XP_003703487.1	XP_001606524.1
OG0007569	XP_012140953.1, XP_012140958.1	XP_001606360.1, XP_031788136.1
OG0007570	XP_003702389.1	XP_001607294.1
OG0007571	XP_003701748.2	XP_001605554.1, XP_001605540.1
OG0007572	XP_012148530.1, XP_003706737.1	XP_016840252.1
OG0007573	XP_012145204.1	XP_003426959.1
OG0007574	XP_003701189.2	XP_032456614.1
OG0007576	XP_012151337.1	XP_003423956.1
OG0007577	XP_012136026.1	XP_001602378.2
OG0007578	XP_003700049.2	XP_008207025.2
OG0007579	XP_012145530.1, XP_012145536.1	XP_031781500.1
OG0007580	XP_012143326.1, XP_003704518.2	XP_001601096.1
OG0007581	XP_012153832.1	XP_008203896.1
OG0007582	XP_012140285.1	XP_031777972.1, XP_003425589.1, XP_016841883.1
OG0007584	XP_012150937.1	XP_008209531.1
OG0007587	XP_003702995.1	XP_003424691.2
OG0007589	XP_012150189.1, XP_003707436.1	XP_008214814.1
OG0007590	XP_003707349.2	XP_001607479.1, XP_008207232.1
OG0007591	XP_012140521.1	XP_008204317.1
OG0007593	XP_012150625.1	XP_031789413.1
OG0007596	XP_012139891.1, XP_012139890.1	XP_031780398.1
OG0007597	XP_012136425.1	XP_016841156.1
OG0007598	XP_003708183.1	XP_032451977.1, XP_031784176.1, XP_001605822.1, XP_031779055.1, XP_032452873.1, XP_031784140.1, XP_031784129.1
OG0007602	XP_012152456.1, XP_012147706.1, XP_012147707.1	XP_016844224.1
OG0007604	XP_003705901.2	XP_001605555.2
OG0007605	XP_012136206.1	XP_001600973.1, XP_008204780.1
OG0007607	XP_012144640.1	XP_001601799.1
OG0007608	XP_003702299.1	XP_001605794.2
OG0007609	XP_003707521.1, XP_012150456.1	XP_032455309.1
OG0007610	XP_003705362.1	XP_001600325.1
OG0007611	XP_003701840.1	XP_016839306.1
OG0007612	XP_012137277.1, XP_012137278.1	NP_001161334.1
OG0007613	XP_003701899.2	XP_016843537.1
OG0007615	XP_003704317.2	XP_008203208.1
OG0007616	XP_003705809.1	NP_001165854.1
OG0007618	XP_012143684.1	XP_001600882.1
OG0007619	XP_003701561.1	NP_001193393.1
OG0007621	XP_003703678.1	XP_003424289.1
OG0007622	XP_003702261.1	XP_031782820.1
OG0007623	XP_012149097.1	XP_001600663.1
OG0007624	XP_003705486.2	XP_003427547.1
OG0007625	XP_003699351.2	XP_001604826.2
OG0007626	XP_003702728.1	XP_008212899.1
OG0007627	XP_003702013.1, XP_012138165.1	XP_008211961.1
OG0007629	XP_003701884.2	NP_001166087.1
OG0007630	XP_003699543.1	XP_031789091.1
OG0007631	XP_012151536.1	XP_031776999.1
OG0007632	XP_003706818.1	XP_031786374.1
OG0007633	XP_003702018.1	XP_016843091.1
OG0007634	XP_003699452.1	XP_008204569.1
OG0007638	XP_012143863.1	XP_001603911.1
OG0007639	XP_012140994.1	XP_032456820.1
OG0007640	XP_012149203.1	XP_016844043.2
OG0007642	XP_012140225.1	XP_001599500.1
OG0007644	XP_003702813.1	XP_031786836.1
OG0007645	XP_012144345.1, XP_003704905.1	XP_001601757.1
OG0007646	XP_012139933.1	XP_016837210.1
OG0007647	XP_003701799.2	XP_008210039.1
OG0007648	XP_012140564.1	XP_001599511.2
OG0007649	XP_003702888.1	XP_001604675.1
OG0007650	XP_003704858.1	XP_031778933.1
OG0007651	XP_012138949.1	XP_008210404.2
OG0007652	XP_012148672.1	XP_031782789.1
OG0007653	XP_012138424.1	XP_001603682.2
OG0007656	XP_003701263.2	XP_003426992.1
OG0007657	XP_003708229.2	XP_001599859.1
OG0007658	XP_012141518.1	XP_001606188.1
OG0007659	XP_012141977.1	XP_008216692.1
OG0007660	XP_003703921.1	XP_016838811.1
OG0007661	XP_012135495.1	XP_016838616.1
OG0007662	XP_003703396.1	XP_016839443.1
OG0007663	XP_012148995.1	XP_008211910.1
OG0007664	XP_003704893.1	XP_008204265.1
OG0007665	XP_003705496.1	XP_008214624.1
OG0007666	XP_003703916.1	XP_031785208.1
OG0007667	XP_012134754.1	XP_008204034.1
OG0007668	XP_012144563.1	XP_001603424.1
OG0007671	XP_003700871.1	XP_008217228.2
OG0007673	XP_003706788.1	XP_001604229.1
OG0007675	XP_003707901.1	XP_031782620.1
OG0007676	XP_003699841.1	XP_016839990.1
OG0007677	XP_003699270.1	XP_001607967.2
OG0007678	XP_012137051.1	XP_031783294.1
OG0007679	XP_012144720.1	XP_001605964.1
OG0007680	XP_012144117.1	XP_001605131.1
OG0007682	XP_003702229.1	XP_001606372.1
OG0007683	XP_003705584.1	XP_032454654.1
OG0007685	XP_012136209.1	XP_031784586.1
OG0007686	XP_003702342.1	XP_031788411.1
OG0007687	XP_012140410.1	NP_001153497.1
OG0007688	XP_003707533.1	XP_001599603.1
OG0007690	XP_003702043.1	XP_001604403.1
OG0007691	XP_012146631.1, XP_012146628.1, XP_012146626.1	XP_031780896.1
OG0007692	XP_012150609.1	XP_031786948.1
OG0007694	XP_003704996.1	XP_003426057.1
OG0007695	XP_003704260.1	XP_001601396.2
OG0007697	XP_012148189.1	XP_031787514.1
OG0007699	XP_012147047.1	XP_016844493.1
OG0007700	XP_012139388.1	XP_031788238.2
OG0007701	XP_012150925.1	XP_016837280.1
OG0007702	XP_012141971.1	NP_001136168.1
OG0007703	XP_012149522.1	XP_031780118.1
OG0007704	XP_003705497.1	XP_031786369.1
OG0007705	XP_003699262.2	XP_003426067.1
OG0007707	XP_003701745.1	XP_003426379.1
OG0007708	XP_012136752.1	XP_016841899.1
OG0007709	XP_012150343.1	XP_031785180.1
OG0007710	XP_003705952.2	XP_016845440.1, XP_016845439.1, XP_031786640.1
