Orthogroup	Megachile_rotundata	Polistes_dominula
OG0006999	XP_012144419.1	XP_015174164.1
OG0007000	XP_012145381.1	XP_015181241.1
OG0007001	XP_012148551.1	XP_015184168.1
OG0007002	XP_012140233.1	XP_015177838.1
OG0007003	XP_003701886.1	XP_015180995.1
OG0007004	XP_003706163.1	XP_015184746.1
OG0007005	XP_003708180.1	XP_015181343.1
OG0007006	XP_003707307.1	XP_015189376.1
OG0007007	XP_003703903.1	XP_015177694.1
OG0007008	XP_012142658.1	XP_015181110.1
OG0007009	XP_003708446.1	XP_015181087.1
OG0007010	XP_012146606.1	XP_015182178.1
OG0007011	XP_003706876.2, XP_012149153.1	XP_015176972.1
OG0007012	XP_012143101.1	XP_015180363.1
OG0007013	XP_003699480.1	XP_015191633.1
OG0007014	XP_003704027.1	XP_015181283.1
OG0007015	XP_012141575.1	XP_015171773.1
OG0007016	XP_003699487.1	XP_015186133.1
OG0007017	XP_003702205.1	XP_015190437.1
OG0007018	XP_003700250.1	XP_015179944.1
OG0007019	XP_003701266.1	XP_015186104.1
OG0007020	XP_012142370.1	XP_015177430.1
OG0007021	XP_012151031.1	XP_015186293.1
OG0007022	XP_003706667.1	XP_015176212.1
OG0007023	XP_003706506.2	XP_015176940.1
OG0007024	XP_012141105.1	XP_015172714.1
OG0007025	XP_012143191.1	XP_015190366.1
OG0007026	XP_003699181.1	XP_015183600.1
OG0007027	XP_003701268.1	XP_015182187.1
OG0007028	XP_003705032.1	XP_015187474.1
OG0007029	XP_012154534.1	XP_015180480.1
OG0007030	XP_003702771.1	XP_015172462.1
OG0007031	XP_012142520.1	XP_015189442.1
OG0007032	XP_003703365.1	XP_015185981.1
OG0007033	XP_012147075.1	XP_015172695.1
OG0007034	XP_012146790.1	XP_015173349.1, XP_015173348.1
OG0007035	XP_003705135.1, XP_012144880.1	XP_015183711.1
OG0007036	XP_003706620.1	XP_015191783.1
OG0007037	XP_012135393.1	XP_015183929.1
OG0007038	XP_003704746.1	XP_015181743.1
OG0007039	XP_012144892.1	XP_015174532.1
OG0007040	XP_003706815.1	XP_015188919.1
OG0007041	XP_003707671.1	XP_015184102.1
OG0007042	XP_012150820.1, XP_012150777.1	XP_015183063.1
OG0007043	XP_012150978.1	XP_015188574.1
OG0007044	XP_003699244.1	XP_015191448.1
OG0007045	XP_003700525.1	XP_015185174.1
OG0007046	XP_012147090.1	XP_015182335.1
OG0007047	XP_003702851.1	XP_015188622.1
OG0007048	XP_003704776.1	XP_015177262.1
OG0007049	XP_012138318.1	XP_015185320.1
OG0007050	XP_003703822.1	XP_015178994.1
OG0007051	XP_012154254.1	XP_015184193.1
OG0007052	XP_003706080.2	XP_015180009.1
OG0007053	XP_012144592.1	XP_015176646.1
OG0007054	XP_012147020.1	XP_015183397.1
OG0007055	XP_003707488.1	XP_015182660.1
OG0007056	XP_003701407.1	XP_015188841.1
OG0007057	XP_012146976.1	XP_015176628.1
OG0007058	XP_012139030.1	XP_015184695.1
OG0007059	XP_003704220.2	XP_015181173.1
OG0007060	XP_003700263.1	XP_015190260.1
OG0007061	XP_003706138.1	XP_015178689.1
OG0007062	XP_003703722.1	XP_015185677.1
OG0007063	XP_012140379.1	XP_015177086.1
OG0007064	XP_012141840.1	XP_015186278.1
OG0007066	XP_012149900.1	XP_015185829.1
OG0007067	XP_003700423.1	XP_015184192.1
OG0007068	XP_012150460.1	XP_015184343.1
OG0007069	XP_003704338.1	XP_015186758.1
OG0007070	XP_003707579.1	XP_015183196.1
OG0007071	XP_003705018.2	XP_015174430.1
OG0007072	XP_003703118.1	XP_015177697.1
OG0007073	XP_012139547.1	XP_015172464.1
OG0007074	XP_012139665.1	XP_015190663.1
OG0007075	XP_003705568.1	XP_015173330.1
OG0007076	XP_003706797.1	XP_015173202.1
OG0007077	XP_003706005.1	XP_015185089.1
OG0007078	XP_003705093.1	XP_015176333.1
OG0007079	XP_012152032.1	XP_015180212.1
OG0007080	XP_012137474.1	XP_015172335.1
OG0007081	XP_012137662.1	XP_015178841.1
OG0007082	XP_003706885.1	XP_015182138.1
OG0007083	XP_003701720.1	XP_015181330.1
OG0007084	XP_012147500.1	XP_015177171.1
OG0007085	XP_012140496.1	XP_015176688.1
OG0007086	XP_003702560.1	XP_015187519.1
OG0007087	XP_012150620.1, XP_003707630.1	XP_015181305.1
OG0007088	XP_003701264.1	XP_015186103.1
OG0007089	XP_012141863.1	XP_015172566.1
OG0007090	XP_012141963.1	XP_015191715.1
OG0007091	XP_003704038.1	XP_015176855.1
OG0007092	XP_012134837.1	XP_015180157.1
OG0007093	XP_003707279.1	XP_015177474.1, XP_015177472.1
OG0007094	XP_003707551.2	XP_015180592.1
OG0007095	XP_012138132.1	XP_015184635.1
OG0007096	XP_012147005.1	XP_015188772.1
OG0007097	XP_003699646.1	XP_015188852.1
OG0007098	XP_003707967.1	XP_015176877.1
OG0007099	XP_003701116.1	XP_015183627.1
OG0007100	XP_012141159.1	XP_015184648.1
OG0007101	XP_012150281.1	XP_015175382.1
OG0007102	XP_012139217.1	XP_015182428.1
OG0007103	XP_003699936.1	XP_015175239.1
OG0007104	XP_003706351.1	XP_015175542.1
OG0007105	XP_012149951.1	XP_015189569.1
OG0007106	XP_003702430.1	XP_015191820.1
OG0007107	XP_003705889.1	XP_015185850.1
OG0007108	XP_012136631.1, XP_003701478.1	XP_015187123.1
OG0007109	XP_012154355.1	XP_015172845.1
OG0007110	XP_003703946.1	XP_015176499.1
OG0007111	XP_012146864.1	XP_015186025.1
OG0007112	XP_003705013.1	XP_015189120.1
OG0007113	XP_012151548.1	XP_015181434.1
OG0007114	XP_003705799.1	XP_015174415.1
OG0007115	XP_003702505.1	XP_015177249.1
OG0007116	XP_012147455.1	XP_015173019.1
OG0007117	XP_003699996.1	XP_015186592.1
OG0007118	XP_012150975.1	XP_015178098.1
OG0007119	XP_003704485.1	XP_015176216.1
OG0007120	XP_012143977.1	XP_015179086.1
OG0007121	XP_012134652.1	XP_015183658.1
OG0007122	XP_012154365.1	XP_015174947.1
OG0007123	XP_012146743.1	XP_015181047.1
OG0007124	XP_003699747.1	XP_015176834.1
OG0007125	XP_003701547.1	XP_015183385.1
OG0007126	XP_003700198.1	XP_015173763.1
OG0007127	XP_003703536.1	XP_015180787.1
OG0007128	XP_003703748.1	XP_015190420.1
OG0007129	XP_003706867.1	XP_015182671.1
OG0007130	XP_012152804.1	XP_015181039.1
OG0007131	XP_012146124.1	XP_015180353.1
OG0007132	XP_003708261.1	XP_015179620.1
OG0007134	XP_012139044.1	XP_015182250.1
OG0007135	XP_012147164.1	XP_015180239.1
OG0007136	XP_012152878.1	XP_015172905.1
OG0007137	XP_012145354.1	XP_015172174.1
OG0007138	XP_003703787.1	XP_015191024.1
OG0007139	XP_003704389.1	XP_015177799.1
OG0007140	XP_003700558.1	XP_015191514.1
OG0007141	XP_003704196.1	XP_015181106.1
OG0007142	XP_012138021.1	XP_015188318.1
OG0007143	XP_003708361.1	XP_015179582.1
OG0007144	XP_003706101.1	XP_015179249.1
OG0007145	XP_003701917.1	XP_015184536.1
OG0007146	XP_003705096.1	XP_015176266.1
OG0007147	XP_012139456.1	XP_015173398.1
OG0007148	XP_003699561.1	XP_015175505.1
OG0007150	XP_003701351.1	XP_015174673.1
OG0007151	XP_003704141.1	XP_015173538.1
OG0007152	XP_003699280.1	XP_015177114.1
OG0007153	XP_003707707.1	XP_015183138.1
OG0007154	XP_012153917.1	XP_015188907.1
OG0007155	XP_003700532.1	XP_015180450.1
OG0007156	XP_003701146.1	XP_015182953.1
OG0007157	XP_012151692.1, XP_012151689.1	XP_015176145.1
OG0007158	XP_012137962.1	XP_015181120.1
OG0007159	XP_003704256.1	XP_015177706.1
OG0007160	XP_003702846.1	XP_015180205.1
OG0007161	XP_003705506.1	XP_015173237.1
OG0007162	XP_012150025.1	XP_015179185.1
OG0007163	XP_003703278.2	XP_015181950.1, XP_015181951.1
OG0007164	XP_003704087.2	XP_015189659.1
OG0007165	XP_003705142.1	XP_015175021.1
OG0007166	XP_012137894.1	XP_015173924.1
OG0007168	XP_003704030.1	XP_015173691.1
OG0007169	XP_003708474.1	XP_015173990.1
OG0007170	XP_003707672.1	XP_015184047.1
OG0007171	XP_003707974.1	XP_015181433.1
OG0007172	XP_003702008.1	XP_015186908.1
OG0007173	XP_003705014.1	XP_015189121.1
OG0007174	XP_003705268.1	XP_015180400.1
OG0007175	XP_012153636.1	XP_015190602.1
OG0007176	XP_003702796.1	XP_015179593.1
OG0007177	XP_012135468.1, XP_012135467.1, XP_003701038.1	XP_015176800.1
OG0007178	XP_003706225.1	XP_015171931.1
OG0007179	XP_012154406.1	XP_015178253.1
OG0007180	XP_012142202.1	XP_015175519.1
OG0007181	XP_003699674.2	XP_015173981.1
OG0007182	XP_012145558.1	XP_015182708.1
OG0007183	XP_012147202.1	XP_015174752.1
OG0007184	XP_003703482.1	XP_015171807.1
OG0007185	XP_012145247.1	XP_015175787.1
OG0007186	XP_012152305.1	XP_015176487.1
OG0007187	XP_003705539.1	XP_015177701.1
OG0007188	XP_012146398.1	XP_015191544.1
OG0007189	XP_012138079.1	XP_015181074.1
OG0007190	XP_003702176.1	XP_015182867.1
OG0007192	XP_003701193.1	XP_015171130.1
OG0007194	XP_003704304.1, XP_012142652.1	XP_015189288.1
OG0007195	XP_012146975.1	XP_015188771.1
OG0007196	XP_003705295.1, XP_012145307.1	XP_015190000.1
OG0007197	XP_012139137.1	XP_015172087.1
OG0007198	XP_003704123.1	XP_015173858.1
OG0007200	XP_003705469.2	XP_015186056.1
OG0007201	XP_003700569.1	XP_015179939.1
OG0007202	XP_012136398.1	XP_015187105.1
OG0007203	XP_012150364.1	XP_015174793.1
OG0007205	XP_012140464.1	XP_015177813.1
OG0007206	XP_012144213.1	XP_015174421.1
OG0007207	XP_012151825.1	XP_015181431.1
OG0007208	XP_003703653.1	XP_015184932.1
OG0007209	XP_003704326.1	XP_015182038.1
OG0007210	XP_012140838.1	XP_015173301.1
OG0007211	XP_012146757.1	XP_015186627.1
OG0007212	XP_003702687.1	XP_015181046.1
OG0007213	XP_003707718.2	XP_015185724.1
OG0007214	XP_012144956.1, XP_012144961.1	XP_015171945.1
OG0007216	XP_003701167.1	XP_015187488.1
OG0007217	XP_003707810.1	XP_015174449.1
OG0007218	XP_012150272.1	XP_015175282.1
OG0007220	XP_003700457.1	XP_015185204.1
OG0007221	XP_012152862.1	XP_015183241.1
OG0007222	XP_003705324.1	XP_015182274.1
OG0007223	XP_003699697.1	XP_015189055.1
OG0007225	XP_012140262.1	XP_015187569.1
OG0007226	XP_003706783.1	XP_015171043.1
OG0007227	XP_012142392.1	XP_015186091.1
OG0007228	XP_012141689.1	XP_015190969.1
OG0007229	XP_003702111.1	XP_015191229.1
OG0007230	XP_003701131.2	XP_015186256.1
OG0007231	XP_003700969.1	XP_015184301.1
OG0007232	XP_003699225.1	XP_015188986.1
OG0007233	XP_003701510.1	XP_015179332.1
OG0007234	XP_012153375.1	XP_015191744.1
OG0007235	XP_012153393.1	XP_015175747.1
OG0007236	XP_003702518.1	XP_015174287.1
OG0007237	XP_003701256.1	XP_015190368.1
OG0007238	XP_003702793.1	XP_015179627.1
OG0007239	XP_003706594.1	XP_015177441.1
OG0007240	XP_012148126.1	XP_015172641.1
OG0007241	XP_003708094.1	XP_015175875.1
OG0007242	XP_012144750.1	XP_015175418.1
OG0007243	XP_012136466.1	XP_015172963.1
OG0007244	XP_012138689.1	XP_015174567.1
OG0007245	XP_003706668.1	XP_015176040.1
OG0007246	XP_012149877.1, XP_012149878.1, XP_012149799.1	XP_015181156.1
OG0007247	XP_012151020.1	XP_015183671.1, XP_015183669.1
OG0007248	XP_003705237.1	XP_015185011.1
OG0007249	XP_012142167.1	XP_015181823.1
OG0007250	XP_003706584.1	XP_015188964.1
OG0007251	XP_012147237.1	XP_015182607.1
OG0007252	XP_003702083.1	XP_015191323.1, XP_015191332.1
OG0007253	XP_003707241.1	XP_015190252.1
OG0007254	XP_012136700.1	XP_015183826.1
OG0007256	XP_003703798.1	XP_015178984.1
OG0007257	XP_012141051.1	XP_015185397.1
OG0007259	XP_012143870.1	XP_015173697.1
OG0007260	XP_003702856.1	XP_015175061.1
OG0007262	XP_003708109.1	XP_015177968.1
OG0007263	XP_003702729.1	XP_015171391.1
OG0007264	XP_012150344.1	XP_015179833.1
OG0007265	XP_012151697.1	XP_015175592.1
OG0007266	XP_012144557.1, XP_012146848.1	XP_015187402.1
OG0007268	XP_012147180.1	XP_015177617.1
OG0007269	XP_012145479.1	XP_015176124.1
OG0007270	XP_012141424.1	XP_015180780.1
OG0007271	XP_012146471.1	XP_015183484.1
OG0007272	XP_012149921.1	XP_015184376.1
OG0007273	XP_012147264.1	XP_015177207.1
OG0007275	XP_003705338.1	XP_015180926.1
OG0007276	XP_003706781.1	XP_015171369.1
OG0007277	XP_012138269.1	XP_015183977.1
OG0007278	XP_003703525.1	XP_015173091.1
OG0007279	XP_012142455.1	XP_015177315.1
OG0007280	XP_012150600.1	XP_015188024.1
OG0007281	XP_012137953.1	XP_015178824.1
OG0007282	XP_003700023.1	XP_015190824.1
OG0007283	XP_003705313.2	XP_015189374.1
OG0007284	XP_012137904.1	XP_015177374.1
OG0007285	XP_012135829.1	XP_015180457.1
OG0007286	XP_003707378.1	XP_015187958.1
OG0007287	XP_003699904.2	XP_015177300.1
OG0007288	XP_012143103.1	XP_015177251.1
OG0007289	XP_012140562.1	XP_015186750.1
OG0007290	XP_003705498.2	XP_015173229.1
OG0007291	XP_003706137.1	XP_015187932.1
OG0007293	XP_012135205.1, XP_012135197.1	XP_015173669.1
OG0007294	XP_012147251.1	XP_015175710.1
OG0007295	XP_012141580.1	XP_015182798.1
OG0007296	XP_003703378.1	XP_015187726.1
OG0007297	XP_003704472.1	XP_015189074.1
OG0007298	XP_003707300.1	XP_015188092.1
OG0007299	XP_003705002.1	XP_015176654.1
OG0007300	XP_003702093.1	XP_015191277.1
OG0007301	XP_012141962.1	XP_015191725.1
OG0007302	XP_012153798.1	XP_015187996.1
OG0007303	XP_012150539.1	XP_015190697.1
OG0007304	XP_012153469.1	XP_015184940.1
OG0007305	XP_012153686.1	XP_015181976.1
OG0007306	XP_012149570.1	XP_015182713.1
OG0007307	XP_003705749.1	XP_015175913.1
OG0007308	XP_012136115.1	XP_015186392.1
OG0007309	XP_012146292.1	XP_015186754.1
OG0007310	XP_012137531.1, XP_012137532.1, XP_012137533.1	XP_015187493.1
OG0007311	XP_003699489.1	XP_015175398.1
OG0007312	XP_003702215.1	XP_015183867.1
OG0007313	XP_003699366.1	XP_015186832.1
OG0007314	XP_012139946.1	XP_015174137.1
OG0007315	XP_003708039.1	XP_015185379.1
OG0007316	XP_012147432.1	XP_015172128.1
OG0007318	XP_003705193.1	XP_015178146.1
OG0007319	XP_003706450.1	XP_015175129.1
OG0007320	XP_003703739.1	XP_015189228.1
OG0007321	XP_003707627.1	XP_015183838.1
OG0007322	XP_003703670.1	XP_015178443.1
OG0007323	XP_003706261.1	XP_015185015.1
OG0007324	XP_012147411.1	XP_015172056.1
OG0007325	XP_012147458.1	XP_015176131.1
OG0007326	XP_012152750.1	XP_015179742.1
OG0007327	XP_012140547.1	XP_015181802.1
OG0007328	XP_012149466.1	XP_015182360.1
OG0007330	XP_012146436.1	XP_015185855.1
OG0007331	XP_012138450.1	XP_015183054.1
OG0007332	XP_003705761.2	XP_015191284.1
OG0007333	XP_003701421.1, XP_012136329.1	XP_015184133.1
OG0007334	XP_012145854.1	XP_015176117.1
OG0007335	XP_003702051.1	XP_015186610.1
OG0007336	XP_003705884.1	XP_015185872.1
OG0007337	XP_012138144.1	XP_015189286.1
OG0007338	XP_012151376.1	XP_015171224.1
OG0007339	XP_012137244.1	XP_015187705.1
OG0007340	XP_012136944.1	XP_015187550.1
OG0007341	XP_012152924.1	XP_015172767.1
OG0007342	XP_012142695.1	XP_015171775.1
OG0007343	XP_003699303.2	XP_015172526.1
OG0007344	XP_003706909.1	XP_015174721.1
OG0007345	XP_003701603.1	XP_015190735.1
OG0007346	XP_003699959.1	XP_015181935.1
OG0007347	XP_003701528.1	XP_015187000.1
OG0007348	XP_003702480.1	XP_015189012.1
OG0007349	XP_003699850.1	XP_015186036.1
OG0007350	XP_012140111.1	XP_015177732.1
OG0007351	XP_003701169.1	XP_015187515.1
OG0007352	XP_012153905.1	XP_015175854.1
OG0007353	XP_003700870.2	XP_015173786.1
OG0007354	XP_012140524.1	XP_015175919.1, XP_015175918.1
OG0007355	XP_012151384.1	XP_015182208.1
OG0007356	XP_003700984.1	XP_015181753.1
OG0007358	XP_012145337.1, XP_012145333.1	XP_015187821.1
OG0007359	XP_012136757.1	XP_015175299.1
OG0007360	XP_012147467.1	XP_015173473.1
OG0007361	XP_012142208.1	XP_015175534.1
OG0007362	XP_003699706.2	XP_015174357.1
OG0007363	XP_003704309.1	XP_015188755.1
OG0007364	XP_012134986.1	XP_015189146.1
OG0007365	XP_003706889.1	XP_015178650.1
OG0007366	XP_012144621.1	XP_015183133.1
OG0007367	XP_003705752.1	XP_015191488.1
OG0007368	XP_012145240.1	XP_015176493.1
OG0007369	XP_012142231.1	XP_015171843.1
OG0007370	XP_003708659.1	XP_015181766.1
OG0007371	XP_003700618.1	XP_015190188.1
OG0007372	XP_012147390.1	XP_015178094.1
OG0007374	XP_012140484.1	XP_015176697.1
OG0007375	XP_012154475.1	XP_015179883.1
OG0007376	XP_012140458.1	XP_015188780.1
OG0007377	XP_012140735.1	XP_015177434.1
OG0007378	XP_012149271.1	XP_015188243.1
OG0007379	XP_012144369.1	XP_015184527.1
OG0007380	XP_012139749.1	XP_015191672.1
OG0007381	XP_012141581.1	XP_015185450.1
OG0007382	XP_012151423.1	XP_015190712.1
OG0007383	XP_003704128.2	XP_015189507.1
OG0007385	XP_012152468.1	XP_015175567.1
OG0007386	XP_012139951.1	XP_015185695.1
OG0007387	XP_003701878.1	XP_015175683.1
OG0007388	XP_003700633.1	XP_015179971.1
OG0007390	XP_012135274.1	XP_015175669.1
OG0007391	XP_003706189.1	XP_015171983.1
OG0007392	XP_012139249.1	XP_015173910.1
OG0007393	XP_003706190.1	XP_015173562.1
OG0007394	XP_012146752.1	XP_015184982.1
OG0007395	XP_012139632.1	XP_015183085.1
OG0007396	XP_003701671.1	XP_015171366.1
OG0007397	XP_003700994.1	XP_015175587.1
OG0007398	XP_012148486.1	XP_015171789.1
OG0007399	XP_003707463.2	XP_015177525.1
OG0007400	XP_003705955.2	XP_015187183.1
OG0007401	XP_012150134.1	XP_015179893.1
OG0007402	XP_003702880.1	XP_015179798.1
OG0007403	XP_012145639.1	XP_015179261.1
OG0007404	XP_012137327.1	XP_015185062.1
OG0007405	XP_003706932.1	XP_015177493.1
OG0007406	XP_003701670.1, XP_012136847.1	XP_015171343.1
OG0007407	XP_012151620.1	XP_015190817.1
OG0007408	XP_003706658.2	XP_015186578.1
OG0007409	XP_003703945.1	XP_015176495.1
OG0007410	XP_003703783.1	XP_015189921.1
OG0007411	XP_012143898.1, XP_012143899.1	XP_015179159.1
OG0007413	XP_003700444.1	XP_015174609.1
OG0007414	XP_003700556.1	XP_015173940.1
OG0007415	XP_012140680.1, XP_012140683.1	XP_015181908.1
OG0007416	XP_003700485.1	XP_015174938.1
OG0007417	XP_012141888.1	XP_015180170.1
OG0007418	XP_012152425.1	XP_015190239.1
OG0007419	XP_012145373.1	XP_015191597.1
OG0007420	XP_012141276.1	XP_015190496.1
OG0007421	XP_012149505.1	XP_015175580.1
OG0007422	XP_012141494.1	XP_015177885.1
OG0007423	XP_003705478.1	XP_015177334.1
OG0007424	XP_003706286.2	XP_015185563.1
OG0007425	XP_012143108.1	XP_015187382.1
OG0007426	XP_012148862.1	XP_015182499.1
OG0007427	XP_012145348.1	XP_015180770.1
OG0007428	XP_012141630.1	XP_015178768.1
OG0007429	XP_003706366.1	XP_015189181.1
OG0007430	XP_003700338.1	XP_015183102.1
OG0007431	XP_012148035.1	XP_015179915.1
OG0007432	XP_012140793.1	XP_015173259.1
OG0007433	XP_012138516.1	XP_015186447.1, XP_015186444.1
OG0007434	XP_012138157.1	XP_015191143.1
OG0007435	XP_012152494.1	XP_015179534.1
OG0007436	XP_003707750.1	XP_015190978.1
OG0007437	XP_012154458.1	XP_015179046.1
OG0007438	XP_012139937.1, XP_003703012.1	XP_015176880.1
OG0007439	XP_003703055.1	XP_015181387.1
OG0007440	XP_012153062.1	XP_015176911.1
OG0007441	XP_012153691.1	XP_015176237.1
OG0007442	XP_003707518.1	XP_015180060.1
OG0007443	XP_012146587.1	XP_015174489.1
OG0007444	XP_012147408.1	XP_015172049.1
OG0007445	XP_012145218.1	XP_015185746.1
OG0007446	XP_012149858.1	XP_015186892.1
OG0007447	XP_012142908.1	XP_015184585.1
OG0007449	XP_003702552.1	XP_015177352.1
OG0007450	XP_003703136.1	XP_015177849.1
OG0007451	XP_003702159.2	XP_015185067.1
OG0007452	XP_012139958.1	XP_015175438.1
OG0007453	XP_012137196.1	XP_015177442.1
OG0007454	XP_012138168.1	XP_015191117.1
OG0007455	XP_012137837.1	XP_015178928.1
OG0007456	XP_012140687.1, XP_012140685.1	XP_015187378.1
OG0007457	XP_012136937.1	XP_015175194.1
OG0007458	XP_003704567.1	XP_015175424.1
OG0007459	XP_012151087.1	XP_015189157.1
OG0007460	XP_003706956.1	XP_015190979.1
OG0007461	XP_003701283.1	XP_015179935.1
OG0007462	XP_003704609.1	XP_015174117.1
OG0007463	XP_003703867.2	XP_015179984.1
OG0007464	XP_003708142.1	XP_015174380.1
OG0007465	XP_003704222.1	XP_015172476.1
OG0007466	XP_012139335.1	XP_015185562.1
OG0007467	XP_003699845.1	XP_015186023.1
OG0007468	XP_012153866.1	XP_015174471.1
OG0007469	XP_012143514.1	XP_015177443.1
OG0007470	XP_003701849.2	XP_015187619.1
OG0007471	XP_012142921.1, XP_012142924.1, XP_012142923.1	XP_015172156.1, XP_015172158.1
OG0007472	XP_012154219.1	XP_015171363.1
OG0007473	XP_003707522.1, XP_012150455.1	XP_015174602.1
OG0007474	XP_003700942.1	XP_015187653.1
OG0007475	XP_012152860.1	XP_015183236.1
OG0007477	XP_003703169.1	XP_015186871.1
OG0007478	XP_003702227.1	XP_015184001.1, XP_015184000.1
OG0007479	XP_012142155.1, XP_012142154.1	XP_015174715.1
OG0007480	XP_012137111.1	XP_015182841.1
OG0007481	XP_003706670.1	XP_015190739.1
OG0007482	XP_012137243.1	XP_015183283.1
OG0007483	XP_003706245.1	XP_015185017.1
OG0007484	XP_003700621.1	XP_015190196.1
OG0007485	XP_003704655.1	XP_015185902.1
OG0007486	XP_012150186.1, XP_003707322.1	XP_015188117.1
OG0007487	XP_003700014.2	XP_015186602.1
OG0007488	XP_003706413.2	XP_015172678.1
OG0007489	XP_003700664.1, XP_012134781.1	XP_015171110.1
OG0007492	XP_012138579.1, XP_012138580.1	XP_015177987.1
OG0007493	XP_012143286.1	XP_015186442.1
OG0007494	XP_012149958.1	XP_015189562.1
OG0007495	XP_012146236.1	XP_015173393.1, XP_015173400.1
OG0007496	XP_003707351.1	XP_015184547.1
OG0007497	XP_003699779.1	XP_015178552.1
OG0007498	XP_003703513.2	XP_015178668.1
OG0007499	XP_012147959.1	XP_015189211.1, XP_015189212.1
OG0007500	XP_003700767.1, XP_003704580.1	XP_015187284.1
OG0007501	XP_003705481.1	XP_015175057.1
OG0007503	XP_012150309.1	XP_015184444.1
OG0007505	XP_012142099.1	XP_015191196.1
OG0007506	XP_012148087.1, XP_003706510.1	XP_015177629.1
OG0007507	XP_003700076.1	XP_015179055.1
OG0007508	XP_012142233.1	XP_015171838.1
OG0007509	XP_003704939.2	XP_015175183.1
OG0007510	XP_003706707.1	XP_015174626.1
OG0007511	XP_003702280.1	XP_015183861.1
OG0007512	XP_003706994.1	XP_015176831.1
OG0007513	XP_003706653.1	XP_015181302.1
OG0007514	XP_012149220.1	XP_015183392.1
OG0007515	XP_012153353.1	XP_015179457.1
OG0007516	XP_012142553.1	XP_015189437.1
OG0007518	XP_012144806.1	XP_015189515.1
OG0007519	XP_003702270.1	XP_015179507.1
OG0007521	XP_012136181.1	XP_015174880.1
OG0007522	XP_012145163.1, XP_012145164.1	XP_015175585.1
OG0007523	XP_003708520.1	XP_015171487.1
OG0007524	XP_012153857.1	XP_015175352.1
OG0007525	XP_003705551.2	XP_015177158.1
OG0007526	XP_003703845.1	XP_015187773.1, XP_015187772.1
OG0007527	XP_003701011.1	XP_015185181.1
OG0007528	XP_003702001.1	XP_015185636.1
