Orthogroup	Megachile_rotundata	Solenopsis_invicta
OG0007588	XP_012147268.1	XP_011173360.1
OG0007589	XP_012150189.1, XP_003707436.1	XP_039304398.1
OG0007590	XP_003707349.2	XP_025990870.1
OG0007592	XP_012139035.1, XP_003702596.1	XP_025988643.1, XP_039315678.1
OG0007593	XP_012150625.1	XP_011171011.1
OG0007595	XP_012139343.1	XP_011162177.1
OG0007596	XP_012139890.1	XP_025993049.1
OG0007597	XP_012136425.1	XP_011162401.1
OG0007598	XP_003708183.1	XP_011169463.1
OG0007602	XP_012152456.1, XP_012147706.1, XP_012147707.1	XP_025997509.2, XP_025997510.2, XP_039312534.1, XP_039312539.1, XP_039312535.1, XP_039310899.1, XP_039310202.1, XP_039312536.1, XP_039312537.1, XP_039312538.1, XP_039308366.1
OG0007604	XP_003705901.2	XP_011156720.1
OG0007605	XP_012136206.1	XP_011167764.1
OG0007606	XP_012153017.1	XP_011158151.1
OG0007607	XP_012144640.1	XP_011163784.1
OG0007608	XP_003702299.1	XP_011167194.2
OG0007609	XP_003707521.1, XP_012150456.1	XP_011168582.2
OG0007610	XP_003705362.1	XP_011159666.2
OG0007611	XP_003701840.1	XP_039306275.1
OG0007613	XP_003701899.2	XP_025989976.1
OG0007615	XP_003704317.2	XP_011175131.2
OG0007616	XP_003705809.1	XP_011164126.1
OG0007618	XP_012143684.1	XP_011161420.1
OG0007619	XP_003701561.1	XP_011161044.1
OG0007620	XP_012139289.1	XP_039311048.1
OG0007621	XP_003703678.1	XP_011169315.1
OG0007622	XP_003702261.1	XP_011175306.1
OG0007623	XP_012149097.1	XP_039308705.1, XP_039308379.1
OG0007624	XP_003705486.2	XP_039306910.1
OG0007625	XP_003699351.2	XP_011170662.1
OG0007626	XP_003702728.1	XP_011173733.1
OG0007627	XP_003702013.1, XP_012138165.1	XP_039313073.1
OG0007628	XP_003707400.1	XP_011169244.1
OG0007629	XP_003701884.2	XP_011169745.2
OG0007630	XP_003699543.1	XP_011163713.1
OG0007631	XP_012151536.1	XP_039307988.1
OG0007632	XP_003706818.1	XP_025995065.1
OG0007633	XP_003702018.1	XP_011176148.1
OG0007634	XP_003699452.1	XP_011162238.1
OG0007635	XP_003708581.1	XP_011166905.2
OG0007636	XP_012144869.1	XP_011174008.1
OG0007637	XP_012143592.1	XP_011163270.1
OG0007638	XP_012143863.1	XP_025992653.2
OG0007639	XP_012140994.1	XP_011157594.1
OG0007640	XP_012149203.1	XP_011164813.1
OG0007641	XP_012149654.1	XP_011156719.2
OG0007642	XP_012140225.1	XP_025991440.1
OG0007643	XP_003707705.1	XP_011172340.2
OG0007644	XP_003702813.1	XP_011161182.1
OG0007646	XP_012139933.1	XP_011165061.1
OG0007647	XP_003701799.2	XP_011161196.1
OG0007648	XP_012140564.1	XP_025988075.1
OG0007649	XP_003702888.1	XP_011159675.1
OG0007650	XP_003704858.1	XP_025992702.2
OG0007651	XP_012138949.1	XP_039309190.1
OG0007652	XP_012148672.1	XP_011161059.1
OG0007653	XP_012138424.1	XP_011172141.1
OG0007654	XP_012135555.1	XP_011167278.1
OG0007656	XP_003701263.2	XP_011155596.1
OG0007657	XP_003708229.2	XP_011159281.1
OG0007658	XP_012141518.1	XP_011161790.1
OG0007659	XP_012141977.1	XP_011163147.3
OG0007660	XP_003703921.1	XP_011173494.2
OG0007661	XP_012135495.1	XP_011155343.2
OG0007662	XP_003703396.1	XP_011164331.1
OG0007664	XP_003704893.1	XP_011160351.1
OG0007665	XP_003705496.1	XP_039310941.1
OG0007666	XP_003703916.1	XP_011173362.2
OG0007667	XP_012134754.1	XP_025989654.2
OG0007668	XP_012144563.1	XP_039311604.1
OG0007669	XP_012144874.1	XP_011158445.1
OG0007670	XP_012146344.1	XP_011155435.2
OG0007671	XP_003700871.1	XP_011172120.1
OG0007673	XP_003706788.1	XP_011161125.1
OG0007674	XP_003706531.1	XP_025995834.1
OG0007675	XP_003707901.1	XP_011168085.1
OG0007676	XP_003699841.1	XP_025988216.1
OG0007677	XP_003699270.1	XP_011168971.1
OG0007678	XP_012137051.1	XP_011156354.2
OG0007679	XP_012144720.1	XP_011169215.1
OG0007680	XP_012144117.1	XP_011160368.1
OG0007681	XP_003705450.2	XP_011163982.1, XP_039302248.1
OG0007682	XP_003702229.1	XP_011158731.2
OG0007683	XP_003705584.1	XP_011162927.1
OG0007685	XP_012136209.1	XP_025989461.1
OG0007686	XP_003702342.1	XP_011158705.2
OG0007687	XP_012140410.1	XP_011171048.1
OG0007688	XP_003707533.1	XP_039308483.1
OG0007689	XP_012147951.1	XP_011157460.1
OG0007690	XP_003702043.1	XP_011165805.1
OG0007691	XP_012146631.1, XP_012146628.1, XP_012146626.1	XP_025986044.1
OG0007692	XP_012150609.1	XP_011175942.1
OG0007694	XP_003704996.1	XP_011176157.1
OG0007695	XP_003704260.1	XP_011158055.1
OG0007696	XP_012149141.1, XP_012149142.1	XP_011159298.2
OG0007697	XP_012148189.1	XP_011172773.2
OG0007698	XP_012153541.1	XP_025988470.1
OG0007699	XP_012147047.1	XP_025990383.2
OG0007700	XP_012139388.1	XP_011167063.1
OG0007701	XP_012150925.1	XP_025994532.2
OG0007702	XP_012141971.1	XP_011163151.1
OG0007703	XP_012149522.1	XP_011160561.3
OG0007704	XP_003705497.1	XP_011163928.2
OG0007705	XP_003699262.2	XP_011165547.1
OG0007706	XP_012143154.1	XP_011160957.1
OG0007707	XP_003701745.1	XP_011166862.1, XP_011166863.1
OG0007708	XP_012136752.1	XP_011158926.2
OG0007709	XP_012150343.1	XP_011171228.2
OG0007711	XP_012148671.1	XP_039309483.1
OG0007714	XP_012153181.1	XP_011169412.2
OG0007715	XP_003703590.1	XP_011170116.1
OG0007716	XP_012146927.1	XP_039312171.1
OG0007717	XP_003702901.2	XP_025991181.2
OG0007718	XP_003701395.1, XP_012136328.1	XP_025992510.2
OG0007719	XP_003702843.2	XP_025995853.1
OG0007720	XP_012147850.1	XP_039307582.1
OG0007721	XP_012145022.1	XP_011159991.2
OG0007723	XP_003700264.1	XP_011162467.1
OG0007724	XP_012144317.1	XP_025992678.2
OG0007725	XP_012150158.1	XP_011171223.1
OG0007726	XP_003706520.1	XP_011170935.1
OG0007728	XP_012139719.1	XP_011161172.2
OG0007729	XP_003699559.2	XP_011157875.2
OG0007730	XP_003699539.1	XP_011159709.1
OG0007731	XP_012152876.1	XP_011162136.1
OG0007732	XP_012144244.1, XP_012144240.1	XP_025989769.1
OG0007733	XP_003702563.1	XP_011175482.2
OG0007734	XP_003708498.1	XP_025988723.1
OG0007736	XP_012149789.1	XP_025990137.1
OG0007737	XP_012145978.1	XP_011156220.2
OG0007738	XP_012149234.1	XP_011165935.1
OG0007739	XP_012139124.1	XP_025988473.1
OG0007740	XP_003704249.1	XP_011163898.2
OG0007741	XP_012138850.1	XP_025994810.2
OG0007742	XP_003704632.1	XP_011157661.1
OG0007743	XP_012149835.1, XP_003707193.1	XP_011162452.1
OG0007744	XP_012144017.1	XP_011172637.1
OG0007745	XP_012148020.1	XP_025993013.2
OG0007746	XP_003707338.1	XP_011159432.1
OG0007747	XP_012136170.1	XP_011167742.1
OG0007750	XP_003700282.1	XP_025993042.1
OG0007751	XP_012152238.1	XP_011167397.2
OG0007752	XP_012154412.1	XP_039303476.1
OG0007753	XP_003704345.1	XP_025986584.1
OG0007754	XP_012138561.1	XP_039310877.1
OG0007755	XP_012137716.1	XP_039311694.1
OG0007756	XP_012153987.1	XP_011170173.2
OG0007757	XP_012154107.1	XP_025991574.1
OG0007758	XP_012151406.1	XP_011156565.1
OG0007759	XP_003707218.1	XP_025986014.1
OG0007761	XP_012138185.1, XP_012138184.1	XP_011162511.1, XP_039310593.1
OG0007762	XP_012136533.1	XP_025989376.2
OG0007763	XP_012140998.1	XP_025990729.1
OG0007764	XP_012143750.1	XP_011165126.1
OG0007768	XP_012144958.1	XP_011176204.1
OG0007769	XP_003699814.1	XP_011161249.1
OG0007771	XP_012135076.1, XP_012135075.1	XP_011172150.1
OG0007772	XP_012151901.1, XP_012151899.1	XP_039314354.1
OG0007773	XP_012136710.1	XP_039305054.1
OG0007774	XP_012139924.1	XP_011173420.1
OG0007775	XP_012139083.1	XP_039314774.1
OG0007776	XP_003704779.1	XP_011158053.1
OG0007778	XP_012146872.1	XP_039310531.1
OG0007779	XP_012136418.1	XP_039303156.1
OG0007780	XP_012140384.1	XP_025986668.2
OG0007781	XP_012138595.1	XP_011160604.2
OG0007782	XP_012139202.1	XP_011162643.2
OG0007783	XP_012139880.1	XP_039306169.1, XP_039306168.1
OG0007785	XP_012139209.1	XP_011173318.1
OG0007786	XP_012141049.1, XP_012141050.1	XP_039313656.1
OG0007787	XP_003702567.1	XP_025997320.1
OG0007788	XP_012135394.1	XP_011160683.1
OG0007789	XP_012142014.1	XP_011173409.2
OG0007790	XP_012145377.1	XP_025987316.1
OG0007791	XP_003699689.1	XP_011156897.1
OG0007792	XP_003707200.2	XP_011175431.1
OG0007793	XP_012146561.1	XP_011164140.2
OG0007794	XP_012144238.1	XP_011161921.2
OG0007795	XP_012147915.1	XP_025993447.2
OG0007796	XP_012147256.1	XP_011173638.1
OG0007798	XP_003705973.1	NP_001291533.1
OG0007799	XP_003702802.1	XP_011175177.1
OG0007800	XP_003702192.1, XP_012138128.1	XP_011163902.1
OG0007801	XP_003700334.1	XP_011158247.1
OG0007802	XP_012152185.1	XP_011159360.2
OG0007803	XP_012146906.1	XP_011167870.1
OG0007804	XP_012138383.1	XP_025986811.1
OG0007805	XP_003701830.1	XP_011162447.2
OG0007806	XP_003703520.1	XP_011162439.2
OG0007808	XP_012141454.1	XP_025995118.1
OG0007809	XP_012145898.1, XP_012145899.1	XP_011157071.2
OG0007810	XP_012140236.1	XP_011172315.2
OG0007811	XP_012140974.1	XP_011160111.2
OG0007812	XP_003708515.1	XP_011163577.1
OG0007813	XP_012139534.1	XP_011157330.2
OG0007814	XP_012149600.1	XP_039313288.1
OG0007815	XP_012149305.1	XP_039306774.1
OG0007816	XP_003707892.1	XP_011165736.1
OG0007817	XP_003701118.1	XP_011171995.1
OG0007818	XP_003707195.1	XP_011164211.2
OG0007819	XP_003707248.1	XP_011162449.1
OG0007820	XP_003700431.1	XP_011159540.1
OG0007821	XP_003707368.1	XP_011170858.2
OG0007822	XP_012141442.1	XP_011162675.1
OG0007823	XP_003702620.1	XP_025987192.1
OG0007824	XP_012151915.1	XP_039314371.1
OG0007826	XP_003707572.1, XP_012150599.1, XP_012150598.1	XP_039308273.1
OG0007827	XP_012143755.1	XP_025987241.2, XP_039302145.1
OG0007828	XP_003705186.2	XP_039302417.1
OG0007829	XP_003704105.1	XP_039304091.1
OG0007830	XP_003700301.1	XP_011158792.1
OG0007831	XP_012138968.1	XP_011162941.1
OG0007832	XP_003703476.1	XP_011156758.1
OG0007833	XP_003701210.1	XP_011171947.2
OG0007834	XP_003702060.1	XP_011167727.2
OG0007835	XP_003700468.1	XP_011155736.1
OG0007836	XP_003706637.1	XP_011158122.1
OG0007837	XP_003701314.1	XP_011167088.1
OG0007838	XP_012151289.1	XP_039308639.1
OG0007839	XP_003703358.1	NP_001291527.1
OG0007840	XP_012149922.1	XP_011172381.2
OG0007841	XP_012137546.1	XP_011168768.1
OG0007843	XP_003703848.1	XP_011168594.1
OG0007844	XP_003708206.2	XP_011159903.2
OG0007845	XP_003708456.1	XP_011165608.1
OG0007846	XP_012144365.1	XP_039314580.1, XP_025987010.1, XP_039314582.1
OG0007847	XP_012134667.1	XP_025986220.2
OG0007848	XP_012153096.1	XP_011169751.2
OG0007849	XP_003701679.1	XP_011164264.2
OG0007850	XP_003707137.2	XP_011170770.1
OG0007851	XP_003702778.1	XP_011160803.1
OG0007852	XP_003703669.1	XP_011162576.2
OG0007853	XP_003704978.1	XP_011164879.1
OG0007854	XP_012137423.1	XP_011169773.1
OG0007855	XP_012146328.1	XP_011155438.1
OG0007856	XP_003702241.2	XP_039303615.1
OG0007857	XP_012143329.1	XP_011156447.1
OG0007858	XP_012153542.1	XP_025995002.2
OG0007859	XP_012137730.1	XP_025995793.1
OG0007860	XP_012139507.1	XP_011156521.3
OG0007861	XP_003702345.1	XP_011158725.2
OG0007862	XP_012139491.1, XP_012139490.1	XP_011166983.1
OG0007863	XP_012135846.1	XP_011173846.2
OG0007864	XP_003700020.1	XP_011156608.1
OG0007865	XP_012135557.1	XP_025991490.2
OG0007866	XP_012142719.1	XP_025986665.1
OG0007867	XP_012138726.1	XP_011161280.1
OG0007868	XP_003699953.1	XP_025996812.1
OG0007869	XP_012147955.1	XP_039309541.1
OG0007870	XP_012149454.1	XP_039311585.1
OG0007871	XP_003701231.1	XP_011172409.1
OG0007872	XP_012136461.1	XP_011172973.1
OG0007874	XP_003707731.1	XP_011167672.1
OG0007875	XP_012147800.1	XP_025992799.1
OG0007876	XP_012152817.1	XP_039305532.1
OG0007877	XP_012141207.1	XP_011159074.1
OG0007878	XP_012147639.1	XP_011162754.2
OG0007879	XP_012145894.1	XP_011176139.2
OG0007880	XP_003705741.1	XP_011175344.1
OG0007881	XP_003705685.1	XP_025993041.1, XP_011157421.1
OG0007882	XP_012141115.1	XP_011162597.1
OG0007883	XP_003702209.1	XP_025995945.2
OG0007884	XP_012149485.1	XP_011161099.1
OG0007885	XP_003704682.1	XP_011161806.1
OG0007886	XP_012150840.1	XP_039308742.1
OG0007888	XP_003705817.2	XP_011158041.2
OG0007889	XP_012146533.1	XP_011164242.1
OG0007892	XP_003707273.1	XP_011160146.1
OG0007893	XP_003703426.1	XP_039307095.1
OG0007894	XP_003708513.2	XP_039314231.1
OG0007896	XP_003700142.1	XP_011166497.1
OG0007897	XP_003701394.1	XP_025994062.1
OG0007899	XP_012137582.1	XP_011175165.1
OG0007900	XP_012138939.1	XP_039305496.1
OG0007901	XP_012140555.1	XP_039313386.1
OG0007902	XP_003705202.1	XP_025995181.1
OG0007903	XP_012145602.1	XP_025995339.1
OG0007904	XP_003702783.1	XP_011160820.1
OG0007905	XP_012154191.1	XP_025993882.1
OG0007907	XP_003706016.2	XP_011159496.1, XP_011159497.1
OG0007908	XP_003703250.1	XP_011164248.2
OG0007910	XP_003702381.1	XP_011156249.2
OG0007911	XP_012149310.1	XP_025990560.1, NP_001291515.1
OG0007912	XP_012141692.1	XP_011161554.1
OG0007913	XP_003701123.1	XP_011159016.1
OG0007914	XP_012136369.1, XP_012136368.1	XP_011170353.1
OG0007915	XP_012140378.1	XP_011158072.2
OG0007916	XP_003707812.1	XP_011168157.1, XP_011168155.1, XP_039313631.1
OG0007917	XP_003700139.1	XP_011166494.1
OG0007918	XP_003706920.1	XP_011171277.2
OG0007919	XP_003702689.1	XP_011169713.1
OG0007920	XP_003706617.1	XP_025991705.2
OG0007921	XP_012138455.1	XP_039308407.1
OG0007922	XP_012153790.1, XP_012153791.1, XP_012153792.1, XP_012153789.1	XP_025986736.1, XP_011158793.1, XP_039305587.1, XP_011158794.1
OG0007923	XP_003706304.2	XP_025987414.1, XP_011162630.1, XP_025987415.1
OG0007924	XP_012142894.1	XP_011157939.1
OG0007926	XP_012143235.1, XP_003704433.1	XP_011162981.1
OG0007927	XP_012137838.1, XP_012137840.1, XP_012138167.1	XP_011171195.1
OG0007928	XP_003701084.1	XP_039312234.1, XP_039312226.1
OG0007929	XP_003701739.1	XP_011160568.1
OG0007930	XP_012150294.1, XP_012150295.1, XP_003707459.2	XP_011162351.1
OG0007931	XP_012148952.1, XP_003706987.1	XP_011157230.3
OG0007933	XP_003700904.1	XP_039310607.1, XP_011162527.2
OG0007934	XP_012143349.1	XP_039310161.1
OG0007935	XP_012150587.1	XP_039311530.1
OG0007936	XP_012141275.1	XP_025986255.1
OG0007938	XP_003704266.2, XP_012143031.1	XP_011168656.1
OG0007939	XP_012141700.1, XP_012141701.1, XP_012141699.1, XP_003703880.2	XP_039307672.1
OG0007941	XP_012151189.1	XP_011156693.1
OG0007942	XP_003701470.1	XP_039302636.1, XP_039302635.1
OG0007949	XP_012144276.1, XP_012152151.1	XP_039315396.1, XP_039307154.1
OG0007958	XP_012134643.1	XP_025987939.1
OG0007959	XP_003699838.1	XP_011161930.1
OG0007961	XP_003705138.1	XP_011163777.2
OG0007962	XP_012135085.1	XP_011161594.1
OG0007963	XP_003705810.1	XP_039312935.1
OG0007964	XP_012142026.1	XP_011173367.1
OG0007965	XP_003699900.1	XP_025990816.2
OG0007966	XP_012148476.1, XP_003706698.1	XP_011167576.1
OG0007967	XP_012149688.1	XP_011161837.1
OG0007968	XP_003700464.1	XP_011164095.1
OG0007971	XP_003699826.1	XP_011167266.1
OG0007973	XP_012143131.1	XP_011170492.1
OG0007974	XP_012146188.1, XP_003705663.1	XP_011155324.1
OG0007975	XP_012145787.1	XP_025986447.1
OG0007976	XP_012142992.1	XP_039309255.1
OG0007978	XP_003701801.1	XP_011159408.2
OG0007981	XP_003701063.1	XP_011164268.2
OG0007982	XP_003706951.1	XP_011166627.1
OG0007983	XP_003705923.1	XP_011170059.1
OG0007984	XP_003706899.1	XP_025986976.2
OG0007985	XP_003707297.1	XP_011172235.3
OG0007986	XP_012138339.1	XP_011167173.3
OG0007987	XP_012136852.1	XP_011167353.2
OG0007988	XP_003702153.1	XP_025987609.1
OG0007989	XP_003704265.2	XP_025986580.1, XP_025986582.1
OG0007990	XP_012142197.1, XP_003704026.1	XP_011176311.1
OG0007991	XP_003708451.1	XP_011173625.1
OG0007994	XP_012150841.1	XP_039308267.1
OG0007995	XP_012138183.1	XP_011159097.2
OG0007996	XP_003701322.1	XP_011156525.1
OG0007997	XP_003701833.1	XP_011170976.1
OG0007999	XP_012138016.1	XP_011165993.2
OG0008000	XP_012134556.1	XP_011166397.2
OG0008001	XP_012147244.1	XP_025997166.1, XP_011172259.1
OG0008002	XP_012149130.1	XP_011165941.1, XP_039312057.1, XP_039312058.1
OG0008003	XP_003700598.1	XP_011171238.1
OG0008005	XP_012135564.1	XP_011156310.2
OG0008006	XP_003705357.1	XP_011163673.1
OG0008008	XP_003702960.1	XP_011161162.2
OG0008009	XP_003707781.2	XP_039307897.1
OG0008010	XP_012139569.1, XP_003702775.1	XP_039315249.1, XP_011157378.1
OG0008011	XP_003699861.2	XP_011164452.1
OG0008013	XP_003706435.1	XP_011165571.1
OG0008014	XP_003699263.2	XP_011168987.1
OG0008016	XP_003702579.1, XP_012138946.1	XP_011175480.1
OG0008018	XP_003701105.1	XP_039302765.1
OG0008019	XP_012149967.1	XP_011167640.1
OG0008020	XP_003702893.1	XP_025994255.1
OG0008021	XP_012148089.1	XP_011170817.1
OG0008023	XP_012143107.1	XP_025988300.1
OG0008024	XP_012148556.1	XP_011167777.1
OG0008025	XP_012153303.1	XP_039310911.1, XP_039310910.1
OG0008026	XP_003699238.1	XP_011168961.1
OG0008028	XP_012141261.1	XP_025987391.1
OG0008029	XP_012153685.1, XP_012147493.1	XP_039312417.1, XP_039309078.1, XP_039309937.1, XP_011169527.1, XP_039303509.1, XP_011168880.1, XP_039311337.1, XP_039304367.1
OG0008030	XP_003701491.2	XP_025987895.2
OG0008031	XP_012154123.1	XP_025994337.1
OG0008033	XP_012148487.1	XP_039308621.1
OG0008035	XP_003707832.1	XP_011170978.2
OG0008036	XP_012152179.1	XP_011167718.1
OG0008038	XP_012144064.1, XP_012144057.1	XP_039306300.1
OG0008039	XP_003703478.1	XP_011166160.1
OG0008040	XP_012134938.1	XP_039314462.1
OG0008041	XP_012136844.1	XP_039307999.1
OG0008042	XP_012141747.1, XP_012141759.1	XP_039308174.1
OG0008043	XP_012138860.1	XP_025988930.2
OG0008044	XP_003700488.1	XP_025995419.1
OG0008046	XP_003708605.1, XP_012153357.1	XP_039310997.1, XP_039310996.1
OG0008047	XP_012142350.1	XP_011167360.2
OG0008049	XP_003704570.1, XP_012143535.1	XP_011161842.1
OG0008050	XP_012139915.1, XP_012139912.1, XP_012139913.1, XP_012139911.1, XP_012139914.1, XP_012139908.1, XP_012139903.1, XP_012139902.1, XP_012139905.1	XP_025987577.2
OG0008051	XP_012152986.1, XP_012152989.1	XP_011173492.1, XP_011173489.1
OG0008054	XP_012153914.1, XP_012146050.1	XP_039306916.1, XP_039302027.1, XP_039310939.1, XP_039301676.1, XP_039304628.1, XP_039303690.1, XP_039305214.1
OG0008055	XP_012143160.1	XP_039311286.1
OG0008056	XP_012138538.1	XP_025994998.1
OG0008057	XP_012146917.1	XP_011170134.2
OG0008058	XP_012141651.1	XP_039309973.1
OG0008059	XP_012142023.1	XP_011173369.1
OG0008060	XP_003704708.2	XP_011176103.1
OG0008061	XP_012139864.1	XP_011176224.1
OG0008062	XP_012142855.1	XP_011157962.1
OG0008063	XP_012153774.1	XP_011176271.2
OG0008064	XP_003702930.1	XP_011160806.2
OG0008067	XP_003701422.1	XP_011164715.1
OG0008069	XP_012153773.1	XP_011176275.1
OG0008070	XP_012151390.1	XP_011165094.1
OG0008071	XP_012149986.1	XP_011167639.1
OG0008072	XP_003704121.2	XP_011162089.2, XP_025986870.2
OG0008073	XP_012150608.1, XP_003707569.1	XP_011168933.1, XP_039312844.1
OG0008074	XP_003702835.1	XP_025995679.1
OG0008075	XP_003702534.1	XP_011172100.1
OG0008076	XP_012145794.1	XP_025992076.1
OG0008078	XP_003706329.1	XP_039308007.1
OG0008079	XP_003700946.1	XP_039303176.1
OG0008080	XP_012143975.1	XP_025994205.1
OG0008081	XP_003708684.1	XP_011166593.1
OG0008084	XP_003705452.1	XP_011166812.2
OG0008085	XP_003699252.1	XP_011165973.1
OG0008086	XP_003701178.1	XP_011163503.1
OG0008087	XP_012140221.1	XP_011157863.1
OG0008088	XP_012141649.1	XP_011168595.3
OG0008089	XP_012154371.1	XP_025995680.1
OG0008090	XP_012145801.1	XP_011163926.1
OG0008091	XP_012149975.1	XP_039314472.1
OG0008093	XP_012145458.1	XP_039303898.1
OG0008094	XP_003706467.1	XP_011157498.1
OG0008095	XP_003701303.1, XP_012136064.1	XP_011161942.1
OG0008096	XP_012151635.1	XP_011159187.1
OG0008097	XP_012136677.1	XP_011169741.2, XP_039303634.1, XP_011169740.2
OG0008099	XP_003707464.1	XP_025991064.1
OG0008100	XP_012142685.1	XP_025986541.1
OG0008101	XP_012137816.1	XP_011173421.1
OG0008102	XP_012151403.1	XP_011156563.1
OG0008103	XP_003703970.1	XP_011157031.1
OG0008104	XP_012151850.1	XP_039303548.1
OG0008105	XP_003706656.1	XP_011170379.1
OG0008106	XP_012152772.1	XP_025986863.1, XP_011162122.1
OG0008107	XP_003705083.1	XP_039312269.1
OG0008108	XP_012141474.1	XP_011176257.1
OG0008109	XP_012146814.1	XP_011156810.1
OG0008110	XP_012151197.1	XP_011156675.1
OG0008111	XP_003699266.2	XP_039305222.1
OG0008112	XP_012152957.1, XP_012153569.1, XP_012150528.1	XP_039315310.1
OG0008113	XP_003703854.1	XP_011162560.1
OG0008114	XP_012139460.1	XP_039301664.1
OG0008115	XP_012142628.1	XP_025994244.1
OG0008116	XP_012134617.1	XP_011171486.2
OG0008117	XP_012149459.1	XP_011171297.2
OG0008119	XP_012148572.1	XP_039312163.1
OG0008120	XP_012137758.1	XP_011172444.1
OG0008121	XP_012135731.1	XP_011158458.1
OG0008122	XP_012148781.1	XP_039308771.1
OG0008124	XP_003707145.1	XP_039310583.1
OG0008125	XP_003703523.2	XP_025989517.1
OG0008126	XP_012150968.1	XP_039308494.1
OG0008127	XP_003701290.1	XP_039304205.1
OG0008128	XP_012137025.1	XP_011160569.2
OG0008130	XP_003702386.1	XP_025989303.1
OG0008132	XP_012138627.1	XP_011172869.2
OG0008133	XP_012147128.1, XP_012147127.1	XP_011156602.1
OG0008134	XP_012135766.1	XP_039301786.1
OG0008135	XP_012145729.1	XP_011167038.1
OG0008136	XP_003706089.1	XP_011167264.2
OG0008137	XP_003701531.1	XP_011158959.1
OG0008141	XP_012148610.1	XP_011163155.1
OG0008143	XP_012146003.1	XP_011167632.1, XP_039307495.1
OG0008144	XP_012134604.1, XP_003700682.1	XP_011155728.1
OG0008145	XP_012147347.1	XP_011168710.1
OG0008146	XP_003701697.1	XP_011164154.2
OG0008147	XP_003703541.1	XP_011162682.1
OG0008148	XP_003705395.1	XP_011158167.1
OG0008149	XP_003702556.1, XP_012138914.1	XP_011169623.1
OG0008150	XP_003702900.1	XP_011167141.1
OG0008151	XP_003701348.1	XP_011162071.1
OG0008152	XP_003707377.2	XP_011169871.2
OG0008153	XP_003703312.1	XP_011160710.2
OG0008154	XP_003702185.2, XP_012138055.1	XP_039307404.1, XP_039307401.1, XP_039307403.1
