Orthogroup	Megachile_rotundata	Tribolium_castaneum
OG0007165	XP_003705142.1	XP_008194930.1
OG0007166	XP_012137894.1	XP_967328.1
OG0007168	XP_003704030.1	XP_974633.1
OG0007169	XP_003708474.1	XP_969130.2
OG0007171	XP_003707974.1	XP_969670.3
OG0007173	XP_003705014.1	XP_974792.1
OG0007174	XP_003705268.1	XP_975635.1
OG0007175	XP_012153636.1	XP_968222.2
OG0007176	XP_003702796.1	XP_008199627.1
OG0007177	XP_012135468.1, XP_012135467.1, XP_003701038.1	XP_008199911.1
OG0007178	XP_003706225.1	XP_969971.1
OG0007179	XP_012154406.1	XP_015838696.1
OG0007180	XP_012142202.1	XP_015838690.1
OG0007181	XP_003699674.2	XP_008198645.1, XP_008198647.1
OG0007182	XP_012145558.1	XP_968551.1
OG0007183	XP_012147202.1	XP_008195882.1
OG0007184	XP_003703482.1	XP_015832906.1
OG0007185	XP_012145247.1	XP_008196296.1
OG0007186	XP_012152305.1	XP_015839447.1
OG0007187	XP_003705539.1	XP_968231.1
OG0007188	XP_012146398.1	XP_971149.1
OG0007189	XP_012138079.1	XP_015838931.1, NP_001036036.1
OG0007190	XP_003702176.1	XP_969008.2
OG0007192	XP_003701193.1	XP_975105.3
OG0007193	XP_003702543.1	XP_008201042.1
OG0007194	XP_003704304.1, XP_012142652.1	XP_008201563.1
OG0007195	XP_012146975.1	XP_001815629.1
OG0007196	XP_003705295.1, XP_012145307.1	XP_008192248.1
OG0007197	XP_012139137.1	XP_008195661.1
OG0007198	XP_003704123.1	XP_975504.1
OG0007199	XP_012134916.1	XP_967923.1
OG0007200	XP_003705469.2	XP_008190461.1
OG0007201	XP_003700569.1	XP_008192657.1
OG0007202	XP_012136398.1	XP_001811434.1
OG0007203	XP_012150364.1	XP_001814107.1
OG0007205	XP_012140464.1	XP_008197825.1
OG0007206	XP_012144213.1	XP_008195323.1
OG0007208	XP_003703653.1	XP_968840.1
OG0007209	XP_003704326.1	XP_008195715.1
OG0007210	XP_012140838.1	XP_015840541.1
OG0007211	XP_012146757.1	XP_008193025.1
OG0007212	XP_003702687.1	XP_966496.1
OG0007213	XP_003707718.2	XP_015835477.1
OG0007214	XP_012144956.1, XP_012144961.1	XP_015837044.1, NP_001034536.1
OG0007216	XP_003701167.1	XP_015833514.1
OG0007217	XP_003707810.1	XP_008194411.1
OG0007218	XP_012150272.1	XP_001815244.2
OG0007219	XP_012151362.1, XP_012139793.1	XP_008199269.2
OG0007220	XP_003700457.1	XP_971766.1
OG0007221	XP_012152862.1	XP_015840172.1, XP_015840182.1
OG0007222	XP_003705324.1	XP_973105.1
OG0007223	XP_003699697.1	XP_967839.1
OG0007225	XP_012140262.1	XP_971019.1
OG0007226	XP_003706783.1	XP_969731.1
OG0007227	XP_012142392.1	XP_968441.2
OG0007228	XP_012141689.1	XP_975059.2
OG0007229	XP_003702111.1	XP_975201.1
OG0007230	XP_003701131.2	XP_969003.3
OG0007231	XP_003700969.1	XP_008191602.1
OG0007232	XP_003699225.1	XP_969887.1
OG0007233	XP_003701510.1	NP_001034494.1
OG0007234	XP_012153375.1	XP_008200633.1
OG0007235	XP_012153393.1	XP_015838601.1
OG0007236	XP_003702518.1	XP_015834042.1
OG0007237	XP_003701256.1	XP_008198009.2
OG0007238	XP_003702793.1	XP_969925.2
OG0007239	XP_003706594.1	XP_967995.2
OG0007240	XP_012148126.1	XP_008198372.1
OG0007241	XP_003708094.1	XP_001812287.1
OG0007242	XP_012144750.1	XP_015840640.1
OG0007243	XP_012136466.1	XP_967524.1
OG0007244	XP_012138689.1	XP_008198257.1
OG0007245	XP_003706668.1	XP_973962.1
OG0007247	XP_012151020.1	XP_008193996.1
OG0007248	XP_003705237.1	XP_008195420.1
OG0007249	XP_012142167.1	XP_008191719.1
OG0007250	XP_003706584.1	XP_971879.2
OG0007251	XP_012147237.1	XP_969311.1
OG0007252	XP_003702083.1	XP_015833838.1
OG0007253	XP_003707241.1	XP_969241.1
OG0007254	XP_012136700.1	XP_001811450.1
OG0007255	XP_003703773.1	XP_015834601.1
OG0007256	XP_003703798.1	XP_008200730.1
OG0007257	XP_012141051.1	XP_008191981.1
OG0007259	XP_012143870.1	XP_008190963.1
OG0007260	XP_003702856.1	XP_008193034.1
OG0007262	XP_003708109.1	XP_008190807.1
OG0007263	XP_003702729.1	XP_973446.3
OG0007264	XP_012150344.1	XP_015840525.1
OG0007265	XP_012151697.1	XP_970112.1
OG0007267	XP_012153498.1	XP_015838527.1
OG0007268	XP_012147180.1	XP_001812757.1
OG0007269	XP_012145479.1	XP_967400.1
OG0007270	XP_012141424.1	XP_008190728.1
OG0007271	XP_012146471.1	XP_974100.1
OG0007272	XP_012149921.1	XP_975616.1
OG0007273	XP_012147264.1	XP_008201268.1
OG0007275	XP_003705338.1	XP_966940.1
OG0007276	XP_003706781.1	XP_971936.1
OG0007277	XP_012138269.1	XP_008192620.1
OG0007278	XP_003703525.1	XP_967748.1
OG0007279	XP_012142455.1	XP_008193020.1
OG0007280	XP_012150600.1	XP_008200287.1
OG0007281	XP_012137953.1	XP_001807104.1
OG0007282	XP_003700023.1	XP_972905.1
OG0007283	XP_003705313.2	XP_973892.2
OG0007284	XP_012137904.1	XP_008190394.1
OG0007285	XP_012135829.1	XP_970257.1
OG0007286	XP_003707378.1	XP_008196323.1
OG0007287	XP_003699904.2	XP_969070.1
OG0007288	XP_012143103.1	XP_015839619.1, NP_001164152.1
OG0007289	XP_012140562.1	XP_001809986.1
OG0007290	XP_003705498.2	XP_972144.1
OG0007291	XP_003706137.1	XP_974635.1
OG0007293	XP_012135205.1, XP_012135197.1	XP_008200359.1
OG0007294	XP_012147251.1	XP_968165.1
OG0007295	XP_012141580.1	XP_008200637.1
OG0007296	XP_003703378.1	XP_008199223.2
OG0007297	XP_003704472.1	XP_969394.1
OG0007298	XP_003707300.1	XP_966727.1
OG0007299	XP_003705002.1	XP_967657.1
OG0007300	XP_003702093.1	XP_008201418.1
OG0007301	XP_012141962.1	XP_975432.1
OG0007302	XP_012153798.1	XP_008196093.1
OG0007303	XP_012150539.1	XP_967428.1
OG0007304	XP_012153469.1	XP_008199397.1
OG0007305	XP_012153686.1	XP_008191060.1
OG0007306	XP_012149570.1	XP_008191539.1
OG0007307	XP_003705749.1	XP_974006.1
OG0007308	XP_012136115.1	XP_015840372.1
OG0007309	XP_012146292.1	XP_008195093.1, XP_008195092.1
OG0007311	XP_003699489.1	XP_968887.1
OG0007312	XP_003702215.1	XP_973963.1
OG0007313	XP_003699366.1	XP_968704.1
OG0007314	XP_012139946.1	XP_015838869.1
OG0007315	XP_003708039.1	XP_008191493.1
OG0007316	XP_012147432.1	XP_015835093.1
OG0007318	XP_003705193.1	XP_971349.1
OG0007319	XP_003706450.1	XP_968103.1
OG0007320	XP_003703739.1	XP_969453.1
OG0007321	XP_003707627.1	XP_008198269.1
OG0007322	XP_003703670.1	XP_008192069.1
OG0007323	XP_003706261.1	XP_008197212.1
OG0007324	XP_012147411.1	XP_974603.1
OG0007325	XP_012147458.1	XP_008192969.1
OG0007326	XP_012152750.1	XP_974584.2
OG0007327	XP_012140547.1	XP_975414.2
OG0007328	XP_012149466.1	XP_008193320.1
OG0007329	XP_003708674.1	XP_974735.1
OG0007330	XP_012146436.1	XP_008201148.1
OG0007331	XP_012138450.1	XP_969224.2
OG0007332	XP_003705761.2	XP_971037.1
OG0007333	XP_003701421.1, XP_012136329.1	XP_015832914.1
OG0007334	XP_012145854.1	XP_015838807.1
OG0007335	XP_003702051.1	XP_971953.1
OG0007336	XP_003705884.1	XP_008194234.2
OG0007337	XP_012138144.1	XP_008191355.1
OG0007338	XP_012151376.1	XP_008197688.1
OG0007339	XP_012137244.1	XP_015840528.1
OG0007340	XP_012136944.1	XP_008191178.1, NP_001164142.1
OG0007341	XP_012152924.1	XP_001810176.2
OG0007342	XP_012142695.1	XP_972350.2
OG0007343	XP_003699303.2	XP_008194632.1
OG0007344	XP_003706909.1	XP_015837006.1
OG0007345	XP_003701603.1	NP_001034499.1
OG0007346	XP_003699959.1	XP_015835530.1
OG0007347	XP_003701528.1	XP_008190899.1
OG0007348	XP_003702480.1	XP_008193614.1
OG0007349	XP_003699850.1	XP_015840822.1
OG0007350	XP_012140111.1	XP_015838467.1
OG0007351	XP_003701169.1	XP_972294.2
OG0007352	XP_012153905.1	XP_008201623.1
OG0007353	XP_003700870.2	XP_971778.1
OG0007355	XP_012151384.1	XP_008195845.1
OG0007356	XP_003700984.1	XP_970427.1
OG0007357	XP_003708678.1	XP_972041.1
OG0007358	XP_012145337.1, XP_012145333.1	XP_008197965.1
OG0007359	XP_012136757.1	XP_015834573.1
OG0007360	XP_012147467.1	XP_008192581.1
OG0007361	XP_012142208.1	XP_015838693.1
OG0007362	XP_003699706.2	XP_008192342.1
OG0007363	XP_003704309.1	XP_970873.1
OG0007364	XP_012134986.1	XP_972870.1
OG0007365	XP_003706889.1	XP_975158.1
OG0007366	XP_012144621.1	XP_008199209.1
OG0007367	XP_003705752.1	XP_008197362.1
OG0007368	XP_012145240.1	XP_973716.2
OG0007369	XP_012142231.1	XP_008200052.1
OG0007370	XP_003708659.1	XP_967040.1
OG0007371	XP_003700618.1	XP_969497.1
OG0007372	XP_012147390.1	XP_967896.1
OG0007374	XP_012140484.1	XP_015840615.1
OG0007375	XP_012154475.1	XP_015835021.1
OG0007376	XP_012140458.1	XP_008199884.1
OG0007377	XP_012140735.1	XP_015834849.1
OG0007378	XP_012149271.1	XP_008194255.1
OG0007379	XP_012144369.1	XP_008194717.1
OG0007380	XP_012139749.1	XP_008196564.1
OG0007381	XP_012141581.1	XP_015834977.1
OG0007382	XP_012151423.1	XP_008196370.1
OG0007383	XP_003704128.2	XP_008199108.1
OG0007385	XP_012152468.1	XP_015838449.1
OG0007386	XP_012139951.1	XP_008201422.1
OG0007387	XP_003701878.1	XP_008195616.1
OG0007388	XP_003700633.1	XP_015834926.1
OG0007389	XP_012138433.1, XP_012138432.1	XP_967416.1
OG0007390	XP_012135274.1	XP_015837796.1
OG0007391	XP_003706189.1	XP_015834734.1, XP_015834735.1, XP_015834736.1
OG0007392	XP_012139249.1	XP_015836550.1
OG0007393	XP_003706190.1	XP_008192063.2
OG0007394	XP_012146752.1	XP_974748.1
OG0007395	XP_012139632.1	XP_015834017.1
OG0007396	XP_003701671.1	XP_008190721.1
OG0007397	XP_003700994.1	XP_969461.1
OG0007398	XP_012148486.1	XP_008198081.1
OG0007399	XP_003707463.2	XP_975345.2
OG0007401	XP_012150134.1	XP_008194941.1
OG0007402	XP_003702880.1	XP_008196910.1
OG0007403	XP_012145639.1	NP_001164293.1
OG0007404	XP_012137327.1	XP_008196416.1
OG0007405	XP_003706932.1	XP_008200386.1
OG0007406	XP_003701670.1, XP_012136847.1	XP_015835690.1
OG0007407	XP_012151620.1	XP_015833344.1
OG0007408	XP_003706658.2	XP_008198691.1
OG0007409	XP_003703945.1	XP_008201165.1
OG0007410	XP_003703783.1	XP_969609.1
OG0007411	XP_012143898.1, XP_012143899.1	XP_008195877.1
OG0007412	XP_003707764.1	XP_015836078.1
OG0007413	XP_003700444.1	XP_968346.2
OG0007414	XP_003700556.1	XP_968074.1
OG0007415	XP_012140680.1, XP_012140683.1	XP_970543.1
OG0007416	XP_003700485.1	XP_008193121.1
OG0007417	XP_012141888.1	XP_008195391.1
OG0007418	XP_012152425.1	XP_008194460.1
OG0007419	XP_012145373.1	XP_970878.1
OG0007420	XP_012141276.1	XP_972406.2
OG0007421	XP_012149505.1	XP_970052.1, XP_969906.2
OG0007422	XP_012141494.1	XP_967756.1
OG0007423	XP_003705478.1	XP_008191818.1
OG0007424	XP_003706286.2	XP_008191009.1
OG0007425	XP_012143108.1	XP_008195160.1
OG0007426	XP_012148862.1	XP_008192974.1
OG0007427	XP_012145348.1	XP_015839209.1
OG0007428	XP_012141630.1	XP_015837641.1
OG0007429	XP_003706366.1	XP_974929.1
OG0007430	XP_003700338.1	XP_971970.1
OG0007431	XP_012148035.1	XP_972831.1
OG0007432	XP_012140793.1	XP_015834570.1
OG0007433	XP_012138516.1	XP_008193451.1
OG0007434	XP_012138157.1	XP_971391.1
OG0007435	XP_012152494.1	XP_008196148.1
OG0007436	XP_003707750.1	XP_008199883.1
OG0007437	XP_012154458.1	XP_008194162.1
OG0007438	XP_012139937.1, XP_003703012.1	XP_008191282.1
OG0007439	XP_003703055.1	XP_008193999.1
OG0007440	XP_012153062.1	XP_008190900.1
OG0007441	XP_012153691.1	XP_008199194.1
OG0007442	XP_003707518.1	XP_967193.1
OG0007443	XP_012146587.1	XP_008190293.1
OG0007444	XP_012147408.1	XP_015834518.1
OG0007445	XP_012145218.1	XP_015837450.1
OG0007446	XP_012149858.1	XP_008191462.1
OG0007447	XP_012142908.1	XP_969728.1
OG0007448	XP_012149475.1	XP_008201074.1
OG0007449	XP_003702552.1	XP_015838817.1
OG0007450	XP_003703136.1	XP_972477.1
OG0007451	XP_003702159.2	XP_015833693.1
OG0007452	XP_012139958.1	XP_008199691.1
OG0007453	XP_012137196.1	XP_008193139.1
OG0007454	XP_012138168.1	XP_008190905.1
OG0007455	XP_012137837.1	XP_015833802.1
OG0007456	XP_012140687.1, XP_012140685.1	XP_015834828.1
OG0007457	XP_012136937.1	XP_970749.1
OG0007458	XP_003704567.1	XP_974194.1
OG0007459	XP_012151087.1	XP_008193745.1
OG0007460	XP_003706956.1	XP_008190591.1
OG0007461	XP_003701283.1	XP_015834965.1
OG0007462	XP_003704609.1	NP_001034531.1
OG0007464	XP_003708142.1	XP_966432.2
OG0007465	XP_003704222.1	XP_008195772.1
OG0007466	XP_012139335.1	XP_015836195.1
OG0007467	XP_003699845.1	XP_971322.1
OG0007468	XP_012153866.1	XP_015834526.1
OG0007469	XP_012143514.1	XP_008198516.1
OG0007470	XP_003701849.2	XP_969586.1
OG0007472	XP_012154219.1	XP_972377.2
OG0007473	XP_003707522.1, XP_012150455.1	XP_008193355.1
OG0007474	XP_003700942.1	XP_967725.2
OG0007475	XP_012152860.1	XP_008191920.1
OG0007477	XP_003703169.1	XP_967694.1
OG0007478	XP_003702227.1	XP_972381.1
OG0007479	XP_012142155.1, XP_012142154.1	XP_973835.1
OG0007480	XP_012137111.1	XP_008193260.1
OG0007481	XP_003706670.1	XP_973616.1
OG0007485	XP_003704655.1	XP_008194935.1
OG0007486	XP_012150186.1, XP_003707322.1	XP_008195648.1
OG0007487	XP_003700014.2	XP_008196154.1
OG0007488	XP_003706413.2	XP_008190463.1
OG0007489	XP_003700664.1, XP_012134781.1	XP_970660.2
OG0007490	XP_003701554.1	XP_008196291.1
OG0007493	XP_012143286.1	XP_008192162.1
OG0007494	XP_012149958.1	XP_008195924.1
OG0007495	XP_012146236.1	XP_973930.2
OG0007496	XP_003707351.1	XP_015837516.1
OG0007497	XP_003699779.1	XP_008191147.1, XP_008194938.1
OG0007498	XP_003703513.2	XP_008192759.1
OG0007499	XP_012147959.1	XP_001811946.1
OG0007500	XP_003700767.1, XP_003704580.1	XP_008192118.1
OG0007503	XP_012150309.1	XP_969558.2
OG0007505	XP_012142099.1	XP_008193681.1
OG0007507	XP_003700076.1	XP_008192894.1
OG0007508	XP_012142233.1	XP_008193477.1
OG0007510	XP_003706707.1	XP_008193962.1
OG0007511	XP_003702280.1	XP_008191919.1
OG0007512	XP_003706994.1	XP_966999.1
OG0007513	XP_003706653.1	XP_974728.1
OG0007514	XP_012149220.1	XP_001812159.2
OG0007515	XP_012153353.1	XP_008196340.1
OG0007516	XP_012142553.1	XP_008195754.1
OG0007518	XP_012144806.1	XP_015833011.1
OG0007519	XP_003702270.1	XP_008192044.1
OG0007521	XP_012136181.1	XP_008198722.1
OG0007522	XP_012145163.1, XP_012145164.1	XP_015837282.1, XP_015837281.1
OG0007523	XP_003708520.1	XP_008191445.1
OG0007524	XP_012153857.1	XP_015833329.1
OG0007525	XP_003705551.2	XP_008196952.1
OG0007526	XP_003703845.1	XP_008200682.1
OG0007527	XP_003701011.1	NP_001164080.1
OG0007528	XP_003702001.1	XP_971754.1
OG0007529	XP_003699217.2	XP_015832883.1
OG0007530	XP_003704949.1	XP_970894.2
OG0007532	XP_003705657.2	XP_972008.1
OG0007533	XP_012136577.1, XP_012136575.1, XP_012136576.1	XP_015834668.1
OG0007534	XP_012139897.1	XP_008197109.1
OG0007535	XP_012151702.1	XP_008198217.1
OG0007536	XP_012152609.1	XP_001808711.1
OG0007537	XP_003703265.2	XP_008192161.1
OG0007538	XP_012147206.1, XP_003706070.1	XP_008193664.1, XP_008193657.1
OG0007539	XP_012143771.1	XP_008193687.1
OG0007540	XP_012149364.1	XP_015835159.1
OG0007541	XP_003703599.1	XP_008191271.1
OG0007542	XP_003703686.1	XP_008194714.1
OG0007543	XP_003707457.1	XP_008195808.1
OG0007544	XP_012149841.1	XP_015834338.1
OG0007545	XP_012153343.1	XP_008201444.1
OG0007546	XP_012134703.1	XP_008198814.1
OG0007547	XP_012134646.1	XP_008194165.1
OG0007548	XP_012138985.1	XP_008201168.1
OG0007549	XP_012149539.1	NP_001107772.1, XP_015834302.1
OG0007552	XP_012150082.1	XP_015837411.1
OG0007553	XP_012153879.1	XP_015836242.1
OG0007554	XP_003701754.2	XP_972371.2
OG0007555	XP_003707346.1	XP_008199763.1
OG0007556	XP_012149501.1	XP_975227.1
OG0007558	XP_012150076.1	XP_008195666.1
OG0007559	XP_012143888.1, XP_012152462.1, XP_012147983.1	XP_008199455.1
OG0007560	XP_003706327.1	XP_008200076.1
OG0007562	XP_012151935.1	XP_008199932.1
OG0007563	XP_012134801.1	XP_971684.1
OG0007565	XP_003706599.1	XP_008197591.1
OG0007569	XP_012140953.1, XP_012140958.1	XP_008198086.1
OG0007574	XP_003701189.2	XP_001811535.1
OG0007577	XP_012136026.1	XP_008193658.1
OG0007579	XP_012145530.1, XP_012145536.1	XP_008196691.1
OG0007582	XP_012140285.1	XP_008200907.1
OG0007584	XP_012150937.1	XP_001809288.1
OG0007586	XP_012136249.1, XP_012136243.1, XP_012136244.1	XP_008197399.2
OG0007587	XP_003702995.1	XP_015835824.1
OG0007588	XP_012147268.1	XP_008198592.2, XP_015838624.1, XP_008198593.1
OG0007589	XP_012150189.1, XP_003707436.1	XP_008192872.2, XP_015835075.1
OG0007590	XP_003707349.2	XP_008195458.1
OG0007592	XP_012139035.1, XP_003702596.1	XP_008198163.1
OG0007595	XP_012139343.1	XP_008193428.1
OG0007597	XP_012136425.1	XP_969145.1
OG0007605	XP_012136206.1	XP_973806.2
OG0007606	XP_012153017.1	XP_968933.1
OG0007607	XP_012144640.1	XP_015838598.1
OG0007608	XP_003702299.1	XP_008192763.1
OG0007610	XP_003705362.1	XP_972163.1
OG0007611	XP_003701840.1	XP_968424.2
OG0007612	XP_012137277.1, XP_012137278.1	XP_969336.1
OG0007613	XP_003701899.2	XP_015836987.1
OG0007615	XP_003704317.2	XP_008195196.1
OG0007616	XP_003705809.1	NP_001161908.1
OG0007618	XP_012143684.1	XP_008190827.1
OG0007619	XP_003701561.1	NP_001193391.1
OG0007620	XP_012139289.1	XP_966721.1
OG0007621	XP_003703678.1	XP_972967.1
OG0007622	XP_003702261.1	XP_968275.2
OG0007623	XP_012149097.1	XP_975481.1
OG0007624	XP_003705486.2	XP_008197463.1
OG0007625	XP_003699351.2	XP_970146.1
OG0007627	XP_003702013.1, XP_012138165.1	XP_008190864.1
OG0007628	XP_003707400.1	XP_008193444.1
OG0007629	XP_003701884.2	XP_008200605.1
OG0007630	XP_003699543.1	XP_976077.1
OG0007631	XP_012151536.1	XP_008200115.2, XP_015840385.1
OG0007632	XP_003706818.1	XP_973436.3
OG0007633	XP_003702018.1	XP_970994.1
OG0007635	XP_003708581.1	XP_008198709.1
OG0007636	XP_012144869.1	XP_967907.1
OG0007637	XP_012143592.1	XP_968605.2
OG0007638	XP_012143863.1	XP_008190557.1
OG0007639	XP_012140994.1	XP_968749.2
OG0007640	XP_012149203.1	XP_015835443.1
OG0007641	XP_012149654.1	XP_967121.2
OG0007643	XP_003707705.1	XP_008201419.1
OG0007644	XP_003702813.1	XP_015836431.1
OG0007648	XP_012140564.1	XP_015837368.1
OG0007649	XP_003702888.1	XP_966911.1
OG0007650	XP_003704858.1	XP_015833347.1
OG0007651	XP_012138949.1	XP_008196749.1
OG0007652	XP_012148672.1	XP_015834096.1
OG0007653	XP_012138424.1	XP_015835841.1
OG0007654	XP_012135555.1	XP_974912.1
OG0007656	XP_003701263.2	XP_015838713.1
OG0007658	XP_012141518.1	XP_008201041.1
OG0007659	XP_012141977.1	XP_008201541.1
OG0007660	XP_003703921.1	XP_967487.1
OG0007661	XP_012135495.1	XP_008193939.1
OG0007662	XP_003703396.1	XP_972927.1
OG0007664	XP_003704893.1	XP_008191007.1
OG0007666	XP_003703916.1	XP_008191781.1
OG0007667	XP_012134754.1	XP_015832985.1
OG0007668	XP_012144563.1	XP_969829.1
OG0007669	XP_012144874.1	XP_008199135.1
OG0007670	XP_012146344.1	XP_969869.1
OG0007671	XP_003700871.1	XP_969832.1
OG0007673	XP_003706788.1	XP_973708.1
OG0007674	XP_003706531.1	XP_967083.1
OG0007675	XP_003707901.1	XP_969580.1
OG0007676	XP_003699841.1	XP_974826.2
OG0007678	XP_012137051.1	XP_966565.1
OG0007681	XP_003705450.2	XP_008190460.1
OG0007682	XP_003702229.1	XP_015834396.1
OG0007683	XP_003705584.1	XP_973768.1
OG0007686	XP_003702342.1	XP_008199375.1
OG0007687	XP_012140410.1	XP_015836023.1
OG0007688	XP_003707533.1	XP_966764.1
OG0007689	XP_012147951.1	XP_015840864.1
OG0007690	XP_003702043.1	XP_966951.1
OG0007691	XP_012146631.1, XP_012146628.1, XP_012146626.1	XP_967294.1
OG0007692	XP_012150609.1	XP_008192605.1
OG0007694	XP_003704996.1	XP_966791.1
OG0007695	XP_003704260.1	XP_972760.1
OG0007696	XP_012149141.1, XP_012149142.1	XP_008192295.1
OG0007697	XP_012148189.1	XP_008191126.1
OG0007698	XP_012153541.1	XP_015839547.1
OG0007699	XP_012147047.1	XP_008198314.1
OG0007700	XP_012139388.1	XP_015836359.1
OG0007702	XP_012141971.1	XP_001811836.1
OG0007703	XP_012149522.1	XP_015836923.1, XP_001807502.3
OG0007704	XP_003705497.1	XP_008198433.1
OG0007705	XP_003699262.2	XP_001810067.1
OG0007706	XP_012143154.1	XP_967209.1
OG0007708	XP_012136752.1	XP_970512.2
OG0007709	XP_012150343.1	XP_015836032.1
OG0007711	XP_012148671.1	XP_015834812.1
OG0007712	XP_012141507.1	XP_008198410.1, XP_008198409.1
OG0007714	XP_012153181.1	XP_008190531.1
OG0007716	XP_012146927.1	XP_008197980.1
OG0007717	XP_003702901.2	XP_015833813.1
OG0007718	XP_003701395.1, XP_012136328.1	XP_015837122.1
OG0007719	XP_003702843.2	XP_008194871.1
OG0007720	XP_012147850.1	NP_001163995.1
OG0007721	XP_012145022.1	XP_015837983.1
OG0007723	XP_003700264.1	XP_015833177.1
OG0007726	XP_003706520.1	XP_968254.2
OG0007728	XP_012139719.1	XP_001815436.1
OG0007729	XP_003699559.2	NP_001139378.1
OG0007730	XP_003699539.1	XP_970617.1
OG0007731	XP_012152876.1	XP_973584.1
OG0007733	XP_003702563.1	XP_008200692.1
OG0007734	XP_003708498.1	XP_967299.1
OG0007736	XP_012149789.1	XP_969213.1
OG0007737	XP_012145978.1	XP_008197187.1
OG0007738	XP_012149234.1	XP_001814310.1
OG0007739	XP_012139124.1	XP_008199035.1
OG0007740	XP_003704249.1	XP_008198327.1
OG0007741	XP_012138850.1	XP_008192487.2
OG0007742	XP_003704632.1	XP_015840087.1
OG0007743	XP_012149835.1, XP_003707193.1	XP_008194870.1
OG0007744	XP_012144017.1	XP_968151.1
OG0007745	XP_012148020.1	XP_008195016.1
OG0007746	XP_003707338.1	XP_008198106.1
OG0007747	XP_012136170.1	XP_008197674.1
OG0007751	XP_012152238.1	XP_008201134.1
OG0007752	XP_012154412.1	XP_008198359.2
OG0007753	XP_003704345.1	XP_008200350.1
OG0007754	XP_012138561.1	XP_008192366.1
OG0007755	XP_012137716.1	XP_015834714.1
OG0007757	XP_012154107.1	XP_008194010.1
OG0007758	XP_012151406.1	XP_015833931.1
OG0007759	XP_003707218.1	XP_015835950.1
OG0007760	XP_012143733.1	XP_008194489.1
OG0007761	XP_012138185.1, XP_012138184.1	XP_973935.1
OG0007762	XP_012136533.1	XP_969341.2
OG0007768	XP_012144958.1	XP_008195587.1
OG0007769	XP_003699814.1	XP_973728.1
OG0007770	XP_003707647.1, XP_012150648.1	XP_008190598.1
OG0007772	XP_012151901.1, XP_012151899.1	XP_015833409.1
OG0007773	XP_012136710.1	XP_015833833.1
OG0007774	XP_012139924.1	XP_015838607.1
OG0007775	XP_012139083.1	XP_966567.1
OG0007776	XP_003704779.1	XP_008190287.1
OG0007777	XP_012153032.1	XP_008199541.2
OG0007778	XP_012146872.1	XP_015839581.1, XP_008199380.1
OG0007779	XP_012136418.1	XP_970220.2
OG0007780	XP_012140384.1	XP_974768.1
OG0007781	XP_012138595.1	XP_008191140.1
OG0007783	XP_012139880.1	XP_015837202.1
