Orthogroup	Megachile_rotundata	Vespa_mandarinia
OG0006831	XP_003702760.1	XP_035721267.1
OG0006832	XP_003700952.1	XP_035743728.1
OG0006833	XP_012139701.1	XP_035735564.1
OG0006834	XP_003701664.1	XP_035728898.1
OG0006835	XP_003702491.1	XP_035718092.1
OG0006836	XP_003699427.1	XP_035723675.1
OG0006837	XP_012146960.1	XP_035734893.1
OG0006838	XP_003702515.1	XP_035735517.1
OG0006840	XP_003705505.1	XP_035723485.1
OG0006841	XP_003705102.1	XP_035723195.1
OG0006842	XP_003708522.1	XP_035721316.1
OG0006843	XP_003701750.1	XP_035721741.1
OG0006844	XP_003699728.1	XP_035734568.1
OG0006845	XP_003701270.1	XP_035728471.1
OG0006846	XP_003701673.1	XP_035741112.1
OG0006847	XP_003702056.1	XP_035741237.1
OG0006849	XP_003704908.1	XP_035735412.1
OG0006850	XP_003703782.1	XP_035744159.1
OG0006851	XP_012141928.1	XP_035736810.1
OG0006852	XP_003702828.1	XP_035722572.1
OG0006853	XP_003702941.1	XP_035735690.1
OG0006854	XP_012136167.1	XP_035726050.1
OG0006855	XP_003701344.1	XP_035731922.1
OG0006856	XP_003706365.1	XP_035726710.1
OG0006858	XP_003707070.2	XP_035737415.1
OG0006859	XP_003699835.1	XP_035732403.1
OG0006860	XP_003705473.1	XP_035725401.1
OG0006861	XP_012139394.1, XP_012139395.1	XP_035739170.1
OG0006862	XP_003699851.1	XP_035722923.1
OG0006863	XP_003706650.1	XP_035739672.1
OG0006864	XP_003700329.1	XP_035717917.1
OG0006865	XP_012154350.1	XP_035739821.1
OG0006866	XP_012153344.1	XP_035717660.1
OG0006867	XP_012142009.1	XP_035742132.1
OG0006868	XP_003701696.1	XP_035735213.1
OG0006869	XP_003705475.2	XP_035725491.1
OG0006870	XP_003701441.1	XP_035729091.1
OG0006871	XP_003699695.1	XP_035724061.1
OG0006872	XP_003706427.1	XP_035738724.1
OG0006873	XP_003701174.1	XP_035741108.1, XP_035741106.1
OG0006874	XP_012135605.1	XP_035719976.1
OG0006875	XP_003699233.1	XP_035723435.1
OG0006876	XP_012143714.1	XP_035735556.1
OG0006877	XP_003704476.1	XP_035721504.1
OG0006878	XP_003700570.1	XP_035732725.1
OG0006879	XP_003708643.1	XP_035738751.1
OG0006882	XP_003707262.1	XP_035721622.1
OG0006883	XP_003700372.1	XP_035733233.1, XP_035733234.1
OG0006884	XP_003701558.1	XP_035730415.1
OG0006885	XP_003699984.1	XP_035738034.1
OG0006886	XP_012135635.1	XP_035743300.1
OG0006887	XP_012135080.1	XP_035728059.1
OG0006888	XP_003702873.1	XP_035726836.1
OG0006890	XP_003706793.1	XP_035728402.1
OG0006891	XP_003703910.2	XP_035741764.1
OG0006892	XP_003703148.1	XP_035720350.1
OG0006893	XP_012154504.1	XP_035732719.1
OG0006894	XP_003699565.1	XP_035731467.1
OG0006895	XP_003701143.1	XP_035721050.1
OG0006896	XP_003705273.1	XP_035724438.1
OG0006897	XP_003701396.1	XP_035732101.1
OG0006898	XP_012136811.1	XP_035724859.1
OG0006899	XP_012140926.1	XP_035718820.1
OG0006900	XP_003706878.1	XP_035718580.1
OG0006901	XP_012145443.1	XP_035736731.1
OG0006902	XP_003707729.1	XP_035738078.1
OG0006903	XP_003705174.1	XP_035733578.1
OG0006904	XP_003704250.1	XP_035742568.1
OG0006905	XP_012151591.1	XP_035728029.1
OG0006906	XP_003707268.1	XP_035719856.1
OG0006907	XP_012150410.1	XP_035717577.1
OG0006908	XP_003703888.1	XP_035743527.1
OG0006909	XP_012139687.1	XP_035735849.1
OG0006910	XP_012147612.1	XP_035734330.1
OG0006911	XP_012143492.1	XP_035719114.1
OG0006912	XP_003707582.2	XP_035736606.1
OG0006913	XP_012147776.1	XP_035737901.1
OG0006914	XP_003706669.1	XP_035725810.1
OG0006915	XP_003705052.1	XP_035729779.1
OG0006916	XP_012136911.1	XP_035725281.1
OG0006917	XP_012135253.1	XP_035737217.1
OG0006918	XP_003705184.1	XP_035737158.1
OG0006919	XP_012154359.1	XP_035738402.1
OG0006921	XP_003705652.1	XP_035735269.1
OG0006922	XP_012153345.1	XP_035733829.1
OG0006923	XP_003706930.1	XP_035717177.1
OG0006924	XP_003701127.1	XP_035723428.1
OG0006925	XP_003703027.1	XP_035731775.1
OG0006926	XP_012141120.1	XP_035728384.1
OG0006927	XP_003704272.1	XP_035720451.1
OG0006928	XP_012141267.1	XP_035722917.1
OG0006929	XP_012135938.1	XP_035740345.1
OG0006930	XP_003704845.2	XP_035734439.1
OG0006931	XP_003707739.1	XP_035729511.1
OG0006932	XP_003705994.1	XP_035731114.1
OG0006933	XP_012136863.1	XP_035721627.1
OG0006934	XP_012144425.1	XP_035727139.1
OG0006935	XP_003705645.1	XP_035735393.1
OG0006936	XP_012139722.1	XP_035735823.1
OG0006937	XP_003708543.1	XP_035735135.1
OG0006938	XP_012147453.1	XP_035721297.1
OG0006939	XP_012151364.1	XP_035744084.1
OG0006940	XP_003708287.1	XP_035729386.1
OG0006941	XP_003702920.1	XP_035720562.1
OG0006943	XP_003707032.1	XP_035737831.1
OG0006944	XP_012152318.1	XP_035737426.1
OG0006945	XP_012140251.1	XP_035740209.1
OG0006946	XP_003700032.1	XP_035737878.1, XP_035737877.1
OG0006947	XP_003701450.2, XP_012136527.1	XP_035730561.1
OG0006948	XP_003702844.1	XP_035720951.1
OG0006949	XP_003707682.1	XP_035727112.1
OG0006950	XP_003708577.1	XP_035739577.1
OG0006951	XP_003701309.1	XP_035719461.1
OG0006952	XP_003703521.1	XP_035723217.1
OG0006953	XP_012142574.1	XP_035728158.1
OG0006954	XP_012151626.1	XP_035725840.1
OG0006955	XP_012138499.1	XP_035719501.1
OG0006956	XP_003699211.1	XP_035723680.1
OG0006957	XP_003706434.1	XP_035743765.1, XP_035743766.1
OG0006958	XP_003699945.1	XP_035720371.1
OG0006959	XP_012153028.1	XP_035730722.1
OG0006960	XP_003702048.1	XP_035738213.1
OG0006961	XP_012141821.1	XP_035733670.1
OG0006962	XP_003708410.1	XP_035742501.1
OG0006963	XP_003700404.1	XP_035733209.1
OG0006964	XP_012138133.1	XP_035736462.1
OG0006965	XP_003700561.1	XP_035718119.1
OG0006966	XP_012137746.1	XP_035742668.1
OG0006967	XP_012138315.1	XP_035739904.1
OG0006968	XP_012153235.1	XP_035734991.1
OG0006969	XP_003705523.1	XP_035721466.1
OG0006970	XP_003707146.1	XP_035741773.1
OG0006971	XP_012135761.1	XP_035738875.1
OG0006972	XP_012148197.1	XP_035733673.1
OG0006973	XP_003703693.1	XP_035737580.1
OG0006974	XP_012152648.1	XP_035729347.1
OG0006975	XP_012152659.1	XP_035729382.1
OG0006976	XP_003703122.1	XP_035737120.1
OG0006977	XP_003707156.1	XP_035741143.1
OG0006978	XP_012148266.1	XP_035723447.1
OG0006979	XP_003703140.1	XP_035726124.1
OG0006980	XP_012136098.1	XP_035723344.1
OG0006981	XP_003702117.1	XP_035719170.1
OG0006982	XP_012154501.1, XP_012154492.1	XP_035722495.1
OG0006983	XP_012137811.1	XP_035725672.1
OG0006984	XP_012141898.1	XP_035735609.1
OG0006985	XP_012136882.1	XP_035725528.1
OG0006986	XP_012147967.1	XP_035726616.1
OG0006987	XP_003699409.1	XP_035734412.1
OG0006988	XP_003707468.1	XP_035721715.1
OG0006989	XP_003706074.2	XP_035721470.1
OG0006990	XP_012152853.1	XP_035723574.1
OG0006991	XP_012152384.1	XP_035739805.1
OG0006992	XP_003707938.1	XP_035741857.1
OG0006993	XP_012151907.1	XP_035739877.1
OG0006994	XP_003707362.1	XP_035744241.1
OG0006997	XP_012134843.1	XP_035719891.1
OG0006998	XP_003703259.1	XP_035740483.1, XP_035740481.1
OG0006999	XP_012144419.1	XP_035738440.1
OG0007000	XP_012145381.1	XP_035740820.1
OG0007001	XP_012148551.1	XP_035733686.1
OG0007002	XP_012140233.1	XP_035743326.1
OG0007003	XP_003701886.1	XP_035730781.1
OG0007004	XP_003706163.1	XP_035721076.1
OG0007005	XP_003708180.1	XP_035737697.1
OG0007006	XP_003707307.1	XP_035719682.1
OG0007007	XP_003703903.1	XP_035739502.1
OG0007008	XP_012142658.1	XP_035736398.1
OG0007009	XP_003708446.1	XP_035732910.1
OG0007010	XP_012146606.1	XP_035726505.1
OG0007011	XP_003706876.2, XP_012149153.1	XP_035718519.1
OG0007012	XP_012143101.1	XP_035731606.1
OG0007013	XP_003699480.1	XP_035728729.1
OG0007014	XP_003704027.1	XP_035742278.1
OG0007015	XP_012141575.1	XP_035734131.1
OG0007016	XP_003699487.1	XP_035740522.1
OG0007017	XP_003702205.1	XP_035717903.1
OG0007018	XP_003700250.1	XP_035732618.1
OG0007019	XP_003701266.1	XP_035740388.1
OG0007020	XP_012142370.1	XP_035736146.1
OG0007021	XP_012151031.1	XP_035725624.1
OG0007022	XP_003706667.1	XP_035721531.1
OG0007023	XP_003706506.2	XP_035718997.1
OG0007024	XP_012141105.1	XP_035741789.1
OG0007025	XP_012143191.1	XP_035743934.1
OG0007026	XP_003699181.1	XP_035741508.1
OG0007027	XP_003701268.1	XP_035726728.1
OG0007028	XP_003705032.1	XP_035729954.1
OG0007029	XP_012154534.1	XP_035732823.1
OG0007030	XP_003702771.1	XP_035720447.1
OG0007031	XP_012142520.1	XP_035723828.1
OG0007032	XP_003703365.1	XP_035723793.1
OG0007033	XP_012147075.1	XP_035734603.1
OG0007034	XP_012146790.1	XP_035728600.1
OG0007035	XP_003705135.1, XP_012144880.1	XP_035741617.1
OG0007036	XP_003706620.1	XP_035726212.1
OG0007037	XP_012135393.1	XP_035718454.1
OG0007038	XP_003704746.1	XP_035723799.1
OG0007039	XP_012144892.1	XP_035729640.1
OG0007040	XP_003706815.1	XP_035723593.1
OG0007041	XP_003707671.1	XP_035733536.1
OG0007042	XP_012150820.1, XP_012150777.1	XP_035741681.1
OG0007043	XP_012150978.1	XP_035719580.1
OG0007044	XP_003699244.1	XP_035743209.1
OG0007045	XP_003700525.1	XP_035721029.1
OG0007046	XP_012147090.1	XP_035736523.1
OG0007047	XP_003702851.1	XP_035720225.1
OG0007048	XP_003704776.1	XP_035737064.1
OG0007049	XP_012138318.1	XP_035726261.1
OG0007050	XP_003703822.1	XP_035736766.1
OG0007051	XP_012154254.1	XP_035727389.1
OG0007052	XP_003706080.2	XP_035744191.1
OG0007053	XP_012144592.1	XP_035718784.1
OG0007054	XP_012147020.1	XP_035732758.1
OG0007055	XP_003707488.1	XP_035724967.1
OG0007056	XP_003701407.1	XP_035739771.1
OG0007057	XP_012146976.1	XP_035725815.1
OG0007058	XP_012139030.1	XP_035739209.1
OG0007059	XP_003704220.2	XP_035736403.1
OG0007060	XP_003700263.1	XP_035723124.1
OG0007061	XP_003706138.1	XP_035728263.1
OG0007062	XP_003703722.1	XP_035725315.1
OG0007063	XP_012140379.1	XP_035727683.1
OG0007064	XP_012141840.1	XP_035741744.1
OG0007066	XP_012149900.1	XP_035730362.1
OG0007067	XP_003700423.1	XP_035727693.1
OG0007068	XP_012150460.1	XP_035731106.1
OG0007069	XP_003704338.1	XP_035730269.1
OG0007070	XP_003707579.1	XP_035727071.1
OG0007071	XP_003705018.2	XP_035738645.1
OG0007072	XP_003703118.1	XP_035737187.1
OG0007073	XP_012139547.1	XP_035720399.1
OG0007074	XP_012139665.1	XP_035732942.1
OG0007075	XP_003705568.1	XP_035725024.1
OG0007076	XP_003706797.1	XP_035744071.1
OG0007077	XP_003706005.1	XP_035731081.1
OG0007078	XP_003705093.1	XP_035729451.1
OG0007079	XP_012152032.1	XP_035741854.1
OG0007080	XP_012137474.1	XP_035721011.1
OG0007081	XP_012137662.1	XP_035734601.1
OG0007082	XP_003706885.1	XP_035728557.1
OG0007083	XP_003701720.1	XP_035737541.1
OG0007084	XP_012147500.1	XP_035730418.1
OG0007085	XP_012140496.1	XP_035725542.1, XP_035725535.1
OG0007086	XP_003702560.1	XP_035740452.1
OG0007087	XP_012150620.1, XP_003707630.1	XP_035740680.1
OG0007088	XP_003701264.1	XP_035740390.1
OG0007089	XP_012141863.1	XP_035723390.1
OG0007090	XP_012141963.1	XP_035729601.1
OG0007091	XP_003704038.1	XP_035734764.1
OG0007092	XP_012134837.1	XP_035717117.1
OG0007093	XP_003707279.1	XP_035736048.1
OG0007094	XP_003707551.2	XP_035718676.1
OG0007095	XP_012138132.1	XP_035725474.1, XP_035725473.1
OG0007096	XP_012147005.1	XP_035722920.1
OG0007097	XP_003699646.1	XP_035743626.1
OG0007098	XP_003707967.1	XP_035736130.1
OG0007099	XP_003701116.1	XP_035741588.1
OG0007100	XP_012141159.1	XP_035725435.1
OG0007101	XP_012150281.1	XP_035723928.1
OG0007102	XP_012139217.1	XP_035738976.1
OG0007103	XP_003699936.1	XP_035739860.1
OG0007104	XP_003706351.1	XP_035728443.1
OG0007105	XP_012149951.1	XP_035743718.1
OG0007106	XP_003702430.1	XP_035732289.1
OG0007107	XP_003705889.1	XP_035730338.1
OG0007108	XP_012136631.1, XP_003701478.1	XP_035732544.1
OG0007109	XP_012154355.1	XP_035743007.1
OG0007110	XP_003703946.1	XP_035717108.1
OG0007111	XP_012146864.1	XP_035737598.1
OG0007112	XP_003705013.1	XP_035737016.1
OG0007113	XP_012151548.1	XP_035737635.1
OG0007114	XP_003705799.1	XP_035738592.1
OG0007115	XP_003702505.1	XP_035722762.1
OG0007117	XP_003699996.1	XP_035733800.1
OG0007118	XP_012150975.1	XP_035725030.1
OG0007119	XP_003704485.1	XP_035721236.1
OG0007120	XP_012143977.1	XP_035739732.1
OG0007121	XP_012134652.1	XP_035741595.1
OG0007122	XP_012154365.1	XP_035739394.1
OG0007123	XP_012146743.1	XP_035733591.1
OG0007124	XP_003699747.1	XP_035730468.1
OG0007125	XP_003701547.1	XP_035739072.1
OG0007126	XP_003700198.1	XP_035741308.1
OG0007127	XP_003703536.1	XP_035739071.1
OG0007128	XP_003703748.1	XP_035743733.1
OG0007129	XP_003706867.1	XP_035730070.1
OG0007130	XP_012152804.1	XP_035732907.1
OG0007131	XP_012146124.1	XP_035736268.1
OG0007132	XP_003708261.1	XP_035735646.1
OG0007133	XP_012149367.1	XP_035731579.1
OG0007134	XP_012139044.1	XP_035727347.1
OG0007135	XP_012147164.1	XP_035744103.1
OG0007136	XP_012152878.1	XP_035725113.1
OG0007137	XP_012145354.1	XP_035732406.1
OG0007138	XP_003703787.1	XP_035743182.1, XP_035736978.1
OG0007139	XP_003704389.1	XP_035736280.1
OG0007140	XP_003700558.1	XP_035737879.1
OG0007141	XP_003704196.1	XP_035736339.1
OG0007142	XP_012138021.1	XP_035719273.1
OG0007143	XP_003708361.1	XP_035735612.1
OG0007144	XP_003706101.1	XP_035742654.1, XP_035742653.1
OG0007145	XP_003701917.1	XP_035729153.1
OG0007146	XP_003705096.1	XP_035729692.1
OG0007147	XP_012139456.1	XP_035721258.1
OG0007148	XP_003699561.1	XP_035742489.1
OG0007150	XP_003701351.1	XP_035729272.1
OG0007151	XP_003704141.1	XP_035721092.1
OG0007152	XP_003699280.1	XP_035727710.1
OG0007153	XP_003707707.1	XP_035735324.1
OG0007154	XP_012153917.1	XP_035723686.1
OG0007155	XP_003700532.1	XP_035730962.1
OG0007156	XP_003701146.1	XP_035721026.1
OG0007157	XP_012151692.1, XP_012151689.1	XP_035742072.1
OG0007158	XP_012137962.1	XP_035736375.1
OG0007159	XP_003704256.1	XP_035743150.1
OG0007160	XP_003702846.1	XP_035717920.1
OG0007161	XP_003705506.1	XP_035729585.1
OG0007162	XP_012150025.1	XP_035739615.1
OG0007164	XP_003704087.2	XP_035719015.1
OG0007165	XP_003705142.1	XP_035739320.1
OG0007166	XP_012137894.1	XP_035740994.1
OG0007168	XP_003704030.1	XP_035741271.1
OG0007169	XP_003708474.1	XP_035733774.1
OG0007170	XP_003707672.1	XP_035733546.1
OG0007171	XP_003707974.1	XP_035737634.1
OG0007172	XP_003702008.1	XP_035722385.1
OG0007173	XP_003705014.1	XP_035737017.1
OG0007174	XP_003705268.1	XP_035731148.1
OG0007176	XP_003702796.1	XP_035735681.1
OG0007177	XP_012135468.1, XP_012135467.1, XP_003701038.1	XP_035730743.1
OG0007178	XP_003706225.1	XP_035731449.1
OG0007179	XP_012154406.1	XP_035725016.1
OG0007180	XP_012142202.1	XP_035728750.1
OG0007181	XP_003699674.2	XP_035733697.1
OG0007182	XP_012145558.1	XP_035738723.1
OG0007183	XP_012147202.1	XP_035721135.1
OG0007184	XP_003703482.1	XP_035734055.1
OG0007185	XP_012145247.1	XP_035737156.1
OG0007186	XP_012152305.1	XP_035717191.1
OG0007187	XP_003705539.1	XP_035734541.1
OG0007188	XP_012146398.1	XP_035739799.1
OG0007189	XP_012138079.1	XP_035733587.1
OG0007190	XP_003702176.1	XP_035727395.1
OG0007192	XP_003701193.1	XP_035719064.1
OG0007194	XP_003704304.1, XP_012142652.1	XP_035736395.1
OG0007195	XP_012146975.1	XP_035722919.1
OG0007196	XP_003705295.1, XP_012145307.1	XP_035743883.1
OG0007197	XP_012139137.1	XP_035734153.1
OG0007198	XP_003704123.1	XP_035741217.1, XP_035741216.1
OG0007199	XP_012134916.1	XP_035740438.1
OG0007200	XP_003705469.2	XP_035729342.1
OG0007201	XP_003700569.1	XP_035732433.1
OG0007203	XP_012150364.1	XP_035730594.1, XP_035730558.1
OG0007205	XP_012140464.1	XP_035734079.1
OG0007206	XP_012144213.1	XP_035742455.1
OG0007207	XP_012151825.1	XP_035737626.1
OG0007208	XP_003703653.1	XP_035728045.1
OG0007209	XP_003704326.1	XP_035730185.1
OG0007210	XP_012140838.1	XP_035727662.1
OG0007211	XP_012146757.1	XP_035726299.1
OG0007212	XP_003702687.1	XP_035736235.1
OG0007213	XP_003707718.2	XP_035718018.1
OG0007214	XP_012144956.1, XP_012144961.1	XP_035742855.1
OG0007216	XP_003701167.1	XP_035740618.1
OG0007217	XP_003707810.1	XP_035733945.1
OG0007218	XP_012150272.1	XP_035724940.1
OG0007220	XP_003700457.1	XP_035727848.1
OG0007221	XP_012152862.1	XP_035727033.1
OG0007222	XP_003705324.1	XP_035727058.1
OG0007223	XP_003699697.1	XP_035732340.1
OG0007225	XP_012140262.1	XP_035719032.1
OG0007226	XP_003706783.1	XP_035719314.1
OG0007227	XP_012142392.1	XP_035742005.1
OG0007228	XP_012141689.1	XP_035733021.1
OG0007229	XP_003702111.1	XP_035743430.1
OG0007230	XP_003701131.2	XP_035725214.1
OG0007231	XP_003700969.1	XP_035726256.1
OG0007232	XP_003699225.1	XP_035724425.1
OG0007233	XP_003701510.1	XP_035737195.1
OG0007234	XP_012153375.1	XP_035729462.1
OG0007235	XP_012153393.1	XP_035735095.1
OG0007236	XP_003702518.1	XP_035738577.1
OG0007237	XP_003701256.1	XP_035741081.1
OG0007238	XP_003702793.1	XP_035735689.1
OG0007239	XP_003706594.1	XP_035726205.1
OG0007240	XP_012148126.1	XP_035734482.1
OG0007241	XP_003708094.1	XP_035733189.1
OG0007242	XP_012144750.1	XP_035735925.1
OG0007243	XP_012136466.1	XP_035725455.1
OG0007244	XP_012138689.1	XP_035726686.1
OG0007245	XP_003706668.1	XP_035721587.1
OG0007246	XP_012149877.1, XP_012149878.1, XP_012149799.1	XP_035730081.1
OG0007247	XP_012151020.1	XP_035732485.1
OG0007248	XP_003705237.1	XP_035723902.1
OG0007249	XP_012142167.1	XP_035738147.1
OG0007250	XP_003706584.1	XP_035724847.1
OG0007251	XP_012147237.1	XP_035724103.1
OG0007252	XP_003702083.1	XP_035741159.1
OG0007253	XP_003707241.1	XP_035723299.1
OG0007254	XP_012136700.1	XP_035737945.1
OG0007256	XP_003703798.1	XP_035736854.1
OG0007257	XP_012141051.1	XP_035735763.1
OG0007259	XP_012143870.1	XP_035741229.1
OG0007260	XP_003702856.1	XP_035738774.1
OG0007262	XP_003708109.1	XP_035721687.1
OG0007263	XP_003702729.1	XP_035719029.1
OG0007264	XP_012150344.1	XP_035732644.1
OG0007265	XP_012151697.1	XP_035737414.1
OG0007266	XP_012144557.1, XP_012146848.1	XP_035731083.1, XP_035731084.1
OG0007267	XP_012153498.1	XP_035743506.1, XP_035743507.1
OG0007268	XP_012147180.1	XP_035735481.1
OG0007269	XP_012145479.1	XP_035741460.1
OG0007270	XP_012141424.1	XP_035739065.1
OG0007271	XP_012146471.1	XP_035743167.1
OG0007272	XP_012149921.1	XP_035721671.1
OG0007273	XP_012147264.1	XP_035723013.1
OG0007274	XP_012141709.1	XP_035728391.1
OG0007276	XP_003706781.1	XP_035718954.1
OG0007277	XP_012138269.1	XP_035733345.1
OG0007278	XP_003703525.1	XP_035723570.1
OG0007279	XP_012142455.1	XP_035722836.1
OG0007280	XP_012150600.1	XP_035738016.1
OG0007281	XP_012137953.1	XP_035740976.1
OG0007282	XP_003700023.1	XP_035733217.1
OG0007283	XP_003705313.2	XP_035743930.1
OG0007284	XP_012137904.1	XP_035722500.1
OG0007285	XP_012135829.1	XP_035732796.1
OG0007286	XP_003707378.1	XP_035743715.1
OG0007287	XP_003699904.2	XP_035722885.1
OG0007288	XP_012143103.1	XP_035731624.1
OG0007289	XP_012140562.1	XP_035730374.1
OG0007290	XP_003705498.2	XP_035729594.1
OG0007291	XP_003706137.1	XP_035727940.1
OG0007293	XP_012135205.1, XP_012135197.1	XP_035728702.1
OG0007294	XP_012147251.1	XP_035735078.1
OG0007295	XP_012141580.1	XP_035727503.1
OG0007296	XP_003703378.1	XP_035733936.1
OG0007297	XP_003704472.1	XP_035732379.1
OG0007298	XP_003707300.1	XP_035724829.1
OG0007299	XP_003705002.1	XP_035724355.1
OG0007300	XP_003702093.1	XP_035743301.1
OG0007301	XP_012141962.1	XP_035729613.1
OG0007302	XP_012153798.1	XP_035719130.1
OG0007303	XP_012150539.1	XP_035726161.1
OG0007304	XP_012153469.1	XP_035727889.1
OG0007305	XP_012153686.1	XP_035738310.1
OG0007306	XP_012149570.1	XP_035740257.1
OG0007307	XP_003705749.1	XP_035718712.1
OG0007308	XP_012136115.1	XP_035726379.1
OG0007309	XP_012146292.1	XP_035730210.1
OG0007310	XP_012137531.1, XP_012137532.1, XP_012137533.1	XP_035740561.1
OG0007311	XP_003699489.1	XP_035724365.1
OG0007312	XP_003702215.1	XP_035728260.1
OG0007313	XP_003699366.1	XP_035718856.1
OG0007314	XP_012139946.1	XP_035739882.1
OG0007315	XP_003708039.1	XP_035734109.1
OG0007316	XP_012147432.1	XP_035731435.1
OG0007318	XP_003705193.1	XP_035724238.1
OG0007319	XP_003706450.1	XP_035739426.1
OG0007320	XP_003703739.1	XP_035729865.1
OG0007321	XP_003707627.1	XP_035729731.1
OG0007322	XP_003703670.1	XP_035718410.1
OG0007323	XP_003706261.1	XP_035724978.1
OG0007324	XP_012147411.1	XP_035734245.1
OG0007325	XP_012147458.1	XP_035721148.1
OG0007326	XP_012152750.1	XP_035735873.1
OG0007327	XP_012140547.1	XP_035738127.1
OG0007328	XP_012149466.1	XP_035739132.1, XP_035739135.1
OG0007330	XP_012146436.1	XP_035730294.1
OG0007331	XP_012138450.1	XP_035735531.1
OG0007332	XP_003705761.2	XP_035739822.1
OG0007333	XP_003701421.1, XP_012136329.1	XP_035733830.1, XP_035733831.1
OG0007334	XP_012145854.1	XP_035742094.1
OG0007335	XP_003702051.1	XP_035736182.1
OG0007336	XP_003705884.1	XP_035730311.1
OG0007337	XP_012138144.1	XP_035736310.1
OG0007338	XP_012151376.1	XP_035719328.1
OG0007339	XP_012137244.1	XP_035718774.1
OG0007340	XP_012136944.1	XP_035719946.1
OG0007341	XP_012152924.1	XP_035725098.1
OG0007342	XP_012142695.1	XP_035734134.1
OG0007343	XP_003699303.2	XP_035723139.1
OG0007344	XP_003706909.1	XP_035724062.1
OG0007345	XP_003701603.1	XP_035722995.1
OG0007346	XP_003699959.1	XP_035738028.1
OG0007347	XP_003701528.1	XP_035726425.1
OG0007348	XP_003702480.1	XP_035722098.1
OG0007349	XP_003699850.1	XP_035737611.1
OG0007350	XP_012140111.1	XP_035737822.1
OG0007351	XP_003701169.1	XP_035740348.1
OG0007352	XP_012153905.1	XP_035733100.1
OG0007353	XP_003700870.2	XP_035741350.1
OG0007354	XP_012140524.1	XP_035732993.1
OG0007355	XP_012151384.1	XP_035726978.1
OG0007356	XP_003700984.1	XP_035730880.1
OG0007357	XP_003708678.1	XP_035728108.1
OG0007358	XP_012145337.1, XP_012145333.1	XP_035722000.1
OG0007359	XP_012136757.1	XP_035723872.1
OG0007360	XP_012147467.1	XP_035721753.1
