Orthogroup	Dufourea_novaeangliae	Aedes_aegypti
OG0007106	XP_015436707.1	XP_021698013.1
OG0007107	XP_015432018.1	XP_001657781.2, XP_021712612.1
OG0007108	XP_015434946.1	XP_001652148.1
OG0007109	XP_015428434.1	XP_021698823.1
OG0007110	XP_015430794.1	XP_021693012.1
OG0007111	XP_015429789.1	XP_021699356.1, XP_021704564.1
OG0007112	XP_015434325.1	XP_001649893.1
OG0007113	XP_015435278.1	XP_001659396.1
OG0007115	XP_015430427.1	XP_001657306.2
OG0007116	XP_015435878.1	XP_021698849.1
OG0007117	XP_015433890.1	XP_001656907.2
OG0007118	XP_015440489.1	XP_001653970.1
OG0007119	XP_015440408.1	XP_021709286.1
OG0007120	XP_015434911.1	XP_021705543.1
OG0007121	XP_015432259.1	XP_021706629.1
OG0007122	XP_015430379.1	XP_001649734.1
OG0007123	XP_015433685.1	XP_021696570.1
OG0007124	XP_015438474.1	XP_021705484.1
OG0007125	XP_015433960.1	XP_021696773.1
OG0007126	XP_015428836.1	XP_001661086.1
OG0007127	XP_015429585.1	XP_021700627.1
OG0007128	XP_015435358.1	XP_021706174.1
OG0007129	XP_015437656.1	XP_001661999.1
OG0007130	XP_015430732.1	XP_001648490.1
OG0007131	XP_015438296.1	XP_021700365.1
OG0007132	XP_015434135.1	XP_001649465.2
OG0007133	XP_015438424.1	XP_001663588.1
OG0007134	XP_015435095.1	XP_001660492.2
OG0007135	XP_015431533.1	XP_001659543.2
OG0007136	XP_015431720.1	XP_021696032.1
OG0007137	XP_015434063.1	XP_021708362.1
OG0007138	XP_015432926.1	XP_021695012.1
OG0007139	XP_015428635.1	XP_001663435.1
OG0007140	XP_015437716.1	XP_001654491.2
OG0007141	XP_015432372.1	XP_021699379.1
OG0007142	XP_015438238.1	XP_021699268.1
OG0007143	XP_015434115.1	XP_021705224.1
OG0007145	XP_015437855.1	XP_021702552.1
OG0007146	XP_015433527.1	XP_001655108.1
OG0007147	XP_015434049.1	XP_021697116.1
OG0007148	XP_015428655.1	XP_001658319.1
OG0007149	XP_015431059.1	XP_021702034.1, XP_021702042.1
OG0007150	XP_015431931.1	XP_001664176.2
OG0007151	XP_015432152.1	XP_001654560.1
OG0007152	XP_015437383.1	XP_001662506.1
OG0007153	XP_015432595.1	XP_001653862.1
OG0007154	XP_015428390.1	XP_001648056.1
OG0007155	XP_015430374.1	XP_021705657.1
OG0007156	XP_015430905.1	XP_021706383.1
OG0007158	XP_015438212.1	XP_021695725.1
OG0007159	XP_015433615.1	XP_001658768.2
OG0007160	XP_015439159.1	XP_001648798.2
OG0007161	XP_015433198.1	XP_021693387.1
OG0007162	XP_015439541.1	XP_021708046.1
OG0007163	XP_015436764.1	XP_001651034.1
OG0007164	XP_015434507.1	XP_021705703.1
OG0007165	XP_015430521.1	XP_021701460.1
OG0007166	XP_015429433.1	XP_021696287.1
OG0007168	XP_015435187.1	XP_001662376.1
OG0007169	XP_015429799.1	XP_001653586.2
OG0007170	XP_015429820.1	XP_001647746.1
OG0007171	XP_015435356.1	XP_021713253.1
OG0007172	XP_015434511.1	XP_001655946.2
OG0007173	XP_015435891.1	XP_001657235.1
OG0007174	XP_015440216.1	XP_001649284.1
OG0007175	XP_015439763.1	XP_001662454.2
OG0007176	XP_015439200.1	XP_001656637.1
OG0007178	XP_015430758.1	XP_021701729.1
OG0007179	XP_015438834.1	XP_021700837.1
OG0007180	XP_015431575.1	XP_021697849.1
OG0007182	XP_015431587.1	XP_001650439.2
OG0007184	XP_015429214.1	XP_021706715.1
OG0007186	XP_015431544.1	XP_021711280.1
OG0007187	XP_015434726.1	XP_001653450.2
OG0007188	XP_015440481.1	XP_001660333.1
OG0007189	XP_015438175.1	XP_021699929.1
OG0007190	XP_015436319.1	XP_021700127.1
OG0007192	XP_015430945.1	XP_001663279.1
OG0007193	XP_015430407.1	XP_021699538.1, XP_021699531.1
OG0007194	XP_015432307.1	XP_001654736.1
OG0007195	XP_015429776.1	XP_021706587.1
OG0007196	XP_015428716.1	XP_001662448.1
OG0007197	XP_015439887.1	XP_021712980.1
OG0007198	XP_015432178.1	XP_001655482.1
OG0007200	XP_015430994.1	XP_001661818.2
OG0007201	XP_015437289.1	XP_021705122.1
OG0007202	XP_015433954.1	XP_021704626.1
OG0007203	XP_015434550.1	XP_021711668.1
OG0007205	XP_015432905.1	XP_021698655.1
OG0007206	XP_015436106.1	XP_021699655.1
OG0007208	XP_015435980.1	XP_001661454.1
OG0007209	XP_015428514.1	XP_021695914.1
OG0007210	XP_015431938.1	XP_021704617.1
OG0007211	XP_015431115.1	XP_021701430.1
OG0007212	XP_015433296.1	XP_021695851.1
OG0007213	XP_015434261.1	XP_021701785.1
OG0007214	XP_015439747.1	XP_001661192.2, XP_021699627.1
OG0007216	XP_015433534.1	XP_021709242.1
OG0007217	XP_015435562.1	XP_001649174.2
OG0007219	XP_015434356.1	XP_021707980.1
OG0007220	XP_015432716.1	XP_001658238.1
OG0007221	XP_015431699.1	XP_021702500.1
OG0007222	XP_015428741.1	XP_001654992.2
OG0007223	XP_015434921.1	XP_021702619.1
OG0007225	XP_015431024.1	XP_021713390.1
OG0007226	XP_015439565.1	XP_021700868.1
OG0007227	XP_015431869.1	XP_001650415.2
OG0007228	XP_015433013.1	XP_021710128.1
OG0007229	XP_015434518.1	XP_001649719.1
OG0007230	XP_015430911.1	XP_001654826.2
OG0007231	XP_015429173.1	XP_021707699.1
OG0007232	XP_015438008.1	XP_001656178.2
OG0007233	XP_015432313.1	XP_001648494.1
OG0007234	XP_015437930.1	XP_021713348.1
OG0007235	XP_015434897.1	XP_021705486.1, XP_021705487.1
OG0007236	XP_015434787.1	XP_021702627.1
OG0007237	XP_015433484.1	XP_021713393.1
OG0007239	XP_015438253.1	XP_021697326.1
OG0007241	XP_015434087.1	XP_021710701.1
OG0007242	XP_015430493.1	XP_001660425.1
OG0007243	XP_015436931.1	XP_021705485.1
OG0007244	XP_015435539.1	XP_001650619.1
OG0007245	XP_015432889.1	XP_001658356.1
OG0007246	XP_015438741.1	XP_021695535.1
OG0007248	XP_015439727.1	XP_001648330.1
OG0007249	XP_015435648.1	XP_021700943.1
OG0007250	XP_015438187.1	XP_001657324.1
OG0007251	XP_015436979.1	XP_001651546.2
OG0007253	XP_015438751.1	XP_001657525.1
OG0007254	XP_015431196.1	XP_021704307.1
OG0007255	XP_015436853.1	XP_001654991.1
OG0007257	XP_015429603.1	XP_021709287.1
OG0007259	XP_015430016.1	XP_021701849.1
OG0007260	XP_015439178.1	XP_001655938.2
OG0007262	XP_015435931.1	XP_021694914.1
OG0007263	XP_015429396.1	XP_001663274.1
OG0007264	XP_015439915.1	XP_021707095.1
OG0007265	XP_015435374.1	XP_001657106.1
OG0007267	XP_015437792.1	XP_021694782.1
OG0007268	XP_015431483.1	XP_021705516.1
OG0007269	XP_015432725.1	XP_021700880.1
OG0007270	XP_015429559.1	XP_021702898.1
OG0007271	XP_015437734.1	XP_021692970.1
OG0007272	XP_015439935.1	XP_021694111.1
OG0007273	XP_015433636.1	XP_021709368.1
OG0007275	XP_015437895.1	XP_001663510.1
OG0007277	XP_015434981.1	XP_021706955.1
OG0007278	XP_015435956.1	XP_001652354.1
OG0007279	XP_015428805.1	XP_001657464.1
OG0007280	XP_015436348.1	XP_021710640.1
OG0007281	XP_015429426.1	XP_001649290.2
OG0007282	XP_015436250.1	XP_001663283.1
OG0007283	XP_015428733.1	XP_001652143.1, XP_021704846.1
OG0007284	XP_015439253.1	XP_001663840.2
OG0007285	XP_015436602.1	XP_021693915.1
OG0007286	XP_015439880.1	XP_021712701.1
OG0007287	XP_015433675.1	XP_001656295.1
OG0007288	XP_015440344.1	XP_021701852.1
OG0007289	XP_015438586.1	XP_021711083.1
OG0007290	XP_015433206.1	XP_021712382.1, XP_001656217.2
OG0007291	XP_015434285.1	XP_021701917.1
OG0007293	XP_015439619.1	XP_021706286.1
OG0007294	XP_015434586.1	XP_021710745.1
OG0007295	XP_015429626.1	XP_021708776.1, XP_021708774.1
OG0007296	XP_015438828.1	XP_001658270.1
OG0007297	XP_015429669.1	XP_001658604.1
OG0007298	XP_015440016.1	XP_021693147.1
OG0007299	XP_015439509.1	XP_021712983.1
OG0007300	XP_015438203.1	XP_001653807.1
OG0007301	XP_015431746.1	XP_021710292.1, XP_021712774.1
OG0007302	XP_015429734.1	XP_021700811.1
OG0007303	XP_015439811.1	XP_001654296.1
OG0007304	XP_015434841.1	XP_021695970.1
OG0007305	XP_015437297.1	XP_021710324.1
OG0007306	XP_015436399.1	XP_021710682.1
OG0007307	XP_015437047.1	XP_001662980.2
OG0007308	XP_015434623.1	XP_001648760.2
OG0007309	XP_015434572.1	XP_021700734.1
OG0007310	XP_015430132.1	XP_001658528.3
OG0007311	XP_015430748.1	XP_001652027.2
OG0007312	XP_015429107.1	XP_001655431.2
OG0007313	XP_015437326.1	XP_021700741.1
OG0007314	XP_015430615.1	XP_021711630.1
OG0007315	XP_015439012.1	XP_021702635.1
OG0007316	XP_015430635.1	XP_021701175.1
OG0007317	XP_015431406.1	XP_021692952.1
OG0007318	XP_015433304.1	XP_001652933.1
OG0007319	XP_015428781.1	XP_001664114.2
OG0007320	XP_015435316.1	XP_001651398.1
OG0007321	XP_015436181.1	XP_021693443.1
OG0007322	XP_015435995.1	XP_001657613.1
OG0007323	XP_015435894.1	XP_021701101.1
OG0007324	XP_015430855.1	XP_001663392.2
OG0007325	XP_015437604.1	XP_021703849.1
OG0007326	XP_015436874.1	XP_021703597.1
OG0007327	XP_015438497.1	XP_001652351.2
OG0007330	XP_015433697.1	XP_021704511.1
OG0007331	XP_015429765.1	XP_001651826.2
OG0007332	XP_015440517.1	XP_001649167.1
OG0007334	XP_015428671.1	XP_001652497.1
OG0007335	XP_015429986.1	XP_001663073.1
OG0007336	XP_015431982.1	XP_021706445.1
OG0007337	XP_015429829.1	XP_001651037.2
OG0007338	XP_015432688.1	XP_001662429.2
OG0007339	XP_015439629.1	XP_021709315.1
OG0007340	XP_015435868.1	XP_021695617.1
OG0007342	XP_015432400.1	XP_021698892.1
OG0007343	XP_015437381.1	XP_021694232.1
OG0007344	XP_015438458.1	XP_021697531.1
OG0007345	XP_015431628.1	XP_001656460.1
OG0007346	XP_015440455.1	XP_021701568.1
OG0007348	XP_015430932.1	XP_021706038.1
OG0007349	XP_015429771.1	XP_001650384.2
OG0007350	XP_015436413.1	XP_001663169.2
OG0007351	XP_015433501.1	XP_001654490.2
OG0007352	XP_015429762.1	XP_021710068.1
OG0007353	XP_015439611.1	XP_021701711.1
OG0007354	XP_015439109.1	XP_001660820.1
OG0007355	XP_015432722.1	XP_021700589.1
OG0007356	XP_015436599.1	XP_001661329.1
OG0007357	XP_015436230.1	XP_001659176.1
OG0007359	XP_015430687.1	XP_021703982.1
OG0007360	XP_015437593.1	XP_021703968.1
OG0007361	XP_015431477.1	XP_021701111.1
OG0007362	XP_015433410.1	XP_021704149.1
OG0007363	XP_015432396.1	XP_021706378.1, XP_011493071.1
OG0007364	XP_015437747.1	XP_001653316.2
OG0007365	XP_015431258.1	XP_021707582.1
OG0007366	XP_015438948.1	XP_001661248.1
OG0007367	XP_015437032.1	XP_011493540.1
OG0007368	XP_015439659.1	XP_021706185.1
OG0007369	XP_015434352.1	XP_001652965.2
OG0007370	XP_015439450.1	XP_001659123.1
OG0007371	XP_015437720.1	XP_021706730.1
OG0007372	XP_015430631.1	XP_001652424.2
OG0007373	XP_015431957.1	XP_021696265.1
OG0007374	XP_015437221.1	XP_021711000.1
OG0007375	XP_015437402.1	XP_021707561.1
OG0007376	XP_015436854.1	XP_001661152.1, XP_001647702.2
OG0007378	XP_015438581.1	XP_021698400.1
OG0007379	XP_015432165.1	XP_021699573.1
OG0007380	XP_015439136.1	XP_021695176.1
OG0007381	XP_015429530.1	XP_021709167.1, XP_021709168.1, XP_021709169.1
OG0007382	XP_015433057.1	XP_001659425.2
OG0007383	XP_015432201.1	XP_021700733.1
OG0007384	XP_015432317.1	XP_021702087.1, XP_021702088.1, XP_021702086.1, XP_021702089.1
OG0007385	XP_015439198.1	XP_001648221.2
OG0007386	XP_015431774.1	XP_021697960.1
OG0007387	XP_015439892.1	XP_001654535.1
OG0007388	XP_015435483.1	XP_001660054.1
OG0007389	XP_015428973.1	XP_001649602.2
OG0007390	XP_015436633.1	XP_021709770.1
OG0007391	XP_015430765.1	XP_021701179.1
OG0007393	XP_015430638.1	XP_001653753.2
OG0007394	XP_015432061.1	XP_001653895.2
OG0007395	XP_015439046.1	XP_001652844.2
OG0007396	XP_015431826.1	XP_001653923.1
OG0007397	XP_015436591.1	XP_001656941.2
OG0007398	XP_015438383.1	XP_021696899.1
OG0007399	XP_015439995.1	XP_001654256.1
OG0007400	XP_015432438.1	XP_001656205.1
OG0007401	XP_015439910.1	XP_001654928.2
OG0007402	XP_015430212.1	XP_001664280.1
OG0007403	XP_015440196.1	XP_021696553.1
OG0007404	XP_015439731.1	XP_021693563.1
OG0007405	XP_015438355.1	XP_001653059.1
OG0007407	XP_015435425.1	XP_021701329.1
OG0007409	XP_015430774.1	XP_001654906.1
OG0007410	XP_015432860.1	XP_001660598.1
OG0007411	XP_015437925.1	XP_001649374.1
OG0007412	XP_015435477.1	XP_021704289.1
OG0007413	XP_015428421.1	XP_001656173.1
OG0007414	XP_015440498.1	XP_001651565.1
OG0007415	XP_015436763.1	XP_001655383.2
OG0007417	XP_015436847.1	XP_021694087.1
OG0007419	XP_015437537.1	XP_021703170.1
OG0007420	XP_015435951.1	XP_021693952.1
OG0007421	XP_015431157.1	XP_001662263.2
OG0007422	XP_015429285.1	XP_001653471.1
OG0007423	XP_015439045.1	XP_021709120.1
OG0007425	XP_015432315.1	XP_001662601.2
OG0007426	XP_015431339.1	XP_021697043.1
OG0007428	XP_015432824.1	XP_021698931.1
OG0007429	XP_015430101.1	XP_021697494.1
OG0007430	XP_015435739.1	XP_001659245.1
OG0007431	XP_015438014.1	XP_021703282.1
OG0007432	XP_015437213.1	XP_021695026.1
OG0007433	XP_015428724.1	XP_021706675.1
OG0007434	XP_015430030.1	XP_001659858.1
OG0007436	XP_015435490.1	XP_021710773.1
OG0007437	XP_015437291.1	XP_021707220.1
OG0007439	XP_015429763.1	XP_021708637.1
OG0007440	XP_015435977.1	XP_001659481.2
OG0007441	XP_015436655.1	XP_021705229.1
OG0007442	XP_015430990.1	XP_021693131.1
OG0007443	XP_015433573.1	XP_021706575.1
OG0007444	XP_015430661.1	XP_021700372.1
OG0007445	XP_015433386.1	XP_021693762.1
OG0007446	XP_015436022.1	XP_001650914.1
OG0007447	XP_015432345.1	XP_001658637.2
OG0007448	XP_015434552.1	XP_021695583.1
OG0007449	XP_015430568.1	XP_021699760.1
OG0007450	XP_015436951.1	XP_021699139.1
OG0007451	XP_015429802.1	XP_021699107.1
OG0007453	XP_015436509.1	XP_001653784.1
OG0007454	XP_015433103.1	XP_021695607.1
OG0007455	XP_015438070.1	XP_001653086.2
OG0007457	XP_015434286.1	XP_001649826.2
OG0007458	XP_015435741.1	XP_001657481.2
OG0007459	XP_015434277.1	XP_021700852.1
OG0007460	XP_015437664.1	XP_021710505.1
OG0007461	XP_015432116.1	XP_021705383.1
OG0007462	XP_015433423.1, XP_015433422.1	XP_001653816.1
OG0007463	XP_015432804.1	XP_021694261.1
OG0007464	XP_015429352.1	XP_001657043.1
OG0007465	XP_015432320.1	XP_021699748.1
OG0007466	XP_015430215.1	XP_001651362.1
OG0007467	XP_015429790.1	XP_001651700.1
OG0007468	XP_015436814.1	XP_021710862.1
OG0007469	XP_015433950.1	XP_021702509.1
OG0007470	XP_015429444.1	XP_021703064.1
OG0007472	XP_015430349.1	XP_001652422.2
OG0007473	XP_015433231.1	XP_021708155.1
OG0007474	XP_015428632.1	XP_001663404.1
OG0007475	XP_015438091.1	XP_001647845.1
OG0007477	XP_015437611.1	XP_001648441.1
OG0007478	XP_015435030.1	XP_001648677.1
OG0007479	XP_015431527.1	XP_001649088.2
OG0007480	XP_015438520.1	XP_001649841.1
OG0007481	XP_015430603.1	XP_001650542.2
OG0007482	XP_015432632.1	XP_021712375.1, XP_001650950.2, XP_021705473.1
OG0007483	XP_015435522.1	XP_001660817.2, XP_001651358.2
OG0007484	XP_015437784.1	XP_001651862.1, XP_021699787.1, XP_021699788.1
OG0007485	XP_015432071.1	XP_001652584.2
OG0007486	XP_015440135.1	XP_001652723.2
OG0007487	XP_015433756.1	XP_001652744.1
OG0007488	XP_015429652.1	XP_001653119.2
OG0007489	XP_015438652.1	XP_001653657.3
OG0007490	XP_015431971.1	XP_001653725.2
OG0007491	XP_015437779.1	XP_001653971.2
OG0007492	XP_015429840.1	XP_001654062.1
OG0007493	XP_015431020.1	XP_021700805.1, XP_001654141.2
OG0007494	XP_015440097.1	XP_001654528.1
OG0007495	XP_015433574.1	XP_001654855.1
OG0007496	XP_015433374.1	XP_001655227.1
OG0007497	XP_015438360.1	XP_001656076.2
OG0007498	XP_015435991.1	XP_021712633.1, XP_001656346.1
OG0007499	XP_015429830.1	XP_001656551.2
OG0007500	XP_015435736.1	XP_021712827.1, XP_001657477.1
OG0007501	XP_015438924.1	XP_001658077.2
OG0007502	XP_015436765.1	XP_021703043.1, XP_001658303.1
OG0007503	XP_015433263.1	XP_001658697.2
OG0007504	XP_015438170.1	XP_021696246.1, XP_021696245.1, XP_021696249.1, XP_001658794.2, XP_021696248.1, XP_021696247.1
OG0007505	XP_015436933.1	XP_001659285.2
OG0007506	XP_015439938.1	XP_001659539.2
OG0007507	XP_015439528.1	XP_001659577.1
OG0007508	XP_015434348.1	XP_001659779.1
OG0007509	XP_015438621.1	XP_021710150.1, XP_001660315.1
OG0007510	XP_015438387.1	XP_001660992.1
OG0007511	XP_015429140.1	XP_001661110.2
OG0007512	XP_015438342.1	XP_001662057.1
OG0007513	XP_015438676.1	XP_001662578.1
OG0007514	XP_015438368.1	XP_021702408.1, XP_001663337.2
OG0007515	XP_015439300.1	XP_021712248.1, XP_001663940.1
OG0007516	XP_015433803.1	XP_001663955.2
OG0007517	XP_015434146.1	XP_011492964.1, XP_021709699.1
OG0007518	XP_015433506.1	XP_021709839.1, XP_011493363.2
OG0007519	XP_015428972.1	XP_021693675.1
OG0007523	XP_015437852.1	XP_021694962.1
OG0007524	XP_015437255.1	XP_021695440.1, XP_021695438.1, XP_021695437.1
OG0007525	XP_015430152.1	XP_021711857.1, XP_021695751.1
OG0007526	XP_015430636.1	XP_021695875.1
OG0007527	XP_015430151.1	XP_021696047.1
OG0007528	XP_015436584.1, XP_015436586.1	XP_021696708.1, XP_021696520.1
OG0007529	XP_015437868.1	XP_021697447.1
OG0007530	XP_015438643.1	XP_021697567.1
OG0007531	XP_015440519.1	XP_021699030.1
OG0007532	XP_015429935.1	XP_021700126.1, XP_021700125.1
OG0007533	XP_015433962.1	XP_021700496.1
OG0007534	XP_015431612.1	XP_021700920.1
OG0007535	XP_015435349.1	XP_021700990.1
OG0007536	XP_015438959.1	XP_021701629.1, XP_021710431.1
OG0007537	XP_015437150.1	XP_021702405.1
OG0007538	XP_015434333.1	XP_021704235.1
OG0007539	XP_015438658.1	XP_021704706.1
OG0007540	XP_015438524.1	XP_021705098.1
OG0007541	XP_015429197.1	XP_021705664.1, XP_021705663.1
OG0007542	XP_015429526.1	XP_021705709.1
OG0007543	XP_015433267.1	XP_021705964.1
OG0007544	XP_015437839.1	XP_021706869.1
OG0007545	XP_015435611.1	XP_021707187.1
OG0007546	XP_015431441.1	XP_021707257.1
OG0007547	XP_015432219.1	XP_021707287.1
OG0007548	XP_015433559.1	XP_021707321.1, XP_021712665.1
OG0007549	XP_015433452.1	XP_021707732.1
OG0007550	XP_015436723.1	XP_021708468.1
OG0007551	XP_015431482.1	XP_021709354.1, XP_021709353.1
OG0007552	XP_015440027.1	XP_021711501.1
OG0007553	XP_015437060.1	XP_021711575.1
OG0007554	XP_015438168.1	XP_021711617.1
OG0007555	XP_015433268.1	XP_021711667.1
OG0007556	XP_015431046.1	XP_021713061.1
OG0007557	XP_015439644.1	XP_021713155.1, XP_021713156.1, XP_021713157.1, XP_021713158.1
OG0007558	XP_015440195.1	XP_021713187.1
OG0007559	XP_015438314.1	XP_021713413.1
OG0007605	XP_015440290.1	XP_001661757.2
OG0007606	XP_015438613.1	XP_001660139.1
OG0007607	XP_015433004.1	XP_001653388.1
OG0007608	XP_015432150.1	XP_001653569.1
OG0007609	XP_015433667.1	XP_001656724.2
OG0007611	XP_015431841.1	XP_001657805.2
OG0007613	XP_015433260.1	XP_021712989.1
OG0007615	XP_015428600.1	XP_001652715.2
OG0007617	XP_015433824.1	XP_001655893.1
OG0007618	XP_015431318.1	XP_001661504.1
OG0007619	XP_015432983.1	XP_001652465.1
OG0007620	XP_015437262.1	XP_001648526.1
OG0007622	XP_015432371.1	XP_001654399.1
OG0007623	XP_015428882.1	XP_001663715.2
OG0007624	XP_015439172.1	XP_001650681.1
OG0007625	XP_015440513.1	XP_001656152.1
OG0007626	XP_015429401.1	XP_021705244.1
OG0007628	XP_015439702.1	XP_001650824.1
OG0007629	XP_015439741.1	XP_001650120.1
OG0007630	XP_015439284.1	XP_021701317.1
OG0007632	XP_015428904.1	XP_021707898.1
OG0007633	XP_015434558.1	XP_001660809.2
OG0007634	XP_015430756.1	XP_021693708.1
OG0007635	XP_015437967.1	XP_021710798.1
OG0007636	XP_015433555.1	XP_001653938.2
OG0007637	XP_015431381.1	XP_001655120.1
OG0007638	XP_015429832.1	XP_021697579.1
OG0007639	XP_015439357.1	XP_001654712.2
OG0007640	XP_015431327.1	XP_021711361.1
OG0007641	XP_015432234.1	XP_021712443.1, XP_021698122.1
OG0007643	XP_015432774.1	XP_021700076.1
OG0007645	XP_015431037.1	XP_001654323.2
OG0007646	XP_015429073.1	XP_001658082.1
OG0007647	XP_015436614.1	XP_001650745.2
OG0007648	XP_015437026.1	XP_001659433.2
OG0007649	XP_015439126.1	XP_001649051.1
OG0007651	XP_015438322.1	XP_021705012.1
OG0007652	XP_015428988.1	XP_021697926.1
OG0007653	XP_015431783.1	XP_021710293.1
OG0007654	XP_015433255.1	XP_001652902.2
OG0007655	XP_015436949.1	XP_001652835.2
OG0007656	XP_015437513.1	XP_001657969.2
OG0007657	XP_015435787.1	XP_021711057.1
OG0007660	XP_015431598.1	XP_021692916.1
OG0007662	XP_015431944.1	XP_001663121.1
OG0007663	XP_015428952.1	XP_021698749.1
OG0007665	XP_015433126.1	XP_021693385.1
OG0007666	XP_015436907.1	XP_021702698.1
OG0007667	XP_015431597.1	XP_021706641.1
OG0007668	XP_015439301.1	XP_021698878.1
OG0007669	XP_015437517.1	XP_001649612.2
OG0007670	XP_015435740.1	XP_001648422.1, XP_021696521.1
OG0007671	XP_015439614.1	XP_001650128.2
OG0007672	XP_015430446.1	XP_001652380.1
OG0007673	XP_015431397.1	XP_021701378.1
OG0007674	XP_015429193.1	XP_001661455.2
OG0007675	XP_015433076.1	XP_021702495.1
OG0007676	XP_015433706.1	XP_021702361.1
OG0007677	XP_015437731.1	XP_021699108.1
OG0007678	XP_015431959.1	XP_001652414.2
OG0007680	XP_015436299.1	XP_021706130.1
OG0007681	XP_015430993.1	XP_001657919.2
OG0007682	XP_015435011.1	XP_021710762.1
OG0007683	XP_015435300.1	XP_001654462.1
OG0007684	XP_015439670.1	XP_021703615.1
OG0007685	XP_015436028.1	XP_021710071.1
OG0007687	XP_015436036.1	XP_021705925.1
OG0007688	XP_015433785.1	XP_001654985.1
OG0007689	XP_015429064.1	XP_021697603.1
OG0007690	XP_015436391.1	XP_001658223.2
OG0007692	XP_015436396.1	XP_021708504.1
OG0007694	XP_015439595.1	XP_001659920.2
OG0007697	XP_015428822.1	XP_021711098.1, XP_021706379.1
OG0007699	XP_015429367.1	XP_021710187.1
OG0007702	XP_015439491.1	XP_021698682.1, XP_001662245.2
OG0007704	XP_015433125.1	XP_021693383.1
OG0007705	XP_015437751.1	XP_021701104.1
OG0007706	XP_015433843.1	XP_021713205.1
OG0007708	XP_015431639.1	XP_001656461.1
OG0007709	XP_015440092.1	XP_021692979.1
OG0007711	XP_015436677.1	XP_021711288.1
OG0007714	XP_015437862.1	XP_021702536.1
OG0007715	XP_015429288.1	XP_021697465.1
OG0007716	XP_015433172.1	XP_021693848.1
OG0007717	XP_015439197.1	XP_021711684.1
OG0007719	XP_015439221.1	XP_021694131.1
OG0007720	XP_015430684.1	XP_021697158.1
OG0007721	XP_015434326.1	XP_001661868.1
OG0007722	XP_015433593.1	XP_001660181.2
