Orthogroup	Dufourea_novaeangliae	Solenopsis_invicta
OG0008524	XP_015435791.1	XP_025994791.1
OG0008525	XP_015439474.1	XP_039304302.1
OG0008526	XP_015432262.1	XP_011155500.1, XP_039308627.1
OG0008528	XP_015431998.1	XP_011166728.2
OG0008529	XP_015438618.1	XP_011166598.1
OG0008530	XP_015433087.1	XP_025992314.1, XP_011163343.1
OG0008532	XP_015429152.1	XP_025987822.1
OG0008533	XP_015436072.1	XP_025989690.2
OG0008534	XP_015436169.1	XP_011160443.1
OG0008535	XP_015439662.1	XP_011171528.2
OG0008537	XP_015429390.1	XP_039313761.1, XP_039313760.1
OG0008538	XP_015429151.1	XP_025994734.1
OG0008539	XP_015429385.1	XP_039313848.1, XP_025994332.2
OG0008541	XP_015432806.1	XP_011155861.1
OG0008542	XP_015436852.1	XP_011167282.1
OG0008543	XP_015429948.1	XP_011157471.1
OG0008544	XP_015431278.1	XP_025993778.2
OG0008547	XP_015428448.1	XP_011156556.1
OG0008549	XP_015437613.1	XP_011162207.2
OG0008550	XP_015433535.1	XP_011172030.1
OG0008551	XP_015438601.1	XP_011170981.1
OG0008552	XP_015438951.1	XP_039302035.1
OG0008553	XP_015429613.1	XP_011163671.1
OG0008554	XP_015430363.1	XP_011165223.2
OG0008555	XP_015432994.1	XP_011158658.2
OG0008558	XP_015438336.1	XP_039308358.1, XP_025997137.1
OG0008559	XP_015439697.1	XP_039314555.1
OG0008561	XP_015439642.1	XP_011170999.2
OG0008562	XP_015438201.1	XP_011159591.1
OG0008563	XP_015440352.1	XP_025985924.2
OG0008564	XP_015440356.1	XP_039302003.1
OG0008566	XP_015435661.1	XP_011162239.1
OG0008567	XP_015429190.1	XP_025992624.1, XP_011161773.1
OG0008568	XP_015429517.1	XP_039303350.1
OG0008570	XP_015438390.1	XP_039304402.1
OG0008571	XP_015431263.1	XP_025995341.1
OG0008572	XP_015438366.1	XP_039303897.1
OG0008574	XP_015429656.1	XP_011166312.1
OG0008575	XP_015429228.1	XP_011160773.1
OG0008576	XP_015433570.1	XP_039314709.1
OG0008577	XP_015429811.1	XP_011168387.1
OG0008578	XP_015431268.1	XP_011165162.1
OG0008579	XP_015438451.1	XP_025988510.2
OG0008580	XP_015429420.1	XP_025991682.1
OG0008581	XP_015439160.1	XP_025996191.2
OG0008582	XP_015434335.1	XP_011159114.1
OG0008583	XP_015429737.1	XP_039310373.1
OG0008584	XP_015434334.1	XP_039313180.1
OG0008585	XP_015432306.1	XP_039309230.1
OG0008586	XP_015430323.1, XP_015430322.1	XP_039313832.1
OG0008588	XP_015440133.1	XP_039314148.1
OG0008589	XP_015439657.1	XP_011159328.1, XP_011159329.1
OG0008592	XP_015435709.1, XP_015433580.1	XP_025997282.2, XP_039308955.1
OG0008600	XP_015437103.1	XP_011159909.1
OG0008601	XP_015432553.1	XP_011156169.2
OG0008603	XP_015428591.1	XP_025986566.2
OG0008604	XP_015430229.1	XP_011161303.1
OG0008606	XP_015431765.1	XP_025987040.1
OG0008607	XP_015431749.1	XP_011176316.2
OG0008608	XP_015439108.1	XP_025992366.2
OG0008612	XP_015430357.1	XP_039313700.1
OG0008613	XP_015435848.1	XP_011167394.2
OG0008615	XP_015430651.1	XP_025987677.1
OG0008616	XP_015438731.1	XP_039313960.1
OG0008617	XP_015438761.1	XP_011164212.1
OG0008622	XP_015436463.1	XP_011163868.2
OG0008623	XP_015433124.1	XP_011163968.1
OG0008625	XP_015434016.1	XP_011161034.1
OG0008626	XP_015435083.1	XP_011165168.1
OG0008630	XP_015430952.1	XP_011170371.2
OG0008633	XP_015432452.1, XP_015432454.1	XP_039314870.1, XP_011156786.2, XP_011156785.2
OG0008640	XP_015430413.1	XP_011155614.1
OG0008641	XP_015437364.1	XP_039302127.1
OG0008642	XP_015432555.1	XP_011173070.2
OG0008644	XP_015437251.1, XP_015431882.1, XP_015438116.1, XP_015433586.1	XP_025996041.1
OG0008646	XP_015431948.1	XP_025995977.2
OG0008649	XP_015432030.1	XP_011157699.1
OG0008650	XP_015430256.1	XP_011157666.2
OG0008651	XP_015438012.1	XP_025989796.1
OG0008655	XP_015436064.1	XP_025985890.2
OG0008656	XP_015436898.1	XP_011173440.1
OG0008658	XP_015431658.1	XP_039303623.1, XP_011162914.1, XP_025996979.1
OG0008660	XP_015432922.1	XP_025994449.1
OG0008662	XP_015431536.1	XP_011159590.1
OG0008663	XP_015430540.1	XP_011155619.1
OG0008664	XP_015430791.1	XP_011162148.1
OG0008666	XP_015430134.1	XP_011158207.1
OG0008667	XP_015434011.1	XP_011176125.1
OG0008670	XP_015428553.1	XP_039309618.1
OG0008671	XP_015431942.1	XP_011164415.2
OG0008676	XP_015431015.1	XP_011167039.2
OG0008677	XP_015433760.1	XP_011173826.3
OG0008678	XP_015440223.1	XP_011162653.1
OG0008679	XP_015435165.1, XP_015432540.1	XP_039301703.1
OG0008680	XP_015432664.1	XP_011158611.1
OG0008681	XP_015436952.1	XP_011169103.1
OG0008682	XP_015440147.1	XP_011170561.2
OG0008683	XP_015439566.1	XP_025995217.1
OG0008684	XP_015430624.1	XP_011161423.1
OG0008685	XP_015429131.1	XP_025987820.1
OG0008687	XP_015438395.1	XP_011160574.2
OG0008688	XP_015430224.1	XP_011157333.1
OG0008690	XP_015428427.1	XP_011157761.1
OG0008692	XP_015429536.1	XP_011175713.1
OG0008693	XP_015439477.1	XP_011158350.1
OG0008694	XP_015434665.1	XP_011156582.3
OG0008695	XP_015434605.1	XP_011171395.2
OG0008696	XP_015437580.1	XP_011163141.1
OG0008697	XP_015430182.1	XP_011160022.3
OG0008698	XP_015431450.1	XP_025987406.2
OG0008699	XP_015428522.1	XP_039311155.1
OG0008701	XP_015438537.1	XP_011171275.2
OG0008702	XP_015439715.1	XP_039314157.1
OG0008703	XP_015432453.1	XP_011167174.2
OG0008704	XP_015429662.1	XP_011170529.1
OG0008705	XP_015438185.1	XP_039310818.1
OG0008706	XP_015438868.1	XP_039304104.1
OG0008707	XP_015429914.1	XP_011172684.1
OG0008708	XP_015428677.1	XP_039306353.1
OG0008710	XP_015428414.1	XP_025992723.1
OG0008711	XP_015433621.1	XP_025986655.2, XP_011158001.2
OG0008712	XP_015435906.1	XP_025989946.1
OG0008713	XP_015439472.1	XP_011158348.2
OG0008714	XP_015437924.1	XP_039314326.1
OG0008715	XP_015433490.1	XP_011175811.1
OG0008716	XP_015439666.1	XP_025993313.2
OG0008718	XP_015431396.1	XP_011162913.1
OG0008719	XP_015436451.1	XP_039309240.1, XP_039309244.1
OG0008720	XP_015438557.1	XP_011165137.2
OG0008723	XP_015433650.1	XP_011168612.1
OG0008724	XP_015429766.1	XP_011162936.1
OG0008725	XP_015438305.1	XP_011176274.1
OG0008726	XP_015429989.1	XP_011163466.2
OG0008727	XP_015436105.1	XP_011160360.2
OG0008728	XP_015439480.1	XP_039304309.1
OG0008729	XP_015430176.1	XP_039311833.1
OG0008730	XP_015434031.1	XP_039306346.1
OG0008732	XP_015434701.1	XP_025990044.1
OG0008735	XP_015434097.1	XP_011171745.1
OG0008736	XP_015439282.1	XP_039313021.1
OG0008737	XP_015439217.1	XP_025987575.1, XP_025987574.1
OG0008738	XP_015428498.1	XP_011156564.1
OG0008739	XP_015439700.1	XP_011156076.1
OG0008740	XP_015428452.1	XP_025990387.2
OG0008742	XP_015440355.1	XP_025985913.2
OG0008744	XP_015436461.1	XP_039309207.1
OG0008747	XP_015429213.1	XP_011170094.3
OG0008748	XP_015433777.1	XP_025993055.2
OG0008749	XP_015435092.1	XP_011168918.1
OG0008750	XP_015436097.1	XP_025993928.1
OG0008753	XP_015438397.1	XP_011160640.2
OG0008754	XP_015438817.1	XP_011163381.1
OG0008755	XP_015438740.1, XP_015435494.1	XP_039305185.1
OG0008756	XP_015437728.1	XP_011168992.1
OG0008757	XP_015430210.1	XP_039315312.1
OG0008758	XP_015438913.1	XP_025987573.2
OG0008760	XP_015439308.1	XP_025989556.1
OG0008761	XP_015434797.1	XP_025988344.1, XP_039308672.1
OG0008764	XP_015438181.1	XP_011165806.1
OG0008765	XP_015437579.1	XP_011163142.1
OG0008767	XP_015435999.1	XP_011175179.1
OG0008768	XP_015432193.1	XP_025994827.1
OG0008769	XP_015429007.1	XP_011156577.1
OG0008770	XP_015438147.1	XP_011167351.2
OG0008771	XP_015439723.1	XP_039304997.1
OG0008772	XP_015433662.1	XP_011159904.2
OG0008773	XP_015439567.1	XP_011167592.2, XP_011167591.2
OG0008775	XP_015429210.1	XP_011160297.1
OG0008777	XP_015432947.1	XP_011161581.1
OG0008778	XP_015438350.1	XP_039306206.1, XP_039306210.1
OG0008781	XP_015438094.1	XP_039311711.1
OG0008782	XP_015434328.1	XP_011176360.1, XP_025995035.1, XP_039313615.1, XP_011176362.1
OG0008786	XP_015432792.1	XP_025990107.2, XP_025986891.2, XP_025995313.2, XP_039305122.1, XP_039308589.1, XP_039310228.1, XP_039311019.1, XP_039311016.1, XP_039311017.1, XP_039311018.1, XP_039311910.1
OG0008796	XP_015433085.1	XP_011176062.1
OG0008798	XP_015436417.1	XP_011160435.1
OG0008799	XP_015434603.1	XP_011171398.2
OG0008802	XP_015439423.1	XP_039304060.1
OG0008803	XP_015432410.1	XP_011169118.1
OG0008804	XP_015433483.1	XP_011172233.1
OG0008806	XP_015434959.1	XP_011158538.1
OG0008807	XP_015439783.1	XP_011159483.1, XP_025989393.1
OG0008808	XP_015436350.1	XP_011171023.1
OG0008809	XP_015434815.1	XP_011160285.1
OG0008811	XP_015429149.1	XP_011161054.2
OG0008815	XP_015428642.1	XP_011165855.1
OG0008816	XP_015438762.1	XP_011155562.1
OG0008817	XP_015440433.1	XP_011173114.2
OG0008829	XP_015434865.1	XP_025993233.1
OG0008831	XP_015437391.1	XP_011164424.1
OG0008832	XP_015438052.1	XP_025988538.1
OG0008840	XP_015434565.1	XP_025985933.2
OG0008848	XP_015437681.1	XP_011171906.1
OG0008858	XP_015432658.1	XP_011155717.1
OG0008859	XP_015436797.1	XP_011163765.1
OG0008860	XP_015433131.1	XP_011163969.1
OG0008866	XP_015433603.1	XP_025986605.2
OG0008867	XP_015436943.1	XP_011169104.1
OG0008868	XP_015432839.1	XP_011156254.2, XP_011156253.2
OG0008869	XP_015438612.1	XP_011158156.2
OG0008870	XP_015433792.1	XP_011155336.1
OG0008871	XP_015430645.1	XP_011162123.1
OG0008872	XP_015433196.1	XP_011170137.1
OG0008873	XP_015433958.1	XP_011158704.2
OG0008874	XP_015432448.1	XP_011160622.1
OG0008875	XP_015429537.1	XP_011166297.1
OG0008878	XP_015430741.1	XP_039307500.1, XP_039307499.1, XP_039307501.1
OG0008879	XP_015429271.1	XP_011163988.1
OG0008880	XP_015439304.1	XP_011165172.2
OG0008881	XP_015433247.1	XP_025989935.2
OG0008882	XP_015429533.1	XP_025987268.2
OG0008883	XP_015439496.1	XP_025992253.1
OG0008884	XP_015429279.1	XP_011161770.2
OG0008885	XP_015435603.1	XP_011166767.1
OG0008886	XP_015428842.1	XP_039313869.1
OG0008888	XP_015430650.1	XP_011173612.2
OG0008889	XP_015428872.1	XP_039309054.1
OG0008890	XP_015432359.1	XP_011157773.2
OG0008891	XP_015428773.1	XP_011175218.2
OG0008892	XP_015431808.1	XP_011161588.2
OG0008894	XP_015429834.1	XP_011176115.1
OG0008895	XP_015436687.1	XP_011172353.1
OG0008896	XP_015430295.1	XP_025992888.1
OG0008897	XP_015431648.1	XP_011165672.2
OG0008899	XP_015438768.1	XP_011175154.1
OG0008900	XP_015429532.1	NP_001291509.1, XP_011162680.1
OG0008902	XP_015435973.1	XP_011156738.1
OG0008904	XP_015433127.1	XP_039310986.1
OG0008905	XP_015433139.1	XP_039314697.1
OG0008907	XP_015440303.1	XP_025986970.2
OG0008908	XP_015438954.1	XP_025989551.2
OG0008911	XP_015439302.1	XP_011166045.3
OG0008912	XP_015439278.1	XP_011169613.1
OG0008913	XP_015429201.1	XP_039314723.1
OG0008914	XP_015429623.1	XP_011173157.1
OG0008916	XP_015439602.1	XP_039312840.1, XP_025993413.2
OG0008917	XP_015432250.1	XP_011163379.1
OG0008918	XP_015428901.1	XP_011157212.1
OG0008919	XP_015430600.1	XP_039303761.1
OG0008920	XP_015435480.1	XP_011156691.2
OG0008921	XP_015436049.1	XP_039308893.1
OG0008922	XP_015438197.1	XP_011165775.2
OG0008923	XP_015432551.1	XP_039307402.1
OG0008924	XP_015435696.1	XP_011164862.2
OG0008926	XP_015437617.1	XP_011158332.1
OG0008928	XP_015438256.1	XP_011166740.1
OG0008930	XP_015429384.1	XP_025991561.2
OG0008931	XP_015435098.1	XP_011169185.1
OG0008932	XP_015430406.1	XP_025986045.2
OG0008933	XP_015436127.1	XP_039306669.1
OG0008934	XP_015436803.1	XP_011167810.2
OG0008935	XP_015436353.1	XP_011173721.1
OG0008936	XP_015432321.1	XP_011162957.2
OG0008938	XP_015432387.1	XP_039309620.1
OG0008939	XP_015433223.1	XP_011175295.1
OG0008940	XP_015439435.1	XP_011160012.1
OG0008941	XP_015438688.1	XP_011161826.1
OG0008943	XP_015432815.1	XP_011169068.2
OG0008944	XP_015435298.1, XP_015435299.1	XP_011169254.1, XP_011169251.1
OG0008945	XP_015437842.1	XP_011162802.3
OG0008946	XP_015429014.1	XP_011155799.1
OG0008947	XP_015434958.1	XP_011172057.1
OG0008948	XP_015429277.1	XP_025992902.1
OG0008949	XP_015435782.1	XP_039311422.1
OG0008950	XP_015434398.1	XP_025993264.2
OG0008951	XP_015440412.1	XP_025987623.1, XP_011173652.1
OG0008952	XP_015429687.1	XP_011168736.1
OG0008953	XP_015440350.1	XP_011160691.2
OG0008954	XP_015434470.1	XP_011171042.1
OG0008956	XP_015429191.1	XP_011160612.2
OG0008957	XP_015430467.1	XP_011155668.2
OG0008958	XP_015429196.1	XP_011163986.1
OG0008959	XP_015430400.1	XP_025986125.1
OG0008961	XP_015436108.1	XP_039307253.1, XP_011157828.1
OG0008962	XP_015439497.1	XP_025992251.1, XP_011161893.1
OG0008963	XP_015439476.1	XP_011158349.2
OG0008964	XP_015436067.1	XP_039306781.1
OG0008965	XP_015439501.1	XP_025987666.1, XP_025987657.1, XP_011173418.1, XP_025986861.2
OG0008966	XP_015431283.1	XP_025990399.1
OG0008968	XP_015435241.1	XP_039309204.1
OG0008970	XP_015437431.1	XP_025989039.2
OG0008971	XP_015436365.1	XP_025988336.1, XP_039310839.1
OG0008972	XP_015432094.1	XP_039313859.1
OG0008973	XP_015434080.1	XP_011172881.1
OG0008974	XP_015439309.1	XP_039311360.1
OG0008975	XP_015437548.1	XP_039303220.1
OG0008976	XP_015439413.1	XP_011170020.1
OG0008977	XP_015433005.1	XP_011156295.1
OG0008978	XP_015439617.1	XP_025987870.1
OG0008979	XP_015432207.1	XP_025990619.1
OG0008980	XP_015438967.1	XP_011161145.1
OG0008981	XP_015429952.1	XP_025997215.1
OG0008982	XP_015437607.1	XP_011175365.1
OG0008983	XP_015437578.1	XP_011163144.1
OG0008984	XP_015432478.1	XP_011164471.1
OG0008985	XP_015438189.1	XP_039310978.1
OG0008986	XP_015439716.1	XP_011170821.1
OG0008987	XP_015440438.1	XP_011168702.1, XP_011168693.1
OG0008988	XP_015434109.1	XP_039303716.1
OG0008995	XP_015431725.1	XP_025988452.1, XP_039305018.1, XP_039305017.1, XP_011169091.1, XP_039305019.1
OG0009009	XP_015429943.1	XP_039310976.1
OG0009010	XP_015439153.1	XP_011170322.1, XP_011170324.2
OG0009016	XP_015429798.1	XP_011164431.2
OG0009027	XP_015435317.1	XP_039307369.1
OG0009030	XP_015433715.1	XP_025990465.2
OG0009031	XP_015429257.1	XP_011163008.1
OG0009034	XP_015432248.1	XP_039313741.1
OG0009035	XP_015429008.1	XP_039303058.1
OG0009036	XP_015431967.1	XP_011157708.2
OG0009039	XP_015439703.1	XP_011169299.1, XP_011169307.1, XP_011169316.1
OG0009041	XP_015439750.1	XP_011159477.1
OG0009043	XP_015431892.1	XP_011163746.1
OG0009045	XP_015435495.1	XP_025992393.1
OG0009048	XP_015432040.1	XP_011166855.1
OG0009051	XP_015429801.1	XP_011166370.1
OG0009052	XP_015435644.1	XP_011168534.1
OG0009053	XP_015431295.1	XP_011162040.2
OG0009055	XP_015439547.1	XP_011158344.1
OG0009056	XP_015438840.1	XP_039301720.1
OG0009060	XP_015438853.1	XP_011171856.1
OG0009061	XP_015433719.1	XP_011155337.1
OG0009062	XP_015439964.1	XP_011169965.1
OG0009063	XP_015430411.1	XP_011155624.2
OG0009066	XP_015429555.1	XP_011162686.2
OG0009067	XP_015439196.1	XP_011168463.1, XP_011168464.1
OG0009069	XP_015429535.1	XP_011157862.2
OG0009070	XP_015431051.1	XP_011157193.1
OG0009072	XP_015430642.1	XP_011162153.3
OG0009074	XP_015430072.1	XP_011161717.1
OG0009075	XP_015435400.1	XP_011156262.1
OG0009076	XP_015436831.1	XP_011157813.2
OG0009077	XP_015429702.1	XP_039307199.1
OG0009078	XP_015440219.1	XP_039303874.1
OG0009079	XP_015434295.1	XP_025991330.1
OG0009080	XP_015439242.1, XP_015439240.1	XP_039306506.1
OG0009081	XP_015439478.1	XP_011158371.2
OG0009082	XP_015430220.1	XP_011157328.2
OG0009083	XP_015429010.1	XP_011172103.1
OG0009085	XP_015432245.1	XP_011168919.1
OG0009087	XP_015431564.1, XP_015431582.1, XP_015431572.1	XP_011167171.2
OG0009088	XP_015428432.1	XP_011163072.2
OG0009089	XP_015436561.1	XP_025990899.1
OG0009090	XP_015436550.1	XP_039308874.1
OG0009094	XP_015434522.1	XP_011176155.1
OG0009096	XP_015439465.1	XP_025992174.2
OG0009099	XP_015433414.1	XP_039308872.1
OG0009100	XP_015439361.1	XP_011169608.2
OG0009101	XP_015435585.1	XP_011173238.1
OG0009102	XP_015436346.1	XP_025990124.1
OG0009103	XP_015431494.1	XP_039305195.1
OG0009106	XP_015433627.1	XP_039304371.1
OG0009107	XP_015430639.1	XP_011163615.1
OG0009109	XP_015440188.1	XP_039310953.1
OG0009110	XP_015439754.1	XP_011159728.2
OG0009111	XP_015439734.1	XP_011159746.2
OG0009114	XP_015432840.1	XP_011156297.3
OG0009115	XP_015440358.1	XP_039302005.1
OG0009116	XP_015436354.1	XP_011166048.2
OG0009126	XP_015431279.1	XP_011161973.2
OG0009128	XP_015430128.1	XP_011167763.1
OG0009130	XP_015432843.1	XP_011159186.1
OG0009132	XP_015430252.1	XP_011173163.1
OG0009134	XP_015440009.1	XP_025992207.1
OG0009136	XP_015440331.1	XP_011158264.1
OG0009138	XP_015432254.1	XP_011163703.1
OG0009139	XP_015439937.1	XP_025987764.1
OG0009141	XP_015440314.1	XP_011172991.2
OG0009144	XP_015432544.1	XP_011157517.1
OG0009155	XP_015429375.1	XP_011159869.1
OG0009164	XP_015434500.1	XP_025994691.2
OG0009168	XP_015429951.1	XP_011156177.1
OG0009177	XP_015428881.1	XP_039308467.1
OG0009184	XP_015432859.1	XP_011161736.1
OG0009199	XP_015439506.1	XP_011166508.1, XP_039306835.1
OG0009203	XP_015432835.1	XP_025988634.2
OG0009209	XP_015429136.1	XP_011161053.1
OG0009210	XP_015436884.1	XP_011169102.3
OG0009211	XP_015438555.1	XP_011175889.1
OG0009212	XP_015429053.1	XP_011157465.1
OG0009214	XP_015438223.1	XP_039302196.1
OG0009215	XP_015431008.1	XP_011166800.2
OG0009217	XP_015439469.1	XP_011158347.1
OG0009221	XP_015436074.1	XP_039306973.1
OG0009224	XP_015439671.1	XP_011159424.1
OG0009225	XP_015428969.1	XP_025986715.2
OG0009226	XP_015434012.1	XP_011158682.1
OG0009228	XP_015437424.1	XP_025996056.1
OG0009230	XP_015430511.1	XP_025985927.1
OG0009236	XP_015438389.1	XP_025990164.1
OG0009238	XP_015438620.1	XP_025992890.1
OG0009241	XP_015437000.1	XP_011159134.1
OG0009243	XP_015439335.1	XP_011157874.1
OG0009244	XP_015435157.1, XP_015435158.1	XP_025993203.1
OG0009245	XP_015428945.1	XP_011168948.1
OG0009246	XP_015429814.1	XP_011169485.1
OG0009247	XP_015437730.1	XP_011168991.2
OG0009248	XP_015436623.1	XP_039305865.1
OG0009249	XP_015432090.1	XP_039315311.1
OG0009252	XP_015435586.1	XP_039310856.1
OG0009253	XP_015429392.1	XP_011158620.2
OG0009254	XP_015435037.1	XP_011172160.1
OG0009256	XP_015431756.1	XP_025991121.1
OG0009261	XP_015431003.1	XP_025985823.2
OG0009263	XP_015432537.1	XP_039315652.1
OG0009268	XP_015438798.1	XP_039307498.1
OG0009270	XP_015432109.1	XP_039315627.1
OG0009273	XP_015434096.1	XP_011166996.2
OG0009275	XP_015428413.1	XP_011157826.1
OG0009277	XP_015428976.1	XP_039305264.1
OG0009278	XP_015431685.1	XP_011172132.2
OG0009280	XP_015439105.1	XP_011160840.1
OG0009281	XP_015433007.1	XP_011169233.1
OG0009283	XP_015431966.1	XP_011175534.2
OG0009286	XP_015439135.1	XP_025993915.1, XP_039312795.1
OG0009287	XP_015428943.1	XP_011176025.1
OG0009288	XP_015435650.1	XP_039311691.1
OG0009290	XP_015438982.1	XP_011160802.3
OG0009292	XP_015430396.1	XP_011175866.1
OG0009296	XP_015440170.1	XP_025987799.1
OG0009298	XP_015429186.1	XP_039314556.1
OG0009299	XP_015429181.1	XP_039306069.1
OG0009322	XP_015438127.1	XP_039312847.1
OG0009323	XP_015430556.1, XP_015430555.1	XP_011155625.1
OG0009325	XP_015435712.1	XP_011165289.1
OG0009336	XP_015438072.1	XP_039309684.1
OG0009342	XP_015432204.1	XP_025987827.1
OG0009343	XP_015437907.1	XP_011164038.1
OG0009354	XP_015431113.1	XP_039305608.1
OG0009365	XP_015435702.1	XP_011168686.1
OG0009366	XP_015435783.1	XP_039311420.1
OG0009368	XP_015429499.1	XP_011164606.1
OG0009371	XP_015430424.1	XP_011172007.1
OG0009373	XP_015439473.1	XP_011158368.2
OG0009376	XP_015436457.1	XP_039313683.1
OG0009380	XP_015438313.1	XP_011155891.2
OG0009381	XP_015430022.1	XP_039310855.1, XP_011176111.1
OG0009391	XP_015439691.1	XP_025988726.2
OG0009398	XP_015436205.1	XP_039315085.1, XP_025995798.1, XP_011171585.1
OG0009399	XP_015437717.1	XP_011156319.2
OG0009402	XP_015432794.1	XP_025990430.1
OG0009406	XP_015436343.1	XP_011163899.1
OG0009408	XP_015437085.1	XP_011162939.1
OG0009409	XP_015433071.1	XP_011165349.2
OG0009411	XP_015433526.1	XP_011175817.1
OG0009414	XP_015440446.1	XP_011162398.1
OG0009415	XP_015437625.1	XP_039308596.1
OG0009419	XP_015439704.1	XP_011169355.1
OG0009422	XP_015434151.1	XP_011167007.1
OG0009425	XP_015436862.1, XP_015436869.1	XP_039311021.1
OG0009448	XP_015434081.1	XP_011174071.1
OG0009493	XP_015431219.1	XP_011172130.1
OG0009496	XP_015429527.1	XP_011162674.1
OG0009499	XP_015431661.1	XP_011170907.2
OG0009501	XP_015435589.1	XP_039310730.1
OG0009506	XP_015428405.1	XP_039301785.1
OG0009508	XP_015429342.1	XP_039311607.1
OG0009527	XP_015439733.1	XP_039303886.1
OG0009542	XP_015435569.1	XP_025989736.2
OG0009547	XP_015436520.1	XP_025990831.2
OG0009548	XP_015433242.1	XP_011169392.1
OG0009555	XP_015436653.1	XP_039309681.1, XP_011171107.1, XP_039313014.1, XP_039306334.1, XP_039311318.1, XP_039311303.1, XP_025985671.2
OG0009562	XP_015432539.1, XP_015435717.1	XP_025997918.2, XP_039312912.1, XP_039311062.1, XP_039306790.1
OG0009563	XP_015436216.1	XP_025996050.2
OG0009564	XP_015436288.1	XP_011165160.2
OG0009622	XP_015439648.1	XP_039304672.1
OG0009651	XP_015440225.1	XP_011162647.1
OG0009662	XP_015436883.1	XP_039301875.1, XP_025995388.2
OG0009668	XP_015436905.1	XP_011169111.2
OG0009675	XP_015433199.1	XP_011175203.2
OG0009681	XP_015438956.1	XP_039314700.1
OG0009688	XP_015436068.1	XP_039306782.1
OG0009690	XP_015432535.1	XP_011163531.2
OG0009698	XP_015436873.1	XP_011165617.1
OG0009700	XP_015431292.1	XP_039308635.1
OG0009702	XP_015434796.1	XP_025989755.1
OG0009704	XP_015429677.1	XP_011156578.1
OG0009709	XP_015432808.1	XP_011165470.2
OG0009721	XP_015435952.1	XP_011162703.2
OG0009725	XP_015433652.1	XP_011168626.1
OG0009790	XP_015439266.1	XP_039309958.1, XP_039308824.1, XP_039303417.1, XP_039302925.1, XP_039309077.1, XP_039303542.1
OG0009828	XP_015438672.1	XP_025988950.1, XP_025988949.1
