Orthogroup	Dufourea_novaeangliae	Anopheles_gambiae
OG0006359	XP_015437479.1	XP_320119.6
OG0006360	XP_015429508.1	XP_308801.3
OG0006361	XP_015438934.1	XP_322034.3
OG0006362	XP_015440375.1	XP_317131.4
OG0006363	XP_015438198.1	XP_001688557.1
OG0006364	XP_015433770.1	XP_308108.5, XP_003436646.1
OG0006365	XP_015430198.1	XP_313250.3
OG0006367	XP_015428769.1, XP_015428768.1	XP_311146.5
OG0006368	XP_015434027.1	XP_321043.4
OG0006369	XP_015431475.1	XP_319023.4
OG0006370	XP_015434126.1	XP_552528.1
OG0006371	XP_015431710.1	XP_553120.3, XP_001238233.2
OG0006372	XP_015434821.1	XP_003436924.1
OG0006373	XP_015428638.1	XP_319093.4
OG0006374	XP_015429726.1	XP_308470.4
OG0006375	XP_015429142.1	XP_320698.3
OG0006377	XP_015438133.1	XP_308953.4, XP_001688142.1
OG0006378	XP_015434667.1	XP_001237735.1
OG0006379	XP_015428916.1	XP_316922.3
OG0006380	XP_015428602.1	XP_312234.5
OG0006381	XP_015429004.1	XP_551886.3
OG0006382	XP_015434798.1	XP_001688719.1, XP_315746.3
OG0006383	XP_015438226.1	XP_317043.4
OG0006384	XP_015440492.1	XP_321629.5
OG0006385	XP_015436349.1	XP_317309.4
OG0006386	XP_015432382.1	XP_559178.3
OG0006388	XP_015435942.1	XP_320668.4
OG0006389	XP_015438373.1	XP_321134.5
OG0006390	XP_015435698.1	XP_314766.4
OG0006391	XP_015431493.1	XP_554654.3
OG0006392	XP_015429929.1	XP_310014.4
OG0006393	XP_015429063.1	XP_319021.3
OG0006394	XP_015429319.1	XP_554753.3
OG0006395	XP_015435091.1	XP_315161.5
OG0006396	XP_015437693.1	XP_003436252.1, XP_312097.5
OG0006397	XP_015432192.1	XP_557743.2
OG0006398	XP_015429123.1	XP_001237950.2
OG0006399	XP_015434359.1	XP_309117.5
OG0006400	XP_015435152.1	XP_308919.3
OG0006401	XP_015429598.1	XP_565616.4, XP_003436061.1
OG0006403	XP_015430026.1	XP_001687882.2, XP_308283.5
OG0006404	XP_015435497.1	XP_319897.4
OG0006405	XP_015432358.1	XP_315969.4
OG0006406	XP_015434004.1	XP_550715.2
OG0006407	XP_015437457.1	XP_320523.4
OG0006408	XP_015435146.1	XP_564631.3
OG0006409	XP_015436914.1	XP_313783.5
OG0006410	XP_015436966.1	XP_319327.2
OG0006412	XP_015433866.1	XP_309515.4
OG0006413	XP_015433412.1	XP_317233.4
OG0006414	XP_015438391.1	XP_316438.5
OG0006415	XP_015431210.1	XP_312428.5
OG0006416	XP_015432952.1	XP_318822.4
OG0006417	XP_015437632.1	XP_314764.4
OG0006418	XP_015434062.1	XP_001238303.2
OG0006419	XP_015429622.1	XP_003435974.1
OG0006420	XP_015437244.1	XP_003436332.1
OG0006421	XP_015431467.1, XP_015431468.1	XP_560429.2
OG0006422	XP_015436265.1	XP_319819.4
OG0006423	XP_015435334.1	XP_554297.3
OG0006425	XP_015436860.1	XP_313739.4, XP_003436815.1
OG0006426	XP_015434311.1	XP_308568.4
OG0006427	XP_015432755.1	XP_314554.2
OG0006428	XP_015437568.1	XP_320427.3
OG0006429	XP_015431025.1	XP_001688391.2
OG0006430	XP_015433281.1	XP_309060.3
OG0006431	XP_015434296.1	XP_318145.4
OG0006432	XP_015431348.1	XP_311006.5
OG0006433	XP_015440128.1	XP_320646.3
OG0006434	XP_015436735.1	XP_314090.4
OG0006435	XP_015436504.1	XP_308773.4
OG0006437	XP_015433200.1	XP_320642.3
OG0006438	XP_015439446.1	XP_003436639.1
OG0006439	XP_015430319.1	XP_315239.4
OG0006440	XP_015439749.1	XP_317594.4
OG0006441	XP_015432960.1	XP_317729.4
OG0006442	XP_015432033.1	XP_565033.3
OG0006443	XP_015439643.1	XP_321766.3
OG0006444	XP_015436928.1	XP_309839.4
OG0006445	XP_015435851.1	XP_309315.3
OG0006446	XP_015430111.1	XP_321506.4, XP_003435888.1
OG0006447	XP_015432659.1	XP_311109.5
OG0006448	XP_015431983.1, XP_015431943.1	XP_312538.5
OG0006449	XP_015429297.1	XP_001230941.2
OG0006450	XP_015433406.1	XP_317770.3
OG0006451	XP_015433793.1	XP_312257.2
OG0006452	XP_015433301.1	XP_319053.4
OG0006453	XP_015435689.1	XP_311017.4
OG0006454	XP_015428695.1	XP_309990.4
OG0006455	XP_015435678.1	XP_001688080.1, XP_308776.4
OG0006456	XP_015433983.1	XP_308713.2
OG0006458	XP_015437489.1	XP_314253.1
OG0006459	XP_015434730.1	XP_310799.5, XP_003436969.1
OG0006460	XP_015434842.1	XP_557901.3
OG0006463	XP_015434279.1	XP_319833.3
OG0006464	XP_015439800.1	XP_307790.5, XP_003436434.1
OG0006465	XP_015432164.1	XP_003436916.1
OG0006466	XP_015437551.1	XP_312282.4
OG0006467	XP_015438479.1	XP_310949.5
OG0006468	XP_015430688.1	XP_309177.5
OG0006469	XP_015436246.1	XP_316665.3, XP_001688936.1
OG0006470	XP_015434827.1	XP_310138.4
OG0006471	XP_015433676.1	XP_317239.4
OG0006472	XP_015428731.1	XP_309523.4
OG0006473	XP_015437120.1	XP_001237982.2
OG0006474	XP_015433258.1	XP_320296.4
OG0006475	XP_015435394.1	XP_314841.2
OG0006476	XP_015434843.1	XP_315428.3
OG0006477	XP_015435535.1	XP_319787.3
OG0006478	XP_015437483.1	XP_552757.1
OG0006480	XP_015439953.1	XP_315869.2
OG0006481	XP_015439768.1	XP_001237679.2
OG0006482	XP_015429647.1	XP_308442.4
OG0006483	XP_015429843.1	XP_308970.4
OG0006484	XP_015433959.1	XP_321463.5
OG0006485	XP_015435338.1	XP_320360.4
OG0006486	XP_015429784.1	XP_318146.2
OG0006487	XP_015438318.1	XP_320441.3
OG0006488	XP_015433016.1	XP_562540.3
OG0006490	XP_015435363.1	XP_319463.4
OG0006491	XP_015429774.1	XP_311076.5
OG0006492	XP_015429326.1	XP_309174.2
OG0006493	XP_015435738.1	XP_313416.4
OG0006494	XP_015429026.1	XP_321886.5
OG0006495	XP_015433648.1	XP_319720.4
OG0006496	XP_015430968.1	XP_321614.4
OG0006497	XP_015434600.1	XP_001689355.2
OG0006498	XP_015430343.1	XP_001237621.1
OG0006499	XP_015429707.1	XP_320545.3
OG0006500	XP_015429341.1	XP_552696.3
OG0006501	XP_015436843.1	XP_556035.3
OG0006502	XP_015434593.1	XP_560368.3
OG0006503	XP_015432337.1	XP_309245.5
OG0006504	XP_015431646.1	XP_001688640.1
OG0006505	XP_015432782.1	XP_317355.4, XP_317356.3
OG0006506	XP_015434523.1	XP_312333.3
OG0006507	XP_015433042.1	XP_003436004.1, XP_321040.4
OG0006508	XP_015437650.1	XP_316682.4
OG0006509	XP_015430184.1	XP_309677.5
OG0006510	XP_015438271.1	XP_316657.3
OG0006511	XP_015436785.1	XP_319387.4
OG0006512	XP_015432669.1	XP_311738.5
OG0006513	XP_015432715.1	XP_001230836.2
OG0006514	XP_015438785.1	XP_003435968.1, XP_321162.5
OG0006515	XP_015439334.1	XP_310728.5, XP_003436978.1
OG0006516	XP_015430839.1	XP_311420.4
OG0006517	XP_015432750.1	XP_309247.3
OG0006518	XP_015433640.1	XP_556653.3
OG0006519	XP_015435774.1	XP_307804.4
OG0006520	XP_015437760.1	XP_312209.4
OG0006521	XP_015429185.1	XP_317814.4
OG0006522	XP_015434485.1	XP_311309.5
OG0006523	XP_015436442.1	XP_319447.2
OG0006524	XP_015430290.1	XP_001689029.1
OG0006525	XP_015435003.1	XP_320986.2
OG0006526	XP_015435798.1	XP_322005.5
OG0006527	XP_015431703.1	XP_003436937.1, XP_566191.4
OG0006528	XP_015431057.1	XP_309160.5
OG0006530	XP_015434484.1	XP_311021.5
OG0006532	XP_015428888.1	XP_315591.4
OG0006533	XP_015437888.1	XP_307497.3, XP_314269.3
OG0006534	XP_015435726.1	XP_312104.5
OG0006535	XP_015439993.1	XP_311521.3
OG0006536	XP_015433287.1	XP_308373.4, XP_001687911.1
OG0006537	XP_015433812.1	XP_558461.2, XP_313950.4
OG0006538	XP_015431329.1	XP_319661.4
OG0006539	XP_015435601.1	XP_566106.4
OG0006540	XP_015429011.1	XP_314800.4
OG0006541	XP_015432977.1	XP_313411.2
OG0006542	XP_015429703.1	XP_319721.4
OG0006543	XP_015433775.1	XP_318647.4
OG0006544	XP_015440099.1	XP_559348.4, XP_003437073.1
OG0006545	XP_015433518.1	XP_309571.4
OG0006546	XP_015431618.1	XP_308602.4
OG0006547	XP_015436889.1	XP_563662.3
OG0006548	XP_015436806.1	XP_317101.3
OG0006549	XP_015440013.1	XP_311020.4
OG0006551	XP_015437197.1	XP_310533.5
OG0006552	XP_015439151.1	XP_319760.4
OG0006553	XP_015435250.1	XP_306959.4, XP_321030.5
OG0006554	XP_015428739.1	XP_308391.3
OG0006555	XP_015434527.1	XP_313633.4, XP_003436791.1
OG0006556	XP_015433401.1	XP_321946.4
OG0006558	XP_015431573.1	XP_315425.4
OG0006559	XP_015434226.1, XP_015434224.1	XP_307835.4, XP_310102.4
OG0006560	XP_015431517.1	XP_562222.4
OG0006561	XP_015430772.1	XP_318955.3
OG0006562	XP_015436953.1	XP_001230898.1
OG0006563	XP_015438774.1	XP_001689302.1
OG0006565	XP_015440237.1	XP_312014.5
OG0006566	XP_015429664.1	XP_565482.2, XP_001688154.1
OG0006568	XP_015431677.1	XP_317070.4
OG0006570	XP_015439855.1	XP_315786.4
OG0006571	XP_015433946.1	XP_319960.4
OG0006573	XP_015438210.1	XP_315933.3
OG0006574	XP_015438679.1	XP_319836.3
OG0006575	XP_015434217.1	XP_001237748.2
OG0006576	XP_015438723.1	XP_563067.4
OG0006577	XP_015435034.1	XP_310268.7
OG0006579	XP_015436547.1	XP_554796.1
OG0006580	XP_015431291.1	XP_307243.2, XP_313190.5
OG0006581	XP_015437986.1	XP_001237728.2
OG0006582	XP_015429128.1	XP_562070.4, XP_313607.4
OG0006583	XP_015435793.1	XP_319115.4
OG0006585	XP_015440070.1	XP_001689229.1
OG0006586	XP_015437663.1	XP_316374.4
OG0006587	XP_015440022.1	XP_316380.2
OG0006588	XP_015434378.1	XP_310896.5
OG0006589	XP_015431188.1	XP_552179.3
OG0006590	XP_015430150.1	XP_320073.4
OG0006591	XP_015429258.1	XP_312592.4
OG0006592	XP_015430761.1	XP_318951.3
OG0006593	XP_015437028.1	XP_310590.3
OG0006594	XP_015440114.1	XP_314132.4
OG0006595	XP_015429981.1	XP_315117.4
OG0006596	XP_015429404.1	XP_308198.5
OG0006597	XP_015439213.1	XP_310498.5
OG0006598	XP_015431964.1	XP_563334.4
OG0006599	XP_015439320.1	XP_310737.5
OG0006600	XP_015438624.1	XP_317590.4
OG0006601	XP_015438410.1	XP_312126.5
OG0006602	XP_015432765.1	XP_003435771.1, XP_321957.3
OG0006603	XP_015436988.1	XP_563445.4
OG0006604	XP_015434535.1	XP_556379.3
OG0006605	XP_015430404.1	XP_001238256.1
OG0006606	XP_015440297.1	XP_312586.5
OG0006607	XP_015429059.1	XP_308635.4
OG0006608	XP_015435558.1	XP_559663.4
OG0006609	XP_015439873.1	XP_309606.5
OG0006610	XP_015434104.1	XP_559175.3
OG0006611	XP_015439726.1	XP_319457.4
OG0006612	XP_015437467.1	XP_307137.2
OG0006614	XP_015430127.1	XP_321544.1, XP_003435880.1
OG0006615	XP_015437602.1	XP_319698.3
OG0006616	XP_015433602.1	XP_315894.2
OG0006617	XP_015435892.1	XP_319576.4
OG0006618	XP_015437193.1	XP_314274.5
OG0006619	XP_015436078.1	XP_313360.3
OG0006621	XP_015430380.1	XP_562267.4, XP_003436830.1
OG0006623	XP_015436436.1	XP_319185.3, XP_560906.4
OG0006625	XP_015428811.1	XP_317755.3
OG0006626	XP_015435424.1	XP_319225.4
OG0006627	XP_015434879.1	XP_003435808.1, XP_551520.3
OG0006628	XP_015428761.1	XP_311287.5
OG0006629	XP_015430640.1	XP_309873.2
OG0006630	XP_015431632.1	XP_319865.4
OG0006631	XP_015436962.1	XP_319921.4
OG0006632	XP_015433310.1	XP_318631.4
OG0006633	XP_015436345.1	XP_312524.5
OG0006634	XP_015428431.1	XP_308593.4
OG0006635	XP_015435883.1	XP_310224.3, XP_001230739.1
OG0006637	XP_015438772.1	XP_001688647.1
OG0006638	XP_015438979.1	XP_319519.4
OG0006639	XP_015436729.1	XP_003436950.1, XP_310869.5
OG0006640	XP_015436912.1	XP_313026.4
OG0006641	XP_015433889.1	XP_308355.3, XP_001687903.1
OG0006642	XP_015430015.1	XP_001230358.1, XP_314285.4
OG0006643	XP_015439403.1	XP_314899.3
OG0006644	XP_015431594.1	XP_001688763.1, XP_316007.4
OG0006645	XP_015431304.1	XP_553427.3
OG0006646	XP_015430191.1	XP_551765.3
OG0006647	XP_015433303.1	XP_003436275.1
OG0006648	XP_015433619.1	XP_315893.3
OG0006649	XP_015430305.1	XP_312669.5, XP_003436085.1
OG0006650	XP_015430177.1	XP_003437040.1
OG0006652	XP_015429752.1	XP_566417.4
OG0006653	XP_015432805.1	XP_318424.4
OG0006654	XP_015433018.1	XP_313453.5
OG0006655	XP_015438079.1	XP_312572.5
OG0006656	XP_015428961.1	XP_308394.4
OG0006657	XP_015433681.1	XP_309759.4
OG0006658	XP_015437331.1	XP_314067.3
OG0006659	XP_015431687.1	XP_315983.2
OG0006660	XP_015435183.1	XP_309341.4
OG0006661	XP_015438335.1	XP_311944.4
OG0006662	XP_015431958.1	XP_318518.4
OG0006663	XP_015434154.1	XP_310293.3
OG0006665	XP_015439265.1	XP_311375.4
OG0006666	XP_015436473.1	XP_318055.4
OG0006667	XP_015435218.1	XP_555063.3
OG0006668	XP_015437200.1	XP_311149.3
OG0006669	XP_015431887.1	XP_311601.4
OG0006670	XP_015435434.1	XP_563913.5
OG0006671	XP_015435444.1	XP_310883.5, XP_003436947.1
OG0006672	XP_015431035.1	XP_310328.7
OG0006673	XP_015437309.1	XP_312976.5
OG0006674	XP_015433109.1	XP_312851.3
OG0006675	XP_015431802.1	XP_308798.4
OG0006676	XP_015435905.1	XP_315867.3
OG0006677	XP_015431290.1	XP_310357.3
OG0006678	XP_015436989.1	XP_308488.4
OG0006679	XP_015434331.1	XP_001237215.2
OG0006680	XP_015433746.1	XP_320281.4
OG0006681	XP_015428907.1	XP_311957.5
OG0006683	XP_015429640.1	XP_313566.5
OG0006684	XP_015437365.1	XP_001687868.1, XP_308219.4
OG0006685	XP_015432490.1	XP_320843.4
OG0006686	XP_015434885.1	XP_312413.4
OG0006687	XP_015428545.1	XP_309994.3
OG0006689	XP_015436314.1	XP_309563.4
OG0006690	XP_015431588.1	XP_318619.4
OG0006692	XP_015430870.1	XP_320319.4
OG0006693	XP_015440475.1	XP_320012.4
OG0006694	XP_015440432.1	XP_306324.3, XP_003436484.1
OG0006695	XP_015436301.1	XP_321270.5
OG0006696	XP_015430354.1	XP_308777.4
OG0006698	XP_015431169.1	XP_551101.3
OG0006699	XP_015430251.1	XP_001238168.1, XP_311885.3
OG0006700	XP_015433086.1	XP_319886.4
OG0006702	XP_015428449.1	XP_309521.4
OG0006703	XP_015429857.1	XP_315842.3
OG0006704	XP_015435367.1	XP_320139.3
OG0006705	XP_015434001.1	XP_001689030.1
OG0006706	XP_015428601.1	XP_555988.2
OG0006707	XP_015436291.1	XP_306780.4, XP_319297.4
OG0006708	XP_015429235.1	XP_311171.2
OG0006709	XP_015439210.1	XP_319247.1
OG0006710	XP_015435900.1	XP_320934.4
OG0006711	XP_015440048.1	XP_313623.5
OG0006713	XP_015431686.1	XP_307638.3, XP_315226.3
OG0006714	XP_015430187.1	XP_313663.5
OG0006715	XP_015436173.1	XP_308222.4
OG0006716	XP_015436880.1	XP_308324.3
OG0006717	XP_015432606.1	XP_315695.4
OG0006718	XP_015438707.1	XP_001688861.1, XP_001688863.1, XP_316415.4
OG0006719	XP_015436172.1	XP_308677.4
OG0006720	XP_015432925.1	XP_308982.4
OG0006721	XP_015432249.1	XP_308575.4
OG0006722	XP_015434875.1	XP_316315.4
OG0006723	XP_015432823.1	XP_314091.4
OG0006724	XP_015430542.1	XP_001687969.2
OG0006725	XP_015433480.1	XP_319593.4
OG0006726	XP_015428543.1	XP_319094.3
OG0006727	XP_015437068.1	XP_001238148.2
OG0006728	XP_015429101.1	XP_003437053.1, XP_311188.5
OG0006729	XP_015434624.1	XP_314789.4
OG0006731	XP_015438847.1	XP_317335.2
OG0006732	XP_015428582.1	XP_319743.3
OG0006733	XP_015432998.1	XP_553768.3
OG0006734	XP_015435514.1	XP_310126.4
OG0006735	XP_015435773.1	XP_316836.5
OG0006736	XP_015432969.1	XP_318816.4
OG0006737	XP_015435592.1	XP_553517.2, XP_001689144.1
OG0006738	XP_015431563.1	XP_307868.4
OG0006739	XP_015431245.1	XP_001689012.1
OG0006740	XP_015433389.1	XP_309313.4
OG0006741	XP_015433171.1	XP_003437006.1, XP_310609.4, XP_003437007.1
OG0006742	XP_015440452.1	XP_563692.3
OG0006744	XP_015435657.1	XP_313363.4, XP_313364.5
OG0006745	XP_015433225.1	XP_312520.4
OG0006746	XP_015435036.1	XP_320491.4
OG0006747	XP_015434808.1	XP_307904.5
OG0006748	XP_015439511.1	XP_560488.2, XP_563132.3
OG0006749	XP_015432854.1	XP_317813.4
OG0006750	XP_015428436.1	XP_561078.5, XP_312885.5
OG0006751	XP_015432340.1	XP_003435755.1, XP_322019.5
OG0006752	XP_015432095.1	XP_309890.4, XP_307079.4, XP_309887.4
OG0006753	XP_015438748.1	XP_001230813.2
OG0006754	XP_015439319.1	XP_312563.4
OG0006757	XP_015429093.1, XP_015429092.1, XP_015429091.1, XP_015429090.1	XP_003435718.1
OG0006759	XP_015435919.1, XP_015435923.1, XP_015435922.1	XP_555903.4
OG0006798	XP_015432268.1	XP_309749.4
OG0006799	XP_015438429.1	XP_310207.3
OG0006800	XP_015434315.1	XP_319038.4
OG0006801	XP_015436917.1	XP_559226.2
OG0006802	XP_015432924.1	XP_318388.2
OG0006803	XP_015434460.1	XP_316594.2
OG0006804	XP_015429596.1	XP_550819.1
OG0006805	XP_015432356.1	XP_321584.5
OG0006806	XP_015436008.1	XP_310431.5
OG0006807	XP_015438937.1	XP_319443.3
OG0006808	XP_015437608.1	XP_317632.3
OG0006809	XP_015435724.1	XP_309508.3
OG0006810	XP_015435540.1	XP_312426.2
OG0006811	XP_015428708.1	XP_318643.3
OG0006812	XP_015437371.1	XP_312889.2
OG0006813	XP_015436494.1	XP_001687809.1, XP_309831.4
OG0006814	XP_015431147.1	XP_321389.2
OG0006815	XP_015428653.1	XP_319471.3
OG0006816	XP_015436574.1	XP_317417.3
OG0006818	XP_015438902.1	XP_315392.3
OG0006819	XP_015434010.1	XP_322023.2
OG0006820	XP_015430432.1	XP_318678.2
OG0006821	XP_015431382.1	XP_308804.2
OG0006822	XP_015433894.1	XP_320796.3
OG0006823	XP_015438687.1	XP_315881.3
OG0006824	XP_015439952.1	XP_312551.1
OG0006825	XP_015439075.1	XP_318676.3
OG0006826	XP_015430345.1	XP_321467.4
OG0006827	XP_015437772.1	XP_318687.4
OG0006828	XP_015433203.1	XP_311759.5
OG0006829	XP_015430034.1	XP_314290.2
OG0006830	XP_015430643.1	XP_312922.4
OG0006831	XP_015436467.1	XP_308803.4
OG0006832	XP_015429012.1	XP_309401.4
OG0006833	XP_015439175.1	XP_314297.3
OG0006834	XP_015431871.1	XP_001688182.1
OG0006835	XP_015430494.1	XP_320178.2
OG0006836	XP_015437885.1	XP_314877.2
OG0006838	XP_015434532.1	XP_310515.2
OG0006839	XP_015436079.1	XP_308297.3
OG0006840	XP_015433208.1	XP_001230863.2
OG0006841	XP_015437487.1	XP_312567.3
OG0006842	XP_015437274.1	XP_308019.4
OG0006843	XP_015430997.1	XP_320254.2
OG0006844	XP_015428928.1	XP_318245.2
OG0006845	XP_015433836.1	XP_308936.4
OG0006846	XP_015428528.1	XP_001237112.2
OG0006847	XP_015438241.1	XP_315096.4
OG0006848	XP_015434591.1	XP_310655.5
OG0006849	XP_015432147.1	XP_001238318.2
OG0006850	XP_015430436.1	XP_309484.3
OG0006851	XP_015432830.1	XP_321485.5
OG0006852	XP_015439158.1	XP_313763.2
OG0006853	XP_015439187.1	XP_315868.2
OG0006854	XP_015430141.1	XP_321477.2
OG0006855	XP_015431923.1	XP_317641.2
OG0006856	XP_015430102.1	XP_001688103.1
OG0006857	XP_015430352.1	XP_307966.3
OG0006858	XP_015438349.1	XP_316680.3
OG0006859	XP_015434136.1	XP_317733.3
OG0006860	XP_015439248.1	XP_311473.3
OG0006861	XP_015439166.1	XP_309959.3
OG0006862	XP_015429768.1	XP_309756.4
OG0006863	XP_015432036.1	XP_311496.3
OG0006864	XP_015438323.1	XP_308669.2
OG0006865	XP_015440449.1	XP_315787.4
OG0006866	XP_015439449.1	XP_003437090.1, XP_311283.5
OG0006867	XP_015437582.1	XP_316784.4
OG0006868	XP_015432637.1	XP_318884.4
OG0006869	XP_015438912.1	XP_001237757.1
OG0006870	XP_015433140.1	XP_309058.3
OG0006871	XP_015433863.1	XP_315939.2
OG0006872	XP_015430461.1	XP_319979.4
OG0006874	XP_015437476.1	XP_309148.5
OG0006875	XP_015437373.1	XP_556725.3
OG0006876	XP_015435198.1	XP_316317.4
OG0006877	XP_015437881.1	XP_318880.4
OG0006878	XP_015437288.1	XP_312214.4
OG0006879	XP_015432479.1	XP_554756.3
OG0006880	XP_015435630.1	XP_003436524.1
OG0006881	XP_015436242.1, XP_015436240.1	XP_312794.3
OG0006882	XP_015439907.1	XP_319892.4
OG0006884	XP_015431418.1	XP_319011.4
OG0006885	XP_015440434.1	XP_317849.4
OG0006886	XP_015437516.1	XP_310380.2
OG0006887	XP_015429062.1	XP_314711.4
OG0006888	XP_015430234.1	XP_315900.2
OG0006890	XP_015431302.1	XP_319830.2
OG0006891	XP_015431704.1	XP_311467.3
OG0006892	XP_015436098.1	XP_308945.4
OG0006893	XP_015437339.1	XP_316859.4
OG0006894	XP_015429126.1	XP_316297.4
OG0006895	XP_015430900.1	XP_310117.3
OG0006896	XP_015433335.1	XP_317628.1
OG0006897	XP_015437533.1	XP_312998.4
OG0006898	XP_015434304.1	XP_317654.4
OG0006899	XP_015435100.1	XP_320753.4
OG0006900	XP_015438529.1	XP_320085.4
OG0006901	XP_015439290.1	XP_319827.2
OG0006902	XP_015440521.1	XP_319816.4
OG0006903	XP_015434316.1	XP_312105.2
OG0006904	XP_015436866.1	XP_309936.2
OG0006905	XP_015435386.1	XP_561529.3, XP_313923.3
OG0006906	XP_015440095.1	XP_315631.3
OG0006907	XP_015429208.1	XP_320232.4
OG0006908	XP_015439043.1	XP_003436976.1, XP_001237305.3
OG0006909	XP_015439069.1	XP_308695.4
OG0006910	XP_015431795.1	XP_315220.5
OG0006911	XP_015436999.1	XP_320701.2
OG0006912	XP_015436282.1	XP_319828.3
OG0006913	XP_015436499.1	XP_312391.5
OG0006914	XP_015429937.1	XP_308657.2
OG0006915	XP_015433081.1	XP_001688892.1
OG0006916	XP_015436929.1	XP_318835.4
OG0006917	XP_015435517.1	XP_311882.5
OG0006918	XP_015440064.1	XP_309056.3
OG0006919	XP_015430389.1	XP_317515.4
OG0006920	XP_015429389.1	XP_313789.5
OG0006921	XP_015429942.1	XP_311234.5
OG0006922	XP_015439394.1	XP_315043.4
OG0006923	XP_015428874.1	XP_321856.5
OG0006924	XP_015430567.1	XP_308268.3
OG0006925	XP_015431726.1	XP_313154.4
OG0006927	XP_015437435.1	XP_315413.3
OG0006928	XP_015436005.1	XP_563754.3
OG0006929	XP_015433487.1	XP_319554.4
OG0006930	XP_015439499.1	XP_310702.5
OG0006931	XP_015440488.1	XP_321039.5
OG0006932	XP_015432493.1	XP_314924.3
OG0006933	XP_015428566.1	XP_316230.4
OG0006935	XP_015429881.1	XP_314018.2
OG0006937	XP_015432486.1	XP_310253.6
OG0006938	XP_015430708.1	XP_317575.3
OG0006940	XP_015436468.1	XP_319634.4
OG0006941	XP_015430232.1	XP_001688687.1
OG0006942	XP_015438779.1	XP_318626.4
OG0006943	XP_015431250.1	XP_318802.4
OG0006944	XP_015435938.1	XP_321196.5
OG0006945	XP_015429875.1	XP_316830.5
OG0006946	XP_015436295.1	XP_320720.3
OG0006948	XP_015439011.1	XP_314144.2
OG0006949	XP_015438826.1	XP_317493.4
OG0006950	XP_015437969.1	XP_313695.5
OG0006951	XP_015432240.1	XP_307858.3
OG0006952	XP_015435986.1	XP_319981.3
OG0006953	XP_015439316.1	XP_313053.5
OG0006954	XP_015435360.1	XP_308716.2
OG0006955	XP_015438505.1	XP_310400.3
OG0006956	XP_015440419.1	XP_314013.1
OG0006957	XP_015430671.1	XP_313972.3
OG0006958	XP_015437771.1	XP_314007.3, XP_001688505.1
OG0006959	XP_015430001.1	XP_315948.4
OG0006960	XP_015429913.1	XP_308558.3
OG0006961	XP_015433163.1	XP_308347.1
OG0006962	XP_015430721.1	XP_318051.4
OG0006963	XP_015439658.1	XP_319588.4
OG0006964	XP_015437006.1	XP_308814.4
OG0006967	XP_015430630.1	XP_309061.4
OG0006968	XP_015439425.1	XP_314572.4
OG0006969	XP_015428743.1	XP_003435802.1
OG0006970	XP_015428515.1	XP_001237853.2
OG0006971	XP_015433562.1	XP_318402.5
OG0006972	XP_015429688.1	XP_317169.2
OG0006973	XP_015429580.1	XP_310613.2
OG0006974	XP_015436460.1	XP_321248.5
OG0006975	XP_015436470.1	XP_312142.5
OG0006976	XP_015438234.1	XP_565171.3
OG0006979	XP_015437355.1	XP_319137.4
OG0006980	XP_015432195.1	XP_001238556.3
OG0006981	XP_015440402.1	XP_001689038.1
OG0006982	XP_015438792.1	XP_316120.4
OG0006983	XP_015434536.1	XP_315744.4
OG0006984	XP_015436833.1	XP_309338.4
OG0006985	XP_015436915.1	XP_308256.3
OG0006986	XP_015429624.1	XP_555462.3
OG0006987	XP_015430163.1	XP_308210.3
OG0006988	XP_015440168.1	XP_317573.3
OG0006989	XP_015434332.1	XP_551404.1
OG0006990	XP_015431633.1	XP_317545.4
OG0006991	XP_015435869.1	XP_308647.4
OG0006992	XP_015435291.1	XP_315935.4
