Orthogroup	Dufourea_novaeangliae	Vespa_mandarinia
OG0008045	XP_015430475.1	XP_035727642.1
OG0008047	XP_015435865.1	XP_035743297.1
OG0008049	XP_015434664.1	XP_035724457.1
OG0008051	XP_015429855.1, XP_015429853.1	XP_035723325.1, XP_035723318.1
OG0008055	XP_015440342.1	XP_035724572.1
OG0008056	XP_015429999.1	XP_035722890.1
OG0008057	XP_015433107.1	XP_035740771.1
OG0008058	XP_015432831.1	XP_035726696.1
OG0008059	XP_015430116.1	XP_035742886.1
OG0008060	XP_015438146.1, XP_015429917.1	XP_035719557.1
OG0008061	XP_015439056.1	XP_035726866.1
OG0008062	XP_015432293.1	XP_035742968.1, XP_035742967.1
OG0008067	XP_015438492.1	XP_035732097.1
OG0008069	XP_015435196.1	XP_035723157.1
OG0008070	XP_015432673.1	XP_035727123.1
OG0008071	XP_015440205.1	XP_035719944.1
OG0008072	XP_015432651.1	XP_035741579.1
OG0008073	XP_015436256.1	XP_035738026.1, XP_035738024.1, XP_035738025.1
OG0008074	XP_015439269.1	XP_035740105.1
OG0008076	XP_015433135.1	XP_035729479.1
OG0008077	XP_015435972.1	XP_035727531.1
OG0008078	XP_015431812.1	XP_035719611.1
OG0008079	XP_015432440.1	XP_035733147.1
OG0008080	XP_015434891.1	XP_035736285.1
OG0008081	XP_015438715.1	XP_035729872.1
OG0008084	XP_015432010.1	XP_035729365.1
OG0008085	XP_015435560.1	XP_035743141.1
OG0008086	XP_015433508.1	XP_035732782.1
OG0008087	XP_015438233.1	XP_035737663.1
OG0008088	XP_015432828.1	XP_035736806.1, XP_035736805.1
OG0008089	XP_015428420.1	XP_035729881.1
OG0008090	XP_015433123.1	XP_035729649.1
OG0008091	XP_015439693.1	XP_035719653.1
OG0008092	XP_015430173.1	XP_035723343.1
OG0008093	XP_015428416.1	XP_035741435.1
OG0008094	XP_015433001.1	XP_035742143.1
OG0008095	XP_015428692.1	XP_035721400.1
OG0008099	XP_015432113.1	XP_035727971.1
OG0008101	XP_015430796.1	XP_035731430.1
OG0008102	XP_015428474.1	XP_035731313.1
OG0008103	XP_015434132.1	XP_035721145.1
OG0008104	XP_015438773.1	XP_035734162.1, XP_035734163.1
OG0008105	XP_015438746.1	XP_035727207.1
OG0008106	XP_015430646.1	XP_035732819.1
OG0008107	XP_015433525.1	XP_035729253.1
OG0008109	XP_015432416.1	XP_035731113.1
OG0008110	XP_015435566.1	XP_035738347.1
OG0008111	XP_015437392.1	XP_035738325.1
OG0008113	XP_015430695.1	XP_035737950.1
OG0008114	XP_015434153.1	XP_035721266.1
OG0008115	XP_015433722.1	XP_035724051.1
OG0008116	XP_015434606.1	XP_035725140.1
OG0008119	XP_015439378.1	XP_035743663.1
OG0008120	XP_015433936.1	XP_035741122.1
OG0008121	XP_015433300.1	XP_035741624.1
OG0008122	XP_015438343.1	XP_035722280.1
OG0008123	XP_015430667.1	XP_035734237.1, XP_035734236.1, XP_035734238.1
OG0008124	XP_015428494.1	XP_035741774.1
OG0008125	XP_015435108.1	XP_035740742.1
OG0008126	XP_015438802.1	XP_035735059.1
OG0008127	XP_015431924.1	XP_035731926.1
OG0008128	XP_015438539.1	XP_035719907.1
OG0008129	XP_015431836.1	XP_035729920.1
OG0008130	XP_015428549.1	XP_035730812.1
OG0008131	XP_015438961.1	XP_035729380.1
OG0008132	XP_015438155.1, XP_015436606.1	XP_035726980.1
OG0008133	XP_015430266.1	XP_035736500.1
OG0008134	XP_015430545.1	XP_035729443.1
OG0008135	XP_015431016.1	XP_035729109.1
OG0008138	XP_015440295.1	XP_035736543.1
OG0008140	XP_015437577.1	XP_035735051.1, XP_035735053.1, XP_035735052.1
OG0008143	XP_015437706.1	XP_035723953.1, XP_035722034.1
OG0008144	XP_015432241.1	XP_035719714.1
OG0008145	XP_015435845.1	XP_035727187.1
OG0008146	XP_015432634.1	XP_035735208.1
OG0008147	XP_015429553.1	XP_035737315.1, XP_035737333.1
OG0008148	XP_015434679.1	XP_035725377.1, XP_035725376.1
OG0008149	XP_015433717.1	XP_035737733.1
OG0008150	XP_015439184.1	XP_035721632.1, XP_035721631.1
OG0008151	XP_015430160.1	XP_035723689.1
OG0008153	XP_015437202.1	XP_035720047.1
OG0008154	XP_015436264.1	XP_035741200.1
OG0008155	XP_015437205.1	XP_035742833.1
OG0008156	XP_015430148.1	XP_035737966.1
OG0008157	XP_015435908.1	XP_035722168.1
OG0008158	XP_015429276.1, XP_015429275.1	XP_035719867.1
OG0008159	XP_015437135.1	XP_035729216.1, XP_035729214.1, XP_035729215.1
OG0008160	XP_015436358.1	XP_035742465.1
OG0008161	XP_015438583.1	XP_035722306.1, XP_035722307.1
OG0008162	XP_015438365.1	XP_035741495.1
OG0008164	XP_015437710.1	XP_035739971.1
OG0008165	XP_015429378.1	XP_035719614.1, XP_035719613.1
OG0008166	XP_015431609.1	XP_035727602.1, XP_035727603.1
OG0008166	XP_015431602.1	XP_035727601.1
OG0008167	XP_015435663.1, XP_015435662.1	XP_035717444.1
OG0008169	XP_015438683.1	XP_035739661.1
OG0008170	XP_015431805.1	XP_035720969.1
OG0008172	XP_015439678.1	XP_035724526.1
OG0008173	XP_015430170.1	XP_035729785.1
OG0008174	XP_015438816.1	XP_035730382.1
OG0008175	XP_015434521.1	XP_035730404.1, XP_035730386.1, XP_035730393.1
OG0008176	XP_015437461.1	XP_035723550.1, XP_035723535.1
OG0008178	XP_015434788.1	XP_035734891.1
OG0008179	XP_015434707.1	XP_035719090.1, XP_035719089.1
OG0008181	XP_015430249.1	XP_035736348.1, XP_035736347.1
OG0008182	XP_015434968.1	XP_035744261.1
OG0008183	XP_015430792.1	XP_035732917.1
OG0008184	XP_015435221.1	XP_035726990.1
OG0008185	XP_015428701.1	XP_035732332.1
OG0008186	XP_015435229.1	XP_035729327.1
OG0008187	XP_015428933.1	XP_035736695.1, XP_035736694.1
OG0008198	XP_015436039.1	XP_035729051.1
OG0008199	XP_015432980.1	XP_035718271.1
OG0008200	XP_015437023.1	XP_035738780.1
OG0008201	XP_015434876.1	XP_035735191.1
OG0008202	XP_015433190.1	XP_035740790.1
OG0008204	XP_015436307.1	XP_035728356.1
OG0008206	XP_015431307.1	XP_035743055.1
OG0008207	XP_015430660.1	XP_035731623.1
OG0008209	XP_015430866.1	XP_035729449.1
OG0008210	XP_015429085.1	XP_035728197.1
OG0008211	XP_015429504.1	XP_035725444.1
OG0008212	XP_015437640.1	XP_035742616.1
OG0008214	XP_015437196.1	XP_035742811.1
OG0008215	XP_015431554.1	XP_035736521.1, XP_035736522.1
OG0008217	XP_015436223.1	XP_035731784.1
OG0008219	XP_015430192.1	XP_035717942.1
OG0008221	XP_015431732.1	XP_035726966.1
OG0008223	XP_015436820.1	XP_035738802.1
OG0008224	XP_015437183.1	XP_035725463.1
OG0008226	XP_015429418.1	XP_035739513.1
OG0008227	XP_015432483.1	XP_035727942.1
OG0008228	XP_015439490.1	XP_035739730.1
OG0008231	XP_015434910.1	XP_035728008.1
OG0008232	XP_015429080.1	XP_035728060.1
OG0008233	XP_015433632.1	XP_035735530.1
OG0008234	XP_015433011.1	XP_035737997.1
OG0008235	XP_015435038.1	XP_035717315.1
OG0008240	XP_015431476.1	XP_035725167.1
OG0008243	XP_015437278.1	XP_035728546.1
OG0008247	XP_015433160.1	XP_035728503.1
OG0008248	XP_015433896.1	XP_035743033.1
OG0008251	XP_015429697.1	XP_035733017.1
OG0008253	XP_015434822.1	XP_035728375.1
OG0008254	XP_015437538.1	XP_035724834.1
OG0008255	XP_015435258.1	XP_035723566.1
OG0008256	XP_015429041.1	XP_035721912.1
OG0008257	XP_015431463.1	XP_035725605.1
OG0008258	XP_015438981.1	XP_035727159.1
OG0008260	XP_015436961.1	XP_035734347.1
OG0008261	XP_015429838.1	XP_035717121.1
OG0008262	XP_015436800.1	XP_035740557.1
OG0008265	XP_015428855.1	XP_035743898.1
OG0008266	XP_015436680.1	XP_035742809.1
OG0008267	XP_015439161.1	XP_035735565.1
OG0008268	XP_015437237.1	XP_035730959.1
OG0008269	XP_015428844.1	XP_035741313.1
OG0008270	XP_015438625.1	XP_035738628.1
OG0008271	XP_015440444.1	XP_035739828.1
OG0008274	XP_015433736.1	XP_035726776.1
OG0008276	XP_015430071.1	XP_035733897.1
OG0008277	XP_015434894.1	XP_035735166.1
OG0008279	XP_015433853.1	XP_035744116.1
OG0008280	XP_015428499.1	XP_035719457.1
OG0008281	XP_015435859.1	XP_035724492.1
OG0008283	XP_015435401.1	XP_035726471.1
OG0008285	XP_015438532.1	XP_035725410.1
OG0008286	XP_015432663.1	XP_035731319.1
OG0008287	XP_015438804.1	XP_035732982.1
OG0008289	XP_015434862.1	XP_035735198.1
OG0008290	XP_015433728.1	XP_035743514.1
OG0008291	XP_015431818.1	XP_035726493.1
OG0008292	XP_015428525.1	XP_035730209.1
OG0008293	XP_015429946.1	XP_035723201.1
OG0008294	XP_015435421.1	XP_035742214.1, XP_035742215.1
OG0008296	XP_015438464.1	XP_035734683.1
OG0008300	XP_015428511.1	XP_035732015.1
OG0008301	XP_015428797.1	XP_035724535.1
OG0008302	XP_015436327.1	XP_035740313.1
OG0008304	XP_015436798.1	XP_035737246.1
OG0008311	XP_015435964.1	XP_035727485.1
OG0008315	XP_015435017.1	XP_035737772.1
OG0008316	XP_015429582.1	XP_035725379.1
OG0008317	XP_015432464.1, XP_015432462.1	XP_035721616.1
OG0008318	XP_015432361.1	XP_035718874.1, XP_035718873.1
OG0008319	XP_015435751.1	XP_035724487.1
OG0008321	XP_015439537.1	XP_035721550.1
OG0008322	XP_015434732.1	XP_035725058.1
OG0008323	XP_015433505.1	XP_035743403.1
OG0008324	XP_015431163.1	XP_035740447.1
OG0008325	XP_015431769.1	XP_035741815.1
OG0008326	XP_015428946.1	XP_035718965.1, XP_035718964.1
OG0008327	XP_015433273.1	XP_035723900.1
OG0008328	XP_015430233.1	XP_035720210.1
OG0008329	XP_015440268.1	XP_035732848.1, XP_035732849.1
OG0008330	XP_015429750.1	XP_035731224.1
OG0008331	XP_015435910.1	XP_035722166.1
OG0008332	XP_015432404.1	XP_035736321.1
OG0008334	XP_015438733.1	XP_035730029.1
OG0008335	XP_015428604.1	XP_035729611.1
OG0008336	XP_015428982.1	XP_035720539.1, XP_035720535.1
OG0008337	XP_015435478.1	XP_035723648.1
OG0008338	XP_015430951.1	XP_035729958.1
OG0008339	XP_015430591.1	XP_035733120.1
OG0008340	XP_015430416.1	XP_035722251.1
OG0008341	XP_015436073.1	XP_035739424.1
OG0008342	XP_015429015.1	XP_035720815.1
OG0008343	XP_015429020.1	XP_035722907.1
OG0008344	XP_015429018.1	XP_035722699.1
OG0008345	XP_015438470.1	XP_035719507.1
OG0008346	XP_015432689.1	XP_035731812.1
OG0008347	XP_015432429.1	XP_035717762.1, XP_035717760.1
OG0008348	XP_015434982.1	XP_035728223.1
OG0008350	XP_015431642.1	XP_035727334.1
OG0008351	XP_015437144.1	XP_035726541.1, XP_035726522.1
OG0008352	XP_015434235.1	XP_035731415.1
OG0008353	XP_015429575.1	XP_035743568.1
OG0008354	XP_015435081.1	XP_035734680.1, XP_035734681.1, XP_035734682.1
OG0008355	XP_015430508.1	XP_035722265.1
OG0008356	XP_015436356.1	XP_035738749.1
OG0008357	XP_015431331.1, XP_015431332.1	XP_035718168.1
OG0008358	XP_015429996.1	XP_035735338.1
OG0008361	XP_015432707.1	XP_035741462.1
OG0008362	XP_015431446.1	XP_035725213.1
OG0008363	XP_015438309.1	XP_035743530.1
OG0008364	XP_015431682.1	XP_035725539.1, XP_035725537.1
OG0008365	XP_015435470.1	XP_035738750.1
OG0008369	XP_015430086.1	XP_035736832.1, XP_035736829.1, XP_035736830.1
OG0008371	XP_015438403.1	XP_035738280.1
OG0008372	XP_015431286.1	XP_035744074.1
OG0008373	XP_015428858.1	XP_035723638.1
OG0008374	XP_015435471.1	XP_035718316.1
OG0008375	XP_015439230.1	XP_035731127.1
OG0008376	XP_015439397.1	XP_035718067.1
OG0008377	XP_015430245.1	XP_035737586.1
OG0008379	XP_015435347.1	XP_035725991.1
OG0008381	XP_015437046.1	XP_035717957.1
OG0008382	XP_015438968.1	XP_035735547.1
OG0008383	XP_015436433.1	XP_035739603.1
OG0008384	XP_015439676.1, XP_015439323.1	XP_035739340.1
OG0008385	XP_015430527.1	XP_035722275.1
OG0008386	XP_015438353.1	XP_035736760.1, XP_035736754.1
OG0008387	XP_015434892.1	XP_035735183.1
OG0008389	XP_015429740.1	XP_035733101.1, XP_035733102.1
OG0008390	XP_015431009.1	XP_035729186.1
OG0008392	XP_015438603.1	XP_035723992.1
OG0008393	XP_015438686.1	XP_035741599.1
OG0008405	XP_015433156.1	XP_035734888.1
OG0008407	XP_015431038.1	XP_035743381.1
OG0008408	XP_015428707.1	XP_035721570.1
OG0008409	XP_015435109.1, XP_015435110.1	XP_035734409.1
OG0008410	XP_015438931.1	XP_035720450.1
OG0008411	XP_015432106.1	XP_035722746.1
OG0008413	XP_015432482.1	XP_035724901.1
OG0008414	XP_015432078.1	XP_035742105.1
OG0008415	XP_015438659.1	XP_035739184.1
OG0008417	XP_015439978.1	XP_035726112.1
OG0008419	XP_015428419.1	XP_035721124.1
OG0008420	XP_015435821.1	XP_035741381.1
OG0008422	XP_015437452.1	XP_035743131.1
OG0008424	XP_015433307.1	XP_035732087.1
OG0008427	XP_015439607.1	XP_035734796.1
OG0008429	XP_015435182.1	XP_035726909.1
OG0008431	XP_015439521.1	XP_035734485.1
OG0008433	XP_015432159.1	XP_035739331.1
OG0008434	XP_015429936.1	XP_035740656.1
OG0008437	XP_015435209.1	XP_035729314.1
OG0008440	XP_015437847.1	XP_035742467.1
OG0008442	XP_015428834.1	XP_035742129.1
OG0008443	XP_015432500.1	XP_035728128.1
OG0008445	XP_015432210.1	XP_035741609.1
OG0008449	XP_015428462.1	XP_035731759.1
OG0008452	XP_015434642.1	XP_035740040.1
OG0008453	XP_015429777.1	XP_035737622.1
OG0008454	XP_015437338.1	XP_035732821.1
OG0008457	XP_015439057.1	XP_035735600.1
OG0008460	XP_015433403.1	XP_035741868.1
OG0008461	XP_015435319.1	XP_035743749.1
OG0008465	XP_015430377.1	XP_035739380.1
OG0008466	XP_015432812.1	XP_035729755.1
OG0008472	XP_015435870.1	XP_035722991.1
OG0008473	XP_015436041.1	XP_035729048.1
OG0008474	XP_015431122.1	XP_035719700.1
OG0008476	XP_015431409.1	XP_035733022.1
OG0008477	XP_015435489.1	XP_035731647.1
OG0008478	XP_015439646.1	XP_035737244.1
OG0008479	XP_015432712.1	XP_035740403.1
OG0008485	XP_015432648.1	XP_035720483.1
OG0008486	XP_015430179.1	XP_035728777.1
OG0008488	XP_015429454.1	XP_035736509.1
OG0008490	XP_015434820.1	XP_035724871.1
OG0008493	XP_015429524.1	XP_035733689.1
OG0008494	XP_015429991.1	XP_035727794.1
OG0008496	XP_015433875.1	XP_035729198.1
OG0008497	XP_015434631.1	XP_035737488.1
OG0008498	XP_015434950.1	XP_035726223.1
OG0008499	XP_015430626.1	XP_035743734.1
OG0008500	XP_015434524.1	XP_035722695.1
OG0008501	XP_015437124.1	XP_035733876.1
OG0008502	XP_015435259.1	XP_035721717.1
OG0008503	XP_015440510.1	XP_035740069.1
OG0008504	XP_015437703.1	XP_035720712.1
OG0008505	XP_015434399.1	XP_035726907.1, XP_035726908.1
OG0008506	XP_015429933.1	XP_035722692.1
OG0008507	XP_015436394.1	XP_035718771.1
OG0008508	XP_015437122.1	XP_035722330.1, XP_035722320.1
OG0008509	XP_015432325.1	XP_035736380.1
OG0008510	XP_015439330.1	XP_035736302.1
OG0008511	XP_015431739.1	XP_035727042.1
OG0008512	XP_015439616.1	XP_035728706.1
OG0008513	XP_015437226.1	XP_035724888.1
OG0008515	XP_015429503.1	XP_035725309.1
OG0008516	XP_015439654.1	XP_035743667.1
OG0008517	XP_015437889.1	XP_035722956.1
OG0008518	XP_015432149.1	XP_035719709.1
OG0008519	XP_015430205.1	XP_035720401.1
OG0008522	XP_015435984.1	XP_035723187.1
OG0008523	XP_015428487.1	XP_035720270.1
OG0008524	XP_015435791.1	XP_035721191.1
OG0008525	XP_015439474.1	XP_035728652.1
OG0008527	XP_015432793.1	XP_035734066.1
OG0008528	XP_015431998.1	XP_035726481.1
OG0008529	XP_015438618.1	XP_035730108.1
OG0008530	XP_015433087.1	XP_035719739.1
OG0008531	XP_015429159.1	XP_035720824.1
OG0008532	XP_015429152.1	XP_035743991.1, XP_035743990.1
OG0008533	XP_015436072.1	XP_035732417.1
OG0008535	XP_015439662.1	XP_035722504.1
OG0008537	XP_015429390.1	XP_035742642.1, XP_035742641.1
OG0008538	XP_015429151.1	XP_035741804.1
OG0008539	XP_015429385.1	XP_035727803.1
OG0008540	XP_015438208.1	XP_035735933.1
OG0008541	XP_015432806.1	XP_035725811.1
OG0008542	XP_015436852.1	XP_035730746.1
OG0008543	XP_015429948.1	XP_035720902.1
OG0008544	XP_015431278.1	XP_035737720.1
OG0008547	XP_015428448.1	XP_035731838.1, XP_035731842.1, XP_035731841.1
OG0008549	XP_015437613.1	XP_035740239.1
OG0008550	XP_015433535.1	XP_035724174.1
OG0008551	XP_015438601.1	XP_035731722.1
OG0008552	XP_015438951.1	XP_035735321.1
OG0008553	XP_015429613.1	XP_035721578.1, XP_035721577.1, XP_035721576.1
OG0008554	XP_015430363.1	XP_035719540.1
OG0008556	XP_015437273.1	XP_035733437.1, XP_035733434.1
OG0008558	XP_015438336.1	XP_035736836.1
OG0008559	XP_015439697.1	XP_035740286.1
OG0008560	XP_015439686.1	XP_035720113.1
OG0008562	XP_015438201.1	XP_035733449.1
OG0008563	XP_015440352.1	XP_035734877.1
OG0008564	XP_015440356.1	XP_035743558.1
OG0008565	XP_015431005.1	XP_035729189.1
OG0008566	XP_015435661.1	XP_035731196.1
OG0008568	XP_015429517.1	XP_035722288.1
OG0008571	XP_015431263.1	XP_035728295.1
OG0008572	XP_015438366.1	XP_035741493.1
OG0008573	XP_015437769.1	XP_035740192.1
OG0008574	XP_015429656.1	XP_035729584.1
OG0008576	XP_015433570.1	XP_035722706.1
OG0008577	XP_015429811.1	XP_035737597.1
OG0008578	XP_015431268.1	XP_035738508.1
OG0008579	XP_015438451.1	XP_035719069.1
OG0008580	XP_015429420.1	XP_035741023.1
OG0008581	XP_015439160.1	XP_035739029.1
OG0008582	XP_015434335.1	XP_035734767.1
OG0008583	XP_015429737.1	XP_035738842.1
OG0008584	XP_015434334.1	XP_035742891.1
OG0008585	XP_015432306.1	XP_035736450.1
OG0008587	XP_015430517.1, XP_015430518.1, XP_015433512.1	XP_035721019.1
OG0008588	XP_015440133.1	XP_035722525.1
OG0008589	XP_015439657.1	XP_035740910.1
OG0008601	XP_015432553.1	XP_035739518.1
OG0008604	XP_015430229.1	XP_035735957.1
OG0008606	XP_015431765.1	XP_035741821.1
OG0008608	XP_015439108.1	XP_035720573.1
OG0008609	XP_015434095.1	XP_035742254.1
OG0008610	XP_015432077.1	XP_035731779.1
OG0008611	XP_015430169.1	XP_035729536.1, XP_035729546.1
OG0008612	XP_015430357.1	XP_035722724.1
OG0008613	XP_015435848.1	XP_035735391.1
OG0008615	XP_015430651.1	XP_035731620.1
OG0008616	XP_015438731.1	XP_035730014.1
OG0008617	XP_015438761.1	XP_035729812.1
OG0008618	XP_015436044.1	XP_035729034.1
OG0008622	XP_015436463.1	XP_035725056.1
OG0008623	XP_015433124.1	XP_035729730.1
OG0008626	XP_015435083.1	XP_035718043.1
OG0008629	XP_015434028.1	XP_035735791.1
OG0008630	XP_015430952.1	XP_035722270.1
OG0008633	XP_015432452.1, XP_015432454.1	XP_035734143.1
OG0008636	XP_015440320.1	XP_035724063.1
OG0008641	XP_015437364.1	XP_035723440.1
OG0008642	XP_015432555.1	XP_035731328.1
OG0008646	XP_015431948.1	XP_035738885.1
OG0008649	XP_015432030.1	XP_035732013.1
OG0008651	XP_015438012.1	XP_035729724.1
OG0008653	XP_015438074.1	YP_009915662.1
OG0008655	XP_015436064.1	XP_035729995.1, XP_035729997.1
OG0008656	XP_015436898.1	XP_035740984.1
OG0008658	XP_015431658.1	XP_035733261.1
OG0008659	XP_015438228.1	XP_035735246.1
OG0008667	XP_015434011.1	XP_035726950.1
OG0008670	XP_015428553.1	XP_035732240.1
OG0008676	XP_015431015.1	XP_035729108.1
OG0008677	XP_015433760.1	XP_035728638.1
OG0008678	XP_015440223.1	XP_035744016.1
OG0008679	XP_015435165.1, XP_015432540.1	XP_035719762.1
OG0008680	XP_015432664.1	XP_035726942.1
OG0008681	XP_015436952.1	XP_035736883.1
OG0008682	XP_015440147.1	XP_035742223.1
OG0008683	XP_015439566.1	XP_035737835.1, XP_035737836.1
OG0008684	XP_015430624.1	XP_035721298.1
OG0008685	XP_015429131.1	XP_035720404.1
OG0008687	XP_015438395.1	XP_035719359.1
OG0008688	XP_015430224.1	XP_035720331.1
OG0008690	XP_015428427.1	XP_035731644.1
OG0008691	XP_015432380.1	XP_035739698.1
OG0008692	XP_015429536.1	XP_035717912.1
OG0008693	XP_015439477.1	XP_035728651.1
OG0008694	XP_015434665.1	XP_035726396.1
OG0008695	XP_015434605.1	XP_035725317.1
OG0008696	XP_015437580.1	XP_035743529.1
OG0008697	XP_015430182.1	XP_035718966.1
OG0008698	XP_015431450.1	XP_035741855.1
OG0008700	XP_015429309.1, XP_015439271.1	XP_035717587.1
OG0008701	XP_015438537.1	XP_035736619.1, XP_035736618.1
OG0008703	XP_015432453.1	XP_035741935.1
OG0008704	XP_015429662.1	XP_035740526.1
OG0008706	XP_015438868.1	XP_035722067.1
OG0008708	XP_015428677.1	XP_035743878.1
OG0008709	XP_015429249.1	XP_035724132.1
OG0008710	XP_015428414.1	XP_035741413.1
OG0008711	XP_015433621.1	XP_035736520.1
OG0008713	XP_015439472.1	XP_035728428.1
OG0008714	XP_015437924.1	XP_035739662.1
OG0008715	XP_015433490.1	XP_035740632.1, XP_035740633.1, XP_035740634.1
OG0008716	XP_015439666.1	XP_035732424.1
OG0008718	XP_015431396.1	XP_035733268.1
OG0008719	XP_015436451.1	XP_035727692.1
OG0008720	XP_015438557.1	XP_035737101.1
OG0008723	XP_015433650.1	XP_035717595.1
OG0008725	XP_015438305.1	XP_035742146.1
OG0008726	XP_015429989.1	XP_035722691.1
OG0008727	XP_015436105.1	XP_035738424.1
OG0008728	XP_015439480.1	XP_035728649.1
OG0008729	XP_015430176.1	XP_035736141.1
OG0008730	XP_015434031.1	XP_035720365.1
OG0008732	XP_015434701.1	XP_035725762.1
OG0008733	XP_015428992.1	XP_035728202.1
OG0008736	XP_015439282.1	XP_035742599.1, XP_035742601.1
OG0008737	XP_015439217.1	XP_035719377.1
OG0008738	XP_015428498.1	XP_035731846.1
OG0008740	XP_015428452.1	XP_035727307.1
OG0008742	XP_015440355.1	XP_035743375.1
OG0008744	XP_015436461.1	XP_035728748.1, XP_035728747.1
OG0008746	XP_015435993.1, XP_015435994.1	XP_035737090.1
OG0008747	XP_015429213.1	XP_035719516.1
OG0008749	XP_015435092.1	XP_035725233.1
OG0008750	XP_015436097.1	XP_035739506.1
OG0008751	XP_015436622.1	XP_035732624.1
OG0008753	XP_015438397.1	XP_035719916.1, XP_035719917.1
OG0008754	XP_015438817.1	XP_035722031.1
OG0008756	XP_015437728.1	XP_035740181.1
OG0008757	XP_015430210.1	XP_035735981.1
OG0008759	XP_015431884.1	XP_035743511.1
OG0008760	XP_015439308.1	XP_035737121.1
OG0008761	XP_015434797.1	XP_035740838.1, XP_035740837.1
OG0008763	XP_015439991.1	XP_035725883.1
OG0008764	XP_015438181.1	XP_035719313.1, XP_035719308.1
OG0008765	XP_015437579.1	XP_035736076.1
OG0008766	XP_015438205.1	XP_035727795.1
OG0008767	XP_015435999.1	XP_035719323.1
OG0008768	XP_015432193.1	XP_035738043.1
OG0008769	XP_015429007.1	XP_035725573.1
OG0008770	XP_015438147.1	XP_035738722.1
OG0008771	XP_015439723.1	XP_035732004.1, XP_035732003.1
OG0008772	XP_015433662.1	XP_035739336.1
OG0008773	XP_015439567.1	XP_035743478.1
OG0008774	XP_015432041.1	XP_035726315.1, XP_035726316.1, XP_035726312.1, XP_035726314.1, XP_035726313.1
OG0008775	XP_015429210.1	XP_035717567.1
OG0008776	XP_015428508.1, XP_015428509.1	XP_035718655.1
OG0008777	XP_015432947.1	XP_035726597.1
OG0008778	XP_015438350.1	XP_035731740.1, XP_035731739.1
OG0008801	XP_015438950.1	XP_035734853.1
