Orthogroup	Dufourea_novaeangliae	Nasonia_vitripennis
OG0008156	XP_015430148.1	XP_003427295.1, XP_003427296.1, XP_016839912.1, XP_032454405.1, XP_032454404.1
OG0008157	XP_015435908.1	XP_003424112.1
OG0008158	XP_015429276.1, XP_015429275.1	XP_032452215.1
OG0008159	XP_015437135.1	XP_003426693.1
OG0008160	XP_015436358.1	XP_008208597.1
OG0008161	XP_015438583.1	NP_001136349.1
OG0008163	XP_015429388.1, XP_015429393.1	XP_001600336.1
OG0008164	XP_015437710.1	XP_001603866.2
OG0008165	XP_015429378.1	XP_031780653.1
OG0008166	XP_015431609.1	XP_016837538.2
OG0008166	XP_015431602.1	XP_003425860.1
OG0008167	XP_015435663.1, XP_015435662.1	XP_031788189.1
OG0008169	XP_015438683.1	XP_001603707.2
OG0008170	XP_015431805.1	XP_016839348.1, XP_016839347.1, XP_008203897.1
OG0008172	XP_015439678.1	XP_008211200.1
OG0008173	XP_015430170.1	XP_003425153.1
OG0008174	XP_015438816.1	XP_031787085.1
OG0008175	XP_015434521.1	XP_032455106.1, XP_003427668.1
OG0008176	XP_015437461.1	XP_031779012.1, XP_008209631.1
OG0008178	XP_015434788.1	XP_003425907.1
OG0008179	XP_015434707.1	XP_031780609.1
OG0008181	XP_015430249.1	XP_031777070.1, XP_031777066.1, XP_031777071.1
OG0008182	XP_015434968.1	XP_001602481.3
OG0008183	XP_015430792.1	XP_031785996.1
OG0008184	XP_015435221.1	XP_031782889.1
OG0008185	XP_015428701.1	XP_031789082.1, XP_016844020.1, XP_032455019.1, XP_001603767.1
OG0008186	XP_015435229.1	XP_031782279.1, XP_032453798.1
OG0008187	XP_015428933.1	XP_016845937.1, XP_008215233.1, XP_031777195.1
OG0008188	XP_015429660.1	XP_031787742.1
OG0008198	XP_015436039.1	XP_001607808.1
OG0008199	XP_015432980.1	XP_008213564.1
OG0008201	XP_015434876.1	XP_031787050.1
OG0008202	XP_015433190.1	XP_001600330.1
OG0008203	XP_015436842.1	NP_001156898.1
OG0008204	XP_015436307.1	XP_001605168.1
OG0008206	XP_015431307.1	XP_001605749.2
OG0008208	XP_015433184.1	XP_003426587.1
OG0008209	XP_015430866.1	XP_001606126.1
OG0008210	XP_015429085.1	XP_016840165.2
OG0008211	XP_015429504.1	XP_031783834.1
OG0008212	XP_015437640.1	XP_032452403.1
OG0008213	XP_015432097.1	NP_001127801.1
OG0008214	XP_015437196.1	XP_016839593.1
OG0008215	XP_015431554.1	XP_001607301.1
OG0008219	XP_015430192.1	XP_001606250.2
OG0008220	XP_015431753.1	XP_008203461.1
OG0008221	XP_015431732.1	NP_001127794.1, XP_008202520.1
OG0008222	XP_015429141.1	XP_008213735.1, XP_031782794.1
OG0008223	XP_015436820.1	XP_031778811.1
OG0008224	XP_015437183.1	XP_001605276.2
OG0008226	XP_015429418.1	XP_008210880.1
OG0008227	XP_015432483.1	XP_003423809.1
OG0008228	XP_015439490.1	XP_016838840.1
OG0008229	XP_015437679.1, XP_015437680.1	XP_031783206.1
OG0008231	XP_015434910.1	XP_016836835.2
OG0008234	XP_015433011.1	XP_001606519.1
OG0008235	XP_015435038.1	XP_003425761.1
OG0008239	XP_015430106.1	XP_016839624.1
OG0008243	XP_015437278.1	XP_001607972.2
OG0008246	XP_015431622.1	XP_001605776.2
OG0008247	XP_015433160.1	XP_031786810.1
OG0008248	XP_015433896.1	XP_001602275.1
OG0008251	XP_015429697.1	XP_008203283.1
OG0008254	XP_015437538.1	XP_001605037.2
OG0008255	XP_015435258.1	XP_008201876.1
OG0008257	XP_015431463.1	XP_008202080.1
OG0008258	XP_015438981.1	XP_016837500.1, XP_016837501.1
OG0008259	XP_015433108.1	XP_001603870.1
OG0008260	XP_015436961.1	XP_031781547.1
OG0008261	XP_015429838.1	XP_016840429.1, XP_016840428.1
OG0008262	XP_015436800.1	XP_031787875.1
OG0008263	XP_015438351.1	XP_032456358.1
OG0008266	XP_015436680.1	XP_008213678.1
OG0008267	XP_015439161.1	XP_008202719.1, XP_003424783.1
OG0008268	XP_015437237.1	XP_008215827.1
OG0008270	XP_015438625.1	XP_003424136.1
OG0008271	XP_015440444.1	XP_031783445.1
OG0008274	XP_015433736.1	XP_008215227.1
OG0008276	XP_015430071.1	XP_008209268.1
OG0008277	XP_015434894.1	XP_001606894.1
OG0008279	XP_015433853.1	NP_001161364.1
OG0008280	XP_015428499.1	XP_001600799.2
OG0008283	XP_015435401.1	NP_001166086.1
OG0008285	XP_015438532.1	XP_001605398.2
OG0008287	XP_015438804.1	XP_001599638.1
OG0008290	XP_015433728.1	XP_008209252.1
OG0008291	XP_015431818.1	XP_001604465.2
OG0008292	XP_015428525.1	XP_016842409.1
OG0008293	XP_015429946.1	XP_008210903.1
OG0008294	XP_015435421.1	XP_003427982.1
OG0008296	XP_015438464.1	XP_008204156.1
OG0008298	XP_015434241.1	XP_001607374.2
OG0008300	XP_015428511.1	XP_016841173.1, XP_001606130.2
OG0008301	XP_015428797.1	XP_016845360.1, XP_001607986.1
OG0008302	XP_015436327.1	XP_001602063.1
OG0008303	XP_015431004.1	XP_008206319.1
OG0008304	XP_015436798.1	XP_032454902.1
OG0008307	XP_015434540.1	XP_031787503.1
OG0008310	XP_015428663.1	XP_001600315.1
OG0008314	XP_015430730.1	XP_001600665.1, XP_031784774.1
OG0008315	XP_015435017.1	XP_001602474.2
OG0008316	XP_015429582.1	XP_003425678.1
OG0008317	XP_015432464.1, XP_015432462.1	XP_016841418.1
OG0008318	XP_015432361.1	XP_003424368.1
OG0008321	XP_015439537.1	XP_008208149.1
OG0008322	XP_015434732.1	XP_001605785.1, XP_016838312.1
OG0008324	XP_015431163.1	XP_032451927.1
OG0008325	XP_015431769.1	XP_032454029.1
OG0008327	XP_015433273.1	XP_003426916.2
OG0008328	XP_015430233.1	XP_031781366.1
OG0008329	XP_015440268.1	XP_031786323.1
OG0008330	XP_015429750.1	XP_001606234.1
OG0008331	XP_015435910.1	XP_008212482.1
OG0008334	XP_015438733.1	XP_031784661.1
OG0008335	XP_015428604.1	XP_016842873.1
OG0008336	XP_015428982.1	XP_008213607.1
OG0008337	XP_015435478.1	XP_016842387.1, XP_032456470.1
OG0008338	XP_015430951.1	XP_031788137.1
OG0008340	XP_015430416.1	XP_016841937.1
OG0008342	XP_015429015.1	XP_001608168.1
OG0008343	XP_015429020.1	XP_016842619.1, XP_008202669.1
OG0008344	XP_015429018.1	XP_016843788.1
OG0008345	XP_015438470.1	XP_008217798.1
OG0008346	XP_015432689.1	XP_031788403.1, XP_031788405.1
OG0008347	XP_015432429.1	XP_031777712.1
OG0008348	XP_015434982.1	XP_016843263.1
OG0008349	XP_015428983.1	XP_003425416.1
OG0008350	XP_015431642.1	XP_001604273.3
OG0008351	XP_015437144.1	XP_031780594.1
OG0008353	XP_015429575.1	XP_032456162.1, XP_031787632.1, XP_031787631.1
OG0008354	XP_015435081.1	XP_001602812.2
OG0008356	XP_015436356.1	XP_016843523.2
OG0008357	XP_015431331.1, XP_015431332.1	XP_003426972.2
OG0008361	XP_015432707.1	XP_003424335.1
OG0008364	XP_015431682.1	XP_008204871.1
OG0008365	XP_015435470.1	XP_008215462.1
OG0008370	XP_015436788.1	XP_008208120.1
OG0008371	XP_015438403.1	XP_031786564.1
OG0008372	XP_015431286.1	XP_031787828.1
OG0008373	XP_015428858.1	XP_003424318.1
OG0008375	XP_015439230.1	XP_001602834.3
OG0008376	XP_015439397.1	XP_001603346.2
OG0008377	XP_015430245.1	XP_031783510.1
OG0008381	XP_015437046.1	XP_031786891.1
OG0008382	XP_015438968.1	XP_008202731.1
OG0008383	XP_015436433.1	XP_001605594.1
OG0008384	XP_015439676.1, XP_015439323.1	XP_001603643.1
OG0008385	XP_015430527.1	XP_016841717.1
OG0008386	XP_015438353.1	XP_001607145.3
OG0008387	XP_015434892.1	NP_001153388.1, XP_001605175.1
OG0008388	XP_015438446.1, XP_015438445.1	XP_008215381.1, XP_008215382.1
OG0008389	XP_015429740.1	XP_031780770.1, XP_031780771.1
OG0008390	XP_015431009.1	XP_001599396.1
OG0008392	XP_015438603.1	XP_031785439.1
OG0008393	XP_015438686.1	XP_032457530.1, XP_032457536.1
OG0008405	XP_015433156.1	XP_016840673.1
OG0008406	XP_015434401.1	XP_001604857.1
OG0008407	XP_015431038.1	XP_003425937.1
OG0008410	XP_015438931.1	XP_001604176.1
OG0008411	XP_015432106.1	XP_003427561.2
OG0008412	XP_015429198.1	XP_031788540.1, XP_016841668.1
OG0008413	XP_015432482.1	XP_001602151.2
OG0008414	XP_015432078.1	XP_016839260.1, XP_003426034.1
OG0008415	XP_015438659.1	XP_001603808.1
OG0008417	XP_015439978.1	XP_001600416.1
OG0008419	XP_015428419.1	XP_003425089.1
OG0008424	XP_015433307.1	XP_008215349.1
OG0008429	XP_015435182.1	XP_001604088.1
OG0008431	XP_015439521.1	XP_008202251.1
OG0008434	XP_015429936.1	XP_031786237.1
OG0008437	XP_015435209.1	XP_008210644.1
OG0008439	XP_015430029.1	XP_008204748.1
OG0008440	XP_015437847.1	XP_032456203.1
OG0008441	XP_015434610.1	XP_003424847.2
OG0008443	XP_015432500.1	XP_001607698.1
OG0008444	XP_015439141.1	XP_008215951.1, XP_003424605.1
OG0008445	XP_015432210.1	XP_001602454.2
OG0008446	XP_015437684.1	XP_008205164.1
OG0008449	XP_015428462.1	XP_032457619.1
OG0008451	XP_015438050.1	XP_031782155.1
OG0008453	XP_015429777.1	NP_001123297.2, XP_031778364.1
OG0008457	XP_015439057.1	XP_001606634.3
OG0008460	XP_015433403.1	XP_031778479.1
OG0008461	XP_015435319.1	XP_031782642.1
OG0008464	XP_015434965.1	XP_008204446.1
OG0008465	XP_015430377.1	XP_016845824.1
OG0008466	XP_015432812.1	XP_001603675.1, XP_031786905.1, XP_031786906.1
OG0008472	XP_015435870.1	XP_003424057.1
OG0008473	XP_015436041.1	XP_001607003.1
OG0008474	XP_015431122.1	XP_003426904.1
OG0008475	XP_015432089.1	XP_031783657.1
OG0008476	XP_015431409.1	XP_031786227.1
OG0008478	XP_015439646.1	XP_008214859.2
OG0008479	XP_015432712.1	XP_001601516.1
OG0008483	XP_015431941.1	XP_016843676.1
OG0008485	XP_015432648.1	XP_001604595.2
OG0008486	XP_015430179.1	XP_031787404.1
OG0008488	XP_015429454.1	XP_003425962.1
OG0008490	XP_015434820.1	XP_016838145.1
OG0008492	XP_015428425.1	XP_001603670.1
OG0008494	XP_015429991.1	XP_032452081.1
OG0008499	XP_015430626.1	XP_031788673.1
OG0008501	XP_015437124.1	NP_001234903.1
OG0008502	XP_015435259.1	XP_001606466.2
OG0008503	XP_015440510.1	XP_031787628.1
OG0008505	XP_015434399.1	XP_003425303.1
OG0008506	XP_015429933.1	NP_001352119.1, XP_032453634.1
OG0008507	XP_015436394.1	XP_001601860.1
OG0008508	XP_015437122.1	XP_003427565.1
OG0008509	XP_015432325.1	XP_003424510.1
OG0008510	XP_015439330.1	NP_001127873.1
OG0008511	XP_015431739.1	XP_001601221.1
OG0008512	XP_015439616.1	XP_031780247.1, XP_001601314.2
OG0008513	XP_015437226.1	XP_003426354.1
OG0008514	XP_015437177.1	XP_003426359.1, XP_003426355.1
OG0008515	XP_015429503.1	XP_001604404.1
OG0008516	XP_015439654.1	XP_001608032.1
OG0008517	XP_015437889.1	XP_031785556.1
OG0008518	XP_015432149.1	XP_031780124.1
OG0008522	XP_015435984.1	XP_008215209.1, XP_003423904.2
OG0008523	XP_015428487.1	XP_003427413.1
OG0008524	XP_015435791.1	XP_016838612.1
OG0008525	XP_015439474.1	XP_016836953.1, XP_016836954.1
OG0008526	XP_015432262.1	XP_001599899.2, XP_008203352.1, XP_001599877.2
OG0008527	XP_015432793.1	XP_016838686.1
OG0008528	XP_015431998.1	XP_001604468.1
OG0008529	XP_015438618.1	XP_031784452.1
OG0008530	XP_015433087.1	XP_031781611.1
OG0008531	XP_015429159.1	XP_003424554.1
OG0008532	XP_015429152.1	XP_003425747.4
OG0008533	XP_015436072.1	XP_008204172.1
OG0008534	XP_015436169.1	XP_001607040.2, XP_032456434.1, XP_031787169.1, XP_031787168.1
OG0008537	XP_015429390.1	XP_031776973.1, XP_031776974.1
OG0008538	XP_015429151.1	XP_016839512.1
OG0008539	XP_015429385.1	XP_032458209.1
OG0008540	XP_015438208.1	XP_003427791.1
OG0008541	XP_015432806.1	XP_008209294.1, XP_031782252.1
OG0008542	XP_015436852.1	XP_016837165.1
OG0008543	XP_015429948.1	XP_003427108.1
OG0008544	XP_015431278.1	XP_031782145.1
OG0008549	XP_015437613.1	XP_003427545.1
OG0008550	XP_015433535.1	XP_008206191.1
OG0008551	XP_015438601.1	XP_001607828.3, XP_032456127.1
OG0008552	XP_015438951.1	XP_003425324.2
OG0008553	XP_015429613.1	XP_001605308.2, XP_003425508.1
OG0008555	XP_015432994.1	XP_031782407.1, XP_031782409.1
OG0008556	XP_015437273.1	XP_031786983.1, XP_016845634.1
OG0008558	XP_015438336.1	XP_003425626.2
OG0008559	XP_015439697.1	XP_032454907.1
OG0008560	XP_015439686.1	XP_031785181.1
OG0008561	XP_015439642.1	XP_003426941.1, XP_008208677.1, XP_008208676.1
OG0008562	XP_015438201.1	XP_008212658.1
OG0008563	XP_015440352.1	XP_032452174.1, NP_001123217.1
OG0008565	XP_015431005.1	XP_031781692.1
OG0008566	XP_015435661.1	XP_001608203.2
OG0008567	XP_015429190.1	XP_003425680.1
OG0008568	XP_015429517.1	XP_003423863.1
OG0008571	XP_015431263.1	XP_003426520.1
OG0008572	XP_015438366.1	XP_016837790.1
OG0008573	XP_015437769.1	XP_016842130.1
OG0008574	XP_015429656.1	XP_031781659.1, XP_008207821.1
OG0008575	XP_015429228.1	XP_008215315.1, XP_008215313.1, XP_031777235.1, XP_008215314.1
OG0008576	XP_015433570.1	XP_008215612.1, XP_001607623.1
OG0008577	XP_015429811.1	XP_001604092.1
OG0008578	XP_015431268.1	XP_031776841.2
OG0008579	XP_015438451.1	XP_016838379.1, XP_016838378.1
OG0008580	XP_015429420.1	XP_016845110.1, XP_016845823.1
OG0008581	XP_015439160.1	XP_008203000.1
OG0008582	XP_015434335.1	XP_001603528.1
OG0008583	XP_015429737.1	XP_001600515.1
OG0008584	XP_015434334.1	XP_001600851.1
OG0008585	XP_015432306.1	XP_008206196.1
OG0008586	XP_015430323.1, XP_015430322.1	XP_001601073.1
OG0008588	XP_015440133.1	NP_001177711.1, XP_032453041.1
OG0008589	XP_015439657.1	XP_003427490.1
OG0008592	XP_015435709.1, XP_015433580.1	XP_008205950.1
OG0008600	XP_015437103.1	NP_001239114.1, XP_031780128.1
OG0008601	XP_015432553.1	XP_016844902.1
OG0008603	XP_015428591.1	XP_003426562.1
OG0008606	XP_015431765.1	XP_031783534.1
OG0008608	XP_015439108.1	XP_031788341.1
OG0008610	XP_015432077.1	XP_032455623.1
OG0008611	XP_015430169.1	XP_016841729.1, XP_008205069.1
OG0008612	XP_015430357.1	XP_016842509.1
OG0008615	XP_015430651.1	XP_001606032.1
OG0008616	XP_015438731.1	XP_031785659.1
OG0008617	XP_015438761.1	XP_001602716.1
OG0008618	XP_015436044.1	XP_008214864.1, XP_008214865.1
OG0008623	XP_015433124.1	XP_008214979.1
OG0008625	XP_015434016.1	XP_032452068.1
OG0008626	XP_015435083.1	XP_031777915.1
OG0008629	XP_015434028.1	XP_001607504.2
OG0008630	XP_015430952.1	XP_031779698.1
OG0008633	XP_015432452.1, XP_015432454.1	XP_001603706.1
OG0008638	XP_015436142.1	XP_001607143.1
OG0008640	XP_015430413.1	XP_008211381.1
OG0008648	XP_015429810.1	XP_031782680.1, XP_032454041.1, XP_032454042.1, XP_032454043.1
OG0008649	XP_015432030.1	XP_008202255.1
OG0008650	XP_015430256.1	XP_031783896.1, XP_031778248.1, XP_003424938.1, XP_016839760.1, XP_008212974.2, XP_016844424.1, XP_031778242.1, XP_032457339.1, XP_032457338.1
OG0008651	XP_015438012.1	XP_003424326.1
OG0008662	XP_015431536.1	XP_031780502.1
OG0008666	XP_015430134.1	XP_008204985.2
OG0008667	XP_015434011.1	XP_003427193.1
OG0008668	XP_015436627.1	XP_001601205.2
OG0008671	XP_015431942.1	XP_003424329.1
OG0008677	XP_015433760.1	XP_001603623.1
OG0008678	XP_015440223.1	NP_001161196.1
OG0008679	XP_015435165.1, XP_015432540.1	XP_031783351.1
OG0008680	XP_015432664.1	XP_003426370.1
OG0008681	XP_015436952.1	NP_001166862.1
OG0008682	XP_015440147.1	XP_032453024.1
OG0008683	XP_015439566.1	XP_003424916.1
OG0008684	XP_015430624.1	XP_003425220.1
OG0008685	XP_015429131.1	XP_001607239.1
OG0008686	XP_015435090.1, XP_015439570.1	XP_003428038.1
OG0008687	XP_015438395.1	XP_003425211.1
OG0008688	XP_015430224.1	XP_031781345.1
OG0008690	XP_015428427.1	XP_003426118.1
OG0008691	XP_015432380.1	XP_003426439.1
OG0008692	XP_015429536.1	XP_003425681.1
OG0008693	XP_015439477.1	XP_001599748.2
OG0008695	XP_015434605.1	XP_031778875.1
OG0008696	XP_015437580.1	XP_001606920.1
OG0008697	XP_015430182.1	XP_003424735.1
OG0008698	XP_015431450.1	XP_003427125.1
OG0008699	XP_015428522.1	XP_008201748.1
OG0008702	XP_015439715.1	XP_001601202.1
OG0008703	XP_015432453.1	XP_003428024.1
OG0008704	XP_015429662.1	XP_003424600.1, XP_003424626.1
OG0008706	XP_015438868.1	XP_001608112.1
OG0008707	XP_015429914.1	XP_003426102.1
OG0008708	XP_015428677.1	XP_008201848.1
OG0008710	XP_015428414.1	XP_031783333.1, XP_031783332.1
OG0008711	XP_015433621.1	XP_008202303.1
OG0008713	XP_015439472.1	XP_003426843.1
OG0008714	XP_015437924.1	XP_003426496.1
OG0008716	XP_015439666.1	XP_032455198.1
OG0008718	XP_015431396.1	XP_003425784.1
OG0008720	XP_015438557.1	XP_031787203.1
OG0008722	XP_015432633.1	XP_001608031.1
OG0008723	XP_015433650.1	XP_016838345.1
OG0008724	XP_015429766.1	XP_003428019.1, XP_003424811.1, XP_016844747.1, XP_031779556.1
OG0008726	XP_015429989.1	XP_031782110.1, XP_008213333.1
OG0008727	XP_015436105.1	XP_001599329.2
OG0008728	XP_015439480.1	XP_031781346.1
OG0008729	XP_015430176.1	XP_008202959.1
OG0008730	XP_015434031.1	XP_031779171.1
OG0008732	XP_015434701.1	XP_008203399.1
OG0008733	XP_015428992.1	XP_008210699.1
OG0008738	XP_015428498.1	XP_016839721.1
OG0008740	XP_015428452.1	XP_001601020.3
OG0008742	XP_015440355.1	XP_003426741.3
OG0008744	XP_015436461.1	XP_001603434.1
OG0008747	XP_015429213.1	XP_008207367.1
OG0008748	XP_015433777.1	XP_016843215.1, XP_016843218.1
OG0008749	XP_015435092.1	XP_008202645.1
OG0008750	XP_015436097.1	XP_031786434.1
OG0008754	XP_015438817.1	XP_016842062.1
OG0008756	XP_015437728.1	XP_031788765.1
OG0008757	XP_015430210.1	XP_003425823.1
OG0008758	XP_015438913.1	XP_031777950.1, XP_031778069.1, XP_016838724.2, XP_031786160.1, XP_031786372.1
OG0008759	XP_015431884.1	XP_008208393.2
OG0008760	XP_015439308.1	XP_031786685.2
OG0008761	XP_015434797.1	XP_031787651.1, XP_031786412.1
OG0008764	XP_015438181.1	XP_031779293.2
OG0008765	XP_015437579.1	XP_008216694.1
OG0008766	XP_015438205.1	XP_032456908.1, XP_032456915.1
OG0008767	XP_015435999.1	XP_001606879.1
OG0008768	XP_015432193.1	XP_016838177.1
OG0008769	XP_015429007.1	XP_001600039.1
OG0008770	XP_015438147.1	XP_031779653.1
OG0008772	XP_015433662.1	XP_001604511.1
OG0008773	XP_015439567.1	XP_031780786.1
OG0008775	XP_015429210.1	XP_031783778.1
OG0008777	XP_015432947.1	XP_031788788.1
OG0008778	XP_015438350.1	XP_031786969.1
OG0008781	XP_015438094.1	XP_031785597.1
OG0008782	XP_015434328.1	NP_001136354.1, XP_031777520.1
OG0008798	XP_015436417.1	XP_003426676.1
OG0008799	XP_015434603.1	XP_008212736.1
OG0008801	XP_015438950.1	XP_016840093.2, XP_008215712.3
OG0008803	XP_015432410.1	XP_031788145.1
OG0008808	XP_015436350.1	XP_001603242.2
OG0008809	XP_015434815.1	XP_001608232.1
OG0008811	XP_015429149.1	XP_031782798.1
OG0008815	XP_015428642.1	XP_003427024.1
OG0008829	XP_015434865.1	XP_016836673.1
OG0008832	XP_015438052.1	XP_001607803.1
OG0008846	XP_015430707.1	XP_001603710.1
OG0008852	XP_015432413.1	NP_001136328.2
OG0008855	XP_015432436.1	XP_016843778.1
OG0008859	XP_015436797.1	XP_001607220.1
OG0008860	XP_015433131.1	XP_008214978.1
OG0008866	XP_015433603.1	NP_001136107.1
OG0008867	XP_015436943.1	NP_001166863.1
OG0008868	XP_015432839.1	XP_001605987.1
OG0008870	XP_015433792.1	NP_001166266.1
OG0008872	XP_015433196.1	XP_001600064.2
OG0008873	XP_015433958.1	XP_003425994.1
OG0008874	XP_015432448.1	XP_001601749.1
OG0008875	XP_015429537.1	XP_008207150.1
OG0008877	XP_015431803.1	XP_003424284.1
OG0008878	XP_015430741.1	XP_001601204.1
OG0008880	XP_015439304.1	XP_003428121.1
OG0008881	XP_015433247.1	XP_031785728.1
OG0008883	XP_015439496.1	XP_031785437.1
OG0008884	XP_015429279.1	XP_016840207.1
OG0008885	XP_015435603.1	XP_008217623.1
OG0008888	XP_015430650.1	XP_003426119.1
OG0008889	XP_015428872.1	XP_008206992.1
OG0008890	XP_015432359.1	XP_003426326.1
OG0008891	XP_015428773.1	XP_003425277.1
OG0008892	XP_015431808.1	XP_031782433.1
OG0008893	XP_015439625.1	XP_008204839.1, XP_008204840.1
OG0008894	XP_015429834.1	XP_001599191.1
OG0008896	XP_015430295.1	XP_001599677.2
OG0008901	XP_015432299.1	XP_003424369.1
OG0008903	XP_015433599.1	XP_031788810.1
OG0008905	XP_015433139.1	XP_008202189.1
OG0008907	XP_015440303.1	XP_001605137.1
OG0008908	XP_015438954.1	XP_003425479.2
OG0008909	XP_015434029.1	XP_031787314.1
OG0008910	XP_015436522.1	XP_008215132.1, XP_003423841.1
OG0008912	XP_015439278.1	XP_031788424.1
OG0008914	XP_015429623.1	XP_003426432.1
OG0008916	XP_015439602.1	XP_031777198.1
OG0008917	XP_015432250.1	XP_008215548.1
OG0008922	XP_015438197.1	XP_008213591.1
OG0008923	XP_015432551.1	XP_003428058.1
OG0008924	XP_015435696.1	XP_001603860.2
OG0008925	XP_015432971.1	XP_008207383.1, XP_001607672.2
OG0008926	XP_015437617.1	XP_008216073.1
OG0008928	XP_015438256.1	XP_008212064.1, XP_008212065.1
OG0008930	XP_015429384.1	XP_008216768.1
OG0008931	XP_015435098.1	XP_031777724.1
OG0008932	XP_015430406.1	XP_031787750.1
OG0008934	XP_015436803.1	XP_016841623.1
OG0008935	XP_015436353.1	XP_008215201.1
OG0008936	XP_015432321.1	XP_008216616.1
OG0008938	XP_015432387.1	XP_032454399.1
OG0008939	XP_015433223.1	XP_031787914.1
OG0008940	XP_015439435.1	XP_003426490.1
OG0008941	XP_015438688.1	XP_003427118.1
OG0008943	XP_015432815.1	XP_001607689.3
OG0008944	XP_015435298.1, XP_015435299.1	XP_031777440.1, XP_031777439.1
OG0008945	XP_015437842.1	XP_001602402.2
OG0008946	XP_015429014.1	XP_003424531.2
OG0008949	XP_015435782.1	NP_001177425.1
OG0008950	XP_015434398.1	XP_003425330.1
OG0008951	XP_015440412.1	XP_016837449.1
OG0008952	XP_015429687.1	XP_031778927.1
OG0008954	XP_015434470.1	NP_001165916.1
OG0008957	XP_015430467.1	XP_016839710.1
OG0008959	XP_015430400.1	XP_016844980.1
OG0008960	XP_015433481.1	XP_003427424.2
OG0008962	XP_015439497.1	XP_001606555.1
OG0008963	XP_015439476.1	XP_008208153.1
OG0008966	XP_015431283.1	XP_003428180.1
OG0008968	XP_015435241.1	XP_016840975.2
OG0008970	XP_015437431.1	XP_003425013.1
OG0008972	XP_015432094.1	XP_032453709.1
OG0008973	XP_015434080.1	XP_003424906.1
OG0008974	XP_015439309.1	XP_008206836.1
OG0008976	XP_015439413.1	XP_001601334.1
OG0008977	XP_015433005.1	XP_031789180.1
OG0008979	XP_015432207.1	XP_016843876.1
OG0008981	XP_015429952.1	XP_008210949.1
OG0008982	XP_015437607.1	XP_001599250.1
OG0008983	XP_015437578.1	XP_001608072.1
OG0008984	XP_015432478.1	XP_008214778.1
