Orthogroup	Tribolium_castaneum	Solenopsis_invicta
OG0007051	XP_015838964.1	XP_039302677.1
OG0007052	XP_966811.1	XP_011175681.1
OG0007053	XP_008201283.1	XP_025989960.1
OG0007054	XP_008195404.1	XP_039308859.1
OG0007055	XP_008196147.1	XP_011166888.1
OG0007056	XP_008198233.1	XP_011170370.3
OG0007057	XP_008201718.1	XP_011170070.1
OG0007058	XP_015838147.1	XP_011169677.1
OG0007059	NP_001123908.1	XP_039310695.1, XP_039310694.1
OG0007060	XP_015840829.1	XP_025988132.1
OG0007061	XP_015836514.1	XP_011167466.2
OG0007062	XP_973732.1	XP_011172112.1
OG0007063	XP_974423.1	XP_011158039.2
OG0007064	XP_973384.2	XP_039309501.1
OG0007065	XP_970566.1	XP_011165834.1
OG0007066	XP_008197648.1	XP_039315639.1
OG0007067	NP_001280524.1	XP_011164084.1
OG0007068	XP_008192032.1	XP_011168586.1
OG0007069	XP_001812376.1	XP_011168324.1
OG0007070	XP_969516.1	XP_011172842.2
OG0007071	XP_967534.2	XP_011168557.1
OG0007072	XP_008197736.1	XP_011162800.1
OG0007073	XP_008195158.1	XP_011157353.2
OG0007074	XP_001808956.1	XP_011163872.1
OG0007075	XP_008190891.1	XP_039309852.1
OG0007076	XP_008200897.1	XP_011167002.2
OG0007077	XP_001814707.1	XP_011169423.1
OG0007078	XP_973267.1	XP_011172242.1
OG0007079	XP_008197621.1	XP_011162720.1
OG0007080	XP_008196696.1	XP_025992136.2
OG0007081	XP_974701.1	XP_011163711.2
OG0007082	XP_008193543.1	XP_039312455.1
OG0007083	XP_972683.3	XP_025990315.1
OG0007084	XP_015836586.1	XP_039308846.1
OG0007085	XP_970857.2	XP_011164342.1
OG0007086	XP_008198238.1	XP_011156307.1
OG0007088	XP_971540.1	XP_011155603.1
OG0007089	XP_008191778.1	XP_011162550.1
OG0007090	XP_015833371.1	XP_011159375.1
OG0007091	XP_015835224.1	XP_011176314.1
OG0007092	XP_972003.1	XP_011170759.1
OG0007093	XP_971236.1	XP_025996304.1
OG0007094	XP_970123.1	XP_025990162.1
OG0007095	XP_975675.1	XP_025992081.1
OG0007096	XP_008190416.1	XP_025991049.1
OG0007097	XP_008197904.1	XP_025992054.2
OG0007098	XP_008193305.1	XP_025993641.1
OG0007099	XP_008194038.1	XP_011158455.1
OG0007100	XP_008201411.1	XP_025992631.2
OG0007101	XP_966919.1	XP_011155461.1
OG0007102	XP_974278.2	XP_011173309.2
OG0007103	XP_969098.1	XP_011168763.1
OG0007104	XP_966692.1	XP_011167409.1
OG0007105	XP_972929.2	XP_011169899.1
OG0007106	XP_008191478.1	XP_011175561.1
OG0007107	XP_001810630.1	XP_011157689.1
OG0007108	XP_008196119.1	XP_025987943.1
OG0007109	XP_008192381.1	XP_011159487.1
OG0007110	XP_971072.1	XP_039314908.1
OG0007111	XP_008190418.1	XP_039310525.1
OG0007112	XP_969599.2	XP_011162847.1
OG0007113	XP_974276.1	XP_011170420.1
OG0007114	XP_015839247.1	XP_025988243.1
OG0007115	XP_015835463.1	XP_039302605.1
OG0007116	XP_967634.1	XP_011159317.1
OG0007117	XP_015833128.1	XP_011166238.1
OG0007118	XP_971485.1	XP_011162165.1
OG0007119	XP_008192226.1	XP_011176230.1
OG0007120	XP_015840874.1	XP_011159236.1
OG0007121	XP_972051.1	XP_011171931.1
OG0007122	XP_015835775.1	XP_011167849.1
OG0007123	XP_001809966.1	XP_039304125.1
OG0007124	XP_975626.3	XP_011163527.1
OG0007125	XP_008193970.1	XP_025989282.1
OG0007126	XP_001812383.1	XP_011175389.1
OG0007127	XP_972542.1	XP_011162699.2
OG0007128	XP_015833446.1	XP_011169031.1
OG0007129	XP_971515.1	XP_011165940.1
OG0007130	XP_015840059.1	XP_011168268.1
OG0007131	XP_015838202.1	XP_011173192.1
OG0007132	XP_973337.1	XP_025991366.1
OG0007133	XP_969706.1	XP_011171480.1
OG0007134	XP_973727.1	XP_025989925.1
OG0007135	XP_008196769.1	XP_025995355.1
OG0007136	XP_008198288.1	XP_039312164.1
OG0007137	XP_971875.2	XP_011166865.1
OG0007139	XP_015835882.1	XP_011157982.1
OG0007140	XP_971592.1	XP_025996711.1
OG0007141	XP_969519.1, XP_967683.1	XP_011160898.1
OG0007142	XP_008190912.1	XP_011157969.1
OG0007143	XP_008192184.1	XP_011156488.1
OG0007144	XP_975269.1	XP_011173361.1
OG0007145	XP_966534.1	XP_011157855.1
OG0007146	XP_969419.1	XP_011164086.1
OG0007147	XP_015833137.1	XP_039302198.1
OG0007148	XP_966613.1	XP_011165309.1
OG0007149	NP_001161912.1	XP_011166399.1
OG0007150	XP_008197796.1	XP_039304207.1
OG0007151	XP_008194161.1	XP_011167301.1
OG0007152	XP_008200700.1	XP_011169061.1
OG0007153	XP_971137.1	XP_011172791.1
OG0007154	XP_971457.1	XP_011173386.1
OG0007155	XP_008199264.1	XP_011173164.1
OG0007156	XP_971047.1	XP_011163335.1
OG0007157	XP_008190697.1	XP_025992965.1
OG0007158	XP_015838005.1	XP_011161427.1
OG0007159	XP_966996.1	XP_011167980.2
OG0007160	XP_969040.2	XP_011173203.1
OG0007161	XP_967197.1	XP_011163935.1
OG0007162	XP_008192313.1	XP_011161910.1
OG0007163	NP_001103903.1	XP_011175687.1
OG0007164	XP_973842.1	XP_011157940.1
OG0007165	XP_008194930.1	XP_011163996.1
OG0007166	XP_967328.1	XP_025992974.1
OG0007168	XP_974633.1	XP_011171738.1
OG0007169	XP_969130.2	XP_011164442.2
OG0007171	XP_969670.3	XP_025996834.2
OG0007173	XP_974792.1	XP_011159351.1
OG0007174	XP_975635.1	XP_011172317.1
OG0007175	XP_968222.2	XP_011155477.1
OG0007176	XP_008199627.1	XP_039306522.1
OG0007177	XP_008199911.1	XP_011166842.1
OG0007178	XP_969971.1	XP_011163602.1
OG0007179	XP_015838696.1	XP_011176375.1
OG0007180	XP_015838690.1	XP_011164538.2
OG0007181	XP_008198645.1, XP_008198647.1	XP_039304190.1
OG0007182	XP_968551.1	XP_011155695.2
OG0007183	XP_008195882.1	XP_011157094.1
OG0007184	XP_015832906.1	XP_011175125.1
OG0007185	XP_008196296.1	XP_011159697.1
OG0007186	XP_015839447.1	XP_011163279.2
OG0007187	XP_968231.1	XP_011168526.1
OG0007188	XP_971149.1	XP_011169145.2
OG0007189	XP_015838931.1, NP_001036036.1	XP_025986173.2
OG0007190	XP_969008.2	XP_025993612.1
OG0007192	XP_975105.3	XP_025995052.2
OG0007193	XP_008201042.1	XP_011155447.1
OG0007194	XP_008201563.1	XP_011161455.2
OG0007195	XP_001815629.1	XP_011171000.1
OG0007197	XP_008195661.1	XP_025989652.1
OG0007198	XP_975504.1	XP_011172545.1
OG0007199	XP_967923.1	XP_011171864.1
OG0007200	XP_008190461.1	XP_039302243.1
OG0007201	XP_008192657.1	XP_039307987.1
OG0007202	XP_001811434.1	XP_011158786.2
OG0007205	XP_008197825.1	XP_039311225.1
OG0007206	XP_008195323.1	XP_025992694.2
OG0007208	XP_968840.1	XP_011158822.1
OG0007209	XP_008195715.1	XP_039311086.1
OG0007210	XP_015840541.1	XP_025991130.2
OG0007211	XP_008193025.1	XP_039301939.1
OG0007212	XP_966496.1	XP_025993266.2
OG0007213	XP_015835477.1	XP_025990411.1
OG0007214	XP_015837044.1, NP_001034536.1	XP_039307291.1
OG0007216	XP_015833514.1	XP_011175814.1
OG0007217	XP_008194411.1	XP_011168168.1
OG0007218	XP_001815244.2	XP_011155469.1, XP_039308917.1
OG0007219	XP_008199269.2	XP_011170967.2
OG0007220	XP_971766.1	XP_011165226.1
OG0007221	XP_015840172.1, XP_015840182.1	XP_011163513.3
OG0007222	XP_973105.1	XP_025991171.1
OG0007223	XP_967839.1	XP_011156907.1
OG0007225	XP_971019.1	XP_039312564.1
OG0007226	XP_969731.1	XP_011168939.1
OG0007227	XP_968441.2	XP_025992250.2
OG0007228	XP_975059.2	XP_011161556.1
OG0007229	XP_975201.1	XP_025995796.1
OG0007230	XP_969003.3	XP_011164882.1
OG0007231	XP_008191602.1	XP_011162503.1
OG0007232	XP_969887.1	XP_011158144.1
OG0007233	NP_001034494.1	XP_011159031.1
OG0007234	XP_008200633.1	XP_039315048.1
OG0007235	XP_015838601.1	XP_011156707.1
OG0007236	XP_015834042.1	XP_025988253.1
OG0007237	XP_008198009.2	XP_011175895.1
OG0007238	XP_969925.2	XP_011175204.1
OG0007239	XP_967995.2	XP_011165791.1
OG0007240	XP_008198372.1	XP_025987312.1, XP_025987311.1
OG0007241	XP_001812287.1	XP_011158482.1
OG0007242	XP_015840640.1	XP_025987788.1
OG0007243	XP_967524.1	XP_011176329.1
OG0007244	XP_008198257.1	XP_011176207.1
OG0007245	XP_973962.1	XP_011169206.1
OG0007247	XP_008193996.1	XP_011163440.1
OG0007248	XP_008195420.1	XP_011159695.1
OG0007249	XP_008191719.1	XP_039314194.1
OG0007250	XP_971879.2	XP_011156199.1
OG0007251	XP_969311.1	XP_025991713.1
OG0007252	XP_015833838.1	XP_011172448.1
OG0007253	XP_969241.1	XP_011175494.1
OG0007254	XP_001811450.1	XP_011157766.1
OG0007255	XP_015834601.1	XP_011162478.1
OG0007256	XP_008200730.1	XP_011167384.2, XP_011167385.2, XP_039305424.1, XP_011167383.2
OG0007257	XP_008191981.1	XP_025995290.1
OG0007259	XP_008190963.1	XP_011168409.1
OG0007260	XP_008193034.1	XP_011157025.1
OG0007262	XP_008190807.1	XP_025994158.1
OG0007263	XP_973446.3	XP_011161690.1
OG0007264	XP_015840525.1	XP_011171194.1
OG0007265	XP_970112.1	XP_011168075.1
OG0007268	XP_001812757.1	XP_011176140.1
OG0007269	XP_967400.1	XP_025992736.2
OG0007270	XP_008190728.1	XP_011162694.1
OG0007271	XP_974100.1	XP_039312139.1
OG0007272	XP_975616.1	XP_011172380.1
OG0007273	XP_008201268.1	XP_039311476.1
OG0007275	XP_966940.1	XP_011155900.1
OG0007276	XP_971936.1	XP_039312839.1
OG0007277	XP_008192620.1	XP_011158855.1
OG0007278	XP_967748.1	XP_011169309.1
OG0007279	XP_008193020.1	XP_011157747.1
OG0007280	XP_008200287.1	XP_039308830.1
OG0007281	XP_001807104.1	XP_011156191.1
OG0007282	XP_972905.1	XP_011156612.2
OG0007283	XP_973892.2	XP_039307107.1
OG0007284	XP_008190394.1	XP_011165673.1
OG0007285	XP_970257.1	XP_025994958.1
OG0007286	XP_008196323.1	XP_011169954.2
OG0007287	XP_969070.1	XP_011171830.1
OG0007288	XP_015839619.1, NP_001164152.1	XP_039311794.1
OG0007289	XP_001809986.1	XP_011175584.1
OG0007290	XP_972144.1	XP_011163927.1
OG0007291	XP_974635.1	XP_011167465.1
OG0007292	XP_015833859.1	XP_039315387.1
OG0007293	XP_008200359.1	XP_011172116.2
OG0007294	XP_968165.1	XP_011173632.1
OG0007295	XP_008200637.1	XP_039314827.1
OG0007296	XP_008199223.2	XP_011166937.2
OG0007297	XP_969394.1	XP_025990229.2
OG0007298	XP_966727.1	XP_039305881.1
OG0007299	XP_967657.1	XP_039305492.1
OG0007300	XP_008201418.1	XP_011163904.1
OG0007301	XP_975432.1	XP_011159370.1
OG0007302	XP_008196093.1	XP_039305582.1
OG0007303	XP_967428.1	XP_011159456.1
OG0007304	XP_008199397.1	XP_011166214.1
OG0007305	XP_008191060.1	XP_011169238.1
OG0007306	XP_008191539.1	XP_039310487.1
OG0007307	XP_974006.1	XP_011169996.1
OG0007309	XP_008195093.1, XP_008195092.1	XP_039315637.1
OG0007311	XP_968887.1	XP_011162156.1
OG0007312	XP_973963.1	XP_011162504.1
OG0007313	XP_968704.1	XP_025996471.1
OG0007314	XP_015838869.1	XP_039305864.1
OG0007315	XP_008191493.1	XP_039312027.1
OG0007316	XP_015835093.1	XP_025992610.1
OG0007317	XP_008193043.1	XP_039312905.1
OG0007318	XP_971349.1	XP_025989956.1
OG0007319	XP_968103.1	XP_039307475.1
OG0007320	XP_969453.1	XP_011165583.1
OG0007321	XP_008198269.1	XP_011166115.1
OG0007322	XP_008192069.1	XP_011162574.1
OG0007323	XP_008197212.1	XP_011167535.1
OG0007324	XP_974603.1	XP_011165682.1
OG0007325	XP_008192969.1	XP_025992094.1
OG0007326	XP_974584.2	XP_039305261.1
OG0007327	XP_975414.2	XP_011175641.2
OG0007328	XP_008193320.1	XP_039303698.1
OG0007329	XP_974735.1	XP_011175933.1
OG0007330	XP_008201148.1	XP_025996642.1
OG0007331	XP_969224.2	XP_011155981.2
OG0007332	XP_971037.1	XP_011169134.1
OG0007333	XP_015832914.1	XP_011166042.1
OG0007334	XP_015838807.1	XP_011168120.1
OG0007335	XP_971953.1	XP_011166506.1
OG0007336	XP_008194234.2	XP_011157726.1
OG0007337	XP_008191355.1	XP_039311145.1
OG0007338	XP_008197688.1	XP_011155716.1
OG0007339	XP_015840528.1	XP_011164312.1
OG0007340	XP_008191178.1, NP_001164142.1	XP_011164026.2
OG0007341	XP_001810176.2	XP_011168807.2
OG0007342	XP_972350.2	XP_025986558.1
OG0007343	XP_008194632.1	XP_011174180.2
OG0007344	XP_015837006.1	XP_011166142.1
OG0007345	NP_001034499.1	XP_011158927.1
OG0007346	XP_015835530.1	XP_011172276.2
OG0007347	XP_008190899.1	XP_011158953.1
OG0007348	XP_008193614.1	XP_011172087.1
OG0007350	XP_015838467.1	XP_039307507.1
OG0007351	XP_972294.2	XP_011175819.2
OG0007352	XP_008201623.1	XP_011157417.1
OG0007353	XP_971778.1	XP_011172119.2
OG0007355	XP_008195845.1	XP_011165100.1
OG0007356	XP_970427.1	XP_011170091.1
OG0007357	XP_972041.1	XP_011160445.1
OG0007358	XP_008197965.1	XP_039311374.1
OG0007359	XP_015834573.1	XP_025986909.1
OG0007360	XP_008192581.1	XP_039305748.1
OG0007361	XP_015838693.1	XP_039313550.1
OG0007362	XP_008192342.1	XP_025990391.2
OG0007363	XP_970873.1	XP_011167695.2
OG0007364	XP_972870.1	XP_011169126.1
OG0007365	XP_975158.1	XP_025990293.1
OG0007366	XP_008199209.1	XP_011161992.2
OG0007367	XP_008197362.1	XP_011172040.1
OG0007368	XP_973716.2	XP_011170808.1
OG0007369	XP_008200052.1	XP_011170922.1
OG0007370	XP_967040.1	XP_011166046.1
OG0007371	XP_969497.1	XP_011156385.1
OG0007372	XP_967896.1	XP_039305283.1
OG0007373	XP_015839467.1, NP_001107810.1	XP_011173063.2
OG0007374	XP_015840615.1	XP_039301678.1
OG0007375	XP_015835021.1	XP_039308088.1
OG0007376	XP_008199884.1	XP_011166170.2
OG0007377	XP_015834849.1	XP_039301981.1
OG0007378	XP_008194255.1	XP_039308231.1
OG0007379	XP_008194717.1	XP_011171940.2
OG0007380	XP_008196564.1	XP_011161149.1
OG0007381	XP_015834977.1	XP_025987398.1
OG0007382	XP_008196370.1	XP_025991481.1
OG0007383	XP_008199108.1	XP_025986787.1
OG0007384	XP_008195826.1	XP_011160238.2
OG0007385	XP_015838449.1	XP_011161139.2
OG0007386	XP_008201422.1	XP_011163663.1
OG0007387	XP_008195616.1	XP_011159701.1
OG0007388	XP_015834926.1	XP_011171924.2
OG0007389	XP_967416.1	XP_039304858.1
OG0007390	XP_015837796.1	XP_025987115.1
OG0007391	XP_015834734.1, XP_015834735.1, XP_015834736.1	XP_011163607.1
OG0007392	XP_015836550.1	XP_011157936.1
OG0007394	XP_974748.1	XP_011172642.2
OG0007395	XP_015834017.1	XP_025994243.1, XP_039306084.1
OG0007396	XP_008190721.1	XP_011162836.2
OG0007397	XP_969461.1	XP_039305395.1
OG0007398	XP_008198081.1	XP_011155431.2
OG0007399	XP_975345.2	XP_039314753.1
OG0007401	XP_008194941.1	XP_011165862.1
OG0007402	XP_008196910.1	XP_011161301.1
OG0007403	NP_001164293.1	XP_011162852.1
OG0007404	XP_008196416.1	XP_025991674.1
OG0007405	XP_008200386.1	XP_011171295.2
OG0007406	XP_015835690.1	XP_025986168.2
OG0007407	XP_015833344.1	XP_025993652.1
OG0007408	XP_008198691.1	XP_039302390.1
OG0007409	XP_008201165.1	XP_011164611.1
OG0007410	XP_969609.1	XP_011156301.1
OG0007411	XP_008195877.1	XP_011174433.1
OG0007412	XP_015836078.1	XP_011168170.2
OG0007413	XP_968346.2	XP_025995684.2
OG0007414	XP_968074.1	XP_011158438.1
OG0007415	XP_970543.1	XP_025989826.2
OG0007416	XP_008193121.1	XP_039314061.1
OG0007417	XP_008195391.1	XP_011175839.1
OG0007418	XP_008194460.1	XP_011165230.1
OG0007419	XP_970878.1	XP_025990719.1
OG0007420	XP_972406.2	XP_011171718.1
OG0007421	XP_970052.1, XP_969906.2	XP_011159534.1
OG0007422	XP_967756.1	XP_011161767.1
OG0007423	XP_008191818.1	XP_025986375.1
OG0007425	XP_008195160.1	XP_025993985.1
OG0007426	XP_008192974.1	XP_039308650.1
OG0007427	XP_015839209.1	XP_011161549.1
OG0007428	XP_015837641.1	XP_039307644.1
OG0007429	XP_974929.1	XP_011155863.2
OG0007430	XP_971970.1	XP_011168699.1
OG0007431	XP_972831.1	XP_025989791.1
OG0007432	XP_015834570.1	XP_025991141.1
OG0007433	XP_008193451.1	XP_039305626.1
OG0007434	XP_971391.1	XP_011168349.1
OG0007435	XP_008196148.1	XP_011169358.1, XP_039315315.1
OG0007436	XP_008199883.1	XP_025986569.1
OG0007437	XP_008194162.1	XP_025986198.1
OG0007438	XP_008191282.1	XP_039305810.1
OG0007439	XP_008193999.1	XP_039307392.1
OG0007440	XP_008190900.1	XP_025993075.1
OG0007441	XP_008199194.1	XP_025993297.2
OG0007442	XP_967193.1	XP_011162063.2
OG0007443	XP_008190293.1	XP_011158097.2
OG0007444	XP_015834518.1	XP_025988381.1
OG0007445	XP_015837450.1	XP_011167622.2
OG0007446	XP_008191462.1	XP_039309847.1, XP_039309845.1
OG0007447	XP_969728.1	XP_011162958.1
OG0007448	XP_008201074.1	XP_039302462.1
OG0007449	XP_015838817.1	XP_025988970.2
OG0007450	XP_972477.1	XP_011159800.1
OG0007451	XP_015833693.1	XP_011166022.2
OG0007452	XP_008199691.1	XP_025986149.1
OG0007453	XP_008193139.1	XP_011161190.1
OG0007454	XP_008190905.1	XP_011173244.1
OG0007455	XP_015833802.1	XP_011173197.1
OG0007456	XP_015834828.1	XP_039301711.1
OG0007457	XP_970749.1	XP_025995039.1
OG0007458	XP_974194.1	XP_011164045.1
OG0007459	XP_008193745.1	XP_025994959.1
OG0007460	XP_008190591.1	XP_011161254.1
OG0007461	XP_015834965.1	XP_011164078.1
OG0007462	NP_001034531.1	XP_011165123.1
OG0007464	XP_966432.2	XP_011159356.2
OG0007465	XP_008195772.1	XP_011162960.1
OG0007466	XP_015836195.1	XP_025986852.2
OG0007467	XP_971322.1	XP_011168783.1
OG0007468	XP_015834526.1	XP_039301920.1
OG0007469	XP_008198516.1	XP_025988698.1
OG0007470	XP_969586.1	XP_011155849.2
OG0007472	XP_972377.2	XP_039313670.1
OG0007473	XP_008193355.1	XP_011168670.2
OG0007474	XP_967725.2	XP_011162730.1
OG0007475	XP_008191920.1	XP_011157929.1
OG0007477	XP_967694.1	XP_011166130.1
OG0007478	XP_972381.1	XP_039305570.1
OG0007479	XP_973835.1	XP_011164549.1
OG0007480	XP_008193260.1	XP_025995653.1
OG0007481	XP_973616.1	XP_011159179.1
OG0007485	XP_008194935.1	XP_011166942.1
OG0007486	XP_008195648.1	XP_039305883.1
OG0007487	XP_008196154.1	XP_011166464.2
OG0007488	XP_008190463.1	XP_011157453.1
OG0007489	XP_970660.2	XP_025995384.1
OG0007490	XP_008196291.1	XP_025989271.2, XP_011157608.2, XP_025989272.2
OG0007493	XP_008192162.1	XP_025987588.2
OG0007494	XP_008195924.1	XP_011169888.2
OG0007495	XP_973930.2	XP_011158168.2
OG0007496	XP_015837516.1	XP_011173818.1
OG0007497	XP_008191147.1, XP_008194938.1	XP_011170791.1
OG0007498	XP_008192759.1	XP_011162580.1
OG0007499	XP_001811946.1	XP_011162417.1
OG0007500	XP_008192118.1	XP_011157910.2
OG0007503	XP_969558.2	XP_011167453.2
OG0007504	XP_970938.2	XP_011172334.1
OG0007505	XP_008193681.1	XP_025992923.1
OG0007507	XP_008192894.1	XP_039304687.1
OG0007508	XP_008193477.1	XP_025987141.1
OG0007510	XP_008193962.1	XP_011165024.1
OG0007511	XP_008191919.1	XP_025987510.2
OG0007512	XP_966999.1	XP_039311661.1
OG0007513	XP_974728.1	XP_011161665.1
OG0007514	XP_001812159.2	XP_025992021.1
OG0007515	XP_008196340.1	XP_011155754.1
OG0007516	XP_008195754.1	XP_011174770.1
OG0007518	XP_015833011.1	XP_011172564.1
OG0007519	XP_008192044.1	XP_011158919.2
OG0007521	XP_008198722.1	XP_039303903.1
OG0007522	XP_015837282.1, XP_015837281.1	XP_039303887.1
OG0007523	XP_008191445.1	XP_011172721.1
OG0007524	XP_015833329.1	XP_025997081.2
OG0007525	XP_008196952.1	XP_025991996.1
OG0007526	XP_008200682.1	XP_011162554.2
OG0007527	NP_001164080.1	XP_011156654.1
OG0007528	XP_971754.1	XP_011159660.1
OG0007529	XP_015832883.1	XP_011158150.2
OG0007530	XP_970894.2	XP_011159535.3
OG0007532	XP_972008.1	XP_011164053.1
OG0007533	XP_015834668.1	XP_011158679.1
OG0007534	XP_008197109.1	XP_011173576.1
OG0007535	XP_008198217.1	XP_025992959.1
OG0007536	XP_001808711.1	XP_025996094.1
OG0007537	XP_008192161.1	XP_011175665.3
OG0007538	XP_008193664.1, XP_008193657.1	XP_011158196.2
OG0007539	XP_008193687.1	XP_039315725.1
OG0007540	XP_015835159.1	XP_039307152.1
OG0007541	XP_008191271.1	XP_011158572.1
OG0007542	XP_008194714.1	XP_011162816.3
OG0007543	XP_008195808.1	XP_011170158.3, XP_039315460.1
OG0007544	XP_015834338.1	XP_025987352.2
OG0007545	XP_008201444.1	XP_011166054.1, XP_011166053.1
OG0007546	XP_008198814.1	XP_039303836.1, XP_039303829.1, XP_039303832.1
OG0007547	XP_008194165.1	XP_011171937.1, XP_011171938.1, XP_039302389.1, XP_039302388.1
OG0007548	XP_008201168.1	XP_011161715.1
OG0007549	NP_001107772.1, XP_015834302.1	XP_025992306.2
OG0007552	XP_015837411.1	XP_039312886.1
OG0007553	XP_015836242.1	XP_011163241.2
OG0007554	XP_972371.2	XP_025995451.2
OG0007555	XP_008199763.1	XP_039315464.1, XP_025996383.2
OG0007556	XP_975227.1	XP_039312440.1, XP_039312437.1
OG0007558	XP_008195666.1	XP_039303257.1
OG0007559	XP_008199455.1	XP_011155890.2
OG0007560	XP_008200076.1	XP_011162756.1
OG0007562	XP_008199932.1	XP_011165671.2, XP_039305690.1
OG0007563	XP_971684.1	XP_011167733.2
OG0007565	XP_008197591.1	XP_039310975.1
OG0007569	XP_008198086.1	XP_011161908.1, XP_025985972.1
OG0007574	XP_001811535.1	XP_011156309.1
OG0007577	XP_008193658.1	XP_011176126.1
OG0007579	XP_008196691.1	XP_025996734.1, XP_039304326.1
OG0007582	XP_008200907.1	XP_011168911.1
OG0007584	XP_001809288.1	XP_011171907.1, XP_011171902.1, XP_025989588.1, XP_025989587.1
OG0007586	XP_008197399.2	XP_039314696.1
OG0007587	XP_015835824.1	XP_025993801.2, XP_025993802.2
OG0007588	XP_008198592.2, XP_015838624.1, XP_008198593.1	XP_011173360.1
OG0007589	XP_008192872.2, XP_015835075.1	XP_039304398.1
OG0007590	XP_008195458.1	XP_025990870.1
OG0007592	XP_008198163.1	XP_025988643.1, XP_039315678.1
OG0007595	XP_008193428.1	XP_011162177.1
OG0007597	XP_969145.1	XP_011162401.1
OG0007603	XP_008199236.2	XP_039305461.1, XP_039303532.1, XP_039313793.1, XP_039307541.1, XP_039310012.1, XP_039311958.1, XP_039305460.1, XP_039308334.1, XP_039305440.1, XP_039304916.1, XP_039309723.1, XP_039303917.1, XP_039309354.1, XP_039308552.1, XP_039308551.1, XP_039314603.1, XP_039310126.1, XP_039310125.1
OG0007605	XP_973806.2	XP_011167764.1
OG0007606	XP_968933.1	XP_011158151.1
OG0007607	XP_015838598.1	XP_011163784.1
OG0007608	XP_008192763.1	XP_011167194.2
OG0007610	XP_972163.1	XP_011159666.2
OG0007611	XP_968424.2	XP_039306275.1
OG0007613	XP_015836987.1	XP_025989976.1
OG0007614	XP_973250.1, XP_008200502.1, XP_008200501.1, XP_015835343.1	XP_025989805.2
OG0007615	XP_008195196.1	XP_011175131.2
OG0007616	NP_001161908.1	XP_011164126.1
OG0007617	NP_001156931.1	XP_011173543.1
OG0007618	XP_008190827.1	XP_011161420.1
OG0007619	NP_001193391.1	XP_011161044.1
OG0007620	XP_966721.1	XP_039311048.1
OG0007621	XP_972967.1	XP_011169315.1
OG0007622	XP_968275.2	XP_011175306.1
OG0007623	XP_975481.1	XP_039308705.1, XP_039308379.1
OG0007624	XP_008197463.1	XP_039306910.1
OG0007625	XP_970146.1	XP_011170662.1
OG0007627	XP_008190864.1	XP_039313073.1
OG0007628	XP_008193444.1	XP_011169244.1
OG0007629	XP_008200605.1	XP_011169745.2
OG0007630	XP_976077.1	XP_011163713.1
OG0007631	XP_008200115.2, XP_015840385.1	XP_039307988.1
