Orthogroup	Tribolium_castaneum	Ceratina_calcarata
OG0007440	XP_008190900.1	XP_017881365.1
OG0007441	XP_008199194.1	XP_017879627.1
OG0007442	XP_967193.1	XP_017880084.1
OG0007443	XP_008190293.1	XP_026668754.1
OG0007444	XP_015834518.1	XP_017893587.1
OG0007445	XP_015837450.1	XP_026669049.1
OG0007446	XP_008191462.1	XP_026675404.1
OG0007447	XP_969728.1	XP_017887140.1
OG0007448	XP_008201074.1	XP_017888421.1
OG0007449	XP_015838817.1	XP_017876175.1
OG0007450	XP_972477.1	XP_026672343.1
OG0007451	XP_015833693.1	XP_026672004.1
OG0007452	XP_008199691.1	XP_017892785.1
OG0007453	XP_008193139.1	XP_026672106.1
OG0007454	XP_008190905.1	XP_017887693.1
OG0007455	XP_015833802.1	XP_026673206.1
OG0007456	XP_015834828.1	XP_026668156.1
OG0007457	XP_970749.1	XP_017880683.1
OG0007459	XP_008193745.1	XP_026667037.1
OG0007460	XP_008190591.1	XP_017881937.2
OG0007461	XP_015834965.1	XP_017888465.1
OG0007462	NP_001034531.1	XP_026668881.1
OG0007464	XP_966432.2	XP_026672926.1
OG0007465	XP_008195772.1	XP_026672819.1
OG0007466	XP_015836195.1	XP_026675310.1
OG0007467	XP_971322.1	XP_017882472.1
OG0007468	XP_015834526.1	XP_026674466.1
OG0007469	XP_008198516.1	XP_017893663.1
OG0007470	XP_969586.1	XP_017892893.1
OG0007472	XP_972377.2	XP_017886721.1
OG0007473	XP_008193355.1	XP_017877279.1
OG0007474	XP_967725.2	XP_017876854.1
OG0007475	XP_008191920.1	XP_026668321.1, XP_017877873.2
OG0007477	XP_967694.1	XP_017876928.1
OG0007478	XP_972381.1	XP_017876898.1
OG0007479	XP_973835.1	XP_017880814.1
OG0007480	XP_008193260.1	XP_017876981.1
OG0007481	XP_973616.1	XP_017890739.1
OG0007485	XP_008194935.1	XP_026667284.1
OG0007486	XP_008195648.1	XP_017879564.1
OG0007487	XP_008196154.1	XP_017882788.1
OG0007488	XP_008190463.1	XP_026669893.1
OG0007489	XP_970660.2	XP_017886760.1
OG0007490	XP_008196291.1	XP_017878204.1
OG0007493	XP_008192162.1	XP_026675400.1, XP_026675401.1, XP_017892507.1
OG0007494	XP_008195924.1	XP_017890118.1
OG0007495	XP_973930.2	XP_017875292.1
OG0007496	XP_015837516.1	XP_017891590.1
OG0007497	XP_008191147.1, XP_008194938.1	XP_017875589.2, XP_017883895.1
OG0007498	XP_008192759.1	XP_017880224.1
OG0007499	XP_001811946.1	XP_017887789.1
OG0007500	XP_008192118.1	XP_017879457.1
OG0007503	XP_969558.2	XP_017891585.1
OG0007504	XP_970938.2	XP_017892401.2
OG0007505	XP_008193681.1	XP_017878807.1
OG0007507	XP_008192894.1	XP_017877319.1, XP_017890059.1
OG0007508	XP_008193477.1	XP_026669731.1
OG0007510	XP_008193962.1	XP_017891440.1
OG0007511	XP_008191919.1	XP_017891296.1
OG0007512	XP_966999.1	XP_026671229.1, XP_017883878.1
OG0007513	XP_974728.1	XP_017890944.1
OG0007514	XP_001812159.2	XP_017882097.1
OG0007515	XP_008196340.1	XP_017889537.1
OG0007516	XP_008195754.1	XP_017879025.1
OG0007518	XP_015833011.1	XP_017881416.1
OG0007519	XP_008192044.1	XP_017890819.1
OG0007521	XP_008198722.1	XP_026672100.1
OG0007522	XP_015837282.1, XP_015837281.1	XP_026669188.1
OG0007523	XP_008191445.1	XP_017887932.1
OG0007524	XP_015833329.1	XP_026670997.1
OG0007525	XP_008196952.1	XP_026674751.1
OG0007526	XP_008200682.1	XP_017879701.2
OG0007527	NP_001164080.1	XP_017883324.1
OG0007528	XP_971754.1	XP_026673836.1
OG0007529	XP_015832883.1	XP_026666693.1
OG0007530	XP_970894.2	XP_017888455.1
OG0007532	XP_972008.1	XP_017885995.1
OG0007533	XP_015834668.1	XP_017879352.1
OG0007534	XP_008197109.1	XP_017881703.1
OG0007535	XP_008198217.1	XP_017888222.1
OG0007536	XP_001808711.1	XP_017884393.1
OG0007537	XP_008192161.1	XP_017893018.1
OG0007538	XP_008193664.1, XP_008193657.1	XP_017884034.1
OG0007539	XP_008193687.1	XP_017886845.1
OG0007540	XP_015835159.1	XP_026670451.1
OG0007541	XP_008191271.1	XP_017893149.1
OG0007542	XP_008194714.1	XP_017893163.1
OG0007543	XP_008195808.1	XP_017882718.2, XP_017891571.1
OG0007544	XP_015834338.1	XP_017887884.1
OG0007545	XP_008201444.1	XP_017889435.1
OG0007546	XP_008198814.1	XP_026673257.1
OG0007547	XP_008194165.1	XP_017875330.1
OG0007548	XP_008201168.1	XP_017877555.1
OG0007552	XP_015837411.1	XP_026670877.1
OG0007553	XP_015836242.1	XP_026673540.1
OG0007554	XP_972371.2	XP_017883934.1
OG0007555	XP_008199763.1	XP_026671171.1
OG0007556	XP_975227.1	XP_017891966.2
OG0007558	XP_008195666.1	XP_017883087.1
OG0007560	XP_008200076.1	XP_017880477.1
OG0007562	XP_008199932.1	XP_026673614.1
OG0007563	XP_971684.1	XP_017886690.1
OG0007565	XP_008197591.1	XP_017887552.1
OG0007569	XP_008198086.1	XP_017887794.1
OG0007574	XP_001811535.1	XP_017877232.1
OG0007577	XP_008193658.1	XP_026674758.1
OG0007579	XP_008196691.1	XP_026669345.1
OG0007582	XP_008200907.1	XP_017889292.1
OG0007584	XP_001809288.1	XP_017876944.1
OG0007586	XP_008197399.2	XP_017889400.1
OG0007587	XP_015835824.1	XP_026670511.1
OG0007588	XP_008198592.2, XP_015838624.1, XP_008198593.1	XP_026671370.1
OG0007590	XP_008195458.1	XP_017891580.1
OG0007592	XP_008198163.1	XP_026666644.1
OG0007595	XP_008193428.1	XP_026675319.1, XP_026675315.1
OG0007597	XP_969145.1	XP_017883981.1
OG0007606	XP_968933.1	XP_017880246.1
OG0007607	XP_015838598.1	XP_017879715.1
OG0007608	XP_008192763.1	XP_017884201.1
OG0007610	XP_972163.1	XP_026672018.1, XP_026672928.1
OG0007611	XP_968424.2	XP_017884180.1
OG0007612	XP_969336.1	XP_017892927.1
OG0007613	XP_015836987.1	XP_026667093.1
OG0007614	XP_973250.1, XP_008200502.1, XP_008200501.1, XP_015835343.1	XP_026670485.1
OG0007615	XP_008195196.1	XP_017875244.1
OG0007616	NP_001161908.1	XP_017893362.1
OG0007618	XP_008190827.1	XP_026670272.1
OG0007619	NP_001193391.1	XP_017879326.1
OG0007620	XP_966721.1	XP_017890266.2
OG0007621	XP_972967.1	XP_026674765.1
OG0007622	XP_968275.2	XP_017876794.1
OG0007623	XP_975481.1	XP_017892081.1
OG0007624	XP_008197463.1	XP_026672912.1
OG0007625	XP_970146.1	XP_017880005.1
OG0007627	XP_008190864.1	XP_017887570.1
OG0007628	XP_008193444.1	XP_017883128.1
OG0007629	XP_008200605.1	XP_017879850.1
OG0007630	XP_976077.1	XP_017876205.1
OG0007631	XP_008200115.2, XP_015840385.1	XP_017879725.1
OG0007632	XP_973436.3	XP_017891903.1
OG0007633	XP_970994.1	XP_017887973.1
OG0007635	XP_008198709.1	XP_017889512.1
OG0007636	XP_967907.1	XP_017883470.1
OG0007637	XP_968605.2	XP_017883477.1
OG0007638	XP_008190557.1	XP_017880449.1
OG0007639	XP_968749.2	XP_017886470.1
OG0007640	XP_015835443.1	XP_026670375.1
OG0007643	XP_008201419.1	XP_017886666.2
OG0007644	XP_015836431.1	XP_017877571.1, XP_026668164.1
OG0007648	XP_015837368.1	XP_017884304.1, XP_017888941.1
OG0007649	XP_966911.1	XP_017884479.1
OG0007650	XP_015833347.1	XP_017875967.1
OG0007651	XP_008196749.1	XP_026673260.1
OG0007653	XP_015835841.1	XP_017876826.1
OG0007654	XP_974912.1	XP_017877678.1
OG0007655	XP_973627.1	XP_017891661.1
OG0007656	XP_015838713.1	XP_026667967.1
OG0007658	XP_008201041.1	XP_017883271.1
OG0007659	XP_008201541.1	XP_017881337.1
OG0007661	XP_008193939.1	XP_026675257.1
OG0007662	XP_972927.1	XP_026673748.1
OG0007664	XP_008191007.1	XP_017885402.1
OG0007667	XP_015832985.1	XP_026672665.1
OG0007668	XP_969829.1	XP_017882524.1
OG0007669	XP_008199135.1	XP_026671025.1
OG0007670	XP_969869.1	XP_017892054.1
OG0007671	XP_969832.1	XP_017878222.1
OG0007672	XP_008197150.1	XP_017888763.1
OG0007675	XP_969580.1	XP_017888984.1
OG0007676	XP_974826.2	XP_017880970.1
OG0007678	XP_966565.1	XP_017891164.1
OG0007681	XP_008190460.1	XP_017875039.1
OG0007682	XP_015834396.1	XP_017876894.1
OG0007683	XP_973768.1	XP_017887692.1
OG0007684	XP_008198108.1	XP_017890179.1
OG0007686	XP_008199375.1	XP_017890941.1
OG0007687	XP_015836023.1	XP_026673224.1
OG0007688	XP_966764.1	XP_017888262.1
OG0007689	XP_015840864.1	XP_026671001.1
OG0007690	XP_966951.1	XP_017892546.1
OG0007691	XP_967294.1	XP_026671434.1
OG0007692	XP_008192605.1	XP_017882666.1
OG0007695	XP_972760.1	XP_017888566.1
OG0007696	XP_008192295.1	XP_017881287.1
OG0007698	XP_015839547.1	XP_017886363.1
OG0007699	XP_008198314.1	XP_017875928.1
OG0007700	XP_015836359.1	XP_026671710.1
OG0007702	XP_001811836.1	XP_017887847.1
OG0007704	XP_008198433.1	XP_026674972.1, XP_017891503.1
OG0007705	XP_001810067.1	XP_017879988.1
OG0007706	XP_967209.1	XP_017887512.1
OG0007708	XP_970512.2	XP_017892779.1
OG0007709	XP_015836032.1	XP_017879540.1
OG0007711	XP_015834812.1	XP_017878737.1
OG0007712	XP_008198410.1, XP_008198409.1	XP_017889660.1
OG0007713	XP_967446.1	XP_017891449.1
OG0007714	XP_008190531.1	XP_026666880.1
OG0007716	XP_008197980.1	XP_017889836.1
OG0007717	XP_015833813.1	XP_017884789.1
OG0007718	XP_015837122.1	XP_026672565.1
OG0007719	XP_008194871.1	XP_026671723.1
OG0007720	NP_001163995.1	XP_017888964.1
OG0007721	XP_015837983.1	XP_026672885.1, XP_026672884.1
OG0007722	XP_001812694.1	XP_017893333.1
OG0007723	XP_015833177.1	XP_017887503.1
OG0007726	XP_968254.2	XP_017882322.1, XP_017882316.1
OG0007728	XP_001815436.1	XP_017875537.1
OG0007730	XP_970617.1	XP_017892056.1
OG0007731	XP_973584.1	XP_017877924.1
OG0007733	XP_008200692.1	XP_017884461.1
OG0007734	XP_967299.1	XP_017887882.1
OG0007735	XP_008201456.1	XP_017883378.1
OG0007736	XP_969213.1	XP_017881799.1
OG0007737	XP_008197187.1	XP_017887733.1
OG0007738	XP_001814310.1	XP_017875706.1
OG0007739	XP_008199035.1	XP_017890692.1
OG0007740	XP_008198327.1	XP_017881331.1
OG0007741	XP_008192487.2	XP_026668199.1
OG0007743	XP_008194870.1	XP_017892448.1
OG0007744	XP_968151.1	XP_017885643.1
OG0007745	XP_008195016.1	XP_026675137.1
OG0007746	XP_008198106.1	XP_017890182.1
OG0007747	XP_008197674.1	XP_026668475.1
OG0007748	XP_015837996.1	XP_026672829.1
OG0007749	XP_001810799.2	XP_026667239.1
OG0007751	XP_008201134.1	XP_017883612.1
OG0007752	XP_008198359.2	XP_017880020.1
OG0007753	XP_008200350.1	XP_017893352.2, XP_026669409.1
OG0007754	XP_008192366.1	XP_017887855.1
OG0007757	XP_008194010.1	XP_017877219.1
OG0007758	XP_015833931.1	XP_017880199.1
OG0007760	XP_008194489.1	XP_017875847.1
OG0007761	XP_973935.1	XP_026675628.1
OG0007762	XP_969341.2	XP_017879343.1
OG0007768	XP_008195587.1	XP_017882298.1
OG0007769	XP_973728.1	XP_026673322.1
OG0007770	XP_008190598.1	XP_017885620.1
OG0007772	XP_015833409.1	XP_017887930.1
OG0007773	XP_015833833.1	XP_017876796.1
OG0007774	XP_015838607.1	XP_017877896.1
OG0007775	XP_966567.1	XP_017890086.1
OG0007776	XP_008190287.1	XP_017877696.1
OG0007777	XP_008199541.2	XP_026666919.1
OG0007778	XP_015839581.1, XP_008199380.1	XP_017882478.1
OG0007779	XP_970220.2	XP_017883772.1
OG0007780	XP_974768.1	XP_017888554.2
OG0007781	XP_008191140.1	XP_017876448.1
OG0007783	XP_015837202.1	XP_026673324.1
OG0007784	XP_001811696.1	XP_017892740.1
OG0007785	XP_015835988.1	XP_017883020.1
OG0007786	XP_966824.1	XP_026674841.1
OG0007787	XP_001812465.1	XP_017887539.1
OG0007788	XP_008196977.1	XP_026667666.1
OG0007789	XP_008191634.1	XP_017885515.1
OG0007790	XP_008194862.1	XP_017892247.1
OG0007791	XP_969796.3	XP_017890456.1
OG0007792	XP_008199272.1	XP_017881794.2
OG0007793	XP_008201624.1	XP_026666819.1, XP_026666818.1, XP_026666817.1
OG0007794	XP_008198648.1	XP_017891559.1
OG0007795	XP_967417.1	XP_017880990.1
OG0007796	XP_967820.1	XP_017880118.1
OG0007798	XP_001808066.1	XP_017889862.1
OG0007799	XP_008195758.1	XP_017875556.1
OG0007800	XP_008190965.1	XP_017892433.1
OG0007801	XP_969334.1	XP_017886821.1
OG0007802	XP_968443.1	XP_017887261.1
OG0007803	XP_970500.1	XP_017889581.1
OG0007804	XP_015834708.1	XP_017883998.1
OG0007805	XP_008200357.1	XP_017877606.1
OG0007806	XP_001811437.2	XP_026669444.1, XP_017893243.1
OG0007808	XP_966398.2	XP_017887154.1
OG0007809	XP_001810854.1	XP_026673702.1
OG0007810	XP_971729.2	XP_017884487.1
OG0007811	XP_008201508.1	XP_017887589.1
OG0007812	XP_008201578.1	XP_017875100.1
OG0007813	XP_966365.1	XP_017885013.1
OG0007814	XP_967324.1	XP_017875513.1
OG0007815	XP_015834614.1	XP_017891823.1
OG0007817	XP_969624.2	XP_017881899.1
OG0007818	XP_967906.1	XP_017877122.1
OG0007819	XP_973775.3, XP_015832999.1, XP_001812933.1	XP_017892376.1
OG0007820	XP_008200981.1	XP_017883710.1
OG0007821	XP_008196345.1	XP_017883596.1
OG0007822	XP_008191832.1	XP_026666657.1
OG0007823	XP_015835664.1	XP_017893210.1
OG0007824	XP_015833502.1	XP_017888000.1
OG0007827	XP_008199333.1	XP_017881139.1, XP_026669859.1
OG0007828	XP_008196348.1	XP_017883485.2
OG0007829	XP_015833863.1	XP_017880172.1
OG0007830	XP_972788.2	XP_017875807.1
OG0007831	XP_008199512.1	XP_026673082.1
OG0007832	XP_968111.1	XP_026672118.1
OG0007833	XP_972121.1	XP_017881912.2
OG0007834	XP_008190646.1	XP_017885914.1
OG0007835	XP_015839929.1, XP_015836504.1	XP_017882567.1
OG0007836	XP_968190.1	XP_017893548.1
OG0007837	XP_968534.1	XP_017892677.1
OG0007839	XP_008200603.2, XP_008192828.1	XP_017875879.1
OG0007840	XP_008195993.1	XP_017883575.1
OG0007841	XP_969617.2	XP_017888733.1
OG0007842	XP_008192026.1	XP_017881995.1
OG0007843	XP_015833078.1, XP_001810921.1	XP_017875943.1
OG0007844	XP_973513.2	XP_017887186.1
OG0007845	XP_008197345.1	XP_017891719.1
OG0007846	XP_001813701.2	XP_017877086.1
OG0007847	XP_966464.1	XP_017878463.1
OG0007848	XP_015835417.1	XP_026673270.1
OG0007849	XP_971233.1	XP_017891848.1
OG0007850	XP_008192175.1	XP_026669084.1
OG0007851	XP_008196536.1	XP_017884871.1
OG0007852	XP_008192070.1	XP_017875913.1
OG0007853	XP_015836274.1	XP_017879904.1
OG0007855	XP_975371.1	XP_017885660.1
OG0007856	XP_015834757.1	XP_017884237.1
OG0007857	XP_969416.2	XP_017884076.1
OG0007858	XP_015839595.1	XP_017889809.1
OG0007859	XP_015833073.1	XP_017892337.1
OG0007860	XP_972552.3	XP_026671587.1
OG0007864	XP_008195115.1	XP_017885138.1
OG0007865	XP_015839049.1	XP_026669305.1
OG0007866	XP_969705.2	XP_017890366.1
OG0007867	XP_008200263.1	XP_017892874.1
OG0007868	XP_968102.1	XP_017878500.1
OG0007869	XP_973460.3	XP_017878072.1
OG0007870	XP_008190750.2	XP_017881924.1
OG0007874	XP_971397.2	XP_017878694.1
OG0007875	XP_008193886.1	XP_017882206.1
OG0007876	XP_008191654.1	XP_017878027.2
OG0007877	XP_008194217.1	XP_017885531.1
OG0007878	XP_008200708.1	XP_017880529.1
OG0007879	XP_008193879.1	XP_017888799.1, XP_017888802.1
OG0007880	XP_969216.1	XP_017887451.1
OG0007882	XP_008194936.1	XP_017884323.1
OG0007884	XP_008200817.1	XP_017888472.1
OG0007885	XP_008191148.1	XP_017882780.1
OG0007886	XP_015834389.1, XP_001813892.1	XP_026673560.1
OG0007887	XP_008194466.1	XP_017888540.1
OG0007888	XP_008190291.1	XP_017877694.1
OG0007889	XP_008194696.2	XP_017890977.1
OG0007891	XP_008190852.1	XP_026674240.1
OG0007892	XP_008195952.1	XP_017890068.1
OG0007893	XP_970679.1	XP_017880301.1
OG0007894	XP_008190919.2, XP_974966.1	XP_017893227.1
OG0007895	XP_015837553.1	XP_017877786.1
OG0007896	XP_015840908.1	XP_017875111.2
OG0007897	XP_008199604.1	XP_017886354.1, XP_017886361.1
OG0007898	XP_008199973.1	XP_017890206.1
OG0007899	XP_008196966.1	XP_017885121.1
OG0007900	XP_008200277.1	XP_017880353.1
OG0007901	XP_015835123.1	XP_017889044.1
OG0007902	XP_973506.1	XP_017879656.1
OG0007903	XP_008195797.1	XP_017891327.1
OG0007904	XP_008196381.1	XP_017884455.1
OG0007905	XP_015835134.1, XP_008192451.1	XP_017887106.1
OG0007906	XP_975053.1	XP_017878393.1
OG0007907	XP_015836466.1, XP_008198791.2	XP_017885505.1
OG0007908	XP_966936.2	XP_017891254.1
OG0007910	XP_008191645.2	XP_017876302.1, XP_017876303.1, XP_017876304.1
OG0007912	NP_001034495.1	XP_026669794.1, XP_017881013.1
OG0007913	XP_966893.1	XP_017893079.1, XP_026666540.1
OG0007914	XP_970355.1	XP_017879311.1
OG0007917	XP_008201121.1, XP_015840909.1	XP_017888373.1
OG0007918	XP_015835604.1, XP_008192971.1, XP_008192972.1	XP_026675199.1
OG0007919	XP_008200120.1	XP_017883033.1
OG0007921	XP_015834946.1, XP_008192181.1	XP_017876327.1
OG0007925	XP_008197021.1, XP_008201564.1	XP_017878154.1
OG0007927	XP_008195453.1	XP_017887916.1
OG0007929	NP_001127924.1, XP_008197027.1	XP_026672599.1, XP_026672600.1
OG0007933	XP_967661.1	XP_026675128.1
OG0007936	XP_008200046.1, XP_008200049.1, XP_008200048.1, XP_008200047.1	XP_026674782.1
OG0007939	XP_008198318.1	XP_026669805.1
OG0007942	XP_970983.1	XP_017879360.1, XP_026668951.1
OG0007946	XP_015840326.1, XP_015840434.1, XP_015840246.1, XP_015837076.1	XP_017892645.1
OG0007957	NP_001129378.1	XP_017886752.1
OG0007958	XP_008194164.1	XP_017875329.1
OG0007959	XP_969663.2	XP_017880766.1
OG0007960	XP_008190305.1	XP_017887266.1
OG0007962	XP_971486.1	XP_017891458.1
OG0007963	NP_001161909.1	XP_017893347.1
OG0007966	XP_976450.1	XP_017882072.1
OG0007967	XP_008193692.1	XP_017886893.1
OG0007968	XP_008190918.1	XP_017883703.1
OG0007969	NP_001107818.1, NP_001107797.1	XP_017889850.1
OG0007970	NP_001161899.1	XP_017888648.1
OG0007971	XP_969763.1	XP_017884616.1
OG0007972	XP_969131.1	XP_017884605.1
OG0007974	XP_008190540.1	XP_017881509.1
OG0007976	XP_015837473.1	XP_026672749.1
OG0007977	XP_969433.1	XP_017883806.2
OG0007981	XP_008194481.1	XP_017878183.1
OG0007982	XP_008190632.1	XP_017876688.1
OG0007984	XP_008197036.1	XP_017876487.1
OG0007985	XP_008195302.1	XP_026669058.1
OG0007987	XP_972533.1	XP_017890356.1
OG0007988	XP_968411.1, XP_008193774.1	XP_017892411.1
OG0007989	XP_972091.2	XP_017891838.2
OG0007990	XP_008198114.1	XP_017886193.1
OG0007991	XP_015834600.1	XP_017877923.1
OG0007992	XP_973808.1	XP_017880414.1
OG0007995	XP_008198852.1, XP_008195129.1	XP_017885613.1
OG0007996	XP_015838978.1	XP_017889306.1, XP_017892144.2
OG0007998	XP_008200163.1	XP_026674267.1, XP_026674269.1
OG0007999	XP_008190937.1	XP_017893283.1
OG0008003	XP_970120.2	XP_017882081.1
OG0008004	XP_008195995.1	XP_026674599.1, XP_026674458.1
OG0008005	XP_015839050.1	XP_026667952.1
OG0008006	XP_974454.1	XP_017880222.1
OG0008008	XP_008194482.1	XP_017875490.1
OG0008009	XP_008191531.1	XP_017877602.1
OG0008010	XP_015838192.1, XP_008196914.1	XP_017884757.1
OG0008012	XP_008195282.1	XP_026672477.1
OG0008013	XP_008195782.1	XP_017888981.1
OG0008015	XP_969770.1	XP_017884228.1
OG0008017	XP_001811234.1	XP_026675375.1
OG0008018	XP_969845.1	XP_017877235.1
OG0008019	XP_008193796.1	XP_017890046.1
OG0008020	XP_969636.1	XP_017884667.1
OG0008021	XP_008198603.1	XP_017883487.2
OG0008022	XP_971840.1	XP_026668644.1
OG0008023	NP_001242998.1	XP_017893350.1, XP_026666761.1
OG0008024	XP_008198130.1	XP_017882900.1
OG0008025	XP_008194244.1	XP_026674142.1
OG0008027	XP_015835729.1	XP_017890524.1
OG0008030	XP_001812431.2	XP_017876751.1
OG0008032	XP_008190270.1	XP_017893107.1
OG0008035	XP_967921.2	XP_017879495.1
OG0008036	XP_015840794.1	XP_017880973.1
OG0008040	XP_015835866.1	XP_017875355.1
OG0008043	XP_008194267.1	XP_017888307.2
OG0008044	XP_015838014.1	XP_017892690.1
OG0008047	XP_975577.1	XP_017886060.1
OG0008050	XP_008191378.1	XP_026670147.1
OG0008053	XP_969984.1	XP_017881632.2
OG0008055	XP_015840183.1	XP_017876726.1
OG0008056	XP_008195550.1	XP_026673256.1
OG0008058	XP_015836659.1	XP_026667187.1
OG0008060	XP_008190538.1	XP_017881861.1
OG0008061	XP_008197439.1	XP_026671623.1
OG0008062	XP_008200352.1	XP_017893406.1
OG0008063	XP_972276.1	XP_017883344.1
OG0008065	XP_969496.1	XP_017891120.1
OG0008066	XP_008196009.1	XP_017891821.1
OG0008067	XP_008199134.2	XP_017889410.1
OG0008068	XP_015832878.1	XP_017878189.1
OG0008069	XP_967004.2	XP_017883341.1
OG0008070	XP_015837029.1	XP_017886688.1
OG0008071	XP_015837034.1	XP_017876429.1
OG0008072	XP_971655.2	XP_017882587.1
OG0008073	XP_975978.2	XP_017875023.1
OG0008074	XP_973572.2	XP_017884442.1
OG0008075	XP_008193613.1	XP_017881450.1, XP_017881449.1
OG0008076	XP_008198434.1	XP_026674996.1
OG0008079	XP_008192520.1	XP_017879184.1
OG0008080	XP_008200845.1	XP_017889404.1
OG0008081	XP_008196078.1	XP_017890690.1
OG0008084	XP_008192124.1	XP_017875227.1
OG0008086	XP_969908.2	XP_026667388.1
OG0008087	XP_974192.1	XP_026671621.1
OG0008088	XP_008193596.1	XP_026667377.1
OG0008089	XP_015833592.1	XP_017892675.1
OG0008092	XP_001809953.1	XP_026674179.1
OG0008093	XP_972575.1	XP_026673624.1
OG0008094	XP_975251.1	XP_017879757.1
OG0008099	XP_008195464.1	XP_017891635.1
OG0008100	XP_008197748.1	XP_017891833.1
OG0008101	XP_969717.2	XP_017891681.1
OG0008102	XP_969683.1	XP_017880136.1
OG0008106	XP_015833136.1	XP_017878053.1
OG0008108	NP_001280509.1, XP_008190391.1	XP_017883185.1
OG0008109	XP_008195688.1	XP_017886313.1
OG0008110	XP_008194364.1	XP_017879061.1
OG0008111	XP_008198497.1	XP_017879997.1
OG0008113	XP_008199090.1	XP_017890401.1
OG0008114	XP_970956.2	XP_017884482.1
OG0008115	XP_015837074.1, XP_008196387.1	XP_017878990.1
OG0008116	XP_015838669.1	XP_017888602.1
OG0008117	XP_008193638.1	XP_017882160.1
OG0008118	XP_015836671.1	XP_017892125.1, XP_026675194.1
OG0008120	XP_008195618.1	XP_017892479.1
OG0008122	XP_015835797.1	XP_017876537.1
OG0008124	XP_972117.1	XP_017877238.1
OG0008125	XP_015836664.1, XP_008195102.1	XP_017891191.1
OG0008126	XP_008196758.1	XP_017881120.1
OG0008127	XP_008196778.1	XP_017882583.1
OG0008128	XP_008199362.1	XP_017886569.1
OG0008131	XP_008191388.1	XP_026670467.1
OG0008132	XP_008200003.1	XP_017880392.1
OG0008135	XP_973841.1	XP_017875027.1
OG0008138	XP_975499.1	XP_017881269.1
OG0008140	XP_008193200.1, XP_008196872.1, XP_015840058.1, XP_966427.1	XP_017887540.1
OG0008142	XP_008196369.1, XP_015838587.1	XP_017882418.1
OG0008144	XP_967775.1	XP_017882594.1
OG0008145	XP_008192114.1	XP_017880651.1
OG0008146	XP_008198829.1	XP_017886124.1
OG0008148	XP_008199930.1	XP_017880153.1
OG0008151	XP_008194578.1	XP_017889567.1
OG0008152	XP_008195635.1	XP_026674363.1
OG0008153	XP_015834599.1	XP_017878638.1
OG0008158	XP_015840513.1	XP_017885572.1
OG0008159	XP_008198055.1	XP_017878182.1
OG0008160	XP_015836542.1	XP_017887899.1, XP_017886214.1
OG0008167	XP_015839603.1	XP_017892658.2
OG0008169	XP_974097.1	XP_026672440.1
OG0008171	XP_008193869.1	XP_026671439.1
OG0008174	XP_008192459.1	XP_017889055.1
