Orthogroup	Tribolium_castaneum	Aedes_aegypti
OG0006908	NP_001161316.1	XP_021703551.1
OG0006909	XP_970132.1	XP_001653974.1
OG0006910	XP_975276.2	XP_021693726.1
OG0006911	XP_973298.1	XP_001662018.2
OG0006912	XP_976374.2, XP_972708.1	XP_021701816.1
OG0006914	XP_008195322.1	XP_001659386.1
OG0006915	XP_974961.2	XP_021698994.1
OG0006916	XP_008195174.1	XP_021702895.1
OG0006917	XP_971422.1	XP_001657887.1
OG0006918	XP_975625.1	XP_021693821.1
OG0006919	XP_966691.1, XP_015836563.1	XP_021700266.1
OG0006920	XP_967471.1	XP_001657573.2
OG0006921	XP_969427.1	XP_001654806.1
OG0006922	XP_969227.1	XP_001652869.2
OG0006923	XP_008201338.1	XP_001653060.2
OG0006924	XP_971629.2	XP_001653726.2
OG0006925	XP_969171.1	XP_001659922.2
OG0006927	XP_971530.1	XP_021697592.1
OG0006928	XP_008193413.1	XP_021706425.1
OG0006929	XP_970082.1	XP_001648761.2
OG0006930	XP_974995.1	XP_001650620.1
OG0006931	XP_973754.1	XP_001651840.1
OG0006932	XP_008195383.1	XP_021703913.1
OG0006933	XP_015838764.1	XP_001659319.2
OG0006935	XP_966334.1	XP_001655906.1
OG0006937	XP_968403.3	XP_001650856.2
OG0006938	XP_969840.1	XP_001658686.2
OG0006939	XP_972739.1	XP_021698827.1, XP_021698829.1
OG0006940	XP_008199995.1	XP_001650711.1
OG0006941	XP_008195762.1	XP_001653714.2
OG0006942	XP_015836050.1, XP_015836048.1, XP_015836047.1	XP_021697121.1, XP_021695183.1
OG0006943	XP_008193746.1	XP_021703016.1
OG0006944	XP_008201060.1	XP_001656755.2
OG0006945	XP_969203.2	XP_001655040.1
OG0006946	XP_008200288.1	XP_021704361.1
OG0006948	XP_008198270.1	XP_001651868.2
OG0006949	XP_015838201.1	XP_001648832.1
OG0006950	XP_973480.2	XP_021713260.1
OG0006951	XP_970204.1	XP_001649289.2
OG0006952	XP_015835630.1	XP_001658759.1
OG0006953	XP_015839532.1	XP_021693940.1
OG0006954	XP_967467.2	XP_021698685.1
OG0006956	XP_015833966.1	XP_001649979.1
OG0006957	XP_973468.3	XP_021697154.1
OG0006958	NP_001164082.1	XP_001655918.2
OG0006959	XP_015834024.1	XP_021697595.1
OG0006960	XP_969509.2	XP_001653167.1
OG0006961	XP_015836438.1	XP_001651548.1
OG0006962	XP_974286.2	XP_001655375.2
OG0006963	XP_008195284.1	XP_001656935.1, XP_021700525.1
OG0006964	XP_001812612.1, XP_008195821.1	XP_021698920.1
OG0006965	XP_973950.3	XP_021698157.1
OG0006966	XP_971551.3	XP_021704121.1
OG0006967	XP_008198761.1	XP_001656650.2
OG0006968	XP_008200646.1	XP_001657496.1
OG0006969	XP_969750.1	XP_001653055.1
OG0006970	XP_001814289.1	XP_021696539.1
OG0006971	XP_015839300.1	XP_021713353.1
OG0006972	XP_008192700.1	XP_001657794.2
OG0006973	XP_972631.1	XP_001657325.2
OG0006974	XP_008196668.1	XP_001663383.1
OG0006975	XP_008196993.1	XP_021708629.1
OG0006976	XP_972571.3	XP_021698676.1
OG0006979	XP_008195999.1	XP_021695269.1
OG0006980	XP_008194484.1	XP_021705880.1
OG0006981	XP_973880.2	XP_021700823.1
OG0006982	XP_001809957.2	XP_021696526.1
OG0006983	XP_008191400.1	XP_021698649.1
OG0006985	XP_008195301.1	XP_021695908.1
OG0006986	XP_008195731.1	XP_021700394.1
OG0006987	XP_008193981.1	XP_021695967.1
OG0006988	XP_008193701.1	XP_001650246.1
OG0006989	XP_001814386.1	XP_001657402.1
OG0006990	XP_008191786.1	XP_021703948.1
OG0006991	XP_008196992.2	XP_001656318.2
OG0006992	XP_008200240.1	XP_021697405.1
OG0006993	XP_015833265.1	XP_021701809.1
OG0006994	XP_969934.1	XP_021696955.1
OG0006995	XP_971396.2	XP_021707679.1
OG0006996	XP_015833010.1	XP_001648997.1
OG0006998	XP_008200604.1	XP_001655209.2
OG0006999	XP_008191989.1	XP_001648288.1
OG0007001	XP_008197627.1	XP_001659260.2
OG0007002	XP_008197274.1	XP_021696070.1
OG0007003	XP_001813943.1	XP_021710880.1
OG0007004	XP_968438.1	XP_001659514.1
OG0007006	XP_972330.1	XP_001653135.2
OG0007007	XP_008201495.2, NP_001034502.1	XP_001662973.2
OG0007008	XP_015838590.1	XP_001649385.2
OG0007009	XP_970941.1	XP_001650271.2
OG0007010	XP_975275.1	XP_001661571.1
OG0007012	XP_008191039.1	XP_001653953.1
OG0007014	XP_971484.2	XP_001657046.1
OG0007015	XP_008201097.1	XP_021710788.1
OG0007016	XP_971522.3	XP_001661901.2
OG0007017	XP_969718.2	XP_021702308.1
OG0007018	XP_969135.2	XP_001655444.2
OG0007020	XP_971952.1	XP_001655003.1
OG0007021	XP_971435.1	XP_021705246.1
OG0007022	XP_966401.2	XP_001654913.2
OG0007023	XP_973447.1	XP_021693712.1
OG0007024	XP_008196115.1	XP_021708220.1
OG0007025	XP_008199146.1	XP_001652146.1
OG0007026	XP_973490.1	XP_011493168.2
OG0007027	XP_972814.1	XP_001654470.1
OG0007028	XP_008196432.1	XP_021699353.1
OG0007029	XP_015833018.1	XP_021707715.1
OG0007030	XP_008196307.1	XP_001664206.2
OG0007031	XP_970259.1	XP_021702882.1
OG0007032	XP_970738.2	XP_001659378.1
OG0007033	XP_008193579.1	XP_021702525.1
OG0007034	XP_967786.3	XP_001657512.3
OG0007035	XP_966789.1	XP_001656938.1
OG0007036	XP_971978.1	XP_021695868.1
OG0007037	XP_015835607.1	XP_001654094.2
OG0007038	XP_968695.1	XP_001663147.2
OG0007039	XP_015837702.1	XP_021699395.1
OG0007040	XP_008199016.1	XP_021702282.1
OG0007041	NP_001153714.1	XP_001661932.1
OG0007043	XP_967929.2	XP_021698239.1
OG0007044	XP_001813224.1	XP_001661096.2
OG0007045	XP_974163.1	XP_021697072.1
OG0007046	XP_008193053.1	XP_021710389.1
OG0007047	XP_008200722.1	XP_021702026.1
OG0007049	XP_008192076.1	XP_021699297.1
OG0007050	XP_008195902.1	XP_021697938.1
OG0007051	XP_015838964.1	XP_001660147.3
OG0007052	XP_966811.1	XP_001650205.1
OG0007053	XP_008201283.1	XP_021713143.1
OG0007054	XP_008195404.1	XP_001651607.1
OG0007055	XP_008196147.1	XP_021699715.1
OG0007056	XP_008198233.1	XP_001655773.1
OG0007057	XP_008201718.1	XP_001656301.2
OG0007058	XP_015838147.1	XP_021709471.1
OG0007059	NP_001123908.1	XP_001649970.1
OG0007060	XP_015840829.1	XP_021706192.1
OG0007061	XP_015836514.1	XP_021710016.1, XP_021710015.1
OG0007063	XP_974423.1	XP_021707982.1, XP_001662684.2
OG0007064	XP_973384.2	XP_021710033.1
OG0007065	XP_970566.1	XP_001658614.1
OG0007066	XP_008197648.1	XP_021703944.1
OG0007067	NP_001280524.1	XP_001652343.2
OG0007068	XP_008192032.1	XP_021702550.1
OG0007070	XP_969516.1	XP_021696489.1
OG0007071	XP_967534.2	XP_001652160.1
OG0007072	XP_008197736.1	XP_001661842.1
OG0007073	XP_008195158.1	XP_021698914.1, XP_021698915.1
OG0007074	XP_001808956.1	XP_001660397.2
OG0007075	XP_008190891.1	XP_021699158.1
OG0007076	XP_008200897.1	XP_001649813.1
OG0007077	XP_001814707.1	XP_001656403.1
OG0007078	XP_973267.1	XP_001655808.1
OG0007079	XP_008197621.1	XP_001648030.2
OG0007080	XP_008196696.1	XP_001653922.2
OG0007081	XP_974701.1	XP_021700181.1
OG0007082	XP_008193543.1	XP_001653153.1
OG0007083	XP_972683.3	XP_011493248.1
OG0007084	XP_015836586.1	XP_021707871.1
OG0007086	XP_008198238.1	XP_021697878.1
OG0007088	XP_971540.1	XP_001662951.1
OG0007089	XP_008191778.1	XP_021707395.1
OG0007090	XP_015833371.1	XP_021700012.1
OG0007091	XP_015835224.1	XP_001657782.1
OG0007092	XP_972003.1	XP_021705407.1
OG0007093	XP_971236.1	XP_001662138.2
OG0007094	XP_970123.1	XP_001658036.2
OG0007095	XP_975675.1	XP_021702532.1
OG0007096	XP_008190416.1	XP_001652655.2
OG0007097	XP_008197904.1	XP_021712857.1
OG0007098	XP_008193305.1	XP_001659672.1
OG0007099	XP_008194038.1	XP_001658172.2
OG0007100	XP_008201411.1	XP_021700031.1
OG0007101	XP_966919.1	XP_001655691.1, XP_021708110.1
OG0007102	XP_974278.2	XP_001654005.2
OG0007103	XP_969098.1	XP_001661342.2
OG0007104	XP_966692.1	XP_001654680.1
OG0007105	XP_972929.2	XP_021706625.1
OG0007106	XP_008191478.1	XP_021698013.1
OG0007107	XP_001810630.1	XP_001657781.2, XP_021712612.1
OG0007108	XP_008196119.1	XP_001652148.1
OG0007109	XP_008192381.1	XP_021698823.1
OG0007110	XP_971072.1	XP_021693012.1
OG0007111	XP_008190418.1	XP_021699356.1, XP_021704564.1
OG0007112	XP_969599.2	XP_001649893.1
OG0007113	XP_974276.1	XP_001659396.1
OG0007115	XP_015835463.1	XP_001657306.2
OG0007116	XP_967634.1	XP_021698849.1
OG0007117	XP_015833128.1	XP_001656907.2
OG0007118	XP_971485.1	XP_001653970.1
OG0007119	XP_008192226.1	XP_021709286.1
OG0007120	XP_015840874.1	XP_021705543.1
OG0007121	XP_972051.1	XP_021706629.1
OG0007122	XP_015835775.1	XP_001649734.1
OG0007123	XP_001809966.1	XP_021696570.1
OG0007124	XP_975626.3	XP_021705484.1
OG0007125	XP_008193970.1	XP_021696773.1
OG0007126	XP_001812383.1	XP_001661086.1
OG0007127	XP_972542.1	XP_021700627.1
OG0007128	XP_015833446.1	XP_021706174.1
OG0007129	XP_971515.1	XP_001661999.1
OG0007130	XP_015840059.1	XP_001648490.1
OG0007131	XP_015838202.1	XP_021700365.1
OG0007132	XP_973337.1	XP_001649465.2
OG0007133	XP_969706.1	XP_001663588.1
OG0007134	XP_973727.1	XP_001660492.2
OG0007135	XP_008196769.1	XP_001659543.2
OG0007136	XP_008198288.1	XP_021696032.1
OG0007137	XP_971875.2	XP_021708362.1
OG0007138	XP_008196761.1	XP_021695012.1
OG0007139	XP_015835882.1	XP_001663435.1
OG0007140	XP_971592.1	XP_001654491.2
OG0007141	XP_969519.1, XP_967683.1	XP_021699379.1
OG0007142	XP_008190912.1	XP_021699268.1
OG0007143	XP_008192184.1	XP_021705224.1
OG0007145	XP_966534.1	XP_021702552.1
OG0007146	XP_969419.1	XP_001655108.1
OG0007147	XP_015833137.1	XP_021697116.1
OG0007148	XP_966613.1	XP_001658319.1
OG0007149	NP_001161912.1	XP_021702034.1, XP_021702042.1
OG0007150	XP_008197796.1	XP_001664176.2
OG0007151	XP_008194161.1	XP_001654560.1
OG0007152	XP_008200700.1	XP_001662506.1
OG0007153	XP_971137.1	XP_001653862.1
OG0007154	XP_971457.1	XP_001648056.1
OG0007155	XP_008199264.1	XP_021705657.1
OG0007156	XP_971047.1	XP_021706383.1
OG0007158	XP_015838005.1	XP_021695725.1
OG0007159	XP_966996.1	XP_001658768.2
OG0007160	XP_969040.2	XP_001648798.2
OG0007161	XP_967197.1	XP_021693387.1
OG0007162	XP_008192313.1	XP_021708046.1
OG0007163	NP_001103903.1	XP_001651034.1
OG0007164	XP_973842.1	XP_021705703.1
OG0007165	XP_008194930.1	XP_021701460.1
OG0007166	XP_967328.1	XP_021696287.1
OG0007168	XP_974633.1	XP_001662376.1
OG0007169	XP_969130.2	XP_001653586.2
OG0007171	XP_969670.3	XP_021713253.1
OG0007173	XP_974792.1	XP_001657235.1
OG0007174	XP_975635.1	XP_001649284.1
OG0007175	XP_968222.2	XP_001662454.2
OG0007176	XP_008199627.1	XP_001656637.1
OG0007177	XP_008199911.1	XP_011493455.1
OG0007178	XP_969971.1	XP_021701729.1
OG0007179	XP_015838696.1	XP_021700837.1
OG0007180	XP_015838690.1	XP_021697849.1
OG0007182	XP_968551.1	XP_001650439.2
OG0007184	XP_015832906.1	XP_021706715.1
OG0007185	XP_008196296.1	XP_021693929.1
OG0007186	XP_015839447.1	XP_021711280.1
OG0007187	XP_968231.1	XP_001653450.2
OG0007188	XP_971149.1	XP_001660333.1
OG0007189	XP_015838931.1, NP_001036036.1	XP_021699929.1
OG0007190	XP_969008.2	XP_021700127.1
OG0007192	XP_975105.3	XP_001663279.1
OG0007193	XP_008201042.1	XP_021699538.1, XP_021699531.1
OG0007194	XP_008201563.1	XP_001654736.1
OG0007195	XP_001815629.1	XP_021706587.1
OG0007196	XP_008192248.1	XP_001662448.1
OG0007197	XP_008195661.1	XP_021712980.1
OG0007198	XP_975504.1	XP_001655482.1
OG0007199	XP_967923.1	XP_021703941.1, XP_021703942.1, XP_001648865.1
OG0007200	XP_008190461.1	XP_001661818.2
OG0007201	XP_008192657.1	XP_021705122.1
OG0007202	XP_001811434.1	XP_021704626.1
OG0007203	XP_001814107.1	XP_021711668.1
OG0007204	XP_008201248.1, NP_001038090.1, NP_001036813.1	XP_001648340.2
OG0007205	XP_008197825.1	XP_021698655.1
OG0007206	XP_008195323.1	XP_021699655.1
OG0007208	XP_968840.1	XP_001661454.1
OG0007209	XP_008195715.1	XP_021695914.1
OG0007210	XP_015840541.1	XP_021704617.1
OG0007211	XP_008193025.1	XP_021701430.1
OG0007212	XP_966496.1	XP_021695851.1
OG0007213	XP_015835477.1	XP_021701785.1
OG0007214	XP_015837044.1, NP_001034536.1	XP_001661192.2, XP_021699627.1
OG0007216	XP_015833514.1	XP_021709242.1
OG0007217	XP_008194411.1	XP_001649174.2
OG0007219	XP_008199269.2	XP_021707980.1
OG0007220	XP_971766.1	XP_001658238.1
OG0007221	XP_015840172.1, XP_015840182.1	XP_021702500.1
OG0007222	XP_973105.1	XP_001654992.2
OG0007223	XP_967839.1	XP_021702619.1
OG0007225	XP_971019.1	XP_021713390.1
OG0007226	XP_969731.1	XP_021700868.1
OG0007227	XP_968441.2	XP_001650415.2
OG0007228	XP_975059.2	XP_021710128.1
OG0007229	XP_975201.1	XP_001649719.1
OG0007230	XP_969003.3	XP_001654826.2
OG0007231	XP_008191602.1	XP_021707699.1
OG0007232	XP_969887.1	XP_001656178.2
OG0007233	NP_001034494.1	XP_001648494.1
OG0007234	XP_008200633.1	XP_021713348.1
OG0007235	XP_015838601.1	XP_021705486.1, XP_021705487.1
OG0007236	XP_015834042.1	XP_021702627.1
OG0007237	XP_008198009.2	XP_021713393.1
OG0007239	XP_967995.2	XP_021697326.1
OG0007241	XP_001812287.1	XP_021710701.1
OG0007242	XP_015840640.1	XP_001660425.1
OG0007243	XP_967524.1	XP_021705485.1
OG0007244	XP_008198257.1	XP_001650619.1
OG0007245	XP_973962.1	XP_001658356.1
OG0007248	XP_008195420.1	XP_001648330.1
OG0007249	XP_008191719.1	XP_021700943.1
OG0007250	XP_971879.2	XP_001657324.1
OG0007251	XP_969311.1	XP_001651546.2
OG0007253	XP_969241.1	XP_001657525.1
OG0007254	XP_001811450.1	XP_021704307.1
OG0007255	XP_015834601.1	XP_001654991.1
OG0007257	XP_008191981.1	XP_021709287.1
OG0007259	XP_008190963.1	XP_021701849.1
OG0007260	XP_008193034.1	XP_001655938.2
OG0007262	XP_008190807.1	XP_021694914.1
OG0007263	XP_973446.3	XP_001663274.1
OG0007264	XP_015840525.1	XP_021707095.1
OG0007265	XP_970112.1	XP_001657106.1
OG0007267	XP_015838527.1	XP_021694782.1
OG0007268	XP_001812757.1	XP_021705516.1
OG0007269	XP_967400.1	XP_021700880.1
OG0007270	XP_008190728.1	XP_021702898.1
OG0007271	XP_974100.1	XP_021692970.1
OG0007272	XP_975616.1	XP_021694111.1
OG0007273	XP_008201268.1	XP_021709368.1
OG0007275	XP_966940.1	XP_001663510.1
OG0007276	XP_971936.1	XP_001660131.1
OG0007277	XP_008192620.1	XP_021706955.1
OG0007278	XP_967748.1	XP_001652354.1
OG0007279	XP_008193020.1	XP_001657464.1
OG0007280	XP_008200287.1	XP_021710640.1
OG0007281	XP_001807104.1	XP_001649290.2
OG0007282	XP_972905.1	XP_001663283.1
OG0007283	XP_973892.2	XP_001652143.1, XP_021704846.1
OG0007284	XP_008190394.1	XP_001663840.2
OG0007285	XP_970257.1	XP_021693915.1
OG0007286	XP_008196323.1	XP_021712701.1
OG0007287	XP_969070.1	XP_001656295.1
OG0007288	XP_015839619.1, NP_001164152.1	XP_021701852.1
OG0007289	XP_001809986.1	XP_021711083.1
OG0007290	XP_972144.1	XP_021712382.1, XP_001656217.2
OG0007291	XP_974635.1	XP_021701917.1
OG0007293	XP_008200359.1	XP_021706286.1
OG0007294	XP_968165.1	XP_021710745.1
OG0007295	XP_008200637.1	XP_021708776.1, XP_021708774.1
OG0007296	XP_008199223.2	XP_001658270.1
OG0007297	XP_969394.1	XP_001658604.1
OG0007298	XP_966727.1	XP_021693147.1
OG0007299	XP_967657.1	XP_021712983.1
OG0007300	XP_008201418.1	XP_001653807.1
OG0007301	XP_975432.1	XP_021710292.1, XP_021712774.1
OG0007302	XP_008196093.1	XP_021700811.1
OG0007303	XP_967428.1	XP_001654296.1
OG0007304	XP_008199397.1	XP_021695970.1
OG0007305	XP_008191060.1	XP_021710324.1
OG0007306	XP_008191539.1	XP_021710682.1
OG0007307	XP_974006.1	XP_001662980.2
OG0007308	XP_015840372.1	XP_001648760.2
OG0007309	XP_008195093.1, XP_008195092.1	XP_021700734.1
OG0007311	XP_968887.1	XP_001652027.2
OG0007312	XP_973963.1	XP_001655431.2
OG0007313	XP_968704.1	XP_021700741.1
OG0007314	XP_015838869.1	XP_021711630.1
OG0007315	XP_008191493.1	XP_021702635.1
OG0007316	XP_015835093.1	XP_021701175.1
OG0007317	XP_008193043.1	XP_021692952.1
OG0007318	XP_971349.1	XP_001652933.1
OG0007319	XP_968103.1	XP_001664114.2
OG0007320	XP_969453.1	XP_001651398.1
OG0007321	XP_008198269.1	XP_021693443.1
OG0007322	XP_008192069.1	XP_001657613.1
OG0007323	XP_008197212.1	XP_021701101.1
OG0007324	XP_974603.1	XP_001663392.2
OG0007325	XP_008192969.1	XP_021703849.1
OG0007326	XP_974584.2	XP_021703597.1
OG0007327	XP_975414.2	XP_001652351.2
OG0007328	XP_008193320.1	XP_021711003.1
OG0007329	XP_974735.1	XP_021712460.1, XP_021712418.1
OG0007330	XP_008201148.1	XP_021704511.1
OG0007331	XP_969224.2	XP_001651826.2
OG0007332	XP_971037.1	XP_001649167.1
OG0007334	XP_015838807.1	XP_001652497.1
OG0007335	XP_971953.1	XP_001663073.1
OG0007336	XP_008194234.2	XP_021706445.1
OG0007337	XP_008191355.1	XP_001651037.2
OG0007338	XP_008197688.1	XP_001662429.2
OG0007339	XP_015840528.1	XP_021709315.1
OG0007340	XP_008191178.1, NP_001164142.1	XP_021695617.1
OG0007341	XP_001810176.2	XP_001656747.2
OG0007342	XP_972350.2	XP_021698892.1
OG0007343	XP_008194632.1	XP_021694232.1
OG0007344	XP_015837006.1	XP_021697531.1
OG0007345	NP_001034499.1	XP_001656460.1
OG0007346	XP_015835530.1	XP_021701568.1
OG0007348	XP_008193614.1	XP_021706038.1
OG0007349	XP_015840822.1	XP_001650384.2
OG0007350	XP_015838467.1	XP_001663169.2
OG0007351	XP_972294.2	XP_001654490.2
OG0007352	XP_008201623.1	XP_021710068.1
OG0007353	XP_971778.1	XP_021701711.1
OG0007355	XP_008195845.1	XP_021700589.1
OG0007356	XP_970427.1	XP_001661329.1
OG0007357	XP_972041.1	XP_001659176.1
OG0007359	XP_015834573.1	XP_021703982.1
OG0007360	XP_008192581.1	XP_021703968.1
OG0007361	XP_015838693.1	XP_021701111.1
OG0007362	XP_008192342.1	XP_021704149.1
OG0007363	XP_970873.1	XP_021706378.1, XP_011493071.1
OG0007364	XP_972870.1	XP_001653316.2
OG0007365	XP_975158.1	XP_021707582.1
OG0007366	XP_008199209.1	XP_001661248.1
OG0007367	XP_008197362.1	XP_011493540.1
OG0007368	XP_973716.2	XP_021706185.1
OG0007369	XP_008200052.1	XP_001652965.2
OG0007370	XP_967040.1	XP_001659123.1
OG0007371	XP_969497.1	XP_021706730.1
OG0007372	XP_967896.1	XP_001652424.2
OG0007373	XP_015839467.1, NP_001107810.1	XP_021696265.1
OG0007374	XP_015840615.1	XP_021711000.1
OG0007375	XP_015835021.1	XP_021707561.1
OG0007376	XP_008199884.1	XP_001661152.1, XP_001647702.2
OG0007378	XP_008194255.1	XP_021698400.1
OG0007379	XP_008194717.1	XP_021699573.1
OG0007380	XP_008196564.1	XP_021695176.1
OG0007381	XP_015834977.1	XP_021709167.1, XP_021709168.1, XP_021709169.1
OG0007382	XP_008196370.1	XP_001659425.2
OG0007383	XP_008199108.1	XP_021700733.1
OG0007384	XP_008195826.1	XP_021702087.1, XP_021702088.1, XP_021702086.1, XP_021702089.1
OG0007385	XP_015838449.1	XP_001648221.2
OG0007386	XP_008201422.1	XP_021697960.1
OG0007387	XP_008195616.1	XP_001654535.1
OG0007388	XP_015834926.1	XP_001660054.1
OG0007389	XP_967416.1	XP_001649602.2
OG0007390	XP_015837796.1	XP_021709770.1
OG0007391	XP_015834734.1, XP_015834735.1, XP_015834736.1	XP_021701179.1
OG0007392	XP_015836550.1	XP_021693888.1
OG0007393	XP_008192063.2	XP_001653753.2
OG0007394	XP_974748.1	XP_001653895.2
OG0007395	XP_015834017.1	XP_001652844.2
OG0007396	XP_008190721.1	XP_001653923.1
OG0007397	XP_969461.1	XP_001656941.2
OG0007398	XP_008198081.1	XP_021696899.1
OG0007399	XP_975345.2	XP_001654256.1
OG0007401	XP_008194941.1	XP_001654928.2
OG0007402	XP_008196910.1	XP_001664280.1
OG0007403	NP_001164293.1	XP_021696553.1
OG0007404	XP_008196416.1	XP_021693563.1
OG0007405	XP_008200386.1	XP_001653059.1
OG0007407	XP_015833344.1	XP_021701329.1
OG0007409	XP_008201165.1	XP_001654906.1
OG0007410	XP_969609.1	XP_001660598.1
OG0007411	XP_008195877.1	XP_001649374.1
OG0007412	XP_015836078.1	XP_021704289.1
OG0007413	XP_968346.2	XP_001656173.1
OG0007414	XP_968074.1	XP_001651565.1
OG0007415	XP_970543.1	XP_001655383.2
OG0007417	XP_008195391.1	XP_021694087.1
OG0007419	XP_970878.1	XP_021703170.1
OG0007420	XP_972406.2	XP_021693952.1
OG0007421	XP_970052.1, XP_969906.2	XP_001662263.2
OG0007422	XP_967756.1	XP_001653471.1
OG0007423	XP_008191818.1	XP_021709120.1
OG0007425	XP_008195160.1	XP_001662601.2
OG0007426	XP_008192974.1	XP_021697043.1
OG0007427	XP_015839209.1	XP_001659749.2
OG0007428	XP_015837641.1	XP_021698931.1
OG0007429	XP_974929.1	XP_021697494.1
OG0007430	XP_971970.1	XP_001659245.1
OG0007431	XP_972831.1	XP_021703282.1
OG0007432	XP_015834570.1	XP_021695026.1
OG0007433	XP_008193451.1	XP_021706675.1
OG0007434	XP_971391.1	XP_001659858.1
OG0007436	XP_008199883.1	XP_021710773.1
OG0007437	XP_008194162.1	XP_021707220.1
OG0007439	XP_008193999.1	XP_021708637.1
OG0007440	XP_008190900.1	XP_001659481.2
OG0007441	XP_008199194.1	XP_021705229.1
OG0007442	XP_967193.1	XP_021693131.1
OG0007443	XP_008190293.1	XP_021706575.1
OG0007444	XP_015834518.1	XP_021700372.1
OG0007445	XP_015837450.1	XP_021693762.1
OG0007446	XP_008191462.1	XP_001650914.1
OG0007447	XP_969728.1	XP_001658637.2
OG0007448	XP_008201074.1	XP_021695583.1
OG0007449	XP_015838817.1	XP_021699760.1
OG0007450	XP_972477.1	XP_021699139.1
OG0007451	XP_015833693.1	XP_021699107.1
OG0007453	XP_008193139.1	XP_001653784.1
OG0007454	XP_008190905.1	XP_021695607.1
OG0007455	XP_015833802.1	XP_001653086.2
OG0007457	XP_970749.1	XP_001649826.2
OG0007458	XP_974194.1	XP_001657481.2
OG0007459	XP_008193745.1	XP_021700852.1
OG0007460	XP_008190591.1	XP_021710505.1
OG0007461	XP_015834965.1	XP_021705383.1
OG0007462	NP_001034531.1	XP_001653816.1
OG0007464	XP_966432.2	XP_001657043.1
OG0007465	XP_008195772.1	XP_021699748.1
OG0007466	XP_015836195.1	XP_001651362.1
OG0007467	XP_971322.1	XP_001651700.1
OG0007468	XP_015834526.1	XP_021710862.1
OG0007469	XP_008198516.1	XP_021702509.1
OG0007470	XP_969586.1	XP_021703064.1
OG0007472	XP_972377.2	XP_001652422.2
OG0007473	XP_008193355.1	XP_021708155.1
OG0007474	XP_967725.2	XP_001663404.1
OG0007475	XP_008191920.1	XP_001647845.1
OG0007477	XP_967694.1	XP_001648441.1
OG0007478	XP_972381.1	XP_001648677.1
OG0007479	XP_973835.1	XP_001649088.2
OG0007480	XP_008193260.1	XP_001649841.1
OG0007481	XP_973616.1	XP_001650542.2
OG0007485	XP_008194935.1	XP_001652584.2
OG0007486	XP_008195648.1	XP_001652723.2
OG0007487	XP_008196154.1	XP_001652744.1
OG0007488	XP_008190463.1	XP_001653119.2
OG0007489	XP_970660.2	XP_001653657.3
OG0007490	XP_008196291.1	XP_001653725.2
OG0007493	XP_008192162.1	XP_021700805.1, XP_001654141.2
OG0007494	XP_008195924.1	XP_001654528.1
OG0007495	XP_973930.2	XP_001654855.1
OG0007496	XP_015837516.1	XP_001655227.1
