Orthogroup	Tribolium_castaneum	Dufourea_novaeangliae
OG0006212	XP_008194346.1	XP_015440463.1
OG0006214	XP_008198272.1	XP_015431502.1
OG0006215	XP_972389.1	XP_015433774.1
OG0006216	XP_015833492.1	XP_015429938.1
OG0006217	XP_974716.1	XP_015437041.1
OG0006218	XP_974418.1	XP_015438510.1
OG0006219	XP_967673.1	XP_015439106.1
OG0006220	XP_968878.1	XP_015440425.1
OG0006221	XP_970593.2	XP_015429684.1
OG0006222	XP_008192239.1	XP_015432125.1
OG0006223	XP_008191963.1	XP_015429115.1
OG0006224	XP_971011.1, XP_008201542.1	XP_015439275.1
OG0006225	XP_967459.1	XP_015436560.1
OG0006226	XP_015837923.1	XP_015436488.1
OG0006228	XP_969161.2	XP_015438572.1
OG0006229	XP_008196961.1, NP_001127850.1	XP_015435909.1
OG0006230	XP_008198972.1	XP_015435232.1
OG0006231	XP_008199267.1	XP_015432900.1
OG0006232	XP_968899.1	XP_015435105.1
OG0006233	XP_008194458.1	XP_015434947.1
OG0006234	XP_015834942.1	XP_015437164.1
OG0006235	XP_970755.2	XP_015436099.1
OG0006236	XP_971934.2	XP_015438173.1
OG0006237	XP_008195326.1	XP_015440105.1
OG0006238	XP_008192284.1	XP_015440387.1
OG0006239	XP_973089.1	XP_015430228.1
OG0006240	XP_008198164.1	XP_015434561.1
OG0006241	XP_973652.1	XP_015438533.1
OG0006242	XP_972226.3	XP_015430433.1
OG0006243	XP_974351.1	XP_015437303.1
OG0006244	XP_972740.1	XP_015439377.1
OG0006245	XP_970678.1	XP_015434079.1
OG0006246	XP_967705.1	XP_015437985.1
OG0006247	XP_975203.2	XP_015429095.1
OG0006248	XP_974638.1	XP_015434896.1
OG0006249	XP_015837072.1	XP_015439849.1
OG0006250	XP_015840452.1, XP_969448.1	XP_015432599.1
OG0006251	XP_973772.1	XP_015437249.1
OG0006252	NP_001034525.1	XP_015434563.1
OG0006253	XP_008196309.1	XP_015439833.1
OG0006254	XP_971710.2	XP_015434256.1
OG0006255	XP_968858.3	XP_015439107.1
OG0006256	XP_008192355.1	XP_015428389.1
OG0006257	XP_974304.1	XP_015432923.1
OG0006258	NP_001107765.1	XP_015436855.1
OG0006259	XP_969365.1	XP_015433754.1
OG0006260	XP_015836489.1	XP_015433557.1
OG0006261	XP_008199143.1	XP_015438949.1
OG0006262	XP_972829.1	XP_015434983.1
OG0006263	XP_015840946.1	XP_015429997.1
OG0006264	XP_001811917.1	XP_015429514.1
OG0006266	XP_968122.1	XP_015429270.1
OG0006267	XP_975078.2	XP_015430526.1
OG0006268	XP_967117.1	XP_015432134.1
OG0006269	XP_008195313.1	XP_015437883.1
OG0006270	XP_968806.3	XP_015433973.1
OG0006271	XP_968366.1	XP_015440473.1
OG0006272	XP_008191065.1	XP_015431736.1
OG0006273	XP_974567.2	XP_015430321.1
OG0006274	XP_973671.2	XP_015431137.1
OG0006275	XP_975323.1	XP_015436248.1
OG0006276	XP_008199318.1	XP_015431167.1
OG0006277	XP_972150.2	XP_015439315.1
OG0006278	XP_971450.1	XP_015434548.1
OG0006279	XP_008199174.1	XP_015435660.1
OG0006280	XP_015835096.1	XP_015433868.1
OG0006281	XP_008192768.1	XP_015429143.1
OG0006282	XP_008200283.1	XP_015433757.1
OG0006283	NP_001164094.1, XP_008200461.1	XP_015430779.1
OG0006284	XP_008201728.1	XP_015429355.1
OG0006285	XP_967513.1	XP_015432921.1
OG0006286	XP_008195631.1	XP_015437254.1
OG0006287	XP_015836430.1	XP_015439099.1
OG0006288	XP_008192776.1	XP_015437875.1
OG0006289	XP_972899.1	XP_015432589.1
OG0006290	XP_968844.1	XP_015437764.1
OG0006291	XP_015836383.1	XP_015433980.1
OG0006292	XP_971490.1, XP_015836264.1	XP_015432367.1
OG0006293	XP_968467.1, XP_967097.1	XP_015432970.1
OG0006294	XP_966616.1	XP_015436501.1
OG0006295	XP_008195028.1	XP_015436628.1
OG0006296	XP_975638.1	XP_015435749.1
OG0006297	XP_008197797.1	XP_015438681.1
OG0006298	XP_968109.1	XP_015437990.1
OG0006299	XP_008201533.1	XP_015438306.1
OG0006300	XP_008192925.1	XP_015428542.1
OG0006301	XP_008200121.1	XP_015437808.1
OG0006302	XP_975194.2	XP_015430257.1
OG0006303	XP_008197566.1	XP_015431654.1
OG0006304	XP_967396.1	XP_015430750.1
OG0006305	XP_008192163.1	XP_015432144.1
OG0006306	XP_008198935.1	XP_015428532.1
OG0006307	XP_008194418.1	XP_015437519.1, XP_015437520.1
OG0006308	XP_972593.1	XP_015439928.1
OG0006309	XP_969584.1	XP_015430722.1
OG0006310	XP_008199323.1	XP_015438059.1
OG0006311	XP_975769.1	XP_015439095.1
OG0006312	XP_008201336.1	XP_015436303.1
OG0006313	XP_967788.1	XP_015435333.1
OG0006314	XP_008197803.1	XP_015431567.1
OG0006315	XP_015838682.1	XP_015431584.1
OG0006316	XP_001814047.1	XP_015428564.1
OG0006317	XP_971377.1	XP_015438575.1
OG0006318	XP_015840161.1	XP_015432118.1
OG0006319	XP_973781.1	XP_015437748.1
OG0006320	XP_974032.3	XP_015431011.1
OG0006321	XP_015837795.1, XP_015837794.1	XP_015439414.1
OG0006322	XP_969081.1	XP_015429667.1
OG0006323	XP_969881.1	XP_015437040.1
OG0006324	XP_015839977.1	XP_015432449.1
OG0006325	XP_975115.1	XP_015430927.1
OG0006326	XP_008193707.1	XP_015430066.1
OG0006327	XP_973265.1	XP_015437142.1
OG0006328	XP_973520.1	XP_015438048.1
OG0006329	XP_008200453.1	XP_015434791.1
OG0006330	XP_008196849.1	XP_015439146.1
OG0006331	XP_970043.2	XP_015434055.1
OG0006332	XP_966737.1	XP_015440496.1
OG0006333	XP_967150.1	XP_015431148.1
OG0006334	XP_970258.3	XP_015432603.1
OG0006335	XP_975679.2	XP_015430719.1
OG0006336	XP_974732.3	XP_015432035.1
OG0006337	XP_008193898.1	XP_015434471.1
OG0006338	XP_008198894.1	XP_015437891.1
OG0006339	XP_969974.2	XP_015429170.1
OG0006340	XP_969014.1	XP_015432060.1
OG0006341	XP_969694.1	XP_015436249.1
OG0006342	XP_972140.1, XP_008192387.1	XP_015434037.1
OG0006343	XP_008197440.1	XP_015428752.1
OG0006344	XP_967064.1	XP_015437678.1
OG0006345	XP_008194877.1	XP_015432200.1
OG0006346	XP_975242.1	XP_015433867.1
OG0006347	XP_967413.1	XP_015429417.1
OG0006348	XP_008197900.1	XP_015432215.1
OG0006349	XP_971770.1	XP_015433552.1
OG0006350	XP_008191855.1	XP_015429796.1
OG0006351	XP_008201369.1	XP_015434710.1
OG0006352	XP_008199164.1	XP_015432578.1
OG0006353	XP_008196657.1	XP_015438766.1
OG0006355	XP_008197719.1	XP_015430470.1
OG0006356	XP_973551.1	XP_015436010.1
OG0006357	XP_008194944.1	XP_015429229.1
OG0006358	XP_966409.1	XP_015428891.1
OG0006359	XP_015834095.1	XP_015437479.1
OG0006360	XP_968892.1	XP_015429508.1
OG0006361	XP_008194669.1	XP_015438934.1
OG0006362	XP_015833389.1, XP_008190921.1	XP_015440375.1
OG0006363	XP_968124.2	XP_015438198.1
OG0006364	XP_008191418.1	XP_015433770.1
OG0006365	XP_968712.2	XP_015430198.1
OG0006366	XP_008191093.1	XP_015435704.1
OG0006368	XP_974191.1	XP_015434027.1
OG0006369	XP_015839149.1	XP_015431475.1
OG0006370	XP_968179.1	XP_015434126.1
OG0006371	XP_967247.2	XP_015431710.1
OG0006372	XP_974114.2	XP_015434821.1
OG0006373	XP_008193147.1	XP_015428638.1
OG0006374	XP_971689.1	XP_015429726.1
OG0006375	XP_008198624.1	XP_015429142.1
OG0006376	XP_008195117.1	XP_015439504.1
OG0006377	XP_008190836.1	XP_015438133.1
OG0006378	XP_970244.1	XP_015434667.1
OG0006379	XP_015833902.1, XP_972461.1	XP_015428916.1
OG0006380	XP_975069.1	XP_015428602.1
OG0006381	XP_008192680.1	XP_015429004.1
OG0006382	XP_008198299.1	XP_015434798.1
OG0006383	XP_966740.1	XP_015438226.1
OG0006384	XP_008200069.1, XP_008200070.1	XP_015440492.1
OG0006385	XP_008200175.1	XP_015436349.1
OG0006386	XP_971252.1	XP_015432382.1
OG0006387	XP_015836426.1, XP_015836408.1	XP_015429512.1
OG0006388	XP_008190611.1	XP_015435942.1
OG0006389	XP_967510.2	XP_015438373.1
OG0006390	XP_974784.1	XP_015435698.1
OG0006391	XP_008201022.1	XP_015431493.1
OG0006392	XP_969056.1	XP_015429929.1
OG0006393	XP_968347.1	XP_015429063.1
OG0006394	XP_008193619.1	XP_015429319.1
OG0006395	XP_008201476.1, XP_008201477.1	XP_015435091.1
OG0006396	XP_015835444.1	XP_015437693.1
OG0006397	XP_008193042.1	XP_015432192.1
OG0006398	XP_974084.1	XP_015429123.1
OG0006399	XP_015838133.1	XP_015434359.1
OG0006400	XP_015837215.1	XP_015435152.1
OG0006401	XP_008194829.2	XP_015429598.1
OG0006402	XP_008196798.1	XP_015433116.1
OG0006403	XP_015833396.1	XP_015430026.1
OG0006404	XP_973226.1	XP_015435497.1
OG0006405	XP_968294.1	XP_015432358.1
OG0006406	XP_008199618.1	XP_015434004.1
OG0006407	XP_008197696.1	XP_015437457.1
OG0006408	XP_008199399.1	XP_015435146.1
OG0006409	XP_968188.1	XP_015436914.1
OG0006410	XP_008197354.1	XP_015436966.1
OG0006411	XP_973116.1, XP_008195776.1	XP_015440201.1
OG0006412	XP_968536.1	XP_015433866.1
OG0006413	XP_008192636.1	XP_015433412.1
OG0006415	XP_015837698.1, XP_015837695.1	XP_015431210.1
OG0006416	XP_973026.1	XP_015432952.1
OG0006417	XP_008195262.1	XP_015437632.1
OG0006418	XP_015834030.1	XP_015434062.1
OG0006419	XP_975423.1	XP_015429622.1
OG0006420	XP_975447.1	XP_015437244.1
OG0006421	XP_015839225.1	XP_015431467.1, XP_015431468.1
OG0006422	XP_970089.1	XP_015436265.1
OG0006423	XP_008193406.1	XP_015435334.1
OG0006424	XP_008197285.1	XP_015438957.1
OG0006425	XP_967594.1	XP_015436860.1
OG0006426	XP_970005.1	XP_015434311.1
OG0006427	XP_967239.1	XP_015432755.1
OG0006428	XP_015835351.1	XP_015437568.1
OG0006429	XP_015838597.1, XP_015838592.1	XP_015431025.1
OG0006431	XP_967482.1	XP_015434296.1
OG0006432	XP_008192443.1	XP_015431348.1
OG0006433	XP_008195500.1	XP_015440128.1
OG0006434	XP_008198977.1	XP_015436735.1
OG0006435	XP_008196000.1	XP_015436504.1
OG0006437	XP_008190829.1	XP_015433200.1
OG0006438	XP_974586.1	XP_015439446.1
OG0006439	XP_972658.1	XP_015430319.1
OG0006440	XP_973240.2	XP_015439749.1
OG0006441	XP_973953.2	XP_015432960.1
OG0006442	XP_967088.1	XP_015432033.1
OG0006443	XP_970720.1	XP_015439643.1
OG0006444	XP_968770.1	XP_015436928.1
OG0006445	XP_968396.2	XP_015435851.1
OG0006446	XP_008193494.1	XP_015430111.1
OG0006447	XP_008198789.1	XP_015432659.1
OG0006448	XP_966816.1	XP_015431983.1, XP_015431943.1
OG0006449	XP_008191527.1, XP_008200414.1	XP_015429297.1
OG0006450	XP_008196630.1	XP_015433406.1
OG0006451	XP_972120.1	XP_015433793.1
OG0006452	XP_969562.1	XP_015433301.1
OG0006454	XP_001810629.1	XP_015428695.1
OG0006455	XP_015840692.1	XP_015435678.1
OG0006456	XP_975491.1	XP_015433983.1
OG0006457	XP_971596.1	XP_015433510.1
OG0006459	XP_015840501.1	XP_015434730.1
OG0006460	XP_008194721.1	XP_015434842.1
OG0006462	XP_008190692.1, NP_001034526.1	XP_015433014.1
OG0006463	XP_971577.2	XP_015434279.1
OG0006464	XP_001813884.2	XP_015439800.1
OG0006465	XP_008193545.1, XP_008193544.1	XP_015432164.1
OG0006466	XP_970735.1	XP_015437551.1
OG0006467	XP_008193210.1	XP_015438479.1
OG0006468	XP_970419.2, XP_015836661.1, XP_015840389.1	XP_015430688.1
OG0006469	XP_008199426.1	XP_015436246.1
OG0006470	XP_015838948.1, XP_015838947.1	XP_015434827.1
OG0006471	XP_015838045.1	XP_015433676.1
OG0006472	XP_008197389.1	XP_015428731.1
OG0006473	XP_015839075.1	XP_015437120.1
OG0006474	XP_015838946.1, XP_015840119.1	XP_015433258.1
OG0006476	XP_967236.1	XP_015434843.1
OG0006477	XP_966732.1	XP_015435535.1
OG0006478	XP_015839380.1	XP_015437483.1
OG0006480	XP_974460.1	XP_015439953.1
OG0006481	XP_015840848.1, XP_008195976.1	XP_015439768.1
OG0006482	XP_008195897.1	XP_015429647.1
OG0006483	XP_015840054.1	XP_015429843.1
OG0006484	XP_015833919.1	XP_015433959.1
OG0006485	XP_970704.1	XP_015435338.1
OG0006486	NP_001034501.1	XP_015429784.1
OG0006487	XP_008191452.1	XP_015438318.1
OG0006488	XP_975046.1	XP_015433016.1
OG0006489	XP_975178.1	XP_015432697.1
OG0006490	XP_008200796.2	XP_015435363.1
OG0006491	XP_974195.1	XP_015429774.1
OG0006492	XP_008198282.1, XP_015839108.1, XP_015839109.1, XP_974215.2	XP_015429326.1
OG0006493	XP_974653.1	XP_015435738.1
OG0006494	XP_015836407.1	XP_015429026.1
OG0006495	XP_008193526.1	XP_015433648.1
OG0006496	XP_015835810.1	XP_015430968.1
OG0006497	XP_968788.2	XP_015434600.1
OG0006498	XP_968216.1	XP_015430343.1
OG0006499	XP_015837754.1	XP_015429707.1
OG0006500	XP_008201619.1	XP_015429341.1
OG0006501	XP_971919.1	XP_015436843.1
OG0006502	XP_008190868.1	XP_015434593.1
OG0006503	XP_008197741.1	XP_015432337.1
OG0006504	XP_015838512.1	XP_015431646.1
OG0006505	XP_972170.1	XP_015432782.1
OG0006506	XP_008191365.1	XP_015434523.1
OG0006507	XP_015837209.1	XP_015433042.1
OG0006508	XP_972197.1	XP_015437650.1
OG0006509	XP_008197902.1	XP_015430184.1
OG0006510	XP_970302.1	XP_015438271.1
OG0006511	XP_008192857.1	XP_015436785.1
OG0006512	XP_015840657.1	XP_015432669.1
OG0006513	XP_966706.1	XP_015432715.1
OG0006514	XP_015839674.1	XP_015438785.1
OG0006515	XP_008199871.2	XP_015439334.1
OG0006516	XP_968072.1	XP_015430839.1
OG0006517	XP_008196560.1	XP_015432750.1
OG0006518	XP_969385.2, XP_008193040.1	XP_015433640.1
OG0006519	XP_974169.1	XP_015435774.1
OG0006520	XP_008192744.1	XP_015437760.1
OG0006521	XP_975406.1	XP_015429185.1
OG0006522	XP_008195578.1	XP_015434485.1
OG0006523	XP_015834602.1	XP_015436442.1
OG0006524	XP_975575.1	XP_015430290.1
OG0006525	XP_973643.1	XP_015435003.1
OG0006526	XP_008200345.1	XP_015435798.1
OG0006527	XP_970294.2	XP_015431703.1
OG0006528	XP_015833785.1	XP_015431057.1
OG0006529	XP_972074.1	XP_015429001.1
OG0006530	XP_970036.2	XP_015434484.1
OG0006531	XP_015836152.1, XP_001812872.1, XP_015836153.1	XP_015437669.1
OG0006532	XP_975337.1	XP_015428888.1
OG0006533	XP_974988.1	XP_015437888.1
OG0006534	XP_008198523.1, XP_015839091.1	XP_015435726.1
OG0006535	XP_001810533.2	XP_015439993.1
OG0006536	XP_008196325.1	XP_015433287.1
OG0006537	XP_008195255.1	XP_015433812.1
OG0006538	NP_001280506.1	XP_015431329.1
OG0006539	XP_967878.1	XP_015435601.1
OG0006540	XP_015834054.1	XP_015429011.1
OG0006541	XP_975332.1	XP_015432977.1
OG0006542	XP_969181.2	XP_015429703.1
OG0006543	XP_967443.3	XP_015433775.1
OG0006544	XP_015834618.1	XP_015440099.1
OG0006545	XP_008194661.1, XP_015836341.1	XP_015433518.1
OG0006546	XP_973591.1	XP_015431618.1
OG0006547	XP_973505.1	XP_015436889.1
OG0006548	XP_008196394.1	XP_015436806.1
OG0006549	XP_967047.1	XP_015440013.1
OG0006550	XP_967967.1	XP_015438929.1
OG0006551	XP_008192790.1	XP_015437197.1
OG0006552	XP_008195219.1	XP_015439151.1
OG0006553	XP_015835850.1	XP_015435250.1
OG0006554	XP_968301.1	XP_015428739.1
OG0006555	XP_972655.1	XP_015434527.1
OG0006556	XP_015836858.1	XP_015433401.1
OG0006557	XP_008201037.1	XP_015433822.1
OG0006558	XP_008197665.1	XP_015431573.1
OG0006559	XP_015839389.1	XP_015434226.1, XP_015434224.1
OG0006560	XP_008200220.1	XP_015431517.1
OG0006561	XP_975968.1	XP_015430772.1
OG0006562	XP_015840271.1, XP_966939.1	XP_015436953.1
OG0006563	XP_969170.1	XP_015438774.1
OG0006565	XP_008195658.1	XP_015440237.1
OG0006566	XP_015839213.1	XP_015429664.1
OG0006568	XP_974413.2	XP_015431677.1
OG0006570	XP_008195778.1, XP_015837542.1	XP_015439855.1
OG0006571	XP_008200123.1	XP_015433946.1
OG0006572	XP_008194128.1	XP_015431262.1
OG0006573	XP_001812698.1	XP_015438210.1
OG0006574	XP_015836129.1	XP_015438679.1
OG0006575	XP_001810245.1, XP_970143.1	XP_015434217.1
OG0006576	XP_001814014.1	XP_015438723.1
OG0006577	XP_008195043.1	XP_015435034.1
OG0006578	XP_015834847.1	XP_015439396.1
OG0006579	XP_008196799.1	XP_015436547.1
OG0006580	XP_969232.1	XP_015431291.1
OG0006581	XP_008198570.1	XP_015437986.1
OG0006582	XP_008197636.1	XP_015429128.1
OG0006583	XP_008191437.1	XP_015435793.1
OG0006584	XP_974486.2	XP_015434248.1
OG0006585	XP_975633.1	XP_015440070.1
OG0006586	XP_001811993.1	XP_015437663.1
OG0006587	XP_971352.1	XP_015440022.1
OG0006588	XP_971928.3	XP_015434378.1
OG0006589	XP_974815.1	XP_015431188.1
OG0006590	XP_008194131.1	XP_015430150.1
OG0006591	XP_968338.2	XP_015429258.1
OG0006592	XP_969575.1	XP_015430761.1
OG0006593	XP_015839312.1	XP_015437028.1
OG0006594	XP_970747.3	XP_015440114.1
OG0006595	XP_008192400.1	XP_015429981.1
OG0006596	XP_969219.2	XP_015429404.1
OG0006597	XP_008197106.1	XP_015439213.1
OG0006598	XP_001812786.1	XP_015431964.1
OG0006599	XP_008201205.1	XP_015439320.1
OG0006600	XP_015835340.1	XP_015438624.1
OG0006602	XP_015838644.1	XP_015432765.1
OG0006603	XP_001812268.1	XP_015436988.1
OG0006604	XP_008200193.1	XP_015434535.1
OG0006605	XP_968777.1	XP_015430404.1
OG0006606	XP_008201281.1	XP_015440297.1
OG0006607	XP_015833320.1	XP_015429059.1
OG0006608	XP_975582.3	XP_015435558.1
OG0006609	XP_015836966.1	XP_015439873.1
OG0006610	XP_970236.1	XP_015434104.1
OG0006611	XP_015832873.1	XP_015439726.1
OG0006612	XP_001811995.1	XP_015437467.1
OG0006614	XP_015837421.1	XP_015430127.1
OG0006615	XP_008192595.1	XP_015437602.1
OG0006616	XP_974463.1	XP_015433602.1
OG0006617	XP_970707.2	XP_015435892.1
OG0006618	XP_008199450.1	XP_015437193.1
OG0006619	XP_971096.1	XP_015436078.1
OG0006620	XP_015834239.1	XP_015438243.1
OG0006621	XP_015839076.1	XP_015430380.1
OG0006622	XP_972125.2	XP_015433148.1
OG0006623	XP_008193284.1	XP_015436436.1
OG0006625	XP_008196488.1, XP_971042.2	XP_015428811.1
OG0006626	XP_015836069.1	XP_015435424.1
OG0006627	XP_008195334.1	XP_015434879.1
OG0006628	XP_970549.1	XP_015428761.1
OG0006629	XP_967779.1	XP_015430640.1
OG0006630	XP_008191652.1	XP_015431632.1
OG0006631	XP_015839544.1	XP_015436962.1
OG0006632	XP_974395.1	XP_015433310.1
OG0006634	XP_008193940.1	XP_015428431.1
OG0006635	XP_966682.1	XP_015435883.1
OG0006636	XP_008198300.1	XP_015436938.1
OG0006637	XP_008190846.1	XP_015438772.1
OG0006638	XP_008195200.1	XP_015438979.1
OG0006639	XP_001809693.1	XP_015436729.1
OG0006641	XP_015838319.1	XP_015433889.1
OG0006642	XP_969290.1	XP_015430015.1
OG0006643	XP_971303.1	XP_015439403.1
OG0006644	XP_008197454.1	XP_015431594.1
OG0006645	XP_008191049.1	XP_015431304.1
OG0006646	XP_969314.1	XP_015430191.1
OG0006647	XP_971753.1	XP_015433303.1
OG0006648	XP_974443.1	XP_015433619.1
OG0006649	XP_015835408.1	XP_015430305.1
OG0006650	XP_015840844.1	XP_015430177.1
OG0006651	NP_001164316.1	XP_015439260.1
OG0006652	XP_015840704.1	XP_015429752.1
OG0006653	XP_015835038.1	XP_015432805.1
OG0006654	XP_975015.2	XP_015433018.1
OG0006655	XP_008201159.1	XP_015438079.1
OG0006656	XP_008200689.1	XP_015428961.1
OG0006657	XP_975509.1, XP_008195939.1	XP_015433681.1
OG0006658	XP_008195756.1	XP_015437331.1
OG0006659	NP_001034500.1	XP_015431687.1
OG0006660	XP_974079.1	XP_015435183.1
OG0006661	XP_970246.2	XP_015438335.1
OG0006662	XP_015834463.1	XP_015431958.1
OG0006663	XP_969233.2	XP_015434154.1
OG0006664	XP_015836349.1	XP_015435955.1
OG0006665	XP_008197421.1	XP_015439265.1
OG0006666	XP_015838197.1	XP_015436473.1
OG0006667	XP_015834568.1, XP_008192104.1	XP_015435218.1
OG0006668	XP_973618.1	XP_015437200.1
OG0006669	XP_008192367.1, XP_008192368.1	XP_015431887.1
OG0006670	XP_008200740.1	XP_015435434.1
OG0006671	XP_008195132.1	XP_015435444.1
OG0006672	XP_008191966.1	XP_015431035.1
OG0006673	XP_970412.1	XP_015437309.1
OG0006674	XP_015839554.1	XP_015433109.1
OG0006675	XP_973940.1, XP_008193334.1	XP_015431802.1
OG0006676	XP_967082.1	XP_015435905.1
OG0006677	XP_008193090.1	XP_015431290.1
OG0006679	XP_001808926.2	XP_015434331.1
OG0006680	XP_008194824.1	XP_015433746.1
OG0006681	XP_969055.2	XP_015428907.1
OG0006682	XP_968578.2	XP_015436810.1
OG0006683	XP_971628.1	XP_015429640.1
OG0006684	XP_975522.1	XP_015437365.1
OG0006685	XP_008191780.1	XP_015432490.1
OG0006687	XP_974665.1	XP_015428545.1
OG0006688	XP_008193708.1	XP_015430065.1
OG0006689	XP_975139.1	XP_015436314.1
OG0006690	XP_972919.1	XP_015431588.1
OG0006692	XP_975260.1	XP_015430870.1
OG0006693	XP_015835689.1	XP_015440475.1
OG0006694	XP_008193306.1	XP_015440432.1
OG0006695	XP_008198934.1	XP_015436301.1
OG0006696	XP_008192904.1	XP_015430354.1
OG0006698	XP_008191226.1	XP_015431169.1
OG0006699	XP_971167.2	XP_015430251.1
OG0006700	XP_970813.1	XP_015433086.1
OG0006702	XP_970182.1	XP_015428449.1
OG0006703	XP_008190969.1	XP_015429857.1
OG0006704	XP_008195726.1	XP_015435367.1
OG0006705	XP_967295.2	XP_015434001.1
OG0006706	XP_008195161.2, XP_015836743.1	XP_015428601.1
OG0006707	XP_008195856.1	XP_015436291.1
OG0006708	XP_967066.1	XP_015429235.1
OG0006710	XP_967766.1	XP_015435900.1
OG0006711	XP_008195936.1	XP_015440048.1
OG0006713	XP_969942.3	XP_015431686.1
OG0006714	XP_015833500.1	XP_015430187.1
OG0006716	XP_975456.1	XP_015436880.1
OG0006717	XP_008197051.1, XP_008197052.1	XP_015432606.1
OG0006718	XP_008197973.1, XP_968710.2, XP_015840283.1	XP_015438707.1
OG0006719	NP_001092297.1, XP_015837047.1, NP_001092296.1	XP_015436172.1
OG0006720	XP_008195359.1	XP_015432925.1
OG0006721	XP_001812516.2	XP_015432249.1
OG0006722	XP_001809969.1	XP_015434875.1
OG0006723	XP_967484.2	XP_015432823.1
OG0006724	XP_001807996.1	XP_015430542.1
OG0006725	XP_008193676.1	XP_015433480.1
OG0006726	XP_015836060.1	XP_015428543.1
OG0006727	XP_001810341.1	XP_015437068.1
OG0006728	XP_008200363.1	XP_015429101.1
OG0006729	XP_972129.2	XP_015434624.1
OG0006731	XP_971647.1	XP_015438847.1
OG0006732	XP_008196374.1	XP_015428582.1
OG0006733	XP_008193363.1	XP_015432998.1
OG0006734	XP_008200728.1	XP_015435514.1
OG0006735	XP_970436.2	XP_015435773.1
OG0006736	XP_015835201.1, NP_001164137.1	XP_015432969.1
OG0006737	XP_015835855.1, XP_008193588.2	XP_015435592.1
OG0006738	XP_008198534.1, XP_015837961.1	XP_015431563.1
OG0006739	XP_008196292.1	XP_015431245.1
OG0006740	XP_008194222.1	XP_015433389.1
OG0006741	XP_008198080.1	XP_015433171.1
OG0006743	XP_015838972.1	XP_015434914.1
OG0006744	XP_015833992.1	XP_015435657.1
OG0006745	XP_015840725.1, XP_015840721.1	XP_015433225.1
OG0006746	XP_974080.1	XP_015435036.1
OG0006748	XP_008195654.1	XP_015439511.1
OG0006749	XP_972111.1	XP_015432854.1
OG0006750	XP_015840393.1	XP_015428436.1
OG0006751	XP_973030.2	XP_015432340.1
OG0006752	XP_015836531.1	XP_015432095.1
OG0006753	XP_008197689.1	XP_015438748.1
OG0006754	XP_967095.1	XP_015439319.1
OG0006755	XP_001816157.1	XP_015431701.1
OG0006757	XP_015834455.1	XP_015429093.1, XP_015429092.1, XP_015429091.1, XP_015429090.1
OG0006762	XP_976191.3	XP_015431186.1
OG0006773	XP_008192764.1	XP_015428995.1
OG0006776	XP_008197428.1	XP_015434114.1
OG0006786	XP_008198932.1	XP_015436089.1, XP_015436093.1, XP_015436092.1, XP_015436094.1
