Orthogroup	Tribolium_castaneum	Osmia_lignaria
OG0006382	XP_008198299.1	XP_034188620.1
OG0006383	XP_966740.1	XP_034179164.1
OG0006385	XP_008200175.1	XP_034184499.1
OG0006386	XP_971252.1	XP_034171033.1
OG0006387	XP_015836426.1, XP_015836408.1	XP_034188035.1
OG0006388	XP_008190611.1	XP_034188500.1
OG0006389	XP_967510.2	XP_034189954.1
OG0006390	XP_974784.1	XP_034196444.1
OG0006391	XP_008201022.1	XP_034194309.1
OG0006392	XP_969056.1	XP_034190241.1
OG0006393	XP_968347.1	XP_034182619.1
OG0006394	XP_008193619.1	XP_034172162.1
OG0006395	XP_008201476.1, XP_008201477.1	XP_034192502.1
OG0006396	XP_015835444.1	XP_034196374.1
OG0006397	XP_008193042.1	XP_034183301.1
OG0006398	XP_974084.1	XP_034196600.1
OG0006399	XP_015838133.1	XP_034188325.1
OG0006400	XP_015837215.1	XP_034192341.1
OG0006401	XP_008194829.2	XP_034180967.1
OG0006403	XP_015833396.1	XP_034190979.1
OG0006404	XP_973226.1	XP_034190144.1
OG0006405	XP_968294.1	XP_034178297.1
OG0006406	XP_008199618.1	XP_034189112.1
OG0006407	XP_008197696.1	XP_034190523.1
OG0006408	XP_008199399.1	XP_034181467.1
OG0006409	XP_968188.1	XP_034173819.1
OG0006410	XP_008197354.1	XP_034178283.1, XP_034178288.1
OG0006411	XP_973116.1, XP_008195776.1	XP_034176972.1
OG0006412	XP_968536.1	XP_034190489.1
OG0006413	XP_008192636.1	XP_034184679.1
OG0006415	XP_015837698.1, XP_015837695.1	XP_034191909.1
OG0006416	XP_973026.1	XP_034172990.1
OG0006417	XP_008195262.1	XP_034185791.1
OG0006418	XP_015834030.1	XP_034180840.1
OG0006420	XP_975447.1	XP_034196300.1
OG0006421	XP_015839225.1	XP_034181960.1
OG0006422	XP_970089.1	XP_034173489.1
OG0006423	XP_008193406.1	XP_034172694.1
OG0006424	XP_008197285.1	XP_034180481.1
OG0006425	XP_967594.1	XP_034178380.1
OG0006426	XP_970005.1	XP_034182005.1
OG0006427	XP_967239.1	XP_034191399.1
OG0006428	XP_015835351.1	XP_034183302.1
OG0006429	XP_015838597.1, XP_015838592.1	XP_034176487.1
OG0006431	XP_967482.1	XP_034182136.1
OG0006432	XP_008192443.1	XP_034196638.1
OG0006433	XP_008195500.1	XP_034192648.1
OG0006434	XP_008198977.1	XP_034180048.1
OG0006435	XP_008196000.1	XP_034181339.1
OG0006437	XP_008190829.1	XP_034178856.1
OG0006438	XP_974586.1	XP_034193495.1
OG0006439	XP_972658.1	XP_034187012.1
OG0006440	XP_973240.2	XP_034177497.1
OG0006441	XP_973953.2	XP_034172950.1
OG0006442	XP_967088.1	XP_034194565.1
OG0006443	XP_970720.1	XP_034174093.1
OG0006444	XP_968770.1	XP_034177693.1
OG0006445	XP_968396.2	XP_034188614.1
OG0006447	XP_008198789.1	XP_034191314.1
OG0006448	XP_966816.1	XP_034196331.1
OG0006449	XP_008191527.1, XP_008200414.1	XP_034181194.1
OG0006450	XP_008196630.1	XP_034182150.1
OG0006451	XP_972120.1	XP_034180803.1
OG0006452	XP_969562.1	XP_034177574.1
OG0006454	XP_001810629.1	XP_034175976.1
OG0006455	XP_015840692.1	XP_034185250.1
OG0006456	XP_975491.1	XP_034189273.1
OG0006457	XP_971596.1	XP_034184875.1
OG0006459	XP_015840501.1	XP_034186387.1
OG0006460	XP_008194721.1	XP_034193467.1
OG0006462	XP_008190692.1, NP_001034526.1	XP_034172073.1, XP_034172070.1
OG0006463	XP_971577.2	XP_034182080.1
OG0006464	XP_001813884.2	XP_034177342.1
OG0006465	XP_008193545.1, XP_008193544.1	XP_034186650.1
OG0006466	XP_970735.1	XP_034183253.1
OG0006467	XP_008193210.1	XP_034185847.1
OG0006468	XP_970419.2, XP_015836661.1, XP_015840389.1	XP_034174083.1
OG0006469	XP_008199426.1	XP_034184525.1
OG0006470	XP_015838948.1, XP_015838947.1	XP_034179953.1
OG0006471	XP_015838045.1	XP_034188170.1
OG0006472	XP_008197389.1	XP_034192168.1
OG0006473	XP_015839075.1	XP_034182443.1
OG0006474	XP_015838946.1, XP_015840119.1	XP_034192920.1
OG0006476	XP_967236.1	XP_034182144.1
OG0006477	XP_966732.1	XP_034176019.1
OG0006478	XP_015839380.1	XP_034185138.1
OG0006480	XP_974460.1	XP_034177452.1
OG0006481	XP_015840848.1, XP_008195976.1	XP_034177859.1
OG0006482	XP_008195897.1	XP_034181028.1
OG0006483	XP_015840054.1	XP_034190892.1
OG0006484	XP_015833919.1	XP_034188882.1
OG0006485	XP_970704.1	XP_034172111.1
OG0006486	NP_001034501.1	XP_034182259.1
OG0006487	XP_008191452.1	XP_034176583.1
OG0006488	XP_975046.1	XP_034172225.1
OG0006489	XP_975178.1	XP_034190954.1
OG0006490	XP_008200796.2	XP_034173482.1
OG0006491	XP_974195.1	XP_034173642.1
OG0006492	XP_008198282.1, XP_015839108.1, XP_015839109.1, XP_974215.2	XP_034194378.1
OG0006493	XP_974653.1	XP_034179886.1
OG0006494	XP_015836407.1	XP_034189123.1
OG0006495	XP_008193526.1	XP_034194227.1
OG0006496	XP_015835810.1	XP_034185408.1
OG0006497	XP_968788.2	XP_034191257.1
OG0006498	XP_968216.1	XP_034187038.1
OG0006499	XP_015837754.1	XP_034176558.1
OG0006500	XP_008201619.1	XP_034194358.1
OG0006501	XP_971919.1	XP_034173607.1
OG0006502	XP_008190868.1	XP_034190793.1
OG0006503	XP_008197741.1	XP_034178370.1
OG0006504	XP_015838512.1	XP_034173740.1
OG0006505	XP_972170.1	XP_034191037.1
OG0006506	XP_008191365.1	XP_034175518.1
OG0006507	XP_015837209.1	XP_034173138.1
OG0006508	XP_972197.1	XP_034186033.1
OG0006509	XP_008197902.1	XP_034178949.1
OG0006510	XP_970302.1	XP_034177585.1
OG0006511	XP_008192857.1	XP_034195482.1
OG0006512	XP_015840657.1	XP_034186980.1
OG0006513	XP_966706.1	XP_034186860.1
OG0006514	XP_015839674.1	XP_034176613.1
OG0006515	XP_008199871.2	XP_034179673.1
OG0006516	XP_968072.1	XP_034174267.1
OG0006517	XP_008196560.1	XP_034186672.1
OG0006518	XP_969385.2, XP_008193040.1	XP_034194512.1
OG0006519	XP_974169.1	XP_034188476.1
OG0006520	XP_008192744.1	XP_034193280.1
OG0006521	XP_975406.1	XP_034192457.1
OG0006522	XP_008195578.1	XP_034181084.1
OG0006523	XP_015834602.1	XP_034184239.1
OG0006524	XP_975575.1	XP_034173646.1
OG0006525	XP_973643.1	XP_034189262.1
OG0006526	XP_008200345.1	XP_034194218.1
OG0006527	XP_970294.2	XP_034173741.1
OG0006528	XP_015833785.1	XP_034184062.1
OG0006529	XP_972074.1	XP_034188828.1
OG0006530	XP_970036.2	XP_034171319.1
OG0006531	XP_015836152.1, XP_001812872.1, XP_015836153.1	XP_034186071.1
OG0006532	XP_975337.1	XP_034183533.1
OG0006533	XP_974988.1	XP_034187461.1
OG0006534	XP_008198523.1, XP_015839091.1	XP_034188660.1
OG0006535	XP_001810533.2	XP_034177242.1
OG0006536	XP_008196325.1	XP_034177375.1
OG0006537	XP_008195255.1	XP_034190582.1
OG0006538	NP_001280506.1	XP_034183467.1
OG0006539	XP_967878.1	XP_034178904.1
OG0006540	XP_015834054.1	XP_034171983.1
OG0006541	XP_975332.1	XP_034172865.1
OG0006543	XP_967443.3	XP_034186824.1
OG0006544	XP_015834618.1	XP_034174901.1
OG0006545	XP_008194661.1, XP_015836341.1	XP_034190551.1
OG0006546	XP_973591.1	XP_034174765.1
OG0006547	XP_973505.1	XP_034174449.1
OG0006548	XP_008196394.1	XP_034184944.1
OG0006549	XP_967047.1	XP_034177504.1
OG0006550	XP_967967.1	XP_034180516.1, XP_034180517.1
OG0006551	XP_008192790.1	XP_034194646.1
OG0006552	XP_008195219.1	XP_034192026.1
OG0006553	XP_015835850.1	XP_034172898.1
OG0006554	XP_968301.1	XP_034181746.1
OG0006555	XP_972655.1	XP_034194138.1
OG0006556	XP_015836858.1	XP_034190256.1
OG0006557	XP_008201037.1	XP_034176156.1
OG0006558	XP_008197665.1	XP_034188427.1
OG0006559	XP_015839389.1	XP_034182579.1
OG0006560	XP_008200220.1	XP_034182209.1
OG0006561	XP_975968.1	XP_034187745.1
OG0006562	XP_015840271.1, XP_966939.1	XP_034174859.1
OG0006563	XP_969170.1	XP_034176635.1
OG0006565	XP_008195658.1	XP_034177384.1
OG0006566	XP_015839213.1	XP_034171166.1
OG0006568	XP_974413.2	XP_034174585.1
OG0006570	XP_008195778.1, XP_015837542.1	XP_034177739.1
OG0006571	XP_008200123.1	XP_034184639.1
OG0006572	XP_008194128.1	XP_034190178.1, XP_034190179.1
OG0006573	XP_001812698.1	XP_034196317.1
OG0006574	XP_015836129.1	XP_034190748.1
OG0006576	XP_001814014.1	XP_034189024.1
OG0006577	XP_008195043.1	XP_034171076.1
OG0006578	XP_015834847.1	XP_034193899.1, XP_034193900.1
OG0006579	XP_008196799.1	XP_034175547.1
OG0006580	XP_969232.1	XP_034183574.1
OG0006581	XP_008198570.1	XP_034179745.1
OG0006582	XP_008197636.1	XP_034170850.1
OG0006583	XP_008191437.1	XP_034182779.1
OG0006584	XP_974486.2	XP_034171180.1
OG0006585	XP_975633.1	XP_034177448.1
OG0006586	XP_001811993.1	XP_034186090.1
OG0006587	XP_971352.1	XP_034177020.1
OG0006588	XP_971928.3	XP_034182384.1
OG0006589	XP_974815.1	XP_034185967.1
OG0006590	XP_008194131.1	XP_034189382.1
OG0006591	XP_968338.2	XP_034181270.1
OG0006592	XP_969575.1	XP_034174817.1
OG0006593	XP_015839312.1	XP_034176102.1
OG0006594	XP_970747.3	XP_034192872.1
OG0006595	XP_008192400.1	XP_034185769.1
OG0006596	XP_969219.2	XP_034185592.1
OG0006597	XP_008197106.1	XP_034180302.1
OG0006598	XP_001812786.1	XP_034195410.1
OG0006599	XP_008201205.1	XP_034193923.1
OG0006600	XP_015835340.1	XP_034186489.1
OG0006602	XP_015838644.1	XP_034187159.1
OG0006603	XP_001812268.1	XP_034190712.1
OG0006604	XP_008200193.1	XP_034189848.1
OG0006605	XP_968777.1	XP_034184790.1
OG0006606	XP_008201281.1	XP_034185279.1, XP_034185222.1
OG0006607	XP_015833320.1	XP_034182612.1
OG0006608	XP_975582.3	XP_034176405.1
OG0006609	XP_015836966.1	XP_034177749.1
OG0006610	XP_970236.1	XP_034180847.1
OG0006611	XP_015832873.1	XP_034177760.1
OG0006612	XP_001811995.1	XP_034184655.1
OG0006613	XP_015839413.1, XP_015840241.1	XP_034194684.1, XP_034194687.1
OG0006614	XP_015837421.1	XP_034179244.1
OG0006615	XP_008192595.1	XP_034187592.1
OG0006616	XP_974463.1	XP_034178829.1
OG0006617	XP_970707.2	XP_034182069.1
OG0006618	XP_008199450.1	XP_034192870.1
OG0006619	XP_971096.1	XP_034187810.1
OG0006621	XP_015839076.1	XP_034186707.1
OG0006622	XP_972125.2	XP_034193781.1
OG0006623	XP_008193284.1	XP_034184403.1
OG0006624	XP_008195886.1	XP_034172532.1
OG0006625	XP_008196488.1, XP_971042.2	XP_034181350.1
OG0006626	XP_015836069.1	XP_034172556.1
OG0006627	XP_008195334.1	XP_034179839.1
OG0006628	XP_970549.1	XP_034187760.1
OG0006629	XP_967779.1	XP_034173708.1
OG0006630	XP_008191652.1	XP_034173659.1
OG0006631	XP_015839544.1	XP_034173818.1
OG0006632	XP_974395.1	XP_034177575.1
OG0006634	XP_008193940.1	XP_034183039.1
OG0006635	XP_966682.1	XP_034190192.1
OG0006636	XP_008198300.1	XP_034187392.1
OG0006637	XP_008190846.1	XP_034175851.1, XP_034175852.1, XP_034175853.1, XP_034175850.1
OG0006638	XP_008195200.1	XP_034192016.1
OG0006639	XP_001809693.1	XP_034189361.1
OG0006641	XP_015838319.1	XP_034171371.1
OG0006642	XP_969290.1	XP_034176768.1
OG0006643	XP_971303.1	XP_034193681.1
OG0006644	XP_008197454.1	XP_034182796.1
OG0006645	XP_008191049.1	XP_034183482.1
OG0006646	XP_969314.1	XP_034172615.1
OG0006647	XP_971753.1	XP_034177220.1
OG0006648	XP_974443.1	XP_034178833.1
OG0006649	XP_015835408.1	XP_034186981.1
OG0006650	XP_015840844.1	XP_034179055.1
OG0006651	NP_001164316.1	XP_034191832.1
OG0006652	XP_015840704.1	XP_034172662.1
OG0006653	XP_015835038.1	XP_034173609.1
OG0006654	XP_975015.2	XP_034172743.1
OG0006655	XP_008201159.1	XP_034187820.1
OG0006656	XP_008200689.1	XP_034189818.1
OG0006657	XP_975509.1, XP_008195939.1	XP_034194279.1
OG0006658	XP_008195756.1	XP_034178989.1
OG0006659	NP_001034500.1	XP_034174491.1
OG0006660	XP_974079.1	XP_034184081.1
OG0006661	XP_970246.2	XP_034194769.1, XP_034194018.1
OG0006662	XP_015834463.1	XP_034195369.1
OG0006663	XP_969233.2	XP_034191772.1
OG0006664	XP_015836349.1	XP_034181436.1
OG0006665	XP_008197421.1	XP_034191792.1
OG0006666	XP_015838197.1	XP_034194050.1
OG0006667	XP_015834568.1, XP_008192104.1	XP_034181144.1
OG0006668	XP_973618.1	XP_034193630.1
OG0006669	XP_008192367.1, XP_008192368.1	XP_034185431.1
OG0006670	XP_008200740.1	XP_034172889.1
OG0006671	XP_008195132.1	XP_034172324.1
OG0006672	XP_008191966.1	XP_034185986.1
OG0006673	XP_970412.1	XP_034193297.1, XP_034193294.1
OG0006674	XP_015839554.1	XP_034179311.1
OG0006676	XP_967082.1	XP_034188557.1, XP_034188559.1
OG0006677	XP_008193090.1	XP_034183576.1
OG0006679	XP_001808926.2	XP_034188324.1
OG0006680	XP_008194824.1	XP_034171298.1
OG0006681	XP_969055.2	XP_034185857.1
OG0006682	XP_968578.2	XP_034178874.1
OG0006683	XP_971628.1	XP_034181820.1
OG0006684	XP_975522.1	XP_034175742.1
OG0006685	XP_008191780.1	XP_034193963.1
OG0006687	XP_974665.1	XP_034178045.1
OG0006688	XP_008193708.1	XP_034183930.1
OG0006689	XP_975139.1	XP_034178709.1
OG0006690	XP_972919.1	XP_034182680.1
OG0006691	XP_969962.1	XP_034178862.1
OG0006692	XP_975260.1	XP_034185622.1, XP_034184613.1
OG0006693	XP_015835689.1	XP_034174987.1, XP_034174983.1
OG0006694	XP_008193306.1	XP_034175674.1
OG0006695	XP_008198934.1	XP_034186176.1
OG0006696	XP_008192904.1	XP_034182833.1
OG0006698	XP_008191226.1	XP_034184022.1, XP_034184020.1
OG0006699	XP_971167.2	XP_034186762.1
OG0006700	XP_970813.1	XP_034181661.1
OG0006701	XP_971600.1	XP_034187520.1
OG0006702	XP_970182.1	XP_034196630.1
OG0006703	XP_008190969.1	XP_034190882.1
OG0006704	XP_008195726.1	XP_034172799.1
OG0006705	XP_967295.2	XP_034188914.1
OG0006706	XP_008195161.2, XP_015836743.1	XP_034178802.1
OG0006707	XP_008195856.1	XP_034195025.1
OG0006708	XP_967066.1	XP_034187880.1
OG0006710	XP_967766.1	XP_034181919.1
OG0006711	XP_008195936.1	XP_034192645.1, XP_034192644.1
OG0006713	XP_969942.3	XP_034173764.1, XP_034173763.1
OG0006714	XP_015833500.1	XP_034178886.1
OG0006716	XP_975456.1	XP_034173821.1
OG0006717	XP_008197051.1, XP_008197052.1	XP_034191640.1
OG0006718	XP_008197973.1, XP_968710.2, XP_015840283.1	XP_034186582.1
OG0006719	NP_001092297.1, XP_015837047.1, NP_001092296.1	XP_034180389.1
OG0006720	XP_008195359.1	XP_034172830.1
OG0006721	XP_001812516.2	XP_034183130.1
OG0006722	XP_001809969.1	XP_034182103.1
OG0006723	XP_967484.2	XP_034173146.1
OG0006724	XP_001807996.1	XP_034184885.1
OG0006725	XP_008193676.1	XP_034185083.1, XP_034185082.1
OG0006726	XP_015836060.1	XP_034178029.1
OG0006727	XP_001810341.1	XP_034187372.1, XP_034187371.1
OG0006728	XP_008200363.1	XP_034170942.1
OG0006729	XP_972129.2	XP_034182943.1
OG0006731	XP_971647.1	XP_034175821.1, XP_034175822.1, XP_034175820.1
OG0006732	XP_008196374.1	XP_034178191.1
OG0006733	XP_008193363.1	XP_034173118.1
OG0006734	XP_008200728.1	XP_034176516.1
OG0006735	XP_970436.2	XP_034188466.1
OG0006736	XP_015835201.1, NP_001164137.1	XP_034173104.1
OG0006738	XP_008198534.1, XP_015837961.1	XP_034181970.1, XP_034181973.1
OG0006739	XP_008196292.1	XP_034171051.1
OG0006740	XP_008194222.1	XP_034177776.1
OG0006741	XP_008198080.1	XP_034178839.1
OG0006743	XP_015838972.1	XP_034179942.1, XP_034179941.1
OG0006745	XP_015840725.1, XP_015840721.1	XP_034179304.1
OG0006746	XP_974080.1	XP_034171289.1
OG0006749	XP_972111.1	XP_034173082.1
OG0006750	XP_015840393.1	XP_034191287.1
OG0006751	XP_973030.2	XP_034178527.1
OG0006752	XP_015836531.1	XP_034182930.1
OG0006753	XP_008197689.1	XP_034194035.1
OG0006754	XP_967095.1	XP_034193724.1, XP_034193723.1
OG0006755	XP_001816157.1	XP_034173934.1, XP_034173932.1
OG0006757	XP_015834455.1	XP_034171718.1
OG0006773	XP_008192764.1	XP_034171140.1, XP_034171139.1, XP_034171138.1
OG0006776	XP_008197428.1	XP_034180100.1
OG0006777	XP_015834564.1	XP_034195965.1, XP_034195964.1, XP_034195962.1, XP_034195966.1
OG0006786	XP_008198932.1	XP_034185723.1
OG0006788	XP_015835633.1	XP_034173185.1
OG0006792	XP_008200867.1	XP_034179668.1
OG0006793	NP_001103252.1	XP_034179524.1
OG0006798	XP_972156.1	XP_034183145.1
OG0006799	XP_968358.1	XP_034196408.1
OG0006800	XP_971874.2	XP_034188299.1
OG0006801	XP_970194.1	XP_034174206.1
OG0006802	XP_968776.1	XP_034172962.1
OG0006803	XP_015840093.1	XP_034194187.1
OG0006804	XP_968727.1	XP_034181225.1
OG0006805	XP_968120.1	XP_034178131.1
OG0006806	XP_971841.2	XP_034187902.1
OG0006807	XP_974360.1	XP_034192072.1
OG0006808	XP_008192808.1	XP_034187429.1
OG0006809	XP_971419.1	XP_034180464.1
OG0006810	XP_969231.1	XP_034193433.1
OG0006811	XP_015838314.1	XP_034192356.1
OG0006812	XP_973149.1	XP_034176496.1
OG0006813	XP_972387.1	XP_034180388.1
OG0006814	XP_975476.1	XP_034180918.1
OG0006815	XP_008195168.1	XP_034178239.1
OG0006816	XP_975241.2	XP_034176098.1
OG0006817	XP_008191759.1	XP_034184681.1
OG0006818	XP_970060.2	XP_034181702.1
OG0006819	XP_008191840.1	XP_034188760.1
OG0006820	XP_975661.1	XP_034184814.1
OG0006821	XP_971657.1	XP_034183662.1
OG0006822	XP_974622.1	XP_034189637.1
OG0006823	XP_967663.2	XP_034194063.1
OG0006824	XP_015834011.1	XP_034192653.1
OG0006825	XP_974101.1	XP_034180168.1
OG0006826	XP_975493.2	XP_034186787.1
OG0006827	XP_973381.1	XP_034193434.1
OG0006828	XP_969284.1	XP_034179239.1
OG0006829	XP_971328.2	XP_034172545.1
OG0006831	XP_968495.1	XP_034180863.1
OG0006832	XP_968351.1	XP_034172046.1
OG0006833	XP_971748.1	XP_034192141.1
OG0006834	XP_970231.1	XP_034170831.1
OG0006835	XP_972583.1	XP_034190522.1
OG0006836	XP_968280.1	XP_034174868.1
OG0006837	XP_976032.1	XP_034179915.1
OG0006838	XP_008191171.1	XP_034188790.1
OG0006839	XP_008191122.1	XP_034185709.1
OG0006841	XP_967620.1	XP_034195114.1
OG0006842	XP_973689.1	XP_034174372.1
OG0006843	XP_968265.1	XP_034193665.1
OG0006844	XP_970635.1	XP_034189855.1
OG0006845	XP_008194739.1	XP_034184796.1
OG0006846	XP_008200228.1	XP_034182061.1
OG0006847	XP_968855.1	XP_034173088.1
OG0006848	XP_966912.1	XP_034183498.1
OG0006849	XP_973889.1	XP_034186402.1
OG0006850	XP_968036.1	XP_034172276.1
OG0006851	XP_008191501.1	XP_034172322.1
OG0006852	XP_972612.1	XP_034180583.1
OG0006853	XP_015838861.1, XP_015838550.1	XP_034192035.1
OG0006854	XP_008198303.1	XP_034178943.1
OG0006855	XP_967365.1	XP_034186729.1
OG0006857	XP_970243.1	XP_034186866.1
OG0006858	XP_974639.2	XP_034186147.1
OG0006859	XP_972684.2	XP_034191773.1
OG0006860	XP_008197065.1	XP_034180686.1
OG0006862	XP_973840.1	XP_034182269.1
OG0006863	XP_008195646.1	XP_034196021.1
OG0006864	XP_971028.1	XP_034175196.1, XP_034175195.1
OG0006865	XP_008199716.1	XP_034176238.1
OG0006866	XP_972465.1	XP_034179591.1
OG0006867	XP_970573.1	XP_034187346.1
OG0006868	NP_001073566.1	XP_034194746.1
OG0006869	XP_969347.1	XP_034180755.1
OG0006870	XP_974317.1	XP_034178843.1
OG0006871	XP_008195652.1	XP_034194971.1
OG0006872	XP_974477.1	XP_034172656.1
OG0006873	XP_967096.2	XP_034185462.1
OG0006874	XP_015840782.1	XP_034190345.1
OG0006875	XP_974756.1	XP_034175523.1
OG0006876	XP_967493.1	XP_034189567.1
OG0006877	XP_008196773.1	XP_034196688.1
OG0006878	XP_971683.1	XP_034175371.1
OG0006879	XP_972215.1	XP_034179829.1
OG0006881	XP_008195305.1	XP_034184455.1
OG0006882	XP_969550.1	XP_034176808.1
OG0006883	XP_001810604.1	XP_034192868.1
OG0006884	XP_969487.1	XP_034171573.1
OG0006885	XP_968609.1	XP_034176095.1
OG0006886	XP_001808466.1	XP_034190670.1
OG0006887	XP_008195222.1	XP_034171501.1
OG0006888	XP_975355.1	XP_034192087.1
OG0006889	XP_008193286.1, XP_001812086.2	XP_034184464.1
OG0006890	XP_970659.1	XP_034189670.1
OG0006891	XP_967650.1	XP_034174849.1
OG0006892	XP_967727.1	XP_034173022.1
OG0006893	XP_001809758.1	XP_034175359.1
OG0006894	XP_008197375.1	XP_034171204.1
OG0006895	XP_970263.1	XP_034185490.1
OG0006896	XP_971537.1	XP_034177787.1
OG0006897	XP_967765.1	XP_034179874.1
OG0006898	XP_008198813.1	XP_034181924.1
OG0006899	XP_008193923.1	XP_034192352.1
OG0006900	XP_973438.1	XP_034183889.1
OG0006901	XP_008200465.1	XP_034176741.1
OG0006902	XP_971215.1	XP_034176580.1
OG0006903	XP_975500.1	XP_034182199.1
OG0006904	XP_975208.1	XP_034178404.1
OG0006906	XP_008197831.1	XP_034176975.1
OG0006907	XP_971517.1	XP_034181901.1
OG0006908	NP_001161316.1	XP_034187488.1
OG0006909	XP_970132.1	XP_034192023.1
OG0006910	XP_975276.2	XP_034173722.1
OG0006911	XP_973298.1	XP_034180201.1
OG0006912	XP_976374.2, XP_972708.1	XP_034187530.1
OG0006914	XP_008195322.1	XP_034173492.1
OG0006915	XP_974961.2	XP_034172511.1
OG0006916	XP_008195174.1	XP_034174441.1
OG0006917	XP_971422.1	XP_034175110.1
OG0006918	XP_975625.1	XP_034176816.1
OG0006919	XP_966691.1, XP_015836563.1	XP_034187030.1
OG0006920	XP_967471.1	XP_034196049.1
OG0006921	XP_969427.1	XP_034179847.1
OG0006922	XP_969227.1	XP_034179584.1
OG0006923	XP_008201338.1	XP_034183523.1
OG0006924	XP_971629.2	XP_034190668.1
OG0006925	XP_969171.1	XP_034173872.1
OG0006927	XP_971530.1	XP_034178140.1
OG0006928	XP_008193413.1	XP_034187942.1
OG0006929	XP_970082.1	XP_034184859.1
OG0006930	XP_974995.1	XP_034184417.1
OG0006931	XP_973754.1	XP_034193216.1
OG0006932	XP_008195383.1	XP_034193548.1
OG0006933	XP_015838764.1	XP_034182448.1
OG0006935	XP_966334.1	XP_034179759.1
OG0006936	XP_015837768.1	XP_034192120.1
OG0006937	XP_968403.3	XP_034193946.1
OG0006938	XP_969840.1	XP_034174027.1
OG0006940	XP_008199995.1	XP_034180357.1
OG0006941	XP_008195762.1	XP_034180084.1
OG0006942	XP_015836050.1, XP_015836048.1, XP_015836047.1	XP_034175554.1
OG0006943	XP_008193746.1	XP_034183878.1
OG0006944	XP_008201060.1	XP_034181982.1
OG0006945	XP_969203.2	XP_034184514.1
OG0006946	XP_008200288.1	XP_034178589.1
OG0006947	XP_973570.1	XP_034171569.1
OG0006948	XP_008198270.1	XP_034191881.1
OG0006949	XP_015838201.1	XP_034175792.1
OG0006950	XP_973480.2	XP_034193647.1
OG0006951	XP_970204.1	XP_034187240.1
OG0006952	XP_015835630.1	XP_034181067.1
OG0006953	XP_015839532.1	XP_034179137.1
OG0006954	XP_967467.2	XP_034172703.1
OG0006956	XP_015833966.1	XP_034173962.1
OG0006957	XP_973468.3	XP_034172402.1
OG0006959	XP_015834024.1	XP_034170943.1
OG0006960	XP_969509.2	XP_034196019.1
OG0006961	XP_015836438.1	XP_034193770.1
OG0006962	XP_974286.2	XP_034173673.1
OG0006963	XP_008195284.1	XP_034192932.1, XP_034192933.1
OG0006965	XP_973950.3	XP_034174951.1
OG0006966	XP_971551.3	XP_034179615.1
OG0006967	XP_008198761.1	XP_034174284.1
OG0006968	XP_008200646.1	XP_034195234.1
OG0006969	XP_969750.1	XP_034185511.1
OG0006970	XP_001814289.1	XP_034191575.1
OG0006971	XP_015839300.1	XP_034190642.1
OG0006972	XP_008192700.1	XP_034181031.1
OG0006973	XP_972631.1	XP_034181767.1
OG0006974	XP_008196668.1	XP_034180369.1
OG0006975	XP_008196993.1	XP_034180355.1
