Orthogroup	Megalopta_genalis	Bombyx_mori
OG0006628	XP_033336864.1	NP_001040308.1
OG0006629	XP_033336899.1	XP_004926934.2
OG0006630	XP_033336941.1	NP_001165392.1, XP_037870177.1
OG0006631	XP_033335188.1, XP_033335190.1, XP_033335189.1	XP_037868764.1
OG0006632	XP_033324068.1	XP_004932371.1
OG0006633	XP_033333724.1	XP_037872084.1
OG0006634	XP_033335460.1, XP_033335461.1	XP_004924790.1
OG0006636	XP_033336910.1, XP_033336911.1	XP_004929520.1
OG0006638	XP_033335839.1	XP_037873064.1
OG0006639	XP_033329682.1	XP_021202837.2
OG0006640	XP_033337090.1, XP_033336906.1	XP_037870207.1, XP_037870206.1
OG0006641	XP_033337822.1	XP_037872800.1
OG0006642	XP_033331926.1	XP_037870102.1
OG0006643	XP_033324663.1	NP_001093290.1
OG0006644	XP_033321855.1	XP_021207605.1
OG0006645	XP_033340874.1	XP_037877845.1
OG0006646	XP_033340787.1	XP_037875319.1, XP_037875324.1
OG0006647	XP_033337263.1	XP_004921853.1
OG0006648	XP_033333710.1	NP_001040300.1
OG0006649	XP_033338837.1	NP_001108472.1
OG0006650	XP_033322422.1	XP_012545057.3
OG0006651	XP_033336207.1, XP_033336202.1	XP_037875249.1
OG0006652	XP_033340049.1	XP_012551361.2
OG0006654	XP_033328662.1	XP_004933123.2
OG0006655	XP_033338197.1	XP_012548793.1
OG0006656	XP_033331407.1	XP_037867270.1
OG0006657	XP_033341716.1	XP_021205234.1
OG0006658	XP_033340330.1	XP_004933505.3
OG0006659	XP_033329794.1	NP_001106135.1, XP_037869047.1
OG0006660	XP_033333512.1	XP_004926325.1
OG0006661	XP_033322959.1	XP_021205357.1
OG0006662	XP_033320776.1	XP_037870706.1
OG0006663	XP_033336730.1	XP_004927217.1
OG0006664	XP_033329368.1	XP_012548182.2, XP_012548181.2, XP_012548180.2
OG0006665	XP_033336182.1	XP_004931727.1
OG0006666	XP_033336480.1	XP_021203912.2
OG0006667	XP_033322485.1	XP_012551608.1
OG0006668	XP_033326901.1	XP_004927911.1
OG0006669	XP_033333936.1	XP_012547267.2, XP_012547270.2
OG0006670	XP_033341311.1	XP_021201893.2, XP_021201899.2
OG0006671	XP_033328588.1	XP_004926028.2
OG0006673	XP_033342745.1	XP_004930712.1
OG0006674	XP_033342690.1, XP_033342698.1	XP_004932740.1
OG0006675	XP_033342174.1, XP_033342173.1	XP_004925752.1
OG0006676	XP_033321747.1	XP_004927291.1
OG0006677	XP_033326031.1	XP_037871991.1, XP_021202629.1
OG0006679	XP_033321814.1	XP_004931766.1
OG0006680	XP_033323987.1	XP_037868051.1
OG0006681	XP_033331470.1	NP_001036937.1
OG0006682	XP_033339445.1	XP_004925521.1, XP_004925520.1
OG0006683	XP_033329667.1	XP_004928839.1, XP_004928838.1
OG0006684	XP_033342789.1	XP_004933525.1
OG0006685	XP_033342557.1	XP_004928864.1
OG0006687	XP_033332016.1	NP_001040271.1
OG0006688	XP_033333565.1	XP_037866422.1
OG0006689	XP_033333725.1	XP_037869907.1
OG0006690	XP_033341725.1	XP_004929149.1
OG0006693	XP_033342999.1	XP_037866673.1
OG0006695	XP_033333408.1, XP_033333407.1	NP_001139536.1
OG0006696	XP_033338539.1	XP_021203907.1
OG0006697	XP_033328339.1	XP_004929911.1, XP_004929912.1, XP_037874924.1
OG0006698	XP_033334310.1	XP_004926847.2
OG0006700	XP_033327658.1	XP_004926545.1
OG0006702	XP_033323562.1	XP_004933152.1
OG0006704	XP_033341248.1	XP_021207199.1, XP_021207200.1
OG0006706	XP_033334857.1	XP_004933347.1
OG0006707	XP_033333715.1	XP_004930102.1
OG0006708	XP_033334096.1	XP_004928707.1
OG0006709	XP_033336141.1	XP_004932925.1
OG0006710	XP_033326769.1	XP_004931799.1
OG0006711	XP_033339245.1	XP_004923358.1
OG0006714	XP_033331043.1	XP_012550980.2, XP_004932222.2, XP_021207574.2
OG0006715	XP_033333437.1	XP_004933443.1, XP_012552006.1, XP_004933444.1
OG0006719	XP_033332330.1	NP_001165928.1
OG0006721	XP_033325177.1	XP_037869121.1
OG0006722	XP_033323092.1	XP_004930214.1
OG0006723	XP_033323010.1, XP_033323011.1, XP_033323012.1	XP_004932447.2
OG0006724	XP_033327339.1	XP_004933136.1
OG0006726	XP_033323400.1	XP_004929204.1
OG0006727	XP_033333505.1	XP_021209000.2, XP_037871789.1
OG0006729	XP_033335377.1	XP_004933423.1
OG0006730	XP_033321137.1	XP_037873498.1
OG0006731	XP_033334518.1	XP_004931749.1
OG0006732	XP_033339999.1	XP_037877448.1, XP_012544836.1, NP_001124360.1
OG0006733	XP_033328524.1	XP_037866425.1, XP_037866426.1
OG0006734	XP_033334683.1	XP_021208199.1
OG0006735	XP_033321702.1	XP_012550901.1
OG0006736	XP_033328927.1	XP_037866642.1
OG0006740	XP_033324127.1	XP_037866539.1
OG0006741	XP_033324960.1	XP_004933060.2
OG0006745	XP_033342676.1	XP_004931358.1
OG0006746	XP_033342003.1, XP_033342002.1	XP_021204858.1
OG0006749	XP_033328759.1, XP_033328760.1	XP_037875888.1
OG0006750	XP_033338390.1	XP_037876839.1
OG0006751	XP_033339435.1	XP_037866684.1
OG0006752	XP_033335491.1	XP_037875485.1
OG0006754	XP_033324969.1	XP_004933009.1
OG0006761	XP_033327932.1	XP_012551264.1
OG0006776	XP_033335680.1	XP_004924422.1
OG0006780	XP_033338097.1	XP_037874108.1
OG0006782	XP_033321179.1	XP_004930266.1
OG0006788	XP_033321170.1, XP_033339852.1, XP_033321141.1	XP_037866498.1
OG0006792	XP_033342010.1	XP_037875836.1
OG0006793	XP_033331015.1	XP_037866713.1, NP_001166811.1
OG0006798	XP_033338474.1	NP_001040234.1
OG0006799	XP_033329695.1	NP_001040398.1
OG0006800	XP_033323108.1	NP_001037249.1
OG0006801	XP_033329750.1	XP_004922586.1
OG0006803	XP_033333021.1	XP_012549002.1
OG0006804	XP_033329227.1	NP_001040344.1
OG0006805	XP_033332249.1	NP_001037646.1
OG0006806	XP_033329339.1	XP_004921720.1
OG0006807	XP_033335881.1	NP_001037227.1
OG0006808	XP_033326544.1	XP_004929409.1
OG0006809	XP_033331597.1	XP_021209025.1
OG0006810	XP_033334980.1	XP_004925472.2
OG0006811	XP_033329631.1	XP_004927481.1
OG0006812	XP_033342356.1	XP_004923294.1
OG0006813	XP_033336505.1	XP_004932586.1
OG0006814	XP_033337698.1	XP_004925710.1
OG0006815	XP_033332062.1	NP_001266320.1
OG0006816	XP_033334439.1	XP_012543998.1
OG0006817	XP_033330321.1	XP_021203162.1
OG0006818	XP_033340066.1	XP_004924732.1
OG0006819	XP_033341913.1	XP_004931275.2
OG0006820	XP_033337464.1	XP_004927970.1
OG0006821	XP_033339611.1	XP_004932940.1
OG0006822	XP_033337735.1	XP_004930114.1
OG0006824	XP_033325624.1	NP_001040451.1
OG0006825	XP_033336558.1	NP_001040326.1
OG0006826	XP_033338877.1	NP_001119730.1
OG0006827	XP_033334696.1	XP_004930356.1
OG0006828	XP_033340263.1	NP_001129359.1
OG0006829	XP_033340403.1	NP_001108475.1
OG0006830	XP_033336887.1	XP_037870553.1
OG0006831	XP_033335742.1	NP_001296532.1
OG0006832	XP_033334114.1	XP_004923158.1
OG0006833	XP_033335779.1	XP_004928720.1
OG0006834	XP_033339726.1	XP_037871017.1
OG0006835	XP_033332660.1	XP_004929027.1
OG0006836	XP_033327196.1	XP_037870372.1
OG0006837	XP_033322272.1, XP_033322273.1	XP_037875175.1
OG0006838	XP_033340862.1	XP_004921586.2
OG0006839	XP_033327907.1	XP_004924193.1
OG0006841	XP_033327371.1	XP_004924804.2
OG0006842	XP_033330086.1	XP_004933146.1
OG0006843	XP_033322757.1	XP_004927918.1
OG0006844	XP_033325555.1	NP_001040388.1
OG0006845	XP_033329952.1	XP_037874834.1
OG0006847	XP_033340544.1	NP_001093092.1
OG0006848	XP_033327940.1	NP_001093081.1, XP_037873764.1
OG0006849	XP_033330000.1	XP_004923949.1
OG0006850	XP_033340131.1	NP_001040458.1
OG0006851	XP_033341495.1	XP_012543791.1
OG0006852	XP_033336690.1	XP_037866788.1
OG0006853	XP_033335888.1	XP_004925077.1
OG0006854	XP_033326610.1	NP_001091813.1
OG0006855	XP_033338307.1	XP_012544339.1
OG0006856	XP_033341204.1	XP_004922939.1
OG0006857	XP_033338431.1	XP_004931963.2
OG0006858	XP_033330426.1	XP_004930138.1
OG0006859	XP_033336665.1	NP_001040478.1
OG0006860	XP_033324029.1	XP_004932562.1
OG0006861	XP_033336109.1	XP_004924424.1
OG0006862	XP_033322046.1	NP_001135959.1
OG0006863	XP_033323727.1	XP_037875974.1
OG0006865	XP_033342853.1	NP_001162053.1
OG0006866	XP_033340958.1	NP_001040437.1
OG0006867	XP_033322760.1	NP_001166738.1
OG0006868	XP_033341744.1	XP_004928625.2
OG0006869	XP_033323951.1	XP_004921995.1
OG0006870	XP_033324967.1	XP_004926155.1
OG0006871	XP_033327246.1	XP_004925550.1
OG0006872	XP_033340079.1	XP_004921538.3
OG0006873	XP_033337447.1, XP_033337448.1	XP_037875675.1
OG0006874	XP_033337327.1	XP_004931193.1
OG0006875	XP_033342854.1	XP_004921607.1
OG0006876	XP_033340248.1	XP_012548878.1, NP_001108474.1
OG0006877	XP_033328750.1	XP_004925191.3
OG0006878	XP_033342492.1	XP_004928134.1
OG0006879	XP_033324979.1	XP_004927877.1
OG0006880	XP_033341594.1	NP_001139535.1, XP_012545246.1
OG0006882	XP_033324219.1	NP_001040219.1
OG0006883	XP_033325990.1	XP_004932323.1
OG0006884	XP_033323632.1	NP_001040474.1
OG0006885	XP_033342323.1	XP_012552241.1
OG0006887	XP_033321481.1	XP_004924995.1
OG0006888	XP_033330815.1	NP_001040147.1
OG0006890	XP_033326080.1	XP_004929268.1
OG0006891	XP_033333851.1	XP_004925720.1
OG0006892	XP_033331100.1	XP_004922258.1
OG0006893	XP_033342489.1	NP_001036852.1, XP_021204931.1
OG0006895	XP_033337480.1	XP_037868453.1
OG0006896	XP_033321427.1	NP_001040434.1
OG0006897	XP_033324835.1	XP_004926125.1
OG0006898	XP_033333884.1	XP_004925361.3
OG0006899	XP_033329312.1	XP_004924524.1
OG0006900	XP_033325448.1	NP_001040297.1
OG0006902	XP_033342813.1	XP_004929170.1
OG0006903	XP_033323116.1	NP_001243954.1
OG0006904	XP_033330149.1	XP_012551044.1
OG0006905	XP_033341126.1	XP_012549003.2
OG0006906	XP_033328208.1	NP_001093287.1
OG0006907	XP_033333955.1	XP_004927852.1
OG0006909	XP_033336291.1	XP_004927589.1
OG0006910	XP_033326515.1	XP_037868804.1
OG0006911	XP_033330932.1	XP_004925481.1
OG0006912	XP_033333947.1	XP_004929279.1
OG0006913	XP_033324444.1	XP_037873553.1
OG0006914	XP_033340116.1	XP_004933405.1
OG0006915	XP_033328880.1	NP_001239601.1, XP_037877252.1
OG0006916	XP_033326581.1	XP_012550767.2
OG0006917	XP_033334850.1	XP_004927604.1
OG0006918	XP_033338335.1	XP_004925700.1
OG0006920	XP_033340206.1, XP_033332620.1	XP_004932924.1
OG0006921	XP_033332392.1	XP_004928876.1
OG0006922	XP_033341307.1	XP_037869023.1
OG0006923	XP_033325785.1	XP_037871815.1
OG0006925	XP_033323481.1	XP_004923560.1
OG0006926	XP_033329267.1	XP_037872106.1, NP_001104820.1
OG0006927	XP_033328453.1	XP_037871478.1
OG0006928	XP_033329519.1	XP_012553050.1
OG0006929	XP_033337862.1	XP_021207468.1
OG0006930	XP_033329747.1	XP_004925205.2
OG0006931	XP_033334901.1	XP_004928361.1
OG0006932	XP_033324633.1	XP_004927541.1
OG0006933	XP_033336537.1	XP_004930452.1
OG0006934	XP_033326336.1	XP_021202161.2
OG0006935	XP_033333001.1	NP_001040233.1
OG0006936	XP_033336693.1	XP_004928146.3, XP_037873172.1
OG0006937	XP_033342517.1	XP_004922454.1
OG0006938	XP_033326723.1	XP_012548676.1
OG0006940	XP_033335667.1	XP_021207854.1
OG0006941	XP_033335972.1	XP_037873326.1
OG0006942	XP_033327877.1	XP_004925325.2
OG0006943	XP_033340876.1	XP_004931026.1
OG0006944	XP_033327999.1	XP_021205314.1
OG0006945	XP_033340616.1	XP_021207806.2
OG0006946	XP_033333763.1	XP_012550517.2
OG0006947	XP_033334157.1	XP_037873448.1
OG0006949	XP_033334918.1	XP_021207401.2
OG0006950	XP_033343069.1	XP_004922074.1
OG0006951	XP_033330078.1	XP_004924305.2
OG0006952	XP_033329607.1	NP_001036848.1
OG0006953	XP_033341618.1	XP_037867488.1
OG0006954	XP_033341392.1	XP_012546225.3
OG0006955	XP_033325447.1	XP_004932941.2
OG0006956	XP_033326497.1	NP_001093077.1
OG0006958	XP_033342292.1	XP_004924362.1
OG0006959	XP_033339982.1	XP_012550522.2
OG0006960	XP_033328397.1	NP_001040354.1
OG0006961	XP_033324637.1	XP_037876759.1
OG0006962	XP_033336886.1	XP_037872416.1
OG0006963	XP_033335587.1	XP_012552001.2
OG0006965	XP_033342833.1	XP_004923664.1
OG0006966	XP_033333450.1	NP_001040240.1
OG0006967	XP_033327169.1	XP_021206539.2
OG0006968	XP_033322371.1	XP_012548475.1
OG0006969	XP_033329927.1	XP_004922000.1
OG0006970	XP_033333535.1	XP_037871300.1
OG0006971	XP_033327423.1	XP_004931977.2
OG0006972	XP_033323492.1	XP_037870884.1
OG0006973	XP_033332863.1	XP_004925423.1
OG0006974	XP_033336315.1	XP_021203634.1
OG0006975	XP_033335660.1	XP_037872745.1
OG0006976	XP_033332007.1	XP_012549036.2
OG0006977	XP_033336244.1, XP_033336617.1	XP_004924241.1
OG0006978	XP_033329225.1	XP_004927540.2
OG0006979	XP_033328459.1	XP_037877098.1
OG0006980	XP_033335332.1	XP_004925527.1
OG0006981	XP_033337130.1	XP_037876579.1
OG0006983	XP_033328656.1	XP_037869574.1
OG0006985	XP_033320774.1, XP_033333798.1	XP_021207273.2
OG0006986	XP_033340192.1	XP_037873541.1
OG0006987	XP_033340564.1	XP_037870638.1
OG0006988	XP_033324205.1	XP_004923973.1
OG0006990	XP_033337082.1	XP_037870412.1
OG0006991	XP_033321838.1	XP_037869278.1
OG0006993	XP_033330823.1	XP_037868341.1
OG0006994	XP_033328078.1	XP_004932244.1
OG0006995	XP_033322486.1	XP_012551710.2
OG0006996	XP_033336401.1	XP_004923291.1
OG0006998	XP_033326875.1	XP_004924229.1
OG0006999	XP_033331334.1	XP_004926906.1
OG0007000	XP_033333118.1	XP_012553356.1
OG0007001	XP_033324944.1	XP_037875343.1
OG0007002	XP_033332211.1	XP_037869242.1
OG0007003	XP_033338960.1	XP_004925739.1
OG0007004	XP_033338064.1	XP_004925575.1
OG0007005	XP_033321760.1	XP_037869330.1
OG0007006	XP_033337166.1	XP_004924654.1
OG0007009	XP_033336898.1	NP_001296555.1
OG0007010	XP_033322690.1	XP_037868344.1
OG0007011	XP_033331613.1	XP_004928406.1
OG0007012	XP_033327037.1	XP_012544578.3
OG0007013	XP_033327193.1	XP_004929424.1
OG0007014	XP_033321774.1	XP_004924832.1
OG0007015	XP_033332957.1	XP_037874559.1, XP_037874588.1
OG0007016	XP_033324145.1	XP_004931420.2
OG0007017	XP_033328723.1	XP_037873526.1
OG0007018	XP_033339529.1	NP_001296558.1
OG0007019	XP_033337606.1	XP_021207501.2
OG0007020	XP_033324898.1	XP_004926365.3
OG0007022	XP_033340136.1	XP_012550344.1
OG0007023	XP_033332070.1	XP_004924869.1
OG0007024	XP_033333214.1	XP_004926895.2
OG0007025	XP_033336850.1	XP_012546503.1
OG0007026	XP_033331581.1	XP_004928340.1
OG0007027	XP_033337419.1	XP_037869094.1
OG0007028	XP_033328761.1	XP_012547460.1
OG0007029	XP_033342231.1	XP_037867873.1
OG0007030	XP_033335891.1	XP_004922469.1
OG0007031	XP_033332149.1	XP_021202890.2
OG0007032	XP_033343108.1	NP_001274759.1
OG0007033	XP_033328694.1	XP_037866681.1
OG0007034	XP_033341083.1, XP_033341091.1	NP_001129364.1, XP_012552764.1
OG0007035	XP_033327367.1	XP_037875517.1
OG0007036	XP_033340337.1	XP_004926206.1
OG0007038	XP_033331042.1	XP_004922910.1
OG0007039	XP_033336582.1	XP_021206382.2
OG0007040	XP_033325460.1	XP_037867050.1
OG0007041	XP_033328280.1	XP_004926518.1
OG0007042	XP_033333774.1	XP_004928207.2
OG0007043	XP_033340811.1	XP_004932440.1
OG0007044	XP_033343002.1	XP_037866487.1
OG0007045	XP_033326284.1	XP_004931973.2
OG0007047	XP_033335882.1	XP_037876961.1
OG0007048	XP_033339800.1	XP_037870051.1
OG0007050	XP_033341145.1	XP_037873675.1
OG0007051	XP_033335463.1	XP_037874856.1
OG0007052	XP_033335271.1	XP_004932125.1
OG0007053	XP_033325354.1	XP_037867429.1
OG0007054	XP_033331119.1	XP_004923430.1
OG0007055	XP_033329255.1	XP_004929058.2
OG0007056	XP_033324952.1	XP_037872287.1
OG0007057	XP_033322287.1	XP_037875498.1
OG0007058	XP_033325554.1	XP_021204275.1
OG0007059	XP_033339121.1	NP_001077078.1
OG0007060	XP_033335597.1	XP_021205868.1
OG0007061	XP_033323299.1	XP_037875198.1
OG0007062	XP_033328857.1	XP_012551174.2
OG0007064	XP_033326221.1	XP_021204636.1
OG0007065	XP_033320918.1	XP_004923868.1
OG0007066	XP_033323578.1	NP_001177769.1
OG0007067	XP_033335466.1	NP_001037054.1
OG0007068	XP_033329966.1	XP_012552256.1
OG0007070	XP_033323798.1	XP_037869986.1
OG0007071	XP_033329885.1	XP_004930342.1
OG0007072	XP_033332247.1	XP_004924885.2
OG0007073	XP_033335892.1	XP_037871706.1
OG0007074	XP_033332992.1	XP_012545250.1
OG0007076	XP_033326027.1	XP_004921742.1
OG0007077	XP_033324763.1	XP_004921725.1
OG0007078	XP_033337562.1, XP_033339941.1	XP_004925107.1
OG0007079	XP_033329834.1	NP_001188363.1, XP_012552960.1
OG0007080	XP_033335671.1	XP_037874435.1
OG0007081	XP_033324491.1	XP_004923443.1
OG0007082	XP_033340968.1	XP_037874805.1
OG0007083	XP_033339493.1	XP_004933029.1
OG0007084	XP_033329715.1	XP_012552367.2
OG0007085	XP_033329116.1	XP_012548821.1
OG0007086	XP_033332617.1	XP_004921601.2
OG0007087	XP_033320856.1	XP_004923105.3
OG0007088	XP_033337607.1	NP_001266403.1
OG0007089	XP_033340082.1	XP_012543783.1
OG0007090	XP_033333889.1	XP_021201841.1
OG0007091	XP_033323245.1	XP_004929307.1
OG0007092	XP_033338508.1	XP_037875162.1
OG0007093	XP_033321259.1	XP_004921624.1
OG0007094	XP_033325975.1	XP_004927178.1
OG0007095	XP_033340570.1	XP_021202446.1
OG0007096	XP_033322041.1	XP_004928543.1
OG0007097	XP_033340736.1	XP_021204471.1
OG0007098	XP_033341398.1	XP_037871084.1
OG0007099	XP_033321867.1	XP_004933683.1
OG0007100	XP_033329307.1	XP_012544028.1
OG0007101	XP_033328158.1	XP_037868204.1
OG0007103	XP_033327939.1	XP_004925218.1
OG0007104	XP_033334987.1	NP_001037003.1
OG0007105	XP_033324288.1	XP_004924090.1
OG0007106	XP_033331049.1	XP_004929858.1
OG0007107	XP_033321061.1	XP_021205571.1
OG0007108	XP_033323624.1	XP_004929110.1
OG0007109	XP_033338686.1	XP_004927948.2
OG0007110	XP_033336905.1	XP_004930611.1
OG0007112	XP_033325908.1	XP_004930049.1
OG0007113	XP_033341304.1	XP_037866899.1
OG0007114	XP_033331228.1	XP_004930478.1
OG0007115	XP_033332566.1	XP_021201998.2
OG0007116	XP_033321755.1	XP_004924836.1
OG0007117	XP_033323331.1	XP_037869785.1
OG0007118	XP_033342596.1	NP_001091820.2
OG0007119	XP_033324031.1	XP_037870860.1
OG0007120	XP_033341634.1	XP_004930728.1
OG0007121	XP_033325118.1	NP_001040525.1
OG0007122	XP_033338781.1	XP_004921564.1
OG0007123	XP_033321979.1	XP_004928631.2
OG0007124	XP_033325515.1	XP_004928328.1
OG0007125	XP_033321581.1	NP_001296538.1
OG0007126	XP_033323618.1	XP_004931968.1
OG0007127	XP_033333173.1	XP_037876888.1
OG0007128	XP_033328534.1	XP_037875648.1
OG0007129	XP_033325706.1	XP_037869934.1
OG0007130	XP_033336891.1	NP_001036957.1
OG0007131	XP_033340526.1	XP_004932483.1
OG0007132	XP_033336408.1	XP_004933592.1
OG0007133	XP_033325948.1	XP_004924645.2
OG0007134	XP_033325884.1	NP_001157381.1
OG0007135	XP_033321854.1	XP_012553435.2
OG0007136	XP_033333827.1	XP_012545811.2
OG0007137	XP_033336661.1	NP_001037126.1
OG0007138	XP_033323023.1	NP_001037356.1
OG0007139	XP_033332037.1	XP_037877861.1
OG0007140	XP_033342697.1	XP_004931733.2
OG0007141	XP_033330250.1	XP_021209144.1
OG0007142	XP_033340542.1	XP_021208033.1
OG0007143	XP_033336371.1	XP_037877663.1
OG0007144	XP_033322548.1	XP_004930732.1
OG0007145	XP_033335709.1	XP_012550526.1
OG0007146	XP_033337932.1	XP_012552478.1
OG0007147	XP_033330847.1	XP_021207164.1
OG0007148	XP_033324830.1	XP_021207926.1
OG0007150	XP_033323117.1	XP_004926377.1
OG0007151	XP_033335315.1	XP_004929216.2
OG0007152	XP_033343067.1	XP_004923292.1
OG0007153	XP_033336734.1	XP_004932950.1
OG0007154	XP_033331665.1	XP_004925878.1
OG0007155	XP_033338578.1	XP_004924304.1
OG0007156	XP_033337574.1	XP_004932146.1
OG0007158	XP_033340211.1	XP_037877154.1
OG0007159	XP_033334163.1	XP_004929309.2
OG0007161	XP_033340287.1	NP_001136223.1
OG0007162	XP_033339222.1	XP_037873291.1
OG0007163	XP_033322771.1	XP_037870241.1
OG0007164	XP_033333966.1	XP_004921749.1
OG0007165	XP_033330330.1	XP_037871806.1
OG0007166	XP_033331819.1	XP_004929822.2
OG0007168	XP_033323166.1	XP_004930208.1
OG0007169	XP_033326821.1	XP_004927480.1
OG0007170	XP_033328289.1	XP_012545290.1
OG0007171	XP_033341302.1	XP_004931953.3
OG0007172	XP_033328866.1	XP_012548761.1, XP_021205949.1
OG0007173	XP_033321964.1	NP_001037632.1
OG0007174	XP_033338990.1	NP_001037593.1
OG0007175	XP_033322551.1	XP_004933556.1
OG0007176	XP_033336283.1	NP_001266310.1
OG0007178	XP_033338086.1	XP_004925537.1
OG0007179	XP_033342563.1	XP_037869363.1
OG0007180	XP_033322003.1	XP_004924858.2
OG0007181	XP_033324676.1	XP_037877792.1, XP_037877797.1
OG0007182	XP_033326119.1	XP_004921640.1
OG0007183	XP_033321616.1	XP_004921975.2, XP_037877267.1
OG0007184	XP_033329358.1	XP_012548822.2
OG0007185	XP_033338326.1	NP_001296487.1, XP_037876106.1
OG0007186	XP_033325812.1	XP_004928528.2
OG0007187	XP_033341087.1	XP_004930417.1
OG0007188	XP_033342957.1	XP_004926652.1
OG0007189	XP_033340301.1	XP_012550987.1
OG0007190	XP_033340652.1	XP_012551247.2
OG0007192	XP_033337634.1	XP_012545912.1
OG0007193	XP_033332658.1	XP_004927514.3
OG0007194	XP_033339286.1, XP_033339341.1	XP_012553041.3
OG0007195	XP_033321831.1	XP_004928597.3
OG0007196	XP_033337529.1	XP_004928339.1
OG0007197	XP_033339263.1	XP_012545469.1
OG0007198	XP_033326267.1	XP_004922832.2
OG0007200	XP_033323722.1	XP_012546014.2
OG0007201	XP_033342490.1	XP_004928331.1
OG0007205	XP_033333572.1	XP_021209152.2
OG0007206	XP_033321349.1	XP_037873646.1
OG0007208	XP_033333267.1	XP_037872284.1
OG0007209	XP_033331980.1	XP_037872708.1
OG0007210	XP_033329158.1	XP_037870950.1
OG0007211	XP_033322814.1	XP_012550031.1
OG0007212	XP_033324081.1	XP_037866996.1
OG0007213	XP_033323233.1	XP_037866470.1
OG0007216	XP_033337857.1	XP_004925808.2
OG0007217	XP_033335050.1	XP_004929376.2
OG0007218	XP_033328110.1	XP_004930397.1
OG0007219	XP_033325618.1	XP_021203792.1
OG0007220	XP_033326290.1	NP_001040168.1
OG0007221	XP_033332179.1	XP_012547210.1
OG0007222	XP_033334900.1	XP_037866553.1
OG0007223	XP_033327170.1	XP_004932508.1
OG0007225	XP_033322179.1	XP_037867453.1
OG0007226	XP_033325462.1	XP_004932936.1
OG0007227	XP_033332284.1	XP_004927979.1
OG0007228	XP_033328740.1	XP_037876618.1
OG0007230	XP_033327485.1	NP_001091799.1
OG0007231	XP_033321507.1	XP_037871164.1
OG0007234	XP_033327683.1	XP_037875671.1
OG0007235	XP_033342139.1	XP_037876023.1
