Orthogroup	Megalopta_genalis	Megachile_rotundata
OG0007364	XP_033334928.1	XP_012134986.1
OG0007365	XP_033330543.1	XP_003706889.1
OG0007366	XP_033336506.1	XP_012144621.1
OG0007367	XP_033334558.1	XP_003705752.1
OG0007368	XP_033335585.1	XP_012145240.1
OG0007369	XP_033322060.1	XP_012142231.1
OG0007370	XP_033340974.1	XP_003708659.1
OG0007371	XP_033334693.1	XP_003700618.1
OG0007372	XP_033327234.1	XP_012147390.1
OG0007374	XP_033329148.1	XP_012140484.1
OG0007375	XP_033342333.1	XP_012154475.1
OG0007376	XP_033339310.1	XP_012140458.1
OG0007377	XP_033329178.1	XP_012140735.1
OG0007378	XP_033330478.1	XP_012149271.1
OG0007379	XP_033338452.1	XP_012144369.1
OG0007380	XP_033335786.1	XP_012139749.1
OG0007381	XP_033332762.1	XP_012141581.1
OG0007382	XP_033323069.1	XP_012151423.1
OG0007383	XP_033326107.1	XP_003704128.2
OG0007385	XP_033330835.1	XP_012152468.1
OG0007386	XP_033329789.1	XP_012139951.1
OG0007387	XP_033338366.1	XP_003701878.1
OG0007388	XP_033335126.1	XP_003700633.1
OG0007389	XP_033321558.1	XP_012138433.1, XP_012138432.1
OG0007390	XP_033334982.1	XP_012135274.1
OG0007391	XP_033338077.1	XP_003706189.1
OG0007392	XP_033341255.1	XP_012139249.1
OG0007394	XP_033326863.1	XP_012146752.1
OG0007395	XP_033336521.1	XP_012139632.1
OG0007396	XP_033334426.1	XP_003701671.1
OG0007397	XP_033334463.1	XP_003700994.1
OG0007398	XP_033340949.1	XP_012148486.1
OG0007399	XP_033328218.1	XP_003707463.2
OG0007400	XP_033324794.1	XP_003705955.2
OG0007401	XP_033328093.1	XP_012150134.1
OG0007402	XP_033330810.1	XP_003702880.1
OG0007403	XP_033337274.1	XP_012145639.1
OG0007404	XP_033339771.1	XP_012137327.1
OG0007405	XP_033325935.1	XP_003706932.1
OG0007406	XP_033334420.1	XP_003701670.1, XP_012136847.1
OG0007407	XP_033341440.1	XP_012151620.1
OG0007409	XP_033336903.1	XP_003703945.1
OG0007410	XP_033323021.1	XP_003703783.1
OG0007412	XP_033334674.1	XP_003707764.1
OG0007413	XP_033332474.1	XP_003700444.1
OG0007414	XP_033342620.1	XP_003700556.1
OG0007415	XP_033322762.1	XP_012140680.1, XP_012140683.1
OG0007416	XP_033338820.1	XP_003700485.1
OG0007417	XP_033326164.1	XP_012141888.1
OG0007418	XP_033325078.1	XP_012152425.1
OG0007419	XP_033324832.1	XP_012145373.1
OG0007420	XP_033329510.1, XP_033329511.1, XP_033329512.1	XP_012141276.1
OG0007421	XP_033337638.1	XP_012149505.1
OG0007422	XP_033329409.1	XP_012141494.1
OG0007423	XP_033323883.1	XP_003705478.1
OG0007424	XP_033335770.1	XP_003706286.2
OG0007425	XP_033339300.1	XP_012143108.1
OG0007426	XP_033339318.1	XP_012148862.1
OG0007427	XP_033325316.1, XP_033325315.1, XP_033325317.1	XP_012145348.1
OG0007428	XP_033341147.1	XP_012141630.1
OG0007429	XP_033341390.1	XP_003706366.1
OG0007430	XP_033322431.1	XP_003700338.1
OG0007431	XP_033330991.1	XP_012148035.1
OG0007432	XP_033323742.1	XP_012140793.1
OG0007433	XP_033339738.1	XP_012138516.1
OG0007434	XP_033340393.1	XP_012138157.1
OG0007435	XP_033336653.1	XP_012152494.1
OG0007436	XP_033334840.1	XP_003707750.1
OG0007437	XP_033342347.1	XP_012154458.1
OG0007438	XP_033332374.1	XP_012139937.1, XP_003703012.1
OG0007439	XP_033330440.1	XP_003703055.1
OG0007440	XP_033329969.1	XP_012153062.1
OG0007442	XP_033337359.1	XP_003707518.1
OG0007443	XP_033323026.1	XP_012146587.1
OG0007444	XP_033327092.1	XP_012147408.1
OG0007445	XP_033337152.1	XP_012145218.1
OG0007447	XP_033331455.1	XP_012142908.1
OG0007448	XP_033329760.1	XP_012149475.1
OG0007449	XP_033330294.1	XP_003702552.1
OG0007450	XP_033331840.1	XP_003703136.1
OG0007451	XP_033328410.1	XP_003702159.2
OG0007453	XP_033335147.1	XP_012137196.1
OG0007454	XP_033340107.1	XP_012138168.1
OG0007455	XP_033340265.1	XP_012137837.1
OG0007456	XP_033322840.1	XP_012140687.1, XP_012140685.1
OG0007457	XP_033322083.1	XP_012136937.1
OG0007458	XP_033321743.1	XP_003704567.1
OG0007459	XP_033323231.1	XP_012151087.1
OG0007460	XP_033320974.1	XP_003706956.1
OG0007461	XP_033338897.1	XP_003701283.1
OG0007462	XP_033320952.1	XP_003704609.1
OG0007463	XP_033340022.1	XP_003703867.2
OG0007464	XP_033339040.1	XP_003708142.1
OG0007465	XP_033331425.1	XP_003704222.1
OG0007466	XP_033336249.1	XP_012139335.1
OG0007467	XP_033321737.1	XP_003699845.1
OG0007468	XP_033332309.1	XP_012153866.1
OG0007469	XP_033323958.1	XP_012143514.1
OG0007470	XP_033339481.1	XP_003701849.2
OG0007471	XP_033331521.1	XP_012142921.1, XP_012142924.1, XP_012142923.1
OG0007472	XP_033338477.1	XP_012154219.1
OG0007473	XP_033329965.1	XP_003707522.1, XP_012150455.1
OG0007474	XP_033341824.1	XP_003700942.1
OG0007475	XP_033332084.1	XP_012152860.1
OG0007477	XP_033334358.1	XP_003703169.1
OG0007479	XP_033322175.1	XP_012142155.1, XP_012142154.1
OG0007480	XP_033339955.1	XP_012137111.1
OG0007481	XP_033340037.1	XP_003706670.1
OG0007482	XP_033322958.1	XP_012137243.1
OG0007483	XP_033325461.1	XP_003706245.1
OG0007485	XP_033338946.1	XP_003704655.1
OG0007486	XP_033324347.1	XP_012150186.1, XP_003707322.1
OG0007487	XP_033323350.1	XP_003700014.2
OG0007488	XP_033332596.1	XP_003706413.2
OG0007489	XP_033325077.1	XP_003700664.1, XP_012134781.1
OG0007490	XP_033341871.1	XP_003701554.1
OG0007491	XP_033335155.1, XP_033335154.1	XP_003700581.1
OG0007492	XP_033328370.1	XP_012138579.1, XP_012138580.1
OG0007493	XP_033321732.1	XP_012143286.1
OG0007494	XP_033324130.1	XP_012149958.1
OG0007495	XP_033328861.1	XP_012146236.1
OG0007496	XP_033328192.1, XP_033328193.1	XP_003707351.1
OG0007497	XP_033331594.1	XP_003699779.1
OG0007498	XP_033329456.1	XP_003703513.2
OG0007499	XP_033329872.1	XP_012147959.1
OG0007500	XP_033329518.1, XP_033322417.1	XP_003700767.1, XP_003704580.1
OG0007501	XP_033324024.1	XP_003705481.1
OG0007503	XP_033328164.1	XP_012150309.1
OG0007505	XP_033326957.1	XP_012142099.1
OG0007506	XP_033332074.1, XP_033332073.1	XP_012148087.1, XP_003706510.1
OG0007507	XP_033339168.1	XP_003700076.1
OG0007508	XP_033322052.1	XP_012142233.1
OG0007509	XP_033338618.1	XP_003704939.2
OG0007510	XP_033340762.1	XP_003706707.1
OG0007512	XP_033325519.1	XP_003706994.1
OG0007514	XP_033331621.1	XP_012149220.1
OG0007515	XP_033322191.1	XP_012153353.1
OG0007516	XP_033327236.1, XP_033327235.1	XP_012142553.1
OG0007517	XP_033330896.1	XP_003702758.1
OG0007518	XP_033337928.1	XP_012144806.1
OG0007519	XP_033321548.1	XP_003702270.1
OG0007521	XP_033338110.1	XP_012136181.1
OG0007522	XP_033338327.1	XP_012145163.1, XP_012145164.1
OG0007523	XP_033330473.1	XP_003708520.1
OG0007525	XP_033340999.1	XP_003705551.2
OG0007526	XP_033340080.1	XP_003703845.1
OG0007527	XP_033327347.1	XP_003701011.1
OG0007528	XP_033324417.1	XP_003702001.1
OG0007529	XP_033326396.1	XP_003699217.2
OG0007530	XP_033335241.1	XP_003704949.1
OG0007531	XP_033342711.1	XP_012151303.1
OG0007532	XP_033328300.1	XP_003705657.2
OG0007533	XP_033341795.1	XP_012136577.1, XP_012136575.1, XP_012136576.1
OG0007534	XP_033336763.1, XP_033336762.1, XP_033336761.1	XP_012139897.1
OG0007535	XP_033341187.1	XP_012151702.1
OG0007536	XP_033336263.1	XP_012152609.1
OG0007537	XP_033320816.1	XP_003703265.2
OG0007538	XP_033331268.1, XP_033331184.1	XP_012147206.1, XP_003706070.1
OG0007539	XP_033330068.1	XP_012143771.1
OG0007540	XP_033331429.1	XP_012149364.1
OG0007541	XP_033329624.1, XP_033329623.1	XP_003703599.1
OG0007542	XP_033332944.1	XP_003703686.1
OG0007543	XP_033328172.1	XP_003707457.1
OG0007544	XP_033338215.1	XP_012149841.1
OG0007545	XP_033340203.1	XP_012153343.1
OG0007546	XP_033330511.1	XP_012134703.1
OG0007547	XP_033325127.1	XP_012134646.1
OG0007548	XP_033329722.1	XP_012138985.1
OG0007550	XP_033322727.1	XP_003705892.1
OG0007551	XP_033339925.1, XP_033323682.1	XP_012136746.1
OG0007552	XP_033324100.1	XP_012150082.1
OG0007555	XP_033328241.1	XP_003707346.1
OG0007556	XP_033338002.1	XP_012149501.1
OG0007557	XP_033333978.1	XP_012145072.1
OG0007558	XP_033324348.1	XP_012150076.1
OG0007559	XP_033322966.1	XP_012152462.1, XP_012147983.1
OG0007560	XP_033334285.1	XP_003706327.1
OG0007562	XP_033329772.1	XP_012151935.1
OG0007563	XP_033325102.1	XP_012134801.1
OG0007564	XP_033342556.1	XP_012154393.1
OG0007565	XP_033340777.1	XP_003706599.1
OG0007566	XP_033334335.1	XP_003700171.1
OG0007567	XP_033321213.1	XP_012151912.1, XP_012151920.1, XP_003700050.1
OG0007568	XP_033329335.1, XP_033329336.1	XP_003703487.1
OG0007569	XP_033339095.1, XP_033339097.1	XP_012140953.1, XP_012140958.1
OG0007570	XP_033339759.1, XP_033339758.1, XP_033339757.1, XP_033339756.1	XP_003702389.1
OG0007571	XP_033330962.1	XP_003701748.2
OG0007572	XP_033322318.1	XP_012148530.1, XP_003706737.1
OG0007573	XP_033337229.1	XP_012145204.1
OG0007574	XP_033337609.1	XP_003701189.2
OG0007575	XP_033340188.1	XP_012138152.1
OG0007576	XP_033333288.1	XP_012151337.1
OG0007577	XP_033325686.1	XP_012136026.1
OG0007578	XP_033335540.1, XP_033336292.1	XP_003700049.2
OG0007579	XP_033338670.1	XP_012145530.1, XP_012145536.1
OG0007580	XP_033337475.1	XP_012143326.1, XP_003704518.2
OG0007581	XP_033341893.1	XP_012153832.1
OG0007582	XP_033337829.1	XP_012140285.1
OG0007584	XP_033342571.1	XP_012150937.1
OG0007586	XP_033327667.1	XP_012136249.1, XP_012136243.1, XP_012136244.1
OG0007587	XP_033339603.1, XP_033339602.1	XP_003702995.1
OG0007588	XP_033322524.1	XP_012147268.1
OG0007589	XP_033331150.1	XP_012150189.1, XP_003707436.1
OG0007590	XP_033328185.1	XP_003707349.2
OG0007591	XP_033329132.1, XP_033329131.1, XP_033329130.1	XP_012140521.1
OG0007592	XP_033325891.1	XP_012139035.1, XP_003702596.1
OG0007593	XP_033332936.1	XP_012150625.1
OG0007595	XP_033336250.1	XP_012139343.1
OG0007596	XP_033321461.1	XP_012139890.1
OG0007597	XP_033342203.1	XP_012136425.1
OG0007598	XP_033339016.1	XP_003708183.1
OG0007599	XP_033339378.1	XP_012152955.1
OG0007604	XP_033324847.1	XP_003705901.2
OG0007605	XP_033339403.1	XP_012136206.1
OG0007606	XP_033330040.1	XP_012153017.1
OG0007607	XP_033322910.1	XP_012144640.1
OG0007609	XP_033329960.1	XP_003707521.1, XP_012150456.1
OG0007610	XP_033338684.1	XP_003705362.1
OG0007612	XP_033339406.1, XP_033339407.1	XP_012137277.1, XP_012137278.1
OG0007613	XP_033332088.1	XP_003701899.2
OG0007615	XP_033330293.1	XP_003704317.2
OG0007616	XP_033323128.1	XP_003705809.1
OG0007618	XP_033320998.1	XP_012143684.1
OG0007619	XP_033323663.1	XP_003701561.1
OG0007620	XP_033327559.1	XP_012139289.1
OG0007621	XP_033329384.1	XP_003703678.1
OG0007624	XP_033323939.1	XP_003705486.2
OG0007625	XP_033342447.1	XP_003699351.2
OG0007626	XP_033327617.1	XP_003702728.1
OG0007627	XP_033328899.1	XP_003702013.1, XP_012138165.1
OG0007628	XP_033334030.1	XP_003707400.1
OG0007629	XP_033338989.1	XP_003701884.2
OG0007630	XP_033332785.1	XP_003699543.1
OG0007631	XP_033328837.1	XP_012151536.1
OG0007632	XP_033331468.1	XP_003706818.1
OG0007633	XP_033328728.1	XP_003702018.1
OG0007634	XP_033338180.1	XP_003699452.1
OG0007635	XP_033340790.1	XP_003708581.1
OG0007636	XP_033337547.1	XP_012144869.1
OG0007637	XP_033320875.1	XP_012143592.1
OG0007638	XP_033331828.1	XP_012143863.1
OG0007640	XP_033330532.1	XP_012149203.1
OG0007641	XP_033322683.1	XP_012149654.1
OG0007643	XP_033326313.1	XP_003707705.1
OG0007644	XP_033335970.1	XP_003702813.1
OG0007645	XP_033322206.1, XP_033322218.1, XP_033321269.1, XP_033322221.1	XP_012144345.1, XP_003704905.1
OG0007647	XP_033334680.1	XP_003701799.2
OG0007648	XP_033326852.1	XP_012140564.1
OG0007649	XP_033335775.1	XP_003702888.1
OG0007650	XP_033321291.1	XP_003704858.1
OG0007652	XP_033342185.1	XP_012148672.1
OG0007654	XP_033329911.1	XP_012135555.1
OG0007656	XP_033337608.1	XP_003701263.2
OG0007657	XP_033321757.1	XP_003708229.2
OG0007658	XP_033334012.1, XP_033334010.1, XP_033334011.1	XP_012141518.1
OG0007659	XP_033335170.1	XP_012141977.1
OG0007660	XP_033336857.1	XP_003703921.1
OG0007661	XP_033338019.1	XP_012135495.1
OG0007662	XP_033321039.1	XP_003703396.1
OG0007663	XP_033331461.1	XP_012148995.1
OG0007664	XP_033321437.1	XP_003704893.1
OG0007665	XP_033341533.1	XP_003705496.1
OG0007666	XP_033327160.1	XP_003703916.1
OG0007668	XP_033332356.1	XP_012144563.1
OG0007669	XP_033327420.1	XP_012144874.1
OG0007670	XP_033334387.1	XP_012146344.1
OG0007673	XP_033340724.1	XP_003706788.1
OG0007674	XP_033332769.1	XP_003706531.1
OG0007675	XP_033328540.1	XP_003707901.1
OG0007676	XP_033321741.1	XP_003699841.1
OG0007677	XP_033342934.1	XP_003699270.1
OG0007678	XP_033327754.1	XP_012137051.1
OG0007679	XP_033340017.1	XP_012144720.1
OG0007680	XP_033321300.1	XP_012144117.1
OG0007681	XP_033323729.1	XP_003705450.2
OG0007685	XP_033337848.1	XP_012136209.1
OG0007686	XP_033321578.1	XP_003702342.1
OG0007687	XP_033333466.1	XP_012140410.1
OG0007688	XP_033329955.1	XP_003707533.1
OG0007689	XP_033338721.1	XP_012147951.1
OG0007690	XP_033328497.1	XP_003702043.1
OG0007692	XP_033333777.1	XP_012150609.1
OG0007694	XP_033332370.1	XP_003704996.1
OG0007695	XP_033334844.1	XP_003704260.1
OG0007696	XP_033331743.1	XP_012149141.1, XP_012149142.1
OG0007697	XP_033335087.1	XP_012148189.1
OG0007698	XP_033322258.1	XP_012153541.1
OG0007699	XP_033340806.1	XP_012147047.1
OG0007700	XP_033336264.1, XP_033335997.1	XP_012139388.1
OG0007701	XP_033342561.1	XP_012150925.1
OG0007703	XP_033333358.1	XP_012149522.1
OG0007704	XP_033341558.1	XP_003705497.1
OG0007705	XP_033342823.1	XP_003699262.2
OG0007706	XP_033321408.1	XP_012143154.1
OG0007707	XP_033327729.1	XP_003701745.1
OG0007708	XP_033323571.1	XP_012136752.1
OG0007709	XP_033321151.1	XP_012150343.1
OG0007710	XP_033320818.1	XP_003705952.2
OG0007711	XP_033326736.1	XP_012148671.1
OG0007712	XP_033324662.1	XP_012141507.1
OG0007715	XP_033329634.1	XP_003703590.1
OG0007716	XP_033342757.1	XP_012146927.1
OG0007717	XP_033336151.1	XP_003702901.2
OG0007718	XP_033324871.1	XP_003701395.1, XP_012136328.1
OG0007719	XP_033335871.1	XP_003702843.2
OG0007721	XP_033321813.1	XP_012145022.1
OG0007723	XP_033341777.1	XP_003700264.1
OG0007724	XP_033321325.1	XP_012144317.1
OG0007725	XP_033324171.1, XP_033324170.1	XP_012150158.1
OG0007726	XP_033326300.1	XP_003706520.1
OG0007728	XP_033335943.1	XP_012139719.1
OG0007729	XP_033325299.1	XP_003699559.2
OG0007730	XP_033332787.1	XP_003699539.1
OG0007731	XP_033322570.1	XP_012152876.1
OG0007732	XP_033323795.1	XP_012144244.1, XP_012144240.1
OG0007733	XP_033335565.1	XP_003702563.1
OG0007736	XP_033334306.1	XP_012149789.1
OG0007738	XP_033325714.1	XP_012149234.1
OG0007739	XP_033328137.1	XP_012139124.1
OG0007740	XP_033330197.1	XP_003704249.1
OG0007741	XP_033332570.1	XP_012138850.1
OG0007742	XP_033340060.1	XP_003704632.1
OG0007744	XP_033321377.1	XP_012144017.1
OG0007745	XP_033337666.1	XP_012148020.1
OG0007746	XP_033328083.1	XP_003707338.1
OG0007747	XP_033326785.1	XP_012136170.1
OG0007750	XP_033339551.1	XP_003700282.1
OG0007751	XP_033321958.1	XP_012152238.1
OG0007752	XP_033342685.1	XP_012154412.1
OG0007753	XP_033332033.1	XP_003704345.1
OG0007754	XP_033331877.1	XP_012138561.1
OG0007755	XP_033337047.1	XP_012137716.1
OG0007756	XP_033338351.1, XP_033338350.1	XP_012153987.1
OG0007757	XP_033338565.1, XP_033338560.1	XP_012154107.1
OG0007758	XP_033338746.1	XP_012151406.1
OG0007759	XP_033327880.1	XP_003707218.1
OG0007760	XP_033338631.1	XP_012143733.1
OG0007763	XP_033334049.1	XP_012140998.1
OG0007764	XP_033320889.1	XP_012143750.1
OG0007768	XP_033336585.1	XP_012144958.1
OG0007769	XP_033335866.1	XP_003699814.1
OG0007770	XP_033334007.1	XP_003707647.1, XP_012150648.1
OG0007771	XP_033334247.1	XP_012135076.1, XP_012135075.1
OG0007772	XP_033330722.1, XP_033330730.1	XP_012151901.1, XP_012151899.1
OG0007774	XP_033322470.1	XP_012139924.1
OG0007775	XP_033328053.1, XP_033328038.1	XP_012139083.1
OG0007776	XP_033322999.1	XP_003704779.1
OG0007777	XP_033332200.1	XP_012153032.1
OG0007779	XP_033334183.1	XP_012136418.1
OG0007780	XP_033334326.1	XP_012140384.1
OG0007781	XP_033325430.1	XP_012138595.1
OG0007782	XP_033328059.1	XP_012139202.1
OG0007783	XP_033336560.1	XP_012139880.1
OG0007786	XP_033329528.1	XP_012141049.1, XP_012141050.1
OG0007788	XP_033340531.1	XP_012135394.1
OG0007789	XP_033336768.1	XP_012142014.1
OG0007790	XP_033333112.1	XP_012145377.1
OG0007791	XP_033327173.1	XP_003699689.1
OG0007792	XP_033322812.1	XP_003707200.2
OG0007793	XP_033323125.1	XP_012146561.1
OG0007794	XP_033323826.1	XP_012144238.1
OG0007795	XP_033328810.1	XP_012147915.1
OG0007796	XP_033322523.1	XP_012147256.1
OG0007797	XP_033333102.1	XP_012141452.1, XP_003703546.1
OG0007798	XP_033342744.1	XP_003705973.1
OG0007799	XP_033336569.1	XP_003702802.1
OG0007800	XP_033340993.1	XP_003702192.1, XP_012138128.1
OG0007801	XP_033322032.1	XP_003700334.1
OG0007802	XP_033339035.1	XP_012152185.1
OG0007804	XP_033334159.1	XP_012138383.1
OG0007805	XP_033342141.1	XP_003701830.1
OG0007806	XP_033329529.1	XP_003703520.1
OG0007808	XP_033332854.1	XP_012141454.1
OG0007809	XP_033327477.1	XP_012145898.1, XP_012145899.1
OG0007810	XP_033331804.1	XP_012140236.1
OG0007811	XP_033339094.1	XP_012140974.1
OG0007812	XP_033329083.1, XP_033329075.1	XP_003708515.1
OG0007813	XP_033336536.1	XP_012139534.1
OG0007814	XP_033336453.1	XP_012149600.1
OG0007815	XP_033331416.1	XP_012149305.1
OG0007816	XP_033328527.1	XP_003707892.1
OG0007817	XP_033321825.1	XP_003701118.1
OG0007818	XP_033333816.1	XP_003707195.1
OG0007820	XP_033332505.1	XP_003700431.1
OG0007821	XP_033324389.1	XP_003707368.1
OG0007822	XP_033332783.1	XP_012141442.1
OG0007823	XP_033325881.1	XP_003702620.1
OG0007824	XP_033330849.1	XP_012151915.1
OG0007826	XP_033333770.1	XP_003707572.1, XP_012150599.1, XP_012150598.1
OG0007828	XP_033324234.1	XP_003705186.2
OG0007829	XP_033338613.1	XP_003704105.1
OG0007830	XP_033339530.1	XP_003700301.1
OG0007832	XP_033329594.1	XP_003703476.1
OG0007833	XP_033327513.1, XP_033337280.1	XP_003701210.1
OG0007834	XP_033340773.1	XP_003702060.1
OG0007835	XP_033338636.1	XP_003700468.1
OG0007836	XP_033326627.1	XP_003706637.1
OG0007837	XP_033335333.1	XP_003701314.1
OG0007838	XP_033334883.1	XP_012151289.1
OG0007839	XP_033326895.1	XP_003703358.1
OG0007840	XP_033324048.1	XP_012149922.1
OG0007841	XP_033331625.1	XP_012137546.1
OG0007842	XP_033340964.1	XP_012148483.1
OG0007843	XP_033341133.1	XP_003703848.1
OG0007844	XP_033326613.1	XP_003708206.2
OG0007845	XP_033336916.1	XP_003708456.1
OG0007846	XP_033338653.1	XP_012144365.1
OG0007847	XP_033342387.1	XP_012134667.1
OG0007848	XP_033331816.1	XP_012153096.1
OG0007849	XP_033337494.1	XP_003701679.1
OG0007850	XP_033338003.1	XP_003707137.2
OG0007851	XP_033336179.1	XP_003702778.1
OG0007852	XP_033329447.1	XP_003703669.1
OG0007853	XP_033335518.1	XP_003704978.1
OG0007854	XP_033338980.1	XP_012137423.1
OG0007855	XP_033334337.1	XP_012146328.1
OG0007856	XP_033337099.1	XP_003702241.2
OG0007857	XP_033337390.1	XP_012143329.1
OG0007860	XP_033335747.1	XP_012139507.1
OG0007861	XP_033321576.1	XP_003702345.1
OG0007862	XP_033336019.1	XP_012139491.1, XP_012139490.1
OG0007863	XP_033337468.1, XP_033337466.1	XP_012135846.1
OG0007864	XP_033332870.1	XP_003700020.1
OG0007865	XP_033327482.1	XP_012135557.1
OG0007866	XP_033332044.1	XP_012142719.1
OG0007867	XP_033334837.1, XP_033334838.1	XP_012138726.1
OG0007868	XP_033342707.1	XP_003699953.1
OG0007869	XP_033326149.1	XP_012147955.1
OG0007870	XP_033331622.1	XP_012149454.1
OG0007871	XP_033327588.1, XP_033327575.1	XP_003701231.1
OG0007872	XP_033334136.1	XP_012136461.1
OG0007874	XP_033342477.1	XP_003707731.1
OG0007875	XP_033342470.1	XP_012147800.1
OG0007876	XP_033327197.1	XP_012152817.1
OG0007877	XP_033329673.1	XP_012141207.1
OG0007878	XP_033330656.1	XP_012147639.1
OG0007879	XP_033327469.1	XP_012145894.1
OG0007880	XP_033334548.1	XP_003705741.1
OG0007882	XP_033329450.1	XP_012141115.1
OG0007883	XP_033333592.1, XP_033333591.1	XP_003702209.1
OG0007884	XP_033329733.1	XP_012149485.1
OG0007885	XP_033329997.1	XP_003704682.1
OG0007886	XP_033333742.1	XP_012150840.1
OG0007888	XP_033323031.1	XP_003705817.2
OG0007889	XP_033322618.1	XP_012146533.1
OG0007890	XP_033339631.1	XP_012153811.1
OG0007891	XP_033326099.1	XP_012141789.1
OG0007892	XP_033328262.1	XP_003707273.1
OG0007893	XP_033335216.1	XP_003703426.1
OG0007894	XP_033331791.1	XP_003708513.2
OG0007896	XP_033338313.1	XP_003700142.1
OG0007897	XP_033324815.1	XP_003701394.1
OG0007898	XP_033339196.1	XP_012139135.1
OG0007899	XP_033323877.1	XP_012137582.1
OG0007900	XP_033335116.1	XP_012138939.1
OG0007901	XP_033322827.1	XP_012140555.1
OG0007902	XP_033337153.1	XP_003705202.1
OG0007903	XP_033327826.1	XP_012145602.1
OG0007904	XP_033336187.1	XP_003702783.1
OG0007905	XP_033338866.1	XP_012154191.1
OG0007907	XP_033331111.1	XP_003706016.2
OG0007908	XP_033326879.1	XP_003703250.1
OG0007910	XP_033330612.1	XP_003702381.1
OG0007911	XP_033331486.1, XP_033331495.1	XP_012149310.1
OG0007912	XP_033328737.1	XP_012141692.1
OG0007913	XP_033327629.1	XP_003701123.1
OG0007914	XP_033342082.1	XP_012136369.1, XP_012136368.1
OG0007915	XP_033334700.1	XP_012140378.1
OG0007916	XP_033334827.1, XP_033334687.1	XP_003707812.1
OG0007917	XP_033338294.1	XP_003700139.1
OG0007918	XP_033331509.1	XP_003706920.1
OG0007919	XP_033324094.1	XP_003702689.1
OG0007920	XP_033340704.1, XP_033340706.1, XP_033340705.1	XP_003706617.1
OG0007921	XP_033330761.1	XP_012138455.1
OG0007922	XP_033339533.1	XP_012153790.1, XP_012153791.1, XP_012153792.1, XP_012153789.1
OG0007923	XP_033334199.1	XP_003706304.2
OG0007924	XP_033323407.1	XP_012142894.1
OG0007925	XP_033324955.1	XP_012136280.1
OG0007926	XP_033339251.1	XP_012143235.1, XP_003704433.1
