Orthogroup	Megalopta_genalis	Polistes_dominula
OG0006986	XP_033340192.1	XP_015189190.1
OG0006987	XP_033340564.1	XP_015179712.1
OG0006988	XP_033324205.1	XP_015177957.1
OG0006989	XP_033331271.1, XP_033331185.1	XP_015173533.1
OG0006990	XP_033337082.1	XP_015173187.1
OG0006991	XP_033321838.1	XP_015182783.1
OG0006992	XP_033341438.1	XP_015171598.1
OG0006993	XP_033330823.1	XP_015174360.1
OG0006994	XP_033328078.1	XP_015176446.1
OG0006996	XP_033336401.1	XP_015179697.1
OG0006997	XP_033338512.1, XP_033338511.1, XP_033338513.1	XP_015189607.1
OG0006998	XP_033326875.1	XP_015189662.1
OG0006999	XP_033331334.1	XP_015174164.1
OG0007000	XP_033333118.1	XP_015181241.1
OG0007001	XP_033324944.1	XP_015184168.1
OG0007002	XP_033332211.1	XP_015177838.1
OG0007003	XP_033338960.1	XP_015180995.1
OG0007004	XP_033338064.1	XP_015184746.1
OG0007005	XP_033321760.1	XP_015181343.1
OG0007006	XP_033337166.1	XP_015189376.1
OG0007007	XP_033322883.1	XP_015177694.1
OG0007008	XP_033339379.1	XP_015181110.1
OG0007009	XP_033336898.1	XP_015181087.1
OG0007010	XP_033322690.1	XP_015182178.1
OG0007011	XP_033331613.1	XP_015176972.1
OG0007012	XP_033327037.1	XP_015180363.1
OG0007013	XP_033327193.1	XP_015191633.1
OG0007014	XP_033321774.1	XP_015181283.1
OG0007015	XP_033332957.1	XP_015171773.1
OG0007016	XP_033324145.1	XP_015186133.1
OG0007017	XP_033328723.1	XP_015190437.1
OG0007018	XP_033339529.1	XP_015179944.1
OG0007019	XP_033337606.1	XP_015186104.1
OG0007020	XP_033324898.1	XP_015177430.1
OG0007021	XP_033321681.1, XP_033321682.1	XP_015186293.1
OG0007022	XP_033340136.1	XP_015176212.1
OG0007023	XP_033332070.1	XP_015176940.1
OG0007024	XP_033333214.1	XP_015172714.1
OG0007025	XP_033336850.1	XP_015190366.1
OG0007026	XP_033331581.1	XP_015183600.1
OG0007027	XP_033337419.1	XP_015182187.1
OG0007028	XP_033328761.1	XP_015187474.1
OG0007029	XP_033342231.1	XP_015180480.1
OG0007030	XP_033335891.1	XP_015172462.1
OG0007031	XP_033332149.1	XP_015189442.1
OG0007032	XP_033343108.1	XP_015185981.1
OG0007033	XP_033328694.1	XP_015172695.1
OG0007034	XP_033341083.1, XP_033341091.1	XP_015173349.1, XP_015173348.1
OG0007035	XP_033327367.1	XP_015183711.1
OG0007036	XP_033340337.1	XP_015191783.1
OG0007038	XP_033331042.1	XP_015181743.1
OG0007039	XP_033336582.1	XP_015174532.1
OG0007040	XP_033325460.1	XP_015188919.1
OG0007041	XP_033328280.1	XP_015184102.1
OG0007042	XP_033333774.1	XP_015183063.1
OG0007043	XP_033340811.1	XP_015188574.1
OG0007044	XP_033343002.1	XP_015191448.1
OG0007045	XP_033326284.1	XP_015185174.1
OG0007047	XP_033335882.1	XP_015188622.1
OG0007048	XP_033339800.1	XP_015177262.1
OG0007050	XP_033341145.1	XP_015178994.1
OG0007051	XP_033335463.1	XP_015184193.1
OG0007052	XP_033335271.1	XP_015180009.1
OG0007053	XP_033325354.1	XP_015176646.1
OG0007054	XP_033331119.1	XP_015183397.1
OG0007055	XP_033329255.1	XP_015182660.1
OG0007056	XP_033324952.1	XP_015188841.1
OG0007057	XP_033322287.1	XP_015176628.1
OG0007058	XP_033325554.1	XP_015184695.1
OG0007059	XP_033339121.1	XP_015181173.1
OG0007060	XP_033335597.1	XP_015190260.1
OG0007061	XP_033323299.1	XP_015178689.1
OG0007062	XP_033328857.1	XP_015185677.1
OG0007063	XP_033334712.1	XP_015177086.1
OG0007064	XP_033326221.1	XP_015186278.1
OG0007065	XP_033320918.1	XP_015184922.1
OG0007066	XP_033323578.1	XP_015185829.1
OG0007067	XP_033335466.1	XP_015184192.1
OG0007068	XP_033329966.1	XP_015184343.1
OG0007069	XP_033330126.1	XP_015186758.1
OG0007070	XP_033323798.1	XP_015183196.1
OG0007071	XP_033329885.1	XP_015174430.1
OG0007072	XP_033332247.1	XP_015177697.1
OG0007073	XP_033335892.1	XP_015172464.1
OG0007074	XP_033332992.1	XP_015190663.1
OG0007076	XP_033326027.1	XP_015173202.1
OG0007077	XP_033324763.1	XP_015185089.1
OG0007078	XP_033337562.1, XP_033339941.1	XP_015176333.1
OG0007079	XP_033329834.1	XP_015180212.1
OG0007080	XP_033335671.1	XP_015172335.1
OG0007081	XP_033324491.1	XP_015178841.1
OG0007082	XP_033340968.1	XP_015182138.1
OG0007083	XP_033339493.1	XP_015181330.1
OG0007084	XP_033329715.1	XP_015177171.1
OG0007085	XP_033329116.1	XP_015176688.1
OG0007086	XP_033332617.1	XP_015187519.1
OG0007087	XP_033320856.1	XP_015181305.1
OG0007088	XP_033337607.1	XP_015186103.1
OG0007089	XP_033340082.1	XP_015172566.1
OG0007090	XP_033333889.1	XP_015191715.1
OG0007091	XP_033323245.1	XP_015176855.1
OG0007092	XP_033338508.1	XP_015180157.1
OG0007093	XP_033321259.1	XP_015177474.1, XP_015177472.1
OG0007094	XP_033325975.1	XP_015180592.1
OG0007095	XP_033340570.1	XP_015184635.1
OG0007096	XP_033322041.1	XP_015188772.1
OG0007097	XP_033340736.1	XP_015188852.1
OG0007098	XP_033341398.1	XP_015176877.1
OG0007099	XP_033321867.1	XP_015183627.1
OG0007100	XP_033329307.1	XP_015184648.1
OG0007101	XP_033328158.1	XP_015175382.1
OG0007103	XP_033327939.1	XP_015175239.1
OG0007104	XP_033334987.1	XP_015175542.1
OG0007105	XP_033324288.1	XP_015189569.1
OG0007106	XP_033331049.1	XP_015191820.1
OG0007107	XP_033321061.1	XP_015185850.1
OG0007108	XP_033323624.1	XP_015187123.1
OG0007109	XP_033338686.1	XP_015172845.1
OG0007110	XP_033336905.1	XP_015176499.1
OG0007111	XP_033321735.1	XP_015186025.1
OG0007112	XP_033325908.1	XP_015189120.1
OG0007113	XP_033341304.1	XP_015181434.1
OG0007114	XP_033331228.1	XP_015174415.1
OG0007115	XP_033332566.1	XP_015177249.1
OG0007116	XP_033321755.1	XP_015173019.1
OG0007117	XP_033323331.1	XP_015186592.1
OG0007118	XP_033342596.1	XP_015178098.1
OG0007119	XP_033324031.1	XP_015176216.1
OG0007120	XP_033341634.1	XP_015179086.1
OG0007121	XP_033325118.1	XP_015183658.1
OG0007122	XP_033338781.1	XP_015174947.1
OG0007123	XP_033321979.1	XP_015181047.1
OG0007124	XP_033325515.1	XP_015176834.1
OG0007125	XP_033321581.1	XP_015183385.1
OG0007126	XP_033323618.1	XP_015173763.1
OG0007127	XP_033333173.1	XP_015180787.1
OG0007128	XP_033328534.1	XP_015190420.1
OG0007129	XP_033325706.1	XP_015182671.1
OG0007130	XP_033336891.1	XP_015181039.1
OG0007131	XP_033340526.1	XP_015180353.1
OG0007132	XP_033336408.1	XP_015179620.1
OG0007134	XP_033325884.1	XP_015182250.1
OG0007135	XP_033321854.1	XP_015180239.1
OG0007136	XP_033333827.1	XP_015172905.1
OG0007137	XP_033336661.1	XP_015172174.1
OG0007138	XP_033323023.1	XP_015191024.1
OG0007139	XP_033332037.1	XP_015177799.1
OG0007140	XP_033342697.1	XP_015191514.1
OG0007141	XP_033330250.1	XP_015181106.1
OG0007142	XP_033340542.1	XP_015188318.1
OG0007143	XP_033336371.1	XP_015179582.1
OG0007144	XP_033322548.1	XP_015179249.1
OG0007145	XP_033335709.1	XP_015184536.1
OG0007146	XP_033337932.1	XP_015176266.1
OG0007147	XP_033330847.1	XP_015173398.1
OG0007148	XP_033324830.1	XP_015175505.1
OG0007150	XP_033323117.1	XP_015174673.1
OG0007151	XP_033335315.1	XP_015173538.1
OG0007152	XP_033343067.1	XP_015177114.1
OG0007153	XP_033336734.1	XP_015183138.1
OG0007154	XP_033331665.1	XP_015188907.1
OG0007155	XP_033338578.1	XP_015180450.1
OG0007156	XP_033337574.1	XP_015182953.1
OG0007157	XP_033328915.1	XP_015176145.1
OG0007158	XP_033340211.1	XP_015181120.1
OG0007159	XP_033334163.1	XP_015177706.1
OG0007160	XP_033336079.1	XP_015180205.1
OG0007161	XP_033340287.1	XP_015173237.1
OG0007162	XP_033339222.1	XP_015179185.1
OG0007163	XP_033322771.1	XP_015181950.1, XP_015181951.1
OG0007164	XP_033333966.1	XP_015189659.1
OG0007165	XP_033330330.1	XP_015175021.1
OG0007166	XP_033331819.1	XP_015173924.1
OG0007168	XP_033323166.1	XP_015173691.1
OG0007169	XP_033326821.1	XP_015173990.1
OG0007170	XP_033328289.1	XP_015184047.1
OG0007171	XP_033341302.1	XP_015181433.1
OG0007172	XP_033328866.1	XP_015186908.1
OG0007173	XP_033321964.1	XP_015189121.1
OG0007174	XP_033338990.1	XP_015180400.1
OG0007175	XP_033322551.1	XP_015190602.1
OG0007176	XP_033336283.1	XP_015179593.1
OG0007178	XP_033338086.1	XP_015171931.1
OG0007179	XP_033342563.1	XP_015178253.1
OG0007180	XP_033322003.1	XP_015175519.1
OG0007181	XP_033324676.1	XP_015173981.1
OG0007182	XP_033326119.1	XP_015182708.1
OG0007183	XP_033321616.1	XP_015174752.1
OG0007184	XP_033329358.1	XP_015171807.1
OG0007185	XP_033338326.1	XP_015175787.1
OG0007186	XP_033325812.1	XP_015176487.1
OG0007187	XP_033341087.1	XP_015177701.1
OG0007188	XP_033342957.1	XP_015191544.1
OG0007189	XP_033340301.1	XP_015181074.1
OG0007190	XP_033340652.1	XP_015182867.1
OG0007192	XP_033337634.1	XP_015171130.1
OG0007194	XP_033339286.1, XP_033339341.1	XP_015189288.1
OG0007195	XP_033321831.1	XP_015188771.1
OG0007196	XP_033337529.1	XP_015190000.1
OG0007197	XP_033339263.1	XP_015172087.1
OG0007198	XP_033326267.1	XP_015173858.1
OG0007200	XP_033323722.1	XP_015186056.1
OG0007201	XP_033342490.1	XP_015179939.1
OG0007202	XP_033334179.1, XP_033334177.1, XP_033334178.1	XP_015187105.1
OG0007205	XP_033333572.1	XP_015177813.1
OG0007206	XP_033321349.1	XP_015174421.1
OG0007207	XP_033341291.1	XP_015181431.1
OG0007208	XP_033333267.1	XP_015184932.1
OG0007209	XP_033331980.1	XP_015182038.1
OG0007210	XP_033329158.1	XP_015173301.1
OG0007211	XP_033322814.1	XP_015186627.1
OG0007212	XP_033324081.1	XP_015181046.1
OG0007213	XP_033323233.1	XP_015185724.1
OG0007216	XP_033337857.1	XP_015187488.1
OG0007217	XP_033335050.1	XP_015174449.1
OG0007218	XP_033328110.1	XP_015175282.1
OG0007220	XP_033326290.1	XP_015185204.1
OG0007221	XP_033332179.1	XP_015183241.1
OG0007222	XP_033334900.1	XP_015182274.1
OG0007223	XP_033327170.1	XP_015189055.1
OG0007225	XP_033322179.1	XP_015187569.1
OG0007226	XP_033325462.1	XP_015171043.1
OG0007227	XP_033332284.1	XP_015186091.1
OG0007228	XP_033328740.1	XP_015190969.1
OG0007230	XP_033327485.1	XP_015186256.1
OG0007231	XP_033321507.1	XP_015184301.1
OG0007232	XP_033326404.1	XP_015188986.1
OG0007234	XP_033327683.1	XP_015191744.1
OG0007235	XP_033342139.1	XP_015175747.1
OG0007236	XP_033330401.1	XP_015174287.1
OG0007237	XP_033337430.1	XP_015190368.1
OG0007238	XP_033335783.1	XP_015179627.1
OG0007239	XP_033340601.1	XP_015177441.1
OG0007240	XP_033333108.1	XP_015172641.1
OG0007241	XP_033330819.1	XP_015175875.1
OG0007242	XP_033337892.1	XP_015175418.1
OG0007243	XP_033343076.1	XP_015172963.1
OG0007244	XP_033334511.1	XP_015174567.1
OG0007245	XP_033340118.1	XP_015176040.1
OG0007246	XP_033341874.1	XP_015181156.1
OG0007247	XP_033333747.1	XP_015183671.1, XP_015183669.1
OG0007248	XP_033338329.1	XP_015185011.1
OG0007249	XP_033341410.1	XP_015181823.1
OG0007250	XP_033340685.1	XP_015188964.1
OG0007251	XP_033330016.1	XP_015182607.1
OG0007252	XP_033333328.1	XP_015191323.1, XP_015191332.1
OG0007253	XP_033342019.1	XP_015190252.1
OG0007254	XP_033341932.1	XP_015183826.1
OG0007257	XP_033329404.1	XP_015185397.1
OG0007259	XP_033331911.1	XP_015173697.1
OG0007260	XP_033336053.1	XP_015175061.1
OG0007262	XP_033321720.1	XP_015177968.1
OG0007263	XP_033327618.1	XP_015171391.1
OG0007264	XP_033326505.1	XP_015179833.1
OG0007265	XP_033328744.1	XP_015175592.1
OG0007266	XP_033324730.1, XP_033324731.1, XP_033324728.1	XP_015187402.1
OG0007268	XP_033321767.1	XP_015177617.1
OG0007269	XP_033338421.1	XP_015176124.1
OG0007270	XP_033333162.1	XP_015180780.1
OG0007271	XP_033343053.1	XP_015183484.1
OG0007272	XP_033324042.1	XP_015184376.1
OG0007273	XP_033326200.1	XP_015177207.1
OG0007275	XP_033324866.1	XP_015180926.1
OG0007276	XP_033340593.1, XP_033340594.1	XP_015171369.1
OG0007278	XP_033329383.1	XP_015173091.1
OG0007279	XP_033337921.1	XP_015177315.1
OG0007280	XP_033333761.1	XP_015188024.1
OG0007281	XP_033340906.1	XP_015178824.1
OG0007282	XP_033332810.1	XP_015190824.1
OG0007283	XP_033327403.1	XP_015189374.1
OG0007284	XP_033324146.1	XP_015177374.1
OG0007285	XP_033334836.1	XP_015180457.1
OG0007286	XP_033324287.1	XP_015187958.1
OG0007287	XP_033327640.1	XP_015177300.1
OG0007288	XP_033327055.1	XP_015177251.1
OG0007289	XP_033322823.1	XP_015186750.1
OG0007290	XP_033340380.1	XP_015173229.1
OG0007291	XP_033323304.1	XP_015187932.1
OG0007294	XP_033322522.1	XP_015175710.1
OG0007295	XP_033329213.1	XP_015182798.1
OG0007296	XP_033339343.1	XP_015187726.1
OG0007297	XP_033327472.1	XP_015189074.1
OG0007298	XP_033324346.1	XP_015188092.1
OG0007299	XP_033325309.1	XP_015176654.1
OG0007300	XP_033340992.1	XP_015191277.1
OG0007301	XP_033333898.1	XP_015191725.1
OG0007302	XP_033339538.1	XP_015187996.1
OG0007303	XP_033332142.1	XP_015190697.1
OG0007304	XP_033341693.1	XP_015184940.1
OG0007305	XP_033342283.1	XP_015181976.1
OG0007306	XP_033327908.1	XP_015182713.1
OG0007307	XP_033334740.1	XP_015175913.1
OG0007308	XP_033335504.1	XP_015186392.1
OG0007309	XP_033330948.1	XP_015186754.1
OG0007310	XP_033330545.1	XP_015187493.1
OG0007311	XP_033327047.1	XP_015175398.1
OG0007313	XP_033342603.1	XP_015186832.1
OG0007314	XP_033336755.1	XP_015174137.1
OG0007315	XP_033329683.1	XP_015185379.1
OG0007316	XP_033338083.1	XP_015172128.1
OG0007317	XP_033340967.1	XP_015185170.1
OG0007318	XP_033337239.1	XP_015178146.1
OG0007319	XP_033337712.1	XP_015175129.1
OG0007320	XP_033341507.1	XP_015189228.1
OG0007321	XP_033331755.1	XP_015183838.1
OG0007322	XP_033329475.1	XP_015178443.1
OG0007323	XP_033331790.1	XP_015185015.1
OG0007324	XP_033327124.1	XP_015172056.1
OG0007325	XP_033326511.1	XP_015176131.1
OG0007326	XP_033336912.1	XP_015179742.1
OG0007327	XP_033321091.1	XP_015181802.1
OG0007330	XP_033340249.1	XP_015185855.1
OG0007331	XP_033330614.1	XP_015183054.1
OG0007332	XP_033342763.1	XP_015191284.1
OG0007333	XP_033324896.1, XP_033324897.1	XP_015184133.1
OG0007334	XP_033329926.1	XP_015176117.1
OG0007335	XP_033328442.1	XP_015186610.1
OG0007336	XP_033321063.1	XP_015185872.1
OG0007337	XP_033340040.1, XP_033340041.1	XP_015189286.1
OG0007338	XP_033335253.1	XP_015171224.1
OG0007339	XP_033333805.1	XP_015187705.1
OG0007340	XP_033321684.1	XP_015187550.1
OG0007342	XP_033330247.1	XP_015171775.1
OG0007343	XP_033343023.1	XP_015172526.1
OG0007344	XP_033330434.1	XP_015174721.1
OG0007345	XP_033323570.1	XP_015190735.1
OG0007346	XP_033342318.1	XP_015181935.1
OG0007347	XP_033341903.1	XP_015187000.1
OG0007348	XP_033337489.1	XP_015189012.1
OG0007349	XP_033321587.1	XP_015186036.1
OG0007350	XP_033331843.1	XP_015177732.1
OG0007351	XP_033337865.1	XP_015187515.1
OG0007352	XP_033339556.1	XP_015175854.1
OG0007354	XP_033326887.1	XP_015175919.1, XP_015175918.1
OG0007355	XP_033338859.1	XP_015182208.1
OG0007356	XP_033334433.1	XP_015181753.1
OG0007358	XP_033330832.1	XP_015187821.1
OG0007359	XP_033327174.1	XP_015175299.1
OG0007360	XP_033338063.1	XP_015173473.1
OG0007361	XP_033322011.1	XP_015175534.1
OG0007362	XP_033320940.1	XP_015174357.1
OG0007363	XP_033330243.1	XP_015188755.1
OG0007364	XP_033334928.1	XP_015189146.1
OG0007365	XP_033330543.1	XP_015178650.1
OG0007366	XP_033336506.1	XP_015183133.1
OG0007367	XP_033334558.1	XP_015191488.1
OG0007368	XP_033335585.1	XP_015176493.1
OG0007369	XP_033322060.1	XP_015171843.1
OG0007370	XP_033340974.1	XP_015181766.1
OG0007371	XP_033334693.1	XP_015190188.1
OG0007372	XP_033327234.1	XP_015178094.1
OG0007374	XP_033329148.1	XP_015176697.1
OG0007375	XP_033342333.1	XP_015179883.1
OG0007376	XP_033339310.1	XP_015188780.1
OG0007377	XP_033329178.1	XP_015177434.1
OG0007378	XP_033330478.1	XP_015188243.1
OG0007379	XP_033338452.1	XP_015184527.1
OG0007380	XP_033335786.1	XP_015191672.1
OG0007381	XP_033332762.1	XP_015185450.1
OG0007382	XP_033323069.1	XP_015190712.1
OG0007383	XP_033326107.1	XP_015189507.1
OG0007384	XP_033339091.1	XP_015187387.1
OG0007385	XP_033330835.1	XP_015175567.1
OG0007386	XP_033329789.1	XP_015185695.1
OG0007387	XP_033338366.1	XP_015175683.1
OG0007388	XP_033335126.1	XP_015179971.1
OG0007390	XP_033334982.1	XP_015175669.1
OG0007391	XP_033338077.1	XP_015171983.1
OG0007392	XP_033341255.1	XP_015173910.1
OG0007394	XP_033326863.1	XP_015184982.1
OG0007395	XP_033336521.1	XP_015183085.1
OG0007396	XP_033334426.1	XP_015171366.1
OG0007397	XP_033334463.1	XP_015175587.1
OG0007398	XP_033340949.1	XP_015171789.1
OG0007399	XP_033328218.1	XP_015177525.1
OG0007400	XP_033324794.1	XP_015187183.1
OG0007401	XP_033328093.1	XP_015179893.1
OG0007402	XP_033330810.1	XP_015179798.1
OG0007403	XP_033337274.1	XP_015179261.1
OG0007404	XP_033339771.1	XP_015185062.1
OG0007405	XP_033325935.1	XP_015177493.1
OG0007406	XP_033334420.1	XP_015171343.1
OG0007407	XP_033341440.1	XP_015190817.1
OG0007409	XP_033336903.1	XP_015176495.1
OG0007410	XP_033323021.1	XP_015189921.1
OG0007413	XP_033332474.1	XP_015174609.1
OG0007414	XP_033342620.1	XP_015173940.1
OG0007415	XP_033322762.1	XP_015181908.1
OG0007416	XP_033338820.1	XP_015174938.1
OG0007417	XP_033326164.1	XP_015180170.1
OG0007418	XP_033325078.1	XP_015190239.1
OG0007419	XP_033324832.1	XP_015191597.1
OG0007420	XP_033329510.1, XP_033329511.1, XP_033329512.1	XP_015190496.1
OG0007421	XP_033337638.1	XP_015175580.1
OG0007422	XP_033329409.1	XP_015177885.1
OG0007423	XP_033323883.1	XP_015177334.1
OG0007424	XP_033335770.1	XP_015185563.1
OG0007425	XP_033339300.1	XP_015187382.1
OG0007426	XP_033339318.1	XP_015182499.1
OG0007427	XP_033325316.1, XP_033325315.1, XP_033325317.1	XP_015180770.1
OG0007428	XP_033341147.1	XP_015178768.1
OG0007429	XP_033341390.1	XP_015189181.1
OG0007430	XP_033322431.1	XP_015183102.1
OG0007431	XP_033330991.1	XP_015179915.1
OG0007432	XP_033323742.1	XP_015173259.1
OG0007433	XP_033339738.1	XP_015186447.1, XP_015186444.1
OG0007434	XP_033340393.1	XP_015191143.1
OG0007435	XP_033336653.1	XP_015179534.1
OG0007436	XP_033334840.1	XP_015190978.1
OG0007437	XP_033342347.1	XP_015179046.1
OG0007438	XP_033332374.1	XP_015176880.1
OG0007439	XP_033330440.1	XP_015181387.1
OG0007440	XP_033329969.1	XP_015176911.1
OG0007442	XP_033337359.1	XP_015180060.1
OG0007443	XP_033323026.1	XP_015174489.1
OG0007444	XP_033327092.1	XP_015172049.1
OG0007445	XP_033337152.1	XP_015185746.1
OG0007447	XP_033331455.1	XP_015184585.1
OG0007449	XP_033330294.1	XP_015177352.1
OG0007450	XP_033331840.1	XP_015177849.1
OG0007451	XP_033328410.1	XP_015185067.1
OG0007453	XP_033335147.1	XP_015177442.1
OG0007454	XP_033340107.1	XP_015191117.1
OG0007455	XP_033340265.1	XP_015178928.1
OG0007456	XP_033322840.1	XP_015187378.1
OG0007457	XP_033322083.1	XP_015175194.1
OG0007458	XP_033321743.1	XP_015175424.1
OG0007459	XP_033323231.1	XP_015189157.1
OG0007460	XP_033320974.1	XP_015190979.1
OG0007461	XP_033338897.1	XP_015179935.1
OG0007462	XP_033320952.1	XP_015174117.1
OG0007463	XP_033340022.1	XP_015179984.1
OG0007464	XP_033339040.1	XP_015174380.1
OG0007465	XP_033331425.1	XP_015172476.1
OG0007466	XP_033336249.1	XP_015185562.1
OG0007467	XP_033321737.1	XP_015186023.1
OG0007468	XP_033332309.1	XP_015174471.1
OG0007469	XP_033323958.1	XP_015177443.1
OG0007470	XP_033339481.1	XP_015187619.1
OG0007471	XP_033331521.1	XP_015172156.1, XP_015172158.1
OG0007472	XP_033338477.1	XP_015171363.1
OG0007473	XP_033329965.1	XP_015174602.1
OG0007474	XP_033341824.1	XP_015187653.1
OG0007475	XP_033332084.1	XP_015183236.1
OG0007477	XP_033334358.1	XP_015186871.1
OG0007479	XP_033322175.1	XP_015174715.1
OG0007480	XP_033339955.1	XP_015182841.1
OG0007481	XP_033340037.1	XP_015190739.1
OG0007482	XP_033322958.1	XP_015183283.1
OG0007483	XP_033325461.1	XP_015185017.1
OG0007485	XP_033338946.1	XP_015185902.1
OG0007486	XP_033324347.1	XP_015188117.1
OG0007487	XP_033323350.1	XP_015186602.1
OG0007488	XP_033332596.1	XP_015172678.1
OG0007489	XP_033325077.1	XP_015171110.1
OG0007492	XP_033328370.1	XP_015177987.1
OG0007493	XP_033321732.1	XP_015186442.1
OG0007494	XP_033324130.1	XP_015189562.1
OG0007495	XP_033328861.1	XP_015173393.1, XP_015173400.1
OG0007496	XP_033328192.1, XP_033328193.1	XP_015184547.1
OG0007497	XP_033331594.1	XP_015178552.1
OG0007498	XP_033329456.1	XP_015178668.1
OG0007499	XP_033329872.1	XP_015189211.1, XP_015189212.1
OG0007500	XP_033329518.1, XP_033322417.1	XP_015187284.1
OG0007501	XP_033324024.1	XP_015175057.1
OG0007502	XP_033322837.1, XP_033322839.1, XP_033322838.1, XP_033322836.1	XP_015187448.1
OG0007503	XP_033328164.1	XP_015184444.1
OG0007504	XP_033328971.1	XP_015171637.1
OG0007505	XP_033326957.1	XP_015191196.1
OG0007506	XP_033332074.1, XP_033332073.1	XP_015177629.1
OG0007507	XP_033339168.1	XP_015179055.1
OG0007508	XP_033322052.1	XP_015171838.1
OG0007509	XP_033338618.1	XP_015175183.1
OG0007510	XP_033340762.1	XP_015174626.1
OG0007512	XP_033325519.1	XP_015176831.1
OG0007514	XP_033331621.1	XP_015183392.1
OG0007515	XP_033322191.1	XP_015179457.1
OG0007516	XP_033327236.1, XP_033327235.1	XP_015189437.1
OG0007518	XP_033337928.1	XP_015189515.1
OG0007519	XP_033321548.1	XP_015179507.1
OG0007521	XP_033338110.1	XP_015174880.1
OG0007522	XP_033338327.1	XP_015175585.1
OG0007523	XP_033330473.1	XP_015171487.1
OG0007525	XP_033340999.1	XP_015177158.1
OG0007526	XP_033340080.1	XP_015187773.1, XP_015187772.1
OG0007527	XP_033327347.1	XP_015185181.1
OG0007528	XP_033324417.1	XP_015185636.1
OG0007529	XP_033326396.1	XP_015188980.1
OG0007530	XP_033335241.1	XP_015176764.1, XP_015176791.1
OG0007531	XP_033342711.1	XP_015172223.1, XP_015172222.1
OG0007532	XP_033328300.1	XP_015191508.1
OG0007533	XP_033341795.1	XP_015183954.1
OG0007534	XP_033336763.1, XP_033336762.1, XP_033336761.1	XP_015185120.1
OG0007535	XP_033341187.1	XP_015184429.1
OG0007536	XP_033336263.1	XP_015174644.1
OG0007537	XP_033320816.1	XP_015178247.1
OG0007538	XP_033331268.1, XP_033331184.1	XP_015176019.1
OG0007539	XP_033330068.1	XP_015175209.1
OG0007540	XP_033331429.1	XP_015179358.1
