Orthogroup	Megalopta_genalis	Tribolium_castaneum
OG0006034	XP_033331918.1, XP_033331919.1	XP_008198963.1
OG0006035	XP_033333593.1	XP_969092.1
OG0006036	XP_033328469.1	XP_015836850.1
OG0006037	XP_033326305.1	XP_015834289.1
OG0006038	XP_033323723.1	XP_968035.2
OG0006039	XP_033327123.1	XP_015837622.1, XP_008196398.1
OG0006040	XP_033341748.1	XP_968097.2
OG0006041	XP_033333145.1	XP_972311.1
OG0006042	XP_033339536.1, XP_033339534.1	XP_971938.1
OG0006043	XP_033341526.1, XP_033341527.1	XP_970065.3
OG0006044	XP_033332303.1, XP_033337354.1	XP_008199644.1
OG0006045	XP_033333745.1	XP_008195413.1
OG0006046	XP_033332740.1	XP_015839099.1
OG0006047	XP_033335035.1	XP_972826.1
OG0006048	XP_033333726.1	XP_008196946.1
OG0006049	XP_033333122.1	XP_008195091.1
OG0006050	XP_033334107.1	XP_970844.1
OG0006051	XP_033339505.1	XP_015833164.1
OG0006052	XP_033325893.1	XP_974343.1
OG0006053	XP_033341176.1	XP_008201367.1
OG0006054	XP_033322093.1	XP_973804.1
OG0006055	XP_033328452.1	XP_015838151.1
OG0006056	XP_033339195.1	XP_008195140.1, XP_015836736.1
OG0006057	XP_033340119.1	XP_968863.2
OG0006058	XP_033338604.1	XP_001808147.1
OG0006059	XP_033342434.1	XP_008200063.1
OG0006060	XP_033326168.1	XP_015838089.1, XP_967353.1
OG0006061	XP_033322941.1	XP_008197571.1
OG0006062	XP_033327192.1	XP_975238.1
OG0006063	XP_033326529.1	XP_974245.1
OG0006064	XP_033341342.1	XP_015835819.1
OG0006065	XP_033333944.1	XP_008196033.1
OG0006066	XP_033330740.1	XP_008192691.1
OG0006067	XP_033334046.1	XP_971811.1
OG0006068	XP_033339078.1	XP_972846.1
OG0006069	XP_033341284.1	XP_971084.2
OG0006070	XP_033326969.1	XP_015840675.1
OG0006071	XP_033326832.1	XP_971483.1, XP_008197391.1
OG0006072	XP_033336476.1	XP_008195580.1
OG0006073	XP_033342026.1	XP_008191932.1
OG0006074	XP_033328351.1	XP_970611.1
OG0006075	XP_033339230.1	XP_008197353.1
OG0006076	XP_033334949.1	XP_008200459.1
OG0006077	XP_033341306.1	XP_008193971.1
OG0006078	XP_033331193.1	XP_972184.1
OG0006079	XP_033332622.1	XP_968214.1
OG0006080	XP_033340600.1	XP_972784.2
OG0006081	XP_033341367.1	XP_969821.1
OG0006082	XP_033338503.1	XP_975299.1
OG0006083	XP_033330311.1	XP_969292.2
OG0006084	XP_033332199.1	XP_975200.2
OG0006085	XP_033324115.1	XP_008193426.1
OG0006086	XP_033328729.1	XP_975172.1
OG0006087	XP_033336913.1	XP_008191807.1
OG0006088	XP_033324245.1	XP_015840737.1
OG0006089	XP_033333125.1	XP_971921.1
OG0006090	XP_033342827.1	XP_015837916.1
OG0006091	XP_033337408.1	XP_969328.1
OG0006092	XP_033323878.1	XP_967408.1
OG0006093	XP_033330710.1	XP_968117.1
OG0006094	XP_033328921.1	XP_015835531.1
OG0006095	XP_033324080.1	XP_970606.1
OG0006096	XP_033325320.1	XP_969753.1
OG0006097	XP_033340851.1	XP_008196003.1
OG0006098	XP_033334278.1	XP_015833475.1
OG0006099	XP_033337561.1, XP_033339940.1	XP_008191976.1
OG0006100	XP_033342451.1, XP_033342452.1	XP_970018.1
OG0006101	XP_033322741.1	NP_001136167.1
OG0006102	XP_033329837.1	XP_008197945.1
OG0006103	XP_033334303.1	NP_001164117.1
OG0006104	XP_033328738.1	NP_001107822.1, XP_008193162.1
OG0006105	XP_033334147.1	XP_015834586.1, XP_970787.2
OG0006106	XP_033341074.1	NP_001153741.1, XP_008199600.1
OG0006107	XP_033329545.1	XP_974190.1
OG0006109	XP_033334860.1	NP_001095946.1
OG0006110	XP_033329399.1	XP_973449.1
OG0006111	XP_033324724.1	XP_969313.1
OG0006112	XP_033340774.1	XP_971899.1
OG0006113	XP_033338936.1	NP_001153722.1
OG0006114	XP_033331660.1	XP_969197.1
OG0006115	XP_033322291.1	XP_001813478.1
OG0006116	XP_033321160.1	XP_015836815.1
OG0006118	XP_033336221.1	XP_974055.1
OG0006119	XP_033324025.1	XP_969793.1
OG0006120	XP_033335713.1	XP_008196845.1
OG0006121	XP_033337021.1	XP_975394.1
OG0006123	XP_033326087.1	XP_967947.2
OG0006124	XP_033327983.1	XP_968460.1
OG0006125	XP_033330228.1	XP_972705.1
OG0006126	XP_033335292.1	XP_969150.1
OG0006127	XP_033327785.1, XP_033327786.1	XP_966585.1
OG0006128	XP_033330267.1	XP_008196205.1
OG0006130	XP_033337343.1	XP_967502.1
OG0006131	XP_033339731.1	XP_008195462.1
OG0006132	XP_033333086.1, XP_033333085.1	XP_008194472.1
OG0006133	XP_033329245.1	XP_008190500.1
OG0006134	XP_033321686.1	XP_008191343.1
OG0006135	XP_033326837.1	XP_967817.2
OG0006136	XP_033328154.1	XP_015839689.1
OG0006137	XP_033330283.1	XP_968202.1
OG0006138	XP_033325375.1	XP_015834406.1
OG0006139	XP_033335201.1	XP_008194175.1
OG0006140	XP_033337564.1	XP_008200089.1
OG0006141	XP_033327726.1	XP_970646.1
OG0006143	XP_033339672.1	XP_001811667.1
OG0006144	XP_033338499.1	XP_008195509.1
OG0006145	XP_033336609.1	XP_970462.1
OG0006146	XP_033336567.1	XP_972818.2
OG0006147	XP_033340764.1	XP_973312.1
OG0006149	XP_033333977.1	XP_974377.1
OG0006150	XP_033332686.1	XP_970568.2
OG0006151	XP_033335711.1	XP_008190797.1
OG0006152	XP_033333517.1	XP_973922.1
OG0006153	XP_033321543.1	XP_008191866.1
OG0006154	XP_033323715.1	XP_008192041.2
OG0006155	XP_033327161.1	XP_008195300.1
OG0006156	XP_033340875.1	XP_967600.2
OG0006157	XP_033328683.1	XP_008194660.1
OG0006158	XP_033325170.1	XP_008201238.1, NP_001034510.1
OG0006159	XP_033329359.1	XP_001810169.2
OG0006160	XP_033322304.1, XP_033322305.1	XP_015835761.1
OG0006161	XP_033331315.1	XP_015836311.1
OG0006162	XP_033333111.1	XP_008195053.1
OG0006163	XP_033336760.1	XP_966716.1
OG0006164	XP_033323306.1	XP_968028.1
OG0006165	XP_033323312.1	XP_975134.2
OG0006166	XP_033338651.1	XP_001807129.1
OG0006167	XP_033325106.1	XP_015839012.1
OG0006168	XP_033328512.1	XP_970015.2
OG0006169	XP_033330357.1	XP_968057.1
OG0006170	XP_033323997.1	XP_008191382.2, XP_971029.1
OG0006171	XP_033321784.1	XP_969175.1
OG0006172	XP_033326170.1, XP_033326160.1	XP_967760.1
OG0006173	XP_033340236.1	XP_008198463.1
OG0006174	XP_033341606.1	XP_966482.1
OG0006175	XP_033342169.1	XP_008190662.1
OG0006176	XP_033339525.1	XP_015833069.1
OG0006177	XP_033341988.1	XP_972963.1
OG0006178	XP_033325030.1	XP_008197383.1
OG0006180	XP_033336576.1	XP_972555.3
OG0006181	XP_033339389.1	XP_967438.2
OG0006182	XP_033337820.1	XP_015836222.1
OG0006183	XP_033334019.1	XP_973095.1
OG0006184	XP_033327354.1	NP_001161915.1
OG0006185	XP_033337847.1, XP_033337846.1	XP_001808071.2
OG0006186	XP_033340439.1	XP_008194151.1
OG0006187	XP_033327029.1	XP_969860.2
OG0006188	XP_033336143.1	XP_969276.2
OG0006189	XP_033339395.1	XP_974964.1
OG0006191	XP_033332095.1	NP_001164154.1, XP_008200418.1
OG0006193	XP_033337754.1	XP_008196472.1
OG0006194	XP_033324939.1	XP_008201501.1
OG0006195	XP_033329262.1	XP_971097.1
OG0006196	XP_033336600.1	XP_973323.1
OG0006197	XP_033326385.1	XP_967679.1
OG0006199	XP_033335141.1	XP_973597.1
OG0006200	XP_033338332.1	XP_008196414.1
OG0006201	XP_033324851.1	XP_008191241.1
OG0006202	XP_033323124.1	XP_971116.2
OG0006203	XP_033339339.1	XP_973025.1
OG0006204	XP_033339105.1	XP_008193768.1, XP_008193759.1
OG0006205	XP_033341761.1	XP_008197358.1
OG0006206	XP_033341341.1	XP_015833212.1
OG0006207	XP_033330800.1, XP_033330799.1, XP_033330801.1	XP_008192481.1
OG0006208	XP_033341608.1	XP_015835132.1
OG0006209	XP_033330168.1	XP_966390.1
OG0006210	XP_033326813.1	XP_008201451.1
OG0006211	XP_033333791.1	XP_008195304.1
OG0006212	XP_033342978.1	XP_008194346.1
OG0006214	XP_033329820.1	XP_008198272.1
OG0006215	XP_033337662.1	XP_972389.1
OG0006216	XP_033340361.1, XP_033340362.1	XP_015833492.1
OG0006217	XP_033342528.1	XP_974716.1
OG0006218	XP_033330497.1	XP_974418.1
OG0006219	XP_033323948.1	XP_967673.1
OG0006220	XP_033340537.1	XP_968878.1
OG0006221	XP_033339489.1	XP_970593.2
OG0006222	XP_033326264.1	XP_008192239.1
OG0006223	XP_033321492.1	XP_008191963.1
OG0006225	XP_033335138.1	XP_967459.1
OG0006226	XP_033336067.1	XP_015837923.1
OG0006228	XP_033325699.1	XP_969161.2
OG0006229	XP_033341557.1	XP_008196961.1, NP_001127850.1
OG0006230	XP_033323860.1	XP_008198972.1
OG0006231	XP_033341153.1	XP_008199267.1
OG0006232	XP_033329481.1	XP_968899.1
OG0006233	XP_033323620.1, XP_033323619.1	XP_008194458.1
OG0006234	XP_033343083.1	XP_015834942.1
OG0006235	XP_033332799.1	XP_970755.2
OG0006236	XP_033340680.1	XP_971934.2
OG0006237	XP_033324443.1, XP_033324403.1	XP_008195326.1
OG0006238	XP_033327720.1	XP_008192284.1
OG0006239	XP_033335927.1	XP_973089.1
OG0006240	XP_033322620.1	XP_008198164.1
OG0006241	XP_033339571.1	XP_973652.1
OG0006242	XP_033332621.1	XP_972226.3
OG0006243	XP_033343052.1	XP_974351.1
OG0006244	XP_033324578.1	XP_972740.1
OG0006245	XP_033335809.1	XP_970678.1
OG0006246	XP_033341607.1	XP_967705.1
OG0006247	XP_033338235.1	XP_975203.2
OG0006248	XP_033324888.1, XP_033324649.1	XP_974638.1
OG0006249	XP_033328138.1	XP_015837072.1
OG0006250	XP_033331718.1	XP_015840452.1, XP_969448.1
OG0006251	XP_033340694.1	XP_973772.1
OG0006252	XP_033330988.1	NP_001034525.1
OG0006253	XP_033321143.1	XP_008196309.1
OG0006254	XP_033331190.1	XP_971710.2
OG0006255	XP_033336618.1	XP_968858.3
OG0006256	XP_033335066.1	XP_008192355.1
OG0006257	XP_033340182.1	XP_974304.1
OG0006258	XP_033339207.1, XP_033339220.1	NP_001107765.1
OG0006259	XP_033337814.1	XP_969365.1
OG0006260	XP_033329725.1	XP_015836489.1
OG0006261	XP_033336510.1	XP_008199143.1
OG0006262	XP_033342001.1	XP_972829.1
OG0006263	XP_033328428.1, XP_033328396.1	XP_015840946.1
OG0006264	XP_033333098.1	XP_001811917.1
OG0006266	XP_033332884.1	XP_968122.1
OG0006267	XP_033337463.1	XP_975078.2
OG0006268	XP_033326298.1	XP_967117.1
OG0006269	XP_033326331.1	XP_008195313.1
OG0006270	XP_033341985.1	XP_968806.3
OG0006271	XP_033334785.1	XP_968366.1
OG0006272	XP_033332134.1	XP_008191065.1
OG0006273	XP_033335458.1, XP_033335459.1	XP_974567.2
OG0006274	XP_033332699.1	XP_973671.2
OG0006275	XP_033331590.1	XP_975323.1
OG0006276	XP_033333103.1	XP_008199318.1
OG0006277	XP_033322432.1	XP_972150.2
OG0006278	XP_033322988.1	XP_971450.1
OG0006279	XP_033334795.1	XP_008199174.1
OG0006280	XP_033337734.1	XP_015835096.1
OG0006282	XP_033323352.1	XP_008200283.1
OG0006283	XP_033327191.1	NP_001164094.1, XP_008200461.1
OG0006284	XP_033321984.1	XP_008201728.1
OG0006285	XP_033328930.1	XP_967513.1
OG0006286	XP_033340679.1	XP_008195631.1
OG0006287	XP_033335969.1	XP_015836430.1
OG0006288	XP_033332127.1	XP_008192776.1
OG0006289	XP_033336737.1	XP_972899.1
OG0006290	XP_033334537.1	XP_968844.1
OG0006291	XP_033334182.1	XP_015836383.1
OG0006292	XP_033339352.1	XP_971490.1, XP_015836264.1
OG0006293	XP_033322928.1	XP_968467.1, XP_967097.1
OG0006294	XP_033324442.1	XP_966616.1
OG0006295	XP_033334657.1	XP_008195028.1
OG0006296	XP_033321643.1	XP_975638.1
OG0006297	XP_033330032.1	XP_008197797.1
OG0006298	XP_033324829.1	XP_968109.1
OG0006299	XP_033326458.1	XP_008201533.1
OG0006300	XP_033333488.1	XP_008192925.1
OG0006301	XP_033340565.1	XP_008200121.1
OG0006302	XP_033338924.1	XP_975194.2
OG0006303	XP_033326418.1	XP_008197566.1
OG0006304	XP_033336930.1	XP_967396.1
OG0006305	XP_033326254.1	XP_008192163.1
OG0006306	XP_033341646.1	XP_008198935.1
OG0006307	XP_033327413.1	XP_008194418.1
OG0006308	XP_033333968.1	XP_972593.1
OG0006309	XP_033336865.1	XP_969584.1
OG0006310	XP_033340637.1	XP_008199323.1
OG0006311	XP_033335761.1	XP_975769.1
OG0006312	XP_033334383.1	XP_008201336.1
OG0006313	XP_033341411.1	XP_967788.1
OG0006314	XP_033327840.1	XP_008197803.1
OG0006315	XP_033326096.1	XP_015838682.1
OG0006316	XP_033341829.1	XP_001814047.1
OG0006317	XP_033330484.1	XP_971377.1
OG0006318	XP_033338543.1	XP_015840161.1
OG0006319	XP_033329465.1	XP_973781.1
OG0006320	XP_033332598.1	XP_974032.3
OG0006321	XP_033324666.1	XP_015837795.1, XP_015837794.1
OG0006322	XP_033333011.1	XP_969081.1
OG0006323	XP_033334754.1	XP_969881.1
OG0006324	XP_033324741.1	XP_015839977.1
OG0006325	XP_033337635.1	XP_975115.1
OG0006326	XP_033333569.1	XP_008193707.1
OG0006327	XP_033325599.1	XP_973265.1
OG0006328	XP_033339299.1	XP_973520.1
OG0006329	XP_033342162.1	XP_008200453.1
OG0006330	XP_033336190.1	XP_008196849.1
OG0006331	XP_033335681.1	XP_970043.2
OG0006332	XP_033335168.1	XP_966737.1
OG0006333	XP_033322232.1, XP_033322244.1	XP_967150.1
OG0006334	XP_033322582.1	XP_970258.3
OG0006335	XP_033336944.1	XP_975679.2
OG0006336	XP_033326868.1	XP_974732.3
OG0006337	XP_033325589.1	XP_008193898.1
OG0006338	XP_033324862.1	XP_008198894.1
OG0006339	XP_033321546.1, XP_033321547.1	XP_969974.2
OG0006341	XP_033325789.1	XP_969694.1
OG0006343	XP_033337551.1	XP_008197440.1
OG0006344	XP_033325702.1	XP_967064.1
OG0006345	XP_033341935.1	XP_008194877.1
OG0006346	XP_033327166.1	XP_975242.1
OG0006347	XP_033331875.1	XP_967413.1
OG0006348	XP_033331304.1, XP_033340603.1	XP_008197900.1
OG0006349	XP_033337502.1, XP_033337504.1	XP_971770.1
OG0006350	XP_033340026.1	XP_008191855.1
OG0006351	XP_033324494.1	XP_008201369.1
OG0006353	XP_033337856.1	XP_008196657.1
OG0006355	XP_033327384.1	XP_008197719.1
OG0006356	XP_033334067.1	XP_973551.1
OG0006357	XP_033332736.1	XP_008194944.1
OG0006358	XP_033325655.1	XP_966409.1
OG0006359	XP_033337585.1	XP_015834095.1
OG0006360	XP_033329234.1	XP_968892.1
OG0006361	XP_033336215.1	XP_008194669.1
OG0006362	XP_033329149.1	XP_015833389.1, XP_008190921.1
OG0006363	XP_033340808.1	XP_968124.2
OG0006364	XP_033321326.1	XP_008191418.1
OG0006366	XP_033330412.1	XP_008191093.1
OG0006368	XP_033336368.1	XP_974191.1
OG0006369	XP_033329892.1	XP_015839149.1
OG0006370	XP_033336462.1, XP_033336458.1	XP_968179.1
OG0006371	XP_033326539.1	XP_967247.2
OG0006372	XP_033330752.1	XP_974114.2
OG0006373	XP_033330223.1	XP_008193147.1
OG0006374	XP_033330625.1	XP_971689.1
OG0006375	XP_033342200.1	XP_008198624.1
OG0006376	XP_033333283.1	XP_008195117.1
OG0006377	XP_033328377.1	XP_008190836.1
OG0006378	XP_033335356.1	XP_970244.1
OG0006379	XP_033331435.1	XP_015833902.1, XP_972461.1
OG0006380	XP_033332035.1	XP_975069.1
OG0006381	XP_033336589.1	XP_008192680.1
OG0006382	XP_033329852.1	XP_008198299.1
OG0006383	XP_033341056.1	XP_966740.1
OG0006384	XP_033335152.1	XP_008200069.1, XP_008200070.1
OG0006385	XP_033321360.1	XP_008200175.1
OG0006387	XP_033332861.1	XP_015836426.1, XP_015836408.1
OG0006388	XP_033321600.1	XP_008190611.1
OG0006389	XP_033330370.1, XP_033339559.1	XP_967510.2
OG0006390	XP_033333627.1	XP_974784.1
OG0006391	XP_033321786.1	XP_008201022.1
OG0006392	XP_033332347.1, XP_033332339.1	XP_969056.1
OG0006393	XP_033330673.1	XP_968347.1
OG0006394	XP_033340197.1, XP_033340145.1	XP_008193619.1
OG0006396	XP_033325690.1	XP_015835444.1
OG0006397	XP_033325114.1	XP_008193042.1
OG0006398	XP_033342199.1	XP_974084.1
OG0006399	XP_033323196.1	XP_015838133.1
OG0006400	XP_033329296.1	XP_015837215.1
OG0006401	XP_033329484.1	XP_008194829.2
OG0006402	XP_033339843.1	XP_008196798.1
OG0006403	XP_033331650.1	XP_015833396.1
OG0006404	XP_033323576.1	XP_973226.1
OG0006405	XP_033331209.1	XP_968294.1
OG0006406	XP_033341865.1	XP_008199618.1
OG0006407	XP_033337594.1	XP_008197696.1
OG0006408	XP_033329321.1	XP_008199399.1
OG0006409	XP_033335175.1	XP_968188.1
OG0006410	XP_033323427.1, XP_033323423.1	XP_008197354.1
OG0006411	XP_033334006.1	XP_973116.1, XP_008195776.1
OG0006412	XP_033329909.1	XP_968536.1
OG0006413	XP_033330315.1	XP_008192636.1
OG0006415	XP_033337699.1	XP_015837698.1, XP_015837695.1
OG0006416	XP_033341114.1	XP_973026.1
OG0006417	XP_033325382.1	XP_008195262.1
OG0006418	XP_033330872.1	XP_015834030.1
OG0006419	XP_033332826.1	XP_975423.1
OG0006420	XP_033321077.1, XP_033321078.1	XP_975447.1
OG0006421	XP_033329867.1	XP_015839225.1
OG0006422	XP_033321168.1	XP_970089.1
OG0006423	XP_033341461.1	XP_008193406.1
OG0006424	XP_033335843.1, XP_033336692.1	XP_008197285.1
OG0006425	XP_033330136.1	XP_967594.1
OG0006426	XP_033326749.1, XP_033322089.1	XP_970005.1
OG0006427	XP_033338505.1	XP_967239.1
OG0006428	XP_033331353.1	XP_015835351.1
OG0006429	XP_033337536.1	XP_015838597.1, XP_015838592.1
OG0006431	XP_033333642.1	XP_967482.1
OG0006432	XP_033334117.1, XP_033334118.1	XP_008192443.1
OG0006433	XP_033339231.1	XP_008195500.1
OG0006434	XP_033331679.1, XP_033331680.1	XP_008198977.1
OG0006435	XP_033324410.1	XP_008196000.1
OG0006437	XP_033341668.1	XP_008190829.1
OG0006438	XP_033324820.1	XP_974586.1
OG0006439	XP_033338600.1	XP_972658.1
OG0006440	XP_033337271.1	XP_973240.2
OG0006441	XP_033341542.1	XP_973953.2
OG0006442	XP_033343111.1	XP_967088.1
OG0006443	XP_033324149.1	XP_970720.1
OG0006444	XP_033340278.1, XP_033340279.1	XP_968770.1
OG0006445	XP_033321943.1	XP_968396.2
OG0006447	XP_033338607.1	XP_008198789.1
OG0006448	XP_033329099.1	XP_966816.1
OG0006449	XP_033329487.1	XP_008191527.1, XP_008200414.1
OG0006450	XP_033321922.1	XP_008196630.1
OG0006451	XP_033323336.1	XP_972120.1
OG0006452	XP_033324071.1	XP_969562.1
OG0006454	XP_033327286.1	XP_001810629.1
OG0006455	XP_033342538.1	XP_015840692.1
OG0006456	XP_033334180.1	XP_975491.1
OG0006457	XP_033337864.1	XP_971596.1
OG0006459	XP_033324428.1	XP_015840501.1
OG0006460	XP_033331279.1	XP_008194721.1
OG0006462	XP_033328730.1	XP_008190692.1, NP_001034526.1
OG0006463	XP_033323179.1	XP_971577.2
OG0006464	XP_033324350.1	XP_001813884.2
OG0006465	XP_033332532.1	XP_008193545.1, XP_008193544.1
OG0006466	XP_033331372.1	XP_970735.1
OG0006467	XP_033330538.1	XP_008193210.1
OG0006468	XP_033336799.1	XP_970419.2, XP_015836661.1, XP_015840389.1
OG0006469	XP_033334312.1	XP_008199426.1
OG0006471	XP_033323185.1	XP_015838045.1
OG0006472	XP_033337917.1	XP_008197389.1
OG0006473	XP_033338380.1	XP_015839075.1
OG0006474	XP_033332072.1	XP_015838946.1, XP_015840119.1
OG0006476	XP_033321824.1	XP_967236.1
OG0006477	XP_033334855.1	XP_966732.1
OG0006478	XP_033327419.1	XP_015839380.1
OG0006480	XP_033338358.1	XP_974460.1
OG0006481	XP_033322568.1	XP_015840848.1, XP_008195976.1
OG0006482	XP_033329579.1	XP_008195897.1
OG0006483	XP_033331921.1	XP_015840054.1
OG0006484	XP_033334152.1	XP_015833919.1
OG0006485	XP_033341433.1	XP_970704.1
OG0006486	XP_033322018.1	NP_001034501.1
OG0006487	XP_033338955.1, XP_033338956.1	XP_008191452.1
OG0006488	XP_033328651.1	XP_975046.1
OG0006489	XP_033332600.1, XP_033339889.1	XP_975178.1
OG0006490	XP_033323071.1	XP_008200796.2
OG0006491	XP_033340003.1	XP_974195.1
OG0006493	XP_033326513.1	XP_974653.1
OG0006494	XP_033327770.1	XP_015836407.1
OG0006495	XP_033326444.1	XP_008193526.1
OG0006496	XP_033337403.1	XP_015835810.1
OG0006497	XP_033338912.1	XP_968788.2
OG0006498	XP_033338641.1	XP_968216.1
OG0006499	XP_033339629.1	XP_015837754.1
OG0006500	XP_033338996.1, XP_033339019.1	XP_008201619.1
OG0006501	XP_033326128.1	XP_971919.1
OG0006502	XP_033330065.1	XP_008190868.1
OG0006503	XP_033330179.1	XP_008197741.1
OG0006504	XP_033329741.1	XP_015838512.1
OG0006505	XP_033326250.1	XP_972170.1
OG0006506	XP_033329547.1	XP_008191365.1
OG0006507	XP_033341094.1	XP_015837209.1
OG0006508	XP_033325381.1	XP_972197.1
OG0006510	XP_033340285.1	XP_970302.1
OG0006511	XP_033322835.1	XP_008192857.1
OG0006512	XP_033338434.1	XP_015840657.1
OG0006513	XP_033338430.1, XP_033338429.1	XP_966706.1
OG0006514	XP_033342095.1	XP_015839674.1
OG0006515	XP_033324586.1	XP_008199871.2
OG0006516	XP_033342542.1	XP_968072.1
OG0006517	XP_033332439.1	XP_008196560.1
OG0006518	XP_033326603.1	XP_969385.2, XP_008193040.1
OG0006519	XP_033321707.1	XP_974169.1
OG0006520	XP_033342262.1	XP_008192744.1
OG0006521	XP_033332797.1	XP_975406.1
OG0006522	XP_033328724.1	XP_008195578.1
OG0006523	XP_033327918.1	XP_015834602.1
OG0006524	XP_033340146.1	XP_975575.1
OG0006525	XP_033334137.1	XP_973643.1
OG0006526	XP_033321934.1	XP_008200345.1
OG0006527	XP_033333800.1	XP_970294.2
OG0006529	XP_033321538.1	XP_972074.1
OG0006530	XP_033340472.1	XP_970036.2
OG0006531	XP_033325910.1	XP_015836152.1, XP_001812872.1, XP_015836153.1
OG0006532	XP_033325956.1	XP_975337.1
OG0006533	XP_033339627.1	XP_974988.1
OG0006534	XP_033329847.1	XP_008198523.1, XP_015839091.1
OG0006535	XP_033321133.1	XP_001810533.2
OG0006536	XP_033337214.1	XP_008196325.1
OG0006537	XP_033339382.1	XP_008195255.1
OG0006538	XP_033325768.1	NP_001280506.1
OG0006539	XP_033324802.1	XP_967878.1
OG0006540	XP_033342117.1	XP_015834054.1
OG0006541	XP_033340104.1	XP_975332.1
OG0006542	XP_033334523.1	XP_969181.2
OG0006543	XP_033337006.1	XP_967443.3
OG0006544	XP_033335569.1	XP_015834618.1
OG0006545	XP_033337895.1	XP_008194661.1, XP_015836341.1
OG0006546	XP_033327184.1	XP_973591.1
OG0006547	XP_033326583.1	XP_973505.1
OG0006548	XP_033329190.1	XP_008196394.1
OG0006549	XP_033337162.1	XP_967047.1
OG0006550	XP_033336228.1, XP_033336320.1	XP_967967.1
OG0006551	XP_033329098.1, XP_033329084.1	XP_008192790.1
OG0006552	XP_033336566.1	XP_008195219.1
OG0006553	XP_033341218.1	XP_015835850.1
OG0006554	XP_033329633.1	XP_968301.1
OG0006555	XP_033323163.1	XP_972655.1
OG0006556	XP_033329974.1	XP_015836858.1
OG0006557	XP_033342859.1	XP_008201037.1
OG0006558	XP_033322015.1	XP_008197665.1
OG0006559	XP_033333629.1	XP_015839389.1
OG0006560	XP_033322170.1	XP_008200220.1
OG0006561	XP_033326608.1	XP_975968.1
OG0006562	XP_033335172.1	XP_015840271.1, XP_966939.1
OG0006563	XP_033342018.1	XP_969170.1
OG0006565	XP_033327996.1	XP_008195658.1
OG0006566	XP_033324610.1	XP_015839213.1
OG0006568	XP_033323529.1	XP_974413.2
OG0006570	XP_033335360.1	XP_008195778.1, XP_015837542.1
OG0006571	XP_033333329.1	XP_008200123.1
OG0006572	XP_033330386.1, XP_033339928.1	XP_008194128.1
OG0006573	XP_033340193.1	XP_001812698.1
OG0006574	XP_033331332.1, XP_033331329.1	XP_015836129.1
OG0006575	XP_033322088.1, XP_033322087.1	XP_001810245.1, XP_970143.1
OG0006576	XP_033331704.1	XP_001814014.1
OG0006577	XP_033341845.1	XP_008195043.1
OG0006578	XP_033322197.1	XP_015834847.1
OG0006579	XP_033334676.1	XP_008196799.1
OG0006580	XP_033325376.1	XP_969232.1
