Orthogroup	Megalopta_genalis	Nasonia_vitripennis
OG0007857	XP_033337390.1	XP_031785498.1
OG0007860	XP_033335747.1	XP_031788395.1
OG0007861	XP_033321576.1	XP_001608187.1
OG0007862	XP_033336019.1	XP_001604506.2
OG0007863	XP_033337468.1, XP_033337466.1	XP_008208254.1
OG0007864	XP_033332870.1	XP_001601024.2
OG0007865	XP_033327482.1	XP_031787654.1
OG0007868	XP_033342707.1	XP_001603244.1
OG0007869	XP_033326149.1	XP_016837282.1
OG0007870	XP_033331622.1	XP_003425105.1
OG0007872	XP_033334136.1	XP_008204767.1
OG0007874	XP_033342477.1	XP_031784928.1
OG0007875	XP_033342470.1	XP_008211441.1
OG0007876	XP_033327197.1	XP_008211330.1
OG0007877	XP_033329673.1	XP_031777178.1
OG0007880	XP_033334548.1	XP_003427877.1
OG0007882	XP_033329450.1	XP_016839889.1
OG0007883	XP_033333592.1, XP_033333591.1	XP_016839631.1
OG0007884	XP_033329733.1	XP_008204943.1
OG0007885	XP_033329997.1	XP_016837482.1
OG0007886	XP_033333742.1	XP_016840988.1, NP_001123524.1
OG0007887	XP_033330728.1	XP_001600850.1
OG0007888	XP_033323031.1	XP_003423997.1
OG0007889	XP_033322618.1	XP_001606414.3
OG0007890	XP_033339631.1	XP_008203504.1
OG0007891	XP_033326099.1	XP_031777558.1, XP_001605324.2
OG0007892	XP_033328262.1	XP_001600109.2
OG0007893	XP_033335216.1	XP_001605082.1
OG0007894	XP_033331791.1	XP_001604282.3
OG0007895	XP_033326951.1	XP_001602339.2
OG0007898	XP_033339196.1	XP_031784465.1
OG0007900	XP_033335116.1	XP_031781304.1, XP_031781305.1
OG0007901	XP_033322827.1	XP_003424657.1
OG0007902	XP_033337153.1	XP_008205475.1
OG0007903	XP_033327826.1	XP_001599413.4
OG0007904	XP_033336187.1	XP_008216956.1
OG0007905	XP_033338866.1	XP_031784567.1
OG0007908	XP_033326879.1	XP_008207834.1, XP_008207833.1
OG0007910	XP_033330612.1	XP_001601570.2
OG0007911	XP_033331486.1, XP_033331495.1	XP_001606881.1
OG0007912	XP_033328737.1	XP_031784840.1
OG0007914	XP_033342082.1	XP_003425497.1
OG0007915	XP_033334700.1	XP_008202090.1
OG0007916	XP_033334827.1, XP_033334687.1	XP_008214105.1
OG0007917	XP_033338294.1	XP_003423858.1
OG0007918	XP_033331509.1	XP_016844919.1
OG0007919	XP_033324094.1	XP_008208678.1
OG0007920	XP_033340704.1, XP_033340706.1, XP_033340705.1	XP_016839145.1
OG0007921	XP_033330761.1	XP_016836815.1, XP_016836817.1
OG0007922	XP_033339533.1	XP_016838961.1
OG0007923	XP_033334199.1	XP_008215897.2
OG0007924	XP_033323407.1	XP_008203259.1
OG0007925	XP_033324955.1	XP_001604355.2
OG0007927	XP_033328709.1, XP_033328712.1	XP_031782380.1
OG0007929	XP_033340715.1	NP_001127920.1
OG0007930	XP_033328136.1, XP_033328135.1	XP_003426450.1
OG0007931	XP_033331469.1	XP_003428231.1
OG0007934	XP_033333919.1	XP_016842325.1
OG0007936	XP_033329502.1	XP_031787607.1
OG0007937	XP_033335068.1	XP_016844040.1, XP_016844041.1, XP_016844042.1
OG0007938	XP_033328646.1	XP_031787840.1
OG0007941	XP_033342808.1	XP_001601448.2
OG0007942	XP_033341764.1	XP_008213381.1
OG0007952	XP_033339906.1, XP_033332888.1	XP_031789327.1
OG0007957	XP_033338714.1	NP_001129486.1
OG0007958	XP_033325126.1	NP_001155061.1
OG0007960	XP_033339043.1	XP_003427152.1, XP_001605618.2
OG0007961	XP_033332605.1	XP_032455516.1
OG0007962	XP_033337962.1	XP_001599035.1
OG0007963	XP_033323129.1	NP_001165851.1
OG0007966	XP_033340623.1	XP_031786885.1
OG0007967	XP_033325131.1	XP_008202167.1, XP_008202164.1
OG0007968	XP_033338643.1	XP_001599727.1
OG0007970	XP_033341919.1	XP_001603626.1
OG0007971	XP_033335733.1	XP_016844090.1
OG0007972	XP_033335674.1	XP_008213532.1, XP_008213531.1
OG0007974	XP_033340763.1	XP_003425021.1
OG0007975	XP_033323906.1	XP_031788629.1
OG0007976	XP_033340000.1	XP_008206928.1, XP_001602935.2
OG0007977	XP_033331709.1	XP_031776759.1
OG0007978	XP_033332559.1, XP_033332561.1	XP_001604251.1
OG0007981	XP_033327769.1	XP_001603121.2
OG0007982	XP_033340710.1	XP_003426096.3, XP_031788896.1
OG0007983	XP_033322392.1	XP_001605312.2
OG0007984	XP_033340602.1	XP_001602032.1
OG0007985	XP_033324353.1	XP_001601010.1
OG0007986	XP_033337169.1	XP_003428020.1
OG0007987	XP_033339472.1	XP_001607483.1
OG0007988	XP_033340286.1	XP_001599516.2
OG0007989	XP_033330185.1	XP_003428149.1
OG0007990	XP_033327229.1	XP_003424699.1
OG0007991	XP_033327222.1	XP_003427507.1
OG0007992	XP_033321341.1	XP_031780339.1
OG0007994	XP_033339522.1	XP_031784564.1
OG0007995	XP_033336778.1	XP_001603842.3
OG0007996	XP_033335239.1, XP_033335233.1	XP_016845654.1
OG0007997	XP_033330737.1	XP_001607242.2
OG0007998	XP_033324367.1	XP_008204104.1
OG0008002	XP_033325716.1	XP_031779196.1
OG0008003	XP_033342525.1	XP_001602214.2
OG0008005	XP_033337595.1	XP_016844891.1
OG0008006	XP_033338674.1	XP_001603332.2
OG0008008	XP_033335610.1	XP_008206807.1
OG0008011	XP_033326677.1	XP_016837853.1
OG0008012	XP_033324873.1	XP_031787560.1, XP_032456324.1
OG0008014	XP_033342820.1	XP_031783707.1
OG0008015	XP_033342127.1	XP_001604287.2
OG0008017	XP_033329497.1	XP_008215484.1
OG0008019	XP_033328244.1	NP_001136158.1
OG0008020	XP_033336112.1	XP_001603009.1
OG0008021	XP_033332093.1	NP_001127784.2, XP_008212395.1
OG0008027	XP_033337206.1	XP_016837986.1
OG0008028	XP_033329537.1, XP_033329313.1	XP_031782315.1
OG0008030	XP_033342007.1	XP_008203760.1, XP_032453979.1
OG0008032	XP_033337806.1	XP_016837114.1
OG0008033	XP_033340956.1	XP_031784334.1
OG0008035	XP_033321021.1	XP_031787553.1
OG0008038	XP_033332479.1	XP_031789488.1, XP_031789483.1
OG0008039	XP_033329367.1	NP_001135881.1
OG0008040	XP_033325095.1	XP_031777262.1, XP_031777265.1
OG0008041	XP_033334400.1	XP_003425372.1
OG0008042	XP_033328973.1	XP_031788912.1
OG0008044	XP_033338819.1	XP_032452021.1
OG0008045	XP_033332571.1	XP_031783280.1
OG0008046	XP_033322205.1	XP_001605660.1
OG0008047	XP_033331178.1	XP_008203366.1
OG0008049	XP_033330066.1	XP_001606078.1
OG0008053	XP_033333531.1	NP_001153404.1, XP_031778332.1
OG0008055	XP_033326386.1	XP_031783274.1
OG0008058	XP_033341496.1	NP_001123219.2
OG0008060	XP_033323772.1	XP_003425025.1
OG0008061	XP_033336232.1	XP_001608024.2, XP_003424578.1
OG0008062	XP_033332003.1	XP_031784676.1
OG0008064	XP_033336212.1, XP_033336211.1	XP_008216966.1
OG0008065	XP_033325590.1	XP_016838513.1
OG0008066	XP_033331265.1	XP_031783751.2
OG0008068	XP_033341958.1	XP_016845236.2
OG0008069	XP_033339660.1	XP_003424582.1
OG0008070	XP_033338879.1	XP_008216369.1
OG0008071	XP_033328259.1	XP_008217805.1
OG0008074	XP_033335999.1	XP_003424540.1
OG0008076	XP_033339958.1	XP_001601833.1
OG0008077	XP_033329343.1, XP_033329342.1	XP_003424441.1
OG0008078	XP_033330651.1	XP_001603280.1
OG0008081	XP_033325196.1	XP_031784981.1
OG0008085	XP_033334908.1	XP_001606856.1
OG0008087	XP_033332158.1, XP_033332147.1	XP_031780482.1, XP_032451741.1, XP_008208196.1, XP_008208195.1, XP_032451742.1
OG0008088	XP_033341397.1	XP_008210398.1
OG0008090	XP_033340726.1	XP_001602976.1
OG0008091	XP_033328223.1	XP_031785762.1
OG0008092	XP_033331039.1	XP_003426648.1
OG0008093	XP_033338832.1	XP_031783343.1
OG0008096	XP_033323025.1, XP_033323024.1	XP_031788729.1
OG0008097	XP_033341983.1	XP_001606772.1, XP_008202302.1
OG0008099	XP_033328195.1, XP_033328194.1	XP_008205428.1, NP_001161252.1
OG0008100	XP_033330177.1	XP_016844817.1
OG0008101	XP_033326962.1	XP_016840843.1
OG0008103	XP_033329853.1	XP_001599705.1
OG0008104	XP_033329689.1, XP_033329690.1	XP_008214055.1
OG0008106	XP_033337044.1, XP_033337045.1	XP_001604702.1
OG0008108	XP_033334041.1	XP_031781695.1
OG0008114	XP_033330836.1	XP_031782162.1
OG0008115	XP_033327243.1	XP_031779655.1
OG0008116	XP_033335473.1	XP_031779678.1
OG0008117	XP_033325439.1	XP_031786763.1
OG0008119	XP_033335834.1	XP_008216686.1, XP_032453958.1
OG0008120	XP_033333318.1	XP_003427376.1
OG0008121	XP_033321880.1	XP_031780955.1
OG0008124	XP_033333588.1	XP_001602562.2, XP_008210371.2
OG0008125	XP_033329381.1	XP_008203221.1
OG0008127	XP_033338308.1	XP_008202277.2
OG0008128	XP_033340718.1	XP_001607357.1
OG0008130	XP_033339752.1	XP_008215743.1
OG0008131	XP_033335990.1	XP_032453025.1
OG0008133	XP_033328609.1	XP_031780163.2
OG0008134	XP_033332604.1	XP_008216077.2
OG0008135	XP_033333682.1	XP_008205729.1
OG0008136	XP_033331263.1	XP_003426380.1
OG0008137	XP_033341794.1, XP_033339914.1	XP_016844855.1
OG0008138	XP_033342218.1	XP_016843855.1
OG0008142	XP_033327018.1	XP_003427098.1
OG0008143	XP_033342996.1	XP_016839454.1
OG0008144	XP_033331343.1	NP_001136030.1
OG0008146	XP_033341737.1	XP_031787713.1
OG0008147	XP_033333029.1	XP_008206246.1, XP_001603585.2
OG0008148	XP_033338829.1, XP_033338507.1	XP_003425850.1
OG0008149	XP_033323929.1	XP_016843064.1, XP_003426112.1
OG0008150	XP_033335940.1	XP_016839540.1, XP_031782367.1
OG0008151	XP_033326572.1	XP_032457741.1
OG0008152	XP_033324133.1	XP_016842882.1, XP_016842881.1, XP_008204100.1, XP_031784982.1
OG0008153	XP_033323737.1	XP_008207863.1
OG0008154	XP_033340478.1	XP_031776886.1
OG0008155	XP_033326877.1	XP_003424423.1
OG0008156	XP_033340133.1	XP_003427295.1, XP_003427296.1, XP_016839912.1, XP_032454405.1, XP_032454404.1
OG0008158	XP_033329660.1	XP_032452215.1
OG0008159	XP_033322391.1	XP_003426693.1
OG0008160	XP_033321352.1	XP_008208597.1
OG0008161	XP_033320972.1, XP_033320971.1	NP_001136349.1
OG0008163	XP_033327372.1	XP_001600336.1
OG0008164	XP_033342366.1	XP_001603866.2
OG0008165	XP_033340797.1	XP_031780653.1
OG0008166	XP_033338053.1	XP_003425860.1
OG0008167	XP_033335060.1	XP_031788189.1
OG0008168	XP_033326304.1	XP_032452607.1
OG0008169	XP_033331323.1	XP_001603707.2
OG0008170	XP_033341895.1	XP_016839348.1, XP_016839347.1, XP_008203897.1
OG0008172	XP_033327848.1, XP_033327849.1	XP_008211200.1
OG0008173	XP_033328649.1	XP_003425153.1
OG0008174	XP_033322826.1	XP_031787085.1
OG0008175	XP_033328902.1	XP_032455106.1, XP_003427668.1
OG0008176	XP_033337795.1	XP_031779012.1, XP_008209631.1
OG0008178	XP_033342027.1, XP_033342041.1	XP_003425907.1
OG0008179	XP_033324543.1	XP_031780609.1
OG0008180	XP_033328288.1, XP_033328287.1	XP_003427408.1
OG0008181	XP_033338555.1	XP_031777070.1, XP_031777066.1, XP_031777071.1
OG0008182	XP_033341888.1	XP_001602481.3
OG0008183	XP_033327231.1	XP_031785996.1
OG0008184	XP_033323866.1	XP_031782889.1
OG0008185	XP_033332965.1	XP_031789082.1, XP_016844020.1, XP_032455019.1, XP_001603767.1
OG0008186	XP_033335704.1, XP_033336327.1	XP_031782279.1, XP_032453798.1
OG0008187	XP_033331449.1	XP_016845937.1, XP_008215233.1, XP_031777195.1
OG0008188	XP_033328140.1	XP_031787742.1
OG0008189	XP_033333526.1, XP_033340103.1	XP_016843906.1
OG0008198	XP_033333425.1	XP_001607808.1
OG0008199	XP_033328558.1	XP_008213564.1
OG0008203	XP_033326223.1	NP_001156898.1
OG0008204	XP_033333708.1	XP_001605168.1
OG0008205	XP_033322460.1	XP_003427259.1
OG0008206	XP_033330529.1	XP_001605749.2
OG0008208	XP_033341597.1	XP_003426587.1
OG0008209	XP_033324262.1	XP_001606126.1
OG0008211	XP_033329360.1	XP_031783834.1
OG0008212	XP_033331426.1	XP_032452403.1
OG0008214	XP_033326878.1	XP_016839593.1
OG0008215	XP_033322142.1	XP_001607301.1
OG0008220	XP_033329721.1	XP_008203461.1
OG0008221	XP_033332129.1	NP_001127794.1, XP_008202520.1
OG0008222	XP_033342181.1	XP_008213735.1, XP_031782794.1
OG0008224	XP_033329110.1	XP_001605276.2
OG0008226	XP_033340897.1	XP_008210880.1
OG0008227	XP_033324727.1, XP_033324726.1	XP_003423809.1
OG0008228	XP_033339141.1	XP_016838840.1
OG0008229	XP_033330261.1	XP_031783206.1
OG0008231	XP_033330753.1	XP_016836835.2
OG0008234	XP_033322950.1	XP_001606519.1
OG0008235	XP_033334186.1	XP_003425761.1
OG0008237	XP_033339142.1	XP_031782309.1
OG0008238	XP_033337843.1	XP_001604070.1
OG0008239	XP_033328647.1	XP_016839624.1
OG0008243	XP_033342436.1	XP_001607972.2
OG0008246	XP_033327185.1	XP_001605776.2
OG0008247	XP_033341238.1	XP_031786810.1
OG0008251	XP_033321456.1, XP_033321455.1, XP_033321459.1	XP_008203283.1
OG0008255	XP_033341499.1	XP_008201876.1
OG0008257	XP_033325919.1	XP_008202080.1
OG0008258	XP_033335830.1	XP_016837500.1, XP_016837501.1
OG0008259	XP_033342661.1	XP_001603870.1
OG0008260	XP_033336252.1	XP_031781547.1
OG0008261	XP_033331876.1	XP_016840429.1, XP_016840428.1
OG0008262	XP_033323081.1	XP_031787875.1
OG0008264	XP_033329419.1	XP_008203556.1
OG0008267	XP_033336489.1	XP_008202719.1, XP_003424783.1
OG0008268	XP_033330634.1	XP_008215827.1
OG0008273	XP_033334281.1	XP_016839996.1
OG0008274	XP_033326389.1	XP_008215227.1
OG0008276	XP_033332295.1	XP_008209268.1
OG0008277	XP_033342299.1	XP_001606894.1
OG0008279	XP_033338026.1	NP_001161364.1
OG0008280	XP_033332451.1	XP_001600799.2
OG0008283	XP_033328966.1, XP_033328961.1	NP_001166086.1
OG0008285	XP_033329133.1	XP_001605398.2
OG0008287	XP_033326928.1	XP_001599638.1
OG0008290	XP_033321328.1	XP_008209252.1
OG0008291	XP_033323487.1	XP_001604465.2
OG0008292	XP_033333804.1	XP_016842409.1
OG0008293	XP_033321444.1	XP_008210903.1
OG0008294	XP_033341250.1	XP_003427982.1
OG0008296	XP_033340620.1	XP_008204156.1
OG0008298	XP_033339013.1	XP_001607374.2
OG0008299	XP_033338851.1	XP_031779451.1
OG0008302	XP_033332394.1	XP_001602063.1
OG0008303	XP_033333429.1	XP_008206319.1
OG0008304	XP_033332999.1	XP_032454902.1
OG0008305	XP_033335028.1	XP_016840334.1
OG0008306	XP_033342513.1	NP_001153243.1
OG0008310	XP_033331989.1	XP_001600315.1
OG0008313	XP_033330979.1	XP_008208571.1, NP_001234886.1, NP_001165829.1, XP_031783358.1
OG0008314	XP_033340805.1	XP_001600665.1, XP_031784774.1
OG0008315	XP_033341997.1	XP_001602474.2
OG0008316	XP_033329271.1	XP_003425678.1
OG0008317	XP_033327669.1	XP_016841418.1
OG0008318	XP_033332246.1	XP_003424368.1
OG0008320	XP_033336413.1	XP_032455416.1
OG0008321	XP_033339232.1	XP_008208149.1
OG0008322	XP_033324537.1	XP_001605785.1, XP_016838312.1
OG0008324	XP_033334083.1	XP_032451927.1
OG0008325	XP_033333857.1	XP_032454029.1
OG0008327	XP_033337136.1	XP_003426916.2
OG0008328	XP_033336083.1	XP_031781366.1
OG0008329	XP_033327942.1	XP_031786323.1
OG0008331	XP_033326777.1	XP_008212482.1
OG0008334	XP_033327892.1	XP_031784661.1
OG0008335	XP_033325438.1	XP_016842873.1
OG0008336	XP_033334239.1	XP_008213607.1
OG0008337	XP_033334512.1	XP_016842387.1, XP_032456470.1
OG0008338	XP_033327489.1, XP_033327486.1	XP_031788137.1
OG0008340	XP_033327341.1	XP_016841937.1
OG0008342	XP_033321537.1	XP_001608168.1
OG0008345	XP_033325620.1	XP_008217798.1
OG0008346	XP_033326281.1	XP_031788403.1, XP_031788405.1
OG0008348	XP_033341766.1	XP_016843263.1
OG0008349	XP_033338030.1, XP_033338032.1, XP_033338021.1, XP_033338012.1, XP_033338041.1	XP_003425416.1
OG0008350	XP_033332167.1	XP_001604273.3
OG0008351	XP_033329119.1	XP_031780594.1
OG0008353	XP_033332969.1	XP_032456162.1, XP_031787632.1, XP_031787631.1
OG0008354	XP_033329471.1	XP_001602812.2
OG0008356	XP_033321361.1	XP_016843523.2
OG0008357	XP_033340972.1	XP_003426972.2
OG0008359	XP_033334926.1	XP_008217281.1, XP_031788141.1
OG0008360	XP_033328929.1	XP_031786934.1
OG0008361	XP_033339502.1	XP_003424335.1
OG0008364	XP_033333789.1	XP_008204871.1
OG0008365	XP_033341386.1	XP_008215462.1
OG0008366	XP_033322456.1	XP_008206614.1
OG0008367	XP_033338375.1	XP_031784457.1, XP_031784460.1
OG0008371	XP_033339894.1, XP_033331814.1	XP_031786564.1
OG0008372	XP_033325444.1	XP_031787828.1
OG0008375	XP_033336422.1	XP_001602834.3
OG0008376	XP_033341209.1, XP_033341199.1	XP_001603346.2
OG0008377	XP_033338633.1, XP_033338632.1, XP_033338634.1	XP_031783510.1
OG0008381	XP_033342519.1	XP_031786891.1
OG0008382	XP_033336493.1	XP_008202731.1
OG0008383	XP_033332889.1	XP_001605594.1
OG0008384	XP_033323478.1, XP_033323477.1	XP_001603643.1
OG0008385	XP_033327517.1, XP_033327516.1	XP_016841717.1
OG0008386	XP_033325726.1	XP_001607145.3
OG0008387	XP_033342125.1	NP_001153388.1, XP_001605175.1
OG0008388	XP_033331642.1	XP_008215381.1, XP_008215382.1
OG0008389	XP_033339647.1, XP_033339648.1	XP_031780770.1, XP_031780771.1
OG0008390	XP_033333469.1	XP_001599396.1
OG0008392	XP_033330431.1	XP_031785439.1
OG0008393	XP_033332516.1	XP_032457530.1, XP_032457536.1
OG0008407	XP_033339356.1	XP_003425937.1
OG0008410	XP_033336056.1	XP_001604176.1
OG0008411	XP_033330041.1	XP_003427561.2
OG0008412	XP_033329643.1	XP_031788540.1, XP_016841668.1
OG0008413	XP_033324850.1	XP_001602151.2
OG0008414	XP_033326108.1	XP_016839260.1, XP_003426034.1
OG0008415	XP_033325130.1	XP_001603808.1
OG0008417	XP_033322554.1	XP_001600416.1
OG0008419	XP_033338598.1	XP_003425089.1
OG0008423	XP_033331243.1	XP_001604482.1
OG0008424	XP_033324768.1	XP_008215349.1
OG0008425	XP_033332540.1	XP_003424340.1
OG0008426	XP_033330222.1	XP_001603671.2
OG0008429	XP_033333376.1	XP_001604088.1
OG0008431	XP_033338244.1	XP_008202251.1
OG0008432	XP_033326772.1	XP_031780131.1
OG0008434	XP_033329816.1	XP_031786237.1
OG0008435	XP_033333174.1	XP_008210367.1
OG0008437	XP_033335699.1	XP_008210644.1
OG0008438	XP_033338890.1	XP_008203946.1
OG0008439	XP_033331663.1	XP_008204748.1
OG0008440	XP_033338261.1	XP_032456203.1
OG0008441	XP_033321711.1, XP_033321708.1	XP_003424847.2
OG0008443	XP_033320957.1, XP_033320973.1	XP_001607698.1
OG0008444	XP_033336621.1	XP_008215951.1, XP_003424605.1
OG0008445	XP_033331311.1	XP_001602454.2
OG0008449	XP_033338682.1	XP_032457619.1
OG0008453	XP_033321718.1	NP_001123297.2, XP_031778364.1
OG0008457	XP_033336564.1	XP_001606634.3
OG0008460	XP_033337611.1	XP_031778479.1
OG0008461	XP_033341426.1	XP_031782642.1
OG0008462	XP_033335106.1	XP_016845041.1
OG0008464	XP_033334169.1	XP_008204446.1
OG0008465	XP_033338808.1, XP_033338788.1	XP_016845824.1
OG0008466	XP_033328868.1	XP_001603675.1, XP_031786905.1, XP_031786906.1
OG0008468	XP_033330719.1	XP_016836884.1
OG0008470	XP_033336556.1, XP_033336538.1	XP_016838106.1
OG0008472	XP_033323094.1	XP_003424057.1
OG0008473	XP_033333421.1	XP_001607003.1
OG0008474	XP_033322674.1	XP_003426904.1
OG0008475	XP_033335354.1	XP_031783657.1
OG0008476	XP_033339652.1	XP_031786227.1
OG0008478	XP_033339151.1	XP_008214859.2
OG0008479	XP_033332418.1	XP_001601516.1
OG0008480	XP_033339832.1, XP_033331852.1, XP_033331851.1	XP_001605269.2
OG0008483	XP_033343123.1	XP_016843676.1
OG0008485	XP_033320842.1	XP_001604595.2
OG0008488	XP_033339819.1, XP_033328614.1	XP_003425962.1
OG0008489	XP_033340865.1	XP_008209828.1
OG0008490	XP_033330376.1	XP_016838145.1
OG0008492	XP_033325145.1	XP_001603670.1
OG0008494	XP_033331676.1	XP_032452081.1
OG0008499	XP_033338115.1	XP_031788673.1
OG0008501	XP_033339354.1	NP_001234903.1
OG0008502	XP_033341175.1	XP_001606466.2
OG0008503	XP_033342714.1	XP_031787628.1
OG0008505	XP_033335041.1	XP_003425303.1
OG0008506	XP_033340344.1	NP_001352119.1, XP_032453634.1
OG0008507	XP_033323817.1	XP_001601860.1
OG0008509	XP_033330176.1	XP_003424510.1
OG0008510	XP_033324652.1	NP_001127873.1
OG0008511	XP_033332161.1	XP_001601221.1
OG0008513	XP_033326841.1	XP_003426354.1
OG0008514	XP_033320779.1	XP_003426359.1, XP_003426355.1
OG0008515	XP_033329666.1	XP_001604404.1
OG0008516	XP_033335846.1	XP_001608032.1
OG0008517	XP_033326727.1	XP_031785556.1
OG0008518	XP_033331345.1	XP_031780124.1
OG0008520	XP_033337159.1	XP_003428025.2
OG0008522	XP_033329554.1	XP_008215209.1, XP_003423904.2
OG0008523	XP_033326295.1, XP_033326297.1, XP_033326296.1	XP_003427413.1
OG0008524	XP_033323162.1	XP_016838612.1
OG0008525	XP_033339308.1	XP_016836953.1, XP_016836954.1
OG0008526	XP_033335355.1	XP_001599899.2, XP_008203352.1, XP_001599877.2
OG0008527	XP_033323412.1	XP_016838686.1
OG0008528	XP_033343078.1	XP_001604468.1
OG0008529	XP_033325088.1	XP_031784452.1
OG0008530	XP_033330693.1	XP_031781611.1
OG0008531	XP_033321541.1	XP_003424554.1
OG0008533	XP_033321154.1	XP_008204172.1
OG0008537	XP_033327391.1	XP_031776973.1, XP_031776974.1
OG0008538	XP_033338243.1	XP_016839512.1
OG0008539	XP_033327612.1	XP_032458209.1
OG0008540	XP_033328399.1	XP_003427791.1
OG0008542	XP_033326157.1, XP_033326158.1	XP_016837165.1
OG0008543	XP_033338470.1	XP_003427108.1
OG0008544	XP_033337046.1	XP_031782145.1
OG0008548	XP_033330982.1, XP_033330967.1, XP_033339902.1	XP_003424381.1
OG0008549	XP_033342794.1	XP_003427545.1
OG0008550	XP_033337506.1	XP_008206191.1
OG0008551	XP_033330550.1	XP_001607828.3, XP_032456127.1
OG0008552	XP_033335760.1, XP_033335763.1	XP_003425324.2
OG0008553	XP_033326098.1	XP_001605308.2, XP_003425508.1
OG0008555	XP_033323623.1, XP_033323622.1, XP_033323621.1	XP_031782407.1, XP_031782409.1
OG0008556	XP_033341959.1	XP_031786983.1, XP_016845634.1
OG0008558	XP_033330506.1	XP_003425626.2
OG0008559	XP_033328227.1	XP_032454907.1
OG0008561	XP_033333969.1	XP_003426941.1, XP_008208677.1, XP_008208676.1
OG0008562	XP_033340324.1	XP_008212658.1
OG0008563	XP_033333317.1	XP_032452174.1, NP_001123217.1
OG0008565	XP_033333431.1	XP_031781692.1
OG0008566	XP_033335062.1	XP_001608203.2
OG0008567	XP_033329428.1	XP_003425680.1
OG0008568	XP_033329578.1	XP_003423863.1
OG0008571	XP_033330524.1	XP_003426520.1
OG0008572	XP_033331750.1	XP_016837790.1
OG0008573	XP_033342733.1	XP_016842130.1
OG0008574	XP_033338190.1	XP_031781659.1, XP_008207821.1
OG0008575	XP_033326175.1	XP_008215315.1, XP_008215313.1, XP_031777235.1, XP_008215314.1
OG0008576	XP_033322975.1	XP_008215612.1, XP_001607623.1
OG0008577	XP_033326822.1	XP_001604092.1
OG0008578	XP_033320947.1	XP_031776841.2
OG0008579	XP_033325414.1, XP_033325417.1	XP_016838379.1, XP_016838378.1
