Orthogroup	Megalopta_genalis	Acyrthosiphon_pisum
OG0006299	XP_033326458.1	XP_001951027.2
OG0006300	XP_033333488.1	XP_001951041.1
OG0006301	XP_033340565.1	XP_001951052.2
OG0006302	XP_033338924.1	XP_001951109.1
OG0006303	XP_033326418.1	XP_001951140.2
OG0006304	XP_033336930.1	XP_029346145.1, XP_001951193.1
OG0006305	XP_033326254.1	XP_001951196.2
OG0006306	XP_033341646.1	XP_001951228.1, XP_029347040.1
OG0006307	XP_033327413.1	XP_001951240.1
OG0006308	XP_033333968.1	XP_001951256.2
OG0006309	XP_033336865.1	XP_001951269.1, XP_003243126.2
OG0006310	XP_033340637.1	XP_001951275.2
OG0006311	XP_033335761.1	XP_001951283.1
OG0006312	XP_033334383.1	XP_016661943.1, XP_001951404.1
OG0006313	XP_033341411.1	XP_001951431.1
OG0006314	XP_033327840.1	XP_001951508.2
OG0006315	XP_033326096.1	XP_001951525.1, XP_029341147.1
OG0006316	XP_033341829.1	XP_001951564.1
OG0006317	XP_033330484.1	XP_001951589.1
OG0006318	XP_033338543.1	XP_001951599.1
OG0006319	XP_033329465.1	XP_001951746.1
OG0006320	XP_033332598.1	XP_001951847.1
OG0006321	XP_033324666.1	XP_001951856.1, XP_003242069.1
OG0006322	XP_033333011.1	XP_001951872.1
OG0006323	XP_033334754.1	XP_001951873.2
OG0006324	XP_033324741.1	XP_001951881.2, XP_029341267.1
OG0006325	XP_033337635.1	XP_001951913.1
OG0006326	XP_033333569.1	XP_001952046.2
OG0006327	XP_033325599.1	XP_001952114.1
OG0006328	XP_033339299.1	XP_001952178.1
OG0006329	XP_033342162.1	XP_001952191.1
OG0006330	XP_033336190.1	XP_001952205.1
OG0006331	XP_033335681.1	XP_001952207.3
OG0006332	XP_033335168.1	XP_001952310.1
OG0006333	XP_033322232.1, XP_033322244.1	XP_001952313.2
OG0006334	XP_033322582.1	XP_001952329.1
OG0006335	XP_033336944.1	XP_001952339.1
OG0006336	XP_033326868.1	XP_001952356.2, XP_008184405.1
OG0006337	XP_033325589.1	XP_001952443.1
OG0006338	XP_033324862.1	XP_001952515.3
OG0006339	XP_033321546.1, XP_033321547.1	XP_001952568.2
OG0006341	XP_033325789.1	XP_029347280.1, XP_001952631.1, XP_029345837.1
OG0006343	XP_033337551.1	XP_001952649.2
OG0006344	XP_033325702.1	XP_001952671.2
OG0006345	XP_033341935.1	XP_001952750.2, XP_003247754.1
OG0006346	XP_033327166.1	XP_001952785.1, XP_008187347.1
OG0006347	XP_033331875.1	XP_001952801.1
OG0006348	XP_033331304.1, XP_033340603.1	XP_001952823.2
OG0006349	XP_033337502.1, XP_033337504.1	XP_001952837.2
OG0006350	XP_033340026.1	XP_001952840.2
OG0006351	XP_033324494.1	XP_001952856.2
OG0006353	XP_033337856.1	XP_003240136.1
OG0006355	XP_033327384.1	XP_008186816.1, XP_003240695.1
OG0006356	XP_033334067.1	XP_003240876.1
OG0006357	XP_033332736.1	XP_008179083.1, XP_003240911.3
OG0006358	XP_033325655.1	XP_008183288.1, XP_003240955.1
OG0006359	XP_033337585.1	XP_003241149.1
OG0006360	XP_033329234.1	XP_003241191.1, XP_029347708.1
OG0006361	XP_033336215.1	XP_003241237.1
OG0006362	XP_033329149.1	XP_003241317.1
OG0006363	XP_033340808.1	XP_003241486.1
OG0006364	XP_033321326.1	XP_003241670.1
OG0006366	XP_033330412.1	XP_003241877.1, XP_029342416.1
OG0006367	XP_033329983.1	XP_003241888.1
OG0006368	XP_033336368.1	XP_003241894.1
OG0006369	XP_033329892.1	XP_003242010.1
OG0006370	XP_033336462.1, XP_033336458.1	XP_003242244.1
OG0006371	XP_033326539.1	XP_003242252.1, XP_003242253.1
OG0006372	XP_033330752.1	XP_003242379.1
OG0006373	XP_033330223.1	XP_003242448.1
OG0006374	XP_033330625.1	XP_003242697.1
OG0006375	XP_033342200.1	XP_003242764.1
OG0006376	XP_033333283.1	XP_003242846.1
OG0006377	XP_033328377.1	XP_003243116.1
OG0006378	XP_033335356.1	XP_003243368.1
OG0006379	XP_033331435.1	XP_003243625.1
OG0006380	XP_033332035.1	XP_003243641.2
OG0006381	XP_033336589.1	XP_003243749.1
OG0006382	XP_033329852.1	XP_003243802.1
OG0006383	XP_033341056.1	XP_003244015.1
OG0006384	XP_033335152.1	XP_003244062.1
OG0006385	XP_033321360.1	XP_003244090.1
OG0006387	XP_033332861.1	XP_003244136.1
OG0006388	XP_033321600.1	XP_003244213.1
OG0006389	XP_033330370.1, XP_033339559.1	XP_003244454.1
OG0006390	XP_033333627.1	XP_003244558.1
OG0006391	XP_033321786.1	XP_003244597.1
OG0006392	XP_033332347.1, XP_033332339.1	XP_003244666.1
OG0006393	XP_033330673.1	XP_003244712.1
OG0006394	XP_033340197.1, XP_033340145.1	XP_003244745.1
OG0006396	XP_033325690.1	XP_003244927.1
OG0006397	XP_033325114.1	XP_008183846.1, XP_003245057.1
OG0006398	XP_033342199.1	XP_003245088.1
OG0006399	XP_033323196.1	XP_003245128.1
OG0006400	XP_033329296.1	XP_003245193.1, XP_029342087.1
OG0006401	XP_033329484.1	XP_003245335.1
OG0006402	XP_033339843.1	XP_016660961.1, XP_003245407.1, XP_029342591.1
OG0006403	XP_033331650.1	XP_003245438.1
OG0006404	XP_033323576.1	XP_003245526.1, XP_029344215.1
OG0006405	XP_033331209.1	XP_003245615.1, XP_016661270.1
OG0006406	XP_033341865.1	XP_003245669.1
OG0006407	XP_033337594.1	XP_003245819.1
OG0006408	XP_033329321.1	XP_003245833.1, XP_003245832.1
OG0006409	XP_033335175.1	XP_003245897.1
OG0006410	XP_033323427.1, XP_033323423.1	XP_003246161.1
OG0006411	XP_033334006.1	XP_003246175.1
OG0006412	XP_033329909.1	XP_008185670.1, XP_003246270.1
OG0006413	XP_033330315.1	XP_003246335.1
OG0006414	XP_033325672.1	XP_003246346.2
OG0006415	XP_033337699.1	XP_003246390.1
OG0006416	XP_033341114.1	XP_003246449.1
OG0006417	XP_033325382.1	XP_003246632.1
OG0006418	XP_033330872.1	XP_003246810.2, XP_029348632.1
OG0006419	XP_033332826.1	XP_003247173.1
OG0006420	XP_033321077.1, XP_033321078.1	XP_003247184.1
OG0006421	XP_033329867.1	XP_003247201.1
OG0006422	XP_033321168.1	XP_003247301.1, XP_016661461.1
OG0006423	XP_033341461.1	XP_003247452.1
OG0006424	XP_033335843.1, XP_033336692.1	XP_003247629.1
OG0006425	XP_033330136.1	XP_003247702.1
OG0006426	XP_033326749.1, XP_033322089.1	XP_003247938.1
OG0006427	XP_033338505.1	XP_003247943.1
OG0006428	XP_033331353.1	XP_003247997.1
OG0006429	XP_033337536.1	XP_003248166.1
OG0006430	XP_033332895.1	XP_003248237.1
OG0006431	XP_033333642.1	XP_008178148.1
OG0006432	XP_033334117.1, XP_033334118.1	XP_008178177.1
OG0006433	XP_033339231.1	XP_008178640.1
OG0006434	XP_033331679.1, XP_033331680.1	XP_008178683.1
OG0006435	XP_033324410.1	XP_008178686.1
OG0006437	XP_033341668.1	XP_008178831.1, XP_008178830.1
OG0006438	XP_033324820.1	XP_008178863.1
OG0006439	XP_033338600.1	XP_008178919.1
OG0006440	XP_033337271.1	XP_008178920.1, XP_016656597.1
OG0006441	XP_033341542.1	XP_008178985.1
OG0006442	XP_033343111.1	XP_008178991.1
OG0006443	XP_033324149.1	XP_029342213.1, XP_008178993.1
OG0006444	XP_033340278.1, XP_033340279.1	XP_008179097.1
OG0006445	XP_033321943.1	XP_008179181.1, XP_008179182.1
OG0006447	XP_033338607.1	XP_008179372.1
OG0006448	XP_033329099.1	XP_008179416.1
OG0006449	XP_033329487.1	XP_008179451.3
OG0006450	XP_033321922.1	XP_008179524.1
OG0006451	XP_033323336.1	XP_008179625.2
OG0006452	XP_033324071.1	XP_008179694.1, XP_008179693.1
OG0006453	XP_033335064.1	XP_008179877.1, XP_008179876.1
OG0006454	XP_033327286.1	XP_008180045.1
OG0006455	XP_033342538.1	XP_008180062.1
OG0006456	XP_033334180.1	XP_008180168.1
OG0006457	XP_033337864.1	XP_008180170.1
OG0006458	XP_033337954.1	XP_008180181.1
OG0006459	XP_033324428.1	XP_008180343.1
OG0006460	XP_033331279.1	XP_008180364.1
OG0006462	XP_033328730.1	XP_008180802.1
OG0006463	XP_033323179.1	XP_008180895.1
OG0006464	XP_033324350.1	XP_008180955.1
OG0006465	XP_033332532.1	XP_008181054.1
OG0006466	XP_033331372.1	XP_008181294.1
OG0006467	XP_033330538.1	XP_016658698.1, XP_008181343.2
OG0006468	XP_033336799.1	XP_008181372.1
OG0006469	XP_033334312.1	XP_008181449.2
OG0006471	XP_033323185.1	XP_008181728.1
OG0006472	XP_033337917.1	XP_008181895.1
OG0006473	XP_033338380.1	XP_008181943.2
OG0006474	XP_033332072.1	XP_008181960.1
OG0006475	XP_033328538.1	XP_008182114.1
OG0006476	XP_033321824.1	XP_008182139.1
OG0006477	XP_033334855.1	XP_008182234.1
OG0006478	XP_033327419.1	XP_008182373.1
OG0006480	XP_033338358.1	XP_008182487.1, XP_008182488.1
OG0006481	XP_033322568.1	XP_008182500.2
OG0006482	XP_033329579.1	XP_008182517.1
OG0006483	XP_033331921.1	XP_008182534.1
OG0006484	XP_033334152.1	XP_008182546.1
OG0006485	XP_033341433.1	XP_008182577.1
OG0006486	XP_033322018.1	XP_008182670.1
OG0006487	XP_033338955.1, XP_033338956.1	XP_008182684.1
OG0006488	XP_033328651.1	XP_008182940.2
OG0006489	XP_033332600.1, XP_033339889.1	XP_008183074.1
OG0006490	XP_033323071.1	XP_008183092.2
OG0006491	XP_033340003.1	XP_008183222.1
OG0006493	XP_033326513.1	XP_008183419.1
OG0006494	XP_033327770.1	XP_008183565.1, XP_008183564.1
OG0006495	XP_033326444.1	XP_016660550.1, XP_008183683.1, XP_008183582.1
OG0006496	XP_033337403.1	XP_008183779.1
OG0006497	XP_033338912.1	XP_008183783.1, XP_008183784.1
OG0006498	XP_033338641.1	XP_008183797.1
OG0006499	XP_033339629.1	XP_008183802.2, XP_008185219.1
OG0006500	XP_033338996.1, XP_033339019.1	XP_008183931.1
OG0006501	XP_033326128.1	XP_008183935.1
OG0006502	XP_033330065.1	XP_008183951.1
OG0006503	XP_033330179.1	XP_008183996.1
OG0006504	XP_033329741.1	XP_008184243.1
OG0006505	XP_033326250.1	XP_008184579.1
OG0006506	XP_033329547.1	XP_008184597.1
OG0006507	XP_033341094.1	XP_008184788.1
OG0006508	XP_033325381.1	XP_008184807.1
OG0006510	XP_033340285.1	XP_029348512.1, XP_008185167.1
OG0006511	XP_033322835.1	XP_008185287.1
OG0006512	XP_033338434.1	XP_008185342.1
OG0006513	XP_033338430.1, XP_033338429.1	XP_008185345.1
OG0006514	XP_033342095.1	XP_008185472.1
OG0006515	XP_033324586.1	XP_008185775.1
OG0006516	XP_033342542.1	XP_008185811.1
OG0006517	XP_033332439.1	XP_008185932.1
OG0006518	XP_033326603.1	XP_008186152.1
OG0006519	XP_033321707.1	XP_008186190.1
OG0006520	XP_033342262.1	XP_008186244.1
OG0006521	XP_033332797.1	XP_008186296.1
OG0006522	XP_033328724.1	XP_008186299.1, XP_016662586.1
OG0006523	XP_033327918.1	XP_029343354.1, XP_008186396.1
OG0006524	XP_033340146.1	XP_008186510.1
OG0006525	XP_033334137.1	XP_008186525.1
OG0006526	XP_033321934.1	XP_008186676.1
OG0006527	XP_033333800.1	XP_008186679.1
OG0006529	XP_033321538.1	XP_008186778.1
OG0006530	XP_033340472.1	XP_008186907.1
OG0006531	XP_033325910.1	XP_008187024.1
OG0006532	XP_033325956.1	XP_008187026.1, XP_016663147.1
OG0006533	XP_033339627.1	XP_008187106.1
OG0006534	XP_033329847.1	XP_008187122.1
OG0006535	XP_033321133.1	XP_008187131.1
OG0006536	XP_033337214.1	XP_008187179.1
OG0006537	XP_033339382.1	XP_008187316.1
OG0006538	XP_033325768.1	XP_008187462.1
OG0006539	XP_033324802.1	XP_008187525.1
OG0006540	XP_033342117.1	XP_008187602.1
OG0006541	XP_033340104.1	XP_008187606.2
OG0006542	XP_033334523.1	XP_008187714.2
OG0006543	XP_033337006.1	XP_008187748.1
OG0006544	XP_033335569.1	XP_008187882.1
OG0006545	XP_033337895.1	XP_008187926.1
OG0006546	XP_033327184.1	XP_008188066.2, XP_008188067.2
OG0006547	XP_033326583.1	XP_016663920.1, XP_008188068.1
OG0006548	XP_033329190.1	XP_008188128.1
OG0006549	XP_033337162.1	XP_008188145.1, XP_008188146.1
OG0006550	XP_033336228.1, XP_033336320.1	XP_008188248.1, XP_016664091.1
OG0006551	XP_033329098.1, XP_033329084.1	XP_008188294.1
OG0006552	XP_033336566.1	XP_008188299.1
OG0006553	XP_033341218.1	XP_008188561.2
OG0006554	XP_033329633.1	XP_008188736.1, XP_016658051.1
OG0006555	XP_033323163.1	XP_008188744.1
OG0006556	XP_033329974.1	XP_008189342.1, XP_008189345.1
OG0006557	XP_033342859.1	XP_008189525.1, XP_029342554.1
OG0006558	XP_033322015.1	XP_008190020.1
OG0006559	XP_033333629.1	XP_008190197.1
OG0006560	XP_033322170.1	XP_029343318.1, XP_016655755.1
OG0006561	XP_033326608.1	XP_016655765.1
OG0006562	XP_033335172.1	XP_016655999.1
OG0006563	XP_033342018.1	XP_016656069.1, XP_016656067.1, XP_016656068.1
OG0006565	XP_033327996.1	XP_016656665.1
OG0006566	XP_033324610.1	XP_016656818.1
OG0006568	XP_033323529.1	XP_016657343.1
OG0006570	XP_033335360.1	XP_016658528.1
OG0006571	XP_033333329.1	XP_029343067.1, XP_016658542.1
OG0006572	XP_033330386.1, XP_033339928.1	XP_016658728.1, XP_016658734.1
OG0006573	XP_033340193.1	XP_016658857.1
OG0006574	XP_033331332.1, XP_033331329.1	XP_016658943.1
OG0006575	XP_033322088.1, XP_033322087.1	XP_016659241.1
OG0006576	XP_033331704.1	XP_016659350.1
OG0006577	XP_033341845.1	XP_016659351.1, XP_029346211.1
OG0006578	XP_033322197.1	XP_016659365.1
OG0006579	XP_033334676.1	XP_016659419.2
OG0006580	XP_033325376.1	XP_016659466.1
OG0006581	XP_033340814.1	XP_016659678.1
OG0006582	XP_033321493.1	XP_016660278.1
OG0006583	XP_033331272.1	XP_016660283.2
OG0006584	XP_033322774.1	XP_016660296.1
OG0006585	XP_033338992.1	XP_016660451.1
OG0006586	XP_033325905.1	XP_016660492.1
OG0006587	XP_033337250.1	XP_016660931.1
OG0006588	XP_033325853.1	XP_016661040.1
OG0006589	XP_033329038.1	XP_016661108.2
OG0006590	XP_033340559.1	XP_029341701.1, XP_016661118.1
OG0006591	XP_033329597.1	XP_016661440.1
OG0006592	XP_033338143.1	XP_016661734.1
OG0006593	XP_033334800.1	XP_016661801.1
OG0006594	XP_033339557.1	XP_029345567.1, XP_016661994.1
OG0006595	XP_033328420.1	XP_016662490.1
OG0006596	XP_033327448.1, XP_033327449.1	XP_016662538.1, XP_016662539.1
OG0006597	XP_033336572.1	XP_016662635.1
OG0006598	XP_033329091.1	XP_016662766.1
OG0006599	XP_033324577.1	XP_016662811.1
OG0006600	XP_033325136.1	XP_016662821.1
OG0006601	XP_033325875.1	XP_016663050.1
OG0006602	XP_033335254.1	XP_016663388.1
OG0006603	XP_033338336.1	XP_016663490.1
OG0006604	XP_033328510.1	XP_016663568.1
OG0006605	XP_033330333.1	XP_016663620.1
OG0006606	XP_033342215.1	XP_016663809.1
OG0006607	XP_033330669.1	XP_016663812.1
OG0006608	XP_033334670.1	XP_016663861.1
OG0006609	XP_033322516.1	XP_016663864.1
OG0006610	XP_033330818.1	XP_016663928.1
OG0006611	XP_033322504.1, XP_033326457.1	XP_016663975.1
OG0006613	XP_033331102.1	XP_016665003.1
OG0006614	XP_033339447.1	XP_029340929.1
OG0006615	XP_033338071.1	XP_029340964.1
OG0006616	XP_033334014.1	XP_029341407.1
OG0006617	XP_033326757.1, XP_033326728.1	XP_029342012.1
OG0006618	XP_033326857.1	XP_029342868.1, XP_029342075.1
OG0006619	XP_033324051.1	XP_029342082.1
OG0006620	XP_033331833.1	XP_029342174.1
OG0006621	XP_033335469.1	XP_029342207.1
OG0006622	XP_033324987.1	XP_029342525.1
OG0006623	XP_033333295.1	XP_029342571.1
OG0006624	XP_033322936.1, XP_033322938.1	XP_029342782.1
OG0006625	XP_033327503.1	XP_029342955.1
OG0006626	XP_033341292.1	XP_029343123.1
OG0006627	XP_033340084.1	XP_029343299.1
OG0006628	XP_033336864.1	XP_029343420.1
OG0006629	XP_033336899.1	XP_029343530.1
OG0006630	XP_033336941.1	XP_029343744.1
OG0006631	XP_033335188.1, XP_033335190.1, XP_033335189.1	XP_029343753.1
OG0006632	XP_033324068.1	XP_029343804.1
OG0006633	XP_033333724.1	XP_029344052.1
OG0006634	XP_033335460.1, XP_033335461.1	XP_029344056.1
OG0006635	XP_033323674.1	XP_029344217.1
OG0006636	XP_033336910.1, XP_033336911.1	XP_029344219.1
OG0006638	XP_033335839.1	XP_029344379.1
OG0006639	XP_033329682.1	XP_029344508.1
OG0006640	XP_033337090.1, XP_033336906.1	XP_029344533.1
OG0006641	XP_033337822.1	XP_029344632.1
OG0006642	XP_033331926.1	XP_029344647.1
OG0006643	XP_033324663.1	XP_029344657.1
OG0006644	XP_033321855.1	XP_029344759.1
OG0006645	XP_033340874.1	XP_029344827.1
OG0006646	XP_033340787.1	XP_029344878.1
OG0006647	XP_033337263.1	XP_029344879.1
OG0006648	XP_033333710.1	XP_029345410.1
OG0006649	XP_033338837.1	XP_029345468.1
OG0006650	XP_033322422.1	XP_029345497.1
OG0006651	XP_033336207.1, XP_033336202.1	XP_029345628.1
OG0006652	XP_033340049.1	XP_029345830.1
OG0006654	XP_033328662.1	XP_029345919.1
OG0006655	XP_033338197.1	XP_029346008.1
OG0006656	XP_033331407.1	XP_029346459.1
OG0006657	XP_033341716.1	XP_029346493.1
OG0006658	XP_033340330.1	XP_029346772.1
OG0006659	XP_033329794.1	XP_029346780.1
OG0006660	XP_033333512.1	XP_029346826.1
OG0006661	XP_033322959.1	XP_029346975.1
OG0006662	XP_033320776.1	XP_029347060.1
OG0006663	XP_033336730.1	XP_029347080.1
OG0006664	XP_033329368.1	XP_029347086.1
OG0006665	XP_033336182.1	XP_029347314.1
OG0006666	XP_033336480.1	XP_029347420.1
OG0006667	XP_033322485.1	XP_029347494.1
OG0006668	XP_033326901.1	XP_029347624.1
OG0006669	XP_033333936.1	XP_029348695.1
OG0006670	XP_033341311.1	XP_029348704.1
OG0006671	XP_033328588.1	XP_029348716.1
OG0006798	XP_033338474.1	NP_001119640.2
OG0006799	XP_033329695.1	NP_001119667.1
OG0006800	XP_033323108.1	NP_001119668.1
OG0006801	XP_033329750.1	NP_001119673.1
OG0006803	XP_033333021.1	NP_001153823.1
OG0006804	XP_033329227.1	NP_001153869.1
OG0006805	XP_033332249.1	NP_001155373.1
OG0006806	XP_033329339.1	NP_001155381.1
OG0006807	XP_033335881.1	NP_001155385.1
OG0006808	XP_033326544.1	NP_001155388.1
OG0006809	XP_033331597.1	NP_001155398.1
OG0006810	XP_033334980.1	NP_001155407.1
OG0006811	XP_033329631.1	NP_001155408.1
OG0006812	XP_033342356.1	NP_001155416.1
OG0006813	XP_033336505.1	NP_001155428.1
OG0006814	XP_033337698.1	NP_001155429.1
OG0006815	XP_033332062.1	NP_001155494.1
OG0006816	XP_033334439.1	NP_001155510.1
OG0006817	XP_033330321.1	NP_001155535.1, XP_008183560.1
OG0006818	XP_033340066.1	NP_001155552.1
OG0006819	XP_033341913.1	NP_001155559.1
OG0006820	XP_033337464.1	NP_001155573.1
OG0006821	XP_033339611.1	NP_001155590.1
OG0006822	XP_033337735.1	NP_001155615.1
OG0006824	XP_033325624.1	NP_001155650.1
OG0006825	XP_033336558.1	NP_001155675.1
OG0006826	XP_033338877.1	NP_001155676.1
OG0006827	XP_033334696.1	NP_001155688.1
OG0006828	XP_033340263.1	NP_001155697.1
OG0006829	XP_033340403.1	NP_001155723.1
OG0006830	XP_033336887.1	NP_001155730.1
OG0006831	XP_033335742.1	NP_001155738.1
OG0006832	XP_033334114.1	NP_001155784.1
OG0006833	XP_033335779.1	NP_001155792.1
OG0006834	XP_033339726.1	NP_001155799.1
OG0006835	XP_033332660.1	NP_001155808.1
OG0006836	XP_033327196.1	NP_001155831.1
OG0006837	XP_033322272.1, XP_033322273.1	NP_001155906.1
OG0006838	XP_033340862.1	NP_001155929.1
OG0006839	XP_033327907.1	XP_016663016.1, NP_001156059.1
OG0006840	XP_033340275.1	NP_001156069.1
OG0006841	XP_033327371.1	NP_001156073.1
OG0006842	XP_033330086.1	NP_001156077.1
OG0006843	XP_033322757.1	NP_001156088.1, XP_008186450.1
OG0006844	XP_033325555.1	NP_001156090.1
OG0006845	XP_033329952.1	NP_001156114.1
OG0006846	XP_033337094.1	NP_001156116.1
OG0006847	XP_033340544.1	NP_001156136.1
OG0006848	XP_033327940.1	NP_001156138.1
OG0006849	XP_033330000.1	NP_001156145.1
OG0006850	XP_033340131.1	NP_001156165.1
OG0006851	XP_033341495.1	NP_001156184.1
OG0006852	XP_033336690.1	NP_001156188.1
OG0006853	XP_033335888.1	NP_001156199.1
OG0006854	XP_033326610.1	NP_001156203.1
OG0006855	XP_033338307.1	NP_001156210.1
OG0006856	XP_033341204.1	NP_001156224.2
OG0006857	XP_033338431.1	NP_001156252.1
OG0006858	XP_033330426.1	NP_001156254.1
OG0006859	XP_033336665.1	NP_001156285.1
OG0006860	XP_033324029.1	NP_001156315.1
OG0006861	XP_033336109.1	NP_001156653.1
OG0006862	XP_033322046.1	NP_001156679.1
OG0006863	XP_033323727.1	NP_001156699.1
OG0006865	XP_033342853.1	NP_001161896.1
OG0006866	XP_033340958.1	NP_001165435.1
OG0006867	XP_033322760.1	NP_001165735.1
OG0006868	XP_033341744.1	NP_001165857.1
OG0006869	XP_033323951.1	NP_001191868.1
OG0006870	XP_033324967.1	NP_001191870.1
OG0006871	XP_033327246.1	NP_001191894.1
OG0006872	XP_033340079.1	NP_001191987.1
OG0006873	XP_033337447.1, XP_033337448.1	NP_001192074.1, XP_008182087.1
OG0006874	XP_033337327.1	NP_001192092.1
OG0006875	XP_033342854.1	NP_001232934.1
OG0006876	XP_033340248.1	NP_001232941.1
OG0006877	XP_033328750.1	NP_001232942.1, XP_008180433.1
OG0006878	XP_033342492.1	NP_001232963.1
OG0006879	XP_033324979.1	NP_001232969.1
OG0006880	XP_033341594.1	NP_001232985.1
OG0006881	XP_033332800.1, XP_033332801.1, XP_033332802.1	NP_001232988.1, XP_008178713.1
OG0006882	XP_033324219.1	NP_001233003.1
OG0006883	XP_033325990.1	NP_001233015.1, XP_008188381.1
OG0006884	XP_033323632.1	NP_001233016.1
OG0006885	XP_033342323.1	NP_001233018.1
OG0006886	XP_033337615.1, XP_033337614.1	NP_001233034.1
OG0006887	XP_033321481.1	NP_001233041.1
OG0006888	XP_033330815.1	NP_001233048.1
OG0006889	XP_033333299.1	NP_001233052.1
OG0006890	XP_033326080.1	NP_001233060.1
OG0006891	XP_033333851.1	NP_001233085.1
OG0006892	XP_033331100.1	NP_001280291.1
OG0006893	XP_033342489.1	NP_001280299.1
OG0006895	XP_033337480.1	NP_001280326.1
OG0006896	XP_033321427.1	NP_001280328.1
OG0006897	XP_033324835.1	NP_001280362.1
OG0006898	XP_033333884.1	NP_001280364.1
OG0006899	XP_033329312.1	NP_001280384.1
OG0006900	XP_033325448.1	NP_001280398.1
OG0006902	XP_033342813.1	NP_001280455.1
OG0006903	XP_033323116.1	NP_001280466.1
OG0006904	XP_033330149.1	NP_001280476.1, XP_029342100.1
OG0006905	XP_033341126.1	NP_001280480.1
OG0006906	XP_033328208.1	NP_001280483.1
OG0006907	XP_033333955.1	NP_001280640.1
OG0006909	XP_033336291.1	NP_001313578.1
OG0006910	XP_033326515.1	XP_001942527.2
OG0006911	XP_033330932.1	XP_001942545.1
OG0006912	XP_033333947.1	XP_001942566.2
OG0006913	XP_033324444.1	XP_016663532.1, XP_001942698.3
OG0006914	XP_033340116.1	XP_001942717.1
OG0006915	XP_033328880.1	XP_001942795.1
OG0006916	XP_033326581.1	XP_003247172.1, XP_001942811.1
OG0006917	XP_033334850.1	XP_001942837.1
OG0006918	XP_033338335.1	XP_001942897.1
OG0006920	XP_033340206.1, XP_033332620.1	XP_001942954.2
OG0006921	XP_033332392.1	XP_001942963.2
OG0006922	XP_033341307.1	XP_001942992.1
