Orthogroup	Osmia_bicornis	Eufriesea_mexicana
OG0007299	XP_029044750.1	XP_017761801.1
OG0007300	XP_029041391.1	XP_017755035.1
OG0007301	XP_029037913.1	XP_017765466.1
OG0007302	XP_029038082.1	XP_017765660.1
OG0007303	XP_029038628.1	XP_017759245.1
OG0007304	XP_029047830.1	XP_017755783.1
OG0007305	XP_029047828.1	XP_017755785.1
OG0007306	XP_029037546.1	XP_017757939.1
OG0007307	XP_029038709.1	XP_017758801.1
OG0007308	XP_029039788.1	XP_017756461.1
OG0007309	XP_029047508.1	XP_017758448.1
OG0007310	XP_029052418.1	XP_017756482.1, XP_017756425.1
OG0007311	XP_029052424.1	XP_017756476.1
OG0007312	XP_029042022.1	XP_017763976.1
OG0007313	XP_029042019.1	XP_017755558.1
OG0007314	XP_029039769.1	XP_017767311.1
OG0007315	XP_029039931.1	XP_017766238.1
OG0007316	XP_029039998.1	XP_017766218.1
OG0007317	XP_029045547.1	XP_017767486.1
OG0007318	XP_029040508.1	XP_017758253.1
OG0007319	XP_029048142.1	XP_017752301.1
OG0007320	XP_029052450.1	XP_017758415.1
OG0007321	XP_029039584.1	XP_017767314.1
OG0007322	XP_029050566.1	XP_017767515.1
OG0007323	XP_029039912.1	XP_017757358.1
OG0007324	XP_029039674.1	XP_017764765.1
OG0007325	XP_029034446.1	XP_017766247.1
OG0007326	XP_029039796.1	XP_017758015.1
OG0007327	XP_029039917.1	XP_017756427.1
OG0007328	XP_029052460.1	XP_017758386.1
OG0007329	XP_029052423.1	XP_017756421.1
OG0007330	XP_029039593.1	XP_017767415.1
OG0007331	XP_029050231.1	XP_017757272.1
OG0007332	XP_029053555.1	XP_017761597.1
OG0007333	XP_029034465.1	XP_017757846.1
OG0007334	XP_029040432.1	XP_017757372.1
OG0007335	XP_029052124.1	XP_017767365.1
OG0007336	XP_029039638.1	XP_017758433.1
OG0007337	XP_029045625.1	XP_017767344.1
OG0007338	XP_029051448.1	XP_017758484.1, XP_017758315.1
OG0007339	XP_029051111.1	XP_017758469.1
OG0007340	XP_029045629.1	XP_017765396.1
OG0007341	XP_029039990.1	XP_017767419.1
OG0007342	XP_029039859.1	XP_017756437.1
OG0007343	XP_029039893.1	XP_017756456.1
OG0007344	XP_029040476.1	XP_017758696.1
OG0007345	XP_029040477.1	XP_017758591.1
OG0007346	XP_029048266.1	XP_017756601.1
OG0007347	XP_029035111.1	XP_017759116.1
OG0007348	XP_029046503.1	XP_017760719.1
OG0007349	XP_029053614.1	XP_017760008.1
OG0007350	XP_029042276.1	XP_017764798.1
OG0007351	XP_029054155.1	XP_017760043.1
OG0007352	XP_029038342.1	XP_017754917.1
OG0007353	XP_029035476.1	XP_017761478.1
OG0007354	XP_029048349.1	XP_017763384.1
OG0007355	XP_029054521.1	XP_017760021.1
OG0007356	XP_029042775.1	XP_017754867.1
OG0007357	XP_029037318.1	XP_017754837.1
OG0007358	XP_029035381.1	XP_017754771.1
OG0007359	XP_029049188.1	XP_017754882.1
OG0007360	XP_029049203.1	XP_017754835.1
OG0007361	XP_029038255.1	XP_017754894.1
OG0007362	XP_029048311.1	XP_017763383.1
OG0007363	XP_029032255.1	XP_017755201.1
OG0007364	XP_029053934.1	XP_017760000.1
OG0007365	XP_029053936.1	XP_017760002.1
OG0007366	XP_029042673.1	XP_017760351.1
OG0007367	XP_029032627.1	XP_017760382.1
OG0007368	XP_029048961.1	XP_017761442.1
OG0007369	XP_029047425.1	XP_017753332.1
OG0007370	XP_029041016.1	XP_017755148.1
OG0007371	XP_029038360.1	XP_017763090.1
OG0007372	XP_029038562.1	XP_017755565.1
OG0007373	XP_029032238.1	XP_017756969.1
OG0007374	XP_029046581.1	XP_017754254.1
OG0007375	XP_029032397.1	XP_017755194.1
OG0007376	XP_029055462.1	XP_017753318.1
OG0007377	XP_029038299.1	XP_017761935.1
OG0007378	XP_029054793.1	XP_017760004.1
OG0007379	XP_029035465.1	XP_017760927.1
OG0007380	XP_029035389.1	XP_017760852.1
OG0007381	XP_029053573.1	XP_017754782.1
OG0007382	XP_029051061.1	XP_017761860.1
OG0007383	XP_029048967.1	XP_017761432.1
OG0007384	XP_029048893.1	XP_017760837.1
OG0007385	XP_029048895.1	XP_017760896.1
OG0007386	XP_029032401.1	XP_017755192.1
OG0007387	XP_029055619.1	XP_017762764.1
OG0007388	XP_029041113.1	XP_017755119.1
OG0007389	XP_029044900.1	XP_017764420.1
OG0007390	XP_029037476.1	XP_017754070.1
OG0007391	XP_029037453.1	XP_017754173.1
OG0007392	XP_029048513.1	XP_017759830.1
OG0007393	XP_029032364.1	XP_017756974.1
OG0007394	XP_029050185.1	XP_017762311.1
OG0007395	XP_029044099.1	XP_017762299.1
OG0007396	XP_029044096.1	XP_017762262.1
OG0007397	XP_029044164.1	XP_017762249.1
OG0007398	XP_029052181.1	XP_017762211.1
OG0007399	XP_029041696.1	XP_017756096.1
OG0007400	XP_029052228.1	XP_017762198.1
OG0007401	XP_029034571.1	XP_017763631.1
OG0007402	XP_029056090.1	XP_017753441.1
OG0007403	XP_029034648.1	XP_017764083.1
OG0007404	XP_029040304.1	XP_017756185.1
OG0007405	XP_029056168.1	XP_017752881.1
OG0007406	XP_029049984.1	XP_017766953.1
OG0007407	XP_029040266.1	XP_017756151.1
OG0007408	XP_029040267.1	XP_017756101.1
OG0007409	XP_029034585.1	XP_017764226.1
OG0007410	XP_029045143.1	XP_017762104.1
OG0007411	XP_029045238.1	XP_017762086.1
OG0007412	XP_029056267.1	XP_017752872.1
OG0007413	XP_029056405.1	XP_017753968.1
OG0007414	XP_029034068.1	XP_017754140.1
OG0007415	XP_029041751.1	XP_017756100.1
OG0007416	XP_029049982.1	XP_017766942.1
OG0007417	XP_029053739.1	XP_017762067.1
OG0007418	XP_029049089.1	XP_017755541.1
OG0007419	XP_029034656.1	XP_017758706.1
OG0007420	XP_029049315.1	XP_017753977.1
OG0007421	XP_029056314.1	XP_017757537.1
OG0007422	XP_029041684.1	XP_017756196.1
OG0007423	XP_029045191.1	XP_017762143.1
OG0007424	XP_029040316.1	XP_017756131.1
OG0007425	XP_029056015.1	XP_017762177.1
OG0007426	XP_029033250.1	XP_017761411.1
OG0007427	XP_029034840.1	XP_017752947.1
OG0007428	XP_029034752.1	XP_017762012.1
OG0007429	XP_029041756.1	XP_017756093.1
OG0007430	XP_029041948.1	XP_017752944.1
OG0007431	XP_029041949.1	XP_017752927.1
OG0007432	XP_029038828.1	XP_017761032.1
OG0007433	XP_029038830.1	XP_017756087.1
OG0007434	XP_029038098.1	XP_017764863.1
OG0007435	XP_029049932.1	XP_017764488.1
OG0007436	XP_029044961.1	XP_017766565.1
OG0007438	XP_029035669.1	XP_017752216.1
OG0007439	XP_029038065.1	XP_017766028.1
OG0007440	XP_029044510.1	XP_017766513.1
OG0007441	XP_029044517.1	XP_017766855.1
OG0007442	XP_029051294.1	XP_017766623.1
OG0007443	XP_029049218.1	XP_017766564.1
OG0007444	XP_029050358.1	XP_017766663.1
OG0007445	XP_029050253.1	XP_017763257.1
OG0007446	XP_029045346.1	XP_017759327.1
OG0007448	XP_029039413.1	XP_017760543.1
OG0007449	XP_029035851.1	XP_017765494.1
OG0007450	XP_029050641.1	XP_017761618.1
OG0007451	XP_029032759.1	XP_017757077.1
OG0007452	XP_029051883.1	XP_017755481.1
OG0007453	XP_029051213.1	XP_017759291.1
OG0007454	XP_029051221.1	XP_017759290.1
OG0007455	XP_029038391.1	XP_017752574.1
OG0007456	XP_029039069.1	XP_017759888.1
OG0007457	XP_029041918.1	XP_017767139.1
OG0007458	XP_029032751.1	XP_017757822.1
OG0007459	XP_029045342.1	XP_017756799.1
OG0007460	XP_029032695.1	XP_017761239.1
OG0007461	XP_029037645.1	XP_017760542.1
OG0007462	XP_029041862.1	XP_017767246.1
OG0007463	XP_029051875.1	XP_017755472.1
OG0007464	XP_029037683.1	XP_017761557.1
OG0007465	XP_029039410.1	XP_017759335.1
OG0007466	XP_029038413.1	XP_017752643.1
OG0007467	XP_029037793.1	XP_017762749.1
OG0007468	XP_029050283.1	XP_017754217.1
OG0007469	XP_029041833.1	XP_017755470.1
OG0007470	XP_029043535.1	XP_017759354.1
OG0007471	XP_029039388.1	XP_017760546.1
OG0007472	XP_029043559.1	XP_017763240.1
OG0007473	XP_029032798.1	XP_017760631.1
OG0007474	XP_029051893.1	XP_017755449.1
OG0007475	XP_029039377.1	XP_017757831.1
OG0007476	XP_029045464.1	XP_017759846.1
OG0007477	XP_029045391.1	XP_017762862.1
OG0007478	XP_029032772.1	XP_017757814.1
OG0007479	XP_029043432.1	XP_017759309.1
OG0007480	XP_029050314.1	XP_017764605.1
OG0007481	XP_029041856.1	XP_017767268.1
OG0007482	XP_029037677.1	XP_017761520.1
OG0007483	XP_029032731.1	XP_017753783.1
OG0007484	XP_029045779.1	XP_017752844.1
OG0007485	XP_029045810.1	XP_017752781.1
OG0007486	XP_029040890.1	XP_017765087.1
OG0007487	XP_029047630.1	XP_017753802.1
OG0007488	XP_029040072.1	XP_017759577.1
OG0007489	XP_029054895.1, XP_029043491.1, XP_029043490.1	XP_017764570.1
OG0007490	XP_029053504.1	XP_017757721.1, XP_017757720.1
OG0007491	XP_029045983.1	XP_017752788.1
OG0007492	XP_029044396.1	XP_017752863.1
OG0007493	XP_029045878.1	XP_017753791.1
OG0007494	XP_029047635.1	XP_017753817.1
OG0007495	XP_029045861.1	XP_017753849.1
OG0007496	XP_029042494.1	XP_017753988.1
OG0007497	XP_029036857.1	XP_017765088.1
OG0007498	XP_029047756.1	XP_017763023.1
OG0007499	XP_029047735.1	XP_017762998.1
OG0007500	XP_029056440.1	XP_017760509.1
OG0007501	XP_029040122.1	XP_017759576.1
OG0007502	XP_029034716.1	XP_017762042.1
OG0007503	XP_029044458.1	XP_017752794.1
OG0007504	XP_029053271.1	XP_017765256.1
OG0007505	XP_029044464.1	XP_017752785.1
OG0007506	XP_029056630.1	XP_017765804.1
OG0007507	XP_029036696.1	XP_017758176.1
OG0007508	XP_029045894.1	XP_017752859.1
OG0007509	XP_029052596.1	XP_017761159.1
OG0007510	XP_029036909.1	XP_017753761.1
OG0007511	XP_029047653.1	XP_017753816.1
OG0007512	XP_029042380.1	XP_017760080.1
OG0007513	XP_029042376.1	XP_017759644.1
OG0007514	XP_029049834.1	XP_017754672.1
OG0007515	XP_029042318.1	XP_017754598.1
OG0007516	XP_029046652.1	XP_017762478.1
OG0007517	XP_029042361.1	XP_017760056.1
OG0007518	XP_029048651.1	XP_017763293.1
OG0007519	XP_029049294.1	XP_017753583.1
OG0007520	XP_029042462.1	XP_017760155.1
OG0007521	XP_029042391.1	XP_017760092.1
OG0007522	XP_029043006.1	XP_017765278.1
OG0007523	XP_029050127.1	XP_017756691.1
OG0007524	XP_029035331.1	XP_017764878.1
OG0007525	XP_029043264.1	XP_017766868.1
OG0007526	XP_029051006.1	XP_017764395.1
OG0007527	XP_029035255.1	XP_017764899.1
OG0007529	XP_029048615.1	XP_017763289.1
OG0007530	XP_029043041.1	XP_017752767.1
OG0007532	XP_029041747.1	XP_017762471.1
OG0007533	XP_029050992.1	XP_017764467.1
OG0007534	XP_029051000.1	XP_017764446.1
OG0007535	XP_029050731.1	XP_017763332.1
OG0007536	XP_029049848.1	XP_017764477.1
OG0007537	XP_029037801.1	XP_017762756.1
OG0007538	XP_029037507.1	XP_017767192.1
OG0007539	XP_029050680.1	XP_017767135.1
OG0007540	XP_029053588.1	XP_017762752.1
OG0007541	XP_029034095.1	XP_017762584.1
OG0007542	XP_029051569.1	XP_017760250.1
OG0007543	XP_029035541.1	XP_017755514.1
OG0007544	XP_029037728.1	XP_017761960.1
OG0007545	XP_029052149.1	XP_017763847.1
OG0007546	XP_029038081.1	XP_017764669.1
OG0007547	XP_029038053.1	XP_017764663.1
OG0007548	XP_029037912.1	XP_017754202.1
OG0007549	XP_029051994.1	XP_017754055.1
OG0007550	XP_029033976.1	XP_017754037.1
OG0007551	XP_029037986.1	XP_017764868.1
OG0007552	XP_029037999.1	XP_017764844.1
OG0007553	XP_029051690.1	XP_017764554.1
OG0007554	XP_029044926.1	XP_017760200.1
OG0007555	XP_029035200.1, XP_029035199.1	XP_017755520.1
OG0007556	XP_029037027.1	XP_017763824.1
OG0007557	XP_029037463.1	XP_017762852.1
OG0007559	XP_029047456.1	XP_017753132.1
OG0007560	XP_029037838.1	XP_017766015.1
OG0007561	XP_029032622.1	XP_017760901.1
OG0007562	XP_029055677.1	XP_017763845.1
OG0007563	XP_029052621.1	XP_017761145.1
OG0007564	XP_029040088.1	XP_017759061.1
OG0007566	XP_029050717.1	XP_017761091.1
OG0007567	XP_029048300.1	XP_017758679.1
OG0007568	XP_029055857.1	XP_017754725.1
OG0007569	XP_029040687.1	XP_017753038.1
OG0007570	XP_029052033.1	XP_017765302.1
OG0007571	XP_029048325.1	XP_017753395.1
OG0007572	XP_029052264.1	XP_017763959.1
OG0007573	XP_029041568.1	XP_017754738.1
OG0007574	XP_029034332.1	XP_017762738.1
OG0007575	XP_029031918.1	XP_017756328.1
OG0007576	XP_029038363.1	XP_017753399.1
OG0007577	XP_029048149.1	XP_017759020.1
OG0007578	XP_029041963.1	XP_017759288.1
OG0007579	XP_029037724.1	XP_017767483.1
OG0007580	XP_029040565.1	XP_017766243.1
OG0007581	XP_029052856.1	XP_017760911.1
OG0007582	XP_029042753.1	XP_017760344.1
OG0007583	XP_029042680.1	XP_017760353.1
OG0007584	XP_029042719.1	XP_017761921.1
OG0007585	XP_029054010.1	XP_017761454.1
OG0007586	XP_029034838.1	XP_017752951.1
OG0007587	XP_029034569.1	XP_017764000.1
OG0007588	XP_029049953.1	XP_017766810.1
OG0007589	XP_029052097.1	XP_017766559.1
OG0007590	XP_029050378.1	XP_017766796.1
OG0007591	XP_029044497.1	XP_017766598.1
OG0007592	XP_029049262.1	XP_017766641.1
OG0007593	XP_029052176.1	XP_017766746.1
OG0007594	XP_029049219.1	XP_017765640.1
OG0007595	XP_029043773.1	XP_017766608.1
OG0007596	XP_029043795.1	XP_017766635.1
OG0007597	XP_029050663.1	XP_017767201.1
OG0007598	XP_029050660.1	XP_017767170.1
OG0007599	XP_029046863.1	XP_017760220.1
OG0007600	XP_029032802.1	XP_017760592.1
OG0007601	XP_029038455.1	XP_017759924.1
OG0007602	XP_029050704.1	XP_017761620.1
OG0007603	XP_029041779.1	XP_017767223.1
OG0007604	XP_029040941.1	XP_017758088.1
OG0007605	XP_029039521.1	XP_017758093.1
OG0007606	XP_029047757.1	XP_017763022.1
OG0007607	XP_029050006.1	XP_017752446.1
OG0007608	XP_029049974.1	XP_017752277.1
OG0007609	XP_029049975.1	XP_017752337.1
OG0007610	XP_029052017.1	XP_017766891.1
OG0007611	XP_029049205.1	XP_017752191.1
OG0007612	XP_029043291.1	XP_017766897.1
OG0007613	XP_029040387.1	XP_017763568.1
OG0007614	XP_029054461.1	XP_017754065.1
OG0007615	XP_029034076.1	XP_017763272.1
OG0007616	XP_029035300.1	XP_017753343.1
OG0007617	XP_029035175.1	XP_017753337.1
OG0007618	XP_029049010.1	XP_017762462.1
OG0007619	XP_029053989.1	XP_017766292.1
OG0007620	XP_029042843.1, XP_029042279.1	XP_017763597.1
OG0007621	XP_029035779.1	XP_017753519.1
OG0007622	XP_029034148.1	XP_017758183.1
OG0007623	XP_029054702.1	XP_017766407.1
OG0007624	XP_029041588.1	XP_017765708.1
OG0007625	XP_029031911.1	XP_017754711.1
OG0007626	XP_029033079.1	XP_017762355.1
OG0007627	XP_029051744.1	XP_017766250.1
OG0007628	XP_029032903.1	XP_017766411.1
OG0007629	XP_029050335.1	XP_017762389.1
OG0007630	XP_029037199.1	XP_017760504.1
OG0007631	XP_029046245.1	XP_017764848.1
OG0007632	XP_029033264.1	XP_017767612.1
OG0007633	XP_029032383.1	XP_017756719.1
OG0007634	XP_029035592.1	XP_017765849.1
OG0007635	XP_029041320.1	XP_017759455.1
OG0007636	XP_029045533.1	XP_017757630.1
OG0007637	XP_029036436.1	XP_017757473.1
OG0007638	XP_029036538.1	XP_017757623.1
OG0007639	XP_029056066.1	XP_017759505.1
OG0007640	XP_029050623.1	XP_017755905.1
OG0007641	XP_029055192.1	XP_017764387.1
OG0007642	XP_029048593.1	XP_017766334.1
OG0007643	XP_029046957.1	XP_017757124.1
OG0007644	XP_029049369.1	XP_017760147.1
OG0007645	XP_029046368.1	XP_017755940.1
OG0007646	XP_029046372.1	XP_017755911.1
OG0007647	XP_029053580.1	XP_017753616.1
OG0007648	XP_029036466.1	XP_017765513.1
OG0007649	XP_029036487.1	XP_017765493.1
OG0007650	XP_029036447.1	XP_017765593.1
OG0007651	XP_029041367.1	XP_017755076.1
OG0007652	XP_029051555.1	XP_017764192.1
OG0007653	XP_029040238.1	XP_017756156.1
OG0007654	XP_029035684.1	XP_017753011.1
OG0007655	XP_029048381.1	XP_017759114.1
OG0007656	XP_029034988.1	XP_017754535.1
OG0007657	XP_029035078.1	XP_017760428.1
OG0007658	XP_029032305.1	XP_017761349.1
OG0007659	XP_029051639.1	XP_017754277.1
OG0007660	XP_029043505.1	XP_017759362.1
OG0007661	XP_029032623.1	XP_017761712.1
OG0007662	XP_029040748.1	XP_017754376.1
OG0007663	XP_029045665.1	XP_017767383.1
OG0007664	XP_029049394.1	XP_017765565.1
OG0007665	XP_029035767.1	XP_017753507.1
OG0007666	XP_029046500.1	XP_017761099.1
OG0007667	XP_029046470.1	XP_017765585.1
OG0007668	XP_029040252.1	XP_017761005.1
OG0007669	XP_029046514.1	XP_017760776.1
OG0007670	XP_029044317.1	XP_017764309.1
OG0007671	XP_029055377.1	XP_017762766.1
OG0007672	XP_029046685.1	XP_017761096.1
OG0007673	XP_029054364.1	XP_017760003.1
OG0007674	XP_029045912.1	XP_017752854.1
OG0007675	XP_029044282.1	XP_017764191.1
OG0007676	XP_029032690.1	XP_017761244.1
OG0007677	XP_029038061.1	XP_017766016.1
OG0007678	XP_029038121.1	XP_017765434.1
OG0007679	XP_029035686.1	XP_017753022.1
OG0007680	XP_029031963.1	XP_017766383.1
OG0007681	XP_029049619.1	XP_017761992.1
OG0007682	XP_029049687.1	XP_017760951.1
OG0007683	XP_029047345.1	XP_017762577.1
OG0007684	XP_029041418.1	XP_017759229.1
OG0007685	XP_029038752.1	XP_017758815.1
OG0007686	XP_029044374.1	XP_017758319.1
OG0007687	XP_029043492.1	XP_017763193.1
OG0007688	XP_029033060.1	XP_017755382.1
OG0007689	XP_029037891.1	XP_017764846.1
OG0007690	XP_029047997.1	XP_017756966.1
OG0007691	XP_029038773.1	XP_017758842.1
OG0007692	XP_029046094.1	XP_017757617.1
OG0007693	XP_029034997.1	XP_017763660.1
OG0007694	XP_029047208.1	XP_017752380.1
OG0007695	XP_029047212.1	XP_017752329.1
OG0007696	XP_029032347.1	XP_017757002.1
OG0007697	XP_029043595.1	XP_017767616.1
OG0007698	XP_029038885.1	XP_017753562.1
OG0007699	XP_029045554.1	XP_017767487.1
OG0007700	XP_029047954.1	XP_017756803.1
OG0007701	XP_029044257.1	XP_017752543.1
OG0007702	XP_029039984.1	XP_017767489.1
OG0007703	XP_029043757.1	XP_017753930.1
OG0007704	XP_029040621.1	XP_017759473.1
OG0007706	XP_029041291.1	XP_017754273.1
OG0007707	XP_029054139.1	XP_017757693.1
OG0007708	XP_029052997.1	XP_017754614.1
OG0007709	XP_029056661.1	XP_017756302.1
OG0007710	XP_029035395.1	XP_017763724.1
OG0007711	XP_029040837.1	XP_017758264.1
OG0007712	XP_029034145.1	XP_017758955.1
OG0007713	XP_029036945.1	XP_017753890.1
OG0007714	XP_029052042.1	XP_017765317.1
OG0007715	XP_029054886.1	XP_017755295.1
OG0007716	XP_029053015.1	XP_017764142.1
OG0007717	XP_029037589.1	XP_017754825.1
OG0007718	XP_029035018.1	XP_017763625.1
OG0007719	XP_029040218.1	XP_017761249.1
OG0007720	XP_029036344.1	XP_017761357.1
OG0007721	XP_029042140.1	XP_017755675.1
OG0007722	XP_029037506.1	XP_017757965.1
OG0007723	XP_029053294.1	XP_017755795.1
OG0007724	XP_029050492.1	XP_017765535.1
OG0007725	XP_029045840.1	XP_017765264.1
OG0007726	XP_029050707.1	XP_017767211.1
OG0007727	XP_029051843.1	XP_017759500.1
OG0007728	XP_029047195.1	XP_017752350.1
OG0007729	XP_029050077.1	XP_017755399.1
OG0007730	XP_029049030.1	XP_017758518.1
OG0007731	XP_029049920.1	XP_017757357.1
OG0007732	XP_029052494.1	XP_017762995.1
OG0007733	XP_029045831.1	XP_017763030.1
OG0007734	XP_029047291.1	XP_017763748.1
OG0007735	XP_029044928.1	XP_017759580.1
OG0007736	XP_029052485.1	XP_017765213.1
OG0007737	XP_029052511.1	XP_017763895.1
OG0007738	XP_029048689.1	XP_017763883.1
OG0007739	XP_029050081.1	XP_017757747.1
OG0007740	XP_029051687.1	XP_017753458.1
OG0007741	XP_029051165.1	XP_017763528.1
OG0007742	XP_029051180.1	XP_017763468.1
OG0007743	XP_029035643.1	XP_017758559.1
OG0007744	XP_029052038.1	XP_017765314.1
OG0007745	XP_029036386.1	XP_017755278.1
OG0007746	XP_029041033.1	XP_017752275.1
OG0007747	XP_029048844.1	XP_017763995.1
OG0007748	XP_029042121.1	XP_017757403.1
OG0007749	XP_029051292.1	XP_017766578.1
OG0007750	XP_029039194.1	XP_017756677.1
OG0007751	XP_029052041.1	XP_017757120.1
OG0007752	XP_029047599.1	XP_017763908.1
OG0007753	XP_029032618.1	XP_017761184.1
OG0007754	XP_029051774.1	XP_017764112.1
OG0007755	XP_029047348.1	XP_017753511.1
OG0007756	XP_029050088.1	XP_017754320.1
OG0007757	XP_029045775.1	XP_017753759.1
OG0007758	XP_029047696.1	XP_017764137.1
OG0007759	XP_029050497.1	XP_017765532.1
OG0007760	XP_029032179.1	XP_017755204.1
OG0007761	XP_029044626.1	XP_017755002.1
OG0007762	XP_029048124.1	XP_017761716.1
OG0007763	XP_029044051.1	XP_017762298.1
OG0007764	XP_029051222.1	XP_017759322.1
OG0007765	XP_029050781.1	XP_017764559.1
OG0007766	XP_029050794.1	XP_017764568.1
OG0007768	XP_029051721.1	XP_017759084.1
OG0007769	XP_029039746.1	XP_017757661.1
OG0007770	XP_029036046.1	XP_017767597.1
OG0007771	XP_029049257.1	XP_017766555.1
OG0007772	XP_029034599.1	XP_017764350.1
OG0007773	XP_029039335.1	XP_017758907.1
OG0007774	XP_029033054.1	XP_017765006.1
OG0007775	XP_029034884.1	XP_017763621.1
OG0007776	XP_029055478.1	XP_017753176.1
OG0007777	XP_029043405.1	XP_017762880.1
OG0007778	XP_029043340.1	XP_017762869.1
OG0007779	XP_029040010.1	XP_017758485.1
OG0007780	XP_029043083.1	XP_017755106.1
OG0007781	XP_029043187.1	XP_017755163.1
OG0007782	XP_029040513.1	XP_017758502.1
OG0007783	XP_029039853.1	XP_017759046.1
OG0007784	XP_029045562.1	XP_017767418.1
OG0007785	XP_029045561.1	XP_017767397.1
OG0007786	XP_029040534.1	XP_017766256.1
OG0007787	XP_029040451.1	XP_017766245.1
OG0007788	XP_029034460.1	XP_017757849.1
OG0007789	XP_029046572.1	XP_017760727.1
OG0007790	XP_029051327.1	XP_017763433.1
OG0007791	XP_029042708.1	XP_017760350.1
OG0007792	XP_029047241.1	XP_017759827.1
OG0007793	XP_029048526.1	XP_017759836.1
OG0007794	XP_029049119.1	XP_017759029.1
OG0007795	XP_029049184.1	XP_017754811.1
OG0007796	XP_029042608.1	XP_017761913.1
OG0007797	XP_029042678.1	XP_017761908.1
OG0007798	XP_029038327.1	XP_017754893.1
OG0007799	XP_029038334.1	XP_017766971.1
OG0007800	XP_029038333.1	XP_017766975.1
OG0007801	XP_029044881.1	XP_017761455.1
OG0007802	XP_029044851.1	XP_017761450.1
OG0007803	XP_029044855.1	XP_017761471.1
OG0007804	XP_029034839.1	XP_017752950.1
OG0007805	XP_029033206.1	XP_017759282.1
OG0007806	XP_029033211.1	XP_017759261.1
OG0007807	XP_029040211.1	XP_017756496.1
OG0007808	XP_029041945.1	XP_017752877.1
OG0007809	XP_029052396.1	XP_017764639.1
OG0007810	XP_029052410.1	XP_017764635.1
OG0007811	XP_029052098.1	XP_017766668.1
OG0007812	XP_029052826.1	XP_017766570.1
OG0007813	XP_029036111.1	XP_017766576.1
OG0007814	XP_029049254.1	XP_017766673.1
OG0007815	XP_029046851.1	XP_017763212.1
OG0007816	XP_029039392.1	XP_017763219.1
OG0007817	XP_029037591.1	XP_017760560.1
OG0007818	XP_029037689.1	XP_017759306.1
OG0007819	XP_029039393.1	XP_017759387.1
