Orthogroup	Osmia_bicornis	Megalopta_genalis
OG0007147	XP_029048151.1	XP_033338375.1
OG0007148	XP_029048153.1	XP_033332176.1
OG0007149	XP_029042829.1, XP_029042828.1	XP_033339666.1
OG0007150	XP_029045288.1	XP_033326245.1
OG0007151	XP_029055722.1	XP_033332112.1
OG0007152	XP_029055806.1	XP_033332142.1
OG0007153	XP_029036559.1	XP_033339261.1
OG0007154	XP_029042880.1	XP_033324349.1
OG0007155	XP_029036388.1	XP_033328244.1
OG0007156	XP_029048688.1	XP_033334006.1
OG0007157	XP_029036341.1	XP_033328273.1
OG0007158	XP_029045523.1	XP_033333969.1
OG0007159	XP_029043820.1	XP_033332895.1
OG0007160	XP_029045272.1	XP_033320819.1
OG0007161	XP_029040146.1	XP_033329099.1
OG0007162	XP_029048058.1	XP_033321063.1
OG0007164	XP_029050450.1	XP_033322762.1
OG0007165	XP_029036749.1	XP_033339395.1
OG0007167	XP_029031890.1	XP_033329158.1
OG0007168	XP_029043596.1	XP_033339753.1
OG0007169	XP_029043579.1	XP_033339738.1
OG0007170	XP_029038279.1	XP_033322812.1
OG0007171	XP_029048056.1	XP_033333869.1
OG0007172	XP_029040077.1	XP_033326889.1
OG0007173	XP_029040175.1	XP_033333449.1
OG0007174	XP_029041175.1	XP_033321039.1
OG0007175	XP_029050404.1	XP_033321060.1
OG0007176	XP_029053509.1	XP_033322605.1
OG0007177	XP_029040116.1	XP_033331701.1
OG0007178	XP_029051229.1	XP_033320776.1
OG0007179	XP_029053696.1, XP_029053570.1	XP_033330993.1
OG0007180	XP_029040133.1	XP_033333686.1
OG0007181	XP_029038685.1	XP_033329676.1
OG0007183	XP_029054421.1	XP_033333660.1
OG0007184	XP_029037304.1	XP_033321038.1
OG0007185	XP_029054307.1	XP_033333376.1
OG0007188	XP_029031956.1	XP_033321045.1
OG0007189	XP_029038689.1	XP_033329683.1
OG0007190	XP_029037703.1	XP_033339390.1
OG0007191	XP_029055538.1	XP_033326898.1
OG0007192	XP_029053018.1	XP_033329063.1
OG0007193	XP_029043447.1, XP_029043848.1	XP_033329125.1
OG0007195	XP_029056486.1	XP_033330445.1
OG0007196	XP_029052880.1	XP_033323742.1
OG0007197	XP_029032587.1	XP_033340567.1
OG0007198	XP_029041665.1	XP_033329148.1
OG0007199	XP_029054543.1	XP_033329715.1
OG0007200	XP_029055695.1	XP_033322826.1
OG0007201	XP_029047325.1	XP_033329395.1
OG0007202	XP_029038154.1	XP_033332740.1
OG0007203	XP_029032223.1	XP_033333318.1
OG0007204	XP_029048527.1	XP_033338106.1
OG0007205	XP_029055461.1	XP_033340652.1
OG0007206	XP_029032161.1	XP_033333329.1
OG0007207	XP_029032279.1	XP_033321326.1
OG0007208	XP_029051844.1	XP_033339386.1
OG0007209	XP_029032322.1	XP_033328724.1
OG0007210	XP_029035049.1	XP_033322559.1
OG0007211	XP_029047312.1	XP_033328505.1, XP_033328504.1
OG0007212	XP_029052082.1	XP_033340750.1
OG0007213	XP_029055327.1	XP_033331866.1
OG0007214	XP_029055376.1	XP_033340542.1
OG0007215	XP_029041282.1	XP_033329213.1
OG0007216	XP_029055395.1	XP_033340227.1
OG0007217	XP_029047292.1	XP_033340107.1
OG0007218	XP_029047395.1	XP_033341176.1
OG0007219	XP_029052483.1	XP_033340030.1
OG0007220	XP_029047396.1	XP_033341178.1
OG0007221	XP_029041227.1	XP_033329368.1
OG0007222	XP_029041239.1	XP_033329383.1
OG0007223	XP_029047332.1	XP_033333240.1
OG0007224	XP_029055628.1	XP_033331926.1
OG0007225	XP_029044661.1	XP_033340066.1
OG0007226	XP_029044663.1	XP_033340059.1
OG0007227	XP_029044644.1	XP_033328902.1
OG0007228	XP_029041300.1	XP_033329534.1
OG0007229	XP_029032326.1	XP_033323548.1
OG0007230	XP_029039660.1	XP_033328428.1
OG0007231	XP_029032499.1	XP_033333411.1
OG0007232	XP_029052719.1	XP_033322643.1
OG0007233	XP_029050913.1	XP_033322915.1
OG0007234	XP_029047151.1	XP_033327482.1
OG0007235	XP_029047047.1	XP_033337627.1
OG0007236	XP_029043118.1	XP_033340564.1
OG0007237	XP_029038476.1	XP_033330932.1
OG0007238	XP_029040981.1	XP_033329502.1
OG0007239	XP_029046336.1	XP_033332754.1
OG0007240	XP_029052948.1	XP_033337546.1
OG0007242	XP_029047020.1	XP_033329307.1
OG0007243	XP_029043749.1	XP_033329364.1
OG0007244	XP_029038470.1	XP_033324031.1
OG0007245	XP_029051469.1	XP_033337429.1
OG0007246	XP_029035038.1	XP_033337547.1
OG0007247	XP_029035015.1	XP_033327578.1
OG0007248	XP_029051816.1	XP_033332861.1
OG0007249	XP_029051798.1	XP_033329610.1
OG0007250	XP_029047088.1	XP_033337417.1
OG0007251	XP_029052296.1	XP_033337430.1
OG0007252	XP_029049602.1	XP_033337862.1
OG0007253	XP_029053661.1	XP_033329255.1
OG0007254	XP_029034914.1	XP_033337923.1
OG0007255	XP_029038414.1	XP_033323878.1
OG0007256	XP_029053170.1	XP_033333146.1
OG0007257	XP_029035158.1	XP_033329927.1
OG0007258	XP_029051048.1	XP_033339299.1
OG0007259	XP_029044189.1	XP_033330321.1
OG0007260	XP_029044286.1	XP_033330294.1
OG0007261	XP_029044232.1	XP_033332616.1
OG0007262	XP_029033429.1	XP_033327457.1
OG0007263	XP_029051918.1	XP_033327368.1
OG0007264	XP_029046296.1	XP_033329363.1
OG0007265	XP_029042240.1	XP_033332874.1
OG0007266	XP_029034981.1	XP_033337928.1
OG0007267	XP_029035039.1	XP_033337961.1
OG0007268	XP_029033947.1	XP_033341440.1
OG0007269	XP_029033962.1	XP_033341392.1
OG0007270	XP_029039118.1	XP_033337390.1
OG0007272	XP_029043496.1	XP_033337676.1
OG0007273	XP_029043391.1	XP_033337698.1
OG0007274	XP_029047982.1	XP_033331755.1
OG0007275	XP_029044756.1	XP_033333947.1
OG0007276	XP_029038570.1	XP_033329901.1
OG0007277	XP_029047906.1	XP_033332799.1
OG0007278	XP_029037684.1	XP_033324051.1
OG0007279	XP_029041481.1	XP_033323798.1
OG0007280	XP_029038549.1	XP_033322179.1
OG0007281	XP_029033306.1	XP_033329917.1
OG0007282	XP_029047969.1	XP_033323472.1
OG0007283	XP_029050808.1	XP_033329903.1
OG0007284	XP_029037893.1	XP_033340165.1
OG0007285	XP_029037658.1	XP_033339276.1
OG0007286	XP_029037262.1	XP_033338313.1
OG0007287	XP_029050819.1	XP_033329909.1
OG0007288	XP_029038726.1	XP_033339279.1
OG0007289	XP_029051485.1	XP_033329911.1
OG0007290	XP_029038730.1	XP_033321349.1
OG0007291	XP_029041387.1	XP_033321141.1
OG0007292	XP_029044137.1	XP_033324968.1
OG0007293	XP_029050813.1	XP_033329965.1
OG0007294	XP_029050806.1	XP_033329960.1
OG0007295	XP_029043495.1	XP_033337310.1
OG0007296	XP_029038742.1	XP_033321324.1
OG0007297	XP_029047823.1	XP_033333284.1
OG0007298	XP_029037637.1	XP_033338321.1
OG0007299	XP_029044750.1	XP_033334369.1
OG0007300	XP_029041391.1	XP_033321137.1
OG0007301	XP_029037913.1	XP_033327908.1
OG0007302	XP_029038082.1	XP_033327918.1
OG0007303	XP_029038628.1	XP_033323332.1
OG0007304	XP_029047830.1	XP_033333285.1
OG0007305	XP_029047828.1	XP_033333295.1
OG0007306	XP_029037546.1	XP_033333006.1
OG0007307	XP_029038709.1	XP_033334353.1
OG0007308	XP_029039788.1	XP_033330543.1
OG0007309	XP_029047508.1	XP_033331593.1
OG0007310	XP_029052418.1	XP_033340876.1
OG0007311	XP_029052424.1	XP_033339571.1
OG0007312	XP_029042022.1	XP_033338315.1
OG0007313	XP_029042019.1	XP_033325690.1
OG0007314	XP_029039769.1	XP_033325381.1
OG0007315	XP_029039931.1	XP_033326034.1
OG0007316	XP_029039998.1	XP_033326039.1
OG0007317	XP_029045547.1	XP_033325508.1
OG0007318	XP_029040508.1	XP_033331814.1
OG0007319	XP_029048142.1	XP_033322603.1
OG0007320	XP_029052450.1	XP_033326019.1
OG0007321	XP_029039584.1	XP_033325706.1
OG0007322	XP_029050566.1	XP_033325478.1
OG0007323	XP_029039912.1	XP_033339559.1
OG0007324	XP_029039674.1	XP_033331416.1
OG0007325	XP_029034446.1	XP_033326050.1
OG0007326	XP_029039796.1	XP_033340620.1
OG0007327	XP_029039917.1	XP_033340971.1
OG0007328	XP_029052460.1	XP_033339505.1
OG0007329	XP_029052423.1	XP_033339508.1
OG0007330	XP_029039593.1	XP_033325714.1
OG0007331	XP_029050231.1	XP_033321958.1
OG0007332	XP_029053555.1	XP_033330374.1
OG0007333	XP_029034465.1	XP_033325444.1
OG0007334	XP_029040432.1	XP_033339579.1
OG0007335	XP_029052124.1	XP_033331459.1
OG0007336	XP_029039638.1	XP_033325816.1
OG0007337	XP_029045625.1	XP_033325460.1
OG0007338	XP_029051448.1	XP_033331743.1
OG0007339	XP_029051111.1	XP_033340531.1
OG0007340	XP_029045629.1	XP_033325719.1
OG0007341	XP_029039990.1	XP_033341074.1
OG0007342	XP_029039859.1	XP_033340698.1
OG0007343	XP_029039893.1	XP_033330532.1
OG0007344	XP_029040476.1	XP_033339318.1
OG0007345	XP_029040477.1	XP_033339320.1
OG0007346	XP_029048266.1	XP_033320929.1
OG0007347	XP_029035111.1	XP_033338945.1
OG0007348	XP_029046503.1	XP_033334800.1
OG0007349	XP_029053614.1	XP_033321362.1
OG0007350	XP_029042276.1	XP_033342923.1
OG0007351	XP_029054155.1	XP_033324441.1
OG0007352	XP_029038342.1	XP_033335050.1
OG0007353	XP_029035476.1	XP_033334918.1
OG0007354	XP_029048349.1	XP_033334949.1
OG0007355	XP_029054521.1	XP_033327166.1
OG0007356	XP_029042775.1	XP_033335042.1
OG0007357	XP_029037318.1	XP_033334597.1
OG0007358	XP_029035381.1	XP_033334839.1
OG0007359	XP_029049188.1	XP_033334840.1
OG0007360	XP_029049203.1	XP_033334688.1
OG0007361	XP_029038255.1	XP_033334674.1
OG0007362	XP_029048311.1	XP_033334691.1
OG0007363	XP_029032255.1	XP_033340526.1
OG0007364	XP_029053934.1	XP_033327170.1
OG0007365	XP_029053936.1	XP_033327173.1
OG0007366	XP_029042673.1	XP_033342685.1
OG0007367	XP_029032627.1	XP_033335108.1
OG0007368	XP_029048961.1	XP_033342563.1
OG0007369	XP_029047425.1	XP_033330849.1
OG0007370	XP_029041016.1	XP_033337560.1
OG0007372	XP_029038562.1	XP_033335568.1
OG0007373	XP_029032238.1	XP_033340341.1
OG0007374	XP_029046581.1	XP_033342625.1
OG0007375	XP_029032397.1	XP_033331020.1
OG0007376	XP_029055462.1	XP_033331040.1
OG0007377	XP_029038299.1	XP_033335095.1
OG0007378	XP_029054793.1	XP_033337921.1
OG0007379	XP_029035465.1	XP_033342981.1
OG0007380	XP_029035389.1	XP_033342528.1
OG0007381	XP_029053573.1	XP_033334805.1
OG0007383	XP_029048967.1	XP_033342887.1
OG0007384	XP_029048893.1	XP_033342549.1
OG0007385	XP_029048895.1	XP_033342255.1
OG0007386	XP_029032401.1	XP_033329969.1
OG0007387	XP_029055619.1	XP_033340042.1
OG0007388	XP_029041113.1	XP_033327503.1
OG0007389	XP_029044900.1	XP_033334437.1
OG0007390	XP_029037476.1	XP_033335150.1
OG0007391	XP_029037453.1	XP_033334695.1
OG0007392	XP_029048513.1	XP_033331650.1
OG0007393	XP_029032364.1	XP_033326815.1
OG0007394	XP_029050185.1	XP_033342936.1
OG0007395	XP_029044099.1	XP_033342729.1
OG0007396	XP_029044096.1	XP_033342539.1
OG0007397	XP_029044164.1	XP_033342934.1
OG0007398	XP_029052181.1	XP_033326313.1
OG0007399	XP_029041696.1	XP_033335308.1
OG0007400	XP_029052228.1	XP_033326259.1
OG0007401	XP_029034571.1	XP_033331353.1
OG0007402	XP_029056090.1	XP_033335241.1
OG0007403	XP_029034648.1	XP_033325165.1
OG0007404	XP_029040304.1	XP_033338897.1
OG0007405	XP_029056168.1	XP_033338514.1
OG0007406	XP_029049984.1	XP_033326513.1
OG0007407	XP_029040266.1	XP_033338649.1
OG0007408	XP_029040267.1	XP_033338653.1
OG0007409	XP_029034585.1	XP_033325106.1
OG0007410	XP_029045143.1	XP_033326305.1
OG0007411	XP_029045238.1	XP_033326301.1
OG0007412	XP_029056267.1	XP_033326339.1
OG0007413	XP_029056405.1	XP_033339471.1
OG0007414	XP_029034068.1	XP_033328738.1
OG0007415	XP_029041751.1	XP_033325093.1
OG0007416	XP_029049982.1	XP_033326785.1
OG0007417	XP_029053739.1	XP_033322313.1
OG0007418	XP_029049089.1	XP_033335597.1
OG0007419	XP_029034656.1	XP_033335491.1
OG0007420	XP_029049315.1	XP_033338158.1
OG0007421	XP_029056314.1	XP_033331315.1
OG0007422	XP_029041684.1	XP_033325087.1
OG0007423	XP_029045191.1	XP_033326303.1
OG0007424	XP_029040316.1	XP_033326343.1
OG0007425	XP_029056015.1	XP_033323044.1
OG0007426	XP_029033250.1	XP_033338663.1
OG0007427	XP_029034840.1	XP_033322343.1
OG0007428	XP_029034752.1	XP_033322401.1
OG0007429	XP_029041756.1	XP_033335298.1
OG0007430	XP_029041948.1	XP_033330034.1
OG0007431	XP_029041949.1	XP_033330095.1
OG0007432	XP_029038828.1	XP_033332532.1
OG0007433	XP_029038830.1	XP_033335504.1
OG0007434	XP_029038098.1	XP_033328837.1
OG0007435	XP_029049932.1	XP_033330150.1
OG0007436	XP_029044961.1	XP_033331209.1
OG0007437	XP_029037739.1	XP_033330909.1
OG0007438	XP_029035669.1	XP_033333572.1
OG0007439	XP_029038065.1	XP_033341147.1
OG0007440	XP_029044510.1	XP_033323437.1
OG0007441	XP_029044517.1	XP_033330223.1
OG0007442	XP_029051294.1	XP_033330291.1
OG0007443	XP_029049218.1	XP_033334326.1
OG0007444	XP_029050358.1	XP_033332035.1
OG0007445	XP_029050253.1	XP_033323022.1
OG0007446	XP_029045346.1	XP_033336315.1
OG0007447	XP_029045405.1	XP_033336692.1, XP_033335843.1
OG0007448	XP_029039413.1	XP_033335796.1
OG0007449	XP_029035851.1	XP_033339621.1
OG0007450	XP_029050641.1	XP_033336186.1
OG0007451	XP_029032759.1	XP_033336058.1
OG0007452	XP_029051883.1	XP_033330947.1
OG0007453	XP_029051213.1	XP_033330810.1
OG0007454	XP_029051221.1	XP_033330813.1
OG0007455	XP_029038391.1	XP_033336221.1
OG0007456	XP_029039069.1	XP_033336291.1
OG0007457	XP_029041918.1	XP_033335671.1
OG0007458	XP_029032751.1	XP_033335699.1
OG0007459	XP_029045342.1	XP_033335982.1
OG0007460	XP_029032695.1	XP_033323921.1
OG0007461	XP_029037645.1	XP_033336015.1
OG0007462	XP_029041862.1	XP_033336424.1
OG0007463	XP_029051875.1	XP_033331625.1
OG0007464	XP_029037683.1	XP_033336099.1
OG0007465	XP_029039410.1	XP_033336067.1
OG0007466	XP_029038413.1	XP_033323889.1
OG0007467	XP_029037793.1	XP_033327347.1
OG0007468	XP_029050283.1	XP_033328747.1
OG0007469	XP_029041833.1	XP_033331597.1
OG0007470	XP_029043535.1	XP_033336653.1
OG0007471	XP_029039388.1	XP_033336150.1
OG0007472	XP_029043559.1	XP_033336599.1
OG0007473	XP_029032798.1	XP_033336249.1
OG0007474	XP_029051893.1	XP_033330856.1
OG0007475	XP_029039377.1	XP_033323939.1
OG0007476	XP_029045464.1	XP_033336554.1
OG0007477	XP_029045391.1	XP_033336263.1
OG0007478	XP_029032772.1	XP_033323935.1
OG0007479	XP_029043432.1	XP_033336378.1
OG0007480	XP_029050314.1	XP_033334523.1
OG0007481	XP_029041856.1	XP_033336120.1
OG0007482	XP_029037677.1	XP_033336521.1
OG0007483	XP_029032731.1	XP_033336582.1
OG0007484	XP_029045779.1	XP_033324820.1
OG0007485	XP_029045810.1	XP_033324869.1
OG0007486	XP_029040890.1	XP_033324847.1
OG0007487	XP_029047630.1	XP_033342441.1
OG0007488	XP_029040072.1	XP_033331119.1
OG0007491	XP_029045983.1	XP_033341669.1
OG0007492	XP_029044396.1	XP_033324586.1
OG0007493	XP_029045878.1	XP_033331279.1
OG0007494	XP_029047635.1	XP_033341958.1
OG0007495	XP_029045861.1	XP_033341410.1
OG0007496	XP_029042494.1	XP_033328945.1
OG0007497	XP_029036857.1	XP_033324724.1
OG0007498	XP_029047756.1	XP_033340958.1
OG0007499	XP_029047735.1	XP_033341681.1
OG0007500	XP_029056440.1	XP_033330753.1
OG0007501	XP_029040122.1	XP_033331106.1
OG0007502	XP_029034716.1	XP_033322287.1
OG0007503	XP_029044458.1	XP_033324768.1
OG0007504	XP_029053271.1	XP_033342856.1
OG0007505	XP_029044464.1	XP_033324647.1
OG0007506	XP_029056630.1	XP_033340559.1
OG0007507	XP_029036696.1	XP_033327659.1
OG0007508	XP_029045894.1	XP_033322259.1
OG0007509	XP_029052596.1	XP_033328998.1
OG0007510	XP_029036909.1	XP_033324637.1
OG0007511	XP_029047653.1	XP_033340084.1
OG0007512	XP_029042380.1	XP_033338499.1
OG0007513	XP_029042376.1	XP_033338498.1
OG0007514	XP_029049834.1	XP_033338723.1
OG0007515	XP_029042318.1	XP_033338866.1
OG0007516	XP_029046652.1	XP_033321914.1
OG0007517	XP_029042361.1	XP_033338879.1
OG0007518	XP_029048651.1	XP_033326284.1
OG0007519	XP_029049294.1	XP_033332474.1
OG0007520	XP_029042462.1	XP_033338687.1
OG0007521	XP_029042391.1	XP_033338912.1
OG0007522	XP_029043006.1	XP_033324428.1
OG0007524	XP_029035331.1	XP_033328339.1
OG0007525	XP_029043264.1	XP_033330051.1
OG0007526	XP_029051006.1	XP_033338837.1
OG0007527	XP_029035255.1	XP_033321444.1
OG0007529	XP_029048615.1	XP_033335288.1
OG0007530	XP_029043041.1	XP_033324574.1
OG0007531	XP_029048649.1	XP_033338896.1
OG0007532	XP_029041747.1	XP_033322044.1
OG0007533	XP_029050992.1	XP_033338571.1
OG0007534	XP_029051000.1	XP_033338572.1
OG0007535	XP_029050731.1	XP_033338730.1
OG0007536	XP_029049848.1	XP_033338643.1
OG0007537	XP_029037801.1	XP_033323081.1
OG0007538	XP_029037507.1	XP_033335769.1
OG0007539	XP_029050680.1	XP_033335885.1
OG0007540	XP_029053588.1	XP_033333973.1
OG0007541	XP_029034095.1	XP_033326164.1
OG0007543	XP_029035541.1	XP_033325578.1
OG0007544	XP_029037728.1	XP_033322441.1
OG0007545	XP_029052149.1	XP_033331826.1, XP_033331827.1
OG0007546	XP_029038081.1	XP_033328887.1
OG0007547	XP_029038053.1	XP_033328588.1
OG0007548	XP_029037912.1	XP_033341311.1
OG0007549	XP_029051994.1	XP_033341315.1
OG0007550	XP_029033976.1	XP_033328915.1
OG0007551	XP_029037986.1	XP_033341292.1
OG0007552	XP_029037999.1	XP_033322939.1
OG0007553	XP_029051690.1	XP_033322914.1
OG0007554	XP_029044926.1	XP_033325284.1
OG0007555	XP_029035200.1, XP_029035199.1	XP_033337844.1
OG0007556	XP_029037027.1	XP_033323601.1
OG0007557	XP_029037463.1	XP_033339530.1
OG0007559	XP_029047456.1	XP_033330823.1
OG0007560	XP_029037838.1	XP_033323021.1
OG0007561	XP_029032622.1	XP_033340993.1
OG0007562	XP_029055677.1	XP_033340204.1
OG0007563	XP_029052621.1	XP_033328635.1
OG0007564	XP_029040088.1	XP_033340788.1
OG0007565	XP_029042644.1	XP_033325867.1
OG0007566	XP_029050717.1	XP_033323054.1
OG0007567	XP_029048300.1	XP_033342117.1
OG0007569	XP_029040687.1	XP_033338215.1
OG0007570	XP_029052033.1	XP_033330669.1
OG0007571	XP_029048325.1	XP_033341892.1
OG0007572	XP_029052264.1	XP_033334426.1
OG0007573	XP_029041568.1	XP_033334266.1
OG0007574	XP_029034332.1	XP_033342067.1
OG0007575	XP_029031918.1	XP_033341762.1
OG0007576	XP_029038363.1	XP_033341987.1
OG0007577	XP_029048149.1	XP_033323098.1
OG0007578	XP_029041963.1	XP_033338308.1
OG0007579	XP_029037724.1	XP_033331634.1
OG0007580	XP_029040565.1	XP_033340596.1
OG0007581	XP_029052856.1	XP_033334548.1
OG0007582	XP_029042753.1	XP_033342447.1
OG0007583	XP_029042680.1	XP_033342687.1
OG0007584	XP_029042719.1	XP_033343014.1
OG0007585	XP_029054010.1	XP_033334785.1
OG0007586	XP_029034838.1	XP_033324939.1
OG0007587	XP_029034569.1	XP_033325114.1
OG0007588	XP_029049953.1	XP_033330247.1
OG0007589	XP_029052097.1	XP_033330235.1
OG0007590	XP_029050378.1	XP_033331980.1
OG0007591	XP_029044497.1	XP_033330190.1
OG0007592	XP_029049262.1	XP_033332017.1
OG0007593	XP_029052176.1	XP_033333522.1
OG0007594	XP_029049219.1	XP_033333488.1
OG0007595	XP_029043773.1	XP_033334844.1
OG0007596	XP_029043795.1	XP_033334163.1
OG0007597	XP_029050663.1	XP_033335811.1
OG0007598	XP_029050660.1	XP_033335809.1
OG0007599	XP_029046863.1	XP_033336143.1
OG0007600	XP_029032802.1	XP_033336248.1
OG0007601	XP_029038455.1	XP_033335786.1
OG0007602	XP_029050704.1	XP_033336216.1
OG0007603	XP_029041779.1	XP_033335742.1
OG0007605	XP_029039521.1	XP_033331015.1
OG0007606	XP_029047757.1	XP_033340974.1
OG0007607	XP_029050006.1	XP_033340380.1
OG0007608	XP_029049974.1	XP_033340736.1
OG0007609	XP_029049975.1	XP_033341661.1
OG0007610	XP_029052017.1	XP_033331384.1
OG0007611	XP_029049205.1	XP_033332505.1
OG0007612	XP_029043291.1	XP_033329997.1
OG0007613	XP_029040387.1	XP_033325283.1
OG0007614	XP_029054461.1	XP_033328744.1
OG0007615	XP_029034076.1	XP_033341425.1
OG0007616	XP_029035300.1	XP_033340333.1
OG0007617	XP_029035175.1	XP_033340330.1
OG0007618	XP_029049010.1	XP_033337815.1
OG0007619	XP_029053989.1	XP_033327940.1
OG0007621	XP_029035779.1	XP_033326149.1
OG0007622	XP_029034148.1	XP_033341903.1
OG0007623	XP_029054702.1	XP_033337495.1
OG0007624	XP_029041588.1	XP_033321576.1
OG0007625	XP_029031911.1	XP_033337962.1
OG0007626	XP_029033079.1	XP_033341718.1
OG0007627	XP_029051744.1	XP_033341710.1
OG0007628	XP_029032903.1	XP_033323124.1
OG0007629	XP_029050335.1	XP_033329885.1
OG0007630	XP_029037199.1	XP_033321735.1
OG0007631	XP_029046245.1	XP_033321982.1
OG0007632	XP_029033264.1	XP_033326580.1
OG0007633	XP_029032383.1	XP_033326497.1
OG0007634	XP_029035592.1	XP_033324145.1
OG0007635	XP_029041320.1	XP_033338366.1
OG0007636	XP_029045533.1	XP_033321143.1
OG0007637	XP_029036436.1	XP_033328132.1
OG0007638	XP_029036538.1	XP_033339263.1
OG0007639	XP_029056066.1	XP_033323127.1
OG0007640	XP_029050623.1	XP_033322639.1
OG0007641	XP_029055192.1	XP_033340362.1
OG0007642	XP_029048593.1	XP_033329751.1
OG0007643	XP_029046957.1	XP_033328864.1
OG0007644	XP_029049369.1	XP_033342376.1
OG0007645	XP_029046368.1	XP_033333235.1
OG0007646	XP_029046372.1	XP_033333228.1
OG0007647	XP_029053580.1	XP_033326454.1
OG0007648	XP_029036466.1	XP_033332388.1
OG0007649	XP_029036487.1	XP_033333745.1
OG0007650	XP_029036447.1	XP_033336349.1
OG0007651	XP_029041367.1	XP_033321160.1
OG0007652	XP_029051555.1	XP_033330335.1
OG0007653	XP_029040238.1	XP_033330078.1
OG0007654	XP_029035684.1	XP_033330136.1
OG0007655	XP_029048381.1	XP_033322515.1
OG0007656	XP_029034988.1	XP_033337509.1
OG0007657	XP_029035078.1	XP_033335064.1
OG0007658	XP_029032305.1	XP_033328475.1
OG0007659	XP_029051639.1	XP_033329456.1
OG0007660	XP_029043505.1	XP_033336640.1
OG0007661	XP_029032623.1	XP_033340634.1
OG0007662	XP_029040748.1	XP_033333001.1
OG0007663	XP_029045665.1	XP_033325427.1
OG0007664	XP_029049394.1	XP_033342514.1
OG0007665	XP_029035767.1	XP_033326128.1
OG0007666	XP_029046500.1	XP_033323481.1
OG0007667	XP_029046470.1	XP_033327133.1
OG0007668	XP_029040252.1	XP_033332425.1
OG0007669	XP_029046514.1	XP_033334740.1
OG0007670	XP_029044317.1	XP_033327278.1
OG0007671	XP_029055377.1	XP_033340936.1
OG0007672	XP_029046685.1	XP_033332359.1
OG0007673	XP_029054364.1	XP_033332149.1
OG0007674	XP_029045912.1	XP_033324823.1
OG0007675	XP_029044282.1	XP_033330362.1
OG0007676	XP_029032690.1	XP_033323948.1
OG0007677	XP_029038061.1	XP_033341136.1
OG0007678	XP_029038121.1	XP_033340146.1
