Orthogroup	Osmia_bicornis	Dufourea_novaeangliae
OG0008257	XP_029034662.1	XP_015433142.1
OG0008258	XP_029047909.1	XP_015436239.1
OG0008259	XP_029048302.1	XP_015429012.1
OG0008260	XP_029036241.1	XP_015431827.1
OG0008261	XP_029053551.1	XP_015438479.1
OG0008262	XP_029031941.1	XP_015435013.1
OG0008263	XP_029044966.1	XP_015432357.1
OG0008264	XP_029049918.1	XP_015433672.1
OG0008265	XP_029050843.1	XP_015430413.1
OG0008266	XP_029032334.1	XP_015434513.1
OG0008267	XP_029044201.1	XP_015437479.1
OG0008268	XP_029054603.1	XP_015432595.1
OG0008269	XP_029056590.1	XP_015430158.1
OG0008270	XP_029054604.1	XP_015432589.1
OG0008271	XP_029049451.1	XP_015435344.1
OG0008272	XP_029050918.1	XP_015435364.1
OG0008273	XP_029035282.1	XP_015429887.1
OG0008274	XP_029042461.1	XP_015437793.1
OG0008275	XP_029055706.1	XP_015437367.1
OG0008276	XP_029050935.1	XP_015432960.1
OG0008277	XP_029035117.1	XP_015435660.1
OG0008278	XP_029055532.1	XP_015429913.1
OG0008279	XP_029032857.1	XP_015431512.1
OG0008280	XP_029032969.1	XP_015435784.1
OG0008281	XP_029035048.1	XP_015434740.1
OG0008282	XP_029036683.1	XP_015440114.1
OG0008283	XP_029041653.1	XP_015432231.1
OG0008284	XP_029040325.1	XP_015432196.1
OG0008285	XP_029056523.1	XP_015438147.1
OG0008286	XP_029032077.1	XP_015435018.1
OG0008287	XP_029045026.1	XP_015437683.1
OG0008288	XP_029041069.1	XP_015428753.1
OG0008289	XP_029046411.1	XP_015429612.1
OG0008290	XP_029047894.1	XP_015436104.1
OG0008291	XP_029046174.1	XP_015431550.1
OG0008292	XP_029051480.1	XP_015433798.1
OG0008293	XP_029036705.1	XP_015439458.1
OG0008294	XP_029053182.1	XP_015435128.1
OG0008295	XP_029048943.1	XP_015440489.1
OG0008296	XP_029048238.1	XP_015439791.1
OG0008297	XP_029041006.1	XP_015428739.1
OG0008298	XP_029053961.1	XP_015429819.1
OG0008299	XP_029035866.1	XP_015430686.1
OG0008300	XP_029052560.1	XP_015433372.1
OG0008301	XP_029045275.1	XP_015428450.1
OG0008302	XP_029043133.1	XP_015434636.1
OG0008303	XP_029048637.1	XP_015428461.1
OG0008304	XP_029035993.1	XP_015430763.1
OG0008305	XP_029038383.1	XP_015428404.1
OG0008306	XP_029053513.1	XP_015428632.1
OG0008307	XP_029038125.1	XP_015430565.1
OG0008308	XP_029035295.1	XP_015438207.1
OG0008309	XP_029042089.1	XP_015439851.1
OG0008310	XP_029040522.1	XP_015438496.1
OG0008311	XP_029038803.1	XP_015436210.1
OG0008312	XP_029037567.1	XP_015434136.1
OG0008313	XP_029034334.1	XP_015430696.1
OG0008314	XP_029044255.1	XP_015437513.1
OG0008315	XP_029032981.1	XP_015429006.1
OG0008316	XP_029041965.1	XP_015434628.1
OG0008317	XP_029041489.1	XP_015436393.1
OG0008318	XP_029053470.1	XP_015435100.1
OG0008319	XP_029037563.1	XP_015434063.1
OG0008320	XP_029048656.1	XP_015432716.1
OG0008321	XP_029045686.1	XP_015428928.1
OG0008322	XP_029035454.1	XP_015437042.1
OG0008323	XP_029052786.1	XP_015433173.1
OG0008324	XP_029050977.1	XP_015430329.1
OG0008325	XP_029039140.1	XP_015439099.1
OG0008326	XP_029041454.1	XP_015436314.1
OG0008327	XP_029051558.1	XP_015430514.1
OG0008328	XP_029041344.1	XP_015436307.1
OG0008329	XP_029040047.1	XP_015431302.1
OG0008330	XP_029044319.1	XP_015430943.1
OG0008331	XP_029037365.1	XP_015440517.1
OG0008332	XP_029050058.1	XP_015435942.1
OG0008333	XP_029046705.1	XP_015439661.1
OG0008334	XP_029047950.1	XP_015436149.1
OG0008335	XP_029051038.1	XP_015430341.1
OG0008336	XP_029045256.1	XP_015432731.1
OG0008337	XP_029037360.1	XP_015440481.1
OG0008338	XP_029041058.1	XP_015434741.1
OG0008339	XP_029039043.1	XP_015439096.1
OG0008340	XP_029034232.1	XP_015434010.1
OG0008341	XP_029046640.1	XP_015433850.1
OG0008342	XP_029037576.1	XP_015435560.1
OG0008343	XP_029033499.1	XP_015436925.1
OG0008344	XP_029043262.1	XP_015435393.1
OG0008345	XP_029039076.1	XP_015439094.1
OG0008346	XP_029032918.1	XP_015430652.1
OG0008347	XP_029039409.1	XP_015439095.1
OG0008348	XP_029050219.1	XP_015435848.1
OG0008349	XP_029035416.1	XP_015438838.1
OG0008350	XP_029051056.1	XP_015438054.1
OG0008351	XP_029036492.1	XP_015439952.1
OG0008352	XP_029037615.1	XP_015440493.1
OG0008353	XP_029056145.1	XP_015438715.1
OG0008354	XP_029043328.1	XP_015439066.1
OG0008355	XP_029036962.1	XP_015434892.1
OG0008356	XP_029045399.1	XP_015439038.1
OG0008357	XP_029036955.1	XP_015434846.1
OG0008358	XP_029038906.1	XP_015434644.1
OG0008359	XP_029056150.1	XP_015438656.1
OG0008360	XP_029043888.1	XP_015439865.1
OG0008361	XP_029038984.1	XP_015434655.1
OG0008362	XP_029032191.1	XP_015437274.1
OG0008363	XP_029039573.1	XP_015439389.1
OG0008364	XP_029045204.1	XP_015432178.1
OG0008365	XP_029052241.1	XP_015431812.1
OG0008366	XP_029045262.1	XP_015432201.1
OG0008367	XP_029036701.1	XP_015437969.1
OG0008368	XP_029041009.1	XP_015428701.1
OG0008369	XP_029040947.1	XP_015437985.1
OG0008370	XP_029048392.1	XP_015435540.1
OG0008371	XP_029046163.1	XP_015430768.1
OG0008372	XP_029040846.1	XP_015430195.1
OG0008373	XP_029040834.1	XP_015430189.1
OG0008374	XP_029039529.1	XP_015437967.1
OG0008375	XP_029045916.1	XP_015437607.1
OG0008376	XP_029039314.1	XP_015437578.1
OG0008377	XP_029047949.1	XP_015430690.1
OG0008378	XP_029047730.1	XP_015432478.1
OG0008379	XP_029046229.1	XP_015433662.1
OG0008380	XP_029055409.1	XP_015438189.1
OG0008381	XP_029041495.1	XP_015436256.1
OG0008382	XP_029040616.1	XP_015431458.1
OG0008383	XP_029035984.1	XP_015430706.1, XP_015430705.1
OG0008384	XP_029045727.1	XP_015439716.1
OG0008385	XP_029047309.1	XP_015434404.1
OG0008386	XP_029038184.1	XP_015436409.1
OG0008387	XP_029041511.1, XP_029041512.1	XP_015436136.1
OG0008388	XP_029033497.1	XP_015439567.1
OG0008389	XP_029044563.1, XP_029044562.1	XP_015431355.1
OG0008390	XP_029044575.1, XP_029044574.1	XP_015431275.1
OG0008392	XP_029040225.1	XP_015432656.1
OG0008393	XP_029043031.1	XP_015434724.1
OG0008394	XP_029035113.1	XP_015439295.1
OG0008396	XP_029047760.1	XP_015435611.1
OG0008397	XP_029053027.1	XP_015432612.1
OG0008398	XP_029050832.1, XP_029050831.1, XP_029050833.1	XP_015430540.1
OG0008399	XP_029035994.1	XP_015430772.1
OG0008400	XP_029046731.1	XP_015440133.1
OG0008402	XP_029048570.1	XP_015435198.1
OG0008404	XP_029053559.1	XP_015438347.1
OG0008405	XP_029033676.1, XP_029033465.1	XP_015439603.1
OG0008406	XP_029037757.1	XP_015431032.1
OG0008407	XP_029042713.1	XP_015429739.1
OG0008409	XP_029052215.1	XP_015432679.1
OG0008410	XP_029049565.1, XP_029033852.1	XP_015434289.1
OG0008411	XP_029040552.1	XP_015428943.1
OG0008412	XP_029044092.1, XP_029044091.1	XP_015431557.1
OG0008413	XP_029052011.1	XP_015435383.1
OG0008414	XP_029034531.1, XP_029034527.1	XP_015433593.1
OG0008415	XP_029055096.1	XP_015429792.1
OG0008417	XP_029042582.1	XP_015436968.1
OG0008418	XP_029034393.1	XP_015428972.1
OG0008419	XP_029040652.1	XP_015439713.1
OG0008420	XP_029054506.1	XP_015432055.1
OG0008421	XP_029052790.1	XP_015438314.1
OG0008423	XP_029047078.1, XP_029047077.1, XP_029054677.1	XP_015433230.1, XP_015439266.1
OG0008424	XP_029053874.1	XP_015434596.1
OG0008425	XP_029054840.1	XP_015433584.1
OG0008428	XP_029054008.1, XP_029046929.1	XP_015431440.1
OG0008429	XP_029053949.1, XP_029054762.1, XP_029054288.1, XP_029055043.1, XP_029055129.1	XP_015437066.1
OG0008430	XP_029031886.1	XP_015437878.1
OG0008433	XP_029039000.1	XP_015434719.1
OG0008434	XP_029038127.1	XP_015430423.1
OG0008435	XP_029044358.1	XP_015436919.1
OG0008436	XP_029038326.1	XP_015435502.1
OG0008437	XP_029046862.1	XP_015439153.1
OG0008438	XP_029033743.1	XP_015432637.1
OG0008440	XP_029044354.1	XP_015436943.1
OG0008441	XP_029040260.1, XP_029040259.1	XP_015432658.1
OG0008443	XP_029034052.1	XP_015432922.1
OG0008444	XP_029048309.1	XP_015431139.1
OG0008446	XP_029038776.1	XP_015439482.1
OG0008447	XP_029039300.1	XP_015439275.1
OG0008448	XP_029042618.1	XP_015436527.1
OG0008449	XP_029044499.1	XP_015428511.1
OG0008450	XP_029043472.1	XP_015439152.1
OG0008451	XP_029037908.1	XP_015430671.1
OG0008452	XP_029035744.1	XP_015429053.1
OG0008453	XP_029046167.1	XP_015437102.1
OG0008454	XP_029043628.1	XP_015429125.1
OG0008455	XP_029032547.1	XP_015436936.1
OG0008457	XP_029037816.1	XP_015429217.1
OG0008458	XP_029053431.1, XP_029053370.1	XP_015438223.1
OG0008459	XP_029033981.1	XP_015432839.1
OG0008460	XP_029049126.1	XP_015438322.1
OG0008461	XP_029033736.1	XP_015432635.1
OG0008462	XP_029040091.1	XP_015430993.1
OG0008463	XP_029041671.1	XP_015434669.1
OG0008465	XP_029051588.1	XP_015438011.1
OG0008466	XP_029043022.1	XP_015434717.1
OG0008467	XP_029051568.1	XP_015433001.1
OG0008468	XP_029043619.1	XP_015435032.1
OG0008469	XP_029040619.1	XP_015437840.1
OG0008470	XP_029039572.1	XP_015430192.1
OG0008471	XP_029042193.1	XP_015439290.1
OG0008472	XP_029048424.1	XP_015437095.1
OG0008473	XP_029050924.1	XP_015432850.1
OG0008474	XP_029033788.1	XP_015431445.1
OG0008475	XP_029033737.1	XP_015432634.1
OG0008476	XP_029034608.1	XP_015432219.1
OG0008477	XP_029052069.1	XP_015431568.1
OG0008478	XP_029031945.1	XP_015435035.1
OG0008480	XP_029038277.1	XP_015434379.1
OG0008482	XP_029036272.1	XP_015432150.1
OG0008483	XP_029042922.1	XP_015436949.1
OG0008486	XP_029035918.1	XP_015435213.1
OG0008488	XP_029048383.1	XP_015437122.1
OG0008489	XP_029055862.1	XP_015429134.1
OG0008490	XP_029037207.1	XP_015429777.1
OG0008492	XP_029037190.1	XP_015439469.1
OG0008493	XP_029038348.1	XP_015439548.1
OG0008494	XP_029046555.1	XP_015440496.1
OG0008495	XP_029050479.1	XP_015437060.1
OG0008496	XP_029043687.1	XP_015435702.1
OG0008497	XP_029048355.1	XP_015440492.1
OG0008498	XP_029043713.1	XP_015435108.1
OG0008500	XP_029031998.1	XP_015432371.1
OG0008502	XP_029035888.1	XP_015430637.1
OG0008504	XP_029044815.1	XP_015436041.1
OG0008506	XP_029041785.1	XP_015434045.1
OG0008507	XP_029050757.1	XP_015433785.1
OG0008508	XP_029053653.1	XP_015429193.1
OG0008511	XP_029037112.1	XP_015433660.1
OG0008512	XP_029037100.1	XP_015429771.1
OG0008513	XP_029045010.1	XP_015437684.1
OG0008514	XP_029050364.1	XP_015438031.1
OG0008515	XP_029038214.1	XP_015429525.1
OG0008516	XP_029038177.1	XP_015429527.1
OG0008517	XP_029049210.1	XP_015438142.1
OG0008518	XP_029056602.1	XP_015429143.1
OG0008519	XP_029044593.1	XP_015429622.1
OG0008520	XP_029047948.1	XP_015431051.1
OG0008521	XP_029038521.1	XP_015439511.1
OG0008522	XP_029038838.1	XP_015434665.1
OG0008523	XP_029041677.1	XP_015434605.1
OG0008524	XP_029050407.1	XP_015438828.1
OG0008527	XP_029037769.1	XP_015429149.1
OG0008528	XP_029056626.1	XP_015433031.1
OG0008531	XP_029036335.1	XP_015440270.1
OG0008532	XP_029036449.1	XP_015439671.1
OG0008534	XP_029034297.1	XP_015434955.1
OG0008536	XP_029048876.1	XP_015437363.1
OG0008537	XP_029048118.1	XP_015438179.1
OG0008538	XP_029048128.1	XP_015438969.1
OG0008539	XP_029044680.1	XP_015430072.1
OG0008540	XP_029050867.1	XP_015430148.1
OG0008541	XP_029051027.1	XP_015437696.1
OG0008543	XP_029051026.1	XP_015430389.1
OG0008544	XP_029032151.1	XP_015430137.1
OG0008545	XP_029050981.1	XP_015430369.1
OG0008546	XP_029052998.1	XP_015430377.1
OG0008547	XP_029039325.1	XP_015431661.1
OG0008548	XP_029053407.1	XP_015437774.1
OG0008550	XP_029038596.1	XP_015440065.1
OG0008552	XP_029032609.1	XP_015430004.1
OG0008554	XP_029040081.1	XP_015430994.1
OG0008555	XP_029040095.1	XP_015430997.1
OG0008556	XP_029040883.1	XP_015432511.1
OG0008557	XP_029036071.1	XP_015428506.1
OG0008558	XP_029044183.1	XP_015430511.1
OG0008559	XP_029052347.1	XP_015430545.1
OG0008560	XP_029052947.1	XP_015437492.1
OG0008561	XP_029050107.1	XP_015435865.1
OG0008562	XP_029046985.1	XP_015433582.1
OG0008563	XP_029034741.1	XP_015437135.1
OG0008566	XP_029053832.1	XP_015433621.1
OG0008569	XP_029035562.1	XP_015439205.1
OG0008570	XP_029035633.1	XP_015430722.1
OG0008572	XP_029045908.1	XP_015439357.1
OG0008573	XP_029044470.1	XP_015439363.1
OG0008575	XP_029039567.1	XP_015430184.1
OG0008576	XP_029051667.1	XP_015431235.1
OG0008577	XP_029044054.1	XP_015433653.1
OG0008578	XP_029050016.1	XP_015433131.1
OG0008579	XP_029056385.1	XP_015433160.1
OG0008580	XP_029056459.1	XP_015433184.1
OG0008581	XP_029056471.1	XP_015433185.1
OG0008582	XP_029049344.1	XP_015435640.1
OG0008584	XP_029049309.1	XP_015428420.1
OG0008585	XP_029038698.1	XP_015439473.1
OG0008588	XP_029040479.1	XP_015438604.1
OG0008589	XP_029043038.1	XP_015434702.1
OG0008590	XP_029047249.1	XP_015434457.1
OG0008591	XP_029049401.1	XP_015440295.1
OG0008592	XP_029049418.1	XP_015440303.1
OG0008593	XP_029049385.1	XP_015440305.1
OG0008594	XP_029039276.1	XP_015439491.1
OG0008595	XP_029039293.1	XP_015438311.1
OG0008596	XP_029035253.1	XP_015438080.1
OG0008598	XP_029039412.1	XP_015436457.1
OG0008599	XP_029043444.1	XP_015434152.1
OG0008600	XP_029043471.1	XP_015434036.1
OG0008601	XP_029050117.1	XP_015431597.1
OG0008602	XP_029041968.1	XP_015433761.1
OG0008603	XP_029043267.1	XP_015434593.1
OG0008605	XP_029040832.1	XP_015430198.1
OG0008606	XP_029040849.1	XP_015430169.1
OG0008607	XP_029052499.1	XP_015439425.1
OG0008608	XP_029056393.1	XP_015440291.1
OG0008609	XP_029056398.1	XP_015439313.1
OG0008611	XP_029056352.1	XP_015436199.1
OG0008612	XP_029055884.1	XP_015429073.1
OG0008613	XP_029051201.1	XP_015429201.1
OG0008617	XP_029039979.1	XP_015428855.1
OG0008618	XP_029044302.1	XP_015433490.1
OG0008619	XP_029047076.1	XP_015430952.1
OG0008620	XP_029031853.1	XP_015429169.1
OG0008621	XP_029032133.1	XP_015429153.1
OG0008622	XP_029032142.1	XP_015429008.1
OG0008624	XP_029046456.1	XP_015439710.1
OG0008625	XP_029048635.1	XP_015432000.1
OG0008626	XP_029040206.1	XP_015432010.1
OG0008627	XP_029052141.1	XP_015428901.1
OG0008628	XP_029045564.1	XP_015428882.1
OG0008629	XP_029045570.1	XP_015439564.1
OG0008630	XP_029041850.1	XP_015434095.1
OG0008631	XP_029041781.1	XP_015434047.1
OG0008632	XP_029056655.1	XP_015432395.1
OG0008633	XP_029031996.1	XP_015431783.1
OG0008634	XP_029032054.1	XP_015432097.1
OG0008636	XP_029034404.1	XP_015428974.1
OG0008638	XP_029049022.1	XP_015438439.1
OG0008639	XP_029048849.1	XP_015440529.1
OG0008640	XP_029051333.1	XP_015438813.1
OG0008641	XP_029044223.1	XP_015430475.1
OG0008643	XP_029046575.1	XP_015430646.1
OG0008646	XP_029041463.1	XP_015436295.1
OG0008647	XP_029041639.1	XP_015429101.1
OG0008648	XP_029032214.1	XP_015433728.1
OG0008649	XP_029032505.1	XP_015434518.1
OG0008650	XP_029032501.1	XP_015434415.1
OG0008651	XP_029040686.1	XP_015432567.1
OG0008652	XP_029041524.1	XP_015432440.1
OG0008653	XP_029036256.1	XP_015432784.1
OG0008654	XP_029054903.1	XP_015432418.1
OG0008655	XP_029043673.1	XP_015429018.1
OG0008656	XP_029043702.1	XP_015434963.1
OG0008657	XP_029039927.1	XP_015431406.1
OG0008659	XP_029035996.1	XP_015430785.1
OG0008660	XP_029038890.1	XP_015434587.1
OG0008661	XP_029042431.1	XP_015432663.1
OG0008663	XP_029043111.1	XP_015437000.1
OG0008664	XP_029032528.1	XP_015438281.1
OG0008666	XP_029049707.1	XP_015437764.1
OG0008667	XP_029042556.1	XP_015432881.1
OG0008668	XP_029040140.1	XP_015430938.1
OG0008669	XP_029048016.1	XP_015438429.1
OG0008670	XP_029048019.1, XP_029048020.1	XP_015438200.1
OG0008673	XP_029050907.1	XP_015435397.1
OG0008676	XP_029052593.1	XP_015432812.1
OG0008677	XP_029034010.1	XP_015436851.1
OG0008678	XP_029055811.1	XP_015430793.1
OG0008679	XP_029051049.1	XP_015437906.1
OG0008681	XP_029042930.1	XP_015437888.1
OG0008683	XP_029054538.1	XP_015432429.1
OG0008684	XP_029043672.1	XP_015429043.1
OG0008687	XP_029032874.1	XP_015435806.1
OG0008689	XP_029033039.1	XP_015436929.1
OG0008690	XP_029035794.1	XP_015430622.1
OG0008691	XP_029035963.1	XP_015430667.1
OG0008693	XP_029035207.1	XP_015431674.1
OG0008694	XP_029032659.1	XP_015431746.1
OG0008698	XP_029055533.1	XP_015429801.1
OG0008700	XP_029042187.1	XP_015433561.1
OG0008702	XP_029040492.1	XP_015432047.1
OG0008703	XP_029049064.1	XP_015438734.1
OG0008704	XP_029043686.1	XP_015435711.1
OG0008705	XP_029039986.1	XP_015434522.1
OG0008706	XP_029051587.1	XP_015434003.1
OG0008707	XP_029053177.1	XP_015435094.1
OG0008708	XP_029044293.1	XP_015433533.1
OG0008710	XP_029044694.1	XP_015434942.1
OG0008712	XP_029036214.1	XP_015439490.1
OG0008714	XP_029045711.1	XP_015428957.1
OG0008716	XP_029050528.1	XP_015428945.1
OG0008718	XP_029046586.1	XP_015437339.1
OG0008719	XP_029047437.1	XP_015437852.1
OG0008720	XP_029048569.1	XP_015435204.1
OG0008721	XP_029038374.1	XP_015436692.1
OG0008722	XP_029040228.1	XP_015432090.1
OG0008723	XP_029049434.1	XP_015432214.1
OG0008724	XP_029052580.1	XP_015439361.1
OG0008725	XP_029045001.1	XP_015432321.1
OG0008726	XP_029051281.1	XP_015433605.1
OG0008727	XP_029044495.1	XP_015428600.1
OG0008728	XP_029036134.1	XP_015432387.1
OG0008729	XP_029053967.1	XP_015429613.1
OG0008730	XP_029037011.1	XP_015434873.1
OG0008731	XP_029052505.1	XP_015439322.1
OG0008732	XP_029049322.1	XP_015435586.1
OG0008733	XP_029049345.1	XP_015435585.1
OG0008735	XP_029039455.1, XP_029039450.1	XP_015434800.1
OG0008736	XP_029051023.1	XP_015430384.1
OG0008737	XP_029032346.1	XP_015437660.1
OG0008738	XP_029044169.1	XP_015431828.1
OG0008739	XP_029053554.1	XP_015438525.1
OG0008741	XP_029038787.1	XP_015436346.1
OG0008742	XP_029054698.1	XP_015431717.1
OG0008743	XP_029040613.1	XP_015436022.1
OG0008745	XP_029040580.1	XP_015437842.1
OG0008746	XP_029031969.1	XP_015428993.1
OG0008747	XP_029032055.1	XP_015432382.1
OG0008748	XP_029054977.1	XP_015434020.1
OG0008749	XP_029048466.1	XP_015431873.1
OG0008750	XP_029040404.1	XP_015429389.1
OG0008751	XP_029054407.1	XP_015432884.1
OG0008752	XP_029034383.1	XP_015428973.1
OG0008753	XP_029054372.1	XP_015431875.1
OG0008755	XP_029043699.1	XP_015435010.1
OG0008756	XP_029052049.1	XP_015436020.1
OG0008757	XP_029032078.1	XP_015429085.1
OG0008758	XP_029032121.1	XP_015429048.1
OG0008759	XP_029039983.1	XP_015438336.1
OG0008760	XP_029044044.1	XP_015433627.1
OG0008761	XP_029032937.1	XP_015435782.1
OG0008762	XP_029033726.1	XP_015434232.1
OG0008763	XP_029045461.1	XP_015434401.1
OG0008764	XP_029032765.1	XP_015430619.1
OG0008766	XP_029032744.1	XP_015431756.1
OG0008767	XP_029036027.1	XP_015436954.1
OG0008768	XP_029039299.1	XP_015439043.1
OG0008769	XP_029035536.1	XP_015431598.1
OG0008770	XP_029033551.1	XP_015436907.1
OG0008771	XP_029033566.1	XP_015436958.1
OG0008772	XP_029032365.1	XP_015440412.1
OG0008773	XP_029042091.1	XP_015439668.1
OG0008777	XP_029041327.1	XP_015439733.1
OG0008781	XP_029048183.1	XP_015439680.1
OG0008786	XP_029048022.1	XP_015437975.1
OG0008787	XP_029040124.1	XP_015431197.1
OG0008788	XP_029048049.1	XP_015432060.1
OG0008789	XP_029037296.1	XP_015440350.1
OG0008794	XP_029053412.1	XP_015437537.1
OG0008795	XP_029032306.1	XP_015436377.1
OG0008796	XP_029044662.1	XP_015438901.1
OG0008798	XP_029041303.1	XP_015429223.1
OG0008799	XP_029038340.1	XP_015436655.1
OG0008801	XP_029052311.1	XP_015433508.1
OG0008803	XP_029051547.1	XP_015430404.1
OG0008804	XP_029033385.1	XP_015429398.1
OG0008805	XP_029050814.1	XP_015433571.1
OG0008806	XP_029046839.1	XP_015433401.1
OG0008807	XP_029041389.1	XP_015436067.1
OG0008809	XP_029050560.1	XP_015438387.1
OG0008810	XP_029040453.1	XP_015431279.1
OG0008811	XP_029033933.1	XP_015432925.1
OG0008812	XP_029048264.1	XP_015433415.1
OG0008813	XP_029039953.1	XP_015438343.1
OG0008815	XP_029045606.1	XP_015439598.1
OG0008817	XP_029046522.1	XP_015437016.1
OG0008820	XP_029048534.1	XP_015429987.1
OG0008822	XP_029032629.1	XP_015436695.1
OG0008823	XP_029038529.1	XP_015437431.1
OG0008825	XP_029043963.1	XP_015430001.1
OG0008827	XP_029042448.1	XP_015437717.1
OG0008828	XP_029048888.1	XP_015435547.1
OG0008829	XP_029032648.1	XP_015436680.1
OG0008830	XP_029045247.1	XP_015432691.1
OG0008832	XP_029056153.1	XP_015438628.1
OG0008833	XP_029034649.1	XP_015432094.1
OG0008834	XP_029055988.1	XP_015432234.1
OG0008837	XP_029044967.1	XP_015432318.1
OG0008839	XP_029042577.1	XP_015432794.1
OG0008840	XP_029053352.1	XP_015436738.1
OG0008843	XP_029037817.1	XP_015430684.1
OG0008845	XP_029032455.1	XP_015438012.1
OG0008846	XP_029039456.1	XP_015434827.1
OG0008847	XP_029034854.1	XP_015439318.1
OG0008849	XP_029045969.1	XP_015439452.1
OG0008850	XP_029039566.1	XP_015430178.1
OG0008852	XP_029049862.1	XP_015430245.1
OG0008854	XP_029050982.1	XP_015430252.1
OG0008855	XP_029035245.1	XP_015429817.1
OG0008857	XP_029050735.1	XP_015432725.1
OG0008858	XP_029032457.1	XP_015436343.1
OG0008859	XP_029031989.1	XP_015433998.1
OG0008860	XP_029041579.1	XP_015428976.1
OG0008862	XP_029046594.1	XP_015437771.1
OG0008863	XP_029039493.1	XP_015437988.1
OG0008864	XP_029049193.1	XP_015428423.1
OG0008865	XP_029043066.1	XP_015433980.1
OG0008866	XP_029056660.1	XP_015431685.1
OG0008867	XP_029037763.1	XP_015429139.1
OG0008868	XP_029032948.1	XP_015431588.1
OG0008869	XP_029033721.1	XP_015432618.1
OG0008870	XP_029039364.1	XP_015439534.1
OG0008871	XP_029051683.1	XP_015431154.1
OG0008872	XP_029032561.1	XP_015436941.1
OG0008873	XP_029032688.1	XP_015439063.1
OG0008874	XP_029049337.1	XP_015435634.1
OG0008875	XP_029046003.1	XP_015434878.1
OG0008876	XP_029038693.1, XP_029038694.1	XP_015438773.1
OG0008877	XP_029035642.1	XP_015430615.1
OG0008878	XP_029039549.1	XP_015437983.1
OG0008879	XP_029043475.1	XP_015439081.1
OG0008880	XP_029036114.1	XP_015432373.1
OG0008881	XP_029036068.1	XP_015432410.1
OG0008882	XP_029046015.1	XP_015433469.1
OG0008883	XP_029040568.1	XP_015431397.1
OG0008884	XP_029032160.1	XP_015435300.1
OG0008885	XP_029039395.1	XP_015436475.1
OG0008886	XP_029040831.1	XP_015430186.1
OG0008888	XP_029043617.1	XP_015435011.1
OG0008889	XP_029056528.1	XP_015439614.1
