Orthogroup	Habropoda_laboriosa	Drosophila_melanogaster
OG0006349	XP_017791294.1	NP_001259426.1
OG0006350	XP_017795265.1	NP_651099.1
OG0006351	XP_017794485.1	NP_651220.3
OG0006352	XP_017796850.1	NP_648347.2
OG0006353	XP_017795136.1	NP_001097319.1
OG0006355	XP_017787458.1	NP_001262542.1
OG0006356	XP_017790233.1	NP_651922.1
OG0006357	XP_017790585.1	NP_001259191.1
OG0006358	XP_017792071.1	NP_523374.2
OG0006359	XP_017794015.1	NP_001287135.1, NP_572757.2
OG0006360	XP_017789907.1	NP_611881.1
OG0006361	XP_017798689.1	NP_609441.1
OG0006362	XP_017795828.1	NP_610055.1
OG0006363	XP_017791482.1	NP_648043.1, NP_648045.2
OG0006364	XP_017795612.1	NP_001246952.1
OG0006365	XP_017796609.1	NP_001247027.1
OG0006366	XP_017790911.1	NP_001163243.1
OG0006367	XP_017792712.1	NP_608426.1
OG0006368	XP_017798507.1	NP_647932.1
OG0006369	XP_017788485.1	NP_001036574.1
OG0006370	XP_017788015.1	NP_611051.2
OG0006371	XP_017797212.1	NP_001260450.1
OG0006372	XP_017789556.1	NP_001246894.1
OG0006373	XP_017788810.1	NP_001260269.1
OG0006374	XP_017792628.1	NP_648111.1
OG0006375	XP_017797302.1	NP_610929.2
OG0006377	XP_017788245.1	NP_001261387.1
OG0006378	XP_017791420.1	NP_524124.1
OG0006379	XP_017791403.1	NP_001097077.1
OG0006380	XP_017788719.1	NP_733372.1
OG0006381	XP_017787396.1	NP_001303418.1, NP_001137750.1
OG0006382	XP_017791703.1	NP_001261668.1
OG0006383	XP_017792398.1	NP_723346.2
OG0006384	XP_017793089.1	NP_572861.1
OG0006385	XP_017790919.1	NP_523814.1
OG0006386	XP_017795973.1	NP_611601.2
OG0006388	XP_017788076.1	NP_611095.1
OG0006389	XP_017789967.1	NP_536736.2
OG0006390	XP_017791441.1	NP_001285318.1
OG0006391	XP_017789432.1	NP_996333.4
OG0006392	XP_017792063.1	NP_001260321.1
OG0006393	XP_017792687.1	NP_648421.1
OG0006394	XP_017797541.1	NP_611637.1
OG0006395	XP_017798832.1	NP_650562.1
OG0006396	XP_017789721.1	NP_001014557.3
OG0006397	XP_017791329.1	NP_001261867.1
OG0006398	XP_017794425.1	NP_648445.1
OG0006399	XP_017791691.1	NP_572350.2
OG0006400	XP_017798857.1	NP_001097320.1
OG0006401	XP_017790185.1	NP_001163598.1
OG0006402	XP_017799535.1	NP_650781.2
OG0006403	XP_017791483.1	NP_001097237.1
OG0006404	XP_017793252.1	NP_001303320.1
OG0006405	XP_017788825.1	NP_612047.1
OG0006406	XP_017796511.1	NP_652499.2
OG0006407	XP_017794109.1	NP_001014591.1, NP_649111.1
OG0006408	XP_017798934.1	NP_001260842.1
OG0006409	XP_017791982.1	NP_001262665.1
OG0006410	XP_017788495.1	NP_001260372.1
OG0006411	XP_017792138.1	NP_001286801.1
OG0006412	XP_017791243.1	NP_001259406.1
OG0006413	XP_017799512.1	NP_608646.3
OG0006414	XP_017795395.1	NP_001286371.1
OG0006415	XP_017788612.1	NP_649200.2
OG0006416	XP_017799385.1	NP_609105.1
OG0006417	XP_017790148.1	NP_650573.1
OG0006418	XP_017798811.1	NP_001137711.1
OG0006419	XP_017798903.1	NP_650701.1
OG0006420	XP_017789115.1	NP_001303455.1
OG0006421	XP_017788305.1	NP_609552.1
OG0006422	XP_017796818.1	NP_611963.5
OG0006423	XP_017799394.1	NP_001286661.1
OG0006425	XP_017789889.1	NP_511118.2
OG0006426	XP_017788682.1	NP_523783.1
OG0006427	XP_017794914.1	NP_523662.1
OG0006428	XP_017791385.1	NP_001245616.1
OG0006429	XP_017791993.1	NP_524521.1
OG0006430	XP_017794944.1	NP_001262867.1
OG0006431	XP_017795250.1	NP_572872.1
OG0006432	XP_017787701.1	NP_476821.1
OG0006433	XP_017790824.1	NP_651194.1
OG0006434	XP_017794712.1	NP_996032.1
OG0006435	XP_017789936.1	NP_523932.2
OG0006437	XP_017787658.1	NP_612075.1
OG0006439	XP_017798368.1	NP_650742.2
OG0006440	XP_017796082.1	NP_732771.2
OG0006441	XP_017799158.1	NP_001163682.1
OG0006442	XP_017797506.1	NP_523829.2
OG0006443	XP_017797194.1	NP_650656.1
OG0006444	XP_017792367.1	NP_572656.1
OG0006445	XP_017788091.1	NP_524106.3
OG0006446	XP_017794561.1	NP_731221.2
OG0006447	XP_017794838.1	NP_524654.2
OG0006448	XP_017789079.1	NP_001284744.1
OG0006449	XP_017793675.1	NP_001263041.1
OG0006450	XP_017795306.1	NP_722679.1
OG0006451	XP_017791770.1	NP_001303431.1
OG0006452	XP_017790765.1	NP_608868.1
OG0006453	XP_017797979.1	NP_001036635.1
OG0006454	XP_017789627.1	NP_609947.1
OG0006455	XP_017798859.1	NP_001261249.1
OG0006456	XP_017796470.1	NP_001286247.1
OG0006457	XP_017787485.1	NP_652608.1
OG0006458	XP_017787499.1	NP_572712.1
OG0006459	XP_017791521.1	NP_001368976.1
OG0006460	XP_017794785.1	NP_476661.1
OG0006463	XP_017791736.1	NP_648712.1
OG0006464	XP_017790699.1	NP_731085.2
OG0006465	XP_017794985.1	NP_001189248.1
OG0006466	XP_017791399.1	NP_523430.1
OG0006467	XP_017793901.1	NP_727512.3
OG0006469	XP_017794354.1	NP_788381.1
OG0006470	XP_017799178.1	NP_001015505.5
OG0006471	XP_017789441.1	NP_724130.4
OG0006472	XP_017789591.1	NP_524177.1
OG0006473	XP_017796372.1	NP_610765.1
OG0006474	XP_017789788.1	NP_651669.1
OG0006475	XP_017799276.1	NP_001260616.1
OG0006476	XP_017796158.1	NP_610666.1
OG0006477	XP_017795583.1	NP_001260457.1, NP_573049.2
OG0006478	XP_017791123.1	NP_610897.1, NP_001163564.1
OG0006480	XP_017790668.1	NP_611573.1
OG0006482	XP_017790156.1	NP_610192.1
OG0006483	XP_017794172.1	NP_001286994.1
OG0006484	XP_017796430.1	NP_001162825.1
OG0006485	XP_017799062.1	NP_001246454.1
OG0006486	XP_017789505.1	NP_001259592.1
OG0006487	XP_017792524.1	NP_609081.1
OG0006488	XP_017799284.1	NP_524433.1
OG0006489	XP_017794873.1	NP_650854.1
OG0006490	XP_017799124.1	NP_001260049.1
OG0006491	XP_017796867.1	NP_001262064.1
OG0006492	XP_017789382.1	NP_477132.1
OG0006493	XP_017789747.1	NP_001287323.1
OG0006494	XP_017792572.1	NP_523415.1
OG0006495	XP_017789394.1	NP_652039.2
OG0006496	XP_017787429.1	NP_648451.1
OG0006497	XP_017794997.1	NP_001286123.1
OG0006498	XP_017797069.1	NP_609547.2
OG0006499	XP_017797858.1	NP_001260984.1
OG0006500	XP_017789438.1	NP_995745.1
OG0006501	XP_017788309.1	NP_001260732.1
OG0006502	XP_017792597.1	NP_001262121.1
OG0006503	XP_017788959.1	NP_001259149.1
OG0006504	XP_017796030.1	NP_001033801.3
OG0006505	XP_017794858.1	NP_724254.1
OG0006506	XP_017787777.1	NP_001286906.1
OG0006507	XP_017798950.1	NP_001261432.1
OG0006508	XP_017789783.1	NP_001261229.1
OG0006509	XP_017799589.1	NP_651753.2
OG0006510	XP_017792278.1	NP_001246855.1
OG0006512	XP_017798426.1	NP_001287497.1
OG0006513	XP_017798428.1	NP_001189278.1
OG0006514	XP_017797445.1	NP_001261924.1
OG0006515	XP_017799467.1	NP_728163.2
OG0006516	XP_017798078.1	NP_611466.2
OG0006517	XP_017794820.1	NP_650708.1
OG0006518	XP_017789488.1	NP_001097501.1
OG0006519	XP_017788112.1	NP_001284996.1
OG0006520	XP_017793436.1	NP_569844.2
OG0006521	XP_017790375.1	NP_609503.2
OG0006522	XP_017795658.1	NP_650208.1
OG0006523	XP_017794522.1	NP_001261780.1
OG0006524	XP_017797360.1	NP_610456.4
OG0006525	XP_017796499.1	NP_651048.1
OG0006526	XP_017789470.1	NP_001260222.1
OG0006527	XP_017787950.1	NP_001096877.1
OG0006528	XP_017795061.1, XP_017796354.1	NP_001097814.1
OG0006529	XP_017792566.1	NP_001027175.1
OG0006530	XP_017787796.1	NP_573183.2
OG0006532	XP_017791051.1	NP_001286828.1
OG0006533	XP_017791942.1	NP_652341.1
OG0006534	XP_017791728.1	NP_649565.1
OG0006535	XP_017796050.1	NP_001246384.1
OG0006536	XP_017796100.1	NP_573330.3
OG0006537	XP_017797999.1	NP_001097361.1
OG0006538	XP_017792309.1	NP_001260672.1
OG0006539	XP_017787408.1	NP_648879.1
OG0006540	XP_017794433.1	NP_001245851.1
OG0006541	XP_017788354.1	NP_524382.1
OG0006542	XP_017787677.1	NP_001260462.1, NP_610500.2
OG0006543	XP_017790007.1	NP_651400.1
OG0006544	XP_017797860.1	NP_001245588.1
OG0006545	XP_017794058.1	NP_001285789.1
OG0006546	XP_017797202.1	NP_524871.1
OG0006547	XP_017797174.1	NP_652007.1
OG0006548	XP_017788576.1	NP_511119.2
OG0006549	XP_017796087.1	NP_732721.1
OG0006551	XP_017789209.1	NP_001163782.1
OG0006552	XP_017798556.1	NP_609401.2
OG0006553	XP_017799407.1	NP_001097723.1
OG0006554	XP_017793091.1	NP_648102.2
OG0006556	XP_017791129.1	NP_001246837.1
OG0006558	XP_017791676.1	NP_648782.2
OG0006559	XP_017795260.1	NP_001260606.1
OG0006560	XP_017791715.1	NP_611246.1
OG0006561	XP_017798131.1	NP_523966.2
OG0006562	XP_017791959.1	NP_001189228.1
OG0006563	XP_017797429.1	NP_651886.1
OG0006565	XP_017793712.1	NP_001262415.1
OG0006566	XP_017793819.1	NP_001368934.1
OG0006568	XP_017787955.1	NP_573334.1
OG0006570	XP_017793613.1	NP_610467.1
OG0006571	XP_017795637.1	NP_611965.2
OG0006573	XP_017792074.1	NP_524202.1
OG0006574	XP_017792599.1	NP_001260559.1
OG0006575	XP_017788222.1	NP_647645.1, NP_728477.1
OG0006576	XP_017790943.1	NP_572311.1
OG0006577	XP_017796523.1	NP_725221.1
OG0006579	XP_017790285.1	NP_610995.1
OG0006580	XP_017789749.1	NP_648182.1
OG0006581	XP_017791874.1	NP_001284841.1
OG0006582	XP_017790413.1	NP_651320.1
OG0006583	XP_017788049.1	NP_001259968.1
OG0006584	XP_017790872.1, XP_017790873.1	NP_611708.2
OG0006586	XP_017790159.1	NP_573166.1
OG0006587	XP_017796056.1	NP_649025.1
OG0006588	XP_017791751.1	NP_524861.2
OG0006589	XP_017798281.1	NP_648662.1
OG0006590	XP_017790916.1	NP_001260230.1
OG0006591	XP_017794078.1	NP_651326.1
OG0006592	XP_017798210.1	NP_001260421.1
OG0006593	XP_017793320.1	NP_001261850.1
OG0006594	XP_017795404.1	NP_788400.1
OG0006595	XP_017791474.1	NP_524046.2, NP_524045.2
OG0006597	XP_017794665.1	NP_722974.1
OG0006598	XP_017797477.1	NP_001284859.1
OG0006599	XP_017787377.1	NP_573025.2
OG0006600	XP_017787582.1	NP_001027571.3
OG0006601	XP_017795443.1	NP_001245448.1
OG0006602	XP_017794850.1	NP_726062.2
OG0006603	XP_017791375.1	NP_001285466.1
OG0006604	XP_017791064.1	NP_728614.1
OG0006605	XP_017799575.1	NP_728903.1, NP_647831.1
OG0006606	XP_017798702.1	NP_477004.5
OG0006607	XP_017792685.1	NP_477023.1
OG0006608	XP_017795561.1	NP_001259183.2
OG0006609	XP_017793612.1	NP_001247045.1
OG0006610	XP_017798600.1	NP_001137709.1
OG0006611	XP_017790680.1	NP_650795.2
OG0006612	XP_017787444.1	NP_610042.1
OG0006614	XP_017789653.1	NP_001263024.1
OG0006615	XP_017798123.1	NP_608822.1
OG0006616	XP_017788839.1	NP_001261396.1
OG0006617	XP_017789437.1	NP_610963.1
OG0006618	XP_017789046.1	NP_001261779.1
OG0006619	XP_017794382.1	NP_651353.1
OG0006620	XP_017792403.1, XP_017792401.1	NP_001260170.1
OG0006621	XP_017798451.1	NP_733258.4
OG0006623	XP_017797330.1	NP_650894.1
OG0006624	XP_017799175.1	NP_725875.3
OG0006625	XP_017792746.1	NP_001303445.1
OG0006626	XP_017799409.1	NP_001259401.1
OG0006627	XP_017793548.1	NP_001262497.1
OG0006628	XP_017792704.1	NP_001027085.1
OG0006629	XP_017798224.1	NP_612086.1
OG0006630	XP_017791989.1	NP_995605.1
OG0006631	XP_017791980.1	NP_723849.1
OG0006632	XP_017790685.1	NP_611544.1
OG0006633	XP_017795740.1	NP_648447.2
OG0006634	XP_017794947.1	NP_647753.1
OG0006635	XP_017798636.1	NP_723746.1
OG0006638	XP_017798528.1	NP_001259129.1
OG0006639	XP_017794315.1	NP_001303569.1
OG0006640	XP_017798075.1	NP_647681.2
OG0006641	XP_017793174.1	NP_523860.2
OG0006642	XP_017791636.1	NP_001246701.1
OG0006643	XP_017794763.1	NP_524593.1
OG0006644	XP_017796188.1	NP_001246636.1
OG0006645	XP_017791600.1	NP_001036712.1
OG0006646	XP_017797228.1	NP_648976.2
OG0006647	XP_017796070.1	NP_001262661.1
OG0006648	XP_017788844.1	NP_524830.2
OG0006649	XP_017798414.1	NP_001097795.1
OG0006650	XP_017796286.1	NP_651043.2
OG0006651	XP_017798616.1	NP_001246417.1
OG0006652	XP_017788304.1	NP_511114.2
OG0006653	XP_017788306.1	NP_001260807.1
OG0006654	XP_017799246.1	NP_732637.1
OG0006655	XP_017797161.1	NP_733334.1
OG0006656	XP_017791285.1	NP_476751.1
OG0006657	XP_017789339.1	NP_001261752.1
OG0006658	XP_017792296.1	NP_610341.2
OG0006659	XP_017796461.1	NP_523651.4
OG0006661	XP_017795497.1	NP_652072.1
OG0006662	XP_017796107.1	NP_001036369.3
OG0006663	XP_017787973.1	NP_524322.1
OG0006664	XP_017789904.1	NP_001284962.1
OG0006665	XP_017798568.1	NP_573020.2
OG0006666	XP_017798717.1	NP_001261244.1
OG0006667	XP_017797870.1	NP_001260066.1
OG0006668	XP_017789103.1	NP_572884.1
OG0006669	XP_017788515.1	NP_001261806.1
OG0006670	XP_017799400.1	NP_001261884.1
OG0006671	XP_017799103.1	NP_511168.3
OG0006672	XP_017797928.1	NP_644677.1, NP_572976.1
OG0006673	XP_017793396.1	NP_610851.2
OG0006674	XP_017796568.1	NP_001097906.1
OG0006675	XP_017794717.1	NP_733018.1
OG0006676	XP_017788952.1	NP_650650.1
OG0006677	XP_017789746.1	NP_001246788.1
OG0006678	XP_017793801.1	NP_610656.1, NP_001097232.2, NP_610408.2, NP_611156.3, NP_610405.3
OG0006679	XP_017795313.1	NP_001286616.1
OG0006680	XP_017791995.1	NP_524157.2
OG0006681	XP_017791708.1	NP_001287422.2
OG0006682	XP_017789641.1	NP_001263002.1
OG0006683	XP_017794114.1	NP_001259114.1
OG0006684	XP_017793505.1	NP_610264.1
OG0006685	XP_017795897.1	NP_650146.1
OG0006686	XP_017795900.1	NP_001286984.1
OG0006687	XP_017788794.1	NP_001261219.1
OG0006688	XP_017796127.1	NP_608608.2
OG0006689	XP_017795744.1	NP_001261251.1
OG0006691	XP_017789725.1	NP_610602.2, NP_611525.1, NP_611519.2
OG0006692	XP_017796964.1	NP_726368.2
OG0006693	XP_017792817.1	NP_001246066.1
OG0006695	XP_017797353.1	NP_001262588.1
OG0006696	XP_017792803.1	NP_001262544.1, NP_611915.1
OG0006697	XP_017788184.1	NP_001027093.1
OG0006698	XP_017797671.1	NP_001261300.1
OG0006699	XP_017798296.1	NP_648574.1
OG0006700	XP_017795859.1	NP_609380.1
OG0006701	XP_017798248.1	NP_610031.1
OG0006702	XP_017795016.1	NP_650138.1, NP_650140.1, NP_650139.3
OG0006703	XP_017794269.1	NP_650646.1
OG0006704	XP_017799225.1	NP_788522.1
OG0006706	XP_017789879.1	NP_001286635.1
OG0006707	XP_017795715.1	NP_609052.1
OG0006708	XP_017790405.1	NP_572755.1
OG0006709	XP_017798774.1, XP_017798773.1	NP_001285859.1
OG0006710	XP_017789457.1	NP_572332.1
OG0006711	XP_017790770.1	NP_732533.1
OG0006713	XP_017796484.1	NP_651682.1
OG0006714	XP_017791862.1	NP_647783.3
OG0006715	XP_017797318.1	NP_001137703.1
OG0006716	XP_017791978.1	NP_001262649.1
OG0006717	XP_017793517.1	NP_647898.3
OG0006718	XP_017791499.1	NP_612024.4
OG0006719	XP_017795720.1	NP_725178.2
OG0006720	XP_017799150.1	NP_724619.2
OG0006721	XP_017791338.1	NP_001261159.1
OG0006722	XP_017788115.1	NP_001284773.1
OG0006723	XP_017799097.1	NP_001246283.1
OG0006724	XP_017787489.1	NP_573137.1
OG0006725	XP_017791134.1	NP_001260554.1
OG0006726	XP_017788819.1	NP_609327.3
OG0006728	XP_017790418.1	NP_001096908.1
OG0006729	XP_017791414.1	NP_611531.2
OG0006731	XP_017789233.1	NP_609190.2
OG0006732	XP_017788924.1	NP_610434.1
OG0006733	XP_017799374.1	NP_609564.1
OG0006734	XP_017792833.1	NP_608979.2
OG0006735	XP_017788083.1	NP_001284725.1
OG0006736	XP_017799208.1	NP_001260188.1
OG0006737	XP_017788042.1	NP_609193.1
OG0006738	XP_017788916.1	NP_788038.1
OG0006739	XP_017795941.1	NP_001286748.1
OG0006740	XP_017795322.1	NP_611642.2
OG0006741	XP_017794808.1	NP_001036740.2
OG0006742	XP_017793022.1	NP_649180.1, NP_649181.1, NP_648465.2, NP_648466.1
OG0006743	XP_017787849.1	NP_651085.2
OG0006744	XP_017792760.1, XP_017797931.1	NP_001261340.1
OG0006745	XP_017796617.1	NP_649211.1
OG0006746	XP_017796527.1	NP_001261799.1
OG0006747	XP_017792929.1, XP_017792930.1	NP_648204.1
OG0006748	XP_017799414.1	NP_001097901.2, NP_001189279.1, NP_001097900.2
OG0006749	XP_017799219.1	NP_523705.2, NP_612571.1
OG0006750	XP_017794897.1	NP_524048.2
OG0006751	XP_017788953.1	NP_001260992.1
OG0006752	XP_017795031.1	NP_001097174.1
OG0006753	XP_017794619.1	NP_725497.1
OG0006754	XP_017794753.1	NP_651223.2
OG0006760	XP_017794032.1	NP_001262493.1
OG0006762	XP_017788513.1	NP_001247238.1, NP_731779.1, NP_524342.3
OG0006779	XP_017795698.1	NP_650351.2, NP_649786.1, NP_651433.1, NP_001097348.1, NP_650350.1, NP_573255.1, NP_650349.1, NP_649787.2
OG0006782	XP_017796068.1	NP_511146.2
OG0006786	XP_017799582.1, XP_017799487.1	NP_649750.1
OG0006792	XP_017795907.1	NP_611101.1
OG0006798	XP_017787544.1	NP_001246276.1
OG0006799	XP_017797501.1	NP_609142.1, NP_001036353.1
OG0006800	XP_017788118.1	NP_001188691.1
OG0006801	XP_017798169.1	NP_652014.1
OG0006802	XP_017799267.1	NP_649645.1
OG0006803	XP_017787858.1	NP_001014599.2
OG0006804	XP_017793994.1	NP_524328.1
OG0006805	XP_017788848.1	NP_511058.1
OG0006806	XP_017789913.1	NP_728489.2
OG0006807	XP_017797742.1	NP_523813.1
OG0006808	XP_017798150.1	NP_723327.1
OG0006809	XP_017794703.1	NP_649089.2
OG0006810	XP_017795587.1	NP_649202.1
OG0006811	XP_017793173.1	NP_001260339.1
OG0006812	XP_017793094.1	NP_524180.1
OG0006813	XP_017797766.1	NP_649243.1
OG0006814	XP_017788601.1	NP_650961.2
OG0006815	XP_017788722.1	NP_001036720.1
OG0006816	XP_017797551.1	NP_610024.1
OG0006817	XP_017787358.1	NP_001285512.1
OG0006818	XP_017787819.1	NP_523923.1
OG0006819	XP_017796427.1	NP_524284.1
OG0006820	XP_017791240.1	NP_001260563.1
OG0006821	XP_017795478.1	NP_648880.1
OG0006822	XP_017797067.1	NP_725343.1
OG0006823	XP_017797459.1	NP_001246059.1
OG0006824	XP_017795312.1	NP_001287182.1
OG0006825	XP_017798809.1	NP_001097372.1
OG0006826	XP_017798406.1	NP_788764.1
OG0006827	XP_017793017.1	NP_609086.1
OG0006828	XP_017787724.1	NP_649641.1
OG0006829	XP_017792025.1	NP_001287013.1
OG0006830	XP_017798082.1	NP_648351.1
OG0006831	XP_017798768.1, XP_017798767.1	NP_524104.2
OG0006832	XP_017794459.1	NP_523817.1
OG0006833	XP_017798523.1	NP_001260735.1
OG0006834	XP_017794768.1	NP_648500.1
OG0006835	XP_017799588.1, XP_017799590.1	NP_725106.1
OG0006836	XP_017796229.1	NP_609789.1
OG0006838	XP_017790890.1	NP_001285012.1
OG0006840	XP_017787793.1	NP_001287192.1
OG0006841	XP_017791225.1	NP_001163644.1
OG0006842	XP_017794210.1	NP_001285334.1
OG0006843	XP_017797637.1	NP_001286407.1
OG0006844	XP_017792095.1	NP_477419.1
OG0006845	XP_017798032.1	NP_647981.1
OG0006846	XP_017796361.1	NP_001027074.1
OG0006847	XP_017792353.1	NP_524115.1
OG0006848	XP_017793241.1	NP_572354.1
OG0006850	XP_017788342.1	NP_650067.1
OG0006851	XP_017798990.1	NP_001286784.1
OG0006852	XP_017798493.1	NP_651660.1
OG0006854	XP_017789636.1	NP_524586.1
OG0006855	XP_017790176.1	NP_608895.1
OG0006856	XP_017794564.1	NP_609949.1
OG0006857	XP_017798309.1	NP_788610.1
OG0006858	XP_017789561.1	NP_523785.2
OG0006859	XP_017788023.1	NP_651972.1
OG0006860	XP_017794729.1	NP_649184.1
OG0006861	XP_017798708.1	NP_611065.1
OG0006862	XP_017789419.1	NP_572390.1
OG0006863	XP_017797455.1	NP_001188867.1
OG0006864	XP_017790309.1	NP_611695.1
OG0006865	XP_017793150.1	NP_477080.1
OG0006867	XP_017796757.1	NP_651829.1
OG0006869	XP_017794599.1	NP_650470.1
OG0006870	XP_017794810.1	NP_651118.1
OG0006871	XP_017789705.1	NP_722456.1
OG0006872	XP_017795704.1	NP_001260069.1
OG0006874	XP_017793978.1	NP_001247368.1
OG0006875	XP_017793101.1	NP_648027.3
OG0006877	XP_017798031.1	NP_001285699.1
OG0006878	XP_017793488.1	NP_001285170.1
OG0006879	XP_017792947.1	NP_001246480.1
OG0006880	XP_017792913.1	NP_650954.1
OG0006881	XP_017797328.1	NP_001138075.1
OG0006882	XP_017792147.1	NP_609926.1
OG0006885	XP_017789283.1	NP_001260836.2
OG0006886	XP_017793966.1	NP_611840.1
OG0006887	XP_017787747.1	NP_610547.1
OG0006888	XP_017788022.1	NP_524910.1
OG0006889	XP_017797308.1	NP_001285658.1, NP_728367.3
OG0006890	XP_017792553.1	NP_609936.1
OG0006891	XP_017787956.1	NP_524032.2
OG0006892	XP_017794199.1	NP_523893.1
OG0006894	XP_017796212.1	NP_611686.2
OG0006895	XP_017787448.1	NP_536733.1
OG0006896	XP_017795473.1	NP_001259877.1
OG0006897	XP_017787676.1	NP_001262986.1
OG0006898	XP_017795256.1	NP_610737.1
OG0006899	XP_017798883.1	NP_651331.1
OG0006900	XP_017795477.1	NP_001259892.1
OG0006901	XP_017793633.1	NP_001285438.1
OG0006902	XP_017792847.1	NP_524940.1
OG0006903	XP_017795315.1	NP_572170.1
OG0006905	XP_017798973.1	NP_001189105.1
OG0006906	XP_017792192.1	NP_648409.1
OG0006907	XP_017790535.1	NP_001350856.1
OG0006908	XP_017796256.1	NP_651529.2
OG0006909	XP_017798697.1	NP_650865.1
OG0006910	XP_017797167.1	NP_001097963.1
OG0006911	XP_017788604.1	NP_610702.1
OG0006912	XP_017794363.1	NP_723735.2
OG0006913	XP_017789930.1	NP_001262769.1
OG0006914	XP_017788350.1	NP_610670.2
OG0006915	XP_017799068.1	NP_730192.2
OG0006916	XP_017797164.1	NP_609981.1
OG0006917	XP_017790277.1	NP_573099.1
OG0006918	XP_017796047.1	NP_476886.1
OG0006919	XP_017798338.1	NP_001033932.2
OG0006920	XP_017796336.1	NP_477145.1
OG0006921	XP_017792064.1	NP_573128.2
OG0006922	XP_017791860.1	NP_648439.1
OG0006923	XP_017789737.1	NP_001368991.1
OG0006924	XP_017799611.1	NP_611871.2
OG0006925	XP_017795272.1	NP_524450.2
OG0006927	XP_017795774.1	NP_524776.1
OG0006928	XP_017790201.1	NP_001368954.1
OG0006929	XP_017787449.1	NP_001262456.1
OG0006930	XP_017790874.1	NP_651857.2
OG0006931	XP_017793052.1	NP_001285095.1
OG0006932	XP_017796673.1	NP_609209.2
OG0006933	XP_017796376.1	NP_610169.1
OG0006934	XP_017787525.1	NP_651044.1
OG0006935	XP_017792039.1	NP_726243.1
OG0006936	XP_017798611.1	NP_001188848.1, NP_649978.2
OG0006937	XP_017795896.1	NP_001287400.1
OG0006938	XP_017798163.1	NP_001259806.1
OG0006940	XP_017796765.1	NP_525099.3
OG0006941	XP_017798516.1	NP_647798.1
OG0006943	XP_017791566.1	NP_649512.1
OG0006944	XP_017789519.1	NP_727785.1
OG0006945	XP_017795183.1	NP_542443.4
OG0006946	XP_017795736.1	NP_001287052.1
OG0006948	XP_017797785.1	NP_001286684.1
OG0006949	XP_017789251.1	NP_001260196.1
OG0006950	XP_017796645.1	NP_651079.2
OG0006951	XP_017792457.1	NP_001188706.1
OG0006952	XP_017790135.1	NP_524834.2
OG0006953	XP_017796292.1	NP_650554.3
OG0006954	XP_017799401.1	NP_001097646.1
OG0006955	XP_017791622.1	NP_996147.1
OG0006956	XP_017793806.1	NP_611693.1
OG0006957	XP_017799269.1	NP_726006.3
OG0006958	XP_017793469.1	NP_611961.1
OG0006959	XP_017794163.1	NP_652607.1
OG0006960	XP_017792362.1	NP_001036597.1
OG0006961	XP_017794765.1	NP_001284813.1
OG0006962	XP_017798154.1	NP_524212.2
OG0006964	XP_017792055.1	NP_001261957.1, NP_730182.1
OG0006965	XP_017793075.1	NP_001259286.1
OG0006966	XP_017795642.1	NP_001261722.1
OG0006967	XP_017798059.1	NP_651754.1
OG0006968	XP_017796605.1	NP_001036460.1
OG0006969	XP_017798018.1	NP_524894.1
OG0006970	XP_017794689.1	NP_733329.1
