Orthogroup	Habropoda_laboriosa	Vespa_mandarinia
OG0006799	XP_017797501.1	XP_035738418.1
OG0006800	XP_017788118.1	XP_035741364.1
OG0006801	XP_017798169.1	XP_035725743.1
OG0006802	XP_017799267.1	XP_035743771.1
OG0006803	XP_017787858.1	XP_035741191.1
OG0006804	XP_017793994.1	XP_035719498.1
OG0006805	XP_017788848.1	XP_035718110.1
OG0006806	XP_017789913.1	XP_035738874.1
OG0006807	XP_017797742.1	XP_035727067.1
OG0006808	XP_017798150.1	XP_035721926.1
OG0006809	XP_017794703.1	XP_035744100.1
OG0006810	XP_017795587.1	XP_035717473.1
OG0006811	XP_017793173.1	XP_035721588.1
OG0006812	XP_017793094.1	XP_035722494.1
OG0006813	XP_017797766.1	XP_035729360.1
OG0006814	XP_017788601.1	XP_035732486.1
OG0006815	XP_017788722.1	XP_035733548.1
OG0006816	XP_017797551.1	XP_035730922.1
OG0006817	XP_017787358.1	XP_035727266.1
OG0006818	XP_017787819.1	XP_035718615.1
OG0006819	XP_017796427.1	XP_035743544.1
OG0006820	XP_017791240.1	XP_035742341.1
OG0006821	XP_017795478.1	XP_035720449.1
OG0006822	XP_017797067.1	XP_035731422.1
OG0006823	XP_017797459.1	XP_035727327.1
OG0006824	XP_017795312.1	XP_035719809.1
OG0006825	XP_017798809.1	XP_035724057.1
OG0006826	XP_017798406.1	XP_035739341.1
OG0006827	XP_017793017.1	XP_035736785.1
OG0006828	XP_017787724.1	XP_035729560.1
OG0006829	XP_017792025.1	XP_035728942.1
OG0006830	XP_017798082.1	XP_035732430.1
OG0006831	XP_017798768.1, XP_017798767.1	XP_035721267.1
OG0006832	XP_017794459.1	XP_035743728.1
OG0006833	XP_017798523.1	XP_035735564.1
OG0006834	XP_017794768.1	XP_035728898.1
OG0006835	XP_017799588.1, XP_017799590.1	XP_035718092.1
OG0006836	XP_017796229.1	XP_035723675.1
OG0006837	XP_017796716.1	XP_035734893.1
OG0006838	XP_017790890.1	XP_035735517.1
OG0006840	XP_017787793.1	XP_035723485.1
OG0006841	XP_017791225.1	XP_035723195.1
OG0006842	XP_017794210.1	XP_035721316.1
OG0006843	XP_017797637.1	XP_035721741.1
OG0006844	XP_017792095.1	XP_035734568.1
OG0006845	XP_017798032.1	XP_035728471.1
OG0006846	XP_017796361.1	XP_035741112.1
OG0006847	XP_017792353.1	XP_035741237.1
OG0006849	XP_017795050.1, XP_017795051.1	XP_035735412.1
OG0006850	XP_017788342.1	XP_035744159.1
OG0006851	XP_017798990.1	XP_035736810.1
OG0006852	XP_017798493.1	XP_035722572.1
OG0006853	XP_017798742.1	XP_035735690.1
OG0006854	XP_017789636.1	XP_035726050.1
OG0006855	XP_017790176.1	XP_035731922.1
OG0006856	XP_017794564.1	XP_035726710.1
OG0006857	XP_017798309.1	XP_035727537.1
OG0006858	XP_017789561.1	XP_035737415.1
OG0006859	XP_017788023.1	XP_035732403.1
OG0006860	XP_017794729.1	XP_035725401.1
OG0006861	XP_017798708.1	XP_035739170.1
OG0006862	XP_017789419.1	XP_035722923.1
OG0006863	XP_017797455.1	XP_035739672.1
OG0006864	XP_017790309.1	XP_035717917.1
OG0006865	XP_017793150.1	XP_035739821.1
OG0006866	XP_017791881.1	XP_035717660.1
OG0006867	XP_017796757.1	XP_035742132.1
OG0006869	XP_017794599.1	XP_035725491.1
OG0006870	XP_017794810.1	XP_035729091.1
OG0006871	XP_017789705.1	XP_035724061.1
OG0006872	XP_017795704.1	XP_035738724.1
OG0006873	XP_017794080.1	XP_035741108.1, XP_035741106.1
OG0006874	XP_017793978.1	XP_035719976.1
OG0006875	XP_017793101.1	XP_035723435.1
OG0006877	XP_017798031.1	XP_035721504.1
OG0006878	XP_017793488.1	XP_035732725.1
OG0006879	XP_017792947.1	XP_035738751.1
OG0006880	XP_017792913.1	XP_035735062.1
OG0006882	XP_017792147.1	XP_035721622.1
OG0006883	XP_017795544.1	XP_035733233.1, XP_035733234.1
OG0006885	XP_017789283.1	XP_035738034.1
OG0006886	XP_017793966.1	XP_035743300.1
OG0006887	XP_017787747.1	XP_035728059.1
OG0006888	XP_017788022.1	XP_035726836.1
OG0006890	XP_017792553.1	XP_035728402.1
OG0006891	XP_017787956.1	XP_035741764.1
OG0006892	XP_017794199.1	XP_035720350.1
OG0006894	XP_017796212.1	XP_035731467.1
OG0006895	XP_017787448.1	XP_035721050.1
OG0006896	XP_017795473.1	XP_035724438.1
OG0006897	XP_017787676.1	XP_035732101.1
OG0006898	XP_017795256.1	XP_035724859.1
OG0006899	XP_017798883.1	XP_035718820.1
OG0006900	XP_017795477.1	XP_035718580.1
OG0006901	XP_017793633.1	XP_035736731.1
OG0006902	XP_017792847.1	XP_035738078.1
OG0006903	XP_017795315.1	XP_035733578.1
OG0006904	XP_017789888.1	XP_035742568.1
OG0006905	XP_017798973.1	XP_035728029.1
OG0006906	XP_017792192.1	XP_035719856.1
OG0006907	XP_017790535.1	XP_035717577.1
OG0006908	XP_017796256.1	XP_035743527.1
OG0006909	XP_017798697.1	XP_035735849.1
OG0006910	XP_017797167.1	XP_035734330.1
OG0006911	XP_017788604.1	XP_035719114.1
OG0006912	XP_017794363.1	XP_035736606.1
OG0006913	XP_017789930.1	XP_035737901.1
OG0006914	XP_017788350.1	XP_035725810.1
OG0006915	XP_017799068.1	XP_035729779.1
OG0006916	XP_017797164.1	XP_035725281.1
OG0006917	XP_017790277.1	XP_035737217.1
OG0006918	XP_017796047.1	XP_035737158.1
OG0006919	XP_017798338.1	XP_035738402.1
OG0006920	XP_017796336.1	XP_035732567.1
OG0006921	XP_017792064.1	XP_035735269.1
OG0006922	XP_017791860.1	XP_035733829.1
OG0006923	XP_017789737.1	XP_035717177.1
OG0006924	XP_017799611.1	XP_035723428.1
OG0006925	XP_017795272.1	XP_035731775.1
OG0006926	XP_017789899.1	XP_035728384.1
OG0006927	XP_017795774.1	XP_035720451.1
OG0006928	XP_017790201.1	XP_035722917.1
OG0006929	XP_017787449.1	XP_035740345.1
OG0006930	XP_017790874.1	XP_035734439.1
OG0006931	XP_017793052.1	XP_035729511.1
OG0006932	XP_017796673.1	XP_035731114.1
OG0006933	XP_017796376.1	XP_035721627.1
OG0006934	XP_017787525.1	XP_035727139.1
OG0006935	XP_017792039.1	XP_035735393.1
OG0006936	XP_017798611.1	XP_035735823.1
OG0006937	XP_017795896.1	XP_035735135.1
OG0006938	XP_017798163.1	XP_035721297.1
OG0006940	XP_017796765.1	XP_035729386.1
OG0006941	XP_017798516.1	XP_035720562.1
OG0006943	XP_017791566.1	XP_035737831.1
OG0006944	XP_017789519.1	XP_035737426.1
OG0006945	XP_017795183.1	XP_035740209.1
OG0006946	XP_017795736.1	XP_035737878.1, XP_035737877.1
OG0006947	XP_017788419.1	XP_035730561.1
OG0006948	XP_017797785.1	XP_035720951.1
OG0006949	XP_017789251.1	XP_035727112.1
OG0006950	XP_017796645.1	XP_035739577.1
OG0006951	XP_017792457.1	XP_035719461.1
OG0006952	XP_017790135.1	XP_035723217.1
OG0006953	XP_017796292.1	XP_035728158.1
OG0006954	XP_017799401.1	XP_035725840.1
OG0006955	XP_017791622.1	XP_035719501.1
OG0006956	XP_017793806.1	XP_035723680.1
OG0006957	XP_017799269.1	XP_035743765.1, XP_035743766.1
OG0006958	XP_017793469.1	XP_035720371.1
OG0006959	XP_017794163.1	XP_035730722.1
OG0006960	XP_017792362.1	XP_035738213.1
OG0006961	XP_017794765.1	XP_035733670.1
OG0006962	XP_017798154.1	XP_035742501.1
OG0006964	XP_017792055.1	XP_035736462.1
OG0006965	XP_017793075.1	XP_035718119.1
OG0006966	XP_017795642.1	XP_035742668.1
OG0006967	XP_017798059.1	XP_035739904.1
OG0006968	XP_017796605.1	XP_035734991.1
OG0006969	XP_017798018.1	XP_035721466.1
OG0006970	XP_017794689.1	XP_035741773.1
OG0006971	XP_017791142.1	XP_035738875.1
OG0006972	XP_017797840.1	XP_035733673.1
OG0006973	XP_017790059.1	XP_035737580.1
OG0006974	XP_017797676.1	XP_035729347.1
OG0006975	XP_017796763.1	XP_035729382.1
OG0006976	XP_017794183.1	XP_035737120.1
OG0006977	XP_017788029.1	XP_035741143.1
OG0006978	XP_017794156.1	XP_035723447.1
OG0006979	XP_017792272.1	XP_035726124.1
OG0006980	XP_017795054.1	XP_035723344.1
OG0006981	XP_017795685.1	XP_035719170.1
OG0006982	XP_017792989.1	XP_035722495.1
OG0006983	XP_017791011.1	XP_035725672.1
OG0006984	XP_017788295.1	XP_035735609.1
OG0006985	XP_017798171.1	XP_035725528.1
OG0006986	XP_017787632.1	XP_035726616.1
OG0006987	XP_017790894.1	XP_035734412.1
OG0006988	XP_017792125.1	XP_035721715.1
OG0006989	XP_017788161.1	XP_035721470.1
OG0006990	XP_017791972.1	XP_035723574.1
OG0006991	XP_017788096.1	XP_035739805.1
OG0006992	XP_017799051.1	XP_035741857.1
OG0006993	XP_017794303.1	XP_035739877.1
OG0006994	XP_017792194.1	XP_035744241.1
OG0006996	XP_017798756.1	XP_035735813.1
OG0006997	XP_017787600.1	XP_035719891.1
OG0006998	XP_017789151.1	XP_035740483.1, XP_035740481.1
OG0006999	XP_017791317.1	XP_035738440.1
OG0007000	XP_017790482.1	XP_035740820.1
OG0007001	XP_017796326.1	XP_035733686.1
OG0007002	XP_017794188.1	XP_035743326.1
OG0007003	XP_017796033.1	XP_035730781.1
OG0007004	XP_017798074.1	XP_035721076.1
OG0007005	XP_017788977.1	XP_035737697.1
OG0007006	XP_017796032.1	XP_035719682.1
OG0007007	XP_017796258.1	XP_035739502.1
OG0007008	XP_017788871.1	XP_035736398.1
OG0007009	XP_017798205.1	XP_035732910.1
OG0007010	XP_017797603.1	XP_035726505.1
OG0007011	XP_017795484.1	XP_035718519.1
OG0007012	XP_017796889.1	XP_035731606.1
OG0007013	XP_017797203.1	XP_035728729.1
OG0007014	XP_017796149.1	XP_035742278.1
OG0007015	XP_017793510.1	XP_035734131.1
OG0007016	XP_017797153.1	XP_035740522.1
OG0007017	XP_017795624.1	XP_035717903.1
OG0007018	XP_017797880.1	XP_035732618.1
OG0007019	XP_017794003.1, XP_017794002.1	XP_035740388.1
OG0007020	XP_017799368.1	XP_035736146.1
OG0007021	XP_017789054.1, XP_017789062.1	XP_035725624.1
OG0007022	XP_017788321.1	XP_035721531.1
OG0007023	XP_017789781.1	XP_035718997.1
OG0007024	XP_017789996.1	XP_035741789.1
OG0007025	XP_017792707.1	XP_035743934.1
OG0007026	XP_017791440.1	XP_035741508.1
OG0007027	XP_017794043.1	XP_035726728.1
OG0007028	XP_017799290.1	XP_035729954.1
OG0007029	XP_017793489.1	XP_035732823.1
OG0007030	XP_017798643.1	XP_035720447.1
OG0007031	XP_017789595.1	XP_035723828.1
OG0007032	XP_017789072.1	XP_035723793.1
OG0007033	XP_017796781.1	XP_035734603.1
OG0007034	XP_017792939.1	XP_035728600.1
OG0007035	XP_017791209.1	XP_035741617.1
OG0007036	XP_017792292.1	XP_035726212.1
OG0007037	XP_017790057.1	XP_035718454.1
OG0007038	XP_017791853.1	XP_035723799.1
OG0007039	XP_017794594.1	XP_035729640.1
OG0007040	XP_017791633.1	XP_035723593.1
OG0007041	XP_017788240.1	XP_035733536.1
OG0007042	XP_017795716.1	XP_035741681.1
OG0007043	XP_017789805.1	XP_035719580.1
OG0007044	XP_017792849.1	XP_035743209.1
OG0007045	XP_017798321.1	XP_035721029.1
OG0007046	XP_017797633.1	XP_035736523.1
OG0007047	XP_017797708.1	XP_035720225.1
OG0007048	XP_017791820.1	XP_035737064.1
OG0007049	XP_017788445.1	XP_035726261.1
OG0007050	XP_017799135.1	XP_035736766.1
OG0007051	XP_017798307.1	XP_035727389.1
OG0007052	XP_017796164.1	XP_035744191.1
OG0007053	XP_017796275.1	XP_035718784.1
OG0007054	XP_017792863.1	XP_035732758.1
OG0007055	XP_017790483.1	XP_035724967.1
OG0007056	XP_017799417.1	XP_035739771.1
OG0007057	XP_017795118.1	XP_035725815.1
OG0007058	XP_017796953.1	XP_035739209.1
OG0007059	XP_017788802.1	XP_035736403.1
OG0007060	XP_017797875.1	XP_035723124.1
OG0007061	XP_017788167.1	XP_035728263.1
OG0007062	XP_017799367.1	XP_035725315.1
OG0007063	XP_017788883.1	XP_035727683.1
OG0007064	XP_017788330.1	XP_035741744.1
OG0007065	XP_017793557.1	XP_035728129.1
OG0007066	XP_017797794.1	XP_035730362.1
OG0007067	XP_017798330.1	XP_035727693.1
OG0007068	XP_017791081.1	XP_035731106.1
OG0007069	XP_017788715.1	XP_035730269.1
OG0007070	XP_017794329.1	XP_035727071.1
OG0007071	XP_017788529.1	XP_035738645.1
OG0007072	XP_017794220.1	XP_035737187.1
OG0007073	XP_017798714.1	XP_035720399.1
OG0007074	XP_017788593.1	XP_035732942.1
OG0007075	XP_017790347.1	XP_035725024.1
OG0007076	XP_017789532.1	XP_035744071.1
OG0007077	XP_017796581.1	XP_035731081.1
OG0007078	XP_017791117.1	XP_035729451.1
OG0007079	XP_017788480.1	XP_035741854.1
OG0007080	XP_017798788.1	XP_035721011.1
OG0007081	XP_017790131.1	XP_035734601.1
OG0007082	XP_017791607.1	XP_035728557.1
OG0007083	XP_017790117.1	XP_035737541.1
OG0007084	XP_017788687.1	XP_035730418.1
OG0007085	XP_017795838.1	XP_035725542.1, XP_035725535.1
OG0007086	XP_017794001.1	XP_035740452.1
OG0007087	XP_017794134.1	XP_035740680.1
OG0007088	XP_017794000.1	XP_035740390.1
OG0007089	XP_017788286.1	XP_035723390.1
OG0007090	XP_017787945.1	XP_035729601.1
OG0007091	XP_017788140.1	XP_035734764.1
OG0007092	XP_017787572.1	XP_035717117.1
OG0007093	XP_017788637.1	XP_035736048.1
OG0007094	XP_017791088.1	XP_035718676.1
OG0007095	XP_017792390.1	XP_035725474.1, XP_035725473.1
OG0007096	XP_017789425.1	XP_035722920.1
OG0007097	XP_017787468.1	XP_035743626.1
OG0007098	XP_017799130.1	XP_035736130.1
OG0007099	XP_017791213.1	XP_035741588.1
OG0007100	XP_017798853.1	XP_035725435.1
OG0007101	XP_017790834.1	XP_035723928.1
OG0007102	XP_017793630.1	XP_035738976.1
OG0007103	XP_017789337.1	XP_035739860.1
OG0007104	XP_017792844.1	XP_035728443.1
OG0007105	XP_017792180.1	XP_035743718.1
OG0007106	XP_017797630.1	XP_035732289.1
OG0007107	XP_017789147.1	XP_035730338.1
OG0007108	XP_017796521.1	XP_035732544.1
OG0007109	XP_017798471.1	XP_035743007.1
OG0007110	XP_017797221.1	XP_035717108.1
OG0007111	XP_017789525.1	XP_035737598.1
OG0007112	XP_017788144.1	XP_035737016.1
OG0007113	XP_017799161.1	XP_035737635.1
OG0007114	XP_017788353.1	XP_035738592.1
OG0007115	XP_017799527.1	XP_035722762.1
OG0007117	XP_017794138.1	XP_035733800.1
OG0007118	XP_017789263.1	XP_035725030.1
OG0007119	XP_017788559.1	XP_035721236.1
OG0007120	XP_017791878.1	XP_035739732.1
OG0007121	XP_017791334.1	XP_035741595.1
OG0007122	XP_017798461.1	XP_035739394.1
OG0007123	XP_017789395.1	XP_035733591.1
OG0007124	XP_017791581.1	XP_035730468.1
OG0007125	XP_017796486.1	XP_035739072.1
OG0007126	XP_017791387.1	XP_035741308.1
OG0007127	XP_017790113.1	XP_035739071.1
OG0007128	XP_017799139.1	XP_035743733.1
OG0007129	XP_017789895.1	XP_035730070.1
OG0007131	XP_017794213.1	XP_035736268.1
OG0007132	XP_017798691.1	XP_035735646.1
OG0007133	XP_017790825.1	XP_035731579.1
OG0007134	XP_017790939.1	XP_035727347.1
OG0007135	XP_017796160.1	XP_035744103.1
OG0007136	XP_017797052.1	XP_035725113.1
OG0007137	XP_017787989.1	XP_035732406.1
OG0007138	XP_017799197.1	XP_035743182.1, XP_035736978.1
OG0007139	XP_017788699.1	XP_035736280.1
OG0007140	XP_017793081.1	XP_035737879.1
OG0007141	XP_017788862.1	XP_035736339.1
OG0007142	XP_017792220.1	XP_035719273.1
OG0007143	XP_017798670.1	XP_035735612.1
OG0007144	XP_017796746.1	XP_035742654.1, XP_035742653.1
OG0007145	XP_017794680.1	XP_035729153.1
OG0007146	XP_017791178.1	XP_035729692.1
OG0007147	XP_017798534.1	XP_035721258.1
OG0007148	XP_017797306.1	XP_035742489.1
OG0007149	XP_017795091.1	XP_035742349.1
OG0007150	XP_017789571.1	XP_035729272.1
OG0007151	XP_017794879.1	XP_035721092.1
OG0007152	XP_017793412.1	XP_035727710.1
OG0007153	XP_017789686.1	XP_035735324.1
OG0007154	XP_017797855.1	XP_035723686.1
OG0007155	XP_017798415.1	XP_035730962.1
OG0007156	XP_017787484.1	XP_035721026.1
OG0007157	XP_017799091.1	XP_035742072.1
OG0007158	XP_017792026.1	XP_035736375.1
OG0007159	XP_017789866.1	XP_035743150.1
OG0007160	XP_017797777.1	XP_035717920.1
OG0007161	XP_017799060.1	XP_035729585.1
OG0007162	XP_017787364.1	XP_035739615.1
OG0007164	XP_017795423.1	XP_035719015.1
OG0007165	XP_017799570.1	XP_035739320.1
OG0007166	XP_017787768.1	XP_035740994.1
OG0007168	XP_017788122.1	XP_035741271.1
OG0007169	XP_017795186.1	XP_035733774.1
OG0007170	XP_017788186.1	XP_035733546.1
OG0007171	XP_017799202.1	XP_035737634.1
OG0007172	XP_017791035.1	XP_035722385.1
OG0007173	XP_017788130.1	XP_035737017.1
OG0007174	XP_017790675.1	XP_035731148.1
OG0007176	XP_017798623.1	XP_035735681.1
OG0007177	XP_017798211.1	XP_035730743.1
OG0007178	XP_017798202.1	XP_035731449.1
OG0007179	XP_017789253.1	XP_035725016.1
OG0007180	XP_017791740.1	XP_035728750.1
OG0007181	XP_017794793.1	XP_035733697.1
OG0007182	XP_017788775.1	XP_035738723.1
OG0007183	XP_017796145.1	XP_035721135.1
OG0007184	XP_017793809.1	XP_035734055.1
OG0007185	XP_017796040.1	XP_035737156.1
OG0007186	XP_017789319.1	XP_035717191.1
OG0007187	XP_017790867.1	XP_035734541.1
OG0007188	XP_017793392.1	XP_035739799.1
OG0007189	XP_017792242.1	XP_035733587.1
OG0007190	XP_017792054.1	XP_035727395.1
OG0007192	XP_017794052.1	XP_035719064.1
OG0007194	XP_017788866.1	XP_035736395.1
OG0007195	XP_017789528.1	XP_035722919.1
OG0007197	XP_017790649.1	XP_035734153.1
OG0007198	XP_017794934.1	XP_035741217.1, XP_035741216.1
OG0007200	XP_017797593.1	XP_035729342.1
OG0007201	XP_017793371.1	XP_035732433.1
OG0007203	XP_017790606.1, XP_017790605.1	XP_035730594.1, XP_035730558.1
OG0007205	XP_017789838.1	XP_035734079.1
OG0007206	XP_017790879.1	XP_035742455.1
OG0007207	XP_017798939.1	XP_035737626.1
OG0007208	XP_017794194.1	XP_035728045.1
OG0007209	XP_017788860.1	XP_035730185.1
OG0007210	XP_017789081.1	XP_035727662.1
OG0007211	XP_017795211.1	XP_035726299.1
OG0007212	XP_017790846.1	XP_035736235.1
OG0007213	XP_017791701.1	XP_035718018.1
OG0007214	XP_017793592.1	XP_035742855.1
OG0007216	XP_017787504.1	XP_035740618.1
OG0007217	XP_017792891.1	XP_035733945.1
OG0007218	XP_017790805.1	XP_035724940.1
OG0007220	XP_017798386.1	XP_035727848.1
OG0007221	XP_017796572.1	XP_035727033.1
OG0007222	XP_017789676.1	XP_035727058.1
OG0007223	XP_017789727.1	XP_035732340.1
OG0007225	XP_017791997.1	XP_035719032.1
OG0007226	XP_017791094.1	XP_035719314.1
OG0007227	XP_017794706.1	XP_035742005.1
OG0007228	XP_017799199.1	XP_035733021.1
OG0007229	XP_017795618.1	XP_035743430.1
OG0007230	XP_017794075.1	XP_035725214.1
OG0007231	XP_017792567.1	XP_035726256.1
OG0007232	XP_017796405.1	XP_035724425.1
OG0007233	XP_017790474.1	XP_035737195.1
OG0007234	XP_017791797.1	XP_035729462.1
OG0007235	XP_017795904.1	XP_035735095.1
OG0007236	XP_017790926.1	XP_035738577.1
OG0007237	XP_017794079.1	XP_035741081.1
OG0007238	XP_017798728.1	XP_035735689.1
OG0007239	XP_017792314.1	XP_035726205.1
OG0007240	XP_017790538.1	XP_035734482.1
OG0007241	XP_017797711.1	XP_035733189.1
OG0007242	XP_017791187.1	XP_035735925.1
OG0007243	XP_017798122.1	XP_035725455.1
OG0007244	XP_017790266.1	XP_035726686.1
OG0007245	XP_017788361.1	XP_035721587.1
OG0007246	XP_017797388.1	XP_035730081.1
OG0007247	XP_017794514.1	XP_035732485.1
OG0007248	XP_017795989.1	XP_035723902.1
OG0007249	XP_017794811.1	XP_035738147.1
OG0007250	XP_017792389.1	XP_035724847.1
OG0007251	XP_017792592.1	XP_035724103.1
OG0007252	XP_017795661.1	XP_035741159.1
OG0007253	XP_017797434.1	XP_035723299.1
OG0007254	XP_017796396.1	XP_035737945.1
OG0007256	XP_017799268.1	XP_035736854.1
OG0007257	XP_017798896.1	XP_035735763.1
OG0007259	XP_017791668.1	XP_035741229.1
OG0007260	XP_017797788.1	XP_035738774.1
OG0007262	XP_017789175.1	XP_035721687.1
OG0007263	XP_017793835.1	XP_035719029.1
OG0007264	XP_017790838.1	XP_035732644.1
OG0007265	XP_017799215.1	XP_035737414.1
OG0007266	XP_017796580.1	XP_035731083.1, XP_035731084.1
OG0007267	XP_017793102.1	XP_035743506.1, XP_035743507.1
OG0007268	XP_017788100.1	XP_035735481.1
OG0007270	XP_017790025.1	XP_035739065.1
OG0007271	XP_017793355.1	XP_035743167.1
OG0007272	XP_017788632.1	XP_035721671.1
OG0007273	XP_017789332.1	XP_035723013.1
OG0007274	XP_017799209.1	XP_035728391.1
OG0007276	XP_017789533.1	XP_035718954.1
OG0007277	XP_017790613.1	XP_035733345.1
OG0007278	XP_017790212.1	XP_035723570.1
OG0007279	XP_017789738.1	XP_035722836.1
OG0007280	XP_017795745.1	XP_035738016.1
OG0007281	XP_017787811.1	XP_035740976.1
OG0007282	XP_017799568.1	XP_035733217.1
OG0007283	XP_017787445.1	XP_035743930.1
OG0007284	XP_017797209.1	XP_035722500.1
OG0007285	XP_017790292.1	XP_035732796.1
OG0007286	XP_017792183.1	XP_035743715.1
OG0007287	XP_017789331.1	XP_035722885.1
OG0007288	XP_017796947.1	XP_035731624.1
OG0007289	XP_017789126.1	XP_035730374.1
OG0007290	XP_017787804.1	XP_035729594.1
OG0007291	XP_017788092.1	XP_035727940.1
OG0007293	XP_017794444.1	XP_035728702.1
OG0007294	XP_017796738.1	XP_035735078.1
OG0007295	XP_017793440.1	XP_035727503.1
OG0007296	XP_017789180.1	XP_035733936.1
OG0007297	XP_017798012.1	XP_035732379.1
OG0007298	XP_017790751.1	XP_035724829.1
OG0007299	XP_017796248.1	XP_035724355.1
OG0007300	XP_017792265.1	XP_035743301.1
OG0007301	XP_017787947.1	XP_035729613.1
OG0007302	XP_017797879.1	XP_035719130.1
OG0007303	XP_017793614.1	XP_035726161.1
OG0007304	XP_017793540.1	XP_035727889.1
OG0007305	XP_017793039.1	XP_035738310.1
OG0007306	XP_017794505.1	XP_035740257.1
OG0007307	XP_017793381.1	XP_035718712.1
OG0007308	XP_017791373.1	XP_035726379.1
OG0007309	XP_017793211.1	XP_035730210.1
OG0007310	XP_017792116.1	XP_035740561.1
OG0007311	XP_017797137.1	XP_035724365.1
OG0007312	XP_017792582.1	XP_035728260.1
OG0007313	XP_017793360.1	XP_035718856.1
OG0007314	XP_017796116.1	XP_035739882.1
OG0007315	XP_017793565.1	XP_035734109.1
OG0007316	XP_017798067.1	XP_035731435.1
OG0007318	XP_017796042.1	XP_035724238.1
OG0007319	XP_017798019.1	XP_035739426.1
OG0007320	XP_017799216.1	XP_035729865.1
OG0007321	XP_017791189.1	XP_035729731.1
OG0007322	XP_017790234.1	XP_035718410.1
OG0007323	XP_017790900.1	XP_035724978.1
OG0007324	XP_017798142.1	XP_035734245.1
OG0007325	XP_017798109.1	XP_035721148.1
OG0007326	XP_017798076.1	XP_035735873.1
OG0007327	XP_017789029.1	XP_035738127.1
OG0007328	XP_017793641.1	XP_035739132.1, XP_035739135.1
OG0007330	XP_017789482.1	XP_035730294.1
OG0007331	XP_017792630.1	XP_035735531.1
OG0007332	XP_017793447.1	XP_035739822.1
OG0007333	XP_017787646.1	XP_035733830.1, XP_035733831.1
OG0007334	XP_017798034.1	XP_035742094.1
OG0007335	XP_017792406.1	XP_035736182.1
OG0007336	XP_017789078.1	XP_035730311.1
OG0007337	XP_017792050.1	XP_035736310.1
OG0007338	XP_017794863.1	XP_035719328.1
OG0007339	XP_017797381.1	XP_035718774.1
OG0007340	XP_017789031.1	XP_035719946.1
