Orthogroup	Habropoda_laboriosa	Tribolium_castaneum
OG0007253	XP_017797434.1	XP_969241.1
OG0007254	XP_017796396.1	XP_001811450.1
OG0007255	XP_017788351.1	XP_015834601.1
OG0007256	XP_017799268.1	XP_008200730.1
OG0007257	XP_017798896.1	XP_008191981.1
OG0007259	XP_017791668.1	XP_008190963.1
OG0007260	XP_017797788.1	XP_008193034.1
OG0007262	XP_017789175.1	XP_008190807.1
OG0007263	XP_017793835.1	XP_973446.3
OG0007264	XP_017790838.1	XP_015840525.1
OG0007265	XP_017799215.1	XP_970112.1
OG0007267	XP_017793102.1	XP_015838527.1
OG0007268	XP_017788100.1	XP_001812757.1
OG0007270	XP_017790025.1	XP_008190728.1
OG0007271	XP_017793355.1	XP_974100.1
OG0007272	XP_017788632.1	XP_975616.1
OG0007273	XP_017789332.1	XP_008201268.1
OG0007275	XP_017791617.1	XP_966940.1
OG0007276	XP_017789533.1	XP_971936.1
OG0007277	XP_017790613.1	XP_008192620.1
OG0007278	XP_017790212.1	XP_967748.1
OG0007279	XP_017789738.1	XP_008193020.1
OG0007280	XP_017795745.1	XP_008200287.1
OG0007281	XP_017787811.1	XP_001807104.1
OG0007282	XP_017799568.1	XP_972905.1
OG0007283	XP_017787445.1	XP_973892.2
OG0007284	XP_017797209.1	XP_008190394.1
OG0007285	XP_017790292.1	XP_970257.1
OG0007286	XP_017792183.1	XP_008196323.1
OG0007287	XP_017789331.1	XP_969070.1
OG0007288	XP_017796947.1	XP_015839619.1, NP_001164152.1
OG0007289	XP_017789126.1	XP_001809986.1
OG0007290	XP_017787804.1	XP_972144.1
OG0007291	XP_017788092.1	XP_974635.1
OG0007293	XP_017794444.1	XP_008200359.1
OG0007294	XP_017796738.1	XP_968165.1
OG0007295	XP_017793440.1	XP_008200637.1
OG0007296	XP_017789180.1	XP_008199223.2
OG0007297	XP_017798012.1	XP_969394.1
OG0007298	XP_017790751.1	XP_966727.1
OG0007299	XP_017796248.1	XP_967657.1
OG0007300	XP_017792265.1	XP_008201418.1
OG0007301	XP_017787947.1	XP_975432.1
OG0007302	XP_017797879.1	XP_008196093.1
OG0007303	XP_017793614.1	XP_967428.1
OG0007304	XP_017793540.1	XP_008199397.1
OG0007305	XP_017793039.1	XP_008191060.1
OG0007306	XP_017794505.1	XP_008191539.1
OG0007307	XP_017793381.1	XP_974006.1
OG0007308	XP_017791373.1	XP_015840372.1
OG0007309	XP_017793211.1	XP_008195093.1, XP_008195092.1
OG0007311	XP_017797137.1	XP_968887.1
OG0007312	XP_017792582.1	XP_973963.1
OG0007313	XP_017793360.1	XP_968704.1
OG0007314	XP_017796116.1	XP_015838869.1
OG0007315	XP_017793565.1	XP_008191493.1
OG0007316	XP_017798067.1	XP_015835093.1
OG0007318	XP_017796042.1	XP_971349.1
OG0007319	XP_017798019.1	XP_968103.1
OG0007320	XP_017799216.1	XP_969453.1
OG0007321	XP_017791189.1	XP_008198269.1
OG0007322	XP_017790234.1	XP_008192069.1
OG0007323	XP_017790900.1	XP_008197212.1
OG0007324	XP_017798142.1	XP_974603.1
OG0007325	XP_017798109.1	XP_008192969.1
OG0007326	XP_017798076.1	XP_974584.2
OG0007327	XP_017789029.1	XP_975414.2
OG0007328	XP_017793641.1	XP_008193320.1
OG0007329	XP_017795851.1	XP_974735.1
OG0007330	XP_017789482.1	XP_008201148.1
OG0007331	XP_017792630.1	XP_969224.2
OG0007332	XP_017793447.1	XP_971037.1
OG0007333	XP_017787646.1	XP_015832914.1
OG0007334	XP_017798034.1	XP_015838807.1
OG0007335	XP_017792406.1	XP_971953.1
OG0007336	XP_017789078.1	XP_008194234.2
OG0007337	XP_017792050.1	XP_008191355.1
OG0007338	XP_017794863.1	XP_008197688.1
OG0007339	XP_017797381.1	XP_015840528.1
OG0007340	XP_017789031.1	XP_008191178.1, NP_001164142.1
OG0007341	XP_017791960.1	XP_001810176.2
OG0007342	XP_017788780.1	XP_972350.2
OG0007343	XP_017793112.1	XP_008194632.1
OG0007344	XP_017790444.1	XP_015837006.1
OG0007345	XP_017788260.1	NP_001034499.1
OG0007346	XP_017789266.1	XP_015835530.1
OG0007347	XP_017796456.1	XP_008190899.1
OG0007348	XP_017794016.1	XP_008193614.1
OG0007349	XP_017789511.1	XP_015840822.1
OG0007350	XP_017792323.1	XP_015838467.1
OG0007351	XP_017787461.1	XP_972294.2
OG0007352	XP_017787709.1	XP_008201623.1
OG0007353	XP_017794462.1	XP_971778.1
OG0007355	XP_017794843.1	XP_008195845.1
OG0007356	XP_017797544.1	XP_970427.1
OG0007357	XP_017799507.1	XP_972041.1
OG0007358	XP_017795509.1	XP_008197965.1
OG0007359	XP_017796179.1	XP_015834573.1
OG0007360	XP_017798277.1	XP_008192581.1
OG0007361	XP_017791693.1	XP_015838693.1
OG0007362	XP_017793931.1	XP_008192342.1
OG0007363	XP_017788755.1	XP_970873.1
OG0007364	XP_017793332.1	XP_972870.1
OG0007365	XP_017791551.1	XP_975158.1
OG0007366	XP_017798544.1	XP_008199209.1
OG0007367	XP_017793354.1	XP_008197362.1
OG0007368	XP_017795394.1	XP_973716.2
OG0007369	XP_017791706.1	XP_008200052.1
OG0007370	XP_017791882.1	XP_967040.1
OG0007371	XP_017793014.1	XP_969497.1
OG0007372	XP_017798062.1	XP_967896.1
OG0007373	XP_017796115.1	XP_015839467.1, NP_001107810.1
OG0007374	XP_017795834.1	XP_015840615.1
OG0007375	XP_017793021.1	XP_015835021.1
OG0007376	XP_017789884.1	XP_008199884.1
OG0007377	XP_017789023.1	XP_015834849.1
OG0007378	XP_017790479.1	XP_008194255.1
OG0007379	XP_017792449.1	XP_008194717.1
OG0007380	XP_017798606.1	XP_008196564.1
OG0007381	XP_017790092.1	XP_015834977.1
OG0007382	XP_017799065.1	XP_008196370.1
OG0007383	XP_017794828.1	XP_008199108.1
OG0007384	XP_017788764.1	XP_008195826.1
OG0007385	XP_017794713.1	XP_015838449.1
OG0007386	XP_017797248.1	XP_008201422.1
OG0007387	XP_017791937.1	XP_008195616.1
OG0007388	XP_017795536.1	XP_015834926.1
OG0007390	XP_017795604.1	XP_015837796.1
OG0007391	XP_017798159.1	XP_015834734.1, XP_015834735.1, XP_015834736.1
OG0007392	XP_017792876.1	XP_015836550.1
OG0007393	XP_017798189.1	XP_008192063.2
OG0007394	XP_017789076.1	XP_974748.1
OG0007395	XP_017798686.1	XP_015834017.1
OG0007396	XP_017787904.1	XP_008190721.1
OG0007397	XP_017797542.1	XP_969461.1
OG0007398	XP_017789956.1	XP_008198081.1
OG0007399	XP_017792191.1	XP_975345.2
OG0007401	XP_017790657.1	XP_008194941.1
OG0007402	XP_017787997.1	XP_008196910.1
OG0007403	XP_017796084.1	NP_001164293.1
OG0007404	XP_017791936.1	XP_008196416.1
OG0007405	XP_017789817.1	XP_008200386.1
OG0007406	XP_017787917.1	XP_015835690.1
OG0007407	XP_017799061.1	XP_015833344.1
OG0007408	XP_017797465.1	XP_008198691.1
OG0007409	XP_017797180.1	XP_008201165.1
OG0007410	XP_017799196.1	XP_969609.1
OG0007411	XP_017796655.1	XP_008195877.1
OG0007412	XP_017792861.1	XP_015836078.1
OG0007413	XP_017792800.1	XP_968346.2
OG0007414	XP_017789273.1	XP_968074.1
OG0007415	XP_017789027.1	XP_970543.1
OG0007416	XP_017798454.1	XP_008193121.1
OG0007417	XP_017788360.1	XP_008195391.1
OG0007418	XP_017787550.1	XP_008194460.1
OG0007419	XP_017795830.1	XP_970878.1
OG0007420	XP_017790019.1	XP_972406.2
OG0007422	XP_017798898.1	XP_967756.1
OG0007423	XP_017794666.1	XP_008191818.1
OG0007424	XP_017794659.1	XP_008191009.1
OG0007425	XP_017788762.1	XP_008195160.1
OG0007426	XP_017793957.1	XP_008192974.1
OG0007427	XP_017797857.1	XP_015839209.1
OG0007428	XP_017799275.1	XP_015837641.1
OG0007429	XP_017794560.1	XP_974929.1
OG0007430	XP_017791921.1	XP_971970.1
OG0007431	XP_017797849.1	XP_972831.1
OG0007432	XP_017789019.1	XP_015834570.1
OG0007433	XP_017791458.1	XP_008193451.1
OG0007435	XP_017797689.1	XP_008196148.1
OG0007436	XP_017795576.1	XP_008199883.1
OG0007437	XP_017793119.1	XP_008194162.1
OG0007438	XP_017795276.1	XP_008191282.1
OG0007439	XP_017789994.1	XP_008193999.1
OG0007440	XP_017794192.1	XP_008190900.1
OG0007441	XP_017790322.1	XP_008199194.1
OG0007442	XP_017793995.1	XP_967193.1
OG0007443	XP_017792496.1	XP_008190293.1
OG0007444	XP_017798134.1	XP_015834518.1
OG0007445	XP_017795992.1	XP_015837450.1
OG0007446	XP_017792711.1	XP_008191462.1
OG0007447	XP_017788898.1	XP_969728.1
OG0007448	XP_017791516.1, XP_017795866.1	XP_008201074.1
OG0007449	XP_017787397.1	XP_015838817.1
OG0007450	XP_017792280.1	XP_972477.1
OG0007451	XP_017792225.1	XP_015833693.1
OG0007452	XP_017796211.1	XP_008199691.1
OG0007453	XP_017792552.1	XP_008193139.1
OG0007454	XP_017795663.1	XP_008190905.1
OG0007455	XP_017787803.1	XP_015833802.1
OG0007456	XP_017789026.1	XP_015834828.1
OG0007457	XP_017788518.1	XP_970749.1
OG0007458	XP_017791926.1	XP_974194.1
OG0007459	XP_017791698.1	XP_008193745.1
OG0007460	XP_017793862.1	XP_008190591.1
OG0007461	XP_017792423.1	XP_015834965.1
OG0007462	XP_017793929.1	NP_001034531.1
OG0007464	XP_017789490.1	XP_966432.2
OG0007465	XP_017788850.1	XP_008195772.1
OG0007466	XP_017798594.1	XP_015836195.1
OG0007467	XP_017789460.1	XP_971322.1
OG0007468	XP_017787678.1	XP_015834526.1
OG0007469	XP_017795323.1	XP_008198516.1
OG0007470	XP_017792676.1	XP_969586.1
OG0007472	XP_017798372.1	XP_972377.2
OG0007473	XP_017791079.1	XP_008193355.1
OG0007474	XP_017794792.1	XP_967725.2
OG0007475	XP_017796088.1	XP_008191920.1
OG0007477	XP_017789878.1	XP_967694.1
OG0007478	XP_017790536.1	XP_972381.1
OG0007479	XP_017791675.1	XP_973835.1
OG0007480	XP_017797494.1	XP_008193260.1
OG0007481	XP_017788323.1	XP_973616.1
OG0007486	XP_017790665.1	XP_008195648.1
OG0007487	XP_017791765.1	XP_008196154.1
OG0007488	XP_017794558.1	XP_008190463.1
OG0007489	XP_017787528.1	XP_970660.2
OG0007490	XP_017788379.1	XP_008196291.1
OG0007493	XP_017788541.1	XP_008192162.1
OG0007494	XP_017792198.1	XP_008195924.1
OG0007495	XP_017792488.1	XP_973930.2
OG0007496	XP_017790827.1	XP_015837516.1
OG0007497	XP_017795406.1	XP_008191147.1, XP_008194938.1
OG0007498	XP_017790029.1	XP_008192759.1
OG0007499	XP_017787649.1	XP_001811946.1
OG0007500	XP_017791915.1	XP_008192118.1
OG0007503	XP_017790640.1	XP_969558.2
OG0007504	XP_017794260.1	XP_970938.2
OG0007505	XP_017797152.1	XP_008193681.1
OG0007507	XP_017799427.1	XP_008192894.1
OG0007508	XP_017791688.1	XP_008193477.1
OG0007510	XP_017789952.1	XP_008193962.1
OG0007511	XP_017792561.1	XP_008191919.1
OG0007512	XP_017791794.1	XP_966999.1
OG0007513	XP_017797457.1	XP_974728.1
OG0007514	XP_017789974.1	XP_001812159.2
OG0007515	XP_017791819.1	XP_008196340.1
OG0007516	XP_017789680.1	XP_008195754.1
OG0007518	XP_017791133.1	XP_015833011.1
OG0007519	XP_017790547.1	XP_008192044.1
OG0007521	XP_017789566.1	XP_008198722.1
OG0007522	XP_017795988.1	XP_015837282.1, XP_015837281.1
OG0007523	XP_017794237.1	XP_008191445.1
OG0007524	XP_017791947.1	XP_015833329.1
OG0007525	XP_017790936.1	XP_008196952.1
OG0007526	XP_017788362.1	XP_008200682.1
OG0007527	XP_017790459.1	NP_001164080.1
OG0007528	XP_017789940.1	XP_971754.1
OG0007529	XP_017796409.1	XP_015832883.1
OG0007530	XP_017791492.1	XP_970894.2
OG0007532	XP_017792059.1	XP_972008.1
OG0007533	XP_017788371.1	XP_015834668.1
OG0007534	XP_017797218.1	XP_008197109.1
OG0007535	XP_017799082.1	XP_008198217.1
OG0007536	XP_017797682.1	XP_001808711.1
OG0007537	XP_017789185.1	XP_008192161.1
OG0007538	XP_017788162.1	XP_008193664.1, XP_008193657.1
OG0007539	XP_017792603.1	XP_008193687.1
OG0007540	XP_017789950.1	XP_015835159.1
OG0007541	XP_017798904.1	XP_008191271.1
OG0007542	XP_017790197.1	XP_008194714.1
OG0007543	XP_017790796.1	XP_008195808.1
OG0007544	XP_017792756.1	XP_015834338.1
OG0007545	XP_017791845.1, XP_017794684.1	XP_008201444.1
OG0007546	XP_017790053.1	XP_008198814.1
OG0007547	XP_017791421.1	XP_008194165.1
OG0007548	XP_017789919.1	XP_008201168.1
OG0007549	XP_017798268.1	NP_001107772.1, XP_015834302.1
OG0007552	XP_017793685.1	XP_015837411.1
OG0007553	XP_017787715.1	XP_015836242.1
OG0007554	XP_017797500.1	XP_972371.2
OG0007555	XP_017790639.1	XP_008199763.1
OG0007556	XP_017788525.1	XP_975227.1
OG0007558	XP_017788671.1	XP_008195666.1
OG0007559	XP_017792486.1	XP_008199455.1
OG0007560	XP_017787881.1	XP_008200076.1
OG0007562	XP_017796834.1	XP_008199932.1
OG0007563	XP_017787571.1	XP_971684.1
OG0007565	XP_017788253.1	XP_008197591.1
OG0007569	XP_017790105.1	XP_008198086.1
OG0007574	XP_017794073.1	XP_001811535.1
OG0007577	XP_017790954.1	XP_008193658.1
OG0007579	XP_017795002.1	XP_008196691.1
OG0007582	XP_017791991.1	XP_008200907.1
OG0007584	XP_017789285.1	XP_001809288.1
OG0007586	XP_017791796.1	XP_008197399.2
OG0007587	XP_017789696.1	XP_015835824.1
OG0007588	XP_017796737.1	XP_008198592.2, XP_015838624.1, XP_008198593.1
OG0007589	XP_017790655.1	XP_008192872.2, XP_015835075.1
OG0007590	XP_017790749.1	XP_008195458.1
OG0007592	XP_017790859.1	XP_008198163.1
OG0007595	XP_017798485.1	XP_008193428.1
OG0007597	XP_017796476.1	XP_969145.1
OG0007606	XP_017791489.1	XP_968933.1
OG0007607	XP_017799254.1	XP_015838598.1
OG0007608	XP_017788397.1	XP_008192763.1
OG0007610	XP_017794964.1	XP_972163.1
OG0007611	XP_017787875.1	XP_968424.2
OG0007612	XP_017792709.1	XP_969336.1
OG0007613	XP_017789790.1	XP_015836987.1
OG0007615	XP_017788730.1	XP_008195196.1
OG0007616	XP_017795326.1	NP_001161908.1
OG0007617	XP_017791239.1	NP_001156931.1
OG0007618	XP_017793859.1	XP_008190827.1
OG0007619	XP_017788407.1	NP_001193391.1
OG0007620	XP_017799494.1	XP_966721.1
OG0007621	XP_017789905.1	XP_972967.1
OG0007622	XP_017795944.1	XP_968275.2
OG0007623	XP_017791696.1	XP_975481.1
OG0007624	XP_017794616.1	XP_008197463.1
OG0007625	XP_017793122.1	XP_970146.1
OG0007627	XP_017791036.1	XP_008190864.1
OG0007628	XP_017792176.1	XP_008193444.1
OG0007629	XP_017796011.1	XP_008200605.1
OG0007630	XP_017788520.1	XP_976077.1
OG0007631	XP_017799100.1	XP_008200115.2, XP_015840385.1
OG0007632	XP_017791245.1	XP_973436.3
OG0007633	XP_017795656.1	XP_970994.1
OG0007635	XP_017791791.1	XP_008198709.1
OG0007636	XP_017791101.1	XP_967907.1
OG0007637	XP_017793843.1	XP_968605.2
OG0007638	XP_017792092.1	XP_008190557.1
OG0007639	XP_017787402.1	XP_968749.2
OG0007640	XP_017791553.1	XP_015835443.1
OG0007641	XP_017787580.1	XP_967121.2
OG0007643	XP_017794865.1	XP_008201419.1
OG0007644	XP_017798759.1	XP_015836431.1
OG0007648	XP_017789039.1	XP_015837368.1
OG0007649	XP_017788013.1	XP_966911.1
OG0007650	XP_017797374.1	XP_015833347.1
OG0007651	XP_017790318.1	XP_008196749.1
OG0007652	XP_017787752.1	XP_015834096.1
OG0007653	XP_017795957.1	XP_015835841.1
OG0007654	XP_017797969.1	XP_974912.1
OG0007655	XP_017798227.1	XP_973627.1
OG0007658	XP_017790524.1	XP_008201041.1
OG0007659	XP_017796237.1	XP_008201541.1
OG0007660	XP_017796144.1	XP_967487.1
OG0007661	XP_017796101.1	XP_008193939.1
OG0007662	XP_017789104.1	XP_972927.1
OG0007664	XP_017790914.1	XP_008191007.1
OG0007666	XP_017796794.1	XP_008191781.1
OG0007667	XP_017792612.1	XP_015832985.1
OG0007668	XP_017796227.1	XP_969829.1
OG0007669	XP_017791242.1	XP_008199135.1
OG0007670	XP_017791008.1	XP_969869.1
OG0007671	XP_017795980.1	XP_969832.1
OG0007672	XP_017787478.1	XP_008197150.1
OG0007673	XP_017793926.1	XP_973708.1
OG0007674	XP_017790402.1	XP_967083.1
OG0007675	XP_017799293.1	XP_969580.1
OG0007676	XP_017789475.1	XP_974826.2
OG0007678	XP_017793720.1	XP_966565.1
OG0007681	XP_017797643.1	XP_008190460.1
OG0007682	XP_017790489.1	XP_015834396.1
OG0007683	XP_017790336.1	XP_973768.1
OG0007684	XP_017790734.1	XP_008198108.1
OG0007686	XP_017790358.1	XP_008199375.1
OG0007687	XP_017797357.1	XP_015836023.1
OG0007688	XP_017791235.1	XP_966764.1
OG0007689	XP_017787971.1	XP_015840864.1
OG0007690	XP_017792348.1	XP_966951.1
OG0007691	XP_017795200.1	XP_967294.1
OG0007692	XP_017792115.1, XP_017795748.1	XP_008192605.1
OG0007694	XP_017796226.1	XP_966791.1
OG0007695	XP_017789856.1	XP_972760.1
OG0007697	XP_017789691.1	XP_008191126.1
OG0007699	XP_017797474.1	XP_008198314.1
OG0007700	XP_017798496.1	XP_015836359.1
OG0007702	XP_017796266.1	XP_001811836.1
OG0007704	XP_017787884.1	XP_008198433.1
OG0007705	XP_017793118.1	XP_001810067.1
OG0007706	XP_017789712.1	XP_967209.1
OG0007708	XP_017788261.1	XP_970512.2
OG0007709	XP_017788653.1	XP_015836032.1
OG0007711	XP_017794407.1	XP_015834812.1
OG0007712	XP_017794752.1	XP_008198410.1, XP_008198409.1
OG0007713	XP_017799131.1	XP_967446.1
OG0007714	XP_017794228.1	XP_008190531.1
OG0007716	XP_017796564.1	XP_008197980.1
OG0007717	XP_017798537.1	XP_015833813.1
OG0007718	XP_017787455.1	XP_015837122.1
OG0007719	XP_017797757.1	XP_008194871.1
OG0007720	XP_017799261.1	NP_001163995.1
OG0007721	XP_017795311.1	XP_015837983.1
OG0007722	XP_017793808.1	XP_001812694.1
OG0007723	XP_017795700.1	XP_015833177.1
OG0007726	XP_017788074.1	XP_968254.2
OG0007728	XP_017798491.1	XP_001815436.1
OG0007729	XP_017796254.1	NP_001139378.1
OG0007730	XP_017788590.1	XP_970617.1
OG0007731	XP_017797189.1	XP_973584.1
OG0007733	XP_017797896.1	XP_008200692.1
OG0007734	XP_017792083.1	XP_967299.1
OG0007735	XP_017791110.1	XP_008201456.1
OG0007736	XP_017794378.1	XP_969213.1
OG0007737	XP_017790311.1	XP_008197187.1
OG0007738	XP_017790717.1	XP_001814310.1
OG0007739	XP_017790644.1	XP_008199035.1
OG0007740	XP_017789849.1	XP_008198327.1
OG0007741	XP_017799465.1	XP_008192487.2
OG0007742	XP_017787853.1	XP_015840087.1
OG0007743	XP_017792735.1	XP_008194870.1
OG0007744	XP_017791054.1	XP_968151.1
OG0007745	XP_017798009.1	XP_008195016.1
OG0007746	XP_017790822.1	XP_008198106.1
OG0007747	XP_017789713.1	XP_008197674.1
OG0007748	XP_017795296.1	XP_015837996.1
OG0007749	XP_017789995.1	XP_001810799.2
OG0007751	XP_017789462.1	XP_008201134.1
OG0007752	XP_017793142.1	XP_008198359.2
OG0007753	XP_017788752.1	XP_008200350.1
OG0007754	XP_017791637.1	XP_008192366.1
OG0007755	XP_017797268.1	XP_015834714.1
OG0007757	XP_017798333.1	XP_008194010.1
OG0007758	XP_017795004.1	XP_015833931.1
OG0007759	XP_017797406.1	XP_015835950.1
OG0007760	XP_017793179.1	XP_008194489.1
OG0007761	XP_017796874.1	XP_973935.1
OG0007762	XP_017788428.1	XP_969341.2
OG0007768	XP_017794670.1	XP_008195587.1
OG0007769	XP_017788036.1	XP_973728.1
OG0007770	XP_017794339.1	XP_008190598.1
OG0007772	XP_017794307.1	XP_015833409.1
OG0007773	XP_017790364.1	XP_015833833.1
OG0007774	XP_017795267.1	XP_015838607.1
OG0007775	XP_017788648.1	XP_966567.1
OG0007776	XP_017793197.1	XP_008190287.1
OG0007777	XP_017794162.1	XP_008199541.2
OG0007778	XP_017789420.1	XP_015839581.1, XP_008199380.1
OG0007779	XP_017796542.1	XP_970220.2
OG0007780	XP_017788851.1	XP_974768.1
OG0007781	XP_017791543.1	XP_008191140.1
OG0007783	XP_017798526.1	XP_015837202.1
OG0007784	XP_017797606.1	XP_001811696.1
OG0007785	XP_017793643.1	XP_015835988.1
OG0007786	XP_017798909.1	XP_966824.1
OG0007787	XP_017790310.1	XP_001812465.1
OG0007788	XP_017787741.1	XP_008196977.1
OG0007789	XP_017797283.1	XP_008191634.1
OG0007790	XP_017790465.1	XP_008194862.1
OG0007791	XP_017789726.1	XP_969796.3
OG0007793	XP_017795328.1	XP_008201624.1
OG0007794	XP_017795092.1	XP_008198648.1
OG0007795	XP_017794577.1	XP_967417.1
OG0007798	XP_017796706.1	XP_001808066.1
OG0007799	XP_017798732.1	XP_008195758.1
OG0007800	XP_017792264.1	XP_008190965.1
OG0007801	XP_017791128.1	XP_969334.1
OG0007802	XP_017789303.1	XP_968443.1
OG0007803	XP_017796697.1	XP_970500.1
OG0007804	XP_017787590.1	XP_015834708.1
OG0007805	XP_017796862.1	XP_008200357.1
OG0007806	XP_017790199.1	XP_001811437.2
OG0007808	XP_017790517.1	XP_966398.2
OG0007810	XP_017794295.1	XP_971729.2
OG0007811	XP_017790157.1	XP_008201508.1
OG0007812	XP_017794272.1	XP_008201578.1
OG0007813	XP_017798654.1	XP_966365.1
OG0007814	XP_017787978.1	XP_967324.1
OG0007815	XP_017789617.1	XP_015834614.1
OG0007817	XP_017791236.1	XP_969624.2
OG0007818	XP_017797426.1	XP_967906.1
OG0007819	XP_017792724.1	XP_973775.3, XP_015832999.1, XP_001812933.1
OG0007820	XP_017792779.1	XP_008200981.1
OG0007821	XP_017788655.1	XP_008196345.1
OG0007822	XP_017789909.1	XP_008191832.1
OG0007823	XP_017790925.1	XP_015835664.1
OG0007824	XP_017794215.1	XP_015833502.1
OG0007826	XP_017795743.1	XP_970349.3
OG0007827	XP_017798188.1	XP_008199333.1
OG0007828	XP_017793623.1	XP_008196348.1
OG0007829	XP_017794966.1	XP_015833863.1
OG0007830	XP_017797852.1	XP_972788.2
OG0007831	XP_017790346.1	XP_008199512.1
OG0007832	XP_017794231.1	XP_968111.1
OG0007833	XP_017794113.1	XP_972121.1
OG0007834	XP_017792302.1	XP_008190646.1
OG0007835	XP_017798447.1	XP_015839929.1, XP_015836504.1
OG0007836	XP_017797292.1	XP_968190.1
OG0007837	XP_017795041.1	XP_968534.1
OG0007839	XP_017789184.1	XP_008200603.2, XP_008192828.1
OG0007840	XP_017788634.1	XP_008195993.1
OG0007841	XP_017794625.1	XP_969617.2
OG0007842	XP_017789959.1, XP_017789958.1	XP_008192026.1
OG0007843	XP_017799260.1	XP_015833078.1, XP_001810921.1
OG0007844	XP_017789422.1	XP_973513.2
OG0007845	XP_017798223.1	XP_008197345.1
OG0007846	XP_017792424.1	XP_001813701.2
OG0007848	XP_017792017.1	XP_015835417.1
OG0007849	XP_017796364.1	XP_971233.1
OG0007850	XP_017788603.1	XP_008192175.1
OG0007851	XP_017798570.1	XP_008196536.1
OG0007852	XP_017790054.1	XP_008192070.1
OG0007853	XP_017791386.1	XP_015836274.1
OG0007855	XP_017797079.1, XP_017791024.1	XP_975371.1
OG0007856	XP_017788455.1	XP_015834757.1
OG0007857	XP_017788613.1	XP_969416.2
OG0007858	XP_017792925.1	XP_015839595.1
OG0007859	XP_017795619.1	XP_015833073.1
OG0007860	XP_017798531.1	XP_972552.3
OG0007864	XP_017799561.1	XP_008195115.1
OG0007865	XP_017794115.1	XP_015839049.1
OG0007866	XP_017788833.1	XP_969705.2
OG0007867	XP_017790291.1	XP_008200263.1
OG0007868	XP_017793452.1	XP_968102.1
OG0007869	XP_017788370.1	XP_973460.3
OG0007870	XP_017789973.1	XP_008190750.2
OG0007871	XP_017787417.1	XP_975121.1, XP_015836095.1
OG0007874	XP_017792838.1	XP_971397.2
OG0007875	XP_017792835.1	XP_008193886.1
OG0007876	XP_017798092.1	XP_008191654.1
OG0007877	XP_017794277.1	XP_008194217.1
OG0007878	XP_017787930.1	XP_008200708.1
OG0007879	XP_017797958.1	XP_008193879.1
OG0007880	XP_017793384.1	XP_969216.1
OG0007882	XP_017790245.1	XP_008194936.1
OG0007883	XP_017795633.1	XP_001807945.2
OG0007884	XP_017791517.1	XP_008200817.1
OG0007885	XP_017792620.1	XP_008191148.1
OG0007886	XP_017795746.1	XP_015834389.1, XP_001813892.1
OG0007887	XP_017787716.1	XP_008194466.1
OG0007888	XP_017793068.1	XP_008190291.1
OG0007889	XP_017793243.1	XP_008194696.2
OG0007891	XP_017795590.1	XP_008190852.1
