Orthogroup	Habropoda_laboriosa	Aedes_aegypti
OG0006202	XP_017796852.1	XP_021710311.1
OG0006203	XP_017789112.1	XP_001648164.1
OG0006204	XP_017788852.1	XP_001658684.2
OG0006205	XP_017788168.1	XP_021695219.1, XP_021708918.1
OG0006206	XP_017799296.1	XP_021710132.1
OG0006207	XP_017794673.1	XP_021699088.1
OG0006208	XP_017793534.1	XP_021693067.1
OG0006209	XP_017789872.1	XP_021701922.1
OG0006210	XP_017797188.1	XP_001662533.2
OG0006211	XP_017797425.1	XP_021708017.1
OG0006212	XP_017792879.1	XP_001653244.2
OG0006213	XP_017791418.1	XP_001659184.2
OG0006215	XP_017795073.1, XP_017795074.1	XP_001663131.1
OG0006216	XP_017792329.1	XP_001658440.2
OG0006217	XP_017793464.1	XP_001652243.1
OG0006218	XP_017789886.1	XP_001658562.1
OG0006219	XP_017794668.1	XP_001655453.1
OG0006220	XP_017796831.1	XP_021699522.1
OG0006221	XP_017797871.1	XP_021704979.1
OG0006222	XP_017794891.1	XP_001649742.3, XP_021701013.1
OG0006223	XP_017790361.1	XP_001653482.2
OG0006224	XP_017796265.1	XP_001662971.1
OG0006225	XP_017792531.1	XP_001656981.1
OG0006226	XP_017798725.1	XP_001654182.2, XP_021708191.1
OG0006228	XP_017791599.1	XP_001651257.2, XP_021705034.1
OG0006229	XP_017788128.1	XP_001657927.2
OG0006230	XP_017794701.1	XP_001652053.1
OG0006231	XP_017799123.1	XP_021700747.1, XP_021700749.1
OG0006232	XP_017798936.1	XP_021707754.1, XP_001652356.1
OG0006233	XP_017796416.1	XP_021705050.1
OG0006234	XP_017789040.1	XP_001664106.1
OG0006235	XP_017797325.1	XP_021702670.1
OG0006236	XP_017792385.1	XP_001662680.2
OG0006237	XP_017796795.1	XP_001649608.2
OG0006238	XP_017789202.1	XP_021710553.1
OG0006239	XP_017798484.1	XP_021709687.1
OG0006240	XP_017793195.1	XP_001663805.2
OG0006241	XP_017791567.1	XP_001659483.1
OG0006242	XP_017799469.1	XP_001657363.2, XP_001657364.2
OG0006243	XP_017793129.1	XP_001658449.1
OG0006244	XP_017787529.1	XP_021699725.1
OG0006245	XP_017798589.1	XP_001653798.2, XP_021702939.1
OG0006246	XP_017796662.1	XP_001659450.1
OG0006247	XP_017790350.1	XP_021701011.1
OG0006248	XP_017795915.1	XP_021693719.1
OG0006249	XP_017790643.1	XP_021696640.1
OG0006250	XP_017794672.1	XP_021695603.1
OG0006251	XP_017788890.1	XP_021701369.1
OG0006252	XP_017793219.1	XP_001652452.1
OG0006253	XP_017790693.1	XP_001649404.1
OG0006254	XP_017788093.1	XP_021696559.1
OG0006255	XP_017788009.1	XP_001653652.2
OG0006256	XP_017793130.1	XP_021699832.1, XP_021699834.1
OG0006257	XP_017788313.1	XP_001660415.1, XP_021704810.1
OG0006258	XP_017789842.1	XP_001662100.1
OG0006259	XP_017795329.1	XP_021698919.1
OG0006260	XP_017790121.1	XP_021710032.1
OG0006261	XP_017798817.1	XP_021713032.1
OG0006262	XP_017796460.1	XP_001654445.1
OG0006263	XP_017791663.1	XP_001658134.1
OG0006264	XP_017790388.1	XP_001658414.2
OG0006265	XP_017788159.1	XP_001656416.2
OG0006266	XP_017790434.1	XP_001655142.1, XP_021712740.1
OG0006267	XP_017791233.1	XP_021708664.1
OG0006268	XP_017794938.1	XP_001662153.1
OG0006269	XP_017790928.1	XP_001655113.1
OG0006270	XP_017796502.1	XP_021705036.1
OG0006271	XP_017789255.1	XP_001659155.1
OG0006273	XP_017792801.1	XP_001661529.1
OG0006274	XP_017788549.1	XP_021699399.1
OG0006275	XP_017791203.1	XP_001656034.2
OG0006276	XP_017795087.1	XP_001661085.2
OG0006277	XP_017796287.1	XP_001654122.2
OG0006278	XP_017787868.1	XP_021701929.1
OG0006279	XP_017795346.1	XP_001649464.1
OG0006280	XP_017795352.1	XP_021706949.1
OG0006281	XP_017796876.1, XP_017796877.1	XP_021701193.1
OG0006282	XP_017791764.1, XP_017791763.1	XP_021711621.1
OG0006283	XP_017796194.1	XP_001662069.2
OG0006284	XP_017789445.1	XP_001658130.2
OG0006285	XP_017799372.1	XP_001656619.1
OG0006286	XP_017792230.1	XP_001657422.1
OG0006287	XP_017798673.1	XP_001650345.1
OG0006288	XP_017798025.1	XP_021697338.1
OG0006289	XP_017789693.1	XP_001662357.1
OG0006290	XP_017793097.1	XP_021695110.1
OG0006291	XP_017796541.1	XP_021706632.1
OG0006292	XP_017788773.1	XP_001659750.2
OG0006293	XP_017799252.1	XP_001649003.1, XP_021707585.1
OG0006294	XP_017790163.1	XP_001653052.1
OG0006295	XP_017795610.1	XP_001650202.1
OG0006296	XP_017791929.1	XP_021704011.1
OG0006297	XP_017795039.1	XP_001658958.2
OG0006298	XP_017796298.1	XP_001662051.2
OG0006299	XP_017793799.1	XP_021695016.1, XP_021694917.1
OG0006300	XP_017788796.1	XP_021693795.1
OG0006301	XP_017792375.1	XP_021697011.1
OG0006302	XP_017798390.1	XP_021706178.1
OG0006303	XP_017797208.1	XP_001657255.2
OG0006304	XP_017798278.1	XP_021700110.1
OG0006305	XP_017795009.1	XP_021694598.1
OG0006306	XP_017796362.1	XP_001648253.1
OG0006307	XP_017794091.1	XP_021706343.1
OG0006308	XP_017793656.1	XP_001648949.2
OG0006309	XP_017797099.1	XP_001662411.1
OG0006310	XP_017792381.1	XP_001650763.1
OG0006311	XP_017798685.1	XP_021696841.1, XP_001650609.2
OG0006312	XP_017794367.1	XP_001649746.1
OG0006313	XP_017799066.1	XP_001649399.1
OG0006314	XP_017789120.1	XP_021699555.1
OG0006315	XP_017788385.1	XP_021699711.1
OG0006316	XP_017797881.1	XP_021704286.1
OG0006317	XP_017790491.1	XP_021696014.1
OG0006318	XP_017794900.1	XP_021709632.1
OG0006319	XP_017794176.1	XP_001662409.1
OG0006320	XP_017794587.1	XP_021698478.1
OG0006322	XP_017793815.1	XP_011493441.1
OG0006323	XP_017796864.1, XP_017798926.1	XP_011493383.1
OG0006324	XP_017796612.1	XP_001649078.2
OG0006325	XP_017794046.1	XP_021702947.1
OG0006327	XP_017791951.1	XP_001658204.2
OG0006328	XP_017798895.1	XP_001660887.1
OG0006329	XP_017795879.1	XP_001659032.1
OG0006330	XP_017798711.1	XP_021701539.1, XP_021701541.1, XP_021701540.1
OG0006331	XP_017798649.1	XP_001658276.1
OG0006332	XP_017793393.1	XP_001653669.1, XP_001653667.1, XP_021707232.1
OG0006333	XP_017788578.1	XP_001662996.1
OG0006334	XP_017797917.1	XP_001663180.1
OG0006335	XP_017798144.1	XP_021710512.1
OG0006337	XP_017790913.1	XP_001661825.1
OG0006338	XP_017791584.1	XP_001662618.1
OG0006339	XP_017790604.1	XP_021712646.1, XP_001662501.2
OG0006340	XP_017789203.1	XP_021693362.1
OG0006342	XP_017791066.1	XP_001650150.2
OG0006343	XP_017787515.1	XP_021703591.1
OG0006344	XP_017790706.1	XP_001654070.2
OG0006345	XP_017796399.1	XP_021709008.1
OG0006346	XP_017789598.1	XP_001656402.1
OG0006347	XP_017787767.1	XP_021696286.1
OG0006348	XP_017792450.1	XP_001654328.1
OG0006349	XP_017791294.1	XP_001658824.2
OG0006350	XP_017795265.1	XP_021706106.1
OG0006351	XP_017794485.1	XP_021713409.1
OG0006352	XP_017796850.1	XP_021706867.1
OG0006353	XP_017795136.1	XP_021705989.1
OG0006355	XP_017787458.1	XP_021693425.1
OG0006356	XP_017790233.1	XP_001657729.1
OG0006357	XP_017790585.1	XP_021707656.1
OG0006358	XP_017792071.1	XP_001652359.1
OG0006359	XP_017794015.1	XP_001660612.2
OG0006360	XP_017789907.1	XP_021697513.1
OG0006361	XP_017798689.1	XP_001660716.2
OG0006362	XP_017795828.1	XP_001656892.1
OG0006363	XP_017791482.1	XP_021699101.1
OG0006364	XP_017795612.1	XP_021710562.1, XP_021712143.1
OG0006365	XP_017796609.1	XP_021712422.1, XP_001657668.2
OG0006366	XP_017790911.1	XP_021707076.1
OG0006367	XP_017792712.1	XP_021695172.1
OG0006368	XP_017798507.1	XP_021705623.1
OG0006369	XP_017788485.1	XP_001657123.1
OG0006370	XP_017788015.1	XP_001662032.1
OG0006373	XP_017788810.1	XP_001648654.2
OG0006374	XP_017792628.1	XP_021712817.1, XP_001658799.2
OG0006375	XP_017797302.1	XP_001663666.2
OG0006377	XP_017788245.1	XP_021695198.1
OG0006378	XP_017791420.1	XP_001653879.2
OG0006379	XP_017791403.1	XP_021701522.1
OG0006380	XP_017788719.1	XP_021710493.1
OG0006381	XP_017787396.1	XP_021706258.1
OG0006382	XP_017791703.1	XP_001664244.2
OG0006383	XP_017792398.1	XP_021702590.1
OG0006384	XP_017793089.1	XP_001652638.1
OG0006385	XP_017790919.1	XP_001648348.3
OG0006386	XP_017795973.1	XP_001660840.2
OG0006388	XP_017788076.1	XP_021707726.1
OG0006389	XP_017789967.1	XP_001653143.2
OG0006390	XP_017791441.1	XP_001652466.1
OG0006391	XP_017789432.1	XP_001649858.2, XP_001649859.2
OG0006392	XP_017792063.1	XP_021703657.1
OG0006393	XP_017792687.1	XP_001657121.1
OG0006394	XP_017797541.1	XP_021706817.1
OG0006395	XP_017798832.1	XP_021709944.1
OG0006396	XP_017789721.1	XP_001654731.2
OG0006397	XP_017791329.1	XP_001651394.2
OG0006398	XP_017794425.1	XP_001658688.2
OG0006399	XP_017791691.1	XP_021712108.1, XP_021695083.1
OG0006400	XP_017798857.1	XP_021698933.1
OG0006401	XP_017790185.1	XP_021704579.1
OG0006403	XP_017791483.1	XP_021695823.1
OG0006404	XP_017793252.1	XP_001653183.2
OG0006405	XP_017788825.1	XP_021696127.1
OG0006406	XP_017796511.1	XP_001656444.1
OG0006407	XP_017794109.1	XP_021706770.1
OG0006408	XP_017798934.1	XP_021695876.1
OG0006409	XP_017791982.1	XP_021694165.1, XP_021694166.1
OG0006411	XP_017792138.1	XP_021698270.1
OG0006412	XP_017791243.1	XP_001649124.1
OG0006413	XP_017799512.1	XP_001653824.1, XP_001653823.1
OG0006414	XP_017795395.1	XP_021699025.1
OG0006415	XP_017788612.1	XP_021708154.1
OG0006416	XP_017799385.1	XP_021711898.1, XP_001661064.2
OG0006417	XP_017790148.1	XP_021700324.1
OG0006418	XP_017798811.1	XP_021707602.1
OG0006419	XP_017798903.1	XP_021708497.1
OG0006420	XP_017789115.1	XP_001657527.2
OG0006422	XP_017796818.1	XP_001663654.1
OG0006423	XP_017799394.1	XP_021709939.1
OG0006425	XP_017789889.1	XP_021709132.1
OG0006426	XP_017788682.1	XP_001650919.1
OG0006427	XP_017794914.1	XP_021709504.1
OG0006428	XP_017791385.1	XP_021706620.1, XP_021711982.1
OG0006429	XP_017791993.1	XP_021712998.1
OG0006430	XP_017794944.1	XP_001663724.2
OG0006431	XP_017795250.1	XP_021705127.1
OG0006432	XP_017787701.1	XP_021694828.1
OG0006433	XP_017790824.1	XP_001656845.2
OG0006434	XP_017794712.1	XP_021698604.1
OG0006435	XP_017789936.1	XP_001659327.1
OG0006437	XP_017787658.1	XP_001653312.1
OG0006438	XP_017799486.1	XP_021704712.1
OG0006439	XP_017798368.1	XP_001659227.2
OG0006440	XP_017796082.1	XP_021701538.1
OG0006441	XP_017799158.1	XP_001654260.2
OG0006442	XP_017797506.1	XP_001655350.2
OG0006443	XP_017797194.1	XP_021705140.1
OG0006444	XP_017792367.1	XP_001648196.1
OG0006445	XP_017788091.1	XP_021708505.1
OG0006446	XP_017794561.1	XP_021705676.1
OG0006447	XP_017794838.1	XP_001648609.1
OG0006448	XP_017789079.1	XP_011493731.1
OG0006449	XP_017793675.1	XP_001650574.2
OG0006450	XP_017795306.1	XP_021700848.1
OG0006451	XP_017791770.1	XP_001664282.1
OG0006452	XP_017790765.1	XP_001659778.1
OG0006454	XP_017789627.1	XP_021695339.1
OG0006455	XP_017798859.1	XP_021697448.1
OG0006456	XP_017796470.1	XP_001654061.2
OG0006457	XP_017787485.1	XP_001649604.1
OG0006458	XP_017787499.1	XP_001661916.1
OG0006459	XP_017791521.1	XP_021706028.1
OG0006460	XP_017794785.1	XP_001661961.1
OG0006463	XP_017791736.1	XP_001664316.1
OG0006464	XP_017790699.1	XP_021707837.1
OG0006465	XP_017794985.1	XP_021709281.1
OG0006466	XP_017791399.1	XP_021704187.1
OG0006467	XP_017793901.1	XP_001654812.1
OG0006468	XP_017796518.1	XP_021694829.1
OG0006469	XP_017794354.1	XP_021698220.1
OG0006470	XP_017799178.1	XP_021704077.1
OG0006471	XP_017789441.1	XP_021703560.1
OG0006472	XP_017789591.1	XP_001652850.2
OG0006473	XP_017796372.1	XP_021709807.1
OG0006474	XP_017789788.1	XP_001652417.2
OG0006475	XP_017799276.1	XP_021701211.1
OG0006476	XP_017796158.1	XP_021697068.1
OG0006477	XP_017795583.1	XP_021700677.1
OG0006478	XP_017791123.1	XP_001656937.1
OG0006480	XP_017790668.1	XP_001650487.2
OG0006481	XP_017793644.1	XP_021699696.1, XP_001662108.1
OG0006482	XP_017790156.1	XP_001648880.2
OG0006483	XP_017794172.1	XP_021697737.1
OG0006484	XP_017796430.1	XP_021713424.1
OG0006485	XP_017799062.1	XP_021709595.1, XP_021709594.1
OG0006486	XP_017789505.1	XP_021709153.1
OG0006487	XP_017792524.1	XP_001659448.2
OG0006488	XP_017799284.1	XP_001657902.2
OG0006489	XP_017794873.1	XP_021694898.1
OG0006490	XP_017799124.1	XP_001660418.2
OG0006491	XP_017796867.1	XP_001660916.2
OG0006492	XP_017789382.1	XP_021712273.1, XP_021694720.1
OG0006493	XP_017789747.1	XP_011493096.1
OG0006494	XP_017792572.1	XP_021708500.1
OG0006495	XP_017789394.1	XP_001649467.1
OG0006496	XP_017787429.1	XP_021706328.1
OG0006497	XP_017794997.1	XP_021700020.1
OG0006498	XP_017797069.1	XP_001650131.1
OG0006499	XP_017797858.1	XP_021707065.1
OG0006500	XP_017789438.1	XP_001656926.2
OG0006501	XP_017788309.1	XP_001650005.1
OG0006502	XP_017792597.1	XP_001648450.1
OG0006503	XP_017788959.1	XP_001662670.1
OG0006505	XP_017794858.1	XP_021702162.1
OG0006506	XP_017787777.1	XP_021712602.1, XP_001651261.1
OG0006507	XP_017798950.1	XP_021709249.1
OG0006508	XP_017789783.1	XP_021699337.1
OG0006509	XP_017799589.1	XP_021711973.1, XP_021693609.1
OG0006510	XP_017792278.1	XP_001650335.1
OG0006511	XP_017789149.1	XP_021701335.1
OG0006512	XP_017798426.1	XP_021713034.1, XP_021712351.1
OG0006513	XP_017798428.1	XP_001654102.2
OG0006514	XP_017797445.1	XP_001659016.2
OG0006515	XP_017799467.1	XP_021694817.1
OG0006516	XP_017798078.1	XP_001653438.1
OG0006517	XP_017794820.1	XP_021694575.1
OG0006518	XP_017789488.1	XP_021698137.1
OG0006519	XP_017788112.1	XP_021707312.1
OG0006520	XP_017793436.1	XP_001656464.2
OG0006521	XP_017790375.1	XP_001653443.2
OG0006522	XP_017795658.1	XP_001655315.1
OG0006523	XP_017794522.1	XP_021699726.1
OG0006524	XP_017797360.1	XP_021703268.1
OG0006525	XP_017796499.1	XP_001654173.2, XP_021708087.1
OG0006526	XP_017789470.1	XP_021706331.1
OG0006527	XP_017787950.1	XP_021699671.1
OG0006528	XP_017795061.1, XP_017796354.1	XP_021703214.1
OG0006529	XP_017792566.1	XP_001657348.1, XP_021711286.1
OG0006530	XP_017787796.1	XP_021694164.1
OG0006532	XP_017791051.1	XP_001664109.2
OG0006533	XP_017791942.1	XP_001662904.1
OG0006534	XP_017791728.1	XP_001654737.1
OG0006535	XP_017796050.1	XP_001660944.1
OG0006536	XP_017796100.1	XP_021695744.1
OG0006537	XP_017797999.1	XP_021697183.1
OG0006538	XP_017792309.1	XP_021701619.1
OG0006539	XP_017787408.1	XP_021707172.1
OG0006540	XP_017794433.1	XP_001649665.2
OG0006541	XP_017788354.1	XP_001650870.1
OG0006542	XP_017787677.1	XP_021701853.1
OG0006543	XP_017790007.1	XP_021701331.1, XP_021701330.1, XP_001658184.1
OG0006544	XP_017797860.1	XP_021694656.1
OG0006545	XP_017794058.1	XP_021704327.1
OG0006546	XP_017797202.1	XP_001661121.1
OG0006547	XP_017797174.1	XP_001664204.1
OG0006548	XP_017788576.1	XP_001662694.2
OG0006549	XP_017796087.1	XP_001655852.1
OG0006551	XP_017789209.1	XP_001650886.2
OG0006552	XP_017798556.1	XP_001663333.1
OG0006553	XP_017799407.1	XP_021707819.1
OG0006554	XP_017793091.1	XP_001658388.1
OG0006556	XP_017791129.1	XP_001654277.1
OG0006558	XP_017791676.1	XP_021697069.1
OG0006559	XP_017795260.1	XP_021703739.1
OG0006560	XP_017791715.1	XP_021700104.1
OG0006561	XP_017798131.1	XP_001658164.1
OG0006562	XP_017791959.1	XP_021708171.1
OG0006563	XP_017797429.1	XP_021705845.1
OG0006565	XP_017793712.1	XP_021693766.1
OG0006566	XP_017793819.1	XP_021698895.1
OG0006568	XP_017787955.1	XP_001660405.1
OG0006570	XP_017793613.1	XP_021699637.1
OG0006571	XP_017795637.1	XP_021701970.1
OG0006573	XP_017792074.1	XP_001656668.1
OG0006574	XP_017792599.1	XP_021702968.1
OG0006575	XP_017788222.1	XP_021702168.1
OG0006576	XP_017790943.1	XP_021705145.1
OG0006577	XP_017796523.1	XP_021709301.1
OG0006579	XP_017790285.1	XP_001656789.2
OG0006580	XP_017789749.1	XP_021705060.1
OG0006581	XP_017791874.1	XP_021699941.1, XP_021699950.1, XP_021699935.1
OG0006582	XP_017790413.1	XP_001650857.1
OG0006583	XP_017788049.1	XP_021700455.1
OG0006584	XP_017790872.1, XP_017790873.1	XP_001655336.2
OG0006585	XP_017790784.1	XP_001651220.2
OG0006586	XP_017790159.1	XP_001662311.1
OG0006587	XP_017796056.1	XP_001663056.2
OG0006588	XP_017791751.1	XP_001662977.2
OG0006590	XP_017790916.1	XP_021703546.1
OG0006591	XP_017794078.1	XP_001660548.1
OG0006592	XP_017798210.1	XP_001658166.2
OG0006593	XP_017793320.1	XP_021694750.1, XP_021694749.1
OG0006594	XP_017795404.1	XP_021699913.1
OG0006595	XP_017791474.1	XP_021699828.1
OG0006596	XP_017791273.1	XP_021695771.1
OG0006597	XP_017794665.1	XP_021695160.1
OG0006598	XP_017797477.1	XP_021706205.1
OG0006599	XP_017787377.1	XP_021703880.1
OG0006600	XP_017787582.1	XP_001658690.2
OG0006601	XP_017795443.1	XP_021709738.1
OG0006602	XP_017794850.1	XP_001660447.1
OG0006603	XP_017791375.1	XP_021706843.1
OG0006604	XP_017791064.1	XP_021698653.1
OG0006605	XP_017799575.1	XP_001649766.2
OG0006606	XP_017798702.1	XP_021713002.1
OG0006607	XP_017792685.1	XP_021697634.1
OG0006608	XP_017795561.1	XP_021708619.1
OG0006609	XP_017793612.1	XP_021692953.1
OG0006610	XP_017798600.1	XP_021704132.1
OG0006611	XP_017790680.1	XP_021706441.1
OG0006612	XP_017787444.1	XP_001654859.1
OG0006614	XP_017789653.1	XP_021708235.1
OG0006615	XP_017798123.1	XP_021712414.1, XP_021701511.1
OG0006616	XP_017788839.1	XP_001655801.1
OG0006617	XP_017789437.1	XP_001656925.1
OG0006618	XP_017789046.1	XP_021710584.1
OG0006619	XP_017794382.1	XP_021709530.1, XP_021712417.1
OG0006620	XP_017792403.1, XP_017792401.1	XP_021702057.1
OG0006621	XP_017798451.1	XP_021713359.1
OG0006623	XP_017797330.1	XP_001647648.2
OG0006624	XP_017799175.1	XP_021696038.1
OG0006625	XP_017792746.1	XP_021693017.1
OG0006626	XP_017799409.1	XP_021709882.1, XP_021709905.1
OG0006627	XP_017793548.1	XP_021704811.1
OG0006628	XP_017792704.1	XP_021712803.1
OG0006629	XP_017798224.1	XP_001650268.1
OG0006630	XP_017791989.1	XP_021702740.1
OG0006631	XP_017791980.1	XP_021703476.1
OG0006632	XP_017790685.1	XP_021703175.1
OG0006633	XP_017795740.1	XP_021706356.1
OG0006634	XP_017794947.1	XP_001654338.2
OG0006635	XP_017798636.1	XP_021703806.1
OG0006637	XP_017792551.1	XP_021699276.1, XP_021699277.1
OG0006638	XP_017798528.1	XP_001657730.2
OG0006639	XP_017794315.1	XP_021694514.1
OG0006640	XP_017798075.1	XP_021693918.1
OG0006641	XP_017793174.1	XP_001659192.2
OG0006642	XP_017791636.1	XP_021698330.1
OG0006643	XP_017794763.1	XP_001659742.2
OG0006644	XP_017796188.1	XP_021698027.1
OG0006645	XP_017791600.1	XP_021700538.1
OG0006646	XP_017797228.1	XP_001659809.1
OG0006647	XP_017796070.1	XP_021694152.1, XP_021694025.1
OG0006648	XP_017788844.1	XP_001655800.2
OG0006649	XP_017798414.1	XP_001660547.2
OG0006650	XP_017796286.1	XP_021694894.1
OG0006651	XP_017798616.1	XP_021707903.1
OG0006652	XP_017788304.1	XP_021695167.1
OG0006653	XP_017788306.1	XP_021705980.1
OG0006654	XP_017799246.1	XP_001657903.2
OG0006655	XP_017797161.1	XP_021693218.1
OG0006656	XP_017791285.1	XP_021696607.1, XP_021696608.1
OG0006657	XP_017789339.1	XP_001661237.1
OG0006658	XP_017792296.1	XP_001651882.1
OG0006659	XP_017796461.1	XP_001653516.2
OG0006660	XP_017790155.1	XP_021710900.1
OG0006661	XP_017795497.1	XP_001657977.2
OG0006662	XP_017796107.1	XP_021709178.1
OG0006663	XP_017787973.1	XP_001657582.2
OG0006664	XP_017789904.1	XP_021710662.1
OG0006665	XP_017798568.1	XP_001657248.1
OG0006666	XP_017798717.1	XP_021707292.1, XP_021712363.1
OG0006667	XP_017797870.1	XP_021702177.1
OG0006668	XP_017789103.1	XP_021693528.1
OG0006669	XP_017788515.1	XP_021711268.1, XP_021711263.1, XP_021711259.1
OG0006670	XP_017799400.1	XP_001651908.2
OG0006671	XP_017799103.1	XP_021694700.1
OG0006672	XP_017797928.1	XP_001648305.2
OG0006673	XP_017793396.1	XP_001649363.2
OG0006674	XP_017796568.1	XP_001649614.2
OG0006675	XP_017794717.1	XP_021697515.1, XP_001649753.1
OG0006676	XP_017788952.1	XP_001650486.2
OG0006677	XP_017789746.1	XP_001650535.2
OG0006678	XP_017793801.1	XP_001650658.1
OG0006679	XP_017795313.1	XP_001650939.1
OG0006680	XP_017791995.1	XP_021711357.1, XP_021711356.1, XP_001651111.1
OG0006681	XP_017791708.1	XP_001651467.2
OG0006682	XP_017789641.1	XP_001651485.1
OG0006683	XP_017794114.1	XP_001651641.2
OG0006684	XP_017793505.1	XP_021695984.1, XP_001652310.1
OG0006685	XP_017795897.1	XP_001652628.1
OG0006686	XP_017795900.1	XP_021707041.1, XP_021707039.1, XP_021707038.1, XP_001653140.2
OG0006687	XP_017788794.1	XP_001653797.2
OG0006688	XP_017796127.1	XP_021701821.1, XP_021701820.1, XP_001654402.2
OG0006689	XP_017795744.1	XP_001654433.1
OG0006691	XP_017789725.1	XP_001655031.2, XP_001655032.2
OG0006692	XP_017796964.1	XP_001655345.2
OG0006693	XP_017792817.1	XP_001655525.2
OG0006694	XP_017789287.1	XP_001655639.2
OG0006695	XP_017797353.1	XP_001655962.2
OG0006696	XP_017792803.1	XP_001656638.2
OG0006697	XP_017788184.1	XP_001657371.1
OG0006698	XP_017797671.1	XP_001657531.1
OG0006699	XP_017798296.1	XP_001657892.1
OG0006700	XP_017795859.1	XP_001659279.2, XP_021702719.1, XP_021702718.1
OG0006701	XP_017798248.1	XP_021702715.1, XP_021702716.1, XP_021702713.1, XP_021702714.1, XP_001659282.2
OG0006702	XP_017795016.1	XP_001659401.2
OG0006703	XP_017794269.1	XP_001659696.2
OG0006704	XP_017799225.1	XP_001659808.1
OG0006705	XP_017796428.1	XP_001660790.2
OG0006706	XP_017789879.1	XP_001661378.2
OG0006707	XP_017795715.1	XP_001661397.1
OG0006708	XP_017790405.1	XP_001662978.1
OG0006709	XP_017798774.1, XP_017798773.1	XP_001662982.2
OG0006710	XP_017789457.1	XP_001663461.1
OG0006711	XP_017790770.1	XP_021693038.1
OG0006713	XP_017796484.1	XP_021693731.1
OG0006714	XP_017791862.1	XP_021693953.1
OG0006715	XP_017797318.1	XP_021695989.1
OG0006716	XP_017791978.1	XP_021696745.1
OG0006717	XP_017793517.1	XP_021696914.1
OG0006718	XP_017791499.1	XP_021697247.1
OG0006719	XP_017795720.1	XP_021697274.1
OG0006720	XP_017799150.1	XP_021697553.1
OG0006721	XP_017791338.1	XP_021697876.1, XP_021697877.1
OG0006722	XP_017788115.1	XP_021698307.1
OG0006723	XP_017799097.1	XP_021698606.1
