Orthogroup	Eufriesea_mexicana	Megalopta_genalis
OG0007404	XP_017756185.1	XP_033338897.1
OG0007405	XP_017752881.1	XP_033338514.1
OG0007406	XP_017766953.1	XP_033326513.1
OG0007407	XP_017756151.1	XP_033338649.1
OG0007408	XP_017756101.1	XP_033338653.1
OG0007409	XP_017764226.1	XP_033325106.1
OG0007410	XP_017762104.1	XP_033326305.1
OG0007411	XP_017762086.1	XP_033326301.1
OG0007412	XP_017752872.1	XP_033326339.1
OG0007413	XP_017753968.1	XP_033339471.1
OG0007414	XP_017754140.1	XP_033328738.1
OG0007415	XP_017756100.1	XP_033325093.1
OG0007416	XP_017766942.1	XP_033326785.1
OG0007417	XP_017762067.1	XP_033322313.1
OG0007418	XP_017755541.1	XP_033335597.1
OG0007419	XP_017758706.1	XP_033335491.1
OG0007420	XP_017753977.1	XP_033338158.1
OG0007421	XP_017757537.1	XP_033331315.1
OG0007422	XP_017756196.1	XP_033325087.1
OG0007423	XP_017762143.1	XP_033326303.1
OG0007424	XP_017756131.1	XP_033326343.1
OG0007425	XP_017762177.1	XP_033323044.1
OG0007426	XP_017761411.1	XP_033338663.1
OG0007427	XP_017752947.1	XP_033322343.1
OG0007428	XP_017762012.1	XP_033322401.1
OG0007429	XP_017756093.1	XP_033335298.1
OG0007430	XP_017752944.1	XP_033330034.1
OG0007431	XP_017752927.1	XP_033330095.1
OG0007432	XP_017761032.1	XP_033332532.1
OG0007433	XP_017756087.1	XP_033335504.1
OG0007434	XP_017764863.1	XP_033328837.1
OG0007435	XP_017764488.1	XP_033330150.1
OG0007436	XP_017766565.1	XP_033331209.1
OG0007438	XP_017752216.1	XP_033333572.1
OG0007439	XP_017766028.1	XP_033341147.1
OG0007440	XP_017766513.1	XP_033323437.1
OG0007441	XP_017766855.1	XP_033330223.1
OG0007442	XP_017766623.1	XP_033330291.1
OG0007443	XP_017766564.1	XP_033334326.1
OG0007444	XP_017766663.1	XP_033332035.1
OG0007445	XP_017763257.1	XP_033323022.1
OG0007446	XP_017759327.1	XP_033336315.1
OG0007448	XP_017760543.1	XP_033335796.1
OG0007449	XP_017765494.1	XP_033339621.1
OG0007450	XP_017761618.1	XP_033336186.1
OG0007451	XP_017757077.1	XP_033336058.1
OG0007452	XP_017755481.1	XP_033330947.1
OG0007453	XP_017759291.1	XP_033330810.1
OG0007454	XP_017759290.1	XP_033330813.1
OG0007455	XP_017752574.1	XP_033336221.1
OG0007456	XP_017759888.1	XP_033336291.1
OG0007457	XP_017767139.1	XP_033335671.1
OG0007458	XP_017757822.1	XP_033335699.1
OG0007459	XP_017756799.1	XP_033335982.1
OG0007460	XP_017761239.1	XP_033323921.1
OG0007461	XP_017760542.1	XP_033336015.1
OG0007462	XP_017767246.1	XP_033336424.1
OG0007463	XP_017755472.1	XP_033331625.1
OG0007464	XP_017761557.1	XP_033336099.1
OG0007465	XP_017759335.1	XP_033336067.1
OG0007466	XP_017752643.1	XP_033323889.1
OG0007467	XP_017762749.1	XP_033327347.1
OG0007468	XP_017754217.1	XP_033328747.1
OG0007469	XP_017755470.1	XP_033331597.1
OG0007470	XP_017759354.1	XP_033336653.1
OG0007471	XP_017760546.1	XP_033336150.1
OG0007472	XP_017763240.1	XP_033336599.1
OG0007473	XP_017760631.1	XP_033336249.1
OG0007474	XP_017755449.1	XP_033330856.1
OG0007475	XP_017757831.1	XP_033323939.1
OG0007476	XP_017759846.1	XP_033336554.1
OG0007477	XP_017762862.1	XP_033336263.1
OG0007478	XP_017757814.1	XP_033323935.1
OG0007479	XP_017759309.1	XP_033336378.1
OG0007480	XP_017764605.1	XP_033334523.1
OG0007481	XP_017767268.1	XP_033336120.1
OG0007482	XP_017761520.1	XP_033336521.1
OG0007483	XP_017753783.1	XP_033336582.1
OG0007484	XP_017752844.1	XP_033324820.1
OG0007485	XP_017752781.1	XP_033324869.1
OG0007486	XP_017765087.1	XP_033324847.1
OG0007487	XP_017753802.1	XP_033342441.1
OG0007488	XP_017759577.1	XP_033331119.1
OG0007491	XP_017752788.1	XP_033341669.1
OG0007492	XP_017752863.1	XP_033324586.1
OG0007493	XP_017753791.1	XP_033331279.1
OG0007494	XP_017753817.1	XP_033341958.1
OG0007495	XP_017753849.1	XP_033341410.1
OG0007496	XP_017753988.1	XP_033328945.1
OG0007497	XP_017765088.1	XP_033324724.1
OG0007498	XP_017763023.1	XP_033340958.1
OG0007499	XP_017762998.1	XP_033341681.1
OG0007500	XP_017760509.1	XP_033330753.1
OG0007501	XP_017759576.1	XP_033331106.1
OG0007502	XP_017762042.1	XP_033322287.1
OG0007503	XP_017752794.1	XP_033324768.1
OG0007504	XP_017765256.1	XP_033342856.1
OG0007505	XP_017752785.1	XP_033324647.1
OG0007506	XP_017765804.1	XP_033340559.1
OG0007507	XP_017758176.1	XP_033327659.1
OG0007508	XP_017752859.1	XP_033322259.1
OG0007509	XP_017761159.1	XP_033328998.1
OG0007510	XP_017753761.1	XP_033324637.1
OG0007511	XP_017753816.1	XP_033340084.1
OG0007512	XP_017760080.1	XP_033338499.1
OG0007513	XP_017759644.1	XP_033338498.1
OG0007514	XP_017754672.1	XP_033338723.1
OG0007515	XP_017754598.1	XP_033338866.1
OG0007516	XP_017762478.1	XP_033321914.1
OG0007517	XP_017760056.1	XP_033338879.1
OG0007518	XP_017763293.1	XP_033326284.1
OG0007519	XP_017753583.1	XP_033332474.1
OG0007520	XP_017760155.1	XP_033338687.1
OG0007521	XP_017760092.1	XP_033338912.1
OG0007522	XP_017765278.1	XP_033324428.1
OG0007524	XP_017764878.1	XP_033328339.1
OG0007525	XP_017766868.1	XP_033330051.1
OG0007526	XP_017764395.1	XP_033338837.1
OG0007527	XP_017764899.1	XP_033321444.1
OG0007528	XP_017764879.1	XP_033328288.1, XP_033328287.1
OG0007529	XP_017763289.1	XP_033335288.1
OG0007530	XP_017752767.1	XP_033324574.1
OG0007532	XP_017762471.1	XP_033322044.1
OG0007533	XP_017764467.1	XP_033338571.1
OG0007534	XP_017764446.1	XP_033338572.1
OG0007535	XP_017763332.1	XP_033338730.1
OG0007536	XP_017764477.1	XP_033338643.1
OG0007537	XP_017762756.1	XP_033323081.1
OG0007538	XP_017767192.1	XP_033335769.1
OG0007539	XP_017767135.1	XP_033335885.1
OG0007540	XP_017762752.1	XP_033333973.1
OG0007541	XP_017762584.1	XP_033326164.1
OG0007543	XP_017755514.1	XP_033325578.1
OG0007544	XP_017761960.1	XP_033322441.1
OG0007545	XP_017763847.1	XP_033331826.1, XP_033331827.1
OG0007546	XP_017764669.1	XP_033328887.1
OG0007547	XP_017764663.1	XP_033328588.1
OG0007548	XP_017754202.1	XP_033341311.1
OG0007549	XP_017754055.1	XP_033341315.1
OG0007550	XP_017754037.1	XP_033328915.1
OG0007551	XP_017764868.1	XP_033341292.1
OG0007552	XP_017764844.1	XP_033322939.1
OG0007553	XP_017764554.1	XP_033322914.1
OG0007554	XP_017760200.1	XP_033325284.1
OG0007555	XP_017755520.1	XP_033337844.1
OG0007556	XP_017763824.1	XP_033323601.1
OG0007557	XP_017762852.1	XP_033339530.1
OG0007558	XP_017753247.1	XP_033330652.1
OG0007559	XP_017753132.1	XP_033330823.1
OG0007560	XP_017766015.1	XP_033323021.1
OG0007561	XP_017760901.1	XP_033340993.1
OG0007562	XP_017763845.1	XP_033340204.1
OG0007563	XP_017761145.1	XP_033328635.1
OG0007564	XP_017759061.1	XP_033340788.1
OG0007566	XP_017761091.1	XP_033323054.1
OG0007567	XP_017758679.1	XP_033342117.1
OG0007569	XP_017753038.1	XP_033338215.1
OG0007570	XP_017765302.1	XP_033330669.1
OG0007571	XP_017753395.1	XP_033341892.1
OG0007572	XP_017763959.1	XP_033334426.1
OG0007573	XP_017754738.1	XP_033334266.1
OG0007574	XP_017762738.1	XP_033342067.1
OG0007575	XP_017756328.1	XP_033341762.1
OG0007576	XP_017753399.1	XP_033341987.1
OG0007577	XP_017759020.1	XP_033323098.1
OG0007578	XP_017759288.1	XP_033338308.1
OG0007579	XP_017767483.1	XP_033331634.1
OG0007580	XP_017766243.1	XP_033340596.1
OG0007581	XP_017760911.1	XP_033334548.1
OG0007582	XP_017760344.1	XP_033342447.1
OG0007583	XP_017760353.1	XP_033342687.1
OG0007584	XP_017761921.1	XP_033343014.1
OG0007585	XP_017761454.1	XP_033334785.1
OG0007586	XP_017752951.1	XP_033324939.1
OG0007587	XP_017764000.1	XP_033325114.1
OG0007588	XP_017766810.1	XP_033330247.1
OG0007589	XP_017766559.1	XP_033330235.1
OG0007590	XP_017766796.1	XP_033331980.1
OG0007591	XP_017766598.1	XP_033330190.1
OG0007592	XP_017766641.1	XP_033332017.1
OG0007593	XP_017766746.1	XP_033333522.1
OG0007594	XP_017765640.1	XP_033333488.1
OG0007595	XP_017766608.1	XP_033334844.1
OG0007596	XP_017766635.1	XP_033334163.1
OG0007597	XP_017767201.1	XP_033335811.1
OG0007598	XP_017767170.1	XP_033335809.1
OG0007599	XP_017760220.1	XP_033336143.1
OG0007600	XP_017760592.1	XP_033336248.1
OG0007601	XP_017759924.1	XP_033335786.1
OG0007602	XP_017761620.1	XP_033336216.1
OG0007603	XP_017767223.1	XP_033335742.1
OG0007605	XP_017758093.1	XP_033331015.1
OG0007606	XP_017763022.1	XP_033340974.1
OG0007607	XP_017752446.1	XP_033340380.1
OG0007608	XP_017752277.1	XP_033340736.1
OG0007609	XP_017752337.1	XP_033341661.1
OG0007610	XP_017766891.1	XP_033331384.1
OG0007611	XP_017752191.1	XP_033332505.1
OG0007612	XP_017766897.1	XP_033329997.1
OG0007613	XP_017763568.1	XP_033325283.1
OG0007614	XP_017754065.1	XP_033328744.1
OG0007615	XP_017763272.1	XP_033341425.1
OG0007616	XP_017753343.1	XP_033340333.1
OG0007617	XP_017753337.1	XP_033340330.1
OG0007618	XP_017762462.1	XP_033337815.1
OG0007619	XP_017766292.1	XP_033327940.1
OG0007621	XP_017753519.1	XP_033326149.1
OG0007622	XP_017758183.1	XP_033341903.1
OG0007623	XP_017766407.1	XP_033337495.1
OG0007624	XP_017765708.1	XP_033321576.1
OG0007625	XP_017754711.1	XP_033337962.1
OG0007626	XP_017762355.1	XP_033341718.1
OG0007627	XP_017766250.1	XP_033341710.1
OG0007628	XP_017766411.1	XP_033323124.1
OG0007629	XP_017762389.1	XP_033329885.1
OG0007630	XP_017760504.1	XP_033321735.1
OG0007631	XP_017764848.1	XP_033321982.1
OG0007632	XP_017767612.1	XP_033326580.1
OG0007633	XP_017756719.1	XP_033326497.1
OG0007634	XP_017765849.1	XP_033324145.1
OG0007635	XP_017759455.1	XP_033338366.1
OG0007636	XP_017757630.1	XP_033321143.1
OG0007637	XP_017757473.1	XP_033328132.1
OG0007638	XP_017757623.1	XP_033339263.1
OG0007639	XP_017759505.1	XP_033323127.1
OG0007640	XP_017755905.1	XP_033322639.1
OG0007641	XP_017764387.1	XP_033340362.1
OG0007642	XP_017766334.1	XP_033329751.1
OG0007643	XP_017757124.1	XP_033328864.1
OG0007644	XP_017760147.1	XP_033342376.1
OG0007645	XP_017755940.1	XP_033333235.1
OG0007646	XP_017755911.1	XP_033333228.1
OG0007647	XP_017753616.1	XP_033326454.1
OG0007648	XP_017765513.1	XP_033332388.1
OG0007649	XP_017765493.1	XP_033333745.1
OG0007650	XP_017765593.1	XP_033336349.1
OG0007651	XP_017755076.1	XP_033321160.1
OG0007652	XP_017764192.1	XP_033330335.1
OG0007653	XP_017756156.1	XP_033330078.1
OG0007654	XP_017753011.1	XP_033330136.1
OG0007655	XP_017759114.1	XP_033322515.1
OG0007656	XP_017754535.1	XP_033337509.1
OG0007657	XP_017760428.1	XP_033335064.1
OG0007658	XP_017761349.1	XP_033328475.1
OG0007659	XP_017754277.1	XP_033329456.1
OG0007660	XP_017759362.1	XP_033336640.1
OG0007661	XP_017761712.1	XP_033340634.1
OG0007662	XP_017754376.1	XP_033333001.1
OG0007663	XP_017767383.1	XP_033325427.1
OG0007664	XP_017765565.1	XP_033342514.1
OG0007665	XP_017753507.1	XP_033326128.1
OG0007666	XP_017761099.1	XP_033323481.1
OG0007667	XP_017765585.1	XP_033327133.1
OG0007668	XP_017761005.1	XP_033332425.1
OG0007669	XP_017760776.1	XP_033334740.1
OG0007670	XP_017764309.1	XP_033327278.1
OG0007671	XP_017762766.1	XP_033340936.1
OG0007672	XP_017761096.1	XP_033332359.1
OG0007673	XP_017760003.1	XP_033332149.1
OG0007674	XP_017752854.1	XP_033324823.1
OG0007675	XP_017764191.1	XP_033330362.1
OG0007676	XP_017761244.1	XP_033323948.1
OG0007677	XP_017766016.1	XP_033341136.1
OG0007678	XP_017765434.1	XP_033340146.1
OG0007679	XP_017753022.1	XP_033330197.1
OG0007680	XP_017766383.1	XP_033341957.1
OG0007681	XP_017761992.1	XP_033337865.1
OG0007682	XP_017760951.1	XP_033343067.1
OG0007683	XP_017762577.1	XP_033328683.1
OG0007684	XP_017759229.1	XP_033323364.1
OG0007685	XP_017758815.1	XP_033334359.1
OG0007686	XP_017758319.1	XP_033323781.1, XP_033323780.1
OG0007687	XP_017763193.1	XP_033335881.1
OG0007688	XP_017755382.1	XP_033327217.1
OG0007689	XP_017764846.1	XP_033341302.1
OG0007690	XP_017756966.1	XP_033331770.1
OG0007691	XP_017758842.1	XP_033334383.1
OG0007692	XP_017757617.1	XP_033324305.1
OG0007693	XP_017763660.1	XP_033337741.1
OG0007694	XP_017752380.1	XP_033323299.1
OG0007695	XP_017752329.1	XP_033323304.1
OG0007696	XP_017757002.1	XP_033326825.1
OG0007697	XP_017767616.1	XP_033339752.1
OG0007698	XP_017753562.1	XP_033322447.1
OG0007699	XP_017767487.1	XP_033325515.1
OG0007700	XP_017756803.1	XP_033325789.1
OG0007701	XP_017752543.1	XP_033337610.1
OG0007702	XP_017767489.1	XP_033325850.1
OG0007703	XP_017753930.1	XP_033329413.1
OG0007704	XP_017759473.1	XP_033322015.1
OG0007706	XP_017754273.1	XP_033334047.1
OG0007707	XP_017757693.1	XP_033341087.1
OG0007708	XP_017754614.1	XP_033338820.1
OG0007709	XP_017756302.1	XP_033341763.1
OG0007710	XP_017763724.1	XP_033333816.1
OG0007711	XP_017758264.1	XP_033333655.1
OG0007712	XP_017758955.1	XP_033330614.1
OG0007713	XP_017753890.1	XP_033342162.1
OG0007714	XP_017765317.1	XP_033330673.1
OG0007715	XP_017755295.1	XP_033328078.1
OG0007716	XP_017764142.1	XP_033329076.1
OG0007717	XP_017754825.1	XP_033334606.1
OG0007718	XP_017763625.1	XP_033337745.1
OG0007719	XP_017761249.1	XP_033340349.1
OG0007720	XP_017761357.1	XP_033328262.1
OG0007721	XP_017755675.1	XP_033321427.1
OG0007722	XP_017757965.1	XP_033337641.1
OG0007723	XP_017755795.1	XP_033333465.1
OG0007724	XP_017765535.1	XP_033339556.1
OG0007725	XP_017765264.1	XP_033322374.1
OG0007726	XP_017767211.1	XP_033336463.1
OG0007727	XP_017759500.1	XP_033327379.1
OG0007728	XP_017752350.1	XP_033323089.1
OG0007729	XP_017755399.1	XP_033321943.1
OG0007730	XP_017758518.1	XP_033340718.1
OG0007731	XP_017757357.1	XP_033331203.1
OG0007732	XP_017762995.1	XP_033341580.1
OG0007733	XP_017763030.1	XP_033327668.1
OG0007734	XP_017763748.1	XP_033332628.1
OG0007735	XP_017759580.1	XP_033325207.1
OG0007736	XP_017765213.1	XP_033322378.1
OG0007737	XP_017763895.1	XP_033328145.1
OG0007738	XP_017763883.1	XP_033334030.1
OG0007739	XP_017757747.1	XP_033326529.1
OG0007740	XP_017753458.1	XP_033328315.1
OG0007741	XP_017763528.1	XP_033329634.1
OG0007742	XP_017763468.1	XP_033329404.1
OG0007743	XP_017758559.1	XP_033336756.1
OG0007744	XP_017765314.1	XP_033330577.1
OG0007745	XP_017755278.1	XP_033324067.1
OG0007746	XP_017752275.1	XP_033329227.1
OG0007747	XP_017763995.1	XP_033327726.1
OG0007748	XP_017757403.1	XP_033327992.1
OG0007749	XP_017766578.1	XP_033339998.1
OG0007750	XP_017756677.1	XP_033333588.1
OG0007751	XP_017757120.1	XP_033334387.1
OG0007752	XP_017763908.1	XP_033323116.1
OG0007753	XP_017761184.1	XP_033340991.1
OG0007754	XP_017764112.1	XP_033325320.1
OG0007755	XP_017753511.1	XP_033326221.1
OG0007756	XP_017754320.1	XP_033329852.1
OG0007757	XP_017753759.1	XP_033320831.1
OG0007758	XP_017764137.1	XP_033320905.1
OG0007759	XP_017765532.1	XP_033331806.1
OG0007760	XP_017755204.1	XP_033340697.1
OG0007761	XP_017755002.1	XP_033332933.1
OG0007762	XP_017761716.1	XP_033329681.1
OG0007763	XP_017762298.1	XP_033342854.1
OG0007764	XP_017759322.1	XP_033330850.1
OG0007765	XP_017764559.1	XP_033337489.1
OG0007766	XP_017764568.1	XP_033337297.1
OG0007768	XP_017759084.1	XP_033328857.1
OG0007769	XP_017757661.1	XP_033326069.1
OG0007770	XP_017767597.1	XP_033326694.1
OG0007771	XP_017766555.1	XP_033332015.1
OG0007772	XP_017764350.1	XP_033325120.1
OG0007773	XP_017758907.1	XP_033338410.1
OG0007774	XP_017765006.1	XP_033339135.1
OG0007775	XP_017763621.1	XP_033337892.1
OG0007776	XP_017753176.1	XP_033329465.1
OG0007777	XP_017762880.1	XP_033335718.1
OG0007778	XP_017762869.1	XP_033335713.1
OG0007779	XP_017758485.1	XP_033341064.1
OG0007780	XP_017755106.1	XP_033342210.1
OG0007781	XP_017755163.1	XP_033341888.1
OG0007782	XP_017758502.1	XP_033331810.1
OG0007783	XP_017759046.1	XP_033326001.1
OG0007784	XP_017767418.1	XP_033325656.1
OG0007785	XP_017767397.1	XP_033325514.1
OG0007786	XP_017766256.1	XP_033325768.1
OG0007787	XP_017766245.1	XP_033325678.1
OG0007788	XP_017757849.1	XP_033326027.1
OG0007789	XP_017760727.1	XP_033334799.1
OG0007790	XP_017763433.1	XP_033334915.1
OG0007791	XP_017760350.1	XP_033342693.1
OG0007792	XP_017759827.1	XP_033340763.1
OG0007793	XP_017759836.1	XP_033328338.1
OG0007794	XP_017759029.1	XP_033334836.1
OG0007795	XP_017754811.1	XP_033335035.1
OG0007796	XP_017761913.1	XP_033342468.1
OG0007797	XP_017761908.1	XP_033342808.1
OG0007798	XP_017754893.1	XP_033334828.1
OG0007799	XP_017766971.1	XP_033342978.1
OG0007800	XP_017766975.1	XP_033342975.1
OG0007801	XP_017761455.1	XP_033342535.1
OG0007802	XP_017761450.1	XP_033342318.1
OG0007803	XP_017761471.1	XP_033342323.1
OG0007804	XP_017752950.1	XP_033324940.1
OG0007805	XP_017759282.1	XP_033323580.1
OG0007806	XP_017759261.1	XP_033323618.1
OG0007807	XP_017756496.1	XP_033330043.1
OG0007808	XP_017752877.1	XP_033330032.1
OG0007809	XP_017764639.1	XP_033339352.1
OG0007810	XP_017764635.1	XP_033339121.1
OG0007811	XP_017766668.1	XP_033330243.1
OG0007812	XP_017766570.1	XP_033332062.1
OG0007813	XP_017766576.1	XP_033332249.1
OG0007814	XP_017766673.1	XP_033333722.1
OG0007815	XP_017763212.1	XP_033324025.1
OG0007816	XP_017763219.1	XP_033323951.1
OG0007817	XP_017760560.1	XP_033336435.1
OG0007818	XP_017759306.1	XP_033330815.1
OG0007819	XP_017759387.1	XP_033336480.1
OG0007820	XP_017759320.1	XP_033335667.1
OG0007821	XP_017759328.1	XP_033336505.1
OG0007822	XP_017759905.1	XP_033336283.1
OG0007823	XP_017759920.1	XP_033335964.1
OG0007824	XP_017759886.1	XP_033336548.1
OG0007825	XP_017761540.1	XP_033336187.1
OG0007826	XP_017761602.1	XP_033336215.1
OG0007827	XP_017761536.1	XP_033335891.1
OG0007828	XP_017761615.1	XP_033336536.1
OG0007829	XP_017767288.1	XP_033335719.1
OG0007830	XP_017765065.1	XP_033324763.1
OG0007831	XP_017758108.1	XP_033331021.1
OG0007832	XP_017764960.1	XP_033341593.1
OG0007833	XP_017764255.1	XP_033340080.1
OG0007834	XP_017754043.1	XP_033328891.1
OG0007835	XP_017765999.1	XP_033341508.1
OG0007836	XP_017762454.1	XP_033325628.1
OG0007837	XP_017763835.1	XP_033338957.1
OG0007838	XP_017763704.1	XP_033323647.1, XP_033323648.1
OG0007839	XP_017757126.1	XP_033328510.1
OG0007841	XP_017765682.1	XP_033321529.1
OG0007842	XP_017765717.1	XP_033321528.1
OG0007843	XP_017758674.1	XP_033321527.1
OG0007845	XP_017758671.1	XP_033334139.1
OG0007846	XP_017754724.1	XP_033327805.1
OG0007847	XP_017754696.1	XP_033327813.1
OG0007848	XP_017763956.1	XP_033334422.1
OG0007849	XP_017767040.1	XP_033321909.1
OG0007850	XP_017767075.1	XP_033321683.1
OG0007851	XP_017766660.1	XP_033321672.1
OG0007852	XP_017764790.1	XP_033321979.1
OG0007853	XP_017760074.1	XP_033338064.1
OG0007854	XP_017757201.1	XP_033338086.1
OG0007855	XP_017757211.1	XP_033338108.1
OG0007856	XP_017757253.1	XP_033327092.1
OG0007857	XP_017754545.1	XP_033323529.1
OG0007858	XP_017765853.1	XP_033337077.1
OG0007859	XP_017765940.1	XP_033324149.1
OG0007860	XP_017765869.1	XP_033326611.1
OG0007861	XP_017758720.1	XP_033324346.1
OG0007862	XP_017758728.1	XP_033324353.1
OG0007863	XP_017752669.1	XP_033338358.1
OG0007864	XP_017767649.1	XP_033337162.1
OG0007865	XP_017767704.1	XP_033338335.1
OG0007866	XP_017757466.1	XP_033339224.1
OG0007867	XP_017755292.1	XP_033328218.1
OG0007868	XP_017759806.1	XP_033340751.1
OG0007869	XP_017759798.1	XP_033340745.1
OG0007870	XP_017764390.1	XP_033340377.1
OG0007871	XP_017762796.1	XP_033328442.1
OG0007872	XP_017766333.1	XP_033329750.1
OG0007873	XP_017757125.1	XP_033328866.1
OG0007874	XP_017755024.1	XP_033328728.1
OG0007875	XP_017752287.1	XP_033333192.1
OG0007876	XP_017762609.1	XP_033329358.1
OG0007877	XP_017755922.1	XP_033333230.1
OG0007878	XP_017762611.1	XP_033329545.1
OG0007879	XP_017756008.1	XP_033337655.1
OG0007880	XP_017753917.1	XP_033329341.1
OG0007881	XP_017763463.1	XP_033334046.1
OG0007882	XP_017762378.1	XP_033327271.1
OG0007883	XP_017762367.1	XP_033337480.1
OG0007884	XP_017765644.1	XP_033332382.1
OG0007885	XP_017765538.1	XP_033332387.1
OG0007886	XP_017765530.1	XP_033333744.1
OG0007887	XP_017765440.1	XP_033336106.1, XP_033336101.1
OG0007888	XP_017756871.1	XP_033327897.1
OG0007889	XP_017763251.1	XP_033332889.1
OG0007890	XP_017758844.1	XP_033323800.1
OG0007891	XP_017758781.1	XP_033332940.1
OG0007892	XP_017762227.1	XP_033323487.1
OG0007893	XP_017754922.1	XP_033337986.1
OG0007894	XP_017759027.1	XP_033334834.1
OG0007895	XP_017763837.1	XP_033342202.1
OG0007896	XP_017754240.1	XP_033320879.1
OG0007897	XP_017762123.1	XP_033338475.1
OG0007898	XP_017766098.1	XP_033326893.1
OG0007899	XP_017758816.1	XP_033323801.1
OG0007900	XP_017758800.1	XP_033323810.1
OG0007901	XP_017763284.1	XP_033326292.1
OG0007902	XP_017755735.1	XP_033333103.1
OG0007903	XP_017764084.1	XP_033333716.1
OG0007904	XP_017767186.1	XP_033336112.1
OG0007905	XP_017756893.1	XP_033325572.1
OG0007906	XP_017755855.1	XP_033327221.1
OG0007907	XP_017759861.1	XP_033336568.1
OG0007908	XP_017758594.1	XP_033336903.1
OG0007909	XP_017762154.1	XP_033326263.1
OG0007910	XP_017759227.1	XP_033338651.1
OG0007911	XP_017762099.1	XP_033339889.1
OG0007912	XP_017760848.1	XP_033334884.1
OG0007913	XP_017755207.1	XP_033330044.1
OG0007914	XP_017761010.1	XP_033332472.1
OG0007915	XP_017762110.1	XP_033326239.1
OG0007916	XP_017758441.1	XP_033339611.1
OG0007917	XP_017757072.1	XP_033330834.1
OG0007918	XP_017763144.1	XP_033333070.1
OG0007919	XP_017763149.1	XP_033333058.1
OG0007920	XP_017764969.1	XP_033324978.1
OG0007921	XP_017762794.1	XP_033340544.1
OG0007922	XP_017754002.1	XP_033341438.1
OG0007923	XP_017754024.1	XP_033341433.1
OG0007924	XP_017767374.1	XP_033331442.1
OG0007925	XP_017759818.1	XP_033339481.1
OG0007926	XP_017762180.1	XP_033326254.1
OG0007927	XP_017753818.1	XP_033324638.1
OG0007928	XP_017765567.1	XP_033342538.1
OG0007929	XP_017757463.1	XP_033328138.1
OG0007930	XP_017758990.1	XP_033334510.1
OG0007931	XP_017761245.1	XP_033323923.1
OG0007932	XP_017766945.1	XP_033326798.1
