Orthogroup	Eufriesea_mexicana	Osmia_lignaria
OG0008128	XP_017753823.1	XP_034180335.1
OG0008129	XP_017766386.1	XP_034196540.1
OG0008130	XP_017757602.1	XP_034177575.1
OG0008131	XP_017764965.1	XP_034179829.1
OG0008132	XP_017754134.1	XP_034172770.1
OG0008133	XP_017756420.1	XP_034171729.1
OG0008134	XP_017759732.1	XP_034196692.1
OG0008135	XP_017767369.1	XP_034174856.1
OG0008136	XP_017761261.1	XP_034185546.1
OG0008137	XP_017752949.1	XP_034179088.1
OG0008138	XP_017760016.1	XP_034194971.1
OG0008139	XP_017755074.1	XP_034181359.1
OG0008140	XP_017764143.1	XP_034195572.1
OG0008141	XP_017767596.1	XP_034187571.1
OG0008142	XP_017764556.1	XP_034190193.1
OG0008143	XP_017760297.1	XP_034181658.1
OG0008144	XP_017762700.1	XP_034184080.1
OG0008145	XP_017761369.1	XP_034192700.1
OG0008146	XP_017757190.1	XP_034194580.1
OG0008147	XP_017753213.1	XP_034187393.1
OG0008148	XP_017757321.1	XP_034194394.1
OG0008149	XP_017756337.1	XP_034188719.1
OG0008150	XP_017762692.1	XP_034170962.1
OG0008151	XP_017765435.1	XP_034172656.1
OG0008152	XP_017764097.1	XP_034183179.1
OG0008153	XP_017754605.1	XP_034186719.1
OG0008154	XP_017760418.1	XP_034182269.1
OG0008155	XP_017764779.1	XP_034182310.1
OG0008156	XP_017758601.1	XP_034173887.1
OG0008157	XP_017757930.1	XP_034180112.1
OG0008158	XP_017759758.1	XP_034191397.1
OG0008159	XP_017756238.1	XP_034178942.1
OG0008160	XP_017757445.1	XP_034176867.1
OG0008161	XP_017759514.1	XP_034190492.1
OG0008162	XP_017755099.1	XP_034181749.1
OG0008163	XP_017759995.1	XP_034192318.1
OG0008164	XP_017754078.1	XP_034173411.1
OG0008165	XP_017763999.1	XP_034195408.1
OG0008166	XP_017766162.1	XP_034194907.1
OG0008167	XP_017761018.1	XP_034187183.1
OG0008168	XP_017753059.1	XP_034173432.1
OG0008169	XP_017754278.1	XP_034181894.1
OG0008170	XP_017752681.1	XP_034188101.1
OG0008171	XP_017761266.1	XP_034188815.1
OG0008172	XP_017760760.1	XP_034193139.1
OG0008173	XP_017766076.1	XP_034172936.1
OG0008174	XP_017766474.1	XP_034170904.1
OG0008175	XP_017762878.1	XP_034180484.1
OG0008176	XP_017762126.1	XP_034191243.1
OG0008177	XP_017767749.1	XP_034180196.1
OG0008178	XP_017756083.1	XP_034188650.1
OG0008179	XP_017754300.1	XP_034181486.1
OG0008180	XP_017758673.1	XP_034171754.1
OG0008181	XP_017767008.1	XP_034191879.1
OG0008182	XP_017756423.1	XP_034183885.1
OG0008183	XP_017759508.1	XP_034185584.1
OG0008184	XP_017759074.1	XP_034172346.1
OG0008185	XP_017763351.1	XP_034181191.1
OG0008186	XP_017767692.1	XP_034177505.1
OG0008187	XP_017766139.1	XP_034194927.1
OG0008188	XP_017763678.1	XP_034174003.1
OG0008189	XP_017764512.1	XP_034181036.1
OG0008190	XP_017753053.1	XP_034172356.1
OG0008191	XP_017752622.1	XP_034189296.1
OG0008192	XP_017753431.1	XP_034186611.1
OG0008193	XP_017761709.1	XP_034195741.1
OG0008194	XP_017757963.1	XP_034191909.1
OG0008195	XP_017759737.1	XP_034191376.1
OG0008196	XP_017757935.1	XP_034180055.1
OG0008197	XP_017765324.1	XP_034194523.1
OG0008198	XP_017753054.1	XP_034172349.1
OG0008199	XP_017765721.1	XP_034170850.1
OG0008200	XP_017767703.1	XP_034177020.1
OG0008201	XP_017754209.1	XP_034193457.1
OG0008202	XP_017752753.1	XP_034181106.1
OG0008203	XP_017760413.1	XP_034175430.1
OG0008204	XP_017759981.1	XP_034190917.1
OG0008205	XP_017767461.1	XP_034185874.1
OG0008206	XP_017763004.1	XP_034193566.1
OG0008207	XP_017755638.1	XP_034177776.1
OG0008208	XP_017758839.1	XP_034183920.1
OG0008209	XP_017761257.1	XP_034185545.1
OG0008210	XP_017756331.1	XP_034189085.1
OG0008211	XP_017763875.1	XP_034172593.1
OG0008212	XP_017756480.1	XP_034189692.1
OG0008213	XP_017758473.1	XP_034186310.1
OG0008214	XP_017765978.1	XP_034172645.1
OG0008215	XP_017762376.1	XP_034182748.1
OG0008216	XP_017753143.1	XP_034175720.1
OG0008217	XP_017752670.1	XP_034188078.1
OG0008218	XP_017756659.1	XP_034191561.1
OG0008219	XP_017758584.1	XP_034187242.1
OG0008220	XP_017763057.1	XP_034192521.1
OG0008221	XP_017755396.1	XP_034188462.1
OG0008222	XP_017765977.1	XP_034172578.1
OG0008223	XP_017755089.1	XP_034181546.1
OG0008224	XP_017764573.1	XP_034173831.1
OG0008225	XP_017756453.1	XP_034189963.1
OG0008226	XP_017761124.1	XP_034177519.1
OG0008227	XP_017754459.1	XP_034196683.1
OG0008228	XP_017760496.1	XP_034195114.1
OG0008229	XP_017752789.1	XP_034193995.1
OG0008230	XP_017754513.1	XP_034196688.1
OG0008231	XP_017760790.1	XP_034193165.1
OG0008232	XP_017758577.1	XP_034174755.1
OG0008233	XP_017759509.1	XP_034190393.1
OG0008234	XP_017758025.1	XP_034183863.1
OG0008235	XP_017767362.1	XP_034183487.1
OG0008236	XP_017754660.1	XP_034186721.1
OG0008237	XP_017765828.1	XP_034174863.1
OG0008238	XP_017765187.1	XP_034185526.1
OG0008239	XP_017758266.1	XP_034184081.1
OG0008240	XP_017753350.1	XP_034175286.1
OG0008241	XP_017752790.1	XP_034179430.1
OG0008242	XP_017763757.1	XP_034189498.1
OG0008243	XP_017757754.1	XP_034183853.1
OG0008244	XP_017759040.1	XP_034173483.1
OG0008245	XP_017753722.1	XP_034172276.1
OG0008246	XP_017762588.1	XP_034172079.1
OG0008247	XP_017760700.1	XP_034193451.1
OG0008248	XP_017755644.1	XP_034177601.1
OG0008249	XP_017757823.1	XP_034180407.1
OG0008250	XP_017753222.1	XP_034173022.1
OG0008251	XP_017759872.1	XP_034180168.1
OG0008252	XP_017752424.1	XP_034188295.1
OG0008253	XP_017754940.1	XP_034185416.1
OG0008254	XP_017753750.1	XP_034179911.1
OG0008255	XP_017760082.1	XP_034187483.1
OG0008256	XP_017757290.1	XP_034194384.1
OG0008257	XP_017752805.1	XP_034178842.1
OG0008258	XP_017755776.1	XP_034184406.1
OG0008259	XP_017758670.1	XP_034172046.1
OG0008260	XP_017755971.1	XP_034170868.1
OG0008261	XP_017760091.1	XP_034185847.1
OG0008262	XP_017756329.1	XP_034171286.1
OG0008263	XP_017766619.1	XP_034178314.1
OG0008264	XP_017755554.1	XP_034182668.1
OG0008265	XP_017761639.1	XP_034190565.1
OG0008266	XP_017765147.1	XP_034181215.1, XP_034181206.1
OG0008267	XP_017752515.1	XP_034185249.1
OG0008268	XP_017760012.1	XP_034192234.1
OG0008269	XP_017764468.1	XP_034189386.1
OG0008270	XP_017760014.1	XP_034192235.1
OG0008271	XP_017764671.1	XP_034172370.1
OG0008272	XP_017753997.1	XP_034172122.1
OG0008273	XP_017764900.1	XP_034188082.1
OG0008274	XP_017764792.1	XP_034175355.1
OG0008275	XP_017764389.1	XP_034176179.1
OG0008276	XP_017754053.1	XP_034172950.1
OG0008277	XP_017759133.1	XP_034184998.1
OG0008278	XP_017762795.1	XP_034196019.1
OG0008279	XP_017767020.1	XP_034182180.1
OG0008280	XP_017755588.1	XP_034182070.1
OG0008281	XP_017758279.1	XP_034185375.1
OG0008282	XP_017755656.1	XP_034192872.1
OG0008283	XP_017756155.1	XP_034183032.1
OG0008284	XP_017756108.1	XP_034186429.1
OG0008285	XP_017765744.1	XP_034188972.1
OG0008286	XP_017756339.1	XP_034171089.1
OG0008287	XP_017766586.1	XP_034178149.1
OG0008288	XP_017759495.1	XP_034180942.1
OG0008290	XP_017755799.1	XP_034184410.1
OG0008291	XP_017757309.1	XP_034194335.1
OG0008292	XP_017765800.1	XP_034184811.1
OG0008293	XP_017753751.1	XP_034193709.1
OG0008294	XP_017763482.1	XP_034192499.1
OG0008295	XP_017761458.1	XP_034176690.1
OG0008296	XP_017761352.1	XP_034176886.1
OG0008297	XP_017759518.1	XP_034181746.1
OG0008298	XP_017765432.1	XP_034172524.1
OG0008299	XP_017760075.1	XP_034187482.1
OG0008300	XP_017757542.1	XP_034177632.1
OG0008301	XP_017762134.1	XP_034191250.1
OG0008302	XP_017760474.1	XP_034189045.1
OG0008303	XP_017763307.1	XP_034187085.1
OG0008304	XP_017760086.1	XP_034187744.1
OG0008305	XP_017753032.1	XP_034176180.1
OG0008306	XP_017765467.1	XP_034188826.1
OG0008307	XP_017765436.1	XP_034173648.1
OG0008308	XP_017753228.1	XP_034179148.1
OG0008309	XP_017757471.1	XP_034177287.1
OG0008310	XP_017758182.1	XP_034183825.1
OG0008311	XP_017755716.1	XP_034184495.1
OG0008312	XP_017760621.1	XP_034191773.1
OG0008313	XP_017757160.1	XP_034174811.1
OG0008314	XP_017756258.1	XP_034185261.1, XP_034185263.1
OG0008315	XP_017765315.1	XP_034182728.1
OG0008316	XP_017753564.1	XP_034187066.1
OG0008317	XP_017758845.1	XP_034174243.1
OG0008318	XP_017763494.1	XP_034192352.1
OG0008319	XP_017760620.1	XP_034191752.1
OG0008320	XP_017763292.1	XP_034191116.1
OG0008321	XP_017767414.1	XP_034189855.1
OG0008322	XP_017766986.1	XP_034176065.1
OG0008323	XP_017765269.1	XP_034179318.1
OG0008324	XP_017764441.1	XP_034186788.1
OG0008325	XP_017759875.1	XP_034192123.1
OG0008326	XP_017764086.1	XP_034178709.1
OG0008327	XP_017764186.1	XP_034184815.1
OG0008328	XP_017764080.1	XP_034177343.1
OG0008329	XP_017766236.1	XP_034189670.1
OG0008330	XP_017764311.1	XP_034185357.1
OG0008331	XP_017760823.1	XP_034175475.1
OG0008332	XP_017755431.1	XP_034188500.1
OG0008333	XP_017757621.1	XP_034177151.1
OG0008334	XP_017755808.1	XP_034184463.1
OG0008335	XP_017764421.1	XP_034186737.1
OG0008336	XP_017762145.1	XP_034191236.1
OG0008337	XP_017760761.1	XP_034175467.1
OG0008338	XP_017752758.1	XP_034181075.1
OG0008339	XP_017759941.1	XP_034192036.1
OG0008340	XP_017756352.1	XP_034188760.1
OG0008341	XP_017762489.1	XP_034186568.1
OG0008342	XP_017754813.1	XP_034176493.1
OG0008343	XP_017756091.1	XP_034174456.1
OG0008344	XP_017764236.1	XP_034189300.1
OG0008345	XP_017759878.1	XP_034192049.1
OG0008346	XP_017766318.1	XP_034174363.1
OG0008347	XP_017767177.1	XP_034180099.1
OG0008348	XP_017757295.1	XP_034194510.1
OG0008349	XP_017761467.1	XP_034175825.1
OG0008350	XP_017763483.1	XP_034188152.1
OG0008351	XP_017755637.1	XP_034192653.1
OG0008352	XP_017761944.1	XP_034176288.1
OG0008353	XP_017756705.1	XP_034191135.1
OG0008354	XP_017763177.1	XP_034180665.1
OG0008355	XP_017753745.1	XP_034193850.1
OG0008356	XP_017762893.1	XP_034180475.1
OG0008357	XP_017753767.1	XP_034193847.1
OG0008358	XP_017759622.1	XP_034183068.1
OG0008359	XP_017752867.1	XP_034186490.1
OG0008360	XP_017753672.1	XP_034176997.1
OG0008361	XP_017758695.1	XP_034186974.1
OG0008362	XP_017755177.1	XP_034174372.1
OG0008363	XP_017754424.1	XP_034178955.1
OG0008364	XP_017762108.1	XP_034190961.1
OG0008365	XP_017755970.1	XP_034171457.1
OG0008366	XP_017762142.1	XP_034191048.1
OG0008367	XP_017758078.1	XP_034193647.1
OG0008368	XP_017755097.1	XP_034181548.1
OG0008369	XP_017758032.1	XP_034179225.1
OG0008370	XP_017754828.1	XP_034193433.1
OG0008371	XP_017756557.1	XP_034173670.1
OG0008372	XP_017758186.1	XP_034178899.1
OG0008373	XP_017758097.1	XP_034178880.1
OG0008374	XP_017761840.1	XP_034179737.1
OG0008375	XP_017760094.1	XP_034174709.1
OG0008376	XP_017753104.1, XP_017765622.1	XP_034187327.1
OG0008377	XP_017756720.1	XP_034174282.1
OG0008378	XP_017753794.1	XP_034179900.1
OG0008379	XP_017757304.1	XP_034194455.1
OG0008380	XP_017753223.1	XP_034176562.1
OG0008381	XP_017764088.1	XP_034178781.1
OG0008382	XP_017759557.1	XP_034188252.1
OG0008383	XP_017757146.1	XP_034187518.1
OG0008384	XP_017761343.1	XP_034177358.1
OG0008385	XP_017763743.1	XP_034175616.1
OG0008386	XP_017765646.1	XP_034184261.1
OG0008387	XP_017758847.1	XP_034174180.1, XP_034174191.1
OG0008388	XP_017767438.1	XP_034186088.1
OG0008389	XP_017766174.1	XP_034186250.1
OG0008390	XP_017760045.1	XP_034186160.1
OG0008391	XP_017766979.1	XP_034176056.1, XP_034176057.1
OG0008393	XP_017752771.1	XP_034186471.1
OG0008394	XP_017754768.1	XP_034184993.1
OG0008395	XP_017753847.1	XP_034180751.1
OG0008396	XP_017761195.1	XP_034179595.1
OG0008397	XP_017766298.1	XP_034183439.1
OG0008399	XP_017760133.1, XP_017760134.1	XP_034187745.1
OG0008400	XP_017757411.1	XP_034177682.1
OG0008401	XP_017762395.1	XP_034175851.1, XP_034175850.1, XP_034175853.1, XP_034175852.1
OG0008402	XP_017763788.1, XP_017763736.1	XP_034189567.1
OG0008405	XP_017767381.1	XP_034185699.1
OG0008406	XP_017764163.1	XP_034185983.1
OG0008407	XP_017762855.1	XP_034175243.1
OG0008408	XP_017763388.1	XP_034175416.1
OG0008409	XP_017762170.1	XP_034186883.1
OG0008410	XP_017759489.1	XP_034182021.1, XP_034194736.1
OG0008411	XP_017767386.1	XP_034183473.1
OG0008412	XP_017767045.1	XP_034188282.1
OG0008413	XP_017754077.1	XP_034173426.1
OG0008414	XP_017753045.1	XP_034174594.1
OG0008417	XP_017752239.1, XP_017752240.1	XP_034178187.1
OG0008418	XP_017757048.1	XP_034170827.1, XP_034170826.1
OG0008419	XP_017756781.1	XP_034188435.1
OG0008420	XP_017766466.1	XP_034196559.1
OG0008421	XP_017755891.1	XP_034195340.1
OG0008428	XP_017757887.1	XP_034175783.1, XP_034178409.1
OG0008433	XP_017762511.1	XP_034186846.1
OG0008434	XP_017765414.1	XP_034173651.1
OG0008435	XP_017765882.1	XP_034174107.1
OG0008438	XP_017766114.1	XP_034194746.1
OG0008439	XP_017765888.1	XP_034174064.1
OG0008440	XP_017765864.1	XP_034173904.1
OG0008442	XP_017758947.1	XP_034188747.1
OG0008443	XP_017753990.1	XP_034173112.1
OG0008445	XP_017756758.1	XP_034181170.1
OG0008446	XP_017756836.1	XP_034179980.1
OG0008447	XP_017759975.1	XP_034187376.1
OG0008448	XP_017754780.1	XP_034174961.1
OG0008449	XP_017766670.1	XP_034178642.1
OG0008451	XP_017763575.1	XP_034172402.1
OG0008452	XP_017753506.1	XP_034172301.1
OG0008454	XP_017762533.1	XP_034171732.1
OG0008455	XP_017767348.1	XP_034174465.1
OG0008456	XP_017753108.1	XP_034181229.1
OG0008457	XP_017763562.1	XP_034172398.1
OG0008459	XP_017765982.1	XP_034172602.1
OG0008460	XP_017763105.1	XP_034175717.1
OG0008461	XP_017766095.1	XP_034194748.1
OG0008463	XP_017756152.1	XP_034183041.1
OG0008464	XP_017754563.1	XP_034174131.1
OG0008466	XP_017755345.1	XP_034187201.1
OG0008467	XP_017760248.1	XP_034183418.1
OG0008468	XP_017762531.1	XP_034196461.1
OG0008469	XP_017758000.1	XP_034188280.1
OG0008470	XP_017754423.1	XP_034178954.1
OG0008471	XP_017755958.1	XP_034176741.1
OG0008472	XP_017763248.1	XP_034193436.1
OG0008473	XP_017754196.1	XP_034172150.1
OG0008475	XP_017766440.1	XP_034194726.1
OG0008476	XP_017764201.1	XP_034183181.1
OG0008477	XP_017759566.1	XP_034188216.1
OG0008478	XP_017756357.1	XP_034171291.1
OG0008479	XP_017762562.1	XP_034173601.1
OG0008480	XP_017764544.1	XP_034175259.1
OG0008481	XP_017758195.1	XP_034191136.1
OG0008482	XP_017766426.1	XP_034171492.1
OG0008483	XP_017760095.1	XP_034187435.1
OG0008484	XP_017761171.1	XP_034173130.1
OG0008485	XP_017765035.1	XP_034193550.1
OG0008486	XP_017762914.1	XP_034187770.1
OG0008487	XP_017754692.1	XP_034171962.1
OG0008488	XP_017762392.1	XP_034193416.1
OG0008489	XP_017754732.1	XP_034171706.1
OG0008490	XP_017760389.1	XP_034182297.1
OG0008492	XP_017756827.1	XP_034180229.1
OG0008493	XP_017758851.1	XP_034184211.1
OG0008494	XP_017760708.1	XP_034176113.1
OG0008495	XP_017764611.1	XP_034187348.1
OG0008496	XP_017760468.1	XP_034171124.1
OG0008500	XP_017759754.1	XP_034171008.1
OG0008501	XP_017758573.1	XP_034187818.1
OG0008502	XP_017760118.1	XP_034187476.1
OG0008503	XP_017760508.1	XP_034178862.1
OG0008508	XP_017760277.1	XP_034192531.1
OG0008509	XP_017766535.1	XP_034178364.1
OG0008512	XP_017760526.1	XP_034182291.1
OG0008513	XP_017766815.1	XP_034177976.1, XP_034177977.1
OG0008514	XP_017766657.1	XP_034178712.1
OG0008515	XP_017763053.1	XP_034181134.1
OG0008516	XP_017763051.1	XP_034181133.1
OG0008517	XP_017766620.1	XP_034178834.1
OG0008518	XP_017754719.1	XP_034171132.1
OG0008520	XP_017755707.1	XP_034184447.1
OG0008523	XP_017756182.1	XP_034183044.1
OG0008524	XP_017766130.1	XP_034195476.1
OG0008525	XP_017760503.1	XP_034179230.1
OG0008526	XP_017766188.1	XP_034182509.1
OG0008527	XP_017754701.1	XP_034196554.1
OG0008528	XP_017759785.1	XP_034170986.1
OG0008530	XP_017755229.1	XP_034177442.1
OG0008531	XP_017757480.1	XP_034192812.1
OG0008532	XP_017757424.1	XP_034192763.1
OG0008534	XP_017756294.1	XP_034189412.1
OG0008535	XP_017766353.1	XP_034171152.1
OG0008536	XP_017762253.1	XP_034176283.1
OG0008537	XP_017761705.1	XP_034194763.1
OG0008538	XP_017753679.1	XP_034195658.1
OG0008540	XP_017753715.1	XP_034172277.1
OG0008541	XP_017761893.1	XP_034196367.1
OG0008542	XP_017761121.1	XP_034179019.1
OG0008543	XP_017764460.1	XP_034187030.1
OG0008544	XP_017763145.1	XP_034193157.1
OG0008545	XP_017764435.1	XP_034186793.1, XP_034186791.1
OG0008546	XP_017754666.1	XP_034186904.1
OG0008547	XP_017761102.1	XP_034174312.1
OG0008548	XP_017752455.1	XP_034195536.1
OG0008549	XP_017752978.1	XP_034181511.1
OG0008551	XP_017763540.1	XP_034188153.1
OG0008552	XP_017755150.1	XP_034189061.1
OG0008553	XP_017753246.1	XP_034180866.1
OG0008557	XP_017766551.1	XP_034178491.1
OG0008558	XP_017764200.1	XP_034185050.1
OG0008559	XP_017758999.1	XP_034184890.1
OG0008560	XP_017756001.1	XP_034184725.1
OG0008561	XP_017752405.1	XP_034188642.1
OG0008562	XP_017763354.1	XP_034181618.1
OG0008564	XP_017766009.1	XP_034177604.1
OG0008565	XP_017766677.1	XP_034178130.1
OG0008566	XP_017766745.1	XP_034178636.1
OG0008567	XP_017756598.1	XP_034185810.1
OG0008568	XP_017767158.1	XP_034174858.1
OG0008569	XP_017765836.1	XP_034173930.1
OG0008570	XP_017765854.1	XP_034173798.1
OG0008571	XP_017765880.1	XP_034174193.1
OG0008572	XP_017752858.1	XP_034193994.1
OG0008573	XP_017752777.1	XP_034179486.1
OG0008574	XP_017752774.1	XP_034179969.1
OG0008575	XP_017754422.1	XP_034178949.1
OG0008576	XP_017755747.1	XP_034184153.1
OG0008577	XP_017767081.1	XP_034188207.1
OG0008578	XP_017767767.1	XP_034178963.1
OG0008579	XP_017764956.1	XP_034179459.1
OG0008580	XP_017764980.1	XP_034179483.1
OG0008581	XP_017764982.1	XP_034179282.1
OG0008582	XP_017764997.1	XP_034179401.1
OG0008583	XP_017758278.1	XP_034195375.1
OG0008584	XP_017753569.1	XP_034183086.1
OG0008585	XP_017756828.1	XP_034180005.1
OG0008586	XP_017764281.1	XP_034195655.1
OG0008587	XP_017758708.1	XP_034192945.1
OG0008588	XP_017758576.1	XP_034183852.1
OG0008589	XP_017752765.1	XP_034187141.1
OG0008590	XP_017763747.1	XP_034194295.1
OG0008591	XP_017752483.1	XP_034185257.1
OG0008592	XP_017752485.1	XP_034184893.1
OG0008594	XP_017759968.1	XP_034187667.1
OG0008595	XP_017756743.1	XP_034187355.1
OG0008596	XP_017765760.1	XP_034173809.1
OG0008599	XP_017759353.1	XP_034191502.1
OG0008600	XP_017759325.1	XP_034180903.1
OG0008601	XP_017766884.1	XP_034194165.1
OG0008602	XP_017756693.1	XP_034186345.1
OG0008603	XP_017766869.1	XP_034190793.1
OG0008604	XP_017754435.1	XP_034189850.1
OG0008605	XP_017758174.1	XP_034178877.1
OG0008608	XP_017757669.1	XP_034178964.1
OG0008609	XP_017757676.1	XP_034178972.1
OG0008610	XP_017752701.1	XP_034194017.1
OG0008611	XP_017759477.1	XP_034179162.1
OG0008612	XP_017756559.1	XP_034171864.1
OG0008615	XP_017764486.1	XP_034176082.1
OG0008616	XP_017767691.1	XP_034177498.1
OG0008617	XP_017767427.1	XP_034190132.1
OG0008618	XP_017754932.1	XP_034185282.1
OG0008619	XP_017754951.1	XP_034190329.1
OG0008620	XP_017762980.1	XP_034196620.1
OG0008621	XP_017762971.1	XP_034196603.1
OG0008623	XP_017767675.1	XP_034176810.1
OG0008624	XP_017757505.1	XP_034176901.1
OG0008625	XP_017756867.1	XP_034191065.1
OG0008626	XP_017756834.1	XP_034194537.1
OG0008627	XP_017767548.1	XP_034185881.1
OG0008628	XP_017767404.1	XP_034189661.1
OG0008629	XP_017767323.1	XP_034189771.1
OG0008630	XP_017767259.1	XP_034180001.1
OG0008631	XP_017767224.1	XP_034180870.1
OG0008632	XP_017759788.1	XP_034171750.1
OG0008633	XP_017759772.1	XP_034170997.1
OG0008634	XP_017759739.1	XP_034171069.1
OG0008636	XP_017757057.1	XP_034170964.1
OG0008637	XP_017765408.1	XP_034189446.1
OG0008638	XP_017758478.1	XP_034186312.1
OG0008639	XP_017761437.1	XP_034176416.1
OG0008640	XP_017760693.1	XP_034193455.1
OG0008641	XP_017755874.1	XP_034185321.1
OG0008642	XP_017762816.1	XP_034190726.1
OG0008643	XP_017756274.1	XP_034173712.1
OG0008644	XP_017752952.1	XP_034180280.1
OG0008645	XP_017758829.1	XP_034173489.1
OG0008646	XP_017764070.1	XP_034178589.1
OG0008647	XP_017765700.1	XP_034170942.1
OG0008649	XP_017765150.1	XP_034172526.1
OG0008650	XP_017765128.1	XP_034195386.1
OG0008651	XP_017753073.1	XP_034182119.1
OG0008652	XP_017766365.1	XP_034171632.1
OG0008653	XP_017766427.1	XP_034171466.1
OG0008654	XP_017766340.1	XP_034171899.1
OG0008655	XP_017762537.1	XP_034171686.1
OG0008656	XP_017762527.1	XP_034171598.1
OG0008657	XP_017756452.1	XP_034189975.1
OG0008658	XP_017756431.1	XP_034189858.1
OG0008659	XP_017760088.1	XP_034187746.1
OG0008660	XP_017758699.1	XP_034183058.1
OG0008661	XP_017762115.1	XP_034191346.1
OG0008662	XP_017762167.1	XP_034191296.1
OG0008663	XP_017760439.1	XP_034189013.1
OG0008664	XP_017761583.1	XP_034182044.1
OG0008665	XP_017753476.1	XP_034181435.1
OG0008666	XP_017754221.1	XP_034193087.1
OG0008667	XP_017759060.1	XP_034172885.1
OG0008669	XP_017761727.1	XP_034196408.1
OG0008671	XP_017761079.1	XP_034195938.1, XP_034195939.1
OG0008672	XP_017764291.1	XP_034172610.1
OG0008673	XP_017766026.1	XP_034172149.1
OG0008674	XP_017753714.1	XP_034172275.1
OG0008675	XP_017764259.1	XP_034172682.1
OG0008677	XP_017762579.1	XP_034173586.1
OG0008678	XP_017760202.1	XP_034195688.1
OG0008679	XP_017761891.1	XP_034196372.1
OG0008680	XP_017761123.1	XP_034179143.1
OG0008681	XP_017763511.1	XP_034187461.1
OG0008682	XP_017755582.1	XP_034177799.1
OG0008684	XP_017762539.1	XP_034171688.1
OG0008685	XP_017753072.1	XP_034182130.1
OG0008686	XP_017753080.1	XP_034188321.1
OG0008688	XP_017765831.1	XP_034187485.1, XP_034187484.1
OG0008689	XP_017767270.1	XP_034174441.1
OG0008690	XP_017767537.1	XP_034174373.1
OG0008691	XP_017757196.1, XP_017757195.1	XP_034187507.1
OG0008692	XP_017757200.1	XP_034187520.1
OG0008693	XP_017754555.1	XP_034173751.1
OG0008694	XP_017754594.1	XP_034174136.1
OG0008695	XP_017756682.1	XP_034180518.1
OG0008696	XP_017757426.1	XP_034193017.1
OG0008697	XP_017759454.1	XP_034176904.1
OG0008698	XP_017762778.1	XP_034196048.1
OG0008699	XP_017767656.1	XP_034176731.1
