Orthogroup	Eufriesea_mexicana	Bombus_terrestris
OG0006780	XP_017767283.1	XP_003394976.1
OG0006781	XP_017757206.1	XP_020718332.1
OG0006782	XP_017757168.1	XP_012163368.1
OG0006783	XP_017765976.1	XP_003392884.1
OG0006784	XP_017757178.1	XP_003395244.1
OG0006785	XP_017752667.1	XP_012163075.1
OG0006786	XP_017758552.1	XP_012163591.1
OG0006787	XP_017754580.1	XP_003395201.1
OG0006788	XP_017755968.1	XP_020723344.1
OG0006789	XP_017760087.1	XP_020718385.1
OG0006790	XP_017767256.1	XP_003394961.1
OG0006791	XP_017767171.1	XP_003394963.1
OG0006792	XP_017758572.1	XP_003395129.1
OG0006793	XP_017767579.1	XP_012176730.2
OG0006794	XP_017762673.1	XP_020718402.1
OG0006795	XP_017754561.1	XP_012163661.1
OG0006796	XP_017765827.1	XP_020718457.1
OG0006797	XP_017757619.1	XP_020718873.1
OG0006798	XP_017757425.1	XP_003395739.3
OG0006799	XP_017757526.1	XP_003395737.1
OG0006800	XP_017767685.1	XP_012163873.1
OG0006801	XP_017764819.1	XP_003394129.1
OG0006802	XP_017757458.1	XP_003395565.1
OG0006803	XP_017758223.1	XP_020718804.1
OG0006804	XP_017761402.1	XP_012164508.1
OG0006805	XP_017752921.1	XP_003395866.1
OG0006806	XP_017757492.1	XP_003395407.1
OG0006807	XP_017757577.1	XP_020718673.1
OG0006808	XP_017760583.1	XP_020718936.1
OG0006810	XP_017755645.1	XP_012164402.1
OG0006811	XP_017767708.1	XP_003395663.1
OG0006812	XP_017755262.1	XP_012164157.1
OG0006813	XP_017760547.1	XP_003395792.1
OG0006814	XP_017752452.1	XP_020718981.1
OG0006815	XP_017761317.1	XP_012173896.1
OG0006816	XP_017758243.1	XP_012163135.1
OG0006817	XP_017761682.1	XP_012164944.1
OG0006818	XP_017764020.1	XP_003395895.1
OG0006819	XP_017757129.1	XP_003396046.1
OG0006820	XP_017762430.1	XP_020723554.1
OG0006821	XP_017758959.1, XP_017758960.1	XP_020719145.1
OG0006822	XP_017767634.1	XP_020720442.1
OG0006823	XP_017753648.1	XP_003402291.2
OG0006826	XP_017754257.1	XP_003397140.1
OG0006827	XP_017759680.1	XP_012165681.1
OG0006828	XP_017763147.1	XP_012166433.2
OG0006829	XP_017752690.1	XP_020723318.1
OG0006830	XP_017759660.1	XP_003396643.1
OG0006831	XP_017754268.1	XP_012166483.1
OG0006832	XP_017764361.1	XP_012165576.1
OG0006833	XP_017762770.1	XP_003396645.1
OG0006834	XP_017763063.1	XP_003397173.1
OG0006835	XP_017767296.1	XP_012171467.1
OG0006836	XP_017760419.1	XP_012174295.1
OG0006837	XP_017753937.1	XP_012166589.1
OG0006838	XP_017763072.1	XP_012166519.1
OG0006839	XP_017765142.1	XP_012166190.2
OG0006840	XP_017758986.1	XP_003403114.2
OG0006841	XP_017760283.1	XP_003397318.1
OG0006842	XP_017756033.1	XP_012173302.1, XP_012173303.1
OG0006843	XP_017756633.1, XP_017756634.1	XP_003401640.3
OG0006844	XP_017763663.1	XP_012175035.1
OG0006845	XP_017761666.1	XP_012174977.1
OG0006846	XP_017752548.1	XP_003401695.1
OG0006847	XP_017765793.1	XP_003401817.1
OG0006848	XP_017756277.1	XP_012173052.1
OG0006849	XP_017753943.1	XP_020719858.1
OG0006850	XP_017756270.1	XP_020723014.1
OG0006851	XP_017753472.1	XP_003396778.1
OG0006852	XP_017752509.1	XP_020722969.1
OG0006853	XP_017755876.1	XP_012175184.1
OG0006854	XP_017755870.1	XP_020723783.1
OG0006855	XP_017764314.1	XP_003401835.1
OG0006856	XP_017762608.1	XP_003397360.1
OG0006857	XP_017763457.1	XP_012166409.1
OG0006858	XP_017763045.1	XP_003397187.1
OG0006859	XP_017761759.1	XP_003397129.1
OG0006860	XP_017752527.1	XP_003401714.1
OG0006861	XP_017763492.1	XP_012166563.1
OG0006862	XP_017763451.1	XP_012166564.1
OG0006863	XP_017752495.1	XP_012172938.2
OG0006864	XP_017761654.1	XP_012174983.2
OG0006865	XP_017755720.1	XP_003397588.3
OG0006866	XP_017756825.1	XP_003397803.2
OG0006867	XP_017761814.1	XP_012167062.1
OG0006868	XP_017759203.1	XP_003397703.1
OG0006869	XP_017759429.1	XP_003397616.1
OG0006870	XP_017756859.1	XP_012166818.1
OG0006871	XP_017763252.1	XP_012167389.1
OG0006872	XP_017755041.1	XP_003397771.1
OG0006873	XP_017767440.1	XP_020720635.1
OG0006874	XP_017758139.1	XP_003398402.1
OG0006875	XP_017757953.1	XP_003398404.1
OG0006876	XP_017759287.1	XP_020724209.1
OG0006877	XP_017764741.1	XP_012168324.1
OG0006878	XP_017760511.1	XP_012168089.1
OG0006879	XP_017764712.1	XP_003398542.1
OG0006880	XP_017757868.1	XP_003398201.1
OG0006881	XP_017757855.1	XP_003398199.1
OG0006882	XP_017753716.1	XP_003392987.1
OG0006883	XP_017763175.1	XP_003400805.1
OG0006884	XP_017762670.1	XP_003398426.1
OG0006885	XP_017767470.1	XP_012167968.1
OG0006886	XP_017762848.1	XP_003398411.1
OG0006887	XP_017767448.1	XP_012168246.1
OG0006888	XP_017757847.1	XP_020720715.1
OG0006889	XP_017767408.1	XP_020720641.1
OG0006890	XP_017767366.1	XP_003398259.1
OG0006891	XP_017767540.1	XP_012167792.1
OG0006892	XP_017756599.1	XP_012168440.1
OG0006893	XP_017754377.1	XP_012165823.1
OG0006894	XP_017762261.1	XP_003398792.1, XP_020720999.1
OG0006895	XP_017761503.1	XP_003399357.1
OG0006896	XP_017761430.1	XP_012169816.1
OG0006897	XP_017760864.1	XP_012169314.1
OG0006898	XP_017761947.1	XP_003398891.1
OG0006899	XP_017754830.1	XP_012169036.1
OG0006900	XP_017752615.1	XP_012165109.1
OG0006901	XP_017761463.1	XP_012169656.1
OG0006902	XP_017760674.1	XP_003398674.1
OG0006903	XP_017760912.1	XP_003398784.1
OG0006904	XP_017759996.1	XP_012168859.1
OG0006905	XP_017758843.1	XP_012169145.1
OG0006906	XP_017760871.1	XP_003399100.1
OG0006907	XP_017753770.1	XP_020722258.1
OG0006908	XP_017760885.1	XP_020721121.1
OG0006909	XP_017761459.1	XP_020721293.1
OG0006910	XP_017762325.1	XP_020721172.1
OG0006911	XP_017760858.1	XP_012169808.1
OG0006912	XP_017763944.1	XP_012168806.1
OG0006913	XP_017760794.1	XP_012168583.1
OG0006914	XP_017758687.1	XP_012170590.1
OG0006915	XP_017763658.1	XP_012170300.1
OG0006916	XP_017762240.1	XP_020721683.1
OG0006917	XP_017753351.1	XP_012165248.1
OG0006918	XP_017753982.1	XP_012172465.1
OG0006919	XP_017762921.1	XP_003399687.1
OG0006920	XP_017762556.1	XP_003393172.1
OG0006921	XP_017752958.1	XP_020722567.1
OG0006922	XP_017761041.1	XP_012169999.1
OG0006923	XP_017761004.1	XP_003399815.1
OG0006924	XP_017759264.1	XP_012170216.1
OG0006925	XP_017758702.1	XP_003399935.1
OG0006926	XP_017766783.1	XP_012170761.1
OG0006927	XP_017766722.1	XP_020721955.1
OG0006928	XP_017765984.1	XP_012165968.2
OG0006929	XP_017753007.1	XP_012170773.1
OG0006930	XP_017764636.1	XP_020721962.1
OG0006931	XP_017757769.1	XP_020721814.1
OG0006933	XP_017759898.1	XP_003400567.1
OG0006934	XP_017759904.1	XP_003400562.1
OG0006935	XP_017754018.1	XP_012164377.1
OG0006936	XP_017761558.1	XP_012171271.1
OG0006937	XP_017756797.1	XP_003400608.1
OG0006938	XP_017767213.1	XP_020722181.1
OG0006939	XP_017761569.1	XP_012171279.1
OG0006940	XP_017767188.1	XP_003400390.1
OG0006941	XP_017767151.1	XP_003400396.1
OG0006942	XP_017760623.1	XP_003400808.1
OG0006943	XP_017760612.1	XP_003400757.1
OG0006944	XP_017759951.1	XP_003400680.1
OG0006945	XP_017754088.1	XP_012164739.1
OG0006946	XP_017759391.1	XP_003400729.1
OG0006947	XP_017759292.1	XP_003400892.1
OG0006948	XP_017755468.1	XP_003400506.1
OG0006949	XP_017765458.1	XP_012164790.1
OG0006951	XP_017765086.1	XP_012172167.1
OG0006952	XP_017758173.1	XP_003401073.1
OG0006953	XP_017763001.1	XP_003401288.1
OG0006954	XP_017765242.1	XP_020722756.1
OG0006955	XP_017758141.1	XP_003401129.1
OG0006956	XP_017753870.1	XP_003401491.1
OG0006957	XP_017752845.1	XP_003400400.1
OG0006958	XP_017764104.1	XP_020719568.1
OG0006959	XP_017752325.1	XP_003401370.1
OG0006960	XP_017764957.1	XP_012172379.1
OG0006961	XP_017752812.1	XP_012172325.1
OG0006962	XP_017765060.1	XP_003401048.1
OG0006963	XP_017752853.1	XP_003401328.1
OG0006964	XP_017752846.1	XP_003401321.1
OG0006965	XP_017759484.1	XP_012169558.1
OG0006966	XP_017752189.1	XP_020722761.1
OG0006967	XP_017753810.1	XP_012172694.1
OG0006968	XP_017753610.1	XP_003402207.2
OG0006969	XP_017766890.1	XP_012170183.1
OG0006970	XP_017764398.1	XP_020721642.1, XP_020721643.1
OG0006971	XP_017766755.1	XP_003399674.1
OG0006972	XP_017763327.1	XP_003399609.1
OG0006973	XP_017763297.1	XP_012169838.1
OG0006974	XP_017766871.1	XP_003399660.2
OG0006975	XP_017754611.1	XP_003399731.1
OG0006976	XP_017762483.1	XP_003402258.1
OG0006977	XP_017753584.1	XP_020723173.1
OG0006978	XP_017756517.1	XP_003400153.1
OG0006979	XP_017755172.1	XP_012165772.1
OG0006980	XP_017755611.1	XP_003395276.1
OG0006981	XP_017763753.1	XP_012166078.1
OG0006982	XP_017760973.1	XP_003393474.3
OG0006983	XP_017760984.1	XP_012169612.2
OG0006985	XP_017763716.1	XP_012164663.1
OG0006986	XP_017763725.1	XP_012164660.1
OG0006987	XP_017763729.1	XP_012173885.1
OG0006988	XP_017763069.1	XP_003397186.1
OG0006989	XP_017763850.1	XP_020719505.1
OG0006990	XP_017763851.1	XP_003396259.1
OG0006991	XP_017755568.1	XP_003399304.1
OG0006992	XP_017762856.1	XP_012169620.1
OG0006993	XP_017760974.1	XP_003393470.1
OG0006994	XP_017766014.1	XP_012168424.1
OG0006995	XP_017764660.1, XP_017764659.1	XP_003393032.1
OG0006996	XP_017753503.1	XP_012167470.1
OG0006997	XP_017753311.1	XP_003396306.1
OG0006998	XP_017765986.1	XP_012166092.1
OG0006999	XP_017756360.1	XP_020723481.1
OG0007000	XP_017754741.1	XP_003394069.1
OG0007001	XP_017758677.1	XP_012175818.1
OG0007002	XP_017762514.1	XP_003393868.1
OG0007003	XP_017762535.1	XP_020724001.1
OG0007004	XP_017753413.1	XP_020719410.1
OG0007005	XP_017762719.1	XP_020721448.1
OG0007006	XP_017754410.1	XP_012165860.1
OG0007007	XP_017765321.1	XP_012171817.1
OG0007008	XP_017761278.1	XP_012172327.1
OG0007009	XP_017755976.1	XP_012173750.1
OG0007010	XP_017754698.1	XP_012170852.1
OG0007011	XP_017754687.1	XP_012175793.1
OG0007012	XP_017765300.1	XP_020724016.1
OG0007013	XP_017753384.1	XP_003398644.2
OG0007014	XP_017754760.1	XP_003394066.1
OG0007015	XP_017756285.1	XP_003402672.1
OG0007016	XP_017754693.1	XP_020723990.1, XP_012175809.1
OG0007017	XP_017760704.1	XP_003393537.1
OG0007018	XP_017765475.1	XP_003393524.1
OG0007019	XP_017754727.1	XP_003393852.1
OG0007020	XP_017756325.1	XP_003402665.1
OG0007021	XP_017765462.1	XP_012170785.1
OG0007022	XP_017758945.1	XP_020722072.1
OG0007023	XP_017754549.1	XP_012170573.1
OG0007024	XP_017761773.1	XP_012165975.1
OG0007025	XP_017765703.1	XP_020722840.1
OG0007026	XP_017756564.1	XP_020722055.1, XP_012175290.1
OG0007027	XP_017754763.1, XP_017756388.1	XP_012173604.1
OG0007028	XP_017756289.1	XP_003402622.1
OG0007029	XP_017754168.1	XP_012163496.1
OG0007030	XP_017756222.1	XP_020724081.1
OG0007031	XP_017756221.1	XP_003394177.1
OG0007032	XP_017756074.1	XP_003394586.1
OG0007033	XP_017762917.1	XP_003394183.3
OG0007034	XP_017767077.1	XP_012176091.1
OG0007035	XP_017753312.1	XP_020719195.1
OG0007036	XP_017757305.1	XP_020724261.1
OG0007037	XP_017767036.1	XP_003394227.1
OG0007038	XP_017764828.1	XP_012175889.1
OG0007039	XP_017757377.1	XP_012176241.1
OG0007040	XP_017767044.1	XP_012176000.1
OG0007041	XP_017752425.1	XP_020724180.1
OG0007042	XP_017757282.1	XP_012175944.1
OG0007043	XP_017755353.1	XP_012176567.1
OG0007044	XP_017752330.1	XP_020724265.1
OG0007045	XP_017759568.1	XP_012176634.1
OG0007046	XP_017760270.1	XP_012164995.1
OG0007047	XP_017766714.1	XP_012176035.1
OG0007048	XP_017762925.1	XP_012175956.1
OG0007049	XP_017766183.1	XP_003394565.1
OG0007050	XP_017766184.1	XP_012176518.1
OG0007052	XP_017762364.1	XP_012176270.2
OG0007053	XP_017755625.1	XP_003394349.1
OG0007054	XP_017755757.1	XP_012176280.1
OG0007055	XP_017752303.1	XP_020724166.1
OG0007056	XP_017762916.1	XP_012175951.2
OG0007057	XP_017762356.1	XP_020723627.1
OG0007058	XP_017767054.1	XP_020724206.1
OG0007059	XP_017762350.1	XP_003402864.1
OG0007060	XP_017757264.1	XP_020723624.1
OG0007061	XP_017766996.1	XP_012176084.1
OG0007062	XP_017757343.1	XP_003394415.1
OG0007063	XP_017754503.1	XP_020723614.1
OG0007064	XP_017754458.1	XP_003402876.1
OG0007065	XP_017755963.1	XP_020723599.1
OG0007066	XP_017754022.1	XP_012169544.1
OG0007067	XP_017753082.1	XP_020723305.1
OG0007068	XP_017765972.1	XP_020719784.1
OG0007069	XP_017765975.1	XP_012169311.1
OG0007070	XP_017765974.1	XP_020724288.1
OG0007071	XP_017762370.1	XP_020718255.1
OG0007072	XP_017755415.1	XP_020724154.1
OG0007073	XP_017764742.1	XP_003394323.1
OG0007074	XP_017764348.1	XP_012175897.1
OG0007075	XP_017762340.1	XP_012174586.1
OG0007076	XP_017764751.1	XP_012168368.1
OG0007077	XP_017767021.1	XP_003394240.1
OG0007078	XP_017756493.1	XP_012174129.1
OG0007079	XP_017757249.1	XP_012163369.1
OG0007080	XP_017758589.1	XP_003395128.1
OG0007081	XP_017761105.1	XP_003395190.2
OG0007082	XP_017757133.1	XP_012163095.2
OG0007083	XP_017758622.1	XP_003395094.1
OG0007084	XP_017758583.1	XP_012163518.1
OG0007085	XP_017757149.1	XP_003394899.1
OG0007086	XP_017758596.1	XP_012163593.1
OG0007087	XP_017759649.1	XP_003396212.1
OG0007088	XP_017761106.1	XP_003395189.1
OG0007089	XP_017760057.1	XP_012163640.2
OG0007090	XP_017765877.1	XP_012163493.1
OG0007091	XP_017758579.1	XP_003395100.1
OG0007092	XP_017753145.1	XP_012165054.1
OG0007093	XP_017753047.1	XP_020718449.1
OG0007094	XP_017767557.1	XP_012169526.1
OG0007095	XP_017764682.1	XP_012163389.1
OG0007096	XP_017760066.1	XP_003395017.1
OG0007097	XP_017760109.1	XP_020718553.1
OG0007098	XP_017758609.1	XP_020718571.1
OG0007099	XP_017758625.1	XP_003395131.1
OG0007100	XP_017767635.1	XP_012176736.1
OG0007101	XP_017767611.1	XP_020718300.1
OG0007102	XP_017756742.1	XP_012163406.1
OG0007103	XP_017756683.1	XP_012171227.1
OG0007105	XP_017762906.1	XP_003398981.1
OG0007106	XP_017752542.1	XP_003394859.1
OG0007107	XP_017765879.1	XP_003394749.1
OG0007108	XP_017759613.1	XP_012168947.1
OG0007109	XP_017760073.1	XP_003394857.1
OG0007110	XP_017753116.1	XP_020722097.1
OG0007111	XP_017756679.1	XP_003400485.1
OG0007112	XP_017760135.1	XP_003402423.1
OG0007113	XP_017760106.1	XP_020723382.1
OG0007114	XP_017761104.1	XP_012163653.1
OG0007115	XP_017767626.1	XP_012169534.1
OG0007116	XP_017761136.1	XP_003393493.1
OG0007117	XP_017762162.1	XP_003399553.1
OG0007118	XP_017755230.1	XP_012164148.1
OG0007119	XP_017753537.1	XP_012176447.1
OG0007120	XP_017767672.1	XP_012163912.1
OG0007121	XP_017762152.1	XP_012170309.1
OG0007122	XP_017757539.1	XP_012164246.1
OG0007123	XP_017757706.1	XP_003397970.1
OG0007124	XP_017759616.1	XP_012176465.2
OG0007125	XP_017752741.1	XP_012175822.1
OG0007126	XP_017755633.1	XP_012164518.1
OG0007127	XP_017761339.1	XP_020718871.1
OG0007128	XP_017758768.1	XP_012164224.1
OG0007129	XP_017758692.1	XP_012176427.1
OG0007130	XP_017767670.1	XP_020718852.1
OG0007131	XP_017755285.1	XP_012164123.1
OG0007132	XP_017758707.1	XP_012164190.1
OG0007134	XP_017761383.1	XP_012163985.1
OG0007135	XP_017764912.1	XP_012165943.1
OG0007136	XP_017755627.1	XP_003395414.1
OG0007137	XP_017758710.1	XP_020718679.1
OG0007138	XP_017754017.1	XP_003393090.1
OG0007139	XP_017758219.1	XP_012164277.1
OG0007140	XP_017765330.1	XP_020718855.1
OG0007141	XP_017762944.1	XP_020718853.1
OG0007142	XP_017752719.1	XP_020723290.1
OG0007143	XP_017755652.1	XP_003395341.1
OG0007144	XP_017755580.1	XP_012164403.2
OG0007145	XP_017757406.1	XP_003395366.1
OG0007146	XP_017759273.1	XP_003394661.1
OG0007147	XP_017752625.1	XP_020718848.1
OG0007149	XP_017760480.1	XP_020723030.1
OG0007150	XP_017762085.1	XP_020721614.1, XP_020721615.1
OG0007151	XP_017765331.1	XP_003401995.2
OG0007152	XP_017765333.1	XP_012173521.1
OG0007153	XP_017757601.1	XP_020718591.1
OG0007154	XP_017762036.1	XP_012173524.1
OG0007155	XP_017755282.1	XP_020718844.1
OG0007156	XP_017763890.1	XP_003395374.1
OG0007157	XP_017761346.1	XP_003395470.1
OG0007158	XP_017757546.1	XP_012164041.2
OG0007159	XP_017755585.1	XP_003395319.1
OG0007160	XP_017752144.1	XP_020723685.1
OG0007161	XP_017756771.1	XP_003396056.1
OG0007162	XP_017756779.1	XP_003396057.1
OG0007163	XP_017760256.1	XP_012164999.1
OG0007164	XP_017758918.1	XP_020723677.1
OG0007165	XP_017766258.1	XP_003402728.1
OG0007166	XP_017761981.1	XP_020723886.1
OG0007167	XP_017759408.1	XP_020718967.1
OG0007168	XP_017767587.1	XP_003397663.1
OG0007169	XP_017767562.1	XP_012167232.1
OG0007170	XP_017761976.1, XP_017758667.1	XP_003403295.1
OG0007171	XP_017761717.1	XP_003395893.1
OG0007173	XP_017754874.1	XP_012174836.1
OG0007174	XP_017757058.1	XP_020719121.1
OG0007175	XP_017758914.1	XP_020723637.1
OG0007176	XP_017766272.1	XP_003402732.1
OG0007177	XP_017767565.1	XP_012167272.2
OG0007178	XP_017764042.1	XP_020719083.1
OG0007179	XP_017763981.1	XP_020719111.1
OG0007181	XP_017760331.1	XP_012164692.2
OG0007182	XP_017765288.1	XP_020719020.1
OG0007183	XP_017758260.1	XP_003394795.1
OG0007184	XP_017766080.1	XP_003396128.1
OG0007185	XP_017758259.1	XP_020718554.1
OG0007189	XP_017762236.1	XP_003395927.1
OG0007190	XP_017766259.1	XP_020723553.1
OG0007191	XP_017760154.1	XP_003395993.1
OG0007192	XP_017764148.1	XP_012173851.1
OG0007193	XP_017763577.1	XP_020723650.1
OG0007194	XP_017752476.1	XP_020719123.1
OG0007195	XP_017760436.1	XP_012166756.1
OG0007196	XP_017766124.1	XP_020719179.1
OG0007197	XP_017761024.1	XP_003396445.1
OG0007198	XP_017763581.1	XP_012174284.1
OG0007199	XP_017762902.1	XP_012167224.1
OG0007200	XP_017756588.1	XP_003395999.1
OG0007201	XP_017755914.1	XP_003397281.1
OG0007202	XP_017752270.1	XP_003397022.1
OG0007203	XP_017765169.1	XP_012165758.1
OG0007204	XP_017758196.1	XP_003396967.1
OG0007205	XP_017762813.1	XP_003396621.1
OG0007206	XP_017765125.1	XP_003396999.1
OG0007207	XP_017765162.1	XP_012166139.1
OG0007208	XP_017760423.1	XP_012174292.1
OG0007209	XP_017755003.1	XP_003396890.1
OG0007210	XP_017767310.1	XP_012174241.1
OG0007212	XP_017759805.1	XP_012166196.2
OG0007213	XP_017759655.1	XP_003396630.1
OG0007214	XP_017762786.1	XP_003396781.1
OG0007215	XP_017752260.1	XP_003403285.1
OG0007216	XP_017762805.1	XP_003396602.1
OG0007217	XP_017758210.1	XP_012166121.1
OG0007218	XP_017762583.1	XP_003393284.1
OG0007219	XP_017758193.1	XP_012166213.1
OG0007220	XP_017762564.1	XP_003393283.1
OG0007221	XP_017754293.1	XP_003397288.1
OG0007222	XP_017754275.1	XP_003397279.1
OG0007223	XP_017753121.1	XP_012166345.1
OG0007224	XP_017759676.1	XP_012165666.1
OG0007225	XP_017755005.1	XP_012166061.2
OG0007226	XP_017754991.1	XP_020719378.1
OG0007227	XP_017757114.1	XP_012166022.1
OG0007228	XP_017762614.1	XP_020719956.1
OG0007229	XP_017765139.1	XP_003396675.1
OG0007230	XP_017759682.1	XP_012165696.1
OG0007231	XP_017765131.1	XP_020719631.1
OG0007232	XP_017766277.1	XP_020723528.1
OG0007233	XP_017753998.1	XP_003393062.1
OG0007234	XP_017764327.1	XP_012173012.1
OG0007235	XP_017764306.1	XP_003401911.1
OG0007236	XP_017761069.1	XP_003397461.1
OG0007237	XP_017757972.1	XP_003394422.1
OG0007238	XP_017763089.1	XP_012166531.1
OG0007239	XP_017761752.1	XP_003397046.1
OG0007240	XP_017755997.1	XP_020722917.1
OG0007241	XP_017755998.1	XP_003401873.1, XP_012173294.1
OG0007242	XP_017756772.1	XP_003397166.1
OG0007243	XP_017753921.1	XP_003397351.1
OG0007244	XP_017757894.1	XP_003402001.1
OG0007245	XP_017763608.1	XP_012175000.1
OG0007246	XP_017754471.1	XP_012175085.1
OG0007247	XP_017764515.1	XP_012175092.1
OG0007248	XP_017760316.1	XP_020719821.1
OG0007249	XP_017763471.1	XP_012166263.1
OG0007250	XP_017752549.1	XP_020722814.1
OG0007251	XP_017752533.1	XP_020722904.1
OG0007252	XP_017761990.1	XP_012173089.1
OG0007253	XP_017761757.1	XP_003397040.1
OG0007254	XP_017754525.1	XP_020723785.1
OG0007255	XP_017757889.1	XP_003402583.1
OG0007256	XP_017763449.1	XP_003397104.2
OG0007257	XP_017759519.1	XP_012173154.1
OG0007258	XP_017763502.1	XP_012166555.1
OG0007259	XP_017752496.1	XP_003401682.1
OG0007260	XP_017755877.1	XP_003403173.1
OG0007261	XP_017763128.1	XP_012172929.2
OG0007262	XP_017756636.1	XP_003401673.1
OG0007263	XP_017760497.1	XP_012175100.1
OG0007264	XP_017763445.1	XP_012166397.1
OG0007265	XP_017752685.1	XP_012173979.1
OG0007266	XP_017754468.1	XP_003403076.1
OG0007267	XP_017754461.1	XP_020723771.1
OG0007268	XP_017765109.1	XP_003393196.1
OG0007269	XP_017765115.1	XP_003393194.1
OG0007270	XP_017757964.1	XP_020723088.1
OG0007271	XP_017761182.1	XP_020720108.1
OG0007272	XP_017757967.1	XP_012173395.2
OG0007273	XP_017757962.1	XP_012173383.1
OG0007274	XP_017756964.1	XP_020720470.1
OG0007275	XP_017758786.1	XP_012167606.1
OG0007276	XP_017755540.1	XP_012168931.1
OG0007277	XP_017755774.1	XP_012167089.2
OG0007278	XP_017758799.1	XP_003397681.1
OG0007279	XP_017758910.1	XP_003397887.2
OG0007280	XP_017759222.1	XP_012167280.1
OG0007282	XP_017755712.1	XP_003397584.1
OG0007284	XP_017753359.1	XP_003392871.1
OG0007285	XP_017763255.1	XP_020719981.1
OG0007286	XP_017758791.1	XP_003397515.1
OG0007288	XP_017756830.1	XP_020720208.1
OG0007289	XP_017765798.1	XP_003401822.1
OG0007290	XP_017755724.1	XP_020720080.1
OG0007291	XP_017761798.1	XP_012167048.1
OG0007292	XP_017759188.1	XP_020720394.1
OG0007295	XP_017757909.1	XP_012173365.1
OG0007296	XP_017755710.1	XP_012167344.1
OG0007297	XP_017755772.1	XP_012167149.1
OG0007298	XP_017758795.1	XP_020720050.1
OG0007299	XP_017761801.1	XP_012167342.1
OG0007300	XP_017755035.1	XP_020720115.1
OG0007301	XP_017765466.1	XP_012167449.2
OG0007302	XP_017765660.1	XP_012167441.1
OG0007303	XP_017759245.1	XP_003397958.1
OG0007304	XP_017755783.1	XP_012167095.1
OG0007305	XP_017755785.1	XP_020720308.1
OG0007306	XP_017757939.1	XP_012173403.1
OG0007307	XP_017758801.1	XP_012166786.1
OG0007308	XP_017756461.1	XP_003403327.1
OG0007309	XP_017758448.1	XP_012168199.1
OG0007310	XP_017756482.1, XP_017756425.1	XP_020723925.1
OG0007311	XP_017756476.1	XP_003403370.3
