Orthogroup	Anopheles_gambiae	Eufriesea_mexicana
OG0006169	XP_319940.4	XP_017758974.1
OG0006170	XP_310791.5	XP_017757886.1
OG0006171	XP_318287.4	XP_017757309.1
OG0006172	XP_310168.3	XP_017767042.1
OG0006173	XP_311756.5	XP_017752373.1
OG0006174	XP_001237540.3	XP_017758052.1
OG0006175	XP_313843.5	XP_017765485.1
OG0006176	XP_307419.2	XP_017756859.1
OG0006177	XP_310422.5	XP_017756329.1
OG0006178	XP_310816.5	XP_017752867.1
OG0006179	XP_321107.4, XP_003435975.1	XP_017762531.1
OG0006180	XP_308444.4	XP_017765790.1
OG0006181	XP_001688662.1	XP_017766264.1
OG0006182	XP_312280.3	XP_017762465.1
OG0006183	XP_312407.2	XP_017754497.1
OG0006184	XP_310082.4	XP_017761627.1
OG0006185	XP_001238049.2	XP_017755526.1
OG0006186	XP_315024.4	XP_017761677.1
OG0006187	XP_316810.5	XP_017760015.1
OG0006188	XP_001238516.3	XP_017760220.1
OG0006189	XP_313459.5	XP_017766258.1
OG0006191	XP_311951.4	XP_017758589.1
OG0006192	XP_312255.5	XP_017761860.1
OG0006193	XP_321602.5	XP_017764304.1
OG0006194	XP_309500.4, XP_564375.2	XP_017752951.1
OG0006195	XP_321688.4	XP_017755921.1
OG0006196	XP_310191.2	XP_017763184.1
OG0006197	XP_311953.3	XP_017767579.1
OG0006199	XP_318824.2	XP_017755104.1, XP_017755070.1
OG0006200	XP_308011.5	XP_017766963.1
OG0006201	XP_311002.5	XP_017752702.1
OG0006202	XP_320865.4	XP_017766411.1
OG0006203	XP_320779.3	XP_017766141.1
OG0006204	XP_307416.4	XP_017764633.1
OG0006205	XP_309336.4	XP_017755415.1
OG0006206	XP_001689321.2	XP_017765984.1
OG0006207	XP_316268.4	XP_017757078.1
OG0006208	XP_313605.4	XP_017753893.1
OG0006209	XP_314653.4	XP_017752992.1
OG0006210	XP_315219.5	XP_017763673.1
OG0006211	XP_321547.3	XP_017763725.1
OG0006212	XP_320382.3	XP_017766971.1
OG0006213	XP_557166.3, XP_001688884.1	XP_017756095.1
OG0006215	XP_309476.2	XP_017757694.1
OG0006216	XP_319655.2	XP_017764387.1
OG0006217	XP_312782.3	XP_017760852.1
OG0006218	XP_559505.6	XP_017764718.1
OG0006219	XP_309949.3, XP_310465.3	XP_017761244.1
OG0006220	XP_315901.4	XP_017758353.1
OG0006221	XP_001688349.2	XP_017762847.1
OG0006222	XP_317111.1	XP_017762093.1
OG0006223	XP_311512.4	XP_017765703.1
OG0006224	XP_310772.4, XP_003436975.1	XP_017759975.1
OG0006225	XP_312160.4	XP_017765182.1
OG0006226	XP_550737.3	XP_017759335.1
OG0006228	XP_312173.2	XP_017759038.1
OG0006229	XP_314720.1	XP_017755372.1
OG0006230	XP_315436.3	XP_017757828.1
OG0006231	XP_318627.4	XP_017766000.1
OG0006232	XP_312491.4	XP_017763495.1
OG0006233	XP_309512.3	XP_017756330.1
OG0006234	XP_315581.4	XP_017760176.1
OG0006235	XP_319930.4	XP_017755774.1
OG0006236	XP_310648.3	XP_017753194.1, XP_017753193.1
OG0006237	XP_312877.4	XP_017765805.1
OG0006238	XP_307895.3	XP_017766155.1
OG0006239	XP_003435846.1, XP_321663.4	XP_017760646.1
OG0006240	XP_001689336.2	XP_017766274.1
OG0006241	XP_315097.4	XP_017756476.1
OG0006242	XP_311595.3	XP_017764170.1
OG0006245	XP_309997.3	XP_017767170.1
OG0006246	XP_312222.2	XP_017758032.1
OG0006247	XP_001237635.3	XP_017765714.1
OG0006248	XP_315218.4	XP_017753821.1
OG0006249	XP_318327.5, XP_003437215.1	XP_017757463.1
OG0006250	XP_556482.2	XP_017755460.1
OG0006251	XP_314741.3	XP_017758409.1
OG0006252	XP_319856.4	XP_017762409.1
OG0006253	XP_320993.2	XP_017757630.1
OG0006254	XP_308493.4	XP_017752330.1
OG0006255	XP_313427.5	XP_017760540.1
OG0006257	XP_319446.4	XP_017753053.1
OG0006258	XP_316733.3	XP_017752991.1
OG0006259	XP_308815.4	XP_017759147.1
OG0006260	XP_001689384.2	XP_017760443.1
OG0006261	XP_312846.5	XP_017767251.1
OG0006263	XP_308719.3	XP_017759682.1
OG0006264	XP_309651.5	XP_017752670.1
OG0006265	XP_003436518.1	XP_017752368.1
OG0006266	XP_318917.4	XP_017752677.1
OG0006267	XP_320716.4	XP_017763639.1
OG0006268	XP_001230547.1, XP_314301.3	XP_017762111.1
OG0006269	XP_551697.4	XP_017753623.1
OG0006270	XP_312548.5	XP_017756331.1
OG0006271	XP_311257.2	XP_017761454.1
OG0006273	XP_313813.5	XP_017752183.1
OG0006274	XP_315054.2	XP_017757951.1
OG0006275	XP_318369.5	XP_017756904.1
OG0006276	XP_316505.3, XP_001688877.1	XP_017755735.1
OG0006277	XP_318355.4	XP_017762001.1
OG0006278	XP_314652.2	XP_017763789.1
OG0006279	XP_314728.3	XP_017759133.1
OG0006280	XP_312452.4	XP_017756512.1
OG0006281	XP_001237961.1	XP_017754720.1, XP_017754719.1
OG0006282	XP_001689261.1	XP_017759252.1
OG0006283	XP_320602.4	XP_017765827.1
OG0006284	XP_313083.5	XP_017764769.1
OG0006285	XP_319000.3	XP_017754230.1
OG0006286	XP_317958.4	XP_017753270.1
OG0006287	XP_321256.5	XP_017759875.1
OG0006288	XP_310874.5	XP_017754459.1
OG0006289	XP_308001.3	XP_017760014.1
OG0006290	XP_320421.3	XP_017754221.1
OG0006292	XP_310815.3	XP_017764639.1
OG0006293	XP_313191.5	XP_017759101.1
OG0006294	XP_321845.5	XP_017752753.1
OG0006295	XP_317209.4	XP_017754870.1
OG0006296	XP_310189.4	XP_017753547.1
OG0006297	XP_318422.5	XP_017752877.1
OG0006298	XP_314913.2	XP_017752954.1
OG0006299	XP_310994.5	XP_017756742.1
OG0006300	XP_001237548.2	XP_017766531.1, XP_017765640.1
OG0006301	XP_316333.3	XP_017761013.1
OG0006302	XP_311937.4	XP_017764423.1
OG0006303	XP_565200.3	XP_017763676.1
OG0006304	XP_319677.2	XP_017757134.1
OG0006305	XP_310961.4	XP_017762180.1
OG0006306	XP_316235.2	XP_017765003.1
OG0006307	XP_321837.3	XP_017764576.1
OG0006308	XP_308012.5	XP_017757624.1
OG0006309	XP_001688498.1, XP_313985.4	XP_017765854.1
OG0006310	XP_310128.4	XP_017753203.1
OG0006311	XP_316158.3	XP_017767177.1
OG0006312	XP_314892.4	XP_017758842.1
OG0006313	XP_321726.5	XP_017763264.1
OG0006314	XP_001688808.1, XP_316223.4	XP_017767063.1
OG0006315	XP_315109.3	XP_017767077.1
OG0006316	XP_321804.3	XP_017764221.1
OG0006317	XP_308231.4	XP_017764697.1
OG0006318	XP_003436534.1	XP_017759701.1
OG0006319	XP_313987.1	XP_017753176.1
OG0006320	XP_311344.3	XP_017753215.1
OG0006322	XP_320385.4	XP_017762350.1
OG0006323	XP_314880.2	XP_017760845.1
OG0006324	XP_314526.3	XP_017765100.1
OG0006325	XP_310002.4	XP_017764325.1
OG0006326	XP_317652.4	XP_017758242.1
OG0006327	XP_308633.4	XP_017755564.1
OG0006328	XP_313960.3	XP_017763502.1
OG0006329	XP_308544.4	XP_017753890.1
OG0006330	XP_318637.4	XP_017761552.1
OG0006331	XP_314314.1	XP_017767159.1
OG0006332	XP_321841.2	XP_017760708.1
OG0006333	XP_315383.4	XP_017757952.1
OG0006334	XP_320366.3	XP_017754445.1
OG0006335	XP_317919.4	XP_017756641.1
OG0006337	XP_321878.4	XP_017764242.1
OG0006338	XP_313880.5	XP_017752716.1
OG0006339	XP_312769.5	XP_017757061.1
OG0006340	XP_003436130.1, XP_312489.3	XP_017757113.1
OG0006343	XP_317217.4	XP_017755100.1
OG0006344	XP_311909.5	XP_017767315.1
OG0006345	XP_003436681.1	XP_017766393.1
OG0006346	XP_313298.3	XP_017760021.1
OG0006347	XP_316057.3	XP_017762694.1
OG0006348	XP_316311.4	XP_017756154.1
OG0006350	XP_320388.3	XP_017765419.1
OG0006351	XP_311732.5	XP_017759138.1
OG0006352	XP_552627.3	XP_017766031.1
OG0006355	XP_312849.5	XP_017754929.1
OG0006356	XP_001689118.2	XP_017754300.1
OG0006357	XP_318507.4	XP_017760312.1
OG0006358	XP_316422.3	XP_017767350.1
OG0006359	XP_320119.6	XP_017752515.1
OG0006360	XP_308801.3	XP_017754257.1
OG0006361	XP_322034.3	XP_017761602.1
OG0006362	XP_317131.4	XP_017752132.1
OG0006363	XP_001688557.1	XP_017759794.1
OG0006364	XP_308108.5, XP_003436646.1	XP_017765162.1
OG0006365	XP_313250.3	XP_017758174.1
OG0006367	XP_311146.5	XP_017755098.1
OG0006368	XP_321043.4	XP_017759294.1
OG0006369	XP_319023.4	XP_017756066.1
OG0006370	XP_552528.1	XP_017760603.1
OG0006371	XP_553120.3, XP_001238233.2	XP_017763692.1
OG0006372	XP_003436924.1	XP_017760507.1
OG0006373	XP_319093.4	XP_017766855.1
OG0006374	XP_308470.4	XP_017758946.1
OG0006375	XP_320698.3	XP_017760704.1
OG0006377	XP_308953.4, XP_001688142.1	XP_017764902.1
OG0006378	XP_001237735.1	XP_017756181.1
OG0006379	XP_316922.3	XP_017767536.1
OG0006380	XP_312234.5	XP_017766663.1
OG0006381	XP_551886.3	XP_017752509.1
OG0006382	XP_001688719.1, XP_315746.3	XP_017754320.1
OG0006383	XP_317043.4	XP_017753351.1
OG0006384	XP_321629.5	XP_017763399.1
OG0006385	XP_317309.4	XP_017755726.1
OG0006386	XP_559178.3	XP_017759750.1
OG0006388	XP_320668.4	XP_017755431.1
OG0006389	XP_321134.5	XP_017757358.1
OG0006390	XP_314766.4	XP_017767576.1
OG0006391	XP_554654.3	XP_017757282.1
OG0006392	XP_310014.4	XP_017754386.1
OG0006393	XP_319021.3	XP_017765317.1
OG0006394	XP_554753.3	XP_017753390.1
OG0006395	XP_315161.5	XP_017763448.1
OG0006396	XP_003436252.1, XP_312097.5	XP_017755558.1
OG0006397	XP_557743.2	XP_017764000.1
OG0006398	XP_001237950.2	XP_017762968.1
OG0006399	XP_309117.5	XP_017755952.1
OG0006400	XP_308919.3	XP_017763457.1
OG0006401	XP_565616.4, XP_003436061.1	XP_017755913.1
OG0006403	XP_001687882.2, XP_308283.5	XP_017759830.1
OG0006404	XP_319897.4	XP_017763838.1
OG0006405	XP_315969.4	XP_017766565.1
OG0006406	XP_550715.2	XP_017756354.1
OG0006407	XP_320523.4	XP_017752548.1
OG0006408	XP_564631.3	XP_017763530.1
OG0006409	XP_313783.5	XP_017767256.1
OG0006410	XP_319327.2	XP_017752233.1
OG0006413	XP_317233.4	XP_017752513.1
OG0006414	XP_316438.5	XP_017758348.1
OG0006415	XP_312428.5	XP_017757963.1
OG0006416	XP_318822.4	XP_017766008.1
OG0006417	XP_314764.4	XP_017767448.1
OG0006418	XP_001238303.2	XP_017767269.1
OG0006419	XP_003435974.1	XP_017765809.1
OG0006420	XP_003436332.1	XP_017760178.1
OG0006421	XP_560429.2	XP_017762364.1
OG0006422	XP_319819.4	XP_017758829.1
OG0006423	XP_554297.3	XP_017765993.1
OG0006425	XP_313739.4, XP_003436815.1	XP_017753011.1
OG0006426	XP_308568.4	XP_017766649.1
OG0006427	XP_314554.2	XP_017760044.1, XP_017760038.1
OG0006428	XP_320427.3	XP_017763631.1
OG0006429	XP_001688391.2	XP_017759152.1
OG0006430	XP_309060.3	XP_017755585.1
OG0006431	XP_318145.4	XP_017762925.1
OG0006432	XP_311006.5	XP_017766451.1
OG0006433	XP_320646.3	XP_017757615.1
OG0006434	XP_314090.4	XP_017755469.1
OG0006435	XP_308773.4	XP_017756526.1
OG0006437	XP_320642.3	XP_017752253.1
OG0006438	XP_003436639.1	XP_017752844.1
OG0006439	XP_315239.4	XP_017764457.1
OG0006440	XP_317594.4	XP_017767686.1
OG0006441	XP_317729.4	XP_017754053.1
OG0006442	XP_565033.3	XP_017761730.1
OG0006443	XP_321766.3	XP_017765940.1
OG0006444	XP_309839.4	XP_017761173.1
OG0006445	XP_309315.3	XP_017755399.1
OG0006446	XP_321506.4, XP_003435888.1	XP_017764286.1
OG0006447	XP_311109.5	XP_017759711.1, XP_017761782.1
OG0006448	XP_312538.5	XP_017756771.1
OG0006449	XP_001230941.2	XP_017752298.1
OG0006450	XP_317770.3	XP_017753094.1
OG0006451	XP_312257.2	XP_017759238.1
OG0006452	XP_319053.4	XP_017757498.1
OG0006453	XP_311017.4	XP_017760428.1
OG0006454	XP_309990.4	XP_017760009.1
OG0006455	XP_001688080.1, XP_308776.4	XP_017765567.1
OG0006456	XP_308713.2	XP_017755151.1
OG0006458	XP_314253.1	XP_017756032.1
OG0006459	XP_310799.5, XP_003436969.1	XP_017765278.1
OG0006460	XP_557901.3	XP_017753791.1
OG0006463	XP_319833.3	XP_017759551.1
OG0006464	XP_307790.5, XP_003436434.1	XP_017758747.1
OG0006465	XP_003436916.1	XP_017761032.1
OG0006466	XP_312282.4	XP_017764071.1
OG0006467	XP_310949.5	XP_017760091.1
OG0006468	XP_309177.5	XP_017765967.1
OG0006469	XP_316665.3, XP_001688936.1	XP_017758874.1
OG0006470	XP_310138.4	XP_017752205.1
OG0006471	XP_317239.4	XP_017767027.1
OG0006472	XP_309523.4	XP_017759985.1
OG0006473	XP_001237982.2	XP_017766173.1
OG0006474	XP_320296.4	XP_017762958.1
OG0006475	XP_314841.2	XP_017763270.1
OG0006476	XP_315428.3	XP_017756777.1
OG0006477	XP_319787.3	XP_017754794.1
OG0006478	XP_552757.1	XP_017764532.1
OG0006480	XP_315869.2	XP_017752669.1
OG0006481	XP_001237679.2	XP_017755506.1
OG0006482	XP_308442.4	XP_017763069.1
OG0006483	XP_308970.4	XP_017752635.1
OG0006484	XP_321463.5	XP_017762719.1
OG0006485	XP_320360.4	XP_017754024.1
OG0006486	XP_318146.2	XP_017755681.1
OG0006487	XP_320441.3	XP_017762394.1
OG0006488	XP_562540.3	XP_017759173.1
OG0006490	XP_319463.4	XP_017759093.1
OG0006491	XP_311076.5	XP_017765456.1
OG0006492	XP_309174.2	XP_017757294.1
OG0006493	XP_313416.4	XP_017766953.1
OG0006494	XP_321886.5	XP_017754698.1
OG0006495	XP_319720.4	XP_017765339.1
OG0006496	XP_321614.4	XP_017754982.1
OG0006497	XP_001689355.2	XP_017760092.1
OG0006498	XP_001237621.1	XP_017764414.1
OG0006499	XP_320545.3	XP_017762840.1
OG0006500	XP_552696.3	XP_017757301.1
OG0006501	XP_556035.3	XP_017753507.1
OG0006502	XP_560368.3	XP_017766869.1
OG0006503	XP_309245.5	XP_017766842.1
OG0006504	XP_001688640.1	XP_017758552.1
OG0006505	XP_317355.4, XP_317356.3	XP_017762205.1
OG0006506	XP_312333.3	XP_017763753.1
OG0006507	XP_003436004.1, XP_321040.4	XP_017754168.1
OG0006508	XP_316682.4	XP_017767311.1
OG0006509	XP_309677.5	XP_017754422.1
OG0006510	XP_316657.3	XP_017761231.1
OG0006511	XP_319387.4	XP_017766090.1, XP_017766112.1
OG0006512	XP_311738.5	XP_017754609.1
OG0006513	XP_001230836.2	XP_017754680.1
OG0006514	XP_003435968.1, XP_321162.5	XP_017761325.1
OG0006515	XP_310728.5, XP_003436978.1	XP_017752863.1
OG0006516	XP_311420.4	XP_017765628.1, XP_017765608.1
OG0006517	XP_309247.3	XP_017762089.1
OG0006518	XP_556653.3	XP_017765201.1
OG0006519	XP_307804.4	XP_017755374.1
OG0006520	XP_312209.4	XP_017760792.1
OG0006521	XP_317814.4	XP_017753119.1
OG0006522	XP_311309.5	XP_017755003.1
OG0006523	XP_319447.2	XP_017765660.1
OG0006524	XP_001689029.1	XP_017765434.1
OG0006525	XP_320986.2	XP_017755253.1
OG0006526	XP_322005.5	XP_017757273.1
OG0006527	XP_003436937.1, XP_566191.4	XP_017754580.1
OG0006528	XP_309160.5	XP_017761182.1
OG0006530	XP_311021.5	XP_017763804.1, XP_017763798.1
OG0006532	XP_315591.4	XP_017767331.1
OG0006533	XP_307497.3, XP_314269.3	XP_017763511.1
OG0006534	XP_312104.5	XP_017754342.1
OG0006535	XP_311521.3	XP_017753673.1
OG0006536	XP_308373.4, XP_001687911.1	XP_017767739.1
OG0006537	XP_558461.2, XP_313950.4	XP_017760419.1
OG0006538	XP_319661.4	XP_017766256.1
OG0006539	XP_566106.4	XP_017752806.1
OG0006540	XP_314800.4	XP_017758679.1
OG0006541	XP_313411.2	XP_017762582.1, XP_017762580.1
OG0006542	XP_319721.4	XP_017764605.1
OG0006543	XP_318647.4	XP_017752741.1
OG0006544	XP_559348.4, XP_003437073.1	XP_017764939.1
OG0006545	XP_309571.4	XP_017752537.1
OG0006546	XP_308602.4	XP_017765847.1
OG0006547	XP_563662.3	XP_017767112.1
OG0006548	XP_317101.3	XP_017754474.1
OG0006549	XP_311020.4	XP_017767649.1
OG0006551	XP_310533.5	XP_017759564.1
OG0006552	XP_319760.4	XP_017759858.1
OG0006553	XP_306959.4, XP_321030.5	XP_017754151.1
OG0006554	XP_308391.3	XP_017759518.1
OG0006558	XP_315425.4	XP_017759473.1
OG0006559	XP_307835.4, XP_310102.4	XP_017762916.1
OG0006560	XP_562222.4	XP_017759494.1
OG0006561	XP_318955.3	XP_017760134.1, XP_017760133.1
OG0006562	XP_001230898.1	XP_017767171.1
OG0006563	XP_001689302.1	XP_017761317.1
OG0006565	XP_312014.5	XP_017757553.1
OG0006566	XP_565482.2, XP_001688154.1	XP_017762340.1
OG0006568	XP_317070.4	XP_017754545.1
OG0006570	XP_315786.4	XP_017758223.1
OG0006571	XP_319960.4	XP_017765125.1
OG0006573	XP_315933.3	XP_017762802.1
OG0006574	XP_319836.3	XP_017766887.1
OG0006575	XP_001237748.2	XP_017766527.1
OG0006576	XP_563067.4	XP_017764228.1
OG0006577	XP_310268.7	XP_017756340.1
OG0006579	XP_554796.1	XP_017759030.1
OG0006580	XP_307243.2, XP_313190.5	XP_017757855.1
OG0006581	XP_001237728.2	XP_017761830.1
OG0006582	XP_562070.4, XP_313607.4	XP_017765721.1
OG0006583	XP_319115.4	XP_017752425.1
OG0006585	XP_001689229.1	XP_017752694.1
OG0006586	XP_316374.4	XP_017767442.1
OG0006587	XP_316380.2	XP_017767703.1
OG0006588	XP_310896.5	XP_017766183.1
OG0006589	XP_552179.3	XP_017764624.1
OG0006590	XP_320073.4	XP_017765804.1
OG0006591	XP_312592.4	XP_017753927.1, XP_017753928.1
OG0006592	XP_318951.3	XP_017757186.1
OG0006593	XP_310590.3	XP_017760719.1
OG0006594	XP_314132.4	XP_017755656.1
OG0006595	XP_315117.4	XP_017759844.1
OG0006597	XP_310498.5	XP_017753898.1
OG0006598	XP_563334.4	XP_017761721.1
OG0006599	XP_310737.5	XP_017752792.1
OG0006600	XP_317590.4	XP_017752943.1
OG0006601	XP_312126.5	XP_017758499.1, XP_017758355.1
OG0006602	XP_003435771.1, XP_321957.3	XP_017761041.1
OG0006603	XP_563445.4	XP_017767133.1
OG0006604	XP_556379.3	XP_017757126.1
OG0006605	XP_001238256.1	XP_017764193.1
OG0006606	XP_312586.5	XP_017764337.1
OG0006607	XP_308635.4	XP_017765302.1
OG0006608	XP_559663.4	XP_017754872.1
OG0006609	XP_309606.5	XP_017765988.1
OG0006610	XP_559175.3	XP_017767281.1, XP_017765626.1
OG0006611	XP_319457.4	XP_017758742.1
OG0006612	XP_307137.2	XP_017756020.1
OG0006614	XP_321544.1, XP_003435880.1	XP_017765773.1
OG0006615	XP_319698.3	XP_017760125.1
OG0006616	XP_315894.2	XP_017766575.1
OG0006617	XP_319576.4	XP_017767111.1
OG0006618	XP_314274.5	XP_017766105.1
OG0006619	XP_313360.3	XP_017758799.1
OG0006621	XP_562267.4, XP_003436830.1	XP_017754646.1
OG0006623	XP_319185.3, XP_560906.4	XP_017755785.1
OG0006624	XP_308189.4	XP_017764869.1
OG0006625	XP_317755.3	XP_017755119.1
OG0006626	XP_319225.4	XP_017764868.1
OG0006627	XP_003435808.1, XP_551520.3	XP_017753816.1
OG0006628	XP_311287.5	XP_017765758.1, XP_017765757.1
OG0006629	XP_309873.2	XP_017756263.1
OG0006630	XP_319865.4	XP_017756521.1
OG0006631	XP_319921.4	XP_017767245.1
OG0006632	XP_318631.4	XP_017757602.1
OG0006633	XP_312524.5	XP_017764062.1
OG0006634	XP_308593.4	XP_017761011.1
OG0006635	XP_310224.3, XP_001230739.1	XP_017759648.1
OG0006637	XP_001688647.1	XP_017762395.1
OG0006638	XP_319519.4	XP_017761521.1
OG0006639	XP_003436950.1, XP_310869.5	XP_017752615.1
OG0006640	XP_313026.4	XP_017760096.1
OG0006641	XP_308355.3, XP_001687903.1	XP_017760655.1
OG0006642	XP_001230358.1, XP_314285.4	XP_017759676.1
OG0006643	XP_314899.3	XP_017753831.1
OG0006644	XP_001688763.1, XP_316007.4	XP_017755406.1
OG0006645	XP_553427.3	XP_017756459.1
OG0006646	XP_551765.3	XP_017759053.1
OG0006647	XP_003436275.1	XP_017767665.1
OG0006648	XP_315893.3	XP_017766633.1
OG0006649	XP_312669.5, XP_003436085.1	XP_017764395.1
OG0006650	XP_003437040.1	XP_017762002.1
OG0006652	XP_566417.4	XP_017764258.1, XP_017765632.1
OG0006653	XP_318424.4	XP_017753728.1
OG0006654	XP_313453.5	XP_017759162.1
OG0006655	XP_312572.5	XP_017758586.1
OG0006656	XP_308394.4	XP_017767533.1
OG0006657	XP_309759.4	XP_017765130.1, XP_017765116.1, XP_017765122.1
OG0006658	XP_314067.3	XP_017753337.1
OG0006659	XP_315983.2	XP_017758625.1
OG0006660	XP_309341.4	XP_017758266.1
OG0006661	XP_311944.4	XP_017759695.1
OG0006662	XP_318518.4	XP_017764042.1
OG0006663	XP_310293.3	XP_017760630.1
OG0006665	XP_311375.4	XP_017761550.1
OG0006666	XP_318055.4	XP_017759387.1
OG0006667	XP_555063.3	XP_017764932.1
OG0006668	XP_311149.3	XP_017767776.1
OG0006669	XP_311601.4	XP_017754493.1
OG0006670	XP_563913.5	XP_017754202.1
OG0006671	XP_310883.5, XP_003436947.1	XP_017764663.1
OG0006672	XP_310328.7	XP_017765144.1, XP_017765067.1
OG0006673	XP_312976.5	XP_017760783.1
OG0006674	XP_312851.3	XP_017765227.1
OG0006675	XP_308798.4	XP_017765475.1
OG0006676	XP_315867.3	XP_017766743.1, XP_017767043.1
OG0006677	XP_310357.3	XP_017757854.1
OG0006678	XP_308488.4	XP_017753047.1
OG0006679	XP_001237215.2	XP_017753079.1, XP_017753078.1
OG0006680	XP_320281.4	XP_017759419.1
OG0006681	XP_311957.5	XP_017767388.1
OG0006683	XP_313566.5	XP_017753950.1
OG0006684	XP_001687868.1, XP_308219.4	XP_017760884.1
OG0006685	XP_320843.4	XP_017753772.1
OG0006686	XP_312413.4	XP_017753813.1, XP_017753811.1
OG0006687	XP_309994.3	XP_017766556.1
OG0006689	XP_309563.4	XP_017764086.1
OG0006690	XP_318619.4	XP_017762354.1
OG0006691	XP_312595.5, XP_312598.4	XP_017760508.1
OG0006692	XP_320319.4	XP_017754361.1
OG0006693	XP_320012.4	XP_017761928.1
OG0006694	XP_306324.3, XP_003436484.1	XP_017761473.1
OG0006695	XP_321270.5	XP_017755806.1
OG0006696	XP_308777.4	XP_017752190.1
OG0006698	XP_551101.3	XP_017759440.1
OG0006699	XP_001238168.1, XP_311885.3	XP_017764467.1
OG0006700	XP_319886.4	XP_017760247.1
OG0006701	XP_001238217.1	XP_017757200.1
OG0006702	XP_309521.4	XP_017754528.1
OG0006703	XP_315842.3	XP_017752614.1
OG0006704	XP_320139.3	XP_017754026.1
OG0006705	XP_001689030.1	XP_017762730.1
OG0006706	XP_555988.2	XP_017766659.1
OG0006707	XP_306780.4, XP_319297.4	XP_017764051.1
OG0006708	XP_311171.2	XP_017760282.1
OG0006709	XP_319247.1	XP_017767215.1
OG0006710	XP_320934.4	XP_017767114.1
OG0006711	XP_313623.5	XP_017757614.1
OG0006713	XP_307638.3, XP_315226.3	XP_017763666.1
OG0006714	XP_313663.5	XP_017758095.1
OG0006715	XP_308222.4	XP_017755862.1
OG0006716	XP_308324.3	XP_017767645.1
OG0006717	XP_315695.4	XP_017762239.1
OG0006718	XP_001688861.1, XP_001688863.1, XP_316415.4	XP_017753403.1
OG0006719	XP_308677.4	XP_017764099.1
OG0006720	XP_308982.4	XP_017761130.1
OG0006721	XP_308575.4	XP_017756163.1
OG0006722	XP_316315.4	XP_017755438.1
OG0006723	XP_314091.4	XP_017754228.1
OG0006724	XP_001687969.2	XP_017761229.1
OG0006725	XP_319593.4	XP_017754478.1
OG0006726	XP_319094.3	XP_017766773.1
OG0006727	XP_001238148.2	XP_017762910.1
OG0006728	XP_003437053.1, XP_311188.5	XP_017765700.1
OG0006729	XP_314789.4	XP_017756137.1
OG0006731	XP_317335.2	XP_017761479.1
OG0006732	XP_319743.3	XP_017766631.1
OG0006733	XP_553768.3	XP_017754232.1
OG0006734	XP_310126.4	XP_017761943.1
OG0006735	XP_316836.5	XP_017755358.1
OG0006736	XP_318816.4	XP_017754088.1
OG0006737	XP_553517.2, XP_001689144.1	XP_017755436.1
OG0006738	XP_307868.4	XP_017762379.1
OG0006739	XP_001689012.1	XP_017759699.1
OG0006740	XP_309313.4	XP_017755638.1
OG0006741	XP_003437006.1, XP_310609.4, XP_003437007.1	XP_017752840.1
OG0006742	XP_563692.3	XP_017763385.1
OG0006744	XP_313363.4, XP_313364.5	XP_017761879.1
OG0006745	XP_312520.4	XP_017765240.1
OG0006746	XP_320491.4	XP_017756359.1
OG0006747	XP_307904.5	XP_017764945.1
OG0006748	XP_560488.2, XP_563132.3	XP_017758793.1
OG0006749	XP_317813.4	XP_017754021.1
OG0006750	XP_561078.5, XP_312885.5	XP_017760115.1, XP_017760105.1
OG0006751	XP_003435755.1, XP_322019.5	XP_017764636.1
OG0006752	XP_309890.4, XP_307079.4, XP_309887.4	XP_017758706.1
OG0006753	XP_001230813.2	XP_017755481.1
OG0006754	XP_312563.4	XP_017753731.1
OG0006757	XP_003435718.1	XP_017754718.1
