Orthogroup	Anopheles_gambiae	Megachile_rotundata
OG0007429	XP_308835.4	XP_003706366.1
OG0007430	XP_310978.5	XP_003700338.1
OG0007431	XP_317418.4	XP_012148035.1
OG0007432	XP_311142.5	XP_012140793.1
OG0007433	XP_318044.4	XP_012138516.1
OG0007434	XP_315661.2	XP_012138157.1
OG0007436	XP_307783.5	XP_003707750.1
OG0007437	XP_309970.4	XP_012154458.1
OG0007439	XP_312414.5	XP_003703055.1
OG0007440	XP_315098.3	XP_012153062.1
OG0007441	XP_310389.7, XP_003436630.1	XP_012153691.1
OG0007442	XP_310244.7	XP_003707518.1
OG0007443	XP_317866.4	XP_012146587.1
OG0007444	XP_314868.3	XP_012147408.1
OG0007445	XP_313408.5	XP_012145218.1
OG0007446	XP_319335.3	XP_012149858.1
OG0007447	XP_314165.4	XP_012142908.1
OG0007448	XP_315818.5	XP_012149475.1
OG0007449	XP_314175.4	XP_003702552.1
OG0007450	XP_308929.4	XP_003703136.1
OG0007451	XP_308243.4	XP_003702159.2
OG0007452	XP_001688945.1	XP_012139958.1
OG0007453	XP_309985.4	XP_012137196.1
OG0007454	XP_315840.4, XP_001688734.1	XP_012138168.1
OG0007455	XP_314428.4	XP_012137837.1
OG0007457	XP_315926.2	XP_012136937.1
OG0007458	XP_558129.3	XP_003704567.1
OG0007459	XP_319368.3	XP_012151087.1
OG0007460	XP_001689255.1	XP_003706956.1
OG0007461	XP_307970.5	XP_003701283.1
OG0007462	XP_321187.4	XP_003704609.1
OG0007463	XP_321740.5	XP_003703867.2
OG0007464	XP_310955.4	XP_003708142.1
OG0007465	XP_314166.4	XP_003704222.1
OG0007466	XP_309486.3	XP_012139335.1
OG0007467	XP_313084.3	XP_003699845.1
OG0007468	XP_308102.4	XP_012153866.1
OG0007469	XP_314926.4	XP_012143514.1
OG0007470	XP_319694.4	XP_003701849.2
OG0007472	XP_320298.4	XP_012154219.1
OG0007473	XP_001688383.1	XP_003707522.1, XP_012150455.1
OG0007474	XP_311433.4	XP_003700942.1
OG0007475	XP_312845.5	XP_012152860.1
OG0007477	XP_320206.4	XP_003703169.1
OG0007478	XP_321500.2	XP_003702227.1
OG0007479	XP_318007.3	XP_012142155.1, XP_012142154.1
OG0007480	XP_314506.4	XP_012137111.1
OG0007482	XP_003436180.1, XP_312308.5	XP_012137243.1
OG0007484	XP_314141.4, XP_314142.4	XP_003700621.1
OG0007485	XP_313567.4	XP_003704655.1
OG0007486	XP_315016.4	XP_012150186.1, XP_003707322.1
OG0007487	XP_320314.4	XP_003700014.2
OG0007488	XP_321609.4	XP_003706413.2
OG0007489	XP_308753.2	XP_003700664.1, XP_012134781.1
OG0007490	XP_314048.4	XP_003701554.1
OG0007491	XP_315791.3	XP_003700581.1
OG0007492	XP_001237131.1	XP_012138579.1, XP_012138580.1
OG0007494	XP_315244.4	XP_012149958.1
OG0007495	XP_307420.3	XP_012146236.1
OG0007496	XP_312467.1	XP_003707351.1
OG0007497	XP_001689307.1	XP_003699779.1
OG0007498	XP_320764.4	XP_003703513.2
OG0007499	XP_317029.4	XP_012147959.1
OG0007500	XP_314560.4	XP_003700767.1, XP_003704580.1
OG0007501	XP_563881.1	XP_003705481.1
OG0007505	XP_553061.3	XP_012142099.1
OG0007506	XP_309935.4	XP_012148087.1, XP_003706510.1
OG0007507	XP_307796.5	XP_003700076.1
OG0007508	XP_319935.4	XP_012142233.1
OG0007509	XP_559081.3	XP_003704939.2
OG0007510	XP_001688792.1	XP_003706707.1
OG0007512	XP_314912.4	XP_003706994.1
OG0007513	XP_309635.4	XP_003706653.1
OG0007514	XP_552911.3	XP_012149220.1
OG0007515	XP_310403.7	XP_012153353.1
OG0007516	XP_003436182.1	XP_012142553.1
OG0007517	XP_001688802.1, XP_001688043.1, XP_321816.3	XP_003702758.1
OG0007518	XP_320878.2	XP_012144806.1
OG0007519	XP_003436742.1	XP_003702270.1
OG0007521	XP_003435917.1, XP_001689326.2	XP_012136181.1
OG0007522	XP_003436729.1	XP_012145163.1, XP_012145164.1
OG0007523	XP_310683.3	XP_003708520.1
OG0007524	XP_315857.4, XP_001688737.1	XP_012153857.1
OG0007525	XP_308367.4	XP_003705551.2
OG0007526	XP_308265.4	XP_003703845.1
OG0007527	XP_308147.4	XP_003701011.1
OG0007528	XP_318086.4	XP_003702001.1
OG0007529	XP_308652.4	XP_003699217.2
OG0007530	XP_308995.3	XP_003704949.1
OG0007531	XP_316428.3	XP_012151303.1
OG0007532	XP_319238.4	XP_003705657.2
OG0007533	XP_319228.4	XP_012136577.1, XP_012136575.1, XP_012136576.1
OG0007534	XP_553857.3	XP_012139897.1
OG0007535	XP_555111.3	XP_012151702.1
OG0007539	XP_321318.5	XP_012143771.1
OG0007540	XP_310393.6	XP_012149364.1
OG0007541	XP_307208.3	XP_003703599.1
OG0007542	XP_311844.5	XP_003703686.1
OG0007543	XP_003436414.1	XP_003707457.1
OG0007544	XP_312829.4, XP_003436404.1	XP_012149841.1
OG0007545	XP_001688388.1, XP_001688387.1	XP_012153343.1
OG0007546	XP_001237458.2	XP_012134703.1
OG0007548	XP_320926.4	XP_012138985.1
OG0007549	XP_309302.4	XP_012149539.1
OG0007550	XP_551275.4	XP_003705892.1
OG0007551	XP_314549.4, XP_001688577.1	XP_012136746.1
OG0007552	XP_003436164.1, XP_312357.5	XP_012150082.1
OG0007553	XP_003436223.1, XP_312200.3	XP_012153879.1
OG0007554	XP_552560.2	XP_003701754.2
OG0007555	XP_311688.5	XP_003707346.1
OG0007556	XP_311265.3	XP_012149501.1
OG0007557	XP_307040.3, XP_313561.5	XP_012145072.1
OG0007558	XP_312274.4	XP_012150076.1
OG0007559	XP_321457.5, XP_003435892.1	XP_012143888.1, XP_012152462.1, XP_012147983.1
OG0007560	XP_001237833.2, XP_316565.4	XP_003706327.1
OG0007561	XP_321622.4, XP_003435854.1	XP_003699730.1
OG0007563	XP_003437139.1	XP_012134801.1
OG0007604	XP_312809.4	XP_003705901.2
OG0007606	XP_316873.4	XP_012153017.1
OG0007607	XP_317155.2	XP_012144640.1
OG0007608	XP_308805.4	XP_003702299.1
OG0007609	XP_550679.3	XP_003707521.1, XP_012150456.1
OG0007611	XP_308947.3	XP_003701840.1
OG0007613	XP_562042.3	XP_003701899.2
OG0007615	XP_001238160.2	XP_003704317.2
OG0007616	XP_560209.2	XP_003705809.1
OG0007618	XP_311506.3	XP_012143684.1
OG0007619	XP_314769.4	XP_003701561.1
OG0007620	XP_314354.2	XP_012139289.1
OG0007621	XP_003436605.1	XP_003703678.1
OG0007622	XP_309402.3	XP_003702261.1
OG0007623	XP_319547.5	XP_012149097.1
OG0007624	XP_552548.2	XP_003705486.2
OG0007625	XP_308840.4	XP_003699351.2
OG0007626	XP_552637.2, XP_320873.3	XP_003702728.1
OG0007628	XP_318593.4	XP_003707400.1
OG0007629	XP_317284.4	XP_003701884.2
OG0007630	XP_311070.5	XP_003699543.1
OG0007632	XP_562955.4	XP_003706818.1
OG0007634	XP_315214.5	XP_003699452.1
OG0007635	XP_313296.4	XP_003708581.1
OG0007636	XP_318083.4	XP_012144869.1
OG0007637	XP_001230897.1	XP_012143592.1
OG0007638	XP_001688148.1, XP_308991.3	XP_012143863.1
OG0007639	XP_312836.5	XP_012140994.1
OG0007640	XP_307958.5	XP_012149203.1
OG0007641	XP_316250.3	XP_012149654.1
OG0007642	XP_001230977.2	XP_012140225.1
OG0007643	XP_311315.5	XP_003707705.1
OG0007645	XP_309979.4	XP_012144345.1, XP_003704905.1
OG0007647	XP_308332.3	XP_003701799.2
OG0007648	XP_318469.4	XP_012140564.1
OG0007649	XP_565003.2	XP_003702888.1
OG0007651	XP_309348.4	XP_012138949.1
OG0007652	XP_557157.3	XP_012148672.1
OG0007653	XP_312810.2	XP_012138424.1
OG0007654	XP_314182.3	XP_012135555.1
OG0007656	XP_320618.4	XP_003701263.2
OG0007657	XP_318066.4	XP_003708229.2
OG0007659	XP_003436974.1	XP_012141977.1
OG0007660	XP_001237267.2	XP_003703921.1
OG0007661	XP_316035.4	XP_012135495.1
OG0007663	XP_313925.3	XP_012148995.1
OG0007664	XP_308749.4	XP_003704893.1
OG0007665	XP_003436722.1	XP_003705496.1
OG0007666	XP_319903.4	XP_003703916.1
OG0007667	XP_308015.5	XP_012134754.1
OG0007668	XP_310992.5	XP_012144563.1
OG0007669	XP_321748.3	XP_012144874.1
OG0007670	XP_316114.4	XP_012146344.1
OG0007671	XP_319105.2	XP_003700871.1
OG0007673	XP_314738.3	XP_003706788.1
OG0007674	XP_311839.4	XP_003706531.1
OG0007676	XP_318571.3	XP_003699841.1
OG0007677	XP_314298.3	XP_003699270.1
OG0007678	XP_320292.3	XP_012137051.1
OG0007680	XP_313717.5	XP_012144117.1
OG0007681	XP_309322.3	XP_003705450.2
OG0007682	XP_320513.1	XP_003702229.1
OG0007683	XP_317020.4	XP_003705584.1
OG0007685	XP_321229.5	XP_012136209.1
OG0007686	XP_001689037.1	XP_003702342.1
OG0007687	XP_003435988.1	XP_012140410.1
OG0007688	XP_316953.2	XP_003707533.1
OG0007689	XP_316127.4	XP_012147951.1
OG0007690	XP_316025.4	XP_003702043.1
OG0007691	XP_312397.4	XP_012146631.1, XP_012146628.1, XP_012146626.1
OG0007692	XP_309796.2	XP_012150609.1
OG0007694	XP_313855.3	XP_003704996.1
OG0007696	XP_003436006.1	XP_012149141.1, XP_012149142.1
OG0007697	XP_321192.5	XP_012148189.1
OG0007699	XP_313455.4	XP_012147047.1
OG0007702	XP_001689396.1	XP_012141971.1
OG0007703	XP_311693.4	XP_012149522.1
OG0007706	XP_312261.5	XP_012143154.1
OG0007708	XP_312205.5	XP_012136752.1
OG0007709	XP_003436694.1	XP_012150343.1
OG0007711	XP_320204.4	XP_012148671.1
OG0007714	XP_001237862.2	XP_012153181.1
OG0007715	XP_001237714.2	XP_003703590.1
OG0007719	XP_313015.4	XP_003702843.2
OG0007720	XP_313975.4	XP_012147850.1
OG0007721	XP_311547.4	XP_012145022.1
OG0007723	XP_320807.4	XP_003700264.1
OG0007731	XP_320939.3	XP_012152876.1
OG0007732	XP_001688876.1	XP_012144244.1, XP_012144240.1
OG0007733	XP_566358.3	XP_003702563.1
OG0007734	XP_310423.3	XP_003708498.1
OG0007736	XP_310480.2	XP_012149789.1
OG0007737	XP_317106.5	XP_012145978.1
OG0007738	XP_313685.5	XP_012149234.1
OG0007739	XP_312931.5	XP_012139124.1
OG0007740	XP_310516.5	XP_003704249.1
OG0007741	XP_320627.3	XP_012138850.1
OG0007742	XP_316064.3	XP_003704632.1
OG0007744	XP_310881.4	XP_012144017.1
OG0007750	XP_311054.5	XP_003700282.1
OG0007751	XP_001237167.2	XP_012152238.1
OG0007752	XP_316117.3	XP_012154412.1
OG0007754	XP_308478.4	XP_012138561.1
OG0007755	XP_310184.4	XP_012137716.1
OG0007756	XP_309540.2	XP_012153987.1
OG0007758	XP_308267.3	XP_012151406.1
OG0007759	XP_003436457.1	XP_003707218.1
OG0007760	XP_001689328.2	XP_012143733.1
OG0007763	XP_315797.4	XP_012140998.1
OG0007764	XP_314544.3	XP_012143750.1
OG0007769	XP_312258.3	XP_003699814.1
OG0007770	XP_316510.4	XP_003707647.1, XP_012150648.1
OG0007772	XP_308987.3	XP_012151901.1, XP_012151899.1
OG0007773	XP_318561.3	XP_012136710.1
OG0007774	XP_320375.4	XP_012139924.1
OG0007776	XP_003436964.1	XP_003704779.1
OG0007777	XP_312934.4	XP_012153032.1
OG0007778	XP_319474.3	XP_012146872.1
OG0007780	XP_317484.4	XP_012140384.1
OG0007781	XP_311896.5	XP_012138595.1
OG0007782	XP_001237525.1	XP_012139202.1
OG0007786	XP_318112.4	XP_012141049.1, XP_012141050.1
OG0007787	XP_308548.4	XP_003702567.1
OG0007788	XP_314743.3	XP_012135394.1
OG0007790	XP_316289.4	XP_012145377.1
OG0007791	XP_310809.3	XP_003699689.1
OG0007792	XP_001238306.1	XP_003707200.2
OG0007795	XP_312092.5	XP_012147915.1
OG0007796	XP_321857.5	XP_012147256.1
OG0007798	XP_310734.4	XP_003705973.1
OG0007799	XP_315537.4	XP_003702802.1
OG0007800	XP_001689352.2	XP_003702192.1, XP_012138128.1
OG0007801	XP_314505.3	XP_003700334.1
OG0007802	XP_308638.4	XP_012152185.1
OG0007804	XP_317008.4	XP_012138383.1
OG0007806	XP_558051.3	XP_003703520.1
OG0007808	XP_310614.4	XP_012141454.1
OG0007809	XP_316080.4	XP_012145898.1, XP_012145899.1
OG0007811	XP_312408.3	XP_012140974.1
OG0007812	XP_308274.3	XP_003708515.1
OG0007813	XP_313838.4	XP_012139534.1
OG0007814	XP_315795.4	XP_012149600.1
OG0007815	XP_315882.4	XP_012149305.1
OG0007816	XP_319001.2	XP_003707892.1
OG0007817	XP_312103.4	XP_003701118.1
OG0007818	XP_318608.3	XP_003707195.1
OG0007819	XP_313356.4	XP_003707248.1
OG0007820	XP_311114.4	XP_003700431.1
OG0007821	XP_313678.4	XP_003707368.1
OG0007822	XP_320760.4	XP_012141442.1
OG0007823	XP_320586.4	XP_003702620.1
OG0007824	XP_320326.4, XP_001689252.1	XP_012151915.1
OG0007826	XP_553109.2	XP_003707572.1, XP_012150599.1, XP_012150598.1
OG0007827	XP_001689210.1	XP_012143755.1
OG0007828	XP_314946.3	XP_003705186.2
OG0007829	XP_320311.3	XP_003704105.1
OG0007830	XP_316890.5	XP_003700301.1
OG0007831	XP_003435994.1, XP_321047.2	XP_012138968.1
OG0007832	XP_321676.3	XP_003703476.1
OG0007833	XP_321677.5, XP_003435840.1	XP_003701210.1
OG0007834	XP_001688564.1	XP_003702060.1
OG0007835	XP_317059.4	XP_003700468.1
OG0007836	XP_315412.4	XP_003706637.1
OG0007837	XP_312183.4	XP_003701314.1
OG0007838	XP_554885.2	XP_012151289.1
OG0007839	XP_307885.2	XP_003703358.1
OG0007840	XP_562137.4	XP_012149922.1
OG0007841	XP_001688720.1	XP_012137546.1
OG0007842	XP_307960.1	XP_012148483.1
OG0007843	XP_316265.4	XP_003703848.1
OG0007844	XP_318638.4	XP_003708206.2
OG0007845	XP_553481.1	XP_003708456.1
OG0007847	XP_003436926.1	XP_012134667.1
OG0007848	XP_003436564.1	XP_012153096.1
OG0007849	XP_314771.2	XP_003701679.1
OG0007850	XP_308816.3	XP_003707137.2
OG0007851	XP_310461.5	XP_003702778.1
OG0007852	XP_309114.5	XP_003703669.1
OG0007853	XP_309132.5	XP_003704978.1
OG0007854	XP_001688771.1	XP_012137423.1
OG0007855	XP_316102.4	XP_012146328.1
OG0007856	XP_311233.5	XP_003702241.2
OG0007857	XP_315801.4	XP_012143329.1
OG0007858	XP_001688605.1, XP_001688604.1	XP_012153542.1
OG0007859	XP_314353.3	XP_012137730.1
OG0007860	XP_003436998.1	XP_012139507.1
OG0007861	XP_319049.3	XP_003702345.1
OG0007862	XP_319058.4	XP_012139491.1, XP_012139490.1
OG0007863	XP_319333.4	XP_012135846.1
OG0007864	XP_318929.4	XP_003700020.1
OG0007865	XP_318874.4	XP_012135557.1
OG0007866	XP_317135.4	XP_012142719.1
OG0007867	XP_001689169.1	XP_012138726.1
OG0007868	XP_319795.4	XP_003699953.1
OG0007869	XP_320001.2	XP_012147955.1
OG0007871	XP_314808.3	XP_003701231.1
OG0007872	XP_001687784.1	XP_012136461.1
OG0007874	XP_319008.4	XP_003707731.1
OG0007875	XP_310199.4	XP_012147800.1
OG0007876	XP_310176.2	XP_012152817.1
OG0007877	XP_311472.4	XP_012141207.1
OG0007878	XP_563394.4	XP_012147639.1
OG0007879	XP_559587.6	XP_012145894.1
OG0007880	XP_563184.4	XP_003705741.1
OG0007881	XP_003436216.1, XP_312220.4, XP_312221.5	XP_003705685.1
OG0007882	XP_320802.4	XP_012141115.1
OG0007883	XP_309426.4	XP_003702209.1
OG0007884	XP_001688303.2	XP_012149485.1
OG0007885	XP_312510.5	XP_003704682.1
OG0007886	XP_003436140.1	XP_012150840.1
OG0007888	XP_001231065.2	XP_003705817.2
OG0007889	XP_312377.5	XP_012146533.1
OG0007891	XP_311503.4	XP_012141789.1
OG0007892	XP_312634.5	XP_003707273.1
OG0007893	XP_313106.2	XP_003703426.1
OG0007896	XP_001237404.1	XP_003700142.1
OG0007897	XP_321788.3	XP_003701394.1
OG0007898	XP_003436206.1	XP_012139135.1
OG0007899	XP_001238270.2	XP_012137582.1
OG0007901	XP_309864.4	XP_012140555.1
OG0007902	XP_311695.4	XP_003705202.1
OG0007903	XP_318377.4	XP_012145602.1
OG0007904	XP_311263.5	XP_003702783.1
OG0007905	XP_313842.5	XP_012154191.1
OG0007907	XP_317365.5	XP_003706016.2
OG0007908	XP_321278.5	XP_003703250.1
OG0007910	XP_564295.3	XP_003702381.1
OG0007958	XP_309339.2, XP_001688179.1	XP_012134643.1
OG0007965	XP_316706.4	XP_003699900.1
OG0007969	XP_001689190.1, XP_001238167.1	XP_012146916.1
OG0007974	XP_315672.4	XP_012146188.1, XP_003705663.1
OG0007975	XP_309547.4	XP_012145787.1
OG0007976	XP_319744.4	XP_012142992.1
OG0007977	XP_319057.4	XP_012154175.1
OG0007978	XP_001238453.1, XP_321237.4	XP_003701801.1
OG0007983	XP_312811.5	XP_003705923.1
OG0007990	XP_314145.4	XP_012142197.1, XP_003704026.1
OG0007991	XP_317625.3	XP_003708451.1
OG0007992	XP_001688348.2	XP_012144118.1
OG0007994	XP_311511.4	XP_012150841.1
OG0007999	XP_558582.3, XP_314085.4	XP_012138016.1
OG0008000	XP_001230737.2	XP_012134556.1
OG0008001	XP_001238809.3	XP_012147244.1
OG0008003	XP_316826.4	XP_003700598.1
OG0008008	XP_316030.4	XP_003702960.1
OG0008009	XP_001689189.1	XP_003707781.2
OG0008010	XP_552406.2	XP_012139569.1, XP_003702775.1
OG0008013	XP_315326.4	XP_003706435.1
OG0008016	XP_314931.4	XP_003702579.1, XP_012138946.1
OG0008018	XP_321678.5	XP_003701105.1
OG0008019	XP_321833.4	XP_012149967.1
OG0008023	XP_554017.1	XP_012143107.1
OG0008024	XP_314916.4	XP_012148556.1
OG0008026	XP_320098.3	XP_003699238.1
OG0008031	XP_001688562.1, XP_314345.2, XP_314346.4	XP_012154123.1
OG0008035	XP_308433.4	XP_003707832.1
OG0008036	XP_316529.4	XP_012152179.1
OG0008038	XP_308315.4	XP_012144064.1, XP_012144057.1
OG0008044	XP_003436100.1	XP_003700488.1
OG0008045	XP_319153.4	XP_003702506.1
OG0008047	XP_308747.4	XP_012142350.1
OG0008051	XP_308967.3	XP_012152986.1, XP_012152989.1
OG0008053	XP_321981.3	XP_003706299.1
OG0008057	XP_312523.4	XP_012146917.1
OG0008059	XP_001238150.1	XP_012142023.1
OG0008063	XP_552840.3	XP_012153774.1
OG0008065	XP_316809.4	XP_012136434.1
OG0008066	XP_553911.2	XP_003704358.1
OG0008067	XP_001230942.3	XP_003701422.1
OG0008068	XP_559110.3	XP_003708549.1
OG0008070	XP_560272.2	XP_012151390.1
OG0008074	XP_316720.4	XP_003702835.1
OG0008075	XP_319595.4	XP_003702534.1
OG0008076	XP_312999.4	XP_012145794.1
OG0008078	XP_312951.5	XP_003706329.1
OG0008080	XP_312422.2	XP_012143975.1
OG0008081	XP_320212.4	XP_003708684.1
OG0008084	XP_307714.1, XP_313933.4, XP_313934.3	XP_003705452.1
OG0008085	XP_001688299.2	XP_003699252.1
OG0008086	XP_319734.4	XP_003701178.1
OG0008087	XP_313586.5	XP_012140221.1
OG0008089	XP_001688201.2	XP_012154371.1
OG0008090	XP_311754.3	XP_012145801.1
OG0008091	XP_003436389.1	XP_012149975.1
OG0008094	XP_311059.4	XP_003706467.1
OG0008095	XP_316074.4	XP_003701303.1, XP_012136064.1
OG0008096	XP_311987.3	XP_012151635.1
OG0008097	XP_322069.5, XP_322047.5	XP_012136677.1
OG0008100	XP_001687771.2	XP_012142685.1
OG0008101	XP_557978.3	XP_012137816.1
OG0008102	XP_309159.3	XP_012151403.1
OG0008104	XP_316579.3, XP_001688894.1	XP_012151850.1
OG0008105	XP_313708.3	XP_003706656.1
OG0008107	XP_307884.3	XP_003705083.1
OG0008108	XP_003436839.1, XP_001237550.1	XP_012141474.1
OG0008109	XP_309062.5	XP_012146814.1
OG0008110	XP_003437023.1	XP_012151197.1
OG0008111	XP_310634.5	XP_003699266.2
OG0008113	XP_315389.3	XP_003703854.1
OG0008115	XP_565438.2	XP_012142628.1
OG0008116	XP_001688879.1	XP_012134617.1
OG0008118	XP_314358.4	XP_012149327.1
OG0008119	XP_559389.3	XP_012148572.1
OG0008120	XP_317993.4	XP_012137758.1
OG0008121	XP_001230905.1	XP_012135731.1
OG0008122	XP_317727.3	XP_012148781.1
OG0008125	XP_319089.4	XP_003703523.2
OG0008126	XP_319420.1	XP_012150968.1
OG0008129	XP_312389.4	XP_003706312.2
OG0008130	XP_318104.4	XP_003702386.1
OG0008132	XP_320519.4	XP_012138627.1
OG0008133	XP_309925.4	XP_012147128.1, XP_012147127.1
OG0008134	XP_320967.4	XP_012135766.1
OG0008136	XP_309820.4	XP_003706089.1
OG0008141	XP_003437087.1	XP_012148610.1
OG0008201	XP_001238081.2	XP_012136265.1
OG0008208	XP_315385.4	XP_012146776.1
OG0008212	XP_308811.4	XP_012135180.1
OG0008213	XP_321730.5	XP_012135134.1
OG0008220	XP_313286.3	XP_003708071.1
OG0008222	XP_565605.4	XP_003701610.1
OG0008223	XP_310278.7	XP_012137709.1
OG0008230	XP_308862.3	XP_003705577.1
OG0008231	XP_003436923.1	XP_012148561.1
OG0008233	XP_319121.4	XP_012152253.1
OG0008239	XP_312094.5	XP_012147914.1
OG0008246	XP_557020.3	XP_012137595.1
OG0008247	XP_312135.5	XP_012146792.1
OG0008248	XP_320941.5	XP_012137798.1
OG0008252	XP_320651.4	XP_012136956.1
OG0008253	XP_309860.4	XP_012148569.1
OG0008254	XP_319337.3	XP_012145375.1
OG0008270	XP_566389.3	XP_012134798.1
OG0008271	XP_555854.2	XP_012154392.1
OG0008277	XP_318060.3	XP_003699653.1
OG0008280	XP_315774.3	XP_003700446.1
OG0008281	XP_556739.3	XP_003704792.1
OG0008286	XP_317846.4	XP_003707840.1
OG0008289	XP_313313.2	XP_003699605.1
OG0008290	XP_003436624.1	XP_003702125.1
OG0008291	XP_311743.5	XP_003701706.1
OG0008292	XP_003437034.1	XP_003703177.2
OG0008294	XP_315566.3	XP_012151515.1
OG0008297	XP_319205.3	XP_003708346.1
OG0008299	XP_001689224.1	XP_012149677.1
OG0008300	XP_317084.4	XP_003704320.2
OG0008301	XP_001689222.1	XP_003705302.1
OG0008302	XP_309481.4	XP_003700164.2
OG0008305	XP_003436718.1	XP_003707782.1
OG0008306	XP_320297.4	XP_012135702.1
OG0008307	XP_003436788.1, XP_003436789.1	XP_012143524.1
OG0008307	XP_313613.5	XP_012143519.1
OG0008309	XP_001237942.2	XP_012137535.1, XP_012137515.1, XP_003699477.2
OG0008310	XP_001688061.1	XP_012142770.1
OG0008311	XP_321746.5	XP_003703658.2
OG0008405	XP_312546.4	XP_012146798.1
OG0008406	XP_310667.1	XP_003707149.1, XP_012153224.1
OG0008408	XP_318644.3	XP_012147739.1
OG0008410	XP_001237190.2	XP_012139567.1
OG0008412	XP_314790.4	XP_012141039.1
OG0008425	XP_309965.4	XP_012151392.1
OG0008426	XP_318703.4	XP_012142762.1
OG0008427	XP_556004.3	XP_012143609.1
OG0008432	XP_001688839.1	XP_012145852.1
OG0008438	XP_001238193.1	XP_012147887.1
OG0008439	XP_001687883.1	XP_012146176.1
OG0008444	XP_308201.3	XP_012149617.1
OG0008450	XP_321038.3	XP_003704494.1, XP_012143246.1
OG0008463	XP_553659.3	XP_012147421.1
OG0008467	XP_319679.2	XP_012151544.1
OG0008478	XP_001238532.3	XP_012139127.1
OG0008483	XP_319523.4	XP_012146723.1, XP_003705864.1
OG0008484	XP_556882.3	XP_012134935.1
OG0008485	XP_317719.4	XP_012139210.1
OG0008486	XP_313796.4, XP_003436828.1	XP_012143920.1
OG0008488	XP_315748.2	XP_012147126.1
OG0008489	XP_556870.3	XP_012138902.1
OG0008492	XP_003436884.1	XP_003700507.1
OG0008493	XP_310726.4	XP_003703628.2
OG0008494	XP_308281.2	XP_003705660.1
OG0008495	XP_001688389.2	XP_012135945.1, XP_012135939.1
OG0008496	XP_003435726.1	XP_003701023.1
OG0008497	XP_317677.3	XP_012148422.1
OG0008500	XP_001237299.3	XP_012144023.1
OG0008501	XP_311409.4	XP_003703379.1
OG0008502	XP_319899.3	XP_003703820.1
OG0008600	XP_314739.4	XP_012137752.1
OG0008603	XP_311751.4	XP_012140382.1
OG0008607	XP_317347.3	XP_012137451.1
OG0008609	XP_317711.1	XP_012139423.1
OG0008615	XP_307781.4	XP_012147380.1
OG0008619	XP_320181.3	XP_003705519.1
OG0008629	XP_307967.5	XP_012152564.1
OG0008638	XP_316958.4	XP_012140260.1
OG0008642	XP_316870.5	XP_012142267.1
OG0008648	XP_314010.4	XP_003705624.2
OG0008649	XP_309518.4	XP_003703295.1
OG0008652	XP_321827.5	XP_012138265.1
OG0008658	XP_001689296.1	XP_003700938.2
OG0008660	XP_317198.4	XP_012151651.1
OG0008662	XP_319697.2	XP_003706319.1
OG0008663	XP_321684.4	XP_012135713.1
OG0008664	XP_001230636.2	XP_012152795.1, XP_012152796.1
OG0008666	XP_001689078.1	XP_003699400.1
OG0008668	XP_308874.4	XP_012138852.1
OG0008669	XP_314350.4	XP_012138029.1
OG0008671	XP_311214.5	XP_012146758.1
OG0008673	XP_003436818.1	XP_012149071.1, XP_003706998.1, XP_012149070.1
OG0008674	XP_318091.4	XP_012146092.1
OG0008675	XP_551751.2	XP_003702991.1
OG0008676	XP_001688828.1	XP_012145730.1
OG0008677	XP_308890.4	XP_012135539.1
OG0008804	XP_320240.4	XP_012144843.1
OG0008809	XP_003436246.1, XP_003436247.1, XP_312125.4	XP_003699675.2
OG0008823	XP_316086.4	XP_012152070.1
OG0008828	XP_003436330.1	XP_003699503.1
