Orthogroup	Anopheles_gambiae	Acyrthosiphon_pisum
OG0007629	XP_317284.4	XP_001944263.2
OG0007630	XP_311070.5	XP_001944271.1
OG0007632	XP_562955.4	XP_001945098.2
OG0007634	XP_315214.5	XP_001945188.2
OG0007635	XP_313296.4	XP_001945200.2
OG0007636	XP_318083.4	XP_001945323.2
OG0007637	XP_001230897.1	XP_001945687.2
OG0007638	XP_001688148.1, XP_308991.3	XP_001945730.1
OG0007639	XP_312836.5	XP_001945740.1
OG0007640	XP_307958.5	XP_029342883.1, XP_001946214.2
OG0007641	XP_316250.3	XP_001946224.1
OG0007642	XP_001230977.2	XP_001950260.2, XP_016663149.1, XP_001946251.2, XP_003247232.1
OG0007643	XP_311315.5	XP_001946310.1
OG0007645	XP_311564.4, XP_309979.4	XP_001946512.2
OG0007647	XP_308332.3	XP_001946700.1
OG0007648	XP_318469.4	XP_001946749.2
OG0007649	XP_565003.2	XP_001946785.1
OG0007651	XP_309348.4	XP_001946985.2
OG0007652	XP_557157.3	XP_001947344.2, XP_008185766.1
OG0007653	XP_312810.2	XP_001947478.1
OG0007654	XP_314182.3	XP_001947827.4
OG0007655	XP_307731.2	XP_001947978.1
OG0007656	XP_320618.4	XP_001948076.2
OG0007657	XP_318066.4	XP_001948163.2
OG0007659	XP_003436974.1	XP_001948681.1
OG0007660	XP_001237267.2	XP_001948965.2
OG0007661	XP_316035.4	XP_001949030.2
OG0007663	XP_313925.3	XP_001949151.1
OG0007664	XP_308749.4	XP_001949807.2
OG0007665	XP_003436722.1	XP_001949843.1
OG0007666	XP_319903.4	XP_001949873.2
OG0007667	XP_308015.5	XP_001950003.2
OG0007668	XP_310992.5	XP_001950112.1
OG0007669	XP_321748.3	XP_001950330.1
OG0007670	XP_316114.4	XP_001950452.1
OG0007671	XP_319105.2	XP_001950585.1
OG0007672	XP_312448.1	XP_001950865.1
OG0007673	XP_314738.3	XP_001950996.2
OG0007674	XP_311839.4	XP_001951035.1, XP_008178466.1
OG0007676	XP_318571.3	XP_001951188.1
OG0007677	XP_314298.3	XP_001951423.2
OG0007678	XP_320292.3	XP_001951817.1
OG0007680	XP_313717.5	XP_001952122.2
OG0007681	XP_309322.3	XP_001952157.1
OG0007682	XP_320513.1	XP_001952193.2
OG0007683	XP_317020.4	XP_001952371.1
OG0007685	XP_321229.5	XP_001952489.2
OG0007686	XP_001689037.1	XP_001952493.2
OG0007687	XP_003435988.1	XP_001952499.2
OG0007688	XP_316953.2	XP_001952632.1
OG0007689	XP_316127.4	XP_001952657.2
OG0007690	XP_316025.4	XP_003240264.2
OG0007691	XP_312397.4	XP_003240441.1
OG0007692	XP_309796.2	XP_003240873.1
OG0007694	XP_313855.3	XP_003241368.1
OG0007696	XP_003436006.1	XP_003241419.1
OG0007697	XP_321192.5	XP_003242118.1
OG0007699	XP_313455.4	XP_003243036.1
OG0007700	XP_001238095.2	XP_003243355.1
OG0007702	XP_001689396.1	XP_003243902.1
OG0007703	XP_311693.4	XP_003243992.1
OG0007706	XP_312261.5	XP_003244143.1
OG0007708	XP_312205.5	XP_003244460.1
OG0007709	XP_003436694.1	XP_003244661.1
OG0007711	XP_320204.4	XP_003244975.1
OG0007713	XP_310605.5	XP_003245101.1
OG0007714	XP_001237862.2	XP_003245168.1
OG0007715	XP_001237714.2	XP_003245560.1
OG0007719	XP_313015.4	XP_003246718.1
OG0007720	XP_313975.4	XP_003246719.1
OG0007721	XP_311547.4	XP_003246865.1
OG0007723	XP_320807.4	XP_003247210.1
OG0007731	XP_320939.3	XP_008180778.1
OG0007732	XP_001688876.1	XP_008181009.1
OG0007733	XP_566358.3	XP_008181251.1
OG0007734	XP_310423.3	XP_008181312.1
OG0007735	XP_318380.5	XP_008181833.1
OG0007736	XP_310480.2	XP_008181841.1
OG0007737	XP_317106.5	XP_008182207.2
OG0007738	XP_313685.5	XP_008182304.1
OG0007739	XP_312931.5	XP_008182576.1
OG0007740	XP_310516.5	XP_008182646.1
OG0007741	XP_320627.3	XP_008182853.1
OG0007742	XP_316064.3	XP_008182998.1
OG0007744	XP_310881.4	XP_008183341.1
OG0007749	XP_001688476.1, XP_313927.4	XP_008185200.1
OG0007750	XP_311054.5	XP_008185401.1
OG0007751	XP_001237167.2	XP_008185491.1
OG0007752	XP_316117.3	XP_008185698.1
OG0007754	XP_308478.4	XP_008186050.2, XP_029344498.1
OG0007755	XP_310184.4	XP_008186112.1
OG0007756	XP_309540.2	XP_008186610.1
OG0007758	XP_308267.3	XP_008187338.1
OG0007759	XP_003436457.1	XP_008187824.1
OG0007760	XP_001689328.2	XP_008187924.1
OG0007763	XP_315797.4	XP_008188335.1
OG0007764	XP_314544.3	XP_008188468.1, XP_029346659.1, XP_016664249.1
OG0007769	XP_312258.3	XP_016657297.1
OG0007770	XP_316510.4	XP_016657642.1
OG0007772	XP_308987.3	XP_016660386.1
OG0007773	XP_318561.3	XP_016661950.1
OG0007774	XP_320375.4	XP_016662146.1
OG0007776	XP_003436964.1	XP_016664053.1
OG0007777	XP_312934.4	XP_029341080.1
OG0007778	XP_319474.3	XP_029342118.1
OG0007780	XP_317484.4	XP_029342623.1
OG0007781	XP_311896.5	XP_029342716.1, XP_029342715.1
OG0007782	XP_001237525.1	XP_029342776.1
OG0007784	XP_310397.7	XP_029343072.1
OG0007786	XP_318112.4	XP_029343471.1
OG0007787	XP_308548.4	XP_029343762.1
OG0007788	XP_314743.3	XP_029343997.1
OG0007790	XP_316289.4	XP_029344118.1
OG0007791	XP_310809.3	XP_029344426.1
OG0007792	XP_001238306.1	XP_029344898.1
OG0007795	XP_312092.5	XP_029347019.1
OG0007796	XP_321857.5	XP_029347309.1
OG0007957	XP_320713.3	NP_001129376.1
OG0007958	XP_309339.2, XP_001688179.1	NP_001155421.1
OG0007960	XP_319139.2	NP_001156057.1
OG0007965	XP_316706.4	XP_029341962.1, NP_001192053.1, NP_001280356.1, XP_029342567.1
OG0007969	XP_001689190.1, XP_001238167.1	NP_001243520.1
OG0007970	XP_321953.1	NP_001280345.1
OG0007972	XP_308437.4	XP_001942877.1
OG0007974	XP_315672.4	XP_008180253.1, XP_001943940.1
OG0007975	XP_309547.4	XP_001944199.2
OG0007976	XP_319744.4	XP_001944330.2
OG0007977	XP_319057.4	XP_001944496.2
OG0007978	XP_001238453.1, XP_321237.4	XP_001944616.1
OG0007979	XP_318630.3	XP_008184917.1, XP_001944640.1, XP_008184916.1, XP_016661437.1, XP_003245806.1
OG0007983	XP_312811.5	XP_001946530.2
OG0007990	XP_314145.4	XP_001948424.1
OG0007991	XP_317625.3	XP_001948552.1
OG0007992	XP_001688348.2	XP_001948708.1
OG0007993	XP_310197.4	XP_001948908.2
OG0007994	XP_311511.4	XP_001948915.2, XP_029347488.1
OG0007999	XP_558582.3, XP_314085.4	XP_001950556.1
OG0008000	XP_001230737.2	XP_001950804.2, XP_029343662.1
OG0008001	XP_001238809.3	XP_001951621.1
OG0008003	XP_316826.4	XP_001952087.1
OG0008004	XP_003436711.1	XP_001952135.2
OG0008007	XP_554247.3, XP_318513.3	XP_003240630.1
OG0008008	XP_316030.4	XP_008189869.1, XP_003240932.1
OG0008009	XP_001689189.1	XP_003241495.1
OG0008010	XP_552406.2	XP_003241996.1
OG0008012	XP_310617.4	XP_003242165.1
OG0008013	XP_315326.4	XP_003242223.1
OG0008016	XP_314931.4	XP_003244535.1
OG0008018	XP_321678.5	XP_003245054.1
OG0008019	XP_321833.4	XP_003245898.1
OG0008022	XP_314542.1	XP_003246350.1
OG0008023	XP_554017.1	XP_003247102.2
OG0008024	XP_314916.4	XP_003247427.1
OG0008026	XP_320098.3	XP_003248240.1
OG0008027	XP_003435919.1, XP_003435920.1, XP_003435921.1	XP_003248949.3
OG0008031	XP_001688562.1, XP_314345.2, XP_314346.4	XP_008179129.1
OG0008035	XP_308433.4	XP_008182199.1
OG0008036	XP_316529.4	XP_029345233.1, XP_008182305.1
OG0008038	XP_308315.4	XP_008183157.1
OG0008044	XP_003436100.1	XP_008187214.1
OG0008045	XP_319153.4	XP_008187547.1
OG0008047	XP_308747.4	XP_008187922.1
OG0008051	XP_308967.3	XP_016657952.1
OG0008053	XP_321981.3	XP_016661047.1
OG0008057	XP_312523.4	XP_029342031.1, XP_029342578.1
OG0008059	XP_001238150.1	XP_029342341.1
OG0008063	XP_552840.3	XP_029343592.1
OG0008065	XP_316809.4	XP_029345145.1
OG0008066	XP_553911.2	XP_029345178.1
OG0008067	XP_001230942.3	XP_029346149.1
OG0008068	XP_559110.3	XP_029346985.1, XP_029348244.1
OG0008201	XP_001238081.2	NP_001156234.1, XP_008182382.1
OG0008205	XP_001688079.1	NP_001233070.1
OG0008208	XP_315385.4	NP_001280639.1
OG0008212	XP_308811.4	XP_001943462.2
OG0008213	XP_321730.5	XP_001945230.2
OG0008220	XP_313286.3	XP_001951416.1
OG0008222	XP_565605.4	XP_001952454.2
OG0008223	XP_310278.7	XP_016657626.1, XP_001952621.2
OG0008225	XP_003436908.1	XP_016658074.1, XP_003240308.1
OG0008230	XP_308862.3	XP_003243883.1
OG0008231	XP_003436923.1	XP_003244474.1
OG0008233	XP_319121.4	XP_003245059.1
OG0008239	XP_312094.5	XP_003247893.2
OG0008241	XP_564594.3, XP_310691.3, XP_313386.3, XP_306733.2, XP_306795.2, XP_552603.2, XP_307353.3, XP_310243.3	XP_008179634.1, XP_029341008.1, XP_008189447.1, XP_008189460.1, XP_008180900.1, XP_016658401.1, XP_016657479.1, XP_029341133.1, XP_008189020.1
OG0008246	XP_557020.3	XP_029343112.1, XP_029348698.1
OG0008247	XP_312135.5	XP_008186626.1
OG0008248	XP_320941.5	XP_008186665.1
OG0008252	XP_320651.4	XP_008188533.2
OG0008253	XP_309860.4	XP_016655891.1
OG0008254	XP_319337.3	XP_016657286.1
OG0008260	XP_556988.3	XP_016663092.1
OG0008263	XP_307951.5	XP_029342166.1
OG0008264	XP_307827.4	XP_029342631.1
OG0008268	XP_309111.3	XP_029344490.1
OG0008270	XP_566389.3	XP_029344756.1
OG0008271	XP_555854.2	XP_029347002.1
OG0008403	XP_555840.2	XP_008185183.1, NP_001155255.1, NP_001155257.1, NP_001155256.1
OG0008405	XP_312546.4	NP_001156241.1
OG0008406	XP_310667.1	NP_001156270.1
OG0008407	XP_311278.4	NP_001156693.1
OG0008408	XP_318644.3	NP_001233029.1
OG0008409	XP_551123.2	XP_016663375.1, NP_001280274.1
OG0008410	XP_001237190.2	XP_016662774.1, NP_001280354.1
OG0008412	XP_314790.4	XP_001943473.2
OG0008415	XP_318071.4	XP_001944788.2
OG0008418	XP_312332.5	XP_029348323.1, XP_001947976.2, XP_016658191.1, XP_029344307.1, XP_001947716.2, XP_029344298.1, XP_008186635.1, XP_029348008.1, XP_029342321.1, XP_029348051.1, XP_029348609.1
OG0008425	XP_309965.4	XP_001950248.1
OG0008426	XP_318703.4	XP_001950275.2
OG0008427	XP_556004.3	XP_008184623.1, XP_001951043.2
OG0008430	XP_318445.5, XP_318449.4	XP_001952674.2, XP_001952691.2, XP_029345452.1, XP_029345453.1
OG0008432	XP_001688839.1	XP_003240562.1
OG0008436	XP_320579.3, XP_552285.1	XP_003242766.1
OG0008438	XP_001238193.1	XP_003245035.1
OG0008439	XP_001687883.1	XP_003245440.1
OG0008444	XP_308201.3	XP_008179386.2
OG0008450	XP_321038.3	XP_008184332.1
OG0008451	XP_308333.4, XP_001687897.1	XP_008185074.1
OG0008459	XP_560365.2	XP_016657967.1, XP_029345847.1, XP_029347415.1, XP_029348399.1
OG0008463	XP_553659.3	XP_016660802.1
OG0008467	XP_319679.2	XP_029342248.1
OG0008469	XP_309065.4	XP_029342639.1
OG0008476	XP_318586.4	XP_029345862.1
OG0008478	XP_001238532.3	XP_029346141.1
OG0008480	XP_317320.4	XP_029347774.1
OG0008600	XP_314739.4	NP_001155511.1, XP_001948579.2
OG0008603	XP_311751.4	NP_001288022.1
OG0008606	XP_001689286.1	XP_016663536.2
OG0008607	XP_317347.3	XP_001944408.4
OG0008609	XP_317711.1	XP_001944610.1
OG0008615	XP_307781.4	XP_016663820.1, XP_001946800.1
OG0008618	XP_321085.4	XP_001950908.3
OG0008619	XP_320181.3	XP_003240642.1
OG0008621	XP_319797.3	XP_003242876.1
OG0008629	XP_307967.5	XP_003247633.1
OG0008634	XP_559600.5	XP_008182830.1, XP_008182831.1
OG0008636	XP_311747.5	XP_008183380.1
OG0008637	XP_001687843.2	XP_008184736.1
OG0008638	XP_316958.4	XP_008188304.1
OG0008642	XP_316870.5	XP_008190014.1
OG0008645	XP_316184.4	XP_016660723.1
OG0008648	XP_314010.4	XP_016663567.1
OG0008649	XP_309518.4	XP_029343677.1
OG0008652	XP_321827.5	XP_029347655.1
OG0008653	NP_008071.1	YP_002323932.1
OG0008794	XP_001689283.1	NP_001138903.1
OG0008796	XP_315720.4	NP_001164531.1, XP_016662779.1
OG0008804	XP_320240.4	XP_001945156.2
OG0008809	XP_003436246.1, XP_003436247.1, XP_312125.4	XP_001951826.2
OG0008820	XP_001688753.1	XP_029347999.1, XP_008180524.1, XP_016656322.1, XP_029341388.1
OG0008823	XP_316086.4	XP_016662813.1, XP_008186572.1
OG0008824	XP_001238272.2	XP_008186630.1
OG0008828	XP_003436330.1	XP_008189463.1
OG0008832	XP_001687898.1	XP_016661556.1
OG0009007	XP_001230973.2, XP_311977.4, XP_314062.4, XP_001688515.1	NP_001156151.1
OG0009015	XP_003436032.1	XP_003240933.1
OG0009019	XP_554948.3	XP_029342804.1, XP_003247562.1, XP_016663526.1, XP_016663523.1, XP_008187513.2, XP_029342803.1
OG0009154	XP_001238152.1	NP_001155864.1
OG0009157	XP_318399.4	XP_001945576.1
OG0009159	XP_316660.2	XP_001947648.1
OG0009160	XP_321600.5	XP_008179350.1, XP_001948210.2
OG0009160	XP_320526.4	XP_008179465.1, XP_029341545.1, XP_029348636.1
OG0009161	XP_563485.4	XP_001948692.1
OG0009164	XP_308323.4	XP_003242830.2
OG0009166	XP_003436442.1	XP_003242864.1
OG0009174	XP_001237319.2	XP_008185059.1, XP_008185062.1
OG0009175	XP_001688750.1	XP_008186993.1
OG0009176	XP_001689080.1, XP_001689082.1	XP_029344887.1, XP_008188151.1
OG0009178	XP_313289.3, XP_003436519.1	XP_016663178.1, XP_029346403.1
OG0009180	NP_008070.1	YP_002323931.1
OG0009181	NP_008080.1	YP_002323941.1
OG0009311	XP_319329.3	NP_001155468.1
OG0009312	XP_003435937.1, XP_310373.6, XP_310374.3, XP_554957.2	NP_001155903.1
OG0009313	XP_003436204.1	NP_001156104.1
OG0009314	XP_562343.4, XP_318852.2	XP_001943154.2
OG0009315	XP_319624.3	XP_001944294.1
OG0009317	XP_318371.5	XP_001946569.1, XP_016658319.1
OG0009318	XP_308421.4	XP_016659525.1, XP_016658766.1, XP_016664824.1, XP_016658760.1, XP_029341328.1, XP_001947409.1, XP_029345732.1, XP_029341320.1
OG0009319	XP_564983.3	XP_003244675.3, XP_003245513.1, XP_001947509.3
OG0009320	XP_310384.6, XP_003436629.1	XP_001948435.1
OG0009321	XP_001688313.2	XP_001950618.2, XP_029347391.1
OG0009322	XP_001230454.1	XP_001951960.1, XP_008189684.1, XP_003248775.2
OG0009326	XP_003436439.1	XP_008182055.1, XP_016656479.1
OG0009327	XP_003436900.1	XP_029342559.1, XP_008182295.1, XP_029343829.1, XP_029347457.1, XP_016662590.1
OG0009328	XP_319027.4	XP_008184038.2
OG0009331	XP_310203.3	XP_016663124.1
OG0009333	XP_314136.4	XP_029346316.1
OG0009335	NP_008073.1	YP_002323934.1
OG0009336	NP_008081.1	YP_002323942.1
OG0009440	XP_565182.2	NP_001280412.1
OG0009442	XP_562632.3, XP_313000.2	XP_029342450.1, XP_008183531.1, XP_008183532.1, XP_003240493.1, XP_001943708.2
OG0009443	XP_308320.4	XP_001944063.1
OG0009449	XP_563648.4	XP_003246515.1
OG0009453	XP_003435781.1, XP_003437091.1	XP_008181297.1
OG0009455	XP_001687922.1, XP_001687926.1	XP_008184526.1
OG0009457	XP_310200.4	XP_029341591.1, XP_008188760.1, XP_029345660.1, XP_029341232.1
OG0009458	XP_316467.3	XP_029343609.1, XP_016656456.1
OG0009460	XP_001688409.2	XP_016659316.1
OG0009464	NP_008077.1, XP_001687790.1	YP_002323938.1
OG0009581	XP_001237116.2	XP_008184784.1, XP_008184325.1, NP_001155426.1
OG0009582	XP_003436027.1	NP_001191851.1, XP_008183409.1
OG0009583	XP_555160.3	NP_001232960.1, XP_008187738.1
OG0009584	XP_315167.3	NP_001280347.1
OG0009585	XP_311599.4	XP_016656331.1, XP_029347112.1, XP_003241501.1, XP_001943075.2
OG0009586	XP_551754.1	XP_008189453.2
OG0009586	XP_320128.3	XP_001944453.1
OG0009589	XP_003436876.1, XP_557457.4	XP_001949730.1, XP_008187251.1
OG0009590	XP_319218.4	XP_001952608.2
OG0009592	XP_316583.2, XP_316572.4	XP_003242945.1
OG0009595	XP_001688883.1	XP_003246334.2
OG0009596	XP_003436877.1, XP_315187.4	XP_016662216.1, XP_008185879.1, XP_003246416.1
OG0009597	XP_311423.4	XP_008189378.1, XP_016664811.1, XP_003248633.1, XP_008189377.1
OG0009600	XP_313277.3	XP_008178480.1
OG0009603	XP_001230997.3	XP_008182076.1
OG0009604	XP_313496.5	XP_008182324.2
OG0009605	XP_307483.4	XP_008183061.2
OG0009607	XP_314128.4	XP_008186577.1, XP_008186576.1, XP_016662817.1
OG0009611	XP_318714.3	XP_008188659.1
OG0009613	XP_001688478.1, XP_313939.4	XP_016663331.1
OG0009615	XP_311490.2, XP_320911.4	XP_016656389.1
OG0009621	XP_316328.4, XP_001688840.1	XP_016661338.2
OG0009623	XP_310285.7, XP_003436592.1	XP_029342755.1
OG0009625	XP_565286.3	XP_029344859.1, XP_029344857.1
OG0009628	XP_316883.5	XP_029346959.1
OG0009750	XP_319620.4	NP_001280396.1
OG0009751	XP_001230590.1	NP_001284566.1
OG0009754	XP_312537.4	XP_016663869.1, XP_001944075.2
OG0009756	XP_001237463.3	XP_029346779.1, XP_001944280.2
OG0009757	XP_308399.4	XP_001944371.2
OG0009759	XP_003435775.1	XP_029347258.1, XP_003245652.1, XP_001945381.1
OG0009760	XP_313830.5	XP_029347615.1, XP_001948001.1, XP_029347614.1
OG0009761	XP_306928.3, XP_308091.4	XP_001948882.1, XP_008184928.1
OG0009762	XP_554876.3	XP_001949775.1
OG0009763	XP_309432.3	XP_001950290.1
OG0009783	XP_308253.4	XP_008185367.1
OG0009789	XP_001237496.3	XP_016656466.2
OG0009792	XP_001230896.1	XP_016662967.1
OG0009794	XP_312132.4	XP_029342589.1, XP_029342035.1
OG0009795	XP_309506.4	XP_029342634.1
OG0009796	XP_316930.3	XP_029347699.1, XP_029347698.1, XP_029343909.1
OG0009797	XP_320656.4	XP_029344695.1
OG0009799	NP_008074.1	YP_002323935.1
OG0009800	NP_008069.1	YP_002323943.1
OG0009951	XP_001688310.2	XP_029341869.1, NP_001156432.1
OG0009954	XP_321344.5, XP_003436200.1, XP_312275.4	NP_001232996.1
OG0009955	XP_559415.3	NP_001280467.1
OG0009959	XP_320276.4	XP_001944347.2
OG0009960	XP_321764.5	XP_001944367.1
OG0009961	XP_309589.2	XP_016659101.1, XP_001945379.2
OG0009962	XP_310731.4	XP_001946425.1
OG0009964	XP_314547.2	XP_001950122.2
OG0009965	XP_313597.5	XP_001950315.2
OG0009966	XP_313688.5	XP_001950647.2, XP_016662617.1
OG0009967	XP_318855.4	XP_001950695.2
OG0009968	XP_316536.4	XP_001950740.1, XP_008184181.1
OG0009978	XP_317318.3, XP_317317.2	XP_003243834.1
OG0009987	XP_312966.5	XP_008179310.1, XP_029347703.1
OG0009988	XP_312896.5	XP_016657032.1, XP_008179493.1
OG0009992	XP_001237443.3	XP_029346480.1, XP_029348492.1, XP_008184791.1, XP_029346607.1, XP_008181177.1, XP_029346608.1, XP_029347740.1
OG0009994	XP_312436.5	XP_008181819.1
OG0009996	XP_312040.5	XP_029346771.1, XP_016659075.1, XP_008181988.1
OG0009997	XP_315557.4	XP_008182446.2
OG0009999	XP_308336.4	XP_008184453.1, XP_016661043.1
OG0010004	XP_310406.7	XP_008187504.1
OG0010006	XP_321947.5	XP_008188490.1, XP_008188491.1, XP_029344199.1
OG0010011	XP_315020.4	XP_016655697.1
OG0010017	XP_308850.4	XP_016659191.1
OG0010020	XP_001689006.1	XP_029341047.1
OG0010022	XP_307129.2	XP_029348231.1, XP_029342298.1, XP_029347196.1, XP_029341598.1, XP_029346317.1
OG0010025	XP_554755.3	XP_029344744.1, XP_029344743.1
OG0010026	XP_003436423.1, XP_003436424.1, XP_003436425.1, XP_312944.5	XP_029344828.1
OG0010027	XP_307672.4, XP_317222.4	XP_029344885.1
OG0010030	NP_008075.1	YP_002323936.1
OG0010031	NP_008079.1	YP_002323940.1
OG0010200	XP_313835.5	NP_001119608.1
OG0010201	XP_315957.4	NP_001128375.1
OG0010207	XP_315660.4	NP_001156264.1
OG0010213	XP_316620.3	NP_001280468.1
OG0010215	XP_308329.4, XP_001687896.1	XP_029345627.1, XP_001943275.1, XP_001944926.2
OG0010218	XP_001688329.1	XP_001944374.1
OG0010220	XP_311850.4	XP_008180035.1, XP_001945123.1
OG0010221	XP_310434.4	XP_001945346.1
OG0010223	XP_308885.4	XP_001946936.3
OG0010225	XP_312859.4	XP_001948280.4
OG0010226	XP_320434.4	XP_001948362.1
OG0010228	XP_308828.4	XP_001949201.1
OG0010229	XP_319810.3	XP_001949283.1
OG0010233	XP_562377.4	XP_001950087.2
OG0010234	XP_316105.3	XP_008182994.1, XP_016659780.1, XP_001950657.1
OG0010235	XP_317699.4	XP_001951624.1
OG0010236	XP_001230730.2	XP_001951778.2, XP_029345763.1, XP_016664893.1
OG0010243	XP_001688947.1	XP_003242396.1
OG0010244	XP_316399.4	XP_003242606.1
OG0010248	XP_319013.3	XP_003244099.1
OG0010262	XP_319575.4	XP_008182261.1
OG0010263	XP_317548.3	XP_008182263.1
OG0010267	XP_307293.3, XP_319054.4	XP_008184953.1
OG0010273	XP_317752.3	XP_008190202.1
OG0010280	XP_001237647.2	XP_016659296.2, XP_029348124.1
OG0010281	XP_003436474.1, XP_311702.5	XP_016660489.2
OG0010282	XP_320563.4	XP_016661003.1
OG0010290	XP_314338.4	XP_029342793.1
OG0010291	XP_309294.4	XP_029342824.1
OG0010292	XP_314325.4	XP_029342923.1
OG0010293	XP_310174.4	XP_029343037.1
OG0010294	XP_317164.4	XP_029343078.1, XP_029343079.1
OG0010295	XP_559104.3	XP_029343233.1
OG0010297	XP_003436782.1, XP_003436783.1, XP_562055.3	XP_029345259.1
OG0010300	XP_001688596.1	XP_029347294.1
OG0010302	NP_008078.1	YP_002323939.1
OG0010490	XP_316397.2	NP_001153530.1
OG0010493	XP_314551.4	NP_001155678.1
OG0010494	XP_309124.2	NP_001155828.1
OG0010496	XP_313827.5	XP_008178255.1, NP_001156112.1
OG0010499	XP_316618.3	NP_001156314.1
OG0010500	XP_317686.4	NP_001156447.1
OG0010502	XP_321104.4	NP_001164532.1
OG0010504	XP_316889.3	NP_001280434.1
OG0010505	XP_317847.1	NP_001280447.1
OG0010507	XP_311662.4	XP_001942558.1
OG0010508	XP_001689231.1	XP_008185117.1, XP_001942669.2
OG0010509	XP_001687828.2	XP_001943120.2
OG0010512	XP_313445.5	XP_001944007.1
OG0010513	XP_001230756.1	XP_001944618.2
OG0010515	XP_314099.3	XP_001945797.2
OG0010517	XP_317645.4	XP_001946636.2
OG0010519	XP_309531.4	XP_001948013.2
OG0010520	XP_553074.3	XP_001948179.3
OG0010522	XP_310846.5	XP_001949318.2
OG0010525	XP_313756.5	XP_001951662.2
OG0010529	XP_556966.3	XP_003240563.2
OG0010540	XP_001238091.2	XP_003245489.1
OG0010541	XP_317199.3	XP_016658924.1, XP_003245754.1
OG0010542	XP_309503.2	XP_003246330.1
OG0010546	XP_565358.3	XP_003248608.2
OG0010555	XP_318099.4	XP_008179999.2
OG0010556	XP_001688403.1	XP_008180146.1, XP_008189996.1, XP_008180145.1
OG0010563	XP_001688414.2	XP_008182308.1
OG0010576	XP_310650.4	XP_016657876.1
OG0010577	XP_564488.2	XP_016658083.1
OG0010579	XP_318478.5	XP_016662281.2
OG0010587	XP_309125.4	XP_029341675.1
OG0010589	XP_315572.4	XP_029341994.1
OG0010591	XP_320185.4	XP_029343493.1
OG0010592	XP_307730.3	XP_029343611.1
OG0010593	XP_320356.2	XP_029345034.1
OG0010594	XP_320049.3	XP_029346114.1
OG0010598	XP_321350.5	XP_029347628.1
OG0010896	XP_317953.2	NP_001153531.1
OG0010901	XP_566226.2	NP_001156673.1
OG0010904	XP_321079.5	NP_001232955.1
OG0010905	XP_315450.4	NP_001232997.1
OG0010911	XP_308829.4	XP_001943480.2
OG0010912	XP_003436930.1	XP_001943487.1
OG0010916	XP_560062.4	XP_001943924.2
OG0010917	XP_321117.4	XP_001944400.1
OG0010924	XP_308514.4	XP_001947549.3
OG0010931	XP_317274.4	XP_001949425.2
OG0010933	XP_317486.3	XP_001949693.1
OG0010938	XP_310159.2	XP_001952676.2, XP_008181962.1
OG0010942	XP_565199.1	XP_029341644.1, XP_008189635.1, XP_003240840.1, XP_029341645.1
OG0010961	XP_318504.4	XP_003248076.1
OG0010969	XP_317630.3	XP_008179474.1, XP_029344382.1
OG0010975	XP_318675.2	XP_008182435.1
OG0010987	XP_001230322.2	XP_016664774.1, XP_016664665.1, XP_008188713.1, XP_016664752.1
OG0010997	XP_001687856.1	XP_016659655.1
OG0011002	XP_309983.4	XP_016663163.1
OG0011006	XP_309716.4, XP_001230639.1	XP_029341264.1
OG0011009	XP_307792.4	XP_029343212.1
OG0011012	XP_313249.4	XP_029345831.1
OG0011013	XP_552976.3	XP_029345903.1
OG0011398	XP_566030.2	NP_001155835.1
