Orthogroup	Anopheles_gambiae	Bombus_terrestris
OG0007138	XP_308400.4	XP_012168424.1
OG0007139	XP_319040.3	XP_012170715.1
OG0007140	XP_315659.1	XP_003399121.1
OG0007141	XP_315089.3	XP_003400232.1
OG0007142	XP_315374.4	XP_003396781.1
OG0007143	XP_311995.4	XP_012171667.1
OG0007144	XP_310410.3	XP_003394497.1
OG0007145	XP_320056.4	XP_012171924.1
OG0007146	XP_322018.5	XP_020723790.1
OG0007147	XP_308802.3	XP_020722026.1
OG0007148	XP_312549.3	XP_003393539.1
OG0007149	XP_310217.4	XP_003397601.1
OG0007150	XP_320697.4	XP_003401467.1
OG0007151	XP_317372.3	XP_003399527.1
OG0007152	XP_319449.3	XP_003399059.1
OG0007153	XP_316190.3	XP_003398805.1
OG0007154	XP_319107.3	XP_003399304.1
OG0007155	XP_312850.5	XP_003400001.1
OG0007156	XP_316798.3	XP_003401638.1
OG0007158	XP_308381.4	XP_003396645.1
OG0007159	XP_320074.4	XP_012170766.1
OG0007160	XP_316606.2	XP_003400798.1
OG0007161	XP_313007.1	XP_003401370.1
OG0007162	XP_309755.4	XP_012167391.1
OG0007163	XP_310753.4	XP_003402972.1
OG0007164	XP_311841.2	XP_012174520.1
OG0007165	XP_319025.4	XP_020723828.1
OG0007166	XP_316058.4	XP_020719595.1
OG0007168	XP_316313.2	XP_003394631.1
OG0007169	XP_308272.4	XP_003396698.1
OG0007170	XP_001688927.1	XP_012165943.1
OG0007171	XP_003435826.1	XP_003393453.1
OG0007172	XP_321259.4	XP_003396875.1
OG0007173	XP_317795.4	XP_003394624.1
OG0007174	XP_307854.2	XP_003395866.1
OG0007175	XP_315206.3	XP_020718955.1
OG0007176	XP_317319.4	XP_003400564.1
OG0007177	XP_317163.4	XP_012165028.1
OG0007178	XP_317329.4	XP_003395088.1
OG0007179	XP_317471.3	XP_003399330.1
OG0007180	XP_316196.4	XP_012176634.1
OG0007182	XP_316221.4	XP_012176098.1
OG0007184	XP_322055.4	XP_003397371.1
OG0007185	XP_313038.5	XP_012163790.1
OG0007186	XP_320205.2	XP_020724280.1
OG0007187	XP_317518.4	XP_020720275.1
OG0007188	XP_310535.5	XP_003399283.1
OG0007189	XP_310620.4	XP_003396373.1
OG0007190	XP_313900.4	XP_003396621.1
OG0007192	XP_319343.4	XP_020723024.1, XP_003401910.1
OG0007193	XP_309147.5	XP_003403156.1
OG0007195	XP_563984.2	XP_003394333.1
OG0007196	XP_003436173.1	XP_003399199.1
OG0007197	XP_309641.5	XP_003395847.1
OG0007199	XP_001689046.1	XP_020723237.1
OG0007200	XP_551895.3	XP_012174789.1
OG0007201	XP_001238451.3	XP_003399100.1
OG0007202	XP_320452.3	XP_003393735.1
OG0007203	XP_001238295.1, XP_551965.2	XP_020719927.1
OG0007205	XP_308760.4	XP_020721834.1
OG0007206	XP_308658.4	XP_020720080.1
OG0007209	XP_308255.4	XP_012171012.1
OG0007210	XP_307205.4	XP_020718967.1
OG0007211	XP_319710.4	XP_020718983.1
OG0007212	XP_308277.4	XP_012164332.1
OG0007213	XP_319423.3	XP_012174561.1
OG0007216	XP_001688436.2	XP_003401725.1
OG0007217	XP_319618.4	XP_003399252.1
OG0007219	XP_320883.2, XP_552645.3	XP_012165960.1
OG0007220	XP_313136.3	XP_003399543.1
OG0007221	XP_319678.4	XP_012163549.1
OG0007222	XP_316950.4	XP_003398833.1
OG0007223	XP_311068.3	XP_012168880.1
OG0007225	XP_566411.4	XP_012167280.1
OG0007226	XP_314735.3	XP_003398193.1
OG0007227	XP_564145.3	XP_003393569.1
OG0007228	XP_313452.4	XP_003392905.2
OG0007229	XP_001238137.2	XP_012165743.1
OG0007230	XP_316417.4	XP_003401835.1
OG0007231	XP_314268.5	XP_003393748.1
OG0007232	XP_311351.5	XP_003394764.1
OG0007233	XP_321553.2	XP_003393891.1
OG0007234	XP_313837.5	XP_003401275.1
OG0007236	XP_319780.4	XP_003397972.1
OG0007237	XP_309614.5	XP_020722904.1
OG0007239	XP_315632.3	XP_003396287.1
OG0007241	XP_313706.5	XP_012171752.1
OG0007242	XP_319467.4	XP_003403050.1
OG0007243	XP_309553.4	XP_003394926.1
OG0007244	XP_321031.4	XP_003398984.1
OG0007245	XP_314037.2	XP_012175899.1
OG0007248	XP_318479.4	XP_003395663.1
OG0007249	XP_311160.5	XP_012172769.1
OG0007250	XP_320310.3	XP_003396310.1
OG0007251	XP_564726.3	XP_012170163.1
OG0007253	XP_001689303.1	XP_012173895.1
OG0007254	XP_001237243.2	XP_012174811.1
OG0007255	XP_316952.2	XP_003393303.1
OG0007257	XP_318109.3	XP_003397142.1
OG0007259	XP_319808.4	XP_012165681.1
OG0007260	XP_309611.3	XP_020722161.1, XP_020722162.1
OG0007262	XP_311130.5	XP_012176006.1
OG0007263	XP_317501.4	XP_012172871.1
OG0007265	XP_321758.5	XP_003393124.1
OG0007268	XP_321641.5	XP_012176407.1
OG0007269	XP_310487.4	XP_020721497.1
OG0007270	XP_318833.4	XP_020719938.1
OG0007271	XP_309600.5	XP_003399354.1
OG0007272	XP_003436800.1	XP_012164176.1
OG0007274	XP_308115.5, XP_003436649.1	XP_020719427.1, XP_020719428.1, XP_020719431.1, XP_003392952.1, XP_020719441.1
OG0007275	XP_309190.3	XP_003401212.1
OG0007276	XP_001238468.1	XP_012168428.1
OG0007277	XP_311493.3	XP_020723940.1
OG0007278	XP_311767.4	XP_003397279.1
OG0007279	XP_309964.4	XP_003398827.1
OG0007280	XP_320566.3	XP_012174231.2
OG0007281	XP_307859.4	XP_012165717.1
OG0007282	XP_319348.4	XP_012166787.1
OG0007283	XP_321938.3	XP_012168903.1
OG0007284	XP_310635.4	XP_012163493.1
OG0007285	XP_316741.3	XP_003398953.1
OG0007286	XP_309479.4	XP_003395658.1
OG0007287	XP_314623.2	XP_003394349.1
OG0007289	XP_320777.3	XP_020719135.1
OG0007290	XP_311753.4	XP_003401374.1
OG0007291	XP_314659.3	XP_003394533.1
OG0007293	XP_318042.4	XP_020724002.1
OG0007294	XP_318130.4	XP_003394485.1
OG0007295	XP_321067.5	XP_003403285.1
OG0007296	XP_318921.4, XP_001238061.2	XP_003396166.1
OG0007297	XP_315544.2	XP_020723614.1
OG0007298	XP_310981.3	XP_003395496.1
OG0007299	XP_562511.3	XP_012176707.1
OG0007300	XP_321124.2	XP_003396356.1
OG0007302	XP_317739.3	XP_003399296.1
OG0007303	XP_310308.5	XP_012173521.1
OG0007304	XP_308213.3	XP_003401491.1
OG0007305	XP_559074.3	XP_012169739.1
OG0007306	XP_312446.4	XP_012167449.2
OG0007307	XP_310909.5	XP_003399430.1
OG0007308	XP_319552.5	XP_020721732.1
OG0007309	XP_001689054.1	XP_020723554.1
OG0007310	XP_319756.3	XP_012171347.1
OG0007311	XP_317556.3	XP_003394968.1
OG0007312	XP_554602.2	XP_003393640.1
OG0007313	XP_317277.4	XP_003399075.1
OG0007315	XP_314949.3	XP_003395927.1
OG0007316	XP_317785.3	XP_020718385.1
OG0007317	XP_309610.2	XP_012175399.1
OG0007318	XP_321509.4	XP_003395523.1
OG0007319	XP_320600.4	XP_003401803.2
OG0007320	XP_314698.1	XP_012176532.1
OG0007321	XP_316738.5	XP_020720470.1
OG0007322	XP_321781.3	XP_012166484.1
OG0007323	XP_319302.3	XP_020720257.1
OG0007324	XP_317623.3	XP_003395244.1
OG0007325	XP_555593.3	XP_012174168.1
OG0007326	XP_317210.3	XP_012174151.1
OG0007327	XP_003436727.1	XP_012174739.1
OG0007328	XP_001238459.2, XP_001238458.2, XP_003435930.1	XP_003401990.1
OG0007329	XP_310686.5	XP_003401840.1
OG0007330	XP_310627.5	XP_012176135.1
OG0007331	XP_321391.4	XP_012171991.1
OG0007332	XP_318704.4	XP_012169583.1
OG0007334	XP_313174.3	XP_003401784.1
OG0007335	XP_316305.4	XP_003396851.1
OG0007336	XP_003436889.1	XP_003396057.1
OG0007338	XP_320692.4	XP_012170007.1
OG0007339	XP_322068.4	XP_012164663.1
OG0007340	XP_319999.3	XP_020724126.1
OG0007341	XP_550879.4	XP_003394967.1
OG0007342	XP_310828.4	XP_003400186.1
OG0007344	XP_308809.4	XP_003398568.1
OG0007345	XP_312204.2	XP_012174667.1
OG0007346	XP_310805.5	XP_003399349.1
OG0007347	XP_310405.7	XP_020723070.1
OG0007348	XP_311513.4	XP_003403111.1
OG0007349	XP_309008.4	XP_003394332.1
OG0007350	XP_308630.4	XP_012165280.1
OG0007351	XP_316426.4	XP_003401723.1
OG0007352	XP_321673.5	XP_003398709.1
OG0007353	XP_317502.3	XP_003403018.2
OG0007354	XP_562810.4	XP_003395991.1
OG0007355	XP_311085.5	XP_012173697.1
OG0007356	XP_001687890.1	XP_012168784.1
OG0007357	XP_001687931.1	XP_003397416.1
OG0007358	XP_313644.5	XP_003393438.1
OG0007359	XP_317557.4	XP_020718345.1
OG0007360	XP_317553.4	XP_020723382.1
OG0007361	XP_311185.5	XP_012176635.1
OG0007362	XP_312112.3	XP_012168038.1
OG0007363	XP_317740.4	XP_003398615.1
OG0007364	XP_320639.4	XP_012169268.1
OG0007365	XP_552360.2	XP_003403327.1
OG0007366	XP_309751.4	XP_003400943.1
OG0007367	XP_320105.3	XP_003398691.1
OG0007368	XP_001238361.2	XP_003395414.1
OG0007369	XP_320349.4	XP_020718235.1
OG0007370	XP_311284.5	XP_003401260.1
OG0007371	XP_320522.4	XP_012169390.1, XP_020721056.1
OG0007372	XP_320300.4	XP_012163242.1
OG0007373	XP_566412.4	XP_003395895.1
OG0007374	XP_558026.3	XP_012174284.1
OG0007375	XP_312206.5	XP_020720920.1
OG0007376	XP_321718.3	XP_012170664.1
OG0007377	XP_003437001.1, XP_310633.5	XP_020719169.1
OG0007378	XP_314320.4	XP_012168368.1
OG0007379	XP_316447.3	XP_003399898.1
OG0007380	XP_311163.5	XP_003400598.1
OG0007381	XP_311609.4	XP_012166517.1
OG0007382	XP_318870.3	XP_020718875.1
OG0007383	XP_317746.4	XP_003399760.1
OG0007385	XP_552396.1	XP_003393393.1
OG0007386	XP_316491.2	XP_020718571.1
OG0007387	XP_310418.5	XP_003395617.1
OG0007388	XP_321585.4	XP_020720972.1
OG0007389	XP_001688867.1, XP_003436906.1	XP_012175685.2
OG0007390	XP_314493.3	XP_020720940.1
OG0007391	XP_317783.4	XP_020718553.1
OG0007392	XP_309081.4	XP_020722534.1
OG0007393	XP_001689060.1	XP_003395034.1
OG0007394	XP_003436780.1	XP_003396044.1
OG0007395	XP_001687810.1	XP_012171437.1
OG0007396	XP_321597.4	XP_003393552.1
OG0007397	XP_317778.3	XP_012168791.1
OG0007398	XP_308870.4	XP_012168143.1
OG0007399	XP_552742.3	XP_012164134.1
OG0007400	XP_321572.5	XP_020722509.1
OG0007401	XP_553263.2	XP_003395718.1
OG0007402	XP_312259.5	XP_003400665.1
OG0007403	XP_318333.5	XP_012163868.1
OG0007404	XP_001689334.2	XP_012163778.1
OG0007405	XP_321855.5	XP_020720815.1
OG0007407	XP_316844.5	XP_003393196.1
OG0007409	XP_313261.4	XP_012163544.1
OG0007410	XP_550898.4	XP_003392883.1
OG0007411	XP_313793.5	XP_003401117.1
OG0007412	XP_309793.4	XP_003399236.1
OG0007413	XP_311538.4	XP_003402208.1
OG0007414	XP_311571.4	XP_020721293.1
OG0007415	XP_563902.4	XP_020723677.1
OG0007417	XP_313266.5	XP_003393332.1
OG0007420	XP_001688418.2	XP_003397194.1
OG0007421	XP_319829.4	XP_012173430.1
OG0007422	XP_318670.4	XP_003397009.1, XP_020719816.1
OG0007423	XP_309552.4	XP_003393375.1
OG0007424	XP_321772.5	XP_012171898.1
OG0007425	XP_001688472.1	XP_020721854.1
OG0007426	XP_001688844.1	XP_012167920.1
OG0007428	XP_001688138.1	XP_020719495.1
OG0007429	XP_308835.4	XP_003393421.1
OG0007430	XP_310978.5	XP_012176462.1
OG0007431	XP_317418.4	XP_003396215.1
OG0007432	XP_311142.5	XP_020719179.1
OG0007433	XP_318044.4	XP_012167232.1
OG0007434	XP_315661.2	XP_020719502.1
OG0007436	XP_307783.5	XP_012169034.1
OG0007437	XP_309970.4	XP_012169343.1
OG0007439	XP_312414.5	XP_020720442.1
OG0007440	XP_315098.3	XP_003396491.1
OG0007441	XP_310389.7, XP_003436630.1	XP_020719686.1
OG0007442	XP_310244.7	XP_020722966.1
OG0007443	XP_317866.4	XP_012166618.1
OG0007444	XP_314868.3	XP_020718462.1
OG0007445	XP_313408.5	XP_012163922.1
OG0007446	XP_319335.3	XP_012173755.1
OG0007447	XP_314165.4	XP_012170952.1
OG0007448	XP_315818.5	XP_012173820.1, XP_012173815.1
OG0007449	XP_314175.4	XP_003403173.1
OG0007450	XP_308929.4	XP_003396313.1
OG0007451	XP_308243.4	XP_020719666.1
OG0007452	XP_001688945.1	XP_020722055.1
OG0007452	XP_001688946.1	XP_012175290.1
OG0007453	XP_309985.4	XP_003396415.2
OG0007454	XP_315840.4, XP_001688734.1	XP_012166121.1
OG0007455	XP_314428.4	XP_020719424.1
OG0007457	XP_315926.2	XP_012175993.1
OG0007458	XP_558129.3	XP_012176455.1, XP_003394511.1
OG0007459	XP_319368.3	XP_003402838.1
OG0007460	XP_001689255.1	XP_003398384.2
OG0007461	XP_307970.5	XP_012169959.1
OG0007462	XP_321187.4	XP_012168034.1
OG0007463	XP_321740.5	XP_003402584.1
OG0007464	XP_310955.4	XP_003394105.1
OG0007465	XP_314166.4	XP_003400205.1
OG0007466	XP_309486.3	XP_003400552.1
OG0007467	XP_313084.3	XP_003394327.1
OG0007468	XP_308102.4	XP_012168952.2
OG0007469	XP_314926.4	XP_012173576.1
OG0007470	XP_319694.4	XP_003393654.1
OG0007472	XP_320298.4	XP_012170274.1
OG0007473	XP_001688383.1	XP_020722849.1
OG0007474	XP_311433.4	XP_003393589.1
OG0007475	XP_312845.5	XP_003395115.1
OG0007477	XP_320206.4	XP_003400019.1, XP_012170663.1
OG0007478	XP_321500.2	XP_003393875.1
OG0007479	XP_318007.3	XP_003394711.1
OG0007480	XP_314506.4	XP_012164651.1
OG0007482	XP_003436180.1, XP_312308.5	XP_012164668.1
OG0007484	XP_314141.4, XP_314142.4	XP_012169379.1
OG0007485	XP_313567.4	XP_003402771.1, XP_020723537.1
OG0007486	XP_315016.4	XP_003395690.1
OG0007487	XP_320314.4	XP_012167638.1
OG0007488	XP_321609.4	XP_012168394.1
OG0007489	XP_308753.2	XP_003399714.1
OG0007490	XP_314048.4	XP_020721675.1
OG0007492	XP_001237131.1	XP_003396646.1
OG0007494	XP_315244.4	XP_003395664.1, XP_012164159.1
OG0007495	XP_307420.3	XP_003393362.1
OG0007496	XP_312467.1	XP_012164353.1
OG0007497	XP_001689307.1	XP_003398470.1
OG0007498	XP_320764.4	XP_003397265.1
OG0007499	XP_317029.4	XP_012176352.2
OG0007500	XP_314560.4	XP_003394513.1
OG0007501	XP_563881.1	XP_020722145.1
OG0007502	XP_319820.4	XP_012164786.1
OG0007504	XP_308452.4	XP_012165216.1
OG0007505	XP_553061.3	XP_012174024.1
OG0007506	XP_309935.4	XP_003403010.1
OG0007507	XP_307796.5	XP_003397828.1
OG0007508	XP_319935.4	XP_003394688.1
OG0007510	XP_001688792.1	XP_003398122.1
OG0007512	XP_314912.4	XP_003398283.1
OG0007513	XP_309635.4	XP_003402288.1
OG0007514	XP_552911.3	XP_003398115.2
OG0007515	XP_310403.7	XP_012172412.1
OG0007516	XP_003436182.1	XP_003398821.1
OG0007517	XP_001688802.1, XP_001688043.1, XP_321816.3	XP_003400374.1
OG0007518	XP_320878.2	XP_003403076.1
OG0007519	XP_003436742.1	XP_020722504.1
OG0007521	XP_003435917.1, XP_001689326.2	XP_012172465.1
OG0007522	XP_003436729.1	XP_020718852.1
OG0007523	XP_310683.3	XP_003396470.1
OG0007524	XP_315857.4, XP_001688737.1	XP_020720765.1
OG0007525	XP_308367.4	XP_003397450.1
OG0007526	XP_308265.4	XP_003392981.2
OG0007527	XP_308147.4	XP_012171212.1
OG0007528	XP_318086.4	XP_012173912.1
OG0007529	XP_308652.4	XP_012163093.1
OG0007530	XP_308995.3	XP_020721409.1
OG0007531	XP_316428.3	XP_003399135.1
OG0007532	XP_319238.4	XP_020719534.1
OG0007533	XP_319228.4	XP_012174328.1
OG0007534	XP_553857.3	XP_020718291.1
OG0007535	XP_555111.3	XP_012164377.1
OG0007539	XP_321318.5	XP_020721456.1
OG0007540	XP_310393.6	XP_020720778.1
OG0007541	XP_307208.3	XP_003397162.3
OG0007542	XP_311844.5	XP_003397295.1
OG0007543	XP_003436414.1	XP_012164348.1
OG0007544	XP_312829.4, XP_003436404.1	XP_012173773.1
OG0007545	XP_001688388.1, XP_001688387.1	XP_003401251.1
OG0007546	XP_001237458.2	XP_012163135.1
OG0007548	XP_320926.4	XP_012167217.1, XP_020720042.1
OG0007549	XP_309302.4	XP_012165000.1
OG0007550	XP_551275.4	XP_012164921.1
OG0007551	XP_314549.4, XP_001688577.1	XP_003393789.1
OG0007552	XP_003436164.1, XP_312357.5	XP_020718673.1
OG0007553	XP_003436223.1, XP_312200.3	XP_003399157.1
OG0007554	XP_552560.2	XP_020719089.1, XP_003395900.1
OG0007555	XP_311688.5	XP_020723422.1
OG0007556	XP_311265.3	XP_003401944.1
OG0007557	XP_307040.3, XP_313561.5	XP_020718918.1, XP_020718919.1
OG0007558	XP_312274.4	XP_012163985.1
OG0007559	XP_321457.5, XP_003435892.1	XP_020724346.1
OG0007560	XP_001237833.2, XP_316565.4	XP_020723722.1
OG0007563	XP_003437139.1	XP_012170259.1
OG0007604	XP_312809.4	XP_012172169.1
OG0007606	XP_316873.4	XP_003399628.1
OG0007607	XP_317155.2	XP_003393171.1
OG0007608	XP_308805.4	XP_003393944.1
OG0007609	XP_550679.3	XP_003401831.1
OG0007611	XP_308947.3	XP_003393614.1
OG0007613	XP_562042.3	XP_003395468.2
OG0007615	XP_001238160.2	XP_003400271.1
OG0007616	XP_560209.2	XP_003394130.1
OG0007618	XP_311506.3	XP_003398590.1
OG0007619	XP_314769.4	XP_012174381.1
OG0007620	XP_314354.2	XP_012172979.1
OG0007621	XP_003436605.1	XP_003397266.1
OG0007622	XP_309402.3	XP_003393930.1
OG0007623	XP_319547.5	XP_012167941.1
OG0007624	XP_552548.2	XP_003393397.1
OG0007625	XP_308840.4	XP_012168649.1
OG0007626	XP_552637.2, XP_320873.3	XP_003401635.1
OG0007628	XP_318593.4	XP_012164084.1
OG0007629	XP_317284.4	XP_003395358.1
OG0007630	XP_311070.5	XP_012173455.1
OG0007632	XP_562955.4	XP_012167792.1
OG0007635	XP_313296.4	XP_003401141.1
OG0007636	XP_318083.4	XP_012175085.1
OG0007637	XP_001230897.1	XP_003398363.1
OG0007638	XP_001688148.1, XP_308991.3	XP_012165641.1
OG0007639	XP_312836.5	XP_012172507.2
OG0007640	XP_307958.5	XP_012175392.1
OG0007641	XP_316250.3	XP_003399857.1
OG0007642	XP_001230977.2	XP_020719561.1
OG0007643	XP_311315.5	XP_003399789.1
OG0007645	XP_309979.4	XP_020723570.1
OG0007647	XP_308332.3	XP_003396429.1
OG0007649	XP_565003.2	XP_003400812.1
OG0007651	XP_309348.4	XP_003396405.1
OG0007652	XP_557157.3	XP_012175771.1
OG0007653	XP_312810.2	XP_012175629.1
OG0007654	XP_314182.3	XP_003401822.1
OG0007655	XP_307731.2	XP_012174148.1
OG0007656	XP_320618.4	XP_012173049.1
OG0007657	XP_318066.4	XP_003394237.1
OG0007659	XP_003436974.1	XP_012163404.1
OG0007660	XP_001237267.2	XP_003394753.1
OG0007661	XP_316035.4	XP_003394735.1
OG0007663	XP_313925.3	XP_003398094.1
OG0007664	XP_308749.4	XP_003397582.1
OG0007665	XP_003436722.1	XP_003401372.2
OG0007666	XP_319903.4	XP_003394750.1
OG0007667	XP_308015.5	XP_012170160.1
OG0007668	XP_310992.5	XP_003394824.1
OG0007669	XP_321748.3	XP_012175091.1
OG0007670	XP_316114.4	XP_012165995.1
OG0007671	XP_319105.2	XP_012175653.1
OG0007672	XP_312448.1	XP_012173233.1
OG0007673	XP_314738.3	XP_003398245.1
OG0007674	XP_311839.4	XP_020719902.1
OG0007676	XP_318571.3	XP_003394315.1
OG0007677	XP_314298.3	XP_003398794.1
OG0007678	XP_320292.3	XP_003395953.1
OG0007680	XP_313717.5	XP_003397763.1
OG0007681	XP_309322.3	XP_003402909.3
OG0007682	XP_320513.1	XP_012175559.1
OG0007683	XP_317020.4	XP_012165454.1
OG0007685	XP_321229.5	XP_020721103.1
OG0007686	XP_001689037.1	XP_003393842.1
OG0007687	XP_003435988.1	XP_003398008.1
OG0007688	XP_316953.2	XP_003401761.1
OG0007689	XP_316127.4	XP_012167470.1
OG0007690	XP_316025.4	XP_012165308.1
OG0007691	XP_312397.4	XP_020719020.1
OG0007692	XP_309796.2	XP_003397953.1
OG0007694	XP_313855.3	XP_012175481.1
OG0007696	XP_003436006.1	XP_003398459.1
OG0007697	XP_321192.5	XP_012169445.1
OG0007699	XP_313455.4	XP_012165319.1
OG0007702	XP_001689396.1	XP_012163402.1
OG0007703	XP_311693.4	XP_020723564.1
OG0007706	XP_312261.5	XP_003398885.1
OG0007708	XP_312205.5	XP_003393792.1
OG0007709	XP_003436694.1	XP_020718825.1
OG0007711	XP_320204.4	XP_012170815.1
OG0007713	XP_310605.5	XP_020722570.1
OG0007714	XP_001237862.2	XP_003396302.1
OG0007715	XP_001237714.2	XP_003397079.1
OG0007719	XP_313015.4	XP_003400806.1
OG0007720	XP_313975.4	XP_003393517.1
OG0007721	XP_311547.4	XP_003402350.1
OG0007731	XP_320939.3	XP_012163547.1
OG0007732	XP_001688876.1	XP_020720151.1
OG0007733	XP_566358.3	XP_003398898.1
OG0007734	XP_310423.3	XP_003396724.1
OG0007735	XP_318380.5	XP_003403047.1
OG0007736	XP_310480.2	XP_012167062.1
OG0007737	XP_317106.5	XP_003402994.2
OG0007738	XP_313685.5	XP_020720698.1
OG0007739	XP_312931.5	XP_012164363.1
OG0007740	XP_310516.5	XP_003400054.1
OG0007741	XP_320627.3	XP_012175184.1
OG0007742	XP_316064.3	XP_012166060.1
OG0007744	XP_310881.4	XP_003396849.1
OG0007749	XP_001688476.1, XP_313927.4	XP_020720499.1
OG0007750	XP_311054.5	XP_003398710.1
OG0007751	XP_001237167.2	XP_012175833.1
OG0007752	XP_316117.3	XP_012168654.1
OG0007754	XP_308478.4	XP_012165670.1
OG0007755	XP_310184.4	XP_020718548.1
OG0007756	XP_309540.2	XP_020718799.1
OG0007758	XP_308267.3	XP_020721644.1
OG0007759	XP_003436457.1	XP_012175303.1
OG0007760	XP_001689328.2	XP_003402763.1
OG0007763	XP_315797.4	XP_003397086.1
OG0007764	XP_314544.3	XP_003398326.1
OG0007769	XP_312258.3	XP_003400757.1
OG0007772	XP_308987.3	XP_012165462.1
OG0007773	XP_318561.3	XP_020723996.1
OG0007774	XP_320375.4	XP_003395190.2
OG0007776	XP_003436964.1	XP_003393353.1
OG0007777	XP_312934.4	XP_020719653.1
OG0007778	XP_319474.3	XP_012176171.1
OG0007780	XP_317484.4	XP_020721968.1
OG0007781	XP_311896.5	XP_020720600.1
OG0007782	XP_001237525.1	XP_012164300.1
OG0007784	XP_310397.7	XP_003395987.1
OG0007786	XP_318112.4	XP_020719774.1
OG0007787	XP_308548.4	XP_003396409.1
OG0007788	XP_314743.3	XP_020720849.1
OG0007790	XP_316289.4	XP_003397303.1
OG0007791	XP_310809.3	XP_003398814.1
OG0007792	XP_001238306.1	XP_003403295.1
OG0007795	XP_312092.5	XP_012168420.1
OG0007796	XP_321857.5	XP_012176431.1
OG0007798	XP_310734.4	XP_012172140.1
OG0007799	XP_315537.4	XP_003400678.1
OG0007800	XP_001689352.2	XP_003396360.1
OG0007801	XP_314505.3	XP_003402251.2
OG0007802	XP_308638.4	XP_020724225.1
OG0007804	XP_317008.4	XP_003393769.1
OG0007806	XP_558051.3	XP_012166472.1
OG0007808	XP_310614.4	XP_003402371.1
OG0007809	XP_316080.4	XP_012173160.1
OG0007811	XP_312408.3	XP_003397210.1
OG0007812	XP_308274.3	XP_003396425.2
OG0007813	XP_313838.4	XP_003402534.1
OG0007814	XP_315795.4	XP_012171793.2
OG0007815	XP_315882.4	XP_020720607.1
OG0007816	XP_319001.2	XP_003393141.1
OG0007817	XP_312103.4	XP_003403115.1
OG0007818	XP_318608.3	XP_003402308.1
OG0007819	XP_313356.4	XP_003402230.1
OG0007820	XP_311114.4	XP_003402171.1
OG0007821	XP_313678.4	XP_003395676.1
OG0007822	XP_320760.4	XP_003397173.1
OG0007823	XP_320586.4	XP_003397996.2
OG0007824	XP_320326.4, XP_001689252.1	XP_012165160.1
OG0007826	XP_553109.2	XP_020720289.1
OG0007827	XP_001689210.1	XP_012164995.1
OG0007828	XP_314946.3	XP_003395863.1
OG0007829	XP_320311.3	XP_003399568.1
OG0007830	XP_316890.5	XP_003399411.1
OG0007831	XP_003435994.1, XP_321047.2	XP_003396413.1
OG0007832	XP_321676.3	XP_003397348.1
OG0007833	XP_321677.5, XP_003435840.1	XP_020723819.1
OG0007834	XP_001688564.1	XP_012165586.1
OG0007835	XP_317059.4	XP_003399872.1
OG0007836	XP_315412.4	XP_020718482.1
OG0007837	XP_312183.4	XP_003399936.1
OG0007838	XP_554885.2	XP_012169309.1
OG0007839	XP_307885.2	XP_020719151.1
OG0007840	XP_562137.4	XP_012164508.1
OG0007841	XP_001688720.1	XP_012171378.1
OG0007842	XP_307960.1	XP_012168142.1
OG0007843	XP_316265.4	XP_003392888.1
OG0007844	XP_318638.4	XP_020724261.1
OG0007845	XP_553481.1	XP_003402421.1
OG0007847	XP_003436926.1	XP_012168682.1, XP_012168681.1
OG0007848	XP_003436564.1	XP_020719513.1
OG0007849	XP_314771.2	XP_012175917.1
OG0007850	XP_308816.3	XP_003401945.1
OG0007851	XP_310461.5	XP_012171271.1
OG0007852	XP_309114.5	XP_012166483.1
OG0007853	XP_309132.5	XP_020721428.1
OG0007854	XP_001688771.1	XP_020718729.1
