Orthogroup	Anopheles_gambiae	Osmia_bicornis
OG0006957	XP_313972.3	XP_029037908.1
OG0006958	XP_314007.3, XP_001688505.1	XP_029046594.1
OG0006959	XP_315948.4	XP_029043963.1
OG0006960	XP_308558.3	XP_029055532.1
OG0006961	XP_308347.1	XP_029036909.1
OG0006962	XP_318051.4	XP_029046324.1
OG0006963	XP_319588.4	XP_029036416.1
OG0006964	XP_308814.4	XP_029055391.1, XP_029055390.1
OG0006967	XP_309061.4	XP_029034118.1
OG0006968	XP_314572.4	XP_029052499.1
OG0006969	XP_003435802.1	XP_029035158.1
OG0006970	XP_001237853.2	XP_029039183.1
OG0006971	XP_318402.5	XP_029046809.1
OG0006972	XP_317169.2	XP_029053430.1
OG0006973	XP_310613.2	XP_029038241.1
OG0006974	XP_321248.5	XP_029045346.1
OG0006975	XP_312142.5	XP_029045383.1
OG0006976	XP_565171.3	XP_029055438.1
OG0006979	XP_319137.4	XP_029032198.1
OG0006980	XP_001238556.3	XP_029034651.1
OG0006981	XP_001689038.1	XP_029035257.1
OG0006982	XP_316120.4	XP_029042693.1
OG0006983	XP_315744.4	XP_029046946.1
OG0006984	XP_309338.4	XP_029033909.1
OG0006985	XP_308256.3	XP_029033767.1
OG0006986	XP_555462.3	XP_029037863.1
OG0006987	XP_308210.3	XP_029043118.1
OG0006988	XP_317573.3	XP_029048753.1
OG0006989	XP_551404.1	XP_029052692.1
OG0006990	XP_317545.4	XP_029047556.1
OG0006991	XP_308647.4	XP_029033723.1
OG0006992	XP_315935.4	XP_029050906.1
OG0006993	XP_319418.4	XP_029047456.1
OG0006994	XP_315384.3	XP_029054886.1
OG0006995	XP_321074.5	XP_029038893.1
OG0006996	XP_001687782.2	XP_029043444.1
OG0006998	XP_313672.5	XP_029041392.1
OG0006999	XP_312926.5	XP_029041713.1
OG0007001	XP_308299.2	XP_029034848.1
OG0007002	XP_315477.2	XP_029055411.1
OG0007003	XP_312244.5	XP_029046457.1
OG0007004	XP_313776.4	XP_029042944.1
OG0007005	XP_310993.5	XP_029041187.1
OG0007006	XP_312412.4	XP_029043888.1
OG0007007	XP_316782.3	XP_029039301.1
OG0007008	XP_001689354.1	XP_029052393.1
OG0007009	XP_317543.4	XP_029046413.1
OG0007010	XP_310539.4	XP_029050470.1
OG0007012	XP_313920.4	XP_029034736.1
OG0007013	XP_315851.4	XP_029032122.1
OG0007014	XP_310958.5	XP_029033768.1
OG0007015	XP_321966.5	XP_029038176.1
OG0007016	XP_312887.5	XP_029035592.1
OG0007017	XP_318573.3	XP_029032321.1
OG0007018	XP_318286.5	XP_029037422.1
OG0007020	XP_313346.3	XP_029044411.1
OG0007021	XP_320870.3	XP_029037253.1
OG0007022	XP_307942.5	XP_029040737.1
OG0007023	XP_311352.5	XP_029046049.1
OG0007024	XP_309799.4	XP_029046354.1
OG0007025	XP_321935.4	XP_029035846.1
OG0007026	XP_321225.3	XP_029040545.1
OG0007027	XP_320530.4	XP_029047125.1
OG0007028	XP_309038.2	XP_029048779.1
OG0007029	XP_321283.5	XP_029049761.1
OG0007030	XP_312161.3	XP_029052166.1
OG0007031	XP_319111.4	XP_029054364.1
OG0007032	XP_315789.4	XP_029039888.1
OG0007033	XP_001237863.2	XP_029040863.1
OG0007034	XP_313094.4	XP_029056391.1
OG0007035	XP_317779.3	XP_029051917.1
OG0007036	XP_308273.4	XP_029035182.1
OG0007037	XP_003436665.1, XP_318390.5	XP_029051152.1, XP_029051150.1
OG0007038	XP_315595.3	XP_029040834.1
OG0007039	XP_315056.4	XP_029032731.1
OG0007040	XP_314733.4	XP_029045625.1
OG0007041	XP_312938.4	XP_029035282.1
OG0007042	XP_003436141.1	XP_029036390.1
OG0007043	XP_316670.4	XP_029049002.1
OG0007044	XP_314072.3	XP_029048860.1
OG0007045	XP_307889.3	XP_029048651.1
OG0007046	XP_320818.4	XP_029055811.1
OG0007047	XP_319108.4	XP_029043476.1
OG0007049	XP_308469.4	XP_029036256.1
OG0007050	XP_316513.4	XP_029038058.1
OG0007051	XP_314341.1	XP_029050711.1
OG0007052	XP_308556.3	XP_029033003.1
OG0007053	XP_313113.4	XP_029051762.1
OG0007054	XP_320188.4	XP_029040072.1
OG0007055	XP_313909.4	XP_029053661.1
OG0007056	XP_311936.4	XP_029034687.1
OG0007057	XP_001688190.1	XP_029034716.1
OG0007058	XP_320533.4	XP_029056524.1
OG0007060	XP_318050.4	XP_029049089.1
OG0007061	XP_318376.5	XP_029047208.1
OG0007062	XP_321316.4, XP_309120.4	XP_029051721.1
OG0007063	XP_320546.4	XP_029049206.1
OG0007064	XP_309901.3	XP_029047348.1
OG0007065	XP_311147.5	XP_029045799.1
OG0007066	XP_317566.4	XP_029036984.1
OG0007067	XP_320877.4	XP_029050723.1
OG0007068	XP_320057.3	XP_029050814.1
OG0007070	XP_316104.4	XP_029041481.1
OG0007071	XP_319165.3	XP_029050335.1
OG0007072	XP_315050.2	XP_029055441.1
OG0007073	XP_315362.4	XP_029052167.1
OG0007074	XP_317065.3	XP_029036546.1
OG0007075	XP_311136.2, XP_001238542.2	XP_029038552.1
OG0007076	XP_551799.2	XP_029034460.1
OG0007077	XP_313299.1	XP_029036816.1
OG0007078	XP_319140.3	XP_029035017.1
OG0007080	XP_321598.5	XP_029041918.1
OG0007081	XP_319486.4	XP_029041192.1
OG0007082	XP_315910.3	XP_029039920.1
OG0007083	XP_310152.4	XP_029040721.1
OG0007084	XP_551659.3	XP_029054543.1
OG0007086	XP_308573.4	XP_029051894.1
OG0007087	XP_313306.5	XP_029041498.1
OG0007088	XP_321706.5	XP_029044254.1
OG0007089	XP_320470.4	XP_029040720.1
OG0007090	XP_313806.5	XP_029032575.1
OG0007091	XP_001689007.1	XP_029052709.1
OG0007092	XP_314552.2	XP_029049882.1
OG0007094	XP_320768.4	XP_029052882.1
OG0007095	XP_310668.5	XP_029032384.1
OG0007096	XP_311867.4	XP_029037184.1
OG0007097	XP_001687824.2	XP_029049974.1
OG0007098	XP_319643.4	XP_029049510.1
OG0007099	XP_319936.4	XP_029046780.1
OG0007100	XP_312182.5	XP_029047020.1
OG0007102	XP_558349.4	XP_029052713.1
OG0007103	XP_321631.5	XP_029046204.1
OG0007104	XP_315644.3	XP_029041077.1
OG0007105	XP_308014.5	XP_029052512.1
OG0007106	XP_316001.4	XP_029044480.1, XP_029044359.1
OG0007107	XP_001689008.1	XP_029040148.1
OG0007108	XP_321934.5	XP_029031914.1
OG0007109	XP_317984.3	XP_029048636.1
OG0007110	XP_318486.5	XP_029046566.1
OG0007111	XP_001689319.2	XP_029037199.1
OG0007112	XP_315635.2	XP_029037136.1
OG0007113	XP_321679.3	XP_029037892.1
OG0007115	XP_309360.3	XP_029044221.1
OG0007116	XP_315554.3	XP_029033900.1
OG0007117	XP_320413.3	XP_029038979.1
OG0007118	XP_315790.3	XP_029048943.1
OG0007119	XP_320740.4	XP_029038470.1
OG0007120	XP_312908.4	XP_029039476.1
OG0007121	XP_313091.4	XP_029034598.1
OG0007122	XP_317120.3	XP_029053004.1
OG0007123	XP_308497.4	XP_029046246.1
OG0007124	XP_311865.4	XP_029045554.1
OG0007125	XP_308338.4	XP_029034355.1
OG0007126	XP_315991.4	XP_029033211.1
OG0007127	XP_319629.4	XP_029051195.1
OG0007128	XP_309181.5	XP_029037858.1
OG0007129	XP_320408.4	XP_029039584.1
OG0007130	XP_319365.4	XP_029046338.1
OG0007131	XP_314852.3	XP_029032255.1
OG0007132	XP_314729.4	XP_029043311.1
OG0007133	XP_313158.3	XP_029033503.1, XP_029033697.1
OG0007134	XP_317136.4	XP_029056514.1
OG0007135	XP_309937.4	XP_029032990.1
OG0007136	XP_308188.4	XP_029044377.1
OG0007137	XP_313303.5	XP_029037563.1
OG0007138	XP_308400.4	XP_029037809.1
OG0007139	XP_319040.3	XP_029049266.1
OG0007140	XP_315659.1	XP_029037445.1
OG0007141	XP_315089.3	XP_029045020.1
OG0007142	XP_315374.4	XP_029055376.1
OG0007143	XP_311995.4	XP_029043306.1
OG0007144	XP_310410.3	XP_029038906.1
OG0007145	XP_320056.4	XP_029032770.1
OG0007146	XP_322018.5	XP_029034992.1
OG0007147	XP_308802.3	XP_029041777.1
OG0007148	XP_312549.3	XP_029055905.1
OG0007149	XP_310217.4	XP_029051932.1
OG0007150	XP_320697.4	XP_029049985.1
OG0007151	XP_317372.3	XP_029048804.1
OG0007152	XP_319449.3	XP_029049687.1
OG0007153	XP_316190.3	XP_029054603.1
OG0007154	XP_319107.3	XP_029048859.1
OG0007155	XP_312850.5	XP_029050967.1
OG0007156	XP_316798.3	XP_029051272.1
OG0007158	XP_308381.4	XP_029055397.1
OG0007159	XP_320074.4	XP_029043795.1
OG0007160	XP_316606.2	XP_029043567.1
OG0007161	XP_313007.1	XP_029050000.1
OG0007162	XP_309755.4	XP_029037400.1
OG0007163	XP_310753.4	XP_029050443.1
OG0007164	XP_311841.2	XP_029053589.1
OG0007165	XP_319025.4	XP_029051521.1
OG0007166	XP_316058.4	XP_029044631.1
OG0007168	XP_316313.2	XP_029033031.1
OG0007169	XP_308272.4	XP_029032252.1
OG0007170	XP_001688927.1	XP_029035332.1
OG0007171	XP_003435826.1	XP_029037891.1
OG0007172	XP_321259.4	XP_029046960.1
OG0007173	XP_317795.4	XP_029037137.1
OG0007174	XP_307854.2	XP_029048250.1
OG0007175	XP_315206.3	XP_029036668.1
OG0007176	XP_317319.4	XP_029039034.1
OG0007177	XP_317163.4	XP_029040032.1
OG0007178	XP_317329.4	XP_029035872.1
OG0007179	XP_317471.3	XP_029048961.1
OG0007180	XP_316196.4	XP_029040601.1
OG0007182	XP_316221.4	XP_029032863.1
OG0007184	XP_322055.4	XP_029038187.1
OG0007185	XP_313038.5	XP_029041318.1
OG0007186	XP_320205.2	XP_029050256.1
OG0007187	XP_317518.4	XP_029054139.1
OG0007188	XP_310535.5	XP_029037360.1
OG0007189	XP_310620.4	XP_029032538.1
OG0007190	XP_313900.4	XP_029055461.1
OG0007192	XP_319343.4	XP_029047054.1
OG0007193	XP_309147.5	XP_029046832.1
OG0007195	XP_563984.2	XP_029037181.1
OG0007196	XP_003436173.1	XP_029054205.1
OG0007197	XP_309641.5	XP_029036538.1
OG0007199	XP_001689046.1	XP_029038884.1
OG0007200	XP_551895.3	XP_029040081.1
OG0007201	XP_001238451.3	XP_029046494.1
OG0007202	XP_320452.3	XP_029043065.1
OG0007203	XP_001238295.1, XP_551965.2	XP_029045069.1
OG0007205	XP_308760.4	XP_029035669.1
OG0007206	XP_308658.4	XP_029038730.1
OG0007209	XP_308255.4	XP_029050378.1
OG0007210	XP_307205.4	XP_029031890.1
OG0007211	XP_319710.4	XP_029053394.1, XP_029053176.1
OG0007212	XP_308277.4	XP_029052522.1
OG0007213	XP_319423.3	XP_029033827.1
OG0007214	XP_556418.3	XP_029055712.1
OG0007216	XP_001688436.2	XP_029044290.1
OG0007217	XP_319618.4	XP_029038342.1
OG0007219	XP_320883.2, XP_552645.3	XP_029035575.1
OG0007220	XP_313136.3	XP_029048656.1
OG0007221	XP_319678.4	XP_029045693.1
OG0007222	XP_316950.4	XP_029040993.1
OG0007223	XP_311068.3	XP_029053934.1
OG0007225	XP_566411.4	XP_029038549.1
OG0007226	XP_314735.3	XP_029050551.1
OG0007227	XP_564145.3	XP_029054779.1
OG0007228	XP_313452.4	XP_029042516.1
OG0007229	XP_001238137.2	XP_029032505.1
OG0007230	XP_316417.4	XP_029047155.1
OG0007231	XP_314268.5	XP_029032101.1
OG0007232	XP_311351.5	XP_029044367.1
OG0007233	XP_321553.2	XP_029054363.1
OG0007234	XP_313837.5	XP_029045813.1
OG0007236	XP_319780.4	XP_029044675.1
OG0007237	XP_309614.5	XP_029052296.1
OG0007239	XP_315632.3	XP_029055392.1
OG0007241	XP_313706.5	XP_029037623.1
OG0007242	XP_319467.4	XP_029034884.1
OG0007243	XP_309553.4	XP_029048529.1
OG0007244	XP_321031.4	XP_029046601.1
OG0007245	XP_314037.2	XP_029040735.1
OG0007248	XP_318479.4	XP_029036381.1
OG0007249	XP_311160.5	XP_029045861.1
OG0007250	XP_320310.3	XP_029035297.1
OG0007251	XP_564726.3	XP_029050124.1
OG0007253	XP_001689303.1	XP_029050184.1
OG0007254	XP_001237243.2	XP_029031860.1
OG0007255	XP_316952.2	XP_029047390.1
OG0007257	XP_318109.3	XP_029051180.1
OG0007259	XP_319808.4	XP_029055287.1
OG0007260	XP_309611.3	XP_029043469.1
OG0007262	XP_311130.5	XP_029037063.1
OG0007263	XP_317501.4	XP_029033316.1
OG0007265	XP_321758.5	XP_029054461.1
OG0007268	XP_321641.5	XP_029053205.1
OG0007269	XP_310487.4	XP_029050735.1
OG0007270	XP_318833.4	XP_029051187.1
OG0007271	XP_309600.5	XP_029046524.1
OG0007272	XP_003436800.1	XP_029045734.1
OG0007274	XP_308115.5, XP_003436649.1	XP_029042533.1
OG0007275	XP_309190.3	XP_029036762.1
OG0007276	XP_001238468.1	XP_029050526.1, XP_029050527.1
OG0007277	XP_311493.3	XP_029043689.1
OG0007278	XP_311767.4	XP_029041239.1
OG0007279	XP_309964.4	XP_029054793.1
OG0007280	XP_320566.3	XP_029041462.1
OG0007281	XP_307859.4	XP_029053093.1
OG0007282	XP_319348.4	XP_029038445.1
OG0007283	XP_321938.3	XP_029042219.1
OG0007284	XP_310635.4	XP_029035534.1
OG0007285	XP_316741.3	XP_029049119.1
OG0007286	XP_309479.4	XP_029036372.1
OG0007287	XP_314623.2	XP_029052037.1
OG0007289	XP_320777.3	XP_029055678.1
OG0007290	XP_311753.4	XP_029050006.1
OG0007291	XP_314659.3	XP_029047212.1
OG0007293	XP_318042.4	XP_029031974.1
OG0007294	XP_318130.4	XP_029038959.1
OG0007295	XP_321067.5	XP_029041282.1
OG0007296	XP_318921.4, XP_001238061.2	XP_029050407.1
OG0007297	XP_315544.2	XP_029031867.1
OG0007298	XP_310981.3	XP_029048231.1
OG0007299	XP_562511.3	XP_029044375.1
OG0007300	XP_321124.2	XP_029032626.1
OG0007302	XP_317739.3	XP_029042639.1, XP_029042640.1
OG0007303	XP_310308.5	XP_029055806.1
OG0007304	XP_308213.3	XP_029040882.1
OG0007305	XP_559074.3	XP_029044170.1
OG0007306	XP_312446.4	XP_029037913.1
OG0007307	XP_310909.5	XP_029046514.1
OG0007308	XP_319552.5	XP_029038830.1
OG0007309	XP_001689054.1	XP_029037004.1
OG0007311	XP_317556.3	XP_029034934.1
OG0007312	XP_554602.2	XP_029036325.1
OG0007313	XP_317277.4	XP_029049774.1
OG0007314	XP_311685.5	XP_029035642.1
OG0007315	XP_314949.3	XP_029038689.1
OG0007316	XP_317785.3	XP_029035928.1
OG0007317	XP_309610.2	XP_029039927.1
OG0007318	XP_321509.4	XP_029042185.1
OG0007319	XP_320600.4	XP_029050327.1
OG0007320	XP_314698.1	XP_029042502.1
OG0007321	XP_316738.5	XP_029047982.1
OG0007322	XP_321781.3	XP_029051618.1
OG0007323	XP_319302.3	XP_029044740.1
OG0007324	XP_317623.3	XP_029035975.1
OG0007325	XP_555593.3	XP_029047486.1
OG0007326	XP_317210.3	XP_029042900.1
OG0007327	XP_003436727.1	XP_029050384.1
OG0007328	XP_001238459.2, XP_001238458.2, XP_003435930.1	XP_029042149.1
OG0007329	XP_310686.5	XP_029049392.1
OG0007330	XP_310627.5	XP_029046239.1
OG0007331	XP_321391.4	XP_029034145.1
OG0007332	XP_318704.4	XP_029037365.1
OG0007334	XP_313174.3	XP_029035157.1
OG0007335	XP_316305.4	XP_029055530.1
OG0007336	XP_003436889.1	XP_029048058.1
OG0007338	XP_320692.4	XP_029040341.1
OG0007339	XP_322068.4	XP_029048449.1
OG0007340	XP_319999.3	XP_029049548.1
OG0007341	XP_550879.4	XP_029044368.1
OG0007342	XP_310828.4	XP_029049953.1
OG0007344	XP_308809.4	XP_029039621.1
OG0007345	XP_312204.2	XP_029036226.1
OG0007346	XP_310805.5	XP_029044851.1
OG0007347	XP_310405.7	XP_029034148.1
OG0007348	XP_311513.4	XP_029050781.1
OG0007349	XP_309008.4	XP_029037100.1
OG0007350	XP_308630.4	XP_029035205.1
OG0007351	XP_316426.4	XP_029049619.1
OG0007352	XP_321673.5	XP_029050492.1
OG0007353	XP_317502.3	XP_029056605.1
OG0007354	XP_562810.4	XP_029055514.1
OG0007355	XP_311085.5	XP_029042343.1
OG0007356	XP_001687890.1	XP_029044893.1
OG0007357	XP_001687931.1	XP_029039102.1
OG0007358	XP_313644.5	XP_029053817.1
OG0007359	XP_317557.4	XP_029034804.1
OG0007360	XP_317553.4	XP_029042993.1
OG0007361	XP_311185.5	XP_029040606.1
OG0007362	XP_312112.3	XP_029047712.1
OG0007363	XP_317740.4	XP_029052098.1
OG0007364	XP_320639.4	XP_029049824.1
OG0007365	XP_552360.2	XP_029039788.1
OG0007366	XP_309751.4	XP_029037490.1
OG0007367	XP_320105.3	XP_029046530.1
OG0007368	XP_001238361.2	XP_029043881.1
OG0007369	XP_320349.4	XP_029052060.1
OG0007370	XP_311284.5	XP_029047757.1
OG0007371	XP_320522.4	XP_029049813.1
OG0007373	XP_566412.4	XP_029050505.1
OG0007374	XP_558026.3	XP_029041665.1
OG0007375	XP_312206.5	XP_029053383.1
OG0007376	XP_321718.3	XP_029035698.1
OG0007377	XP_003437001.1, XP_310633.5	XP_029037284.1
OG0007378	XP_314320.4	XP_029039657.1
OG0007379	XP_316447.3	XP_029040262.1
OG0007380	XP_311163.5	XP_029038455.1
OG0007381	XP_311609.4	XP_029038240.1
OG0007382	XP_318870.3	XP_029050933.1
OG0007383	XP_317746.4	XP_029045262.1
OG0007384	XP_319752.4	XP_029052365.1
OG0007385	XP_552396.1	XP_029032818.1
OG0007386	XP_316491.2	XP_029035647.1
OG0007387	XP_310418.5	XP_029041320.1
OG0007388	XP_321585.4	XP_029048887.1
OG0007389	XP_001688867.1, XP_003436906.1	XP_029034383.1
OG0007390	XP_314493.3	XP_029049129.1
OG0007391	XP_317783.4	XP_029035885.1
OG0007392	XP_309081.4	XP_029050377.1
OG0007393	XP_001689060.1	XP_029035943.1
OG0007394	XP_003436780.1	XP_029037297.1
OG0007395	XP_001687810.1	XP_029037677.1
OG0007396	XP_321597.4	XP_029052264.1
OG0007397	XP_317778.3	XP_029044885.1
OG0007398	XP_308870.4	XP_029040065.1
OG0007399	XP_552742.3	XP_029048658.1
OG0007400	XP_321572.5	XP_029036784.1
OG0007401	XP_553263.2	XP_029046723.1
OG0007402	XP_312259.5	XP_029051213.1
OG0007404	XP_001689334.2	XP_029041310.1
OG0007405	XP_321855.5	XP_029045637.1, XP_029045638.1
OG0007407	XP_316844.5	XP_029033947.1
OG0007409	XP_313261.4	XP_029046552.1
OG0007410	XP_550898.4	XP_029037838.1
OG0007411	XP_313793.5	XP_029040941.1
OG0007412	XP_309793.4	XP_029038255.1
OG0007413	XP_311538.4	XP_029049294.1
OG0007414	XP_311571.4	XP_029048835.1
OG0007415	XP_563902.4	XP_029050450.1
OG0007417	XP_313266.5	XP_029034095.1
OG0007419	XP_308125.5	XP_029053412.1
OG0007420	XP_001688418.2	XP_029040985.1
OG0007421	XP_319829.4	XP_029037501.1
OG0007422	XP_318670.4	XP_029051059.1
OG0007423	XP_309552.4	XP_029039405.1
OG0007424	XP_321772.5	XP_029038396.1
OG0007425	XP_001688472.1	XP_029052352.1
OG0007426	XP_001688844.1	XP_029040476.1
OG0007428	XP_001688138.1	XP_029038065.1
OG0007429	XP_308835.4	XP_029035821.1
OG0007430	XP_310978.5	XP_029046632.1
OG0007431	XP_317418.4	XP_029032422.1
OG0007432	XP_311142.5	XP_029052880.1
OG0007433	XP_318044.4	XP_029043579.1
OG0007434	XP_315661.2	XP_029055662.1
OG0007436	XP_307783.5	XP_029049188.1
OG0007437	XP_309970.4	XP_029037573.1
OG0007439	XP_312414.5	XP_029040070.1
OG0007440	XP_315098.3	XP_029032401.1
OG0007441	XP_310389.7, XP_003436630.1	XP_029038340.1
OG0007442	XP_310244.7	XP_029044197.1
OG0007443	XP_317866.4	XP_029044419.1
OG0007444	XP_314868.3	XP_029035956.1
OG0007445	XP_313408.5	XP_029042046.1
OG0007446	XP_319335.3	XP_029040613.1
OG0007447	XP_314165.4	XP_029044984.1
OG0007448	XP_315818.5	XP_029038908.1
OG0007449	XP_314175.4	XP_029044286.1
OG0007450	XP_308929.4	XP_029035202.1
OG0007451	XP_308243.4	XP_029055537.1
OG0007452	XP_001688945.1	XP_029034410.1
OG0007453	XP_309985.4	XP_029033340.1
OG0007454	XP_315840.4, XP_001688734.1	XP_029047292.1
OG0007455	XP_314428.4	XP_029052391.1
OG0007457	XP_315926.2	XP_029049536.1
OG0007458	XP_558129.3	XP_029038823.1
OG0007459	XP_319368.3	XP_029033846.1
OG0007460	XP_001689255.1	XP_029051430.1
OG0007461	XP_307970.5	XP_029040304.1
OG0007462	XP_321187.4	XP_029048261.1
OG0007463	XP_321740.5	XP_029047351.1
OG0007464	XP_310955.4	XP_029049894.1
OG0007465	XP_314166.4	XP_029044982.1
OG0007466	XP_309486.3	XP_029032798.1
OG0007467	XP_313084.3	XP_029037209.1
OG0007468	XP_308102.4	XP_029050503.1
OG0007469	XP_314926.4	XP_029052652.1
OG0007470	XP_319694.4	XP_029034105.1
OG0007472	XP_320298.4	XP_029049828.1
OG0007473	XP_001688383.1	XP_029050813.1
OG0007474	XP_311433.4	XP_029053513.1
OG0007475	XP_312845.5	XP_029045980.1
OG0007477	XP_320206.4	XP_029035695.1
OG0007478	XP_321500.2	XP_029043623.1
OG0007479	XP_318007.3	XP_029037094.1
OG0007480	XP_314506.4	XP_029048114.1
OG0007482	XP_003436180.1, XP_312308.5	XP_029048461.1
OG0007484	XP_314141.4, XP_314142.4	XP_029037452.1
OG0007485	XP_313567.4	XP_029047532.1
OG0007486	XP_315016.4	XP_029036536.1
OG0007487	XP_320314.4	XP_029041491.1
OG0007488	XP_321609.4	XP_029035784.1
OG0007489	XP_308753.2	XP_029056272.1
OG0007490	XP_314048.4	XP_029041587.1
OG0007491	XP_315791.3	XP_029037488.1
OG0007492	XP_001237131.1	XP_029039651.1
OG0007494	XP_315244.4	XP_029048204.1
OG0007495	XP_307420.3	XP_029044447.1
OG0007496	XP_312467.1	XP_029036588.1
OG0007497	XP_001689307.1	XP_029047519.1
OG0007498	XP_320764.4	XP_029051639.1
OG0007499	XP_317029.4	XP_029047358.1
OG0007500	XP_314560.4	XP_029038824.1
OG0007501	XP_563881.1	XP_029046869.1
OG0007502	XP_319820.4	XP_029050431.1
OG0007505	XP_553061.3	XP_029032897.1
OG0007506	XP_309935.4	XP_029046050.1
OG0007507	XP_307796.5	XP_029037784.1
OG0007508	XP_319935.4	XP_029052053.1
OG0007509	XP_559081.3	XP_029033245.1
OG0007510	XP_001688792.1	XP_029050560.1
OG0007512	XP_314912.4	XP_029045557.1
OG0007513	XP_309635.4	XP_029041115.1
OG0007515	XP_310403.7	XP_029045959.1
OG0007516	XP_003436182.1	XP_029053746.1
OG0007517	XP_001688802.1, XP_001688043.1, XP_321816.3	XP_029041783.1
OG0007518	XP_320878.2	XP_029034981.1
OG0007519	XP_003436742.1	XP_029034393.1
OG0007521	XP_003435917.1, XP_001689326.2	XP_029049302.1
OG0007522	XP_003436729.1	XP_029041334.1
OG0007523	XP_310683.3	XP_029047437.1
OG0007524	XP_315857.4, XP_001688737.1	XP_029038290.1
OG0007525	XP_308367.4	XP_029053514.1
OG0007526	XP_308265.4	XP_029040770.1
OG0007527	XP_308147.4	XP_029037793.1
OG0007528	XP_318086.4	XP_029041211.1
OG0007529	XP_308652.4	XP_029044361.1
OG0007530	XP_308995.3	XP_029056090.1
OG0007531	XP_316428.3	XP_029046585.1
OG0007532	XP_319238.4	XP_029035375.1
OG0007533	XP_319228.4	XP_029053523.1
OG0007534	XP_553857.3	XP_029035564.1
OG0007535	XP_555111.3	XP_029050264.1
OG0007539	XP_321318.5	XP_029043294.1, XP_029043295.1
OG0007540	XP_310393.6	XP_029033448.1, XP_029033602.1
OG0007541	XP_307208.3	XP_029051812.1
OG0007542	XP_311844.5	XP_029038212.1
OG0007543	XP_003436414.1	XP_029036596.1
OG0007544	XP_312829.4, XP_003436404.1	XP_029040687.1
OG0007545	XP_001688388.1, XP_001688387.1	XP_029047760.1
OG0007546	XP_001237458.2	XP_029051604.1
OG0007548	XP_320926.4	XP_029044682.1
OG0007549	XP_309302.4	XP_029046033.1, XP_029046034.1, XP_029046035.1
OG0007550	XP_551275.4	XP_029053099.1, XP_029052782.1
OG0007551	XP_314549.4, XP_001688577.1	XP_029036183.1
OG0007552	XP_003436164.1, XP_312357.5	XP_029046446.1
OG0007553	XP_003436223.1, XP_312200.3	XP_029050479.1
OG0007554	XP_552560.2	XP_029048122.1, XP_029048123.1
OG0007555	XP_311688.5	XP_029036609.1
OG0007556	XP_311265.3	XP_029037539.1
OG0007557	XP_307040.3, XP_313561.5	XP_029045522.1
OG0007558	XP_312274.4	XP_029053063.1
OG0007559	XP_321457.5, XP_003435892.1	XP_029052790.1
OG0007560	XP_001237833.2, XP_316565.4	XP_029043178.1
OG0007563	XP_003437139.1	XP_029056148.1, XP_029056197.1
OG0007604	XP_312809.4	XP_029040890.1
OG0007606	XP_316873.4	XP_029040365.1
OG0007607	XP_317155.2	XP_029040800.1
OG0007608	XP_308805.4	XP_029036272.1
OG0007609	XP_550679.3	XP_029050806.1
OG0007611	XP_308947.3	XP_029036253.1
OG0007613	XP_562042.3	XP_029046081.1
OG0007614	XP_317589.4	XP_029038611.1, XP_029038612.1
OG0007615	XP_001238160.2	XP_029044495.1
OG0007616	XP_560209.2	XP_029040629.1
OG0007617	XP_001687878.1, XP_564616.1, XP_001687879.1	XP_029050826.1
OG0007618	XP_311506.3	XP_029044559.1
OG0007619	XP_314769.4	XP_029054820.1
OG0007620	XP_314354.2	XP_029033423.1
OG0007621	XP_003436605.1	XP_029046429.1
OG0007622	XP_309402.3	XP_029031998.1
OG0007623	XP_319547.5	XP_029045564.1
OG0007624	XP_552548.2	XP_029039377.1
OG0007625	XP_308840.4	XP_029042753.1
