Orthogroup	Anopheles_gambiae	Nasonia_vitripennis
OG0007296	XP_318921.4, XP_001238061.2	XP_008205140.3
OG0007297	XP_315544.2	XP_016841229.1
OG0007298	XP_310981.3	XP_001601114.2
OG0007299	XP_562511.3	XP_031780751.1
OG0007300	XP_321124.2	XP_032457783.1
OG0007302	XP_317739.3	XP_008204568.1
OG0007303	XP_310308.5	XP_001607590.1
OG0007304	XP_308213.3	XP_001605751.1
OG0007305	XP_559074.3	XP_001602726.2
OG0007306	XP_312446.4	XP_001603418.2
OG0007307	XP_310909.5	XP_016837235.1
OG0007308	XP_319552.5	XP_008208165.1
OG0007311	XP_317556.3	XP_001602053.1
OG0007312	XP_554602.2	XP_001601562.1
OG0007313	XP_317277.4	XP_001604190.2
OG0007314	XP_311685.5	XP_031781558.1
OG0007315	XP_314949.3	XP_008214041.1
OG0007316	XP_317785.3	XP_032457749.1
OG0007317	XP_309610.2	XP_016842908.1
OG0007318	XP_321509.4	XP_001601386.4
OG0007319	XP_320600.4	XP_001601122.1
OG0007320	XP_314698.1	XP_003425288.1
OG0007321	XP_316738.5	XP_008209383.1
OG0007322	XP_321781.3	XP_003424223.1
OG0007323	XP_319302.3	XP_031778812.1
OG0007324	XP_317623.3	XP_016839643.1
OG0007326	XP_317210.3	XP_003424168.1
OG0007327	XP_003436727.1	XP_003423897.1
OG0007328	XP_001238459.2, XP_001238458.2, XP_003435930.1	XP_016838367.1
OG0007329	XP_310686.5	XP_001604976.1
OG0007330	XP_310627.5	XP_031779333.1
OG0007331	XP_321391.4	XP_016837247.1
OG0007332	XP_318704.4	XP_003427350.4
OG0007334	XP_313174.3	XP_031788230.1
OG0007335	XP_316305.4	XP_031789450.1
OG0007336	XP_003436889.1	XP_031788114.1
OG0007338	XP_320692.4	XP_008217430.1
OG0007339	XP_322068.4	XP_032453379.1
OG0007340	XP_319999.3	XP_001606591.1
OG0007341	XP_550879.4	XP_031788846.1, XP_031776884.1, XP_008215328.1
OG0007342	XP_310828.4	XP_016844839.2
OG0007344	XP_308809.4	XP_003425289.1
OG0007345	XP_312204.2	XP_001599735.2
OG0007346	XP_310805.5	XP_003427661.1
OG0007347	XP_310405.7	XP_003424434.1
OG0007348	XP_311513.4	XP_016840287.1
OG0007349	XP_309008.4	XP_001605160.1
OG0007350	XP_308630.4	XP_031778838.1
OG0007351	XP_316426.4	XP_008210955.1
OG0007352	XP_321673.5	XP_001607621.1
OG0007353	XP_317502.3	XP_031782410.1
OG0007355	XP_311085.5	XP_003424145.1
OG0007356	XP_001687890.1	XP_001605386.1
OG0007357	XP_001687931.1	XP_008207191.1
OG0007358	XP_313644.5	XP_031784312.1
OG0007359	XP_317557.4	XP_031783482.1
OG0007360	XP_317553.4	XP_032453401.1
OG0007361	XP_311185.5	XP_016844895.1
OG0007362	XP_312112.3	XP_031789594.1
OG0007363	XP_317740.4	XP_032457604.1
OG0007364	XP_320639.4	XP_001603481.1
OG0007365	XP_552360.2	XP_008215266.1
OG0007366	XP_309751.4	XP_008202699.1
OG0007367	XP_320105.3	XP_001605609.2
OG0007368	XP_001238361.2	XP_001601176.1
OG0007369	XP_320349.4	XP_001601889.1
OG0007370	XP_311284.5	XP_008201977.1
OG0007372	XP_320300.4	XP_001606102.2
OG0007373	XP_566412.4	XP_001606268.2
OG0007374	XP_558026.3	XP_031780868.1
OG0007375	XP_312206.5	XP_031786197.1
OG0007376	XP_321718.3	XP_008205344.1
OG0007377	XP_003437001.1, XP_310633.5	XP_016839723.1
OG0007378	XP_314320.4	XP_008203228.1
OG0007379	XP_316447.3	XP_001600896.2
OG0007380	XP_311163.5	XP_003424823.1
OG0007382	XP_318870.3	XP_016841343.1
OG0007383	XP_317746.4	XP_001602630.2
OG0007385	XP_552396.1	XP_032454766.1
OG0007386	XP_316491.2	XP_008203454.2
OG0007387	XP_310418.5	XP_001601439.1
OG0007388	XP_321585.4	XP_001602139.2
OG0007389	XP_001688867.1, XP_003436906.1	XP_031777965.1
OG0007390	XP_314493.3	XP_016844969.1
OG0007392	XP_309081.4	XP_008214639.1
OG0007394	XP_003436780.1	XP_001605117.2
OG0007395	XP_001687810.1	XP_008209456.1
OG0007396	XP_321597.4	XP_001604898.2
OG0007397	XP_317778.3	XP_001607207.1
OG0007398	XP_308870.4	XP_016842848.2
OG0007399	XP_552742.3	XP_016837464.1
OG0007400	XP_321572.5	NP_001123262.1
OG0007401	XP_553263.2	XP_008208464.3
OG0007402	XP_312259.5	XP_008204135.1
OG0007403	XP_318333.5	XP_008206634.2
OG0007404	XP_001689334.2	XP_031784531.1
OG0007405	XP_321855.5	XP_001606394.2
OG0007407	XP_316844.5	XP_031777926.1
OG0007409	XP_313261.4	XP_016840697.1
OG0007410	XP_550898.4	XP_001602553.1
OG0007411	XP_313793.5	XP_001607954.2
OG0007412	XP_309793.4	XP_001599577.1
OG0007413	XP_311538.4	XP_008206325.2
OG0007414	XP_311571.4	XP_016844959.1
OG0007417	XP_313266.5	XP_008202927.2
OG0007419	XP_308125.5	XP_031779975.1, XP_031779976.1
OG0007420	XP_001688418.2	XP_016838747.2
OG0007422	XP_318670.4	XP_001604585.1
OG0007423	XP_309552.4	XP_008204051.1
OG0007425	XP_001688472.1	XP_031785979.1
OG0007426	XP_001688844.1	XP_003425833.1
OG0007428	XP_001688138.1	XP_003428026.1
OG0007429	XP_308835.4	XP_016841851.1
OG0007430	XP_310978.5	XP_008209671.2
OG0007431	XP_317418.4	XP_003424312.1
OG0007432	XP_311142.5	XP_016843681.1
OG0007433	XP_318044.4	XP_008211689.1
OG0007434	XP_315661.2	XP_016841929.1
OG0007436	XP_307783.5	XP_001605629.3
OG0007437	XP_309970.4	XP_008206600.1
OG0007439	XP_312414.5	XP_031780254.1
OG0007440	XP_315098.3	XP_031783644.1
OG0007442	XP_310244.7	XP_001607688.1
OG0007443	XP_317866.4	XP_008215608.1
OG0007444	XP_314868.3	XP_008204928.1
OG0007445	XP_313408.5	XP_003427586.2
OG0007446	XP_319335.3	XP_031786748.1
OG0007447	XP_314165.4	XP_001606013.2
OG0007448	XP_315818.5	XP_016837692.1
OG0007449	XP_314175.4	XP_031785201.1
OG0007450	XP_308929.4	XP_008209890.1
OG0007451	XP_308243.4	XP_008216797.2
OG0007452	XP_001688945.1	XP_016837200.1
OG0007453	XP_309985.4	XP_001607627.1
OG0007455	XP_314428.4	XP_031783800.1
OG0007457	XP_315926.2	XP_031779886.1
OG0007458	XP_558129.3	XP_001606006.1
OG0007459	XP_319368.3	XP_016838578.1
OG0007461	XP_307970.5	XP_016845546.1
OG0007462	XP_321187.4	NP_001128393.1
OG0007463	XP_321740.5	XP_008210504.2
OG0007464	XP_310955.4	XP_001607772.1
OG0007465	XP_314166.4	XP_016839773.1
OG0007466	XP_309486.3	XP_031778559.1
OG0007467	XP_313084.3	XP_001605267.1
OG0007468	XP_308102.4	XP_032454270.1
OG0007469	XP_314926.4	XP_031778829.1
OG0007470	XP_319694.4	XP_001600063.1
OG0007472	XP_320298.4	XP_001602539.2
OG0007473	XP_001688383.1	XP_008216163.1
OG0007474	XP_311433.4	XP_001608145.2
OG0007475	XP_312845.5	NP_001123268.1
OG0007477	XP_320206.4	XP_016840180.1
OG0007478	XP_321500.2	XP_001601181.1
OG0007479	XP_318007.3	XP_008207966.1
OG0007480	XP_314506.4	XP_016837016.1, NP_001123218.1
OG0007485	XP_313567.4	XP_003427705.1
OG0007486	XP_315016.4	XP_001602821.1
OG0007487	XP_320314.4	XP_008215394.1
OG0007488	XP_321609.4	XP_001606539.1
OG0007489	XP_308753.2	XP_008202097.1
OG0007490	XP_314048.4	XP_008214456.1
OG0007491	XP_315791.3	NP_001155850.1, XP_016844688.1
OG0007492	XP_001237131.1	XP_031776625.1, XP_001602825.1
OG0007494	XP_315244.4	XP_003425818.1
OG0007495	XP_307420.3	XP_032458057.1
OG0007496	XP_312467.1	XP_001606840.1
OG0007497	XP_001689307.1	XP_008202169.1
OG0007498	XP_320764.4	XP_003424208.1
OG0007499	XP_317029.4	XP_003426724.1
OG0007501	XP_563881.1	XP_031788164.1
OG0007502	XP_319820.4	XP_003425848.1
OG0007504	XP_308452.4	XP_001604416.1
OG0007505	XP_553061.3	XP_008204888.1
OG0007506	XP_309935.4	NP_001127785.1, XP_031778367.1
OG0007507	XP_307796.5	NP_001122408.2, XP_031778055.1
OG0007508	XP_319935.4	XP_001603578.2
OG0007512	XP_314912.4	XP_003423857.1
OG0007513	XP_309635.4	XP_001607368.1
OG0007514	XP_552911.3	XP_031784227.1
OG0007515	XP_310403.7	NP_001155068.1
OG0007516	XP_003436182.1	XP_031778490.1
OG0007517	XP_001688802.1, XP_001688043.1, XP_321816.3	XP_031782260.2, XP_032454610.1
OG0007518	XP_320878.2	XP_016845761.1
OG0007519	XP_003436742.1	XP_008201964.1
OG0007521	XP_003435917.1, XP_001689326.2	XP_008213989.2
OG0007522	XP_003436729.1	XP_031785211.1
OG0007523	XP_310683.3	XP_001608036.2, XP_031780935.1
OG0007525	XP_308367.4	XP_001604646.2
OG0007526	XP_308265.4	XP_001603138.1
OG0007527	XP_308147.4	XP_031786933.1, XP_003426889.1
OG0007529	XP_308652.4	XP_031785557.1
OG0007530	XP_308995.3	XP_008215383.1
OG0007531	XP_316428.3	XP_031784786.1
OG0007532	XP_319238.4	XP_001604649.2
OG0007534	XP_553857.3	XP_001602343.2
OG0007535	XP_555111.3	XP_031785355.1, XP_031785302.1
OG0007539	XP_321318.5	XP_031779254.1
OG0007540	XP_310393.6	XP_031787306.1
OG0007541	XP_307208.3	XP_003425003.1
OG0007543	XP_003436414.1	XP_001600720.1
OG0007544	XP_312829.4, XP_003436404.1	XP_031787751.1
OG0007546	XP_001237458.2	XP_032452245.1
OG0007549	XP_309302.4	XP_031783045.1, NP_001234887.1
OG0007550	XP_551275.4	XP_001604519.1
OG0007552	XP_003436164.1, XP_312357.5	XP_031784351.1
OG0007553	XP_003436223.1, XP_312200.3	NP_001166278.1
OG0007554	XP_552560.2	XP_003425038.1
OG0007555	XP_311688.5	XP_031785493.1
OG0007557	XP_307040.3, XP_313561.5	XP_031780462.1, XP_031780463.1
OG0007558	XP_312274.4	XP_008203648.1
OG0007559	XP_321457.5, XP_003435892.1	XP_008211795.2
OG0007560	XP_001237833.2, XP_316565.4	XP_001607036.2
OG0007561	XP_321622.4, XP_003435854.1	XP_001606656.2
OG0007563	XP_003437139.1	XP_008212595.1
OG0007604	XP_312809.4	XP_001605555.2
OG0007607	XP_317155.2	XP_001601799.1
OG0007608	XP_308805.4	XP_001605794.2
OG0007609	XP_550679.3	XP_032455309.1
OG0007611	XP_308947.3	XP_016839306.1
OG0007613	XP_562042.3	XP_016843537.1
OG0007614	XP_317589.4	NP_001127787.1
OG0007615	XP_001238160.2	XP_008203208.1
OG0007616	XP_560209.2	NP_001165854.1
OG0007617	XP_001687878.1, XP_564616.1, XP_001687879.1	NP_001156932.1, XP_031788689.1
OG0007618	XP_311506.3	XP_001600882.1
OG0007619	XP_314769.4	NP_001193393.1
OG0007621	XP_003436605.1	XP_003424289.1
OG0007622	XP_309402.3	XP_031782820.1
OG0007623	XP_319547.5	XP_001600663.1
OG0007624	XP_552548.2	XP_003427547.1
OG0007625	XP_308840.4	XP_001604826.2
OG0007626	XP_552637.2, XP_320873.3	XP_008212899.1
OG0007629	XP_317284.4	NP_001166087.1
OG0007630	XP_311070.5	XP_031789091.1
OG0007632	XP_562955.4	XP_031786374.1
OG0007634	XP_315214.5	XP_008204569.1
OG0007638	XP_001688148.1, XP_308991.3	XP_001603911.1
OG0007639	XP_312836.5	XP_032456820.1
OG0007640	XP_307958.5	XP_016844043.2
OG0007642	XP_001230977.2	XP_001599500.1
OG0007645	XP_309979.4	XP_001601757.1
OG0007647	XP_308332.3	XP_008210039.1
OG0007648	XP_318469.4	XP_001599511.2
OG0007649	XP_565003.2	XP_001604675.1
OG0007651	XP_309348.4	XP_008210404.2
OG0007652	XP_557157.3	XP_031782789.1
OG0007653	XP_312810.2	XP_001603682.2
OG0007655	XP_307731.2	XP_008216270.1
OG0007656	XP_320618.4	XP_003426992.1
OG0007657	XP_318066.4	XP_001599859.1
OG0007659	XP_003436974.1	XP_008216692.1
OG0007660	XP_001237267.2	XP_016838811.1
OG0007661	XP_316035.4	XP_016838616.1
OG0007663	XP_313925.3	XP_008211910.1
OG0007664	XP_308749.4	XP_008204265.1
OG0007665	XP_003436722.1	XP_008214624.1
OG0007666	XP_319903.4	XP_031785208.1
OG0007667	XP_308015.5	XP_008204034.1
OG0007668	XP_310992.5	XP_001603424.1
OG0007671	XP_319105.2	XP_008217228.2
OG0007673	XP_314738.3	XP_001604229.1
OG0007676	XP_318571.3	XP_016839990.1
OG0007677	XP_314298.3	XP_001607967.2
OG0007678	XP_320292.3	XP_031783294.1
OG0007680	XP_313717.5	XP_001605131.1
OG0007682	XP_320513.1	XP_001606372.1
OG0007683	XP_317020.4	XP_032454654.1
OG0007685	XP_321229.5	XP_031784586.1
OG0007686	XP_001689037.1	XP_031788411.1
OG0007687	XP_003435988.1	NP_001153497.1
OG0007688	XP_316953.2	XP_001599603.1
OG0007690	XP_316025.4	XP_001604403.1
OG0007691	XP_312397.4	XP_031780896.1
OG0007692	XP_309796.2	XP_031786948.1
OG0007694	XP_313855.3	XP_003426057.1
OG0007697	XP_321192.5	XP_031787514.1
OG0007699	XP_313455.4	XP_016844493.1
OG0007702	XP_001689396.1	NP_001136168.1
OG0007703	XP_311693.4	XP_031780118.1
OG0007708	XP_312205.5	XP_016841899.1
OG0007709	XP_003436694.1	XP_031785180.1
OG0007711	XP_320204.4	XP_031785891.1
OG0007713	XP_310605.5	XP_016845501.1, XP_001601482.2
OG0007714	XP_001237862.2	XP_008216309.1
OG0007715	XP_001237714.2	XP_003424771.1
OG0007719	XP_313015.4	XP_008206193.1
OG0007720	XP_313975.4	XP_031787539.1
OG0007721	XP_311547.4	XP_001604437.1
OG0007723	XP_320807.4	XP_031782339.1
OG0007731	XP_320939.3	XP_001602982.1
OG0007732	XP_001688876.1	XP_016844452.1
OG0007733	XP_566358.3	XP_001600305.1
OG0007734	XP_310423.3	XP_031778166.1
OG0007735	XP_318380.5	XP_031783233.1
OG0007736	XP_310480.2	XP_003424812.1
OG0007737	XP_317106.5	XP_031782036.1
OG0007738	XP_313685.5	XP_008207414.2
OG0007739	XP_312931.5	XP_008204852.1
OG0007741	XP_320627.3	XP_001603197.1
OG0007742	XP_316064.3	XP_032451753.1, XP_032451752.1
OG0007744	XP_310881.4	XP_031782596.1
OG0007749	XP_001688476.1, XP_313927.4	XP_031785103.1
OG0007750	XP_311054.5	XP_031780777.1
OG0007751	XP_001237167.2	NP_001152815.1, XP_008215062.1
OG0007752	XP_316117.3	XP_016839804.1
OG0007754	XP_308478.4	NP_001155160.1
OG0007755	XP_310184.4	XP_016845496.1
OG0007756	XP_309540.2	XP_003425484.2
OG0007758	XP_308267.3	XP_008204543.1
OG0007759	XP_003436457.1	XP_031785336.1
OG0007760	XP_001689328.2	XP_001602527.3
OG0007763	XP_315797.4	XP_001604935.1
OG0007764	XP_314544.3	XP_001606585.2
OG0007769	XP_312258.3	XP_001607218.1
OG0007770	XP_316510.4	XP_008202614.1
OG0007772	XP_308987.3	XP_031787956.1
OG0007773	XP_318561.3	XP_031777943.1
OG0007776	XP_003436964.1	XP_016836701.1
OG0007777	XP_312934.4	XP_031781103.1
OG0007778	XP_319474.3	XP_032453593.1
OG0007780	XP_317484.4	XP_016841750.1
OG0007781	XP_311896.5	XP_031780292.1
OG0007782	XP_001237525.1	XP_003426151.2, XP_032455610.1, XP_032455609.1
OG0007787	XP_308548.4	XP_001603368.1
OG0007790	XP_316289.4	XP_031780559.1
OG0007791	XP_310809.3	XP_001604415.1
OG0007795	XP_312092.5	XP_008204030.1
OG0007796	XP_321857.5	NP_001135428.1
OG0007798	XP_310734.4	XP_031787919.1
OG0007799	XP_315537.4	XP_031779328.1
OG0007801	XP_314505.3	XP_001605943.1
OG0007802	XP_308638.4	XP_008209713.1
OG0007804	XP_317008.4	XP_031782127.1
OG0007806	XP_558051.3	XP_001602220.1
OG0007807	XP_001230687.1, XP_317577.3, XP_310163.2, XP_317819.4, XP_317576.3, XP_319718.1, XP_559810.2	XP_008209060.1
OG0007808	XP_310614.4	XP_001606722.1
OG0007809	XP_316080.4	XP_031788076.1
OG0007811	XP_312408.3	XP_001607700.1
OG0007812	XP_308274.3	XP_016844316.1
OG0007813	XP_313838.4	XP_016837845.1
OG0007814	XP_315795.4	XP_001603163.2
OG0007815	XP_315882.4	XP_008204173.1
OG0007816	XP_319001.2	XP_031786738.1, NP_001129658.1
OG0007818	XP_318608.3	XP_008209885.1, XP_031780738.1
OG0007819	XP_313356.4	XP_001602242.1
OG0007821	XP_313678.4	XP_008205904.1
OG0007822	XP_320760.4	XP_031787626.1
OG0007823	XP_320586.4	XP_031779593.1
OG0007824	XP_320326.4, XP_001689252.1	XP_008210718.1
OG0007826	XP_553109.2	XP_001605079.1
OG0007827	XP_001689210.1	XP_031779180.1
OG0007828	XP_314946.3	NP_001166858.1
OG0007829	XP_320311.3	XP_031781490.1, XP_032457637.1, XP_031781491.1
OG0007830	XP_316890.5	XP_032454084.1
OG0007831	XP_003435994.1, XP_321047.2	XP_003424198.1
OG0007832	XP_321676.3	XP_003427029.1
OG0007835	XP_317059.4	XP_016845855.1
OG0007836	XP_315412.4	XP_001602291.2
OG0007837	XP_312183.4	XP_001604351.1
OG0007838	XP_554885.2	XP_031784515.1
OG0007839	XP_307885.2	NP_001161197.1
OG0007840	XP_562137.4	XP_008211581.1
OG0007841	XP_001688720.1	XP_008211719.2
OG0007842	XP_307960.1	XP_003426609.1
OG0007843	XP_316265.4	XP_001604128.1
OG0007844	XP_318638.4	XP_001604483.1
OG0007845	XP_553481.1	XP_003424158.1, XP_032453416.1
OG0007848	XP_003436564.1	XP_032457277.1
OG0007849	XP_314771.2	XP_016842359.1
OG0007850	XP_308816.3	XP_003425658.1
OG0007851	XP_310461.5	XP_016841074.1
OG0007852	XP_309114.5	XP_001605476.2
OG0007853	XP_309132.5	XP_031776605.1
OG0007854	XP_001688771.1	XP_008211287.1, XP_032454847.1
OG0007856	XP_311233.5	XP_031782014.1
OG0007857	XP_315801.4	XP_031785498.1
OG0007858	XP_001688605.1, XP_001688604.1	XP_001607174.1
OG0007859	XP_314353.3	XP_031782311.1
OG0007860	XP_003436998.1	XP_031788395.1
OG0007861	XP_319049.3	XP_001608187.1
OG0007862	XP_319058.4	XP_001604506.2
OG0007863	XP_319333.4	XP_008208254.1
OG0007864	XP_318929.4	XP_001601024.2
OG0007865	XP_318874.4	XP_031787654.1
OG0007868	XP_319795.4	XP_001603244.1
OG0007869	XP_320001.2	XP_016837282.1
OG0007872	XP_001687784.1	XP_008204767.1
OG0007874	XP_319008.4	XP_031784928.1
OG0007875	XP_310199.4	XP_008211441.1
OG0007876	XP_310176.2	XP_008211330.1
OG0007877	XP_311472.4	XP_031777178.1
OG0007880	XP_563184.4	XP_003427877.1
OG0007881	XP_003436216.1, XP_312220.4, XP_312221.5	XP_031780209.1, XP_008203297.2
OG0007882	XP_320802.4	XP_016839889.1
OG0007883	XP_309426.4	XP_016839631.1
OG0007884	XP_001688303.2	XP_008204943.1
OG0007885	XP_312510.5	XP_016837482.1
OG0007886	XP_003436140.1	XP_016840988.1, NP_001123524.1
OG0007888	XP_001231065.2	XP_003423997.1
OG0007889	XP_312377.5	XP_001606414.3
OG0007891	XP_311503.4	XP_031777558.1, XP_001605324.2
OG0007892	XP_312634.5	XP_001600109.2
OG0007893	XP_313106.2	XP_001605082.1
OG0007895	XP_309367.2	XP_001602339.2
OG0007898	XP_003436206.1	XP_031784465.1
OG0007901	XP_309864.4	XP_003424657.1
OG0007902	XP_311695.4	XP_008205475.1
OG0007903	XP_318377.4	XP_001599413.4
OG0007904	XP_311263.5	XP_008216956.1
OG0007905	XP_313842.5	XP_031784567.1
OG0007908	XP_321278.5	XP_008207834.1, XP_008207833.1
OG0007909	XP_555294.2	XP_001600893.1
OG0007910	XP_564295.3	XP_001601570.2
OG0007957	XP_320713.3	NP_001129486.1
OG0007958	XP_309339.2, XP_001688179.1	NP_001155061.1
OG0007960	XP_319139.2	XP_003427152.1, XP_001605618.2
OG0007970	XP_321953.1	XP_001603626.1
OG0007972	XP_308437.4	XP_008213532.1, XP_008213531.1
OG0007974	XP_315672.4	XP_003425021.1
OG0007975	XP_309547.4	XP_031788629.1
OG0007976	XP_319744.4	XP_008206928.1, XP_001602935.2
OG0007977	XP_319057.4	XP_031776759.1
OG0007978	XP_001238453.1, XP_321237.4	XP_001604251.1
OG0007983	XP_312811.5	XP_001605312.2
OG0007990	XP_314145.4	XP_003424699.1
OG0007991	XP_317625.3	XP_003427507.1
OG0007992	XP_001688348.2	XP_031780339.1
OG0007994	XP_311511.4	XP_031784564.1
OG0008000	XP_001230737.2	XP_008213083.1
OG0008001	XP_001238809.3	XP_031783478.1
OG0008003	XP_316826.4	XP_001602214.2
OG0008007	XP_554247.3	XP_001604663.2
OG0008007	XP_318513.3	XP_001604615.1
OG0008008	XP_316030.4	XP_008206807.1
OG0008010	XP_552406.2	XP_001600497.1
OG0008012	XP_310617.4	XP_031787560.1, XP_032456324.1
OG0008013	XP_315326.4	XP_031780151.1
OG0008019	XP_321833.4	NP_001136158.1
OG0008022	XP_314542.1	XP_001604964.1
OG0008023	XP_554017.1	XP_008217540.1
OG0008026	XP_320098.3	XP_001605368.1
OG0008027	XP_003435919.1, XP_003435920.1, XP_003435921.1	XP_016837986.1
OG0008035	XP_308433.4	XP_031787553.1
OG0008038	XP_308315.4	XP_031789488.1, XP_031789483.1
OG0008044	XP_003436100.1	XP_032452021.1
OG0008045	XP_319153.4	XP_031783280.1
OG0008047	XP_308747.4	XP_008203366.1
OG0008051	XP_308967.3	XP_001607485.1
OG0008053	XP_321981.3	NP_001153404.1, XP_031778332.1
OG0008057	XP_312523.4	NP_001166085.1
OG0008059	XP_001238150.1	XP_008215425.1
OG0008063	XP_552840.3	XP_032456941.1
OG0008065	XP_316809.4	XP_016838513.1
OG0008066	XP_553911.2	XP_031783751.2
OG0008068	XP_559110.3	XP_016845236.2
OG0008070	XP_560272.2	XP_008216369.1
OG0008074	XP_316720.4	XP_003424540.1
OG0008075	XP_319595.4	XP_001603144.2
OG0008076	XP_312999.4	XP_001601833.1
OG0008077	XP_318519.4	XP_003424441.1
OG0008078	XP_312951.5	XP_001603280.1
OG0008081	XP_320212.4	XP_031784981.1
OG0008084	XP_307714.1, XP_313933.4, XP_313934.3	XP_001602858.1
OG0008085	XP_001688299.2	XP_001606856.1
OG0008086	XP_319734.4	XP_001602403.1
OG0008087	XP_313586.5	XP_031780482.1, XP_032451741.1, XP_008208196.1, XP_008208195.1, XP_032451742.1
OG0008089	XP_001688201.2	XP_031783268.2
OG0008090	XP_311754.3	XP_001602976.1
OG0008091	XP_003436389.1	XP_031785762.1
OG0008092	XP_003436508.1	XP_003426648.1
OG0008094	XP_311059.4	XP_003426333.1
OG0008096	XP_311987.3	XP_031788729.1
OG0008097	XP_322069.5, XP_322047.5	XP_001606772.1, XP_008202302.1
OG0008100	XP_001687771.2	XP_016844817.1
OG0008101	XP_557978.3	XP_016840843.1
OG0008104	XP_316579.3, XP_001688894.1	XP_008214055.1
OG0008108	XP_003436839.1, XP_001237550.1	XP_031781695.1
OG0008115	XP_565438.2	XP_031779655.1
OG0008116	XP_001688879.1	XP_031779678.1
OG0008119	XP_559389.3	XP_008216686.1, XP_032453958.1
OG0008120	XP_317993.4	XP_003427376.1
OG0008121	XP_001230905.1	XP_031780955.1
OG0008122	XP_317727.3	XP_031780566.1
OG0008125	XP_319089.4	XP_008203221.1
OG0008130	XP_318104.4	XP_008215743.1
OG0008131	XP_309468.2	XP_032453025.1
OG0008133	XP_309925.4	XP_031780163.2
OG0008134	XP_320967.4	XP_008216077.2
OG0008136	XP_309820.4	XP_003426380.1
OG0008138	XP_312587.5	XP_016843855.1
OG0008142	XP_565383.2	XP_003427098.1
OG0008201	XP_001238081.2	XP_031787050.1
OG0008205	XP_001688079.1	XP_003427259.1
OG0008208	XP_315385.4	XP_003426587.1
OG0008212	XP_308811.4	XP_032452403.1
OG0008213	XP_321730.5	NP_001127801.1
OG0008220	XP_313286.3	XP_008203461.1
OG0008222	XP_565605.4	XP_008213735.1, XP_031782794.1
OG0008223	XP_310278.7	XP_031778811.1
OG0008230	XP_308862.3	XP_003424253.1
OG0008231	XP_003436923.1	XP_016836835.2
OG0008239	XP_312094.5	XP_016839624.1
OG0008241	XP_564594.3, XP_310691.3, XP_313386.3, XP_306733.2, XP_306795.2, XP_552603.2, XP_307353.3, XP_310243.3	XP_008214747.1
OG0008246	XP_557020.3	XP_001605776.2
OG0008247	XP_312135.5	XP_031786810.1
OG0008248	XP_320941.5	XP_001602275.1
OG0008254	XP_319337.3	XP_001605037.2
OG0008260	XP_556988.3	XP_031781547.1
OG0008264	XP_307827.4	XP_008203556.1
OG0008268	XP_309111.3	XP_008215827.1
OG0008270	XP_566389.3	XP_003424136.1
OG0008271	XP_555854.2	XP_031783445.1
OG0008274	XP_312509.4	XP_008215227.1
OG0008275	XP_315578.4, XP_556826.3, XP_001688682.1	XP_003425763.1
OG0008277	XP_318060.3	XP_001606894.1
OG0008279	XP_318986.3	NP_001161364.1
OG0008280	XP_315774.3	XP_001600799.2
OG0008284	XP_556174.1	XP_031776685.1, XP_031776684.1, XP_008216819.1, XP_008216822.1, XP_008216826.1, XP_008216828.1, XP_032456453.1, XP_032456452.1, XP_032456443.1, XP_032456449.1, XP_008216825.1, XP_032456439.1, XP_003425746.1, XP_032453797.1, XP_031782278.1
OG0008290	XP_003436624.1	XP_008209252.1
OG0008291	XP_311743.5	XP_001604465.2
OG0008292	XP_003437034.1	XP_016842409.1
OG0008294	XP_315566.3	XP_003427982.1
OG0008298	XP_318686.3	XP_001607374.2
OG0008299	XP_001689224.1	XP_031779451.1
OG0008300	XP_317084.4	XP_016841173.1, XP_001606130.2
