Orthogroup	Anopheles_gambiae	Drosophila_melanogaster
OG0009038	XP_001238452.2	NP_732261.1
OG0009039	XP_315237.5	NP_650991.1
OG0009040	XP_319826.3	NP_001287195.1, NP_650605.1, NP_609601.1
OG0009042	XP_556944.1	NP_001097567.1
OG0009043	XP_315951.4	NP_649279.2
OG0009044	XP_558285.3	NP_001097451.1
OG0009045	XP_001688473.1, XP_313913.4	NP_001015352.3
OG0009048	XP_318559.3	NP_647637.1
OG0009049	XP_309358.1	NP_650057.1
OG0009050	XP_313684.3, XP_001238820.1	NP_001262169.1
OG0009154	XP_001238152.1	NP_001286220.1
OG0009157	XP_318399.4	NP_001286001.1
OG0009159	XP_316660.2	NP_001097297.1
OG0009160	XP_320526.4	NP_650429.1
OG0009161	XP_563485.4	NP_573132.1, NP_573024.1
OG0009164	XP_308323.4	NP_647779.2
OG0009166	XP_003436442.1	NP_001036703.1
OG0009174	XP_001237319.2	NP_001285050.1
OG0009176	XP_001689080.1, XP_001689082.1	NP_001259408.1
OG0009178	XP_313289.3, XP_003436519.1	NP_731295.1
OG0009180	NP_008070.1	YP_009047267.1
OG0009181	NP_008080.1	YP_009047277.1
OG0009182	XP_565443.1, XP_001688146.1, XP_001687968.1, XP_308533.2, XP_308532.3	NP_610669.1, NP_610812.1, NP_610959.2
OG0009183	XP_309819.4	NP_001261477.1, NP_001261767.1, NP_477304.1, NP_477297.1, NP_001097525.1, NP_648036.1
OG0009184	XP_565004.3	NP_996492.1
OG0009185	XP_003436940.1, XP_310907.1, XP_314478.1, XP_314477.1	NP_648390.2
OG0009186	XP_001238116.1, XP_319252.2, XP_319254.2, XP_001238117.1	NP_723504.1
OG0009189	XP_311038.5	NP_001246986.1
OG0009189	XP_310165.4	NP_001097054.1
OG0009190	XP_555580.2	NP_652638.2
OG0009192	XP_565268.2	NP_610521.1
OG0009193	XP_001237055.1, XP_308262.3	NP_001246287.1
OG0009195	XP_001238224.2	NP_608691.1, NP_523472.2, NP_001285566.1
OG0009198	XP_317014.4, XP_315183.4	NP_001014607.1
OG0009200	XP_001688200.2	NP_001097771.1
OG0009201	XP_564504.3	NP_001286277.1
OG0009202	XP_311996.2	NP_523505.1, NP_523421.2
OG0009207	XP_311015.2	NP_730181.1
OG0009311	XP_319329.3	NP_609479.1
OG0009312	XP_003435937.1, XP_310373.6, XP_310374.3, XP_554957.2	NP_609355.1, NP_001247327.1
OG0009313	XP_003436204.1	NP_001036690.1
OG0009315	XP_319624.3	NP_001285930.1
OG0009317	XP_318371.5	NP_649316.1
OG0009318	XP_308421.4	NP_001261471.1
OG0009319	XP_564983.3	NP_647729.1
OG0009321	XP_001688313.2	NP_572356.1
OG0009327	XP_003436900.1	NP_001189256.1, NP_001303534.1, NP_001189262.3, NP_001303530.1, NP_001189259.1, NP_001287450.1
OG0009328	XP_319027.4	NP_609916.5
OG0009331	XP_310203.3	NP_525098.1
OG0009333	XP_314136.4	NP_725044.1
OG0009335	NP_008073.1	YP_009047270.1
OG0009336	NP_008081.1	YP_009047278.1
OG0009339	XP_558354.4	NP_608689.2, NP_001259943.1, NP_608911.1, NP_608912.1, NP_001259464.1, NP_609694.1
OG0009344	XP_003436714.1, XP_312978.3, XP_003436717.1, XP_562614.4, XP_003436716.1, XP_003436715.1	NP_001247235.2
OG0009345	XP_563520.4	NP_573364.1
OG0009350	XP_559280.1, XP_314340.2	NP_728731.1, NP_728732.1, NP_647708.1
OG0009352	XP_311517.4	NP_001334724.1, NP_611461.3, NP_609308.3
OG0009353	XP_001238369.1, XP_320734.3	NP_001260914.1
OG0009442	XP_562632.3, XP_313000.2	NP_001246947.1
OG0009443	XP_308320.4	NP_001137872.2
OG0009449	XP_563648.4	NP_649378.1
OG0009453	XP_003435781.1	NP_649808.1
OG0009453	XP_003437091.1	NP_001027083.1
OG0009457	XP_310200.4	NP_001259343.1
OG0009458	XP_316467.3	NP_610665.2
OG0009464	NP_008077.1	YP_009047274.1
OG0009465	XP_313598.5, XP_001237493.3, XP_312785.2	NP_650247.1, NP_524335.1
OG0009467	XP_310252.6, XP_306777.4, XP_310251.2, XP_559486.5, XP_306152.3, XP_306153.3	NP_001162804.1
OG0009469	XP_001237939.1	NP_001036371.1
OG0009473	XP_003436319.1	NP_651769.1, NP_001097977.1
OG0009476	XP_319612.1	NP_511068.2
OG0009477	XP_308932.2	NP_650591.1, NP_726513.1
OG0009479	XP_001237342.3	NP_651842.3, NP_001247379.1, NP_001262238.1
OG0009484	XP_318863.4	NP_001286024.1
OG0009485	XP_313193.4	NP_542440.1
OG0009488	XP_003435735.1, XP_003437014.1	NP_732404.2
OG0009490	XP_320044.1, XP_320045.1, XP_320046.1, XP_320047.1, XP_320048.1	NP_523971.3
OG0009581	XP_001237116.2	NP_001262326.1
OG0009583	XP_555160.3	NP_001104334.1
OG0009584	XP_315167.3	NP_650565.2
OG0009585	XP_311599.4	NP_651670.1
OG0009586	XP_320128.3	NP_001368972.1
OG0009589	XP_003436876.1, XP_557457.4	NP_001247222.1
OG0009596	XP_003436877.1, XP_315187.4	NP_001262785.1
OG0009597	XP_311423.4	NP_524743.2
OG0009600	XP_313277.3	NP_001137999.1
OG0009603	XP_001230997.3	NP_001163254.2
OG0009604	XP_313496.5	NP_524488.3
OG0009605	XP_307483.4	NP_525081.1
OG0009607	XP_314128.4	NP_001260936.1
OG0009611	XP_318714.3	NP_651435.1
OG0009615	XP_320911.4	NP_001097762.1
OG0009621	XP_316328.4, XP_001688840.1	NP_001137914.1
OG0009623	XP_310285.7, XP_003436592.1	NP_001189195.2
OG0009625	XP_565286.3	NP_730294.1
OG0009628	XP_316883.5	NP_001259282.1
OG0009631	XP_001688694.1, XP_556255.3	NP_649408.1
OG0009633	XP_001687944.1	NP_611507.1
OG0009634	XP_310305.7	NP_733096.1, NP_651374.2, NP_733090.1, NP_651373.2, NP_651375.1, NP_651378.1, NP_733095.2
OG0009635	XP_319142.1	NP_001259841.1
OG0009638	XP_558971.3	NP_648647.1, NP_648648.2, NP_001189089.1
OG0009639	XP_307334.3, XP_001689322.1, XP_321281.4	NP_001262637.1
OG0009641	XP_310887.5	NP_001285403.1
OG0009643	XP_316450.1	NP_728008.1, NP_728401.1, NP_573148.2, NP_001285346.1, NP_573151.1, NP_573150.2, NP_523426.1, NP_608418.1
OG0009644	XP_312463.4	NP_573308.1, NP_611103.2
OG0009645	XP_319943.4	NP_523855.1
OG0009646	XP_311125.5	NP_727914.1
OG0009647	XP_320874.3	NP_523796.2
OG0009648	XP_310527.4	NP_001285491.1
OG0009649	XP_315068.4, XP_315048.1, XP_315072.4	NP_525029.2, NP_523666.3, NP_524540.4, NP_523689.1, NP_511107.1, NP_730794.1
OG0009650	XP_317894.4	NP_536738.3
OG0009651	XP_313696.3	NP_650018.1
OG0009654	XP_309122.5, XP_003437142.1, XP_560145.3	NP_001356887.1, NP_001262511.1, NP_001189214.1
OG0009656	XP_319980.4	NP_001260073.1
OG0009657	XP_003436765.1	NP_647706.1
OG0009658	XP_003436415.1, XP_312891.4	NP_001287128.1
OG0009659	XP_003436672.1, XP_003436671.1, XP_318415.4	NP_573021.1
OG0009750	XP_319620.4	NP_609709.1
OG0009751	XP_001230590.1	NP_001097061.1
OG0009754	XP_312537.4	NP_001285400.1
OG0009756	XP_001237463.3	NP_523903.1
OG0009757	XP_308399.4	NP_523953.2
OG0009759	XP_003435775.1	NP_001287289.1
OG0009760	XP_313830.5	NP_001285030.1
OG0009761	XP_306928.3, XP_308091.4	NP_651481.1
OG0009762	XP_554876.3	NP_524865.2
OG0009763	XP_309432.3	NP_001286771.1
OG0009783	XP_308253.4	NP_001261143.1
OG0009789	XP_001237496.3	NP_731964.2
OG0009794	XP_312132.4	NP_001262482.1
OG0009795	XP_309506.4	NP_001262494.1
OG0009796	XP_316930.3	NP_001097043.1
OG0009799	NP_008074.1	YP_009047271.1
OG0009800	NP_008069.1	YP_009047266.1
OG0009803	XP_001688582.1, XP_001237582.2	NP_609528.3
OG0009804	XP_001688957.1	NP_573178.1
OG0009806	XP_315963.4, XP_556530.2	NP_001246503.1
OG0009807	XP_310842.1	NP_001287586.1, NP_001263078.1, NP_001286186.1
OG0009807	XP_307999.2	NP_731043.1
OG0009808	XP_310733.5	NP_570022.2
OG0009809	XP_309766.4	NP_648644.1
OG0009810	XP_309775.4, XP_554880.3, XP_317954.4	NP_609244.1, NP_609245.1, NP_001245946.1, NP_649321.1
OG0009811	XP_309880.4, XP_309881.4, XP_309882.3, XP_309883.1	NP_001260718.1, NP_001303345.1
OG0009812	XP_312016.4, XP_317251.2, XP_317252.1, XP_555249.1	NP_651082.1
OG0009813	XP_003435923.1, XP_001238461.2, XP_003435927.1	NP_651165.1, NP_651166.1
OG0009817	XP_317446.4	NP_001163015.1
OG0009818	XP_001231098.2	NP_001261124.1
OG0009820	XP_001688417.2	NP_001262501.1
OG0009821	XP_309954.4	NP_610695.1
OG0009823	XP_001687764.1, XP_001688172.2, XP_560232.3	NP_001097769.2
OG0009824	XP_557135.2, XP_557134.2	NP_523897.2
OG0009829	XP_309598.5, XP_003436695.1, XP_003436696.1	NP_649511.2
OG0009832	XP_315799.3	NP_001137745.2
OG0009835	XP_317763.4	NP_001334690.1, NP_649707.3, NP_608761.2, NP_001285582.1, NP_001097067.1, NP_001285583.1, NP_608767.1
OG0009836	XP_317749.4	NP_648651.1
OG0009837	XP_317667.4	NP_001163217.1
OG0009839	XP_310742.3	NP_572358.1
OG0009840	XP_308006.5, XP_003436048.1, XP_003436049.1	NP_648274.1
OG0009842	XP_003436882.1	NP_001097483.2, NP_995978.2, NP_001262644.2, NP_001097914.1, NP_733086.2
OG0009843	XP_309534.3	NP_001137956.1
OG0009845	XP_001237086.1, XP_308483.3	NP_725299.2, NP_476828.1, NP_476827.2, NP_001261245.1, NP_476823.1, NP_523881.1, NP_476829.1
OG0009951	XP_001688310.2	NP_001259682.1
OG0009954	XP_321344.5, XP_003436200.1, XP_312275.4	NP_651007.1
OG0009955	XP_559415.3	NP_651853.1
OG0009960	XP_321764.5	NP_651818.1
OG0009961	XP_309589.2	NP_524393.2
OG0009962	XP_310731.4	NP_001096977.1
OG0009964	XP_314547.2	NP_651958.2
OG0009965	XP_313597.5	NP_001097763.1
OG0009966	XP_313688.5	NP_001027208.1
OG0009967	XP_318855.4	NP_001286385.1, NP_609863.1, NP_610864.1
OG0009968	XP_316536.4	NP_648954.1
OG0009978	XP_317318.3, XP_317317.2	NP_001097127.1
OG0009987	XP_312966.5	NP_651568.1
OG0009988	XP_312896.5	NP_001285494.1, NP_728346.2
OG0009996	XP_312040.5	NP_648453.1
OG0009997	XP_315557.4	NP_523939.1
OG0009999	XP_308336.4	NP_001261350.1
OG0010004	XP_310406.7	NP_001287623.1, NP_609061.2, NP_651873.3, NP_001097991.1
OG0010006	XP_321947.5	NP_001262074.2
OG0010011	XP_315020.4	NP_524125.2
OG0010017	XP_308850.4	NP_523853.1
OG0010020	XP_001689006.1	NP_001334730.1
OG0010025	XP_554755.3	NP_611607.2
OG0010026	XP_003436423.1, XP_003436424.1, XP_003436425.1, XP_312944.5	NP_001163513.1
OG0010027	XP_307672.4, XP_317222.4	NP_651985.1, NP_610868.1, NP_001285244.1
OG0010030	NP_008075.1	YP_009047272.1
OG0010031	NP_008079.1	YP_009047276.1
OG0010034	XP_318987.4	NP_610776.1
OG0010037	XP_560228.3, XP_308779.3	NP_652325.2, NP_001287548.1, NP_001014639.1
OG0010038	XP_001689183.1, XP_319324.4	NP_523542.1
OG0010042	XP_001237313.3, XP_555582.3	NP_650132.1, NP_572450.4
OG0010043	XP_001689273.1	NP_611901.1, NP_650290.2
OG0010044	XP_558165.2, XP_554538.3, XP_001688574.1, XP_317996.2, XP_001231083.2, XP_001688573.1	NP_652458.1
OG0010047	XP_001238344.1, XP_320589.1	NP_611903.1
OG0010048	XP_563003.1	NP_001285856.1
OG0010052	XP_317759.4, XP_003436644.1, XP_559671.4	NP_001163549.1, NP_649770.1
OG0010054	XP_003435720.1	NP_001163187.1
OG0010056	XP_311291.4	NP_726395.1, NP_001097003.1, NP_001163031.1, NP_001286122.1
OG0010059	XP_308833.4	NP_611043.1
OG0010062	XP_315733.4	NP_001163372.1
OG0010063	XP_001688035.1, XP_315802.2	NP_648857.1, NP_001097618.1, NP_652418.1
OG0010065	XP_003436105.1	NP_650342.2, NP_731887.1, NP_731888.1, NP_650340.1, NP_733345.2, NP_733347.1
OG0010066	XP_318865.4	NP_476777.1
OG0010067	XP_316977.4, XP_554975.2	NP_476683.1
OG0010069	XP_311557.4	NP_001369085.1
OG0010070	XP_003436150.1, XP_312398.5, XP_003436149.1	NP_650176.3
OG0010073	XP_560377.3	NP_001369028.1
OG0010079	XP_557061.3	NP_001137700.1
OG0010080	XP_557111.1	NP_728542.1
OG0010200	XP_313835.5	NP_001259536.2
OG0010201	XP_315957.4	NP_652658.1
OG0010207	XP_315660.4	NP_001261972.1
OG0010213	XP_316620.3	NP_651767.2
OG0010215	XP_308329.4, XP_001687896.1	NP_524035.2
OG0010218	XP_001688329.1	NP_731783.1
OG0010220	XP_311850.4	NP_727007.1
OG0010221	XP_310434.4	NP_001287543.1
OG0010223	XP_308885.4	NP_651293.1, NP_572415.1
OG0010226	XP_320434.4	NP_996360.2
OG0010228	XP_308828.4	NP_001261296.1
OG0010229	XP_319810.3	NP_609787.2
OG0010233	XP_562377.4	NP_001097755.1
OG0010234	XP_316105.3	NP_001137974.1
OG0010235	XP_317699.4	NP_001036442.1
OG0010243	XP_001688947.1	NP_001286924.1
OG0010244	XP_316399.4	NP_001097627.1
OG0010248	XP_319013.3	NP_001097746.1
OG0010262	XP_319575.4	NP_788055.2
OG0010263	XP_317548.3	NP_608612.3
OG0010267	XP_307293.3, XP_319054.4	NP_001245881.1
OG0010273	XP_317752.3	NP_001286085.1
OG0010281	XP_003436474.1, XP_311702.5	NP_731780.1
OG0010282	XP_320563.4	NP_649175.1
OG0010290	XP_314338.4	NP_725613.1
OG0010291	XP_309294.4	NP_996085.2
OG0010292	XP_314325.4	NP_001261600.1
OG0010293	XP_310174.4	NP_001014458.3, NP_787975.1
OG0010294	XP_317164.4	NP_001104054.3
OG0010295	XP_559104.3	NP_001163300.1
OG0010300	XP_001688596.1	NP_649475.3
OG0010302	NP_008078.1	YP_009047275.1
OG0010304	XP_309592.4	NP_650648.3
OG0010308	XP_001689180.1	NP_609294.1, NP_001245945.1
OG0010309	XP_315929.4, XP_001230819.2	NP_609501.1
OG0010310	XP_312288.1, XP_312289.1	NP_511122.1, NP_523470.3, NP_523667.1, NP_523454.2
OG0010312	XP_313980.4	NP_001285367.1, NP_573201.1, NP_001246844.1
OG0010315	XP_557801.3	NP_001260263.1
OG0010320	XP_315464.4	NP_001260145.1
OG0010323	XP_316637.3, XP_001688931.1	NP_647658.1
OG0010326	XP_312506.4, XP_003436125.1	NP_001284807.1
OG0010329	XP_001238208.2	NP_608709.1
OG0010332	XP_316431.3	NP_725246.1, NP_001259517.1, NP_001286367.1, NP_001163133.1
OG0010333	XP_309018.4, XP_309017.3, XP_316734.4, XP_309021.4	NP_536784.1
OG0010335	XP_312965.3, XP_562596.1	NP_001247188.1
OG0010337	XP_001237781.1	NP_729495.1
OG0010339	XP_003437176.1, XP_309221.4, XP_003437177.1	NP_651141.2, NP_610338.1
OG0010346	XP_003437017.1, XP_310579.5	NP_001285183.1
OG0010347	XP_310717.5	NP_727976.1
OG0010348	XP_315386.4, XP_001688651.1, XP_001688650.1	NP_524902.2
OG0010352	XP_319426.4	NP_001286028.1
OG0010354	XP_316980.4	NP_609135.1
OG0010356	XP_313126.5	NP_573216.1, NP_608419.1, NP_649721.2, NP_611441.1, NP_649332.1
OG0010359	XP_310158.3	NP_724308.2
OG0010360	XP_317857.4	NP_652058.1
OG0010362	XP_308206.3	NP_608943.1, NP_001285630.1, NP_608945.1
OG0010364	XP_313467.4	NP_001097806.1
OG0010366	XP_001687801.1, XP_001687812.1, XP_001687792.1, XP_001230613.1	NP_001262531.1
OG0010370	XP_308881.1, XP_308883.1, XP_308879.1, XP_308882.1, XP_308880.1	NP_788431.1, NP_788432.1
OG0010371	XP_311285.2	NP_651532.1, NP_001356927.1, NP_001014600.1, NP_651531.1
OG0010490	XP_316397.2	NP_001097628.1
OG0010493	XP_314551.4	NP_610426.2
OG0010494	XP_309124.2	NP_525089.2
OG0010496	XP_313827.5	NP_730474.2
OG0010499	XP_316618.3	NP_647983.1
OG0010500	XP_317686.4	NP_731749.3
OG0010502	XP_321104.4	NP_732407.1
OG0010504	XP_316889.3	NP_647809.3
OG0010505	XP_317847.1	NP_001261152.1
OG0010507	XP_311662.4	NP_647874.1
OG0010508	XP_001689231.1	NP_001259813.1
OG0010512	XP_313445.5	NP_001246942.1
OG0010513	XP_001230756.1	NP_733200.1
OG0010515	XP_314099.3	NP_610794.1
OG0010517	XP_317645.4	NP_001303315.1
OG0010520	XP_553074.3	NP_722945.2
OG0010525	XP_313756.5	NP_650195.1
OG0010529	XP_556966.3	NP_729400.1
OG0010540	XP_001238091.2	NP_609791.1
OG0010542	XP_309503.2	NP_001246041.1
OG0010546	XP_565358.3	NP_001137868.1
OG0010555	XP_318099.4	NP_727502.1
OG0010563	XP_001688414.2	NP_649630.1
OG0010577	XP_564488.2	NP_001097260.1
OG0010579	XP_318478.5	NP_610140.4
OG0010587	XP_309125.4	NP_001259263.1
OG0010589	XP_315572.4	NP_001261392.1
OG0010591	XP_320185.4	NP_001260800.2
OG0010592	XP_307730.3	NP_001261185.1
OG0010593	XP_320356.2	NP_001286511.1
OG0010598	XP_321350.5	NP_001247296.1
OG0010599	XP_320815.3	NP_001356951.1
OG0010603	XP_001688404.2	NP_649872.2
OG0010608	XP_316530.5	NP_648306.1
OG0010615	XP_551661.4, XP_003435764.1	NP_572395.2
OG0010616	XP_312395.5	NP_650166.2, NP_650165.2, NP_650177.2, NP_650167.1
OG0010617	XP_317946.4	NP_001260329.1
OG0010618	XP_313110.5	NP_649795.1
OG0010619	XP_317683.4	NP_609902.3
OG0010620	XP_316195.3	NP_647945.1
OG0010621	XP_312933.3, XP_306602.1	NP_649798.3
OG0010623	XP_559186.2	NP_001188998.1
OG0010625	XP_316997.4	NP_476779.1
OG0010626	XP_318059.3	NP_001163435.1
OG0010627	XP_315191.3	NP_569849.1
OG0010628	XP_309763.4, XP_308461.4, XP_318235.3	NP_001246484.1
OG0010638	XP_310283.7	NP_650538.1
OG0010641	XP_308718.4	NP_651393.1, NP_001261934.1
OG0010642	XP_316100.4	NP_001261705.1
OG0010643	XP_001238104.1, XP_001238101.1	NP_001245617.1, NP_001097586.1
OG0010651	XP_307124.2, XP_315018.4	NP_788523.1
OG0010653	XP_320699.3	NP_001097276.1
OG0010657	XP_001231148.1	NP_570070.1
OG0010659	XP_319758.4	NP_609995.1, NP_609951.2, NP_001260472.1, NP_649983.2
OG0010663	XP_001689254.1	NP_001137670.1
OG0010664	XP_001687867.2, XP_308211.5	NP_647915.1, NP_001261001.1, NP_573233.1
OG0010665	XP_003435857.1, XP_001238514.1	NP_572994.1
OG0010673	XP_001231076.3	NP_001263133.1
OG0010675	XP_316525.4	NP_523928.1
OG0010679	XP_316554.4	NP_524118.1
OG0010680	XP_316735.4, XP_001688958.1, XP_001688959.1	NP_650879.1, NP_001262157.1
OG0010681	XP_556387.1	NP_523786.2
OG0010682	XP_001689171.1, XP_319123.4	NP_001245817.1
OG0010685	XP_319202.4	NP_995611.2
OG0010687	XP_317117.4	NP_477301.1
OG0010689	XP_314848.4	NP_001260336.1
OG0010690	XP_319065.4	NP_611117.2
OG0010695	XP_307212.4	NP_001259756.1, NP_651402.1
OG0010696	XP_320623.4	NP_608937.1
OG0010702	XP_003436704.1, XP_003436703.1	NP_001097690.1
OG0010716	XP_307763.1	NP_728920.1, NP_001261226.1, NP_728921.1, NP_001027105.2, NP_001246610.1
OG0010719	XP_562029.1, XP_313564.4	NP_001163720.1
OG0010721	XP_320647.3	NP_572451.1
OG0010904	XP_321079.5	NP_650518.1
OG0010905	XP_315450.4	NP_650886.1
OG0010911	XP_308829.4	NP_001261768.1
OG0010917	XP_321117.4	NP_001246910.1
OG0010924	XP_308514.4	NP_001097202.2
OG0010931	XP_317274.4	NP_524135.3
OG0010933	XP_317486.3	NP_610394.2
OG0010961	XP_318504.4	NP_001097262.1
OG0010969	XP_317630.3	NP_608564.3
OG0010975	XP_318675.2	NP_001261079.1
OG0011009	XP_307792.4	NP_650507.1
OG0011012	XP_313249.4	NP_001097672.1
OG0011021	XP_321747.5	NP_650938.2
OG0011022	XP_315630.2	NP_996038.1
OG0011023	XP_319134.4	NP_609739.2
OG0011028	XP_319307.4	NP_001285988.1
OG0011029	XP_312383.2	NP_001097700.2
OG0011033	XP_309789.3, XP_001230655.1	NP_648131.1
OG0011034	XP_314146.4	NP_001286458.1
OG0011036	XP_320629.4	NP_001097246.3
OG0011041	XP_001688258.1, XP_001687880.1	NP_001286153.2
OG0011044	XP_319736.2	NP_723977.1, NP_649502.1, NP_649503.1
OG0011046	XP_309400.4	NP_477319.1
OG0011048	XP_001688995.1	NP_723315.3
OG0011049	XP_001688934.1	NP_647764.1
OG0011053	XP_001688527.2, XP_001688528.2	NP_996026.1
OG0011055	XP_563723.3	NP_001096980.2
OG0011061	XP_560277.2	NP_651636.1
OG0011063	XP_320757.4	NP_001096858.1, NP_001162629.1, NP_001284740.1
OG0011065	XP_321561.5	NP_650493.2
OG0011067	XP_001689168.1	NP_001036395.2
OG0011068	XP_315196.5	NP_651140.1
OG0011072	XP_318651.2	NP_001188722.1
OG0011074	XP_309443.3	NP_570010.3
OG0011075	XP_001688192.1	NP_001356938.1
OG0011076	XP_319403.3	NP_609645.2
OG0011078	XP_309947.4	NP_611188.3, NP_611189.2
OG0011080	XP_001688141.1, XP_001688140.1	NP_001097920.1
OG0011081	XP_319133.4	NP_608871.1
OG0011085	XP_321150.4	NP_001137883.1
OG0011090	XP_564541.1	NP_001033961.2
OG0011093	XP_313702.2	NP_650773.1
OG0011094	XP_001237516.3	NP_731472.1, NP_731474.1, NP_649998.2
OG0011099	XP_308158.4	NP_001260858.1
OG0011103	XP_001688054.1	NP_001285899.1
OG0011106	XP_321601.5	NP_001036360.1
OG0011107	XP_003437117.1	NP_001262573.1
OG0011110	XP_321560.5	NP_476900.1
OG0011112	XP_003437065.1	NP_572595.2
OG0011115	XP_003436475.1	NP_001034050.1
OG0011116	XP_001238282.1, XP_564347.2, XP_320251.3	NP_001285113.1
OG0011117	XP_310777.5	NP_650740.1
OG0011118	XP_316605.4, XP_003435737.1	NP_001246858.1
OG0011122	XP_001688739.1, XP_556526.3	NP_610550.1
OG0011123	XP_565221.2	NP_001246846.1
OG0011124	XP_001688136.1, XP_308910.4	NP_647665.2
OG0011125	XP_319204.3	NP_001260322.1
OG0011126	XP_319590.4	NP_001097148.1
OG0011129	XP_001237917.2	NP_477483.1
OG0011130	XP_318999.3	NP_572894.1, NP_610654.1
OG0011132	XP_310005.4	NP_608880.2
OG0011133	XP_318818.4	NP_001260187.1
OG0011135	XP_316996.3	NP_609146.3
OG0011137	XP_317614.4	NP_610030.1
OG0011140	XP_310164.4	NP_001137829.1
OG0011142	XP_316797.3	NP_573044.1
OG0011143	XP_001688378.1	NP_650421.3
OG0011144	XP_320769.4	NP_649172.3
OG0011145	XP_312886.5	NP_001097599.1
OG0011146	XP_320231.4	NP_729901.1
OG0011147	XP_001688366.2	NP_001284767.1
OG0011148	XP_001231099.2	NP_001104481.2
OG0011149	XP_001238497.3	NP_001286730.1
OG0011151	XP_320810.2	NP_001286718.1, NP_001163252.2
OG0011152	XP_312006.5	NP_650031.1
OG0011153	XP_312177.3	NP_569907.1
OG0011157	XP_316818.5	NP_728041.3
OG0011158	XP_559367.4	NP_511156.2
OG0011163	XP_001238184.2	NP_651765.1
OG0011164	XP_001238835.1	NP_001246212.1
OG0011165	XP_001687773.2	NP_573134.1
OG0011167	XP_001688152.1	NP_001163338.1
OG0011170	XP_003436111.1	NP_731505.1, NP_001287275.1
OG0011171	XP_003436253.1	NP_001369010.1
OG0011172	XP_321029.1, XP_307998.1	NP_651711.1, NP_727322.1, NP_651712.1
OG0011398	XP_566030.2	NP_524552.1
OG0011408	XP_001688612.1	NP_001286854.1
OG0011457	XP_320860.4	NP_728878.1
OG0011472	XP_003436361.1	NP_001097812.1
OG0011518	XP_312948.4	NP_651186.1
OG0011563	XP_312314.4	NP_651888.1
OG0011565	XP_314521.4	NP_609489.1
OG0011568	XP_001237263.2	NP_001285405.1
OG0011573	XP_316685.4	NP_648957.1
OG0011574	XP_318585.4	NP_573084.1
OG0011576	XP_309116.2	NP_001284836.1
OG0011579	XP_316652.4	NP_001163737.1
OG0011580	XP_321056.5	NP_611045.1
OG0011582	XP_312457.4	NP_725535.1
OG0011587	XP_315619.1, XP_315618.4	NP_001287065.1
OG0011589	XP_314025.3	NP_729797.1
OG0011590	XP_312821.4	NP_650101.1
OG0011591	XP_308806.4	NP_612009.1
OG0011593	XP_564636.1	NP_001014611.1, NP_476664.2
OG0011600	XP_001689053.1	NP_650999.1
OG0011603	XP_309981.3	NP_001260473.1
OG0011605	XP_562650.3, XP_313019.4	NP_001263056.1
OG0011608	XP_316991.4, XP_001688993.1	NP_001285713.1
OG0011609	XP_551401.3	NP_524224.2
OG0011613	XP_001687786.1, XP_001689405.1	NP_649364.1
OG0011614	XP_310776.4	NP_611349.2
OG0011620	XP_001238069.3	NP_001286347.1
OG0011621	XP_321120.4	NP_001247225.2
OG0011625	XP_550868.4	NP_647987.2
OG0011628	XP_554380.4	NP_650096.1
OG0011631	XP_563293.4	NP_476767.2
OG0011635	XP_321103.4	NP_649694.1
OG0011637	XP_321010.4, XP_001687798.1	NP_001261381.1
OG0011638	XP_556492.1	NP_524835.1
OG0011639	XP_307249.3, XP_319043.4	NP_001285960.1
OG0011640	XP_001688632.1	NP_001286655.1
OG0011641	XP_309239.3	NP_001259150.1
OG0011642	XP_316866.4	NP_573323.1
OG0011649	XP_313105.2	NP_523777.1
OG0011650	XP_313004.4	NP_001262305.1
OG0011651	XP_317247.4	NP_001260191.1, NP_001188709.1
OG0011653	XP_311587.4	NP_649548.1
OG0011654	XP_001688102.1	NP_001189024.1
OG0011656	XP_003436922.1	NP_001287387.1
OG0011659	XP_313121.5	NP_001247231.1
OG0011660	XP_001689092.1, XP_318063.2	NP_609096.2
OG0011661	XP_312294.4, XP_312295.4	NP_001189297.1
OG0011662	XP_309511.4	NP_573173.2
OG0011663	XP_001688717.1, XP_001688718.1	NP_573016.1
OG0011664	XP_318993.4	NP_610769.1
OG0011666	XP_562088.4	NP_651312.2
OG0011669	XP_003436382.1, XP_562832.2	NP_001189215.1
OG0011673	XP_312062.2	NP_651219.1
OG0011681	XP_001688692.1	NP_001246779.1
OG0011684	XP_315732.3	NP_648151.2
