Orthogroup	Anopheles_gambiae	Solenopsis_invicta
OG0006129	XP_001688308.2	XP_025994930.1, XP_025994929.1
OG0006130	XP_317055.4	XP_011170376.1
OG0006131	XP_003436396.1, XP_312792.5	XP_011163779.1
OG0006134	XP_312605.5, XP_003436095.1	XP_025990523.1
OG0006135	XP_319386.4	XP_011169729.1
OG0006136	XP_319489.4	XP_039311458.1, XP_011163306.2
OG0006137	XP_316891.5	XP_011160105.1
OG0006138	XP_314316.4	XP_025986066.1
OG0006139	XP_314811.4	XP_025995369.2
OG0006140	XP_307850.4	XP_011155361.1
OG0006141	XP_318752.4	XP_011166854.1
OG0006142	XP_001689304.1	XP_011163391.1
OG0006143	XP_001237874.2	XP_011172799.2
OG0006144	XP_311956.5	XP_039308428.1
OG0006145	XP_320748.3	XP_011169165.1
OG0006147	XP_312628.5	XP_011165817.2
OG0006149	XP_320712.4	XP_011160313.2
OG0006150	XP_318073.4, XP_001689095.1	XP_011167709.1
OG0006151	XP_001689206.1	XP_039302010.1
OG0006152	XP_316684.3, XP_001688944.1	XP_011159142.1
OG0006153	XP_318500.4	XP_011168149.1
OG0006154	XP_310920.4	XP_011160716.1
OG0006155	XP_320791.4	XP_011173363.2
OG0006156	XP_317735.4	XP_011169176.2
OG0006157	XP_003436037.1, XP_320907.4	XP_039312301.1
OG0006158	XP_001688962.1	XP_011155413.1
OG0006159	XP_307982.5	XP_011162611.2
OG0006160	XP_318524.3	XP_025989163.1
OG0006161	XP_319944.4	XP_025995314.1
OG0006162	XP_321883.4	XP_011163387.1
OG0006164	XP_317165.4	XP_025988672.1
OG0006165	XP_316904.4, XP_316905.3	XP_011168627.1
OG0006166	XP_309798.4	XP_011172966.1
OG0006167	XP_564675.3	XP_011161981.1
OG0006168	XP_001237943.1, XP_564527.3	XP_011165085.2
OG0006169	XP_319940.4	XP_011158460.1
OG0006170	XP_310791.5	XP_011169535.1
OG0006171	XP_318287.4	XP_011159897.1
OG0006172	XP_310168.3	XP_011168632.1
OG0006173	XP_311756.5	XP_011163965.1
OG0006174	XP_001237540.3	XP_011174406.1
OG0006175	XP_313843.5	XP_011169280.1
OG0006176	XP_307419.2	XP_039308546.1
OG0006177	XP_310422.5	XP_025990678.2
OG0006178	XP_310816.5	XP_025992396.1
OG0006179	XP_321107.4, XP_003435975.1	XP_011158736.1
OG0006180	XP_308444.4	XP_011157866.3
OG0006181	XP_001688662.1	XP_011166773.1
OG0006182	XP_312280.3	XP_011171176.1
OG0006183	XP_312407.2	XP_025990321.1, XP_025990320.1
OG0006184	XP_310082.4	XP_011173729.1
OG0006185	XP_001238049.2	XP_039301726.1
OG0006186	XP_315024.4	XP_011168634.1
OG0006187	XP_316810.5	XP_011156894.1
OG0006188	XP_001238516.3	XP_011170332.1
OG0006189	XP_313459.5	XP_011172988.3
OG0006191	XP_311951.4	XP_039306002.1
OG0006192	XP_312255.5	XP_011157681.2
OG0006193	XP_321602.5	XP_025987430.1
OG0006194	XP_309500.4, XP_564375.2	XP_039306154.1
OG0006195	XP_321688.4	XP_011162609.1
OG0006196	XP_310191.2	XP_011156248.1
OG0006197	XP_311953.3	XP_011176162.1
OG0006199	XP_318824.2	XP_011167221.1
OG0006200	XP_308011.5	XP_011159705.1
OG0006201	XP_311002.5	XP_011173131.1
OG0006202	XP_320865.4	XP_011169448.1
OG0006203	XP_320779.3	XP_011163135.1
OG0006204	XP_307416.4	XP_039310697.1
OG0006205	XP_309336.4	XP_025988237.1
OG0006206	XP_001689321.2	XP_025991531.1
OG0006207	XP_316268.4	XP_011161116.1
OG0006208	XP_313605.4	XP_039314105.1
OG0006209	XP_314653.4	XP_011167993.1, XP_011167994.1
OG0006210	XP_315219.5	XP_011158107.1
OG0006211	XP_321547.3	XP_039305916.1
OG0006212	XP_320382.3	XP_011162403.1
OG0006213	XP_557166.3, XP_001688884.1	XP_039306550.1
OG0006215	XP_309476.2	XP_011155339.1
OG0006216	XP_319655.2	XP_039311010.1
OG0006217	XP_312782.3	XP_011157550.2
OG0006218	XP_559505.6	XP_025997518.1, XP_039308569.1
OG0006219	XP_309949.3, XP_310465.3	XP_011157843.1
OG0006220	XP_315901.4	XP_025996575.1, XP_011170593.1
OG0006221	XP_001688349.2	XP_011176277.1
OG0006222	XP_317111.1	XP_039306047.1
OG0006223	XP_311512.4	XP_025994515.1
OG0006224	XP_310772.4, XP_003436975.1	XP_011163148.1
OG0006225	XP_312160.4	XP_025991393.1
OG0006226	XP_550737.3	XP_039313658.1
OG0006228	XP_312173.2	XP_011160594.1
OG0006229	XP_314720.1	XP_011168759.2
OG0006230	XP_315436.3	XP_011161223.1
OG0006231	XP_318627.4	XP_025988225.1
OG0006232	XP_312491.4	XP_025994187.1
OG0006233	XP_309512.3	XP_025987942.1
OG0006234	XP_315581.4	XP_039313101.1
OG0006236	XP_310648.3	XP_011156197.2
OG0006237	XP_312877.4	XP_011155472.1
OG0006238	XP_307895.3	XP_011160699.1
OG0006239	XP_003435846.1, XP_321663.4	XP_011158422.1, XP_011158423.1
OG0006240	XP_001689336.2	XP_011172981.2
OG0006241	XP_315097.4	XP_011166394.1
OG0006242	XP_311595.3	XP_011165005.1
OG0006245	XP_309997.3	XP_039306409.1
OG0006246	XP_312222.2	XP_011174382.1
OG0006247	XP_001237635.3	XP_039303232.1
OG0006248	XP_315218.4	XP_011173687.1
OG0006249	XP_318327.5, XP_003437215.1	XP_011166123.1
OG0006250	XP_556482.2	XP_011176009.1
OG0006251	XP_314741.3	XP_039311927.1
OG0006252	XP_319856.4	XP_011166784.2
OG0006253	XP_320993.2	XP_025990380.2
OG0006254	XP_308493.4	XP_025987041.1
OG0006255	XP_313427.5	XP_011157618.2
OG0006257	XP_319446.4	XP_011169204.1
OG0006258	XP_316733.3	XP_011166218.1
OG0006259	XP_308815.4	XP_011162659.1
OG0006260	XP_001689384.2	XP_011161716.1
OG0006261	XP_312846.5	XP_039314514.1
OG0006263	XP_308719.3	XP_011156179.1
OG0006264	XP_309651.5	XP_011159689.1
OG0006265	XP_003436518.1	XP_011167673.1
OG0006266	XP_318917.4	XP_025996207.1
OG0006267	XP_320716.4	XP_011155670.1
OG0006268	XP_001230547.1, XP_314301.3	XP_011163701.1
OG0006269	XP_551697.4	XP_011168121.1
OG0006270	XP_312548.5	XP_025987891.1, XP_025987890.1
OG0006271	XP_311257.2	XP_011172316.1
OG0006273	XP_313813.5	XP_011174918.1
OG0006274	XP_315054.2	XP_011163594.1
OG0006275	XP_318369.5	XP_011165086.1
OG0006276	XP_316505.3, XP_001688877.1	XP_011157194.1
OG0006277	XP_318355.4	XP_011159165.1
OG0006278	XP_314652.2	XP_011160155.1
OG0006279	XP_314728.3	XP_011160201.1
OG0006280	XP_312452.4	XP_011176402.1
OG0006281	XP_001237961.1	XP_011162518.1
OG0006282	XP_001689261.1	XP_011166235.1
OG0006283	XP_320602.4	XP_011173642.2
OG0006284	XP_313083.5	XP_011155959.1
OG0006285	XP_319000.3	XP_025994447.1
OG0006286	XP_317958.4	XP_011156205.1
OG0006287	XP_321256.5	XP_011161183.1
OG0006288	XP_310874.5	XP_011168129.2
OG0006289	XP_308001.3	XP_011172790.1
OG0006290	XP_320421.3	XP_011165749.1
OG0006291	XP_313400.3	XP_011158787.1
OG0006292	XP_310815.3	XP_011168319.1
OG0006293	XP_313191.5	XP_011165561.1
OG0006294	XP_321845.5	XP_039314617.1
OG0006295	XP_317209.4	XP_011159083.1
OG0006296	XP_310189.4	XP_039306613.1
OG0006297	XP_318422.5	XP_039302408.1, XP_039302409.1
OG0006298	XP_314913.2	XP_011161867.1
OG0006299	XP_310994.5	XP_011176252.2
OG0006300	XP_001237548.2	XP_011158036.2
OG0006301	XP_316333.3	XP_011166030.1
OG0006302	XP_311937.4	XP_011166612.2
OG0006303	XP_565200.3	XP_011158109.2
OG0006304	XP_319677.2	XP_025993429.2
OG0006305	XP_310961.4	XP_025995916.1
OG0006306	XP_316235.2	XP_011175515.1
OG0006307	XP_321837.3	XP_011161694.1
OG0006308	XP_308012.5	XP_025988745.1
OG0006309	XP_001688498.1, XP_313985.4	XP_011173347.1
OG0006310	XP_310128.4	XP_011161274.1
OG0006311	XP_316158.3	XP_011156512.1
OG0006312	XP_314892.4	XP_011166482.1
OG0006313	XP_321726.5	XP_011165462.1
OG0006314	XP_001688808.1, XP_316223.4	XP_025993751.2
OG0006315	XP_315109.3	XP_011155696.1
OG0006316	XP_321804.3	XP_011160310.1
OG0006317	XP_308231.4	XP_039308357.1
OG0006318	XP_003436534.1	XP_025988776.1, XP_025988774.1
OG0006319	XP_313987.1	XP_011164592.1
OG0006320	XP_311344.3	XP_025987959.1
OG0006322	XP_320385.4	XP_025993394.1
OG0006323	XP_314880.2	XP_011165742.1
OG0006324	XP_314526.3	XP_011169417.1
OG0006325	XP_310002.4	XP_025987957.1
OG0006326	XP_317652.4	XP_039307389.1
OG0006327	XP_308633.4	XP_011172443.1
OG0006328	XP_313960.3	XP_011157198.1, XP_039312666.1
OG0006329	XP_308544.4	XP_039315119.1
OG0006330	XP_318637.4	XP_039306708.1, XP_011157375.1
OG0006331	XP_314314.1	XP_011160870.1
OG0006332	XP_321841.2	XP_011167833.1
OG0006333	XP_315383.4	XP_011173378.1
OG0006334	XP_320366.3	XP_039305051.1
OG0006335	XP_317919.4	XP_011162110.1, XP_011162111.1
OG0006337	XP_321878.4	XP_011176127.1
OG0006338	XP_313880.5	XP_011155902.1
OG0006339	XP_312769.5	XP_011158935.2
OG0006340	XP_003436130.1, XP_312489.3	XP_011163053.1, XP_011163054.1
OG0006343	XP_317217.4	XP_039306294.1
OG0006344	XP_311909.5	XP_011170959.2
OG0006345	XP_003436681.1	XP_011157770.2
OG0006346	XP_313298.3	XP_011172792.2
OG0006347	XP_316057.3	XP_011157665.1
OG0006348	XP_316311.4	XP_011161132.2
OG0006350	XP_320388.3	XP_011164285.1
OG0006351	XP_311732.5	XP_011162279.2
OG0006352	XP_552627.3	XP_025991780.2
OG0006355	XP_312849.5	XP_011175808.1
OG0006356	XP_001689118.2	XP_011162445.1
OG0006357	XP_318507.4	XP_039313737.1
OG0006358	XP_316422.3	XP_011168267.1
OG0006359	XP_320119.6	XP_039302649.1
OG0006360	XP_308801.3	XP_011162422.1
OG0006361	XP_322034.3	XP_039315250.1, XP_011157368.1
OG0006362	XP_317131.4	XP_011175475.1
OG0006363	XP_001688557.1	XP_039309239.1, XP_025989070.1
OG0006364	XP_308108.5, XP_003436646.1	XP_011171085.2
OG0006365	XP_313250.3	XP_039310825.1
OG0006367	XP_311146.5	XP_039306671.1
OG0006368	XP_321043.4	XP_011161308.1
OG0006369	XP_319023.4	XP_011162480.1
OG0006370	XP_552528.1	XP_039305116.1
OG0006371	XP_553120.3, XP_001238233.2	XP_011158093.2
OG0006372	XP_003436924.1	XP_011167816.2
OG0006373	XP_319093.4	XP_025993512.1, XP_011161532.1
OG0006374	XP_308470.4	XP_011162474.1
OG0006375	XP_320698.3	XP_011165661.1
OG0006377	XP_308953.4, XP_001688142.1	XP_011160243.2
OG0006378	XP_001237735.1	XP_039307005.1
OG0006379	XP_316922.3	XP_039308298.1
OG0006380	XP_312234.5	XP_039309417.1, XP_011157044.2
OG0006381	XP_551886.3	XP_011157486.1
OG0006382	XP_001688719.1, XP_315746.3	XP_039312145.1
OG0006383	XP_317043.4	XP_011163954.1
OG0006384	XP_321629.5	XP_039307904.1
OG0006385	XP_317309.4	XP_025992690.2
OG0006386	XP_559178.3	XP_011158632.1, XP_025989278.1
OG0006388	XP_320668.4	XP_011164525.1
OG0006389	XP_321134.5	XP_011163786.1
OG0006390	XP_314766.4	XP_011155586.2
OG0006391	XP_554654.3	XP_011159956.1
OG0006392	XP_310014.4	XP_011168308.1
OG0006393	XP_319021.3	XP_011176011.1
OG0006394	XP_554753.3	XP_011172776.3
OG0006395	XP_315161.5	XP_025993375.1
OG0006396	XP_003436252.1, XP_312097.5	XP_011163073.3
OG0006397	XP_557743.2	XP_011161980.2
OG0006398	XP_001237950.2	XP_011161073.1
OG0006399	XP_309117.5	XP_025988199.1
OG0006400	XP_308919.3	XP_039308222.1
OG0006401	XP_565616.4, XP_003436061.1	XP_039310014.1
OG0006403	XP_001687882.2, XP_308283.5	XP_025996949.1
OG0006404	XP_319897.4	XP_039315645.1
OG0006405	XP_315969.4	XP_039309350.1
OG0006406	XP_550715.2	XP_011169732.1
OG0006407	XP_320523.4	XP_011176344.1
OG0006408	XP_564631.3	XP_011158562.1
OG0006409	XP_313783.5	XP_025991991.1
OG0006410	XP_319327.2	XP_025990434.1
OG0006412	XP_309515.4	XP_011159633.1
OG0006413	XP_317233.4	XP_039309746.1
OG0006414	XP_316438.5	XP_011160589.1
OG0006415	XP_312428.5	XP_025991635.1
OG0006416	XP_318822.4	XP_011172610.1
OG0006417	XP_314764.4	XP_039312152.1, XP_039312151.1
OG0006418	XP_001238303.2	XP_025991348.1
OG0006419	XP_003435974.1	XP_011157849.1
OG0006420	XP_003436332.1	XP_011175660.1
OG0006421	XP_560429.2	XP_025988665.2
OG0006422	XP_319819.4	XP_011171069.1
OG0006423	XP_554297.3	XP_039307358.1
OG0006425	XP_313739.4, XP_003436815.1	XP_039311124.1
OG0006426	XP_308568.4	XP_011166575.1
OG0006427	XP_314554.2	XP_011159580.1
OG0006428	XP_320427.3	XP_039302255.1
OG0006429	XP_001688391.2	XP_011176247.1
OG0006430	XP_309060.3	XP_011158452.1
OG0006431	XP_318145.4	XP_011175541.1
OG0006432	XP_311006.5	XP_011158894.2
OG0006433	XP_320646.3	XP_039304130.1, XP_011175173.1
OG0006434	XP_314090.4	XP_011176006.1
OG0006435	XP_308773.4	XP_011159664.2
OG0006437	XP_320642.3	XP_011166538.1
OG0006438	XP_003436639.1	XP_025994002.2
OG0006439	XP_315239.4	XP_025994547.2
OG0006440	XP_317594.4	XP_011162848.1
OG0006441	XP_317729.4	XP_039310099.1
OG0006442	XP_565033.3	XP_011164341.1, XP_011164339.1
OG0006443	XP_321766.3	XP_011173603.1
OG0006444	XP_309839.4	XP_011155553.1
OG0006445	XP_309315.3	XP_011159349.1
OG0006446	XP_321506.4, XP_003435888.1	XP_011156009.2, XP_039310128.1
OG0006447	XP_311109.5	XP_011159527.1
OG0006448	XP_312538.5	XP_011164332.2
OG0006449	XP_001230941.2	XP_011170093.1
OG0006450	XP_317770.3	XP_039311906.1, XP_011159995.1
OG0006451	XP_312257.2	XP_011166450.1
OG0006452	XP_319053.4	XP_025994803.1
OG0006453	XP_311017.4	XP_011162237.2, XP_025986902.2, XP_039301877.1
OG0006454	XP_309990.4	XP_011162841.1
OG0006455	XP_001688080.1, XP_308776.4	XP_025986969.2
OG0006456	XP_308713.2	XP_011158785.1
OG0006458	XP_314253.1	XP_025989708.1
OG0006459	XP_310799.5, XP_003436969.1	XP_011159549.2
OG0006460	XP_557901.3	XP_025989473.1
OG0006463	XP_319833.3	XP_039309141.1
OG0006464	XP_307790.5, XP_003436434.1	XP_011169409.1
OG0006465	XP_003436916.1	XP_039313701.1
OG0006466	XP_312282.4	XP_011162077.1
OG0006467	XP_310949.5	XP_011160756.1
OG0006468	XP_309177.5	XP_011173335.1
OG0006469	XP_316665.3, XP_001688936.1	XP_011166486.1
OG0006470	XP_310138.4	XP_039314721.1
OG0006471	XP_317239.4	XP_011168622.1
OG0006472	XP_309523.4	XP_039314149.1
OG0006473	XP_001237982.2	XP_011175426.1
OG0006474	XP_320296.4	XP_025989430.1
OG0006475	XP_314841.2	XP_011169027.1
OG0006476	XP_315428.3	XP_025991362.2
OG0006477	XP_319787.3	XP_011167962.1
OG0006478	XP_552757.1	XP_011158446.1
OG0006480	XP_315869.2	XP_011167697.1
OG0006482	XP_308442.4	XP_011166393.1
OG0006483	XP_308970.4	XP_025987606.1
OG0006484	XP_321463.5	XP_039305928.1
OG0006485	XP_320360.4	XP_025993647.2
OG0006486	XP_318146.2	XP_025993950.1
OG0006488	XP_562540.3	XP_011161557.1
OG0006490	XP_319463.4	XP_011156270.2
OG0006491	XP_311076.5	XP_025988853.2
OG0006492	XP_309174.2	XP_011159872.1
OG0006493	XP_313416.4	XP_039304189.1
OG0006494	XP_321886.5	XP_011170724.1
OG0006495	XP_319720.4	XP_025988646.1
OG0006496	XP_321614.4	XP_039314073.1
OG0006497	XP_001689355.2	XP_039307574.1
OG0006498	XP_001237621.1	XP_025997238.1, XP_039313589.1
OG0006499	XP_320545.3	XP_039305585.1
OG0006500	XP_552696.3	XP_011159870.1
OG0006501	XP_556035.3	XP_025986145.1
OG0006502	XP_560368.3	XP_011161841.1, XP_025988953.1
OG0006503	XP_309245.5	XP_011161443.1
OG0006504	XP_001688640.1	XP_039305131.1
OG0006505	XP_317355.4, XP_317356.3	XP_039311023.1
OG0006506	XP_312333.3	XP_011168337.1
OG0006507	XP_003436004.1, XP_321040.4	XP_039307604.1
OG0006508	XP_316682.4	XP_039311593.1
OG0006509	XP_309677.5	XP_039314180.1, XP_039314181.1
OG0006510	XP_316657.3	XP_039310881.1
OG0006511	XP_319387.4	XP_011175693.1, XP_011175692.1
OG0006512	XP_311738.5	XP_011170513.3
OG0006513	XP_001230836.2	XP_011170512.1
OG0006514	XP_003435968.1, XP_321162.5	XP_011164205.1
OG0006515	XP_310728.5, XP_003436978.1	XP_011167362.1
OG0006516	XP_311420.4	XP_011173610.2
OG0006517	XP_309247.3	XP_025990004.1
OG0006518	XP_556653.3	XP_011168015.1
OG0006519	XP_307804.4	XP_011167262.1
OG0006520	XP_312209.4	XP_011168037.1
OG0006521	XP_317814.4	XP_039313358.1
OG0006522	XP_311309.5	XP_011170689.2
OG0006523	XP_319447.2	XP_011155949.3
OG0006524	XP_001689029.1	XP_025994697.1
OG0006525	XP_320986.2	XP_011172944.1
OG0006526	XP_322005.5	XP_039312923.1
OG0006527	XP_003436937.1, XP_566191.4	XP_011162858.1
OG0006528	XP_309160.5	XP_025990126.1
OG0006530	XP_311021.5	XP_039314502.1, XP_011172382.2
OG0006532	XP_315591.4	XP_025996167.1, XP_025996168.1
OG0006533	XP_307497.3, XP_314269.3	XP_011165918.1
OG0006534	XP_312104.5	XP_011156979.1
OG0006535	XP_311521.3	XP_025995766.2
OG0006536	XP_308373.4, XP_001687911.1	XP_011167625.2
OG0006537	XP_558461.2, XP_313950.4	XP_025986856.1
OG0006538	XP_319661.4	XP_039308372.1
OG0006539	XP_566106.4	XP_011159271.1
OG0006540	XP_314800.4	XP_011172094.1
OG0006541	XP_313411.2	XP_039307972.1
OG0006542	XP_319721.4	XP_039313351.1
OG0006543	XP_318647.4	XP_039312315.1
OG0006544	XP_559348.4, XP_003437073.1	XP_011157489.1
OG0006545	XP_309571.4	XP_039303592.1
OG0006546	XP_308602.4	XP_011162157.1
OG0006547	XP_563662.3	XP_011170204.2, XP_011170203.2
OG0006548	XP_317101.3	XP_011169372.1
OG0006549	XP_311020.4	XP_011166260.1
OG0006551	XP_310533.5	XP_011160725.2
OG0006552	XP_319760.4	XP_025991438.1
OG0006553	XP_306959.4, XP_321030.5	XP_011162827.1
OG0006554	XP_308391.3	XP_039306850.1
OG0006555	XP_313633.4, XP_003436791.1	XP_039310536.1
OG0006556	XP_321946.4	XP_011169374.1
OG0006558	XP_315425.4	XP_011164542.2
OG0006559	XP_307835.4, XP_310102.4	XP_039313234.1
OG0006560	XP_562222.4	XP_011164544.2
OG0006561	XP_318955.3	XP_025992921.1
OG0006562	XP_001230898.1	XP_011169588.1
OG0006565	XP_312014.5	XP_011172199.1
OG0006566	XP_565482.2, XP_001688154.1	XP_039304025.1
OG0006568	XP_317070.4	XP_011170778.1
OG0006570	XP_315786.4	XP_025995770.1
OG0006571	XP_319960.4	XP_025996402.1
OG0006573	XP_315933.3	XP_011167713.1
OG0006574	XP_319836.3	XP_025988965.1
OG0006576	XP_563067.4	XP_011156358.1
OG0006577	XP_310268.7	XP_011157800.1
OG0006579	XP_554796.1	XP_025997255.1, XP_039308259.1
OG0006580	XP_307243.2, XP_313190.5	XP_011167006.1
OG0006581	XP_001237728.2	XP_011164646.2
OG0006582	XP_562070.4, XP_313607.4	XP_039305110.1
OG0006583	XP_319115.4	XP_011156000.1
OG0006586	XP_316374.4	XP_011169581.1
OG0006587	XP_316380.2	XP_011166267.1, XP_011166266.1
OG0006588	XP_310896.5	XP_039306701.1
OG0006589	XP_552179.3	XP_011162360.1
OG0006590	XP_320073.4	XP_039306686.1
OG0006591	XP_312592.4	XP_011156757.1
OG0006592	XP_318951.3	XP_011173354.1
OG0006593	XP_310590.3	XP_039305005.1
OG0006594	XP_314132.4	XP_011159876.1
OG0006595	XP_315117.4	XP_011160244.2
OG0006596	XP_308198.5	XP_039313634.1
OG0006597	XP_310498.5	XP_011169186.2
OG0006598	XP_563334.4	XP_011166715.1
OG0006599	XP_310737.5	XP_039313776.1
OG0006600	XP_317590.4	XP_025993622.2
OG0006601	XP_312126.5	XP_025991767.2
OG0006602	XP_003435771.1, XP_321957.3	XP_039313990.1
OG0006603	XP_563445.4	XP_039315293.1
OG0006604	XP_556379.3	XP_011165083.1
OG0006605	XP_001238256.1	XP_011164000.2
OG0006606	XP_312586.5	XP_025986979.2
OG0006607	XP_308635.4	XP_011176016.2
OG0006608	XP_559663.4	XP_025987884.1
OG0006609	XP_309606.5	XP_025992183.1
OG0006610	XP_559175.3	XP_025991344.2
OG0006611	XP_319457.4	XP_025985854.1
OG0006612	XP_307137.2	XP_011172028.1
OG0006614	XP_321544.1, XP_003435880.1	XP_025991088.1
OG0006615	XP_319698.3	XP_011175355.1
OG0006616	XP_315894.2	XP_025986561.1
OG0006617	XP_319576.4	XP_011159983.2
OG0006618	XP_314274.5	XP_011164256.1
OG0006619	XP_313360.3	XP_011166368.1
OG0006621	XP_562267.4, XP_003436830.1	XP_039302681.1
OG0006623	XP_319185.3, XP_560906.4	XP_011170783.1
OG0006624	XP_308189.4	XP_025986093.1
OG0006625	XP_317755.3	XP_039306525.1
OG0006626	XP_319225.4	XP_039307982.1
OG0006627	XP_003435808.1, XP_551520.3	XP_011166205.1
OG0006628	XP_311287.5	XP_011157255.1
OG0006629	XP_309873.2	XP_011168275.1, XP_011168274.1
OG0006630	XP_319865.4	XP_011165948.1
OG0006631	XP_319921.4	XP_011157933.1
OG0006632	XP_318631.4	XP_011169767.1
OG0006633	XP_312524.5	XP_011163415.1
OG0006634	XP_308593.4	XP_025993711.2
OG0006635	XP_310224.3, XP_001230739.1	XP_011166768.1
OG0006637	XP_001688647.1	XP_039309880.1
OG0006638	XP_319519.4	XP_039306535.1, XP_011175208.1
OG0006639	XP_003436950.1, XP_310869.5	XP_039314846.1
OG0006640	XP_313026.4	XP_011165610.2
OG0006641	XP_308355.3, XP_001687903.1	XP_025990359.1
OG0006642	XP_001230358.1, XP_314285.4	XP_039310868.1
OG0006643	XP_314899.3	XP_039303894.1
OG0006644	XP_001688763.1, XP_316007.4	XP_039313374.1
OG0006645	XP_553427.3	XP_039312683.1
OG0006646	XP_551765.3	XP_039309830.1
OG0006647	XP_003436275.1	XP_011170777.1
OG0006648	XP_315893.3	XP_011158040.1
OG0006649	XP_312669.5, XP_003436085.1	XP_025996569.1
OG0006650	XP_003437040.1	XP_039311832.1
OG0006652	XP_566417.4	XP_039310625.1
OG0006653	XP_318424.4	XP_025989117.1
OG0006654	XP_313453.5	XP_025992893.1
OG0006655	XP_312572.5	XP_011162143.1
OG0006656	XP_308394.4	XP_011176029.1
OG0006657	XP_309759.4	XP_011168510.1
OG0006658	XP_314067.3	XP_011163947.1
OG0006659	XP_315983.2	XP_025992074.2
OG0006660	XP_309341.4	XP_039312006.1
OG0006661	XP_311944.4	XP_011155897.1
OG0006662	XP_318518.4	XP_039307590.1
OG0006663	XP_310293.3	XP_025992115.1
OG0006665	XP_311375.4	XP_039306705.1, XP_011157372.1
OG0006666	XP_318055.4	XP_011158410.2
OG0006667	XP_555063.3	XP_025997063.1
OG0006669	XP_311601.4	XP_039312382.1
OG0006670	XP_563913.5	XP_039303286.1
OG0006671	XP_310883.5, XP_003436947.1	XP_011170097.1
OG0006672	XP_310328.7	XP_039305298.1
OG0006673	XP_312976.5	XP_039307640.1
OG0006674	XP_312851.3	XP_039314815.1, XP_011175470.2
OG0006675	XP_308798.4	XP_011162421.1
OG0006676	XP_315867.3	XP_011159310.1
OG0006677	XP_310357.3	XP_039308268.1
OG0006678	XP_308488.4	XP_039305783.1
OG0006679	XP_001237215.2	XP_011159985.2
OG0006680	XP_320281.4	XP_011175927.1
OG0006681	XP_311957.5	XP_039312014.1
OG0006683	XP_313566.5	XP_039314013.1
OG0006684	XP_001687868.1, XP_308219.4	XP_011168054.2
OG0006685	XP_320843.4	XP_025991920.1
OG0006686	XP_312413.4	XP_039314418.1
OG0006687	XP_309994.3	XP_011167703.1
OG0006689	XP_309563.4	XP_011160932.1, XP_025995140.1
OG0006690	XP_318619.4	XP_011167391.1
OG0006691	XP_312595.5, XP_312598.4	XP_011167820.1
OG0006692	XP_320319.4	XP_011161550.1, XP_039309771.1
OG0006693	XP_320012.4	XP_011168205.2
OG0006694	XP_306324.3, XP_003436484.1	XP_011161846.1
OG0006695	XP_321270.5	XP_025990102.1
OG0006696	XP_308777.4	XP_011170507.1
OG0006698	XP_551101.3	XP_011156862.1
OG0006699	XP_001238168.1, XP_311885.3	XP_025991565.1
OG0006700	XP_319886.4	XP_011156083.2
OG0006701	XP_001238217.1	XP_011163585.1
OG0006702	XP_309521.4	XP_039313986.1
OG0006703	XP_315842.3	XP_011173493.1
OG0006704	XP_320139.3	XP_011175299.1
OG0006705	XP_001689030.1	XP_011161036.2, XP_025990692.2
OG0006706	XP_555988.2	XP_011158054.1
OG0006707	XP_306780.4, XP_319297.4	XP_011163412.1
OG0006708	XP_311171.2	XP_025990886.1
OG0006709	XP_319247.1	XP_011167017.2
OG0006710	XP_320934.4	XP_011159959.2
OG0006711	XP_313623.5	XP_011166138.1
OG0006714	XP_313663.5	XP_011161962.1
