Orthogroup	Polistes_dominula	Aedes_aegypti
OG0006102	XP_015174405.1	XP_021700393.1
OG0006103	XP_015185821.1	XP_001653341.1, XP_021702175.1
OG0006104	XP_015178534.1	XP_021702999.1
OG0006106	XP_015190408.1	XP_021700101.1
OG0006107	XP_015185031.1	XP_021709529.1
OG0006108	XP_015184268.1	XP_001655114.1
OG0006109	XP_015174101.1	XP_001656823.1
OG0006110	XP_015189096.1	XP_001659457.2
OG0006111	XP_015176890.1	XP_001664301.1
OG0006112	XP_015182893.1	XP_001655069.1
OG0006113	XP_015174138.1	XP_001654078.2
OG0006114	XP_015186710.1	XP_001654917.1
OG0006116	XP_015180431.1	XP_001659270.2, XP_001659269.1
OG0006117	XP_015183996.1	XP_021704644.1
OG0006118	XP_015172035.1	XP_001648749.2
OG0006119	XP_015180262.1	XP_021694181.1
OG0006120	XP_015176384.1	XP_021702450.1
OG0006121	XP_015173531.1	XP_001648670.1
OG0006123	XP_015177923.1	XP_021696504.1
OG0006124	XP_015190932.1	XP_001650201.1
OG0006125	XP_015172043.1	XP_001656115.2
OG0006126	XP_015184186.1	XP_001649726.1
OG0006127	XP_015172510.1	XP_001660027.1
OG0006128	XP_015187475.1	XP_001656113.1
OG0006130	XP_015188480.1	XP_021702437.1
OG0006131	XP_015187200.1	XP_021694314.1
OG0006134	XP_015189104.1	XP_021713024.1
OG0006135	XP_015188197.1	XP_021701152.1
OG0006136	XP_015182117.1	XP_021699717.1
OG0006137	XP_015176178.1	XP_021695931.1, XP_021695922.1
OG0006138	XP_015173136.1	XP_021698409.1
OG0006139	XP_015190976.1	XP_001650883.1, XP_021696255.1, XP_021712153.1
OG0006140	XP_015176983.1	XP_021703752.1
OG0006141	XP_015181227.1	XP_021694661.1
OG0006142	XP_015177217.1	XP_001649217.2, XP_021705469.1
OG0006143	XP_015183198.1	XP_001654972.2, XP_021703376.1
OG0006144	XP_015185996.1	XP_021712876.1
OG0006145	XP_015175838.1	XP_001651673.1
OG0006147	XP_015187517.1	XP_021711767.1, XP_001658105.1
OG0006149	XP_015187511.1	XP_001660024.2
OG0006150	XP_015175068.1	XP_021710551.1
OG0006151	XP_015184465.1, XP_015184474.1, XP_015184458.1	XP_021702412.1
OG0006152	XP_015179625.1	XP_021696550.1
OG0006153	XP_015180249.1	XP_001649570.2
OG0006154	XP_015173251.1	XP_021696188.1
OG0006155	XP_015183239.1	XP_021707090.1
OG0006156	XP_015177873.1	XP_021700807.1
OG0006157	XP_015176070.1	XP_001657524.1
OG0006158	XP_015178941.1	XP_001660498.2
OG0006159	XP_015183893.1	XP_001655573.2
OG0006161	XP_015185812.1	XP_021701325.1
OG0006162	XP_015180919.1	XP_001661820.1
OG0006164	XP_015178695.1	XP_001657798.1
OG0006165	XP_015181614.1	XP_001649657.2, XP_021712847.1
OG0006166	XP_015187743.1	XP_001651530.1
OG0006167	XP_015173115.1	XP_021695783.1
OG0006168	XP_015185195.1	XP_001662181.2
OG0006169	XP_015189478.1	XP_001658177.2
OG0006170	XP_015190054.1	XP_001653613.1
OG0006171	XP_015176484.1	XP_001659248.1
OG0006172	XP_015181609.1	XP_001651760.1
OG0006173	XP_015177507.1, XP_015173225.1	XP_021693381.1
OG0006174	XP_015190482.1	XP_001663011.1
OG0006175	XP_015184331.1	XP_021693796.1
OG0006176	XP_015189397.1	XP_021710504.1
OG0006177	XP_015184286.1	XP_021707996.1
OG0006178	XP_015182229.1	XP_021704112.1
OG0006179	XP_015183999.1	XP_021706244.1, XP_001648502.2
OG0006180	XP_015181446.1	XP_021695635.1
OG0006181	XP_015185831.1	XP_021696820.1
OG0006182	XP_015185944.1	XP_021708688.1
OG0006183	XP_015185312.1	XP_001653128.1
OG0006184	XP_015175041.1	XP_001662027.2
OG0006185	XP_015187461.1	XP_001654454.1
OG0006186	XP_015184107.1	XP_001648588.2
OG0006187	XP_015183131.1	XP_021694638.1
OG0006188	XP_015175141.1	XP_021707431.1
OG0006189	XP_015175029.1	XP_021711889.1, XP_021710220.1
OG0006191	XP_015171733.1	XP_011493301.2
OG0006192	XP_015173896.1	XP_001656421.2
OG0006193	XP_015171137.1	XP_001661836.1
OG0006194	XP_015184165.1	XP_021704882.1
OG0006195	XP_015183872.1	XP_001661894.2
OG0006196	XP_015188170.1	XP_001652824.1
OG0006197	XP_015185028.1	XP_001651465.2
OG0006199	XP_015182269.1	XP_001662260.1
OG0006200	XP_015185058.1	XP_001658056.1
OG0006201	XP_015180946.1	XP_001664046.2, XP_021701956.1
OG0006202	XP_015179459.1	XP_021710311.1
OG0006203	XP_015184228.1	XP_001648164.1
OG0006204	XP_015181107.1	XP_001658684.2
OG0006205	XP_015173752.1	XP_021695219.1, XP_021708918.1
OG0006206	XP_015177563.1	XP_021710132.1
OG0006207	XP_015190464.1	XP_021699088.1
OG0006208	XP_015179476.1	XP_021693067.1
OG0006209	XP_015176335.1	XP_021701922.1
OG0006210	XP_015188726.1	XP_001662533.2
OG0006211	XP_015187987.1	XP_021708017.1
OG0006212	XP_015189165.1	XP_001653244.2
OG0006213	XP_015172648.1	XP_001659184.2
OG0006215	XP_015180049.1	XP_001663131.1
OG0006216	XP_015182103.1	XP_001658440.2
OG0006217	XP_015185713.1	XP_001652243.1
OG0006218	XP_015189470.1	XP_001658562.1
OG0006219	XP_015187257.1	XP_001655453.1
OG0006220	XP_015183937.1	XP_021699522.1
OG0006221	XP_015191426.1	XP_021704979.1
OG0006222	XP_015172062.1	XP_001649742.3, XP_021701013.1
OG0006223	XP_015186956.1	XP_001653482.2
OG0006224	XP_015177700.1	XP_001662971.1
OG0006225	XP_015177384.1	XP_001656981.1
OG0006226	XP_015187463.1	XP_001654182.2, XP_021708191.1
OG0006228	XP_015186398.1	XP_001651257.2, XP_021705034.1
OG0006229	XP_015173735.1	XP_001657927.2
OG0006230	XP_015173594.1	XP_001652053.1
OG0006231	XP_015178986.1	XP_021700747.1, XP_021700749.1
OG0006232	XP_015188929.1	XP_021707754.1, XP_001652356.1
OG0006233	XP_015179010.1	XP_021705050.1
OG0006234	XP_015188744.1	XP_001664106.1
OG0006235	XP_015184354.1	XP_021702670.1
OG0006236	XP_015188962.1	XP_001662680.2
OG0006237	XP_015191764.1	XP_001649608.2
OG0006238	XP_015176617.1	XP_021710553.1
OG0006239	XP_015186621.1	XP_021709687.1
OG0006240	XP_015181477.1, XP_015181476.1	XP_001663805.2
OG0006241	XP_015186556.1	XP_001659483.1
OG0006242	XP_015174896.1	XP_001657363.2, XP_001657364.2
OG0006243	XP_015175053.1	XP_001658449.1
OG0006244	XP_015186560.1	XP_021699725.1
OG0006245	XP_015172437.1	XP_001653798.2, XP_021702939.1
OG0006246	XP_015179119.1	XP_001659450.1
OG0006247	XP_015172734.1	XP_021701011.1
OG0006248	XP_015183492.1	XP_021693719.1
OG0006249	XP_015181300.1	XP_021696640.1
OG0006250	XP_015183568.1	XP_021695603.1
OG0006251	XP_015183930.1	XP_021701369.1
OG0006252	XP_015188393.1	XP_001652452.1
OG0006253	XP_015180163.1	XP_001649404.1
OG0006254	XP_015178453.1	XP_021696559.1
OG0006255	XP_015186092.1	XP_001653652.2
OG0006256	XP_015173929.1	XP_021699832.1, XP_021699834.1
OG0006257	XP_015191430.1	XP_001660415.1, XP_021704810.1
OG0006258	XP_015189782.1	XP_001662100.1
OG0006259	XP_015175764.1	XP_021698919.1
OG0006260	XP_015177180.1	XP_021710032.1
OG0006261	XP_015183136.1	XP_021713032.1
OG0006262	XP_015184292.1	XP_001654445.1
OG0006263	XP_015177988.1	XP_001658134.1
OG0006264	XP_015186095.1, XP_015186096.1	XP_001658414.2
OG0006265	XP_015173511.1	XP_001656416.2
OG0006266	XP_015175031.1	XP_001655142.1, XP_021712740.1
OG0006267	XP_015188650.1	XP_021708664.1
OG0006268	XP_015177961.1	XP_001662153.1
OG0006269	XP_015176166.1	XP_001655113.1
OG0006270	XP_015187275.1	XP_021705036.1
OG0006271	XP_015179363.1	XP_001659155.1
OG0006273	XP_015182839.1	XP_001661529.1
OG0006274	XP_015172469.1	XP_021699399.1
OG0006275	XP_015176970.1	XP_001656034.2
OG0006276	XP_015176888.1	XP_001661085.2
OG0006277	XP_015176968.1	XP_001654122.2
OG0006278	XP_015189154.1, XP_015189155.1	XP_021701929.1
OG0006279	XP_015187447.1	XP_001649464.1
OG0006280	XP_015171762.1	XP_021706949.1
OG0006281	XP_015187976.1	XP_021701193.1
OG0006282	XP_015186605.1	XP_021711621.1
OG0006283	XP_015171772.1	XP_001662069.2
OG0006284	XP_015182701.1	XP_001658130.2
OG0006285	XP_015178403.1	XP_001656619.1
OG0006286	XP_015185998.1	XP_001657422.1
OG0006287	XP_015179796.1	XP_001650345.1
OG0006288	XP_015176222.1	XP_021697338.1
OG0006289	XP_015183130.1	XP_001662357.1
OG0006290	XP_015180669.1	XP_021695110.1
OG0006291	XP_015187035.1	XP_021706632.1
OG0006292	XP_015181103.1	XP_001659750.2
OG0006293	XP_015183896.1	XP_001649003.1, XP_021707585.1
OG0006294	XP_015190453.1	XP_001653052.1
OG0006295	XP_015178890.1, XP_015178881.1	XP_001650202.1
OG0006296	XP_015183232.1	XP_021704011.1
OG0006297	XP_015178724.1	XP_001658958.2
OG0006298	XP_015184178.1	XP_001662051.2
OG0006299	XP_015177804.1	XP_021695016.1, XP_021694917.1
OG0006300	XP_015177051.1	XP_021693795.1
OG0006301	XP_015173175.1	XP_021697011.1
OG0006302	XP_015174950.1	XP_021706178.1
OG0006303	XP_015183008.1, XP_015183011.1	XP_001657255.2
OG0006304	XP_015180906.1	XP_021700110.1
OG0006305	XP_015180664.1	XP_021694598.1
OG0006306	XP_015190046.1	XP_001648253.1
OG0006307	XP_015183641.1	XP_021706343.1
OG0006308	XP_015187848.1	XP_001648949.2
OG0006309	XP_015179424.1	XP_001662411.1
OG0006310	XP_015184184.1	XP_001650763.1
OG0006311	XP_015176224.1	XP_021696841.1, XP_001650609.2
OG0006312	XP_015180248.1	XP_001649746.1
OG0006313	XP_015185338.1	XP_001649399.1
OG0006314	XP_015174156.1	XP_021699555.1
OG0006315	XP_015182705.1	XP_021699711.1
OG0006316	XP_015176808.1	XP_021704286.1
OG0006317	XP_015178957.1, XP_015178958.1	XP_021696014.1
OG0006318	XP_015174104.1	XP_021709632.1
OG0006319	XP_015171520.1	XP_001662409.1
OG0006320	XP_015174379.1	XP_021698478.1
OG0006322	XP_015180129.1	XP_011493441.1
OG0006323	XP_015175829.1	XP_011493383.1
OG0006324	XP_015185048.1	XP_001649078.2
OG0006325	XP_015171138.1	XP_021702947.1
OG0006326	XP_015181589.1	XP_001654401.2
OG0006327	XP_015186762.1	XP_001658204.2
OG0006328	XP_015178800.1	XP_001660887.1
OG0006329	XP_015175762.1	XP_001659032.1
OG0006330	XP_015172187.1	XP_021701539.1, XP_021701541.1, XP_021701540.1
OG0006331	XP_015190998.1	XP_001658276.1
OG0006332	XP_015191351.1	XP_001653669.1, XP_001653667.1, XP_021707232.1
OG0006333	XP_015190357.1	XP_001662996.1
OG0006334	XP_015185889.1	XP_001663180.1
OG0006335	XP_015181016.1	XP_021710512.1
OG0006337	XP_015182260.1	XP_001661825.1
OG0006338	XP_015180938.1, XP_015180936.1	XP_001662618.1
OG0006339	XP_015179477.1	XP_021712646.1, XP_001662501.2
OG0006340	XP_015180810.1	XP_021693362.1
OG0006343	XP_015190002.1	XP_021703591.1
OG0006344	XP_015184355.1	XP_001654070.2
OG0006345	XP_015190741.1	XP_021709008.1
OG0006346	XP_015172747.1	XP_001656402.1
OG0006347	XP_015173245.1	XP_021696286.1
OG0006348	XP_015171420.1	XP_001654328.1
OG0006349	XP_015184764.1	XP_001658824.2
OG0006350	XP_015181661.1	XP_021706106.1
OG0006351	XP_015186353.1, XP_015186356.1	XP_021713409.1
OG0006352	XP_015178974.1	XP_021706867.1
OG0006353	XP_015186808.1	XP_021705989.1
OG0006355	XP_015186198.1	XP_021693425.1
OG0006356	XP_015172605.1	XP_001657729.1
OG0006357	XP_015180131.1	XP_021707656.1
OG0006358	XP_015191156.1	XP_001652359.1
OG0006359	XP_015186187.1	XP_001660612.2
OG0006360	XP_015171160.1	XP_021697513.1
OG0006361	XP_015172371.1	XP_001660716.2
OG0006362	XP_015175406.1	XP_001656892.1
OG0006363	XP_015182909.1	XP_021699101.1
OG0006364	XP_015171476.1	XP_021710562.1, XP_021712143.1
OG0006365	XP_015181786.1	XP_021712422.1, XP_001657668.2
OG0006366	XP_015182642.1	XP_021707076.1
OG0006367	XP_015172475.1	XP_021695172.1
OG0006368	XP_015179708.1	XP_021705623.1
OG0006369	XP_015186276.1	XP_001657123.1
OG0006370	XP_015174855.1	XP_001662032.1
OG0006373	XP_015176287.1	XP_001648654.2
OG0006374	XP_015188072.1	XP_021712817.1, XP_001658799.2
OG0006375	XP_015175503.1, XP_015175504.1	XP_001663666.2
OG0006377	XP_015185391.1	XP_021695198.1
OG0006378	XP_015172990.1	XP_001653879.2
OG0006379	XP_015186120.1	XP_021701522.1
OG0006380	XP_015185178.1	XP_021710493.1
OG0006381	XP_015176466.1	XP_021706258.1
OG0006382	XP_015176193.1	XP_001664244.2
OG0006383	XP_015180701.1	XP_021702590.1
OG0006384	XP_015180226.1	XP_001652638.1
OG0006385	XP_015172632.1	XP_001648348.3
OG0006386	XP_015189543.1	XP_001660840.2
OG0006388	XP_015191204.1, XP_015191203.1	XP_021707726.1
OG0006389	XP_015189510.1	XP_001653143.2
OG0006390	XP_015191468.1	XP_001652466.1
OG0006391	XP_015179194.1	XP_001649858.2, XP_001649859.2
OG0006392	XP_015177311.1	XP_021703657.1
OG0006393	XP_015183604.1	XP_001657121.1
OG0006394	XP_015180245.1	XP_021706817.1
OG0006395	XP_015173332.1	XP_021709944.1
OG0006396	XP_015179956.1	XP_001654731.2
OG0006397	XP_015173114.1	XP_001651394.2
OG0006398	XP_015187806.1	XP_001658688.2
OG0006399	XP_015186776.1	XP_021712108.1, XP_021695083.1
OG0006400	XP_015190771.1	XP_021698933.1
OG0006401	XP_015183870.1	XP_021704579.1
OG0006403	XP_015188580.1	XP_021695823.1
OG0006404	XP_015186767.1	XP_001653183.2
OG0006405	XP_015172443.1	XP_021696127.1
OG0006406	XP_015187778.1	XP_001656444.1
OG0006407	XP_015182172.1	XP_021706770.1
OG0006408	XP_015190057.1	XP_021695876.1
OG0006409	XP_015176214.1	XP_021694165.1, XP_021694166.1
OG0006411	XP_015183522.1	XP_021698270.1
OG0006412	XP_015183517.1	XP_001649124.1
OG0006413	XP_015175431.1	XP_001653824.1, XP_001653823.1
OG0006414	XP_015186421.1	XP_021699025.1
OG0006415	XP_015182052.1	XP_021708154.1
OG0006416	XP_015190853.1	XP_021711898.1, XP_001661064.2
OG0006417	XP_015183289.1	XP_021700324.1
OG0006418	XP_015173460.1	XP_021707602.1
OG0006419	XP_015184126.1	XP_021708497.1
OG0006420	XP_015182579.1	XP_001657527.2
OG0006423	XP_015190614.1	XP_021709939.1
OG0006425	XP_015176670.1	XP_021709132.1
OG0006426	XP_015175197.1	XP_001650919.1
OG0006427	XP_015184300.1	XP_021709504.1
OG0006428	XP_015175383.1	XP_021706620.1, XP_021711982.1
OG0006429	XP_015187556.1	XP_021712998.1
OG0006430	XP_015176625.1	XP_001663724.2
OG0006431	XP_015190319.1	XP_021705127.1
OG0006432	XP_015174338.1	XP_021694828.1
OG0006433	XP_015175665.1	XP_001656845.2
OG0006434	XP_015184684.1	XP_021698604.1
OG0006435	XP_015185623.1	XP_001659327.1
OG0006437	XP_015176250.1	XP_001653312.1
OG0006438	XP_015174680.1	XP_021704712.1
OG0006439	XP_015174076.1	XP_001659227.2
OG0006440	XP_015179251.1	XP_021701538.1
OG0006441	XP_015188522.1	XP_001654260.2
OG0006442	XP_015186615.1	XP_001655350.2
OG0006443	XP_015185511.1	XP_021705140.1
OG0006444	XP_015179162.1	XP_001648196.1
OG0006445	XP_015189108.1	XP_021708505.1
OG0006446	XP_015181426.1	XP_021705676.1
OG0006447	XP_015177644.1	XP_001648609.1
OG0006448	XP_015191369.1	XP_011493731.1
OG0006449	XP_015171247.1	XP_001650574.2
OG0006450	XP_015186812.1	XP_021700848.1
OG0006451	XP_015174465.1	XP_001664282.1
OG0006452	XP_015186799.1	XP_001659778.1
OG0006454	XP_015182271.1	XP_021695339.1
OG0006455	XP_015181572.1	XP_021697448.1
OG0006456	XP_015187030.1	XP_001654061.2
OG0006457	XP_015187520.1	XP_001649604.1
OG0006458	XP_015177383.1	XP_001661916.1
OG0006459	XP_015183569.1	XP_021706028.1
OG0006460	XP_015174025.1	XP_001661961.1
OG0006463	XP_015186911.1	XP_001664316.1
OG0006464	XP_015188095.1	XP_021707837.1
OG0006465	XP_015185382.1	XP_021709281.1
OG0006466	XP_015174250.1, XP_015174249.1	XP_021704187.1
OG0006467	XP_015171727.1	XP_001654812.1
OG0006468	XP_015180401.1	XP_021694829.1
OG0006469	XP_015180133.1	XP_021698220.1
OG0006470	XP_015190543.1	XP_021704077.1
OG0006471	XP_015180918.1	XP_021703560.1
OG0006472	XP_015185797.1	XP_001652850.2
OG0006473	XP_015182328.1	XP_021709807.1
OG0006474	XP_015173689.1	XP_001652417.2
OG0006475	XP_015190486.1, XP_015190487.1	XP_021701211.1
OG0006476	XP_015187219.1	XP_021697068.1
OG0006477	XP_015191442.1	XP_021700677.1
OG0006478	XP_015188850.1	XP_001656937.1
OG0006480	XP_015180296.1	XP_001650487.2
OG0006481	XP_015190636.1	XP_021699696.1, XP_001662108.1
OG0006482	XP_015172193.1	XP_001648880.2
OG0006483	XP_015187081.1	XP_021697737.1
OG0006484	XP_015183297.1	XP_021713424.1
OG0006485	XP_015171600.1	XP_021709595.1, XP_021709594.1
OG0006486	XP_015189406.1	XP_021709153.1
OG0006487	XP_015188418.1	XP_001659448.2
OG0006488	XP_015190575.1	XP_001657902.2
OG0006489	XP_015189568.1	XP_021694898.1
OG0006490	XP_015184318.1	XP_001660418.2
OG0006491	XP_015174364.1	XP_001660916.2
OG0006493	XP_015174674.1	XP_011493096.1
OG0006494	XP_015190085.1	XP_021708500.1
OG0006495	XP_015182699.1	XP_001649467.1
OG0006496	XP_015171280.1	XP_021706328.1
OG0006497	XP_015176990.1	XP_021700020.1
OG0006498	XP_015172172.1	XP_001650131.1
OG0006499	XP_015187986.1	XP_021707065.1
OG0006500	XP_015174134.1	XP_001656926.2
OG0006501	XP_015189995.1	XP_001650005.1
OG0006502	XP_015185917.1	XP_001648450.1
OG0006503	XP_015181145.1	XP_001662670.1
OG0006505	XP_015177342.1	XP_021702162.1
OG0006506	XP_015178853.1	XP_021712602.1, XP_001651261.1
OG0006507	XP_015188513.1	XP_021709249.1
OG0006508	XP_015181081.1	XP_021699337.1
OG0006509	XP_015175870.1	XP_021711973.1, XP_021693609.1
OG0006510	XP_015178950.1	XP_001650335.1
OG0006511	XP_015181972.1	XP_021701335.1
OG0006512	XP_015179919.1	XP_021713034.1, XP_021712351.1
OG0006513	XP_015180746.1	XP_001654102.2
OG0006514	XP_015186024.1	XP_001659016.2
OG0006515	XP_015181022.1	XP_021694817.1
OG0006516	XP_015171857.1	XP_001653438.1
OG0006517	XP_015176572.1	XP_021694575.1
OG0006518	XP_015185859.1	XP_021698137.1
OG0006519	XP_015185020.1	XP_021707312.1
OG0006520	XP_015183786.1	XP_001656464.2
OG0006521	XP_015176608.1	XP_001653443.2
OG0006522	XP_015190436.1	XP_001655315.1
OG0006523	XP_015174969.1	XP_021699726.1
OG0006524	XP_015180554.1	XP_021703268.1
OG0006525	XP_015180917.1	XP_001654173.2, XP_021708087.1
OG0006526	XP_015175032.1	XP_021706331.1
OG0006527	XP_015175958.1	XP_021699671.1
OG0006528	XP_015175723.1	XP_021703214.1
OG0006529	XP_015184285.1	XP_001657348.1, XP_021711286.1
OG0006530	XP_015184087.1	XP_021694164.1
OG0006532	XP_015186174.1	XP_001664109.2
OG0006533	XP_015175263.1	XP_001662904.1
OG0006534	XP_015186242.1	XP_001654737.1
OG0006535	XP_015178066.1	XP_001660944.1
OG0006536	XP_015185748.1	XP_021695744.1
OG0006537	XP_015173451.1	XP_021697183.1
OG0006538	XP_015182769.1	XP_021701619.1
OG0006539	XP_015184161.1	XP_021707172.1
OG0006540	XP_015190340.1	XP_001649665.2
OG0006541	XP_015180235.1	XP_001650870.1
OG0006542	XP_015175405.1	XP_021701853.1
OG0006543	XP_015181501.1	XP_021701331.1, XP_021701330.1, XP_001658184.1
OG0006544	XP_015171993.1	XP_021694656.1
OG0006545	XP_015177321.1	XP_021704327.1
OG0006546	XP_015191632.1	XP_001661121.1
OG0006547	XP_015172906.1	XP_001664204.1
OG0006548	XP_015172173.1	XP_001662694.2
OG0006549	XP_015179257.1	XP_001655852.1
OG0006551	XP_015173386.1	XP_001650886.2
OG0006552	XP_015179802.1	XP_001663333.1
OG0006553	XP_015188645.1	XP_021707819.1
OG0006554	XP_015184858.1	XP_001658388.1
OG0006555	XP_015180356.1	XP_011493288.2, XP_021693043.1
OG0006556	XP_015182388.1	XP_001654277.1
OG0006558	XP_015175525.1	XP_021697069.1
OG0006559	XP_015189780.1	XP_021703739.1
OG0006560	XP_015184701.1	XP_021700104.1
OG0006561	XP_015173496.1, XP_015173495.1	XP_001658164.1
OG0006562	XP_015176130.1	XP_021708171.1
OG0006563	XP_015190251.1	XP_021705845.1
OG0006565	XP_015171235.1	XP_021693766.1
OG0006566	XP_015186163.1	XP_021698895.1
OG0006568	XP_015191822.1	XP_001660405.1
OG0006570	XP_015171943.1	XP_021699637.1
OG0006571	XP_015190136.1	XP_021701970.1
OG0006573	XP_015189289.1	XP_001656668.1
OG0006574	XP_015190029.1	XP_021702968.1
OG0006575	XP_015175135.1	XP_021702168.1
OG0006576	XP_015180177.1	XP_021705145.1
OG0006577	XP_015187155.1	XP_021709301.1
OG0006579	XP_015189137.1	XP_001656789.2
OG0006580	XP_015173143.1	XP_021705060.1
OG0006581	XP_015188168.1	XP_021699941.1, XP_021699950.1, XP_021699935.1
OG0006582	XP_015173070.1	XP_001650857.1
OG0006583	XP_015188655.1	XP_021700455.1
OG0006584	XP_015191344.1	XP_001655336.2
OG0006585	XP_015180402.1	XP_001651220.2
OG0006586	XP_015178786.1	XP_001662311.1
OG0006587	XP_015174962.1	XP_001663056.2
OG0006588	XP_015175758.1	XP_001662977.2
OG0006590	XP_015178667.1	XP_021703546.1
OG0006591	XP_015189139.1	XP_001660548.1
OG0006592	XP_015176496.1	XP_001658166.2
OG0006593	XP_015174698.1	XP_021694750.1, XP_021694749.1
OG0006594	XP_015184511.1	XP_021699913.1
OG0006595	XP_015182907.1	XP_021699828.1
OG0006596	XP_015174239.1	XP_021695771.1
OG0006597	XP_015171155.1	XP_021695160.1
OG0006598	XP_015186628.1	XP_021706205.1
OG0006599	XP_015172941.1	XP_021703880.1
OG0006600	XP_015174399.1	XP_001658690.2
OG0006601	XP_015184338.1	XP_021709738.1
OG0006602	XP_015171225.1	XP_001660447.1
OG0006603	XP_015173620.1	XP_021706843.1
OG0006604	XP_015185190.1	XP_021698653.1
OG0006605	XP_015175027.1, XP_015175026.1	XP_001649766.2
OG0006606	XP_015181556.1	XP_021713002.1
OG0006607	XP_015183552.1	XP_021697634.1
OG0006608	XP_015179865.1	XP_021708619.1
OG0006609	XP_015190610.1	XP_021692953.1
OG0006610	XP_015173469.1	XP_021704132.1
OG0006611	XP_015191026.1	XP_021706441.1
OG0006612	XP_015183715.1	XP_001654859.1
OG0006614	XP_015178626.1	XP_021708235.1
OG0006615	XP_015173546.1	XP_021712414.1, XP_021701511.1
OG0006616	XP_015177079.1	XP_001655801.1
OG0006617	XP_015181378.1	XP_001656925.1
OG0006618	XP_015186642.1	XP_021710584.1
OG0006619	XP_015184846.1	XP_021709530.1, XP_021712417.1
OG0006620	XP_015180876.1	XP_021702057.1
OG0006621	XP_015184196.1	XP_021713359.1
OG0006623	XP_015177313.1	XP_001647648.2
OG0006624	XP_015190856.1, XP_015190868.1	XP_021696038.1
OG0006625	XP_015190116.1	XP_021693017.1
OG0006626	XP_015181400.1	XP_021709882.1, XP_021709905.1
OG0006627	XP_015184925.1	XP_021704811.1
OG0006628	XP_015190369.1	XP_021712803.1
OG0006629	XP_015181088.1	XP_001650268.1
OG0006630	XP_015173184.1	XP_021702740.1
OG0006631	XP_015183495.1	XP_021703476.1
OG0006632	XP_015188113.1	XP_021703175.1
OG0006633	XP_015185282.1	XP_021706356.1
