Orthogroup	Polistes_dominula	Solenopsis_invicta
OG0008449	XP_015174923.1	XP_011163672.1
OG0008451	XP_015181759.1	XP_011166198.1
OG0008452	XP_015174094.1	XP_039315707.1
OG0008453	XP_015186028.1	XP_011168781.1
OG0008454	XP_015180520.1	XP_011156423.2
OG0008457	XP_015179783.1	XP_011175178.2
OG0008458	XP_015175095.1	XP_011161723.1
OG0008461	XP_015189630.1	XP_011169049.2
OG0008465	XP_015174939.1	XP_011167851.1
OG0008466	XP_015186736.1	XP_025986154.2
OG0008467	XP_015190947.1	XP_039307444.1
OG0008468	XP_015184895.1	XP_011167817.2
OG0008470	XP_015181447.1	XP_025991421.1
OG0008471	XP_015186300.1	XP_039305190.1
OG0008472	XP_015174900.1	XP_011168794.1
OG0008473	XP_015173318.1	XP_011171033.1
OG0008474	XP_015171338.1	XP_011175722.1
OG0008476	XP_015183436.1	XP_025992025.1
OG0008477	XP_015190977.1	XP_039312608.1
OG0008479	XP_015180865.1	XP_011163815.1
OG0008480	XP_015177863.1	XP_039302344.1
OG0008485	XP_015183313.1	XP_011157504.2
OG0008489	XP_015179629.1, XP_015179660.1	XP_011168532.1
OG0008490	XP_015175403.1	XP_039303647.1
OG0008493	XP_015184177.1	XP_011156782.1
OG0008494	XP_015188585.1	XP_011170437.1
OG0008496	XP_015181910.1	XP_039309972.1
OG0008497	XP_015181322.1	XP_039305926.1
OG0008500	XP_015178859.1	XP_011168336.1
OG0008501	XP_015187731.1	XP_011166936.2
OG0008502	XP_015184366.1	XP_011172227.1
OG0008503	XP_015173937.1	XP_011164827.1
OG0008504	XP_015186941.1	XP_011173518.1
OG0008506	XP_015178860.1	XP_011163424.1
OG0008507	XP_015180663.1	XP_011158605.1
OG0008508	XP_015188455.1	XP_011157068.1
OG0008509	XP_015181125.1	XP_011161435.2
OG0008510	XP_015186559.1	XP_011159169.1
OG0008511	XP_015183162.1	XP_011163518.1
OG0008512	XP_015173660.1	XP_039303326.1
OG0008513	XP_015185005.1	XP_011175509.1
OG0008515	XP_015184629.1	XP_011161778.1
OG0008516	XP_015177726.1	XP_011163167.1
OG0008517	XP_015189295.1, XP_015189294.1	XP_011158138.1
OG0008518	XP_015171331.1	XP_011155726.1
OG0008519	XP_015172517.1	XP_025992113.1
OG0008520	XP_015185290.1	XP_025993779.1
OG0008522	XP_015172528.1	XP_011162438.1
OG0008523	XP_015181695.1	XP_011171979.1
OG0008524	XP_015176210.1, XP_015176211.1, XP_015176209.1	XP_025994791.1
OG0008525	XP_015173612.1	XP_039304302.1
OG0008528	XP_015182192.1	XP_011166728.2
OG0008529	XP_015185789.1	XP_011166598.1
OG0008530	XP_015184453.1	XP_025992314.1, XP_011163343.1
OG0008532	XP_015187877.1	XP_025987822.1
OG0008533	XP_015185716.1	XP_025989690.2
OG0008534	XP_015173843.1, XP_015173844.1	XP_011160443.1
OG0008535	XP_015177389.1	XP_011171528.2
OG0008536	XP_015171578.1, XP_015171581.1	XP_011155314.1
OG0008537	XP_015174307.1	XP_039313761.1, XP_039313760.1
OG0008538	XP_015172741.1	XP_025994734.1
OG0008539	XP_015177077.1	XP_039313848.1, XP_025994332.2
OG0008541	XP_015190733.1	XP_011155861.1
OG0008542	XP_015182492.1	XP_011167282.1
OG0008543	XP_015171524.1	XP_011157471.1
OG0008544	XP_015181507.1	XP_025993778.2
OG0008546	XP_015172672.1	XP_025992676.2
OG0008547	XP_015186330.1	XP_011156556.1
OG0008548	XP_015178177.1	XP_011173064.2
OG0008549	XP_015174386.1, XP_015174385.1	XP_011162207.2
OG0008550	XP_015178170.1	XP_011172030.1
OG0008551	XP_015176155.1	XP_011170981.1
OG0008552	XP_015184866.1	XP_039302035.1
OG0008553	XP_015176085.1	XP_011163671.1
OG0008554	XP_015171435.1	XP_011165223.2
OG0008558	XP_015178746.1	XP_039308358.1, XP_025997137.1
OG0008559	XP_015174403.1	XP_039314555.1
OG0008561	XP_015187851.1, XP_015187850.1	XP_011170999.2
OG0008562	XP_015184086.1	XP_011159591.1
OG0008563	XP_015187269.1	XP_025985924.2
OG0008564	XP_015190981.1	XP_039302003.1
OG0008566	XP_015186364.1, XP_015186358.1	XP_011162239.1
OG0008567	XP_015177811.1	XP_025992624.1, XP_011161773.1
OG0008568	XP_015178788.1	XP_039303350.1
OG0008571	XP_015178714.1	XP_025995341.1
OG0008572	XP_015183667.1	XP_039303897.1
OG0008574	XP_015191551.1	XP_011166312.1
OG0008576	XP_015174006.1	XP_039314709.1
OG0008577	XP_015185491.1	XP_011168387.1
OG0008578	XP_015174125.1	XP_011165162.1
OG0008579	XP_015188548.1	XP_025988510.2
OG0008580	XP_015185575.1	XP_025991682.1
OG0008581	XP_015191125.1	XP_025996191.2
OG0008582	XP_015176875.1, XP_015176869.1	XP_011159114.1
OG0008583	XP_015171533.1	XP_039310373.1
OG0008584	XP_015175242.1	XP_039313180.1
OG0008586	XP_015190507.1, XP_015190499.1	XP_039313832.1
OG0008588	XP_015177210.1	XP_039314148.1
OG0008589	XP_015188118.1	XP_011159328.1, XP_011159329.1
OG0008592	XP_015189797.1, XP_015189893.1, XP_015189684.1, XP_015189504.1	XP_039313000.1
OG0008600	XP_015174977.1	XP_011159909.1
OG0008601	XP_015175066.1	XP_011156169.2
OG0008603	XP_015177083.1	XP_025986566.2
OG0008604	XP_015179788.1	XP_011161303.1
OG0008606	XP_015176434.1	XP_025987040.1
OG0008608	XP_015188629.1	XP_025992366.2
OG0008612	XP_015190475.1	XP_039313700.1
OG0008613	XP_015177556.1	XP_011167394.2
OG0008615	XP_015177239.1	XP_025987677.1
OG0008616	XP_015179845.1	XP_039313960.1
OG0008617	XP_015182518.1	XP_011164212.1
OG0008622	XP_015185587.1	XP_011163868.2
OG0008626	XP_015175942.1	XP_011165168.1
OG0008627	XP_015187460.1	XP_025991331.1, XP_039315700.1
OG0008628	XP_015185373.1	XP_025995305.1
OG0008630	XP_015188477.1	XP_011170371.2
OG0008631	XP_015189354.1	XP_025987304.1
OG0008633	XP_015172025.1	XP_039314870.1, XP_011156786.2, XP_011156785.2
OG0008637	XP_015174587.1	XP_025989835.1
OG0008639	XP_015189969.1	XP_039309676.1, XP_039309675.1
OG0008642	XP_015171930.1	XP_011173070.2
OG0008646	XP_015180811.1, XP_015180812.1	XP_025995977.2
OG0008649	XP_015191793.1	XP_011157699.1
OG0008651	XP_015179911.1	XP_025989796.1
OG0008652	XP_015173031.1	XP_011158537.1
OG0008656	XP_015178978.1	XP_011173440.1
OG0008658	XP_015178328.1	XP_039303623.1, XP_011162914.1, XP_025996979.1
OG0008661	XP_015188649.1, XP_015188648.1	XP_011155667.2
OG0008671	XP_015174372.1	XP_011164415.2
OG0008676	XP_015182059.1	XP_011167039.2
OG0008677	XP_015181509.1	XP_011173826.3
OG0008678	XP_015176443.1	XP_011162653.1
OG0008680	XP_015171767.1	XP_011158611.1
OG0008681	XP_015191476.1	XP_011169103.1
OG0008682	XP_015172504.1	XP_011170561.2
OG0008683	XP_015189723.1	XP_025995217.1
OG0008684	XP_015184785.1	XP_011161423.1
OG0008685	XP_015182993.1, XP_015182995.1	XP_025987820.1
OG0008687	XP_015188552.1	XP_011160574.2
OG0008688	XP_015172432.1	XP_011157333.1
OG0008690	XP_015180908.1	XP_011157761.1
OG0008692	XP_015190459.1	XP_011175713.1
OG0008693	XP_015173884.1, XP_015173883.1	XP_011158350.1
OG0008694	XP_015186397.1	XP_011156582.3
OG0008695	XP_015173022.1, XP_015173023.1	XP_011171395.2
OG0008696	XP_015177894.1	XP_011163141.1
OG0008697	XP_015187573.1	XP_011160022.3
OG0008698	XP_015180184.1	XP_025987406.2
OG0008699	XP_015185825.1	XP_039311155.1
OG0008701	XP_015179233.1	XP_011171275.2
OG0008703	XP_015185336.1	XP_011167174.2
OG0008704	XP_015186208.1	XP_011170529.1
OG0008706	XP_015177322.1	XP_039304104.1
OG0008707	XP_015183771.1	XP_011172684.1
OG0008708	XP_015187810.1	XP_039306353.1
OG0008710	XP_015172810.1	XP_025992723.1
OG0008711	XP_015177778.1, XP_015177779.1	XP_025986655.2, XP_011158001.2
OG0008713	XP_015173613.1	XP_011158348.2
OG0008714	XP_015179292.1	XP_039314326.1
OG0008715	XP_015187492.1, XP_015187491.1	XP_011175811.1
OG0008716	XP_015188346.1	XP_025993313.2
OG0008718	XP_015178306.1	XP_011162913.1
OG0008719	XP_015182794.1	XP_039309240.1, XP_039309244.1
OG0008720	XP_015178790.1	XP_011165137.2
OG0008723	XP_015176512.1	XP_011168612.1
OG0008725	XP_015177696.1	XP_011176274.1
OG0008726	XP_015179041.1	XP_011163466.2
OG0008728	XP_015173880.1	XP_039304309.1
OG0008729	XP_015180983.1	XP_039311833.1
OG0008730	XP_015172344.1, XP_015172345.1	XP_039306346.1
OG0008732	XP_015183534.1	XP_025990044.1
OG0008735	XP_015173744.1	XP_011171745.1
OG0008736	XP_015185711.1	XP_039313021.1
OG0008737	XP_015171024.1	XP_025987575.1, XP_025987574.1
OG0008738	XP_015186227.1	XP_011156564.1
OG0008739	XP_015184553.1	XP_011156076.1
OG0008740	XP_015183098.1	XP_025990387.2
OG0008741	XP_015180287.1	XP_039304597.1
OG0008742	XP_015191492.1	XP_025985913.2
OG0008744	XP_015173672.1	XP_039309207.1
OG0008747	XP_015171028.1	XP_011170094.3
OG0008748	XP_015191266.1	XP_025993055.2
OG0008749	XP_015173383.1	XP_011168918.1
OG0008750	XP_015175081.1	XP_025993928.1
OG0008752	XP_015176847.1	XP_039303896.1
OG0008753	XP_015188561.1	XP_011160640.2
OG0008754	XP_015177317.1	XP_011163381.1
OG0008756	XP_015173886.1	XP_011168992.1
OG0008757	XP_015179809.1	XP_039315312.1
OG0008758	XP_015179980.1	XP_025987573.2
OG0008760	XP_015175693.1	XP_025989556.1
OG0008761	XP_015181185.1	XP_025988344.1, XP_039308672.1
OG0008762	XP_015177529.1, XP_015177530.1	XP_025988725.2
OG0008764	XP_015174818.1	XP_011165806.1
OG0008765	XP_015177703.1	XP_011163142.1
OG0008767	XP_015171027.1	XP_011175179.1
OG0008768	XP_015181920.1, XP_015181919.1	XP_025994827.1
OG0008769	XP_015183583.1	XP_011156577.1
OG0008770	XP_015175121.1	XP_011167351.2
OG0008771	XP_015191785.1	XP_039304997.1
OG0008772	XP_015175205.1	XP_011159904.2
OG0008773	XP_015191359.1	XP_011167592.2, XP_011167591.2
OG0008775	XP_015179986.1	XP_011160297.1
OG0008777	XP_015188304.1	XP_011161581.1
OG0008778	XP_015175584.1	XP_039306206.1, XP_039306210.1
OG0008780	XP_015189935.1, XP_015189934.1, XP_015187528.1	XP_025994034.2, XP_039307941.1
OG0008796	XP_015191590.1	XP_011176062.1
OG0008798	XP_015173878.1	XP_011160435.1
OG0008802	XP_015191553.1	XP_039304060.1
OG0008808	XP_015187919.1	XP_011171023.1
OG0008809	XP_015176981.1	XP_011160285.1
OG0008811	XP_015187841.1	XP_011161054.2
OG0008813	XP_015180572.1	XP_039314844.1
OG0008814	XP_015173394.1	XP_011162002.1
OG0008816	XP_015184212.1	XP_011155562.1
OG0008824	XP_015191533.1	XP_011175513.1
OG0008838	XP_015187238.1	XP_011167967.1
OG0008840	XP_015184009.1	XP_025985933.2
OG0008845	XP_015186843.1	XP_025985889.1, XP_011175962.1
OG0008847	XP_015172518.1	XP_011175207.1
OG0008848	XP_015171277.1	XP_011171906.1
OG0008850	XP_015184266.1	XP_011156539.1
OG0008860	XP_015173239.1	XP_011163969.1
OG0008864	XP_015173671.1	XP_011171132.2
OG0008865	XP_015176583.1	XP_025985930.1
OG0008866	XP_015177012.1	XP_025986605.2
OG0008867	XP_015191473.1, XP_015191474.1	XP_011169104.1
OG0008868	XP_015190810.1	XP_011156254.2, XP_011156253.2
OG0008869	XP_015177590.1	XP_011158156.2
OG0008870	XP_015190504.1	XP_011155336.1
OG0008871	XP_015180966.1	XP_011162123.1
OG0008872	XP_015181315.1	XP_011170137.1
OG0008873	XP_015183298.1	XP_011158704.2
OG0008874	XP_015181251.1	XP_011160622.1
OG0008875	XP_015180773.1	XP_011166297.1
OG0008878	XP_015178996.1	XP_039307500.1, XP_039307499.1, XP_039307501.1
OG0008879	XP_015181359.1	XP_011163988.1
OG0008880	XP_015175809.1	XP_011165172.2
OG0008881	XP_015186153.1	XP_025989935.2
OG0008883	XP_015179063.1	XP_025992253.1
OG0008885	XP_015185814.1	XP_011166767.1
OG0008886	XP_015176803.1	XP_039313869.1
OG0008888	XP_015172935.1	XP_011173612.2
OG0008890	XP_015190905.1	XP_011157773.2
OG0008891	XP_015172497.1	XP_011175218.2
OG0008892	XP_015189495.1	XP_011161588.2
OG0008895	XP_015184189.1	XP_011172353.1
OG0008896	XP_015174935.1	XP_025992888.1
OG0008897	XP_015190943.1	XP_011165672.2
OG0008898	XP_015184905.1	XP_039304351.1, XP_039304352.1, XP_011167753.2
OG0008899	XP_015171631.1	XP_011175154.1
OG0008900	XP_015185409.1	NP_001291509.1, XP_011162680.1
OG0008902	XP_015182829.1	XP_011156738.1
OG0008904	XP_015173231.1	XP_039310986.1
OG0008905	XP_015179475.1	XP_039314697.1
OG0008906	XP_015171386.1	XP_011159787.1
OG0008907	XP_015181668.1	XP_025986970.2
OG0008908	XP_015191053.1	XP_025989551.2
OG0008911	XP_015184176.1	XP_011166045.3
OG0008912	XP_015180924.1	XP_011169613.1
OG0008916	XP_015171051.1	XP_039312840.1, XP_025993413.2
OG0008917	XP_015181921.1	XP_011163379.1
OG0008918	XP_015189077.1, XP_015189078.1, XP_015189076.1	XP_011157212.1
OG0008919	XP_015178577.1	XP_039303761.1
OG0008920	XP_015180259.1	XP_011156691.2
OG0008921	XP_015185175.1	XP_039308893.1
OG0008922	XP_015180947.1	XP_011165775.2
OG0008923	XP_015183285.1	XP_039307402.1
OG0008924	XP_015191469.1	XP_011164862.2
OG0008926	XP_015189353.1	XP_011158332.1
OG0008930	XP_015171302.1	XP_025991561.2
OG0008931	XP_015184439.1	XP_011169185.1
OG0008934	XP_015184906.1	XP_011167810.2
OG0008935	XP_015181095.1	XP_011173721.1
OG0008936	XP_015184586.1	XP_011162957.2
OG0008938	XP_015180567.1	XP_039309620.1
OG0008941	XP_015179068.1	XP_011161826.1
OG0008943	XP_015181849.1	XP_011169068.2
OG0008945	XP_015191230.1	XP_011162802.3
OG0008947	XP_015181272.1	XP_011172057.1
OG0008948	XP_015184273.1	XP_025992902.1
OG0008949	XP_015177211.1	XP_039311422.1
OG0008951	XP_015173149.1	XP_025987623.1, XP_011173652.1
OG0008952	XP_015181328.1	XP_011168736.1
OG0008953	XP_015177483.1	XP_011160691.2
OG0008957	XP_015188612.1	XP_011155668.2
OG0008959	XP_015182913.1	XP_025986125.1
OG0008962	XP_015179062.1	XP_025992251.1, XP_011161893.1
OG0008963	XP_015173861.1	XP_011158349.2
OG0008964	XP_015190548.1	XP_039306781.1
OG0008965	XP_015174611.1	XP_025987666.1, XP_025987657.1, XP_011173418.1, XP_025986861.2
OG0008966	XP_015185581.1	XP_025990399.1
OG0008968	XP_015176959.1	XP_039309204.1
OG0008970	XP_015176748.1	XP_025989039.2
OG0008972	XP_015173025.1	XP_039313859.1
OG0008973	XP_015172372.1	XP_011172881.1
OG0008974	XP_015176622.1	XP_039311360.1
OG0008975	XP_015185906.1	XP_039303220.1
OG0008976	XP_015179518.1	XP_011170020.1
OG0008977	XP_015187067.1	XP_011156295.1
OG0008978	XP_015173673.1	XP_025987870.1
OG0008979	XP_015185410.1	XP_025990619.1
OG0008980	XP_015191734.1	XP_011161145.1
OG0008981	XP_015182532.1	XP_025997215.1
OG0008982	XP_015184745.1	XP_011175365.1
OG0008983	XP_015177705.1	XP_011163144.1
OG0008984	XP_015189050.1	XP_011164471.1
OG0008985	XP_015180820.1	XP_039310978.1
OG0008986	XP_015171750.1	XP_011170821.1
OG0008988	XP_015176677.1	XP_039303716.1
OG0008994	XP_015189531.1	XP_039304897.1, XP_039315236.1, XP_011171636.3
OG0009001	XP_015186647.1	XP_011169080.1, XP_011165078.1, XP_011164259.2, XP_025992224.2, XP_039307023.1, XP_039302993.1, XP_039303231.1
OG0009008	XP_015188121.1	XP_039309156.1
OG0009022	XP_015179371.1	XP_025997290.2, XP_039315510.1
OG0009026	XP_015187860.1	XP_039303893.1
OG0009030	XP_015171514.1	XP_025990465.2
OG0009034	XP_015183387.1	XP_039313741.1
OG0009036	XP_015191563.1	XP_011157708.2
OG0009040	XP_015186143.1	XP_039312256.1
OG0009041	XP_015188350.1	XP_011159477.1
OG0009044	XP_015176215.1	XP_011158170.1
OG0009051	XP_015185110.1	XP_011166370.1
OG0009052	XP_015172074.1	XP_011168534.1
OG0009055	XP_015173870.1	XP_011158344.1
OG0009057	XP_015176380.1	XP_025987033.1, XP_039303151.1
OG0009061	XP_015190518.1	XP_011155337.1
OG0009062	XP_015188103.1	XP_011169965.1
OG0009066	XP_015185475.1	XP_011162686.2
OG0009069	XP_015184120.1	XP_011157862.2
OG0009070	XP_015176627.1	XP_011157193.1
OG0009072	XP_015180959.1	XP_011162153.3
OG0009074	XP_015177123.1	XP_011161717.1
OG0009075	XP_015184395.1	XP_011156262.1
OG0009077	XP_015185692.1	XP_039307199.1
OG0009079	XP_015189506.1	XP_025991330.1
OG0009081	XP_015173881.1	XP_011158371.2
OG0009082	XP_015172447.1	XP_011157328.2
OG0009083	XP_015190401.1	XP_011172103.1
OG0009085	XP_015177633.1	XP_011168919.1
OG0009086	XP_015172664.1, XP_015172666.1	XP_011165846.2
OG0009089	XP_015171765.1	XP_025990899.1
OG0009092	XP_015185364.1	XP_011156108.3, XP_039306490.1
OG0009093	XP_015186186.1	XP_039314701.1
OG0009094	XP_015188454.1	XP_011176155.1
OG0009098	XP_015190053.1	XP_039306215.1, XP_039306218.1, XP_039306217.1, XP_039306216.1, XP_039306214.1
OG0009099	XP_015174131.1	XP_039308872.1
OG0009100	XP_015188287.1	XP_011169608.2
OG0009101	XP_015174529.1	XP_011173238.1
OG0009102	XP_015178582.1	XP_025990124.1
OG0009106	XP_015181666.1	XP_039304371.1
OG0009107	XP_015173588.1	XP_011163615.1
OG0009109	XP_015191255.1	XP_039310953.1
OG0009110	XP_015190530.1	XP_011159728.2
OG0009114	XP_015187093.1	XP_011156297.3
OG0009116	XP_015173174.1	XP_011166048.2
OG0009120	XP_015184461.1	XP_039302222.1
OG0009125	XP_015188137.1	XP_011156544.1, XP_011156543.1
OG0009126	XP_015182906.1	XP_011161973.2
OG0009128	XP_015178637.1	XP_011167763.1
OG0009130	XP_015184320.1	XP_011159186.1
OG0009131	XP_015174877.1	XP_025995985.2
OG0009132	XP_015186513.1	XP_011173163.1
OG0009134	XP_015190885.1	XP_025992207.1
OG0009136	XP_015185021.1	XP_011158264.1
OG0009138	XP_015179800.1	XP_011163703.1
OG0009139	XP_015174862.1	XP_025987764.1
OG0009141	XP_015186495.1	XP_011172991.2
OG0009144	XP_015183288.1	XP_011157517.1
OG0009145	XP_015187115.1, XP_015187185.1, XP_015187116.1, XP_015187119.1, XP_015187184.1	XP_025990208.2
OG0009151	XP_015189953.1	XP_025994520.1, XP_039311848.1, XP_039311786.1, XP_039311793.1, XP_039306470.1, XP_039311791.1, XP_039311784.1, XP_039304217.1, XP_039308550.1, XP_039305722.1, XP_011172640.1, XP_039302902.1, XP_039301871.1
OG0009155	XP_015174284.1	XP_011159869.1
OG0009161	XP_015172556.1	XP_039302084.1
OG0009164	XP_015178432.1	XP_025994691.2
OG0009168	XP_015177966.1	XP_011156177.1
OG0009174	XP_015183266.1	XP_011160856.2
OG0009177	XP_015183698.1	XP_039308467.1
OG0009178	XP_015178315.1	XP_011165902.2
OG0009199	XP_015184369.1	XP_011166508.1, XP_039306835.1
OG0009203	XP_015178979.1	XP_025988634.2
OG0009206	XP_015185346.1	XP_039306501.1
OG0009209	XP_015187839.1	XP_011161053.1
OG0009210	XP_015191477.1	XP_011169102.3
OG0009211	XP_015179066.1	XP_011175889.1
OG0009212	XP_015188493.1	XP_011157465.1
OG0009214	XP_015182147.1	XP_039302196.1
OG0009215	XP_015181475.1	XP_011166800.2
OG0009222	XP_015173021.1	XP_011171487.1
OG0009225	XP_015188694.1	XP_025986715.2
OG0009227	XP_015181332.1	XP_011167151.1
OG0009228	XP_015186354.1	XP_025996056.1
OG0009229	XP_015171440.1	XP_025992772.2
OG0009230	XP_015183005.1	XP_025985927.1
OG0009231	XP_015190972.1	XP_039304221.1
OG0009233	XP_015175808.1	XP_011165429.1
OG0009236	XP_015185688.1	XP_025990164.1
OG0009239	XP_015178310.1	XP_039304366.1
OG0009241	XP_015179547.1	XP_011159134.1
OG0009243	XP_015183450.1	XP_011157874.1
OG0009244	XP_015179003.1	XP_025993203.1
OG0009245	XP_015171370.1	XP_011168948.1
OG0009246	XP_015177514.1	XP_011169485.1
OG0009248	XP_015175632.1	XP_039305865.1
OG0009249	XP_015171425.1	XP_039315311.1
OG0009252	XP_015174528.1	XP_039310856.1
OG0009255	XP_015185022.1	XP_011173523.3
OG0009269	XP_015188279.1, XP_015188289.1	XP_039304392.1
OG0009270	XP_015189162.1	XP_039315627.1
OG0009277	XP_015190968.1	XP_039305264.1
OG0009278	XP_015173811.1	XP_011172132.2
OG0009280	XP_015172459.1	XP_011160840.1
OG0009284	XP_015174805.1	XP_011170930.2
OG0009286	XP_015171769.1	XP_025993915.1, XP_039312795.1
OG0009288	XP_015185651.1	XP_039311691.1
OG0009290	XP_015172191.1	XP_011160802.3
OG0009291	XP_015171768.1	XP_039301839.1
OG0009292	XP_015177353.1	XP_011175866.1
OG0009295	XP_015181521.1, XP_015176620.1	XP_039306961.1
OG0009299	XP_015185988.1	XP_039306069.1
OG0009319	XP_015175487.1	XP_011168043.1
OG0009323	XP_015184814.1	XP_011155625.1
OG0009333	XP_015177858.1	XP_011171439.1
OG0009342	XP_015181902.1	XP_025987827.1
OG0009347	XP_015175577.1	XP_011167449.1
OG0009354	XP_015174490.1	XP_039305608.1
OG0009365	XP_015191348.1	XP_011168686.1
OG0009368	XP_015176623.1	XP_011164606.1
OG0009376	XP_015181922.1	XP_039313683.1
OG0009379	XP_015184396.1	XP_011156265.2
OG0009382	XP_015183217.1	XP_039304981.1
OG0009385	XP_015182493.1	XP_039308906.1
OG0009386	XP_015173635.1	XP_025986983.1
OG0009387	XP_015181178.1	XP_011166279.1
OG0009390	XP_015191324.1	XP_039305180.1
OG0009392	XP_015185926.1	XP_011163500.1
OG0009394	XP_015189558.1	XP_039302659.1
OG0009397	XP_015185591.1	XP_039306579.1, XP_039306580.1
OG0009403	XP_015191015.1	XP_039311375.1
OG0009409	XP_015176876.1	XP_011165349.2
OG0009411	XP_015187521.1	XP_011175817.1
OG0009414	XP_015175054.1	XP_011162398.1
OG0009419	XP_015183530.1, XP_015183531.1	XP_011169355.1
OG0009422	XP_015173403.1, XP_015173402.1	XP_011167007.1
OG0009425	XP_015188781.1	XP_039311021.1
OG0009460	XP_015185610.1	XP_011160845.1
OG0009476	XP_015182108.1	XP_039313489.1, XP_039313490.1, XP_039313492.1, XP_039313491.1
OG0009493	XP_015173810.1	XP_011172130.1
OG0009501	XP_015174527.1	XP_039310730.1
OG0009506	XP_015174111.1	XP_039301785.1
OG0009521	XP_015175276.1	XP_039313024.1
OG0009536	XP_015176892.1	XP_039304666.1
OG0009545	XP_015183021.1	XP_039306674.1
OG0009547	XP_015182203.1	XP_025990831.2
OG0009548	XP_015182387.1	XP_011169392.1
OG0009552	XP_015183511.1	XP_039314878.1, XP_039314873.1
OG0009575	XP_015189764.1	XP_039306623.1, XP_039315543.1, XP_039309197.1, XP_039315198.1, XP_039314401.1, XP_039301775.1, XP_039314718.1, XP_039305206.1, XP_039313485.1, XP_039313161.1
OG0009591	XP_015189878.1, XP_015179308.1, XP_015179383.1	XP_039307875.1, XP_039309091.1, XP_039302960.1, XP_039302961.1, XP_039309932.1
OG0009604	XP_015174314.1	XP_025989842.1
OG0009610	XP_015189557.1, XP_015189556.1, XP_015181758.1	XP_039305480.1
OG0009627	XP_015184560.1	XP_011162954.1
OG0009628	XP_015187577.1	XP_011156025.1
OG0009637	XP_015172146.1	XP_025995635.1
OG0009648	XP_015181775.1	XP_011156778.1
OG0009651	XP_015176386.1	XP_011162647.1
OG0009657	XP_015179992.1	XP_011156535.1, XP_011156536.1
OG0009662	XP_015172638.1	XP_039301875.1, XP_025995388.2
OG0009680	XP_015186522.1	XP_011166240.1
