Orthogroup	Polistes_dominula	Habropoda_laboriosa
OG0006651	XP_015172199.1	XP_017798616.1
OG0006652	XP_015176488.1	XP_017788304.1
OG0006653	XP_015190828.1	XP_017788306.1
OG0006654	XP_015190565.1, XP_015190566.1	XP_017799246.1
OG0006655	XP_015183234.1	XP_017797161.1
OG0006656	XP_015186107.1	XP_017791285.1
OG0006658	XP_015172656.1	XP_017792296.1
OG0006659	XP_015185733.1	XP_017796461.1
OG0006660	XP_015174319.1	XP_017790155.1
OG0006661	XP_015173257.1	XP_017795497.1
OG0006662	XP_015185043.1	XP_017796107.1
OG0006663	XP_015180645.1	XP_017787973.1
OG0006664	XP_015178744.1	XP_017789904.1
OG0006665	XP_015172368.1	XP_017798568.1
OG0006666	XP_015181398.1	XP_017798717.1
OG0006667	XP_015191800.1	XP_017797870.1
OG0006668	XP_015187340.1	XP_017789103.1
OG0006669	XP_015188651.1	XP_017788515.1
OG0006670	XP_015188617.1	XP_017799400.1
OG0006671	XP_015190944.1	XP_017799103.1
OG0006672	XP_015180326.1	XP_017797928.1
OG0006673	XP_015189789.1	XP_017793396.1
OG0006674	XP_015171928.1	XP_017796568.1
OG0006675	XP_015188242.1	XP_017794717.1
OG0006676	XP_015172685.1	XP_017788952.1
OG0006678	XP_015187629.1	XP_017793801.1
OG0006679	XP_015177788.1, XP_015177789.1	XP_017795313.1
OG0006681	XP_015190405.1	XP_017791708.1
OG0006682	XP_015184910.1	XP_017789641.1
OG0006683	XP_015175477.1	XP_017794114.1
OG0006684	XP_015178462.1	XP_017793505.1
OG0006685	XP_015179503.1	XP_017795897.1
OG0006686	XP_015175608.1	XP_017795900.1
OG0006687	XP_015177809.1	XP_017788794.1
OG0006688	XP_015181587.1	XP_017796127.1
OG0006689	XP_015178649.1	XP_017795744.1
OG0006691	XP_015184890.1	XP_017789725.1
OG0006692	XP_015180778.1	XP_017796964.1
OG0006693	XP_015178541.1	XP_017792817.1
OG0006694	XP_015182740.1, XP_015182741.1, XP_015182739.1	XP_017789287.1
OG0006695	XP_015181536.1	XP_017797353.1
OG0006696	XP_015176087.1	XP_017792803.1
OG0006697	XP_015184045.1	XP_017788184.1
OG0006698	XP_015172588.1, XP_015172589.1	XP_017797671.1
OG0006699	XP_015181174.1	XP_017798296.1
OG0006700	XP_015191596.1	XP_017795859.1
OG0006701	XP_015171825.1	XP_017798248.1
OG0006702	XP_015185550.1	XP_017795016.1
OG0006703	XP_015179700.1	XP_017794269.1
OG0006704	XP_015171599.1	XP_017799225.1
OG0006705	XP_015187680.1	XP_017796428.1
OG0006706	XP_015177006.1	XP_017789879.1
OG0006707	XP_015185271.1	XP_017795715.1
OG0006708	XP_015184696.1	XP_017790405.1
OG0006709	XP_015173427.1, XP_015173428.1	XP_017798774.1, XP_017798773.1
OG0006710	XP_015181383.1	XP_017789457.1
OG0006711	XP_015175797.1	XP_017790770.1
OG0006713	XP_015188727.1	XP_017796484.1
OG0006714	XP_015181744.1	XP_017791862.1
OG0006716	XP_015191014.1	XP_017791978.1
OG0006717	XP_015183388.1	XP_017793517.1
OG0006719	XP_015185236.1	XP_017795720.1
OG0006720	XP_015190479.1, XP_015190478.1, XP_015190477.1	XP_017799150.1
OG0006721	XP_015177798.1	XP_017791338.1
OG0006722	XP_015187908.1	XP_017788115.1
OG0006723	XP_015174009.1	XP_017799097.1
OG0006724	XP_015189284.1, XP_015189291.1	XP_017787489.1
OG0006725	XP_015179193.1	XP_017791134.1
OG0006726	XP_015179670.1	XP_017788819.1
OG0006728	XP_015187001.1	XP_017790418.1
OG0006729	XP_015178923.1	XP_017791414.1
OG0006730	XP_015190551.1	XP_017794372.1, XP_017795375.1
OG0006731	XP_015191494.1	XP_017789233.1
OG0006732	XP_015183526.1	XP_017788924.1
OG0006733	XP_015178313.1	XP_017799374.1
OG0006734	XP_015189168.1	XP_017792833.1
OG0006735	XP_015185968.1	XP_017788083.1
OG0006736	XP_015178409.1, XP_015178408.1	XP_017799208.1
OG0006738	XP_015183099.1	XP_017788916.1
OG0006739	XP_015179500.1, XP_015179498.1	XP_017795941.1
OG0006740	XP_015171707.1, XP_015171706.1	XP_017795322.1
OG0006741	XP_015185123.1	XP_017794808.1
OG0006742	XP_015175481.1	XP_017793022.1
OG0006743	XP_015190726.1	XP_017787849.1
OG0006744	XP_015175889.1, XP_015175880.1	XP_017792760.1, XP_017797931.1
OG0006745	XP_015181211.1	XP_017796617.1
OG0006746	XP_015184289.1	XP_017796527.1
OG0006747	XP_015173325.1	XP_017792929.1, XP_017792930.1
OG0006748	XP_015182672.1	XP_017799414.1
OG0006749	XP_015176159.1	XP_017799219.1
OG0006750	XP_015176074.1	XP_017794897.1
OG0006751	XP_015187391.1	XP_017788953.1
OG0006752	XP_015173131.1	XP_017795031.1
OG0006753	XP_015171634.1	XP_017794619.1
OG0006754	XP_015190869.1	XP_017794753.1
OG0006755	XP_015191821.1	XP_017787949.1
OG0006759	XP_015188721.1	XP_017788166.1
OG0006760	XP_015171358.1	XP_017794032.1
OG0006762	XP_015173652.1	XP_017788513.1
OG0006763	XP_015180881.1	XP_017792736.1
OG0006764	XP_015174930.1	XP_017792986.1
OG0006766	XP_015183152.1	XP_017787995.1
OG0006771	XP_015184815.1	XP_017787490.1
OG0006772	XP_015174725.1	XP_017790548.1
OG0006773	XP_015187941.1	XP_017787764.1
OG0006776	XP_015172336.1	XP_017798542.1
OG0006777	XP_015181916.1	XP_017789193.1
OG0006778	XP_015186053.1	XP_017787769.1, XP_017787841.1
OG0006779	XP_015181176.1	XP_017795698.1
OG0006780	XP_015171875.1	XP_017798093.1
OG0006781	XP_015178039.1	XP_017796034.1
OG0006782	XP_015178061.1	XP_017796068.1
OG0006784	XP_015174754.1, XP_015174753.1	XP_017796159.1
OG0006785	XP_015185059.1	XP_017789791.1
OG0006787	XP_015181598.1	XP_017797370.1
OG0006788	XP_015190923.1	XP_017794374.1
OG0006790	XP_015187379.1	XP_017788717.1
OG0006792	XP_015175606.1	XP_017795907.1
OG0006793	XP_015177256.1	XP_017791849.1
OG0006796	XP_015178585.1	XP_017794535.1, XP_017795067.1, XP_017794322.1
OG0006798	XP_015184302.1	XP_017787544.1
OG0006799	XP_015174140.1	XP_017797501.1
OG0006800	XP_015173624.1	XP_017788118.1
OG0006801	XP_015172981.1	XP_017798169.1
OG0006802	XP_015190490.1	XP_017799267.1
OG0006803	XP_015173986.1	XP_017787858.1
OG0006804	XP_015171054.1	XP_017793994.1
OG0006805	XP_015180725.1	XP_017788848.1
OG0006806	XP_015180804.1	XP_017789913.1
OG0006807	XP_015183226.1	XP_017797742.1
OG0006808	XP_015173503.1	XP_017798150.1
OG0006809	XP_015176374.1	XP_017794703.1
OG0006810	XP_015190018.1	XP_017795587.1
OG0006811	XP_015177934.1	XP_017793173.1
OG0006812	XP_015189298.1	XP_017793094.1
OG0006814	XP_015183751.1	XP_017788601.1
OG0006815	XP_015182001.1	XP_017788722.1
OG0006816	XP_015181755.1	XP_017797551.1
OG0006817	XP_015175426.1	XP_017787358.1
OG0006818	XP_015183945.1	XP_017787819.1
OG0006819	XP_015171747.1	XP_017796427.1
OG0006820	XP_015190621.1	XP_017791240.1
OG0006821	XP_015176765.1	XP_017795478.1
OG0006822	XP_015171512.1	XP_017797067.1
OG0006823	XP_015183086.1	XP_017797459.1
OG0006824	XP_015176928.1	XP_017795312.1
OG0006825	XP_015178222.1	XP_017798809.1
OG0006826	XP_015174951.1	XP_017798406.1
OG0006827	XP_015178753.1	XP_017793017.1
OG0006828	XP_015173223.1	XP_017787724.1
OG0006829	XP_015191101.1	XP_017792025.1
OG0006830	XP_015180954.1	XP_017798082.1
OG0006831	XP_015173399.1	XP_017798768.1, XP_017798767.1
OG0006832	XP_015188010.1	XP_017794459.1
OG0006833	XP_015179658.1	XP_017798523.1
OG0006834	XP_015173107.1	XP_017794768.1
OG0006835	XP_015185801.1	XP_017799588.1, XP_017799590.1
OG0006836	XP_015173152.1	XP_017796229.1
OG0006837	XP_015179372.1	XP_017796716.1
OG0006838	XP_015177609.1	XP_017790890.1
OG0006840	XP_015173238.1	XP_017787793.1
OG0006841	XP_015189270.1	XP_017791225.1
OG0006842	XP_015176885.1	XP_017794210.1
OG0006843	XP_015186926.1	XP_017797637.1
OG0006844	XP_015191165.1	XP_017792095.1
OG0006845	XP_015181513.1	XP_017798032.1
OG0006846	XP_015190784.1	XP_017796361.1
OG0006847	XP_015173695.1	XP_017792353.1
OG0006848	XP_015182887.1	XP_017793241.1
OG0006849	XP_015177686.1	XP_017795050.1, XP_017795051.1
OG0006850	XP_015176507.1	XP_017788342.1
OG0006851	XP_015188805.1	XP_017798990.1
OG0006852	XP_015177209.1	XP_017798493.1
OG0006853	XP_015179628.1	XP_017798742.1
OG0006854	XP_015190708.1	XP_017789636.1
OG0006855	XP_015175557.1	XP_017790176.1
OG0006856	XP_015188294.1	XP_017794564.1
OG0006857	XP_015182904.1	XP_017798309.1
OG0006858	XP_015175589.1	XP_017789561.1
OG0006859	XP_015189642.1	XP_017788023.1
OG0006861	XP_015184801.1	XP_017798708.1
OG0006862	XP_015188774.1	XP_017789419.1
OG0006863	XP_015181523.1	XP_017797455.1
OG0006864	XP_015190183.1	XP_017790309.1
OG0006865	XP_015175051.1	XP_017793150.1
OG0006866	XP_015181765.1	XP_017791881.1
OG0006867	XP_015177895.1	XP_017796757.1
OG0006869	XP_015184639.1	XP_017794599.1
OG0006870	XP_015185149.1	XP_017794810.1
OG0006871	XP_015189446.1	XP_017789705.1
OG0006872	XP_015174417.1	XP_017795704.1
OG0006873	XP_015190355.1	XP_017794080.1
OG0006874	XP_015187348.1	XP_017793978.1
OG0006875	XP_015172560.1	XP_017793101.1
OG0006877	XP_015175984.1	XP_017798031.1
OG0006878	XP_015179927.1	XP_017793488.1
OG0006879	XP_015176879.1	XP_017792947.1
OG0006880	XP_015179373.1	XP_017792913.1
OG0006881	XP_015174968.1	XP_017797328.1
OG0006882	XP_015184819.1	XP_017792147.1
OG0006883	XP_015190670.1	XP_017795544.1
OG0006885	XP_015181939.1	XP_017789283.1
OG0006886	XP_015187408.1	XP_017793966.1
OG0006887	XP_015187918.1	XP_017787747.1
OG0006888	XP_015183150.1	XP_017788022.1
OG0006889	XP_015177350.1	XP_017797308.1
OG0006890	XP_015175482.1	XP_017792553.1
OG0006891	XP_015180434.1	XP_017787956.1
OG0006892	XP_015171461.1	XP_017794199.1
OG0006894	XP_015175576.1	XP_017796212.1
OG0006895	XP_015183006.1	XP_017787448.1
OG0006896	XP_015185276.1	XP_017795473.1
OG0006897	XP_015176248.1	XP_017787676.1
OG0006898	XP_015189275.1	XP_017795256.1
OG0006899	XP_015190778.1	XP_017798883.1
OG0006900	XP_015176952.1	XP_017795477.1
OG0006901	XP_015177780.1	XP_017793633.1
OG0006902	XP_015181899.1	XP_017792847.1
OG0006903	XP_015187120.1	XP_017795315.1
OG0006904	XP_015185717.1	XP_017789888.1
OG0006905	XP_015184929.1	XP_017798973.1
OG0006906	XP_015184521.1	XP_017792192.1
OG0006907	XP_015180156.1	XP_017790535.1
OG0006908	XP_015177892.1	XP_017796256.1
OG0006909	XP_015179623.1	XP_017798697.1
OG0006910	XP_015188732.1	XP_017797167.1
OG0006911	XP_015187558.1	XP_017788604.1
OG0006912	XP_015181641.1	XP_017794363.1
OG0006913	XP_015177825.1	XP_017789930.1
OG0006914	XP_015190727.1	XP_017788350.1
OG0006915	XP_015186393.1	XP_017799068.1
OG0006916	XP_015172898.1	XP_017797164.1
OG0006917	XP_015175696.1	XP_017790277.1
OG0006918	XP_015175767.1	XP_017796047.1
OG0006919	XP_015174168.1	XP_017798338.1
OG0006920	XP_015185849.1	XP_017796336.1
OG0006921	XP_015177546.1	XP_017792064.1
OG0006922	XP_015184174.1	XP_017791860.1
OG0006923	XP_015173201.1	XP_017789737.1
OG0006924	XP_015172557.1	XP_017799611.1
OG0006925	XP_015177615.1	XP_017795272.1
OG0006926	XP_015183805.1	XP_017789899.1
OG0006927	XP_015186950.1	XP_017795774.1
OG0006928	XP_015181998.1	XP_017790201.1
OG0006929	XP_015187514.1	XP_017787449.1
OG0006930	XP_015178557.1	XP_017790874.1
OG0006931	XP_015182280.1	XP_017793052.1
OG0006932	XP_015186633.1	XP_017796673.1
OG0006933	XP_015173569.1	XP_017796376.1
OG0006934	XP_015175562.1	XP_017787525.1
OG0006935	XP_015177560.1	XP_017792039.1
OG0006937	XP_015179502.1	XP_017795896.1
OG0006938	XP_015184774.1	XP_017798163.1
OG0006940	XP_015183752.1	XP_017796765.1
OG0006941	XP_015172143.1	XP_017798516.1
OG0006943	XP_015183845.1	XP_017791566.1
OG0006944	XP_015181341.1	XP_017789519.1
OG0006945	XP_015173991.1	XP_017795183.1
OG0006946	XP_015188016.1	XP_017795736.1
OG0006947	XP_015177185.1	XP_017788419.1
OG0006948	XP_015187679.1, XP_015187678.1	XP_017797785.1
OG0006949	XP_015172067.1	XP_017789251.1
OG0006950	XP_015179121.1	XP_017796645.1
OG0006951	XP_015171424.1	XP_017792457.1
OG0006952	XP_015189773.1	XP_017790135.1
OG0006953	XP_015188290.1	XP_017796292.1
OG0006954	XP_015190678.1	XP_017799401.1
OG0006955	XP_015188344.1	XP_017791622.1
OG0006956	XP_015173151.1	XP_017793806.1
OG0006957	XP_015190495.1	XP_017799269.1
OG0006958	XP_015172145.1	XP_017793469.1
OG0006959	XP_015182487.1, XP_015182486.1	XP_017794163.1
OG0006960	XP_015185163.1	XP_017792362.1
OG0006961	XP_015174064.1	XP_017794765.1
OG0006962	XP_015179542.1	XP_017798154.1
OG0006965	XP_015189128.1	XP_017793075.1
OG0006966	XP_015179301.1	XP_017795642.1
OG0006967	XP_015174218.1	XP_017798059.1
OG0006968	XP_015179350.1	XP_017796605.1
OG0006969	XP_015177950.1	XP_017798018.1
OG0006970	XP_015172713.1	XP_017794689.1
OG0006971	XP_015180838.1	XP_017791142.1
OG0006972	XP_015177475.1	XP_017797840.1
OG0006973	XP_015185474.1	XP_017790059.1
OG0006974	XP_015186441.1	XP_017797676.1
OG0006975	XP_015183712.1	XP_017796763.1
OG0006976	XP_015178915.1	XP_017794183.1
OG0006977	XP_015172309.1, XP_015172298.1	XP_017788029.1
OG0006978	XP_015187072.1	XP_017794156.1
OG0006979	XP_015175409.1	XP_017792272.1
OG0006980	XP_015173024.1	XP_017795054.1
OG0006981	XP_015188229.1	XP_017795685.1
OG0006982	XP_015185480.1	XP_017792989.1
OG0006983	XP_015185193.1	XP_017791011.1
OG0006984	XP_015179597.1	XP_017788295.1
OG0006985	XP_015172882.1	XP_017798171.1
OG0006986	XP_015189190.1	XP_017787632.1
OG0006987	XP_015179712.1	XP_017790894.1
OG0006988	XP_015177957.1	XP_017792125.1
OG0006989	XP_015173533.1	XP_017788161.1
OG0006990	XP_015173187.1	XP_017791972.1
OG0006991	XP_015182783.1	XP_017788096.1
OG0006992	XP_015171598.1	XP_017799051.1
OG0006993	XP_015174360.1	XP_017794303.1
OG0006994	XP_015176446.1	XP_017792194.1
OG0006996	XP_015179697.1	XP_017798756.1
OG0006997	XP_015189607.1	XP_017787600.1
OG0006998	XP_015189662.1	XP_017789151.1
OG0006999	XP_015174164.1	XP_017791317.1
OG0007000	XP_015181241.1	XP_017790482.1
OG0007001	XP_015184168.1	XP_017796326.1
OG0007002	XP_015177838.1	XP_017794188.1
OG0007003	XP_015180995.1	XP_017796033.1
OG0007004	XP_015184746.1	XP_017798074.1
OG0007005	XP_015181343.1	XP_017788977.1
OG0007006	XP_015189376.1	XP_017796032.1
OG0007007	XP_015177694.1	XP_017796258.1
OG0007008	XP_015181110.1	XP_017788871.1
OG0007009	XP_015181087.1	XP_017798205.1
OG0007010	XP_015182178.1	XP_017797603.1
OG0007011	XP_015176972.1	XP_017795484.1
OG0007012	XP_015180363.1	XP_017796889.1
OG0007013	XP_015191633.1	XP_017797203.1
OG0007014	XP_015181283.1	XP_017796149.1
OG0007015	XP_015171773.1	XP_017793510.1
OG0007016	XP_015186133.1	XP_017797153.1
OG0007017	XP_015190437.1	XP_017795624.1
OG0007018	XP_015179944.1	XP_017797880.1
OG0007019	XP_015186104.1	XP_017794003.1, XP_017794002.1
OG0007020	XP_015177430.1	XP_017799368.1
OG0007021	XP_015186293.1	XP_017789054.1, XP_017789062.1
OG0007022	XP_015176212.1	XP_017788321.1
OG0007023	XP_015176940.1	XP_017789781.1
OG0007024	XP_015172714.1	XP_017789996.1
OG0007025	XP_015190366.1	XP_017792707.1
OG0007026	XP_015183600.1	XP_017791440.1
OG0007027	XP_015182187.1	XP_017794043.1
OG0007028	XP_015187474.1	XP_017799290.1
OG0007029	XP_015180480.1	XP_017793489.1
OG0007030	XP_015172462.1	XP_017798643.1
OG0007031	XP_015189442.1	XP_017789595.1
OG0007032	XP_015185981.1	XP_017789072.1
OG0007033	XP_015172695.1	XP_017796781.1
OG0007034	XP_015173349.1, XP_015173348.1	XP_017792939.1
OG0007035	XP_015183711.1	XP_017791209.1
OG0007036	XP_015191783.1	XP_017792292.1
OG0007037	XP_015183929.1	XP_017790057.1
OG0007038	XP_015181743.1	XP_017791853.1
OG0007039	XP_015174532.1	XP_017794594.1
OG0007040	XP_015188919.1	XP_017791633.1
OG0007041	XP_015184102.1	XP_017788240.1
OG0007042	XP_015183063.1	XP_017795716.1
OG0007043	XP_015188574.1	XP_017789805.1
OG0007044	XP_015191448.1	XP_017792849.1
OG0007045	XP_015185174.1	XP_017798321.1
OG0007046	XP_015182335.1	XP_017797633.1
OG0007047	XP_015188622.1	XP_017797708.1
OG0007048	XP_015177262.1	XP_017791820.1
OG0007049	XP_015185320.1	XP_017788445.1
OG0007050	XP_015178994.1	XP_017799135.1
OG0007051	XP_015184193.1	XP_017798307.1
OG0007052	XP_015180009.1	XP_017796164.1
OG0007053	XP_015176646.1	XP_017796275.1
OG0007054	XP_015183397.1	XP_017792863.1
OG0007055	XP_015182660.1	XP_017790483.1
OG0007056	XP_015188841.1	XP_017799417.1
OG0007057	XP_015176628.1	XP_017795118.1
OG0007058	XP_015184695.1	XP_017796953.1
OG0007059	XP_015181173.1	XP_017788802.1
OG0007060	XP_015190260.1	XP_017797875.1
OG0007061	XP_015178689.1	XP_017788167.1
OG0007062	XP_015185677.1	XP_017799367.1
OG0007063	XP_015177086.1	XP_017788883.1
OG0007064	XP_015186278.1	XP_017788330.1
OG0007065	XP_015184922.1	XP_017793557.1
OG0007066	XP_015185829.1	XP_017797794.1
OG0007067	XP_015184192.1	XP_017798330.1
OG0007068	XP_015184343.1	XP_017791081.1
OG0007069	XP_015186758.1	XP_017788715.1
OG0007070	XP_015183196.1	XP_017794329.1
OG0007071	XP_015174430.1	XP_017788529.1
OG0007072	XP_015177697.1	XP_017794220.1
OG0007073	XP_015172464.1	XP_017798714.1
OG0007074	XP_015190663.1	XP_017788593.1
OG0007075	XP_015173330.1	XP_017790347.1
OG0007076	XP_015173202.1	XP_017789532.1
OG0007077	XP_015185089.1	XP_017796581.1
OG0007078	XP_015176333.1	XP_017791117.1
OG0007079	XP_015180212.1	XP_017788480.1
OG0007080	XP_015172335.1	XP_017798788.1
OG0007081	XP_015178841.1	XP_017790131.1
OG0007082	XP_015182138.1	XP_017791607.1
OG0007083	XP_015181330.1	XP_017790117.1
OG0007084	XP_015177171.1	XP_017788687.1
OG0007085	XP_015176688.1	XP_017795838.1
OG0007086	XP_015187519.1	XP_017794001.1
OG0007087	XP_015181305.1	XP_017794134.1
OG0007088	XP_015186103.1	XP_017794000.1
OG0007089	XP_015172566.1	XP_017788286.1
OG0007090	XP_015191715.1	XP_017787945.1
OG0007091	XP_015176855.1	XP_017788140.1
OG0007092	XP_015180157.1	XP_017787572.1
OG0007093	XP_015177474.1, XP_015177472.1	XP_017788637.1
OG0007094	XP_015180592.1	XP_017791088.1
OG0007095	XP_015184635.1	XP_017792390.1
OG0007096	XP_015188772.1	XP_017789425.1
OG0007097	XP_015188852.1	XP_017787468.1
OG0007098	XP_015176877.1	XP_017799130.1
OG0007099	XP_015183627.1	XP_017791213.1
OG0007100	XP_015184648.1	XP_017798853.1
OG0007101	XP_015175382.1	XP_017790834.1
OG0007102	XP_015182428.1	XP_017793630.1
OG0007103	XP_015175239.1	XP_017789337.1
OG0007104	XP_015175542.1	XP_017792844.1
OG0007105	XP_015189569.1	XP_017792180.1
OG0007106	XP_015191820.1	XP_017797630.1
OG0007107	XP_015185850.1	XP_017789147.1
OG0007108	XP_015187123.1	XP_017796521.1
OG0007109	XP_015172845.1	XP_017798471.1
OG0007110	XP_015176499.1	XP_017797221.1
OG0007111	XP_015186025.1	XP_017789525.1
OG0007112	XP_015189120.1	XP_017788144.1
OG0007113	XP_015181434.1	XP_017799161.1
OG0007114	XP_015174415.1	XP_017788353.1
OG0007115	XP_015177249.1	XP_017799527.1
OG0007116	XP_015173019.1	XP_017788757.1, XP_017788765.1
OG0007117	XP_015186592.1	XP_017794138.1
OG0007118	XP_015178098.1	XP_017789263.1
OG0007119	XP_015176216.1	XP_017788559.1
OG0007120	XP_015179086.1	XP_017791878.1
OG0007121	XP_015183658.1	XP_017791334.1
OG0007122	XP_015174947.1	XP_017798461.1
OG0007123	XP_015181047.1	XP_017789395.1
OG0007124	XP_015176834.1	XP_017791581.1
OG0007125	XP_015183385.1	XP_017796486.1
OG0007126	XP_015173763.1	XP_017791387.1
OG0007127	XP_015180787.1	XP_017790113.1
OG0007128	XP_015190420.1	XP_017799139.1
OG0007129	XP_015182671.1	XP_017789895.1
OG0007131	XP_015180353.1	XP_017794213.1
OG0007132	XP_015179620.1	XP_017798691.1
OG0007134	XP_015182250.1	XP_017790939.1
OG0007135	XP_015180239.1	XP_017796160.1
OG0007136	XP_015172905.1	XP_017797052.1
OG0007137	XP_015172174.1	XP_017787989.1
OG0007138	XP_015191024.1	XP_017799197.1
OG0007139	XP_015177799.1	XP_017788699.1
OG0007140	XP_015191514.1	XP_017793081.1
OG0007141	XP_015181106.1	XP_017788862.1
OG0007142	XP_015188318.1	XP_017792220.1
OG0007143	XP_015179582.1	XP_017798670.1
OG0007144	XP_015179249.1	XP_017796746.1
OG0007145	XP_015184536.1	XP_017794680.1
OG0007146	XP_015176266.1	XP_017791178.1
OG0007147	XP_015173398.1	XP_017798534.1
OG0007148	XP_015175505.1	XP_017797306.1
OG0007149	XP_015187336.1	XP_017795091.1
OG0007150	XP_015174673.1	XP_017789571.1
OG0007151	XP_015173538.1	XP_017794879.1
OG0007152	XP_015177114.1	XP_017793412.1
OG0007153	XP_015183138.1	XP_017789686.1
OG0007154	XP_015188907.1	XP_017797855.1
OG0007155	XP_015180450.1	XP_017798415.1
OG0007156	XP_015182953.1	XP_017787484.1
OG0007157	XP_015176145.1	XP_017799091.1
OG0007158	XP_015181120.1	XP_017792026.1
OG0007159	XP_015177706.1	XP_017789866.1
OG0007160	XP_015180205.1	XP_017797777.1
OG0007161	XP_015173237.1	XP_017799060.1
OG0007162	XP_015179185.1	XP_017787364.1
OG0007163	XP_015181950.1, XP_015181951.1	XP_017789099.1
OG0007164	XP_015189659.1	XP_017795423.1
OG0007165	XP_015175021.1	XP_017799570.1
OG0007166	XP_015173924.1	XP_017787768.1
OG0007168	XP_015173691.1	XP_017788122.1
OG0007169	XP_015173990.1	XP_017795186.1
OG0007170	XP_015184047.1	XP_017788186.1
OG0007171	XP_015181433.1	XP_017799202.1
OG0007172	XP_015186908.1	XP_017791035.1
OG0007173	XP_015189121.1	XP_017788130.1
OG0007174	XP_015180400.1	XP_017790675.1
OG0007175	XP_015190602.1	XP_017796798.1
OG0007176	XP_015179593.1	XP_017798623.1
OG0007177	XP_015176800.1	XP_017798211.1
OG0007178	XP_015171931.1	XP_017798202.1
OG0007179	XP_015178253.1	XP_017789253.1
OG0007180	XP_015175519.1	XP_017791740.1
OG0007181	XP_015173981.1	XP_017794793.1
OG0007182	XP_015182708.1	XP_017788775.1
OG0007183	XP_015174752.1	XP_017796145.1
OG0007184	XP_015171807.1	XP_017793809.1
OG0007185	XP_015175787.1	XP_017796040.1
OG0007186	XP_015176487.1	XP_017789319.1
OG0007187	XP_015177701.1	XP_017790867.1
OG0007188	XP_015191544.1	XP_017793392.1
OG0007189	XP_015181074.1	XP_017792242.1
OG0007190	XP_015182867.1	XP_017792054.1
OG0007192	XP_015171130.1	XP_017794052.1
OG0007194	XP_015189288.1	XP_017788866.1
OG0007195	XP_015188771.1	XP_017789528.1
OG0007197	XP_015172087.1	XP_017790649.1
OG0007198	XP_015173858.1	XP_017794934.1
OG0007200	XP_015186056.1	XP_017797593.1
