Orthogroup	Polistes_dominula	Bombus_terrestris
OG0006412	XP_015183517.1	XP_012175508.1, XP_003403239.1
OG0006413	XP_015175431.1	XP_003401683.2
OG0006414	XP_015186421.1	XP_012168455.1
OG0006415	XP_015182052.1	XP_012173359.1
OG0006416	XP_015190853.1	XP_003393216.1
OG0006417	XP_015183289.1	XP_012168246.1
OG0006418	XP_015173460.1	XP_012171153.1
OG0006419	XP_015184126.1	XP_003397382.1
OG0006420	XP_015182579.1	XP_003396071.1
OG0006421	XP_015183016.1	XP_012174279.2
OG0006423	XP_015190614.1	XP_020719755.1
OG0006424	XP_015190991.1	XP_020722286.1
OG0006425	XP_015176670.1	XP_012170774.1
OG0006426	XP_015175197.1	XP_012175995.1
OG0006427	XP_015184300.1	XP_003402137.1
OG0006428	XP_015175383.1	XP_003399740.1
OG0006429	XP_015187556.1	XP_003397740.1
OG0006430	XP_015176625.1	XP_003395319.1
OG0006431	XP_015190319.1	XP_012175956.1
OG0006432	XP_015174338.1	XP_003393781.1
OG0006433	XP_015175665.1	XP_012164366.1
OG0006434	XP_015184684.1	XP_003400500.1
OG0006435	XP_015185623.1	XP_020723297.1
OG0006438	XP_015174680.1	XP_020722694.1
OG0006439	XP_015174076.1	XP_012170056.1
OG0006440	XP_015179251.1	XP_012163867.1
OG0006441	XP_015188522.1	XP_003392893.1
OG0006442	XP_015186615.1	XP_003396075.1
OG0006443	XP_015185511.1	XP_003395058.1
OG0006444	XP_015179162.1	XP_003396347.1
OG0006445	XP_015189108.1	XP_012176590.1
OG0006446	XP_015181426.1	XP_003393410.1
OG0006447	XP_015177644.1	XP_003399571.1
OG0006448	XP_015191369.1	XP_003396056.1
OG0006449	XP_015171247.1	XP_012166670.1
OG0006450	XP_015186812.1	XP_020723312.1
OG0006451	XP_015174465.1	XP_003398018.1
OG0006452	XP_015186799.1	XP_003395807.1
OG0006453	XP_015186366.1	XP_003402607.1
OG0006454	XP_015182271.1	XP_003398830.1
OG0006455	XP_015181572.1	XP_012175233.1
OG0006456	XP_015187030.1	XP_012172669.1, XP_012172662.1
OG0006457	XP_015187520.1	XP_003401722.1
OG0006458	XP_015177383.1	XP_020722914.1
OG0006459	XP_015183569.1	XP_012173725.1
OG0006460	XP_015174025.1	XP_020722385.1
OG0006462	XP_015176160.1	XP_020719477.1
OG0006463	XP_015186911.1	XP_003402836.1, XP_020723572.1
OG0006464	XP_015188095.1	XP_003395472.1
OG0006465	XP_015185382.1	XP_020721742.1
OG0006466	XP_015174250.1, XP_015174249.1	XP_012170301.1
OG0006467	XP_015171727.1	XP_012167769.1
OG0006468	XP_015180401.1	XP_012163477.1
OG0006469	XP_015180133.1	XP_012166915.1
OG0006470	XP_015190543.1	XP_012172523.2
OG0006471	XP_015180918.1	XP_012176106.1
OG0006472	XP_015185797.1	XP_003402526.2, XP_003398825.3
OG0006473	XP_015182328.1	XP_020724079.1, XP_003394151.1
OG0006474	XP_015173689.1	XP_003395503.1
OG0006475	XP_015190486.1, XP_015190487.1	XP_003393008.2
OG0006476	XP_015187219.1	XP_012174685.1
OG0006477	XP_015191442.1	XP_012169040.2
OG0006478	XP_015188850.1	XP_003403095.1
OG0006480	XP_015180296.1	XP_003395502.1
OG0006481	XP_015190636.1	XP_003395770.2
OG0006482	XP_015172193.1	XP_003397186.1
OG0006483	XP_015187081.1	XP_012165150.1
OG0006484	XP_015183297.1	XP_020721448.1
OG0006485	XP_015171600.1	XP_003393075.1
OG0006486	XP_015189406.1	XP_012176188.1
OG0006487	XP_015188418.1	XP_003396473.1
OG0006488	XP_015190575.1	XP_003392904.1
OG0006489	XP_015189568.1	XP_012170335.1
OG0006490	XP_015184318.1	XP_012174802.1
OG0006491	XP_015174364.1	XP_003392936.1
OG0006493	XP_015174674.1	XP_003401477.1
OG0006494	XP_015190085.1	XP_012170852.1
OG0006495	XP_015182699.1	XP_003394288.1
OG0006496	XP_015171280.1	XP_012173115.1
OG0006497	XP_015176990.1	XP_012173674.2
OG0006498	XP_015172172.1	XP_003399642.1
OG0006499	XP_015187986.1	XP_020721296.1
OG0006500	XP_015174134.1	XP_012175867.1
OG0006501	XP_015189995.1	XP_003393310.1
OG0006502	XP_015185917.1	XP_012170175.1
OG0006503	XP_015181145.1	XP_012170928.1
OG0006504	XP_015185796.1	XP_020718342.1, XP_012163591.1
OG0006505	XP_015177342.1	XP_012170347.1
OG0006506	XP_015178853.1	XP_012166078.1
OG0006507	XP_015188513.1	XP_012163496.1
OG0006508	XP_015181081.1	XP_012168247.1
OG0006509	XP_015175870.1	XP_020722781.1
OG0006510	XP_015178950.1	XP_012165332.1
OG0006511	XP_015181972.1	XP_003396157.1
OG0006512	XP_015179919.1	XP_020721401.1
OG0006513	XP_015180746.1	XP_020721692.1
OG0006514	XP_015186024.1	XP_003402313.1
OG0006515	XP_015181022.1	XP_003401310.3
OG0006516	XP_015171857.1	XP_003402408.1
OG0006517	XP_015176572.1	XP_012170401.1, XP_003399797.1
OG0006518	XP_015185859.1	XP_003394293.2
OG0006519	XP_015185020.1	XP_012176573.1
OG0006520	XP_015183786.1	XP_012169228.1
OG0006521	XP_015176608.1	XP_012166341.1
OG0006522	XP_015190436.1	XP_003396890.1
OG0006523	XP_015174969.1	XP_012167441.1
OG0006524	XP_015180554.1	XP_012166767.2
OG0006525	XP_015180917.1	XP_012172943.1
OG0006526	XP_015175032.1	XP_012175826.1
OG0006527	XP_015175958.1	XP_003395201.1
OG0006528	XP_015175723.1	XP_020720108.1
OG0006529	XP_015184285.1	XP_003393753.1
OG0006530	XP_015184087.1	XP_003396558.2
OG0006531	XP_015178766.1, XP_015178767.1	XP_020720635.1
OG0006532	XP_015186174.1	XP_003398163.1
OG0006533	XP_015175263.1	XP_003398607.1
OG0006534	XP_015186242.1	XP_003394668.1
OG0006535	XP_015178066.1	XP_012163851.1
OG0006536	XP_015185748.1	XP_012163924.2
OG0006537	XP_015173451.1	XP_012174295.1
OG0006538	XP_015182769.1	XP_003398232.1
OG0006539	XP_015184161.1	XP_012172475.1
OG0006540	XP_015190340.1	XP_012175740.1
OG0006541	XP_015180235.1	XP_012174276.1
OG0006542	XP_015175405.1	XP_020720930.1
OG0006543	XP_015181501.1	XP_012175822.1
OG0006544	XP_015171993.1	XP_003394843.1
OG0006545	XP_015177321.1	XP_003401706.1
OG0006546	XP_015191632.1	XP_003395152.1
OG0006547	XP_015172906.1	XP_003394985.1
OG0006549	XP_015179257.1	XP_003395444.1
OG0006550	XP_015172118.1	XP_012171887.2
OG0006551	XP_015173386.1	XP_012164850.1
OG0006552	XP_015179802.1	XP_003400672.1
OG0006553	XP_015188645.1	XP_020719117.1
OG0006554	XP_015184858.1	XP_003399444.2
OG0006555	XP_015180356.1	XP_012171342.1
OG0006556	XP_015182388.1	XP_003401760.1
OG0006557	XP_015173514.1	XP_003402613.2
OG0006558	XP_015175525.1	XP_003394715.1
OG0006559	XP_015189780.1	XP_012175951.2
OG0006560	XP_015184701.1	XP_020724269.1
OG0006561	XP_015173496.1, XP_015173495.1	XP_012163144.1
OG0006562	XP_015176130.1	XP_003394963.1
OG0006563	XP_015190251.1	XP_012173896.1
OG0006565	XP_015171235.1	XP_003395567.1
OG0006566	XP_015186163.1	XP_012174586.1
OG0006568	XP_015191822.1	XP_003395212.1
OG0006570	XP_015171943.1	XP_020718804.1
OG0006571	XP_015190136.1	XP_003396999.1
OG0006572	XP_015178659.1	XP_020723914.1
OG0006573	XP_015189289.1	XP_012165509.1
OG0006574	XP_015190029.1	XP_003399658.1
OG0006575	XP_015175135.1	XP_003394207.1
OG0006576	XP_015180177.1	XP_012167085.1, XP_003397745.1
OG0006577	XP_015187155.1	XP_012174342.1
OG0006578	XP_015179458.1	XP_012172411.1, XP_012172409.1
OG0006579	XP_015189137.1	XP_003399244.2
OG0006580	XP_015173143.1	XP_003398199.1
OG0006581	XP_015188168.1	XP_012172288.2
OG0006582	XP_015173070.1	XP_003393856.1
OG0006583	XP_015188655.1	XP_020724180.1
OG0006584	XP_015191344.1	XP_012166999.2, XP_020720009.1
OG0006585	XP_015180402.1	XP_012163834.1, XP_012163835.1
OG0006586	XP_015178786.1	XP_003398492.1
OG0006587	XP_015174962.1	XP_003395449.1
OG0006588	XP_015175758.1	XP_003394565.1
OG0006589	XP_015187735.1, XP_015187732.1	XP_012168688.1
OG0006590	XP_015178667.1	XP_003397457.1
OG0006591	XP_015189139.1	XP_012166620.1
OG0006592	XP_015176496.1	XP_003394989.1
OG0006593	XP_015174698.1	XP_012169801.1
OG0006594	XP_015184511.1	XP_003403243.1
OG0006595	XP_015182907.1	XP_003396759.1
OG0006596	XP_015174239.1	XP_012172888.1
OG0006597	XP_015171155.1	XP_012171969.1
OG0006598	XP_015186628.1	XP_012164913.1
OG0006599	XP_015172941.1	XP_012172493.1
OG0006600	XP_015174399.1	XP_020721568.1
OG0006601	XP_015184338.1	XP_003398446.1
OG0006602	XP_015171225.1	XP_012169999.1
OG0006603	XP_015173620.1	XP_012170235.1
OG0006604	XP_015185190.1	XP_003396865.1
OG0006605	XP_015175027.1, XP_015175026.1	XP_003403134.1
OG0006606	XP_015181556.1	XP_012175254.1
OG0006607	XP_015183552.1	XP_003393628.1
OG0006608	XP_015179865.1	XP_003399012.1
OG0006609	XP_015190610.1	XP_012164286.1
OG0006610	XP_015173469.1	XP_012171164.1
OG0006611	XP_015191026.1	XP_020718745.1
OG0006612	XP_015183715.1	XP_003401867.1
OG0006614	XP_015178626.1	XP_020722477.1
OG0006615	XP_015173546.1	XP_003402426.1
OG0006616	XP_015177079.1	XP_012170748.1
OG0006617	XP_015181378.1	XP_003394356.1
OG0006618	XP_015186642.1	XP_012164775.1
OG0006619	XP_015184846.1	XP_003397681.1
OG0006620	XP_015180876.1	XP_020719350.1
OG0006621	XP_015184196.1	XP_012170579.1
OG0006622	XP_015187968.1, XP_015187964.1	XP_003401538.1
OG0006623	XP_015177313.1	XP_020720308.1
OG0006624	XP_015190856.1, XP_015190868.1	XP_020720457.1
OG0006625	XP_015190116.1	XP_003399192.1
OG0006626	XP_015181400.1	XP_020720249.1
OG0006627	XP_015184925.1	XP_012172720.1
OG0006628	XP_015190369.1	XP_012169427.1
OG0006629	XP_015181088.1	XP_020723371.1
OG0006630	XP_015173184.1	XP_003402482.2
OG0006631	XP_015183495.1	XP_003394960.1
OG0006632	XP_015188113.1	XP_020718862.1
OG0006633	XP_015185282.1	XP_003397855.1
OG0006634	XP_015178023.1	XP_003399530.1
OG0006635	XP_015185877.1	XP_003396228.1
OG0006636	XP_015179740.1	XP_020723378.1
OG0006637	XP_015176750.1, XP_015176751.1	XP_012165487.1
OG0006638	XP_015183070.1	XP_003400629.1
OG0006639	XP_015180647.1	XP_012165109.1
OG0006640	XP_015179729.1	XP_012174149.2
OG0006641	XP_015180076.1	XP_003394419.1
OG0006642	XP_015182017.1	XP_012165666.1
OG0006643	XP_015174116.1, XP_015174115.1	XP_003401549.1
OG0006644	XP_015180001.1	XP_012176551.1
OG0006645	XP_015186804.1	XP_003403363.1
OG0006646	XP_015180237.1	XP_003392882.1
OG0006647	XP_015178151.1	XP_020718620.1
OG0006648	XP_015177082.1	XP_003400026.1
OG0006649	XP_015174926.1	XP_012170136.1
OG0006650	XP_015177002.1	XP_020722579.1, XP_020722581.1
OG0006651	XP_015172199.1	XP_012171269.1
OG0006652	XP_015176488.1	XP_020724169.1
OG0006653	XP_015190828.1	XP_020721134.1
OG0006654	XP_015190565.1, XP_015190566.1	XP_003392903.1
OG0006655	XP_015183234.1	XP_003395113.1
OG0006656	XP_015186107.1	XP_012167802.1
OG0006658	XP_015172656.1	XP_003396296.1
OG0006659	XP_015185733.1	XP_003395131.1
OG0006660	XP_015174319.1	XP_003394797.1
OG0006661	XP_015173257.1	XP_003393274.1
OG0006662	XP_015185043.1	XP_020719083.1
OG0006663	XP_015180645.1	XP_012171809.1
OG0006664	XP_015178744.1	XP_003397288.1
OG0006665	XP_015172368.1	XP_020722315.1
OG0006666	XP_015181398.1	XP_003400631.2
OG0006667	XP_015191800.1	XP_012174190.1
OG0006668	XP_015187340.1	XP_003402986.1
OG0006670	XP_015188617.1	XP_003393084.1
OG0006671	XP_015190944.1	XP_012176661.1
OG0006673	XP_015189789.1	XP_012169229.1
OG0006674	XP_015171928.1	XP_020722758.1
OG0006675	XP_015188242.1	XP_003393524.1
OG0006676	XP_015172685.1	XP_003394224.1
OG0006678	XP_015187629.1	XP_020718449.1
OG0006679	XP_015177788.1, XP_015177789.1	XP_003402351.1
OG0006681	XP_015190405.1	XP_003398089.2
OG0006682	XP_015184910.1	XP_012172041.1
OG0006683	XP_015175477.1	XP_020719875.1, XP_003397365.1
OG0006684	XP_015178462.1	XP_003399032.1
OG0006685	XP_015179503.1	XP_012172556.1
OG0006686	XP_015175608.1	XP_003401602.1
OG0006687	XP_015177809.1	XP_012170710.1, XP_003400087.1, XP_020721785.1, XP_020721784.1
OG0006688	XP_015181587.1	XP_012163113.1
OG0006689	XP_015178649.1	XP_003397846.1
OG0006690	XP_015189150.1	XP_003402859.1
OG0006691	XP_015184890.1	XP_003400986.1
OG0006692	XP_015180778.1	XP_012170802.1
OG0006693	XP_015178541.1	XP_003398911.1
OG0006694	XP_015182740.1, XP_015182741.1, XP_015182739.1	XP_003398735.1
OG0006695	XP_015181536.1	XP_012167657.1
OG0006696	XP_015176087.1	XP_003402148.2
OG0006697	XP_015184045.1	XP_012165473.1
OG0006698	XP_015172588.1, XP_015172589.1	XP_003397729.1
OG0006699	XP_015181174.1	XP_012170123.1
OG0006700	XP_015191596.1	XP_003397987.1
OG0006701	XP_015171825.1	XP_003395271.1
OG0006702	XP_015185550.1	XP_003393531.1
OG0006703	XP_015179700.1	XP_020719225.1, XP_003396463.1
OG0006704	XP_015171599.1	XP_003402610.1
OG0006705	XP_015187680.1	XP_012173195.1, XP_012173205.1, XP_012173209.1, XP_012173202.1
OG0006706	XP_015177006.1	XP_012170754.1
OG0006707	XP_015185271.1	XP_003397851.1
OG0006708	XP_015184696.1	XP_003397379.3
OG0006709	XP_015173427.1, XP_015173428.1	XP_003400385.1
OG0006710	XP_015181383.1	XP_012176238.1, XP_003394355.1, XP_012176237.1
OG0006711	XP_015175797.1	XP_003395836.1
OG0006713	XP_015188727.1	XP_003395176.1
OG0006714	XP_015181744.1	XP_012172241.1
OG0006716	XP_015191014.1	XP_020718586.1, XP_012163320.1, XP_020718587.1
OG0006717	XP_015183388.1	XP_003395950.1
OG0006719	XP_015185236.1	XP_012167540.1
OG0006720	XP_015190479.1, XP_015190478.1, XP_015190477.1	XP_003393489.1
OG0006721	XP_015177798.1	XP_012169942.1
OG0006722	XP_015187908.1	XP_003394629.1
OG0006723	XP_015174009.1	XP_003393048.1
OG0006724	XP_015189284.1, XP_015189291.1	XP_003401850.1
OG0006725	XP_015179193.1	XP_003403075.1
OG0006726	XP_015179670.1	XP_012171033.1, XP_012171035.1
OG0006728	XP_015187001.1	XP_003393830.1
OG0006729	XP_015178923.1	XP_003399590.1
OG0006730	XP_015190551.1	XP_020720115.1
OG0006731	XP_015191494.1	XP_012169613.1
OG0006732	XP_015183526.1	XP_012171059.1
OG0006733	XP_015178313.1	XP_012164702.1
OG0006734	XP_015189168.1	XP_012168966.1
OG0006735	XP_015185968.1	XP_012176572.1
OG0006736	XP_015178409.1, XP_015178408.1	XP_012164739.1
OG0006738	XP_015183099.1	XP_003394187.1, XP_012175967.1
OG0006739	XP_015179500.1, XP_015179498.1	XP_012175610.1
OG0006740	XP_015171707.1, XP_015171706.1	XP_012164466.1
OG0006741	XP_015185123.1	XP_012172317.1
OG0006742	XP_015175481.1	XP_003399399.1
OG0006743	XP_015190726.1	XP_003401347.1
OG0006744	XP_015175889.1, XP_015175880.1	XP_012166309.1
OG0006745	XP_015181211.1	XP_012172147.1
OG0006746	XP_015184289.1	XP_012174367.1
OG0006747	XP_015173325.1	XP_003401381.1
OG0006748	XP_015182672.1	XP_003397516.1
OG0006749	XP_015176159.1	XP_012164593.1
OG0006750	XP_015176074.1	XP_003402146.1
OG0006751	XP_015187391.1	XP_020721962.1
OG0006752	XP_015173131.1	XP_012170592.1
OG0006753	XP_015171634.1	XP_012171390.1
OG0006754	XP_015190869.1	XP_003401554.1
OG0006755	XP_015191821.1	XP_020718565.1
OG0006757	XP_015178666.1	XP_003394080.1
OG0006759	XP_015188721.1	XP_020724315.1
OG0006760	XP_015171358.1	XP_012166301.1, XP_012166300.1, XP_012166299.1, XP_003397025.1
OG0006762	XP_015173652.1	XP_012173429.1
OG0006763	XP_015180881.1	XP_003393655.1
OG0006764	XP_015174930.1	XP_012168647.1, XP_012168648.2
OG0006766	XP_015183152.1	XP_003400664.1
OG0006771	XP_015184815.1	XP_003401854.1
OG0006772	XP_015174725.1	XP_020719936.1
OG0006773	XP_015187941.1	XP_003394074.2, XP_020723984.1
OG0006776	XP_015172336.1	XP_012171961.1
OG0006777	XP_015181916.1	XP_012174734.1
OG0006778	XP_015186053.1	XP_003396926.1
OG0006779	XP_015181176.1	XP_012168561.2
OG0006780	XP_015171875.1	XP_012163224.1
OG0006781	XP_015178039.1	XP_003395859.2
OG0006782	XP_015178061.1	XP_020718614.1, XP_003395398.1, XP_012163847.1
OG0006784	XP_015174754.1, XP_015174753.1	XP_020724222.1
OG0006785	XP_015185059.1	XP_003395533.1, XP_020718740.1
OG0006787	XP_015181598.1	XP_003398006.1
OG0006788	XP_015190923.1	XP_012167048.1
OG0006790	XP_015187379.1	XP_020721852.1, XP_020721961.1
OG0006792	XP_015175606.1	XP_012172705.1, XP_012172706.1, XP_012172704.1, XP_003401475.1
OG0006793	XP_015177256.1	XP_020722434.1
OG0006798	XP_015184302.1	XP_003399834.1
OG0006799	XP_015174140.1	XP_003395896.1
OG0006800	XP_015173624.1	XP_003394463.1
OG0006801	XP_015172981.1	XP_003394930.1
OG0006802	XP_015190490.1	XP_003393496.1
OG0006803	XP_015173986.1	XP_003402549.2
OG0006804	XP_015171054.1	XP_003403286.1
OG0006805	XP_015180725.1	XP_020721776.1
OG0006806	XP_015180804.1	XP_003397187.1
OG0006807	XP_015183226.1	XP_003400755.1
OG0006808	XP_015173503.1	XP_003402423.1
OG0006809	XP_015176374.1	XP_003400494.2
OG0006810	XP_015190018.1	XP_012169056.1
OG0006811	XP_015177934.1	XP_012169572.1
OG0006812	XP_015189298.1	XP_003399103.1
OG0006814	XP_015183751.1	XP_012173383.1
OG0006815	XP_015182001.1	XP_003400249.1
OG0006816	XP_015181755.1	XP_020721071.1
OG0006817	XP_015175426.1	XP_003401682.1
OG0006818	XP_015183945.1	XP_012166061.2
OG0006819	XP_015171747.1	XP_003393711.1
OG0006820	XP_015190621.1	XP_012174991.1
OG0006821	XP_015176765.1	XP_003398354.1
OG0006822	XP_015171512.1	XP_003400153.1
OG0006823	XP_015183086.1	XP_003402291.2
OG0006824	XP_015176928.1	XP_003395302.1
OG0006825	XP_015178222.1	XP_020722061.1
OG0006826	XP_015174951.1	XP_012170151.1
OG0006827	XP_015178753.1	XP_012169385.1
OG0006828	XP_015173223.1	XP_003401379.1
OG0006829	XP_015191101.1	XP_003396259.1
OG0006830	XP_015180954.1	XP_020723413.1
OG0006832	XP_015188010.1	XP_003394038.1
OG0006833	XP_015179658.1	XP_003400787.1
OG0006834	XP_015173107.1	XP_003393560.1
OG0006835	XP_015185801.1	XP_003403155.1
OG0006836	XP_015173152.1	XP_003394937.1
OG0006837	XP_015179372.1	XP_003401188.1
OG0006838	XP_015177609.1	XP_020719964.1
OG0006839	XP_015178735.1	XP_003397417.1
OG0006840	XP_015173238.1	XP_003401369.1
OG0006841	XP_015189270.1	XP_003403102.1
OG0006842	XP_015176885.1	XP_003402589.1
OG0006843	XP_015186926.1	XP_003402905.1
OG0006844	XP_015191165.1	XP_012167997.1
OG0006845	XP_015181513.1	XP_020722897.1
OG0006846	XP_015190784.1	XP_003394141.1
OG0006847	XP_015173695.1	XP_003396794.1
OG0006848	XP_015182887.1	XP_003402787.1
OG0006849	XP_015177686.1	XP_003399929.1
OG0006850	XP_015176507.1	XP_003392985.1
OG0006851	XP_015188805.1	XP_020724288.1
OG0006852	XP_015177209.1	XP_003400619.1
OG0006853	XP_015179628.1	XP_003400567.1
OG0006854	XP_015190708.1	XP_012172352.1
OG0006855	XP_015175557.1	XP_020724209.1
OG0006856	XP_015188294.1	XP_012168250.1
OG0006857	XP_015182904.1	XP_003399914.1
OG0006858	XP_015175589.1	XP_003398570.1
OG0006859	XP_015189642.1	XP_003400765.1
OG0006861	XP_015184801.1	XP_003400623.1
OG0006862	XP_015188774.1	XP_003394334.1
OG0006863	XP_015181523.1	XP_003402282.1
OG0006864	XP_015190183.1	XP_003396809.1
OG0006865	XP_015175051.1	XP_003398675.1
OG0006866	XP_015181765.1	XP_012172404.1
OG0006867	XP_015177895.1	XP_003395021.1
OG0006868	XP_015187305.1	XP_003394170.1
OG0006869	XP_015184639.1	XP_003400882.1
OG0006870	XP_015185149.1	XP_020722524.1
OG0006871	XP_015189446.1	XP_020721225.1
OG0006872	XP_015174417.1	XP_003392863.1
OG0006873	XP_015190355.1	XP_003401711.1
OG0006874	XP_015187348.1	XP_020723014.1
OG0006875	XP_015172560.1	XP_003398800.1
OG0006876	XP_015175496.1	XP_012166107.1
OG0006877	XP_015175984.1	XP_003402878.1
OG0006878	XP_015179927.1	XP_003399099.1
OG0006879	XP_015176879.1	XP_003401234.1
OG0006880	XP_015179373.1	XP_003401218.1
OG0006881	XP_015174968.1	XP_012174243.1
OG0006882	XP_015184819.1	XP_003395636.1
OG0006883	XP_015190670.1	XP_003395285.1
OG0006884	XP_015177155.1	XP_012173584.1
OG0006885	XP_015181939.1	XP_003399348.1
OG0006886	XP_015187408.1	XP_012173051.1
OG0006887	XP_015187918.1	XP_003394069.1
OG0006888	XP_015183150.1	XP_012171496.1
OG0006890	XP_015175482.1	XP_012167870.1
OG0006891	XP_015180434.1	XP_012163661.1
OG0006892	XP_015171461.1	XP_003396271.1
OG0006893	XP_015179926.1	XP_012169313.1
OG0006894	XP_015175576.1	XP_003393545.1
OG0006895	XP_015183006.1	XP_003403025.2
OG0006896	XP_015185276.1	XP_012164469.1
OG0006897	XP_015176248.1	XP_020722489.1
OG0006898	XP_015189275.1	XP_003394177.1
OG0006899	XP_015190778.1	XP_003397098.1
OG0006900	XP_015176952.1	XP_003398351.1
OG0006901	XP_015177780.1	XP_003401993.1
OG0006902	XP_015181899.1	XP_003398894.1
OG0006903	XP_015187120.1	XP_012169485.1
OG0006904	XP_015185717.1	XP_003400053.1
OG0006905	XP_015184929.1	XP_003393203.1
OG0006906	XP_015184521.1	XP_012164090.1
OG0006907	XP_015180156.1	XP_012166313.1
OG0006908	XP_015177892.1	XP_003395016.1
OG0006909	XP_015179623.1	XP_003400683.1
OG0006910	XP_015188732.1	XP_012163620.1
OG0006911	XP_015187558.1	XP_003394422.1
OG0006912	XP_015181641.1	XP_012167606.1
OG0006913	XP_015177825.1	XP_020723290.1
OG0006914	XP_015190727.1	XP_003392992.1
OG0006915	XP_015186393.1	XP_003393482.1
OG0006916	XP_015172898.1	XP_003394984.1
OG0006917	XP_015175696.1	XP_012169145.1
OG0006918	XP_015175767.1	XP_012163791.1
OG0006919	XP_015174168.1	XP_020721640.1
OG0006920	XP_015185849.1	XP_012165255.1
OG0006921	XP_015177546.1	XP_003396742.1
OG0006922	XP_015184174.1	XP_020722470.1
OG0006923	XP_015173201.1	XP_003398197.1
OG0006924	XP_015172557.1	XP_003403121.1
OG0006925	XP_015177615.1	XP_003395195.1
OG0006926	XP_015183805.1	XP_012166497.1
OG0006927	XP_015186950.1	XP_020721964.1
OG0006928	XP_015181998.1	XP_003397246.2
OG0006929	XP_015187514.1	XP_012173089.1
OG0006930	XP_015178557.1	XP_003397588.3
OG0006931	XP_015182280.1	XP_003399144.1
OG0006932	XP_015186633.1	XP_003401053.1
OG0006933	XP_015173569.1	XP_012175908.1
OG0006934	XP_015175562.1	XP_020721569.1
OG0006935	XP_015177560.1	XP_003396735.1
OG0006937	XP_015179502.1	XP_003401390.1
OG0006938	XP_015184774.1	XP_012174171.1
OG0006939	XP_015187616.1	XP_020718445.1
OG0006940	XP_015183752.1	XP_012171613.1
OG0006941	XP_015172143.1	XP_003400435.1
OG0006943	XP_015183845.1	XP_020723925.1
OG0006944	XP_015181341.1	XP_012176255.1
OG0006945	XP_015173991.1	XP_012165772.1
OG0006946	XP_015188016.1	XP_003397842.1
OG0006947	XP_015177185.1	XP_003393820.1
