Orthogroup	Polistes_dominula	Tribolium_castaneum
OG0006941	XP_015172143.1	XP_008195762.1
OG0006943	XP_015183845.1	XP_008193746.1
OG0006944	XP_015181341.1	XP_008201060.1
OG0006945	XP_015173991.1	XP_969203.2
OG0006946	XP_015188016.1	XP_008200288.1
OG0006947	XP_015177185.1	XP_973570.1
OG0006948	XP_015187679.1, XP_015187678.1	XP_008198270.1
OG0006949	XP_015172067.1	XP_015838201.1
OG0006950	XP_015179121.1	XP_973480.2
OG0006951	XP_015171424.1	XP_970204.1
OG0006952	XP_015189773.1	XP_015835630.1
OG0006953	XP_015188290.1	XP_015839532.1
OG0006954	XP_015190678.1	XP_967467.2
OG0006956	XP_015173151.1	XP_015833966.1
OG0006957	XP_015190495.1	XP_973468.3
OG0006958	XP_015172145.1	NP_001164082.1
OG0006959	XP_015182487.1, XP_015182486.1	XP_015834024.1
OG0006960	XP_015185163.1	XP_969509.2
OG0006961	XP_015174064.1	XP_015836438.1
OG0006962	XP_015179542.1	XP_974286.2
OG0006963	XP_015175955.1, XP_015175956.1	XP_008195284.1
OG0006965	XP_015189128.1	XP_973950.3
OG0006966	XP_015179301.1	XP_971551.3
OG0006967	XP_015174218.1	XP_008198761.1
OG0006968	XP_015179350.1	XP_008200646.1
OG0006969	XP_015177950.1	XP_969750.1
OG0006970	XP_015172713.1	XP_001814289.1
OG0006971	XP_015180838.1	XP_015839300.1
OG0006972	XP_015177475.1	XP_008192700.1
OG0006973	XP_015185474.1	XP_972631.1
OG0006974	XP_015186441.1	XP_008196668.1
OG0006975	XP_015183712.1	XP_008196993.1
OG0006976	XP_015178915.1	XP_972571.3
OG0006977	XP_015172309.1, XP_015172298.1	NP_001135924.1, XP_008195061.1
OG0006978	XP_015187072.1	XP_968458.1
OG0006979	XP_015175409.1	XP_008195999.1
OG0006980	XP_015173024.1	XP_008194484.1
OG0006981	XP_015188229.1	XP_973880.2
OG0006982	XP_015185480.1	XP_001809957.2
OG0006983	XP_015185193.1	XP_008191400.1
OG0006985	XP_015172882.1	XP_008195301.1
OG0006986	XP_015189190.1	XP_008195731.1
OG0006987	XP_015179712.1	XP_008193981.1
OG0006988	XP_015177957.1	XP_008193701.1
OG0006989	XP_015173533.1	XP_001814386.1
OG0006990	XP_015173187.1	XP_008191786.1
OG0006991	XP_015182783.1	XP_008196992.2
OG0006992	XP_015171598.1	XP_008200240.1
OG0006993	XP_015174360.1	XP_015833265.1
OG0006994	XP_015176446.1	XP_969934.1
OG0006996	XP_015179697.1	XP_015833010.1
OG0006997	XP_015189607.1	XP_974845.1
OG0006998	XP_015189662.1	XP_008200604.1
OG0006999	XP_015174164.1	XP_008191989.1
OG0007000	XP_015181241.1	XP_008194861.2
OG0007001	XP_015184168.1	XP_008197627.1
OG0007002	XP_015177838.1	XP_008197274.1
OG0007003	XP_015180995.1	XP_001813943.1
OG0007004	XP_015184746.1	XP_968438.1
OG0007006	XP_015189376.1	XP_972330.1
OG0007007	XP_015177694.1	XP_008201495.2, NP_001034502.1
OG0007008	XP_015181110.1	XP_015838590.1
OG0007009	XP_015181087.1	XP_970941.1
OG0007010	XP_015182178.1	XP_975275.1
OG0007011	XP_015176972.1	XP_008191582.1
OG0007012	XP_015180363.1	XP_008191039.1
OG0007014	XP_015181283.1	XP_971484.2
OG0007015	XP_015171773.1	XP_008201097.1
OG0007016	XP_015186133.1	XP_971522.3
OG0007017	XP_015190437.1	XP_969718.2
OG0007018	XP_015179944.1	XP_969135.2
OG0007019	XP_015186104.1	XP_008198020.1
OG0007020	XP_015177430.1	XP_971952.1
OG0007021	XP_015186293.1	XP_971435.1
OG0007022	XP_015176212.1	XP_966401.2
OG0007023	XP_015176940.1	XP_973447.1
OG0007024	XP_015172714.1	XP_008196115.1
OG0007025	XP_015190366.1	XP_008199146.1
OG0007026	XP_015183600.1	XP_973490.1
OG0007027	XP_015182187.1	XP_972814.1
OG0007028	XP_015187474.1	XP_008196432.1
OG0007029	XP_015180480.1	XP_015833018.1
OG0007030	XP_015172462.1	XP_008196307.1
OG0007031	XP_015189442.1	XP_970259.1
OG0007032	XP_015185981.1	XP_970738.2, NP_001164234.1
OG0007033	XP_015172695.1	XP_008193579.1
OG0007034	XP_015173349.1, XP_015173348.1	XP_967786.3
OG0007035	XP_015183711.1	XP_966789.1
OG0007036	XP_015191783.1	XP_971978.1
OG0007037	XP_015183929.1	XP_015835607.1
OG0007038	XP_015181743.1	XP_968695.1
OG0007039	XP_015174532.1	XP_015837702.1
OG0007040	XP_015188919.1	XP_008199016.1
OG0007041	XP_015184102.1	NP_001153714.1
OG0007042	XP_015183063.1	XP_008191672.1
OG0007043	XP_015188574.1	XP_967929.2
OG0007044	XP_015191448.1	XP_001813224.1
OG0007045	XP_015185174.1	XP_974163.1
OG0007046	XP_015182335.1	XP_008193053.1
OG0007047	XP_015188622.1	XP_008200722.1
OG0007048	XP_015177262.1	XP_008201554.1
OG0007049	XP_015185320.1	XP_008192076.1
OG0007050	XP_015178994.1	XP_008195902.1
OG0007051	XP_015184193.1	XP_015838964.1
OG0007052	XP_015180009.1	XP_966811.1
OG0007053	XP_015176646.1	XP_008201283.1
OG0007054	XP_015183397.1	XP_008195404.1
OG0007055	XP_015182660.1	XP_008196147.1
OG0007056	XP_015188841.1	XP_008198233.1
OG0007057	XP_015176628.1	XP_008201718.1
OG0007058	XP_015184695.1	XP_015838147.1
OG0007059	XP_015181173.1	NP_001123908.1
OG0007060	XP_015190260.1	XP_015840829.1
OG0007061	XP_015178689.1	XP_015836514.1
OG0007062	XP_015185677.1	XP_973732.1
OG0007063	XP_015177086.1	XP_974423.1
OG0007064	XP_015186278.1	XP_973384.2
OG0007065	XP_015184922.1	XP_970566.1
OG0007066	XP_015185829.1	XP_008197648.1
OG0007067	XP_015184192.1	NP_001280524.1
OG0007068	XP_015184343.1	XP_008192032.1
OG0007069	XP_015186758.1	XP_001812376.1
OG0007070	XP_015183196.1	XP_969516.1
OG0007071	XP_015174430.1	XP_967534.2
OG0007072	XP_015177697.1	XP_008197736.1
OG0007073	XP_015172464.1	XP_008195158.1
OG0007074	XP_015190663.1	XP_001808956.1
OG0007075	XP_015173330.1	XP_008190891.1
OG0007076	XP_015173202.1	XP_008200897.1
OG0007077	XP_015185089.1	XP_001814707.1
OG0007078	XP_015176333.1	XP_973267.1
OG0007079	XP_015180212.1	XP_008197621.1
OG0007080	XP_015172335.1	XP_008196696.1
OG0007081	XP_015178841.1	XP_974701.1
OG0007082	XP_015182138.1	XP_008193543.1
OG0007083	XP_015181330.1	XP_972683.3
OG0007084	XP_015177171.1	XP_015836586.1
OG0007085	XP_015176688.1	XP_970857.2
OG0007086	XP_015187519.1	XP_008198238.1
OG0007088	XP_015186103.1	XP_971540.1
OG0007089	XP_015172566.1	XP_008191778.1
OG0007090	XP_015191715.1	XP_015833371.1
OG0007091	XP_015176855.1	XP_015835224.1
OG0007092	XP_015180157.1	XP_972003.1
OG0007093	XP_015177474.1, XP_015177472.1	XP_971236.1
OG0007094	XP_015180592.1	XP_970123.1
OG0007095	XP_015184635.1	XP_975675.1
OG0007096	XP_015188772.1	XP_008190416.1
OG0007097	XP_015188852.1	XP_008197904.1
OG0007098	XP_015176877.1	XP_008193305.1
OG0007099	XP_015183627.1	XP_008194038.1
OG0007100	XP_015184648.1	XP_008201411.1
OG0007101	XP_015175382.1	XP_966919.1
OG0007102	XP_015182428.1	XP_974278.2
OG0007103	XP_015175239.1	XP_969098.1
OG0007104	XP_015175542.1	XP_966692.1
OG0007105	XP_015189569.1	XP_972929.2
OG0007106	XP_015191820.1	XP_008191478.1
OG0007107	XP_015185850.1	XP_001810630.1
OG0007108	XP_015187123.1	XP_008196119.1
OG0007109	XP_015172845.1	XP_008192381.1
OG0007110	XP_015176499.1	XP_971072.1
OG0007111	XP_015186025.1	XP_008190418.1
OG0007112	XP_015189120.1	XP_969599.2
OG0007113	XP_015181434.1	XP_974276.1
OG0007114	XP_015174415.1	XP_015839247.1
OG0007115	XP_015177249.1	XP_015835463.1
OG0007116	XP_015173019.1	XP_967634.1
OG0007117	XP_015186592.1	XP_015833128.1
OG0007118	XP_015178098.1	XP_971485.1
OG0007119	XP_015176216.1	XP_008192226.1
OG0007120	XP_015179086.1	XP_015840874.1
OG0007121	XP_015183658.1	XP_972051.1
OG0007122	XP_015174947.1	XP_015835775.1
OG0007123	XP_015181047.1	XP_001809966.1
OG0007124	XP_015176834.1	XP_975626.3
OG0007125	XP_015183385.1	XP_008193970.1
OG0007126	XP_015173763.1	XP_001812383.1
OG0007127	XP_015180787.1	XP_972542.1
OG0007128	XP_015190420.1	XP_015833446.1
OG0007129	XP_015182671.1	XP_971515.1
OG0007130	XP_015181039.1	XP_015840059.1
OG0007131	XP_015180353.1	XP_015838202.1
OG0007132	XP_015179620.1	XP_973337.1
OG0007134	XP_015182250.1	XP_973727.1
OG0007135	XP_015180239.1	XP_008196769.1
OG0007136	XP_015172905.1	XP_008198288.1
OG0007137	XP_015172174.1	XP_971875.2
OG0007138	XP_015191024.1	XP_008196761.1
OG0007139	XP_015177799.1	XP_015835882.1
OG0007140	XP_015191514.1	XP_971592.1
OG0007141	XP_015181106.1	XP_969519.1, XP_967683.1
OG0007142	XP_015188318.1	XP_008190912.1
OG0007143	XP_015179582.1	XP_008192184.1
OG0007144	XP_015179249.1	XP_975269.1
OG0007145	XP_015184536.1	XP_966534.1
OG0007146	XP_015176266.1	XP_969419.1
OG0007147	XP_015173398.1	XP_015833137.1
OG0007148	XP_015175505.1	XP_966613.1
OG0007149	XP_015187336.1	NP_001161912.1
OG0007150	XP_015174673.1	XP_008197796.1
OG0007151	XP_015173538.1	XP_008194161.1
OG0007152	XP_015177114.1	XP_008200700.1
OG0007153	XP_015183138.1	XP_971137.1
OG0007154	XP_015188907.1	XP_971457.1
OG0007155	XP_015180450.1	XP_008199264.1
OG0007156	XP_015182953.1	XP_971047.1
OG0007157	XP_015176145.1	XP_008190697.1
OG0007158	XP_015181120.1	XP_015838005.1
OG0007159	XP_015177706.1	XP_966996.1
OG0007160	XP_015180205.1	XP_969040.2
OG0007161	XP_015173237.1	XP_967197.1
OG0007162	XP_015179185.1	XP_008192313.1
OG0007163	XP_015181950.1, XP_015181951.1	NP_001103903.1
OG0007164	XP_015189659.1	XP_973842.1
OG0007165	XP_015175021.1	XP_008194930.1
OG0007166	XP_015173924.1	XP_967328.1
OG0007168	XP_015173691.1	XP_974633.1
OG0007169	XP_015173990.1	XP_969130.2
OG0007171	XP_015181433.1	XP_969670.3
OG0007173	XP_015189121.1	XP_974792.1
OG0007174	XP_015180400.1	XP_975635.1
OG0007175	XP_015190602.1	XP_968222.2
OG0007176	XP_015179593.1	XP_008199627.1
OG0007177	XP_015176800.1	XP_008199911.1
OG0007178	XP_015171931.1	XP_969971.1
OG0007179	XP_015178253.1	XP_015838696.1
OG0007180	XP_015175519.1	XP_015838690.1
OG0007181	XP_015173981.1	XP_008198645.1, XP_008198647.1
OG0007182	XP_015182708.1	XP_968551.1
OG0007183	XP_015174752.1	XP_008195882.1
OG0007184	XP_015171807.1	XP_015832906.1
OG0007185	XP_015175787.1	XP_008196296.1
OG0007186	XP_015176487.1	XP_015839447.1
OG0007187	XP_015177701.1	XP_968231.1
OG0007188	XP_015191544.1	XP_971149.1
OG0007189	XP_015181074.1	XP_015838931.1, NP_001036036.1
OG0007190	XP_015182867.1	XP_969008.2
OG0007192	XP_015171130.1	XP_975105.3
OG0007194	XP_015189288.1	XP_008201563.1
OG0007195	XP_015188771.1	XP_001815629.1
OG0007196	XP_015190000.1	XP_008192248.1
OG0007197	XP_015172087.1	XP_008195661.1
OG0007198	XP_015173858.1	XP_975504.1
OG0007200	XP_015186056.1	XP_008190461.1
OG0007201	XP_015179939.1	XP_008192657.1
OG0007202	XP_015187105.1	XP_001811434.1
OG0007203	XP_015174793.1	XP_001814107.1
OG0007205	XP_015177813.1	XP_008197825.1
OG0007206	XP_015174421.1	XP_008195323.1
OG0007208	XP_015184932.1	XP_968840.1
OG0007209	XP_015182038.1	XP_008195715.1
OG0007210	XP_015173301.1	XP_015840541.1
OG0007211	XP_015186627.1	XP_008193025.1
OG0007212	XP_015181046.1	XP_966496.1
OG0007213	XP_015185724.1	XP_015835477.1
OG0007214	XP_015171945.1	XP_015837044.1, NP_001034536.1
OG0007216	XP_015187488.1	XP_015833514.1
OG0007217	XP_015174449.1	XP_008194411.1
OG0007218	XP_015175282.1	XP_001815244.2
OG0007220	XP_015185204.1	XP_971766.1
OG0007221	XP_015183241.1	XP_015840172.1, XP_015840182.1
OG0007222	XP_015182274.1	XP_973105.1
OG0007223	XP_015189055.1	XP_967839.1
OG0007225	XP_015187569.1	XP_971019.1
OG0007226	XP_015171043.1	XP_969731.1
OG0007227	XP_015186091.1	XP_968441.2
OG0007228	XP_015190969.1	XP_975059.2
OG0007229	XP_015191229.1	XP_975201.1
OG0007230	XP_015186256.1	XP_969003.3
OG0007231	XP_015184301.1	XP_008191602.1
OG0007232	XP_015188986.1	XP_969887.1
OG0007233	XP_015179332.1	NP_001034494.1
OG0007234	XP_015191744.1	XP_008200633.1
OG0007235	XP_015175747.1	XP_015838601.1
OG0007236	XP_015174287.1	XP_015834042.1
OG0007237	XP_015190368.1	XP_008198009.2
OG0007238	XP_015179627.1	XP_969925.2
OG0007239	XP_015177441.1	XP_967995.2
OG0007240	XP_015172641.1	XP_008198372.1
OG0007241	XP_015175875.1	XP_001812287.1
OG0007242	XP_015175418.1	XP_015840640.1
OG0007243	XP_015172963.1	XP_967524.1
OG0007244	XP_015174567.1	XP_008198257.1
OG0007245	XP_015176040.1	XP_973962.1
OG0007247	XP_015183671.1, XP_015183669.1	XP_008193996.1
OG0007248	XP_015185011.1	XP_008195420.1
OG0007249	XP_015181823.1	XP_008191719.1
OG0007250	XP_015188964.1	XP_971879.2
OG0007251	XP_015182607.1	XP_969311.1
OG0007252	XP_015191323.1, XP_015191332.1	XP_015833838.1
OG0007253	XP_015190252.1	XP_969241.1
OG0007254	XP_015183826.1	XP_001811450.1
OG0007256	XP_015178984.1	XP_008200730.1
OG0007257	XP_015185397.1	XP_008191981.1
OG0007259	XP_015173697.1	XP_008190963.1
OG0007260	XP_015175061.1	XP_008193034.1
OG0007262	XP_015177968.1	XP_008190807.1
OG0007263	XP_015171391.1	XP_973446.3
OG0007264	XP_015179833.1	XP_015840525.1
OG0007265	XP_015175592.1	XP_970112.1
OG0007268	XP_015177617.1	XP_001812757.1
OG0007269	XP_015176124.1	XP_967400.1
OG0007270	XP_015180780.1	XP_008190728.1
OG0007271	XP_015183484.1	XP_974100.1
OG0007272	XP_015184376.1	XP_975616.1
OG0007273	XP_015177207.1	XP_008201268.1
OG0007275	XP_015180926.1	XP_966940.1
OG0007276	XP_015171369.1	XP_971936.1
OG0007277	XP_015183977.1	XP_008192620.1
OG0007278	XP_015173091.1	XP_967748.1
OG0007279	XP_015177315.1	XP_008193020.1
OG0007280	XP_015188024.1	XP_008200287.1
OG0007281	XP_015178824.1	XP_001807104.1
OG0007282	XP_015190824.1	XP_972905.1
OG0007283	XP_015189374.1	XP_973892.2
OG0007284	XP_015177374.1	XP_008190394.1
OG0007285	XP_015180457.1	XP_970257.1
OG0007286	XP_015187958.1	XP_008196323.1
OG0007287	XP_015177300.1	XP_969070.1
OG0007288	XP_015177251.1	XP_015839619.1, NP_001164152.1
OG0007289	XP_015186750.1	XP_001809986.1
OG0007290	XP_015173229.1	XP_972144.1
OG0007291	XP_015187932.1	XP_974635.1
OG0007293	XP_015173669.1	XP_008200359.1
OG0007294	XP_015175710.1	XP_968165.1
OG0007295	XP_015182798.1	XP_008200637.1
OG0007296	XP_015187726.1	XP_008199223.2
OG0007297	XP_015189074.1	XP_969394.1
OG0007298	XP_015188092.1	XP_966727.1
OG0007299	XP_015176654.1	XP_967657.1
OG0007300	XP_015191277.1	XP_008201418.1
OG0007301	XP_015191725.1	XP_975432.1
OG0007302	XP_015187996.1	XP_008196093.1
OG0007303	XP_015190697.1	XP_967428.1
OG0007304	XP_015184940.1	XP_008199397.1
OG0007305	XP_015181976.1	XP_008191060.1
OG0007306	XP_015182713.1	XP_008191539.1
OG0007307	XP_015175913.1	XP_974006.1
OG0007308	XP_015186392.1	XP_015840372.1
OG0007309	XP_015186754.1	XP_008195093.1, XP_008195092.1
OG0007311	XP_015175398.1	XP_968887.1
OG0007312	XP_015183867.1	XP_973963.1
OG0007313	XP_015186832.1	XP_968704.1
OG0007314	XP_015174137.1	XP_015838869.1
OG0007315	XP_015185379.1	XP_008191493.1
OG0007316	XP_015172128.1	XP_015835093.1
OG0007317	XP_015185170.1	XP_008193043.1
OG0007318	XP_015178146.1	XP_971349.1
OG0007319	XP_015175129.1	XP_968103.1
OG0007320	XP_015189228.1	XP_969453.1
OG0007321	XP_015183838.1	XP_008198269.1
OG0007322	XP_015178443.1	XP_008192069.1
OG0007323	XP_015185015.1	XP_008197212.1
OG0007324	XP_015172056.1	XP_974603.1
OG0007325	XP_015176131.1	XP_008192969.1
OG0007326	XP_015179742.1	XP_974584.2
OG0007327	XP_015181802.1	XP_975414.2
OG0007328	XP_015182360.1	XP_008193320.1
OG0007330	XP_015185855.1	XP_008201148.1
OG0007331	XP_015183054.1	XP_969224.2
OG0007332	XP_015191284.1	XP_971037.1
OG0007333	XP_015184133.1	XP_015832914.1
OG0007334	XP_015176117.1	XP_015838807.1
OG0007335	XP_015186610.1	XP_971953.1
OG0007336	XP_015185872.1	XP_008194234.2
OG0007337	XP_015189286.1	XP_008191355.1
OG0007338	XP_015171224.1	XP_008197688.1
OG0007339	XP_015187705.1	XP_015840528.1
OG0007340	XP_015187550.1	XP_008191178.1, NP_001164142.1
OG0007341	XP_015172767.1	XP_001810176.2
OG0007342	XP_015171775.1	XP_972350.2
OG0007343	XP_015172526.1	XP_008194632.1
OG0007344	XP_015174721.1	XP_015837006.1
OG0007345	XP_015190735.1	NP_001034499.1
OG0007346	XP_015181935.1	XP_015835530.1
OG0007347	XP_015187000.1	XP_008190899.1
OG0007348	XP_015189012.1	XP_008193614.1
OG0007349	XP_015186036.1	XP_015840822.1
OG0007350	XP_015177732.1	XP_015838467.1
OG0007351	XP_015187515.1	XP_972294.2
OG0007352	XP_015175854.1	XP_008201623.1
OG0007353	XP_015173786.1	XP_971778.1
OG0007355	XP_015182208.1	XP_008195845.1
OG0007356	XP_015181753.1	XP_970427.1
OG0007358	XP_015187821.1	XP_008197965.1
OG0007359	XP_015175299.1	XP_015834573.1
OG0007360	XP_015173473.1	XP_008192581.1
OG0007361	XP_015175534.1	XP_015838693.1
OG0007362	XP_015174357.1	XP_008192342.1
OG0007363	XP_015188755.1	XP_970873.1
OG0007364	XP_015189146.1	XP_972870.1
OG0007365	XP_015178650.1	XP_975158.1
OG0007366	XP_015183133.1	XP_008199209.1
OG0007367	XP_015191488.1	XP_008197362.1
OG0007368	XP_015176493.1	XP_973716.2
OG0007369	XP_015171843.1	XP_008200052.1
OG0007370	XP_015181766.1	XP_967040.1
OG0007371	XP_015190188.1	XP_969497.1
OG0007372	XP_015178094.1	XP_967896.1
OG0007374	XP_015176697.1	XP_015840615.1
OG0007375	XP_015179883.1	XP_015835021.1
OG0007376	XP_015188780.1	XP_008199884.1
OG0007377	XP_015177434.1	XP_015834849.1
OG0007378	XP_015188243.1	XP_008194255.1
OG0007379	XP_015184527.1	XP_008194717.1
OG0007380	XP_015191672.1	XP_008196564.1
OG0007381	XP_015185450.1	XP_015834977.1
OG0007382	XP_015190712.1	XP_008196370.1
OG0007383	XP_015189507.1	XP_008199108.1
OG0007384	XP_015187387.1	XP_008195826.1
OG0007385	XP_015175567.1	XP_015838449.1
OG0007386	XP_015185695.1	XP_008201422.1
OG0007387	XP_015175683.1	XP_008195616.1
OG0007388	XP_015179971.1	XP_015834926.1
OG0007390	XP_015175669.1	XP_015837796.1
OG0007391	XP_015171983.1	XP_015834734.1, XP_015834735.1, XP_015834736.1
OG0007392	XP_015173910.1	XP_015836550.1
OG0007393	XP_015173562.1	XP_008192063.2
OG0007394	XP_015184982.1	XP_974748.1
OG0007395	XP_015183085.1	XP_015834017.1
OG0007396	XP_015171366.1	XP_008190721.1
OG0007397	XP_015175587.1	XP_969461.1
OG0007398	XP_015171789.1	XP_008198081.1
OG0007399	XP_015177525.1	XP_975345.2
OG0007401	XP_015179893.1	XP_008194941.1
OG0007402	XP_015179798.1	XP_008196910.1
OG0007403	XP_015179261.1	NP_001164293.1
OG0007404	XP_015185062.1	XP_008196416.1
OG0007405	XP_015177493.1	XP_008200386.1
OG0007406	XP_015171343.1	XP_015835690.1
OG0007407	XP_015190817.1	XP_015833344.1
OG0007408	XP_015186578.1	XP_008198691.1
OG0007409	XP_015176495.1	XP_008201165.1
OG0007410	XP_015189921.1	XP_969609.1
OG0007411	XP_015179159.1	XP_008195877.1
OG0007413	XP_015174609.1	XP_968346.2
OG0007414	XP_015173940.1	XP_968074.1
OG0007415	XP_015181908.1	XP_970543.1
OG0007416	XP_015174938.1	XP_008193121.1
OG0007417	XP_015180170.1	XP_008195391.1
OG0007418	XP_015190239.1	XP_008194460.1
OG0007419	XP_015191597.1	XP_970878.1
OG0007420	XP_015190496.1	XP_972406.2
OG0007421	XP_015175580.1	XP_970052.1, XP_969906.2
OG0007422	XP_015177885.1	XP_967756.1
OG0007423	XP_015177334.1	XP_008191818.1
OG0007424	XP_015185563.1	XP_008191009.1
OG0007425	XP_015187382.1	XP_008195160.1
OG0007426	XP_015182499.1	XP_008192974.1
OG0007427	XP_015180770.1	XP_015839209.1
OG0007428	XP_015178768.1	XP_015837641.1
OG0007429	XP_015189181.1	XP_974929.1
OG0007430	XP_015183102.1	XP_971970.1
OG0007431	XP_015179915.1	XP_972831.1
OG0007432	XP_015173259.1	XP_015834570.1
OG0007433	XP_015186447.1, XP_015186444.1	XP_008193451.1
OG0007434	XP_015191143.1	XP_971391.1
OG0007435	XP_015179534.1	XP_008196148.1
OG0007436	XP_015190978.1	XP_008199883.1
OG0007437	XP_015179046.1	XP_008194162.1
OG0007438	XP_015176880.1	XP_008191282.1
OG0007439	XP_015181387.1	XP_008193999.1
OG0007440	XP_015176911.1	XP_008190900.1
OG0007441	XP_015176237.1	XP_008199194.1
OG0007442	XP_015180060.1	XP_967193.1
OG0007443	XP_015174489.1	XP_008190293.1
OG0007444	XP_015172049.1	XP_015834518.1
OG0007445	XP_015185746.1	XP_015837450.1
OG0007446	XP_015186892.1	XP_008191462.1
OG0007447	XP_015184585.1	XP_969728.1
OG0007449	XP_015177352.1	XP_015838817.1
OG0007450	XP_015177849.1	XP_972477.1
OG0007451	XP_015185067.1	XP_015833693.1
OG0007452	XP_015175438.1	XP_008199691.1
OG0007453	XP_015177442.1	XP_008193139.1
OG0007454	XP_015191117.1	XP_008190905.1
OG0007455	XP_015178928.1	XP_015833802.1
OG0007456	XP_015187378.1	XP_015834828.1
OG0007457	XP_015175194.1	XP_970749.1
OG0007458	XP_015175424.1	XP_974194.1
OG0007459	XP_015189157.1	XP_008193745.1
OG0007460	XP_015190979.1	XP_008190591.1
OG0007461	XP_015179935.1	XP_015834965.1
OG0007462	XP_015174117.1	NP_001034531.1
OG0007464	XP_015174380.1	XP_966432.2
OG0007465	XP_015172476.1	XP_008195772.1
OG0007466	XP_015185562.1	XP_015836195.1
OG0007467	XP_015186023.1	XP_971322.1
OG0007468	XP_015174471.1	XP_015834526.1
OG0007469	XP_015177443.1	XP_008198516.1
OG0007470	XP_015187619.1	XP_969586.1
OG0007472	XP_015171363.1	XP_972377.2
OG0007473	XP_015174602.1	XP_008193355.1
OG0007474	XP_015187653.1	XP_967725.2
OG0007475	XP_015183236.1	XP_008191920.1
OG0007477	XP_015186871.1	XP_967694.1
OG0007478	XP_015184001.1, XP_015184000.1	XP_972381.1
OG0007479	XP_015174715.1	XP_973835.1
OG0007480	XP_015182841.1	XP_008193260.1
OG0007481	XP_015190739.1	XP_973616.1
OG0007485	XP_015185902.1	XP_008194935.1
OG0007486	XP_015188117.1	XP_008195648.1
OG0007487	XP_015186602.1	XP_008196154.1
OG0007488	XP_015172678.1	XP_008190463.1
OG0007489	XP_015171110.1	XP_970660.2
OG0007493	XP_015186442.1	XP_008192162.1
OG0007494	XP_015189562.1	XP_008195924.1
OG0007495	XP_015173393.1, XP_015173400.1	XP_973930.2
OG0007496	XP_015184547.1	XP_015837516.1
OG0007497	XP_015178552.1	XP_008191147.1, XP_008194938.1
OG0007498	XP_015178668.1	XP_008192759.1
OG0007499	XP_015189211.1, XP_015189212.1	XP_001811946.1
OG0007500	XP_015187284.1	XP_008192118.1
OG0007503	XP_015184444.1	XP_969558.2
OG0007504	XP_015171637.1	XP_970938.2
OG0007505	XP_015191196.1	XP_008193681.1
OG0007507	XP_015179055.1	XP_008192894.1
OG0007508	XP_015171838.1	XP_008193477.1
OG0007510	XP_015174626.1	XP_008193962.1
OG0007511	XP_015183861.1	XP_008191919.1
OG0007512	XP_015176831.1	XP_966999.1
OG0007513	XP_015181302.1	XP_974728.1
OG0007514	XP_015183392.1	XP_001812159.2
OG0007515	XP_015179457.1	XP_008196340.1
OG0007516	XP_015189437.1	XP_008195754.1
OG0007518	XP_015189515.1	XP_015833011.1
OG0007519	XP_015179507.1	XP_008192044.1
