Orthogroup	Polistes_dominula	Anopheles_gambiae
OG0007153	XP_015183138.1	XP_316190.3
OG0007154	XP_015188907.1	XP_319107.3
OG0007155	XP_015180450.1	XP_312850.5
OG0007156	XP_015182953.1	XP_316798.3
OG0007158	XP_015181120.1	XP_308381.4
OG0007159	XP_015177706.1	XP_320074.4
OG0007160	XP_015180205.1	XP_316606.2
OG0007161	XP_015173237.1	XP_313007.1
OG0007162	XP_015179185.1	XP_309755.4
OG0007163	XP_015181950.1, XP_015181951.1	XP_310753.4
OG0007164	XP_015189659.1	XP_311841.2
OG0007165	XP_015175021.1	XP_319025.4
OG0007166	XP_015173924.1	XP_316058.4
OG0007168	XP_015173691.1	XP_316313.2
OG0007169	XP_015173990.1	XP_308272.4
OG0007170	XP_015184047.1	XP_001688927.1
OG0007171	XP_015181433.1	XP_003435826.1
OG0007172	XP_015186908.1	XP_321259.4
OG0007173	XP_015189121.1	XP_317795.4
OG0007174	XP_015180400.1	XP_307854.2
OG0007175	XP_015190602.1	XP_315206.3
OG0007176	XP_015179593.1	XP_317319.4
OG0007177	XP_015176800.1	XP_317163.4
OG0007178	XP_015171931.1	XP_317329.4
OG0007179	XP_015178253.1	XP_317471.3
OG0007180	XP_015175519.1	XP_316196.4
OG0007182	XP_015182708.1	XP_316221.4
OG0007184	XP_015171807.1	XP_322055.4
OG0007185	XP_015175787.1	XP_313038.5
OG0007186	XP_015176487.1	XP_320205.2
OG0007187	XP_015177701.1	XP_317518.4
OG0007188	XP_015191544.1	XP_310535.5
OG0007189	XP_015181074.1	XP_310620.4
OG0007190	XP_015182867.1	XP_313900.4
OG0007192	XP_015171130.1	XP_319343.4
OG0007195	XP_015188771.1	XP_563984.2
OG0007196	XP_015190000.1	XP_003436173.1
OG0007197	XP_015172087.1	XP_309641.5
OG0007200	XP_015186056.1	XP_551895.3
OG0007201	XP_015179939.1	XP_001238451.3
OG0007202	XP_015187105.1	XP_320452.3
OG0007203	XP_015174793.1	XP_001238295.1, XP_551965.2
OG0007205	XP_015177813.1	XP_308760.4
OG0007206	XP_015174421.1	XP_308658.4
OG0007209	XP_015182038.1	XP_308255.4
OG0007210	XP_015173301.1	XP_307205.4
OG0007211	XP_015186627.1	XP_319710.4
OG0007212	XP_015181046.1	XP_308277.4
OG0007213	XP_015185724.1	XP_319423.3
OG0007214	XP_015171945.1	XP_556418.3
OG0007216	XP_015187488.1	XP_001688436.2
OG0007217	XP_015174449.1	XP_319618.4
OG0007220	XP_015185204.1	XP_313136.3
OG0007221	XP_015183241.1	XP_319678.4
OG0007222	XP_015182274.1	XP_316950.4
OG0007223	XP_015189055.1	XP_311068.3
OG0007225	XP_015187569.1	XP_566411.4
OG0007226	XP_015171043.1	XP_314735.3
OG0007227	XP_015186091.1	XP_564145.3
OG0007228	XP_015190969.1	XP_313452.4
OG0007229	XP_015191229.1	XP_001238137.2
OG0007230	XP_015186256.1	XP_316417.4
OG0007231	XP_015184301.1	XP_314268.5
OG0007232	XP_015188986.1	XP_311351.5
OG0007233	XP_015179332.1	XP_321553.2
OG0007234	XP_015191744.1	XP_313837.5
OG0007236	XP_015174287.1	XP_319780.4
OG0007237	XP_015190368.1	XP_309614.5
OG0007239	XP_015177441.1	XP_315632.3
OG0007241	XP_015175875.1	XP_313706.5
OG0007242	XP_015175418.1	XP_319467.4
OG0007243	XP_015172963.1	XP_309553.4
OG0007244	XP_015174567.1	XP_321031.4
OG0007245	XP_015176040.1	XP_314037.2
OG0007248	XP_015185011.1	XP_318479.4
OG0007249	XP_015181823.1	XP_311160.5
OG0007250	XP_015188964.1	XP_320310.3
OG0007251	XP_015182607.1	XP_564726.3
OG0007253	XP_015190252.1	XP_001689303.1
OG0007254	XP_015183826.1	XP_001237243.2
OG0007257	XP_015185397.1	XP_318109.3
OG0007259	XP_015173697.1	XP_319808.4
OG0007260	XP_015175061.1	XP_309611.3
OG0007262	XP_015177968.1	XP_311130.5
OG0007263	XP_015171391.1	XP_317501.4
OG0007265	XP_015175592.1	XP_321758.5
OG0007268	XP_015177617.1	XP_321641.5
OG0007269	XP_015176124.1	XP_310487.4
OG0007270	XP_015180780.1	XP_318833.4
OG0007271	XP_015183484.1	XP_309600.5
OG0007272	XP_015184376.1	XP_003436800.1
OG0007275	XP_015180926.1	XP_309190.3
OG0007276	XP_015171369.1	XP_001238468.1
OG0007277	XP_015183977.1	XP_311493.3
OG0007278	XP_015173091.1	XP_311767.4
OG0007279	XP_015177315.1	XP_309964.4
OG0007280	XP_015188024.1	XP_320566.3
OG0007281	XP_015178824.1	XP_307859.4
OG0007282	XP_015190824.1	XP_319348.4
OG0007283	XP_015189374.1	XP_321938.3
OG0007284	XP_015177374.1	XP_310635.4
OG0007285	XP_015180457.1	XP_316741.3
OG0007286	XP_015187958.1	XP_309479.4
OG0007287	XP_015177300.1	XP_314623.2
OG0007289	XP_015186750.1	XP_320777.3
OG0007290	XP_015173229.1	XP_311753.4
OG0007291	XP_015187932.1	XP_314659.3
OG0007293	XP_015173669.1	XP_318042.4
OG0007294	XP_015175710.1	XP_318130.4
OG0007295	XP_015182798.1	XP_321067.5
OG0007296	XP_015187726.1	XP_318921.4, XP_001238061.2
OG0007297	XP_015189074.1	XP_315544.2
OG0007298	XP_015188092.1	XP_310981.3
OG0007299	XP_015176654.1	XP_562511.3
OG0007300	XP_015191277.1	XP_321124.2
OG0007302	XP_015187996.1	XP_317739.3
OG0007303	XP_015190697.1	XP_310308.5
OG0007304	XP_015184940.1	XP_308213.3
OG0007305	XP_015181976.1	XP_559074.3
OG0007306	XP_015182713.1	XP_312446.4
OG0007307	XP_015175913.1	XP_310909.5
OG0007308	XP_015186392.1	XP_319552.5
OG0007309	XP_015186754.1	XP_001689054.1
OG0007310	XP_015187493.1	XP_319756.3
OG0007311	XP_015175398.1	XP_317556.3
OG0007312	XP_015183867.1	XP_554602.2
OG0007313	XP_015186832.1	XP_317277.4
OG0007314	XP_015174137.1	XP_311685.5
OG0007315	XP_015185379.1	XP_314949.3
OG0007316	XP_015172128.1	XP_317785.3
OG0007317	XP_015185170.1	XP_309610.2
OG0007318	XP_015178146.1	XP_321509.4
OG0007319	XP_015175129.1	XP_320600.4
OG0007320	XP_015189228.1	XP_314698.1
OG0007321	XP_015183838.1	XP_316738.5
OG0007322	XP_015178443.1	XP_321781.3
OG0007323	XP_015185015.1	XP_319302.3
OG0007324	XP_015172056.1	XP_317623.3
OG0007325	XP_015176131.1	XP_555593.3
OG0007326	XP_015179742.1	XP_317210.3
OG0007327	XP_015181802.1	XP_003436727.1
OG0007328	XP_015182360.1	XP_001238459.2, XP_001238458.2, XP_003435930.1
OG0007330	XP_015185855.1	XP_310627.5
OG0007331	XP_015183054.1	XP_321391.4
OG0007332	XP_015191284.1	XP_318704.4
OG0007334	XP_015176117.1	XP_313174.3
OG0007335	XP_015186610.1	XP_316305.4
OG0007336	XP_015185872.1	XP_003436889.1
OG0007338	XP_015171224.1	XP_320692.4
OG0007339	XP_015187705.1	XP_322068.4
OG0007340	XP_015187550.1	XP_319999.3
OG0007341	XP_015172767.1	XP_550879.4
OG0007342	XP_015171775.1	XP_310828.4
OG0007344	XP_015174721.1	XP_308809.4
OG0007345	XP_015190735.1	XP_312204.2
OG0007346	XP_015181935.1	XP_310805.5
OG0007347	XP_015187000.1	XP_310405.7
OG0007348	XP_015189012.1	XP_311513.4
OG0007349	XP_015186036.1	XP_309008.4
OG0007350	XP_015177732.1	XP_308630.4
OG0007351	XP_015187515.1	XP_316426.4
OG0007352	XP_015175854.1	XP_321673.5
OG0007353	XP_015173786.1	XP_317502.3
OG0007354	XP_015175919.1, XP_015175918.1	XP_562810.4
OG0007355	XP_015182208.1	XP_311085.5
OG0007356	XP_015181753.1	XP_001687890.1
OG0007358	XP_015187821.1	XP_313644.5
OG0007359	XP_015175299.1	XP_317557.4
OG0007360	XP_015173473.1	XP_317553.4
OG0007361	XP_015175534.1	XP_311185.5
OG0007362	XP_015174357.1	XP_312112.3
OG0007363	XP_015188755.1	XP_317740.4
OG0007364	XP_015189146.1	XP_320639.4
OG0007365	XP_015178650.1	XP_552360.2
OG0007366	XP_015183133.1	XP_309751.4
OG0007367	XP_015191488.1	XP_320105.3
OG0007368	XP_015176493.1	XP_001238361.2
OG0007369	XP_015171843.1	XP_320349.4
OG0007370	XP_015181766.1	XP_311284.5
OG0007371	XP_015190188.1	XP_320522.4
OG0007372	XP_015178094.1	XP_320300.4
OG0007374	XP_015176697.1	XP_558026.3
OG0007375	XP_015179883.1	XP_312206.5
OG0007376	XP_015188780.1	XP_321718.3
OG0007377	XP_015177434.1	XP_003437001.1, XP_310633.5
OG0007378	XP_015188243.1	XP_314320.4
OG0007379	XP_015184527.1	XP_316447.3
OG0007380	XP_015191672.1	XP_311163.5
OG0007381	XP_015185450.1	XP_311609.4
OG0007382	XP_015190712.1	XP_318870.3
OG0007383	XP_015189507.1	XP_317746.4
OG0007384	XP_015187387.1	XP_319752.4
OG0007385	XP_015175567.1	XP_552396.1
OG0007386	XP_015185695.1	XP_316491.2
OG0007387	XP_015175683.1	XP_310418.5
OG0007388	XP_015179971.1	XP_321585.4
OG0007390	XP_015175669.1	XP_314493.3
OG0007391	XP_015171983.1	XP_317783.4
OG0007392	XP_015173910.1	XP_309081.4
OG0007393	XP_015173562.1	XP_001689060.1
OG0007394	XP_015184982.1	XP_003436780.1
OG0007395	XP_015183085.1	XP_001687810.1
OG0007396	XP_015171366.1	XP_321597.4
OG0007397	XP_015175587.1	XP_317778.3
OG0007398	XP_015171789.1	XP_308870.4
OG0007399	XP_015177525.1	XP_552742.3
OG0007400	XP_015187183.1	XP_321572.5
OG0007401	XP_015179893.1	XP_553263.2
OG0007402	XP_015179798.1	XP_312259.5
OG0007403	XP_015179261.1	XP_318333.5
OG0007404	XP_015185062.1	XP_001689334.2
OG0007405	XP_015177493.1	XP_321855.5
OG0007407	XP_015190817.1	XP_316844.5
OG0007409	XP_015176495.1	XP_313261.4
OG0007410	XP_015189921.1	XP_550898.4
OG0007411	XP_015179159.1	XP_313793.5
OG0007413	XP_015174609.1	XP_311538.4
OG0007414	XP_015173940.1	XP_311571.4
OG0007415	XP_015181908.1	XP_563902.4
OG0007417	XP_015180170.1	XP_313266.5
OG0007419	XP_015191597.1	XP_308125.5
OG0007420	XP_015190496.1	XP_001688418.2
OG0007421	XP_015175580.1	XP_319829.4
OG0007422	XP_015177885.1	XP_318670.4
OG0007423	XP_015177334.1	XP_309552.4
OG0007424	XP_015185563.1	XP_321772.5
OG0007425	XP_015187382.1	XP_001688472.1
OG0007426	XP_015182499.1	XP_001688844.1
OG0007428	XP_015178768.1	XP_001688138.1
OG0007429	XP_015189181.1	XP_308835.4
OG0007430	XP_015183102.1	XP_310978.5
OG0007431	XP_015179915.1	XP_317418.4
OG0007432	XP_015173259.1	XP_311142.5
OG0007433	XP_015186447.1, XP_015186444.1	XP_318044.4
OG0007434	XP_015191143.1	XP_315661.2
OG0007436	XP_015190978.1	XP_307783.5
OG0007437	XP_015179046.1	XP_309970.4
OG0007439	XP_015181387.1	XP_312414.5
OG0007440	XP_015176911.1	XP_315098.3
OG0007441	XP_015176237.1	XP_310389.7, XP_003436630.1
OG0007442	XP_015180060.1	XP_310244.7
OG0007443	XP_015174489.1	XP_317866.4
OG0007444	XP_015172049.1	XP_314868.3
OG0007445	XP_015185746.1	XP_313408.5
OG0007446	XP_015186892.1	XP_319335.3
OG0007447	XP_015184585.1	XP_314165.4
OG0007449	XP_015177352.1	XP_314175.4
OG0007450	XP_015177849.1	XP_308929.4
OG0007451	XP_015185067.1	XP_308243.4
OG0007452	XP_015175438.1	XP_001688945.1
OG0007453	XP_015177442.1	XP_309985.4
OG0007454	XP_015191117.1	XP_315840.4, XP_001688734.1
OG0007455	XP_015178928.1	XP_314428.4
OG0007457	XP_015175194.1	XP_315926.2
OG0007458	XP_015175424.1	XP_558129.3
OG0007459	XP_015189157.1	XP_319368.3
OG0007460	XP_015190979.1	XP_001689255.1
OG0007461	XP_015179935.1	XP_307970.5
OG0007462	XP_015174117.1	XP_321187.4
OG0007463	XP_015179984.1	XP_321740.5
OG0007464	XP_015174380.1	XP_310955.4
OG0007465	XP_015172476.1	XP_314166.4
OG0007466	XP_015185562.1	XP_309486.3
OG0007467	XP_015186023.1	XP_313084.3
OG0007468	XP_015174471.1	XP_308102.4
OG0007469	XP_015177443.1	XP_314926.4
OG0007470	XP_015187619.1	XP_319694.4
OG0007472	XP_015171363.1	XP_320298.4
OG0007473	XP_015174602.1	XP_001688383.1
OG0007474	XP_015187653.1	XP_311433.4
OG0007475	XP_015183236.1	XP_312845.5
OG0007477	XP_015186871.1	XP_320206.4
OG0007478	XP_015184001.1, XP_015184000.1	XP_321500.2
OG0007479	XP_015174715.1	XP_318007.3
OG0007480	XP_015182841.1	XP_314506.4
OG0007482	XP_015183283.1	XP_003436180.1, XP_312308.5
OG0007484	XP_015190196.1	XP_314141.4, XP_314142.4
OG0007485	XP_015185902.1	XP_313567.4
OG0007486	XP_015188117.1	XP_315016.4
OG0007487	XP_015186602.1	XP_320314.4
OG0007488	XP_015172678.1	XP_321609.4
OG0007489	XP_015171110.1	XP_308753.2
OG0007492	XP_015177987.1	XP_001237131.1
OG0007494	XP_015189562.1	XP_315244.4
OG0007495	XP_015173393.1, XP_015173400.1	XP_307420.3
OG0007496	XP_015184547.1	XP_312467.1
OG0007497	XP_015178552.1	XP_001689307.1
OG0007498	XP_015178668.1	XP_320764.4
OG0007499	XP_015189211.1, XP_015189212.1	XP_317029.4
OG0007500	XP_015187284.1	XP_314560.4
OG0007501	XP_015175057.1	XP_563881.1
OG0007502	XP_015187448.1	XP_319820.4
OG0007504	XP_015171637.1	XP_308452.4
OG0007505	XP_015191196.1	XP_553061.3
OG0007506	XP_015177629.1	XP_309935.4
OG0007507	XP_015179055.1	XP_307796.5
OG0007508	XP_015171838.1	XP_319935.4
OG0007509	XP_015175183.1	XP_559081.3
OG0007510	XP_015174626.1	XP_001688792.1
OG0007512	XP_015176831.1	XP_314912.4
OG0007513	XP_015181302.1	XP_309635.4
OG0007514	XP_015183392.1	XP_552911.3
OG0007515	XP_015179457.1	XP_310403.7
OG0007516	XP_015189437.1	XP_003436182.1
OG0007518	XP_015189515.1	XP_320878.2
OG0007519	XP_015179507.1	XP_003436742.1
OG0007521	XP_015174880.1	XP_003435917.1, XP_001689326.2
OG0007522	XP_015175585.1	XP_003436729.1
OG0007523	XP_015171487.1	XP_310683.3
OG0007524	XP_015175352.1	XP_315857.4, XP_001688737.1
OG0007525	XP_015177158.1	XP_308367.4
OG0007526	XP_015187773.1, XP_015187772.1	XP_308265.4
OG0007527	XP_015185181.1	XP_308147.4
OG0007528	XP_015185636.1	XP_318086.4
OG0007529	XP_015188980.1	XP_308652.4
OG0007530	XP_015176764.1, XP_015176791.1	XP_308995.3
OG0007531	XP_015172223.1, XP_015172222.1	XP_316428.3
OG0007532	XP_015191508.1	XP_319238.4
OG0007533	XP_015183954.1	XP_319228.4
OG0007534	XP_015185120.1	XP_553857.3
OG0007535	XP_015184429.1	XP_555111.3
OG0007539	XP_015175209.1	XP_321318.5
OG0007540	XP_015179358.1	XP_310393.6
OG0007541	XP_015187526.1	XP_307208.3
OG0007542	XP_015185406.1	XP_311844.5
OG0007543	XP_015171296.1	XP_003436414.1
OG0007544	XP_015174326.1	XP_312829.4, XP_003436404.1
OG0007545	XP_015174916.1	XP_001688388.1, XP_001688387.1
OG0007546	XP_015181329.1	XP_001237458.2
OG0007548	XP_015177124.1	XP_320926.4
OG0007549	XP_015171962.1	XP_309302.4
OG0007550	XP_015186631.1	XP_551275.4
OG0007551	XP_015191818.1	XP_314549.4, XP_001688577.1
OG0007552	XP_015171954.1	XP_003436164.1, XP_312357.5
OG0007553	XP_015184452.1	XP_003436223.1, XP_312200.3
OG0007554	XP_015182861.1	XP_552560.2
OG0007555	XP_015171031.1	XP_311688.5
OG0007556	XP_015188665.1, XP_015188666.1	XP_311265.3
OG0007558	XP_015171906.1	XP_312274.4
OG0007559	XP_015171219.1	XP_321457.5, XP_003435892.1
OG0007560	XP_015171460.1	XP_001237833.2, XP_316565.4
OG0007561	XP_015183725.1	XP_321622.4, XP_003435854.1
OG0007563	XP_015174252.1, XP_015174251.1	XP_003437139.1
OG0007604	XP_015182605.1	XP_312809.4
OG0007606	XP_015177581.1	XP_316873.4
OG0007607	XP_015180183.1	XP_317155.2
OG0007608	XP_015185343.1	XP_308805.4
OG0007609	XP_015184394.1	XP_550679.3
OG0007611	XP_015190561.1	XP_308947.3
OG0007614	XP_015173802.1, XP_015173803.1	XP_317589.4
OG0007615	XP_015180747.1	XP_001238160.2
OG0007616	XP_015187322.1	XP_560209.2
OG0007618	XP_015174224.1	XP_311506.3
OG0007620	XP_015181914.1	XP_314354.2
OG0007621	XP_015189766.1	XP_003436605.1
OG0007622	XP_015173712.1	XP_309402.3
OG0007623	XP_015190642.1	XP_319547.5
OG0007624	XP_015177252.1	XP_552548.2
OG0007625	XP_015185487.1	XP_308840.4
OG0007626	XP_015180769.1	XP_552637.2, XP_320873.3
OG0007628	XP_015184587.1	XP_318593.4
OG0007629	XP_015180998.1	XP_317284.4
OG0007630	XP_015175957.1	XP_311070.5
OG0007632	XP_015178007.1	XP_562955.4
OG0007634	XP_015174216.1	XP_315214.5
OG0007635	XP_015188175.1	XP_313296.4
OG0007636	XP_015176334.1	XP_318083.4
OG0007637	XP_015175318.1	XP_001230897.1
OG0007638	XP_015185243.1	XP_001688148.1, XP_308991.3
OG0007639	XP_015187450.1	XP_312836.5
OG0007641	XP_015189176.1, XP_015189174.1	XP_316250.3
OG0007643	XP_015186315.1	XP_311315.5
OG0007647	XP_015179851.1	XP_308332.3
OG0007648	XP_015191592.1	XP_318469.4
OG0007649	XP_015189521.1	XP_565003.2
OG0007651	XP_015190185.1	XP_309348.4
OG0007652	XP_015187814.1	XP_557157.3
OG0007653	XP_015173706.1	XP_312810.2
OG0007654	XP_015176584.1	XP_314182.3
OG0007655	XP_015184718.1	XP_307731.2
OG0007656	XP_015186099.1	XP_320618.4
OG0007657	XP_015181339.1	XP_318066.4
OG0007659	XP_015177874.1	XP_003436974.1
OG0007660	XP_015186209.1	XP_001237267.2
OG0007661	XP_015180050.1	XP_316035.4
OG0007663	XP_015183416.1	XP_313925.3
OG0007664	XP_015172619.1	XP_308749.4
OG0007665	XP_015173230.1	XP_003436722.1
OG0007666	XP_015183261.1	XP_319903.4
OG0007667	XP_015172121.1	XP_308015.5
OG0007668	XP_015174572.1	XP_310992.5
OG0007669	XP_015188906.1	XP_321748.3
OG0007670	XP_015182911.1	XP_316114.4
OG0007671	XP_015173674.1	XP_319105.2
OG0007672	XP_015188932.1	XP_312448.1
OG0007673	XP_015182501.1	XP_314738.3
OG0007674	XP_015180930.1	XP_311839.4
OG0007676	XP_015175157.1	XP_318571.3
OG0007677	XP_015172503.1	XP_314298.3
OG0007678	XP_015185055.1	XP_320292.3
OG0007680	XP_015185166.1	XP_313717.5
OG0007681	XP_015181435.1	XP_309322.3
OG0007682	XP_015184007.1	XP_320513.1
OG0007683	XP_015184414.1	XP_317020.4
OG0007685	XP_015191794.1	XP_321229.5
OG0007686	XP_015190564.1	XP_001689037.1
OG0007687	XP_015171582.1	XP_003435988.1
OG0007688	XP_015183512.1	XP_316953.2
OG0007689	XP_015177815.1	XP_316127.4
OG0007690	XP_015174823.1	XP_316025.4
OG0007691	XP_015182148.1	XP_312397.4
OG0007692	XP_015183687.1	XP_309796.2
OG0007694	XP_015184948.1	XP_313855.3
OG0007697	XP_015187292.1	XP_321192.5
OG0007702	XP_015177699.1	XP_001689396.1
OG0007703	XP_015191654.1	XP_311693.4
OG0007706	XP_015172892.1	XP_312261.5
OG0007708	XP_015190710.1	XP_312205.5
OG0007709	XP_015184166.1	XP_003436694.1
OG0007711	XP_015171616.1	XP_320204.4
OG0007713	XP_015188855.1	XP_310605.5
OG0007714	XP_015191119.1	XP_001237862.2
OG0007715	XP_015171914.1	XP_001237714.2
OG0007719	XP_015179274.1	XP_313015.4
OG0007720	XP_015187917.1	XP_313975.4
OG0007723	XP_015182414.1	XP_320807.4
OG0007731	XP_015175461.1	XP_320939.3
OG0007732	XP_015174704.1	XP_001688876.1
OG0007733	XP_015190528.1	XP_566358.3
OG0007735	XP_015190411.1	XP_318380.5
OG0007736	XP_015180114.1	XP_310480.2
OG0007737	XP_015184442.1	XP_317106.5
OG0007738	XP_015185643.1	XP_313685.5
OG0007739	XP_015185778.1	XP_312931.5
OG0007740	XP_015185756.1	XP_310516.5
OG0007741	XP_015177090.1	XP_320627.3
OG0007742	XP_015183946.1	XP_316064.3
OG0007744	XP_015184767.1	XP_310881.4
OG0007750	XP_015175805.1	XP_311054.5
OG0007751	XP_015177558.1	XP_001237167.2
OG0007752	XP_015185502.1	XP_316117.3
OG0007754	XP_015182066.1	XP_308478.4
OG0007755	XP_015172349.1	XP_310184.4
OG0007756	XP_015180300.1, XP_015180301.1	XP_309540.2
OG0007758	XP_015186219.1	XP_308267.3
OG0007759	XP_015172547.1	XP_003436457.1
OG0007760	XP_015182615.1	XP_001689328.2
OG0007763	XP_015180229.1	XP_315797.4
OG0007764	XP_015174096.1	XP_314544.3
OG0007769	XP_015183174.1	XP_312258.3
OG0007770	XP_015183194.1	XP_316510.4
OG0007772	XP_015176008.1	XP_308987.3
OG0007773	XP_015173032.1	XP_318561.3
OG0007774	XP_015182547.1	XP_320375.4
OG0007776	XP_015189043.1	XP_003436964.1
OG0007777	XP_015175070.1	XP_312934.4
OG0007778	XP_015186033.1	XP_319474.3
OG0007780	XP_015177081.1	XP_317484.4
OG0007782	XP_015176371.1	XP_001237525.1
OG0007784	XP_015182969.1	XP_310397.7
OG0007786	XP_015185392.1, XP_015185396.1	XP_318112.4
OG0007787	XP_015179400.1	XP_308548.4
OG0007788	XP_015183924.1	XP_314743.3
OG0007790	XP_015181233.1	XP_316289.4
OG0007791	XP_015183275.1	XP_310809.3
OG0007792	XP_015176256.1	XP_001238306.1
OG0007795	XP_015189038.1	XP_312092.5
OG0007796	XP_015183799.1	XP_321857.5
OG0007798	XP_015171927.1	XP_310734.4
OG0007799	XP_015179781.1	XP_315537.4
OG0007800	XP_015180215.1	XP_001689352.2
OG0007801	XP_015181232.1	XP_314505.3
OG0007802	XP_015176578.1	XP_308638.4
OG0007804	XP_015173842.1	XP_317008.4
OG0007806	XP_015172579.1	XP_558051.3
OG0007808	XP_015187173.1	XP_310614.4
OG0007809	XP_015190063.1	XP_316080.4
OG0007811	XP_015187422.1	XP_312408.3
OG0007812	XP_015186571.1	XP_308274.3
OG0007813	XP_015172445.1	XP_313838.4
OG0007814	XP_015180494.1	XP_315795.4
OG0007815	XP_015179273.1	XP_315882.4
OG0007816	XP_015178447.1	XP_319001.2
OG0007817	XP_015183639.1	XP_312103.4
OG0007818	XP_015182519.1	XP_318608.3
OG0007819	XP_015191226.1	XP_313356.4
OG0007820	XP_015176063.1	XP_311114.4
OG0007821	XP_015171661.1	XP_313678.4
OG0007822	XP_015185471.1	XP_320760.4
OG0007823	XP_015182246.1	XP_320586.4
OG0007824	XP_015186373.1	XP_320326.4, XP_001689252.1
OG0007826	XP_015188021.1	XP_553109.2
OG0007827	XP_015176326.1	XP_001689210.1
OG0007828	XP_015186729.1	XP_314946.3
OG0007830	XP_015171345.1	XP_316890.5
OG0007831	XP_015179412.1	XP_003435994.1, XP_321047.2
OG0007832	XP_015189126.1	XP_321676.3
OG0007833	XP_015188943.1	XP_321677.5, XP_003435840.1
OG0007834	XP_015184879.1	XP_001688564.1
OG0007835	XP_015175342.1	XP_317059.4
OG0007836	XP_015179039.1	XP_315412.4
OG0007837	XP_015173129.1	XP_312183.4
OG0007838	XP_015183597.1	XP_554885.2
OG0007839	XP_015189663.1	XP_307885.2
OG0007840	XP_015184377.1	XP_562137.4
OG0007841	XP_015189117.1	XP_001688720.1
OG0007843	XP_015188804.1	XP_316265.4
OG0007844	XP_015175207.1	XP_318638.4
OG0007845	XP_015184719.1	XP_553481.1
OG0007847	XP_015181949.1	XP_003436926.1
OG0007848	XP_015184874.1	XP_003436564.1
OG0007849	XP_015171065.1	XP_314771.2
OG0007850	XP_015182961.1	XP_308816.3
OG0007851	XP_015172194.1	XP_310461.5
OG0007852	XP_015178678.1	XP_309114.5
OG0007853	XP_015173079.1	XP_309132.5
OG0007854	XP_015181003.1	XP_001688771.1
OG0007856	XP_015181437.1	XP_311233.5
OG0007857	XP_015174908.1	XP_315801.4
OG0007858	XP_015174689.1	XP_001688605.1, XP_001688604.1
OG0007859	XP_015188630.1	XP_314353.3
OG0007860	XP_015176001.1	XP_003436998.1
OG0007861	XP_015178537.1	XP_319049.3
OG0007862	XP_015173563.1	XP_319058.4
OG0007863	XP_015177248.1	XP_319333.4
OG0007864	XP_015190822.1	XP_318929.4
OG0007865	XP_015182513.1	XP_318874.4
OG0007866	XP_015177803.1	XP_317135.4
OG0007867	XP_015180437.1	XP_001689169.1
OG0007868	XP_015180190.1	XP_319795.4
OG0007869	XP_015171526.1	XP_320001.2
OG0007871	XP_015188883.1	XP_314808.3
OG0007872	XP_015188161.1	XP_001687784.1
OG0007874	XP_015173966.1	XP_319008.4
OG0007875	XP_015173953.1	XP_310199.4
OG0007876	XP_015172917.1	XP_310176.2
OG0007878	XP_015187057.1	XP_563394.4
OG0007879	XP_015183206.1	XP_559587.6
OG0007880	XP_015191483.1	XP_563184.4
OG0007881	XP_015175972.1	XP_003436216.1, XP_312220.4, XP_312221.5
OG0007882	XP_015183868.1	XP_320802.4
OG0007883	XP_015182463.1	XP_309426.4
OG0007884	XP_015190809.1	XP_001688303.2
OG0007885	XP_015190023.1	XP_312510.5
OG0007886	XP_015181177.1	XP_003436140.1
OG0007888	XP_015174671.1	XP_001231065.2
OG0007889	XP_015184445.1	XP_312377.5
OG0007891	XP_015175977.1	XP_311503.4
OG0007892	XP_015187612.1	XP_312634.5
OG0007893	XP_015191548.1	XP_313106.2
OG0007895	XP_015184237.1	XP_309367.2
