Orthogroup	Habropoda_laboriosa	Megachile_rotundata
OG0008522	XP_017791350.1	XP_003701319.1
OG0008523	XP_017791343.1	XP_012134623.1
OG0008524	XP_017789180.1	XP_003703378.1
OG0008525	XP_017789554.1	XP_003706714.1
OG0008526	XP_017788488.1	XP_003704012.1
OG0008527	XP_017787738.1	XP_003701612.1
OG0008528	XP_017795953.1	XP_003702263.1
OG0008530	XP_017792118.1	XP_003707377.2
OG0008531	XP_017790762.1	XP_003707334.1
OG0008532	XP_017790797.1	XP_003707454.2
OG0008533	XP_017797964.1	XP_003701160.2
OG0008534	XP_017796419.1	XP_012136786.1
OG0008535	XP_017798442.1	XP_003702305.1
OG0008536	XP_017792982.1	XP_003699235.1
OG0008537	XP_017797468.1	XP_012137115.1
OG0008538	XP_017797525.1	XP_012148397.1
OG0008539	XP_017788685.1	XP_003702584.2
OG0008540	XP_017788347.1	XP_012141880.1
OG0008542	XP_017793068.1	XP_003705817.2
OG0008543	XP_017798338.1	XP_012154359.1
OG0008544	XP_017790335.1	XP_012145972.1
OG0008545	XP_017798420.1	XP_012154156.1
OG0008546	XP_017798455.1	XP_003700484.2
OG0008547	XP_017795268.1	XP_012147597.1
OG0008548	XP_017797561.1	XP_012138609.1
OG0008549	XP_017793752.1	XP_012141195.1
OG0008551	XP_017798907.1	XP_012140977.1
OG0008552	XP_017795141.1	XP_003708510.2
OG0008553	XP_017794290.1	XP_012152973.1
OG0008554	XP_017797593.1	XP_003705469.2
OG0008555	XP_017797637.1	XP_003701750.1
OG0008556	XP_017793543.1	XP_003706006.1
OG0008557	XP_017788922.1	XP_012142992.1
OG0008558	XP_017787366.1	XP_003702544.1
OG0008559	XP_017787371.1	XP_012135766.1
OG0008560	XP_017787486.1	XP_012135810.1
OG0008563	XP_017794756.1	XP_012136285.1
OG0008564	XP_017793716.1, XP_017793714.1	XP_003700236.1
OG0008565	XP_017788894.1	XP_012142894.1
OG0008566	XP_017788932.1	XP_012142747.1
OG0008567	XP_017793848.1	XP_012143573.1
OG0008568	XP_017791960.1	XP_012152924.1
OG0008569	XP_017797214.1	XP_003703002.2
OG0008570	XP_017797099.1	XP_003703942.1
OG0008571	XP_017797215.1	XP_003703920.1, XP_012142064.1
OG0008572	XP_017787402.1	XP_012140994.1
OG0008573	XP_017799247.1	XP_003708570.2
OG0008574	XP_017799223.1	XP_012153550.1
OG0008575	XP_017799589.1	XP_012153492.1
OG0008576	XP_017793753.1	XP_012134557.1
OG0008577	XP_017788005.1	XP_003699907.1
OG0008578	XP_017799072.1	XP_012145818.1
OG0008579	XP_017792910.1	XP_012146792.1
OG0008580	XP_017792937.1	XP_012146776.1
OG0008581	XP_017792940.1	XP_012153277.1
OG0008582	XP_017792945.1	XP_003708654.1
OG0008583	XP_017797558.1	XP_012146620.1
OG0008584	XP_017792771.1	XP_012154371.1
OG0008585	XP_017799449.1	XP_012152454.1
OG0008586	XP_017789759.1	XP_012146092.1
OG0008587	XP_017790661.1	XP_012150346.1
OG0008589	XP_017791530.1	XP_003700734.2
OG0008590	XP_017787860.1	XP_003704796.1
OG0008592	XP_017798724.1	XP_012137161.1
OG0008593	XP_017798825.1	XP_003701091.1
OG0008594	XP_017796266.1	XP_012141971.1
OG0008596	XP_017796267.1	XP_003705008.1
OG0008598	XP_017798482.1	XP_003708335.1
OG0008601	XP_017792612.1	XP_012134754.1
OG0008602	XP_017792590.1	XP_012134728.1
OG0008603	XP_017792597.1	XP_003704581.2
OG0008604	XP_017798211.1	XP_012135467.1, XP_012135468.1, XP_003701038.1
OG0008605	XP_017796609.1	XP_012143915.1
OG0008606	XP_017796593.1	XP_012143923.1, XP_012143924.1
OG0008607	XP_017796605.1	XP_012153235.1
OG0008608	XP_017789751.1	XP_012142604.1
OG0008610	XP_017791577.1	XP_012145423.1
OG0008611	XP_017792915.1	XP_012146052.1
OG0008612	XP_017797300.1	XP_012139933.1
OG0008613	XP_017798836.1	XP_012141566.1
OG0008615	XP_017797540.1	XP_003700995.1
OG0008616	XP_017796083.1	XP_012145638.1
OG0008617	XP_017789667.1	XP_003707007.1
OG0008618	XP_017787493.1	XP_012135928.1
OG0008619	XP_017787492.1	XP_012135890.1
OG0008620	XP_017794457.1	XP_012148676.1
OG0008621	XP_017794474.1	XP_012148681.1
OG0008622	XP_017794427.1	XP_012148683.1
OG0008623	XP_017796040.1	XP_012145247.1
OG0008625	XP_017789163.1	XP_012146673.1
OG0008627	XP_017791258.1	XP_003706821.2
OG0008628	XP_017791696.1	XP_012149097.1
OG0008630	XP_017798591.1	XP_012139423.1
OG0008631	XP_017798770.1	XP_012139457.1
OG0008632	XP_017795956.1	XP_003700965.1
OG0008633	XP_017795957.1	XP_012138424.1
OG0008634	XP_017795943.1	XP_012135134.1
OG0008636	XP_017795978.1	XP_003702239.2
OG0008637	XP_017789469.1	XP_012149459.1
OG0008639	XP_017789222.1	XP_012154416.1
OG0008641	XP_017799558.1	XP_003702506.1
OG0008642	XP_017791325.1	XP_003701302.2
OG0008643	XP_017798085.1	XP_012152772.1
OG0008644	XP_017795855.1	XP_003700159.1
OG0008645	XP_017796818.1	XP_003700013.1
OG0008646	XP_017795736.1	XP_003700032.1
OG0008647	XP_017790418.1	XP_012138224.1, XP_003702336.1
OG0008648	XP_017795680.1	XP_003702125.1
OG0008649	XP_017795618.1	XP_003702111.1
OG0008650	XP_017795619.1	XP_012137730.1
OG0008652	XP_017788427.1	XP_003700946.1
OG0008653	XP_017788445.1	XP_012138318.1
OG0008654	XP_017790364.1	XP_012136710.1
OG0008655	XP_017790363.1	XP_012138438.1
OG0008656	XP_017790473.1	XP_003702224.1
OG0008658	XP_017791543.1	XP_012138595.1
OG0008661	XP_017794832.1	XP_003707840.1
OG0008662	XP_017794998.1	XP_012151392.1
OG0008663	XP_017796897.1	XP_012139011.1
OG0008665	XP_017788196.1	XP_012146233.1
OG0008667	XP_017799125.1	XP_012141697.1
OG0008668	XP_017790242.1	XP_012139998.1
OG0008669	XP_017797501.1	XP_003705829.1
OG0008670	XP_017797460.1	XP_003706641.1
OG0008672	XP_017794562.1	XP_012147887.1
OG0008673	XP_017799286.1	XP_003707865.1
OG0008674	XP_017788337.1	XP_003703854.1
OG0008675	XP_017788281.1	XP_003703779.1
OG0008676	XP_017799017.1	XP_003705036.1
OG0008677	XP_017788349.1	XP_012141892.1
OG0008678	XP_017797633.1	XP_012147090.1
OG0008680	XP_017793186.1	XP_012146598.1
OG0008681	XP_017791942.1	XP_003702993.1
OG0008682	XP_017795567.1	XP_012145125.1
OG0008683	XP_017790540.1	XP_012136709.1
OG0008684	XP_017790558.1	XP_012138307.1
OG0008685	XP_017795295.1	XP_012145024.1
OG0008686	XP_017795316.1	XP_012145021.1
OG0008687	XP_017788065.1	XP_003706123.1
OG0008689	XP_017797164.1	XP_012136911.1
OG0008690	XP_017797268.1	XP_012137716.1
OG0008692	XP_017798248.1	XP_003706177.1
OG0008694	XP_017787947.1	XP_012141962.1
OG0008697	XP_017791933.1	XP_012137420.1
OG0008698	XP_017792222.1	XP_003702163.1
OG0008700	XP_017793583.1	XP_012145437.1
OG0008702	XP_017797518.1	XP_012148366.1
OG0008703	XP_017797406.1	XP_003707218.1
OG0008705	XP_017795681.1	XP_003702136.2
OG0008706	XP_017798313.1	XP_012148053.1
OG0008707	XP_017798829.1	XP_012141564.1
OG0008709	XP_017793171.1	XP_003701023.1
OG0008710	XP_017790934.1	XP_003706246.1
OG0008711	XP_017798910.1	XP_012141014.1
OG0008712	XP_017799432.1	XP_012152279.1
OG0008713	XP_017795746.1	XP_012150840.1
OG0008714	XP_017790992.1	XP_012148961.1
OG0008715	XP_017790110.1	XP_003700752.1
OG0008716	XP_017789744.1	XP_012149442.1
OG0008719	XP_017794237.1	XP_003708520.1
OG0008721	XP_017790307.1	XP_012153711.1
OG0008724	XP_017796304.1	XP_012142573.1
OG0008725	XP_017788708.1	XP_003704360.1
OG0008727	XP_017788730.1	XP_003704317.2
OG0008728	XP_017788853.1	XP_003704365.2
OG0008730	XP_017795895.1	XP_012153380.1
OG0008732	XP_017792898.1	XP_012153540.1
OG0008733	XP_017792897.1	XP_012153309.1
OG0008734	XP_017793569.1	XP_012153474.1
OG0008735	XP_017799189.1	XP_012153477.1
OG0008736	XP_017798322.1	XP_012154089.1
OG0008738	XP_017795700.1	XP_003700264.1
OG0008740	XP_017799319.1	XP_012151551.1
OG0008741	XP_017795370.1	XP_003700161.1
OG0008742	XP_017788004.1	XP_012138394.1
OG0008743	XP_017792711.1	XP_012149858.1
OG0008744	XP_017798325.1	XP_003702244.1
OG0008745	XP_017792649.1	XP_003707228.1
OG0008746	XP_017787751.1	XP_003700904.1
OG0008747	XP_017795973.1	XP_003701520.1
OG0008751	XP_017790607.1	XP_012136707.1
OG0008753	XP_017794555.1	XP_003701704.1
OG0008754	XP_017794435.1	XP_012135139.1
OG0008755	XP_017790454.1	XP_012138280.1
OG0008756	XP_017792645.1	XP_012149874.1
OG0008757	XP_017795345.1	XP_012135089.1
OG0008758	XP_017794428.1	XP_003706774.2
OG0008759	XP_017789583.1	XP_012149456.1
OG0008760	XP_017787993.1	XP_003699881.1
OG0008761	XP_017789325.1	XP_003708225.1
OG0008762	XP_017795299.1	XP_012145054.1
OG0008764	XP_017797219.1	XP_003703915.1
OG0008766	XP_017793748.1	XP_003699470.1
OG0008768	XP_017796256.1	XP_003703888.1
OG0008769	XP_017796144.1	XP_003703921.1
OG0008770	XP_017796794.1	XP_003703916.1
OG0008771	XP_017797260.1	XP_012142034.1
OG0008772	XP_017793811.1	XP_012138782.1
OG0008773	XP_017793691.1	XP_012150127.1
OG0008775	XP_017794920.1	XP_012145129.1
OG0008776	XP_017793672.1	XP_012150077.1
OG0008777	XP_017789771.1	XP_012137324.1
OG0008778	XP_017797127.1, XP_017792002.1	XP_012147288.1
OG0008780	XP_017792143.1	XP_012139202.1
OG0008781	XP_017796069.1	XP_012137343.1
OG0008782	XP_017790671.1	XP_012154076.1
OG0008784	XP_017796084.1	XP_012145639.1
OG0008785	XP_017790640.1	XP_012150309.1
OG0008786	XP_017797465.1	XP_003706658.2
OG0008787	XP_017797638.1	XP_003705451.1
OG0008788	XP_017789203.1	XP_012146746.1
OG0008789	XP_017789187.1	XP_012140865.1
OG0008790	XP_017789033.1	XP_012140859.1
OG0008792	XP_017798016.1	XP_012153602.1
OG0008793	XP_017795622.1	XP_003702134.2
OG0008794	XP_017795830.1	XP_012145373.1
OG0008795	XP_017792234.1	XP_012137918.1
OG0008796	XP_017787853.1	XP_003704632.1
OG0008797	XP_017789908.1	XP_012141435.1
OG0008799	XP_017790322.1	XP_012153691.1
OG0008800	XP_017790465.1	XP_012145377.1
OG0008801	XP_017793965.1	XP_003701178.1
OG0008803	XP_017799575.1	XP_012144911.1
OG0008804	XP_017791230.1	XP_003701788.1
OG0008805	XP_017791081.1	XP_012150460.1
OG0008806	XP_017791129.1	XP_003707505.1
OG0008808	XP_017791541.1	XP_012144368.1
OG0008809	XP_017789952.1	XP_003706707.1
OG0008810	XP_017792235.1	XP_012149447.1
OG0008811	XP_017799150.1	XP_003705053.1
OG0008812	XP_017793846.1	XP_012143627.1
OG0008813	XP_017793935.1	XP_012148781.1
OG0008814	XP_017789816.1	XP_012137023.1
OG0008816	XP_017790316.1	XP_012146020.1, XP_012146019.1
OG0008818	XP_017793105.1	XP_012135702.1
OG0008819	XP_017795368.1	XP_012147923.1
OG0008821	XP_017792655.1	XP_012152401.1
OG0008822	XP_017790311.1	XP_012145978.1
OG0008823	XP_017790317.1	XP_003705583.2
OG0008824	XP_017789226.1	XP_012150930.1
OG0008825	XP_017794163.1	XP_012153028.1
OG0008826	XP_017789596.1	XP_012142628.1
OG0008827	XP_017793062.1	XP_012152950.1
OG0008828	XP_017795593.1	XP_003700589.2
OG0008829	XP_017790313.1	XP_012145982.1
OG0008830	XP_017794822.1	XP_012142510.1
OG0008832	XP_017787532.1	XP_003700738.2
OG0008833	XP_017795032.1	XP_012136103.1
OG0008834	XP_017787580.1	XP_012149654.1
OG0008835	XP_017791041.1	XP_003707186.2
OG0008836	XP_017791300.1	XP_003701043.1
OG0008837	XP_017788705.1	XP_012142920.1
OG0008838	XP_017788707.1	XP_003704358.1
OG0008839	XP_017789837.1	XP_012140478.1
OG0008840	XP_017793180.1	XP_003706232.1
OG0008841	XP_017798714.1	XP_012139547.1
OG0008842	XP_017794658.1	XP_012137444.1, XP_012137447.1
OG0008843	XP_017799261.1	XP_012147850.1
OG0008844	XP_017799259.1	XP_012136273.1
OG0008845	XP_017797861.1	XP_012148034.1
OG0008846	XP_017799178.1	XP_012153483.1
OG0008847	XP_017794755.1	XP_012136352.1
OG0008849	XP_017791857.1	XP_003701430.1
OG0008850	XP_017799212.1	XP_012153548.1
OG0008851	XP_017799235.1	XP_012153551.1
OG0008852	XP_017798435.1	XP_012154080.1
OG0008853	XP_017792876.1	XP_012139249.1
OG0008854	XP_017798297.1	XP_012154362.1
OG0008855	XP_017788183.1	XP_012150899.1
OG0008856	XP_017798300.1	XP_012154138.1
OG0008859	XP_017790968.1	XP_012136434.1
OG0008860	XP_017790356.1	XP_012138435.1
OG0008861	XP_017792663.1	XP_003701850.1
OG0008862	XP_017793469.1	XP_003699945.1
OG0008863	XP_017791868.1	XP_003704728.1
OG0008865	XP_017796541.1	XP_003701536.1
OG0008866	XP_017795958.1	XP_003702326.1
OG0008867	XP_017787758.1	XP_003701522.1
OG0008870	XP_017799538.1	XP_003699994.1
OG0008871	XP_017793771.1	XP_003700639.1
OG0008872	XP_017797192.1	XP_003699419.1
OG0008873	XP_017794640.1	XP_012137460.1, XP_003701934.1
OG0008874	XP_017792925.1	XP_012153542.1
OG0008875	XP_017789714.1	XP_003705993.1
OG0008876	XP_017793519.1	XP_012151850.1
OG0008877	XP_017796116.1	XP_012139946.1
OG0008878	XP_017791869.1	XP_003708580.1
OG0008879	XP_017797759.1	XP_003708270.1
OG0008880	XP_017788846.1	XP_012143119.1
OG0008881	XP_017788994.1	XP_003704202.1
OG0008882	XP_017798370.1	XP_003707256.2
OG0008883	XP_017793926.1	XP_003706788.1
OG0008884	XP_017790336.1	XP_003705584.1
OG0008885	XP_017798681.1	XP_012152683.1
OG0008886	XP_017796700.1	XP_012143909.1
OG0008887	XP_017791877.1	XP_012143992.1
OG0008888	XP_017790489.1	XP_003702229.1
OG0008889	XP_017795980.1	XP_003700871.1
OG0008890	XP_017796212.1	XP_003699565.1
OG0008891	XP_017798286.1	XP_003699452.1
OG0008893	XP_017796226.1	XP_003704996.1
OG0008895	XP_017787435.1	XP_003701171.1
OG0008896	XP_017794521.1	XP_003700164.2
OG0008897	XP_017788072.1	XP_003706072.1
OG0008898	XP_017789475.1	XP_003699841.1
OG0008901	XP_017797197.1	XP_003703033.1
OG0008902	XP_017797457.1	XP_003706653.1
OG0008903	XP_017794426.1	XP_003706763.1
OG0008904	XP_017795177.1	XP_003708467.1
OG0008905	XP_017797419.1	XP_012137243.1
OG0008906	XP_017789394.1	XP_003699889.1
OG0008907	XP_017797202.1	XP_012137685.1
OG0008908	XP_017793630.1	XP_012139217.1
OG0008909	XP_017795851.1	XP_003708674.1
OG0008910	XP_017798532.1	XP_003705279.2
OG0008911	XP_017797967.1	XP_012135554.1
OG0008912	XP_017790333.1	XP_003705564.1
OG0008913	XP_017793615.1	XP_012141335.1
OG0008914	XP_017788416.1	XP_003701460.1
OG0008915	XP_017790172.1	XP_003703681.1
OG0008918	XP_017797774.1	XP_003702863.1
OG0008919	XP_017799267.1	XP_003706428.1
OG0008920	XP_017799186.1	XP_012147838.1
OG0008921	XP_017790342.1	XP_003702571.1
OG0008922	XP_017790320.1	XP_003702568.1
OG0008923	XP_017790559.1	XP_003702230.1
OG0008924	XP_017797366.1	XP_012140183.1
OG0008925	XP_017788847.1	XP_003706524.1
OG0008926	XP_017789905.1	XP_003703678.1
OG0008928	XP_017797953.1	XP_003705519.1
OG0008929	XP_017791218.1	XP_003707534.1
OG0008930	XP_017789147.1	XP_003705889.1
OG0008931	XP_017790310.1	XP_003702567.1
OG0008932	XP_017791508.1	XP_003700193.2
OG0008934	XP_017793212.1	XP_012146515.1
OG0008936	XP_017793272.1	XP_003704656.1
OG0008937	XP_017794784.1	XP_012136350.1
OG0008938	XP_017787875.1	XP_003701840.1
OG0008939	XP_017797461.1	XP_003706644.1
OG0008940	XP_017799093.1	XP_012151422.1
OG0008941	XP_017788095.1	XP_012147339.1
OG0008942	XP_017789171.1	XP_003703280.2
OG0008943	XP_017797458.1	XP_003706640.1
OG0008944	XP_017790215.1	XP_012149377.1
OG0008945	XP_017796011.1	XP_003701884.2
OG0008946	XP_017787658.1	XP_003699644.2
OG0008947	XP_017797428.1	XP_003701816.1
OG0008948	XP_017792083.1	XP_003708498.1
OG0008949	XP_017799068.1	XP_003705052.1
OG0008950	XP_017799019.1	XP_003706431.1
OG0008951	XP_017788382.1	XP_012135101.1, XP_003700940.2
OG0008952	XP_017787739.1	XP_003701610.1
OG0008953	XP_017788998.1	XP_003701690.1
OG0008954	XP_017796848.1	XP_012147028.1
OG0008955	XP_017788620.1	XP_003707367.1
OG0008956	XP_017788622.1	XP_012150333.1
OG0008957	XP_017797578.1	XP_012145708.1
OG0008958	XP_017797646.1	XP_003705879.1
OG0008959	XP_017792416.1	XP_012138084.1
OG0008960	XP_017790331.1	XP_012145969.1, XP_012145971.1
OG0008961	XP_017798862.1	XP_003703575.1
OG0008962	XP_017795530.1	XP_003700065.1
OG0008963	XP_017793881.1	XP_012143602.1
OG0008964	XP_017793843.1	XP_012143592.1
OG0008965	XP_017793859.1	XP_012143684.1
OG0008966	XP_017792981.1	XP_003699232.1
OG0008967	XP_017789584.1	XP_003701986.1
OG0008969	XP_017788862.1	XP_003704196.1
OG0008970	XP_017798771.1	XP_003702758.1
OG0008971	XP_017798621.1	XP_012139436.1
OG0008972	XP_017796559.1	XP_003705917.2
OG0008973	XP_017787409.1	XP_003701249.2
OG0008974	XP_017787444.1	XP_012135824.1
OG0008975	XP_017788611.1	XP_012137523.1
OG0008976	XP_017792808.1	XP_003700446.1
OG0008977	XP_017791850.1	XP_003707829.1
OG0008978	XP_017796704.1	XP_012134984.1
OG0008979	XP_017798228.1	XP_012152796.1, XP_012152795.1
OG0008980	XP_017797658.1	XP_003705461.1
OG0008981	XP_017791102.1	XP_012144844.1
OG0008982	XP_017796997.1	XP_012152885.1
OG0008983	XP_017797629.1	XP_012148365.1
OG0008984	XP_017797423.1	XP_012139210.1
OG0008985	XP_017797475.1	XP_012146758.1
OG0008988	XP_017795500.1	XP_012145330.1
OG0008989	XP_017794577.1	XP_012147915.1
OG0008990	XP_017791015.1	XP_012148972.1
OG0008992	XP_017796885.1	XP_012143172.1
OG0008993	XP_017793118.1	XP_003699262.2
OG0008994	XP_017791404.1	XP_012136145.1
OG0008995	XP_017794824.1	XP_012142505.1
OG0008996	XP_017794983.1	XP_012142552.1
OG0008997	XP_017798506.1	XP_012152564.1
OG0008999	XP_017794659.1	XP_003706286.2
OG0009000	XP_017791833.1	XP_012143973.1
OG0009002	XP_017793826.1	XP_012139332.1
OG0009003	XP_017799473.1, XP_017792105.1, XP_017799474.1, XP_017792106.1	XP_012148429.1, XP_012145950.1
OG0009006	XP_017799316.1	XP_012144682.1
OG0009007	XP_017795071.1	XP_012154060.1
OG0009008	XP_017791444.1	XP_012138512.1
OG0009009	XP_017789550.1	XP_012149457.1
OG0009010	XP_017795590.1	XP_012141789.1
OG0009012	XP_017791947.1	XP_012153857.1
OG0009013	XP_017792965.1	XP_012151249.1
OG0009014	XP_017787417.1	XP_003701231.1
OG0009015	XP_017794899.1	XP_012145504.1
OG0009016	XP_017788408.1	XP_012138353.1
OG0009017	XP_017797411.1	XP_003707242.1
OG0009018	XP_017795216.1	XP_012144334.1
OG0009019	XP_017799464.1	XP_012138940.1
OG0009020	XP_017789031.1	XP_012136944.1
OG0009021	XP_017789303.1	XP_012152185.1
OG0009024	XP_017789978.1	XP_003700755.1
OG0009025	XP_017797308.1	XP_012144160.1
OG0009027	XP_017793563.1	XP_003702434.1
OG0009028	XP_017788258.1	XP_003701687.1
OG0009031	XP_017795872.1	XP_012149724.1, XP_012145946.1
OG0009033	XP_017797930.1	XP_003706059.1
OG0009035	XP_017792939.1	XP_012146790.1
OG0009037	XP_017799482.1	XP_012150871.1
OG0009039	XP_017794264.1	XP_012152983.1, XP_012152982.1, XP_012152981.1
OG0009047	XP_017789883.1	XP_012143008.1, XP_012143009.1
OG0009049	XP_017787736.1	XP_012136775.1
OG0009050	XP_017789691.1	XP_012148189.1
OG0009051	XP_017792830.1	XP_003699239.1
OG0009052	XP_017790065.1	XP_003706924.1
OG0009054	XP_017798411.1	XP_003700488.1
OG0009056	XP_017796709.1	XP_003704758.1
OG0009058	XP_017795899.1	XP_003699653.1
OG0009059	XP_017795968.1	XP_003700968.1
OG0009061	XP_017798602.1	XP_003702775.1, XP_012139569.1
OG0009062	XP_017798311.1	XP_003705383.1
OG0009064	XP_017791344.1	XP_012134622.1
OG0009067	XP_017787770.1	XP_012143655.1
OG0009068	XP_017798695.1	XP_003702991.1
OG0009071	XP_017793745.1	XP_003699472.1
OG0009072	XP_017793641.1	XP_012149466.1
OG0009075	XP_017788381.1	XP_003700938.2
OG0009076	XP_017793121.1	XP_003707782.1
OG0009077	XP_017795029.1	XP_012138942.1
OG0009079	XP_017790191.1	XP_003703586.1
OG0009080	XP_017797235.1	XP_012136690.1
OG0009081	XP_017794690.1	XP_003706116.1
OG0009082	XP_017794604.1	XP_003701950.1
OG0009083	XP_017793849.1	XP_012143750.1
OG0009084	XP_017797227.1	XP_012142023.1
OG0009085	XP_017793750.1	XP_012134556.1
OG0009087	XP_017794389.1	XP_012149845.1
OG0009088	XP_017799452.1	XP_012150213.1
OG0009090	XP_017793823.1	XP_012143223.1
OG0009091	XP_017791576.1	XP_012145414.1
OG0009092	XP_017795852.1	XP_012145852.1
OG0009093	XP_017796173.1	XP_003706062.1
OG0009095	XP_017793729.1	XP_003701746.1
OG0009098	XP_017793666.1	XP_012150103.1
OG0009100	XP_017791637.1	XP_012138561.1
OG0009102	XP_017795932.1	XP_003700918.2
OG0009104	XP_017790057.1	XP_012135393.1
OG0009105	XP_017789827.1	XP_012135391.1
OG0009106	XP_017789810.1	XP_012135377.1
OG0009108	XP_017791330.1	XP_012134643.1
OG0009112	XP_017798037.1	XP_003705302.1
OG0009113	XP_017794284.1	XP_012140225.1
OG0009114	XP_017794228.1	XP_012153181.1
OG0009115	XP_017792301.1	XP_012138029.1
OG0009116	XP_017790081.1	XP_012136049.1
OG0009117	XP_017796753.1	XP_003704694.1
OG0009118	XP_017798980.1	XP_003703823.1
OG0009127	XP_017797783.1	XP_012143770.1
OG0009131	XP_017793599.1	XP_012136793.1
OG0009132	XP_017790672.1	XP_012154001.1
OG0009133	XP_017789072.1	XP_003703365.1
OG0009136	XP_017794502.1	XP_012135945.1, XP_012135939.1
OG0009137	XP_017795886.1	XP_012145375.1
OG0009139	XP_017789898.1	XP_012141118.1
OG0009143	XP_017797547.1	XP_003700987.2
OG0009149	XP_017787611.1	XP_012134856.1
OG0009152	XP_017798693.1	XP_012139703.1
OG0009153	XP_017798533.1	XP_012139493.1
OG0009154	XP_017796623.1	XP_003705907.1
OG0009155	XP_017796563.1	XP_003705978.2
OG0009157	XP_017796966.1	XP_012146321.1
OG0009158	XP_017797847.1	XP_012153774.1
OG0009160	XP_017787750.1	XP_012135082.1
OG0009161	XP_017795945.1	XP_003700877.1
OG0009162	XP_017789361.1	XP_003708163.2
OG0009163	XP_017788042.1	XP_012151104.1
OG0009167	XP_017789420.1	XP_012146872.1
OG0009177	XP_017789049.1	XP_012140615.1
OG0009178	XP_017797394.1	XP_012149766.1
OG0009181	XP_017792410.1	XP_012138016.1
OG0009182	XP_017796860.1	XP_012135957.1
OG0009185	XP_017793996.1	XP_003702537.1
OG0009186	XP_017795717.1	XP_012150762.1
OG0009188	XP_017799582.1	XP_012150788.1
OG0009189	XP_017799431.1	XP_003700082.1
OG0009191	XP_017791565.1	XP_012149177.1
OG0009192	XP_017792298.1	XP_012148816.1, XP_012148817.1
OG0009194	XP_017789642.1	XP_012143609.1
OG0009197	XP_017799204.1	XP_012147863.1
OG0009200	XP_017791514.1	XP_003700178.1
OG0009202	XP_017794597.1	XP_012145472.1
OG0009204	XP_017798486.1	XP_012139869.1
OG0009206	XP_017794747.1	XP_012141980.1
OG0009208	XP_017795916.1	XP_012136265.1
OG0009210	XP_017787651.1	XP_012149677.1
