Orthogroup	Habropoda_laboriosa	Apis_mellifera
OG0008524	XP_017789180.1	XP_003250098.2
OG0008525	XP_017789554.1	XP_003250331.2
OG0008526	XP_017788488.1	XP_003250376.2, XP_026295386.1
OG0008527	XP_017787738.1	XP_003250511.1
OG0008528	XP_017795953.1	XP_003250774.1
OG0008530	XP_017792118.1	XP_003251088.2
OG0008531	XP_017790762.1	XP_003251099.1
OG0008532	XP_017790797.1	XP_003251110.1
OG0008533	XP_017797964.1	XP_003251243.2
OG0008534	XP_017796419.1	XP_003251270.1
OG0008535	XP_017798442.1	XP_003251314.2
OG0008536	XP_017792982.1	XP_003251540.1
OG0008537	XP_017797468.1	XP_003251651.1
OG0008538	XP_017797525.1	XP_003251652.1
OG0008539	XP_017788685.1	XP_003251679.1
OG0008540	XP_017788347.1	XP_003251741.1
OG0008541	XP_017793246.1	XP_003251782.2
OG0008542	XP_017793068.1	XP_003251792.1
OG0008543	XP_017798338.1	XP_006557352.1
OG0008544	XP_017790335.1	XP_006557527.1
OG0008545	XP_017798420.1	XP_006557769.1
OG0008546	XP_017798455.1	XP_006557778.1
OG0008547	XP_017795268.1	XP_006557977.1
OG0008548	XP_017797561.1	XP_006558190.2
OG0008549	XP_017793752.1	XP_006558278.1
OG0008551	XP_017798907.1	XP_006558979.1
OG0008552	XP_017795141.1	XP_006559006.1
OG0008553	XP_017794290.1	XP_006559054.1
OG0008554	XP_017797593.1	XP_006559113.3
OG0008555	XP_017797637.1	XP_006559119.1
OG0008556	XP_017793543.1	XP_006559251.1
OG0008557	XP_017788922.1	XP_006559394.2
OG0008558	XP_017787366.1	XP_006559491.1
OG0008559	XP_017787371.1	XP_006559519.2
OG0008560	XP_017787486.1	XP_006559646.1
OG0008563	XP_017794756.1	XP_006560037.1
OG0008564	XP_017793716.1, XP_017793714.1	XP_006560077.1
OG0008565	XP_017788894.1	XP_006560462.1
OG0008566	XP_017788932.1	XP_006560491.1
OG0008567	XP_017793848.1	XP_006560496.2
OG0008568	XP_017791960.1	XP_006560617.1
OG0008569	XP_017797214.1	XP_006560640.1
OG0008570	XP_017797099.1	XP_006560659.1
OG0008571	XP_017797215.1	XP_006560665.1
OG0008572	XP_017787402.1	XP_006560751.3
OG0008573	XP_017799247.1	XP_006560759.1
OG0008574	XP_017799223.1	XP_006560760.1
OG0008575	XP_017799589.1	XP_006560766.2
OG0008576	XP_017793753.1	XP_006560796.1
OG0008577	XP_017788005.1	XP_006560914.1
OG0008578	XP_017799072.1	XP_006561056.2
OG0008579	XP_017792910.1	XP_006561073.2
OG0008580	XP_017792937.1	XP_006561079.1
OG0008581	XP_017792940.1	XP_006561083.2
OG0008582	XP_017792945.1	XP_006561108.1
OG0008583	XP_017797558.1	XP_006561304.2
OG0008584	XP_017792771.1	XP_006561474.1
OG0008585	XP_017799449.1	XP_006561942.2
OG0008586	XP_017789759.1	XP_006561981.1
OG0008587	XP_017790661.1	XP_006562263.2
OG0008589	XP_017791530.1	XP_006562433.1
OG0008590	XP_017787860.1	XP_006562554.1
OG0008591	XP_017798837.1	XP_006562620.2
OG0008592	XP_017798724.1	XP_006562621.2
OG0008593	XP_017798825.1	XP_006562632.1
OG0008594	XP_017796266.1	XP_006562676.2
OG0008595	XP_017793802.1	XP_006562702.1
OG0008596	XP_017796267.1	XP_006562706.1
OG0008598	XP_017798482.1	XP_006563019.1
OG0008599	XP_017798756.1	XP_006563068.1
OG0008601	XP_017792612.1	XP_006563221.1
OG0008602	XP_017792590.1	XP_006563226.1
OG0008603	XP_017792597.1	XP_006563262.2
OG0008604	XP_017798211.1	XP_006563273.1
OG0008605	XP_017796609.1	XP_006563531.2
OG0008606	XP_017796593.1	XP_006563536.2
OG0008607	XP_017796605.1	XP_006563668.1
OG0008608	XP_017789751.1	XP_006563705.1
OG0008609	XP_017789551.1	XP_006563707.1
OG0008610	XP_017791577.1	XP_006563720.1
OG0008611	XP_017792915.1	XP_006563756.3
OG0008612	XP_017797300.1	XP_006563807.2
OG0008613	XP_017798836.1	XP_006563908.1
OG0008615	XP_017797540.1	XP_006564097.2
OG0008616	XP_017796083.1	XP_006564219.1
OG0008617	XP_017789667.1	XP_006564533.2
OG0008618	XP_017787493.1	XP_006564670.1
OG0008619	XP_017787492.1	XP_006564732.1
OG0008620	XP_017794457.1	XP_006564781.1
OG0008621	XP_017794474.1	XP_006564785.1
OG0008622	XP_017794427.1	XP_006564790.2
OG0008623	XP_017796040.1	XP_006564792.1
OG0008624	XP_017793686.1	XP_006564801.1
OG0008625	XP_017789163.1	XP_006565410.2
OG0008627	XP_017791258.1	XP_006565580.1
OG0008628	XP_017791696.1	XP_006565607.1
OG0008629	XP_017790944.1	XP_006565618.1
OG0008630	XP_017798591.1	XP_006565700.1
OG0008631	XP_017798770.1	XP_006565786.2
OG0008632	XP_017795956.1	XP_006565929.1
OG0008633	XP_017795957.1	XP_006565931.3
OG0008634	XP_017795943.1	XP_006565937.2
OG0008636	XP_017795978.1	XP_006565974.1
OG0008637	XP_017789469.1	XP_006566136.2
OG0008638	XP_017789836.1	XP_006566272.1
OG0008639	XP_017789222.1	XP_006566537.1
OG0008640	XP_017793454.1	XP_006566669.1
OG0008641	XP_017799558.1	XP_395120.3, XP_006566895.1
OG0008642	XP_017791325.1	XP_006566916.1
OG0008643	XP_017798085.1	XP_006567272.1
OG0008644	XP_017795855.1	XP_006567501.2
OG0008645	XP_017796818.1	XP_006567516.1
OG0008646	XP_017795736.1	XP_006567646.2
OG0008647	XP_017790418.1	XP_006568260.1
OG0008648	XP_017795680.1	XP_006568357.1
OG0008649	XP_017795618.1	XP_006568378.2
OG0008650	XP_017795619.1	XP_006568381.2
OG0008651	XP_017795296.1	XP_006568482.3
OG0008652	XP_017788427.1	XP_006568942.1
OG0008653	XP_017788445.1	XP_006568944.2
OG0008654	XP_017790364.1	XP_006569098.1
OG0008655	XP_017790363.1	XP_006569119.1
OG0008656	XP_017790473.1	XP_006569146.1
OG0008658	XP_017791543.1	XP_006569262.2
OG0008659	XP_017798209.1	XP_006569436.1
OG0008661	XP_017794832.1	XP_006570013.1
OG0008662	XP_017794998.1	XP_006570014.1
OG0008663	XP_017796897.1	XP_006570030.3
OG0008664	XP_017792413.1	XP_006570099.2
OG0008665	XP_017788196.1	XP_006570181.2
OG0008666	XP_017793097.1	XP_006570354.1
OG0008667	XP_017799125.1	XP_006570876.1
OG0008668	XP_017790242.1	XP_006570948.1
OG0008669	XP_017797501.1	XP_006570969.1
OG0008670	XP_017797460.1	XP_006570980.1
OG0008671	XP_017797454.1	XP_006570994.1, XP_006570995.1
OG0008672	XP_017794562.1	XP_006571076.1
OG0008673	XP_017799286.1	XP_006571227.1
OG0008674	XP_017788337.1	XP_006571427.1
OG0008675	XP_017788281.1	XP_006571428.1
OG0008676	XP_017799017.1	XP_006571598.1
OG0008677	XP_017788349.1	XP_006571642.2
OG0008678	XP_017797633.1	XP_006571710.1
OG0008680	XP_017793186.1	XP_006571787.1
OG0008681	XP_017791942.1	XP_006572261.1
OG0008682	XP_017795567.1	XP_006572354.1
OG0008683	XP_017790540.1	XP_016766255.1
OG0008684	XP_017790558.1	XP_016766305.2
OG0008685	XP_017795295.1	XP_016766579.1
OG0008686	XP_017795316.1	XP_016766789.1
OG0008687	XP_017788065.1	XP_016766857.1
OG0008688	XP_017796251.1	XP_016767077.2
OG0008689	XP_017797164.1	XP_016767158.1
OG0008690	XP_017797268.1	XP_016767276.2
OG0008691	XP_017798244.1	XP_016767291.1
OG0008692	XP_017798248.1	XP_016767295.1
OG0008693	XP_017787937.1	XP_016767367.1
OG0008694	XP_017787947.1	XP_016767395.1
OG0008697	XP_017791933.1	XP_016767845.1
OG0008698	XP_017792222.1	XP_016767877.1
OG0008700	XP_017793583.1	XP_016767961.2
OG0008701	XP_017796110.1	XP_016767984.1
OG0008702	XP_017797518.1	XP_016768172.2
OG0008703	XP_017797406.1	XP_016768254.1
OG0008705	XP_017795681.1	XP_016768706.1
OG0008706	XP_017798313.1	XP_016768773.1
OG0008707	XP_017798829.1	XP_016768797.1
OG0008709	XP_017793171.1	XP_016769089.1
OG0008710	XP_017790934.1	XP_016769188.1
OG0008711	XP_017798910.1	XP_016769261.1
OG0008712	XP_017799432.1	XP_016769573.1
OG0008713	XP_017795746.1	XP_016769640.2, XP_016769639.2
OG0008714	XP_017790992.1	XP_016769921.1
OG0008715	XP_017790110.1	XP_016770082.2
OG0008716	XP_017789744.1	XP_016770119.1
OG0008717	XP_017795150.1	XP_016770221.1, XP_026301813.1
OG0008719	XP_017794237.1	XP_016770414.2
OG0008721	XP_017790307.1	XP_016770688.2
OG0008724	XP_017796304.1	XP_016771050.1
OG0008725	XP_017788708.1	XP_016771214.2
OG0008726	XP_017788698.1	XP_016771274.2
OG0008727	XP_017788730.1	XP_016771434.2
OG0008728	XP_017788853.1	XP_016771441.1
OG0008730	XP_017795895.1	XP_016772209.2
OG0008732	XP_017792898.1	XP_016772309.1
OG0008733	XP_017792897.1	XP_016772311.2
OG0008734	XP_017793569.1	XP_016772351.2
OG0008735	XP_017799189.1	XP_016772368.1
OG0008736	XP_017798322.1	XP_016772523.1
OG0008737	XP_017794270.1	XP_016772711.1
OG0008738	XP_017795700.1	XP_016772834.1
OG0008739	XP_017793911.1	XP_016772857.2
OG0008740	XP_017799319.1	XP_016772943.1
OG0008741	XP_017795370.1	XP_016773079.2
OG0008742	XP_017788004.1	XP_016773571.1
OG0008743	XP_017792711.1	XP_026294632.1
OG0008744	XP_017798325.1	XP_026294732.1
OG0008745	XP_017792649.1	XP_026294814.1
OG0008746	XP_017787751.1	XP_026294829.1
OG0008747	XP_017795973.1	XP_026294856.1
OG0008748	XP_017788391.1	XP_026294880.1
OG0008749	XP_017796857.1	XP_026294886.1
OG0008750	XP_017796336.1	XP_026294890.1
OG0008751	XP_017790607.1	XP_026294901.1
OG0008753	XP_017794555.1	XP_026294937.1
OG0008754	XP_017794435.1	XP_026294954.1
OG0008755	XP_017790454.1	XP_026294963.1
OG0008756	XP_017792645.1	XP_026294980.1
OG0008757	XP_017795345.1	XP_026295020.1
OG0008758	XP_017794428.1	XP_026295089.1
OG0008759	XP_017789583.1	XP_026295374.1
OG0008760	XP_017787993.1	XP_026295459.1
OG0008761	XP_017789325.1	XP_026295504.1
OG0008762	XP_017795299.1	XP_026295564.1
OG0008764	XP_017797219.1	XP_026295978.1
OG0008766	XP_017793748.1	XP_026296013.1
OG0008767	XP_017796337.1	XP_026296055.1
OG0008768	XP_017796256.1	XP_026296145.1
OG0008769	XP_017796144.1	XP_026296194.1
OG0008770	XP_017796794.1	XP_026296195.1
OG0008771	XP_017797260.1	XP_026296196.1
OG0008772	XP_017793811.1	XP_026296220.1
OG0008773	XP_017793691.1	XP_026296502.1
OG0008775	XP_017794920.1	XP_026296549.1
OG0008776	XP_017793672.1	XP_026296614.1
OG0008777	XP_017789771.1	XP_026296662.1
OG0008778	XP_017797127.1, XP_017792002.1	XP_026296671.1
OG0008780	XP_017792143.1	XP_026296676.1
OG0008781	XP_017796069.1	XP_026296690.1
OG0008782	XP_017790671.1	XP_026296752.1
OG0008784	XP_017796084.1	XP_026296837.1
OG0008785	XP_017790640.1	XP_026296841.1
OG0008786	XP_017797465.1	XP_026297045.1
OG0008787	XP_017797638.1	XP_026297052.1
OG0008788	XP_017789203.1	XP_026297145.1
OG0008789	XP_017789187.1	XP_026297153.1
OG0008790	XP_017789033.1	XP_026297187.1
OG0008792	XP_017798016.1	XP_026297495.1
OG0008793	XP_017795622.1	XP_026297508.1
OG0008794	XP_017795830.1	XP_026297517.1
OG0008795	XP_017792234.1	XP_026297667.1
OG0008796	XP_017787853.1	XP_026297681.1
OG0008797	XP_017789908.1	XP_026297712.1
OG0008799	XP_017790322.1	XP_026297752.1
OG0008800	XP_017790465.1	XP_026297809.1
OG0008801	XP_017793965.1	XP_026298076.1
OG0008803	XP_017799575.1	XP_026298358.1
OG0008804	XP_017791230.1	XP_026298541.1
OG0008805	XP_017791081.1	XP_026298555.1
OG0008806	XP_017791129.1	XP_026298573.1
OG0008808	XP_017791541.1	XP_026298998.1
OG0008809	XP_017789952.1	XP_026299026.1
OG0008810	XP_017792235.1	XP_026299094.1
OG0008811	XP_017799150.1	XP_026299120.1
OG0008812	XP_017793846.1	XP_026299130.1
OG0008813	XP_017793935.1	XP_026299207.1
OG0008814	XP_017789816.1	XP_026299239.1
OG0008816	XP_017790316.1	XP_026299453.1
OG0008818	XP_017793105.1	XP_026299499.1
OG0008819	XP_017795368.1	XP_026299557.1
OG0008820	XP_017792077.1	XP_026299648.1
OG0008821	XP_017792655.1	XP_026299664.1
OG0008822	XP_017790311.1	XP_026299686.1
OG0008823	XP_017790317.1	XP_026299692.1
OG0008824	XP_017789226.1	XP_026299696.1
OG0008825	XP_017794163.1	XP_026299698.1
OG0008826	XP_017789596.1	XP_026299706.1
OG0008827	XP_017793062.1	XP_026299764.1
OG0008828	XP_017795593.1	XP_026299848.1
OG0008829	XP_017790313.1	XP_026299858.1
OG0008830	XP_017794822.1	XP_026299949.1
OG0008832	XP_017787532.1	XP_026300236.1
OG0008833	XP_017795032.1	XP_026300238.1
OG0008834	XP_017787580.1	XP_026300242.1
OG0008835	XP_017791041.1	XP_026300253.1
OG0008836	XP_017791300.1	XP_026300413.1
OG0008837	XP_017788705.1	XP_026300472.1
OG0008838	XP_017788707.1	XP_026300574.1
OG0008839	XP_017789837.1	XP_026300581.1
OG0008840	XP_017793180.1	XP_026300714.1
OG0008841	XP_017798714.1	XP_026300723.1
OG0008842	XP_017794658.1	XP_026300867.1
OG0008843	XP_017799261.1	XP_026301019.1
OG0008844	XP_017799259.1	XP_026301143.1
OG0008845	XP_017797861.1	XP_026301144.1
OG0008846	XP_017799178.1	XP_026301171.1
OG0008847	XP_017794755.1	XP_026301195.1
OG0008848	XP_017796567.1	XP_026301341.1
OG0008849	XP_017791857.1	XP_026301363.1
OG0008850	XP_017799212.1	XP_026301406.1
OG0008851	XP_017799235.1	XP_026301440.1
OG0008852	XP_017798435.1	XP_026301517.1
OG0008853	XP_017792876.1	XP_026301558.1
OG0008854	XP_017798297.1	XP_026301568.1
OG0008855	XP_017788183.1	XP_026301635.1
OG0008856	XP_017798300.1	XP_026301652.1
OG0008859	XP_017790968.1	XP_026302048.1
OG0008860	XP_017790356.1	XP_026302212.1
OG0008861	XP_017792663.1	XP_026302246.1
OG0008862	XP_017793469.1	XP_391869.3
OG0008863	XP_017791868.1	XP_392077.1
OG0008864	XP_017792783.1	XP_392103.2
OG0008865	XP_017796541.1	XP_392190.2
OG0008866	XP_017795958.1	XP_392231.4
OG0008867	XP_017787758.1	XP_392237.2
OG0008870	XP_017799538.1	XP_392530.3
OG0008871	XP_017793771.1	XP_392553.1
OG0008872	XP_017797192.1	XP_392640.1
OG0008873	XP_017794640.1	XP_392723.3
OG0008874	XP_017792925.1	XP_393172.2
OG0008875	XP_017789714.1	XP_393179.1
OG0008876	XP_017793519.1	XP_393219.2
OG0008877	XP_017796116.1	XP_393267.5
OG0008878	XP_017791869.1	XP_393307.3
OG0008879	XP_017797759.1	XP_393352.2
OG0008880	XP_017788846.1	XP_393452.4
OG0008881	XP_017788994.1	XP_393453.3
OG0008882	XP_017798370.1	XP_393558.1
OG0008883	XP_017793926.1	XP_393726.2
OG0008884	XP_017790336.1	XP_393856.2
OG0008885	XP_017798681.1	XP_393984.2
OG0008886	XP_017796700.1	XP_394084.6
OG0008887	XP_017791877.1	XP_394092.3
OG0008888	XP_017790489.1	XP_394320.2
OG0008889	XP_017795980.1	XP_394351.2
OG0008890	XP_017796212.1	XP_394359.2
OG0008891	XP_017798286.1	XP_394462.2
OG0008892	XP_017793792.1, XP_017793793.1	XP_394494.5
OG0008893	XP_017796226.1	XP_394499.4
OG0008894	XP_017788683.1	XP_394614.1
OG0008895	XP_017787435.1	XP_394746.4
OG0008896	XP_017794521.1	XP_394768.4
OG0008897	XP_017788072.1	XP_394886.4
OG0008898	XP_017789475.1	XP_395034.3
OG0008899	XP_017791872.1	XP_395193.1
OG0008900	XP_017793557.1	XP_395371.3
OG0008901	XP_017797197.1	XP_395502.2
OG0008902	XP_017797457.1	XP_395661.4
OG0008903	XP_017794426.1	XP_395792.4
OG0008904	XP_017795177.1	XP_395833.4
OG0008905	XP_017797419.1	XP_395905.2
OG0008906	XP_017789394.1	XP_395921.4
OG0008907	XP_017797202.1	XP_395929.2
OG0008908	XP_017793630.1	XP_396096.4
OG0008909	XP_017795851.1	XP_396280.4
OG0008910	XP_017798532.1	XP_396281.5
OG0008911	XP_017797967.1	XP_396499.5
OG0008912	XP_017790333.1	XP_396504.1
OG0008913	XP_017793615.1	XP_396549.3
OG0008914	XP_017788416.1	XP_396615.2
OG0008915	XP_017790172.1	XP_396778.2
OG0008916	XP_017798309.1	XP_397213.2
OG0008918	XP_017797774.1	XP_397318.4
OG0008919	XP_017799267.1	XP_397475.2
OG0008920	XP_017799186.1	XP_397510.4
OG0008921	XP_017790342.1	XP_397573.4
OG0008922	XP_017790320.1	XP_623055.1
OG0008923	XP_017790559.1	XP_623133.4
OG0008924	XP_017797366.1	XP_623273.1
OG0008925	XP_017788847.1	XP_623441.1
OG0008926	XP_017789905.1	XP_623654.3
OG0008927	XP_017794211.1	XP_623676.2
OG0008928	XP_017797953.1	XP_623699.3
OG0008929	XP_017791218.1	XP_623706.1
OG0008930	XP_017789147.1	XP_623745.2
OG0008931	XP_017790310.1	XP_623930.2
OG0008932	XP_017791508.1	XP_623985.3
OG0008933	XP_017789452.1	XP_624114.1
OG0008934	XP_017793212.1	XP_624151.1
OG0008935	XP_017791110.1	XP_624229.2
OG0008936	XP_017793272.1	XP_624421.1
OG0008937	XP_017794784.1	XP_624481.3
OG0008938	XP_017787875.1	XP_624487.1
OG0008939	XP_017797461.1	XP_624541.1
OG0008940	XP_017799093.1	XP_624549.4
OG0008941	XP_017788095.1	XP_624573.2
OG0008942	XP_017789171.1	XP_624764.3
OG0008943	XP_017797458.1	XP_624899.1
OG0008944	XP_017790215.1	XP_624995.5
OG0008945	XP_017796011.1	XP_625051.2
OG0008946	XP_017787658.1	XP_625067.1
OG0008947	XP_017797428.1	XP_625073.3
OG0008948	XP_017792083.1	XP_625245.2
OG0009047	XP_017789883.1	NP_001127805.1, XP_016771131.1
OG0009048	XP_017792792.1	NP_001129377.1
OG0009049	XP_017787736.1	NP_001167613.1
OG0009050	XP_017789691.1	XP_006572423.1, NP_001265257.1
OG0009051	XP_017792830.1	NP_001265636.1
OG0009052	XP_017790065.1	XP_001119823.1
OG0009054	XP_017798411.1	XP_001120800.1
OG0009055	XP_017798739.1	XP_001120952.2
OG0009056	XP_017796709.1	XP_001121061.1
OG0009057	XP_017796573.1	XP_001121815.3
OG0009058	XP_017795899.1	XP_001122354.2
OG0009059	XP_017795968.1	XP_001122505.3
OG0009060	XP_017796102.1	XP_001122709.2
OG0009061	XP_017798602.1	XP_001122739.1
OG0009062	XP_017798311.1	XP_003249482.1
OG0009064	XP_017791344.1	XP_003250047.3
OG0009065	XP_017791780.1	XP_003250263.2
OG0009066	XP_017791795.1	XP_003250269.4
OG0009067	XP_017787770.1	XP_003250581.2
OG0009068	XP_017798695.1	XP_003250716.1
OG0009071	XP_017793745.1	XP_003250996.1
OG0009072	XP_017793641.1	XP_003251089.1
OG0009073	XP_017790734.1	XP_003251111.1
OG0009074	XP_017790349.1	XP_003251203.2
OG0009075	XP_017788381.1	XP_003251283.3
OG0009076	XP_017793121.1	XP_003251557.1
OG0009077	XP_017795029.1	XP_003251865.2
OG0009079	XP_017790191.1	XP_006558694.1
OG0009080	XP_017797235.1	XP_006558732.1
OG0009081	XP_017794690.1	XP_006559341.1
OG0009082	XP_017794604.1	XP_006559349.1
OG0009083	XP_017793849.1	XP_006560495.3
OG0009084	XP_017797227.1	XP_006560670.1
OG0009085	XP_017793750.1	XP_006560829.2
OG0009087	XP_017794389.1	XP_006561853.1
OG0009088	XP_017799452.1	XP_006561944.2
OG0009089	XP_017799443.1	XP_006561967.2
OG0009090	XP_017793823.1	XP_006562011.1
OG0009091	XP_017791576.1	XP_026301439.1, XP_006563729.1, XP_394056.4
OG0009092	XP_017795852.1	XP_006563773.1
OG0009093	XP_017796173.1	XP_006564000.1
OG0009095	XP_017793729.1	XP_006564161.1
OG0009096	XP_017787434.1	XP_006564736.1
OG0009098	XP_017793666.1	XP_006564812.1
OG0009099	XP_017798727.1	XP_006564924.1
OG0009100	XP_017791637.1	XP_006565554.1
OG0009101	XP_017798662.1	XP_006565707.1
OG0009102	XP_017795932.1	XP_006565887.1
OG0009104	XP_017790057.1	XP_006566230.1
OG0009105	XP_017789827.1	XP_006566250.1
OG0009106	XP_017789810.1	XP_006566251.1
OG0009108	XP_017791330.1	XP_006566978.1
OG0009109	XP_017799517.1	XP_395313.3, XP_006567529.1, XP_026298725.1
OG0009110	XP_017794323.1, XP_017797038.1	XP_006568129.2
OG0009112	XP_017798037.1	XP_006568583.2
OG0009113	XP_017794284.1	XP_006568679.1
OG0009114	XP_017794228.1	XP_006568699.1
OG0009115	XP_017792301.1	XP_006569478.2
OG0009116	XP_017790081.1	XP_006569751.2
OG0009117	XP_017796753.1	XP_006570235.2
OG0009118	XP_017798980.1	XP_006571389.1
OG0009122	XP_017789589.1	XP_006572060.1
OG0009126	XP_017796260.1	XP_016767355.2
OG0009127	XP_017797783.1	XP_016767388.2
OG0009129	XP_017796080.1	XP_016767661.2
OG0009130	XP_017793624.1	XP_016767687.2
OG0009131	XP_017793599.1	XP_016767867.1
OG0009132	XP_017790672.1	XP_016767959.2
OG0009133	XP_017789072.1	XP_016768245.1
OG0009135	XP_017791462.1	XP_016768702.2
OG0009136	XP_017794502.1	XP_016768723.1
OG0009137	XP_017795886.1	XP_016768884.2
OG0009138	XP_017798943.1	XP_016768966.2
OG0009139	XP_017789898.1	XP_016769133.2
OG0009140	XP_017791086.1	XP_016769432.1
OG0009141	XP_017792890.1	XP_016770206.1
OG0009143	XP_017797547.1	XP_016770562.1
OG0009146	XP_017795145.1	XP_016770753.2
OG0009147	XP_017789597.1	XP_016770773.1
OG0009149	XP_017787611.1	XP_016770905.1
OG0009150	XP_017788903.1	XP_016771265.1
OG0009151	XP_017788764.1	XP_016771413.2
OG0009152	XP_017798693.1	XP_016771508.1
OG0009153	XP_017798533.1	XP_016771864.1
OG0009154	XP_017796623.1	XP_016772082.1
OG0009155	XP_017796563.1	XP_016772189.1
OG0009156	XP_017799131.1	XP_016772376.2
OG0009157	XP_017796966.1	XP_016772487.1
OG0009158	XP_017797847.1	XP_016773353.2
OG0009159	XP_017789581.1	XP_016773447.1
OG0009160	XP_017787750.1	XP_026294828.1
OG0009161	XP_017795945.1	XP_026295047.1
OG0009162	XP_017789361.1	XP_026295187.1
OG0009163	XP_017788042.1	XP_026295204.1
OG0009167	XP_017789420.1	XP_026295462.1
OG0009168	XP_017789382.1	XP_026295497.1
OG0009169	XP_017796841.1	XP_026295812.1
OG0009175	XP_017797570.1	XP_026296905.1
OG0009176	XP_017789186.1	XP_026296949.1
OG0009177	XP_017789049.1	XP_026296950.1
OG0009178	XP_017797394.1	XP_026297056.1
OG0009181	XP_017792410.1	XP_026297546.1
OG0009182	XP_017796860.1	XP_026297571.1
OG0009183	XP_017793183.1	XP_026297916.1
OG0009184	XP_017794019.1	XP_026298013.1
OG0009185	XP_017793996.1	XP_026298300.1
OG0009186	XP_017795717.1	XP_026298531.1
OG0009187	XP_017794353.1	XP_026298535.1
OG0009188	XP_017799582.1	XP_026298615.1
OG0009189	XP_017799431.1	XP_026298749.1
OG0009190	XP_017795091.1	XP_026298817.1
OG0009191	XP_017791565.1	XP_026298920.1
OG0009192	XP_017792298.1	XP_026298963.1
OG0009194	XP_017789642.1	XP_026299170.1
OG0009196	XP_017794165.1	XP_026299560.1
OG0009197	XP_017799204.1	XP_026299710.1
OG0009199	XP_017787546.1	XP_026300142.1
OG0009200	XP_017791514.1	XP_026300233.1
OG0009202	XP_017794597.1	XP_026300780.1
OG0009203	XP_017798497.1	XP_026300801.1
OG0009204	XP_017798486.1	XP_026300968.1
OG0009206	XP_017794747.1	XP_026301116.1
OG0009208	XP_017795916.1	XP_026301311.1
OG0009209	XP_017792589.1	XP_026301504.1
OG0009210	XP_017787651.1	XP_026301542.1
OG0009214	XP_017788265.1	XP_392759.3
OG0009215	XP_017795819.1	XP_393208.1
OG0009216	XP_017796608.1	XP_393612.2
OG0009218	XP_017796165.1	XP_394396.2
OG0009220	XP_017791214.1	XP_396254.6
OG0009221	XP_017795738.1	XP_623658.1
OG0009222	XP_017790455.1	XP_624303.1
OG0009224	XP_017791260.1	XP_624596.4
OG0009226	XP_017798683.1	XP_625190.1
OG0009302	XP_017795527.1	NP_001011588.1
OG0009303	XP_017797231.1	NP_001014991.1
OG0009304	XP_017787432.1	NP_001035293.1, XP_006564565.1
OG0009306	XP_017788034.1	NP_001071277.1, XP_006560231.1
OG0009307	XP_017796802.1	NP_001091699.1
OG0009312	XP_017794578.1	NP_001314881.1
OG0009313	XP_017794489.1, XP_017797531.1	NP_008084.1
OG0009314	XP_017794445.1	XP_001120006.2
OG0009315	XP_017796225.1	XP_001120913.2
OG0009316	XP_017796570.1	XP_001121888.2
OG0009318	XP_017790345.1	XP_003249119.1
OG0009319	XP_017792911.1	XP_003249784.1
OG0009320	XP_017799609.1	XP_003249944.1
OG0009322	XP_017797686.1	XP_003250198.1
OG0009323	XP_017791063.1	XP_003250480.1
OG0009324	XP_017789803.1	XP_003250821.1
