Orthogroup	Habropoda_laboriosa	Dufourea_novaeangliae
OG0007897	XP_017794866.1	XP_015428433.1
OG0007898	XP_017789113.1	XP_015437152.1
OG0007899	XP_017794359.1	XP_015436390.1
OG0007900	XP_017794330.1	XP_015436392.1
OG0007901	XP_017798364.1	XP_015428443.1
OG0007902	XP_017795087.1	XP_015431167.1
OG0007903	XP_017795712.1	XP_015436051.1
OG0007904	XP_017798694.1	XP_015434054.1
OG0007905	XP_017799521.1	XP_015436189.1
OG0007906	XP_017798162.1	XP_015430728.1
OG0007907	XP_017798559.1	XP_015439148.1
OG0007908	XP_017797180.1	XP_015430774.1
OG0007909	XP_017794952.1	XP_015432711.1
OG0007910	XP_017794128.1	XP_015436154.1
OG0007911	XP_017794873.1	XP_015432697.1
OG0007912	XP_017793456.1	XP_015437345.1
OG0007913	XP_017794259.1	XP_015437824.1
OG0007914	XP_017794994.1	XP_015432208.1
OG0007915	XP_017794885.1	XP_015432706.1
OG0007916	XP_017795478.1	XP_015431382.1
OG0007917	XP_017794662.1	XP_015439155.1
OG0007918	XP_017790505.1	XP_015434495.1
OG0007919	XP_017790443.1	XP_015434476.1
OG0007920	XP_017792948.1	XP_015432459.1
OG0007921	XP_017792353.1	XP_015438241.1
OG0007922	XP_017799051.1	XP_015435291.1
OG0007923	XP_017799062.1	XP_015435338.1
OG0007924	XP_017791507.1	XP_015428910.1
OG0007925	XP_017792676.1	XP_015429444.1
OG0007926	XP_017795009.1	XP_015432144.1
OG0007927	XP_017794788.1	XP_015433194.1
OG0007928	XP_017798859.1	XP_015435678.1
OG0007929	XP_017790643.1	XP_015439849.1
OG0007930	XP_017790269.1	XP_015435578.1
OG0007931	XP_017794700.1	XP_015439142.1
OG0007932	XP_017789575.1	XP_015431907.1
OG0007933	XP_017793251.1	XP_015436997.1
OG0007934	XP_017795116.1	XP_015434880.1
OG0007935	XP_017796333.1	XP_015430201.1
OG0007936	XP_017791674.1	XP_015436690.1
OG0007937	XP_017791770.1	XP_015433793.1
OG0007938	XP_017799598.1	XP_015436432.1
OG0007939	XP_017787407.1	XP_015433522.1
OG0007940	XP_017789401.1	XP_015437098.1
OG0007941	XP_017793332.1	XP_015437747.1
OG0007942	XP_017788681.1	XP_015440253.1
OG0007943	XP_017788646.1	XP_015439869.1
OG0007944	XP_017788078.1	XP_015435772.1
OG0007945	XP_017791688.1	XP_015434348.1
OG0007946	XP_017788128.1	XP_015435909.1
OG0007947	XP_017792961.1	XP_015437723.1
OG0007948	XP_017797310.1	XP_015436101.1
OG0007949	XP_017799248.1	XP_015430551.1
OG0007950	XP_017795147.1	XP_015429956.1
OG0007951	XP_017793075.1	XP_015437361.1
OG0007952	XP_017798894.1	XP_015435138.1
OG0007953	XP_017791113.1	XP_015430419.1
OG0007954	XP_017797166.1	XP_015438088.1
OG0007955	XP_017798224.1	XP_015430640.1
OG0007956	XP_017792582.1	XP_015429107.1
OG0007957	XP_017794058.1	XP_015433518.1
OG0007958	XP_017791217.1	XP_015433503.1
OG0007959	XP_017791921.1	XP_015435739.1
OG0007960	XP_017797880.1	XP_015429727.1
OG0007961	XP_017794000.1	XP_015437523.1
OG0007962	XP_017788140.1	XP_015434253.1
OG0007963	XP_017794235.1	XP_015438161.1
OG0007964	XP_017796485.1	XP_015435000.1
OG0007965	XP_017791399.1	XP_015437551.1
OG0007966	XP_017790908.1	XP_015435708.1
OG0007967	XP_017790858.1	XP_015434763.1
OG0007968	XP_017799102.1	XP_015435450.1
OG0007969	XP_017792248.1	XP_015437454.1
OG0007970	XP_017790517.1	XP_015429584.1
OG0007971	XP_017788326.1	XP_015432990.1
OG0007972	XP_017791721.1	XP_015431547.1
OG0007973	XP_017797840.1	XP_015429688.1
OG0007974	XP_017789479.1	XP_015433659.1
OG0007975	XP_017798650.1	XP_015434168.1
OG0007976	XP_017793927.1	XP_015438544.1
OG0007977	XP_017792440.1	XP_015432193.1
OG0007978	XP_017787992.1	XP_015439239.1
OG0007979	XP_017791339.1	XP_015432207.1
OG0007980	XP_017792111.1	XP_015432617.1
OG0007981	XP_017791152.1	XP_015428843.1
OG0007982	XP_017791178.1	XP_015433527.1
OG0007983	XP_017789571.1	XP_015431931.1
OG0007984	XP_017790154.1	XP_015435197.1
OG0007985	XP_017799224.1	XP_015432963.1
OG0007986	XP_017796033.1	XP_015439916.1
OG0007987	XP_017793406.1	XP_015437368.1
OG0007988	XP_017793297.1	XP_015436521.1
OG0007989	XP_017797082.1	XP_015436923.1
OG0007990	XP_017798415.1	XP_015430374.1
OG0007991	XP_017797890.1	XP_015440241.1
OG0007992	XP_017797894.1	XP_015437069.1
OG0007993	XP_017790171.1	XP_015431927.1
OG0007994	XP_017792628.1	XP_015429726.1
OG0007995	XP_017789350.1	XP_015429313.1
OG0007996	XP_017792735.1	XP_015437846.1
OG0007997	XP_017790111.1	XP_015431249.1
OG0007998	XP_017788590.1	XP_015439288.1
OG0007999	XP_017792193.1	XP_015439883.1
OG0008000	XP_017787868.1	XP_015434548.1
OG0008001	XP_017789136.1	XP_015437560.1
OG0008002	XP_017790945.1	XP_015435020.1
OG0008003	XP_017796413.1	XP_015430792.1
OG0008004	XP_017797204.1	XP_015431742.1
OG0008005	XP_017799065.1	XP_015433057.1
OG0008006	XP_017791414.1	XP_015434624.1
OG0008007	XP_017795228.1	XP_015431499.1
OG0008008	XP_017792566.1	XP_015429001.1
OG0008009	XP_017789788.1	XP_015433258.1
OG0008010	XP_017791208.1	XP_015433388.1
OG0008011	XP_017794455.1	XP_015429022.1
OG0008012	XP_017793017.1	XP_015437772.1
OG0008013	XP_017790765.1	XP_015433301.1
OG0008014	XP_017787896.1	XP_015429482.1
OG0008015	XP_017794347.1	XP_015436201.1
OG0008016	XP_017788350.1	XP_015429937.1
OG0008017	XP_017794879.1	XP_015432152.1
OG0008018	XP_017787872.1	XP_015431813.1
OG0008019	XP_017797371.1	XP_015436347.1
OG0008020	XP_017799166.1	XP_015434799.1
OG0008021	XP_017790161.1	XP_015438490.1
OG0008022	XP_017792055.1	XP_015437006.1
OG0008023	XP_017789040.1	XP_015437164.1
OG0008024	XP_017790285.1	XP_015436547.1
OG0008025	XP_017791474.1	XP_015429981.1
OG0008026	XP_017788064.1	XP_015431470.1
OG0008027	XP_017788106.1	XP_015431532.1
OG0008028	XP_017793638.1	XP_015440009.1
OG0008029	XP_017795248.1	XP_015431503.1
OG0008030	XP_017794699.1	XP_015435227.1
OG0008031	XP_017797430.1	XP_015438777.1
OG0008032	XP_017789956.1	XP_015438383.1
OG0008033	XP_017798303.1	XP_015430357.1
OG0008034	XP_017797777.1	XP_015439159.1
OG0008035	XP_017795828.1	XP_015440375.1
OG0008036	XP_017796594.1	XP_015430171.1
OG0008037	XP_017796654.1	XP_015430172.1
OG0008038	XP_017793571.1	XP_015438916.1
OG0008039	XP_017792155.1	XP_015439884.1
OG0008040	XP_017792192.1	XP_015440095.1
OG0008041	XP_017799494.1	XP_015437262.1
OG0008042	XP_017787711.1	XP_015430071.1
OG0008043	XP_017794706.1	XP_015431869.1
OG0008044	XP_017793732.1	XP_015431159.1
OG0008045	XP_017791710.1	XP_015431534.1
OG0008046	XP_017793039.1	XP_015437297.1
OG0008047	XP_017799137.1	XP_015432909.1
OG0008048	XP_017793919.1	XP_015433419.1
OG0008049	XP_017798919.1	XP_015429292.1
OG0008050	XP_017797775.1	XP_015434124.1
OG0008051	XP_017790429.1	XP_015431553.1
OG0008052	XP_017790245.1	XP_015435959.1
OG0008053	XP_017790497.1	XP_015429226.1
OG0008054	XP_017790499.1	XP_015429274.1
OG0008055	XP_017790178.1	XP_015429510.1
OG0008056	XP_017790925.1	XP_015437908.1
OG0008057	XP_017796486.1	XP_015433960.1
OG0008058	XP_017788231.1	XP_015438047.1
OG0008059	XP_017795135.1	XP_015428585.1
OG0008060	XP_017793424.1	XP_015437410.1
OG0008061	XP_017793360.1	XP_015437326.1
OG0008062	XP_017793850.1	XP_015431268.1
OG0008063	XP_017787908.1	XP_015431849.1
OG0008064	XP_017791233.1	XP_015430526.1
OG0008065	XP_017797768.1	XP_015439145.1
OG0008066	XP_017795186.1	XP_015429799.1
OG0008067	XP_017795633.1	XP_015433731.1
OG0008068	XP_017795636.1	XP_015433895.1
OG0008069	XP_017789461.1	XP_015433637.1
OG0008070	XP_017796164.1	XP_015431521.1
OG0008071	XP_017793034.1	XP_015440536.1
OG0008072	XP_017793052.1	XP_015440488.1
OG0008073	XP_017788015.1	XP_015434126.1
OG0008074	XP_017789472.1	XP_015433647.1
OG0008075	XP_017794989.1	XP_015432212.1
OG0008076	XP_017793995.1	XP_015430990.1
OG0008077	XP_017795624.1	XP_015434481.1
OG0008078	XP_017787833.1	XP_015434510.1
OG0008079	XP_017799372.1	XP_015432921.1
OG0008080	XP_017798274.1	XP_015430744.1
OG0008081	XP_017798278.1	XP_015430750.1
OG0008082	XP_017797228.1	XP_015430191.1
OG0008083	XP_017798461.1	XP_015430379.1
OG0008084	XP_017794561.1	XP_015430111.1
OG0008085	XP_017799273.1	XP_015432844.1
OG0008086	XP_017790097.1	XP_015431926.1
OG0008088	XP_017798890.1	XP_015429231.1
OG0008090	XP_017794043.1	XP_015437493.1
OG0008091	XP_017791728.1	XP_015435726.1
OG0008092	XP_017799252.1	XP_015432970.1
OG0008093	XP_017799251.1	XP_015432951.1
OG0008094	XP_017791184.1	XP_015430482.1
OG0008095	XP_017787579.1	XP_015432160.1
OG0008096	XP_017788836.1	XP_015431507.1
OG0008097	XP_017789155.1	XP_015436790.1
OG0008098	XP_017790785.1	XP_015433352.1
OG0008099	XP_017790771.1	XP_015433345.1
OG0008100	XP_017798732.1	XP_015439174.1
OG0008101	XP_017798351.1	XP_015430262.1
OG0008102	XP_017789488.1	XP_015433640.1
OG0008103	XP_017789702.1	XP_015435118.1
OG0008104	XP_017790106.1	XP_015435996.1
OG0008105	XP_017797858.1	XP_015429707.1
OG0008106	XP_017792447.1	XP_015432199.1
OG0008107	XP_017794672.1	XP_015432599.1
OG0008108	XP_017787881.1	XP_015428438.1
OG0008109	XP_017797788.1	XP_015439178.1
OG0008110	XP_017798936.1	XP_015435105.1
OG0008111	XP_017794746.1	XP_015431853.1
OG0008112	XP_017797306.1	XP_015428655.1
OG0008113	XP_017793354.1	XP_015437032.1
OG0008114	XP_017792577.1	XP_015429171.1
OG0008115	XP_017787484.1	XP_015430905.1
OG0008116	XP_017794649.1	XP_015431900.1
OG0008117	XP_017788180.1	XP_015438254.1
OG0008118	XP_017791771.1	XP_015438531.1
OG0008119	XP_017788210.1	XP_015429936.1
OG0008120	XP_017788239.1	XP_015429952.1
OG0008121	XP_017795344.1	XP_015439856.1
OG0008122	XP_017796530.1	XP_015435041.1
OG0008123	XP_017789013.1	XP_015432756.1
OG0008124	XP_017797303.1	XP_015429127.1
OG0008125	XP_017789188.1	XP_015437212.1
OG0008126	XP_017794266.1	XP_015435958.1
OG0008127	XP_017789750.1	XP_015431358.1
OG0008128	XP_017794667.1	XP_015439218.1
OG0008129	XP_017788583.1	XP_015432324.1
OG0008130	XP_017790685.1	XP_015433310.1
OG0008131	XP_017792947.1	XP_015432479.1
OG0008132	XP_017799339.1	XP_015432980.1
OG0008133	XP_017788372.1	XP_015433974.1
OG0008134	XP_017794452.1	XP_015439612.1
OG0008135	XP_017798133.1	XP_015436901.1
OG0008136	XP_017799574.1	XP_015430440.1
OG0008137	XP_017796326.1	XP_015437947.1
OG0008138	XP_017789705.1	XP_015433863.1
OG0008139	XP_017789585.1	XP_015428700.1
OG0008140	XP_017797495.1	XP_015431152.1
OG0008141	XP_017796931.1	XP_015435584.1
OG0008142	XP_017794001.1	XP_015430897.1
OG0008143	XP_017795927.1	XP_015433094.1
OG0008144	XP_017787814.1	XP_015429420.1
OG0008145	XP_017788637.1	XP_015439990.1
OG0008146	XP_017789076.1	XP_015432061.1
OG0008147	XP_017794244.1	XP_015437932.1
OG0008148	XP_017789309.1	XP_015429347.1
OG0008149	XP_017796500.1	XP_015435015.1
OG0008150	XP_017795115.1	XP_015431850.1
OG0008151	XP_017795704.1	XP_015430461.1
OG0008152	XP_017791407.1	XP_015432229.1
OG0008153	XP_017798330.1	XP_015430283.1
OG0008154	XP_017789419.1	XP_015429768.1
OG0008155	XP_017789344.1	XP_015429312.1
OG0008156	XP_017797221.1	XP_015430794.1
OG0008157	XP_017795324.1	XP_015433854.1
OG0008158	XP_017794958.1	XP_015434598.1
OG0008159	XP_017789708.1	XP_015435758.1
OG0008160	XP_017790682.1	XP_015433262.1
OG0008161	XP_017798010.1	XP_015428784.1
OG0008162	XP_017789676.1	XP_015428741.1
OG0008163	XP_017789594.1	XP_015433856.1
OG0008164	XP_017799220.1	XP_015435303.1
OG0008165	XP_017793720.1	XP_015431959.1
OG0008166	XP_017789110.1	XP_015438619.1
OG0008167	XP_017794963.1	XP_015432723.1
OG0008168	XP_017788336.1	XP_015432955.1
OG0008169	XP_017790112.1	XP_015439339.1
OG0008170	XP_017790411.1	XP_015429259.1
OG0008171	XP_017787880.1	XP_015429483.1
OG0008172	XP_017793373.1	XP_015437340.1
OG0008173	XP_017799170.1	XP_015433003.1
OG0008174	XP_017788261.1	XP_015431639.1
OG0008175	XP_017797761.1	XP_015439160.1
OG0008176	XP_017794941.1	XP_015428469.1
OG0008177	XP_017797713.1	XP_015439214.1
OG0008178	XP_017796149.1	XP_015434250.1
OG0008179	XP_017790233.1	XP_015436010.1
OG0008180	XP_017794467.1	XP_015429146.1
OG0008181	XP_017788977.1	XP_015435785.1
OG0008182	XP_017795413.1	XP_015438375.1
OG0008183	XP_017797959.1	XP_015428792.1
OG0008184	XP_017797509.1	XP_015430531.1
OG0008185	XP_017797886.1	XP_015429657.1
OG0008186	XP_017796089.1	XP_015440123.1
OG0008187	XP_017789051.1	XP_015438316.1
OG0008188	XP_017797016.1	XP_015431724.1
OG0008189	XP_017797897.1	XP_015429743.1
OG0008190	XP_017788313.1	XP_015432923.1
OG0008191	XP_017794291.1	XP_015438260.1
OG0008192	XP_017791489.1	XP_015438613.1
OG0008193	XP_017797503.1	XP_015431940.1
OG0008194	XP_017788612.1	XP_015431210.1
OG0008195	XP_017794902.1	XP_015432710.1
OG0008196	XP_017788591.1	XP_015431160.1
OG0008197	XP_017789487.1	XP_015433661.1
OG0008198	XP_017788321.1	XP_015432887.1
OG0008199	XP_017790413.1	XP_015429128.1
OG0008200	XP_017796056.1	XP_015440022.1
OG0008201	XP_017793081.1	XP_015437716.1
OG0008202	XP_017790163.1	XP_015436501.1
OG0008203	XP_017793033.1	XP_015438819.1
OG0008204	XP_017794844.1	XP_015428459.1
OG0008205	XP_017792049.1	XP_015428949.1
OG0008206	XP_017791841.1	XP_015437953.1
OG0008207	XP_017795322.1	XP_015433389.1
OG0008208	XP_017794361.1	XP_015436252.1
OG0008209	XP_017799542.1	XP_015430397.1
OG0008210	XP_017796502.1	XP_015433973.1
OG0008211	XP_017792033.1	XP_015430044.1
OG0008212	XP_017791616.1	XP_015431391.1
OG0008213	XP_017789835.1	XP_015438438.1
OG0008214	XP_017798996.1	XP_015432874.1
OG0008215	XP_017789109.1	XP_015435888.1
OG0008216	XP_017792280.1	XP_015436951.1
OG0008217	XP_017790388.1	XP_015429514.1
OG0008218	XP_017794669.1	XP_015435699.1
OG0008219	XP_017797189.1	XP_015438083.1
OG0008220	XP_017789987.1	XP_015438055.1
OG0008221	XP_017788144.1	XP_015434325.1
OG0008222	XP_017799268.1	XP_015432836.1
OG0008223	XP_017789650.1	XP_015428821.1
OG0008224	XP_017791042.1	XP_015435174.1
OG0008225	XP_017791607.1	XP_015431344.1
OG0008226	XP_017792324.1	XP_015436754.1
OG0008227	XP_017798025.1	XP_015437875.1
OG0008228	XP_017791225.1	XP_015437487.1
OG0008229	XP_017799511.1	XP_015439331.1
OG0008230	XP_017798031.1	XP_015437881.1
OG0008231	XP_017793408.1	XP_015438812.1
OG0008232	XP_017797073.1	XP_015431743.1
OG0008233	XP_017798019.1	XP_015428781.1
OG0008234	XP_017790132.1	XP_015438605.1
OG0008235	XP_017791440.1	XP_015428864.1
OG0008236	XP_017798366.1	XP_015430292.1
OG0008237	XP_017796213.1	XP_015430711.1
OG0008238	XP_017792549.1	XP_015436614.1
OG0008239	XP_017790155.1	XP_015435183.1
OG0008240	XP_017794179.1	XP_015437921.1
OG0008241	XP_017799578.1	XP_015439366.1
OG0008242	XP_017787808.1	XP_015434489.1
OG0008243	XP_017790062.1	XP_015438457.1
OG0008244	XP_017799363.1	XP_015435341.1
OG0008245	XP_017788342.1	XP_015430436.1
OG0008246	XP_017788299.1	XP_015436836.1
OG0008247	XP_017793345.1	XP_015437715.1
OG0008248	XP_017793623.1	XP_015439992.1
OG0008249	XP_017794680.1	XP_015437855.1
OG0008250	XP_017794199.1	XP_015436098.1
OG0008251	XP_017798809.1	XP_015439075.1
OG0008252	XP_017788132.1	XP_015434303.1
OG0008253	XP_017787473.1	XP_015430947.1
OG0008254	XP_017793530.1	XP_015432461.1
OG0008255	XP_017798152.1	XP_015430685.1
OG0008256	XP_017789490.1	XP_015429352.1
OG0008257	XP_017794809.1	XP_015433142.1
OG0008258	XP_017797327.1	XP_015436239.1
OG0008259	XP_017794459.1	XP_015429012.1
OG0008260	XP_017787895.1	XP_015431827.1
OG0008261	XP_017793901.1	XP_015438479.1
OG0008262	XP_017796503.1	XP_015435013.1
OG0008263	XP_017788849.1	XP_015432357.1
OG0008264	XP_017789427.1	XP_015433672.1
OG0008265	XP_017794011.1	XP_015430413.1
OG0008266	XP_017795674.1	XP_015434513.1
OG0008267	XP_017794015.1	XP_015437479.1
OG0008268	XP_017789686.1	XP_015432595.1
OG0008269	XP_017790929.1	XP_015430158.1
OG0008270	XP_017789693.1	XP_015432589.1
OG0008271	XP_017799194.1	XP_015435344.1
OG0008272	XP_017798969.1	XP_015435364.1
OG0008273	XP_017788240.1	XP_015429887.1
OG0008274	XP_017793110.1	XP_015437793.1
OG0008275	XP_017792303.1	XP_015437367.1
OG0008276	XP_017799158.1	XP_015432960.1
OG0008277	XP_017795346.1	XP_015435660.1
OG0008278	XP_017792362.1	XP_015429913.1
OG0008279	XP_017788595.1	XP_015431512.1
OG0008280	XP_017789329.1	XP_015435784.1
OG0008281	XP_017794500.1	XP_015434740.1
OG0008282	XP_017795404.1	XP_015440114.1
OG0008283	XP_017791341.1	XP_015432231.1
OG0008284	XP_017792462.1	XP_015432196.1
OG0008285	XP_017790971.1	XP_015438147.1
OG0008286	XP_017796505.1	XP_015435018.1
OG0008287	XP_017788909.1	XP_015437683.1
OG0008288	XP_017793006.1	XP_015428753.1
OG0008289	XP_017793288.1	XP_015429612.1
OG0008290	XP_017797307.1	XP_015436104.1
OG0008291	XP_017789440.1	XP_015431550.1
OG0008292	XP_017798035.1	XP_015433798.1
OG0008293	XP_017794802.1	XP_015439458.1
OG0008294	XP_017798880.1	XP_015435128.1
OG0008295	XP_017789263.1	XP_015440489.1
OG0008296	XP_017788636.1	XP_015439791.1
OG0008297	XP_017793091.1	XP_015428739.1
OG0008298	XP_017797372.1	XP_015429819.1
OG0008299	XP_017798138.1	XP_015430686.1
OG0008300	XP_017790816.1	XP_015433372.1
OG0008301	XP_017794931.1	XP_015428450.1
OG0008302	XP_017796935.1	XP_015434636.1
OG0008303	XP_017798388.1	XP_015428461.1
OG0008304	XP_017798130.1	XP_015430763.1
OG0008305	XP_017792651.1	XP_015428404.1
OG0008306	XP_017794792.1	XP_015428632.1
OG0008307	XP_017797217.1	XP_015430565.1
OG0008308	XP_017792393.1	XP_015438207.1
OG0008309	XP_017793681.1	XP_015439851.1
OG0008310	XP_017790138.1	XP_015438496.1
OG0008311	XP_017790914.1	XP_015436210.1
OG0008312	XP_017788023.1	XP_015434136.1
OG0008313	XP_017798267.1	XP_015430696.1
OG0008315	XP_017792727.1	XP_015429006.1
OG0008316	XP_017796752.1	XP_015434628.1
OG0008317	XP_017794364.1	XP_015436393.1
OG0008318	XP_017798883.1	XP_015435100.1
OG0008319	XP_017787989.1	XP_015434063.1
OG0008320	XP_017798386.1	XP_015432716.1
OG0008321	XP_017792095.1	XP_015428928.1
OG0008322	XP_017792883.1	XP_015437042.1
OG0008323	XP_017796620.1	XP_015433173.1
OG0008324	XP_017798443.1	XP_015430329.1
OG0008325	XP_017798673.1	XP_015439099.1
OG0008326	XP_017795744.1	XP_015436314.1
OG0008327	XP_017799564.1	XP_015430514.1
OG0008328	XP_017795737.1	XP_015436307.1
OG0008329	XP_017792553.1	XP_015431302.1
OG0008330	XP_017794067.1	XP_015430943.1
OG0008331	XP_017793447.1	XP_015440517.1
OG0008332	XP_017788076.1	XP_015435942.1
OG0008333	XP_017790705.1	XP_015439661.1
OG0008334	XP_017797321.1	XP_015436149.1
OG0008335	XP_017798389.1	XP_015430341.1
OG0008336	XP_017794961.1	XP_015432731.1
OG0008337	XP_017793392.1	XP_015440481.1
OG0008338	XP_017789993.1	XP_015434741.1
OG0008339	XP_017798721.1	XP_015439096.1
OG0008340	XP_017796427.1	XP_015434010.1
OG0008341	XP_017791536.1	XP_015433850.1
OG0008342	XP_017795581.1	XP_015435560.1
OG0008343	XP_017797154.1	XP_015436925.1
OG0008344	XP_017790962.1	XP_015435393.1
OG0008345	XP_017798661.1	XP_015439094.1
OG0008346	XP_017797172.1	XP_015430652.1
OG0008347	XP_017798685.1	XP_015439095.1
OG0008348	XP_017789524.1	XP_015435848.1
OG0008349	XP_017789277.1	XP_015438838.1
OG0008350	XP_017789981.1	XP_015438054.1
OG0008351	XP_017795312.1	XP_015439952.1
OG0008352	XP_017792829.1	XP_015440493.1
OG0008353	XP_017787576.1	XP_015438715.1
OG0008354	XP_017797810.1	XP_015439066.1
OG0008355	XP_017795881.1	XP_015434892.1
OG0008356	XP_017797728.1	XP_015439038.1
OG0008357	XP_017795884.1	XP_015434846.1
OG0008358	XP_017796746.1	XP_015434644.1
OG0008359	XP_017787536.1	XP_015438656.1
OG0008360	XP_017796032.1	XP_015439865.1
OG0008361	XP_017796754.1	XP_015434655.1
OG0008362	XP_017794210.1	XP_015437274.1
OG0008363	XP_017787689.1	XP_015439389.1
OG0008364	XP_017794934.1	XP_015432178.1
OG0008365	XP_017787919.1	XP_015431812.1
OG0008366	XP_017794828.1	XP_015432201.1
OG0008367	XP_017796645.1	XP_015437969.1
OG0008368	XP_017789643.1	XP_015428701.1
OG0008369	XP_017796662.1	XP_015437985.1
OG0008370	XP_017795587.1	XP_015435540.1
OG0008371	XP_017798156.1	XP_015430768.1
OG0008372	XP_017791896.1	XP_015430195.1
OG0008373	XP_017791853.1	XP_015430189.1
OG0008374	XP_017791791.1	XP_015437967.1
OG0008375	XP_017798217.1	XP_015437607.1
OG0008376	XP_017796238.1	XP_015437578.1
OG0008377	XP_017798146.1	XP_015430690.1
OG0008378	XP_017793541.1	XP_015432478.1
OG0008379	XP_017789354.1	XP_015433662.1
OG0008380	XP_017792315.1	XP_015438189.1
OG0008381	XP_017795733.1	XP_015436256.1
OG0008382	XP_017791737.1	XP_015431458.1
OG0008383	XP_017798098.1	XP_015430706.1, XP_015430705.1
OG0008385	XP_017787774.1, XP_017787775.1	XP_015434404.1
OG0008386	XP_017795528.1	XP_015436409.1
OG0008387	XP_017794126.1	XP_015436136.1
OG0008388	XP_017789315.1	XP_015439567.1
OG0008389	XP_017793948.1	XP_015431355.1
OG0008390	XP_017793858.1	XP_015431275.1
OG0008391	XP_017792872.1	XP_015437052.1
OG0008392	XP_017794814.1	XP_015432656.1
OG0008393	XP_017791526.1	XP_015434724.1
OG0008394	XP_017792559.1, XP_017792558.1, XP_017792557.1	XP_015439295.1
OG0008395	XP_017794738.1	XP_015438911.1
OG0008396	XP_017791845.1, XP_017794684.1	XP_015435611.1
OG0008397	XP_017793218.1	XP_015432612.1
OG0008398	XP_017794014.1	XP_015430540.1
OG0008399	XP_017798131.1	XP_015430772.1
OG0008400	XP_017790629.1	XP_015440133.1
OG0008401	XP_017792551.1	XP_015438772.1
OG0008402	XP_017787780.1	XP_015435198.1
OG0008403	XP_017795367.1	XP_015429543.1, XP_015429531.1
OG0008404	XP_017793863.1	XP_015438347.1
OG0008405	XP_017789961.1	XP_015439603.1
OG0008406	XP_017797975.1	XP_015431032.1
OG0008407	XP_017797898.1	XP_015429739.1
OG0008408	XP_017793024.1	XP_015440437.1
OG0008409	XP_017794929.1	XP_015432679.1
OG0008410	XP_017791716.1	XP_015434289.1
OG0008411	XP_017791944.1	XP_015428943.1
OG0008412	XP_017788016.1	XP_015431557.1
OG0008413	XP_017799031.1	XP_015435383.1
OG0008414	XP_017793808.1	XP_015433593.1
