Orthogroup	Habropoda_laboriosa	Ceratina_calcarata
OG0007866	XP_017790808.1	XP_017883600.1
OG0007867	XP_017792191.1	XP_017876428.1
OG0007868	XP_017791472.1	XP_026669994.1
OG0007869	XP_017791473.1	XP_017881354.1
OG0007870	XP_017792378.1	XP_017885916.1
OG0007871	XP_017792406.1	XP_017882983.1
OG0007872	XP_017798169.1	XP_017878775.1
OG0007873	XP_017791035.1	XP_017887945.1
OG0007874	XP_017795656.1	XP_017887973.1
OG0007875	XP_017793887.1	XP_017892178.1
OG0007876	XP_017793809.1	XP_017892275.1
OG0007877	XP_017790002.1	XP_026672151.1
OG0007878	XP_017793947.1	XP_026672147.1
OG0007879	XP_017787420.1	XP_026673737.1
OG0007880	XP_017794125.1	XP_017885617.1
OG0007881	XP_017798866.1	XP_017892277.1
OG0007882	XP_017787474.1	XP_017888789.1
OG0007883	XP_017787448.1	XP_017888905.1
OG0007884	XP_017794531.1	XP_017889303.1
OG0007885	XP_017794516.1	XP_017889248.1
OG0007886	XP_017794512.1	XP_017881092.1
OG0007887	XP_017795397.1	XP_017884309.1
OG0007888	XP_017799507.1	XP_017887328.1
OG0007889	XP_017799608.1	XP_017879803.1
OG0007890	XP_017794368.1	XP_017881235.1
OG0007891	XP_017794124.1	XP_017881190.1
OG0007892	XP_017794827.1	XP_026668002.1
OG0007893	XP_017787413.1	XP_017888742.1
OG0007894	XP_017790296.1	XP_017892862.1
OG0007895	XP_017793266.1	XP_017877007.1
OG0007896	XP_017793844.1	XP_017885694.1
OG0007897	XP_017794866.1	XP_017880112.2, XP_017880113.1, XP_026669344.1
OG0007898	XP_017789113.1	XP_017875872.2
OG0007899	XP_017794359.1	XP_017884980.1
OG0007900	XP_017794330.1	XP_017885016.1
OG0007901	XP_017798364.1	XP_017876861.1
OG0007902	XP_017795087.1	XP_017882265.1
OG0007903	XP_017795712.1	XP_017880798.1
OG0007904	XP_017798694.1	XP_017884667.1
OG0007905	XP_017799521.1	XP_017881206.1
OG0007906	XP_017798162.1	XP_017878059.1
OG0007907	XP_017798559.1	XP_017888144.1
OG0007908	XP_017797180.1	XP_017878039.1
OG0007909	XP_017794952.1	XP_017886651.1
OG0007910	XP_017794128.1	XP_017885466.1
OG0007911	XP_017794873.1	XP_017886866.1
OG0007912	XP_017793456.1	XP_017878695.1
OG0007913	XP_017794259.1	XP_017881545.1
OG0007914	XP_017794994.1	XP_017877210.1
OG0007915	XP_017794885.1	XP_026672712.1
OG0007916	XP_017795478.1	XP_017882205.1
OG0007917	XP_017794662.1	XP_017887175.1
OG0007918	XP_017790505.1	XP_017882606.1
OG0007919	XP_017790443.1	XP_017881616.1
OG0007920	XP_017792948.1	XP_017889887.1
OG0007921	XP_017792353.1	XP_017885253.1
OG0007922	XP_017799051.1	XP_017880404.1
OG0007923	XP_017799062.1	XP_017880386.1
OG0007924	XP_017791507.1	XP_017892123.1
OG0007925	XP_017792676.1	XP_017892893.1
OG0007926	XP_017795009.1	XP_017887060.1
OG0007927	XP_017794788.1	XP_017889467.1
OG0007928	XP_017798859.1	XP_026672959.1
OG0007929	XP_017790643.1	XP_017890695.1
OG0007930	XP_017790269.1	XP_017890579.1
OG0007931	XP_017794700.1	XP_017875007.1
OG0007932	XP_017789575.1	XP_017878298.1
OG0007933	XP_017793251.1	XP_017891002.1
OG0007934	XP_017795116.1	XP_017886439.1
OG0007935	XP_017796333.1	XP_017883309.1
OG0007936	XP_017791674.1	XP_017886916.1
OG0007937	XP_017791770.1	XP_017885781.1
OG0007938	XP_017799598.1	XP_017885139.1
OG0007939	XP_017787407.1	XP_017877641.1
OG0007940	XP_017789401.1	XP_017887327.1
OG0007941	XP_017793332.1	XP_017890489.1
OG0007942	XP_017788681.1	XP_017886839.1
OG0007943	XP_017788646.1	XP_017890075.1
OG0007944	XP_017788078.1	XP_017887309.1
OG0007945	XP_017791688.1	XP_026669731.1
OG0007946	XP_017788128.1	XP_017877506.1
OG0007947	XP_017792961.1	XP_017879027.1
OG0007948	XP_017797310.1	XP_017885437.1
OG0007949	XP_017799248.1	XP_026670050.1
OG0007950	XP_017795147.1	XP_017887550.1
OG0007951	XP_017793075.1	XP_017878964.1
OG0007952	XP_017798894.1	XP_017891233.1
OG0007953	XP_017791113.1	XP_026671016.1
OG0007954	XP_017797166.1	XP_026668312.1
OG0007955	XP_017798224.1	XP_017878069.1
OG0007956	XP_017792582.1	XP_026675116.1
OG0007957	XP_017794058.1	XP_017876040.1
OG0007958	XP_017791217.1	XP_017881514.1
OG0007959	XP_017791921.1	XP_017880250.1
OG0007960	XP_017797880.1	XP_017875809.1
OG0007961	XP_017794000.1	XP_017877302.1
OG0007962	XP_017788140.1	XP_017880787.1
OG0007963	XP_017794235.1	XP_017892305.2
OG0007964	XP_017796485.1	XP_017879240.1
OG0007965	XP_017791399.1	XP_017879916.1
OG0007966	XP_017790908.1	XP_017883273.1
OG0007967	XP_017790858.1	XP_017883272.1
OG0007968	XP_017799102.1	XP_017883362.1
OG0007969	XP_017792248.1	XP_017887739.1
OG0007970	XP_017790517.1	XP_017887154.1
OG0007971	XP_017788326.1	XP_017883329.1
OG0007972	XP_017791721.1	XP_026672916.1
OG0007973	XP_017797840.1	XP_017875829.1
OG0007974	XP_017789479.1	XP_017880766.1
OG0007975	XP_017798650.1	XP_026671788.1
OG0007976	XP_017793927.1	XP_017876688.1
OG0007977	XP_017792440.1	XP_017888255.2
OG0007978	XP_017787992.1	XP_017875523.1
OG0007979	XP_017791339.1	XP_017881812.1
OG0007980	XP_017792111.1	XP_017875746.1
OG0007981	XP_017791152.1	XP_017886648.1
OG0007982	XP_017791178.1	XP_017883387.1
OG0007983	XP_017789571.1	XP_017889747.1
OG0007984	XP_017790154.1	XP_017876973.1
OG0007985	XP_017799224.1	XP_017875310.1
OG0007986	XP_017796033.1	XP_017879873.1
OG0007987	XP_017793406.1	XP_017879924.1
OG0007988	XP_017793297.1	XP_017881102.1
OG0007989	XP_017797082.1	XP_017878816.1
OG0007990	XP_017798415.1	XP_017886851.1
OG0007991	XP_017797890.1	XP_017884700.1
OG0007992	XP_017797894.1	XP_026668432.1
OG0007993	XP_017790171.1	XP_017882613.1
OG0007994	XP_017792628.1	XP_017892539.1
OG0007995	XP_017789350.1	XP_017887278.1
OG0007996	XP_017792735.1	XP_017892448.1
OG0007997	XP_017790111.1	XP_017882064.1
OG0007998	XP_017788590.1	XP_017892056.1
OG0007999	XP_017792193.1	XP_017879573.1
OG0008000	XP_017787868.1	XP_017885941.1
OG0008001	XP_017789136.1	XP_017893026.1
OG0008002	XP_017790945.1	XP_026667546.1
OG0008003	XP_017796413.1	XP_017881011.1
OG0008004	XP_017797204.1	XP_017878732.1
OG0008005	XP_017799065.1	XP_017889111.1
OG0008006	XP_017791414.1	XP_017879446.1
OG0008007	XP_017795228.1	XP_017881634.1
OG0008008	XP_017792566.1	XP_017891284.1
OG0008009	XP_017789788.1	XP_017890212.1
OG0008010	XP_017791208.1	XP_017877270.1
OG0008011	XP_017794455.1	XP_017879363.1
OG0008012	XP_017793017.1	XP_026668810.1
OG0008013	XP_017790765.1	XP_017884271.1
OG0008014	XP_017787896.1	XP_017889856.1
OG0008015	XP_017794347.1	XP_017892066.1
OG0008016	XP_017788350.1	XP_017888970.1
OG0008017	XP_017794879.1	XP_017888488.1
OG0008018	XP_017787872.1	XP_026667816.1
OG0008019	XP_017797371.1	XP_017892814.1
OG0008020	XP_017799166.1	XP_017886410.1
OG0008021	XP_017790161.1	XP_017882098.1
OG0008022	XP_017792055.1	XP_017888011.1
OG0008023	XP_017789040.1	XP_017885284.1
OG0008024	XP_017790285.1	XP_017892861.1
OG0008025	XP_017791474.1	XP_017885830.2
OG0008026	XP_017788064.1	XP_017880630.1
OG0008027	XP_017788106.1	XP_026669630.1
OG0008028	XP_017793638.1	XP_017879884.1
OG0008029	XP_017795248.1	XP_017881632.2
OG0008030	XP_017794699.1	XP_017878875.1
OG0008031	XP_017797430.1	XP_017877028.1
OG0008032	XP_017789956.1	XP_026667682.1
OG0008033	XP_017798303.1	XP_017892686.1
OG0008034	XP_017797777.1	XP_017885042.1
OG0008035	XP_017795828.1	XP_017891096.1
OG0008036	XP_017796594.1	XP_026674212.1
OG0008037	XP_017796654.1	XP_017889816.1
OG0008038	XP_017793571.1	XP_017892722.1
OG0008039	XP_017792155.1	XP_017883127.1
OG0008040	XP_017792192.1	XP_017876203.1
OG0008041	XP_017799494.1	XP_017890266.2
OG0008042	XP_017787711.1	XP_017882190.1
OG0008043	XP_017794706.1	XP_017892664.2
OG0008044	XP_017793732.1	XP_017883295.2
OG0008045	XP_017791710.1	XP_017880977.1
OG0008046	XP_017793039.1	XP_026669247.1
OG0008047	XP_017799137.1	XP_017889173.1
OG0008048	XP_017793919.1	XP_017879141.1
OG0008049	XP_017798919.1	XP_017892291.1
OG0008050	XP_017797775.1	XP_017884583.1
OG0008051	XP_017790429.1	XP_017876906.1
OG0008052	XP_017790245.1	XP_017884323.1
OG0008053	XP_017790497.1	XP_017877362.1
OG0008054	XP_017790499.1	XP_017877345.1
OG0008055	XP_017790178.1	XP_017879783.1
OG0008056	XP_017790925.1	XP_017893210.1
OG0008057	XP_017796486.1	XP_017879279.1
OG0008058	XP_017788231.1	XP_017884398.1
OG0008059	XP_017795135.1	XP_017875891.1
OG0008060	XP_017793424.1	XP_017880398.1
OG0008061	XP_017793360.1	XP_026669423.1
OG0008062	XP_017793850.1	XP_017879149.1
OG0008063	XP_017787908.1	XP_017884276.1
OG0008064	XP_017791233.1	XP_017883439.1
OG0008065	XP_017797768.1	XP_026670048.1
OG0008066	XP_017795186.1	XP_017887738.1
OG0008068	XP_017795636.1	XP_017892470.1
OG0008069	XP_017789461.1	XP_017877467.1
OG0008070	XP_017796164.1	XP_017884029.1
OG0008071	XP_017793034.1	XP_017877602.1
OG0008072	XP_017793052.1	XP_017878402.1
OG0008073	XP_017788015.1	XP_026673376.1
OG0008074	XP_017789472.1	XP_017886164.1
OG0008075	XP_017794989.1	XP_017877180.1
OG0008076	XP_017793995.1	XP_017880084.1
OG0008077	XP_017795624.1	XP_017887859.1
OG0008078	XP_017787833.1	XP_017879537.1
OG0008079	XP_017799372.1	XP_017875715.1
OG0008080	XP_017798274.1	XP_017886365.1
OG0008081	XP_017798278.1	XP_026668579.1
OG0008082	XP_017797228.1	XP_017882972.1
OG0008083	XP_017798461.1	XP_017893657.1
OG0008084	XP_017794561.1	XP_026667051.1, XP_017875293.1
OG0008085	XP_017799273.1	XP_017875889.1
OG0008086	XP_017790097.1	XP_017882612.1
OG0008087	XP_017794018.1, XP_017794017.1	XP_017881450.1, XP_017881449.1
OG0008088	XP_017798890.1	XP_017891109.1
OG0008090	XP_017794043.1	XP_026667386.1
OG0008091	XP_017791728.1	XP_017877493.1
OG0008092	XP_017799252.1	XP_017881030.1
OG0008093	XP_017799251.1	XP_017881019.1
OG0008094	XP_017791184.1	XP_017878760.2
OG0008095	XP_017787579.1	XP_017880174.1
OG0008096	XP_017788836.1	XP_017885434.1
OG0008097	XP_017789155.1	XP_017884762.1
OG0008098	XP_017790785.1	XP_017883086.1
OG0008099	XP_017790771.1	XP_017883083.1
OG0008100	XP_017798732.1	XP_017875556.1
OG0008101	XP_017798351.1	XP_017883684.1
OG0008102	XP_017789488.1	XP_017880730.1
OG0008103	XP_017789702.1	XP_017890450.1
OG0008104	XP_017790106.1	XP_026675152.1
OG0008105	XP_017797858.1	XP_017889102.1
OG0008106	XP_017792447.1	XP_017888388.1
OG0008107	XP_017794672.1	XP_017889247.1
OG0008108	XP_017787881.1	XP_017880477.1
OG0008109	XP_017797788.1	XP_017884396.1
OG0008110	XP_017798936.1	XP_017891136.1
OG0008111	XP_017794746.1	XP_017884168.1
OG0008112	XP_017797306.1	XP_017880502.1
OG0008113	XP_017793354.1	XP_017892904.1
OG0008114	XP_017792577.1	XP_026675120.1
OG0008115	XP_017787484.1	XP_017888901.1
OG0008116	XP_017794649.1	XP_017885109.1
OG0008117	XP_017788180.1	XP_017887660.1
OG0008118	XP_017791771.1	XP_017883819.1
OG0008119	XP_017788210.1	XP_017887752.1
OG0008120	XP_017788239.1	XP_017887698.1
OG0008121	XP_017795344.1	XP_017891375.1
OG0008122	XP_017796530.1	XP_026668452.1
OG0008123	XP_017789013.1	XP_017884006.1
OG0008124	XP_017797303.1	XP_017880578.1
OG0008125	XP_017789188.1	XP_017878456.1
OG0008126	XP_017794266.1	XP_017887358.1
OG0008127	XP_017789750.1	XP_017876707.1
OG0008128	XP_017794667.1	XP_017881940.1
OG0008129	XP_017788583.1	XP_017883995.1
OG0008130	XP_017790685.1	XP_026672449.1
OG0008131	XP_017792947.1	XP_017889407.1
OG0008132	XP_017799339.1	XP_026667434.1
OG0008133	XP_017788372.1	XP_017879353.1
OG0008134	XP_017794452.1	XP_017884275.1
OG0008135	XP_017798133.1	XP_017881701.1
OG0008136	XP_017799574.1	XP_017876185.1
OG0008137	XP_017796326.1	XP_017882846.1
OG0008138	XP_017789705.1	XP_017878993.1
OG0008139	XP_017789585.1	XP_017880301.1
OG0008140	XP_017797495.1	XP_017892760.1
OG0008141	XP_017796931.1	XP_017885692.1
OG0008142	XP_017794001.1	XP_017880059.1
OG0008143	XP_017795927.1	XP_017875865.1
OG0008144	XP_017787814.1	XP_017892298.1
OG0008145	XP_017788637.1	XP_017879618.1
OG0008146	XP_017789076.1	XP_017875217.1
OG0008147	XP_017794244.1	XP_017887875.1
OG0008148	XP_017789309.1	XP_017886048.1
OG0008149	XP_017796500.1	XP_026668944.1
OG0008150	XP_017795115.1	XP_017892662.1
OG0008151	XP_017795704.1	XP_017889346.1
OG0008152	XP_017791407.1	XP_017875362.1
OG0008153	XP_017798330.1	XP_017889969.1
OG0008154	XP_017789419.1	XP_017882450.1
OG0008155	XP_017789344.1	XP_017877533.1
OG0008156	XP_017797221.1	XP_017877949.2
OG0008157	XP_017795324.1	XP_017893666.1
OG0008158	XP_017794958.1	XP_017892655.1
OG0008159	XP_017789708.1	XP_017889748.1
OG0008160	XP_017790682.1	XP_017891631.1
OG0008161	XP_017798010.1	XP_017891752.1
OG0008162	XP_017789676.1	XP_017878630.1
OG0008163	XP_017789594.1	XP_026668800.1
OG0008164	XP_017799220.1	XP_017888202.1
OG0008165	XP_017793720.1	XP_017891164.1
OG0008166	XP_017789110.1	XP_017879774.1
OG0008167	XP_017794963.1	XP_017886818.1
OG0008168	XP_017788336.1	XP_017883327.1
OG0008169	XP_017790112.1	XP_017883225.1
OG0008170	XP_017790411.1	XP_017892206.1
OG0008171	XP_017787880.1	XP_017889844.1
OG0008172	XP_017793373.1	XP_017890477.1
OG0008173	XP_017799170.1	XP_026669161.1
OG0008174	XP_017788261.1	XP_017892779.1
OG0008175	XP_017797761.1	XP_017875488.1
OG0008176	XP_017794941.1	XP_017880222.1
OG0008177	XP_017797713.1	XP_017881927.2
OG0008178	XP_017796149.1	XP_017880840.1
OG0008179	XP_017790233.1	XP_026669222.1
OG0008180	XP_017794467.1	XP_017884279.1
OG0008181	XP_017788977.1	XP_026670479.1
OG0008182	XP_017795413.1	XP_026670406.1
OG0008183	XP_017797959.1	XP_017880101.1
OG0008184	XP_017797509.1	XP_017882977.1
OG0008185	XP_017797886.1	XP_017876948.1
OG0008186	XP_017796089.1	XP_017891311.1
OG0008187	XP_017789051.1	XP_017879759.1
OG0008188	XP_017797016.1	XP_017878831.1
OG0008189	XP_017797897.1	XP_017875834.1
OG0008190	XP_017788313.1	XP_017876143.1
OG0008191	XP_017794291.1	XP_017881496.1
OG0008192	XP_017791489.1	XP_017880246.1
OG0008193	XP_017797503.1	XP_017880721.1
OG0008194	XP_017788612.1	XP_026675491.1
OG0008195	XP_017794902.1	XP_017877168.1
OG0008196	XP_017788591.1	XP_017878263.1
OG0008197	XP_017789487.1	XP_017880780.1
OG0008198	XP_017788321.1	XP_017879800.1
OG0008199	XP_017790413.1	XP_017884345.1
OG0008200	XP_017796056.1	XP_017891323.1
OG0008201	XP_017793081.1	XP_017879029.1
OG0008202	XP_017790163.1	XP_017881844.1
OG0008203	XP_017793033.1	XP_017878462.1
OG0008204	XP_017794844.1	XP_017886774.1
OG0008205	XP_017792049.1	XP_017891926.1
OG0008206	XP_017791841.1	XP_017889651.1
OG0008207	XP_017795322.1	XP_017883110.1
OG0008208	XP_017794361.1	XP_017881181.1
OG0008209	XP_017799542.1	XP_026667469.1
OG0008210	XP_017796502.1	XP_026668959.1
OG0008211	XP_017792033.1	XP_017880448.1
OG0008212	XP_017791616.1	XP_017877396.1
OG0008213	XP_017789835.1	XP_017886599.1
OG0008214	XP_017798996.1	XP_017875125.2
OG0008215	XP_017789109.1	XP_017893439.1
OG0008216	XP_017792280.1	XP_026672343.1
OG0008217	XP_017790388.1	XP_017892242.1
OG0008218	XP_017794669.1	XP_017877293.1
OG0008219	XP_017797189.1	XP_017877924.1
OG0008220	XP_017789987.1	XP_017891047.1
OG0008221	XP_017788144.1	XP_026672030.1
OG0008222	XP_017799268.1	XP_017891425.2
OG0008223	XP_017789650.1	XP_017880326.1
OG0008224	XP_017791042.1	XP_017891855.1
OG0008225	XP_017791607.1	XP_017881973.1
OG0008226	XP_017792324.1	XP_017875112.1
OG0008227	XP_017798025.1	XP_017888645.2
OG0008228	XP_017791225.1	XP_017883377.1
OG0008229	XP_017799511.1	XP_017886472.1
OG0008230	XP_017798031.1	XP_026668801.1
OG0008231	XP_017793408.1	XP_017878484.1
OG0008232	XP_017797073.1	XP_026673613.1
OG0008233	XP_017798019.1	XP_017889964.1
OG0008234	XP_017790132.1	XP_017882239.1
OG0008235	XP_017791440.1	XP_017876518.1
OG0008236	XP_017798366.1	XP_017890011.1
OG0008237	XP_017796213.1	XP_017877917.1
OG0008238	XP_017792549.1	XP_017885475.1
OG0008239	XP_017790155.1	XP_017876958.1
OG0008240	XP_017794179.1	XP_026675395.1
OG0008241	XP_017799578.1	XP_017878134.1
OG0008242	XP_017787808.1	XP_017885173.1
OG0008243	XP_017790062.1	XP_017882313.1
OG0008244	XP_017799363.1	XP_017881055.1
OG0008245	XP_017788342.1	XP_017890400.1
OG0008246	XP_017788299.1	XP_026667453.1
OG0008247	XP_017793345.1	XP_017878501.1
OG0008248	XP_017793623.1	XP_017883485.2
OG0008249	XP_017794680.1	XP_017893320.1
OG0008250	XP_017794199.1	XP_017892379.1
OG0008251	XP_017798809.1	XP_017884984.1
OG0008252	XP_017788132.1	XP_017885756.1
OG0008253	XP_017787473.1	XP_017890710.1
OG0008254	XP_017793530.1	XP_017889685.1
OG0008255	XP_017798152.1	XP_017891660.1
OG0008256	XP_017789490.1	XP_026672926.1
OG0008257	XP_017794809.1	XP_026668404.1
OG0008258	XP_017797327.1	XP_026669870.1
OG0008259	XP_017794459.1	XP_017880500.1
OG0008260	XP_017787895.1	XP_017876916.1
OG0008261	XP_017793901.1	XP_026667711.1
OG0008262	XP_017796503.1	XP_017876781.1
OG0008263	XP_017788849.1	XP_017886982.1
OG0008264	XP_017789427.1	XP_017884031.1
OG0008265	XP_017794011.1	XP_017877299.1
OG0008266	XP_017795674.1	XP_017892352.1
OG0008267	XP_017794015.1	XP_017877300.1
OG0008268	XP_017789686.1	XP_017890437.1
OG0008269	XP_017790929.1	XP_017891142.1
OG0008270	XP_017789693.1	XP_026674568.1
OG0008271	XP_017799194.1	XP_017889176.1
OG0008272	XP_017798969.1	XP_017879926.1
OG0008273	XP_017788240.1	XP_017887697.1
OG0008274	XP_017793110.1	XP_017878976.1
OG0008275	XP_017792303.1	XP_017885913.1
OG0008276	XP_017799158.1	XP_017875354.1
OG0008277	XP_017795346.1	XP_017879696.2
OG0008278	XP_017792362.1	XP_026671992.1
OG0008279	XP_017788595.1	XP_017886799.1
OG0008280	XP_017789329.1	XP_017885072.1
OG0008281	XP_017794500.1	XP_017889803.1
OG0008282	XP_017795404.1	XP_017890170.1
OG0008283	XP_017791341.1	XP_017881843.1
OG0008284	XP_017792462.1	XP_017888606.1
OG0008285	XP_017790971.1	XP_017892189.1
OG0008286	XP_017796505.1	XP_017879251.1
OG0008287	XP_017788909.1	XP_017875302.1
OG0008288	XP_017793006.1	XP_017891106.1
OG0008289	XP_017793288.1	XP_017882772.1, XP_017885508.1
OG0008290	XP_017797307.1	XP_017880414.1
OG0008291	XP_017789440.1	XP_017887248.1
OG0008292	XP_017798035.1	XP_017887679.1
OG0008293	XP_017794802.1	XP_017891539.1
OG0008294	XP_017798880.1	XP_017891210.1
OG0008295	XP_017789263.1	XP_017876783.1
OG0008296	XP_017788636.1	XP_017890083.1
OG0008297	XP_017793091.1	XP_026672905.1
OG0008298	XP_017797372.1	XP_017889421.1
OG0008299	XP_017798138.1	XP_017879112.1
OG0008300	XP_017790816.1	XP_017883038.1
OG0008301	XP_017794931.1	XP_017880133.1
OG0008302	XP_017796935.1	XP_026667922.1
OG0008303	XP_017798388.1	XP_017886892.1
OG0008304	XP_017798130.1	XP_017879107.1
OG0008305	XP_017792651.1	XP_026673267.1
OG0008306	XP_017794792.1	XP_017876854.1
OG0008307	XP_017797217.1	XP_017889433.1
OG0008308	XP_017792393.1	XP_017885862.1
OG0008309	XP_017793681.1	XP_017883060.1
OG0008310	XP_017790138.1	XP_017882138.1
OG0008311	XP_017790914.1	XP_017885402.1
OG0008312	XP_017788023.1	XP_017888101.1
OG0008313	XP_017798267.1	XP_017885340.1
OG0008315	XP_017792727.1	XP_017876270.1
OG0008316	XP_017796752.1	XP_017881815.1
OG0008317	XP_017794364.1	XP_017885134.1
OG0008318	XP_017798883.1	XP_017892654.1
OG0008319	XP_017787989.1	XP_017888099.1
OG0008320	XP_017798386.1	XP_017875369.1
OG0008321	XP_017792095.1	XP_017883898.1
OG0008322	XP_017792883.1	XP_017881984.1
OG0008323	XP_017796620.1	XP_017889840.1
OG0008324	XP_017798443.1	XP_017890665.1
OG0008325	XP_017798673.1	XP_017877562.1
OG0008326	XP_017795744.1	XP_026666898.1
OG0008327	XP_017799564.1	XP_017875997.1
OG0008328	XP_017795737.1	XP_017876251.1
OG0008329	XP_017792553.1	XP_017882181.1
OG0008330	XP_017794067.1	XP_017880046.1
OG0008331	XP_017793447.1	XP_017876857.1
OG0008332	XP_017788076.1	XP_017880614.1
OG0008333	XP_017790705.1	XP_017883546.1
OG0008334	XP_017797321.1	XP_017889587.1
OG0008335	XP_017798389.1	XP_017876915.1
OG0008336	XP_017794961.1	XP_017886689.1
OG0008337	XP_017793392.1	XP_026667775.1
OG0008338	XP_017789993.1	XP_017884123.1
OG0008339	XP_017798721.1	XP_017875472.1
OG0008340	XP_017796427.1	XP_017876881.1
OG0008341	XP_017791536.1	XP_017888443.1
OG0008342	XP_017795581.1	XP_017888331.1
OG0008343	XP_017797154.1	XP_017877787.1
OG0008344	XP_017790962.1	XP_017891249.1
OG0008345	XP_017798661.1	XP_017875441.1
OG0008346	XP_017797172.1	XP_017878809.1
OG0008347	XP_017798685.1	XP_017885018.1
OG0008348	XP_017789524.1	XP_017883561.1
OG0008349	XP_017789277.1	XP_017887516.1
OG0008350	XP_017789981.1	XP_017878768.1
OG0008351	XP_017795312.1	XP_017890198.1
OG0008352	XP_017792829.1	XP_017881958.1
OG0008353	XP_017787576.1	XP_017890690.1
OG0008354	XP_017797810.1	XP_017884956.1
OG0008355	XP_017795881.1	XP_017878284.1
OG0008356	XP_017797728.1	XP_017888147.1
OG0008357	XP_017795884.1	XP_026668470.1
OG0008358	XP_017796746.1	XP_017884152.1
OG0008359	XP_017787536.1	XP_017886694.1
OG0008360	XP_017796032.1	XP_017891811.1
OG0008361	XP_017796754.1	XP_017880126.1
OG0008362	XP_017794210.1	XP_017881493.1
OG0008363	XP_017787689.1	XP_017886311.1
OG0008364	XP_017794934.1	XP_017893685.1
OG0008365	XP_017787919.1	XP_017876907.1
OG0008366	XP_017794828.1	XP_017883729.1
OG0008367	XP_017796645.1	XP_017892597.1
OG0008368	XP_017789643.1	XP_017880324.1
OG0008369	XP_017796662.1	XP_017889418.1
OG0008370	XP_017795587.1	XP_017888343.1
OG0008371	XP_017798156.1	XP_026668310.1
OG0008372	XP_017791896.1	XP_017889671.1
OG0008373	XP_017791853.1	XP_017889830.1
OG0008374	XP_017791791.1	XP_017889512.1
OG0008375	XP_017798217.1	XP_017878785.1
OG0008377	XP_017798146.1	XP_017877923.1
OG0008378	XP_017793541.1	XP_017889686.1
OG0008379	XP_017789354.1	XP_017887332.1
OG0008380	XP_017792315.1	XP_017885869.1
OG0008381	XP_017795733.1	XP_017875023.1
OG0008382	XP_017791737.1	XP_017880812.1
