Orthogroup	Vespa_mandarinia	Tribolium_castaneum
OG0007762	XP_035730435.1, XP_035730426.1	XP_969341.2
OG0007768	XP_035723824.1	XP_008195587.1
OG0007769	XP_035726786.1	XP_973728.1
OG0007772	XP_035739150.1	XP_015833409.1
OG0007773	XP_035717753.1	XP_015833833.1
OG0007774	XP_035724093.1	XP_015838607.1
OG0007775	XP_035725891.1	XP_966567.1
OG0007776	XP_035722194.1	XP_008190287.1
OG0007777	XP_035725703.1	XP_008199541.2
OG0007778	XP_035737599.1	XP_015839581.1, XP_008199380.1
OG0007779	XP_035721392.1	XP_970220.2
OG0007780	XP_035727691.1	XP_974768.1
OG0007781	XP_035719413.1	XP_008191140.1
OG0007783	XP_035735577.1	XP_015837202.1
OG0007784	XP_035720518.1	XP_001811696.1
OG0007785	XP_035738979.1, XP_035738978.1	XP_015835988.1
OG0007786	XP_035735768.1, XP_035735766.1, XP_035735767.1	XP_966824.1
OG0007787	XP_035735050.1	XP_001812465.1
OG0007788	XP_035718435.1	XP_008196977.1
OG0007789	XP_035717202.1	XP_008191634.1
OG0007790	XP_035740800.1	XP_008194862.1
OG0007791	XP_035735347.1	XP_969796.3
OG0007792	XP_035729531.1	XP_008199272.1
OG0007793	XP_035735212.1	XP_008201624.1
OG0007794	XP_035743173.1	XP_008198648.1
OG0007795	XP_035736986.1	XP_967417.1
OG0007796	XP_035742368.1	XP_967820.1
OG0007798	XP_035740737.1	XP_001808066.1
OG0007799	XP_035735698.1	XP_008195758.1
OG0007800	XP_035723184.1	XP_008190965.1
OG0007801	XP_035742115.1	XP_969334.1
OG0007802	XP_035717379.1	XP_968443.1
OG0007803	XP_035724903.1, XP_035724904.1, XP_035724902.1	XP_970500.1
OG0007804	XP_035722138.1	XP_015834708.1
OG0007805	XP_035743415.1	XP_008200357.1
OG0007806	XP_035723219.1	XP_001811437.2
OG0007808	XP_035739121.1	XP_966398.2
OG0007809	XP_035723515.1	XP_001810854.1
OG0007810	XP_035743447.1	XP_971729.2
OG0007811	XP_035744273.1	XP_008201508.1
OG0007812	XP_035730747.1	XP_008201578.1
OG0007813	XP_035720320.1	XP_966365.1
OG0007814	XP_035732509.1	XP_967324.1
OG0007815	XP_035736629.1	XP_015834614.1
OG0007817	XP_035741611.1, XP_035741610.1	XP_969624.2
OG0007818	XP_035729919.1	XP_967906.1
OG0007819	XP_035743419.1	XP_973775.3, XP_015832999.1, XP_001812933.1
OG0007820	XP_035741453.1	XP_008200981.1
OG0007821	XP_035720663.1	XP_008196345.1
OG0007822	XP_035743459.1	XP_008191832.1
OG0007823	XP_035727117.1	XP_015835664.1
OG0007824	XP_035730966.1	XP_015833502.1
OG0007826	XP_035737967.1	XP_970349.3
OG0007827	XP_035732046.1	XP_008199333.1
OG0007828	XP_035730292.1	XP_008196348.1
OG0007830	XP_035719256.1	XP_972788.2
OG0007831	XP_035735058.1	XP_008199512.1
OG0007832	XP_035743681.1	XP_968111.1
OG0007833	XP_035722272.1	XP_972121.1
OG0007834	XP_035732571.1	XP_008190646.1
OG0007836	XP_035722654.1	XP_968190.1
OG0007837	XP_035723345.1	XP_968534.1
OG0007839	XP_035740487.1	XP_008200603.2, XP_008192828.1
OG0007840	XP_035721683.1	XP_008195993.1
OG0007841	XP_035737009.1	XP_969617.2
OG0007844	XP_035739338.1	XP_973513.2
OG0007845	XP_035721436.1	XP_008197345.1
OG0007846	XP_035718992.1	XP_001813701.2
OG0007847	XP_035738319.1	XP_966464.1
OG0007848	XP_035735346.1	XP_015835417.1
OG0007849	XP_035719610.1	XP_971233.1
OG0007850	XP_035720344.1	XP_008192175.1
OG0007851	XP_035720133.1	XP_008196536.1
OG0007852	XP_035728230.1	XP_008192070.1
OG0007853	XP_035723726.1	XP_015836274.1
OG0007855	XP_035724484.1	XP_975371.1
OG0007856	XP_035737468.1	XP_015834757.1
OG0007857	XP_035744211.1	XP_969416.2
OG0007858	XP_035729067.1	XP_015839595.1
OG0007859	XP_035720964.1	XP_015833073.1
OG0007860	XP_035721816.1	XP_972552.3
OG0007864	XP_035733215.1	XP_008195115.1
OG0007865	XP_035729721.1	XP_015839049.1
OG0007866	XP_035736432.1, XP_035736412.1	XP_969705.2
OG0007867	XP_035732759.1	XP_008200263.1
OG0007868	XP_035744243.1	XP_968102.1
OG0007869	XP_035720905.1	XP_973460.3
OG0007870	XP_035737383.1, XP_035737373.1	XP_008190750.2
OG0007871	XP_035723269.1	XP_975121.1, XP_015836095.1
OG0007874	XP_035740062.1	XP_971397.2
OG0007875	XP_035740146.1	XP_008193886.1
OG0007876	XP_035725322.1	XP_008191654.1
OG0007878	XP_035737768.1	XP_008200708.1
OG0007879	XP_035727110.1	XP_008193879.1
OG0007880	XP_035739762.1	XP_969216.1
OG0007882	XP_035728242.1	XP_008194936.1
OG0007883	XP_035743027.1	XP_001807945.2
OG0007884	XP_035741171.1	XP_008200817.1
OG0007885	XP_035717693.1	XP_008191148.1
OG0007886	XP_035741679.1	XP_015834389.1, XP_001813892.1
OG0007887	XP_035719761.1	XP_008194466.1
OG0007888	XP_035722800.1	XP_008190291.1
OG0007889	XP_035719756.1	XP_008194696.2
OG0007891	XP_035721534.1, XP_035721535.1	XP_008190852.1
OG0007892	XP_035720861.1	XP_008195952.1
OG0007893	XP_035732195.1	XP_970679.1
OG0007894	XP_035720608.1	XP_008190919.2, XP_974966.1
OG0007895	XP_035727780.1	XP_015837553.1
OG0007896	XP_035740248.1	XP_015840908.1
OG0007897	XP_035733821.1	XP_008199604.1
OG0007898	XP_035724008.1	XP_008199973.1
OG0007899	XP_035743133.1	XP_008196966.1
OG0007900	XP_035719888.1	XP_008200277.1
OG0007901	XP_035730387.1	XP_015835123.1
OG0007902	XP_035724517.1	XP_973506.1
OG0007903	XP_035724506.1	XP_008195797.1
OG0007904	XP_035720138.1	XP_008196381.1
OG0007905	XP_035722705.1	XP_015835134.1, XP_008192451.1
OG0007906	XP_035733939.1	XP_975053.1
OG0007907	XP_035719216.1	XP_015836466.1, XP_008198791.2
OG0007908	XP_035742815.1	XP_966936.2
OG0007910	XP_035717821.1	XP_008191645.2
OG0007912	XP_035733026.1, XP_035733027.1	NP_001034495.1
OG0007913	XP_035727827.1	XP_966893.1
OG0007914	XP_035740866.1	XP_970355.1
OG0007915	XP_035727687.1	XP_008198337.1, XP_015835113.1
OG0007917	XP_035740242.1	XP_008201121.1, XP_015840909.1
OG0007919	XP_035732526.1	XP_008200120.1
OG0007921	XP_035725231.1	XP_015834946.1, XP_008192181.1
OG0007925	XP_035740361.1	XP_008197021.1, XP_008201564.1
OG0007927	XP_035717900.1	XP_008195453.1
OG0007929	XP_035719924.1, XP_035719923.1	NP_001127924.1, XP_008197027.1
OG0007933	XP_035728204.1, XP_035728203.1, XP_035728206.1	XP_967661.1
OG0007934	XP_035739704.1	XP_008193512.2
OG0007936	XP_035741898.1	XP_008200046.1, XP_008200049.1, XP_008200048.1, XP_008200047.1
OG0007939	XP_035733163.1	XP_008198318.1
OG0007940	XP_035724389.1	XP_008200599.1
OG0007942	XP_035743165.1	XP_970983.1
OG0007946	XP_035742209.1, XP_035742208.1, XP_035742207.1, XP_035742206.1, XP_035742204.1	XP_015837076.1
OG0007957	XP_035721740.1	NP_001129378.1
OG0007958	XP_035723703.1	XP_008194164.1
OG0007959	XP_035739864.1	XP_969663.2
OG0007962	XP_035728057.1	XP_971486.1
OG0007963	XP_035734896.1	NP_001161909.1
OG0007966	XP_035734701.1	XP_976450.1
OG0007967	XP_035729218.1	XP_008193692.1
OG0007968	XP_035737596.1, XP_035737595.1	XP_008190918.1
OG0007969	XP_035734142.1	NP_001107818.1, NP_001107797.1
OG0007970	XP_035720439.1	NP_001161899.1
OG0007971	XP_035725055.1	XP_969763.1
OG0007972	XP_035725076.1	XP_969131.1
OG0007976	XP_035718415.1	XP_015837473.1
OG0007977	XP_035737850.1	XP_969433.1
OG0007978	XP_035721978.1	XP_967044.1
OG0007981	XP_035718993.1	XP_008194481.1
OG0007982	XP_035722297.1	XP_008190632.1
OG0007984	XP_035722581.1	XP_008197036.1
OG0007985	XP_035724773.1	XP_008195302.1
OG0007987	XP_035743296.1	XP_972533.1
OG0007988	XP_035741022.1	XP_968411.1, XP_008193774.1
OG0007989	XP_035736425.1	XP_972091.2
OG0007991	XP_035725359.1	XP_015834600.1
OG0007992	XP_035738276.1	XP_973808.1
OG0007993	XP_035735398.1	XP_975071.2
OG0007995	XP_035744051.1	XP_008198852.1, XP_008195129.1
OG0007996	XP_035726305.1	XP_015838978.1
OG0007999	XP_035719784.1, XP_035719780.1	XP_008190937.1
OG0008000	XP_035742362.1	XP_008201055.1
OG0008001	XP_035724030.1	XP_008198610.1
OG0008004	XP_035724465.1	XP_008195995.1
OG0008005	XP_035727802.1	XP_015839050.1
OG0008006	XP_035731756.1, XP_035731757.1	XP_974454.1
OG0008007	XP_035726473.1, XP_035726472.1	XP_973635.1
OG0008009	XP_035729425.1	XP_008191531.1
OG0008012	XP_035737243.1	XP_008195282.1
OG0008013	XP_035743810.1	XP_008195782.1
OG0008015	XP_035733567.1	XP_969770.1
OG0008017	XP_035734309.1	XP_001811234.1
OG0008018	XP_035722137.1	XP_969845.1
OG0008019	XP_035719681.1	XP_008193796.1
OG0008020	XP_035743332.1	XP_969636.1
OG0008021	XP_035725170.1	XP_008198603.1
OG0008022	XP_035743969.1, XP_035743979.1	XP_971840.1
OG0008023	XP_035729247.1	NP_001242998.1
OG0008024	XP_035728002.1	XP_008198130.1
OG0008025	XP_035743185.1	XP_008194244.1
OG0008026	XP_035740156.1	XP_967729.2
OG0008027	XP_035719643.1	XP_015835729.1
OG0008030	XP_035739136.1	XP_001812431.2
OG0008032	XP_035741075.1	XP_008190270.1
OG0008040	XP_035742311.1	XP_015835866.1
OG0008043	XP_035722750.1	XP_008194267.1
OG0008044	XP_035722738.1	XP_015838014.1
OG0008045	XP_035727642.1	XP_008191697.1
OG0008047	XP_035743297.1	XP_975577.1
OG0008050	XP_035728874.1, XP_035728875.1	XP_008191378.1
OG0008051	XP_035723325.1, XP_035723318.1	XP_008191466.1, XP_015834238.1
OG0008055	XP_035724572.1	XP_015840183.1
OG0008056	XP_035722890.1	XP_008195550.1
OG0008057	XP_035740771.1	XP_008200676.1
OG0008058	XP_035726696.1	XP_015836659.1
OG0008059	XP_035742886.1	XP_008198628.1
OG0008060	XP_035719557.1	XP_008190538.1
OG0008061	XP_035726866.1	XP_008197439.1
OG0008062	XP_035742968.1, XP_035742967.1	XP_008200352.1
OG0008063	XP_035723511.1	XP_972276.1
OG0008066	XP_035742120.1	XP_008196009.1
OG0008067	XP_035732097.1	XP_008199134.2
OG0008069	XP_035723157.1	XP_967004.2
OG0008070	XP_035727123.1	XP_015837029.1
OG0008071	XP_035719944.1	XP_015837034.1
OG0008072	XP_035741579.1	XP_971655.2
OG0008073	XP_035738026.1, XP_035738024.1, XP_035738025.1	XP_975978.2
OG0008074	XP_035740105.1	XP_973572.2
OG0008075	XP_035722099.1	XP_008193613.1
OG0008076	XP_035729479.1	XP_008198434.1
OG0008079	XP_035733147.1	XP_008192520.1
OG0008080	XP_035736285.1	XP_008200845.1
OG0008081	XP_035729872.1	XP_008196078.1
OG0008084	XP_035729365.1	XP_008192124.1
OG0008086	XP_035732782.1	XP_969908.2
OG0008087	XP_035737663.1	XP_974192.1
OG0008088	XP_035736806.1, XP_035736805.1	XP_008193596.1
OG0008089	XP_035729881.1	XP_015833592.1
OG0008092	XP_035723343.1	XP_001809953.1
OG0008093	XP_035741435.1	XP_972575.1
OG0008094	XP_035742143.1	XP_975251.1
OG0008099	XP_035727971.1	XP_008195464.1
OG0008100	XP_035736373.1	XP_008197748.1
OG0008101	XP_035731430.1	XP_969717.2
OG0008102	XP_035731313.1	XP_969683.1
OG0008106	XP_035732819.1	XP_015833136.1
OG0008109	XP_035731113.1	XP_008195688.1
OG0008110	XP_035738347.1	XP_008194364.1
OG0008111	XP_035738325.1	XP_008198497.1
OG0008113	XP_035737950.1	XP_008199090.1
OG0008114	XP_035721266.1	XP_970956.2
OG0008115	XP_035724051.1	XP_015837074.1, XP_008196387.1
OG0008116	XP_035725140.1	XP_015838669.1
OG0008117	XP_035731973.1	XP_008193638.1
OG0008120	XP_035741122.1	XP_008195618.1
OG0008122	XP_035722280.1	XP_015835797.1
OG0008124	XP_035741774.1	XP_972117.1
OG0008125	XP_035740742.1	XP_015836664.1, XP_008195102.1
OG0008126	XP_035735059.1	XP_008196758.1
OG0008127	XP_035731926.1	XP_008196778.1
OG0008128	XP_035719907.1	XP_008199362.1
OG0008131	XP_035729380.1	XP_008191388.1
OG0008132	XP_035726980.1	XP_008200003.1
OG0008134	XP_035729443.1	XP_008194285.1
OG0008135	XP_035729109.1	XP_973841.1
OG0008138	XP_035736543.1	XP_975499.1
OG0008140	XP_035735051.1, XP_035735053.1, XP_035735052.1	XP_966427.1
OG0008144	XP_035719714.1	XP_967775.1
OG0008145	XP_035727187.1	XP_008192114.1
OG0008146	XP_035735208.1	XP_008198829.1
OG0008148	XP_035725377.1, XP_035725376.1	XP_008199930.1
OG0008151	XP_035723689.1	XP_008194578.1
OG0008152	XP_035743759.1	XP_008195635.1
OG0008153	XP_035720047.1	XP_015834599.1
OG0008158	XP_035719867.1	XP_015840513.1
OG0008159	XP_035729216.1, XP_035729214.1, XP_035729215.1	XP_008198055.1
OG0008160	XP_035742465.1	XP_015836542.1
OG0008167	XP_035717444.1	XP_015839603.1
OG0008169	XP_035739661.1	XP_974097.1
OG0008171	XP_035742572.1	XP_008193869.1
OG0008174	XP_035730382.1	XP_008192459.1
OG0008175	XP_035730404.1, XP_035730386.1, XP_035730393.1	XP_015833111.1
OG0008179	XP_035719090.1, XP_035719089.1	XP_015839233.1, XP_015839228.1
OG0008180	XP_035733550.1	XP_015840095.1
OG0008182	XP_035744261.1	XP_015836081.1, XP_008193384.1
OG0008183	XP_035732917.1	XP_008198471.1, XP_015839311.1
OG0008184	XP_035726990.1	XP_008197095.1
OG0008186	XP_035729327.1	XP_976325.2
OG0008198	XP_035729051.1	XP_973459.1
OG0008199	XP_035718271.1	XP_001812598.3
OG0008200	XP_035738780.1	XP_008198421.1
OG0008201	XP_035735191.1	XP_008194858.1
OG0008202	XP_035740790.1	XP_974370.1
OG0008204	XP_035728356.1	XP_008190987.1
OG0008205	XP_035721640.1, XP_035721649.1	XP_008201078.1
OG0008206	XP_035743055.1	XP_971491.1
OG0008207	XP_035731623.1	XP_008199831.1
OG0008209	XP_035729449.1	XP_008191290.1
OG0008210	XP_035728197.1	XP_968130.4
OG0008217	XP_035731784.1	XP_008199028.1
OG0008219	XP_035717942.1	NP_001159498.1
OG0008221	XP_035726966.1	XP_008191067.1
OG0008223	XP_035738802.1	XP_008198760.1
OG0008227	XP_035727942.1	XP_008199874.1
OG0008228	XP_035739730.1	XP_015834862.1
OG0008230	XP_035742825.1	XP_008197141.1
OG0008231	XP_035728008.1	XP_008201662.2
OG0008232	XP_035728060.1	XP_015839229.1
OG0008233	XP_035735530.1	XP_967920.2
OG0008234	XP_035737997.1	XP_008197180.1
OG0008235	XP_035717315.1	XP_008201156.1
OG0008237	XP_035739729.1, XP_035739728.1	XP_975349.1
OG0008240	XP_035725167.1	XP_008198513.1
OG0008244	XP_035722811.1	XP_008192937.1
OG0008247	XP_035728503.1	XP_015833710.1
OG0008248	XP_035743033.1	XP_967852.2
OG0008251	XP_035733017.1	XP_008194779.2
OG0008253	XP_035728375.1	XP_008201035.1
OG0008257	XP_035725605.1	XP_015833831.1
OG0008258	XP_035727159.1	XP_008194880.1
OG0008260	XP_035734347.1	XP_975466.1
OG0008261	XP_035717121.1	XP_015833579.1
OG0008262	XP_035740557.1	XP_008200752.1
OG0008264	XP_035725310.1	XP_968598.1
OG0008265	XP_035743898.1	XP_008193964.1, XP_973193.1
OG0008266	XP_035742809.1	XP_015838297.1
OG0008267	XP_035735565.1	XP_001808976.1
OG0008268	XP_035730959.1	XP_008192271.1
OG0008269	XP_035741313.1	XP_015835543.1
OG0008271	XP_035739828.1	XP_015840872.1
OG0008272	XP_035725979.1	XP_008200280.1
OG0008273	XP_035738840.1	XP_015833476.1
OG0008277	XP_035735166.1	XP_008200894.1
OG0008279	XP_035744116.1	XP_973697.1
OG0008280	XP_035719457.1	XP_008191059.1
OG0008282	XP_035729681.1	NP_001161920.1, XP_008190489.1
OG0008286	XP_035731319.1	XP_969756.1
OG0008290	XP_035743514.1	XP_008196644.1
OG0008291	XP_035726493.1	XP_967067.1
OG0008292	XP_035730209.1	XP_008192891.1
OG0008293	XP_035723201.1	XP_972201.2
OG0008294	XP_035742214.1, XP_035742215.1	XP_008201626.1
OG0008296	XP_035734683.1	XP_008200434.1
OG0008300	XP_035732015.1	XP_008193135.1
OG0008301	XP_035724535.1	XP_008195163.1
OG0008302	XP_035740313.1	XP_972873.2
OG0008304	XP_035737246.1	XP_974833.1
OG0008306	XP_035738051.1	XP_008196775.1
OG0008311	XP_035727485.1	XP_968732.1
OG0008315	XP_035737772.1	XP_975784.1
OG0008318	XP_035718874.1, XP_035718873.1	XP_008197557.1
OG0008320	XP_035735934.1	XP_974128.1
OG0008321	XP_035721550.1	XP_971083.1
OG0008325	XP_035741815.1	XP_015834167.1
OG0008326	XP_035718965.1, XP_035718964.1	XP_008193892.1
OG0008327	XP_035723900.1	XP_015832912.1
OG0008328	XP_035720210.1	XP_008195763.1
OG0008330	XP_035731224.1	XP_974699.3
OG0008337	XP_035723648.1	XP_015839044.1, XP_015839043.1
OG0008338	XP_035729958.1	XP_971052.1
OG0008340	XP_035722251.1	XP_015834182.1
OG0008342	XP_035720815.1	XP_975147.1
OG0008343	XP_035722907.1	XP_008191613.1
OG0008344	XP_035722699.1	XP_008192664.1
OG0008345	XP_035719507.1	XP_008200601.1
OG0008347	XP_035717762.1, XP_035717760.1	XP_008193354.1
OG0008348	XP_035728223.1	XP_015835956.1
OG0008350	XP_035727334.1	XP_968612.3, XP_008194915.1
OG0008352	XP_035731415.1	XP_015838353.1
OG0008353	XP_035743568.1	XP_973258.1, XP_008191621.1
OG0008355	XP_035722265.1	XP_008190268.1, XP_001812344.1
OG0008357	XP_035718168.1	XP_008193247.2
OG0008358	XP_035735338.1	XP_015833395.1, XP_973183.1
OG0008359	XP_035735063.1	XP_008196757.1
OG0008363	XP_035743530.1	XP_015834792.1, XP_015835004.1, XP_015835003.1
OG0008365	XP_035738750.1	XP_008200776.2
OG0008371	XP_035738280.1	XP_008190742.1
OG0008372	XP_035744074.1	XP_015836757.1, XP_001808852.2
OG0008379	XP_035725991.1	XP_015836363.1
OG0008381	XP_035717957.1	XP_971609.2
OG0008383	XP_035739603.1	XP_975624.1
OG0008384	XP_035739340.1	XP_015838315.1, XP_008198825.1, XP_008193727.1
OG0008386	XP_035736760.1, XP_035736754.1	XP_008194034.2, XP_015833909.1
OG0008390	XP_035729186.1	XP_008201654.1
OG0008405	XP_035734888.1	XP_967743.1
OG0008409	XP_035734409.1	XP_970438.1
OG0008410	XP_035720450.1	XP_008197152.1
OG0008411	XP_035722746.1	XP_015839536.1
OG0008414	XP_035742105.1	XP_008192743.1
OG0008415	XP_035739184.1	XP_971907.2
OG0008420	XP_035741381.1	XP_967024.2
OG0008422	XP_035743131.1	XP_972493.1
OG0008423	XP_035737422.1	XP_966864.1
OG0008424	XP_035732087.1	XP_008199173.2
OG0008426	XP_035732014.1	XP_974328.1
OG0008427	XP_035734796.1	XP_008194280.1
OG0008433	XP_035739331.1	XP_015835225.1
OG0008435	XP_035740055.1	XP_008195786.1
OG0008436	XP_035722001.1	XP_015840877.1
OG0008442	XP_035742129.1	XP_015836092.1
OG0008445	XP_035741609.1	XP_967667.2
OG0008449	XP_035731759.1	NP_001280508.1
OG0008452	XP_035740040.1	XP_015839085.1
OG0008454	XP_035732821.1	XP_008201008.2
OG0008455	XP_035718325.1	XP_970579.3
OG0008457	XP_035735600.1	XP_970517.1
OG0008462	XP_035733990.1	XP_015835981.1
OG0008465	XP_035739380.1	XP_008193725.1, XP_973941.1
OG0008467	XP_035726069.1	XP_975217.1
OG0008468	XP_035728007.1	XP_970105.1
OG0008470	XP_035728609.1	XP_015833735.1
OG0008471	XP_035725616.1	XP_015837149.1
OG0008473	XP_035729048.1	XP_972997.2
OG0008474	XP_035719700.1	XP_008196670.1
OG0008479	XP_035740403.1	XP_968426.1
OG0008480	XP_035735980.1	XP_008192847.1
OG0008486	XP_035728777.1	XP_967114.2
OG0008489	XP_035735735.1	XP_008198174.1
OG0008490	XP_035724871.1	XP_008191773.1
OG0008495	XP_035731017.1	XP_008190760.1, XP_015833211.1
OG0008496	XP_035729198.1	XP_008200154.1
OG0008497	XP_035737488.1	XP_974297.1
OG0008498	XP_035726223.1	XP_008191714.2
OG0008499	XP_035743734.1	XP_008198629.1
OG0008500	XP_035722695.1	XP_976352.1
OG0008501	XP_035733876.1	NP_001103243.1, XP_015837762.1
OG0008503	XP_035740069.1	XP_008196925.1
OG0008504	XP_035720712.1	XP_015838081.1
OG0008505	XP_035726907.1, XP_035726908.1	XP_001815603.1
OG0008507	XP_035718771.1	XP_975819.1
OG0008508	XP_035722330.1, XP_035722320.1	XP_976234.1
OG0008509	XP_035736380.1	XP_008197747.1
OG0008511	XP_035727042.1	XP_967808.1
OG0008513	XP_035724888.1	XP_975442.1
OG0008519	XP_035720401.1	XP_008195707.1, NP_001161914.1
OG0008522	XP_035723187.1	XP_008198741.1
OG0008529	XP_035730108.1	XP_008194702.1
OG0008535	XP_035722504.1	XP_015836854.1
OG0008537	XP_035742642.1, XP_035742641.1	XP_008198496.1
OG0008538	XP_035741804.1	XP_008192388.1
OG0008540	XP_035735933.1	XP_001810435.1, XP_008200201.1
OG0008541	XP_035725811.1	XP_968149.1
OG0008548	XP_035724706.1, XP_035724708.1, XP_035724707.1	XP_008195003.1
OG0008552	XP_035735321.1	XP_015834025.1
OG0008554	XP_035719540.1	XP_001806936.1
OG0008558	XP_035736836.1	XP_969632.1
OG0008560	XP_035720113.1	XP_015834779.1, XP_015834780.1
OG0008563	XP_035734877.1	XP_008201012.1
OG0008564	XP_035743558.1	XP_015840930.1
OG0008571	XP_035728295.1	XP_008190501.1
OG0008577	XP_035737597.1	XP_971343.1
OG0008578	XP_035738508.1	XP_008198985.1
OG0008580	XP_035741023.1	XP_967248.1
OG0008581	XP_035739029.1	XP_008197284.1
OG0008583	XP_035738842.1	XP_976193.1
OG0008584	XP_035742891.1	XP_015838752.1, XP_970337.1
OG0008610	XP_035731779.1	XP_008194611.1
OG0008616	XP_035730014.1	XP_008200969.1
OG0008617	XP_035729812.1	XP_001814375.2
OG0008618	XP_035729034.1	XP_970310.1
OG0008621	XP_035737086.1	XP_015833780.1
OG0008622	XP_035725056.1	XP_008190491.1
OG0008623	XP_035729730.1	XP_008198432.1
OG0008628	XP_035735769.1	XP_008196096.1
OG0008629	XP_035735791.1	XP_008199020.1
OG0008631	XP_035722187.1	XP_008190288.1
OG0008636	XP_035724063.1	XP_971846.1
OG0008637	XP_035726757.1	XP_968766.1
OG0008643	XP_035738419.1	XP_008195737.1, XP_015837214.1
OG0008651	XP_035729724.1	XP_015834679.1
OG0008653	YP_009915662.1	NP_203157.1
OG0008655	XP_035729995.1, XP_035729997.1	XP_008196031.1, XP_015840612.1
OG0008661	XP_035720630.1	XP_975065.2
OG0008672	XP_035735631.1	XP_008195415.1
OG0008688	XP_035720331.1	XP_008196569.1
OG0008694	XP_035726396.1	XP_008196969.1, XP_015834188.1
OG0008698	XP_035741855.1	XP_015838789.1
OG0008703	XP_035741935.1	XP_001814418.1
OG0008706	XP_035722067.1	XP_008198295.1
OG0008733	XP_035728202.1	XP_008192890.1
OG0008741	XP_035731125.1	XP_008191098.2
OG0008747	XP_035719516.1	XP_008197783.1
OG0008749	XP_035725233.1	XP_008199206.1
OG0008754	XP_035722031.1	XP_015833653.1
OG0008757	XP_035735981.1	XP_008196544.1
OG0008763	XP_035725883.1	XP_971834.1
OG0008767	XP_035719323.1	XP_008200949.1
OG0008770	XP_035738722.1	XP_974318.1
OG0008794	XP_035740453.1, XP_035740462.1	XP_001808390.2
OG0008806	XP_035717410.1	XP_008195900.1
OG0008808	XP_035737934.1	XP_008200279.1
OG0008809	XP_035729226.1	XP_974445.2
OG0008814	XP_035721268.1	XP_008193816.2
OG0008816	XP_035727606.1	XP_968673.1
OG0008819	XP_035720071.1	XP_974737.3
OG0008823	XP_035721096.1	XP_973129.2
OG0008824	XP_035743357.1, XP_035743356.1	XP_015838408.1
OG0008828	XP_035719505.1	XP_969988.2
OG0008836	XP_035732344.1	XP_015839656.1, XP_015839657.1
OG0008838	XP_035733564.1	XP_967315.1
OG0008845	XP_035730013.1	NP_001158280.1
OG0008846	XP_035735977.1	XP_015834448.1
OG0008852	XP_035730635.1	XP_008196922.1
OG0008856	XP_035736839.1	XP_008190863.1
OG0008864	XP_035741052.1	XP_968379.1
OG0008865	XP_035717185.1	XP_001809029.1
OG0008876	XP_035742130.1	XP_971426.1
OG0008897	XP_035728878.1	XP_008195441.2
