Orthogroup	Vespa_mandarinia	Anopheles_gambiae
OG0006084	XP_035722208.1	XP_321536.5
OG0006085	XP_035732007.1	XP_309541.4
OG0006086	XP_035722308.1	XP_315463.3
OG0006087	XP_035735623.1	XP_317270.4
OG0006088	XP_035743753.1	XP_003436507.1, XP_313256.2
OG0006089	XP_035730263.1	XP_317855.2
OG0006090	XP_035726333.1	XP_320147.4
OG0006091	XP_035719937.1	XP_312401.5
OG0006092	XP_035744158.1	XP_315563.4
OG0006093	XP_035738871.1	XP_309311.4
OG0006094	XP_035717978.1	XP_318814.4
OG0006095	XP_035736286.1	XP_308662.1
OG0006096	XP_035743654.1	XP_310914.4
OG0006097	XP_035735728.1	XP_308048.5
OG0006098	XP_035738836.1, XP_035738835.1	XP_309832.4
OG0006099	XP_035729450.1	XP_312236.5
OG0006100	XP_035738032.1	XP_321446.3
OG0006101	XP_035721718.1	XP_001689239.1
OG0006102	XP_035738573.1	XP_310695.4
OG0006103	XP_035730208.1	XP_317368.3
OG0006104	XP_035718500.1	XP_553580.3
OG0006105	XP_035723000.1	XP_320947.5
OG0006106	XP_035717170.1	XP_003436228.1
OG0006107	XP_035724137.1	XP_313727.3
OG0006108	XP_035726685.1	XP_003435756.1, XP_322013.5
OG0006109	XP_035740119.1	XP_320597.3
OG0006110	XP_035732339.1	XP_309899.3
OG0006111	XP_035727876.1	XP_320945.5
OG0006112	XP_035727771.1	XP_315542.3
OG0006113	XP_035738413.1	XP_312937.5
OG0006114	XP_035740489.1	XP_307940.5
OG0006116	XP_035732773.1	XP_308293.4
OG0006117	XP_035733507.1	XP_309513.3
OG0006118	XP_035727251.1, XP_035727250.1	XP_560205.4
OG0006119	XP_035725394.1	XP_312577.3
OG0006120	XP_035744274.1	XP_317062.4
OG0006121	XP_035721106.1	XP_307284.3, XP_551203.4
OG0006123	XP_035721108.1	XP_308395.4
OG0006124	XP_035733221.1	XP_317207.2
OG0006125	XP_035735641.1	XP_315964.4
OG0006126	XP_035727800.1	XP_317113.3
OG0006127	XP_035742238.1	XP_320715.3
OG0006128	XP_035740616.1	XP_315966.4
OG0006130	XP_035722263.1	XP_317055.4
OG0006131	XP_035743087.1	XP_003436396.1, XP_312792.5
OG0006134	XP_035736990.1	XP_312605.5, XP_003436095.1
OG0006135	XP_035732512.1	XP_319386.4
OG0006136	XP_035722339.1	XP_319489.4
OG0006137	XP_035739172.1	XP_316891.5
OG0006138	XP_035717538.1	XP_314316.4
OG0006139	XP_035742283.1	XP_314811.4
OG0006140	XP_035718754.1	XP_307850.4
OG0006141	XP_035742100.1	XP_318752.4
OG0006142	XP_035736965.1	XP_001689304.1
OG0006143	XP_035726927.1	XP_001237874.2
OG0006144	XP_035729400.1	XP_311956.5
OG0006145	XP_035733270.1	XP_320748.3
OG0006147	XP_035740454.1	XP_312628.5
OG0006149	XP_035740615.1	XP_320712.4
OG0006150	XP_035738794.1	XP_318073.4, XP_001689095.1
OG0006151	XP_035729148.1	XP_001689206.1
OG0006152	XP_035742510.1	XP_316684.3, XP_001688944.1
OG0006153	XP_035723265.1	XP_318500.4
OG0006154	XP_035724875.1	XP_310920.4
OG0006155	XP_035727092.1	XP_320791.4
OG0006156	XP_035743443.1	XP_317735.4
OG0006157	XP_035721414.1	XP_003436037.1, XP_320907.4
OG0006158	XP_035731680.1	XP_001688962.1
OG0006159	XP_035728258.1	XP_307982.5
OG0006160	XP_035736026.1	XP_318524.3
OG0006161	XP_035730099.1	XP_319944.4
OG0006162	XP_035734500.1	XP_321883.4
OG0006164	XP_035727974.1	XP_317165.4
OG0006166	XP_035742637.1	XP_309798.4
OG0006167	XP_035723694.1	XP_564675.3
OG0006168	XP_035725728.1	XP_001237943.1, XP_564527.3
OG0006169	XP_035723099.1	XP_319940.4
OG0006170	XP_035723510.1	XP_310791.5
OG0006171	XP_035744217.1	XP_318287.4
OG0006172	XP_035736562.1	XP_310168.3
OG0006173	XP_035723417.1	XP_311756.5
OG0006174	XP_035723553.1	XP_001237540.3
OG0006175	XP_035726429.1	XP_313843.5
OG0006176	XP_035742016.1	XP_307419.2
OG0006177	XP_035726320.1	XP_310422.5
OG0006178	XP_035726758.1	XP_310816.5
OG0006179	XP_035733515.1	XP_321107.4, XP_003435975.1
OG0006180	XP_035728605.1	XP_308444.4
OG0006181	XP_035730331.1	XP_001688662.1
OG0006182	XP_035724017.1	XP_312280.3
OG0006183	XP_035741957.1	XP_312407.2
OG0006184	XP_035739300.1	XP_310082.4
OG0006185	XP_035729703.1	XP_001238049.2
OG0006186	XP_035733450.1	XP_315024.4
OG0006187	XP_035735342.1	XP_316810.5
OG0006188	XP_035725306.1	XP_001238516.3
OG0006189	XP_035738783.1	XP_313459.5
OG0006191	XP_035732474.1	XP_311951.4
OG0006192	XP_035733716.1	XP_312255.5
OG0006193	XP_035719965.1	XP_321602.5
OG0006194	XP_035733684.1	XP_309500.4, XP_564375.2
OG0006195	XP_035728261.1	XP_321688.4
OG0006196	XP_035717854.1	XP_310191.2
OG0006197	XP_035724509.1	XP_311953.3
OG0006199	XP_035727329.1	XP_318824.2
OG0006200	XP_035723713.1	XP_308011.5
OG0006201	XP_035727833.1	XP_311002.5
OG0006202	XP_035734572.1	XP_320865.4
OG0006203	XP_035727607.1	XP_320779.3
OG0006204	XP_035736330.1	XP_307416.4
OG0006205	XP_035741244.1	XP_309336.4
OG0006206	XP_035726139.1	XP_001689321.2
OG0006208	XP_035735069.1	XP_313605.4
OG0006209	XP_035732063.1	XP_314653.4
OG0006210	XP_035734335.1	XP_315219.5
OG0006211	XP_035719133.1	XP_321547.3
OG0006212	XP_035733969.1	XP_320382.3
OG0006213	XP_035725430.1	XP_557166.3, XP_001688884.1
OG0006215	XP_035717571.1	XP_309476.2
OG0006216	XP_035722534.1	XP_319655.2
OG0006217	XP_035742613.1	XP_312782.3
OG0006218	XP_035723107.1	XP_559505.6
OG0006219	XP_035729323.1	XP_309949.3, XP_310465.3
OG0006221	XP_035743351.1	XP_001688349.2
OG0006222	XP_035727147.1	XP_317111.1
OG0006223	XP_035718324.1	XP_311512.4
OG0006224	XP_035739614.1	XP_310772.4, XP_003436975.1
OG0006225	XP_035731870.1	XP_312160.4
OG0006226	XP_035729222.1	XP_550737.3
OG0006228	XP_035719504.1	XP_312173.2
OG0006229	XP_035741239.1	XP_314720.1
OG0006230	XP_035721647.1, XP_035721648.1	XP_315436.3
OG0006231	XP_035736749.1	XP_318627.4
OG0006232	XP_035723691.1	XP_312491.4
OG0006233	XP_035737091.1	XP_309512.3
OG0006234	XP_035734315.1	XP_315581.4
OG0006235	XP_035740876.1	XP_319930.4
OG0006236	XP_035724836.1	XP_310648.3
OG0006238	XP_035726384.1	XP_307895.3
OG0006239	XP_035729172.1	XP_003435846.1, XP_321663.4
OG0006240	XP_035721980.1	XP_001689336.2
OG0006241	XP_035736297.1	XP_315097.4
OG0006242	XP_035727773.1	XP_311595.3
OG0006245	XP_035720315.1	XP_309997.3
OG0006246	XP_035739596.1	XP_312222.2
OG0006247	XP_035741780.1	XP_001237635.3
OG0006248	XP_035743123.1	XP_315218.4
OG0006249	XP_035742235.1	XP_318327.5, XP_003437215.1
OG0006250	XP_035741664.1	XP_556482.2
OG0006251	XP_035718452.1, XP_035718451.1, XP_035718453.1	XP_314741.3
OG0006252	XP_035742294.1	XP_319856.4
OG0006253	XP_035717351.1	XP_320993.2
OG0006254	XP_035731753.1	XP_308493.4
OG0006255	XP_035740525.1	XP_313427.5
OG0006257	XP_035738116.1	XP_319446.4
OG0006258	XP_035718085.1	XP_316733.3
OG0006259	XP_035737194.1	XP_308815.4
OG0006260	XP_035730580.1	XP_001689384.2
OG0006261	XP_035735299.1	XP_312846.5
OG0006263	XP_035721448.1	XP_308719.3
OG0006264	XP_035740492.1	XP_309651.5
OG0006265	XP_035721864.1	XP_003436518.1
OG0006266	XP_035738789.1	XP_318917.4
OG0006267	XP_035720631.1	XP_320716.4
OG0006268	XP_035731804.1	XP_001230547.1, XP_314301.3
OG0006269	XP_035721473.1	XP_551697.4
OG0006270	XP_035734939.1	XP_312548.5
OG0006271	XP_035735003.1	XP_311257.2
OG0006273	XP_035727439.1	XP_313813.5
OG0006274	XP_035741131.1	XP_315054.2
OG0006275	XP_035718557.1	XP_318369.5
OG0006276	XP_035728123.1	XP_316505.3, XP_001688877.1
OG0006277	XP_035726025.1	XP_318355.4
OG0006278	XP_035719829.1	XP_314652.2
OG0006279	XP_035744223.1	XP_314728.3
OG0006280	XP_035735160.1	XP_312452.4
OG0006281	XP_035728220.1, XP_035728219.1	XP_001237961.1
OG0006282	XP_035733804.1	XP_001689261.1
OG0006283	XP_035734093.1	XP_320602.4
OG0006284	XP_035739933.1	XP_313083.5
OG0006285	XP_035717991.1	XP_319000.3
OG0006286	XP_035725977.1	XP_317958.4
OG0006287	XP_035735900.1	XP_321256.5
OG0006288	XP_035721501.1	XP_310874.5
OG0006289	XP_035735336.1	XP_308001.3
OG0006290	XP_035718767.1	XP_320421.3
OG0006291	XP_035742020.1	XP_313400.3
OG0006292	XP_035736337.1	XP_310815.3
OG0006293	XP_035737979.1	XP_313191.5
OG0006294	XP_035723500.1	XP_321845.5
OG0006295	XP_035734537.1	XP_317209.4
OG0006296	XP_035727143.1	XP_310189.4
OG0006297	XP_035727844.1	XP_318422.5
OG0006298	XP_035733685.1	XP_314913.2
OG0006299	XP_035742060.1	XP_310994.5
OG0006300	XP_035727660.1	XP_001237548.2
OG0006301	XP_035717240.1	XP_316333.3
OG0006302	XP_035739337.1	XP_311937.4
OG0006303	XP_035720890.1	XP_565200.3
OG0006304	XP_035738865.1	XP_319677.2
OG0006305	XP_035718752.1	XP_310961.4
OG0006306	XP_035723512.1	XP_316235.2
OG0006307	XP_035741631.1	XP_321837.3
OG0006308	XP_035721672.1	XP_308012.5
OG0006309	XP_035734911.1	XP_001688498.1, XP_313985.4
OG0006310	XP_035727656.1, XP_035727657.1	XP_310128.4
OG0006311	XP_035721824.1	XP_316158.3
OG0006312	XP_035744162.1	XP_314892.4
OG0006313	XP_035729762.1	XP_321726.5
OG0006314	XP_035738517.1	XP_001688808.1, XP_316223.4
OG0006315	XP_035738607.1	XP_315109.3
OG0006316	XP_035720629.1	XP_321804.3
OG0006317	XP_035736813.1	XP_308231.4
OG0006318	XP_035733632.1	XP_003436534.1
OG0006319	XP_035720019.1	XP_313987.1
OG0006320	XP_035728883.1	XP_311344.3
OG0006322	XP_035723717.1	XP_320385.4
OG0006323	XP_035718708.1	XP_314880.2
OG0006324	XP_035731072.1	XP_314526.3
OG0006325	XP_035719964.1	XP_310002.4
OG0006326	XP_035739535.1	XP_317652.4
OG0006327	XP_035730668.1	XP_308633.4
OG0006328	XP_035741046.1	XP_313960.3
OG0006329	XP_035735107.1	XP_308544.4
OG0006330	XP_035720869.1	XP_318637.4
OG0006331	XP_035731636.1	XP_314314.1
OG0006332	XP_035743267.1	XP_321841.2
OG0006333	XP_035743798.1	XP_315383.4
OG0006334	XP_035724004.1	XP_320366.3
OG0006335	XP_035732806.1	XP_317919.4
OG0006337	XP_035726960.1	XP_321878.4
OG0006338	XP_035728157.1	XP_313880.5
OG0006339	XP_035737278.1	XP_312769.5
OG0006340	XP_035738896.1	XP_003436130.1, XP_312489.3
OG0006343	XP_035743827.1	XP_317217.4
OG0006344	XP_035740851.1	XP_311909.5
OG0006345	XP_035718539.1	XP_003436681.1
OG0006346	XP_035734513.1	XP_313298.3
OG0006347	XP_035741004.1	XP_316057.3
OG0006348	XP_035719290.1	XP_316311.4
OG0006350	XP_035739676.1	XP_320388.3
OG0006351	XP_035731126.1	XP_311732.5
OG0006352	XP_035734532.1	XP_552627.3
OG0006355	XP_035740370.1	XP_312849.5
OG0006356	XP_035723234.1	XP_001689118.2
OG0006357	XP_035723119.1	XP_318507.4
OG0006358	XP_035734262.1	XP_316422.3
OG0006359	XP_035740387.1	XP_320119.6
OG0006360	XP_035719925.1	XP_308801.3
OG0006361	XP_035720533.1	XP_322034.3
OG0006362	XP_035724408.1	XP_317131.4
OG0006363	XP_035727378.1	XP_001688557.1
OG0006364	XP_035743550.1	XP_308108.5, XP_003436646.1
OG0006365	XP_035721663.1	XP_313250.3
OG0006367	XP_035732359.1	XP_311146.5
OG0006368	XP_035735793.1	XP_321043.4
OG0006369	XP_035725166.1	XP_319023.4
OG0006370	XP_035744112.1	XP_552528.1
OG0006371	XP_035734158.1	XP_553120.3, XP_001238233.2
OG0006372	XP_035728025.1	XP_003436924.1
OG0006373	XP_035732231.1	XP_319093.4
OG0006374	XP_035742915.1	XP_308470.4
OG0006375	XP_035742480.1	XP_320698.3
OG0006377	XP_035735741.1	XP_308953.4, XP_001688142.1
OG0006378	XP_035725138.1	XP_001237735.1
OG0006379	XP_035740574.1	XP_316922.3
OG0006380	XP_035733928.1	XP_312234.5
OG0006381	XP_035734555.1	XP_551886.3
OG0006382	XP_035721150.1	XP_001688719.1, XP_315746.3
OG0006383	XP_035726209.1	XP_317043.4
OG0006384	XP_035723715.1	XP_321629.5
OG0006385	XP_035723231.1	XP_317309.4
OG0006386	XP_035743762.1	XP_559178.3
OG0006388	XP_035743349.1	XP_320668.4
OG0006389	XP_035722969.1	XP_321134.5
OG0006390	XP_035737736.1	XP_314766.4
OG0006391	XP_035742677.1	XP_554654.3
OG0006392	XP_035722833.1	XP_310014.4
OG0006393	XP_035741673.1	XP_319021.3
OG0006394	XP_035723221.1	XP_554753.3
OG0006395	XP_035725101.1	XP_315161.5
OG0006396	XP_035732436.1	XP_003436252.1, XP_312097.5
OG0006397	XP_035723567.1	XP_557743.2
OG0006398	XP_035720758.1	XP_001237950.2
OG0006399	XP_035730656.1	XP_309117.5
OG0006400	XP_035718794.1	XP_308919.3
OG0006401	XP_035728246.1	XP_565616.4, XP_003436061.1
OG0006403	XP_035727829.1	XP_001687882.2, XP_308283.5
OG0006404	XP_035730326.1	XP_319897.4
OG0006405	XP_035742116.1	XP_315969.4
OG0006406	XP_035730284.1, XP_035730283.1	XP_550715.2
OG0006407	XP_035726245.1	XP_320523.4
OG0006408	XP_035728886.1	XP_564631.3
OG0006409	XP_035721289.1	XP_313783.5
OG0006410	XP_035735532.1	XP_319327.2
OG0006412	XP_035718145.1	XP_309515.4
OG0006413	XP_035727258.1	XP_317233.4
OG0006414	XP_035719763.1	XP_316438.5
OG0006415	XP_035723383.1	XP_312428.5
OG0006416	XP_035718819.1	XP_318822.4
OG0006417	XP_035730072.1	XP_314764.4
OG0006418	XP_035721245.1	XP_001238303.2
OG0006419	XP_035733833.1	XP_003435974.1
OG0006420	XP_035724980.1	XP_003436332.1
OG0006421	XP_035735472.1	XP_560429.2
OG0006422	XP_035733025.1	XP_319819.4
OG0006423	XP_035725826.1, XP_035725829.1	XP_554297.3
OG0006425	XP_035720415.1	XP_313739.4, XP_003436815.1
OG0006426	XP_035742870.1	XP_308568.4
OG0006427	XP_035726526.1	XP_314554.2
OG0006428	XP_035724471.1	XP_320427.3
OG0006429	XP_035719955.1	XP_001688391.2
OG0006430	XP_035719738.1	XP_309060.3
OG0006431	XP_035743872.1	XP_318145.4
OG0006432	XP_035722588.1	XP_311006.5
OG0006433	XP_035737245.1	XP_320646.3
OG0006434	XP_035741670.1	XP_314090.4
OG0006435	XP_035725321.1	XP_308773.4
OG0006437	XP_035732102.1	XP_320642.3
OG0006438	XP_035728669.1	XP_003436639.1
OG0006439	XP_035738487.1	XP_315239.4
OG0006440	XP_035736641.1	XP_317594.4
OG0006441	XP_035726581.1	XP_317729.4
OG0006442	XP_035726309.1	XP_565033.3
OG0006443	XP_035737489.1	XP_321766.3
OG0006444	XP_035742729.1	XP_309839.4
OG0006445	XP_035737012.1	XP_309315.3
OG0006446	XP_035737058.1	XP_321506.4, XP_003435888.1
OG0006447	XP_035735489.1	XP_311109.5
OG0006448	XP_035743134.1	XP_312538.5
OG0006449	XP_035719012.1	XP_001230941.2
OG0006450	XP_035730707.1	XP_317770.3
OG0006451	XP_035728927.1	XP_312257.2
OG0006452	XP_035730684.1	XP_319053.4
OG0006453	XP_035730960.1	XP_311017.4
OG0006454	XP_035726852.1, XP_035726853.1	XP_309990.4
OG0006455	XP_035736667.1	XP_001688080.1, XP_308776.4
OG0006456	XP_035742000.1	XP_308713.2
OG0006458	XP_035722656.1	XP_314253.1
OG0006459	XP_035725684.1	XP_310799.5, XP_003436969.1
OG0006460	XP_035733790.1	XP_557901.3
OG0006463	XP_035722571.1	XP_319833.3
OG0006464	XP_035724730.1	XP_307790.5, XP_003436434.1
OG0006465	XP_035734098.1	XP_003436916.1
OG0006466	XP_035738679.1	XP_312282.4
OG0006467	XP_035738857.1	XP_310949.5
OG0006468	XP_035731149.1	XP_309177.5
OG0006469	XP_035717633.1	XP_316665.3, XP_001688936.1
OG0006470	XP_035726009.1	XP_310138.4
OG0006471	XP_035736706.1	XP_317239.4
OG0006472	XP_035718621.1	XP_309523.4
OG0006473	XP_035736599.1	XP_001237982.2
OG0006474	XP_035741379.1	XP_320296.4
OG0006475	XP_035743769.1, XP_035743767.1	XP_314841.2
OG0006476	XP_035743090.1	XP_315428.3
OG0006477	XP_035739428.1	XP_319787.3
OG0006478	XP_035723470.1	XP_552757.1
OG0006480	XP_035730851.1	XP_315869.2
OG0006481	XP_035725884.1	XP_001237679.2
OG0006482	XP_035728819.1, XP_035728817.1	XP_308442.4
OG0006483	XP_035723311.1	XP_308970.4
OG0006484	XP_035738987.1	XP_321463.5
OG0006485	XP_035741600.1	XP_320360.4
OG0006486	XP_035722481.1	XP_318146.2
OG0006487	XP_035730997.1	XP_320441.3
OG0006488	XP_035732976.1	XP_562540.3
OG0006490	XP_035726627.1	XP_319463.4
OG0006491	XP_035742419.1	XP_311076.5
OG0006493	XP_035728407.1	XP_313416.4
OG0006494	XP_035723171.1	XP_321886.5
OG0006495	XP_035739924.1	XP_319720.4
OG0006496	XP_035719930.1	XP_321614.4
OG0006497	XP_035725366.1	XP_001689355.2
OG0006498	XP_035728739.1	XP_001237621.1
OG0006499	XP_035719016.1	XP_320545.3
OG0006500	XP_035738572.1	XP_552696.3
OG0006501	XP_035717474.1	XP_556035.3
OG0006502	XP_035724453.1	XP_560368.3
OG0006503	XP_035736410.1	XP_309245.5
OG0006504	XP_035718129.1	XP_001688640.1
OG0006505	XP_035722854.1	XP_317355.4, XP_317356.3
OG0006506	XP_035722663.1	XP_312333.3
OG0006507	XP_035726366.1	XP_003436004.1, XP_321040.4
OG0006508	XP_035733599.1	XP_316682.4
OG0006509	XP_035717941.1	XP_309677.5
OG0006510	XP_035742287.1	XP_316657.3
OG0006511	XP_035733909.1	XP_319387.4
OG0006512	XP_035741401.1	XP_311738.5
OG0006513	XP_035741434.1	XP_001230836.2
OG0006514	XP_035730135.1	XP_003435968.1, XP_321162.5
OG0006515	XP_035736107.1	XP_310728.5, XP_003436978.1
OG0006516	XP_035731452.1	XP_311420.4
OG0006517	XP_035734584.1	XP_309247.3
OG0006518	XP_035730313.1	XP_556653.3
OG0006519	XP_035724972.1	XP_307804.4
OG0006520	XP_035730995.1	XP_312209.4
OG0006521	XP_035717586.1	XP_317814.4
OG0006522	XP_035717197.1	XP_311309.5
OG0006523	XP_035740210.1	XP_319447.2
OG0006524	XP_035732672.1	XP_001689029.1
OG0006525	XP_035738953.1	XP_320986.2
OG0006526	XP_035739496.1	XP_322005.5
OG0006527	XP_035741735.1	XP_003436937.1, XP_566191.4
OG0006528	XP_035735137.1	XP_309160.5
OG0006530	XP_035733559.1	XP_311021.5
OG0006533	XP_035724613.1	XP_307497.3, XP_314269.3
OG0006534	XP_035741749.1	XP_312104.5
OG0006535	XP_035724211.1, XP_035724212.1, XP_035724210.1	XP_311521.3
OG0006536	XP_035718618.1	XP_308373.4, XP_001687911.1
OG0006537	XP_035721884.1	XP_558461.2, XP_313950.4
OG0006538	XP_035730039.1	XP_319661.4
OG0006539	XP_035733819.1	XP_566106.4
OG0006540	XP_035743963.1	XP_314800.4
OG0006541	XP_035717226.1	XP_313411.2
OG0006542	XP_035724241.1	XP_319721.4
OG0006543	XP_035728447.1	XP_318647.4
OG0006544	XP_035742133.1	XP_559348.4, XP_003437073.1
OG0006545	XP_035722065.1	XP_309571.4
OG0006546	XP_035728725.1	XP_308602.4
OG0006547	XP_035725282.1	XP_563662.3
OG0006548	XP_035728816.1, XP_035741080.1	XP_317101.3
OG0006549	XP_035736654.1	XP_311020.4
OG0006551	XP_035724641.1	XP_310533.5
OG0006552	XP_035735581.1	XP_319760.4
OG0006553	XP_035720618.1	XP_306959.4, XP_321030.5
OG0006554	XP_035732372.1	XP_308391.3
OG0006555	XP_035732498.1	XP_313633.4, XP_003436791.1
OG0006556	XP_035738830.1	XP_321946.4
OG0006558	XP_035728756.1, XP_035728757.1	XP_315425.4
OG0006559	XP_035743811.1	XP_307835.4, XP_310102.4
OG0006560	XP_035739201.1	XP_562222.4
OG0006561	XP_035721326.1	XP_318955.3
OG0006562	XP_035721511.1	XP_001230898.1
OG0006563	XP_035723298.1	XP_001689302.1
OG0006565	XP_035719897.1	XP_312014.5
OG0006566	XP_035740338.1	XP_565482.2, XP_001688154.1
OG0006568	XP_035729672.1	XP_317070.4
OG0006570	XP_035742848.1	XP_315786.4
OG0006571	XP_035741053.1	XP_319960.4
OG0006573	XP_035736352.1	XP_315933.3
OG0006574	XP_035717700.1	XP_319836.3
OG0006575	XP_035742871.1	XP_001237748.2
OG0006576	XP_035734440.1	XP_563067.4
OG0006577	XP_035735921.1	XP_310268.7
OG0006579	XP_035738887.1	XP_554796.1
OG0006580	XP_035717539.1	XP_307243.2, XP_313190.5
OG0006581	XP_035736213.1	XP_001237728.2
OG0006582	XP_035744065.1	XP_562070.4, XP_313607.4
OG0006583	XP_035717293.1	XP_319115.4
OG0006585	XP_035731176.1, XP_035731175.1	XP_001689229.1
OG0006586	XP_035722586.1	XP_316374.4
OG0006587	XP_035740304.1	XP_316380.2
OG0006588	XP_035737399.1	XP_310896.5
OG0006589	XP_035734041.1	XP_552179.3
OG0006590	XP_035734507.1	XP_320073.4
OG0006591	XP_035743682.1	XP_312592.4
OG0006592	XP_035717130.1	XP_318951.3
OG0006593	XP_035723579.1	XP_310590.3
OG0006594	XP_035719210.1	XP_314132.4
OG0006595	XP_035727649.1	XP_315117.4
OG0006596	XP_035739403.1	XP_308198.5
OG0006597	XP_035719380.1	XP_310498.5
OG0006598	XP_035726318.1	XP_563334.4
OG0006599	XP_035722860.1	XP_310737.5
OG0006600	XP_035738548.1	XP_317590.4
OG0006601	XP_035742899.1	XP_312126.5
OG0006602	XP_035718983.1	XP_003435771.1, XP_321957.3
OG0006603	XP_035741338.1, XP_035741337.1	XP_563445.4
OG0006604	XP_035725588.1	XP_556379.3
OG0006605	XP_035739358.1	XP_001238256.1
OG0006606	XP_035736538.1	XP_312586.5
OG0006607	XP_035729807.1	XP_308635.4
OG0006608	XP_035732709.1	XP_559663.4
OG0006609	XP_035725768.1	XP_309606.5
OG0006610	XP_035721259.1	XP_559175.3
OG0006611	XP_035735231.1	XP_319457.4
OG0006612	XP_035741639.1	XP_307137.2
OG0006614	XP_035727920.1	XP_321544.1, XP_003435880.1
OG0006615	XP_035721778.1	XP_319698.3
OG0006616	XP_035727671.1	XP_315894.2
OG0006617	XP_035722164.1	XP_319576.4
OG0006618	XP_035742816.1	XP_314274.5
OG0006619	XP_035721469.1	XP_313360.3
OG0006621	XP_035727397.1	XP_562267.4, XP_003436830.1
OG0006623	XP_035731871.1	XP_319185.3, XP_560906.4
OG0006624	XP_035725907.1	XP_308189.4
OG0006625	XP_035743846.1	XP_317755.3
OG0006626	XP_035737630.1	XP_319225.4
OG0006627	XP_035727977.1	XP_003435808.1, XP_551520.3
OG0006628	XP_035743935.1	XP_311287.5
OG0006629	XP_035732912.1	XP_309873.2
OG0006630	XP_035723619.1	XP_319865.4
OG0006631	XP_035736803.1	XP_319921.4
OG0006632	XP_035724811.1	XP_318631.4
OG0006633	XP_035722215.1	XP_312524.5
OG0006634	XP_035721513.1	XP_308593.4
OG0006635	XP_035730355.1	XP_310224.3, XP_001230739.1
OG0006637	XP_035729295.1	XP_001688647.1
OG0006638	XP_035727165.1	XP_319519.4
OG0006639	XP_035718075.1	XP_003436950.1, XP_310869.5
OG0006640	XP_035735865.1	XP_313026.4
OG0006641	XP_035717482.1	XP_308355.3, XP_001687903.1
OG0006642	XP_035725248.1	XP_001230358.1, XP_314285.4
OG0006643	XP_035733640.1	XP_314899.3
OG0006644	XP_035744038.1	XP_001688763.1, XP_316007.4
OG0006645	XP_035730241.1	XP_553427.3
OG0006646	XP_035723521.1	XP_551765.3
OG0006647	XP_035724234.1	XP_003436275.1
OG0006648	XP_035727674.1	XP_315893.3
OG0006649	XP_035739356.1	XP_312669.5, XP_003436085.1
OG0006650	XP_035725802.1	XP_003437040.1
OG0006652	XP_035744076.1	XP_566417.4
OG0006653	XP_035725785.1	XP_318424.4
OG0006654	XP_035733117.1	XP_313453.5
OG0006655	XP_035727088.1	XP_312572.5
OG0006656	XP_035740352.1	XP_308394.4
OG0006658	XP_035726201.1	XP_314067.3
OG0006659	XP_035718214.1	XP_315983.2
OG0006660	XP_035738699.1	XP_309341.4
OG0006661	XP_035722596.1	XP_311944.4
OG0006662	XP_035724939.1	XP_318518.4
OG0006663	XP_035718770.1	XP_310293.3
OG0006665	XP_035720867.1	XP_311375.4
OG0006666	XP_035729204.1	XP_318055.4
OG0006667	XP_035729537.1	XP_555063.3
OG0006668	XP_035737259.1	XP_311149.3
OG0006669	XP_035720955.1	XP_311601.4
OG0006670	XP_035720612.1	XP_563913.5
OG0006671	XP_035726059.1	XP_310883.5, XP_003436947.1
OG0006672	XP_035736203.1, XP_035736204.1	XP_310328.7
OG0006673	XP_035741872.1	XP_312976.5
OG0006674	XP_035740764.1	XP_312851.3
OG0006675	XP_035719169.1	XP_308798.4
OG0006676	XP_035734661.1	XP_315867.3
OG0006677	XP_035717542.1, XP_035717543.1	XP_310357.3
OG0006678	XP_035744150.1	XP_308488.4
