Orthogroup	Vespa_mandarinia	Bombyx_mori
OG0006137	XP_035739172.1	XP_004932890.1
OG0006138	XP_035717538.1	XP_004923904.3
OG0006139	XP_035742283.1	XP_037867704.1
OG0006140	XP_035718754.1	XP_004924786.1
OG0006141	XP_035742100.1	NP_001040109.1
OG0006142	XP_035736965.1	XP_037871823.1
OG0006143	XP_035726927.1	XP_004929164.2
OG0006144	XP_035729400.1	XP_021202546.2
OG0006145	XP_035733270.1	NP_001036843.1, XP_012551197.1
OG0006146	XP_035735582.1	XP_004922940.1
OG0006147	XP_035740454.1	XP_004928942.1
OG0006149	XP_035740615.1	XP_004927892.1
OG0006150	XP_035738794.1	XP_037875968.1
OG0006151	XP_035729148.1	XP_037870067.1
OG0006152	XP_035742510.1	XP_004923231.1
OG0006153	XP_035723265.1	XP_037875394.1
OG0006154	XP_035724875.1	NP_001243933.1
OG0006155	XP_035727092.1	XP_037874124.1
OG0006156	XP_035743443.1	XP_004931824.1
OG0006157	XP_035721414.1	XP_037872170.1
OG0006158	XP_035731680.1	NP_001037341.1
OG0006161	XP_035730099.1	XP_037875397.1
OG0006162	XP_035734500.1	XP_004929080.3
OG0006163	XP_035729291.1, XP_035729292.1	NP_001239599.1, XP_012553079.1
OG0006164	XP_035727974.1	XP_004928644.1
OG0006166	XP_035742637.1	NP_001091807.1
OG0006167	XP_035723694.1	XP_037874743.1, XP_037874744.1
OG0006168	XP_035725728.1	NP_001040299.1
OG0006169	XP_035723099.1	XP_004928460.2
OG0006170	XP_035723510.1	XP_004930978.1
OG0006171	XP_035744217.1	NP_001040156.1
OG0006172	XP_035736562.1	XP_012552374.2
OG0006173	XP_035723417.1	XP_004926122.1
OG0006174	XP_035723553.1	XP_004933015.1
OG0006175	XP_035726429.1	XP_037876047.1
OG0006176	XP_035742016.1	XP_037869647.1
OG0006177	XP_035726320.1	XP_004922750.3
OG0006178	XP_035726758.1	NP_001296501.1, XP_004932289.2
OG0006179	XP_035733515.1	XP_004928872.1
OG0006180	XP_035728605.1	XP_012549692.2
OG0006181	XP_035730331.1	XP_012545160.1
OG0006182	XP_035724017.1	XP_004922739.1
OG0006183	XP_035741957.1	XP_004932657.2
OG0006184	XP_035739300.1	XP_004928563.1, XP_037871582.1
OG0006185	XP_035729703.1	XP_037877353.1, XP_004926406.2
OG0006186	XP_035733450.1	XP_037869369.1
OG0006187	XP_035735342.1	XP_004932502.1
OG0006188	XP_035725306.1	XP_004921953.1
OG0006189	XP_035738783.1	XP_004922117.1
OG0006191	XP_035732474.1	NP_001091833.1
OG0006192	XP_035733716.1	XP_012544552.1
OG0006193	XP_035719965.1	NP_001040375.1
OG0006194	XP_035733684.1	XP_037868465.1
OG0006195	XP_035728261.1	XP_004922191.2
OG0006196	XP_035717854.1	NP_001040107.1
OG0006197	XP_035724509.1	XP_004923679.2
OG0006199	XP_035727329.1	XP_004931003.2
OG0006200	XP_035723713.1	XP_004925740.1
OG0006201	XP_035727833.1	XP_037867445.1
OG0006202	XP_035734572.1	XP_012550985.1
OG0006203	XP_035727607.1	XP_004927739.1
OG0006204	XP_035736330.1	XP_004923217.1
OG0006205	XP_035741244.1	XP_012550604.1
OG0006206	XP_035726139.1	XP_037866500.1
OG0006208	XP_035735069.1	XP_037869662.1
OG0006209	XP_035732063.1	XP_037866560.1
OG0006210	XP_035734335.1	XP_004925217.2
OG0006211	XP_035719133.1	XP_037873951.1
OG0006212	XP_035733969.1	XP_004929287.1
OG0006213	XP_035725430.1	XP_004924277.1
OG0006214	XP_035741863.1	XP_004923263.2
OG0006215	XP_035717571.1	XP_004923974.1
OG0006216	XP_035722534.1	NP_001037211.1
OG0006217	XP_035742613.1	XP_037871553.1, NP_001040483.1
OG0006218	XP_035723107.1	NP_001037600.1
OG0006219	XP_035729323.1	XP_004923401.1
OG0006221	XP_035743351.1	XP_037874306.1
OG0006222	XP_035727147.1	XP_037877286.1
OG0006223	XP_035718324.1	XP_004923117.1
OG0006224	XP_035739614.1	NP_001166702.1
OG0006225	XP_035731870.1	XP_004925108.2
OG0006226	XP_035729222.1	XP_004932567.1
OG0006228	XP_035719504.1	NP_001296552.1
OG0006229	XP_035741239.1	XP_021207412.2
OG0006230	XP_035721647.1, XP_035721648.1	XP_004931573.1
OG0006231	XP_035736749.1	XP_004930077.1
OG0006232	XP_035723691.1	XP_004926885.1
OG0006233	XP_035737091.1	XP_004930564.1
OG0006234	XP_035734315.1	XP_021204837.1
OG0006235	XP_035740876.1	XP_037874715.1
OG0006236	XP_035724836.1	XP_004924877.1
OG0006238	XP_035726384.1	XP_004922640.1
OG0006239	XP_035729172.1	XP_004929640.1, XP_012548825.1
OG0006241	XP_035736297.1	XP_012548985.2
OG0006242	XP_035727773.1	XP_037872389.1
OG0006243	XP_035739847.1	NP_001040117.1
OG0006244	XP_035736296.1, XP_035736294.1	XP_004925158.1
OG0006245	XP_035720315.1	XP_004923953.1
OG0006246	XP_035739596.1	NP_001040405.1, XP_037877365.1
OG0006247	XP_035741780.1	NP_001161185.1
OG0006248	XP_035743123.1	XP_004924020.1
OG0006249	XP_035742235.1	XP_004921861.1
OG0006250	XP_035741664.1	XP_004931488.1
OG0006251	XP_035718452.1, XP_035718451.1, XP_035718453.1	XP_004931867.1
OG0006252	XP_035742294.1	XP_004922104.1, XP_004922102.1
OG0006253	XP_035717351.1	XP_037876172.1
OG0006254	XP_035731753.1	XP_021206385.1
OG0006255	XP_035740525.1	NP_001091770.1
OG0006256	XP_035740081.1	XP_012547613.2
OG0006257	XP_035738116.1	NP_001037156.1
OG0006258	XP_035718085.1	XP_004932259.1
OG0006259	XP_035737194.1	XP_004932316.1
OG0006260	XP_035730580.1	XP_037872437.1
OG0006261	XP_035735299.1	XP_004926166.1
OG0006262	XP_035726319.1	NP_001040301.1
OG0006263	XP_035721448.1	XP_012548903.2
OG0006264	XP_035740492.1	XP_037870711.1
OG0006265	XP_035721864.1	XP_004931323.2
OG0006266	XP_035738789.1	XP_037867486.1
OG0006267	XP_035720631.1	NP_001040166.1
OG0006268	XP_035731804.1	XP_004932208.1
OG0006269	XP_035721473.1	XP_012544702.2
OG0006270	XP_035734939.1	XP_004932625.1
OG0006271	XP_035735003.1	XP_037877634.1, NP_001093271.1
OG0006272	XP_035732419.1	XP_021205075.1
OG0006273	XP_035727439.1	XP_004932003.1
OG0006274	XP_035741131.1	XP_037873653.1
OG0006275	XP_035718557.1	XP_004928263.1
OG0006276	XP_035728123.1	XP_037867053.1
OG0006277	XP_035726025.1	NP_001040312.1
OG0006278	XP_035719829.1	NP_001166623.2
OG0006279	XP_035744223.1	XP_004926544.2
OG0006280	XP_035735160.1	XP_021205078.1, XP_012547476.2
OG0006281	XP_035728220.1, XP_035728219.1	XP_037871407.1
OG0006282	XP_035733804.1	XP_012550524.1
OG0006283	XP_035734093.1	XP_012549289.1
OG0006284	XP_035739933.1	XP_004923266.1
OG0006285	XP_035717991.1	XP_012549973.1
OG0006286	XP_035725977.1	XP_004924345.1
OG0006287	XP_035735900.1	XP_004930199.1
OG0006288	XP_035721501.1	XP_004930530.2
OG0006289	XP_035735336.1	XP_004932572.1
OG0006290	XP_035718767.1	XP_012553409.1
OG0006291	XP_035742020.1	NP_001093275.1, XP_037872103.1, XP_037872141.1
OG0006292	XP_035736337.1	XP_037868457.1
OG0006294	XP_035723500.1	XP_012545526.1
OG0006295	XP_035734537.1	XP_004925557.1
OG0006296	XP_035727143.1	XP_004929397.2
OG0006297	XP_035727844.1	XP_037866759.1
OG0006298	XP_035733685.1	XP_037868691.1
OG0006299	XP_035742060.1	XP_037870432.1
OG0006300	XP_035727660.1	XP_004931062.2
OG0006301	XP_035717240.1	XP_021208415.1
OG0006302	XP_035739337.1	XP_037868415.1
OG0006303	XP_035720890.1	XP_004928583.1
OG0006304	XP_035738865.1	XP_004922916.1
OG0006305	XP_035718752.1	NP_001128674.1, XP_012551138.1
OG0006306	XP_035723512.1	XP_004930526.1
OG0006307	XP_035741631.1	XP_004923674.2
OG0006308	XP_035721672.1	XP_004921889.3
OG0006309	XP_035734911.1	XP_004931156.1
OG0006310	XP_035727656.1, XP_035727657.1	XP_004929188.2
OG0006311	XP_035721824.1	NP_001106225.1
OG0006312	XP_035744162.1	XP_021204624.1
OG0006313	XP_035729762.1	NP_001040484.1
OG0006314	XP_035738517.1	XP_037869142.1
OG0006315	XP_035738607.1	XP_004921638.1
OG0006316	XP_035720629.1	XP_037872345.1
OG0006317	XP_035736813.1	XP_004926247.1
OG0006318	XP_035733632.1	NP_001037189.1
OG0006319	XP_035720019.1	XP_004933404.1
OG0006320	XP_035728883.1	XP_012551338.2
OG0006322	XP_035723717.1	XP_004923246.1, XP_004923245.1
OG0006323	XP_035718708.1	NP_001040330.1
OG0006324	XP_035731072.1	XP_037874371.1
OG0006325	XP_035719964.1	XP_004926308.1
OG0006326	XP_035739535.1	XP_012550007.2
OG0006327	XP_035730668.1	XP_037873091.1
OG0006328	XP_035741046.1	XP_004932103.1
OG0006329	XP_035735107.1	XP_004922163.1
OG0006331	XP_035731636.1	XP_012551440.2
OG0006332	XP_035743267.1	NP_001040449.1
OG0006333	XP_035743798.1	XP_004925198.1
OG0006334	XP_035724004.1	NP_001091761.1
OG0006335	XP_035732806.1	XP_021207055.1
OG0006336	XP_035729119.1, XP_035729121.1, XP_035729120.1	XP_004927302.1
OG0006337	XP_035726960.1	NP_001040340.1
OG0006338	XP_035728157.1	XP_004923557.1
OG0006339	XP_035737278.1	XP_037871272.1
OG0006340	XP_035738896.1	XP_012550298.2
OG0006341	XP_035728080.1, XP_035728079.1	XP_012551572.3
OG0006343	XP_035743827.1	XP_004932487.1
OG0006344	XP_035740851.1	XP_037871666.1
OG0006345	XP_035718539.1	XP_004929713.2
OG0006346	XP_035734513.1	XP_004924175.1
OG0006347	XP_035741004.1	NP_001296518.1
OG0006348	XP_035719290.1	XP_004926444.1
OG0006349	XP_035721901.1	XP_004924785.1
OG0006350	XP_035739676.1	NP_001243942.1
OG0006351	XP_035731126.1	XP_012553262.1, NP_001037043.1
OG0006352	XP_035734532.1	XP_021203148.2
OG0006353	XP_035730248.1	XP_004930118.1
OG0006355	XP_035740370.1	XP_037874906.1
OG0006356	XP_035723234.1	XP_037876765.1, XP_037876772.1
OG0006357	XP_035723119.1	XP_037872222.1
OG0006358	XP_035734262.1	XP_004921724.1
OG0006359	XP_035740387.1	XP_037872311.1
OG0006360	XP_035719925.1	XP_037874933.1
OG0006361	XP_035720533.1	XP_004931334.1
OG0006362	XP_035724408.1	XP_037869805.1
OG0006365	XP_035721663.1	XP_037876515.1, XP_012551662.2
OG0006366	XP_035724324.1	XP_004932206.1
OG0006367	XP_035732359.1	XP_021206626.1
OG0006368	XP_035735793.1	XP_004930202.2
OG0006369	XP_035725166.1	XP_037869098.1
OG0006370	XP_035744112.1	XP_004922575.1
OG0006371	XP_035734158.1	XP_004931102.2
OG0006372	XP_035728025.1	XP_004924060.1
OG0006373	XP_035732231.1	XP_037877705.1
OG0006374	XP_035742915.1	NP_001268826.1
OG0006375	XP_035742480.1	XP_004925484.1
OG0006376	XP_035721383.1, XP_035721384.1, XP_035721385.1	XP_037877108.1
OG0006377	XP_035735741.1	XP_037866843.1
OG0006378	XP_035725138.1	XP_004927170.1
OG0006379	XP_035740574.1	XP_004930132.1
OG0006380	XP_035733928.1	XP_012551891.1
OG0006381	XP_035734555.1	NP_001103762.1
OG0006382	XP_035721150.1	XP_012553008.2
OG0006383	XP_035726209.1	XP_037873696.1, XP_037873697.1
OG0006384	XP_035723715.1	XP_004932365.2
OG0006385	XP_035723231.1	XP_004922516.1
OG0006386	XP_035743762.1	XP_012543804.2, XP_021202037.2
OG0006387	XP_035740834.1	XP_004923044.1
OG0006388	XP_035743349.1	XP_004932152.2
OG0006389	XP_035722969.1	XP_012552801.1
OG0006390	XP_035737736.1	XP_004933409.1
OG0006391	XP_035742677.1	XP_037871824.1
OG0006392	XP_035722833.1	XP_037873701.1
OG0006393	XP_035741673.1	XP_004924171.1
OG0006394	XP_035723221.1	XP_004931048.2
OG0006395	XP_035725101.1	XP_037867750.1
OG0006396	XP_035732436.1	XP_012545533.1
OG0006397	XP_035723567.1	NP_001040293.1
OG0006398	XP_035720758.1	XP_004922527.1
OG0006399	XP_035730656.1	XP_012547880.2
OG0006400	XP_035718794.1	XP_012551960.2
OG0006401	XP_035728246.1	XP_012548284.1
OG0006402	XP_035728357.1	XP_012549822.2
OG0006403	XP_035727829.1	XP_004932509.1
OG0006404	XP_035730326.1	NP_001037283.1
OG0006405	XP_035742116.1	XP_012547530.1
OG0006406	XP_035730284.1, XP_035730283.1	XP_004929707.1
OG0006407	XP_035726245.1	XP_004921642.1
OG0006408	XP_035728886.1	NP_001036905.1
OG0006409	XP_035721289.1	XP_004930568.1
OG0006410	XP_035735532.1	XP_037868366.1
OG0006411	XP_035718852.1	XP_004924250.1, NP_001274768.1
OG0006412	XP_035718145.1	XP_004922406.1
OG0006413	XP_035727258.1	XP_012547253.2
OG0006414	XP_035719763.1	XP_037867071.1, XP_021207735.1
OG0006415	XP_035723383.1	XP_012545253.2
OG0006416	XP_035718819.1	XP_037866571.1
OG0006417	XP_035730072.1	XP_037873618.1
OG0006418	XP_035721245.1	XP_037875703.1
OG0006419	XP_035733833.1	XP_004926504.3
OG0006420	XP_035724980.1	XP_004922844.2
OG0006421	XP_035735472.1	XP_012552864.1
OG0006422	XP_035733025.1	XP_004922415.2
OG0006423	XP_035725826.1, XP_035725829.1	XP_037876793.1
OG0006424	XP_035743576.1	XP_021202137.2
OG0006425	XP_035720415.1	XP_004925145.3
OG0006426	XP_035742870.1	XP_004921562.2
OG0006427	XP_035726526.1	XP_004921755.2
OG0006430	XP_035719738.1	XP_004933323.1
OG0006431	XP_035743872.1	XP_004928669.1
OG0006432	XP_035722588.1	XP_037871387.1
OG0006433	XP_035737245.1	XP_037876318.1
OG0006434	XP_035741670.1	XP_004931652.2
OG0006435	XP_035725321.1	XP_012553125.2, XP_037876260.1
OG0006437	XP_035732102.1	XP_004927400.1, XP_004927401.1
OG0006438	XP_035728669.1	XP_004926352.1, XP_021203786.1
OG0006439	XP_035738487.1	XP_021203522.1
OG0006440	XP_035736641.1	XP_004925722.1
OG0006441	XP_035726581.1	XP_037876504.1
OG0006442	XP_035726309.1	XP_012544505.3
OG0006443	XP_035737489.1	XP_004931306.1
OG0006444	XP_035742729.1	NP_001091839.1
OG0006445	XP_035737012.1	XP_004929846.1
OG0006446	XP_035737058.1	XP_037868014.1
OG0006447	XP_035735489.1	XP_037867467.1
OG0006448	XP_035743134.1	XP_012548199.1
OG0006449	XP_035719012.1	XP_037876525.1
OG0006451	XP_035728927.1	XP_012549904.2, NP_001037572.1
OG0006452	XP_035730684.1	XP_037877067.1
OG0006453	XP_035730960.1	NP_001269273.1
OG0006454	XP_035726852.1, XP_035726853.1	XP_004930905.1
OG0006455	XP_035736667.1	XP_037868644.1
OG0006456	XP_035742000.1	XP_037871411.1
OG0006457	XP_035740347.1	XP_004926521.1
OG0006458	XP_035722656.1	XP_004928708.1
OG0006459	XP_035725684.1	XP_004924043.2
OG0006460	XP_035733790.1	XP_004928986.1
OG0006463	XP_035722571.1	XP_004931093.1
OG0006464	XP_035724730.1	XP_037867228.1
OG0006465	XP_035734098.1	XP_037871632.1
OG0006466	XP_035738679.1	NP_001040346.1
OG0006467	XP_035738857.1	XP_037866627.1
OG0006469	XP_035717633.1	XP_012543922.1
OG0006470	XP_035726009.1	XP_037870396.1
OG0006471	XP_035736706.1	XP_021207333.2
OG0006472	XP_035718621.1	XP_037872616.1
OG0006473	XP_035736599.1	XP_012549478.1
OG0006474	XP_035741379.1	XP_037877747.1
OG0006475	XP_035743769.1, XP_035743767.1	XP_004930062.1
OG0006476	XP_035743090.1	XP_004928645.1
OG0006477	XP_035739428.1	NP_001040406.1
OG0006478	XP_035723470.1	XP_012547997.1
OG0006480	XP_035730851.1	XP_012545868.2
OG0006481	XP_035725884.1	XP_012544187.2
OG0006482	XP_035728819.1, XP_035728817.1	XP_037873593.1
OG0006483	XP_035723311.1	NP_001233136.1, XP_037869091.1
OG0006484	XP_035738987.1	XP_037876913.1, XP_037877310.1
OG0006485	XP_035741600.1	XP_021203254.2
OG0006486	XP_035722481.1	XP_004928670.1, NP_001296565.1
OG0006487	XP_035730997.1	NP_001166197.1
OG0006488	XP_035732976.1	XP_004933124.1
OG0006489	XP_035740727.1	XP_021204389.1
OG0006490	XP_035726627.1	XP_004932768.2
OG0006491	XP_035742419.1	XP_004927874.2
OG0006493	XP_035728407.1	XP_037866695.1
OG0006494	XP_035723171.1	XP_004928833.2
OG0006495	XP_035739924.1	XP_004932468.1
OG0006496	XP_035719930.1	XP_012549046.1
OG0006497	XP_035725366.1	XP_037870223.1
OG0006498	XP_035728739.1	XP_004925988.1
OG0006499	XP_035719016.1	NP_001036923.1
OG0006500	XP_035738572.1	XP_004928618.1
OG0006501	XP_035717474.1	XP_012551934.1, NP_001037612.1
OG0006502	XP_035724453.1	XP_004931366.1
OG0006503	XP_035736410.1	XP_012552998.2
OG0006504	XP_035718129.1	XP_037876760.1
OG0006505	XP_035722854.1	XP_012550071.1
OG0006506	XP_035722663.1	XP_004923000.1
OG0006507	XP_035726366.1	XP_037874255.1
OG0006508	XP_035733599.1	XP_037869617.1, XP_037869615.1
OG0006509	XP_035717941.1	XP_037868633.1
OG0006510	XP_035742287.1	XP_004931590.2
OG0006511	XP_035733909.1	XP_004929479.2
OG0006512	XP_035741401.1	XP_037867630.1
OG0006513	XP_035741434.1	XP_004923565.1
OG0006514	XP_035730135.1	XP_021203181.2
OG0006515	XP_035736107.1	XP_004932644.1
OG0006516	XP_035731452.1	XP_004925346.1
OG0006517	XP_035734584.1	XP_004922182.1
OG0006518	XP_035730313.1	XP_021205157.1
OG0006519	XP_035724972.1	NP_001243923.1
OG0006520	XP_035730995.1	XP_012547622.2
OG0006521	XP_035717586.1	XP_004932122.2
OG0006522	XP_035717197.1	XP_021204475.1
OG0006523	XP_035740210.1	XP_037873362.1
OG0006524	XP_035732672.1	XP_004922448.1
OG0006525	XP_035738953.1	XP_004931028.1
OG0006526	XP_035739496.1	XP_037872033.1
OG0006527	XP_035741735.1	XP_004931139.2
OG0006528	XP_035735137.1	XP_021202269.2
OG0006529	XP_035726407.1	XP_004922744.1
OG0006530	XP_035733559.1	XP_004932886.2
OG0006531	XP_035722573.1	XP_021203889.1, XP_004926536.1
OG0006533	XP_035724613.1	NP_001040303.1, XP_021208988.1
OG0006534	XP_035741749.1	XP_004930405.1
OG0006536	XP_035718618.1	XP_037876398.1
OG0006537	XP_035721884.1	XP_012544020.1
OG0006538	XP_035730039.1	NP_001037041.1
OG0006539	XP_035733819.1	XP_021203870.1
OG0006540	XP_035743963.1	XP_037866715.1, NP_001106734.1
OG0006541	XP_035717226.1	XP_004926251.2
OG0006542	XP_035724241.1	XP_037877624.1
OG0006544	XP_035742133.1	XP_037870703.1
OG0006545	XP_035722065.1	XP_021205458.2
OG0006546	XP_035728725.1	XP_037870477.1
OG0006547	XP_035725282.1	XP_004922531.1
OG0006548	XP_035728816.1, XP_035741080.1	XP_004922391.1
OG0006549	XP_035736654.1	XP_004923340.1
OG0006551	XP_035724641.1	XP_004925418.1
OG0006552	XP_035735581.1	XP_037866936.1
OG0006553	XP_035720618.1	XP_021206483.2
OG0006554	XP_035732372.1	XP_004925868.1
OG0006555	XP_035732498.1	XP_004928539.1
OG0006556	XP_035738830.1	XP_012553089.1, NP_001037576.1
OG0006557	XP_035721883.1	XP_004931169.2
OG0006558	XP_035728756.1, XP_035728757.1	XP_004924853.1
OG0006559	XP_035743811.1	XP_037871750.1
OG0006560	XP_035739201.1	XP_004923697.2
OG0006561	XP_035721326.1	XP_004929436.1
OG0006562	XP_035721511.1	XP_004927103.1
OG0006563	XP_035723298.1	XP_004925070.1
OG0006565	XP_035719897.1	XP_012545462.1, XP_012545455.1
OG0006566	XP_035740338.1	XP_012544099.1
OG0006568	XP_035729672.1	XP_004928627.1
OG0006570	XP_035742848.1	XP_012549735.1
OG0006571	XP_035741053.1	XP_037873484.1
OG0006573	XP_035736352.1	NP_001239603.1, XP_012546676.1
OG0006574	XP_035717700.1	XP_021206849.1
OG0006575	XP_035742871.1	XP_004930498.3
OG0006576	XP_035734440.1	XP_037872239.1
OG0006577	XP_035735921.1	XP_004929096.2
OG0006578	XP_035735152.1	NP_001108471.1
OG0006579	XP_035738887.1	XP_004924104.1
OG0006580	XP_035717539.1	XP_004928459.2
OG0006581	XP_035736213.1	XP_012553052.3
OG0006582	XP_035744065.1	XP_004922095.2
OG0006583	XP_035717293.1	NP_001266413.1, XP_021207538.1
OG0006584	XP_035743369.1	XP_021204463.2
OG0006585	XP_035731176.1, XP_035731175.1	XP_012550149.1, XP_004922420.1
OG0006586	XP_035722586.1	XP_004931874.1
OG0006587	XP_035740304.1	XP_004921822.1
OG0006588	XP_035737399.1	XP_012550922.2
OG0006589	XP_035734041.1	XP_037867891.1
OG0006590	XP_035734507.1	XP_021206841.1
OG0006591	XP_035743682.1	XP_037868750.1
OG0006592	XP_035717130.1	XP_004925556.3
OG0006593	XP_035723579.1	XP_004921693.2
OG0006594	XP_035719210.1	XP_004921602.1
OG0006595	XP_035727649.1	XP_037867058.1
OG0006596	XP_035739403.1	XP_004931923.2
OG0006597	XP_035719380.1	XP_037872791.1, XP_037877265.1
OG0006598	XP_035726318.1	XP_037870437.1
OG0006599	XP_035722860.1	XP_037873048.1
OG0006600	XP_035738548.1	XP_037866483.1
OG0006601	XP_035742899.1	XP_012547626.1
OG0006602	XP_035718983.1	XP_037874699.1
OG0006603	XP_035741338.1, XP_035741337.1	XP_004933203.2
OG0006604	XP_035725588.1	NP_001268818.1, XP_012550379.1
OG0006605	XP_035739358.1	XP_004931938.1
OG0006606	XP_035736538.1	XP_037867311.1
OG0006607	XP_035729807.1	XP_021208054.1
OG0006608	XP_035732709.1	XP_037873088.1
OG0006609	XP_035725768.1	XP_021202506.1
OG0006610	XP_035721259.1	XP_012552943.1
OG0006611	XP_035735231.1	XP_021209197.1
OG0006612	XP_035741639.1	XP_004924152.1, XP_037869675.1, XP_012544154.1
OG0006614	XP_035727920.1	XP_037867397.1
OG0006615	XP_035721778.1	XP_037870203.1
OG0006616	XP_035727671.1	XP_004925034.4
OG0006617	XP_035722164.1	XP_004928629.1
OG0006618	XP_035742816.1	XP_037872274.1
OG0006619	XP_035721469.1	XP_012552866.1
OG0006620	XP_035743517.1	XP_037866842.1, XP_021207772.1
OG0006621	XP_035727397.1	XP_021207510.2
OG0006622	XP_035737947.1, XP_035737948.1	XP_037876812.1
OG0006623	XP_035731871.1	NP_001040184.1
OG0006624	XP_035725907.1	XP_037874119.1
OG0006625	XP_035743846.1	XP_021203829.2
OG0006626	XP_035737630.1	XP_021206076.1
OG0006627	XP_035727977.1	XP_004925637.1
OG0006628	XP_035743935.1	NP_001040308.1
OG0006629	XP_035732912.1	XP_004926934.2
OG0006630	XP_035723619.1	NP_001165392.1, XP_037870177.1
OG0006631	XP_035736803.1	XP_037868764.1
OG0006632	XP_035724811.1	XP_004932371.1
OG0006633	XP_035722215.1	XP_037872084.1
OG0006634	XP_035721513.1	XP_004924790.1
OG0006636	XP_035735596.1	XP_004929520.1
OG0006637	XP_035729295.1	NP_001127728.1
OG0006638	XP_035727165.1	XP_037873064.1
OG0006639	XP_035718075.1	XP_021202837.2
OG0006640	XP_035735865.1	XP_037870207.1, XP_037870206.1
OG0006641	XP_035717482.1	XP_037872800.1
OG0006642	XP_035725248.1	XP_037870102.1
OG0006643	XP_035733640.1	NP_001093290.1
OG0006644	XP_035744038.1	XP_021207605.1
OG0006645	XP_035730241.1	XP_037877845.1
OG0006646	XP_035723521.1	XP_037875319.1, XP_037875324.1
OG0006647	XP_035724234.1	XP_004921853.1
OG0006648	XP_035727674.1	NP_001040300.1
OG0006649	XP_035739356.1	NP_001108472.1
OG0006650	XP_035725802.1	XP_012545057.3
OG0006651	XP_035720144.1	XP_037875249.1
OG0006652	XP_035744076.1	XP_012551361.2
OG0006653	XP_035725785.1	XP_037876738.1
OG0006654	XP_035733117.1	XP_004933123.2
OG0006655	XP_035727088.1	XP_012548793.1
OG0006656	XP_035740352.1	XP_037867270.1
OG0006658	XP_035726201.1	XP_004933505.3
OG0006659	XP_035718214.1	NP_001106135.1, XP_037869047.1
OG0006660	XP_035738699.1	XP_004926325.1
OG0006661	XP_035722596.1	XP_021205357.1
