Orthogroup	Vespa_mandarinia	Acyrthosiphon_pisum
OG0006985	XP_035725528.1	XP_001944966.2
OG0006986	XP_035726616.1	XP_001944991.2
OG0006987	XP_035734412.1	XP_001945003.1
OG0006988	XP_035721715.1	XP_001945024.1
OG0006989	XP_035721470.1	XP_001945035.1
OG0006990	XP_035723574.1	XP_001945046.2
OG0006991	XP_035739805.1	XP_001945072.1
OG0006992	XP_035741857.1	XP_001945117.1
OG0006993	XP_035739877.1	XP_001945124.2
OG0006994	XP_035744241.1	XP_001945135.1
OG0006996	XP_035735813.1	XP_001945162.1
OG0006997	XP_035719891.1	XP_001945174.1
OG0006998	XP_035740483.1, XP_035740481.1	XP_001945320.1
OG0006999	XP_035738440.1	XP_001945386.2
OG0007000	XP_035740820.1	XP_001945409.2, XP_016660019.1, XP_016660017.1
OG0007001	XP_035733686.1	XP_001945459.1
OG0007002	XP_035743326.1	XP_001945624.2
OG0007003	XP_035730781.1	XP_001945685.2
OG0007004	XP_035721076.1	XP_001945841.2
OG0007005	XP_035737697.1	XP_001945881.1
OG0007006	XP_035719682.1	XP_001945895.2
OG0007007	XP_035739502.1	XP_001945915.1
OG0007008	XP_035736398.1	XP_001945988.4
OG0007009	XP_035732910.1	XP_001945994.2
OG0007010	XP_035726505.1	XP_001946036.2
OG0007011	XP_035718519.1	XP_001946040.2
OG0007012	XP_035731606.1	XP_001946043.2
OG0007013	XP_035728729.1	XP_001946051.1
OG0007014	XP_035742278.1	XP_001946059.2
OG0007015	XP_035734131.1	XP_001946082.2
OG0007016	XP_035740522.1	XP_001946118.2
OG0007017	XP_035717903.1	XP_001946184.1
OG0007018	XP_035732618.1	XP_001946221.1
OG0007019	XP_035740388.1	XP_001946402.2
OG0007020	XP_035736146.1	XP_001946406.1
OG0007021	XP_035725624.1	XP_001946410.1
OG0007022	XP_035721531.1	XP_001946423.2
OG0007023	XP_035718997.1	XP_001946427.2
OG0007024	XP_035741789.1	XP_001946447.2
OG0007025	XP_035743934.1	XP_001946458.1
OG0007026	XP_035741508.1	XP_001946466.2
OG0007027	XP_035726728.1	XP_001946527.2
OG0007028	XP_035729954.1	XP_001946546.2
OG0007029	XP_035732823.1	XP_001946583.2
OG0007030	XP_035720447.1	XP_001946695.2
OG0007031	XP_035723828.1	XP_001946697.2
OG0007032	XP_035723793.1	XP_001946744.2, XP_016663817.1
OG0007033	XP_035734603.1	XP_001946761.2
OG0007034	XP_035728600.1	XP_001946857.2
OG0007035	XP_035741617.1	XP_001946925.1
OG0007036	XP_035726212.1	XP_001946968.2
OG0007037	XP_035718454.1	XP_016660647.1, XP_029342553.1, XP_001946997.2
OG0007038	XP_035723799.1	XP_001947063.1
OG0007039	XP_035729640.1	XP_001947092.2
OG0007040	XP_035723593.1	XP_001947114.2
OG0007041	XP_035733536.1	XP_001947212.1
OG0007042	XP_035741681.1	XP_001947234.1, XP_016661436.1
OG0007043	XP_035719580.1	XP_001947278.2
OG0007044	XP_035743209.1	XP_001947280.1
OG0007045	XP_035721029.1	XP_001947310.2
OG0007046	XP_035736523.1	XP_003247424.1, XP_001947358.2
OG0007047	XP_035720225.1	XP_001947417.2
OG0007048	XP_035737064.1	XP_029348026.1, XP_029348027.1, XP_008187955.2, XP_001947508.1
OG0007049	XP_035726261.1	XP_001947557.2, XP_003240736.1
OG0007050	XP_035736766.1	XP_001947581.1
OG0007051	XP_035727389.1	XP_001947627.2
OG0007052	XP_035744191.1	XP_001947638.1
OG0007053	XP_035718784.1	XP_001947642.2
OG0007054	XP_035732758.1	XP_001947667.2
OG0007055	XP_035724967.1	XP_001947770.2
OG0007056	XP_035739771.1	XP_001947790.2
OG0007057	XP_035725815.1	XP_001947892.2
OG0007058	XP_035739209.1	XP_001947913.2
OG0007059	XP_035736403.1	XP_001947923.1
OG0007060	XP_035723124.1	XP_001947931.2
OG0007061	XP_035728263.1	XP_001947975.1
OG0007062	XP_035725315.1	XP_001948008.1
OG0007063	XP_035727683.1	XP_001948057.1
OG0007064	XP_035741744.1	XP_001948131.1
OG0007065	XP_035728129.1	XP_003247083.1, XP_001948136.3
OG0007066	XP_035730362.1	XP_001948151.2
OG0007067	XP_035727693.1	XP_001948247.2
OG0007068	XP_035731106.1	XP_001948332.1
OG0007069	XP_035730269.1	XP_003244438.1, XP_001948333.2
OG0007070	XP_035727071.1	XP_001948353.2
OG0007071	XP_035738645.1	XP_001948355.1
OG0007072	XP_035737187.1	XP_001948478.1
OG0007073	XP_035720399.1	XP_001948491.2
OG0007074	XP_035732942.1	XP_001948539.2
OG0007075	XP_035725024.1	XP_001948551.2
OG0007076	XP_035744071.1	XP_001948566.1
OG0007077	XP_035731081.1	XP_001948576.2
OG0007078	XP_035729451.1	XP_001948613.1
OG0007079	XP_035741854.1	XP_001948615.1
OG0007080	XP_035721011.1	XP_001948659.2
OG0007081	XP_035734601.1	XP_001948716.2
OG0007082	XP_035728557.1	XP_001948723.2
OG0007083	XP_035737541.1	XP_001948731.2
OG0007084	XP_035730418.1	XP_001948782.1
OG0007085	XP_035725542.1, XP_035725535.1	XP_001948865.2
OG0007086	XP_035740452.1	XP_001948871.2
OG0007087	XP_035740680.1	XP_001948900.2
OG0007088	XP_035740390.1	XP_001948937.1
OG0007089	XP_035723390.1	XP_001949062.2
OG0007090	XP_035729601.1	XP_001949074.1
OG0007091	XP_035734764.1	XP_001949296.2
OG0007092	XP_035717117.1	XP_001949304.1
OG0007093	XP_035736048.1	XP_001949317.1
OG0007094	XP_035718676.1	XP_001949319.1
OG0007095	XP_035725474.1, XP_035725473.1	XP_001949339.2
OG0007096	XP_035722920.1	XP_001949348.1
OG0007097	XP_035743626.1	XP_001949357.1
OG0007098	XP_035736130.1	XP_001949369.1
OG0007099	XP_035741588.1	XP_001949454.1
OG0007100	XP_035725435.1	XP_001949468.2
OG0007101	XP_035723928.1	XP_001949481.1
OG0007102	XP_035738976.1	XP_001949545.2
OG0007103	XP_035739860.1	XP_001949577.1
OG0007104	XP_035728443.1	XP_001949588.1
OG0007105	XP_035743718.1	XP_001949596.2
OG0007106	XP_035732289.1	XP_001949645.1
OG0007107	XP_035730338.1	XP_001949750.1
OG0007108	XP_035732544.1	XP_001949864.2
OG0007109	XP_035743007.1	XP_001949877.1
OG0007110	XP_035717108.1	XP_001949913.2
OG0007111	XP_035737598.1	XP_001950063.1
OG0007112	XP_035737016.1	XP_001950107.2
OG0007113	XP_035737635.1	XP_001950126.1
OG0007114	XP_035738592.1	XP_008188954.1, XP_001950154.1
OG0007115	XP_035722762.1	XP_001950170.1
OG0007117	XP_035733800.1	XP_001950200.2
OG0007118	XP_035725030.1	XP_001950215.1
OG0007119	XP_035721236.1	XP_001950234.3
OG0007120	XP_035739732.1	XP_001950245.2
OG0007121	XP_035741595.1	XP_001950254.2
OG0007122	XP_035739394.1	XP_001950342.2
OG0007123	XP_035733591.1	XP_001950354.2
OG0007124	XP_035730468.1	XP_001950389.2
OG0007125	XP_035739072.1	XP_001950419.1
OG0007126	XP_035741308.1	XP_001950464.1
OG0007127	XP_035739071.1	XP_001950506.1
OG0007128	XP_035743733.1	XP_001950534.1
OG0007129	XP_035730070.1	XP_001950641.3
OG0007130	XP_035732907.1	XP_001950745.1
OG0007131	XP_035736268.1	XP_001950773.1
OG0007132	XP_035735646.1	XP_001950801.2
OG0007133	XP_035731579.1	XP_001950841.1
OG0007134	XP_035727347.1	XP_001950907.1
OG0007135	XP_035744103.1	XP_001950927.1
OG0007136	XP_035725113.1	XP_001951013.1
OG0007137	XP_035732406.1	XP_001951042.1
OG0007138	XP_035743182.1, XP_035736978.1	XP_001951061.1
OG0007139	XP_035736280.1	XP_001951085.1
OG0007140	XP_035737879.1	XP_001951091.1
OG0007141	XP_035736339.1	XP_001951095.1
OG0007142	XP_035719273.1	XP_001951142.1
OG0007143	XP_035735612.1	XP_001951205.1
OG0007144	XP_035742654.1, XP_035742653.1	XP_001951254.1
OG0007145	XP_035729153.1	XP_001951262.1
OG0007146	XP_035729692.1	XP_001951271.1
OG0007147	XP_035721258.1	XP_001951294.2
OG0007148	XP_035742489.1	XP_001951360.1
OG0007149	XP_035742349.1	XP_001951383.1
OG0007150	XP_035729272.1	XP_001951476.1
OG0007151	XP_035721092.1	XP_001951482.1
OG0007152	XP_035727710.1	XP_001951503.1
OG0007153	XP_035735324.1	XP_001951507.1
OG0007154	XP_035723686.1	XP_001951514.1
OG0007155	XP_035730962.1	XP_001951545.1
OG0007156	XP_035721026.1	XP_001951584.1
OG0007157	XP_035742072.1	XP_001951649.2, XP_016662427.1, XP_008186095.1
OG0007158	XP_035736375.1	XP_001951716.2
OG0007159	XP_035743150.1	XP_001951734.1
OG0007160	XP_035717920.1	XP_001951752.1, XP_016661744.1
OG0007161	XP_035729585.1	XP_001951787.1
OG0007162	XP_035739615.1	XP_001951809.1
OG0007164	XP_035719015.1	XP_001951891.1
OG0007165	XP_035739320.1	XP_001952015.2
OG0007166	XP_035740994.1	XP_001952072.2
OG0007168	XP_035741271.1	XP_001952116.1
OG0007169	XP_035733774.1	XP_001952124.2
OG0007170	XP_035733546.1	XP_001952199.1, XP_029344098.1
OG0007171	XP_035737634.1	XP_001952215.1
OG0007172	XP_035722385.1	XP_001952225.1
OG0007173	XP_035737017.1	XP_001952236.1
OG0007174	XP_035731148.1	XP_001952242.1
OG0007176	XP_035735681.1	XP_001952338.1
OG0007177	XP_035730743.1	XP_001952396.1
OG0007178	XP_035731449.1	XP_001952417.2
OG0007179	XP_035725016.1	XP_001952428.2
OG0007180	XP_035728750.1	XP_001952448.1
OG0007181	XP_035733697.1	XP_001952519.1
OG0007182	XP_035738723.1	XP_001952535.2
OG0007183	XP_035721135.1	XP_001952559.2
OG0007184	XP_035734055.1	XP_001952573.1
OG0007185	XP_035737156.1	XP_001952607.2
OG0007186	XP_035717191.1	XP_001952661.2
OG0007187	XP_035734541.1	XP_001952672.2
OG0007188	XP_035739799.1	XP_001952701.1
OG0007189	XP_035733587.1	XP_001952734.2
OG0007190	XP_035727395.1	XP_001952794.2
OG0007191	XP_035718561.1	XP_016660403.1, XP_008183728.1
OG0007192	XP_035719064.1	XP_001952805.2
OG0007194	XP_035736395.1	XP_003240028.1
OG0007195	XP_035722919.1	XP_003240098.1
OG0007196	XP_035743883.1	XP_003240259.1
OG0007197	XP_035734153.1	XP_003240404.1
OG0007198	XP_035741217.1, XP_035741216.1	XP_003240406.1
OG0007199	XP_035740438.1	XP_003240504.1, XP_029341428.1, XP_029341429.1
OG0007200	XP_035729342.1	XP_003240510.1, XP_016658495.1
OG0007201	XP_035732433.1	XP_003240664.1, XP_029347612.1
OG0007203	XP_035730594.1, XP_035730558.1	XP_003240960.1
OG0007204	XP_035731574.1	XP_003241417.1, XP_003244174.1
OG0007205	XP_035734079.1	XP_003241532.2
OG0007206	XP_035742455.1	XP_003241691.1
OG0007207	XP_035737626.1	XP_003241744.1, XP_008180952.1
OG0007208	XP_035728045.1	XP_003241907.1
OG0007209	XP_035730185.1	XP_003242038.1
OG0007210	XP_035727662.1	XP_003242077.1
OG0007211	XP_035726299.1	XP_003242312.1
OG0007212	XP_035736235.1	XP_003242779.1
OG0007213	XP_035718018.1	XP_003242987.1
OG0007214	XP_035742855.1	XP_008186828.1, XP_003243139.2
OG0007216	XP_035740618.1	XP_003243527.1
OG0007217	XP_035733945.1	XP_003243528.1
OG0007218	XP_035724940.1	XP_003244024.1, XP_029345931.1
OG0007220	XP_035727848.1	XP_003244709.1
OG0007221	XP_035727033.1	XP_003244733.1
OG0007222	XP_035727058.1	XP_003244866.1
OG0007223	XP_035732340.1	XP_003244893.1
OG0007225	XP_035719032.1	XP_003245046.1
OG0007226	XP_035719314.1	XP_003245136.1
OG0007227	XP_035742005.1	XP_003245207.1
OG0007228	XP_035733021.1	XP_003245303.1
OG0007229	XP_035743430.1	XP_003245310.1
OG0007230	XP_035725214.1	XP_003245487.1
OG0007231	XP_035726256.1	XP_003245494.1
OG0007232	XP_035724425.1	XP_016661289.1, XP_003245643.1
OG0007233	XP_035737195.1	XP_003245762.2
OG0007234	XP_035729462.1	XP_003245979.1
OG0007235	XP_035735095.1	XP_003246105.1
OG0007236	XP_035738577.1	XP_003246166.1
OG0007237	XP_035741081.1	XP_003246362.1
OG0007238	XP_035735689.1	XP_003246375.1, XP_016662170.1
OG0007239	XP_035726205.1	XP_003246382.1
OG0007240	XP_035734482.1	XP_003246391.1
OG0007241	XP_035733189.1	XP_003246542.1
OG0007242	XP_035735925.1	XP_003246575.1
OG0007243	XP_035725455.1	XP_003246737.1
OG0007244	XP_035726686.1	XP_003246803.1
OG0007245	XP_035721587.1	XP_003246997.1
OG0007246	XP_035730081.1	XP_003247253.1
OG0007247	XP_035732485.1	XP_003247307.1
OG0007248	XP_035723902.1	XP_003247708.1
OG0007249	XP_035738147.1	XP_003247842.1
OG0007250	XP_035724847.1	XP_003247907.1
OG0007251	XP_035724103.1	XP_003248103.1
OG0007252	XP_035741159.1	XP_003248290.1, XP_008188600.3
OG0007253	XP_035723299.1	XP_008178244.1
OG0007254	XP_035737945.1	XP_008178257.1, XP_029341711.1
OG0007256	XP_035736854.1	XP_008178306.1
OG0007257	XP_035735763.1	XP_016656196.1, XP_008178412.2
OG0007259	XP_035741229.1	XP_008178891.1
OG0007260	XP_035738774.1	XP_008178967.1
OG0007262	XP_035721687.1	XP_008179201.1
OG0007263	XP_035719029.1	XP_008179376.1
OG0007264	XP_035732644.1	XP_008179413.1
OG0007265	XP_035737414.1	XP_008179438.1
OG0007266	XP_035731083.1, XP_035731084.1	XP_008179487.1
OG0007267	XP_035743506.1, XP_035743507.1	XP_008179504.1
OG0007268	XP_035735481.1	XP_008179660.1
OG0007269	XP_035741460.1	XP_008179881.1, XP_008179880.1
OG0007270	XP_035739065.1	XP_008180099.1
OG0007271	XP_035743167.1	XP_008180257.1
OG0007272	XP_035721671.1	XP_008180331.1
OG0007273	XP_035723013.1	XP_008180630.1
OG0007274	XP_035728391.1	XP_008180641.2
OG0007276	XP_035718954.1	XP_008180797.1
OG0007277	XP_035733345.1	XP_008180836.1
OG0007278	XP_035723570.1	XP_008180922.1
OG0007279	XP_035722836.1	XP_008181248.1
OG0007280	XP_035738016.1	XP_008181279.1
OG0007281	XP_035740976.1	XP_008181309.1
OG0007282	XP_035733217.1	XP_008181310.1
OG0007283	XP_035743930.1	XP_008181335.1
OG0007284	XP_035722500.1	XP_008181565.1
OG0007285	XP_035732796.1	XP_008181633.1
OG0007286	XP_035743715.1	XP_008181985.1
OG0007287	XP_035722885.1	XP_008182075.1
OG0007288	XP_035731624.1	XP_008182098.1
OG0007289	XP_035730374.1	XP_008182103.1
OG0007290	XP_035729594.1	XP_008182307.1
OG0007291	XP_035727940.1	XP_008182489.1
OG0007293	XP_035728702.1	XP_008182756.1
OG0007294	XP_035735078.1	XP_008182931.1
OG0007295	XP_035727503.1	XP_008182953.1
OG0007296	XP_035733936.1	XP_008183019.3
OG0007297	XP_035732379.1	XP_008183109.1
OG0007298	XP_035724829.1	XP_008183274.1
OG0007299	XP_035724355.1	XP_008183329.1
OG0007300	XP_035743301.1	XP_008183485.1
OG0007301	XP_035729613.1	XP_008183523.1
OG0007302	XP_035719130.1	XP_008183806.1
OG0007303	XP_035726161.1	XP_008183826.1
OG0007304	XP_035727889.1	XP_008183893.1
OG0007305	XP_035738310.1	XP_008183977.1
OG0007306	XP_035740257.1	XP_008184307.1
OG0007307	XP_035718712.1	XP_008184321.1
OG0007308	XP_035726379.1	XP_008184349.1
OG0007309	XP_035730210.1	XP_008184466.1
OG0007310	XP_035740561.1	XP_008184472.2, XP_008187833.2
OG0007311	XP_035724365.1	XP_008184581.1
OG0007312	XP_035728260.1	XP_008184628.1
OG0007313	XP_035718856.1	XP_008184639.1
OG0007314	XP_035739882.1	XP_008184720.1
OG0007315	XP_035734109.1	XP_008184751.1
OG0007316	XP_035731435.1	XP_008184760.1
OG0007317	XP_035724489.1	XP_008184813.1, XP_016661342.1
OG0007318	XP_035724238.1	XP_008184885.1
OG0007319	XP_035739426.1	XP_008185065.1
OG0007320	XP_035729865.1	XP_008185186.1
OG0007321	XP_035729731.1	XP_008185362.2
OG0007322	XP_035718410.1	XP_008185457.1
OG0007323	XP_035724978.1	XP_008185489.1
OG0007324	XP_035734245.1	XP_008185615.1
OG0007325	XP_035721148.1	XP_008185640.1
OG0007326	XP_035735873.1	XP_008185646.1
OG0007327	XP_035738127.1	XP_008185667.1
OG0007328	XP_035739132.1, XP_035739135.1	XP_008185801.2, XP_029343196.1
OG0007330	XP_035730294.1	XP_008185876.1
OG0007331	XP_035735531.1	XP_008185895.1
OG0007332	XP_035739822.1	XP_008185900.1
OG0007333	XP_035733830.1, XP_035733831.1	XP_008185973.2
OG0007334	XP_035742094.1	XP_008186002.1
OG0007335	XP_035736182.1	XP_008186292.1
OG0007336	XP_035730311.1	XP_008186455.1
OG0007337	XP_035736310.1	XP_008186472.1
OG0007338	XP_035719328.1	XP_008186485.1
OG0007339	XP_035718774.1	XP_008186518.1
OG0007340	XP_035719946.1	XP_008186579.1
OG0007341	XP_035725098.1	XP_008186678.1
OG0007342	XP_035734134.1	XP_008186802.1
OG0007343	XP_035723139.1	XP_008186855.2
OG0007344	XP_035724062.1	XP_008186886.1
OG0007345	XP_035722995.1	XP_008186997.1
OG0007346	XP_035738028.1	XP_008187002.1
OG0007347	XP_035726425.1	XP_008187027.1
OG0007348	XP_035722098.1	XP_008187213.1
OG0007349	XP_035737611.1	XP_029343127.1, XP_029343126.1, XP_008187341.1
OG0007350	XP_035737822.1	XP_008187564.1
OG0007351	XP_035740348.1	XP_008187652.1
OG0007352	XP_035733100.1	XP_008188199.1
OG0007353	XP_035741350.1	XP_008188206.1
OG0007354	XP_035732993.1	XP_008188480.1
OG0007355	XP_035726978.1	XP_008188638.1
OG0007356	XP_035730880.1	XP_008188692.3
OG0007357	XP_035728108.1	XP_008189563.1, XP_008188806.1
OG0007358	XP_035722000.1	XP_008188888.1
OG0007359	XP_035723872.1	XP_008189294.1
OG0007360	XP_035721753.1	XP_008189412.1
OG0007361	XP_035728772.1	XP_008190018.1
OG0007362	XP_035738479.1	XP_008190032.1
OG0007364	XP_035718107.1	XP_016655995.1
OG0007365	XP_035728338.1	XP_016656027.1
OG0007366	XP_035735279.1	XP_016656631.1
OG0007367	XP_035743140.1	XP_016657497.1
OG0007368	XP_035717122.1	XP_016657833.2
OG0007369	XP_035727234.1	XP_016657983.1
OG0007370	XP_035717674.1	XP_016658068.1
OG0007371	XP_035743800.1	XP_016658251.1
OG0007372	XP_035731600.1, XP_035731603.1	XP_016658292.1, XP_016665009.2
OG0007374	XP_035726145.1	XP_016658703.1
OG0007375	XP_035730864.1	XP_016658773.1
OG0007376	XP_035718462.1	XP_016658798.1
OG0007377	XP_035733846.1	XP_016658858.1
OG0007378	XP_035719721.1	XP_016659139.1
OG0007379	XP_035718990.1	XP_016659151.1
OG0007380	XP_035735545.1	XP_016659386.1
OG0007381	XP_035743562.1	XP_016659484.1
OG0007382	XP_035718823.1	XP_016659656.1
OG0007383	XP_035722974.1	XP_016659766.1
OG0007384	XP_035734715.1	XP_016659974.1
OG0007385	XP_035726922.1	XP_016660664.2
OG0007386	XP_035717931.1	XP_016661027.1
OG0007387	XP_035737350.1	XP_016661093.1
OG0007388	XP_035732716.1	XP_016661148.1
OG0007389	XP_035737343.1	XP_016661152.1
OG0007390	XP_035734454.1	XP_016661255.1
OG0007391	XP_035731444.1	XP_016661309.1
OG0007392	XP_035733720.1	XP_016661336.1
OG0007393	XP_035721447.1	XP_016661596.1
OG0007394	XP_035729391.1	XP_016661814.1
OG0007395	XP_035727312.1	XP_016661939.1
OG0007396	XP_035729033.1	XP_016661998.1, XP_016661997.1
OG0007397	XP_035737349.1	XP_016662260.1
OG0007398	XP_035722863.1	XP_016662432.1
OG0007399	XP_035731980.1	XP_016662583.1
OG0007400	XP_035736763.1	XP_016663094.1
OG0007401	XP_035732743.1	XP_016663144.1
OG0007402	XP_035735964.1	XP_016663475.2
OG0007403	XP_035736644.1	XP_016663984.1
OG0007404	XP_035723301.1	XP_016664236.1
OG0007405	XP_035731978.1	XP_016664314.1
OG0007406	XP_035729024.1, XP_035729023.1, XP_035729025.1	XP_016664446.1
OG0007407	XP_035725835.1	XP_016664510.1
OG0007408	XP_035741057.1	XP_029344628.1, XP_016664940.1, XP_029347938.1
OG0007409	XP_035744291.1	XP_016665107.2
OG0007410	XP_035730114.1	XP_016665108.1
OG0007411	XP_035739656.1	XP_016665123.1
OG0007412	XP_035733886.1, XP_035733885.1	XP_029341076.1
OG0007413	XP_035743059.1	XP_029341083.1, XP_029345195.1
OG0007414	XP_035740073.1	XP_029341109.1
OG0007415	XP_035738138.1	XP_029341140.1
OG0007416	XP_035739378.1	XP_029341539.1
OG0007417	XP_035723522.1	XP_029341682.1
OG0007418	XP_035723278.1, XP_035723274.1	XP_029341755.1
OG0007419	XP_035729557.1	XP_029341825.1
OG0007420	XP_035743893.1	XP_029341829.1
OG0007421	XP_035727155.1	XP_029342111.1
OG0007422	XP_035743499.1	XP_029342144.1
OG0007423	XP_035723014.1	XP_029342192.1
OG0007424	XP_035726972.1, XP_035726974.1, XP_035726973.1	XP_029342361.1
OG0007425	XP_035734858.1	XP_029342629.1
OG0007426	XP_035730169.1	XP_029342664.1
OG0007427	XP_035738922.1	XP_029342772.1
OG0007428	XP_035722947.1	XP_029342937.1
OG0007429	XP_035726690.1	XP_029342941.1
OG0007430	XP_035726857.1	XP_029343096.1
OG0007431	XP_035729728.1	XP_029343208.1
OG0007432	XP_035724550.1	XP_029343325.1
OG0007433	XP_035730608.1	XP_029343395.1
OG0007434	XP_035728933.1	XP_029343553.1
OG0007435	XP_035731325.1	XP_029343598.1
OG0007436	XP_035731663.1	XP_029343655.1
OG0007437	XP_035736791.1	XP_029343746.1
OG0007438	XP_035743877.1	XP_029343750.1
OG0007439	XP_035737642.1	XP_029343881.1
OG0007440	XP_035729969.1	XP_029343952.1
OG0007441	XP_035729614.1	XP_029344011.1, XP_029344009.1
OG0007442	XP_035717602.1	XP_029344155.1
OG0007443	XP_035722176.1	XP_029344282.1
OG0007444	XP_035734231.1	XP_029344475.1
OG0007445	XP_035717936.1	XP_029344541.1
OG0007446	XP_035727300.1	XP_029344558.1
OG0007447	XP_035719804.1	XP_029345019.1
OG0007449	XP_035722751.1	XP_029345165.1
OG0007450	XP_035735762.1	XP_029345266.1
OG0007452	XP_035731402.1	XP_029345575.1
OG0007453	XP_035731748.1	XP_029345592.1
OG0007454	XP_035731544.1	XP_029345611.1
OG0007455	XP_035722356.1	XP_029345654.1
OG0007456	XP_035728737.1	XP_029345802.1, XP_029346401.1
OG0007457	XP_035742867.1	XP_029345832.1
OG0007458	XP_035735928.1	XP_029346181.1
OG0007459	XP_035718114.1	XP_029346204.1
OG0007460	XP_035728876.1	XP_029346208.1, XP_029346207.1
OG0007461	XP_035729800.1	XP_029346247.1
OG0007462	XP_035738489.1	XP_029346641.1
OG0007463	XP_035717225.1	XP_029346663.1
OG0007464	XP_035742438.1	XP_029346784.1
OG0007465	XP_035742121.1	XP_029346804.1
OG0007466	XP_035727339.1	XP_029346825.1
OG0007467	XP_035737624.1	XP_029347041.1
OG0007468	XP_035733999.1	XP_029347189.1
OG0007469	XP_035736064.1	XP_029347254.1
OG0007470	XP_035720586.1	XP_029347271.1
OG0007471	XP_035728392.1	XP_029347430.1
OG0007472	XP_035719035.1	XP_029347824.1
OG0007473	XP_035733240.1	XP_029348044.1
OG0007474	XP_035720393.1	XP_029348482.1
OG0007604	XP_035724899.1	NP_001153824.1, XP_029348239.1
OG0007605	XP_035727963.1	NP_001155404.1
OG0007606	XP_035735463.1	NP_001155420.1
OG0007607	XP_035723273.1	NP_001155447.1
OG0007608	XP_035726406.1	NP_001155537.1
OG0007609	XP_035731112.1	NP_001155565.1
OG0007610	XP_035725095.1	NP_001155746.1, XP_008179086.1
OG0007611	XP_035725945.1	NP_001156061.1
OG0007612	XP_035739146.1	NP_001156143.1
OG0007614	XP_035728658.1	NP_001156209.1, XP_008181006.1
OG0007615	XP_035718658.1	NP_001156281.1
OG0007616	XP_035735218.1	NP_001156306.1
OG0007618	XP_035728858.1	NP_001156839.1
OG0007619	XP_035717777.1	NP_001193398.1
OG0007620	XP_035738334.1	XP_016662747.1, NP_001232958.1
OG0007621	XP_035723218.1	NP_001280277.1
OG0007622	XP_035728621.1	NP_001284567.1
OG0007624	XP_035722715.1	XP_001942723.1
