Orthogroup	Vespa_mandarinia	Osmia_lignaria
OG0006952	XP_035723217.1	XP_034181067.1
OG0006953	XP_035728158.1	XP_034179137.1
OG0006954	XP_035725840.1	XP_034172703.1
OG0006955	XP_035719501.1	XP_034189817.1
OG0006956	XP_035723680.1	XP_034173962.1
OG0006957	XP_035743765.1, XP_035743766.1	XP_034172402.1
OG0006959	XP_035730722.1	XP_034170943.1
OG0006960	XP_035738213.1	XP_034196019.1
OG0006961	XP_035733670.1	XP_034193770.1
OG0006962	XP_035742501.1	XP_034173673.1
OG0006963	XP_035733209.1	XP_034192932.1, XP_034192933.1
OG0006965	XP_035718119.1	XP_034174951.1
OG0006966	XP_035742668.1	XP_034179615.1
OG0006967	XP_035739904.1	XP_034174284.1
OG0006968	XP_035734991.1	XP_034195234.1
OG0006969	XP_035721466.1	XP_034185511.1
OG0006970	XP_035741773.1	XP_034191575.1
OG0006971	XP_035738875.1	XP_034190642.1
OG0006972	XP_035733673.1	XP_034181031.1
OG0006973	XP_035737580.1	XP_034181767.1
OG0006974	XP_035729347.1	XP_034180369.1
OG0006975	XP_035729382.1	XP_034180355.1
OG0006976	XP_035737120.1	XP_034174980.1
OG0006977	XP_035741143.1	XP_034191738.1
OG0006978	XP_035723447.1	XP_034180895.1
OG0006979	XP_035726124.1	XP_034178217.1
OG0006980	XP_035723344.1	XP_034182921.1
OG0006981	XP_035719170.1	XP_034175857.1
OG0006982	XP_035722495.1	XP_034175669.1
OG0006983	XP_035725672.1	XP_034189865.1
OG0006984	XP_035735609.1	XP_034173592.1
OG0006985	XP_035725528.1	XP_034174616.1
OG0006986	XP_035726616.1	XP_034173242.1
OG0006987	XP_035734412.1	XP_034189029.1
OG0006988	XP_035721715.1	XP_034177327.1
OG0006989	XP_035721470.1	XP_034188499.1
OG0006990	XP_035723574.1	XP_034174705.1
OG0006991	XP_035739805.1	XP_034194756.1
OG0006992	XP_035741857.1	XP_034172148.1
OG0006993	XP_035739877.1	XP_034187026.1
OG0006994	XP_035744241.1	XP_034177150.1
OG0006996	XP_035735813.1	XP_034191502.1
OG0006997	XP_035719891.1	XP_034182987.1
OG0006998	XP_035740483.1, XP_035740481.1	XP_034192942.1
OG0006999	XP_035738440.1	XP_034183243.1
OG0007000	XP_035740820.1	XP_034188026.1
OG0007001	XP_035733686.1	XP_034179088.1
OG0007002	XP_035743326.1	XP_034174699.1
OG0007003	XP_035730781.1	XP_034177513.1
OG0007004	XP_035721076.1	XP_034187600.1
OG0007005	XP_035737697.1	XP_034191879.1
OG0007006	XP_035719682.1	XP_034176997.1
OG0007007	XP_035739502.1	XP_034187267.1
OG0007008	XP_035736398.1	XP_034178050.1
OG0007009	XP_035732910.1	XP_034173701.1
OG0007010	XP_035726505.1	XP_034195374.1
OG0007011	XP_035718519.1	XP_034183425.1
OG0007012	XP_035731606.1	XP_034174539.1
OG0007013	XP_035728729.1	XP_034174864.1
OG0007014	XP_035742278.1	XP_034188650.1
OG0007015	XP_035734131.1	XP_034181530.1
OG0007016	XP_035740522.1	XP_034174082.1
OG0007017	XP_035717903.1	XP_034181072.1
OG0007018	XP_035732618.1	XP_034175958.1
OG0007019	XP_035740388.1	XP_034185251.1
OG0007020	XP_035736146.1	XP_034178912.1
OG0007021	XP_035725624.1	XP_034182250.1
OG0007022	XP_035721531.1	XP_034172349.1
OG0007023	XP_035718997.1	XP_034177651.1
OG0007024	XP_035741789.1	XP_034181274.1
OG0007025	XP_035743934.1	XP_034187757.1
OG0007026	XP_035741508.1	XP_034183487.1
OG0007027	XP_035726728.1	XP_034190539.1
OG0007028	XP_035729954.1	XP_034172200.1
OG0007029	XP_035732823.1	XP_034193106.1
OG0007030	XP_035720447.1	XP_034180078.1
OG0007031	XP_035723828.1	XP_034192241.1
OG0007033	XP_035734603.1	XP_034194772.1
OG0007034	XP_035728600.1	XP_034179473.1
OG0007035	XP_035741617.1	XP_034195104.1
OG0007036	XP_035726212.1	XP_034179286.1
OG0007037	XP_035718454.1	XP_034186245.1, XP_034186246.1
OG0007038	XP_035723799.1	XP_034178880.1
OG0007039	XP_035729640.1	XP_034180311.1
OG0007040	XP_035723593.1	XP_034189655.1
OG0007041	XP_035733536.1	XP_034188082.1
OG0007042	XP_035741681.1	XP_034183974.1
OG0007043	XP_035719580.1	XP_034185811.1
OG0007044	XP_035743209.1	XP_034174910.1
OG0007045	XP_035721029.1	XP_034191095.1
OG0007046	XP_035736523.1	XP_034195688.1
OG0007047	XP_035720225.1	XP_034192055.1
OG0007048	XP_035737064.1	XP_034179520.1
OG0007049	XP_035726261.1	XP_034171466.1
OG0007050	XP_035736766.1	XP_034173311.1
OG0007051	XP_035727389.1	XP_034186704.1
OG0007052	XP_035744191.1	XP_034182812.1
OG0007053	XP_035718784.1	XP_034187317.1
OG0007054	XP_035732758.1	XP_034193258.1
OG0007055	XP_035724967.1	XP_034192413.1
OG0007056	XP_035739771.1	XP_034179429.1
OG0007057	XP_035725815.1	XP_034178919.1
OG0007058	XP_035739209.1	XP_034188953.1
OG0007059	XP_035736403.1	XP_034178596.1
OG0007060	XP_035723124.1	XP_034176426.1
OG0007061	XP_035728263.1	XP_034188521.1
OG0007062	XP_035725315.1	XP_034173493.1
OG0007063	XP_035727683.1	XP_034178835.1
OG0007064	XP_035741744.1	XP_034172848.1
OG0007065	XP_035728129.1	XP_034193518.1
OG0007066	XP_035730362.1	XP_034190045.1
OG0007067	XP_035727693.1	XP_034186719.1
OG0007068	XP_035731106.1	XP_034190448.1
OG0007069	XP_035730269.1	XP_034177973.1
OG0007070	XP_035727071.1	XP_034173981.1
OG0007071	XP_035738645.1	XP_034181965.1
OG0007072	XP_035737187.1	XP_034175151.1
OG0007073	XP_035720399.1	XP_034180079.1
OG0007074	XP_035732942.1	XP_034192890.1
OG0007075	XP_035725024.1	XP_034175843.1
OG0007076	XP_035744071.1	XP_034183568.1
OG0007077	XP_035731081.1	XP_034193618.1
OG0007078	XP_035729451.1	XP_034185181.1
OG0007079	XP_035741854.1	XP_034182383.1
OG0007080	XP_035721011.1	XP_034180833.1
OG0007081	XP_035734601.1	XP_034181305.1
OG0007082	XP_035728557.1	XP_034189963.1
OG0007083	XP_035737541.1	XP_034179732.1
OG0007084	XP_035730418.1	XP_034171544.1
OG0007085	XP_035725542.1, XP_035725535.1	XP_034192308.1
OG0007086	XP_035740452.1	XP_034190193.1
OG0007087	XP_035740680.1	XP_034174021.1
OG0007088	XP_035740390.1	XP_034185256.1
OG0007089	XP_035723390.1	XP_034172676.1
OG0007090	XP_035729601.1	XP_034174117.1
OG0007091	XP_035734764.1	XP_034188601.1
OG0007092	XP_035717117.1	XP_034182982.1
OG0007093	XP_035736048.1	XP_034192700.1
OG0007094	XP_035718676.1	XP_034184120.1
OG0007095	XP_035725474.1, XP_035725473.1	XP_034182283.1
OG0007096	XP_035722920.1	XP_034182253.1
OG0007097	XP_035743626.1	XP_034178849.1
OG0007098	XP_035736130.1	XP_034173153.1
OG0007099	XP_035741588.1	XP_034190606.1
OG0007100	XP_035725435.1	XP_034181141.1
OG0007101	XP_035723928.1	XP_034192762.1
OG0007102	XP_035738976.1	XP_034174826.1
OG0007103	XP_035739860.1	XP_034194413.1
OG0007104	XP_035728443.1	XP_034180939.1
OG0007105	XP_035743718.1	XP_034177047.1
OG0007106	XP_035732289.1	XP_034195461.1
OG0007107	XP_035730338.1	XP_034196337.1
OG0007109	XP_035743007.1	XP_034187064.1
OG0007110	XP_035717108.1	XP_034173887.1
OG0007111	XP_035737598.1	XP_034182284.1
OG0007112	XP_035737016.1	XP_034188462.1
OG0007113	XP_035737635.1	XP_034172566.1
OG0007114	XP_035738592.1	XP_034182744.1
OG0007115	XP_035722762.1	XP_034185318.1
OG0007117	XP_035733800.1	XP_034187793.1
OG0007118	XP_035725030.1	XP_034176690.1
OG0007119	XP_035721236.1	XP_034180921.1
OG0007120	XP_035739732.1	XP_034179603.1
OG0007121	XP_035741595.1	XP_034183175.1
OG0007122	XP_035739394.1	XP_034186913.1
OG0007123	XP_035733591.1	XP_034194242.1
OG0007124	XP_035730468.1	XP_034189751.1
OG0007125	XP_035739072.1	XP_034188905.1
OG0007126	XP_035741308.1	XP_034190832.1
OG0007127	XP_035739071.1	XP_034180994.1
OG0007128	XP_035743733.1	XP_034172559.1
OG0007129	XP_035730070.1	XP_034186329.1
OG0007130	XP_035732907.1	XP_034173674.1
OG0007131	XP_035736268.1	XP_034184527.1
OG0007132	XP_035735646.1	XP_034191482.1
OG0007133	XP_035731579.1	XP_034190044.1
OG0007134	XP_035727347.1	XP_034188963.1
OG0007135	XP_035744103.1	XP_034182785.1
OG0007136	XP_035725113.1	XP_034173948.1
OG0007137	XP_035732406.1	XP_034191752.1
OG0007138	XP_035743182.1, XP_035736978.1	XP_034173321.1
OG0007139	XP_035736280.1	XP_034178474.1
OG0007140	XP_035737879.1	XP_034193457.1
OG0007141	XP_035736339.1	XP_034177966.1
OG0007142	XP_035719273.1	XP_034172810.1
OG0007143	XP_035735612.1	XP_034191471.1
OG0007144	XP_035742654.1, XP_035742653.1	XP_034183068.1
OG0007145	XP_035729153.1	XP_034180407.1
OG0007146	XP_035729692.1	XP_034185151.1
OG0007147	XP_035721258.1	XP_034180837.1
OG0007148	XP_035742489.1	XP_034196659.1
OG0007149	XP_035742349.1	XP_034183928.1
OG0007150	XP_035729272.1	XP_034179893.1
OG0007151	XP_035721092.1	XP_034182967.1
OG0007152	XP_035727710.1	XP_034193120.1
OG0007153	XP_035735324.1	XP_034192234.1
OG0007154	XP_035723686.1	XP_034174909.1
OG0007155	XP_035730962.1	XP_034186767.1
OG0007156	XP_035721026.1	XP_034185493.1
OG0007157	XP_035742072.1	XP_034172068.1
OG0007158	XP_035736375.1	XP_034176232.1
OG0007159	XP_035743150.1	XP_034178515.1
OG0007160	XP_035717920.1	XP_034191880.1
OG0007161	XP_035729585.1	XP_034179151.1
OG0007162	XP_035739615.1	XP_034195407.1
OG0007164	XP_035719015.1	XP_034192208.1
OG0007165	XP_035739320.1	XP_034184749.1
OG0007166	XP_035740994.1	XP_034184952.1
OG0007168	XP_035741271.1	XP_034182431.1
OG0007169	XP_035733774.1	XP_034185994.1
OG0007170	XP_035733546.1	XP_034172168.1
OG0007171	XP_035737634.1	XP_034172565.1
OG0007172	XP_035722385.1	XP_034196602.1
OG0007173	XP_035737017.1	XP_034188616.1
OG0007174	XP_035731148.1	XP_034177433.1
OG0007176	XP_035735681.1	XP_034192009.1
OG0007177	XP_035730743.1	XP_034189850.1
OG0007178	XP_035731449.1	XP_034187697.1
OG0007179	XP_035725016.1	XP_034175153.1
OG0007180	XP_035728750.1	XP_034188395.1
OG0007181	XP_035733697.1	XP_034193468.1
OG0007182	XP_035738723.1	XP_034182189.1
OG0007183	XP_035721135.1	XP_034188464.1
OG0007184	XP_035734055.1	XP_034181592.1
OG0007185	XP_035737156.1	XP_034176810.1
OG0007186	XP_035717191.1	XP_034194315.1
OG0007187	XP_035734541.1	XP_034188782.1
OG0007188	XP_035739799.1	XP_034175467.1
OG0007189	XP_035733587.1	XP_034182154.1
OG0007190	XP_035727395.1	XP_034172664.1
OG0007192	XP_035719064.1	XP_034190295.1
OG0007194	XP_035736395.1	XP_034178611.1
OG0007195	XP_035722919.1	XP_034182251.1
OG0007196	XP_035743883.1	XP_034192427.1
OG0007197	XP_035734153.1	XP_034192622.1
OG0007198	XP_035741217.1, XP_035741216.1	XP_034190961.1
OG0007199	XP_035740438.1	XP_034186845.1
OG0007200	XP_035729342.1	XP_034193308.1
OG0007201	XP_035732433.1	XP_034175361.1
OG0007203	XP_035730594.1, XP_035730558.1	XP_034187943.1, XP_034187951.1
OG0007205	XP_035734079.1	XP_034178445.1
OG0007206	XP_035742455.1	XP_034184479.1
OG0007207	XP_035737626.1	XP_034172552.1, XP_034172551.1
OG0007208	XP_035728045.1	XP_034181692.1, XP_034181693.1
OG0007209	XP_035730185.1	XP_034178250.1
OG0007210	XP_035727662.1	XP_034195553.1
OG0007211	XP_035726299.1	XP_034192518.1
OG0007212	XP_035736235.1	XP_034177526.1
OG0007213	XP_035718018.1	XP_034188348.1
OG0007214	XP_035742855.1	XP_034177742.1
OG0007216	XP_035740618.1	XP_034185241.1
OG0007217	XP_035733945.1	XP_034176501.1
OG0007218	XP_035724940.1	XP_034192760.1, XP_034192761.1
OG0007220	XP_035727848.1	XP_034191116.1
OG0007221	XP_035727033.1	XP_034187822.1
OG0007222	XP_035727058.1	XP_034181749.1
OG0007223	XP_035732340.1	XP_034192218.1
OG0007225	XP_035719032.1	XP_034176460.1
OG0007226	XP_035719314.1	XP_034185804.1
OG0007227	XP_035742005.1	XP_034196643.1
OG0007228	XP_035733021.1	XP_034173370.1
OG0007229	XP_035743430.1	XP_034172526.1
OG0007230	XP_035725214.1	XP_034190319.1
OG0007231	XP_035726256.1	XP_034189115.1
OG0007232	XP_035724425.1	XP_034174852.1
OG0007233	XP_035737195.1	XP_034171021.1
OG0007234	XP_035729462.1	XP_034193930.1
OG0007235	XP_035735095.1	XP_034179416.1
OG0007236	XP_035738577.1	XP_034189066.1
OG0007237	XP_035741081.1	XP_034185444.1
OG0007238	XP_035735689.1	XP_034192034.1
OG0007239	XP_035726205.1	XP_034176205.1
OG0007240	XP_035734482.1	XP_034188051.1
OG0007241	XP_035733189.1	XP_034191525.1
OG0007242	XP_035735925.1	XP_034184963.1
OG0007243	XP_035725455.1	XP_034174204.1
OG0007244	XP_035726686.1	XP_034176198.1
OG0007245	XP_035721587.1	XP_034172098.1
OG0007246	XP_035730081.1	XP_034176710.1
OG0007247	XP_035732485.1	XP_034184235.1
OG0007248	XP_035723902.1	XP_034192882.1
OG0007249	XP_035738147.1	XP_034193909.1
OG0007250	XP_035724847.1	XP_034179196.1
OG0007251	XP_035724103.1	XP_034194144.1
OG0007252	XP_035741159.1	XP_034174688.1
OG0007253	XP_035723299.1	XP_034176639.1
OG0007254	XP_035737945.1	XP_034171309.1
OG0007256	XP_035736854.1	XP_034172578.1
OG0007257	XP_035735763.1	XP_034180998.1
OG0007259	XP_035741229.1	XP_034176898.1
OG0007262	XP_035721687.1	XP_034182357.1
OG0007263	XP_035719029.1	XP_034185400.1
OG0007264	XP_035732644.1	XP_034177115.1
OG0007265	XP_035737414.1	XP_034173460.1
OG0007266	XP_035731083.1, XP_035731084.1	XP_034193623.1
OG0007267	XP_035743506.1, XP_035743507.1	XP_034175348.1
OG0007268	XP_035735481.1	XP_034188263.1
OG0007269	XP_035741460.1	XP_034186857.1
OG0007270	XP_035739065.1	XP_034180984.1
OG0007271	XP_035743167.1	XP_034175680.1
OG0007272	XP_035721671.1	XP_034177687.1
OG0007273	XP_035723013.1	XP_034182345.1
OG0007274	XP_035728391.1	XP_034172871.1, XP_034172873.1, XP_034172872.1
OG0007276	XP_035718954.1	XP_034185922.1
OG0007277	XP_035733345.1	XP_034172024.1
OG0007278	XP_035723570.1	XP_034181445.1
OG0007279	XP_035722836.1	XP_034192256.1
OG0007280	XP_035738016.1	XP_034178795.1
OG0007281	XP_035740976.1	XP_034184009.1
OG0007282	XP_035733217.1	XP_034183935.1
OG0007283	XP_035743930.1	XP_034187923.1
OG0007284	XP_035722500.1	XP_034174088.1
OG0007285	XP_035732796.1	XP_034175580.1
OG0007286	XP_035743715.1	XP_034192874.1
OG0007287	XP_035722885.1	XP_034182615.1
OG0007288	XP_035731624.1	XP_034174548.1
OG0007289	XP_035730374.1	XP_034196205.1
OG0007290	XP_035729594.1	XP_034179321.1
OG0007291	XP_035727940.1	XP_034188525.1
OG0007293	XP_035728702.1	XP_034171247.1
OG0007294	XP_035735078.1	XP_034186947.1
OG0007295	XP_035727503.1	XP_034181569.1
OG0007296	XP_035733936.1	XP_034195476.1
OG0007297	XP_035732379.1	XP_034171165.1
OG0007298	XP_035724829.1	XP_034177359.1
OG0007299	XP_035724355.1	XP_034174841.1
OG0007300	XP_035743301.1	XP_034182697.1
OG0007301	XP_035729613.1	XP_034174136.1
OG0007302	XP_035719130.1	XP_034176567.1
OG0007303	XP_035726161.1	XP_034176753.1
OG0007304	XP_035727889.1	XP_034179575.1
OG0007305	XP_035738310.1	XP_034176702.1
OG0007306	XP_035740257.1	XP_034184214.1
OG0007307	XP_035718712.1	XP_034176122.1
OG0007308	XP_035726379.1	XP_034183224.1
OG0007309	XP_035730210.1	XP_034189859.1
OG0007310	XP_035740561.1	XP_034180450.1, XP_034180451.1
OG0007311	XP_035724365.1	XP_034174735.1
OG0007312	XP_035728260.1	XP_034171568.1
OG0007313	XP_035718856.1	XP_034193310.1
OG0007314	XP_035739882.1	XP_034174530.1
OG0007315	XP_035734109.1	XP_034195883.1
OG0007316	XP_035731435.1	XP_034187467.1
OG0007317	XP_035724489.1	XP_034189975.1
OG0007318	XP_035724238.1	XP_034177224.1
OG0007319	XP_035739426.1	XP_034190393.1
OG0007320	XP_035729865.1	XP_034172182.1
OG0007321	XP_035729731.1	XP_034184305.1
OG0007322	XP_035718410.1	XP_034192507.1
OG0007323	XP_035724978.1	XP_034171439.1
OG0007324	XP_035734245.1	XP_034187521.1
OG0007325	XP_035721148.1	XP_034174030.1
OG0007326	XP_035735873.1	XP_034187408.1
OG0007327	XP_035738127.1	XP_034195961.1
OG0007328	XP_035739132.1, XP_035739135.1	XP_034177166.1
OG0007330	XP_035730294.1	XP_034194230.1
OG0007331	XP_035735531.1	XP_034188694.1
OG0007332	XP_035739822.1	XP_034175475.1
OG0007333	XP_035733830.1, XP_035733831.1	XP_034179867.1
OG0007334	XP_035742094.1	XP_034185509.1
OG0007335	XP_035736182.1	XP_034195985.1
OG0007336	XP_035730311.1	XP_034195463.1
OG0007337	XP_035736310.1	XP_034184986.1
OG0007338	XP_035719328.1	XP_034187158.1
OG0007339	XP_035718774.1	XP_034176310.1
OG0007340	XP_035719946.1	XP_034182592.1
OG0007341	XP_035725098.1	XP_034174858.1
OG0007342	XP_035734134.1	XP_034178403.1
OG0007343	XP_035723139.1	XP_034176270.1
OG0007344	XP_035724062.1	XP_034189587.1
OG0007345	XP_035722995.1	XP_034170902.1
OG0007346	XP_035738028.1	XP_034176079.1
OG0007347	XP_035726425.1	XP_034189162.1
OG0007348	XP_035722098.1	XP_034190275.1
OG0007349	XP_035737611.1	XP_034182291.1
OG0007350	XP_035737822.1	XP_034176149.1
OG0007351	XP_035740348.1	XP_034184876.1
OG0007352	XP_035733100.1	XP_034187792.1
OG0007353	XP_035741350.1	XP_034170977.1
OG0007354	XP_035732993.1	XP_034196209.1
OG0007355	XP_035726978.1	XP_034191297.1
OG0007356	XP_035730880.1	XP_034176089.1
OG0007357	XP_035728108.1	XP_034185591.1
OG0007358	XP_035722000.1	XP_034192245.1
OG0007359	XP_035723872.1	XP_034174720.1
OG0007360	XP_035721753.1	XP_034187572.1
OG0007361	XP_035728772.1	XP_034188403.1
OG0007362	XP_035738479.1	XP_034186097.1
OG0007364	XP_035718107.1	XP_034193379.1
OG0007365	XP_035728338.1	XP_034190180.1
OG0007366	XP_035735279.1	XP_034191559.1
OG0007367	XP_035743140.1	XP_034175687.1
OG0007368	XP_035717122.1	XP_034177186.1
OG0007369	XP_035727234.1	XP_034188234.1
OG0007370	XP_035717674.1	XP_034179592.1
OG0007371	XP_035743800.1	XP_034193365.1
OG0007372	XP_035731600.1, XP_035731603.1	XP_034187627.1
OG0007374	XP_035726145.1	XP_034195925.1
OG0007375	XP_035730864.1	XP_034174928.1
OG0007376	XP_035718462.1	XP_034178247.1
OG0007377	XP_035733846.1	XP_034195564.1
OG0007378	XP_035719721.1	XP_034189521.1
OG0007379	XP_035718990.1	XP_034187121.1
OG0007380	XP_035735545.1	XP_034180603.1
OG0007381	XP_035743562.1	XP_034181758.1
OG0007382	XP_035718823.1	XP_034172948.1
OG0007383	XP_035722974.1	XP_034191048.1
OG0007384	XP_035734715.1	XP_034178544.1
OG0007385	XP_035726922.1	XP_034179991.1
OG0007386	XP_035717931.1	XP_034174484.1
OG0007387	XP_035737350.1	XP_034176905.1
OG0007388	XP_035732716.1	XP_034176397.1
OG0007389	XP_035737343.1	XP_034170976.1
OG0007390	XP_035734454.1	XP_034175372.1
OG0007391	XP_035731444.1	XP_034187478.1
OG0007392	XP_035733720.1	XP_034196280.1
OG0007393	XP_035721447.1	XP_034187466.1
OG0007394	XP_035729391.1	XP_034194580.1
OG0007395	XP_035727312.1	XP_034192077.1
OG0007396	XP_035729033.1	XP_034171465.1
OG0007397	XP_035737349.1	XP_034176081.1
OG0007398	XP_035722863.1	XP_034189506.1
OG0007399	XP_035731980.1	XP_034177315.1
OG0007400	XP_035736763.1	XP_034193560.1
OG0007401	XP_035732743.1	XP_034177674.1
OG0007402	XP_035735964.1	XP_034180188.1
OG0007403	XP_035736644.1	XP_034177500.1
OG0007404	XP_035723301.1	XP_034177722.1
OG0007405	XP_035731978.1	XP_034189457.1
OG0007406	XP_035729024.1, XP_035729023.1, XP_035729025.1	XP_034171454.1
OG0007407	XP_035725835.1	XP_034172683.1
OG0007408	XP_035741057.1	XP_034192367.1
OG0007409	XP_035744291.1	XP_034173884.1
OG0007410	XP_035730114.1	XP_034173273.1
OG0007411	XP_035739656.1	XP_034179223.1
OG0007412	XP_035733886.1, XP_035733885.1	XP_034176550.1
OG0007413	XP_035743059.1	XP_034183084.1
OG0007414	XP_035740073.1	XP_034176412.1
OG0007415	XP_035738138.1	XP_034194802.1
OG0007416	XP_035739378.1	XP_034186901.1
OG0007417	XP_035723522.1	XP_034173595.1
OG0007418	XP_035723278.1, XP_035723274.1	XP_034191121.1
OG0007419	XP_035729557.1	XP_034181650.1
OG0007420	XP_035743893.1	XP_034188056.1
OG0007421	XP_035727155.1	XP_034191741.1
OG0007422	XP_035743499.1	XP_034188107.1
OG0007423	XP_035723014.1	XP_034180818.1
OG0007424	XP_035726972.1, XP_035726974.1, XP_035726973.1	XP_034180251.1
OG0007425	XP_035734858.1	XP_034177998.1
OG0007426	XP_035730169.1	XP_034183731.1
OG0007427	XP_035738922.1	XP_034173893.1
OG0007428	XP_035722947.1	XP_034172178.1
OG0007429	XP_035726690.1	XP_034173605.1
OG0007430	XP_035726857.1	XP_034182981.1
OG0007431	XP_035729728.1	XP_034171428.1
OG0007432	XP_035724550.1	XP_034195669.1
OG0007433	XP_035730608.1	XP_034171614.1
OG0007434	XP_035728933.1	XP_034172448.1
OG0007435	XP_035731325.1	XP_034180724.1
OG0007436	XP_035731663.1	XP_034176030.1
OG0007437	XP_035736791.1	XP_034176492.1
OG0007438	XP_035743877.1	XP_034174076.1
OG0007439	XP_035737642.1	XP_034195865.1
OG0007440	XP_035729969.1	XP_034177728.1
OG0007441	XP_035729614.1	XP_034175584.1
OG0007442	XP_035717602.1	XP_034185349.1
OG0007443	XP_035722176.1	XP_034179142.1
OG0007444	XP_035734231.1	XP_034187502.1
OG0007445	XP_035717936.1	XP_034177864.1
OG0007446	XP_035727300.1	XP_034188246.1
OG0007447	XP_035719804.1	XP_034178655.1
OG0007449	XP_035722751.1	XP_034185605.1
OG0007450	XP_035735762.1	XP_034175720.1
OG0007452	XP_035731402.1	XP_034171038.1
OG0007453	XP_035731748.1	XP_034185527.1
OG0007454	XP_035731544.1	XP_034175402.1
OG0007455	XP_035722356.1	XP_034184742.1
OG0007456	XP_035728737.1	XP_034195471.1
OG0007457	XP_035742867.1	XP_034182000.1
OG0007458	XP_035735928.1	XP_034182875.1
OG0007459	XP_035718114.1	XP_034194732.1
OG0007460	XP_035728876.1	XP_034183754.1
OG0007461	XP_035729800.1	XP_034187117.1
OG0007462	XP_035738489.1	XP_034185830.1
OG0007463	XP_035717225.1	XP_034172857.1
OG0007464	XP_035742438.1	XP_034194384.1
OG0007465	XP_035742121.1	XP_034178652.1
OG0007466	XP_035727339.1	XP_034180632.1
OG0007467	XP_035737624.1	XP_034182300.1
OG0007468	XP_035733999.1	XP_034187281.1
OG0007469	XP_035736064.1	XP_034194118.1
OG0007470	XP_035720586.1	XP_034188698.1
OG0007471	XP_035728392.1	XP_034178295.1, XP_034178296.1
OG0007472	XP_035719035.1	XP_034187007.1
OG0007473	XP_035733240.1	XP_034190447.1
OG0007474	XP_035720393.1	XP_034188826.1
OG0007475	XP_035727089.1	XP_034187832.1
OG0007477	XP_035718232.1	XP_034178180.1
OG0007478	XP_035733516.1	XP_034196467.1, XP_034196466.1
OG0007479	XP_035722635.1	XP_034182237.1
OG0007480	XP_035727413.1	XP_034194694.1
OG0007481	XP_035725814.1	XP_034172451.1
OG0007483	XP_035724358.1	XP_034171128.1, XP_034171130.1, XP_034171131.1
