Orthogroup	Vespa_mandarinia	Aedes_aegypti
OG0006077	XP_035733995.1	XP_001648973.2
OG0006078	XP_035725585.1	XP_001649736.1
OG0006079	XP_035721557.1	XP_001649558.1
OG0006080	XP_035728674.1	XP_021696913.1
OG0006081	XP_035736897.1	XP_021707579.1
OG0006082	XP_035739754.1	XP_001662847.2
OG0006083	XP_035722771.1	XP_021699758.1
OG0006084	XP_035722208.1	XP_021708363.1
OG0006085	XP_035732007.1	XP_021708770.1
OG0006086	XP_035722308.1	XP_001657223.1
OG0006087	XP_035735623.1	XP_021703167.1
OG0006088	XP_035743753.1	XP_001649522.2
OG0006089	XP_035730263.1	XP_021711510.1
OG0006090	XP_035726333.1	XP_001649776.1
OG0006091	XP_035719937.1	XP_001652330.2
OG0006092	XP_035744158.1	XP_001648652.1
OG0006093	XP_035738871.1	XP_021710072.1
OG0006094	XP_035717978.1	XP_021703004.1
OG0006095	XP_035736286.1	XP_001652810.1
OG0006096	XP_035743654.1	XP_001654349.2
OG0006097	XP_035735728.1	XP_021700082.1
OG0006098	XP_035738836.1, XP_035738835.1	XP_021707208.1
OG0006099	XP_035729450.1	XP_021704688.1
OG0006100	XP_035738032.1	XP_021694071.1
OG0006101	XP_035721718.1	XP_021705817.1
OG0006102	XP_035738573.1	XP_021700393.1
OG0006103	XP_035730208.1	XP_001653341.1, XP_021702175.1
OG0006104	XP_035718500.1	XP_021702999.1
OG0006106	XP_035717170.1	XP_021700101.1
OG0006107	XP_035724137.1	XP_021709529.1
OG0006108	XP_035726685.1	XP_001655114.1
OG0006109	XP_035740119.1	XP_001656823.1
OG0006110	XP_035732339.1	XP_001659457.2
OG0006111	XP_035727876.1	XP_001664301.1
OG0006112	XP_035727771.1	XP_001655069.1
OG0006113	XP_035738413.1	XP_001654078.2
OG0006114	XP_035740489.1	XP_001654917.1
OG0006116	XP_035732773.1	XP_001659270.2, XP_001659269.1
OG0006117	XP_035733507.1	XP_021704644.1
OG0006118	XP_035727251.1, XP_035727250.1	XP_001648749.2
OG0006119	XP_035725394.1	XP_021694181.1
OG0006120	XP_035744274.1	XP_021702450.1
OG0006121	XP_035721106.1	XP_001648670.1
OG0006123	XP_035721108.1	XP_021696504.1
OG0006124	XP_035733221.1	XP_001650201.1
OG0006125	XP_035735641.1	XP_001656115.2
OG0006126	XP_035727800.1	XP_001649726.1
OG0006127	XP_035742238.1	XP_001660027.1
OG0006128	XP_035740616.1	XP_001656113.1
OG0006130	XP_035722263.1	XP_021702437.1
OG0006131	XP_035743087.1	XP_021694314.1
OG0006134	XP_035736990.1	XP_021713024.1
OG0006135	XP_035732512.1	XP_021701152.1
OG0006136	XP_035722339.1	XP_021699717.1
OG0006137	XP_035739172.1	XP_021695931.1, XP_021695922.1
OG0006138	XP_035717538.1	XP_021698409.1
OG0006139	XP_035742283.1	XP_001650883.1, XP_021696255.1, XP_021712153.1
OG0006140	XP_035718754.1	XP_021703752.1
OG0006141	XP_035742100.1	XP_021694661.1
OG0006142	XP_035736965.1	XP_001649217.2, XP_021705469.1
OG0006143	XP_035726927.1	XP_001654972.2, XP_021703376.1
OG0006144	XP_035729400.1	XP_021712876.1
OG0006145	XP_035733270.1	XP_001651673.1
OG0006147	XP_035740454.1	XP_021711767.1, XP_001658105.1
OG0006149	XP_035740615.1	XP_001660024.2
OG0006150	XP_035738794.1	XP_021710551.1
OG0006151	XP_035729148.1	XP_021702412.1
OG0006152	XP_035742510.1	XP_021696550.1
OG0006153	XP_035723265.1	XP_001649570.2
OG0006154	XP_035724875.1	XP_021696188.1
OG0006155	XP_035727092.1	XP_021707090.1
OG0006156	XP_035743443.1	XP_021700807.1
OG0006157	XP_035721414.1	XP_001657524.1
OG0006158	XP_035731680.1	XP_001660498.2
OG0006159	XP_035728258.1	XP_001655573.2
OG0006160	XP_035736026.1	XP_001655851.1
OG0006161	XP_035730099.1	XP_021701325.1
OG0006162	XP_035734500.1	XP_001661820.1
OG0006164	XP_035727974.1	XP_001657798.1
OG0006166	XP_035742637.1	XP_001651530.1
OG0006167	XP_035723694.1	XP_021695783.1
OG0006168	XP_035725728.1	XP_001662181.2
OG0006169	XP_035723099.1	XP_001658177.2
OG0006170	XP_035723510.1	XP_001653613.1
OG0006171	XP_035744217.1	XP_001659248.1
OG0006172	XP_035736562.1	XP_001651760.1
OG0006173	XP_035723417.1	XP_021693381.1
OG0006174	XP_035723553.1	XP_001663011.1
OG0006175	XP_035726429.1	XP_021693796.1
OG0006176	XP_035742016.1	XP_021710504.1
OG0006177	XP_035726320.1	XP_021707996.1
OG0006178	XP_035726758.1	XP_021704112.1
OG0006179	XP_035733515.1	XP_021706244.1, XP_001648502.2
OG0006180	XP_035728605.1	XP_021695635.1
OG0006181	XP_035730331.1	XP_021696820.1
OG0006182	XP_035724017.1	XP_021708688.1
OG0006183	XP_035741957.1	XP_001653128.1
OG0006184	XP_035739300.1	XP_001662027.2
OG0006185	XP_035729703.1	XP_001654454.1
OG0006186	XP_035733450.1	XP_001648588.2
OG0006187	XP_035735342.1	XP_021694638.1
OG0006188	XP_035725306.1	XP_021707431.1
OG0006189	XP_035738783.1	XP_021711889.1, XP_021710220.1
OG0006191	XP_035732474.1	XP_011493301.2
OG0006192	XP_035733716.1	XP_001656421.2
OG0006193	XP_035719965.1	XP_001661836.1
OG0006194	XP_035733684.1	XP_021704882.1
OG0006195	XP_035728261.1	XP_001661894.2
OG0006196	XP_035717854.1	XP_001652824.1
OG0006197	XP_035724509.1	XP_001651465.2
OG0006199	XP_035727329.1	XP_001662260.1
OG0006200	XP_035723713.1	XP_001658056.1
OG0006201	XP_035727833.1	XP_001664046.2, XP_021701956.1
OG0006202	XP_035734572.1	XP_021710311.1
OG0006203	XP_035727607.1	XP_001648164.1
OG0006204	XP_035736330.1	XP_001658684.2
OG0006205	XP_035741244.1	XP_021695219.1, XP_021708918.1
OG0006206	XP_035726139.1	XP_021710132.1
OG0006208	XP_035735069.1	XP_021693067.1
OG0006209	XP_035732063.1	XP_021701922.1
OG0006210	XP_035734335.1	XP_001662533.2
OG0006211	XP_035719133.1	XP_021708017.1
OG0006212	XP_035733969.1	XP_001653244.2
OG0006213	XP_035725430.1	XP_001659184.2
OG0006215	XP_035717571.1	XP_001663131.1
OG0006216	XP_035722534.1	XP_001658440.2
OG0006217	XP_035742613.1	XP_001652243.1
OG0006218	XP_035723107.1	XP_001658562.1
OG0006219	XP_035729323.1	XP_001655453.1
OG0006221	XP_035743351.1	XP_021704979.1
OG0006222	XP_035727147.1	XP_001649742.3, XP_021701013.1
OG0006223	XP_035718324.1	XP_001653482.2
OG0006224	XP_035739614.1	XP_001662971.1
OG0006225	XP_035731870.1	XP_001656981.1
OG0006226	XP_035729222.1	XP_001654182.2, XP_021708191.1
OG0006228	XP_035719504.1	XP_001651257.2, XP_021705034.1
OG0006229	XP_035741239.1	XP_001657927.2
OG0006230	XP_035721647.1, XP_035721648.1	XP_001652053.1
OG0006231	XP_035736749.1	XP_021700747.1, XP_021700749.1
OG0006232	XP_035723691.1	XP_021707754.1, XP_001652356.1
OG0006233	XP_035737091.1	XP_021705050.1
OG0006234	XP_035734315.1	XP_001664106.1
OG0006235	XP_035740876.1	XP_021702670.1
OG0006236	XP_035724836.1	XP_001662680.2
OG0006238	XP_035726384.1	XP_021710553.1
OG0006239	XP_035729172.1	XP_021709687.1
OG0006240	XP_035721980.1	XP_001663805.2
OG0006241	XP_035736297.1	XP_001659483.1
OG0006242	XP_035727773.1	XP_001657363.2, XP_001657364.2
OG0006243	XP_035739847.1	XP_001658449.1
OG0006244	XP_035736296.1, XP_035736294.1	XP_021699725.1
OG0006245	XP_035720315.1	XP_001653798.2, XP_021702939.1
OG0006246	XP_035739596.1	XP_001659450.1
OG0006247	XP_035741780.1	XP_021701011.1
OG0006248	XP_035743123.1	XP_021693719.1
OG0006249	XP_035742235.1	XP_021696640.1
OG0006250	XP_035741664.1	XP_021695603.1
OG0006251	XP_035718452.1, XP_035718451.1, XP_035718453.1	XP_021701369.1
OG0006252	XP_035742294.1	XP_001652452.1
OG0006253	XP_035717351.1	XP_001649404.1
OG0006254	XP_035731753.1	XP_021696559.1
OG0006255	XP_035740525.1	XP_001653652.2
OG0006256	XP_035740081.1	XP_021699832.1, XP_021699834.1
OG0006257	XP_035738116.1	XP_001660415.1, XP_021704810.1
OG0006258	XP_035718085.1	XP_001662100.1
OG0006259	XP_035737194.1	XP_021698919.1
OG0006260	XP_035730580.1	XP_021710032.1
OG0006261	XP_035735299.1	XP_021713032.1
OG0006262	XP_035726319.1	XP_001654445.1
OG0006263	XP_035721448.1	XP_001658134.1
OG0006264	XP_035740492.1	XP_001658414.2
OG0006265	XP_035721864.1	XP_001656416.2
OG0006266	XP_035738789.1	XP_001655142.1, XP_021712740.1
OG0006267	XP_035720631.1	XP_021708664.1
OG0006268	XP_035731804.1	XP_001662153.1
OG0006269	XP_035721473.1	XP_001655113.1
OG0006270	XP_035734939.1	XP_021705036.1
OG0006271	XP_035735003.1	XP_001659155.1
OG0006273	XP_035727439.1	XP_001661529.1
OG0006274	XP_035741131.1	XP_021699399.1
OG0006275	XP_035718557.1	XP_001656034.2
OG0006276	XP_035728123.1	XP_001661085.2
OG0006277	XP_035726025.1	XP_001654122.2
OG0006278	XP_035719829.1	XP_021701929.1
OG0006279	XP_035744223.1	XP_001649464.1
OG0006280	XP_035735160.1	XP_021706949.1
OG0006281	XP_035728220.1, XP_035728219.1	XP_021701193.1
OG0006282	XP_035733804.1	XP_021711621.1
OG0006283	XP_035734093.1	XP_001662069.2
OG0006284	XP_035739933.1	XP_001658130.2
OG0006285	XP_035717991.1	XP_001656619.1
OG0006286	XP_035725977.1	XP_001657422.1
OG0006287	XP_035735900.1	XP_001650345.1
OG0006288	XP_035721501.1	XP_021697338.1
OG0006289	XP_035735336.1	XP_001662357.1
OG0006290	XP_035718767.1	XP_021695110.1
OG0006291	XP_035742020.1	XP_021706632.1
OG0006292	XP_035736337.1	XP_001659750.2
OG0006293	XP_035737979.1	XP_001649003.1, XP_021707585.1
OG0006294	XP_035723500.1	XP_001653052.1
OG0006295	XP_035734537.1	XP_001650202.1
OG0006296	XP_035727143.1	XP_021704011.1
OG0006297	XP_035727844.1	XP_001658958.2
OG0006298	XP_035733685.1	XP_001662051.2
OG0006299	XP_035742060.1	XP_021695016.1, XP_021694917.1
OG0006300	XP_035727660.1	XP_021693795.1
OG0006301	XP_035717240.1	XP_021697011.1
OG0006302	XP_035739337.1	XP_021706178.1
OG0006303	XP_035720890.1	XP_001657255.2
OG0006304	XP_035738865.1	XP_021700110.1
OG0006305	XP_035718752.1	XP_021694598.1
OG0006306	XP_035723512.1	XP_001648253.1
OG0006307	XP_035741631.1	XP_021706343.1
OG0006308	XP_035721672.1	XP_001648949.2
OG0006309	XP_035734911.1	XP_001662411.1
OG0006310	XP_035727656.1, XP_035727657.1	XP_001650763.1
OG0006311	XP_035721824.1	XP_021696841.1, XP_001650609.2
OG0006312	XP_035744162.1	XP_001649746.1
OG0006313	XP_035729762.1	XP_001649399.1
OG0006314	XP_035738517.1	XP_021699555.1
OG0006315	XP_035738607.1	XP_021699711.1
OG0006316	XP_035720629.1	XP_021704286.1
OG0006317	XP_035736813.1	XP_021696014.1
OG0006318	XP_035733632.1	XP_021709632.1
OG0006319	XP_035720019.1	XP_001662409.1
OG0006320	XP_035728883.1	XP_021698478.1
OG0006322	XP_035723717.1	XP_011493441.1
OG0006323	XP_035718708.1	XP_011493383.1
OG0006324	XP_035731072.1	XP_001649078.2
OG0006325	XP_035719964.1	XP_021702947.1
OG0006326	XP_035739535.1	XP_001654401.2
OG0006327	XP_035730668.1	XP_001658204.2
OG0006328	XP_035741046.1	XP_001660887.1
OG0006329	XP_035735107.1	XP_001659032.1
OG0006330	XP_035720869.1	XP_021701539.1, XP_021701541.1, XP_021701540.1
OG0006331	XP_035731636.1	XP_001658276.1
OG0006332	XP_035743267.1	XP_001653669.1, XP_001653667.1, XP_021707232.1
OG0006333	XP_035743798.1	XP_001662996.1
OG0006334	XP_035724004.1	XP_001663180.1
OG0006335	XP_035732806.1	XP_021710512.1
OG0006337	XP_035726960.1	XP_001661825.1
OG0006338	XP_035728157.1	XP_001662618.1
OG0006339	XP_035737278.1	XP_021712646.1, XP_001662501.2
OG0006340	XP_035738896.1	XP_021693362.1
OG0006343	XP_035743827.1	XP_021703591.1
OG0006344	XP_035740851.1	XP_001654070.2
OG0006345	XP_035718539.1	XP_021709008.1
OG0006346	XP_035734513.1	XP_001656402.1
OG0006347	XP_035741004.1	XP_021696286.1
OG0006348	XP_035719290.1	XP_001654328.1
OG0006349	XP_035721901.1	XP_001658824.2
OG0006350	XP_035739676.1	XP_021706106.1
OG0006351	XP_035731126.1	XP_021713409.1
OG0006352	XP_035734532.1	XP_021706867.1
OG0006353	XP_035730248.1	XP_021705989.1
OG0006355	XP_035740370.1	XP_021693425.1
OG0006356	XP_035723234.1	XP_001657729.1
OG0006357	XP_035723119.1	XP_021707656.1
OG0006358	XP_035734262.1	XP_001652359.1
OG0006359	XP_035740387.1	XP_001660612.2
OG0006360	XP_035719925.1	XP_021697513.1
OG0006361	XP_035720533.1	XP_001660716.2
OG0006362	XP_035724408.1	XP_001656892.1
OG0006363	XP_035727378.1	XP_021699101.1
OG0006364	XP_035743550.1	XP_021710562.1, XP_021712143.1
OG0006365	XP_035721663.1	XP_021712422.1, XP_001657668.2
OG0006366	XP_035724324.1	XP_021707076.1
OG0006367	XP_035732359.1	XP_021695172.1
OG0006368	XP_035735793.1	XP_021705623.1
OG0006369	XP_035725166.1	XP_001657123.1
OG0006370	XP_035744112.1	XP_001662032.1
OG0006373	XP_035732231.1	XP_001648654.2
OG0006374	XP_035742915.1	XP_021712817.1, XP_001658799.2
OG0006375	XP_035742480.1	XP_001663666.2
OG0006377	XP_035735741.1	XP_021695198.1
OG0006378	XP_035725138.1	XP_001653879.2
OG0006379	XP_035740574.1	XP_021701522.1
OG0006380	XP_035733928.1	XP_021710493.1
OG0006381	XP_035734555.1	XP_021706258.1
OG0006382	XP_035721150.1	XP_001664244.2
OG0006383	XP_035726209.1	XP_021702590.1
OG0006384	XP_035723715.1	XP_001652638.1
OG0006385	XP_035723231.1	XP_001648348.3
OG0006386	XP_035743762.1	XP_001660840.2
OG0006388	XP_035743349.1	XP_021707726.1
OG0006389	XP_035722969.1	XP_001653143.2
OG0006390	XP_035737736.1	XP_001652466.1
OG0006391	XP_035742677.1	XP_001649858.2, XP_001649859.2
OG0006392	XP_035722833.1	XP_021703657.1
OG0006393	XP_035741673.1	XP_001657121.1
OG0006394	XP_035723221.1	XP_021706817.1
OG0006395	XP_035725101.1	XP_021709944.1
OG0006396	XP_035732436.1	XP_001654731.2
OG0006397	XP_035723567.1	XP_001651394.2
OG0006398	XP_035720758.1	XP_001658688.2
OG0006399	XP_035730656.1	XP_021712108.1, XP_021695083.1
OG0006400	XP_035718794.1	XP_021698933.1
OG0006401	XP_035728246.1	XP_021704579.1
OG0006403	XP_035727829.1	XP_021695823.1
OG0006404	XP_035730326.1	XP_001653183.2
OG0006405	XP_035742116.1	XP_021696127.1
OG0006406	XP_035730284.1, XP_035730283.1	XP_001656444.1
OG0006407	XP_035726245.1	XP_021706770.1
OG0006408	XP_035728886.1	XP_021695876.1
OG0006409	XP_035721289.1	XP_021694165.1, XP_021694166.1
OG0006411	XP_035718852.1	XP_021698270.1
OG0006412	XP_035718145.1	XP_001649124.1
OG0006413	XP_035727258.1	XP_001653824.1, XP_001653823.1
OG0006414	XP_035719763.1	XP_021699025.1
OG0006415	XP_035723383.1	XP_021708154.1
OG0006416	XP_035718819.1	XP_021711898.1, XP_001661064.2
OG0006417	XP_035730072.1	XP_021700324.1
OG0006418	XP_035721245.1	XP_021707602.1
OG0006419	XP_035733833.1	XP_021708497.1
OG0006420	XP_035724980.1	XP_001657527.2
OG0006422	XP_035733025.1	XP_001663654.1
OG0006423	XP_035725826.1, XP_035725829.1	XP_021709939.1
OG0006425	XP_035720415.1	XP_021709132.1
OG0006426	XP_035742870.1	XP_001650919.1
OG0006427	XP_035726526.1	XP_021709504.1
OG0006428	XP_035724471.1	XP_021706620.1, XP_021711982.1
OG0006429	XP_035719955.1	XP_021712998.1
OG0006430	XP_035719738.1	XP_001663724.2
OG0006431	XP_035743872.1	XP_021705127.1
OG0006432	XP_035722588.1	XP_021694828.1
OG0006433	XP_035737245.1	XP_001656845.2
OG0006434	XP_035741670.1	XP_021698604.1
OG0006435	XP_035725321.1	XP_001659327.1
OG0006437	XP_035732102.1	XP_001653312.1
OG0006438	XP_035728669.1	XP_021704712.1
OG0006439	XP_035738487.1	XP_001659227.2
OG0006440	XP_035736641.1	XP_021701538.1
OG0006441	XP_035726581.1	XP_001654260.2
OG0006442	XP_035726309.1	XP_001655350.2
OG0006443	XP_035737489.1	XP_021705140.1
OG0006444	XP_035742729.1	XP_001648196.1
OG0006445	XP_035737012.1	XP_021708505.1
OG0006446	XP_035737058.1	XP_021705676.1
OG0006447	XP_035735489.1	XP_001648609.1
OG0006448	XP_035743134.1	XP_011493731.1
OG0006449	XP_035719012.1	XP_001650574.2
OG0006450	XP_035730707.1	XP_021700848.1
OG0006451	XP_035728927.1	XP_001664282.1
OG0006452	XP_035730684.1	XP_001659778.1
OG0006454	XP_035726852.1, XP_035726853.1	XP_021695339.1
OG0006455	XP_035736667.1	XP_021697448.1
OG0006456	XP_035742000.1	XP_001654061.2
OG0006457	XP_035740347.1	XP_001649604.1
OG0006458	XP_035722656.1	XP_001661916.1
OG0006459	XP_035725684.1	XP_021706028.1
OG0006460	XP_035733790.1	XP_001661961.1
OG0006463	XP_035722571.1	XP_001664316.1
OG0006464	XP_035724730.1	XP_021707837.1
OG0006465	XP_035734098.1	XP_021709281.1
OG0006466	XP_035738679.1	XP_021704187.1
OG0006467	XP_035738857.1	XP_001654812.1
OG0006468	XP_035731149.1	XP_021694829.1
OG0006469	XP_035717633.1	XP_021698220.1
OG0006470	XP_035726009.1	XP_021704077.1
OG0006471	XP_035736706.1	XP_021703560.1
OG0006472	XP_035718621.1	XP_001652850.2
OG0006473	XP_035736599.1	XP_021709807.1
OG0006474	XP_035741379.1	XP_001652417.2
OG0006475	XP_035743769.1, XP_035743767.1	XP_021701211.1
OG0006476	XP_035743090.1	XP_021697068.1
OG0006477	XP_035739428.1	XP_021700677.1
OG0006478	XP_035723470.1	XP_001656937.1
OG0006480	XP_035730851.1	XP_001650487.2
OG0006481	XP_035725884.1	XP_021699696.1, XP_001662108.1
OG0006482	XP_035728819.1, XP_035728817.1	XP_001648880.2
OG0006483	XP_035723311.1	XP_021697737.1
OG0006484	XP_035738987.1	XP_021713424.1
OG0006485	XP_035741600.1	XP_021709595.1, XP_021709594.1
OG0006486	XP_035722481.1	XP_021709153.1
OG0006487	XP_035730997.1	XP_001659448.2
OG0006488	XP_035732976.1	XP_001657902.2
OG0006489	XP_035740727.1	XP_021694898.1
OG0006490	XP_035726627.1	XP_001660418.2
OG0006491	XP_035742419.1	XP_001660916.2
OG0006493	XP_035728407.1	XP_011493096.1
OG0006494	XP_035723171.1	XP_021708500.1
OG0006495	XP_035739924.1	XP_001649467.1
OG0006496	XP_035719930.1	XP_021706328.1
OG0006497	XP_035725366.1	XP_021700020.1
OG0006498	XP_035728739.1	XP_001650131.1
OG0006499	XP_035719016.1	XP_021707065.1
OG0006500	XP_035738572.1	XP_001656926.2
OG0006501	XP_035717474.1	XP_001650005.1
OG0006502	XP_035724453.1	XP_001648450.1
OG0006503	XP_035736410.1	XP_001662670.1
OG0006505	XP_035722854.1	XP_021702162.1
OG0006506	XP_035722663.1	XP_021712602.1, XP_001651261.1
OG0006507	XP_035726366.1	XP_021709249.1
OG0006508	XP_035733599.1	XP_021699337.1
OG0006509	XP_035717941.1	XP_021711973.1, XP_021693609.1
OG0006510	XP_035742287.1	XP_001650335.1
OG0006511	XP_035733909.1	XP_021701335.1
OG0006512	XP_035741401.1	XP_021713034.1, XP_021712351.1
OG0006513	XP_035741434.1	XP_001654102.2
OG0006514	XP_035730135.1	XP_001659016.2
OG0006515	XP_035736107.1	XP_021694817.1
OG0006516	XP_035731452.1	XP_001653438.1
OG0006517	XP_035734584.1	XP_021694575.1
OG0006518	XP_035730313.1	XP_021698137.1
OG0006519	XP_035724972.1	XP_021707312.1
OG0006520	XP_035730995.1	XP_001656464.2
OG0006521	XP_035717586.1	XP_001653443.2
OG0006522	XP_035717197.1	XP_001655315.1
OG0006523	XP_035740210.1	XP_021699726.1
OG0006524	XP_035732672.1	XP_021703268.1
OG0006525	XP_035738953.1	XP_001654173.2, XP_021708087.1
OG0006526	XP_035739496.1	XP_021706331.1
OG0006527	XP_035741735.1	XP_021699671.1
OG0006528	XP_035735137.1	XP_021703214.1
OG0006529	XP_035726407.1	XP_001657348.1, XP_021711286.1
OG0006530	XP_035733559.1	XP_021694164.1
OG0006533	XP_035724613.1	XP_001662904.1
OG0006534	XP_035741749.1	XP_001654737.1
OG0006535	XP_035724211.1, XP_035724212.1, XP_035724210.1	XP_001660944.1
OG0006536	XP_035718618.1	XP_021695744.1
OG0006537	XP_035721884.1	XP_021697183.1
OG0006538	XP_035730039.1	XP_021701619.1
OG0006539	XP_035733819.1	XP_021707172.1
OG0006540	XP_035743963.1	XP_001649665.2
OG0006541	XP_035717226.1	XP_001650870.1
OG0006542	XP_035724241.1	XP_021701853.1
OG0006543	XP_035728447.1	XP_021701331.1, XP_021701330.1, XP_001658184.1
OG0006544	XP_035742133.1	XP_021694656.1
OG0006545	XP_035722065.1	XP_021704327.1
OG0006546	XP_035728725.1	XP_001661121.1
OG0006547	XP_035725282.1	XP_001664204.1
OG0006548	XP_035728816.1, XP_035741080.1	XP_001662694.2
OG0006549	XP_035736654.1	XP_001655852.1
OG0006551	XP_035724641.1	XP_001650886.2
OG0006552	XP_035735581.1	XP_001663333.1
OG0006553	XP_035720618.1	XP_021707819.1
OG0006554	XP_035732372.1	XP_001658388.1
OG0006555	XP_035732498.1	XP_011493288.2, XP_021693043.1
OG0006556	XP_035738830.1	XP_001654277.1
OG0006558	XP_035728756.1, XP_035728757.1	XP_021697069.1
OG0006559	XP_035743811.1	XP_021703739.1
OG0006560	XP_035739201.1	XP_021700104.1
OG0006561	XP_035721326.1	XP_001658164.1
OG0006562	XP_035721511.1	XP_021708171.1
OG0006563	XP_035723298.1	XP_021705845.1
OG0006565	XP_035719897.1	XP_021693766.1
OG0006566	XP_035740338.1	XP_021698895.1
OG0006568	XP_035729672.1	XP_001660405.1
OG0006570	XP_035742848.1	XP_021699637.1
OG0006571	XP_035741053.1	XP_021701970.1
OG0006573	XP_035736352.1	XP_001656668.1
OG0006574	XP_035717700.1	XP_021702968.1
OG0006575	XP_035742871.1	XP_021702168.1
OG0006576	XP_035734440.1	XP_021705145.1
OG0006577	XP_035735921.1	XP_021709301.1
OG0006579	XP_035738887.1	XP_001656789.2
OG0006580	XP_035717539.1	XP_021705060.1
OG0006581	XP_035736213.1	XP_021699941.1, XP_021699950.1, XP_021699935.1
OG0006582	XP_035744065.1	XP_001650857.1
OG0006583	XP_035717293.1	XP_021700455.1
OG0006584	XP_035743369.1	XP_001655336.2
OG0006585	XP_035731176.1, XP_035731175.1	XP_001651220.2
OG0006586	XP_035722586.1	XP_001662311.1
OG0006587	XP_035740304.1	XP_001663056.2
OG0006588	XP_035737399.1	XP_001662977.2
OG0006590	XP_035734507.1	XP_021703546.1
OG0006591	XP_035743682.1	XP_001660548.1
OG0006592	XP_035717130.1	XP_001658166.2
OG0006593	XP_035723579.1	XP_021694750.1, XP_021694749.1
OG0006594	XP_035719210.1	XP_021699913.1
OG0006595	XP_035727649.1	XP_021699828.1
OG0006596	XP_035739403.1	XP_021695771.1
OG0006597	XP_035719380.1	XP_021695160.1
OG0006598	XP_035726318.1	XP_021706205.1
OG0006599	XP_035722860.1	XP_021703880.1
OG0006600	XP_035738548.1	XP_001658690.2
OG0006601	XP_035742899.1	XP_021709738.1
OG0006602	XP_035718983.1	XP_001660447.1
OG0006603	XP_035741338.1, XP_035741337.1	XP_021706843.1
OG0006604	XP_035725588.1	XP_021698653.1
OG0006605	XP_035739358.1	XP_001649766.2
OG0006606	XP_035736538.1	XP_021713002.1
OG0006607	XP_035729807.1	XP_021697634.1
OG0006608	XP_035732709.1	XP_021708619.1
OG0006609	XP_035725768.1	XP_021692953.1
OG0006610	XP_035721259.1	XP_021704132.1
OG0006611	XP_035735231.1	XP_021706441.1
