Orthogroup	Nomia_melanderi	Drosophila_melanogaster
OG0006011	XP_031834332.1	NP_001014475.1
OG0006012	XP_031839553.1	NP_001285314.1
OG0006013	XP_031841467.1, XP_031841468.1	NP_001015241.3
OG0006014	XP_031842912.1	NP_001162944.1
OG0006015	XP_031829242.1	NP_523588.2
OG0006016	XP_031842930.1, XP_031842929.1	NP_649710.1
OG0006017	XP_031828357.1	NP_996434.2
OG0006018	XP_031838381.1	NP_001334699.1, NP_001263046.1
OG0006019	XP_031827543.1	NP_001262932.1
OG0006020	XP_031840179.1	NP_649703.1
OG0006021	XP_031843038.1	NP_001261597.1
OG0006022	XP_031838573.1	NP_001027262.1
OG0006023	XP_031833697.1	NP_650257.1
OG0006024	XP_031832908.1	NP_788346.1, NP_725314.1
OG0006025	XP_031830889.1	NP_001262138.1
OG0006026	XP_031826213.1	NP_650705.1
OG0006027	XP_031847048.1, XP_031847057.1	NP_523743.1
OG0006028	XP_031850004.1	NP_001286439.1, NP_001036532.1
OG0006029	XP_031829710.1	NP_001286155.1
OG0006030	XP_031850428.1	NP_725048.1
OG0006031	XP_031839055.1	NP_476999.1
OG0006032	XP_031833014.1	NP_001036415.2
OG0006033	XP_031826340.1	NP_001097456.2
OG0006034	XP_031826376.1	NP_572162.2
OG0006036	XP_031826065.1	NP_650428.1
OG0006037	XP_031826885.1	NP_524043.1
OG0006038	XP_031836562.1	NP_477133.1
OG0006039	XP_031845249.1	NP_610675.1
OG0006040	XP_031840012.1	NP_001286717.1
OG0006041	XP_031832014.1	NP_001027443.1
OG0006042	XP_031831201.1	NP_001262058.1
OG0006043	XP_031847094.1	NP_001260714.1
OG0006045	XP_031843054.1	NP_001246932.1
OG0006046	XP_031832283.1	NP_001262252.1
OG0006047	XP_031849902.1	NP_524999.2
OG0006048	XP_031840197.1	NP_648607.3
OG0006049	XP_031841882.1	NP_001286188.1
OG0006050	XP_031835490.1	NP_726036.2
OG0006051	XP_031830501.1	NP_001285881.1
OG0006052	XP_031843490.1	NP_001261482.1
OG0006053	XP_031837592.1	NP_649471.3
OG0006054	XP_031844521.1	NP_001261750.1
OG0006055	XP_031826178.1	NP_648642.1
OG0006056	XP_031836018.1	NP_001137842.2
OG0006057	XP_031827308.1	NP_476573.1
OG0006058	XP_031827289.1	NP_001246712.1
OG0006059	XP_031835430.1, XP_031848851.1	NP_001247193.1
OG0006060	XP_031837499.1	NP_001262018.1
OG0006061	XP_031846813.1, XP_031846812.1	NP_651356.1
OG0006062	XP_031833345.1	NP_477378.1
OG0006063	XP_031836218.1	NP_569845.2
OG0006064	XP_031839151.1	NP_477281.1
OG0006065	XP_031834216.1	NP_001334737.1
OG0006066	XP_031844937.1, XP_031844939.1, XP_031844938.1	NP_651276.2
OG0006067	XP_031849029.1	NP_609378.1
OG0006068	XP_031847643.1	NP_524713.1
OG0006069	XP_031839457.1	NP_477497.1
OG0006070	XP_031845028.1	NP_001262263.1
OG0006071	XP_031840540.1	NP_001285391.1
OG0006072	XP_031829639.1	NP_001285492.1
OG0006073	XP_031839780.1	NP_611426.1
OG0006074	XP_031836027.1, XP_031836028.1	NP_612053.1
OG0006075	XP_031836208.1	NP_610427.2
OG0006076	XP_031850273.1	NP_649580.1
OG0006077	XP_031846925.1	NP_608579.1
OG0006078	XP_031844160.1	NP_001284992.1
OG0006079	XP_031829716.1	NP_001259667.1
OG0006080	XP_031828036.1	NP_001261414.1
OG0006081	XP_031841912.1	NP_001262442.1
OG0006082	XP_031826971.1	NP_610418.1
OG0006083	XP_031829908.1	NP_001356961.1
OG0006084	XP_031831827.1	NP_001262557.1
OG0006085	XP_031825529.1	NP_648408.1
OG0006086	XP_031846676.1	NP_647985.1
OG0006087	XP_031829354.1	NP_608734.2
OG0006088	XP_031845222.1	NP_651237.1
OG0006089	XP_031841885.1	NP_523765.1
OG0006090	XP_031835443.1, XP_031835444.1	NP_649083.2
OG0006091	XP_031828896.1	NP_001259101.1
OG0006092	XP_031848154.1	NP_647852.1
OG0006093	XP_031836324.1	NP_995833.1
OG0006094	XP_031847570.1	NP_523503.2
OG0006095	XP_031833508.1	NP_001261575.1
OG0006096	XP_031834525.1	NP_650582.1, NP_001259842.1
OG0006097	XP_031843553.1	NP_609899.1
OG0006098	XP_031836152.1	NP_608860.1
OG0006099	XP_031830340.1	NP_001284815.1
OG0006100	XP_031849391.1	NP_651176.1
OG0006101	XP_031836535.1	NP_001303349.1
OG0006102	XP_031849676.1, XP_031849675.1	NP_650124.1
OG0006103	XP_031836315.1	NP_001286173.1
OG0006104	XP_031848481.1	NP_523502.1
OG0006105	XP_031839706.1	NP_001245926.1
OG0006106	XP_031825847.1	NP_477156.1
OG0006107	XP_031848489.1	NP_651750.1
OG0006108	XP_031841943.1	NP_001262702.1
OG0006109	XP_031849792.1	NP_001262062.1
OG0006110	XP_031838366.1	NP_610849.1
OG0006111	XP_031842707.1	NP_001104390.2
OG0006112	XP_031828166.1	NP_648320.1
OG0006113	XP_031827072.1	NP_649898.1
OG0006114	XP_031847084.1	NP_001260811.1, NP_001104407.2
OG0006116	XP_031837663.1	NP_647763.1
OG0006117	XP_031834594.1, XP_031834595.1	NP_572505.1
OG0006118	XP_031837325.1	NP_477286.2
OG0006119	XP_031837557.1	NP_650586.2
OG0006120	XP_031832989.1	NP_648202.1
OG0006121	XP_031845564.1	NP_001261137.1
OG0006123	XP_031850483.1	NP_523915.1
OG0006124	XP_031825415.1	NP_001259982.1
OG0006125	XP_031827949.1	NP_524120.1
OG0006126	XP_031827169.1	NP_001260299.1
OG0006127	XP_031843443.1	NP_523835.2
OG0006129	XP_031830211.1	NP_572797.3
OG0006130	XP_031829229.1	NP_001163006.1
OG0006131	XP_031831859.1	NP_001027151.1
OG0006134	XP_031844259.1	NP_727526.2
OG0006135	XP_031828846.1	NP_001137821.1
OG0006136	XP_031844326.1	NP_001097030.1
OG0006137	XP_031840440.1	NP_572545.1
OG0006138	XP_031831026.1	NP_725252.1
OG0006139	XP_031848590.1	NP_733421.1
OG0006140	XP_031846369.1	NP_649304.1
OG0006141	XP_031838922.1	NP_572524.1
OG0006142	XP_031845664.1	NP_727103.1, NP_001286037.1
OG0006143	XP_031828523.1	NP_724277.2
OG0006144	XP_031826948.1	NP_524471.2
OG0006145	XP_031848541.1	NP_001097600.1
OG0006147	XP_031827877.1	NP_649470.2
OG0006149	XP_031838398.1	NP_001286791.1
OG0006150	XP_031826068.1	NP_001189184.1
OG0006152	XP_031829001.1	NP_730244.1
OG0006153	XP_031840437.1	NP_611646.1
OG0006154	XP_031838622.1	NP_524603.2
OG0006155	XP_031833261.1	NP_524691.1
OG0006156	XP_031830615.1	NP_001259853.1
OG0006157	XP_031837507.1	NP_001262724.1
OG0006158	XP_031846348.1	NP_477201.1
OG0006159	XP_031832038.1	NP_649435.2
OG0006160	XP_031844777.1, XP_031844781.1	NP_651514.1
OG0006161	XP_031827472.1	NP_476597.2
OG0006162	XP_031841855.1	NP_732563.2
OG0006164	XP_031840737.1	NP_608834.1
OG0006165	XP_031841053.1	NP_001260320.1
OG0006166	XP_031843660.1	NP_524887.2
OG0006167	XP_031827394.1	NP_611885.3
OG0006168	XP_031826674.1	NP_523876.2
OG0006169	XP_031829991.1	NP_610399.1
OG0006170	XP_031848047.1	NP_001285142.1
OG0006171	XP_031844244.1	NP_477222.1
OG0006172	XP_031841034.1	NP_001027215.1
OG0006173	XP_031847474.1	NP_001262307.1
OG0006174	XP_031843035.1	NP_647745.1
OG0006175	XP_031835329.1	NP_001284899.1
OG0006176	XP_031835298.1	NP_001261682.1
OG0006177	XP_031839937.1	NP_001287536.1
OG0006178	XP_031825831.1	NP_001285196.1
OG0006179	XP_031834604.1	NP_001247201.1
OG0006180	XP_031828783.1, XP_031828776.1	NP_001097279.2
OG0006181	XP_031847390.1	NP_001261385.1
OG0006182	XP_031837693.1	NP_511129.3
OG0006183	XP_031838316.1	NP_001261920.1
OG0006184	XP_031830029.1	NP_723116.1
OG0006185	XP_031841641.1	NP_001015119.2
OG0006186	XP_031840481.1	NP_730508.1
OG0006187	XP_031833297.1	NP_727611.1
OG0006188	XP_031837936.1	NP_523389.3, NP_001285389.1
OG0006189	XP_031847642.1	NP_001097943.1
OG0006191	XP_031834438.1	NP_001163710.1
OG0006192	XP_031842055.1	NP_647943.2
OG0006193	XP_031830014.1	NP_001287235.1
OG0006194	XP_031829428.1	NP_001285517.1
OG0006195	XP_031831920.1	NP_001247313.1
OG0006196	XP_031836317.1, XP_031836309.1	NP_609579.1
OG0006197	XP_031833192.1	NP_651211.2
OG0006199	XP_031846420.1	NP_608931.1
OG0006200	XP_031833544.1	NP_650001.2
OG0006201	XP_031829406.1	NP_001036772.2
OG0006202	XP_031850370.1	NP_611178.1, NP_001259623.1
OG0006203	XP_031849105.1, XP_031849106.1	NP_524098.2
OG0006204	XP_031847619.1	NP_477499.1
OG0006205	XP_031844636.1	NP_611419.1
OG0006206	XP_031839458.1	NP_733391.1
OG0006207	XP_031837265.1	NP_523959.2
OG0006208	XP_031843197.1, XP_031843193.1	NP_731761.3
OG0006209	XP_031844382.1	NP_001245852.1
OG0006210	XP_031842438.1	NP_733077.3
OG0006211	XP_031836567.1	NP_001259340.1, NP_001262941.1
OG0006212	XP_031849439.1	NP_648758.1
OG0006213	XP_031841326.1	NP_001261417.1
OG0006214	XP_031836925.1	NP_001097658.1
OG0006215	XP_031849371.1	NP_477473.1
OG0006216	XP_031826629.1	NP_476596.1
OG0006217	XP_031850158.1	NP_573245.1
OG0006218	XP_031843761.1	NP_727306.1
OG0006219	XP_031837278.1	NP_524464.1
OG0006220	XP_031830574.1, XP_031830573.1	NP_001303424.1
OG0006221	XP_031828501.1	NP_001162664.2
OG0006222	XP_031826814.1	NP_476702.1
OG0006223	XP_031839646.1	NP_611600.1
OG0006224	XP_031834360.1	NP_651530.1
OG0006225	XP_031848794.1	NP_649835.1
OG0006226	XP_031837177.1	NP_651580.3
OG0006228	XP_031830911.1	NP_649916.1
OG0006229	XP_031844550.1	NP_523443.1
OG0006230	XP_031837122.1	NP_648400.1
OG0006231	XP_031839430.1	NP_524929.1
OG0006232	XP_031832120.1	NP_650739.2
OG0006233	XP_031839928.1	NP_611215.1
OG0006234	XP_031848733.1	NP_728264.1, NP_648139.1
OG0006235	XP_031838003.1	NP_001286524.1
OG0006236	XP_031828153.1	NP_610996.1
OG0006237	XP_031831370.1	NP_608950.3
OG0006238	XP_031838903.1	NP_001285439.1
OG0006240	XP_031847218.1	NP_001263068.1
OG0006241	XP_031831142.1	NP_524116.2
OG0006242	XP_031829712.1	NP_001285458.1
OG0006243	XP_031835540.1, XP_031835541.1	NP_723893.1
OG0006244	XP_031842799.1, XP_031842800.1	NP_001245621.1
OG0006245	XP_031833053.1	NP_787990.1
OG0006246	XP_031843103.1	NP_001138209.1
OG0006247	XP_031846329.1	NP_569958.2
OG0006248	XP_031842502.1	NP_001262556.1
OG0006249	XP_031833621.1, XP_031833622.1	NP_001263082.1
OG0006250	XP_031846231.1	NP_647705.1
OG0006251	XP_031831048.1	NP_723730.2
OG0006252	XP_031847518.1	NP_001245944.1
OG0006253	XP_031845659.1	NP_648947.1, NP_647858.2
OG0006254	XP_031848347.1	NP_001286950.1
OG0006255	XP_031845881.1	NP_649130.2
OG0006256	XP_031850191.1	NP_001287243.1
OG0006257	XP_031832562.1	NP_649560.1
OG0006258	XP_031836014.1	NP_001014577.1
OG0006259	XP_031826513.1	NP_476833.1
OG0006260	XP_031828609.1	NP_524330.2
OG0006261	XP_031845892.1, XP_031845891.1	NP_648837.2
OG0006262	XP_031839936.1, XP_031839934.1, XP_031839935.1	NP_001287107.1
OG0006263	XP_031826049.1	NP_001246449.1
OG0006264	XP_031834030.1	NP_001303458.1
OG0006265	XP_031848438.1	NP_001262396.1
OG0006266	XP_031838396.1	NP_726016.1
OG0006267	XP_031830322.1	NP_611223.4
OG0006268	XP_031826883.1	NP_647979.1
OG0006269	XP_031837161.1	NP_649826.3
OG0006270	XP_031839570.1	NP_651665.2
OG0006271	XP_031849775.1	NP_001285268.1
OG0006273	XP_031826759.1	NP_732199.2
OG0006274	XP_031838021.1	NP_001286160.1
OG0006275	XP_031835287.1	NP_728606.1, NP_726727.1
OG0006276	XP_031840705.1	NP_524040.2
OG0006277	XP_031829424.1	NP_651757.1
OG0006278	XP_031846726.1	NP_477226.2
OG0006279	XP_031844208.1	NP_001285719.1
OG0006280	XP_031840297.1	NP_608318.5
OG0006282	XP_031843287.1	NP_649414.1
OG0006283	XP_031833353.1	NP_524100.1
OG0006284	XP_031849560.1	NP_572441.1
OG0006285	XP_031847592.1	NP_001163022.1, NP_001260629.1
OG0006286	XP_031828080.1	NP_001262267.1
OG0006287	XP_031832822.1	NP_523969.1
OG0006288	XP_031850403.1	NP_572901.1
OG0006289	XP_031833296.1	NP_650822.1
OG0006290	XP_031849296.1	NP_525063.1
OG0006291	XP_031833051.1	NP_648556.3
OG0006292	XP_031848875.1	NP_001259502.1
OG0006293	XP_031846822.1	NP_001262699.1
OG0006294	XP_031846995.1	NP_649499.1
OG0006295	XP_031850021.1	NP_608738.1
OG0006296	XP_031835975.1	NP_609375.1
OG0006297	XP_031843491.1	NP_608779.1
OG0006298	XP_031829401.1	NP_001285902.1
OG0006299	XP_031834497.1	NP_001247105.1
OG0006300	XP_031827705.1	NP_572930.3
OG0006301	XP_031826579.1, XP_031826580.1	NP_611332.1
OG0006302	XP_031827034.1	NP_572215.1
OG0006303	XP_031842219.1	NP_001262065.1
OG0006304	XP_031845401.1	NP_651005.1
OG0006305	XP_031826828.1	NP_523357.2
OG0006306	XP_031840970.1	NP_610167.3
OG0006307	XP_031830185.1	NP_001261793.1
OG0006308	XP_031845673.1, XP_031845674.1	NP_477318.1
OG0006309	XP_031845184.1	NP_001286949.1
OG0006310	XP_031828158.1	NP_001260349.1
OG0006311	XP_031845874.1	NP_001261955.1
OG0006312	XP_031839416.1	NP_001246038.1
OG0006313	XP_031847123.1	NP_572308.3, NP_001287039.1
OG0006314	XP_031841002.1	NP_001286676.1
OG0006315	XP_031840929.1	NP_001097366.1
OG0006316	XP_031833863.1	NP_001285018.1, NP_611485.1
OG0006317	XP_031843739.1	NP_611265.1
OG0006318	XP_031826968.1	NP_001262587.1
OG0006319	XP_031840469.1	NP_001261559.1
OG0006320	XP_031827327.1, XP_031827326.1	NP_001303467.1
OG0006322	XP_031850305.1	NP_648756.1
OG0006323	XP_031850267.1	NP_001303317.1
OG0006324	XP_031842708.1	NP_525123.2
OG0006325	XP_031830023.1	NP_608615.1
OG0006326	XP_031828498.1	NP_001356954.1
OG0006327	XP_031828443.1	NP_611270.1
OG0006328	XP_031832267.1	NP_724578.1
OG0006329	XP_031843106.1	NP_524303.2, NP_477371.1
OG0006331	XP_031833088.1	NP_648257.1
OG0006332	XP_031849747.1	NP_608996.1
OG0006333	XP_031837642.1	NP_477332.1
OG0006334	XP_031838776.1	NP_523663.1
OG0006335	XP_031845555.1	NP_001263028.1
OG0006337	XP_031843501.1	NP_001163572.1, NP_648007.1
OG0006340	XP_031840202.1	NP_001262553.1
OG0006343	XP_031829780.1	NP_610953.1
OG0006344	XP_031847905.1	NP_001247302.1
OG0006345	XP_031839725.1	NP_651390.2
OG0006346	XP_031845619.1	NP_650662.1
OG0006347	XP_031825988.1	NP_612080.1
OG0006348	XP_031841707.1	NP_647884.1
OG0006349	XP_031846442.1	NP_001259426.1
OG0006350	XP_031842032.1	NP_651099.1
OG0006351	XP_031849866.1	NP_651220.3
OG0006352	XP_031850567.1, XP_031850569.1	NP_648347.2
OG0006353	XP_031840567.1	NP_001097319.1
OG0006355	XP_031829892.1	NP_001262542.1
OG0006356	XP_031832007.1	NP_651922.1
OG0006357	XP_031841860.1	NP_001259191.1
OG0006358	XP_031845497.1	NP_523374.2
OG0006359	XP_031829967.1	NP_001287135.1, NP_572757.2
OG0006360	XP_031845744.1	NP_611881.1
OG0006361	XP_031837398.1	NP_609441.1
OG0006362	XP_031847628.1	NP_610055.1
OG0006363	XP_031827845.1	NP_648043.1, NP_648045.2
OG0006364	XP_031846272.1	NP_001246952.1
OG0006365	XP_031843267.1	NP_001247027.1
OG0006366	XP_031835065.1	NP_001163243.1
OG0006367	XP_031829668.1	NP_608426.1
OG0006368	XP_031829558.1	NP_647932.1
OG0006369	XP_031849595.1	NP_001036574.1
OG0006370	XP_031832967.1	NP_611051.2
OG0006371	XP_031842238.1	NP_001260450.1
OG0006372	XP_031837920.1	NP_001246894.1
OG0006373	XP_031835957.1	NP_001260269.1
OG0006374	XP_031848650.1	NP_648111.1
OG0006375	XP_031843290.1	NP_610929.2
OG0006377	XP_031828135.1	NP_001261387.1
OG0006378	XP_031841323.1	NP_524124.1
OG0006379	XP_031847809.1	NP_001097077.1
OG0006380	XP_031832364.1	NP_733372.1
OG0006381	XP_031831165.1	NP_001303418.1, NP_001137750.1
OG0006382	XP_031840827.1	NP_001261668.1
OG0006383	XP_031828172.1	NP_723346.2
OG0006384	XP_031850265.1	NP_572861.1
OG0006385	XP_031844219.1	NP_523814.1
OG0006386	XP_031835285.1	NP_611601.2
OG0006388	XP_031844251.1	NP_611095.1
OG0006389	XP_031831131.1	NP_536736.2
OG0006390	XP_031828485.1	NP_001285318.1
OG0006391	XP_031844307.1	NP_996333.4
OG0006392	XP_031828252.1	NP_001260321.1
OG0006393	XP_031844989.1	NP_648421.1
OG0006394	XP_031844039.1	NP_611637.1
OG0006395	XP_031831924.1, XP_031831923.1	NP_650562.1
OG0006396	XP_031828446.1	NP_001014557.3
OG0006397	XP_031827407.1	NP_001261867.1
OG0006398	XP_031843318.1	NP_648445.1
OG0006399	XP_031836838.1	NP_572350.2
OG0006400	XP_031831934.1	NP_001097320.1
OG0006401	XP_031831913.1	NP_001163598.1
OG0006402	XP_031847524.1, XP_031847529.1	NP_650781.2
OG0006403	XP_031828200.1	NP_001097237.1
OG0006404	XP_031843582.1	NP_001303320.1
OG0006405	XP_031832389.1	NP_612047.1
OG0006406	XP_031839561.1	NP_652499.2
OG0006407	XP_031829880.1	NP_001014591.1, NP_649111.1
OG0006408	XP_031832055.1	NP_001260842.1
OG0006409	XP_031848591.1	NP_001262665.1
OG0006410	XP_031836097.1	NP_001260372.1
OG0006411	XP_031850584.1	NP_001286801.1
OG0006412	XP_031829214.1	NP_001259406.1
OG0006413	XP_031845784.1	NP_608646.3
OG0006414	XP_031830445.1	NP_001286371.1
OG0006415	XP_031837737.1	NP_649200.2
OG0006416	XP_031846914.1	NP_609105.1
OG0006417	XP_031847912.1	NP_650573.1
OG0006418	XP_031832936.1	NP_001137711.1
OG0006419	XP_031845798.1	NP_650701.1
OG0006420	XP_031846770.1	NP_001303455.1
OG0006421	XP_031849681.1	NP_609552.1
OG0006422	XP_031837796.1	NP_611963.5
OG0006423	XP_031844723.1	NP_001286661.1
OG0006425	XP_031844392.1	NP_511118.2
OG0006426	XP_031844566.1	NP_523783.1
OG0006427	XP_031826985.1	NP_523662.1
OG0006428	XP_031827418.1	NP_001245616.1
OG0006429	XP_031837869.1	NP_524521.1
OG0006430	XP_031831379.1	NP_001262867.1
OG0006431	XP_031834280.1	NP_572872.1
OG0006432	XP_031839679.1	NP_476821.1
OG0006433	XP_031831303.1	NP_651194.1
OG0006434	XP_031837669.1	NP_996032.1
OG0006435	XP_031846950.1	NP_523932.2
OG0006437	XP_031847519.1	NP_612075.1
OG0006439	XP_031827191.1	NP_650742.2
OG0006440	XP_031825631.1	NP_732771.2
OG0006441	XP_031839380.1	NP_001163682.1
OG0006442	XP_031840181.1	NP_523829.2
OG0006443	XP_031845159.1	NP_650656.1
OG0006444	XP_031826474.1	NP_572656.1
OG0006445	XP_031844227.1	NP_524106.3
OG0006446	XP_031837426.1, XP_031837425.1	NP_731221.2
OG0006447	XP_031827081.1	NP_524654.2
OG0006448	XP_031840288.1	NP_001284744.1
OG0006449	XP_031845694.1	NP_001263041.1
OG0006450	XP_031850379.1, XP_031850378.1	NP_722679.1
OG0006451	XP_031840682.1	NP_001303431.1
OG0006452	XP_031833479.1	NP_608868.1
OG0006453	XP_031844213.1	NP_001036635.1
OG0006454	XP_031846429.1	NP_609947.1
OG0006455	XP_031849691.1	NP_001261249.1
OG0006456	XP_031831744.1	NP_001286247.1
OG0006457	XP_031830272.1	NP_652608.1
OG0006458	XP_031830124.1	NP_572712.1
OG0006459	XP_031850066.1	NP_001368976.1
OG0006460	XP_031842531.1	NP_476661.1
OG0006463	XP_031850461.1	NP_648712.1
OG0006464	XP_031825675.1	NP_731085.2
OG0006465	XP_031841582.1	NP_001189248.1
OG0006466	XP_031845676.1	NP_523430.1
OG0006467	XP_031825871.1	NP_727512.3
OG0006469	XP_031842513.1	NP_788381.1
OG0006470	XP_031825685.1	NP_001015505.5
OG0006471	XP_031841050.1	NP_724130.4
OG0006472	XP_031846499.1	NP_524177.1
OG0006473	XP_031848371.1	NP_610765.1
OG0006474	XP_031831312.1	NP_651669.1
OG0006475	XP_031847134.1, XP_031847133.1	NP_001260616.1
OG0006476	XP_031850299.1	NP_610666.1
OG0006477	XP_031849949.1	NP_001260457.1, NP_573049.2
OG0006478	XP_031830435.1	NP_610897.1, NP_001163564.1
OG0006480	XP_031831358.1	NP_611573.1
OG0006482	XP_031839089.1	NP_610192.1
OG0006483	XP_031828309.1	NP_001286994.1
OG0006484	XP_031831928.1	NP_001162825.1
OG0006485	XP_031839389.1	NP_001246454.1
OG0006486	XP_031840863.1	NP_001259592.1
OG0006487	XP_031833864.1	NP_609081.1
OG0006488	XP_031839379.1	NP_524433.1
OG0006489	XP_031826711.1	NP_650854.1
OG0006490	XP_031839335.1	NP_001260049.1
OG0006491	XP_031842037.1	NP_001262064.1
OG0006492	XP_031848421.1	NP_477132.1
OG0006493	XP_031842211.1	NP_001287323.1
OG0006494	XP_031834569.1	NP_523415.1
OG0006496	XP_031829351.1	NP_648451.1
OG0006497	XP_031827251.1	NP_001286123.1
OG0006498	XP_031827212.1	NP_609547.2
OG0006499	XP_031828786.1	NP_001260984.1
OG0006500	XP_031848384.1	NP_995745.1
OG0006501	XP_031837563.1	NP_001260732.1
OG0006502	XP_031841796.1	NP_001262121.1
OG0006503	XP_031835991.1	NP_001259149.1
OG0006504	XP_031845996.1	NP_001033801.3
OG0006505	XP_031826891.1	NP_724254.1
OG0006506	XP_031826567.1	NP_001286906.1
OG0006507	XP_031846852.1	NP_001261432.1
OG0006508	XP_031847906.1	NP_001261229.1
OG0006509	XP_031825789.1	NP_651753.2
OG0006510	XP_031826462.1	NP_001246855.1
OG0006512	XP_031826989.1	NP_001287497.1
OG0006513	XP_031827076.1	NP_001189278.1
OG0006514	XP_031838241.1	NP_001261924.1
OG0006515	XP_031842801.1	NP_728163.2
OG0006516	XP_031829296.1	NP_611466.2
OG0006517	XP_031841640.1	NP_650708.1
OG0006518	XP_031849514.1	NP_001097501.1
OG0006519	XP_031844271.1	NP_001284996.1
OG0006520	XP_031835599.1	NP_569844.2
OG0006521	XP_031834228.1	NP_609503.2
OG0006522	XP_031846750.1	NP_650208.1
OG0006523	XP_031840052.1	NP_001261780.1
OG0006524	XP_031841970.1, XP_031848911.1	NP_610456.4
OG0006525	XP_031831436.1	NP_651048.1
OG0006526	XP_031844102.1, XP_031844106.1	NP_001260222.1
OG0006527	XP_031845987.1	NP_001096877.1
OG0006528	XP_031840101.1	NP_001097814.1
OG0006529	XP_031834919.1	NP_001027175.1
OG0006530	XP_031846690.1	NP_573183.2
OG0006532	XP_031848269.1	NP_001286828.1
OG0006533	XP_031837770.1	NP_652341.1
OG0006534	XP_031840829.1	NP_649565.1
OG0006535	XP_031843348.1	NP_001246384.1
OG0006536	XP_031833632.1	NP_573330.3
OG0006537	XP_031834111.1	NP_001097361.1
OG0006538	XP_031843823.1	NP_001260672.1
OG0006539	XP_031825743.1	NP_648879.1
OG0006540	XP_031835805.1	NP_001245851.1
OG0006541	XP_031837448.1	NP_524382.1
OG0006542	XP_031849930.1, XP_031849931.1	NP_001260462.1, NP_610500.2
OG0006543	XP_031833199.1	NP_651400.1
OG0006544	XP_031847695.1	NP_001245588.1
OG0006545	XP_031829884.1	NP_001285789.1
OG0006546	XP_031833344.1	NP_524871.1
OG0006547	XP_031842343.1	NP_652007.1
OG0006548	XP_031838405.1	NP_511119.2
OG0006549	XP_031825636.1	NP_732721.1
OG0006551	XP_031838729.1	NP_001163782.1
OG0006552	XP_031832688.1	NP_609401.2
OG0006553	XP_031839460.1	NP_001097723.1
OG0006554	XP_031841127.1	NP_648102.2
OG0006555	XP_031848016.1	NP_001286941.1
OG0006556	XP_031841162.1	NP_001246837.1
OG0006558	XP_031848253.1	NP_648782.2
OG0006559	XP_031834321.1	NP_001260606.1
OG0006560	XP_031848364.1	NP_611246.1
OG0006561	XP_031833190.1	NP_523966.2
OG0006562	XP_031848581.1	NP_001189228.1
OG0006563	XP_031838264.1	NP_651886.1
OG0006565	XP_031833511.1	NP_001262415.1
OG0006566	XP_031850313.1	NP_001368934.1
OG0006568	XP_031845999.1	NP_573334.1
OG0006570	XP_031831200.1	NP_610467.1
OG0006571	XP_031836934.1	NP_611965.2
OG0006573	XP_031846687.1	NP_524202.1
OG0006574	XP_031841735.1	NP_001260559.1
OG0006575	XP_031844581.1	NP_647645.1, NP_728477.1
OG0006576	XP_031835025.1	NP_572311.1
OG0006577	XP_031839832.1	NP_725221.1
OG0006579	XP_031850031.1	NP_610995.1
