Orthogroup	Nomia_melanderi	Polistes_dominula
OG0008142	XP_031840805.1, XP_031840806.1	XP_015176393.1
OG0008143	XP_031835732.1	XP_015177403.1
OG0008144	XP_031827570.1	XP_015171330.1, XP_015171329.1
OG0008145	XP_031844583.1	XP_015183094.1
OG0008146	XP_031850424.1	XP_015187263.1, XP_015187264.1, XP_015187261.1, XP_015187262.1
OG0008147	XP_031845799.1	XP_015185464.1, XP_015185467.1, XP_015185465.1
OG0008148	XP_031826941.1	XP_015180875.1
OG0008149	XP_031848150.1, XP_031848152.1, XP_031848151.1	XP_015186037.1
OG0008150	XP_031836178.1	XP_015173389.1
OG0008151	XP_031842173.1	XP_015188908.1
OG0008152	XP_031825511.1	XP_015189553.1
OG0008153	XP_031838664.1	XP_015173256.1
OG0008154	XP_031840353.1	XP_015184271.1
OG0008155	XP_031848652.1	XP_015186653.1
OG0008157	XP_031844301.1	XP_015182141.1, XP_015182142.1, XP_015182143.1
OG0008158	XP_031847995.1	XP_015186348.1
OG0008159	XP_031825696.1	XP_015186326.1
OG0008160	XP_031845494.1	XP_015174141.1
OG0008161	XP_031825903.1	XP_015178861.1
OG0008162	XP_031831063.1	XP_015183665.1
OG0008165	XP_031843986.1, XP_031843984.1, XP_031843985.1	XP_015171069.1
OG0008168	XP_031843528.1	XP_015175415.1
OG0008169	XP_031841787.1	XP_015179154.1
OG0008170	XP_031834732.1	XP_015182372.1
OG0008171	XP_031848662.1	XP_015185803.1
OG0008172	XP_031833454.1	XP_015178276.1
OG0008173	XP_031832446.1	XP_015181746.1
OG0008174	XP_031848389.1	XP_015186793.1
OG0008176	XP_031830195.1	XP_015176611.1
OG0008177	XP_031849761.1	XP_015174702.1
OG0008178	XP_031843050.1	XP_015179510.1
OG0008179	XP_031850064.1	XP_015184583.1
OG0008180	XP_031828395.1	XP_015184046.1
OG0008181	XP_031826725.1	XP_015175379.1
OG0008182	XP_031832879.1	XP_015173093.1
OG0008183	XP_031833265.1	XP_015180497.1
OG0008184	XP_031837094.1	XP_015182255.1
OG0008185	XP_031846448.1	XP_015172177.1, XP_015172178.1
OG0008186	XP_031837358.1	XP_015185678.1
OG0008187	XP_031847881.1, XP_031847878.1, XP_031847880.1	XP_015179284.1
OG0008188	XP_031850480.1, XP_031850482.1, XP_031850478.1, XP_031850479.1, XP_031850477.1	XP_015186171.1
OG0008189	XP_031830708.1	XP_015178279.1
OG0008198	XP_031842183.1	XP_015174296.1
OG0008199	XP_031846847.1	XP_015178437.1
OG0008200	XP_031849781.1	XP_015174922.1
OG0008201	XP_031843258.1	XP_015179463.1
OG0008204	XP_031841365.1	XP_015178653.1
OG0008205	XP_031831524.1	XP_015188427.1
OG0008206	XP_031830961.1	XP_015188059.1
OG0008207	XP_031845257.1	XP_015178028.1
OG0008209	XP_031845032.1	XP_015191742.1
OG0008210	XP_031834911.1	XP_015187940.1
OG0008211	XP_031838369.1	XP_015184628.1
OG0008212	XP_031835821.1	XP_015191189.1
OG0008214	XP_031838868.1	XP_015186196.1
OG0008215	XP_031848436.1	XP_015181550.1
OG0008217	XP_031839687.1	XP_015178656.1
OG0008219	XP_031825792.1	XP_015175951.1
OG0008221	XP_031834404.1	XP_015183257.1
OG0008222	XP_031847211.1	XP_015171753.1
OG0008224	XP_031840276.1	XP_015176689.1
OG0008225	XP_031845815.1	XP_015186270.1
OG0008226	XP_031826075.1	XP_015175062.1
OG0008227	XP_031842754.1	XP_015176894.1
OG0008228	XP_031838531.1	XP_015182354.1
OG0008230	XP_031831510.1	XP_015186652.1
OG0008231	XP_031837918.1	XP_015184898.1
OG0008232	XP_031834613.1	XP_015187956.1
OG0008234	XP_031846833.1	XP_015183804.1
OG0008235	XP_031844898.1	XP_015188593.1
OG0008236	XP_031840177.1, XP_031840178.1	XP_015186630.1
OG0008240	XP_031849593.1	XP_015186277.1
OG0008243	XP_031835416.1	XP_015175476.1
OG0008244	XP_031829456.1	XP_015176621.1
OG0008247	XP_031847367.1	XP_015173345.1
OG0008248	XP_031836958.1	XP_015182465.1
OG0008254	XP_031829264.1	XP_015189051.1
OG0008255	XP_031847088.1	XP_015173090.1
OG0008256	XP_031837623.1	XP_015173401.1
OG0008257	XP_031840991.1	XP_015185621.1
OG0008258	XP_031832711.1	XP_015183057.1
OG0008259	XP_031847332.1	XP_015172059.1
OG0008260	XP_031848584.1	XP_015191023.1
OG0008261	XP_031825986.1	XP_015179996.1
OG0008262	XP_031836666.1	XP_015187496.1
OG0008263	XP_031848917.1	XP_015178001.1
OG0008264	XP_031838367.1	XP_015184672.1
OG0008265	XP_031825848.1	XP_015187733.1
OG0008266	XP_031831845.1	XP_015186725.1
OG0008267	XP_031832585.1	XP_015191664.1
OG0008268	XP_031827988.1	XP_015186376.1
OG0008269	XP_031841453.1	XP_015173769.1
OG0008271	XP_031835631.1	XP_015174934.1
OG0008272	XP_031841961.1	XP_015175866.1
OG0008274	XP_031845620.1	XP_015183163.1, XP_015183164.1
OG0008276	XP_031828744.1	XP_015174514.1
OG0008277	XP_031843132.1, XP_031843131.1	XP_015175763.1
OG0008279	XP_031849426.1	XP_015179987.1
OG0008281	XP_031846216.1	XP_015178163.1
OG0008285	XP_031840247.1, XP_031840248.1, XP_031840249.1	XP_015181693.1
OG0008286	XP_031841665.1	XP_015189088.1
OG0008287	XP_031847909.1	XP_015175817.1
OG0008289	XP_031843137.1	XP_015175659.1
OG0008290	XP_031846290.1	XP_015171453.1
OG0008291	XP_031836295.1	XP_015185313.1
OG0008292	XP_031836344.1	XP_015178133.1
OG0008293	XP_031828170.1	XP_015190457.1
OG0008294	XP_031847139.1	XP_015191174.1
OG0008296	XP_031830563.1	XP_015172909.1
OG0008297	XP_031829629.1	XP_015177599.1
OG0008300	XP_031836004.1	XP_015176309.1
OG0008302	XP_031842080.1	XP_015182766.1
OG0008303	XP_031836696.1	XP_015187029.1
OG0008304	XP_031838414.1	XP_015175643.1, XP_015175642.1
OG0008305	XP_031850093.1	XP_015182200.1
OG0008306	XP_031835707.1	XP_015181796.1
OG0008309	XP_031833235.1	XP_015191004.1
OG0008310	XP_031832353.1	XP_015185185.1
OG0008315	XP_031839991.1	XP_015187127.1
OG0008316	XP_031838341.1	XP_015184632.1
OG0008317	XP_031847301.1, XP_031847303.1	XP_015184828.1
OG0008318	XP_031827745.1	XP_015180751.1
OG0008319	XP_031846297.1	XP_015178252.1
OG0008320	XP_031829606.1	XP_015179536.1
OG0008321	XP_031838115.1	XP_015176226.1, XP_015176227.1
OG0008322	XP_031828533.1	XP_015183551.1
OG0008323	XP_031830798.1	XP_015174871.1, XP_015174872.1
OG0008324	XP_031838759.1, XP_031838822.1	XP_015187480.1
OG0008325	XP_031846106.1	XP_015176454.1
OG0008326	XP_031825943.1	XP_015171371.1
OG0008327	XP_031833600.1	XP_015185014.1
OG0008328	XP_031848201.1	XP_015172142.1
OG0008329	XP_031833892.1	XP_015188391.1
OG0008330	XP_031848656.1, XP_031848657.1	XP_015172627.1
OG0008331	XP_031844325.1	XP_015181386.1
OG0008332	XP_031844396.1	XP_015181129.1
OG0008333	XP_031837544.1	XP_015180312.1
OG0008334	XP_031843427.1	XP_015179848.1
OG0008335	XP_031828772.1	XP_015191782.1
OG0008336	XP_031834933.1	XP_015182403.1
OG0008337	XP_031838587.1	XP_015174601.1
OG0008338	XP_031830586.1	XP_015182516.1
OG0008339	XP_031830571.1	XP_015178528.1, XP_015178529.1
OG0008340	XP_031829935.1	XP_015188471.1
OG0008341	XP_031838185.1	XP_015175179.1
OG0008342	XP_031834427.1	XP_015182984.1
OG0008343	XP_031834631.1, XP_031834637.1	XP_015187873.1
OG0008344	XP_031844907.1	XP_015187864.1
OG0008345	XP_031830909.1	XP_015186414.1
OG0008346	XP_031826794.1	XP_015186317.1
OG0008347	XP_031832645.1	XP_015173171.1, XP_015173168.1
OG0008348	XP_031839549.1	XP_015178644.1
OG0008349	XP_031834943.1	XP_015182407.1
OG0008350	XP_031846066.1	XP_015183126.1
OG0008351	XP_031840185.1	XP_015176712.1
OG0008352	XP_031828830.1	XP_015188590.1
OG0008353	XP_031845754.1	XP_015185472.1
OG0008354	XP_031832003.1, XP_031832002.1	XP_015172816.1
OG0008355	XP_031829938.1	XP_015188467.1
OG0008356	XP_031844790.1, XP_031844800.1	XP_015174439.1
OG0008357	XP_031830743.1	XP_015180595.1
OG0008358	XP_031840493.1, XP_031840494.1	XP_015188595.1
OG0008361	XP_031827079.1, XP_031827077.1	XP_015175122.1
OG0008362	XP_031849613.1, XP_031849606.1	XP_015186253.1
OG0008363	XP_031834419.1	XP_015177695.1
OG0008364	XP_031842234.1	XP_015172879.1
OG0008365	XP_031839494.1	XP_015175055.1
OG0008366	XP_031831198.1	XP_015190531.1
OG0008367	XP_031831326.1	XP_015180261.1
OG0008368	XP_031843414.1	XP_015172525.1
OG0008369	XP_031837452.1	XP_015181324.1
OG0008371	XP_031830880.1	XP_015183395.1
OG0008372	XP_031831112.1	XP_015173028.1
OG0008374	XP_031839481.1	XP_015178366.1, XP_015178367.1, XP_015178368.1
OG0008377	XP_031827193.1	XP_015185476.1
OG0008379	XP_031839099.1	XP_015190924.1
OG0008380	XP_031841899.1	XP_015187462.1
OG0008381	XP_031847719.1	XP_015188812.1
OG0008382	XP_031832588.1	XP_015191669.1
OG0008383	XP_031839529.1	XP_015179112.1
OG0008384	XP_031845847.1	XP_015174910.1
OG0008385	XP_031830341.1, XP_031830339.1	XP_015188938.1
OG0008386	XP_031841237.1	XP_015178826.1
OG0008387	XP_031843133.1	XP_015175658.1, XP_015175657.1
OG0008388	XP_031830932.1, XP_031830933.1	XP_015183728.1, XP_015183729.1
OG0008389	XP_031828506.1	XP_015175965.1
OG0008390	XP_031836780.1	XP_015181591.1
OG0008392	XP_031843765.1	XP_015174712.1
OG0008393	XP_031841588.1	XP_015183628.1
OG0008407	XP_031838149.1	XP_015191497.1
OG0008409	XP_031832315.1	XP_015175646.1
OG0008410	XP_031848085.1, XP_031848086.1	XP_015172514.1
OG0008411	XP_031837654.1	XP_015181731.1
OG0008413	XP_031842774.1, XP_031842776.1	XP_015184963.1
OG0008414	XP_031841445.1	XP_015181229.1
OG0008417	XP_031833834.1	XP_015190915.1, XP_015190914.1
OG0008419	XP_031826740.1	XP_015176073.1
OG0008420	XP_031836896.1	XP_015191091.1
OG0008422	XP_031837151.1	XP_015171652.1
OG0008423	XP_031840758.1	XP_015175801.1
OG0008424	XP_031825746.1	XP_015176321.1
OG0008427	XP_031847945.1	XP_015191107.1
OG0008429	XP_031828698.1	XP_015175548.1
OG0008431	XP_031846414.1	XP_015172855.1
OG0008433	XP_031837670.1	XP_015174961.1
OG0008434	XP_031827987.1	XP_015181205.1
OG0008435	XP_031845810.1	XP_015185405.1
OG0008436	XP_031836191.1	XP_015173721.1
OG0008437	XP_031837121.1	XP_015185690.1
OG0008438	XP_031837427.1	XP_015181436.1
OG0008440	XP_031834565.1	XP_015174313.1
OG0008441	XP_031850463.1	XP_015187203.1
OG0008442	XP_031832995.1	XP_015181187.1
OG0008443	XP_031843008.1	XP_015184900.1
OG0008444	XP_031845882.1	XP_015188613.1
OG0008445	XP_031827642.1	XP_015183651.1
OG0008449	XP_031826600.1	XP_015174923.1
OG0008452	XP_031827939.1	XP_015174094.1
OG0008453	XP_031840825.1	XP_015186028.1
OG0008454	XP_031835580.1	XP_015180520.1
OG0008457	XP_031848978.1, XP_031832924.1	XP_015179783.1
OG0008458	XP_031830874.1	XP_015175095.1
OG0008461	XP_031839391.1	XP_015189630.1
OG0008465	XP_031827028.1	XP_015174939.1
OG0008466	XP_031832430.1	XP_015186736.1
OG0008468	XP_031838002.1	XP_015184895.1
OG0008470	XP_031828792.1	XP_015181447.1
OG0008471	XP_031848128.1	XP_015186300.1
OG0008472	XP_031844635.1	XP_015174900.1
OG0008473	XP_031842157.1	XP_015173318.1
OG0008474	XP_031836709.1	XP_015171338.1
OG0008476	XP_031830791.1	XP_015183436.1
OG0008477	XP_031849968.1	XP_015190977.1
OG0008478	XP_031831879.1	XP_015175666.1
OG0008479	XP_031826645.1	XP_015180865.1
OG0008480	XP_031826179.1	XP_015177863.1
OG0008485	XP_031836593.1	XP_015183313.1
OG0008488	XP_031842069.1	XP_015181522.1
OG0008490	XP_031828859.1	XP_015175403.1
OG0008493	XP_031838346.1	XP_015184177.1
OG0008494	XP_031828210.1	XP_015188585.1
OG0008496	XP_031826292.1	XP_015181910.1
OG0008497	XP_031828452.1	XP_015181322.1
OG0008498	XP_031839880.1	XP_015184264.1
OG0008500	XP_031826571.1	XP_015178859.1
OG0008501	XP_031849050.1	XP_015187731.1
OG0008502	XP_031847169.1	XP_015184366.1
OG0008503	XP_031849404.1, XP_031849405.1	XP_015173937.1
OG0008504	XP_031836201.1	XP_015186941.1
OG0008506	XP_031826141.1	XP_015178860.1
OG0008507	XP_031835127.1	XP_015180663.1
OG0008508	XP_031831819.1	XP_015188455.1
OG0008509	XP_031835990.1	XP_015181125.1
OG0008510	XP_031842639.1	XP_015186559.1
OG0008511	XP_031834357.1, XP_031834358.1	XP_015183162.1
OG0008512	XP_031834965.1	XP_015173660.1
OG0008513	XP_031838867.1	XP_015185005.1
OG0008515	XP_031838329.1, XP_031838328.1	XP_015184629.1
OG0008516	XP_031834363.1	XP_015177726.1
OG0008517	XP_031834457.1	XP_015189295.1, XP_015189294.1
OG0008518	XP_031827554.1	XP_015171331.1
OG0008519	XP_031848134.1	XP_015172517.1
OG0008520	XP_031834772.1, XP_031834902.1, XP_031836787.1	XP_015185290.1
OG0008522	XP_031831921.1	XP_015172528.1
OG0008523	XP_031827065.1	XP_015181695.1
OG0008524	XP_031844659.1	XP_015176210.1, XP_015176211.1, XP_015176209.1
OG0008525	XP_031843522.1	XP_015173612.1
OG0008527	XP_031836207.1, XP_031836204.1, XP_031836206.1	XP_015187007.1
OG0008528	XP_031838770.1, XP_031838768.1	XP_015182192.1
OG0008529	XP_031827535.1	XP_015185789.1
OG0008530	XP_031836192.1	XP_015184453.1
OG0008531	XP_031834347.1, XP_031834337.1	XP_015188697.1
OG0008532	XP_031832800.1	XP_015187877.1
OG0008533	XP_031838156.1, XP_031838157.1	XP_015185716.1
OG0008535	XP_031825324.1	XP_015177389.1
OG0008536	XP_031836294.1	XP_015171578.1, XP_015171581.1
OG0008537	XP_031829887.1	XP_015174307.1
OG0008538	XP_031846337.1	XP_015172741.1
OG0008539	XP_031830380.1	XP_015177077.1
OG0008541	XP_031832537.1	XP_015190733.1
OG0008542	XP_031837476.1	XP_015182492.1
OG0008543	XP_031837459.1	XP_015171524.1
OG0008544	XP_031839619.1	XP_015181507.1
OG0008546	XP_031840711.1	XP_015172672.1
OG0008547	XP_031841657.1, XP_031841658.1	XP_015186330.1
OG0008548	XP_031836694.1	XP_015178177.1
OG0008549	XP_031844182.1, XP_031844090.1	XP_015174386.1, XP_015174385.1
OG0008550	XP_031846383.1, XP_031846380.1, XP_031846382.1	XP_015178170.1
OG0008551	XP_031844450.1	XP_015176155.1
OG0008552	XP_031845861.1	XP_015184866.1
OG0008553	XP_031841982.1	XP_015176085.1
OG0008554	XP_031827159.1	XP_015171435.1
OG0008556	XP_031834079.1	XP_015183964.1
OG0008559	XP_031825283.1, XP_031825280.1	XP_015174403.1
OG0008561	XP_031845675.1	XP_015187851.1, XP_015187850.1
OG0008562	XP_031827904.1	XP_015184086.1
OG0008563	XP_031838900.1	XP_015187269.1
OG0008564	XP_031838899.1	XP_015190981.1
OG0008565	XP_031836777.1	XP_015181449.1
OG0008566	XP_031844209.1	XP_015186364.1, XP_015186358.1
OG0008567	XP_031838330.1	XP_015177811.1
OG0008568	XP_031841812.1	XP_015178788.1
OG0008571	XP_031830750.1	XP_015178714.1
OG0008572	XP_031831062.1	XP_015183667.1
OG0008573	XP_031835475.1	XP_015173974.1
OG0008574	XP_031829145.1	XP_015191551.1
OG0008576	XP_031841157.1	XP_015174006.1
OG0008578	XP_031830625.1	XP_015174125.1
OG0008579	XP_031830438.1	XP_015188548.1
OG0008580	XP_031826208.1	XP_015185575.1
OG0008581	XP_031833008.1	XP_015191125.1
OG0008582	XP_031848297.1	XP_015176875.1, XP_015176869.1
OG0008583	XP_031836356.1	XP_015171533.1
OG0008584	XP_031844572.1	XP_015175242.1
OG0008586	XP_031827058.1	XP_015190507.1, XP_015190499.1
OG0008588	XP_031825339.1	XP_015177210.1
OG0008589	XP_031831179.1	XP_015188118.1
OG0008601	XP_031826076.1	XP_015175066.1
OG0008604	XP_031829608.1	XP_015179788.1
OG0008608	XP_031845878.1	XP_015188629.1
OG0008610	XP_031826884.1	XP_015174751.1
OG0008611	XP_031843274.1	XP_015173287.1
OG0008612	XP_031827259.1	XP_015190475.1
OG0008613	XP_031844111.1	XP_015177556.1
OG0008615	XP_031845358.1	XP_015177239.1
OG0008616	XP_031843451.1	XP_015179845.1
OG0008617	XP_031843399.1	XP_015182518.1
OG0008618	XP_031838688.1	XP_015180343.1
OG0008626	XP_031832051.1	XP_015175942.1
OG0008627	XP_031841769.1	XP_015187460.1
OG0008628	XP_031838324.1	XP_015185373.1
OG0008629	XP_031829555.1	XP_015179698.1
OG0008630	XP_031846373.1	XP_015188477.1
OG0008631	XP_031841135.1	XP_015189354.1
OG0008633	XP_031842782.1	XP_015172025.1
OG0008636	XP_031833283.1	XP_015178041.1
OG0008637	XP_031835232.1	XP_015174587.1
OG0008638	XP_031828024.1	XP_015177832.1
OG0008642	XP_031840709.1	XP_015171930.1
OG0008646	XP_031840144.1	XP_015180811.1, XP_015180812.1
OG0008649	XP_031836792.1	XP_015191793.1
OG0008651	XP_031836745.1	XP_015179911.1
OG0008656	XP_031826456.1	XP_015178978.1
OG0008658	XP_031831041.1	XP_015178328.1
OG0008659	XP_031828083.1, XP_031828082.1	XP_015191124.1
OG0008661	XP_031830313.1	XP_015188649.1, XP_015188648.1
OG0008668	XP_031850017.1	XP_015188763.1
OG0008669	XP_031827878.1	XP_015189297.1
OG0008671	XP_031840166.1	XP_015174372.1
OG0008674	XP_031828619.1	XP_015182575.1
OG0008675	XP_031833100.1, XP_031833097.1, XP_031833098.1	XP_015177757.1
OG0008676	XP_031836783.1	XP_015182059.1
OG0008678	XP_031825401.1	XP_015176443.1
OG0008680	XP_031827041.1	XP_015171767.1
OG0008681	XP_031842273.1	XP_015191476.1
OG0008682	XP_031833403.1	XP_015172504.1
OG0008683	XP_031825924.1	XP_015189723.1
OG0008684	XP_031833236.1	XP_015184785.1
OG0008685	XP_031835511.1	XP_015182993.1, XP_015182995.1
OG0008687	XP_031830669.1	XP_015188552.1
OG0008688	XP_031848248.1	XP_015172432.1
OG0008690	XP_031826915.1	XP_015180908.1
OG0008691	XP_031845826.1	XP_015191350.1
OG0008692	XP_031845814.1	XP_015190459.1
OG0008693	XP_031843520.1	XP_015173884.1, XP_015173883.1
OG0008694	XP_031841321.1	XP_015186397.1
OG0008695	XP_031841324.1	XP_015173022.1, XP_015173023.1
OG0008696	XP_031834420.1	XP_015177894.1
OG0008697	XP_031843051.1	XP_015187573.1
OG0008698	XP_031836924.1	XP_015180184.1
OG0008699	XP_031836094.1	XP_015185825.1
OG0008701	XP_031848858.1, XP_031848712.1	XP_015179233.1
OG0008703	XP_031834736.1	XP_015185336.1
OG0008704	XP_031850344.1	XP_015186208.1
OG0008706	XP_031835721.1	XP_015177322.1
OG0008707	XP_031843983.1	XP_015183771.1
OG0008708	XP_031846480.1	XP_015187810.1
OG0008710	XP_031827124.1	XP_015172810.1
OG0008713	XP_031843523.1	XP_015173613.1
OG0008714	XP_031847373.1	XP_015179292.1
OG0008716	XP_031825310.1	XP_015188346.1
OG0008719	XP_031827846.1	XP_015182794.1
OG0008720	XP_031843740.1	XP_015178790.1
OG0008723	XP_031840984.1	XP_015176512.1
OG0008726	XP_031826044.1	XP_015179041.1
OG0008728	XP_031843517.1	XP_015173880.1
OG0008729	XP_031829403.1	XP_015180983.1
OG0008730	XP_031833149.1	XP_015172344.1, XP_015172345.1
OG0008732	XP_031849964.1	XP_015183534.1
OG0008735	XP_031844576.1	XP_015173744.1
OG0008736	XP_031850456.1	XP_015185711.1
OG0008737	XP_031845189.1	XP_015171024.1
OG0008738	XP_031841660.1	XP_015186227.1
OG0008739	XP_031825430.1	XP_015184553.1
OG0008740	XP_031826886.1	XP_015183098.1
OG0008741	XP_031831325.1	XP_015180287.1
OG0008742	XP_031838817.1	XP_015191492.1
OG0008744	XP_031827876.1	XP_015173672.1
OG0008745	XP_031846678.1	XP_015188460.1
OG0008747	XP_031845809.1	XP_015171028.1
OG0008748	XP_031836987.1	XP_015191266.1
OG0008749	XP_031831925.1	XP_015173383.1
OG0008750	XP_031837899.1	XP_015175081.1
OG0008751	XP_031847027.1	XP_015184867.1
OG0008752	XP_031830461.1	XP_015176847.1
OG0008753	XP_031831051.1	XP_015188561.1
OG0008754	XP_031835689.1	XP_015177317.1
OG0008756	XP_031835478.1	XP_015173886.1
OG0008757	XP_031833005.1	XP_015179809.1
OG0008759	XP_031837085.1	XP_015171441.1
OG0008760	XP_031842640.1	XP_015175693.1
OG0008761	XP_031825702.1	XP_015181185.1
OG0008763	XP_031847989.1	XP_015190631.1
OG0008764	XP_031826106.1	XP_015174818.1
OG0008765	XP_031834421.1	XP_015177703.1
OG0008766	XP_031827850.1	XP_015182793.1
OG0008767	XP_031832288.1	XP_015171027.1
OG0008768	XP_031838011.1	XP_015181920.1, XP_015181919.1
OG0008769	XP_031844865.1	XP_015183583.1
OG0008770	XP_031843550.1	XP_015175121.1
OG0008771	XP_031825528.1	XP_015191785.1
OG0008772	XP_031844136.1	XP_015175205.1
OG0008773	XP_031845488.1	XP_015191359.1
OG0008775	XP_031834031.1	XP_015179986.1
OG0008777	XP_031839381.1	XP_015188304.1
OG0008778	XP_031844446.1	XP_015175584.1
OG0008796	XP_031837015.1	XP_015191590.1
OG0008798	XP_031835216.1	XP_015173878.1
OG0008801	XP_031845858.1	XP_015172786.1
OG0008802	XP_031842479.1	XP_015191553.1
OG0008808	XP_031840409.1	XP_015187919.1
OG0008811	XP_031847215.1	XP_015187841.1
OG0008813	XP_031828124.1	XP_015180572.1
OG0008816	XP_031840127.1	XP_015184212.1
OG0008838	XP_031836904.1	XP_015187238.1
OG0008846	XP_031845335.1	XP_015179761.1
OG0008847	XP_031829802.1	XP_015172518.1
OG0008848	XP_031848950.1	XP_015171277.1
OG0008850	XP_031843903.1	XP_015184266.1
OG0008855	XP_031842748.1, XP_031842749.1	XP_015185004.1
OG0008860	XP_031847360.1	XP_015173239.1
OG0008866	XP_031827718.1	XP_015177012.1
OG0008867	XP_031842272.1	XP_015191473.1, XP_015191474.1
OG0008868	XP_031844722.1	XP_015190810.1
OG0008869	XP_031841386.1	XP_015177590.1
OG0008870	XP_031837395.1	XP_015190504.1
OG0008871	XP_031845509.1	XP_015180966.1
OG0008872	XP_031847313.1	XP_015181315.1
OG0008873	XP_031832366.1	XP_015183298.1
OG0008874	XP_031847462.1	XP_015181251.1
OG0008875	XP_031833976.1	XP_015180773.1
OG0008876	XP_031831065.1	XP_015172135.1
OG0008877	XP_031844959.1	XP_015178466.1
OG0008879	XP_031838314.1	XP_015181359.1
OG0008880	XP_031842879.1	XP_015175809.1
OG0008881	XP_031831336.1	XP_015186153.1
OG0008883	XP_031838410.1	XP_015179063.1
OG0008885	XP_031843624.1	XP_015185814.1
OG0008886	XP_031843429.1	XP_015176803.1
OG0008888	XP_031829335.1	XP_015172935.1
OG0008890	XP_031839583.1	XP_015190905.1
OG0008891	XP_031846379.1	XP_015172497.1
OG0008892	XP_031834811.1	XP_015189495.1
OG0008893	XP_031836613.1	XP_015187711.1
OG0008895	XP_031831580.1	XP_015184189.1
OG0008896	XP_031827021.1	XP_015174935.1
OG0008897	XP_031846030.1	XP_015190943.1
OG0008899	XP_031848088.1	XP_015171631.1
OG0008900	XP_031845764.1	XP_015185409.1
OG0008901	XP_031827746.1	XP_015180728.1
OG0008902	XP_031845792.1	XP_015182829.1
OG0008903	XP_031827701.1	XP_015177709.1
OG0008904	XP_031847318.1	XP_015173231.1
OG0008905	XP_031843065.1	XP_015179475.1
OG0008906	XP_031837004.1	XP_015171386.1
OG0008908	XP_031832708.1	XP_015191053.1
OG0008909	XP_031829572.1	XP_015179704.1
OG0008915	XP_031833561.1	XP_015178261.1
OG0008916	XP_031825950.1	XP_015171051.1
OG0008917	XP_031841518.1	XP_015181921.1
OG0008918	XP_031847865.1	XP_015189077.1, XP_015189078.1, XP_015189076.1
