Orthogroup	Nomia_melanderi	Acyrthosiphon_pisum
OG0007412	XP_031850153.1	XP_029341076.1
OG0007413	XP_031850005.1	XP_029341083.1, XP_029345195.1
OG0007414	XP_031849456.1	XP_029341109.1
OG0007415	XP_031849137.1	XP_029341140.1
OG0007416	XP_031848763.1, XP_031848749.1	XP_029341539.1
OG0007417	XP_031837484.1	XP_029341682.1
OG0007418	XP_031827379.1	XP_029341755.1
OG0007419	XP_031847032.1	XP_029341825.1
OG0007420	XP_031831957.1	XP_029341829.1
OG0007421	XP_031838059.1	XP_029342111.1
OG0007422	XP_031838360.1	XP_029342144.1
OG0007423	XP_031837126.1	XP_029342192.1
OG0007424	XP_031837086.1	XP_029342361.1
OG0007425	XP_031847650.1	XP_029342629.1
OG0007426	XP_031843789.1	XP_029342664.1
OG0007428	XP_031839431.1	XP_029342937.1
OG0007429	XP_031827340.1	XP_029342941.1
OG0007430	XP_031845866.1	XP_029343096.1
OG0007431	XP_031836752.1	XP_029343208.1
OG0007432	XP_031838831.1	XP_029343325.1
OG0007433	XP_031829153.1	XP_029343395.1
OG0007434	XP_031846786.1	XP_029343553.1
OG0007435	XP_031848539.1	XP_029343598.1
OG0007436	XP_031849898.1	XP_029343655.1
OG0007437	XP_031835369.1	XP_029343746.1
OG0007438	XP_031834428.1	XP_029343750.1
OG0007439	XP_031829274.1	XP_029343881.1
OG0007440	XP_031828012.1	XP_029343952.1
OG0007441	XP_031831332.1	XP_029344011.1, XP_029344009.1
OG0007442	XP_031846484.1	XP_029344155.1
OG0007443	XP_031841115.1	XP_029344282.1
OG0007444	XP_031845368.1	XP_029344475.1
OG0007445	XP_031833458.1	XP_029344541.1
OG0007446	XP_031847255.1	XP_029344558.1
OG0007447	XP_031832376.1	XP_029345019.1
OG0007448	XP_031842160.1	XP_029345102.1
OG0007449	XP_031830214.1	XP_029345165.1
OG0007450	XP_031826238.1	XP_029345266.1
OG0007451	XP_031826516.1	XP_029345531.1
OG0007452	XP_031843305.1	XP_029345575.1
OG0007453	XP_031842274.1	XP_029345592.1
OG0007454	XP_031826133.1	XP_029345611.1
OG0007455	XP_031826534.1	XP_029345654.1
OG0007456	XP_031848357.1	XP_029345802.1, XP_029346401.1
OG0007457	XP_031844563.1	XP_029345832.1
OG0007458	XP_031838317.1	XP_029346181.1
OG0007459	XP_031850356.1	XP_029346204.1
OG0007460	XP_031825909.1	XP_029346208.1, XP_029346207.1
OG0007461	XP_031841749.1	XP_029346247.1
OG0007462	XP_031830498.1	XP_029346641.1
OG0007463	XP_031837453.1	XP_029346663.1
OG0007464	XP_031844146.1	XP_029346784.1
OG0007465	XP_031832377.1	XP_029346804.1
OG0007466	XP_031837109.1	XP_029346825.1
OG0007467	XP_031840826.1	XP_029347041.1
OG0007468	XP_031828729.1	XP_029347189.1
OG0007469	XP_031848209.1	XP_029347254.1
OG0007470	XP_031839517.1	XP_029347271.1
OG0007471	XP_031832386.1	XP_029347430.1
OG0007472	XP_031827149.1	XP_029347824.1
OG0007473	XP_031841055.1	XP_029348044.1
OG0007474	XP_031834646.1	XP_029348482.1
OG0007604	XP_031842769.1	NP_001153824.1, XP_029348239.1
OG0007605	XP_031838217.1	NP_001155404.1
OG0007606	XP_031841306.1	NP_001155420.1
OG0007607	XP_031839268.1	NP_001155447.1
OG0007608	XP_031834585.1	NP_001155537.1
OG0007609	XP_031841065.1	NP_001155565.1
OG0007610	XP_031827357.1	NP_001155746.1, XP_008179086.1
OG0007611	XP_031836286.1	NP_001156061.1
OG0007612	XP_031839537.1	NP_001156143.1
OG0007613	XP_031831499.1	XP_016658394.1, NP_001156144.1
OG0007615	XP_031835964.1	NP_001156281.1
OG0007616	XP_031841000.1	NP_001156306.1
OG0007617	XP_031830354.1	XP_003243529.1, NP_001156834.1
OG0007618	XP_031830824.1	NP_001156839.1
OG0007619	XP_031833402.1	NP_001193398.1
OG0007620	XP_031825953.1	XP_016662747.1, NP_001232958.1
OG0007621	XP_031832199.1	NP_001280277.1
OG0007622	XP_031834841.1	NP_001284567.1
OG0007623	XP_031835874.1	XP_001942626.1
OG0007624	XP_031837184.1	XP_001942723.1
OG0007625	XP_031835368.1	XP_001942941.2
OG0007626	XP_031830384.1	XP_001943069.2
OG0007627	XP_031826269.1	XP_029345192.1, XP_001943761.2
OG0007628	XP_031825316.1	XP_001943783.2
OG0007629	XP_031831789.1	XP_001944263.2
OG0007630	XP_031838298.1	XP_001944271.1
OG0007631	XP_031840640.1	XP_001945095.2
OG0007632	XP_031847851.1	XP_001945098.2
OG0007633	XP_031846688.1	XP_001945178.1
OG0007634	XP_031845287.1	XP_001945188.2
OG0007635	XP_031843170.1	XP_001945200.2
OG0007636	XP_031828923.1	XP_001945323.2
OG0007637	XP_031830966.1	XP_001945687.2
OG0007638	XP_031827867.1	XP_001945730.1
OG0007639	XP_031842611.1	XP_001945740.1
OG0007640	XP_031830700.1	XP_029342883.1, XP_001946214.2
OG0007641	XP_031827971.1	XP_001946224.1
OG0007642	XP_031828277.1	XP_001950260.2, XP_016663149.1, XP_001946251.2, XP_003247232.1
OG0007643	XP_031826790.1	XP_001946310.1
OG0007644	XP_031832734.1	XP_001946434.1
OG0007646	XP_031843294.1	XP_029343440.1, XP_029343441.1, XP_003243783.1, XP_001946526.1
OG0007647	XP_031840916.1	XP_001946700.1
OG0007648	XP_031849139.1	XP_001946749.2
OG0007649	XP_031836580.1	XP_001946785.1
OG0007650	XP_031846191.1	XP_001946971.2
OG0007651	XP_031831738.1	XP_001946985.2
OG0007652	XP_031843306.1	XP_001947344.2, XP_008185766.1
OG0007653	XP_031835438.1	XP_001947478.1
OG0007654	XP_031841085.1	XP_001947827.4
OG0007655	XP_031829369.1	XP_001947978.1
OG0007656	XP_031829864.1	XP_001948076.2
OG0007657	XP_031844597.1	XP_001948163.2
OG0007658	XP_031834025.1	XP_001948366.2
OG0007659	XP_031834393.1	XP_001948681.1
OG0007660	XP_031845182.1	XP_001948965.2
OG0007661	XP_031841169.1	XP_001949030.2
OG0007662	XP_031840291.1	XP_001949043.2
OG0007663	XP_031847830.1	XP_001949151.1
OG0007664	XP_031845872.1	XP_001949807.2
OG0007665	XP_031847315.1	XP_001949843.1
OG0007666	XP_031833217.1	XP_001949873.2
OG0007667	XP_031837795.1	XP_001950003.2
OG0007668	XP_031846096.1	XP_001950112.1
OG0007669	XP_031830463.1	XP_001950330.1
OG0007670	XP_031846296.1	XP_001950452.1
OG0007671	XP_031834577.1	XP_001950585.1
OG0007672	XP_031830107.1	XP_001950865.1
OG0007673	XP_031843908.1	XP_001950996.2
OG0007674	XP_031834204.1	XP_001951035.1, XP_008178466.1
OG0007675	XP_031847160.1	XP_001951146.2
OG0007676	XP_031840674.1	XP_001951188.1
OG0007677	XP_031835806.1	XP_001951423.2
OG0007678	XP_031838950.1	XP_001951817.1
OG0007679	XP_031827317.1	XP_001951878.1
OG0007680	XP_031845138.1	XP_001952122.2
OG0007681	XP_031836801.1	XP_001952157.1
OG0007682	XP_031834600.1	XP_001952193.2
OG0007683	XP_031831579.1	XP_001952371.1
OG0007684	XP_031843376.1	XP_016657793.1, XP_001952423.2
OG0007685	XP_031843590.1	XP_001952489.2
OG0007686	XP_031839809.1	XP_001952493.2
OG0007687	XP_031840639.1	XP_001952499.2
OG0007688	XP_031830698.1	XP_001952632.1
OG0007689	XP_031837449.1	XP_001952657.2
OG0007690	XP_031826400.1	XP_003240264.2
OG0007692	XP_031838700.1	XP_003240873.1
OG0007694	XP_031846092.1	XP_003241368.1
OG0007695	XP_031827720.1	XP_003241370.1
OG0007696	XP_031830469.1	XP_003241419.1
OG0007698	XP_031842598.1	XP_003242291.1
OG0007699	XP_031844032.1	XP_003243036.1
OG0007701	XP_031835483.1, XP_031835486.1	XP_003243837.1
OG0007702	XP_031834454.1	XP_003243902.1
OG0007703	XP_031843674.1	XP_003243992.1
OG0007704	XP_031847362.1	XP_003244006.1
OG0007705	XP_031835452.1	XP_003244027.1
OG0007706	XP_031842174.1	XP_003244143.1
OG0007707	XP_031838943.1	XP_003244354.1, XP_029347574.1
OG0007708	XP_031839996.1	XP_003244460.1
OG0007709	XP_031848896.1	XP_003244661.1
OG0007710	XP_031842979.1	XP_003244679.1, XP_003244680.1, XP_016664924.1
OG0007711	XP_031836388.1	XP_003244975.1
OG0007712	XP_031842643.1	XP_003245004.1
OG0007713	XP_031847358.1	XP_003245101.1
OG0007715	XP_031848990.1	XP_003245560.1
OG0007716	XP_031847352.1	XP_003245794.1
OG0007717	XP_031836560.1	XP_003245920.1
OG0007718	XP_031848774.1	XP_008185975.1, XP_003246481.1
OG0007719	XP_031836495.1	XP_003246718.1
OG0007720	XP_031832420.1	XP_003246719.1
OG0007721	XP_031840725.1	XP_003246865.1
OG0007722	XP_031834413.1, XP_031834412.1	XP_003247022.1
OG0007723	XP_031834817.1	XP_003247210.1
OG0007724	XP_031844118.1	XP_003247328.1, XP_016663259.1
OG0007725	XP_031825488.1	XP_029342843.1, XP_003247352.1
OG0007726	XP_031850373.1	XP_003247595.1
OG0007728	XP_031832733.1	XP_003248161.1
OG0007729	XP_031848619.1, XP_031834516.1	XP_003248724.1, XP_008183566.1
OG0007730	XP_031838406.1	XP_008178731.1
OG0007731	XP_031846139.1	XP_008180778.1
OG0007732	XP_031840226.1	XP_008181009.1
OG0007733	XP_031837048.1	XP_008181251.1
OG0007734	XP_031840498.1	XP_008181312.1
OG0007735	XP_031830115.1	XP_008181833.1
OG0007736	XP_031839455.1	XP_008181841.1
OG0007737	XP_031831512.1	XP_008182207.2
OG0007738	XP_031847919.1	XP_008182304.1
OG0007739	XP_031825595.1	XP_008182576.1
OG0007740	XP_031844365.1	XP_008182646.1
OG0007741	XP_031830273.1	XP_008182853.1
OG0007742	XP_031826602.1	XP_008182998.1
OG0007743	XP_031834552.1	XP_008183334.1
OG0007744	XP_031846228.1	XP_008183341.1
OG0007745	XP_031846515.1	XP_008183622.1
OG0007746	XP_031833918.1	XP_008184460.1
OG0007747	XP_031836654.1	XP_008184525.1
OG0007748	XP_031850300.1	XP_008184641.1
OG0007749	XP_031843749.1	XP_008185200.1
OG0007750	XP_031828725.1	XP_008185401.1
OG0007751	XP_031844124.1	XP_008185491.1
OG0007752	XP_031835630.1	XP_008185698.1
OG0007753	XP_031848985.1	XP_008185953.1, XP_029343346.1
OG0007754	XP_031826373.1	XP_008186050.2, XP_029344498.1
OG0007755	XP_031829370.1	XP_008186112.1
OG0007756	XP_031831360.1	XP_008186610.1
OG0007757	XP_031826866.1	XP_008186795.2
OG0007758	XP_031841644.1	XP_008187338.1
OG0007759	XP_031843406.1	XP_008187824.1
OG0007760	XP_031843601.1	XP_008187924.1
OG0007761	XP_031834752.1	XP_016659727.1, XP_008187984.1
OG0007762	XP_031833816.1	XP_008188078.1
OG0007763	XP_031849031.1	XP_008188335.1
OG0007764	XP_031830670.1	XP_008188468.1, XP_029346659.1, XP_016664249.1
OG0007768	XP_031837375.1	XP_008189942.1
OG0007769	XP_031832973.1	XP_016657297.1
OG0007770	XP_031835034.1	XP_016657642.1
OG0007771	XP_031834936.1, XP_031834934.1	XP_016658684.2
OG0007772	XP_031840435.1	XP_016660386.1
OG0007773	XP_031833063.1	XP_016661950.1
OG0007774	XP_031834424.1	XP_016662146.1
OG0007775	XP_031833419.1, XP_031833420.1	XP_016663849.1
OG0007776	XP_031841120.1	XP_016664053.1
OG0007777	XP_031828293.1	XP_029341080.1
OG0007778	XP_031840656.1	XP_029342118.1
OG0007779	XP_031834160.1, XP_031834141.1	XP_029342442.1
OG0007780	XP_031827706.1	XP_029342623.1
OG0007781	XP_031831055.1	XP_029342716.1, XP_029342715.1
OG0007782	XP_031825309.1	XP_029342776.1
OG0007783	XP_031832684.1	XP_029342963.1
OG0007784	XP_031836406.1	XP_029343072.1
OG0007785	XP_031833852.1	XP_029343155.1
OG0007787	XP_031831761.1	XP_029343762.1
OG0007788	XP_031831104.1	XP_029343997.1
OG0007789	XP_031845258.1	XP_029344069.1
OG0007790	XP_031834139.1	XP_029344118.1
OG0007791	XP_031845563.1	XP_029344426.1
OG0007792	XP_031847405.1	XP_029344898.1
OG0007793	XP_031841003.1	XP_029345566.1
OG0007794	XP_031840578.1, XP_031840568.1, XP_031840559.1	XP_029346844.1
OG0007795	XP_031837552.1	XP_029347019.1
OG0007796	XP_031827497.1	XP_029347309.1
OG0007797	XP_031834147.1	XP_029348218.1
OG0007957	XP_031826708.1	NP_001129376.1
OG0007959	XP_031849472.1	NP_001155684.1
OG0007960	XP_031844186.1	NP_001156057.1
OG0007961	XP_031829817.1, XP_031829816.1	NP_001156460.1, XP_016659829.1, XP_003240466.1
OG0007962	XP_031834612.1	NP_001161423.1
OG0007963	XP_031840969.1	XP_008186670.1, NP_001165858.1
OG0007964	XP_031833262.1	NP_001191977.1, XP_029348197.1, XP_008188908.1
OG0007965	XP_031825645.1	XP_029341962.1, NP_001192053.1, NP_001280356.1, XP_029342567.1
OG0007966	XP_031830570.1, XP_031830569.1	NP_001192096.1
OG0007967	XP_031827814.1	NP_001233063.1
OG0007968	XP_031827217.1	NP_001233073.1
OG0007970	XP_031834816.1	NP_001280345.1
OG0007971	XP_031845947.1	XP_001942642.1
OG0007972	XP_031833071.1	XP_001942877.1
OG0007973	XP_031830709.1	XP_001942912.1
OG0007974	XP_031828140.1	XP_008180253.1, XP_001943940.1
OG0007975	XP_031837209.1	XP_001944199.2
OG0007976	XP_031836002.1	XP_001944330.2
OG0007977	XP_031825888.1	XP_001944496.2
OG0007978	XP_031841079.1	XP_001944616.1
OG0007981	XP_031843380.1	XP_001945619.2
OG0007982	XP_031825843.1	XP_001945999.1
OG0007983	XP_031844834.1	XP_001946530.2
OG0007984	XP_031825854.1	XP_001946551.1
OG0007985	XP_031825469.1	XP_001947096.1
OG0007986	XP_031834771.1	XP_001947107.1
OG0007987	XP_031841009.1	XP_001947195.1, XP_008189711.1
OG0007988	XP_031826459.1	XP_001947535.2
OG0007989	XP_031835965.1	XP_001947706.4
OG0007990	XP_031840884.1	XP_001948424.1
OG0007991	XP_031829293.1	XP_001948552.1
OG0007992	XP_031845152.1	XP_001948708.1
OG0007994	XP_031835269.1	XP_001948915.2, XP_029347488.1
OG0007995	XP_031845186.1	XP_001949098.2
OG0007996	XP_031841309.1	XP_001949547.1
OG0007997	XP_031847234.1	XP_001949599.1
OG0007998	XP_031825649.1, XP_031825648.1	XP_001950455.1
OG0007999	XP_031840594.1	XP_001950556.1
OG0008000	XP_031840062.1	XP_001950804.2, XP_029343662.1
OG0008001	XP_031835556.1	XP_001951621.1
OG0008002	XP_031847907.1	XP_001952083.2
OG0008003	XP_031849369.1	XP_001952087.1
OG0008004	XP_031834068.1	XP_001952135.2
OG0008005	XP_031828807.1	XP_001952865.2
OG0008006	XP_031826545.1	XP_003240114.1
OG0008008	XP_031832722.1	XP_008189869.1, XP_003240932.1
OG0008009	XP_031850082.1	XP_003241495.1
OG0008011	XP_031849477.1	XP_003242054.1
OG0008012	XP_031842814.1	XP_003242165.1
OG0008013	XP_031832431.1	XP_003242223.1
OG0008014	XP_031835403.1	XP_003244026.1
OG0008015	XP_031839665.1	XP_003244182.1
OG0008016	XP_031837047.1	XP_003244535.1
OG0008017	XP_031845782.1	XP_003245033.1
OG0008018	XP_031830125.1	XP_003245054.1
OG0008019	XP_031825661.1	XP_003245898.1
OG0008020	XP_031833078.1	XP_029341517.1, XP_003246226.1
OG0008021	XP_031831706.1	XP_003246291.1
OG0008024	XP_031837864.1	XP_003247427.1
OG0008025	XP_031847492.1, XP_031847490.1	XP_003247934.1
OG0008027	XP_031825553.1	XP_003248949.3
OG0008028	XP_031831952.1	XP_008178155.2, XP_029346991.1
OG0008031	XP_031826695.1	XP_008179129.1
OG0008032	XP_031830240.1	XP_008180185.1
OG0008033	XP_031830942.1, XP_031830945.1	XP_008181432.1
OG0008035	XP_031849864.1	XP_008182199.1
OG0008036	XP_031844131.1, XP_031844133.1	XP_029345233.1, XP_008182305.1
OG0008039	XP_031838358.1	XP_029343679.1, XP_008185237.1
OG0008040	XP_031827537.1	XP_008185835.2
OG0008041	XP_031836998.1	XP_008186062.1, XP_016662382.1
OG0008042	XP_031839161.1	XP_016663054.1, XP_008186896.1
OG0008043	XP_031830208.1, XP_031830178.1	XP_008187208.1
OG0008044	XP_031827061.1	XP_008187214.1
OG0008046	XP_031842949.1	XP_008187661.1
OG0008047	XP_031848451.1	XP_008187922.1
OG0008049	XP_031841797.1	XP_016656490.1
OG0008053	XP_031834319.1	XP_016661047.1
OG0008055	XP_031833238.1	XP_016664207.1
OG0008056	XP_031826509.1	XP_029341529.1
OG0008058	XP_031839439.1	XP_029342044.1
OG0008059	XP_031833268.1	XP_029342341.1
OG0008060	XP_031840552.1	XP_029342464.1
OG0008061	XP_031837307.1	XP_029343090.1
OG0008062	XP_031848986.1	XP_029343345.1
OG0008063	XP_031828552.1	XP_029343592.1
OG0008064	XP_031832632.1	XP_029344877.1
OG0008065	XP_031843503.1	XP_029345145.1
OG0008066	XP_031832385.1	XP_029345178.1
OG0008067	XP_031825765.1	XP_029346149.1
OG0008068	XP_031843086.1	XP_029346985.1, XP_029348244.1
OG0008069	XP_031828549.1	XP_029347432.1
OG0008198	XP_031842183.1	NP_001155387.1
OG0008199	XP_031846847.1	NP_001155603.1
OG0008200	XP_031849781.1	NP_001155719.1
OG0008201	XP_031843258.1	NP_001156234.1, XP_008182382.1
OG0008204	XP_031841365.1	NP_001191926.1
OG0008205	XP_031831524.1	NP_001233070.1
OG0008206	XP_031830961.1	NP_001280332.1
OG0008207	XP_031845257.1	NP_001280439.1
OG0008209	XP_031845032.1	XP_001943036.2
OG0008210	XP_031834911.1	XP_001943149.2
OG0008211	XP_031838369.1	XP_001943335.2
OG0008212	XP_031835821.1	XP_001943462.2
OG0008213	XP_031835070.1	XP_001945230.2
OG0008214	XP_031838868.1	XP_001945646.2
OG0008215	XP_031848436.1	XP_001945879.1
OG0008217	XP_031839687.1	XP_001946866.2
OG0008219	XP_031825792.1	XP_001950106.1
OG0008220	XP_031846031.1	XP_001951416.1
OG0008221	XP_031834404.1	XP_001952136.1
OG0008222	XP_031847211.1	XP_001952454.2
OG0008224	XP_031840276.1	XP_001952844.1
OG0008225	XP_031845815.1	XP_016658074.1, XP_003240308.1
OG0008226	XP_031826075.1	XP_003240892.1
OG0008227	XP_031842754.1	XP_003241258.1
OG0008228	XP_031838531.1	XP_003242607.1
OG0008229	XP_031844380.1	XP_003242843.1
OG0008230	XP_031831510.1	XP_003243883.1
OG0008231	XP_031837918.1	XP_003244474.1
OG0008232	XP_031834613.1	XP_003244946.1
OG0008234	XP_031846833.1	XP_003245469.1
OG0008235	XP_031844898.1	XP_003245697.1
OG0008236	XP_031840177.1, XP_031840178.1	XP_003246613.1
OG0008237	XP_031838544.1	XP_003246929.3
OG0008238	XP_031849234.1, XP_031849224.1, XP_031849243.1, XP_031849212.1, XP_031849203.1	XP_003247493.1
OG0008240	XP_031849593.1	XP_008179396.1
OG0008243	XP_031835416.1	XP_008182281.2
OG0008244	XP_031829456.1	XP_008183081.1, XP_016656211.2
OG0008247	XP_031847367.1	XP_008186626.1
OG0008248	XP_031836958.1	XP_008186665.1
OG0008252	XP_031849669.1	XP_008188533.2
OG0008253	XP_031837917.1	XP_016655891.1
OG0008254	XP_031829264.1	XP_016657286.1
OG0008255	XP_031847088.1	XP_029342682.1, XP_016657493.2
OG0008256	XP_031837623.1	XP_016659256.1
OG0008257	XP_031840991.1	XP_016659363.1
OG0008258	XP_031832711.1	XP_016659851.1
OG0008259	XP_031847332.1	XP_016662856.1
OG0008260	XP_031848584.1	XP_016663092.1
OG0008261	XP_031825986.1	XP_016664007.1
OG0008262	XP_031836666.1	XP_016665054.1, XP_029341897.1
OG0008263	XP_031848917.1	XP_029342580.1
OG0008264	XP_031838367.1	XP_029342631.1
OG0008265	XP_031825848.1	XP_029342840.1
OG0008266	XP_031831845.1	XP_029343769.1
OG0008267	XP_031832585.1	XP_029344040.1
OG0008268	XP_031827988.1	XP_029344490.1
OG0008269	XP_031841453.1	XP_029344562.1
OG0008271	XP_031835631.1	XP_029347002.1
OG0008272	XP_031841961.1	XP_029347156.1
OG0008406	XP_031846269.1	NP_001156270.1
OG0008407	XP_031838149.1	NP_001156693.1
OG0008409	XP_031832315.1	XP_016663375.1, NP_001280274.1
OG0008410	XP_031848085.1, XP_031848086.1	XP_016662774.1, NP_001280354.1
OG0008411	XP_031837654.1	XP_001943312.2
OG0008412	XP_031849010.1	XP_001943473.2
OG0008413	XP_031842774.1, XP_031842776.1	XP_003245746.1, XP_001944678.1
OG0008414	XP_031841445.1	XP_001944728.1
OG0008415	XP_031827679.1	XP_001944788.2
OG0008417	XP_031833834.1	XP_001946838.1
OG0008419	XP_031826740.1	XP_001947918.2
OG0008420	XP_031836896.1	XP_001948570.2
OG0008422	XP_031837151.1	XP_001949114.1
OG0008423	XP_031840758.1	XP_001949131.1
OG0008424	XP_031825746.1	XP_001949289.1
OG0008425	XP_031841616.1	XP_001950248.1
OG0008427	XP_031847945.1	XP_008184623.1, XP_001951043.2
OG0008429	XP_031828698.1	XP_001952498.2
OG0008431	XP_031846414.1	XP_003240265.1
OG0008433	XP_031837670.1	XP_003241044.1
OG0008434	XP_031827987.1	XP_003241880.1
OG0008435	XP_031845810.1	XP_003241998.1
OG0008436	XP_031836191.1	XP_003242766.1
OG0008437	XP_031837121.1	XP_003243020.1
OG0008438	XP_031837427.1	XP_003245035.1
OG0008440	XP_031834565.1	XP_003246658.1
OG0008441	XP_031850463.1	XP_003247391.1
OG0008442	XP_031832995.1	XP_003248191.1
OG0008443	XP_031843008.1	XP_003248329.1
OG0008444	XP_031845882.1	XP_008179386.2
OG0008445	XP_031827642.1	XP_008179448.1
OG0008446	XP_031844376.1	XP_008180577.1
OG0008449	XP_031826600.1	XP_008182059.1
OG0008452	XP_031827939.1	XP_008185451.2
OG0008453	XP_031840825.1	XP_008186014.1
OG0008454	XP_031835580.1	XP_008187328.1
OG0008457	XP_031848978.1, XP_031832924.1	XP_008189102.1, XP_008188990.1
OG0008458	XP_031830874.1	XP_016657807.1
OG0008460	XP_031848410.1	XP_016659060.1
OG0008461	XP_031839391.1	XP_016659644.1
OG0008462	XP_031850272.1	XP_016660175.1
OG0008463	XP_031841039.1	XP_016660802.1
OG0008464	XP_031834105.1	XP_016662566.1
OG0008465	XP_031827028.1	XP_016662707.1
OG0008466	XP_031832430.1	XP_029341062.1
OG0008468	XP_031838002.1	XP_029342358.1
OG0008470	XP_031828792.1	XP_029342651.1
OG0008471	XP_031848128.1	XP_029343652.1
OG0008472	XP_031844635.1	XP_029343929.1
OG0008473	XP_031842157.1	XP_029344423.1
OG0008474	XP_031836709.1	XP_029345296.1
OG0008475	XP_031825311.1	XP_029345363.1
OG0008476	XP_031830791.1	XP_029345862.1
OG0008477	XP_031849968.1	XP_029346057.1
OG0008478	XP_031831879.1	XP_029346141.1
OG0008479	XP_031826645.1	XP_029346540.1
OG0008480	XP_031826179.1	XP_029347774.1
OG0008601	XP_031826076.1	NP_001156171.1
OG0008604	XP_031829608.1	XP_001942636.2, XP_029342051.1
OG0008608	XP_031845878.1	XP_001944601.2
OG0008609	XP_031832980.1	XP_001944610.1
OG0008610	XP_031826884.1	XP_001945779.2
OG0008611	XP_031843274.1	XP_001945990.2
OG0008612	XP_031827259.1	XP_001946162.1
OG0008613	XP_031844111.1	XP_001946197.2
OG0008615	XP_031845358.1	XP_016663820.1, XP_001946800.1
OG0008616	XP_031843451.1	XP_001947609.1
OG0008617	XP_031843399.1	XP_001950569.1
OG0008618	XP_031838688.1	XP_001950908.3
OG0008619	XP_031833287.1	XP_003240642.1
OG0008621	XP_031843280.1	XP_003242876.1
OG0008623	XP_031847475.1	XP_003244004.1
OG0008625	XP_031832755.1	XP_003245363.1
OG0008626	XP_031832051.1	XP_003246452.1
OG0008627	XP_031841769.1	XP_003247129.1
OG0008628	XP_031838324.1	XP_003247293.1
OG0008629	XP_031829555.1	XP_003247633.1
OG0008630	XP_031846373.1	XP_003247674.3
OG0008631	XP_031841135.1	XP_003248012.1
OG0008633	XP_031842782.1	XP_008178742.1
OG0008636	XP_031833283.1	XP_008183380.1
OG0008637	XP_031835232.1	XP_008184736.1
OG0008638	XP_031828024.1	XP_008188304.1
OG0008640	XP_031829872.1	XP_008188649.1
OG0008642	XP_031840709.1	XP_008190014.1
OG0008645	XP_031830492.1	XP_016660723.1
OG0008646	XP_031840144.1	XP_016661881.1
