Orthogroup	Nomia_melanderi	Solenopsis_invicta
OG0007279	XP_031846525.1	XP_011157747.1
OG0007280	XP_031839802.1	XP_039308830.1
OG0007281	XP_031825976.1	XP_011156191.1
OG0007282	XP_031839429.1	XP_011156612.2
OG0007283	XP_031828746.1	XP_039307107.1
OG0007284	XP_031845473.1	XP_011165673.1
OG0007285	XP_031849926.1	XP_025994958.1
OG0007286	XP_031825642.1	XP_011169954.2
OG0007287	XP_031849468.1	XP_011171830.1
OG0007288	XP_031833220.1	XP_039311794.1
OG0007289	XP_031849102.1	XP_011175584.1
OG0007290	XP_031847363.1	XP_011163927.1
OG0007291	XP_031840673.1	XP_011167465.1
OG0007292	XP_031836983.1	XP_039315387.1
OG0007293	XP_031834956.1	XP_011172116.2
OG0007294	XP_031827482.1	XP_011173632.1
OG0007295	XP_031848841.1	XP_039314827.1
OG0007297	XP_031850383.1	XP_025990229.2
OG0007298	XP_031825679.1	XP_039305881.1
OG0007299	XP_031846071.1	XP_039305492.1
OG0007300	XP_031826447.1	XP_011163904.1
OG0007301	XP_031846016.1	XP_011159370.1
OG0007302	XP_031828605.1	XP_039305582.1
OG0007303	XP_031831169.1	XP_011159456.1
OG0007304	XP_031842599.1	XP_011166214.1
OG0007305	XP_031835503.1	XP_011169238.1
OG0007306	XP_031840765.1	XP_039310487.1
OG0007307	XP_031850255.1	XP_011169996.1
OG0007309	XP_031847467.1	XP_039315637.1
OG0007310	XP_031835001.1	XP_011172835.1
OG0007311	XP_031833326.1	XP_011162156.1
OG0007312	XP_031834768.1, XP_031848874.1	XP_011162504.1
OG0007313	XP_031835774.1	XP_025996471.1
OG0007314	XP_031845102.1	XP_039305864.1
OG0007315	XP_031838618.1	XP_039312027.1
OG0007316	XP_031845512.1	XP_025992610.1
OG0007317	XP_031831014.1	XP_039312905.1
OG0007318	XP_031833581.1	XP_025989956.1
OG0007319	XP_031846363.1	XP_039307475.1
OG0007320	XP_031847122.1	XP_011165583.1
OG0007321	XP_031835249.1	XP_011166115.1
OG0007322	XP_031831892.1	XP_011162574.1
OG0007323	XP_031835221.1	XP_011167535.1
OG0007324	XP_031845381.1	XP_011165682.1
OG0007325	XP_031847555.1	XP_025992094.1
OG0007326	XP_031829367.1	XP_039305261.1
OG0007327	XP_031838675.1	XP_011175641.2
OG0007328	XP_031833949.1	XP_039303698.1
OG0007329	XP_031842314.1	XP_011175933.1
OG0007330	XP_031849503.1	XP_025996642.1
OG0007331	XP_031848653.1	XP_011155981.2
OG0007332	XP_031850154.1	XP_011169134.1
OG0007333	XP_031843226.1	XP_011166042.1
OG0007334	XP_031829674.1	XP_011168120.1
OG0007335	XP_031826100.1	XP_011166506.1
OG0007336	XP_031840218.1	XP_011157726.1
OG0007337	XP_031846659.1	XP_039311145.1
OG0007338	XP_031850219.1	XP_011155716.1
OG0007339	XP_031836586.1	XP_011164312.1
OG0007340	XP_031849684.1	XP_011164026.2
OG0007341	XP_031848580.1, XP_031848579.1	XP_011168807.2
OG0007342	XP_031835986.1	XP_025986558.1
OG0007343	XP_031835739.1	XP_011174180.2
OG0007344	XP_031843769.1	XP_011166142.1
OG0007345	XP_031839995.1	XP_011158927.1
OG0007346	XP_031849387.1	XP_011172276.2
OG0007347	XP_031831329.1, XP_031839670.1	XP_011158953.1
OG0007348	XP_031829686.1	XP_011172087.1
OG0007350	XP_031826244.1	XP_039307507.1
OG0007351	XP_031830274.1	XP_011175819.2
OG0007352	XP_031828606.1	XP_011157417.1
OG0007353	XP_031834740.1, XP_031834739.1	XP_011172119.2
OG0007355	XP_031826958.1	XP_011165100.1
OG0007356	XP_031829062.1	XP_011170091.1
OG0007357	XP_031840080.1	XP_011160445.1
OG0007358	XP_031848160.1	XP_039311374.1
OG0007359	XP_031833200.1	XP_025986909.1
OG0007360	XP_031847974.1	XP_039305748.1
OG0007361	XP_031848310.1	XP_039313550.1
OG0007362	XP_031830862.1	XP_025990391.2
OG0007363	XP_031832406.1	XP_011167695.2
OG0007364	XP_031849226.1	XP_011169126.1
OG0007365	XP_031830748.1	XP_025990293.1
OG0007366	XP_031845884.1	XP_011161992.2
OG0007367	XP_031850177.1	XP_011172040.1
OG0007368	XP_031831515.1	XP_011170808.1
OG0007369	XP_031844687.1	XP_011170922.1
OG0007370	XP_031842560.1	XP_011166046.1
OG0007371	XP_031849290.1	XP_011156385.1
OG0007372	XP_031845256.1	XP_039305283.1
OG0007373	XP_031836569.1	XP_011173063.2
OG0007374	XP_031840237.1	XP_039301678.1
OG0007375	XP_031849354.1	XP_039308088.1
OG0007376	XP_031836019.1	XP_011166170.2
OG0007377	XP_031848635.1	XP_039301981.1
OG0007378	XP_031843762.1	XP_039308231.1
OG0007379	XP_031841763.1	XP_011171940.2
OG0007380	XP_031832578.1	XP_011161149.1
OG0007381	XP_031845811.1	XP_025987398.1
OG0007382	XP_031848680.1	XP_025991481.1
OG0007383	XP_031841435.1	XP_025986787.1
OG0007384	XP_031847635.1	XP_011160238.2
OG0007385	XP_031837286.1	XP_011161139.2
OG0007386	XP_031846134.1	XP_011163663.1
OG0007387	XP_031833803.1	XP_011159701.1
OG0007388	XP_031829020.1	XP_011171924.2
OG0007389	XP_031839869.1	XP_039304858.1
OG0007390	XP_031849850.1	XP_025987115.1
OG0007391	XP_031845540.1	XP_011163607.1
OG0007392	XP_031847657.1	XP_011157936.1
OG0007394	XP_031838802.1	XP_011172642.2
OG0007395	XP_031832747.1	XP_025994243.1, XP_039306084.1
OG0007396	XP_031837009.1	XP_011162836.2
OG0007397	XP_031828803.1	XP_039305395.1
OG0007398	XP_031830939.1	XP_011155431.2
OG0007399	XP_031825535.1	XP_039314753.1
OG0007400	XP_031842750.1	XP_011165231.1
OG0007401	XP_031825378.1	XP_011165862.1
OG0007402	XP_031832937.1	XP_011161301.1
OG0007403	XP_031825633.1	XP_011162852.1
OG0007404	XP_031833726.1	XP_025991674.1
OG0007405	XP_031848273.1	XP_011171295.2
OG0007406	XP_031837000.1	XP_025986168.2
OG0007407	XP_031844709.1	XP_025993652.1
OG0007408	XP_031838811.1	XP_039302390.1
OG0007409	XP_031845180.1	XP_011164611.1
OG0007410	XP_031839432.1	XP_011156301.1
OG0007411	XP_031847420.1	XP_011174433.1
OG0007412	XP_031850153.1	XP_011168170.2
OG0007413	XP_031850005.1	XP_025995684.2
OG0007414	XP_031849456.1	XP_011158438.1
OG0007415	XP_031849137.1	XP_025989826.2
OG0007416	XP_031848749.1	XP_039314061.1
OG0007417	XP_031837484.1	XP_011175839.1
OG0007418	XP_031827379.1	XP_011165230.1
OG0007419	XP_031847032.1	XP_025990719.1
OG0007420	XP_031831957.1	XP_011171718.1
OG0007421	XP_031838059.1	XP_011159534.1
OG0007422	XP_031838360.1	XP_011161767.1
OG0007423	XP_031837126.1	XP_025986375.1
OG0007425	XP_031847650.1	XP_025993985.1
OG0007426	XP_031843789.1	XP_039308650.1
OG0007428	XP_031839431.1	XP_039307644.1
OG0007429	XP_031827340.1	XP_011155863.2
OG0007430	XP_031845866.1	XP_011168699.1
OG0007431	XP_031836752.1	XP_025989791.1
OG0007432	XP_031838831.1	XP_025991141.1
OG0007433	XP_031829153.1	XP_039305626.1
OG0007434	XP_031846786.1	XP_011168349.1
OG0007435	XP_031848539.1	XP_011169358.1, XP_039315315.1
OG0007436	XP_031849898.1	XP_025986569.1
OG0007437	XP_031835369.1	XP_025986198.1
OG0007438	XP_031834428.1	XP_039305810.1
OG0007439	XP_031829274.1	XP_039307392.1
OG0007440	XP_031828012.1	XP_025993075.1
OG0007441	XP_031831332.1	XP_025993297.2
OG0007442	XP_031846484.1	XP_011162063.2
OG0007443	XP_031841115.1	XP_011158097.2
OG0007444	XP_031845368.1	XP_025988381.1
OG0007445	XP_031833458.1	XP_011167622.2
OG0007446	XP_031847255.1	XP_039309847.1, XP_039309845.1
OG0007447	XP_031832376.1	XP_011162958.1
OG0007448	XP_031842160.1	XP_039302462.1
OG0007449	XP_031830214.1	XP_025988970.2
OG0007450	XP_031826238.1	XP_011159800.1
OG0007451	XP_031826516.1	XP_011166022.2
OG0007452	XP_031843305.1	XP_025986149.1
OG0007453	XP_031842274.1	XP_011161190.1
OG0007454	XP_031826133.1	XP_011173244.1
OG0007455	XP_031826534.1	XP_011173197.1
OG0007456	XP_031848357.1	XP_039301711.1
OG0007457	XP_031844563.1	XP_025995039.1
OG0007458	XP_031838317.1	XP_011164045.1
OG0007459	XP_031850356.1	XP_025994959.1
OG0007460	XP_031825909.1	XP_011161254.1
OG0007461	XP_031841749.1	XP_011164078.1
OG0007462	XP_031830498.1	XP_011165123.1
OG0007463	XP_031837453.1	XP_039307654.1, XP_025989868.2
OG0007464	XP_031844146.1	XP_011159356.2
OG0007465	XP_031832377.1	XP_011162960.1
OG0007466	XP_031837109.1	XP_025986852.2
OG0007467	XP_031840826.1	XP_011168783.1
OG0007468	XP_031828729.1	XP_039301920.1
OG0007469	XP_031848209.1	XP_025988698.1
OG0007470	XP_031839517.1	XP_011155849.2
OG0007471	XP_031832386.1	XP_011155539.2
OG0007472	XP_031827149.1	XP_039313670.1
OG0007473	XP_031841055.1	XP_011168670.2
OG0007474	XP_031834646.1	XP_011162730.1
OG0007475	XP_031846144.1	XP_011157929.1
OG0007477	XP_031836015.1	XP_011166130.1
OG0007478	XP_031834605.1	XP_039305570.1
OG0007479	XP_031848450.1	XP_011164549.1
OG0007480	XP_031838755.1	XP_025995653.1
OG0007481	XP_031832563.1	XP_011159179.1
OG0007482	XP_031836583.1	XP_011163511.1, XP_025992325.1
OG0007483	XP_031846130.1	XP_039312906.1
OG0007484	XP_031849286.1	XP_039307594.1
OG0007485	XP_031843661.1, XP_031843662.1	XP_011166942.1
OG0007486	XP_031825680.1	XP_039305883.1
OG0007487	XP_031843300.1	XP_011166464.2
OG0007488	XP_031827313.1, XP_031827312.1	XP_011157453.1
OG0007489	XP_031825682.1	XP_025995384.1
OG0007490	XP_031832823.1	XP_025989271.2, XP_011157608.2, XP_025989272.2
OG0007491	XP_031849241.1	XP_025991499.1
OG0007492	XP_031826051.1	XP_011156178.2
OG0007493	XP_031838129.1	XP_025987588.2
OG0007494	XP_031825513.1	XP_011169888.2
OG0007495	XP_031841132.1	XP_011158168.2
OG0007496	XP_031833704.1	XP_011173818.1
OG0007497	XP_031830406.1, XP_031830407.1	XP_011170791.1
OG0007498	XP_031832212.1	XP_011162580.1
OG0007499	XP_031841974.1	XP_011162417.1
OG0007500	XP_031836873.1	XP_011157910.2
OG0007501	XP_031837528.1	XP_011170325.1
OG0007502	XP_031847992.1	XP_039313276.1
OG0007503	XP_031833693.1	XP_011167453.2
OG0007504	XP_031840405.1	XP_011172334.1
OG0007505	XP_031845321.1	XP_025992923.1
OG0007506	XP_031831335.1	XP_011170820.1
OG0007507	XP_031838334.1	XP_039304687.1
OG0007508	XP_031844677.1	XP_025987141.1
OG0007509	XP_031841458.1, XP_031841459.1	XP_011162714.2
OG0007511	XP_031834743.1	XP_025987510.2
OG0007512	XP_031835936.1	XP_039311661.1
OG0007513	XP_031840124.1	XP_011161665.1
OG0007514	XP_031831058.1	XP_025992021.1
OG0007515	XP_031842917.1	XP_011155754.1
OG0007516	XP_031845604.1	XP_011174770.1
OG0007517	XP_031833037.1	XP_011156504.1
OG0007518	XP_031846435.1	XP_011172564.1
OG0007519	XP_031839651.1	XP_011158919.2
OG0007521	XP_031836470.1, XP_031836469.1	XP_039303903.1
OG0007522	XP_031833455.1	XP_039303887.1
OG0007524	XP_031838173.1	XP_025997081.2
OG0007525	XP_031835218.1	XP_025991996.1
OG0007526	XP_031846816.1	XP_011162554.2
OG0007527	XP_031842171.1	XP_011156654.1
OG0007528	XP_031846967.1	XP_011159660.1
OG0007529	XP_031834471.1	XP_011158150.2
OG0007530	XP_031826923.1	XP_011159535.3
OG0007531	XP_031849430.1	XP_011173083.1
OG0007532	XP_031828063.1	XP_011164053.1
OG0007533	XP_031839856.1	XP_011158679.1
OG0007534	XP_031845011.1	XP_011173576.1
OG0007535	XP_031839209.1	XP_025992959.1
OG0007536	XP_031832991.1	XP_025996094.1
OG0007537	XP_031846991.1	XP_011175665.3
OG0007538	XP_031848341.1	XP_011158196.2
OG0007539	XP_031841745.1	XP_039315725.1
OG0007540	XP_031847800.1	XP_039307152.1
OG0007541	XP_031849013.1	XP_011158572.1
OG0007542	XP_031845750.1, XP_031845749.1	XP_011162816.3
OG0007543	XP_031833727.1	XP_011170158.3, XP_039315460.1
OG0007544	XP_031834539.1	XP_025987352.2
OG0007545	XP_031844814.1	XP_011166054.1, XP_011166053.1
OG0007546	XP_031829202.1	XP_039303836.1, XP_039303829.1, XP_039303832.1
OG0007547	XP_031827408.1	XP_011171937.1, XP_011171938.1, XP_039302389.1, XP_039302388.1
OG0007548	XP_031828607.1	XP_011161715.1
OG0007550	XP_031838816.1	XP_011167023.1
OG0007551	XP_031839596.1	XP_011158928.2
OG0007552	XP_031845669.1	XP_039312886.1
OG0007553	XP_031828863.1	XP_011163241.2
OG0007554	XP_031838723.1	XP_025995451.2
OG0007555	XP_031833614.1	XP_039315464.1, XP_025996383.2
OG0007556	XP_031837686.1	XP_039312440.1, XP_039312437.1
OG0007558	XP_031845679.1	XP_039303257.1
OG0007559	XP_031841133.1	XP_011155890.2
OG0007560	XP_031836285.1	XP_011162756.1
OG0007561	XP_031830925.1, XP_031830929.1, XP_031830927.1, XP_031830926.1, XP_031830928.1, XP_031830930.1	XP_011159290.1
OG0007562	XP_031846027.1	XP_011165671.2
OG0007563	XP_031850018.1	XP_011167733.2
OG0007564	XP_031835479.1, XP_031835480.1	XP_011171862.2
OG0007565	XP_031827880.1	XP_039310975.1
OG0007566	XP_031841282.1	XP_011171022.1
OG0007568	XP_031831983.1, XP_031831985.1, XP_031831984.1, XP_031831982.1	XP_039310067.1, XP_011162704.1
OG0007569	XP_031832240.1	XP_011161908.1, XP_025985972.1
OG0007570	XP_031829197.1, XP_031829198.1	XP_011158624.1
OG0007572	XP_031829480.1	XP_039302761.1, XP_039302796.1, XP_039311836.1
OG0007573	XP_031833649.1	XP_025990533.1, XP_011159391.1, XP_011159390.1, XP_011159393.1, XP_011159392.1, XP_025990531.1
OG0007574	XP_031828821.1	XP_011156309.1
OG0007575	XP_031846689.1	XP_039309302.1
OG0007576	XP_031846538.1, XP_031846528.1	XP_011166352.1
OG0007577	XP_031843456.1, XP_031843457.1, XP_031843458.1, XP_031843459.1, XP_031843455.1	XP_011176126.1
OG0007578	XP_031841836.1	XP_039308237.1
OG0007579	XP_031827225.1	XP_025996734.1, XP_039304326.1
OG0007580	XP_031838216.1	XP_011163365.1
OG0007581	XP_031834733.1	XP_011162465.1
OG0007582	XP_031837674.1	XP_011168911.1
OG0007583	XP_031830583.1, XP_031830580.1, XP_031830581.1, XP_031830587.1, XP_031830596.1	XP_011160570.2
OG0007584	XP_031835493.1	XP_011171907.1, XP_011171902.1, XP_025989588.1, XP_025989587.1
OG0007585	XP_031829048.1	XP_011165706.2, XP_025988426.1, XP_011165703.1, XP_025988428.1, XP_025988424.2, XP_039305885.1, XP_011165702.2
OG0007586	XP_031842885.1	XP_039314696.1
OG0007587	XP_031837799.1	XP_025993801.2, XP_025993802.2
OG0007588	XP_031827990.1, XP_031827986.1	XP_011173360.1
OG0007589	XP_031825312.1	XP_039304398.1
OG0007590	XP_031833734.1	XP_025990870.1
OG0007592	XP_031843527.1	XP_025988643.1, XP_039315678.1
OG0007593	XP_031841270.1	XP_011171011.1
OG0007594	XP_031843007.1, XP_031843012.1, XP_031842946.1, XP_031842962.1, XP_031843033.1, XP_031842988.1, XP_031842952.1, XP_031842978.1, XP_031842971.1, XP_031842998.1, XP_031843023.1, XP_031843041.1	XP_039311085.1
OG0007595	XP_031837225.1, XP_031837217.1	XP_011162177.1
OG0007597	XP_031834173.1	XP_011162401.1
OG0007604	XP_031842769.1	XP_011156720.1
OG0007605	XP_031838217.1	XP_011167764.1
OG0007606	XP_031841306.1	XP_011158151.1
OG0007607	XP_031839268.1	XP_011163784.1
OG0007608	XP_031834585.1	XP_011167194.2
OG0007609	XP_031841065.1	XP_011168582.2
OG0007610	XP_031827357.1	XP_011159666.2
OG0007611	XP_031836286.1	XP_039306275.1
OG0007613	XP_031831499.1	XP_025989976.1
OG0007615	XP_031835964.1	XP_011175131.2
OG0007616	XP_031841000.1	XP_011164126.1
OG0007617	XP_031830354.1	XP_011173543.1
OG0007618	XP_031830824.1	XP_011161420.1
OG0007619	XP_031833402.1	XP_011161044.1
OG0007620	XP_031825953.1	XP_039311048.1
OG0007621	XP_031832199.1	XP_011169315.1
OG0007622	XP_031834841.1	XP_011175306.1
OG0007623	XP_031835874.1	XP_039308705.1, XP_039308379.1
OG0007624	XP_031837184.1	XP_039306910.1
OG0007625	XP_031835368.1	XP_011170662.1
OG0007626	XP_031830384.1	XP_011173733.1
OG0007627	XP_031826269.1	XP_039313073.1
OG0007628	XP_031825316.1	XP_011169244.1
OG0007629	XP_031831789.1	XP_011169745.2
OG0007630	XP_031838298.1	XP_011163713.1
OG0007631	XP_031840640.1	XP_039307988.1
OG0007632	XP_031847851.1	XP_025995065.1
OG0007633	XP_031846688.1	XP_011176148.1
OG0007634	XP_031845287.1	XP_011162238.1
OG0007635	XP_031843170.1	XP_011166905.2
OG0007636	XP_031828923.1	XP_011174008.1
OG0007637	XP_031830966.1	XP_011163270.1
OG0007638	XP_031827867.1	XP_025992653.2
OG0007639	XP_031842611.1	XP_011157594.1
OG0007640	XP_031830700.1	XP_011164813.1
OG0007641	XP_031827971.1	XP_011156719.2
OG0007642	XP_031828277.1	XP_025991440.1
OG0007643	XP_031826790.1	XP_011172340.2
OG0007644	XP_031832734.1	XP_011161182.1
OG0007646	XP_031843294.1	XP_011165061.1
OG0007647	XP_031840916.1	XP_011161196.1
OG0007648	XP_031849139.1	XP_025988075.1
OG0007649	XP_031836580.1	XP_011159675.1
OG0007650	XP_031846191.1	XP_025992702.2
OG0007651	XP_031831738.1	XP_039309190.1
OG0007652	XP_031843306.1	XP_011161059.1
OG0007653	XP_031835438.1	XP_011172141.1
OG0007654	XP_031841085.1	XP_011167278.1
OG0007655	XP_031829369.1	XP_011165609.1
OG0007656	XP_031829864.1	XP_011155596.1
OG0007657	XP_031844597.1	XP_011159281.1
OG0007658	XP_031834025.1	XP_011161790.1
OG0007659	XP_031834393.1	XP_011163147.3
OG0007660	XP_031845182.1	XP_011173494.2
OG0007661	XP_031841169.1	XP_011155343.2
OG0007662	XP_031840291.1	XP_011164331.1
OG0007664	XP_031845872.1	XP_011160351.1
OG0007665	XP_031847315.1	XP_039310941.1
OG0007666	XP_031833217.1	XP_011173362.2
OG0007667	XP_031837795.1	XP_025989654.2
OG0007668	XP_031846096.1	XP_039311604.1
OG0007669	XP_031830463.1	XP_011158445.1
OG0007670	XP_031846296.1	XP_011155435.2
OG0007671	XP_031834577.1	XP_011172120.1
OG0007672	XP_031830107.1	XP_039302747.1, XP_011172517.2
OG0007673	XP_031843908.1	XP_011161125.1
OG0007674	XP_031834204.1	XP_025995834.1
OG0007675	XP_031847160.1	XP_011168085.1
OG0007676	XP_031840674.1	XP_025988216.1
OG0007677	XP_031835806.1	XP_011168971.1
OG0007678	XP_031838950.1	XP_011156354.2
OG0007679	XP_031827317.1	XP_011169215.1
OG0007680	XP_031845138.1	XP_011160368.1
OG0007681	XP_031836801.1	XP_011163982.1, XP_039302248.1
OG0007682	XP_031834600.1	XP_011158731.2
OG0007683	XP_031831579.1	XP_011162927.1
OG0007684	XP_031843376.1	XP_011159422.1
OG0007685	XP_031843590.1	XP_025989461.1
OG0007686	XP_031839809.1	XP_011158705.2
OG0007687	XP_031840639.1	XP_011171048.1
OG0007688	XP_031830698.1	XP_039308483.1
OG0007689	XP_031837449.1	XP_011157460.1
OG0007690	XP_031826400.1	XP_011165805.1
OG0007692	XP_031838700.1	XP_011175942.1
OG0007694	XP_031846092.1	XP_011176157.1
OG0007695	XP_031827720.1	XP_011158055.1
OG0007696	XP_031830469.1	XP_011159298.2
OG0007698	XP_031842598.1	XP_025988470.1
OG0007699	XP_031844032.1	XP_025990383.2
OG0007701	XP_031835483.1, XP_031835486.1	XP_025994532.2
OG0007702	XP_031834454.1	XP_011163151.1
OG0007703	XP_031843674.1	XP_011160561.3
OG0007704	XP_031847362.1	XP_011163928.2
OG0007705	XP_031835452.1	XP_011165547.1
OG0007706	XP_031842174.1	XP_011160957.1
OG0007707	XP_031838943.1	XP_011166862.1, XP_011166863.1
OG0007708	XP_031839996.1	XP_011158926.2
OG0007709	XP_031848896.1	XP_011171228.2
OG0007711	XP_031836388.1	XP_039309483.1
OG0007713	XP_031847358.1	XP_011163944.2
OG0007715	XP_031848990.1	XP_011170116.1
OG0007716	XP_031847352.1	XP_039312171.1
OG0007717	XP_031836560.1	XP_025991181.2
OG0007718	XP_031848774.1	XP_025992510.2
OG0007719	XP_031836495.1	XP_025995853.1
OG0007720	XP_031832420.1	XP_039307582.1
OG0007721	XP_031840725.1	XP_011159991.2
OG0007722	XP_031834413.1, XP_031834412.1	XP_011173662.1
OG0007723	XP_031834817.1	XP_011162467.1
OG0007724	XP_031844118.1	XP_025992678.2
OG0007725	XP_031825488.1	XP_011171223.1
OG0007726	XP_031850373.1	XP_011170935.1
OG0007728	XP_031832733.1	XP_011161172.2
OG0007729	XP_031848619.1, XP_031834516.1	XP_011157875.2
OG0007730	XP_031838406.1	XP_011159709.1
OG0007731	XP_031846139.1	XP_011162136.1
OG0007732	XP_031840226.1	XP_025989769.1
OG0007733	XP_031837048.1	XP_011175482.2
OG0007734	XP_031840498.1	XP_025988723.1
OG0007735	XP_031830115.1	XP_039313304.1
OG0007736	XP_031839455.1	XP_025990137.1
OG0007737	XP_031831512.1	XP_011156220.2
OG0007738	XP_031847919.1	XP_011165935.1
OG0007739	XP_031825595.1	XP_025988473.1
OG0007740	XP_031844365.1	XP_011163898.2
OG0007741	XP_031830273.1	XP_025994810.2
OG0007742	XP_031826602.1	XP_011157661.1
OG0007743	XP_031834552.1	XP_011162452.1
OG0007744	XP_031846228.1	XP_011172637.1
OG0007745	XP_031846515.1	XP_025993013.2
OG0007746	XP_031833918.1	XP_011159432.1
OG0007747	XP_031836654.1	XP_011167742.1
OG0007748	XP_031850300.1	XP_039311361.1
OG0007749	XP_031843749.1	XP_011165852.1, XP_011165854.1, XP_039304733.1, XP_011165853.1
OG0007750	XP_031828725.1	XP_025993042.1
OG0007751	XP_031844124.1	XP_011167397.2
OG0007752	XP_031835630.1	XP_039303476.1
OG0007753	XP_031848985.1	XP_025986584.1
OG0007754	XP_031826373.1	XP_039310877.1
OG0007755	XP_031829370.1	XP_039311694.1
OG0007756	XP_031831360.1	XP_011170173.2
OG0007757	XP_031826866.1	XP_025991574.1
OG0007758	XP_031841644.1	XP_011156565.1
OG0007759	XP_031843406.1	XP_025986014.1
OG0007761	XP_031834752.1	XP_011162511.1, XP_039310593.1
OG0007762	XP_031833816.1	XP_025989376.2
OG0007763	XP_031849031.1	XP_025990729.1
OG0007764	XP_031830670.1	XP_011165126.1
OG0007768	XP_031837375.1	XP_011176204.1
OG0007769	XP_031832973.1	XP_011161249.1
OG0007771	XP_031834936.1, XP_031834934.1	XP_011172150.1
OG0007772	XP_031840435.1	XP_039314354.1
OG0007773	XP_031833063.1	XP_039305054.1
OG0007774	XP_031834424.1	XP_011173420.1
OG0007775	XP_031833419.1, XP_031833420.1	XP_039314774.1
OG0007776	XP_031841120.1	XP_011158053.1
OG0007778	XP_031840656.1	XP_039310531.1
OG0007779	XP_031834160.1, XP_031834141.1	XP_039303156.1
OG0007780	XP_031827706.1	XP_025986668.2
OG0007781	XP_031831055.1	XP_011160604.2
OG0007782	XP_031825309.1	XP_011162643.2
OG0007783	XP_031832684.1	XP_039306169.1, XP_039306168.1
OG0007784	XP_031836406.1	XP_011157713.1
OG0007785	XP_031833852.1	XP_011173318.1
OG0007787	XP_031831761.1	XP_025997320.1
OG0007788	XP_031831104.1	XP_011160683.1
OG0007789	XP_031845258.1	XP_011173409.2
OG0007790	XP_031834139.1	XP_025987316.1
OG0007791	XP_031845563.1	XP_011156897.1
OG0007792	XP_031847405.1	XP_011175431.1
OG0007793	XP_031841003.1	XP_011164140.2
OG0007794	XP_031840578.1, XP_031840568.1, XP_031840559.1	XP_011161921.2
OG0007795	XP_031837552.1	XP_025993447.2
OG0007796	XP_031827497.1	XP_011173638.1
OG0007798	XP_031847327.1	NP_001291533.1
OG0007799	XP_031832664.1	XP_011175177.1
